Time,HwTOutlet,HwActive,PrimTSet,ActPow,HwTSet,ChActive,PrimT
2018-01-07T05:24:29.810Z,30.7,,,,54,,53.2
2018-01-07T05:24:39.797Z,30.7,,,,54,,
2018-01-07T05:24:49.794Z,30.7,,,,54,,53.3
2018-01-07T05:24:59.795Z,30.7,,,0,54,,
2018-01-07T05:25:09.798Z,30.8,0,,,54,2,51.5
2018-01-07T05:25:19.796Z,30.7,,,,54,,49.8
2018-01-07T05:25:29.800Z,30.6,,,,54,,48.8
2018-01-07T05:25:39.793Z,30.3,,,,54,,47.9
2018-01-07T05:25:49.796Z,30.2,,,,54,,47.3
2018-01-07T05:25:59.796Z,30,,,,54,,46.8
2018-01-07T05:26:09.797Z,29.7,,,,54,,46.3
2018-01-07T05:26:19.796Z,29.6,,,,54,,45.8
2018-01-07T05:26:29.796Z,29.5,,,,54,,45.4
2018-01-07T05:26:39.798Z,29.3,,,,54,,45.1
2018-01-07T05:26:49.798Z,29.1,,,,54,,44.8
2018-01-07T05:26:59.801Z,29,,,,54,,44.5
2018-01-07T05:27:09.799Z,28.9,,,,54,,44.2
2018-01-07T05:27:19.797Z,28.7,,,,54,,43.9
2018-01-07T05:27:29.798Z,28.6,,,,54,,43.8
2018-01-07T05:27:39.798Z,28.6,,,,54,,43.5
2018-01-07T05:27:49.798Z,28.5,,,,54,,43.3
2018-01-07T05:27:59.812Z,28.4,,,,54,,43.1
2018-01-07T05:28:09.807Z,28.3,,,,54,,
2018-01-07T05:28:19.850Z,28.1,0,,42,54,2,45.5
2018-01-07T05:28:29.798Z,28,,,33,54,,49.4
2018-01-07T05:28:39.857Z,28.3,,,29,54,,48.7
2018-01-07T05:28:49.794Z,28.4,,,29,54,,49
2018-01-07T05:28:59.803Z,28.5,,,,54,,50
2018-01-07T05:29:09.799Z,28.7,,,,54,,
2018-01-07T05:29:19.795Z,29,,,30,54,,50.5
2018-01-07T05:29:29.799Z,29.1,,,29,54,,50.7
2018-01-07T05:29:39.796Z,29.2,,,,54,,51
2018-01-07T05:29:49.810Z,29.3,,,,54,,51.3
2018-01-07T05:29:59.800Z,29.3,,,,54,,51.5
2018-01-07T05:30:09.803Z,29.5,,,30,54,,51.6
2018-01-07T05:30:19.810Z,29.5,,,,54,,51.8
2018-01-07T05:30:29.801Z,29.5,,,29,54,,51.9
2018-01-07T05:30:39.796Z,29.5,,,,54,,52
2018-01-07T05:30:49.800Z,29.6,,,,54,,52.1
2018-01-07T05:30:59.800Z,29.6,,,,54,,52.2
2018-01-07T05:31:09.797Z,29.6,,,30,54,,
2018-01-07T05:31:19.799Z,29.6,,,,54,,52.3
2018-01-07T05:31:29.803Z,29.7,,,29,54,,
2018-01-07T05:31:39.800Z,29.7,,,,54,,
2018-01-07T05:31:49.798Z,29.7,,,30,54,,52.4
2018-01-07T05:31:59.803Z,29.8,,,29,54,,
2018-01-07T05:32:09.800Z,30,,,30,54,,
2018-01-07T05:32:19.802Z,30,,,29,54,,
2018-01-07T05:32:29.803Z,30.1,,,,54,,
2018-01-07T05:32:39.803Z,30.1,,,,54,,52.6
2018-01-07T05:32:49.804Z,30.2,,,,54,,
2018-01-07T05:32:59.799Z,30.2,,,,54,,
2018-01-07T05:33:09.797Z,30.2,,,,54,,
2018-01-07T05:33:19.797Z,30.3,,,,54,,
2018-01-07T05:33:29.798Z,30.3,,,,54,,
2018-01-07T05:33:39.805Z,30.3,,,,54,,52.7
2018-01-07T05:33:49.798Z,30.3,,,,54,,
2018-01-07T05:33:59.804Z,30.4,,,,54,,
2018-01-07T05:34:09.801Z,30.4,,,,54,,52.8
2018-01-07T05:34:19.803Z,30.6,,,,54,,
2018-01-07T05:34:29.802Z,30.6,,,,54,,52.9
2018-01-07T05:34:39.854Z,30.7,,,30,54,,
2018-01-07T05:34:49.804Z,30.7,,,29,54,,53
2018-01-07T05:34:59.804Z,30.8,,,0,54,,
2018-01-07T05:35:09.806Z,30.8,0,,,54,2,50.7
2018-01-07T05:35:19.802Z,30.8,,,,54,,49.5
2018-01-07T05:35:29.804Z,30.8,,,,54,,48.8
2018-01-07T05:35:39.806Z,30.6,,,,54,,47.9
2018-01-07T05:35:49.800Z,30.3,,,,54,,47.1
2018-01-07T05:35:59.805Z,30.2,,,,54,,46.6
2018-01-07T05:36:09.803Z,30.1,,,,54,,46.1
2018-01-07T05:36:19.801Z,30,,,,54,,45.6
2018-01-07T05:36:29.800Z,29.7,,,,54,,45.2
2018-01-07T05:36:39.805Z,29.6,,,,54,,44.9
2018-01-07T05:36:49.973Z,29.5,0,61,0,54,2,44.5
2018-01-07T05:36:59.813Z,29.3,,,,54,,44.2
2018-01-07T05:37:09.813Z,29.2,,,,54,,44
2018-01-07T05:37:19.803Z,29.1,,,,54,,43.8
2018-01-07T05:37:29.802Z,29,,,,54,,43.5
2018-01-07T05:37:39.805Z,28.9,,,,54,,43.3
2018-01-07T05:37:49.806Z,28.7,,,,54,,43.1
2018-01-07T05:37:59.807Z,28.6,,,,54,,42.9
2018-01-07T05:38:09.807Z,28.5,,,,54,,
2018-01-07T05:38:19.805Z,28.4,,,,54,,
2018-01-07T05:38:29.803Z,28.3,,,,54,,42.8
2018-01-07T05:38:39.801Z,28.5,,,,54,,
2018-01-07T05:38:49.800Z,28.4,,,,54,,
2018-01-07T05:38:59.811Z,28.1,,,,54,,
2018-01-07T05:39:09.805Z,27.8,,,,54,,
2018-01-07T05:39:19.801Z,27.3,,,,54,,
2018-01-07T05:39:29.802Z,26.9,,,,54,,
2018-01-07T05:39:39.805Z,26.6,,,,54,,42.7
2018-01-07T05:39:49.801Z,26.1,,,,54,,
2018-01-07T05:39:59.801Z,25.7,,,,54,,42.8
2018-01-07T05:40:09.806Z,25.5,,,,54,,
2018-01-07T05:40:19.802Z,25.1,,,,54,,
2018-01-07T05:40:29.802Z,24.9,,,,54,,
2018-01-07T05:40:39.802Z,24.7,,,,54,,42.9
2018-01-07T05:40:49.808Z,24.4,,,,54,,43
2018-01-07T05:40:59.804Z,24.2,,,,54,,
2018-01-07T05:41:09.803Z,23.9,,,,54,,43.1
2018-01-07T05:41:19.803Z,23.8,,,,54,,
2018-01-07T05:41:29.803Z,23.6,0,,39,54,2,47.1
2018-01-07T05:41:39.812Z,23.6,,,29,54,,48.9
2018-01-07T05:41:49.802Z,23.8,,,,54,,47.2
2018-01-07T05:41:59.809Z,24.3,,,,54,,48.2
2018-01-07T05:42:09.804Z,24.7,,,,54,,48.8
2018-01-07T05:42:19.804Z,25,,,,54,,48.7
2018-01-07T05:42:29.804Z,25.5,,,,54,,48.9
2018-01-07T05:42:39.808Z,26.1,,,30,54,,48.9
2018-01-07T05:42:49.804Z,26.5,,,29,54,,49
2018-01-07T05:42:59.809Z,26.7,,,,54,,49.1
2018-01-07T05:43:09.805Z,26.9,,,,54,,
2018-01-07T05:43:19.808Z,27.1,,,30,54,,49.3
2018-01-07T05:43:29.805Z,27.2,,,29,54,,49.4
2018-01-07T05:43:39.806Z,27.3,,,,54,,
2018-01-07T05:43:49.811Z,27.4,,,,54,,49.5
2018-01-07T05:43:59.806Z,27.5,,,,54,,
2018-01-07T05:44:09.812Z,27.7,,,,54,,49.6
2018-01-07T05:44:19.806Z,27.8,,,,54,,
2018-01-07T05:44:29.807Z,27.8,,,,54,,49.7
2018-01-07T05:44:39.814Z,27.9,,,,54,,49.8
2018-01-07T05:44:49.805Z,28,,,,54,,
2018-01-07T05:44:59.809Z,28.1,,,,54,,
2018-01-07T05:45:09.804Z,28.3,,,30,54,,49.9
2018-01-07T05:45:19.806Z,28.3,,,29,54,,50
2018-01-07T05:45:29.806Z,28.4,,,,54,,
2018-01-07T05:45:39.808Z,28.4,,,,54,,
2018-01-07T05:45:49.812Z,28.5,,,,54,,50.1
2018-01-07T05:45:59.809Z,28.6,,,,54,,
2018-01-07T05:46:09.808Z,28.6,,,,54,,50.2
2018-01-07T05:46:19.814Z,28.7,,,,54,,
2018-01-07T05:46:29.808Z,28.9,,,,54,,50.3
2018-01-07T05:46:39.814Z,28.9,,,,54,,50.4
2018-01-07T05:46:49.808Z,29,,,,54,,
2018-01-07T05:46:59.810Z,29.1,,,,54,,50.5
2018-01-07T05:47:09.808Z,29.1,,,30,54,,50.6
2018-01-07T05:47:19.819Z,29.2,,,29,54,,50.7
2018-01-07T05:47:29.809Z,29.3,,,30,54,,
2018-01-07T05:47:39.805Z,29.3,,,29,54,,50.9
2018-01-07T05:47:49.808Z,29.5,,,,54,,51
2018-01-07T05:47:59.809Z,29.5,,,,54,,
2018-01-07T05:48:09.810Z,29.6,,,30,54,,51.1
2018-01-07T05:48:19.812Z,29.6,,,29,54,,51.2
2018-01-07T05:48:29.811Z,29.7,,,,54,,
2018-01-07T05:48:39.811Z,29.7,,,,54,,51.3
2018-01-07T05:48:49.808Z,29.8,,,,54,,51.4
2018-01-07T05:48:59.814Z,29.8,,,30,54,,51.5
2018-01-07T05:49:09.815Z,29.8,,,29,54,,
2018-01-07T05:49:19.812Z,30,,,30,54,,51.6
2018-01-07T05:49:29.812Z,30,,,29,54,,51.7
2018-01-07T05:49:39.807Z,30.1,,,30,54,,
2018-01-07T05:49:49.813Z,30.2,,,29,54,,51.8
2018-01-07T05:49:59.822Z,30.2,,,,54,,51.9
2018-01-07T05:50:09.807Z,30.3,,,,54,,
2018-01-07T05:50:19.807Z,30.3,,,,54,,52
2018-01-07T05:50:29.809Z,30.4,,,,54,,
2018-01-07T05:50:39.813Z,30.4,,,,54,,52.1
2018-01-07T05:50:49.809Z,30.6,,,,54,,52.2
2018-01-07T05:50:59.813Z,30.6,,,,54,,
2018-01-07T05:51:09.810Z,30.6,,,,54,,52.3
2018-01-07T05:51:19.812Z,30.6,,,,54,,
2018-01-07T05:51:29.813Z,30.7,,,,54,,52.4
2018-01-07T05:51:39.811Z,30.7,,,,54,,
2018-01-07T05:51:49.814Z,30.8,,,,54,,52.6
2018-01-07T05:51:59.814Z,30.8,,,,54,,
2018-01-07T05:52:09.824Z,30.8,,,,54,,52.7
2018-01-07T05:52:19.815Z,30.8,,,,54,,
2018-01-07T05:52:29.810Z,30.9,,,,54,,52.8
2018-01-07T05:52:39.816Z,30.9,,,,54,,
2018-01-07T05:52:49.816Z,30.9,,,,54,,52.9
2018-01-07T05:52:59.814Z,31,,,,54,,
2018-01-07T05:53:09.810Z,31,,,,54,,53
2018-01-07T05:53:19.811Z,31,,,30,54,,
2018-01-07T05:53:29.816Z,31,,,29,54,,53.1
2018-01-07T05:53:39.813Z,31.2,,,,54,,
2018-01-07T05:53:49.813Z,31.2,,,30,54,,53.2
2018-01-07T05:53:59.816Z,31.2,,,,54,,
2018-01-07T05:54:09.820Z,31.2,,,29,54,,
2018-01-07T05:54:19.819Z,31,,,30,54,,53.3
2018-01-07T05:54:29.813Z,31,,,29,54,,
2018-01-07T05:54:39.813Z,31,,,,54,,53.4
2018-01-07T05:54:49.815Z,31,,,,54,,
2018-01-07T05:54:59.811Z,31.2,,,,54,,
2018-01-07T05:55:09.810Z,31,,,,54,,53.5
2018-01-07T05:55:19.811Z,31.2,,,,54,,
2018-01-07T05:55:29.826Z,31.2,,,30,54,,53.6
2018-01-07T05:55:39.906Z,31.3,,,29,54,,
2018-01-07T05:55:49.811Z,31.3,,,,54,,53.7
2018-01-07T05:55:59.815Z,31.3,,,,54,,
2018-01-07T05:56:09.813Z,31.3,,,,54,,
2018-01-07T05:56:19.824Z,31.3,,,,54,,53.8
2018-01-07T05:56:29.814Z,31.3,,,30,54,,
2018-01-07T05:56:39.813Z,31.3,,,29,54,,
2018-01-07T05:56:49.814Z,31.3,,,,54,,53.9
2018-01-07T05:56:59.826Z,31.3,,,30,54,,
2018-01-07T05:57:09.815Z,31.3,,,29,54,,54
2018-01-07T05:57:19.816Z,31.4,,,,54,,
2018-01-07T05:57:29.817Z,31.4,,,,54,,
2018-01-07T05:57:39.811Z,31.4,,,30,54,,54.1
2018-01-07T05:57:49.817Z,31.5,,,29,54,,
2018-01-07T05:57:59.821Z,31.5,,,,54,,
2018-01-07T05:58:09.811Z,31.6,,,,54,,54.3
2018-01-07T05:58:19.820Z,31.6,,,,54,,
2018-01-07T05:58:29.812Z,31.6,,,,54,,
2018-01-07T05:58:39.813Z,31.6,,,,54,,
2018-01-07T05:58:49.822Z,31.8,,,,54,,54.4
2018-01-07T05:58:59.817Z,31.6,0,,,54,2,
2018-01-07T05:59:09.813Z,31.8,0,,0,54,2,52.4
2018-01-07T05:59:19.822Z,31.6,,,,54,,50.7
2018-01-07T05:59:29.815Z,31.5,,,,54,,49.9
2018-01-07T05:59:39.813Z,31.3,,,,54,,49.1
2018-01-07T05:59:49.817Z,31,,,,54,,48.4
2018-01-07T05:59:59.818Z,30.9,,,,54,,47.9
2018-01-07T06:00:09.814Z,30.7,,,,54,,47.3
2018-01-07T06:00:19.814Z,30.6,,,,54,,46.9
2018-01-07T06:00:29.814Z,30.4,,,,54,,46.5
2018-01-07T06:00:39.820Z,30.2,,,,54,,46.1
2018-01-07T06:00:49.815Z,30.1,,,,54,,45.8
2018-01-07T06:00:59.816Z,30,,,,54,,45.5
2018-01-07T06:01:09.815Z,29.8,,,,54,,45.2
2018-01-07T06:01:19.824Z,29.7,,,,54,,44.9
2018-01-07T06:01:29.815Z,29.5,,,,54,,44.8
2018-01-07T06:01:39.816Z,29.3,,,,54,,44.5
2018-01-07T06:01:49.821Z,29.2,,,,54,,44.3
2018-01-07T06:01:59.820Z,29.1,,,,54,,44.1
2018-01-07T06:02:09.815Z,29.1,,,,54,,
2018-01-07T06:02:19.826Z,28.9,,,,54,,44
2018-01-07T06:02:29.817Z,28.9,,,,54,,
2018-01-07T06:02:39.827Z,29,,,,54,,
2018-01-07T06:02:49.818Z,28.9,,,,54,,
2018-01-07T06:02:59.817Z,28.5,,,,54,,
2018-01-07T06:03:09.817Z,28,,,,54,,
2018-01-07T06:03:19.821Z,27.5,,,,54,,
2018-01-07T06:03:29.816Z,27.2,,,,54,,43.9
2018-01-07T06:03:39.818Z,26.8,,,,54,,
2018-01-07T06:03:49.828Z,26.5,,,,54,,44
2018-01-07T06:03:59.818Z,26.1,,,,54,,
2018-01-07T06:04:09.816Z,25.7,,,,54,,
2018-01-07T06:04:19.819Z,25.5,,,,54,,
2018-01-07T06:04:29.816Z,25.1,,,,54,,44.1
2018-01-07T06:04:39.818Z,24.9,,,,54,,
2018-01-07T06:04:49.817Z,24.7,,,,54,,44.2
2018-01-07T06:04:59.821Z,24.5,,,,54,,44.3
2018-01-07T06:05:09.818Z,24.3,,,,54,,
2018-01-07T06:05:19.816Z,24.2,,,,54,,
2018-01-07T06:05:29.816Z,24,,,,54,,44.4
2018-01-07T06:05:39.821Z,23.9,,,,54,,
2018-01-07T06:05:49.821Z,23.8,0,,44,54,2,44.5
2018-01-07T06:05:59.831Z,23.7,,,36,54,,49.2
2018-01-07T06:06:09.820Z,23.7,,,29,54,,49.6
2018-01-07T06:06:19.821Z,23.9,,,,54,,48.1
2018-01-07T06:06:29.816Z,24.4,,,,54,,49.2
2018-01-07T06:06:39.821Z,24.9,,,30,54,,49.4
2018-01-07T06:06:49.817Z,25.4,,,,54,,49.5
2018-01-07T06:06:59.821Z,26,,,29,54,,
2018-01-07T06:07:09.822Z,26.3,,,,54,,
2018-01-07T06:07:19.817Z,26.7,,,,54,,
2018-01-07T06:07:29.819Z,26.9,,,,54,,
2018-01-07T06:07:39.818Z,27.2,,,,54,,49.6
2018-01-07T06:07:49.819Z,27.3,,,30,54,,49.7
2018-01-07T06:07:59.835Z,27.5,,,29,54,,49.8
2018-01-07T06:08:09.819Z,27.7,,,30,54,,
2018-01-07T06:08:19.818Z,27.7,,,29,54,,
2018-01-07T06:08:29.822Z,27.8,,,,54,,49.9
2018-01-07T06:08:39.824Z,27.9,,,,54,,
2018-01-07T06:08:49.823Z,28,,,,54,,
2018-01-07T06:08:59.823Z,28.1,,,,54,,50
2018-01-07T06:09:09.878Z,28.3,,,,54,,
2018-01-07T06:09:19.824Z,28.3,,,,54,,50.1
2018-01-07T06:09:29.820Z,28.4,,,,54,,
2018-01-07T06:09:39.824Z,28.4,,,,54,,50.2
2018-01-07T06:09:49.821Z,28.5,,,,54,,
2018-01-07T06:09:59.824Z,28.6,,,,54,,50.3
2018-01-07T06:10:09.825Z,28.7,,,,54,,
2018-01-07T06:10:19.819Z,28.7,,,,54,,50.4
2018-01-07T06:10:29.823Z,28.9,,,,54,,
2018-01-07T06:10:39.820Z,29,,,,54,,50.5
2018-01-07T06:10:49.821Z,29,,,,54,,50.6
2018-01-07T06:10:59.830Z,29,,,,54,,50.7
2018-01-07T06:11:09.821Z,29.1,,,,54,,
2018-01-07T06:11:19.825Z,29.2,,,,54,,50.9
2018-01-07T06:11:29.824Z,29.3,,,,54,,51
2018-01-07T06:11:39.824Z,29.5,,,,54,,
2018-01-07T06:11:50.098Z,29.5,,,,54,,51.1
2018-01-07T06:11:59.822Z,,,,,,,51.2
2018-01-07T06:12:09.827Z,29.6,,,,54,,
2018-01-07T06:12:19.832Z,29.7,,,,54,,51.3
2018-01-07T06:12:29.827Z,29.8,,,,54,,51.4
2018-01-07T06:12:39.828Z,29.8,,,,54,,51.5
2018-01-07T06:12:49.828Z,30,,,,54,,
2018-01-07T06:12:59.821Z,30,,,,54,,51.6
2018-01-07T06:13:09.821Z,30.1,,,,54,,51.7
2018-01-07T06:13:19.824Z,30.1,,,,54,,
2018-01-07T06:13:29.822Z,30.2,,,,54,,51.8
2018-01-07T06:13:39.823Z,30.2,,,,54,,
2018-01-07T06:13:49.820Z,30.3,,,,54,,51.9
2018-01-07T06:13:59.825Z,30.3,,,,54,,52
2018-01-07T06:14:09.825Z,30.4,,,,54,,
2018-01-07T06:14:19.823Z,30.6,,,,54,,52.1
2018-01-07T06:14:29.830Z,30.6,,,,54,,
2018-01-07T06:14:39.827Z,30.7,,,,54,,52.2
2018-01-07T06:14:49.822Z,30.7,,,,54,,
2018-01-07T06:14:59.825Z,30.7,,,,54,,52.3
2018-01-07T06:15:09.830Z,30.8,,,,54,,
2018-01-07T06:15:19.821Z,30.8,,,,54,,52.4
2018-01-07T06:15:29.825Z,30.8,,,,54,,52.6
2018-01-07T06:15:39.831Z,30.8,,,,54,,
2018-01-07T06:15:49.823Z,30.8,,,30,54,,52.7
2018-01-07T06:15:59.826Z,31,,,,54,,
2018-01-07T06:16:09.822Z,30.9,,,29,54,,52.8
2018-01-07T06:16:19.824Z,30.9,,,30,54,,
2018-01-07T06:16:29.824Z,30.8,,,29,54,,52.9
2018-01-07T06:16:39.823Z,30.8,,,,54,,
2018-01-07T06:16:49.824Z,30.9,,,,54,,53
2018-01-07T06:16:59.822Z,30.9,,,,54,,
2018-01-07T06:17:09.826Z,31,,,30,54,,53.1
2018-01-07T06:17:19.832Z,31.2,,,29,54,,
2018-01-07T06:17:29.823Z,30.9,0,,0,54,2,51.5
2018-01-07T06:17:39.823Z,31.2,,,,54,,49.6
2018-01-07T06:17:49.825Z,31.2,,,,54,,48.9
2018-01-07T06:17:59.829Z,31.5,,,,54,,48.1
2018-01-07T06:18:09.825Z,30.7,,,,54,,47.2
2018-01-07T06:18:19.835Z,30.4,,,,54,,46.7
2018-01-07T06:18:29.827Z,30.4,,,,54,,46.2
2018-01-07T06:18:39.825Z,30.4,,,,54,,45.7
2018-01-07T06:18:49.826Z,30.4,,,,54,,45.3
2018-01-07T06:18:59.825Z,30.3,,,,54,,44.9
2018-01-07T06:19:09.823Z,30.8,,,,54,,44.6
2018-01-07T06:19:19.825Z,30.3,,,,54,,44.3
2018-01-07T06:19:29.826Z,30,0,,40,54,2,47.9
2018-01-07T06:19:39.827Z,29.7,,,29,54,,51.3
2018-01-07T06:19:49.836Z,29.6,,,,54,,49.6
2018-01-07T06:19:59.824Z,29.5,,,,54,,50.2
2018-01-07T06:20:09.829Z,29.6,,,29,54,,51
2018-01-07T06:20:19.826Z,29.7,,,,54,,51.1
2018-01-07T06:20:29.826Z,30,,,,54,,51.5
2018-01-07T06:20:39.826Z,30.1,,,,54,,51.7
2018-01-07T06:20:49.827Z,30.2,,,,54,,52
2018-01-07T06:20:59.831Z,30.3,,,,54,,52.2
2018-01-07T06:21:09.828Z,30.4,,,,54,,52.4
2018-01-07T06:21:19.834Z,30.6,,,,54,,52.7
2018-01-07T06:21:29.828Z,30.7,,,,54,,52.8
2018-01-07T06:21:39.827Z,30.4,,,,54,,52.9
2018-01-07T06:21:49.828Z,30.6,,,,54,,53
2018-01-07T06:21:59.831Z,30.6,,,30,54,,53.1
2018-01-07T06:22:09.828Z,30.7,,,29,54,,
2018-01-07T06:22:19.828Z,30.7,,,,54,,53.2
2018-01-07T06:22:29.829Z,30.7,,,,54,,
2018-01-07T06:22:39.829Z,30.8,,,,54,,
2018-01-07T06:22:49.825Z,30.8,,,30,54,,53.3
2018-01-07T06:22:59.829Z,30.8,,,29,54,,
2018-01-07T06:23:09.826Z,30.8,,,,54,,
2018-01-07T06:23:19.827Z,30.8,,,30,54,,
2018-01-07T06:23:29.827Z,30.8,,,,54,,
2018-01-07T06:23:39.833Z,30.9,,,29,54,,53.4
2018-01-07T06:23:49.829Z,30.9,,,,54,,
2018-01-07T06:23:59.827Z,30.9,,,,54,,
2018-01-07T06:24:09.833Z,31,,,,54,,
2018-01-07T06:24:19.830Z,31,,,,54,,
2018-01-07T06:24:29.828Z,31.2,,,,54,,
2018-01-07T06:24:39.838Z,31.2,,,,54,,53.5
2018-01-07T06:24:49.827Z,31.2,,,30,54,,
2018-01-07T06:24:59.832Z,31.2,,,29,54,,
2018-01-07T06:25:09.829Z,31.2,,,,54,,
2018-01-07T06:25:19.833Z,31.3,,,,54,,
2018-01-07T06:25:29.832Z,31.3,,,,54,,53.6
2018-01-07T06:25:39.827Z,31.3,,,,54,,
2018-01-07T06:25:49.828Z,31.3,,,,54,,53.7
2018-01-07T06:25:59.835Z,31.4,,,,54,,
2018-01-07T06:26:09.837Z,31.4,,,,54,,
2018-01-07T06:26:19.838Z,31.4,,,,54,,53.8
2018-01-07T06:26:29.832Z,31.4,,,,54,,
2018-01-07T06:26:39.829Z,31.5,,,,54,,53.9
2018-01-07T06:26:49.831Z,31.5,,,,54,,
2018-01-07T06:26:59.832Z,31.6,,,,54,,54
2018-01-07T06:27:09.830Z,31.6,,,30,54,,54
2018-01-07T06:27:19.829Z,31.6,,,29,54,,
2018-01-07T06:27:29.840Z,31.6,,,,54,,54.1
2018-01-07T06:27:39.837Z,31.6,0,,0,54,2,
2018-01-07T06:27:49.832Z,31.8,,,,54,,51.6
2018-01-07T06:27:59.828Z,31.6,,,,54,,50.3
2018-01-07T06:28:09.833Z,31.5,,,,54,,49.6
2018-01-07T06:28:19.830Z,31.3,,,,54,,48.8
2018-01-07T06:28:29.833Z,31.2,,,,54,,48.1
2018-01-07T06:28:39.835Z,30.9,,,,54,,47.6
2018-01-07T06:28:49.846Z,30.7,,,,54,,47
2018-01-07T06:28:59.845Z,30.6,,,,54,,46.6
2018-01-07T06:29:09.837Z,30.3,,,,54,,46.2
2018-01-07T06:29:19.832Z,30.2,,,,54,,45.8
2018-01-07T06:29:29.832Z,30.1,,,,54,,45.5
2018-01-07T06:29:39.834Z,29.8,,,,54,,45.2
2018-01-07T06:29:49.831Z,29.7,,,,54,,45
2018-01-07T06:29:59.830Z,29.6,,,,54,,44.7
2018-01-07T06:30:09.831Z,29.5,,,,54,,44.5
2018-01-07T06:30:19.832Z,29.3,,,,54,,44.3
2018-01-07T06:30:29.833Z,29.2,,,,54,,44.1
2018-01-07T06:30:39.833Z,29.1,,,,54,,43.9
2018-01-07T06:30:49.830Z,29,,,,54,,
2018-01-07T06:30:59.845Z,28.9,,,,54,,
2018-01-07T06:31:09.830Z,28.9,,,,54,,43.8
2018-01-07T06:31:19.834Z,28.9,,,,54,,
2018-01-07T06:31:29.842Z,28.7,,,,54,,
2018-01-07T06:31:39.834Z,28.4,,,,54,,
2018-01-07T06:31:49.837Z,27.9,,,,54,,43.7
2018-01-07T06:31:59.831Z,27.5,,,,54,,
2018-01-07T06:32:09.839Z,27.1,,,,54,,
2018-01-07T06:32:19.840Z,26.6,,,,54,,
2018-01-07T06:32:29.840Z,26.2,,,,54,,
2018-01-07T06:32:39.841Z,25.9,,,,54,,43.8
2018-01-07T06:32:49.833Z,25.5,,,,54,,
2018-01-07T06:32:59.851Z,25.1,,,,54,,
2018-01-07T06:33:09.844Z,25,,,,54,,43.9
2018-01-07T06:33:19.834Z,24.8,,,,54,,
2018-01-07T06:33:29.833Z,24.5,,,,54,,44
2018-01-07T06:33:39.835Z,24.4,,,,54,,
2018-01-07T06:33:49.833Z,24.2,,,,54,,44.1
2018-01-07T06:34:09.856Z,23.8,0,,40,54,2,47.7
2018-01-07T06:34:19.838Z,23.7,,,29,54,,49.8
2018-01-07T06:34:29.837Z,23.9,,,,54,,48.1
2018-01-07T06:34:39.836Z,24.3,,,,54,,49.1
2018-01-07T06:34:49.890Z,24.8,,,,54,,49.5
2018-01-07T06:34:59.837Z,25.3,,,,54,,
2018-01-07T06:35:09.834Z,25.9,,,,54,,49.6
2018-01-07T06:35:19.835Z,26.3,,,,54,,
2018-01-07T06:35:29.833Z,26.8,,,30,54,,
2018-01-07T06:35:39.834Z,27.2,,,29,54,,49.7
2018-01-07T06:35:49.835Z,27.4,,,,54,,49.8
2018-01-07T06:35:59.834Z,27.7,,,,54,,49.9
2018-01-07T06:36:09.844Z,27.7,,,,54,,50
2018-01-07T06:36:19.846Z,27.8,,,,54,,
2018-01-07T06:36:29.834Z,27.9,,,,54,,50.1
2018-01-07T06:36:39.837Z,28,,,30,54,,50.2
2018-01-07T06:36:49.845Z,28.1,,,29,54,,
2018-01-07T06:36:59.834Z,28.3,0,61,29,54,2,50.3
2018-01-07T06:37:09.850Z,28.3,,,,54,,
2018-01-07T06:37:19.840Z,28.4,,,,54,,
2018-01-07T06:37:29.835Z,28.5,,,,54,,50.4
2018-01-07T06:37:39.835Z,28.6,,,,54,,
2018-01-07T06:37:49.841Z,28.6,,,,54,,50.5
2018-01-07T06:37:59.836Z,28.7,,,,54,,
2018-01-07T06:38:09.843Z,28.9,,,,54,,
2018-01-07T06:38:19.834Z,28.9,,,,54,,
2018-01-07T06:38:29.845Z,29,,,,54,,50.6
2018-01-07T06:38:39.838Z,29.1,,,,54,,50.7
2018-01-07T06:38:49.837Z,29.1,,,,54,,
2018-01-07T06:38:59.835Z,29.2,,,,54,,
2018-01-07T06:39:09.838Z,29.2,,,,54,,50.9
2018-01-07T06:39:19.837Z,29.2,,,,54,,51
2018-01-07T06:39:29.837Z,29.3,,,,54,,
2018-01-07T06:39:39.835Z,29.5,,,,54,,51.1
2018-01-07T06:39:49.836Z,29.6,,,,54,,
2018-01-07T06:39:59.838Z,29.7,,,,54,,51.2
2018-01-07T06:40:09.836Z,29.7,,,,54,,51.3
2018-01-07T06:40:19.839Z,29.8,,,,54,,
2018-01-07T06:40:29.843Z,30,,,,54,,51.4
2018-01-07T06:40:39.839Z,30.1,,,,54,,51.5
2018-01-07T06:40:49.845Z,30.1,,,,54,,
2018-01-07T06:40:59.842Z,30.1,,,,54,,51.6
2018-01-07T06:41:09.853Z,30.2,,,,54,,51.7
2018-01-07T06:41:19.837Z,30.2,,,,54,,
2018-01-07T06:41:29.839Z,30.3,,,,54,,51.8
2018-01-07T06:41:39.838Z,30.3,,,,54,,51.9
2018-01-07T06:41:49.839Z,30.3,,,30,54,,
2018-01-07T06:41:59.845Z,30.2,,,29,54,,52
2018-01-07T06:42:09.850Z,30.2,,,,54,,
2018-01-07T06:42:19.837Z,30.2,,,30,54,,52.1
2018-01-07T06:42:29.839Z,30.3,,,29,54,,52.2
