Time,HwTSet,PrimTSet,HwActive,HwTOutlet,ActPow,ChActive,PrimT
2017-11-12T05:26:06.639Z,54,,,52.2,,,63.1
2017-11-12T05:26:16.637Z,54,,,52.2,,,63.4
2017-11-12T05:26:26.639Z,54,,,52.2,30,,63.6
2017-11-12T05:26:36.640Z,54,,,52.1,29,,64
2017-11-12T05:26:46.638Z,54,,,52.1,,,64.1
2017-11-12T05:26:56.643Z,54,,,52,,,64.2
2017-11-12T05:27:06.644Z,54,,,52,,,64.5
2017-11-12T05:27:16.640Z,54,,,52,,,64.6
2017-11-12T05:27:26.640Z,54,,,52,,,64.7
2017-11-12T05:27:36.637Z,54,,,52,,,64.8
2017-11-12T05:27:46.638Z,54,,,52,,,64.9
2017-11-12T05:27:56.636Z,54,,0,52,0,2,62.7
2017-11-12T05:28:06.644Z,54,,,52.1,,,61.8
2017-11-12T05:28:16.634Z,54,,,52.1,,,60.9
2017-11-12T05:28:26.637Z,54,,,52.1,,,59.7
2017-11-12T05:28:36.644Z,54,,,52.1,,,58.7
2017-11-12T05:28:46.639Z,54,,,52.2,,,57.9
2017-11-12T05:28:56.640Z,54,,,52.2,,,56.9
2017-11-12T05:29:06.641Z,54,,,52.2,,,56.5
2017-11-12T05:29:16.641Z,54,,,52.2,,,55.9
2017-11-12T05:29:26.638Z,54,,,52.2,,,55.4
2017-11-12T05:29:36.643Z,54,,0,52.2,44,2,55
2017-11-12T05:29:46.643Z,54,,,52.2,39,,58.1
2017-11-12T05:29:56.644Z,54,,,52.2,29,,58.9
2017-11-12T05:30:06.642Z,54,,,52.2,29,,60
2017-11-12T05:30:16.644Z,54,,,52.2,,,60.2
2017-11-12T05:30:26.639Z,54,,,52.2,,,61.1
2017-11-12T05:30:36.641Z,54,,,52.2,,,62
2017-11-12T05:30:46.640Z,54,,,52.2,,,62.1
2017-11-12T05:30:56.640Z,54,,,52.1,,,62.7
2017-11-12T05:31:06.649Z,54,,,52.1,,,63.1
2017-11-12T05:31:16.639Z,54,,,52.1,,,63.5
2017-11-12T05:31:26.640Z,54,,,52.1,,,64
2017-11-12T05:31:36.640Z,54,,,52.1,,,64.1
2017-11-12T05:31:46.641Z,54,,,52.1,,,64.4
2017-11-12T05:31:56.643Z,54,,,52.1,,,64.7
2017-11-12T05:32:06.645Z,54,,0,52.1,0,2,64.9
2017-11-12T05:32:16.643Z,54,,,52.1,,,62.8
2017-11-12T05:32:26.641Z,54,,,52.1,,,61.6
2017-11-12T05:32:36.644Z,54,,,52.1,,,59.9
2017-11-12T05:32:46.646Z,54,,,52.1,,,59.6
2017-11-12T05:32:56.639Z,54,,,52.1,,,58.8
2017-11-12T05:33:06.644Z,54,,,52.1,,,57.9
2017-11-12T05:33:16.638Z,54,,,52.1,,,56.9
2017-11-12T05:33:26.638Z,54,,,52.1,,,56.7
2017-11-12T05:33:36.642Z,54,,,52.1,,,55.9
2017-11-12T05:33:46.637Z,54,,,52.1,,,55.7
2017-11-12T05:33:56.644Z,54,,,52.2,,,55.3
2017-11-12T05:34:06.645Z,54,,,52.2,,,54.9
2017-11-12T05:34:16.642Z,54,,,52.2,,,54.6
2017-11-12T05:34:26.653Z,54,,,52.2,,,54.3
2017-11-12T05:34:36.645Z,54,,0,52.2,44,2,54.1
2017-11-12T05:34:46.646Z,54,,,52.2,35,,58
2017-11-12T05:34:56.642Z,54,,,52.2,29,,58.3
2017-11-12T05:35:06.648Z,54,,,52.1,,,59
2017-11-12T05:35:16.640Z,54,,,52.1,,,60
2017-11-12T05:35:26.639Z,54,,,52.1,,,60.5
2017-11-12T05:35:36.640Z,54,,,52.1,,,61.3
2017-11-12T05:35:46.648Z,54,,,52,,,62
2017-11-12T05:35:56.645Z,54,,,52,,,62.5
2017-11-12T05:36:06.647Z,54,,,51.9,30,,63.1
2017-11-12T05:36:16.650Z,54,,,51.9,29,,63.3
2017-11-12T05:36:26.644Z,54,,,51.9,,,64
2017-11-12T05:36:36.640Z,54,,,51.9,,,
2017-11-12T05:36:46.642Z,54,,,51.9,,,64.4
2017-11-12T05:36:56.642Z,54,,,51.8,,,64.6
2017-11-12T05:37:06.641Z,54,,,51.8,0,,65.1
2017-11-12T05:37:16.643Z,54,,0,51.8,,2,62.9
2017-11-12T05:37:26.645Z,54,,,51.8,,,61.8
2017-11-12T05:37:36.642Z,54,,,51.9,,,60.1
2017-11-12T05:37:46.642Z,54,,,51.9,,,59.8
2017-11-12T05:37:56.641Z,54,,,51.9,,,58.8
2017-11-12T05:38:06.649Z,54,,,51.9,,,57.9
2017-11-12T05:38:16.647Z,54,,,51.9,,,56.9
2017-11-12T05:38:26.642Z,54,,,51.9,,,56.7
2017-11-12T05:38:36.640Z,54,,,51.9,,,55.9
2017-11-12T05:38:46.643Z,54,,,51.9,,,55.6
2017-11-12T05:38:56.641Z,54,,,52,,,55.2
2017-11-12T05:39:06.646Z,54,,,52,,,54.9
2017-11-12T05:39:16.642Z,54,,,52,,,54.5
2017-11-12T05:39:26.643Z,54,,,52,,,53.9
2017-11-12T05:39:36.646Z,54,,0,52,44,2,54.5
2017-11-12T05:39:46.644Z,54,,,52,34,,58
2017-11-12T05:39:56.644Z,54,,,51.9,29,,58.2
2017-11-12T05:40:06.644Z,54,,,51.9,,,59.1
2017-11-12T05:40:16.646Z,54,,,51.9,29,,60
2017-11-12T05:40:26.641Z,54,,,51.9,,,60.4
2017-11-12T05:40:36.645Z,54,,,51.9,,,61.1
2017-11-12T05:40:46.647Z,54,,,51.8,29,,62
2017-11-12T05:40:56.645Z,54,,,51.8,,,62.4
2017-11-12T05:41:06.648Z,54,,,51.8,,,63.1
2017-11-12T05:41:16.645Z,54,,,51.7,,,63.3
2017-11-12T05:41:26.645Z,54,,,51.7,,,63.6
2017-11-12T05:41:36.646Z,54,,,51.6,,,64
2017-11-12T05:41:46.646Z,54,,,51.6,30,,64.4
2017-11-12T05:41:56.645Z,54,,,51.6,29,,64.6
2017-11-12T05:42:06.644Z,54,,,51.6,0,,65.1
2017-11-12T05:42:16.647Z,54,,0,51.5,,2,62.9
2017-11-12T05:42:26.646Z,54,,,51.5,,,61.8
2017-11-12T05:42:36.646Z,54,,,51.5,,,60.1
2017-11-12T05:42:46.644Z,54,,,51.5,,,59.7
2017-11-12T05:42:56.648Z,54,,,51.5,,,58.8
2017-11-12T05:43:06.648Z,54,,,51.6,,,57.9
2017-11-12T05:43:16.646Z,54,,,51.6,,,56.9
2017-11-12T05:43:26.648Z,54,,,51.6,,,56.7
2017-11-12T05:43:36.660Z,54,,,51.7,,,55.9
2017-11-12T05:43:46.646Z,54,,,51.7,,,55.6
2017-11-12T05:43:56.649Z,54,,,51.8,,,54.9
2017-11-12T05:44:06.651Z,54,,,51.8,,,54.8
2017-11-12T05:44:16.649Z,54,,,51.8,,,54.4
2017-11-12T05:44:26.644Z,54,,,51.8,,,53.9
2017-11-12T05:44:36.650Z,54,,0,51.8,44,2,54.5
2017-11-12T05:44:46.650Z,54,,,51.8,32,,58
2017-11-12T05:44:56.649Z,54,,,51.8,30,,58
2017-11-12T05:45:06.650Z,54,,,51.8,29,,59
2017-11-12T05:45:16.649Z,54,,,51.8,,,60
2017-11-12T05:45:31.747Z,54,,,51.8,,,60.1
2017-11-12T05:45:36.645Z,54,,,51.8,,,61.1
2017-11-12T05:45:46.644Z,54,,,51.7,,,62
2017-11-12T05:45:56.650Z,54,,,51.7,,,62.1
2017-11-12T05:46:06.652Z,54,,,51.7,,,62.6
2017-11-12T05:46:16.651Z,54,,,51.7,,,63.1
2017-11-12T05:46:26.651Z,54,,,51.6,,,63.4
2017-11-12T05:46:36.662Z,54,,,51.6,,,63.6
2017-11-12T05:46:46.652Z,54,,,51.6,,,64
2017-11-12T05:46:56.645Z,54,,,51.6,,,64.2
2017-11-12T05:47:06.656Z,54,,,51.6,,,64.5
2017-11-12T05:47:16.647Z,54,,,51.6,30,,64.6
2017-11-12T05:47:26.646Z,54,,,51.6,,,64.8
2017-11-12T05:47:36.645Z,54,,0,51.6,0,2,64.7
2017-11-12T05:47:46.649Z,54,,,51.6,,,61.8
2017-11-12T05:47:56.649Z,54,,,51.6,,,60.9
2017-11-12T05:48:06.655Z,54,,,51.6,,,59.8
2017-11-12T05:48:16.650Z,54,,,51.6,,,58.9
2017-11-12T05:48:26.650Z,54,,,51.6,,,57.9
2017-11-12T05:48:36.652Z,54,,,51.6,,,56.9
2017-11-12T05:48:46.652Z,54,,,51.7,,,56.7
2017-11-12T05:48:56.652Z,54,,,51.7,,,55.9
2017-11-12T05:49:06.653Z,54,,,51.7,,,55.4
2017-11-12T05:49:16.654Z,54,,,51.7,,,54.9
2017-11-12T05:49:31.744Z,54,,,51.8,,,54.4
2017-11-12T05:49:36.652Z,54,,0,51.8,44,2,54
2017-11-12T05:49:46.655Z,54,,,51.8,33,,58
2017-11-12T05:49:56.655Z,54,,,51.8,29,,57.9
2017-11-12T05:50:06.647Z,54,,,51.8,,,59
2017-11-12T05:50:16.650Z,54,,,51.8,,,59.4
2017-11-12T05:50:26.649Z,54,,,51.8,,,60
2017-11-12T05:50:36.650Z,54,,,51.7,,,60.5
2017-11-12T05:50:46.650Z,54,,,51.7,29,,61.1
2017-11-12T05:50:56.650Z,54,,,51.7,,,61.5
2017-11-12T05:51:06.647Z,54,,,51.7,,,62
2017-11-12T05:51:16.653Z,54,,,51.6,,,62.4
2017-11-12T05:51:26.653Z,54,,,51.6,30,,62.7
2017-11-12T05:51:36.647Z,54,,,51.6,29,,63.1
2017-11-12T05:51:46.648Z,54,,,51.6,,,63.3
2017-11-12T05:51:56.665Z,54,,,51.6,30,,63.5
2017-11-12T05:52:06.648Z,54,,,51.6,29,,63.8
2017-11-12T05:52:16.652Z,54,,,51.6,,,64
2017-11-12T05:52:26.648Z,54,,,51.6,,,64.1
2017-11-12T05:52:36.648Z,54,,,51.6,,,64.2
2017-11-12T05:52:46.649Z,54,,,51.6,,,64.5
2017-11-12T05:52:56.651Z,54,,,51.6,,,64.6
2017-11-12T05:53:06.649Z,54,,,51.6,,,64.7
2017-11-12T05:53:16.651Z,54,,,51.6,,,64.8
2017-11-12T05:53:26.649Z,54,,0,51.6,0,2,64.9
2017-11-12T05:53:36.649Z,54,,,51.7,,,61.9
2017-11-12T05:53:51.750Z,54,,,51.7,,,60.9
2017-11-12T05:53:56.659Z,54,,,51.7,,,59.9
2017-11-12T05:54:06.655Z,54,,,51.8,,,58.9
2017-11-12T05:54:16.655Z,54,,,51.8,,,58.4
2017-11-12T05:54:26.651Z,54,,,51.8,,,57.7
2017-11-12T05:54:36.656Z,54,,,51.8,,,56.8
2017-11-12T05:54:46.651Z,54,,,51.9,,,56.3
2017-11-12T05:54:56.652Z,54,,,51.9,,,55.7
2017-11-12T05:55:06.652Z,54,,,51.9,,,55.3
2017-11-12T05:55:16.659Z,54,,0,52,45,2,56
2017-11-12T05:55:26.651Z,54,,,52,39,,58.3
2017-11-12T05:55:36.660Z,54,,,52,29,,59
2017-11-12T05:55:46.655Z,54,,,52,,,60
2017-11-12T05:55:56.651Z,54,,,52,,,60.5
2017-11-12T05:56:06.663Z,54,,,52,29,,61.1
2017-11-12T05:56:16.655Z,54,,,52,,,62
2017-11-12T05:56:26.650Z,54,,,52,30,,62.4
2017-11-12T05:56:36.651Z,54,,,52,29,,63.1
2017-11-12T05:56:46.659Z,54,,,52,,,63.3
2017-11-12T05:56:56.663Z,54,,,52,,,64
2017-11-12T05:57:06.655Z,54,,,52,,,64.1
2017-11-12T05:57:16.654Z,54,,,52,,,64.4
2017-11-12T05:57:26.654Z,54,,,52,,,64.6
2017-11-12T05:57:36.654Z,54,,0,51.9,0,2,65.1
2017-11-12T05:57:46.655Z,54,,,51.9,,,62.9
2017-11-12T05:57:56.654Z,54,,,51.9,,,61.8
2017-11-12T05:58:06.655Z,54,,,51.9,,,60.1
2017-11-12T05:58:16.654Z,54,,,52,,,59.7
2017-11-12T05:58:26.652Z,54,,,52,,,58.8
2017-11-12T05:58:36.655Z,54,,,52,,,57.9
2017-11-12T05:58:46.655Z,54,,,52,,,57.3
2017-11-12T05:58:56.656Z,54,,,52.1,,,56.7
2017-11-12T05:59:06.656Z,54,,,52.1,,,55.9
2017-11-12T05:59:16.655Z,54,,,52.1,,,55.7
2017-11-12T05:59:26.656Z,54,,,52.1,,,55.2
2017-11-12T05:59:36.656Z,54,,,52.1,,,54.9
2017-11-12T05:59:46.652Z,54,,,52.1,,,54.6
2017-11-12T05:59:56.657Z,54,,,52.1,,,54.3
2017-11-12T06:00:06.657Z,54,,,52.1,,,53.9
2017-11-12T06:00:16.657Z,54,,0,52.1,44,2,55.5
2017-11-12T06:00:26.657Z,54,,,52.1,34,,58
2017-11-12T06:00:36.661Z,54,,,52.1,29,,58
2017-11-12T06:00:46.656Z,54,,,52.1,,,59.1
2017-11-12T06:00:56.658Z,54,,,52.1,29,,60
2017-11-12T06:01:06.653Z,54,,,52,,,60.2
2017-11-12T06:01:16.653Z,54,,,52,30,,61.1
2017-11-12T06:01:26.658Z,54,,,52,29,,61.5
2017-11-12T06:01:36.655Z,54,,,51.9,,,62.1
2017-11-12T06:01:46.652Z,54,,,51.9,,,62.6
2017-11-12T06:01:56.655Z,54,,,51.8,,,63.1
2017-11-12T06:02:06.659Z,54,,,51.8,,,63.2
2017-11-12T06:02:16.658Z,54,,,51.8,,,63.5
2017-11-12T06:02:26.658Z,54,,,51.7,,,63.8
2017-11-12T06:02:36.655Z,54,,,51.7,,,64
2017-11-12T06:02:46.661Z,54,,,51.7,30,,64.1
2017-11-12T06:02:56.660Z,54,,,51.6,29,,64.2
2017-11-12T06:03:06.665Z,54,,,51.6,,,64.4
2017-11-12T06:03:16.660Z,54,,,51.6,,,64.5
2017-11-12T06:03:26.661Z,54,,,51.6,,,
2017-11-12T06:03:36.658Z,54,,,51.7,,,64.6
2017-11-12T06:03:46.661Z,54,,,51.7,,,
2017-11-12T06:03:56.660Z,54,,,51.7,,,
2017-11-12T06:04:06.691Z,54,,,51.7,,,
2017-11-12T06:04:16.656Z,54,,,51.8,,,
2017-11-12T06:04:26.661Z,54,,,51.8,,,
2017-11-12T06:04:36.655Z,54,,,51.8,,,
2017-11-12T06:04:46.658Z,54,61,0,51.9,29,2,64.6
2017-11-12T06:04:56.659Z,54,,,51.9,,,64.5
2017-11-12T06:05:06.660Z,54,,,51.9,,,
2017-11-12T06:05:16.660Z,54,,,52,,,
2017-11-12T06:05:31.750Z,54,,,52,,,
2017-11-12T06:05:36.661Z,54,,,52.1,30,,
2017-11-12T06:05:46.662Z,54,,,52.1,29,,
2017-11-12T06:05:56.660Z,54,,,52.1,30,,64.4
2017-11-12T06:06:06.677Z,54,,,52.2,29,,
2017-11-12T06:06:16.658Z,54,,,52.2,,,
2017-11-12T06:06:26.658Z,54,,,52.2,,,
2017-11-12T06:06:36.660Z,54,,,52.2,,,
2017-11-12T06:06:46.658Z,54,,,52.3,,,64.5
2017-11-12T06:06:56.662Z,54,,,52.3,,,
2017-11-12T06:07:06.657Z,54,,,52.3,,,
2017-11-12T06:07:16.658Z,54,,,52.3,,,
2017-11-12T06:07:26.657Z,54,,,52.4,,,64.6
2017-11-12T06:07:36.659Z,54,,,52.4,,,
2017-11-12T06:07:46.660Z,54,,,52.4,,,64.7
2017-11-12T06:07:56.660Z,54,,,52.5,30,,64.8
2017-11-12T06:08:06.662Z,54,,,52.5,29,,
2017-11-12T06:08:16.662Z,54,,0,52.6,0,2,64.8
2017-11-12T06:08:26.665Z,54,,,52.6,,,61.9
2017-11-12T06:08:36.663Z,54,,,52.6,,,60.9
2017-11-12T06:08:46.663Z,54,,,52.7,,,59.9
2017-11-12T06:08:56.661Z,54,,,52.7,,,58.9
2017-11-12T06:09:06.662Z,54,,,52.9,,,58.4
2017-11-12T06:09:16.662Z,54,,,52.9,,,57.7
2017-11-12T06:09:26.658Z,54,,,52.9,,,56.9
2017-11-12T06:09:36.662Z,54,,,53,,,56.5
2017-11-12T06:09:46.664Z,54,,,53,,,55.9
2017-11-12T06:09:56.666Z,54,,,53,,,55.6
2017-11-12T06:10:06.667Z,54,,,53,,,55.3
2017-11-12T06:10:16.659Z,54,,,53,,,54.9
2017-11-12T06:10:26.658Z,54,,0,53,40,2,58.1
2017-11-12T06:10:36.663Z,54,,,53,33,,59.1
2017-11-12T06:10:46.659Z,54,,,53,29,,
2017-11-12T06:10:56.659Z,54,,,53,,,60.5
2017-11-12T06:11:06.659Z,54,,,52.9,,,61.2
2017-11-12T06:11:16.670Z,54,,,52.9,,,62
2017-11-12T06:11:26.660Z,54,,,52.7,,,62.6
2017-11-12T06:11:36.661Z,54,,,52.7,,,63.1
2017-11-12T06:11:46.666Z,54,,,52.7,,,63.5
2017-11-12T06:11:56.663Z,54,,,52.7,,,64
2017-11-12T06:12:06.661Z,54,,,52.6,,,64.2
2017-11-12T06:12:16.660Z,54,,,52.6,,,64.6
2017-11-12T06:12:26.662Z,54,,,52.6,,,64.8
2017-11-12T06:12:36.671Z,54,,0,52.7,0,2,63.6
2017-11-12T06:12:46.662Z,54,,,52.7,,,61.9
2017-11-12T06:12:56.666Z,54,,,52.9,,,60.9
2017-11-12T06:13:06.670Z,54,,,52.9,,,59.8
2017-11-12T06:13:16.662Z,54,,,53,,,58.9
2017-11-12T06:13:26.662Z,54,,,53,,,58.4
2017-11-12T06:13:36.664Z,54,,,53,,,57.7
2017-11-12T06:13:46.662Z,54,,,53,,,56.9
2017-11-12T06:13:56.663Z,54,,,53,,,56.5
2017-11-12T06:14:06.663Z,54,,,53.1,,,55.9
2017-11-12T06:14:16.673Z,54,,,53.1,,,55.5
2017-11-12T06:14:26.663Z,54,,,53.1,,,54.9
2017-11-12T06:14:36.664Z,54,,,53,,,54.8
2017-11-12T06:14:46.662Z,54,,,53.1,,,54.5
2017-11-12T06:14:56.664Z,54,,,53.1,,,54.1
2017-11-12T06:15:06.661Z,54,,,53,,,53.9
2017-11-12T06:15:16.664Z,54,,,53,,,53.6
2017-11-12T06:15:26.665Z,54,,0,53,38,2,57.1
2017-11-12T06:15:36.675Z,54,,,52.9,32,,58
2017-11-12T06:15:46.665Z,54,,,52.9,29,,58.1
2017-11-12T06:15:56.664Z,54,,,52.7,30,,59.1
2017-11-12T06:16:06.671Z,54,,,52.7,29,,60
2017-11-12T06:16:16.665Z,54,,,52.6,,,61.1
2017-11-12T06:16:26.664Z,54,,,52.5,,,61.3
2017-11-12T06:16:36.665Z,54,,,52.5,,,62
2017-11-12T06:16:46.666Z,54,,,52.5,,,62.2
2017-11-12T06:16:56.671Z,54,,,52.4,,,62.7
2017-11-12T06:17:06.677Z,54,,,52.3,,,63.1
2017-11-12T06:17:16.668Z,54,,,52.3,,,63.4
2017-11-12T06:17:26.666Z,54,,,52.2,,,63.6
2017-11-12T06:17:36.677Z,54,,,52.2,,,64
2017-11-12T06:17:46.670Z,54,,,52.2,,,
2017-11-12T06:17:56.667Z,54,,,52.1,,,64.2
2017-11-12T06:18:06.670Z,54,,,52.1,,,64.5
2017-11-12T06:18:16.673Z,54,,,52.1,,,64.6
2017-11-12T06:18:26.665Z,54,,,52.1,,,64.7
2017-11-12T06:18:36.664Z,54,,,52.1,,,64.8
2017-11-12T06:18:46.666Z,54,,,52.1,,,
2017-11-12T06:18:56.667Z,54,,0,52.1,0,2,64.8
2017-11-12T06:19:06.667Z,54,,,52.1,,,61.8
2017-11-12T06:19:16.667Z,54,,,52.1,,,60.9
2017-11-12T06:19:26.668Z,54,,,52.1,,,59.8
2017-11-12T06:19:36.669Z,54,,,52.2,,,58.9
2017-11-12T06:19:46.669Z,54,,,52.2,,,57.9
2017-11-12T06:19:56.670Z,54,,,52.2,,,57.4
2017-11-12T06:20:06.667Z,54,,,52.2,,,56.7
2017-11-12T06:20:16.670Z,54,,,52.2,,,55.9
2017-11-12T06:20:26.669Z,54,,,52.2,,,55.6
2017-11-12T06:20:36.668Z,54,,,52.3,,,54.9
2017-11-12T06:20:46.673Z,54,,0,52.2,39,2,58.1
2017-11-12T06:20:56.670Z,54,,,52.3,34,,58.8
2017-11-12T06:21:06.664Z,54,,,52.3,29,,59.1
2017-11-12T06:21:16.666Z,54,,,52.3,,,60
2017-11-12T06:21:26.666Z,54,,,52.3,,,60.6
2017-11-12T06:21:36.668Z,54,,,52.2,,,61.3
2017-11-12T06:21:46.667Z,54,,,52.2,,,62
2017-11-12T06:21:56.666Z,54,,,52.2,30,,62.5
2017-11-12T06:22:06.686Z,54,,,52.2,29,,63.1
2017-11-12T06:22:16.670Z,54,,,52.2,30,,63.4
2017-11-12T06:22:26.666Z,54,,,52.2,29,,63.8
2017-11-12T06:22:36.671Z,54,,,52.2,,,64.1
2017-11-12T06:22:46.671Z,54,,,52.1,30,,64.4
2017-11-12T06:22:56.820Z,54,,,52.1,29,,64.6
2017-11-12T06:23:06.673Z,54,,,52.1,,,65.1
2017-11-12T06:23:16.672Z,54,,0,52.1,0,2,62.8
2017-11-12T06:23:26.672Z,54,,,52.1,,,61.8
2017-11-12T06:23:36.674Z,54,,,52.1,,,60.9
2017-11-12T06:23:46.669Z,54,,,52.1,,,59.8
2017-11-12T06:23:56.666Z,54,,,52.2,,,58.8
2017-11-12T06:24:06.670Z,54,,,52.1,,,57.9
2017-11-12T06:24:16.674Z,54,,,52.2,,,57.4
2017-11-12T06:24:26.674Z,54,,,52.2,,,56.9
2017-11-12T06:24:36.674Z,54,,,52.2,,,56.3
2017-11-12T06:24:46.668Z,54,,,52.2,,,55.9
2017-11-12T06:24:56.671Z,54,,,52.2,,,55.4
2017-11-12T06:25:06.672Z,54,,,52.2,,,54.9
2017-11-12T06:25:16.671Z,54,,,52.2,,,54.7
2017-11-12T06:25:26.673Z,54,,,52.2,,,54.4
2017-11-12T06:25:36.674Z,54,,,52.2,,,53.9
2017-11-12T06:25:46.676Z,54,,0,52.2,40,2,57.2
2017-11-12T06:25:56.672Z,54,,,52.2,34,,58.1
2017-11-12T06:26:06.675Z,54,,,52.2,29,,58.2
2017-11-12T06:26:16.675Z,54,,,52.1,,,59.4
2017-11-12T06:26:26.676Z,54,,,52.1,,,60.2
2017-11-12T06:26:36.670Z,54,,,52.1,29,,61.1
2017-11-12T06:26:46.673Z,54,,,52.1,,,62
2017-11-12T06:26:56.672Z,54,,,52.1,,,62.2
2017-11-12T06:27:06.674Z,54,,,52,,,63.1
2017-11-12T06:27:16.670Z,54,,,52,,,63.2
2017-11-12T06:27:26.669Z,54,,,52,,,63.6
2017-11-12T06:27:36.673Z,54,,,51.9,,,64
2017-11-12T06:27:46.668Z,54,,,51.9,,,64.2
2017-11-12T06:27:56.670Z,54,,,51.9,,,64.6
2017-11-12T06:28:06.675Z,54,,,51.9,,,64.8
2017-11-12T06:28:16.669Z,54,,0,51.8,0,2,62.9
2017-11-12T06:28:26.669Z,54,,,51.8,,,61.9
2017-11-12T06:28:36.677Z,54,,,51.8,,,60.9
2017-11-12T06:28:46.679Z,54,,,51.8,,,59.9
2017-11-12T06:28:56.670Z,54,,,51.8,,,58.9
2017-11-12T06:29:06.679Z,54,,,51.8,,,57.9
2017-11-12T06:29:16.670Z,54,,,51.8,,,57.4
2017-11-12T06:29:26.671Z,54,,,51.8,,,56.8
2017-11-12T06:29:36.677Z,54,,,51.8,,,56.3
2017-11-12T06:29:46.683Z,54,,,51.9,,,55.7
2017-11-12T06:29:56.673Z,54,,,51.9,,,55.3
2017-11-12T06:30:06.671Z,54,,,51.9,,,54.9
2017-11-12T06:30:16.673Z,54,,,51.9,,,54.6
2017-11-12T06:30:26.671Z,54,,,52,,,54.3
2017-11-12T06:30:36.673Z,54,,,51.9,,,53.8
2017-11-12T06:30:46.676Z,54,,0,51.9,42,2,56.3
2017-11-12T06:30:56.672Z,54,,,51.9,33,,58
2017-11-12T06:31:06.675Z,54,,,51.9,30,,
2017-11-12T06:31:16.676Z,54,,,51.9,29,,59.3
2017-11-12T06:31:26.672Z,54,,,51.9,,,60.1
2017-11-12T06:31:36.672Z,54,,,51.8,,,61.1
2017-11-12T06:31:46.673Z,54,,,51.8,,,61.5
2017-11-12T06:31:56.671Z,54,,,51.8,,,62
2017-11-12T06:32:06.670Z,54,,,51.7,,,62.6
2017-11-12T06:32:16.674Z,54,,,51.7,,,63.1
2017-11-12T06:32:26.672Z,54,,,51.7,,,63.5
2017-11-12T06:32:36.672Z,54,,,51.7,,,64
2017-11-12T06:32:46.672Z,54,,,51.7,,,64.1
2017-11-12T06:32:56.674Z,54,,,51.6,,,64.5
2017-11-12T06:33:06.678Z,54,,,51.6,,,64.7
2017-11-12T06:33:16.676Z,54,,0,51.6,0,2,64.9
2017-11-12T06:33:26.675Z,54,,,51.6,,,62.8
2017-11-12T06:33:36.675Z,54,,,51.6,,,61.5
2017-11-12T06:33:46.819Z,54,,,51.6,,,59.9
2017-11-12T06:33:56.675Z,54,,,51.6,,,58.9
2017-11-12T06:34:06.682Z,54,,,51.6,,,58.5
2017-11-12T06:34:16.675Z,54,,,51.6,,,57.8
2017-11-12T06:34:26.676Z,54,,,51.6,,,56.9
2017-11-12T06:34:36.676Z,54,,,51.6,,,56.5
2017-11-12T06:34:46.676Z,54,,,51.7,,,55.9
2017-11-12T06:34:56.675Z,54,,,51.7,,,55.4
2017-11-12T06:35:06.676Z,54,,,51.7,,,54.9
2017-11-12T06:35:16.674Z,54,,,51.7,,,54.7
2017-11-12T06:35:26.674Z,54,,,51.7,,,54.4
2017-11-12T06:35:36.675Z,54,,,51.7,,,53.8
2017-11-12T06:35:46.677Z,54,,0,51.7,42,2,56.4
2017-11-12T06:35:56.679Z,54,,,51.7,33,,58.1
2017-11-12T06:36:06.678Z,54,,,51.7,29,,
2017-11-12T06:36:16.675Z,54,,,51.7,,,59.3
2017-11-12T06:36:26.674Z,54,,,51.7,,,60
2017-11-12T06:36:36.677Z,54,,,51.7,,,61.1
2017-11-12T06:36:46.679Z,54,,,51.6,,,61.5
2017-11-12T06:36:56.677Z,54,,,51.6,,,62.1
2017-11-12T06:37:06.679Z,54,,,51.6,,,62.6
2017-11-12T06:37:16.679Z,54,,,51.5,,,63.1
2017-11-12T06:37:26.679Z,54,,,51.5,,,63.5
2017-11-12T06:37:36.677Z,54,,,51.5,,,64
2017-11-12T06:37:46.674Z,54,,,51.5,,,64.1
2017-11-12T06:37:56.675Z,54,,,51.5,,,64.5
2017-11-12T06:38:06.679Z,54,,,51.5,30,,64.7
2017-11-12T06:38:16.681Z,54,,0,51.5,0,2,64.8
2017-11-12T06:38:26.678Z,54,,,51.4,,,61.9
2017-11-12T06:38:36.678Z,54,,,51.4,,,61.4
2017-11-12T06:38:46.678Z,54,,,51.4,,,59.8
2017-11-12T06:38:56.680Z,54,,,51.5,,,58.9
2017-11-12T06:39:06.680Z,54,,,51.5,,,58.5
2017-11-12T06:39:16.681Z,54,,,51.5,,,57.8
2017-11-12T06:39:26.681Z,54,,,51.5,,,56.9
2017-11-12T06:39:36.681Z,54,,,51.5,,,56.5
2017-11-12T06:39:46.680Z,54,,,51.6,,,55.9
2017-11-12T06:39:56.691Z,54,,,51.6,,,55.4
2017-11-12T06:40:06.684Z,54,,,51.6,,,54.9
2017-11-12T06:40:16.678Z,54,,,51.6,,,54.7
2017-11-12T06:40:26.675Z,54,,,51.6,,,54.4
2017-11-12T06:40:36.681Z,54,,,51.7,,,53.8
2017-11-12T06:40:46.759Z,54,,0,51.6,42,2,56.4
2017-11-12T06:40:56.679Z,54,,,51.6,32,,58.1
2017-11-12T06:41:06.680Z,54,,,51.6,29,,
2017-11-12T06:41:16.683Z,54,,,51.6,,,59.3
2017-11-12T06:41:26.677Z,54,,,51.6,,,60
2017-11-12T06:41:36.681Z,54,,,51.6,,,61.1
2017-11-12T06:41:46.677Z,54,,,51.5,,,61.5
