Time,HwTSet,PrimTSet,HwActive,ChActive,ActPow,HwTOutlet,PrimT
2017-12-30T10:43:13.385Z,54,,,,,28.6,
2017-12-30T10:43:23.384Z,54,,,,,28.6,
2017-12-30T10:43:33.386Z,54,,,,,28.6,
2017-12-30T10:43:43.387Z,54,,,,,28.5,
2017-12-30T10:43:53.387Z,54,,,,,28.5,
2017-12-30T10:44:03.388Z,54,,,,,28.5,
2017-12-30T10:44:13.384Z,54,,,,,28.4,
2017-12-30T10:44:23.455Z,54,,,,,28.4,
2017-12-30T10:44:33.385Z,54,,,,,28.4,34.1
2017-12-30T10:44:43.391Z,54,,,,,28.3,
2017-12-30T10:44:53.393Z,54,,,,,28.3,
2017-12-30T10:45:03.388Z,54,,,,,28.3,
2017-12-30T10:45:13.386Z,54,,,,,28.1,
2017-12-30T10:45:23.385Z,54,,,,,28.1,
2017-12-30T10:45:33.385Z,54,,,,,28.1,
2017-12-30T10:45:43.386Z,54,,,,,28,
2017-12-30T10:45:53.386Z,54,,,,,28,
2017-12-30T10:46:03.388Z,54,,,,,28,34
2017-12-30T10:46:13.389Z,54,,,,,27.9,
2017-12-30T10:46:23.390Z,54,,,,,27.9,
2017-12-30T10:46:33.390Z,54,,,,,27.8,
2017-12-30T10:46:43.386Z,54,,,,,27.8,
2017-12-30T10:46:53.385Z,54,,,,,27.8,
2017-12-30T10:47:03.393Z,54,,,,,27.8,
2017-12-30T10:47:13.385Z,54,,,,,27.7,
2017-12-30T10:47:23.394Z,54,,,,,27.7,
2017-12-30T10:47:33.394Z,54,,,,,27.7,
2017-12-30T10:47:43.386Z,54,,,,,27.5,
2017-12-30T10:47:53.396Z,54,,,,,27.5,34
2017-12-30T10:48:03.392Z,54,,,,,27.5,33.9
2017-12-30T10:48:13.386Z,54,,,,,27.5,
2017-12-30T10:48:23.394Z,54,,,,,27.4,
2017-12-30T10:48:33.388Z,54,,,,,27.4,
2017-12-30T10:48:43.387Z,54,,,,,27.4,
2017-12-30T10:48:53.390Z,54,,,,,27.3,
2017-12-30T10:49:03.387Z,54,,,,,27.3,
2017-12-30T10:49:13.391Z,54,,,,,27.3,
2017-12-30T10:49:23.388Z,54,,,,,27.3,
2017-12-30T10:49:33.389Z,54,,,,,27.2,
2017-12-30T10:49:43.391Z,54,,0,2,45,27.2,34
2017-12-30T10:49:53.394Z,54,,,,33,27.2,39.1
2017-12-30T10:50:03.388Z,54,,,,29,27.1,37.6
2017-12-30T10:50:13.389Z,54,,,,,27.1,37.1
2017-12-30T10:50:23.389Z,54,,,,,27.1,37.7
2017-12-30T10:50:33.387Z,54,,,,,27.1,37.6
2017-12-30T10:50:43.388Z,54,,,,30,27.1,
2017-12-30T10:50:53.389Z,54,,,,29,27.2,37.5
2017-12-30T10:51:03.394Z,54,,,,,27.3,37.4
2017-12-30T10:51:13.390Z,54,,,,,27.4,37.3
2017-12-30T10:51:23.390Z,54,,,,,27.5,37.4
2017-12-30T10:51:33.390Z,54,,,,,27.7,
2017-12-30T10:51:43.390Z,54,,,,,27.9,37.5
2017-12-30T10:51:53.390Z,54,,,,,28,
2017-12-30T10:52:03.391Z,54,,,,,28.1,37.6
2017-12-30T10:52:13.391Z,54,,,,,28.3,37.7
2017-12-30T10:52:23.391Z,54,,,,,28.4,
2017-12-30T10:52:33.391Z,54,,,,,28.4,
2017-12-30T10:52:43.396Z,54,,,,,28.5,
2017-12-30T10:52:53.392Z,54,,,,,28.5,37.8
2017-12-30T10:53:03.396Z,54,,,,,28.6,37.9
2017-12-30T10:53:13.391Z,54,,,,,28.6,38
2017-12-30T10:53:23.391Z,54,,,,,28.6,38.1
2017-12-30T10:53:33.392Z,54,,,,,28.7,
2017-12-30T10:53:43.393Z,54,,,,,28.7,38.2
2017-12-30T10:53:53.393Z,54,,,,,28.7,38.4
2017-12-30T10:54:03.391Z,54,,,,,28.9,38.6
2017-12-30T10:54:13.390Z,54,,,,,28.9,38.7
2017-12-30T10:54:23.392Z,54,,,,30,29,38.8
2017-12-30T10:54:33.389Z,54,,,,29,29,39.1
2017-12-30T10:54:43.392Z,54,,,,,29.1,39.2
2017-12-30T10:54:53.391Z,54,,,,,29.1,39.3
2017-12-30T10:55:03.392Z,54,,,,30,29.2,39.5
2017-12-30T10:55:13.403Z,54,,,,29,29.3,39.6
2017-12-30T10:55:23.393Z,54,,,,,29.3,39.7
2017-12-30T10:55:33.394Z,54,,,,,29.5,39.9
2017-12-30T10:55:43.394Z,54,,,,30,29.5,40
2017-12-30T10:55:53.395Z,54,,,,,29.6,40.2
2017-12-30T10:56:03.395Z,54,,,,29,29.7,40.3
2017-12-30T10:56:13.399Z,54,,,,,29.7,40.4
2017-12-30T10:56:23.395Z,54,,,,,29.8,40.5
2017-12-30T10:56:33.405Z,54,,,,,30,40.7
2017-12-30T10:56:43.395Z,54,,,,,30,40.8
2017-12-30T10:56:53.391Z,54,,,,,30.1,41
2017-12-30T10:57:03.392Z,54,,,,,30.2,41.1
2017-12-30T10:57:13.392Z,54,,,,,30.3,41.2
2017-12-30T10:57:23.395Z,54,,,,,30.4,41.4
2017-12-30T10:57:33.406Z,54,,,,,30.6,41.5
2017-12-30T10:57:43.394Z,54,,,,,30.6,41.6
2017-12-30T10:57:53.395Z,54,,,,,30.7,41.7
2017-12-30T10:58:03.397Z,54,,,,,30.8,41.9
2017-12-30T10:58:13.393Z,54,,0,2,0,30.9,41.9
2017-12-30T10:58:23.397Z,54,,,,,31,39.9
2017-12-30T10:58:33.412Z,54,,,,,31.2,38.7
2017-12-30T10:58:43.407Z,54,,,,,31.2,37.9
2017-12-30T10:58:53.398Z,54,,,,,31.3,37.4
2017-12-30T10:59:03.399Z,54,,,,,31.4,36.7
2017-12-30T10:59:13.396Z,54,,,,,31.5,36.3
2017-12-30T10:59:23.396Z,54,,,,,31.8,35.9
2017-12-30T10:59:33.393Z,54,,,,,31.8,35.5
2017-12-30T10:59:43.393Z,54,,,,,31.8,35.2
2017-12-30T10:59:53.393Z,54,,,,,31.8,34.8
2017-12-30T11:00:03.398Z,54,,,,,31.9,34.6
2017-12-30T11:00:13.395Z,54,,,,,31.9,34.3
2017-12-30T11:00:23.395Z,54,,,,,31.9,34.2
2017-12-30T11:00:33.396Z,54,,,,,31.8,33.9
2017-12-30T11:00:43.399Z,54,,,,,31.8,33.8
2017-12-30T11:00:53.398Z,54,,,,,31.8,33.7
2017-12-30T11:01:03.401Z,54,,,,,31.6,33.5
2017-12-30T11:01:13.396Z,54,,,,,31.6,33.4
2017-12-30T11:01:23.396Z,54,,,,,31.6,
2017-12-30T11:01:33.402Z,54,,,,,31.6,
2017-12-30T11:01:43.400Z,54,,,,,31.5,
2017-12-30T11:01:53.401Z,54,,,,,31.5,
2017-12-30T11:02:03.401Z,54,,,,,31.5,
2017-12-30T11:02:13.401Z,54,,,,,31.5,
2017-12-30T11:02:23.402Z,54,,,,,31.5,
2017-12-30T11:02:33.401Z,54,,,,,31.5,
2017-12-30T11:02:43.394Z,54,,,,,31.5,
2017-12-30T11:02:53.396Z,54,,,,,31.5,
2017-12-30T11:03:03.399Z,54,,,,,31.5,
2017-12-30T11:03:13.402Z,54,,,,,31.5,
2017-12-30T11:03:23.398Z,54,,,,,31.5,
2017-12-30T11:03:33.398Z,54,,,,,31.4,
2017-12-30T11:03:43.401Z,54,,,,,31.4,
2017-12-30T11:03:53.402Z,54,,,,,31.4,
2017-12-30T11:04:03.400Z,54,,,,,31.4,
2017-12-30T11:04:13.401Z,54,,,,,31.4,
2017-12-30T11:04:23.400Z,54,,,,,31.3,
2017-12-30T11:04:33.412Z,54,,,,,31.3,33.5
2017-12-30T11:04:43.395Z,54,,,,,31.3,
2017-12-30T11:04:53.399Z,54,,,,,31.3,
2017-12-30T11:05:03.397Z,54,,,,,31.2,
2017-12-30T11:05:13.404Z,54,,,,,31.2,33.6
2017-12-30T11:05:23.400Z,54,,,,,31.2,
2017-12-30T11:05:33.396Z,54,,,,,31,
2017-12-30T11:05:43.397Z,54,,,,,31,33.7
2017-12-30T11:05:53.405Z,54,,,,,31,
2017-12-30T11:06:03.401Z,54,,,,,30.9,
2017-12-30T11:06:13.410Z,54,,,,,30.9,33.8
2017-12-30T11:06:23.400Z,54,,,,,30.9,
2017-12-30T11:06:33.401Z,54,,,,,30.8,
2017-12-30T11:06:43.401Z,54,,,,,30.8,
2017-12-30T11:06:53.402Z,54,,,,,30.7,33.9
2017-12-30T11:07:03.409Z,54,,,,,30.7,33.8
2017-12-30T11:07:13.403Z,54,,,,,30.6,33.9
2017-12-30T11:07:23.404Z,54,,,,,30.6,
2017-12-30T11:07:33.399Z,54,,,,,30.6,
2017-12-30T11:07:43.405Z,54,,,,,30.4,
2017-12-30T11:07:53.401Z,54,,,,,30.4,
2017-12-30T11:08:03.398Z,54,,,,,30.3,
2017-12-30T11:08:13.412Z,54,,,,,30.3,
2017-12-30T11:08:23.400Z,54,,,,,30.2,
2017-12-30T11:08:33.402Z,54,,,,,30.2,33.9
2017-12-30T11:08:43.408Z,54,,,,,30.1,
2017-12-30T11:08:53.408Z,54,,,,,30.1,33.9
2017-12-30T11:09:03.401Z,54,,,,,30.1,33.9
2017-12-30T11:09:13.404Z,54,,,,,30,
2017-12-30T11:09:23.400Z,54,,,,,30,
2017-12-30T11:09:33.399Z,54,,,,,29.8,
2017-12-30T11:09:43.399Z,54,,,,,29.8,
2017-12-30T11:09:53.404Z,54,,,,,29.7,
2017-12-30T11:10:03.404Z,54,,,,,29.7,
2017-12-30T11:10:13.405Z,54,,,,,29.6,
2017-12-30T11:10:23.404Z,54,,,,,29.6,
2017-12-30T11:10:33.403Z,54,,,,,29.6,
2017-12-30T11:10:43.400Z,54,,,,,29.5,
2017-12-30T11:10:53.438Z,54,,,,,29.5,
2017-12-30T11:11:03.404Z,54,,,,,29.3,
2017-12-30T11:11:13.406Z,54,,,,,29.3,33.8
2017-12-30T11:11:23.412Z,54,,,,,29.2,
2017-12-30T11:11:33.403Z,54,,0,2,37,29.2,38.1
2017-12-30T11:11:43.403Z,54,,,,29,29.1,38.8
2017-12-30T11:11:53.404Z,54,,,,29,29.1,37.4
2017-12-30T11:12:03.401Z,54,,,,,29.1,38.4
2017-12-30T11:12:13.402Z,54,,,,,29,38.6
2017-12-30T11:12:23.436Z,54,,,,,29,38.7
2017-12-30T11:12:33.404Z,54,,,,,29.1,38.8
2017-12-30T11:12:43.405Z,54,,,,30,29,
2017-12-30T11:12:53.405Z,54,,,,29,29,39.1
2017-12-30T11:13:03.412Z,54,,,,,29.1,39.2
2017-12-30T11:13:13.407Z,54,,,,,29.1,
2017-12-30T11:13:23.440Z,54,,,,,29.2,39.4
2017-12-30T11:13:33.412Z,54,,,,,29.2,39.5
2017-12-30T11:13:43.412Z,54,,,,,29.2,
2017-12-30T11:13:53.402Z,54,,,,,29.3,39.6
2017-12-30T11:14:03.415Z,54,,,,,29.3,39.5
2017-12-30T11:14:13.407Z,54,,,,,29.5,
2017-12-30T11:14:23.402Z,54,,,,,29.5,
2017-12-30T11:14:33.403Z,54,,,,,29.5,39.6
2017-12-30T11:14:43.403Z,54,,,,,29.6,39.7
2017-12-30T11:14:53.405Z,54,,,,,29.6,39.8
2017-12-30T11:15:03.407Z,54,,,,,29.7,39.9
2017-12-30T11:15:13.404Z,54,,,,,29.7,40
2017-12-30T11:15:23.405Z,54,,,,,29.7,40.2
2017-12-30T11:15:33.406Z,54,,,,,29.8,40.3
2017-12-30T11:15:43.405Z,54,,,,30,29.8,40.4
2017-12-30T11:15:53.406Z,54,,,,29,29.8,40.5
2017-12-30T11:16:03.409Z,54,,,,,30,40.7
2017-12-30T11:16:13.406Z,54,,,,,30,40.8
2017-12-30T11:16:23.406Z,54,,,,,30.1,
2017-12-30T11:16:33.407Z,54,,0,2,0,30.1,39.7
2017-12-30T11:16:43.407Z,54,,,,,30.2,37.9
2017-12-30T11:16:53.407Z,54,,,,,30.4,37.3
2017-12-30T11:17:03.411Z,54,,,,,30.7,36.5
2017-12-30T11:17:13.406Z,54,,,,,30.8,35.9
2017-12-30T11:17:23.408Z,54,,,,,30.9,35.4
2017-12-30T11:17:33.404Z,54,,,,,30.9,34.9
2017-12-30T11:17:43.410Z,54,,,,,31,34.5
2017-12-30T11:17:53.407Z,54,,,,,31,34.2
2017-12-30T11:18:03.411Z,54,,,,,31.2,33.9
2017-12-30T11:18:13.404Z,54,,,,,31.2,33.7
2017-12-30T11:18:23.407Z,54,,,,,31.2,33.4
2017-12-30T11:18:33.408Z,54,,,,,31.2,33.3
2017-12-30T11:18:43.404Z,54,,,,,31.2,33.1
2017-12-30T11:18:53.410Z,54,,,,,31.2,32.9
2017-12-30T11:19:03.434Z,54,,,,,31.2,32.7
2017-12-30T11:19:13.410Z,54,,,,,31.3,32.6
2017-12-30T11:19:23.406Z,54,,,,,31.3,32.5
2017-12-30T11:19:33.408Z,54,,,,,31.3,32.4
2017-12-30T11:19:43.410Z,54,,,,,31.3,
2017-12-30T11:19:53.409Z,54,,,,,31.3,
2017-12-30T11:20:03.409Z,54,,,,,31.2,
2017-12-30T11:20:13.406Z,54,,,,,31.2,
2017-12-30T11:20:23.410Z,54,,,,,31.2,
2017-12-30T11:20:33.405Z,54,,,,,31.2,
2017-12-30T11:20:43.408Z,54,,,,,31.2,
2017-12-30T11:20:53.409Z,54,,,,,31.2,
2017-12-30T11:21:03.411Z,54,,,,,31.2,
2017-12-30T11:21:13.410Z,54,,,,,31.2,
2017-12-30T11:21:23.410Z,54,,,,,31.2,
2017-12-30T11:21:33.409Z,54,,,,,31.2,
2017-12-30T11:21:43.406Z,54,,,,,31.2,
2017-12-30T11:21:53.412Z,54,,,,,31.2,
2017-12-30T11:22:03.523Z,54,,,,,31,
2017-12-30T11:22:13.409Z,54,,,,,31,
2017-12-30T11:22:23.413Z,54,,,,,31,
2017-12-30T11:22:33.408Z,54,,,,,31,
2017-12-30T11:22:43.409Z,54,,,,,30.9,32.5
2017-12-30T11:22:53.406Z,54,,,,,30.9,
2017-12-30T11:23:03.421Z,54,,,,,30.9,
2017-12-30T11:23:13.408Z,54,,,,,30.9,
2017-12-30T11:23:23.409Z,54,,,,,30.8,32.6
2017-12-30T11:23:33.410Z,54,,,,,30.8,
2017-12-30T11:23:43.409Z,54,61,0,2,0,30.8,32.6
2017-12-30T11:23:53.411Z,54,,,,,30.8,32.7
2017-12-30T11:24:03.413Z,54,,,,,30.8,
2017-12-30T11:24:13.412Z,54,,,,,30.7,
2017-12-30T11:24:23.410Z,54,,,,,30.8,
2017-12-30T11:24:33.414Z,54,,,,,30.7,32.8
2017-12-30T11:24:43.411Z,54,,,,,30.7,
2017-12-30T11:24:53.408Z,54,,,,,30.7,
2017-12-30T11:25:03.415Z,54,,,,,30.6,
2017-12-30T11:25:13.415Z,54,,,,,30.6,
2017-12-30T11:25:23.412Z,54,,,,,30.6,32.9
2017-12-30T11:25:33.412Z,54,,,,,30.6,
2017-12-30T11:25:43.416Z,54,,,,,30.4,
2017-12-30T11:25:53.411Z,54,,,,,30.4,
2017-12-30T11:26:03.409Z,54,,,,,30.4,
2017-12-30T11:26:13.410Z,54,,,,,30.3,
2017-12-30T11:26:23.411Z,54,,,,,30.3,
2017-12-30T11:26:33.412Z,54,,,,,30.2,
2017-12-30T11:26:43.412Z,54,,,,,30.2,
2017-12-30T11:26:53.413Z,54,,,,,30.2,
2017-12-30T11:27:03.414Z,54,,,,,30.1,
2017-12-30T11:27:13.415Z,54,,,,,30.1,33.1
2017-12-30T11:27:23.413Z,54,,,,,30.1,32.9
2017-12-30T11:27:33.416Z,54,,,,,30,
2017-12-30T11:27:43.413Z,54,,,,,30,
2017-12-30T11:27:53.413Z,54,,,,,29.8,
2017-12-30T11:28:03.418Z,54,,,,,29.8,
2017-12-30T11:28:13.413Z,54,,,,,29.7,
2017-12-30T11:28:23.416Z,54,,,,,29.7,
2017-12-30T11:28:33.419Z,54,,,,,29.7,
2017-12-30T11:28:43.411Z,54,,,,,29.6,
2017-12-30T11:28:53.422Z,54,,,,,29.6,
2017-12-30T11:29:03.414Z,54,,,,,29.5,
2017-12-30T11:29:13.412Z,54,,,,,29.5,
2017-12-30T11:29:24.086Z,54,,,,,29.5,
2017-12-30T11:29:33.413Z,54,,,,,29.3,
2017-12-30T11:29:43.410Z,54,,,,,29.3,
2017-12-30T11:29:53.411Z,54,,,,,29.2,32.8
2017-12-30T11:30:03.416Z,54,,,,,29.2,
2017-12-30T11:30:13.413Z,54,,,,,29.2,
2017-12-30T11:30:23.418Z,54,,,,,29.1,
2017-12-30T11:30:33.411Z,54,,,,,29.1,
2017-12-30T11:30:43.411Z,54,,,,,29.1,
2017-12-30T11:30:53.412Z,54,,,,,29,
2017-12-30T11:31:03.445Z,54,,,,,29,
2017-12-30T11:31:13.412Z,54,,,,,29,
2017-12-30T11:31:23.413Z,54,,,,,28.9,
2017-12-30T11:31:33.422Z,54,,,,,28.9,
2017-12-30T11:31:43.413Z,54,,,,,28.9,32.7
2017-12-30T11:31:53.413Z,54,,,,,28.7,
2017-12-30T11:32:03.419Z,54,,,,,28.7,
2017-12-30T11:32:13.415Z,54,,,,,28.6,
2017-12-30T11:32:23.416Z,54,,,,,28.6,
2017-12-30T11:32:33.416Z,54,,,,,28.6,
2017-12-30T11:32:43.414Z,54,,,,,28.5,
2017-12-30T11:32:53.414Z,54,,,,,28.5,
2017-12-30T11:33:03.432Z,54,,,,,28.4,
2017-12-30T11:33:13.414Z,54,,,,,28.4,32.6
2017-12-30T11:33:23.414Z,54,,,,,28.4,
2017-12-30T11:33:33.414Z,54,,,,,28.3,
2017-12-30T11:33:43.415Z,54,,,,,28.3,
2017-12-30T11:33:53.413Z,54,,,,,28.3,
2017-12-30T11:34:03.417Z,54,,,,,28.1,
2017-12-30T11:34:13.415Z,54,,,,,28.1,
2017-12-30T11:34:23.413Z,54,,,,,28.1,
2017-12-30T11:34:33.413Z,54,,,,,28,
2017-12-30T11:34:43.415Z,54,,,,,28,
2017-12-30T11:34:53.415Z,54,,,,,28,32.5
2017-12-30T11:35:03.416Z,54,,,,,27.9,
2017-12-30T11:35:13.416Z,54,,,,,27.9,
2017-12-30T11:35:23.422Z,54,,,,,27.9,
2017-12-30T11:35:33.417Z,54,,,,,27.9,
2017-12-30T11:35:43.416Z,54,,,,,27.8,
2017-12-30T11:35:53.417Z,54,,,,,27.8,
2017-12-30T11:36:03.418Z,54,,,,,27.8,
2017-12-30T11:36:13.418Z,54,,,,,27.8,
2017-12-30T11:36:23.417Z,54,,,,,27.7,
2017-12-30T11:36:33.415Z,54,,,,,27.7,32.4
2017-12-30T11:36:43.415Z,54,,,,,27.7,
2017-12-30T11:36:53.421Z,54,,,,,27.5,
2017-12-30T11:37:03.418Z,54,,,,,27.5,
2017-12-30T11:37:13.468Z,54,,,,,27.5,
2017-12-30T11:37:23.414Z,54,,,,,27.5,
2017-12-30T11:37:33.416Z,54,,,,,27.4,
2017-12-30T11:37:43.418Z,54,,,,,27.4,
2017-12-30T11:37:53.417Z,54,,,,,27.4,
2017-12-30T11:38:03.418Z,54,,,,,27.4,
2017-12-30T11:38:13.415Z,54,,,,,27.3,
2017-12-30T11:38:23.420Z,54,,,,,27.3,
2017-12-30T11:38:33.419Z,54,,0,2,44,27.3,33.4
2017-12-30T11:38:43.422Z,54,,,,34,27.3,37.7
2017-12-30T11:38:53.416Z,54,,,,30,27.2,36.6
2017-12-30T11:39:03.417Z,54,,,,29,27.2,36.4
2017-12-30T11:39:13.417Z,54,,,,,27.2,36.8
2017-12-30T11:39:23.421Z,54,,,,29,27.2,37.1
2017-12-30T11:39:33.421Z,54,,,,,27.2,36.9
2017-12-30T11:39:43.417Z,54,,,,,27.3,36.8
2017-12-30T11:39:53.417Z,54,,,,,27.3,36.9
2017-12-30T11:40:03.421Z,54,,,,,27.5,
2017-12-30T11:40:13.417Z,54,,,,,27.7,37.1
2017-12-30T11:40:23.421Z,54,,,,,27.8,
2017-12-30T11:40:33.416Z,54,,,,,27.9,37.2
2017-12-30T11:40:43.428Z,54,,,,,28,37.3
2017-12-30T11:40:53.420Z,54,,,,,28.1,
2017-12-30T11:41:03.423Z,54,,,,,28.1,
2017-12-30T11:41:13.421Z,54,,,,,28.3,
2017-12-30T11:41:23.422Z,54,,,,,28.4,
2017-12-30T11:41:33.422Z,54,,,,,28.4,37.4
2017-12-30T11:41:43.424Z,54,,,,,28.5,37.5
2017-12-30T11:41:53.425Z,54,,,,,28.6,37.6
2017-12-30T11:42:03.424Z,54,,,,,28.6,37.7
2017-12-30T11:42:13.424Z,54,,,,,28.7,37.8
2017-12-30T11:42:23.424Z,54,,,,,28.7,38
2017-12-30T11:42:33.424Z,54,,,,30,28.7,38.1
2017-12-30T11:42:43.418Z,54,,,,29,28.7,38.2
2017-12-30T11:42:53.422Z,54,,,,,28.7,38.3
2017-12-30T11:43:03.429Z,54,,,,,28.7,38.5
2017-12-30T11:43:13.422Z,54,,,,,28.7,38.6
2017-12-30T11:43:23.420Z,54,,,,,28.9,38.8
2017-12-30T11:43:33.420Z,54,,,,,28.9,38.9
2017-12-30T11:43:45.679Z,54,,,,,29,39.1
2017-12-30T11:43:53.422Z,54,,,,,29,39.2
2017-12-30T11:44:03.425Z,54,,,,,29.1,39.3
2017-12-30T11:44:13.423Z,54,,,,,29.1,39.5
2017-12-30T11:44:23.425Z,54,,,,,29.2,39.6
2017-12-30T11:44:33.423Z,54,,,,,29.3,39.8
2017-12-30T11:44:43.422Z,54,,,,,29.5,40
2017-12-30T11:44:53.426Z,54,,,,,29.6,
2017-12-30T11:45:03.486Z,54,,,,,29.6,40.2
2017-12-30T11:45:13.647Z,54,,,,,29.7,40.3
2017-12-30T11:45:23.665Z,54,,,,,29.8,40.4
2017-12-30T11:45:33.716Z,54,,,,,30,40.5
2017-12-30T11:45:43.633Z,54,,,,,30,40.7
2017-12-30T11:45:53.433Z,54,,,,,30.1,40.8
2017-12-30T11:46:03.422Z,54,,,,,30.1,41
2017-12-30T11:46:13.425Z,54,,0,2,0,30.2,39.7
2017-12-30T11:46:23.428Z,54,,,,,30.3,37.9
2017-12-30T11:46:33.429Z,54,,,,,30.3,37.4
2017-12-30T11:46:43.424Z,54,,,,,30.4,36.6
2017-12-30T11:46:53.424Z,54,,,,,30.6,35.9
2017-12-30T11:47:03.421Z,54,,,,,30.7,35.6
2017-12-30T11:47:13.426Z,54,,,,,30.7,35.1
2017-12-30T11:47:23.426Z,54,,,,,30.8,34.7
2017-12-30T11:47:33.424Z,54,,,,,30.9,34.4
2017-12-30T11:47:43.427Z,54,,,,,30.9,34.1
2017-12-30T11:47:53.422Z,54,,,,,30.9,33.8
2017-12-30T11:48:03.423Z,54,,,,,30.9,33.6
2017-12-30T11:48:13.430Z,54,,,,,30.9,33.4
2017-12-30T11:48:23.426Z,54,,,,,30.9,33.3
2017-12-30T11:48:33.426Z,54,,,,,30.9,33.1
2017-12-30T11:48:43.422Z,54,,,,,30.9,32.9
2017-12-30T11:48:53.424Z,54,,,,,30.9,32.8
2017-12-30T11:49:03.424Z,54,,,,,30.9,32.7
2017-12-30T11:49:13.424Z,54,,,,,30.9,32.6
2017-12-30T11:49:23.439Z,54,,,,,30.9,
2017-12-30T11:49:33.425Z,54,,,,,30.8,
2017-12-30T11:49:43.426Z,54,,,,,30.8,
2017-12-30T11:49:53.424Z,54,,,,,30.8,
2017-12-30T11:50:03.506Z,54,,,,,30.8,
2017-12-30T11:50:13.431Z,54,,0,2,44,30.8,34.1
2017-12-30T11:50:23.430Z,54,,,,31,30.7,39.3
2017-12-30T11:50:33.426Z,54,,,,29,30.7,38.6
2017-12-30T11:50:43.430Z,54,,,,,30.7,
2017-12-30T11:50:53.428Z,54,,,,,30.7,39.6
2017-12-30T11:51:03.429Z,54,,,,,30.8,39.9
2017-12-30T11:51:13.432Z,54,,,,,30.8,40.3
2017-12-30T11:51:23.429Z,54,,,,,30.8,40.5
2017-12-30T11:51:33.549Z,54,,,,,30.9,40.8
2017-12-30T11:51:43.431Z,54,,,,,31,41.1
2017-12-30T11:51:53.424Z,54,,,,,31.2,41.3
2017-12-30T11:52:03.435Z,54,,0,2,0,31.3,39.5
2017-12-30T11:52:13.424Z,54,,,,,31.4,37.9
2017-12-30T11:52:23.427Z,54,,,,,31.5,37.3
2017-12-30T11:52:33.429Z,54,,,,,31.6,36.5
2017-12-30T11:52:43.429Z,54,,,,,31.6,35.9
2017-12-30T11:52:53.427Z,54,,,,,31.8,35.4
2017-12-30T11:53:03.425Z,54,,,,,31.8,34.9
2017-12-30T11:53:13.425Z,54,,,,,31.8,34.6
2017-12-30T11:53:23.426Z,54,,,,,31.8,34.3
2017-12-30T11:53:33.429Z,54,,,,,31.8,34
2017-12-30T11:53:43.442Z,54,,,,,31.6,33.8
2017-12-30T11:53:53.427Z,54,,,,,31.6,33.6
2017-12-30T11:54:03.434Z,54,,,,,31.6,33.4
2017-12-30T11:54:13.434Z,54,,,,,31.5,33.2
2017-12-30T11:54:23.430Z,54,,,,,31.5,33.1
2017-12-30T11:54:33.426Z,54,,,,,31.4,32.9
2017-12-30T11:54:43.428Z,54,,,,,31.4,32.7
2017-12-30T11:54:53.427Z,54,,,,,31.3,32.6
2017-12-30T11:55:03.431Z,54,,,,,31.3,
2017-12-30T11:55:13.427Z,54,,,,,31.2,
2017-12-30T11:55:23.428Z,54,,,,,31.2,
2017-12-30T11:55:33.428Z,54,,,,,31,
2017-12-30T11:55:43.428Z,54,,,,,31,
2017-12-30T11:55:53.429Z,54,,,,,30.9,32.5
2017-12-30T11:56:03.429Z,54,,,,,30.9,
2017-12-30T11:56:13.426Z,54,,,,,30.9,
2017-12-30T11:56:23.429Z,54,,,,,30.8,
2017-12-30T11:56:33.429Z,54,,,,,30.8,
2017-12-30T11:56:43.427Z,54,,,,,30.8,
2017-12-30T11:56:53.429Z,54,,,,,30.7,
2017-12-30T11:57:03.436Z,54,,,,,30.7,
2017-12-30T11:57:13.430Z,54,,,,,30.7,
2017-12-30T11:57:23.427Z,54,,,,,30.7,
2017-12-30T11:57:33.434Z,54,,,,,30.6,
2017-12-30T11:57:43.438Z,54,,,,,30.6,
2017-12-30T11:57:53.439Z,54,,,,,30.6,
2017-12-30T11:58:03.442Z,54,,,,,30.4,
2017-12-30T11:58:13.459Z,54,,,,,30.4,32.6
2017-12-30T11:58:23.441Z,54,,,,,30.4,
2017-12-30T11:58:33.441Z,54,,,,,30.3,
2017-12-30T11:58:43.434Z,54,,0,2,44,30.3,33.6
2017-12-30T11:58:53.443Z,54,,,,31,30.3,39.1
2017-12-30T11:59:03.448Z,54,,,,29,30.2,38.1
2017-12-30T11:59:13.432Z,54,,,,29,30.2,38.2
2017-12-30T11:59:23.443Z,54,,,,,30.2,39.1
2017-12-30T11:59:33.440Z,54,,,,,30.2,39.4
2017-12-30T11:59:43.436Z,54,,,,,30.2,39.5
2017-12-30T11:59:53.436Z,54,,,,,30.1,39.8
2017-12-30T12:00:03.441Z,54,,,,,30.1,40
2017-12-30T12:00:13.429Z,54,,,,,30.1,40.2
2017-12-30T12:00:23.432Z,54,,,,30,30.2,40.3
2017-12-30T12:00:33.432Z,54,,,,29,30.2,40.5
2017-12-30T12:00:43.431Z,54,,,,,30.2,40.6
2017-12-30T12:00:53.431Z,54,,,,30,30.3,40.7
2017-12-30T12:01:03.434Z,54,,,,29,30.4,40.8
2017-12-30T12:01:13.430Z,54,,,,,30.6,40.9
2017-12-30T12:01:23.434Z,54,,,,,30.6,40.8
2017-12-30T12:01:33.434Z,54,,,,,30.7,40.9
2017-12-30T12:01:43.435Z,54,,,,,30.7,
2017-12-30T12:01:53.433Z,54,,,,,30.7,41
2017-12-30T12:02:03.435Z,54,,,,,30.8,41.1
