Time,HwTSet,PrimTSet,HwActive,ChActive,ActPow,HwTOutlet,PrimT
2017-12-30T05:24:43.217Z,54,,,,,32,34.8
2017-12-30T05:24:53.218Z,54,,,,,31.9,
2017-12-30T05:25:03.214Z,54,,,,,31.9,
2017-12-30T05:25:13.219Z,54,,,,,31.8,34.9
2017-12-30T05:25:23.214Z,54,,,,,31.6,
2017-12-30T05:25:33.219Z,54,,,,,31.6,
2017-12-30T05:25:43.219Z,54,,,,,31.5,35.1
2017-12-30T05:25:53.212Z,54,,,,,31.5,
2017-12-30T05:26:03.213Z,54,,,,,31.4,
2017-12-30T05:26:13.213Z,54,,,,,31.3,35.2
2017-12-30T05:26:23.214Z,54,,,,,31.3,
2017-12-30T05:26:33.215Z,54,,,,,31.2,
2017-12-30T05:26:43.213Z,54,,,,,31,35.3
2017-12-30T05:26:53.216Z,54,,,,,31,
2017-12-30T05:27:03.217Z,54,,,,,30.9,
2017-12-30T05:27:13.212Z,54,,,,,30.8,
2017-12-30T05:27:23.214Z,54,,,,,30.8,
2017-12-30T05:27:33.218Z,54,,,,,30.7,35.4
2017-12-30T05:27:43.215Z,54,,,,,30.6,
2017-12-30T05:27:53.219Z,54,,,,,30.6,
2017-12-30T05:28:03.220Z,54,,,,,30.4,
2017-12-30T05:28:13.221Z,54,,,,,30.3,
2017-12-30T05:28:23.221Z,54,,,,,30.3,
2017-12-30T05:28:33.222Z,54,,,,,30.2,
2017-12-30T05:28:43.214Z,54,,,,,30.1,
2017-12-30T05:28:53.214Z,54,,,,,30.1,
2017-12-30T05:29:03.223Z,54,,,,,30,
2017-12-30T05:29:13.215Z,54,,,,,30,
2017-12-30T05:29:23.213Z,54,,,,,29.8,
2017-12-30T05:29:33.217Z,54,,,,,29.7,
2017-12-30T05:29:43.213Z,54,,0,2,43,29.7,36.6
2017-12-30T05:29:53.250Z,54,,,,31,29.6,40.8
2017-12-30T05:30:03.219Z,54,,,,29,29.6,39.4
2017-12-30T05:30:13.214Z,54,,,,,29.5,39.6
2017-12-30T05:30:23.216Z,54,,,,,29.5,40.2
2017-12-30T05:30:33.214Z,54,,,,,29.5,40.1
2017-12-30T05:30:43.218Z,54,,,,,29.5,40.3
2017-12-30T05:30:53.219Z,54,,,,,29.6,40.4
2017-12-30T05:31:03.215Z,54,,,,,29.6,40.5
2017-12-30T05:31:13.219Z,54,,,,,29.7,
2017-12-30T05:31:23.217Z,54,,,,,29.8,40.6
2017-12-30T05:31:33.215Z,54,,,,,30,40.7
2017-12-30T05:31:43.224Z,54,,,,,30.2,40.8
2017-12-30T05:31:53.216Z,54,,,,,30.3,40.9
2017-12-30T05:32:03.215Z,54,,,,,30.3,
2017-12-30T05:32:13.215Z,54,,,,,30.4,
2017-12-30T05:32:23.216Z,54,,,,,30.6,40.8
2017-12-30T05:32:33.217Z,54,,,,,30.6,40.9
2017-12-30T05:32:43.216Z,54,,,,30,30.7,
2017-12-30T05:32:53.230Z,54,,,,29,30.7,
2017-12-30T05:33:03.217Z,54,,,,30,30.8,41
2017-12-30T05:33:13.217Z,54,,,,,30.8,41.1
2017-12-30T05:33:23.218Z,54,,,,29,30.9,41.2
2017-12-30T05:33:33.217Z,54,,,,30,30.9,41.3
2017-12-30T05:33:43.217Z,54,,,,29,31,41.4
2017-12-30T05:33:53.216Z,54,,,,,31,41.5
2017-12-30T05:34:03.217Z,54,,,,,31,41.6
2017-12-30T05:34:13.218Z,54,,,,,31.2,41.7
2017-12-30T05:34:23.217Z,54,,,,30,31.2,
2017-12-30T05:34:33.217Z,54,,,,29,31.3,41.9
2017-12-30T05:34:43.216Z,54,,,,29,31.3,42
2017-12-30T05:34:53.239Z,54,,,,30,31.4,
2017-12-30T05:35:03.223Z,54,,,,29,31.4,42.2
2017-12-30T05:35:13.216Z,54,,,,30,31.5,42.3
2017-12-30T05:35:23.219Z,54,,,,29,31.6,
2017-12-30T05:35:33.219Z,54,,,,,31.6,42.6
2017-12-30T05:35:43.219Z,54,,,,,31.8,42.7
2017-12-30T05:35:53.221Z,54,,,,30,31.8,
2017-12-30T05:36:03.220Z,54,,,,,31.9,42.9
2017-12-30T05:36:13.224Z,54,,,,29,32,43
2017-12-30T05:36:23.218Z,54,,,,,32,43.1
2017-12-30T05:36:33.220Z,54,,,,,32.1,
2017-12-30T05:36:43.220Z,54,,,,,32.2,43.3
2017-12-30T05:36:53.222Z,54,,,,,32.2,
2017-12-30T05:37:03.220Z,54,,0,2,0,32.3,42.7
2017-12-30T05:37:13.217Z,54,,,,,32.4,40.6
2017-12-30T05:37:23.218Z,54,,,,,32.5,39.8
2017-12-30T05:37:33.219Z,54,,,,,32.5,39.2
2017-12-30T05:37:43.221Z,54,,,,,32.6,38.5
2017-12-30T05:37:53.228Z,54,,,,,32.6,38
2017-12-30T05:38:03.221Z,54,,,,,32.6,37.6
2017-12-30T05:38:13.231Z,54,,,,,32.7,37.2
2017-12-30T05:38:23.222Z,54,,,,,32.7,36.8
2017-12-30T05:38:33.222Z,54,,,,,32.7,36.5
2017-12-30T05:38:43.222Z,54,,,,,32.7,36.2
2017-12-30T05:38:53.222Z,54,,,,,32.7,36
2017-12-30T05:39:03.223Z,54,,,,,32.6,35.8
2017-12-30T05:39:13.223Z,54,,,,,32.6,35.6
2017-12-30T05:39:23.222Z,54,,,,,32.6,35.4
2017-12-30T05:39:33.223Z,54,,,,,32.6,35.3
2017-12-30T05:39:43.223Z,54,,,,,32.5,35.1
2017-12-30T05:39:53.224Z,54,,,,,32.5,34.9
2017-12-30T05:40:03.218Z,54,,,,,32.5,34.8
2017-12-30T05:40:13.223Z,54,,,,,32.4,
2017-12-30T05:40:23.221Z,54,,,,,32.4,
2017-12-30T05:40:33.221Z,54,,,,,32.4,
2017-12-30T05:40:43.231Z,54,,,,,32.4,
2017-12-30T05:40:53.227Z,54,,,,,32.4,34.7
2017-12-30T05:41:03.222Z,54,,,,,32.4,
2017-12-30T05:41:13.220Z,54,,,,,32.4,
2017-12-30T05:41:23.224Z,54,,,,,32.4,
2017-12-30T05:41:33.221Z,54,,,,,32.3,
2017-12-30T05:41:43.425Z,54,,,,,32.3,
2017-12-30T05:41:53.226Z,54,,,,,32.3,
2017-12-30T05:42:03.223Z,54,,,,,32.2,
2017-12-30T05:42:13.221Z,54,,,,,32.2,
2017-12-30T05:42:23.222Z,54,,,,,32.1,
2017-12-30T05:42:33.226Z,54,,,,,32.1,
2017-12-30T05:42:43.221Z,54,,,,,32,34.8
2017-12-30T05:42:53.226Z,54,,,,,32,
2017-12-30T05:43:03.227Z,54,,,,,31.9,
2017-12-30T05:43:13.227Z,54,,,,,31.9,
2017-12-30T05:43:23.222Z,54,,,,,31.8,34.9
2017-12-30T05:43:33.227Z,54,,,,,31.6,
2017-12-30T05:43:43.223Z,54,,,,,31.5,
2017-12-30T05:43:53.224Z,54,,,,,31.5,35.1
2017-12-30T05:44:03.227Z,54,,,,,31.4,
2017-12-30T05:44:13.225Z,54,,,,,31.3,
2017-12-30T05:44:23.222Z,54,,,,,31.3,
2017-12-30T05:44:33.227Z,54,,,,,31.2,35.2
2017-12-30T05:44:43.227Z,54,,,,,31,
2017-12-30T05:44:53.228Z,54,,,,,30.9,35.3
2017-12-30T05:45:03.228Z,54,,,,,30.9,
2017-12-30T05:45:13.224Z,54,,,,,30.8,
2017-12-30T05:45:23.225Z,54,,,,,30.7,
2017-12-30T05:45:33.226Z,54,,,,,30.6,
2017-12-30T05:45:43.224Z,54,,,,,30.6,
2017-12-30T05:45:53.226Z,54,,,,,30.4,35.4
2017-12-30T05:46:03.227Z,54,,,,,30.3,
2017-12-30T05:46:13.228Z,54,,,,,30.3,
2017-12-30T05:46:23.228Z,54,,,,,30.2,
2017-12-30T05:46:33.223Z,54,,,,,30.1,
2017-12-30T05:46:43.229Z,54,,,,,30,
2017-12-30T05:46:53.227Z,54,,,,,30,
2017-12-30T05:47:03.230Z,54,,,,,29.8,
2017-12-30T05:47:13.223Z,54,,,,,29.7,
2017-12-30T05:47:23.231Z,54,,,,,29.7,
2017-12-30T05:47:33.222Z,54,,,,,29.6,
2017-12-30T05:47:43.223Z,54,,,,,29.5,
2017-12-30T05:47:53.224Z,54,,,,,29.5,
2017-12-30T05:48:03.225Z,54,,,,,29.3,
2017-12-30T05:48:13.225Z,54,,,,,29.3,
2017-12-30T05:48:23.227Z,54,,,,,29.2,
2017-12-30T05:48:33.227Z,54,,,,,29.1,
2017-12-30T05:48:43.227Z,54,,,,,29.1,35.3
2017-12-30T05:48:53.228Z,54,,,,,29,
2017-12-30T05:49:03.228Z,54,,,,,29,
2017-12-30T05:49:13.224Z,54,,,,,28.9,
2017-12-30T05:49:23.230Z,54,,,,,28.7,
2017-12-30T05:49:33.231Z,54,,,,,28.7,
2017-12-30T05:49:43.231Z,54,,,,,28.6,
2017-12-30T05:49:53.230Z,54,,,,,28.6,
2017-12-30T05:50:03.224Z,54,,,,,28.5,
2017-12-30T05:50:13.225Z,54,,,,,28.5,
2017-12-30T05:50:23.231Z,54,,,,,28.4,35.2
2017-12-30T05:50:33.226Z,54,,,,,28.4,
2017-12-30T05:50:43.235Z,54,,0,2,44,28.3,36.2
2017-12-30T05:50:53.226Z,54,,,,33,28.3,40.5
2017-12-30T05:51:03.231Z,54,,,,29,28.1,38.7
2017-12-30T05:51:13.227Z,54,,,,29,28.1,39.2
2017-12-30T05:51:23.235Z,54,,,,30,28.1,39.6
2017-12-30T05:51:33.229Z,54,,,,29,28.1,39.5
2017-12-30T05:51:43.226Z,54,,,,,28.3,39.6
2017-12-30T05:52:03.228Z,54,,,,,28.5,39.7
2017-12-30T05:52:13.225Z,54,,,,30,28.6,
2017-12-30T05:52:23.228Z,54,,,,29,28.7,39.8
2017-12-30T05:52:33.226Z,54,,,,,29,39.9
2017-12-30T05:52:43.227Z,54,,,,,29.1,40
2017-12-30T05:52:53.227Z,54,,,,,29.2,40.1
2017-12-30T05:53:03.228Z,54,,,,,29.3,40.2
2017-12-30T05:53:13.227Z,54,,,,,29.5,
2017-12-30T05:53:23.228Z,54,,,,,29.6,40.1
2017-12-30T05:53:33.227Z,54,,,,,29.6,
2017-12-30T05:53:43.227Z,54,,,,,29.7,
2017-12-30T05:53:53.231Z,54,,,,,29.7,40.2
2017-12-30T05:54:03.228Z,54,,,,,29.8,40.3
2017-12-30T05:54:13.227Z,54,,,,30,30,40.4
2017-12-30T05:54:23.225Z,54,,,,,30,40.5
2017-12-30T05:54:33.228Z,54,,,,29,30.1,40.6
2017-12-30T05:54:43.234Z,54,,,,,30.1,40.7
2017-12-30T05:54:53.227Z,54,,,,,30.1,40.8
2017-12-30T05:55:03.233Z,54,,,,,30.2,40.9
2017-12-30T05:55:13.235Z,54,,,,,30.3,40.9
2017-12-30T05:55:23.228Z,54,,,,,30.3,41.1
2017-12-30T05:55:33.229Z,54,,,,,30.4,41.2
2017-12-30T05:55:43.237Z,54,,,,,30.4,41.3
2017-12-30T05:55:53.233Z,54,,,,,30.4,41.4
2017-12-30T05:56:03.234Z,54,,,,,30.6,41.5
2017-12-30T05:56:13.240Z,54,,,,,30.6,41.6
2017-12-30T05:56:23.230Z,54,,,,,30.7,41.7
2017-12-30T05:56:33.230Z,54,,,,30,30.7,41.8
2017-12-30T05:56:43.230Z,54,,,,29,30.8,42
2017-12-30T05:56:53.241Z,54,,,,,30.8,42.1
2017-12-30T05:57:03.231Z,54,,,,,30.9,42.2
2017-12-30T05:57:13.231Z,54,,,,,31,42.3
2017-12-30T05:57:23.232Z,54,,,,30,31.2,42.4
2017-12-30T05:57:33.235Z,54,,,,29,31.2,42.6
2017-12-30T05:57:43.232Z,54,,,,,31.3,42.7
2017-12-30T05:57:53.240Z,,,0,2,0,,41.6
2017-12-30T05:58:03.237Z,54,,,,,31.4,39.7
2017-12-30T05:58:13.237Z,54,,,,,31.5,39.1
2017-12-30T05:58:23.238Z,54,,,,,31.6,38.3
2017-12-30T05:58:33.234Z,54,,,,,31.8,37.7
2017-12-30T05:58:43.234Z,54,,,,,31.8,37.3
2017-12-30T05:58:53.237Z,54,,,,,31.8,36.8
2017-12-30T05:59:03.234Z,54,,,,,31.9,36.4
2017-12-30T05:59:13.357Z,54,,,,,31.9,36.1
2017-12-30T05:59:23.237Z,54,,,,,31.9,35.8
2017-12-30T05:59:33.236Z,54,,,,,31.9,35.5
2017-12-30T05:59:43.237Z,54,,,,,31.9,35.2
2017-12-30T05:59:53.233Z,,,,,,,34.9
2017-12-30T06:00:03.238Z,54,,,,,31.9,34.8
2017-12-30T06:00:13.235Z,54,,,,,31.9,34.6
2017-12-30T06:00:23.233Z,54,,,,,31.9,34.5
2017-12-30T06:00:33.241Z,54,,,,,31.8,34.3
2017-12-30T06:00:43.234Z,54,,,,,31.8,34.2
2017-12-30T06:00:53.228Z,,,,,,,34.1
2017-12-30T06:01:03.245Z,54,,,,,31.8,
2017-12-30T06:01:13.324Z,54,,,,,31.6,
2017-12-30T06:01:23.234Z,54,,,,,31.6,
2017-12-30T06:01:33.242Z,54,,,,,31.6,
2017-12-30T06:01:43.238Z,54,,,,,31.6,
2017-12-30T06:01:53.235Z,54,,,,,31.6,
2017-12-30T06:02:03.255Z,54,,,,,31.5,
2017-12-30T06:02:13.234Z,54,,,,,31.5,
2017-12-30T06:02:23.235Z,54,,,,,31.5,
2017-12-30T06:02:33.234Z,54,,,,,31.5,
2017-12-30T06:02:43.237Z,54,,,,,31.5,
2017-12-30T06:02:53.236Z,54,,,,,31.5,
2017-12-30T06:03:03.243Z,54,,,,,31.4,
2017-12-30T06:03:13.234Z,54,,,,,31.4,
2017-12-30T06:03:23.234Z,54,,,,,31.3,
2017-12-30T06:03:33.233Z,54,,,,,31.3,
2017-12-30T06:03:43.232Z,54,,,,,31.2,
2017-12-30T06:03:53.230Z,54,,,,,31.2,
2017-12-30T06:04:03.236Z,54,,,,,31,34.2
2017-12-30T06:04:13.235Z,54,,,,,31,
2017-12-30T06:04:23.235Z,54,,,,,30.9,
2017-12-30T06:04:33.236Z,54,,,,,30.9,34.3
2017-12-30T06:04:43.231Z,54,,,,,30.8,
2017-12-30T06:04:53.234Z,54,,,,,30.8,
2017-12-30T06:05:03.235Z,54,,,,,30.7,34.4
2017-12-30T06:05:13.232Z,54,,,,,30.6,
2017-12-30T06:05:23.238Z,54,,,,,30.6,
2017-12-30T06:05:33.235Z,54,,,,,30.4,34.5
2017-12-30T06:05:43.234Z,54,,,,,30.3,
2017-12-30T06:05:53.239Z,54,,,,,30.3,
2017-12-30T06:06:03.238Z,54,,,,,30.2,
2017-12-30T06:06:13.234Z,54,,,,,30.2,34.6
2017-12-30T06:06:23.232Z,54,,,,,30.1,
2017-12-30T06:06:33.250Z,54,,,,,30,
2017-12-30T06:06:43.427Z,54,,,,,30,
2017-12-30T06:06:53.249Z,54,,,,,29.8,
2017-12-30T06:07:03.234Z,54,,,,,29.7,
2017-12-30T06:07:13.236Z,54,,,,,29.7,34.7
2017-12-30T06:07:23.236Z,54,,,,,29.6,
2017-12-30T06:07:33.237Z,54,,,,,29.6,
2017-12-30T06:07:43.233Z,54,,,,,29.5,
2017-12-30T06:07:53.236Z,54,,,,,29.3,
2017-12-30T06:08:03.246Z,54,,,,,29.3,
2017-12-30T06:08:13.247Z,54,,,,,29.2,
2017-12-30T06:08:23.247Z,54,,,,,29.2,
2017-12-30T06:08:33.246Z,54,,,,,29.1,
2017-12-30T06:08:43.247Z,54,,,,,29,
2017-12-30T06:08:53.246Z,54,,,,,29,34.6
2017-12-30T06:09:03.234Z,54,,,,,28.9,
2017-12-30T06:09:13.234Z,54,,,,,28.9,
2017-12-30T06:09:23.235Z,54,,,,,28.7,
2017-12-30T06:09:33.245Z,54,,,,,28.7,
2017-12-30T06:09:43.245Z,54,,0,2,45,28.6,34.5
2017-12-30T06:09:53.245Z,,,,,34,,39.7
2017-12-30T06:10:03.246Z,54,,,,29,28.5,38.9
2017-12-30T06:10:13.244Z,54,,,,,28.5,38.5
2017-12-30T06:10:23.245Z,54,,,,,28.4,39.3
2017-12-30T06:10:33.243Z,54,,,,,28.4,39.4
2017-12-30T06:10:43.243Z,54,,,,,28.5,39.6
2017-12-30T06:11:03.243Z,54,,,,,28.6,39.7
2017-12-30T06:11:13.242Z,54,,,,,28.7,39.8
2017-12-30T06:11:23.242Z,54,,,,,28.9,
2017-12-30T06:11:33.242Z,54,,,,,29.1,40
2017-12-30T06:11:43.242Z,54,,,,,29.2,
2017-12-30T06:11:53.241Z,54,,,,30,29.3,40.1
2017-12-30T06:12:03.241Z,54,,,,29,29.5,40.2
2017-12-30T06:12:13.242Z,54,,,,,29.6,
2017-12-30T06:12:23.241Z,54,,,,,29.6,
2017-12-30T06:12:33.240Z,54,,,,,29.7,
2017-12-30T06:12:43.240Z,54,,,,,29.7,
2017-12-30T06:12:53.240Z,54,,,,,29.8,40.3
2017-12-30T06:13:03.240Z,54,,,,,29.8,40.4
2017-12-30T06:13:13.241Z,54,,,,,30,40.5
2017-12-30T06:13:23.240Z,54,,,,,30,40.6
2017-12-30T06:13:33.239Z,54,,,,,30,40.7
2017-12-30T06:13:43.244Z,54,,,,,30.1,40.8
2017-12-30T06:13:53.239Z,,,,,,,40.9
2017-12-30T06:14:03.239Z,54,,,,29,30.2,41
2017-12-30T06:14:13.243Z,54,,,,,30.2,41.1
2017-12-30T06:14:23.244Z,54,,,,,30.2,41.2
2017-12-30T06:14:33.245Z,54,,,,30,30.3,41.4
2017-12-30T06:14:43.240Z,54,,,,,30.3,41.5
2017-12-30T06:14:53.238Z,54,,,,29,30.4,
2017-12-30T06:15:03.247Z,54,,,,,30.6,41.6
2017-12-30T06:15:13.239Z,54,,,,,30.7,41.7
2017-12-30T06:15:23.237Z,54,,,,,30.7,41.8
2017-12-30T06:15:33.238Z,54,,,,,30.8,42
2017-12-30T06:15:43.238Z,54,,,,,30.9,42.1
2017-12-30T06:15:53.238Z,54,,,,,30.9,42.2
2017-12-30T06:16:03.236Z,54,,,,,31,42.3
2017-12-30T06:16:13.238Z,54,,,,,31.2,42.4
2017-12-30T06:16:23.239Z,54,,,,,31.3,42.6
2017-12-30T06:16:33.240Z,54,,,,30,31.4,42.7
2017-12-30T06:16:43.240Z,,,0,2,0,,41.2
2017-12-30T06:16:53.242Z,54,,,,,31.5,39.6
2017-12-30T06:17:03.236Z,54,,,,,31.5,38.9
2017-12-30T06:17:13.239Z,54,,,,,31.6,38.2
2017-12-30T06:17:23.239Z,54,,,,,31.8,37.6
2017-12-30T06:17:33.240Z,54,,,,,31.9,37.2
2017-12-30T06:17:43.237Z,54,,,,,31.9,36.7
2017-12-30T06:17:53.240Z,54,,,,,31.9,
2017-12-30T06:18:03.244Z,54,,,,,31.9,36
2017-12-30T06:18:13.240Z,54,,,,,31.9,35.7
2017-12-30T06:18:23.240Z,54,,,,,31.9,35.4
2017-12-30T06:18:33.243Z,54,,,,,31.9,35.2
2017-12-30T06:18:43.240Z,54,,,,,31.9,34.9
2017-12-30T06:18:53.241Z,54,,,,,31.9,34.7
2017-12-30T06:19:03.261Z,54,,,,,31.9,
2017-12-30T06:19:13.241Z,54,,,,,31.9,34.4
2017-12-30T06:19:23.241Z,54,,,,,31.9,34.3
2017-12-30T06:19:33.241Z,54,,,,,31.8,34.1
2017-12-30T06:19:53.242Z,54,,,,,31.8,
2017-12-30T06:20:03.239Z,54,,,,,31.6,
2017-12-30T06:20:23.242Z,54,,,,,31.6,
2017-12-30T06:20:33.241Z,54,,,,,31.6,
2017-12-30T06:20:43.239Z,54,,,,,31.6,
2017-12-30T06:20:53.240Z,,,,,,,34
2017-12-30T06:21:03.245Z,54,,,,,31.6,34.1
2017-12-30T06:21:13.242Z,54,,,,,31.6,34
2017-12-30T06:21:23.240Z,54,,,,,31.5,
2017-12-30T06:21:33.239Z,54,,,,,31.5,
2017-12-30T06:21:43.243Z,54,,,,,31.5,
2017-12-30T06:21:53.241Z,54,,,,,31.5,
2017-12-30T06:22:03.244Z,54,,,,,31.4,
2017-12-30T06:22:13.244Z,54,,,,,31.4,34.1
2017-12-30T06:22:23.244Z,54,,,,,31.4,
2017-12-30T06:22:33.244Z,54,,,,,31.3,
2017-12-30T06:22:43.244Z,54,,,,,31.3,
2017-12-30T06:22:53.258Z,54,,,,,31.2,
2017-12-30T06:23:03.245Z,54,,,,,31.2,
2017-12-30T06:23:13.243Z,54,,,,,31,34.2
2017-12-30T06:23:23.241Z,54,61,0,2,0,31,34.2
2017-12-30T06:23:33.241Z,54,,,,,30.9,
2017-12-30T06:23:43.242Z,,,,,,,34.3
2017-12-30T06:23:53.267Z,54,,,,,30.8,
2017-12-30T06:24:03.241Z,54,,,,,30.7,
2017-12-30T06:24:13.244Z,,,,,,,34.4
2017-12-30T06:24:23.244Z,54,,,,,30.6,
2017-12-30T06:24:33.244Z,54,,,,,30.6,34.5
2017-12-30T06:24:43.242Z,54,,,,,30.4,
2017-12-30T06:24:53.243Z,54,,,,,30.3,
2017-12-30T06:25:03.243Z,54,,,,,30.3,
2017-12-30T06:25:23.246Z,54,,,,,30.2,34.6
2017-12-30T06:25:33.247Z,54,,,,,30.1,
2017-12-30T06:25:53.249Z,54,,,,,30,
2017-12-30T06:26:03.246Z,54,,,,,29.8,
2017-12-30T06:26:23.248Z,54,,,,,29.7,
2017-12-30T06:26:33.243Z,54,,,,,29.6,
2017-12-30T06:26:43.244Z,54,,,,,29.6,
2017-12-30T06:26:53.243Z,54,,,,,29.5,
2017-12-30T06:27:13.244Z,54,,,,,29.3,
2017-12-30T06:27:33.247Z,54,,,,,29.2,
2017-12-30T06:27:43.247Z,54,,,,,29.1,
2017-12-30T06:28:03.249Z,54,,,,,29.1,
2017-12-30T06:28:13.250Z,54,,0,2,44,29,35.5
2017-12-30T06:28:23.246Z,54,,,,31,28.9,40.1
2017-12-30T06:28:33.250Z,54,,,,29,28.9,38.4
2017-12-30T06:28:43.251Z,54,,,,,28.7,38.8
2017-12-30T06:28:53.250Z,,,,,,,39.4
2017-12-30T06:29:03.250Z,54,,,,,28.7,
2017-12-30T06:29:13.248Z,54,,,,,28.9,39.6
2017-12-30T06:29:33.245Z,54,,,,,29,39.8
2017-12-30T06:29:43.244Z,54,,,,,29.1,
2017-12-30T06:30:03.252Z,54,,,,,29.3,40
2017-12-30T06:30:13.246Z,54,,,,,29.5,40.1
2017-12-30T06:30:23.249Z,54,,,,,29.6,
2017-12-30T06:30:33.248Z,,,,,,,40.1
2017-12-30T06:30:43.249Z,54,,,,,29.7,
2017-12-30T06:30:53.250Z,54,,,,,30,
2017-12-30T06:31:13.245Z,54,,,,,30,40.2
2017-12-30T06:31:23.253Z,54,,,,,30.1,40.3
2017-12-30T06:31:33.247Z,54,,,,,30.1,
2017-12-30T06:31:43.245Z,,,,,,,40.3
2017-12-30T06:31:53.244Z,54,,,,,30.2,
2017-12-30T06:32:03.250Z,54,,,,30,30.2,40.5
2017-12-30T06:32:13.245Z,,,,,29,,40.8
2017-12-30T06:32:23.247Z,54,,,,,30.3,40.9
2017-12-30T06:32:33.247Z,,,,,,,41
2017-12-30T06:32:43.247Z,54,,,,30,30.4,41.1
2017-12-30T06:33:03.253Z,54,,,,29,30.6,41.3
2017-12-30T06:33:13.250Z,,,,,,,41.5
2017-12-30T06:33:23.250Z,54,,,,,30.7,41.6
2017-12-30T06:33:33.255Z,54,,,,,30.8,
2017-12-30T06:33:43.249Z,,,,,,,41.8
2017-12-30T06:33:53.250Z,54,,,,,30.9,
2017-12-30T06:34:03.245Z,,,,,,,42
2017-12-30T06:34:13.246Z,54,,,,,30.9,42.1
2017-12-30T06:34:23.249Z,54,,,,,31.2,
2017-12-30T06:34:33.250Z,,,,,,,42.2
2017-12-30T06:34:43.246Z,54,,,,,31.2,42.4
2017-12-30T06:34:53.246Z,54,,,,,31.3,
2017-12-30T06:35:03.276Z,,,,,,,42.6
2017-12-30T06:35:13.248Z,54,,,,29,31.4,42.8
2017-12-30T06:35:23.247Z,54,,,,,31.5,
2017-12-30T06:35:33.247Z,,,,,29,,43.1
2017-12-30T06:35:43.247Z,54,,,,,31.8,43.2
2017-12-30T06:36:03.251Z,54,,,,,31.8,43.3
2017-12-30T06:36:13.250Z,54,,,,,31.9,43.5
2017-12-30T06:36:23.248Z,54,,,,,32.1,43.6
2017-12-30T06:36:33.248Z,54,,,,,32.2,
2017-12-30T06:36:43.248Z,,,,,,,43.8
2017-12-30T06:36:53.248Z,54,,,,,32.4,
2017-12-30T06:37:03.249Z,,,,,,,44
2017-12-30T06:37:13.248Z,54,,,,,32.5,44.1
2017-12-30T06:37:23.249Z,54,,,,,32.6,
2017-12-30T06:37:43.247Z,54,,,,,32.7,44.3
2017-12-30T06:37:53.250Z,54,,,,,32.8,
2017-12-30T06:38:03.255Z,54,,,,,32.9,44.4
2017-12-30T06:38:13.249Z,54,,,,,32.9,44.6
2017-12-30T06:38:23.250Z,54,,,,,33.1,
2017-12-30T06:38:33.250Z,54,,,,,33.3,44.7
2017-12-30T06:38:43.247Z,,,,,,,44.8
2017-12-30T06:38:53.250Z,54,,,,,33.4,
2017-12-30T06:39:03.251Z,54,,,,30,33.5,45
2017-12-30T06:39:13.250Z,54,,,,,33.6,
2017-12-30T06:39:23.250Z,54,,,,,33.6,45.1
2017-12-30T06:39:33.250Z,54,,,,29,33.7,45.2
2017-12-30T06:39:43.251Z,54,,,,,33.8,45.3
2017-12-30T06:39:53.256Z,54,,,,,33.9,45.4
2017-12-30T06:40:03.251Z,54,,,,,34,
2017-12-30T06:40:13.251Z,54,,,,,34,45.6
2017-12-30T06:40:23.252Z,54,,0,2,0,34.1,45.2
2017-12-30T06:40:33.252Z,54,,,,,34.2,43.1
2017-12-30T06:40:43.252Z,54,,,,,34.3,42.1
2017-12-30T06:40:53.256Z,54,,,,,34.4,41.7
2017-12-30T06:41:03.255Z,54,,,,,34.5,40.9
2017-12-30T06:41:13.250Z,,,,,,,40.8
2017-12-30T06:41:23.252Z,54,,,,,34.6,39.9
2017-12-30T06:41:33.252Z,54,,,,,34.6,39.8
2017-12-30T06:41:43.251Z,54,,,,,34.6,39.4
2017-12-30T06:41:53.250Z,54,,,,,34.6,38.9
2017-12-30T06:42:03.254Z,54,,,,,34.6,38.3
2017-12-30T06:42:13.254Z,54,,,,,34.6,
2017-12-30T06:42:23.253Z,,,,,,,37.8
2017-12-30T06:42:33.253Z,54,,,,,34.5,
2017-12-30T06:42:43.253Z,,,,,,,37.6
2017-12-30T06:42:53.254Z,54,,,,,34.5,37.4
2017-12-30T06:43:03.254Z,54,,,,,34.4,37.3
2017-12-30T06:43:13.254Z,54,,,,,34.4,36.9
2017-12-30T06:43:23.252Z,54,,,,,34.3,36.7
2017-12-30T06:43:33.255Z,54,,,,,34.3,
2017-12-30T06:43:43.254Z,54,,,,,34.3,
2017-12-30T06:43:53.251Z,54,,,,,34.2,
2017-12-30T06:44:03.262Z,54,,,,,34.2,
2017-12-30T06:44:13.262Z,54,,,,,34.1,36.6
2017-12-30T06:44:23.251Z,54,,,,,34.1,
2017-12-30T06:44:33.253Z,54,,,,,34.1,
2017-12-30T06:44:43.251Z,54,,,,,34.1,
2017-12-30T06:44:53.255Z,54,,,,,34,
2017-12-30T06:45:03.253Z,54,,,,,34,
2017-12-30T06:45:13.253Z,54,,,,,34,
2017-12-30T06:45:23.256Z,54,,,,,33.9,
2017-12-30T06:45:33.253Z,54,,,,,33.8,
2017-12-30T06:45:53.257Z,54,,,,,33.8,
2017-12-30T06:46:03.255Z,54,,,,,33.7,
2017-12-30T06:46:13.251Z,54,,,,,33.6,
2017-12-30T06:46:23.251Z,,,,,,,36.7
2017-12-30T06:46:33.251Z,54,,,,,33.5,
2017-12-30T06:46:43.251Z,54,,,,,33.4,
