Time,ActPow,HwActive,PrimT,PrimTSet,HwTOutlet,ChActive,HwTSet
2018-02-05T00:00:04.450Z,,,,,17.9,,54
2018-02-05T00:00:14.573Z,,,,,17.8,,54
2018-02-05T00:00:24.410Z,,,39.7,,18.6,,54
2018-02-05T00:00:34.405Z,,,,,18.6,,54
2018-02-05T00:00:44.408Z,,,,,18.5,,54
2018-02-05T00:00:54.428Z,,,,,18.2,,54
2018-02-05T00:01:04.454Z,,,,,18.2,,54
2018-02-05T00:01:14.543Z,,,,,18.1,,54
2018-02-05T00:01:24.426Z,,,39.8,,17.8,,54
2018-02-05T00:01:34.407Z,,,,,17.7,,54
2018-02-05T00:01:44.426Z,,,,,17.4,,54
2018-02-05T00:01:54.429Z,,,39.9,,17.3,,54
2018-02-05T00:02:04.410Z,,,40,,17,,54
2018-02-05T00:02:14.529Z,,,,,16.8,,54
2018-02-05T00:02:24.438Z,,,40.1,,16.7,,54
2018-02-05T00:02:34.413Z,,,,,16.5,,54
2018-02-05T00:02:44.422Z,,,40.2,,16.4,,54
2018-02-05T00:02:54.438Z,,,,,16.2,,54
2018-02-05T00:03:04.413Z,,,,,16.1,,54
2018-02-05T00:03:14.534Z,0,0,40.3,61,15.9,2,54
2018-02-05T00:03:24.438Z,,,,,15.7,,54
2018-02-05T00:03:34.421Z,,,,,15.6,,54
2018-02-05T00:03:44.425Z,,,,,15.3,,54
2018-02-05T00:03:54.452Z,,,40.4,,15.1,,54
2018-02-05T00:04:04.425Z,,,,,15.1,,54
2018-02-05T00:04:14.579Z,,,,,15,,54
2018-02-05T00:04:24.492Z,,,,,14.8,,54
2018-02-05T00:04:34.432Z,,,,,14.8,,54
2018-02-05T00:04:44.594Z,,,,,14.7,,54
2018-02-05T00:04:54.476Z,,,,,14.5,,54
2018-02-05T00:05:04.425Z,,,,,14.5,,54
2018-02-05T00:05:14.607Z,,,,,14.3,,54
2018-02-05T00:05:24.447Z,,,,,14.2,,54
2018-02-05T00:05:34.430Z,,,,,14.2,,54
2018-02-05T00:05:44.662Z,,,40.3,,14.2,,54
2018-02-05T00:05:54.443Z,,,,,14,,54
2018-02-05T00:06:04.424Z,,,,,14,,54
2018-02-05T00:06:14.556Z,,,,,13.9,,54
2018-02-05T00:06:24.410Z,,,,,13.9,,54
2018-02-05T00:06:34.421Z,,,,,13.7,,54
2018-02-05T00:06:44.419Z,,,,,13.7,,54
2018-02-05T00:06:54.409Z,,,,,13.7,,54
2018-02-05T00:07:04.422Z,,,40.2,,13.7,,54
2018-02-05T00:07:14.541Z,,,,,13.6,,54
2018-02-05T00:07:24.422Z,,,,,13.6,,54
2018-02-05T00:07:34.413Z,,,,,13.6,,54
2018-02-05T00:07:44.419Z,,,,,13.6,,54
2018-02-05T00:07:54.416Z,,,40.1,,13.6,,54
2018-02-05T00:08:04.439Z,,,,,13.4,,54
2018-02-05T00:08:14.524Z,,,,,13.4,,54
2018-02-05T00:08:24.464Z,,,,,13.4,,54
2018-02-05T00:08:34.441Z,,,,,13.4,,54
2018-02-05T00:08:44.449Z,,0,40,,13.4,2,54
2018-02-05T00:08:54.556Z,37,,44.2,,13.4,,54
2018-02-05T00:09:04.585Z,29,,44.5,,14.5,,54
2018-02-05T00:09:14.522Z,30,,43.3,,15.9,,54
2018-02-05T00:09:24.440Z,29,,44.6,,16.2,,54
2018-02-05T00:09:34.428Z,,,,,16.8,,54
2018-02-05T00:09:44.411Z,,,44.7,,17.7,,54
2018-02-05T00:09:54.422Z,,,,,17.9,,54
2018-02-05T00:10:04.527Z,,,44.6,,17.9,,54
2018-02-05T00:10:14.533Z,,,,,18.4,,54
2018-02-05T00:10:24.488Z,,,,,18.6,,54
2018-02-05T00:10:34.562Z,,,44.7,,18.5,,54
2018-02-05T00:10:44.435Z,30,,44.8,,18.9,,54
2018-02-05T00:10:54.433Z,29,,,,19.4,,54
2018-02-05T00:11:04.412Z,30,,44.9,,19.7,,54
2018-02-05T00:11:14.529Z,29,,45,,20.1,,54
2018-02-05T00:11:24.414Z,,,,,20.1,,54
2018-02-05T00:11:34.466Z,,,45.1,,20.5,,54
2018-02-05T00:11:44.412Z,,,45.2,,19.7,,54
2018-02-05T00:11:54.484Z,30,,45.3,,19.7,,54
2018-02-05T00:12:04.414Z,29,,45.4,,19.6,,54
2018-02-05T00:12:14.513Z,,,45.6,,20.1,,54
2018-02-05T00:12:24.413Z,,,45.7,,20,,54
2018-02-05T00:12:34.439Z,,,45.8,,19.8,,54
2018-02-05T00:12:44.429Z,,,46,,20.1,,54
2018-02-05T00:12:54.589Z,,,46.1,,19.8,,54
2018-02-05T00:13:04.528Z,,,46.3,,19.6,,54
2018-02-05T00:13:14.548Z,,,46.4,,19.6,,54
2018-02-05T00:13:24.470Z,,,46.5,,19.7,,54
2018-02-05T00:13:34.422Z,,,46.7,,20.1,,54
2018-02-05T00:13:44.414Z,,,46.8,,20.2,,54
2018-02-05T00:13:54.443Z,30,,47,,19.8,,54
2018-02-05T00:14:04.470Z,29,,47.1,,20.2,,54
2018-02-05T00:14:14.604Z,,,47.2,,20,,54
2018-02-05T00:14:24.413Z,,,47.4,,19.6,,54
2018-02-05T00:14:34.511Z,,,47.6,,19.8,,54
2018-02-05T00:14:44.416Z,,,47.7,,20.2,,54
2018-02-05T00:14:54.414Z,,,47.8,,20.5,,54
2018-02-05T00:15:04.422Z,,,47.9,,20.6,,54
2018-02-05T00:15:14.540Z,29,,48.1,,20.9,,54
2018-02-05T00:15:24.423Z,,,48.2,,21.2,,54
2018-02-05T00:15:34.418Z,,,48.3,,21.2,,54
2018-02-05T00:15:44.424Z,,,48.4,,21.3,,54
2018-02-05T00:15:54.424Z,,,48.5,,21.6,,54
2018-02-05T00:16:04.436Z,,,48.7,,21.6,,54
2018-02-05T00:16:14.562Z,,,48.8,,21.7,,54
2018-02-05T00:16:24.441Z,,,48.9,,21.7,,54
2018-02-05T00:16:34.416Z,,,49,,21.7,,54
2018-02-05T00:16:44.420Z,,,49.1,,21.9,,54
2018-02-05T00:16:54.414Z,,,49.2,,22.1,,54
2018-02-05T00:17:04.423Z,,,49.3,,22.4,,54
2018-02-05T00:17:14.552Z,,,49.4,,22.6,,54
2018-02-05T00:17:24.415Z,,,49.5,,22.7,,54
2018-02-05T00:17:34.433Z,30,,49.6,,23.1,,54
2018-02-05T00:17:44.414Z,29,,49.7,,23.2,,54
2018-02-05T00:17:54.452Z,,,49.8,,23.3,,54
2018-02-05T00:18:04.420Z,30,,49.9,,23.4,,54
2018-02-05T00:18:14.892Z,29,,50,,23.4,,54
2018-02-05T00:18:24.421Z,,,,,23.7,,54
2018-02-05T00:18:34.467Z,,,50.1,,23.8,,54
2018-02-05T00:18:44.459Z,30,,50.2,,23.8,,54
2018-02-05T00:18:54.416Z,29,,50.3,,23.9,,54
2018-02-05T00:19:04.423Z,30,,50.4,,24,,54
2018-02-05T00:19:14.546Z,29,,50.5,,24.2,,54
2018-02-05T00:19:24.418Z,,,50.6,,24.3,,54
2018-02-05T00:19:34.501Z,,,50.7,,24.4,,54
2018-02-05T00:19:44.499Z,,,,,24.4,,54
2018-02-05T00:19:54.451Z,,,50.9,,24.5,,54
2018-02-05T00:20:04.706Z,,,51,,24.5,,54
2018-02-05T00:20:14.553Z,,,51.1,,24.5,,54
2018-02-05T00:20:24.641Z,,,51.2,,24.5,,54
2018-02-05T00:20:34.492Z,,,51.3,,24.7,,54
2018-02-05T00:20:44.791Z,,,,,24.7,,54
2018-02-05T00:20:54.548Z,,,51.4,,24.8,,54
2018-02-05T00:21:04.429Z,,,51.5,,24.8,,54
2018-02-05T00:21:14.528Z,,,,,24.9,,54
2018-02-05T00:21:24.435Z,,,51.6,,24.9,,54
2018-02-05T00:21:34.429Z,0,0,49.8,,24.9,2,54
2018-02-05T00:21:44.424Z,,,47.9,,24.9,,54
2018-02-05T00:21:54.429Z,,,47.3,,24.8,,54
2018-02-05T00:22:04.660Z,,,46.4,,24.5,,54
2018-02-05T00:22:14.520Z,,,45.7,,24.3,,54
2018-02-05T00:22:24.437Z,,,45.2,,24.2,,54
2018-02-05T00:22:34.484Z,,,44.7,,23.9,,54
2018-02-05T00:22:44.429Z,,,44.2,,23.9,,54
2018-02-05T00:22:54.419Z,,,43.9,,23.8,,54
2018-02-05T00:23:04.510Z,,,43.5,,23.6,,54
2018-02-05T00:23:14.734Z,,,43.2,,23.6,,54
2018-02-05T00:23:24.956Z,,,42.9,,23.3,,54
2018-02-05T00:23:34.419Z,,,42.7,,23.3,,54
2018-02-05T00:23:44.514Z,,,42.4,,23.2,,54
2018-02-05T00:23:54.521Z,,,42.2,,23.1,,54
2018-02-05T00:24:05.092Z,,,41.9,,23.1,,54
2018-02-05T00:24:14.520Z,,,41.8,,23,,54
2018-02-05T00:24:24.452Z,,,41.6,,22.8,,54
2018-02-05T00:24:34.456Z,,,41.5,,22.7,,54
2018-02-05T00:24:44.446Z,,,,,22.5,,54
2018-02-05T00:24:54.429Z,,,,,22.5,,54
2018-02-05T00:25:04.454Z,,,,,22.5,,54
2018-02-05T00:25:14.543Z,,,,,22.5,,54
2018-02-05T00:25:24.472Z,,,41.4,,22.1,,54
2018-02-05T00:25:34.432Z,,,,,21.9,,54
2018-02-05T00:25:44.698Z,,,,,21.5,,54
2018-02-05T00:25:54.471Z,,,,,21.2,,54
2018-02-05T00:26:04.425Z,,,41.5,,20.9,,54
2018-02-05T00:26:14.548Z,,,,,20.8,,54
2018-02-05T00:26:24.530Z,,,41.6,,20.5,,54
2018-02-05T00:26:34.422Z,,,,,20.2,,54
2018-02-05T00:26:44.547Z,,,41.7,,20.1,,54
2018-02-05T00:26:54.424Z,,,,,19.8,,54
2018-02-05T00:27:04.480Z,,,41.8,,19.7,,54
2018-02-05T00:27:14.587Z,,,,,19.6,,54
2018-02-05T00:27:24.495Z,,,,,19.4,,54
2018-02-05T00:27:34.436Z,,,41.9,,19.4,,54
2018-02-05T00:27:44.443Z,,,,,19.2,,54
2018-02-05T00:27:54.430Z,,,42,,19,,54
2018-02-05T00:28:04.483Z,,,,,19,,54
2018-02-05T00:28:14.556Z,,,,,18.9,,54
2018-02-05T00:28:24.422Z,,,,,18.8,,54
2018-02-05T00:28:34.431Z,,,,,18.6,,54
2018-02-05T00:28:44.447Z,,,,,18.6,,54
2018-02-05T00:28:54.453Z,,,42.1,,18.5,,54
2018-02-05T00:29:04.477Z,,,,,18.5,,54
2018-02-05T00:29:14.526Z,,,,,18.4,,54
2018-02-05T00:29:24.435Z,,,42,,18.4,,54
2018-02-05T00:29:34.447Z,,,42.1,,18.2,,54
2018-02-05T00:29:44.455Z,,,,,18.2,,54
2018-02-05T00:29:54.464Z,,,42,,18.1,,54
2018-02-05T00:30:04.429Z,,,,,18.1,,54
2018-02-05T00:30:14.610Z,,,,,17.9,,54
2018-02-05T00:30:24.433Z,,,,,17.9,,54
2018-02-05T00:30:34.515Z,,,,,17.8,,54
2018-02-05T00:30:44.470Z,42,0,44.2,,17.8,2,54
2018-02-05T00:30:54.510Z,31,,47.2,,17.8,,54
2018-02-05T00:31:04.430Z,29,,45.6,,18.1,,54
2018-02-05T00:31:14.540Z,,,46.2,,19,,54
2018-02-05T00:31:24.425Z,,,46.9,,19.7,,54
2018-02-05T00:31:34.433Z,30,,46.8,,20.2,,54
2018-02-05T00:31:44.426Z,29,,47,,20.8,,54
2018-02-05T00:31:54.542Z,,,46.9,,21.3,,54
2018-02-05T00:32:04.421Z,29,,47,,21.7,,54
2018-02-05T00:32:14.548Z,,,,,22,,54
2018-02-05T00:32:24.518Z,30,,47.1,,22.2,,54
2018-02-05T00:32:34.427Z,29,,,,22.5,,54
2018-02-05T00:32:44.430Z,,,47.2,,22.5,,54
2018-02-05T00:32:54.461Z,,,47.3,,22.7,,54
2018-02-05T00:33:04.663Z,,,47.4,,22.8,,54
2018-02-05T00:33:14.567Z,30,,,,22.8,,54
2018-02-05T00:33:24.468Z,29,,47.6,,23,,54
2018-02-05T00:33:34.446Z,,,47.7,,23.1,,54
2018-02-05T00:33:44.432Z,,,47.8,,23.2,,54
2018-02-05T00:33:54.438Z,,,,,23.3,,54
2018-02-05T00:34:04.430Z,,,48,,23.4,,54
2018-02-05T00:34:14.523Z,,,48.1,,23.6,,54
2018-02-05T00:34:24.523Z,,,48.2,,23.7,,54
2018-02-05T00:34:34.458Z,,,48.3,,23.7,,54
2018-02-05T00:34:44.459Z,30,,48.4,,23.9,,54
2018-02-05T00:34:54.447Z,29,,48.5,,24,,54
2018-02-05T00:35:04.623Z,,,48.7,,24,,54
2018-02-05T00:35:14.546Z,,,48.8,,24.2,,54
2018-02-05T00:35:24.452Z,,,48.9,,24.3,,54
2018-02-05T00:35:34.442Z,,,49,,24.4,,54
2018-02-05T00:35:44.602Z,,,49.1,,24.4,,54
2018-02-05T00:35:54.500Z,,,49.3,,24.4,,54
2018-02-05T00:36:04.429Z,,,49.4,,24.7,,54
2018-02-05T00:36:14.564Z,,,49.5,,24.7,,54
2018-02-05T00:36:24.458Z,,,49.6,,24.8,,54
2018-02-05T00:36:34.433Z,,,49.7,,24.8,,54
2018-02-05T00:36:44.433Z,,,49.8,,24.9,,54
2018-02-05T00:36:54.447Z,,,49.9,,24.9,,54
2018-02-05T00:37:04.456Z,30,,50,,25,,54
2018-02-05T00:37:14.528Z,29,,50.2,,25.1,,54
2018-02-05T00:37:24.539Z,,,50.3,,25.1,,54
2018-02-05T00:37:34.442Z,,,50.4,,25.3,,54
2018-02-05T00:37:44.468Z,,,50.5,,25.3,,54
2018-02-05T00:37:54.448Z,,,50.6,,25.3,,54
2018-02-05T00:38:04.427Z,,,50.7,,25.4,,54
2018-02-05T00:38:14.668Z,0,0,48.5,,25.5,2,54
2018-02-05T00:38:24.430Z,,,46.8,,25.5,,54
2018-02-05T00:38:34.437Z,,,46.1,,25.3,,54
2018-02-05T00:38:44.519Z,,,45.3,,25,,54
2018-02-05T00:38:54.573Z,,,44.6,,24.9,,54
2018-02-05T00:39:04.573Z,,,44.1,,24.7,,54
2018-02-05T00:39:14.537Z,,,43.7,,24.5,,54
2018-02-05T00:39:24.459Z,,,43.2,,24.4,,54
2018-02-05T00:39:34.513Z,,,42.8,,24.3,,54
2018-02-05T00:39:44.478Z,,,42.4,,24,,54
2018-02-05T00:39:54.486Z,,,42.1,,24,,54
2018-02-05T00:40:04.427Z,,,41.8,,23.8,,54
2018-02-05T00:40:14.551Z,,,41.6,,23.8,,54
2018-02-05T00:40:24.431Z,,,41.4,,23.7,,54
2018-02-05T00:40:34.471Z,,,41.2,,23.6,,54
2018-02-05T00:40:44.538Z,,,41,,23.4,,54
2018-02-05T00:40:54.461Z,,,40.8,,23.3,,54
2018-02-05T00:41:04.444Z,,,40.7,,23.3,,54
2018-02-05T00:41:14.689Z,,,40.6,,23.2,,54
2018-02-05T00:41:24.572Z,,,,,23,,54
2018-02-05T00:41:34.444Z,,,,,22.8,,54
2018-02-05T00:41:44.493Z,,,,,23,,54
2018-02-05T00:41:54.448Z,,,,,22.8,,54
2018-02-05T00:42:04.483Z,,,,,22.6,,54
2018-02-05T00:42:14.621Z,,,,,22.2,,54
2018-02-05T00:42:24.548Z,,,40.5,,21.9,,54
2018-02-05T00:42:34.461Z,,,40.6,,21.6,,54
2018-02-05T00:42:44.521Z,,,,,21.3,,54
2018-02-05T00:42:54.443Z,,,,,21.1,,54
2018-02-05T00:43:04.459Z,,,,,20.9,,54
2018-02-05T00:43:14.580Z,,,40.7,,20.6,,54
2018-02-05T00:43:24.459Z,,,,,20.5,,54
2018-02-05T00:43:34.443Z,,,40.8,,20.4,,54
2018-02-05T00:43:44.434Z,,,,,20.1,,54
2018-02-05T00:43:54.443Z,,,40.9,,20,,54
2018-02-05T00:44:04.443Z,,,41,,19.8,,54
2018-02-05T00:44:14.588Z,,,,,19.7,,54
2018-02-05T00:44:24.435Z,,,,,19.6,,54
2018-02-05T00:44:34.443Z,,,41.1,,19.4,,54
2018-02-05T00:44:44.453Z,,,,,19.3,,54
2018-02-05T00:44:54.430Z,,,,,19.2,,54
2018-02-05T00:45:04.545Z,,,,,19.2,,54
2018-02-05T00:45:14.532Z,,,41.2,,19,,54
2018-02-05T00:45:24.443Z,,,,,18.9,,54
2018-02-05T00:45:34.666Z,,,,,18.8,,54
2018-02-05T00:45:44.453Z,,,,,18.8,,54
2018-02-05T00:45:54.494Z,,,,,18.6,,54
2018-02-05T00:46:04.485Z,,,,,18.6,,54
2018-02-05T00:46:14.615Z,,,,,18.5,,54
2018-02-05T00:46:24.430Z,,,,,18.5,,54
2018-02-05T00:46:34.441Z,,,,,18.4,,54
2018-02-05T00:46:44.568Z,,,,,18.4,,54
2018-02-05T00:46:54.585Z,,,,,18.2,,54
2018-02-05T00:47:04.449Z,,,,,18.1,,54
2018-02-05T00:47:14.568Z,,,41.1,,18.1,,54
2018-02-05T00:47:24.448Z,42,0,43.7,,18.1,2,54
2018-02-05T00:47:34.442Z,29,,46.4,,17.9,,54
2018-02-05T00:47:44.743Z,30,,44.7,,18.4,,54
2018-02-05T00:47:54.499Z,29,,45.6,,19.3,,54
2018-02-05T00:48:04.440Z,,,46.2,,19.8,,54
2018-02-05T00:48:14.544Z,,,,,20.4,,54
2018-02-05T00:48:24.499Z,,,,,21.1,,54
2018-02-05T00:48:34.460Z,,,46.3,,21.5,,54
2018-02-05T00:48:44.441Z,,,,,21.9,,54
2018-02-05T00:48:54.447Z,,,46.4,,22.1,,54
2018-02-05T00:49:04.440Z,,,,,22.4,,54
2018-02-05T00:49:14.548Z,,,46.5,,22.5,,54
2018-02-05T00:49:24.634Z,,,46.6,,22.6,,54
2018-02-05T00:49:34.464Z,,,46.7,,22.7,,54
2018-02-05T00:49:44.590Z,30,,46.8,,22.8,,54
2018-02-05T00:49:54.447Z,29,,,,23,,54
2018-02-05T00:50:04.571Z,,,46.9,,23.1,,54
2018-02-05T00:50:14.611Z,,,,,23.2,,54
2018-02-05T00:50:24.626Z,,,47,,23.3,,54
2018-02-05T00:50:34.463Z,,,47.1,,23.4,,54
2018-02-05T00:50:44.441Z,,,47.2,,23.4,,54
2018-02-05T00:50:54.442Z,,,47.3,,23.7,,54
2018-02-05T00:51:04.439Z,,,47.4,,23.7,,54
2018-02-05T00:51:14.587Z,,,47.7,,23.8,,54
2018-02-05T00:51:24.478Z,,,,,23.9,,54
2018-02-05T00:51:34.548Z,,,47.9,,24,,54
2018-02-05T00:51:44.600Z,,,48,,24.2,,54
2018-02-05T00:51:54.840Z,,,48.1,,24.2,,54
2018-02-05T00:52:04.465Z,,,48.2,,24.3,,54
2018-02-05T00:52:14.655Z,,,48.4,,24.4,,54
2018-02-05T00:52:24.450Z,,,48.5,,24.5,,54
2018-02-05T00:52:34.473Z,,,48.6,,24.5,,54
2018-02-05T00:52:44.438Z,,,48.7,,24.5,,54
2018-02-05T00:52:54.454Z,,,48.8,,24.7,,54
2018-02-05T00:53:04.490Z,,,49,,24.8,,54
2018-02-05T00:53:14.549Z,,,49.1,,24.8,,54
2018-02-05T00:53:24.462Z,,,49.2,,24.9,,54
2018-02-05T00:53:34.467Z,,,49.3,,24.9,,54
2018-02-05T00:53:44.452Z,,,49.4,,25,,54
2018-02-05T00:53:54.438Z,,,49.5,,25,,54
2018-02-05T00:54:04.436Z,,,49.6,,25.1,,54
2018-02-05T00:54:14.565Z,,,49.7,,25.1,,54
2018-02-05T00:54:24.642Z,0,,49.8,,25.1,,54
2018-02-05T00:54:34.586Z,,0,47.9,,25.3,2,54
2018-02-05T00:54:44.437Z,,,46.1,,25.3,,54
2018-02-05T00:54:54.628Z,,,45.4,,25.1,,54
2018-02-05T00:55:04.435Z,,,44.6,,24.9,,54
2018-02-05T00:55:14.537Z,,,43.9,,24.8,,54
2018-02-05T00:55:24.515Z,,,43.4,,24.5,,54
2018-02-05T00:55:34.444Z,,,42.9,,24.4,,54
2018-02-05T00:55:44.446Z,,,42.4,,24.3,,54
2018-02-05T00:55:54.436Z,,,42,,24.2,,54
2018-02-05T00:56:04.449Z,,,41.7,,24,,54
2018-02-05T00:56:14.558Z,,,41.4,,23.9,,54
2018-02-05T00:56:24.479Z,,,41.1,,23.8,,54
2018-02-05T00:56:34.440Z,,,40.9,,23.7,,54
2018-02-05T00:56:44.445Z,,,40.7,,23.6,,54
2018-02-05T00:56:54.469Z,,,40.5,,23.4,,54
2018-02-05T00:57:04.518Z,,,40.3,,23.4,,54
2018-02-05T00:57:14.592Z,,,40.1,,23.3,,54
2018-02-05T00:57:24.594Z,,,40,,23.2,,54
2018-02-05T00:57:34.437Z,,,39.9,,23.1,,54
2018-02-05T00:57:44.464Z,,,,,22.7,,54
2018-02-05T00:57:54.474Z,,,,,22.8,,54
2018-02-05T00:58:04.439Z,,,,,23,,54
2018-02-05T00:58:14.617Z,,,,,22.7,,54
2018-02-05T00:58:24.477Z,,,,,22.4,,54
2018-02-05T00:58:34.496Z,45,0,40.3,,22.1,2,54
2018-02-05T00:58:44.468Z,32,,46.3,,21.9,,54
2018-02-05T00:58:54.439Z,29,,45.6,,21.9,,54
2018-02-05T00:59:04.604Z,,,45.7,,22.6,,54
2018-02-05T00:59:14.813Z,,,46.8,,22.8,,54
2018-02-05T00:59:24.442Z,29,,47,,23.2,,54
2018-02-05T00:59:34.480Z,,,47.4,,23.6,,54
2018-02-05T00:59:44.612Z,,,47.8,,23.8,,54
2018-02-05T00:59:54.486Z,,,48,,23.9,,54
2018-02-05T01:00:04.463Z,,,48.2,,24,,54
2018-02-05T01:00:14.632Z,,,48.4,,24.2,,54
2018-02-05T01:00:24.479Z,,,48.6,,24.2,,54
2018-02-05T01:00:39.548Z,,,48.8,,24.2,,54
2018-02-05T01:00:44.464Z,,,48.9,,24.2,,54
2018-02-05T01:00:54.489Z,30,,49,,24.3,,54
2018-02-05T01:01:04.452Z,29,,49.1,,24.3,,54
2018-02-05T01:01:14.540Z,,,49.2,,24.2,,54
2018-02-05T01:01:24.491Z,,,49.3,,24.2,,54
2018-02-05T01:01:34.638Z,30,,49.4,,24.3,,54
2018-02-05T01:01:44.470Z,29,,49.5,,24.4,,54
2018-02-05T01:01:54.501Z,,,49.6,,24.5,,54
2018-02-05T01:02:04.460Z,,,49.7,,24.5,,54
2018-02-05T01:02:14.574Z,,,49.8,,24.7,,54
2018-02-05T01:02:24.441Z,,,,,25.3,,54
2018-02-05T01:02:34.462Z,,,49.9,,25.1,,54
2018-02-05T01:02:44.443Z,,,50,,25.1,,54
2018-02-05T01:02:54.441Z,,,50.1,,25.3,,54
2018-02-05T01:03:04.521Z,,,50.2,,25.4,,54
2018-02-05T01:03:14.548Z,29,0,50.3,61,25.5,2,54
2018-02-05T01:03:24.484Z,,,,,25.6,,54
2018-02-05T01:03:34.450Z,,,50.4,,25.6,,54
2018-02-05T01:03:44.478Z,,,50.5,,25.7,,54
2018-02-05T01:03:54.457Z,30,,50.6,,25.9,,54
2018-02-05T01:04:04.447Z,29,,,,25.9,,54
2018-02-05T01:04:14.545Z,,,50.7,,25.9,,54
2018-02-05T01:04:24.452Z,,,50.9,,26,,54
2018-02-05T01:04:34.469Z,29,,51,,26,,54
2018-02-05T01:04:44.568Z,,,51.1,,26,,54
2018-02-05T01:04:54.508Z,,,51.2,,26.1,,54
2018-02-05T01:05:04.632Z,,,,,26.1,,54
2018-02-05T01:05:14.540Z,,,51.3,,26.1,,54
2018-02-05T01:05:24.659Z,,,51.4,,26.1,,54
2018-02-05T01:05:34.453Z,,,51.5,,26.1,,54
2018-02-05T01:05:44.489Z,,,51.6,,26.1,,54
2018-02-05T01:05:54.461Z,,,51.7,,26.2,,54
2018-02-05T01:06:04.446Z,,,51.8,,26.1,,54
2018-02-05T01:06:14.667Z,,,,,26.1,,54
2018-02-05T01:06:24.535Z,,,51.9,,26.1,,54
2018-02-05T01:06:34.509Z,,,52,,,,
2018-02-05T01:06:44.486Z,,,52.1,,26.1,,54
2018-02-05T01:06:54.458Z,,,52.2,,26.1,,54
2018-02-05T01:07:04.445Z,,,,,26.1,,54
2018-02-05T01:07:14.672Z,,,52.3,,26.1,,54
2018-02-05T01:07:24.450Z,,,52.4,,26.1,,54
2018-02-05T01:07:34.443Z,,,52.6,,26.2,,54
2018-02-05T01:07:44.524Z,,,,,26.2,,54
2018-02-05T01:07:54.446Z,,,52.7,,26.2,,54
2018-02-05T01:08:04.475Z,,,52.8,,26.2,,54
2018-02-05T01:08:14.571Z,,,,,26.3,,54
2018-02-05T01:08:24.485Z,,,52.9,,26.2,,54
2018-02-05T01:08:34.727Z,,,53,,,,
2018-02-05T01:08:44.476Z,,,53.1,,26.3,,54
2018-02-05T01:08:54.584Z,30,,,,26.3,,54
2018-02-05T01:09:04.550Z,0,0,53,,26.5,2,54
2018-02-05T01:09:14.695Z,,,50.5,,26.5,,54
2018-02-05T01:09:24.460Z,,,49.1,,26.2,,54
2018-02-05T01:09:34.473Z,,,48.5,,,,
2018-02-05T01:09:44.454Z,,,47.6,,25.7,,54
2018-02-05T01:09:54.501Z,,,46.8,,25.6,,54
2018-02-05T01:10:04.488Z,,,46.3,,25.5,,54
2018-02-05T01:10:14.553Z,,,45.8,,25.3,,54
2018-02-05T01:10:24.450Z,,,45.4,,25.1,,54
2018-02-05T01:10:34.447Z,,,45,,25,,54
2018-02-05T01:10:49.637Z,,,44.7,,24.9,,54
2018-02-05T01:10:54.504Z,,,44.4,,24.8,,54
2018-02-05T01:11:04.465Z,,,44.1,,24.7,,54
2018-02-05T01:11:14.555Z,,,43.9,,24.5,,54
2018-02-05T01:11:24.445Z,,,43.6,,24.5,,54
2018-02-05T01:11:34.557Z,,,43.4,,24.4,,54
2018-02-05T01:11:44.455Z,,,43.2,,24.3,,54
2018-02-05T01:11:54.464Z,,,43.1,,24.2,,54
2018-02-05T01:12:04.448Z,,,42.9,,24.2,,54
2018-02-05T01:12:14.659Z,,,,,23.9,,54
2018-02-05T01:12:24.583Z,,,42.8,,23.4,,54
2018-02-05T01:12:34.621Z,,,,,23.6,,54
2018-02-05T01:12:44.658Z,,,,,23.7,,54
2018-02-05T01:12:54.542Z,,,,,23.3,,54
2018-02-05T01:13:04.630Z,,,,,23.1,,54
2018-02-05T01:13:14.643Z,,,,,22.8,,54
2018-02-05T01:13:24.502Z,,,,,22.5,,54
2018-02-05T01:13:34.827Z,,,,,22.2,,54
2018-02-05T01:13:44.491Z,,,,,22,,54
2018-02-05T01:13:54.457Z,,,,,21.7,,54
2018-02-05T01:14:04.535Z,,,42.9,,21.7,,54
2018-02-05T01:14:14.659Z,,,,,21.3,,54
2018-02-05T01:14:24.480Z,,,43,,21.1,,54
2018-02-05T01:14:34.468Z,,,,,20.9,,54
2018-02-05T01:14:44.470Z,,,43.1,,20.8,,54
2018-02-05T01:14:54.486Z,,,43.2,,20.5,,54
2018-02-05T01:15:04.454Z,,,,,20.4,,54
2018-02-05T01:15:14.550Z,,,,,20.4,,54
2018-02-05T01:15:24.451Z,,,43.3,,20.1,,54
2018-02-05T01:15:34.475Z,,,,,20.1,,54
2018-02-05T01:15:44.520Z,,,,,20,,54
2018-02-05T01:15:54.467Z,,,,,19.8,,54
2018-02-05T01:16:04.449Z,,,,,19.7,,54
2018-02-05T01:16:14.562Z,43,0,44.7,,19.6,2,54
2018-02-05T01:16:24.454Z,30,,48.8,,19.6,,54
2018-02-05T01:16:34.529Z,29,,47.1,,20,,54
2018-02-05T01:16:44.563Z,,,48.1,,20.9,,54
2018-02-05T01:16:54.468Z,,,48.6,,21.3,,54
2018-02-05T01:17:04.546Z,,,48.7,,22,,54
2018-02-05T01:17:14.581Z,,,48.8,,22.5,,54
2018-02-05T01:17:29.600Z,,,,,23,,54
2018-02-05T01:17:34.466Z,,,,,23.2,,54
