Time,PrimT,PrimTSet,ActPow,HwTSet,ChActive,HwTOutlet,HwActive
2017-12-18T06:18:16.385Z,,,,54,,29,
2017-12-18T06:18:26.390Z,40,,,,,,
2017-12-18T06:18:36.868Z,40.1,,,54,,29.1,
2017-12-18T06:18:46.387Z,,,,54,,29.1,
2017-12-18T06:18:56.387Z,40.3,,,,,,
2017-12-18T06:19:06.511Z,40.4,,,54,,29.3,
2017-12-18T06:19:16.385Z,,,,54,,29.3,
2017-12-18T06:19:26.386Z,40.7,,,54,,29.5,
2017-12-18T06:19:36.402Z,40.8,,,54,,29.5,
2017-12-18T06:19:46.394Z,40.9,,,54,,29.6,
2017-12-18T06:19:56.388Z,41,,,54,,29.6,
2017-12-18T06:20:06.478Z,41.1,,,54,,29.7,
2017-12-18T06:20:16.387Z,41.3,,,,,,
2017-12-18T06:20:26.395Z,41.4,,,54,,29.8,
2017-12-18T06:20:36.388Z,,,,54,,30,
2017-12-18T06:20:46.391Z,41.6,,,,,,
2017-12-18T06:20:56.386Z,41.7,,,54,,30.1,
2017-12-18T06:21:06.498Z,,,,54,,30.2,
2017-12-18T06:21:16.383Z,42,,,,,,
2017-12-18T06:21:26.394Z,42.1,,,54,,30.3,
2017-12-18T06:21:59.262Z,42.2,,,54,,30.4,
2017-12-18T06:21:59.263Z,,,,54,,30.7,
2017-12-18T06:21:59.270Z,42.4,,,54,,30.7,
2017-12-18T06:22:06.492Z,42.7,,,54,,30.8,
2017-12-18T06:22:16.389Z,,,,54,,30.9,
2017-12-18T06:22:26.388Z,42.8,,,54,,31,
2017-12-18T06:22:36.388Z,43,,,,,,
2017-12-18T06:22:46.385Z,43.1,,,54,,31.3,
2017-12-18T06:22:56.385Z,43.2,,,54,,31.3,
2017-12-18T06:23:06.486Z,43.3,,,,,,
2017-12-18T06:23:16.386Z,43.5,,,54,,31.5,
2017-12-18T06:23:26.386Z,43.6,,,54,,31.6,
2017-12-18T06:23:36.436Z,43.7,,30,,,,
2017-12-18T06:23:46.388Z,43.8,,29,54,,31.6,
2017-12-18T06:23:56.386Z,43.9,,,54,,31.9,
2017-12-18T06:24:06.516Z,44,,,,,,
2017-12-18T06:24:16.409Z,,,,54,,32.1,
2017-12-18T06:24:26.449Z,44.1,,30,,,,
2017-12-18T06:24:36.424Z,44.3,,29,54,,32.3,
2017-12-18T06:24:46.388Z,44.4,,,54,,32.3,
2017-12-18T06:25:06.491Z,44.6,,,54,,32.4,
2017-12-18T06:25:16.388Z,,,,54,,32.6,
2017-12-18T06:25:26.403Z,44.7,,,54,,32.7,
2017-12-18T06:25:36.388Z,44.9,,,,,,
2017-12-18T06:25:46.389Z,45,,,54,,32.7,
2017-12-18T06:25:56.407Z,,,,54,,32.9,
2017-12-18T06:26:06.537Z,45.2,,,54,,33.1,
2017-12-18T06:26:16.391Z,45.3,,,,,,
2017-12-18T06:26:26.391Z,,,,54,,33.2,
2017-12-18T06:26:36.397Z,,,,54,,33.3,
2017-12-18T06:26:46.389Z,45.4,,,54,,33.3,
2017-12-18T06:26:56.394Z,44.2,,0,54,1,33.4,0
2017-12-18T06:27:06.491Z,42.2,,,54,,33.5,
2017-12-18T06:27:16.391Z,41.6,,,54,,33.6,
2017-12-18T06:27:26.390Z,40.8,,,54,,33.6,
2017-12-18T06:27:36.397Z,,,,54,,33.7,
2017-12-18T06:27:46.400Z,39.8,,,,,,
2017-12-18T06:27:56.396Z,39.3,,,54,,33.8,
2017-12-18T06:28:06.492Z,38.8,,,,,,
2017-12-18T06:28:16.394Z,,,,54,,33.8,
2017-12-18T06:28:26.397Z,38.5,,,,,,
2017-12-18T06:28:36.392Z,37.9,,,54,,33.7,
2017-12-18T06:28:46.389Z,37.6,,,54,,33.7,
2017-12-18T06:28:56.412Z,,,,54,,33.6,
2017-12-18T06:29:06.516Z,37.2,,,,,,
2017-12-18T06:29:16.447Z,36.9,,,54,,33.6,
2017-12-18T06:29:26.390Z,36.7,,,54,,33.6,
2017-12-18T06:29:36.394Z,36.5,,,54,,33.5,
2017-12-18T06:29:46.399Z,,,,54,,33.5,
2017-12-18T06:29:56.388Z,36.3,,,,,,
2017-12-18T06:30:06.510Z,,,,54,,33.4,
2017-12-18T06:30:16.401Z,,,,54,,33.4,
2017-12-18T06:30:36.398Z,36.2,,,54,,33.3,
2017-12-18T06:30:46.392Z,,,,54,,33.3,
2017-12-18T06:30:56.397Z,,,,54,,33.3,
2017-12-18T06:31:16.395Z,,,,54,,33.3,
2017-12-18T06:31:26.410Z,,,,54,,33.2,
2017-12-18T06:31:36.391Z,,,,54,,33.2,
2017-12-18T06:31:46.423Z,,,,54,,33.2,
2017-12-18T06:32:06.664Z,,,,54,,32.9,
2017-12-18T06:32:16.414Z,,,,54,,32.9,
2017-12-18T06:32:36.400Z,,,,54,,32.8,
2017-12-18T06:32:46.395Z,,,,54,,32.7,
2017-12-18T06:33:06.594Z,36.3,,,54,,32.6,
2017-12-18T06:33:16.392Z,,,,54,,32.5,
2017-12-18T06:33:26.403Z,,,,54,,32.4,
2017-12-18T06:33:36.393Z,36.4,,,,,,
2017-12-18T06:33:46.393Z,,,,54,,32.2,
2017-12-18T06:33:56.395Z,,,,54,,32.1,
2017-12-18T06:34:06.493Z,36.5,,,,,,
2017-12-18T06:34:16.411Z,,,,54,,32.1,
2017-12-18T06:34:26.415Z,,,,54,,32,
2017-12-18T06:34:36.434Z,36.6,,,54,,31.9,
2017-12-18T06:34:46.394Z,,,,54,,31.8,
2017-12-18T06:34:56.402Z,,,,54,,31.6,
2017-12-18T06:35:06.502Z,,,,54,,31.5,
2017-12-18T06:35:16.398Z,,,,54,,31.5,
2017-12-18T06:35:26.417Z,36.7,,,54,,31.4,
2017-12-18T06:35:41.498Z,,,,54,,31.2,
2017-12-18T06:35:46.430Z,,,,54,,31.2,
2017-12-18T06:36:06.518Z,,,,54,,30.9,
2017-12-18T06:36:26.401Z,,,,54,,30.8,
2017-12-18T06:36:36.399Z,,,,54,,30.8,
2017-12-18T06:36:46.396Z,,,,54,,30.7,
2017-12-18T06:36:56.398Z,,,,54,,30.6,
2017-12-18T06:37:06.497Z,,,,54,,30.4,
2017-12-18T06:37:16.400Z,,,,54,,30.4,
2017-12-18T06:37:26.404Z,36.6,,,54,,30.3,
2017-12-18T06:37:36.500Z,,,,54,,30.3,
2017-12-18T06:37:46.416Z,,,,54,,30.2,
2017-12-18T06:37:56.399Z,,,,54,,30.1,
2017-12-18T06:38:06.494Z,,,,54,,30,
2017-12-18T06:38:16.403Z,,,,54,,30,
2017-12-18T06:38:26.395Z,,,,54,,29.8,
2017-12-18T06:38:36.411Z,,,,54,,29.8,
2017-12-18T06:38:46.412Z,,,,54,,29.7,
2017-12-18T06:38:56.397Z,36.5,,,54,,29.7,
2017-12-18T06:39:06.523Z,,,,54,,29.5,
2017-12-18T06:39:26.403Z,,,,54,,29.5,
2017-12-18T06:39:36.400Z,,,,54,,29.3,
2017-12-18T06:39:46.399Z,,,,54,,29.3,
2017-12-18T06:39:56.402Z,36.4,,,54,,29.2,
2017-12-18T06:40:06.502Z,,,,54,,29.2,
2017-12-18T06:40:16.400Z,,,,54,,29.1,
2017-12-18T06:40:26.413Z,,,,54,,29,
2017-12-18T06:40:36.411Z,,,,54,,29,
2017-12-18T06:40:46.415Z,,,,54,,28.9,
2017-12-18T06:40:56.423Z,,,,54,,28.9,
2017-12-18T06:41:06.503Z,36.3,,,54,,28.7,
2017-12-18T06:41:16.405Z,,,,54,,28.7,
2017-12-18T06:41:26.410Z,,,,54,,28.6,
2017-12-18T06:41:36.398Z,,,,54,,28.6,
2017-12-18T06:41:46.406Z,,,,54,,28.6,
2017-12-18T06:41:56.409Z,40.7,,38,54,1,28.5,0
2017-12-18T06:42:06.501Z,41.4,,29,54,,28.5,
2017-12-18T06:42:16.400Z,39.4,,30,54,,28.4,
2017-12-18T06:42:26.397Z,40,,29,54,,28.4,
2017-12-18T06:42:36.400Z,40.2,,,54,,28.4,
2017-12-18T06:42:46.401Z,40.3,,30,,,,
2017-12-18T06:42:56.399Z,,,,54,,28.4,
2017-12-18T06:43:06.524Z,40.2,,29,54,,28.6,
2017-12-18T06:43:26.404Z,,,,54,,28.7,
2017-12-18T06:43:36.397Z,40.4,,30,54,,28.9,
2017-12-18T06:43:46.397Z,,,,54,,29.1,
2017-12-18T06:43:56.398Z,40.5,,,54,,29.2,
2017-12-18T06:44:06.492Z,40.6,,,54,,29.3,
2017-12-18T06:44:16.401Z,40.7,,29,54,,29.6,
2017-12-18T06:44:26.401Z,40.8,,,,,,
2017-12-18T06:44:36.402Z,40.9,,,54,,29.7,
2017-12-18T06:44:46.404Z,,,,54,,29.8,
2017-12-18T06:45:06.501Z,,,,54,,30,
2017-12-18T06:45:16.403Z,41,,,54,,30.1,
2017-12-18T06:45:26.399Z,,,,54,,30.1,
2017-12-18T06:45:36.399Z,41.1,,,54,,30.2,
2017-12-18T06:45:46.399Z,41.2,,,54,,30.2,
2017-12-18T06:45:56.399Z,41.3,,,54,,30.3,
2017-12-18T06:46:06.503Z,41.4,,,54,,30.4,
2017-12-18T06:46:16.400Z,41.5,,,,,,
2017-12-18T06:46:26.406Z,41.7,,,54,,30.4,
2017-12-18T06:46:36.532Z,,,,54,,30.4,
2017-12-18T06:46:46.403Z,42,,,54,,30.6,
2017-12-18T06:46:56.425Z,,,,54,,30.6,
2017-12-18T06:47:06.515Z,42.1,,,54,,30.7,
2017-12-18T06:47:16.401Z,42.2,,,54,,30.8,
2017-12-18T06:47:26.401Z,42.3,,30,54,,30.8,
2017-12-18T06:47:36.467Z,42.4,,29,54,,30.9,
2017-12-18T06:47:46.442Z,42.6,,,54,,31,
2017-12-18T06:47:56.402Z,42.8,,,54,,31,
2017-12-18T06:48:06.489Z,43,,,54,,31.2,
2017-12-18T06:48:16.407Z,,,,54,,31.3,
2017-12-18T06:48:26.432Z,43.1,,,54,,31.4,
2017-12-18T06:48:36.400Z,43.2,,,54,,31.4,
2017-12-18T06:48:46.424Z,43.3,,30,54,,31.5,
2017-12-18T06:48:56.402Z,43.4,,29,54,,31.6,
2017-12-18T06:49:06.503Z,43.5,,,54,,31.8,
2017-12-18T06:49:16.402Z,43.6,,,54,,31.9,
2017-12-18T06:49:26.407Z,43.7,,,54,,32,
2017-12-18T06:49:36.408Z,43.8,,,54,,32.1,
2017-12-18T06:49:46.408Z,44,,,54,,32.2,
2017-12-18T06:49:56.406Z,44.1,,30,54,,32.3,
2017-12-18T06:50:06.552Z,44.2,,29,54,,32.3,
2017-12-18T06:50:16.449Z,44.3,,,54,,32.4,
2017-12-18T06:50:26.406Z,44.4,,,54,,32.5,
2017-12-18T06:50:36.528Z,44.5,,,54,,32.6,
2017-12-18T06:50:46.403Z,44.6,,,54,,32.7,
2017-12-18T06:50:56.401Z,44.7,,,54,,32.8,
2017-12-18T06:51:06.523Z,44.8,,,54,,32.9,
2017-12-18T06:51:16.404Z,45,,30,54,,33.1,
2017-12-18T06:51:26.451Z,,,29,54,,33.2,
2017-12-18T06:51:36.405Z,45.1,,,54,,33.3,
2017-12-18T06:51:46.403Z,,,,54,,33.4,
2017-12-18T06:51:56.425Z,45.2,,,54,,33.5,
2017-12-18T06:52:06.508Z,45.3,,30,54,,33.5,
2017-12-18T06:52:16.408Z,45.4,,,54,,33.6,
2017-12-18T06:52:26.414Z,45.5,,,54,,33.7,
2017-12-18T06:52:36.435Z,45.6,,29,54,,33.8,
2017-12-18T06:52:46.410Z,45.7,,,54,,33.9,
2017-12-18T06:52:56.423Z,45.8,,30,54,,34,
2017-12-18T06:53:06.527Z,46,,29,54,,34.1,
2017-12-18T06:53:16.410Z,,,,54,,34.1,
2017-12-18T06:53:26.422Z,,,,54,,34.2,
2017-12-18T06:53:36.428Z,46.1,,,54,,34.3,
2017-12-18T06:53:46.425Z,46.2,,,54,,34.3,
2017-12-18T06:53:56.418Z,44.9,,0,54,1,34.4,0
2017-12-18T06:54:06.541Z,43.8,,,54,,34.5,
2017-12-18T06:54:16.407Z,42.9,,,54,,34.6,
2017-12-18T06:54:26.459Z,41.9,,,54,,34.6,
2017-12-18T06:54:36.406Z,40.9,,,54,,34.7,
2017-12-18T06:54:46.419Z,,,,54,,34.7,
2017-12-18T06:54:56.407Z,40.4,,,54,,34.7,
2017-12-18T06:55:06.509Z,39.9,,,54,,34.7,
2017-12-18T06:55:16.405Z,39.6,,,54,,34.7,
2017-12-18T06:55:26.410Z,38.9,,,54,,34.7,
2017-12-18T06:55:36.415Z,,,,54,,34.7,
2017-12-18T06:55:46.435Z,38.6,,,54,,34.7,
2017-12-18T06:55:56.410Z,38.3,,,54,,34.6,
2017-12-18T06:56:06.497Z,37.9,,,54,,34.6,
2017-12-18T06:56:16.405Z,,,,54,,34.6,
2017-12-18T06:56:26.436Z,37.7,,,54,,34.5,
2017-12-18T06:56:36.408Z,37.5,,,54,,34.5,
2017-12-18T06:56:46.410Z,37.3,,,54,,34.4,
2017-12-18T06:56:56.408Z,37.1,,,54,,34.4,
2017-12-18T06:57:06.509Z,,,,54,,34.3,
2017-12-18T06:57:16.409Z,36.9,,,54,,34.3,
2017-12-18T06:57:26.452Z,37.1,,,54,,34.2,
2017-12-18T06:57:36.425Z,36.9,,,54,,34.2,
2017-12-18T06:57:46.409Z,,,,54,,34.2,
2017-12-18T06:57:56.412Z,,,,54,,34.1,
2017-12-18T06:58:06.510Z,,,,54,,34.1,
2017-12-18T06:58:16.412Z,,,,54,,34.1,
2017-12-18T06:58:26.483Z,,,,54,,34.1,
2017-12-18T06:58:36.437Z,36.8,,,54,,34.1,
2017-12-18T06:58:46.408Z,,,,54,,34,
2017-12-18T06:58:56.412Z,,,,54,,34,
2017-12-18T06:59:06.509Z,,,,54,,33.9,
2017-12-18T06:59:17.572Z,,,,54,,33.9,
2017-12-18T06:59:26.410Z,,,,54,,33.8,
2017-12-18T06:59:36.415Z,36.9,,,54,,33.7,
2017-12-18T06:59:46.421Z,,,,54,,33.7,
2017-12-18T06:59:56.541Z,,,,54,,33.6,
2017-12-18T07:00:06.548Z,37.1,,,54,,33.5,
2017-12-18T07:00:16.411Z,,,,54,,33.4,
2017-12-18T07:00:26.413Z,,,,54,,33.4,
2017-12-18T07:00:36.453Z,,,,54,,33.3,
2017-12-18T07:00:46.412Z,37.2,,,54,,33.2,
2017-12-18T07:00:56.412Z,,,,54,,33.1,
2017-12-18T07:01:06.505Z,37.3,,,54,,32.9,
2017-12-18T07:01:16.409Z,,,,54,,32.8,
2017-12-18T07:01:26.411Z,,,,54,,32.7,
2017-12-18T07:01:36.408Z,,,,54,,32.6,
2017-12-18T07:01:46.415Z,37.4,,,54,,32.6,
2017-12-18T07:01:56.409Z,,,,54,,32.5,
2017-12-18T07:02:06.512Z,,,,54,,32.4,
2017-12-18T07:02:16.419Z,,,,54,,32.3,
2017-12-18T07:02:26.412Z,,,,54,,32.2,
2017-12-18T07:02:36.427Z,,,,54,,32.1,
2017-12-18T07:02:46.410Z,,,,54,,32.1,
2017-12-18T07:02:56.426Z,,,,54,,32,
2017-12-18T07:03:06.519Z,,,,54,,31.9,
2017-12-18T07:03:16.414Z,,,,54,,31.8,
2017-12-18T07:03:26.415Z,37.4,61,0,54,1,31.8,0
2017-12-18T07:03:36.409Z,,,,54,,31.6,
2017-12-18T07:03:46.417Z,,,,54,,31.5,
2017-12-18T07:03:56.434Z,,,,54,,31.4,
2017-12-18T07:04:06.550Z,,,,54,,31.4,
2017-12-18T07:04:16.435Z,,,,54,,31.3,
2017-12-18T07:04:26.414Z,,,,54,,31.2,
2017-12-18T07:04:36.409Z,,,,54,,31,
2017-12-18T07:04:46.417Z,,,,54,,31,
2017-12-18T07:04:56.412Z,,,,54,,30.9,
2017-12-18T07:05:06.529Z,,,,54,,30.8,
2017-12-18T07:05:16.412Z,37.3,,,54,,30.8,
2017-12-18T07:05:26.417Z,,,,54,,30.7,
2017-12-18T07:05:36.420Z,,,,54,,30.6,
2017-12-18T07:05:46.409Z,,,,54,,30.6,
2017-12-18T07:05:56.409Z,,,,54,,30.4,
2017-12-18T07:06:06.563Z,,,,54,,30.4,
2017-12-18T07:06:16.413Z,,,,54,,30.3,
2017-12-18T07:06:26.541Z,37.2,,,54,,30.2,
2017-12-18T07:06:36.416Z,,,,54,,30.2,
2017-12-18T07:06:46.411Z,,,,54,,30.1,
2017-12-18T07:06:56.425Z,,,,54,,30.1,
2017-12-18T07:07:06.514Z,,,,54,,30,
2017-12-18T07:07:16.411Z,,,,54,,29.8,
2017-12-18T07:07:26.419Z,37.1,,,54,,29.8,
2017-12-18T07:07:36.411Z,,,,54,,29.7,
2017-12-18T07:07:46.411Z,,,,54,,29.7,
2017-12-18T07:07:56.424Z,,,,54,,29.6,
2017-12-18T07:08:06.502Z,,,,54,,29.6,
2017-12-18T07:08:16.413Z,36.9,,,54,,29.5,
2017-12-18T07:08:26.416Z,,,,54,,29.5,
2017-12-18T07:08:36.423Z,,,,54,,29.3,
2017-12-18T07:08:46.432Z,,,,54,,29.3,
2017-12-18T07:08:56.445Z,,,,54,,29.2,
2017-12-18T07:09:06.522Z,,,,54,,29.2,
2017-12-18T07:09:16.476Z,,,,54,,29.1,
2017-12-18T07:09:26.430Z,36.8,,,54,,29.1,
2017-12-18T07:09:36.427Z,37.1,,45,54,1,29,0
2017-12-18T07:09:46.418Z,42,,34,54,,29,
2017-12-18T07:09:56.458Z,40.8,,29,54,,29,
2017-12-18T07:10:06.536Z,40.1,,,54,,28.9,
2017-12-18T07:10:16.415Z,40.5,,,54,,28.9,
2017-12-18T07:10:26.465Z,40.7,,,54,,28.9,
2017-12-18T07:10:36.413Z,40.5,,,54,,28.9,
2017-12-18T07:10:46.423Z,40.6,,30,54,,29,
2017-12-18T07:10:56.419Z,40.4,,,54,,29,
2017-12-18T07:11:06.515Z,,,29,54,,29.1,
2017-12-18T07:11:16.415Z,,,,54,,29.2,
2017-12-18T07:11:26.425Z,40.5,,,54,,29.5,
2017-12-18T07:11:36.416Z,40.6,,,54,,29.6,
2017-12-18T07:11:46.416Z,,,,54,,29.7,
2017-12-18T07:11:56.421Z,40.7,,,54,,30,
2017-12-18T07:12:06.506Z,40.8,,30,54,,30.1,
2017-12-18T07:12:16.416Z,,,29,54,,30.2,
2017-12-18T07:12:26.420Z,,,,54,,30.3,
2017-12-18T07:12:36.423Z,,,,54,,30.3,
2017-12-18T07:12:46.421Z,,,,54,,30.4,
2017-12-18T07:12:56.428Z,40.9,,,54,,30.6,
2017-12-18T07:13:06.543Z,41,,,54,,30.6,
2017-12-18T07:13:16.423Z,,,,54,,30.7,
2017-12-18T07:13:26.436Z,41.2,,,54,,30.7,
2017-12-18T07:13:36.424Z,41.3,,,54,,30.8,
2017-12-18T07:13:46.425Z,41.4,,,54,,30.8,
2017-12-18T07:13:56.424Z,41.5,,,54,,30.8,
2017-12-18T07:14:06.553Z,41.6,,,54,,30.9,
2017-12-18T07:14:16.427Z,41.7,,,54,,30.9,
2017-12-18T07:14:26.425Z,42,,30,54,,31,
2017-12-18T07:14:36.420Z,,,29,54,,31,
2017-12-18T07:14:46.422Z,42.1,,,54,,31.2,
2017-12-18T07:14:56.488Z,42.2,,,54,,31.2,
2017-12-18T07:15:06.532Z,42.3,,,54,,31.3,
2017-12-18T07:15:16.422Z,42.4,,,54,,31.3,
2017-12-18T07:15:26.424Z,42.6,,,54,,31.4,
2017-12-18T07:15:36.420Z,42.8,,,54,,31.4,
2017-12-18T07:15:46.429Z,,,30,54,,31.5,
2017-12-18T07:15:56.443Z,43,,29,54,,31.6,
2017-12-18T07:16:06.505Z,43.1,,30,54,,31.8,
2017-12-18T07:16:16.434Z,43.2,,,54,,31.8,
2017-12-18T07:16:26.473Z,43.3,,29,54,,31.9,
2017-12-18T07:16:36.448Z,41.8,,0,54,1,32,0
2017-12-18T07:16:46.554Z,39.9,,,54,,32.1,
2017-12-18T07:16:56.473Z,39.3,,,54,,32.2,
2017-12-18T07:17:06.573Z,38.9,,,54,,32.2,
2017-12-18T07:17:16.454Z,37.9,,,54,,32.3,
2017-12-18T07:17:26.438Z,,,,54,,32.4,
2017-12-18T07:17:36.489Z,37.4,,,54,,32.4,
2017-12-18T07:17:46.442Z,36.9,,,54,,32.5,
2017-12-18T07:17:56.467Z,36.6,,,54,,32.5,
2017-12-18T07:18:06.541Z,36.3,,,54,,32.5,
2017-12-18T07:18:16.476Z,35.9,,,54,,32.5,
2017-12-18T07:18:26.445Z,35.7,,,54,,32.5,
2017-12-18T07:18:36.454Z,35.5,,,54,,32.5,
2017-12-18T07:18:46.459Z,35.3,,,54,,32.4,
2017-12-18T07:18:56.423Z,34.9,,,54,,32.4,
2017-12-18T07:19:06.567Z,34.8,,,54,,32.4,
2017-12-18T07:19:16.545Z,34.7,,,54,,32.4,
2017-12-18T07:19:26.461Z,34.4,,,54,,32.4,
2017-12-18T07:19:36.486Z,,,,54,,32.3,
2017-12-18T07:19:46.434Z,39.1,,38,54,1,32.3,0
2017-12-18T07:19:56.475Z,41.2,,33,54,,32.3,
2017-12-18T07:20:06.567Z,40.7,,29,54,,32.2,
2017-12-18T07:20:16.479Z,41,,,54,,32.2,
2017-12-18T07:20:26.439Z,41.5,,,54,,32.2,
2017-12-18T07:20:36.476Z,42,,30,54,,32.1,
2017-12-18T07:20:46.494Z,42.2,,29,54,,32.1,
2017-12-18T07:20:56.486Z,42.6,,,54,,32.2,
2017-12-18T07:21:06.558Z,43,,30,54,,32.2,
2017-12-18T07:21:16.475Z,43.2,,29,54,,32.2,
2017-12-18T07:21:26.463Z,43.4,,,54,,32.3,
2017-12-18T07:21:36.502Z,43.6,,30,54,,32.4,
2017-12-18T07:21:46.421Z,43.8,,29,54,,32.4,
2017-12-18T07:21:56.421Z,43.9,,,54,,32.5,
2017-12-18T07:22:06.523Z,,,,54,,32.6,
2017-12-18T07:22:16.433Z,44,,,54,,32.7,
2017-12-18T07:22:26.512Z,44.1,,,54,,32.8,
2017-12-18T07:22:36.450Z,,,30,54,,32.8,
2017-12-18T07:22:46.431Z,44.2,,29,54,,32.9,
2017-12-18T07:22:56.456Z,44.3,,,54,,33.1,
2017-12-18T07:23:06.533Z,44.4,,,54,,33.2,
2017-12-18T07:23:16.450Z,44.5,,,54,,33.2,
2017-12-18T07:23:26.469Z,44.6,,,54,,33.3,
2017-12-18T07:23:36.425Z,44.7,,,54,,33.4,
2017-12-18T07:23:46.501Z,44.8,,,54,,33.5,
2017-12-18T07:23:56.486Z,45,,,54,,33.5,
2017-12-18T07:24:06.590Z,,,,54,,33.6,
2017-12-18T07:24:16.425Z,45.1,,30,54,,33.7,
2017-12-18T07:24:26.475Z,45.2,,29,54,,33.7,
2017-12-18T07:24:36.435Z,45.3,,30,54,,33.8,
2017-12-18T07:24:46.424Z,45.4,,29,54,,33.9,
2017-12-18T07:24:56.427Z,45.5,,,54,,33.9,
2017-12-18T07:25:06.530Z,45.6,,,54,,34,
2017-12-18T07:25:16.421Z,,,,54,,34.1,
2017-12-18T07:25:26.422Z,45.7,,30,54,,34.1,
2017-12-18T07:25:36.423Z,45.8,,29,54,,34.2,
2017-12-18T07:25:46.429Z,45.9,,,54,,34.3,
2017-12-18T07:25:56.430Z,46,,,54,,34.3,
2017-12-18T07:26:06.524Z,46.1,,,54,,34.4,
2017-12-18T07:26:16.422Z,44.9,,0,54,1,34.5,0
2017-12-18T07:26:26.427Z,42.9,,,54,,34.6,
2017-12-18T07:26:36.434Z,42.7,,,54,,34.6,
2017-12-18T07:26:46.522Z,41.9,,,54,,34.7,
2017-12-18T07:26:56.440Z,40.9,,,54,,34.7,
2017-12-18T07:27:06.542Z,40.6,,,54,,34.8,
2017-12-18T07:27:16.443Z,39.9,,,54,,34.8,
2017-12-18T07:27:26.422Z,39.7,,,54,,34.8,
2017-12-18T07:27:36.425Z,38.9,,,54,,34.8,
2017-12-18T07:27:46.471Z,,,,54,,34.8,
2017-12-18T07:27:56.532Z,38.5,,,54,,34.8,
2017-12-18T07:28:06.522Z,38.2,,,54,,34.8,
2017-12-18T07:28:16.425Z,37.9,,,54,,34.7,
2017-12-18T07:28:26.470Z,37.8,,,54,,34.7,
2017-12-18T07:28:36.423Z,37.6,,,54,,34.7,
2017-12-18T07:28:46.423Z,37.4,,,54,,34.6,
2017-12-18T07:28:56.453Z,36.9,,,54,,34.6,
2017-12-18T07:29:06.538Z,,,,54,,34.5,
2017-12-18T07:29:16.456Z,36.7,,,54,,34.5,
2017-12-18T07:29:26.427Z,,,,54,,34.4,
2017-12-18T07:29:36.588Z,,,,54,,34.4,
2017-12-18T07:29:46.423Z,,,,54,,34.3,
2017-12-18T07:29:56.428Z,,,,54,,34.3,
2017-12-18T07:30:06.537Z,36.6,,,54,,34.2,
2017-12-18T07:30:16.465Z,,,,54,,34.2,
2017-12-18T07:30:26.429Z,,,,54,,34.2,
2017-12-18T07:30:36.424Z,,,,54,,34.1,
2017-12-18T07:30:46.429Z,,,,54,,34.1,
2017-12-18T07:30:56.429Z,,,,54,,34.1,
2017-12-18T07:31:06.530Z,,,,54,,34.1,
2017-12-18T07:31:16.431Z,,,,54,,34,
2017-12-18T07:31:26.427Z,36.5,,,54,,34,
2017-12-18T07:31:36.425Z,36.6,,,54,,33.9,
2017-12-18T07:31:46.432Z,,,,54,,33.9,
2017-12-18T07:31:56.466Z,,,,54,,33.8,
2017-12-18T07:32:06.524Z,,,,54,,33.7,
2017-12-18T07:32:16.439Z,,,,54,,33.7,
2017-12-18T07:32:26.430Z,,,,54,,33.6,
2017-12-18T07:32:36.432Z,36.7,,,54,,33.5,
2017-12-18T07:32:46.465Z,,,,54,,33.5,
2017-12-18T07:32:56.452Z,,,,54,,33.4,
2017-12-18T07:33:06.567Z,36.8,,,54,,33.3,
2017-12-18T07:33:16.430Z,,,,54,,33.2,
2017-12-18T07:33:26.467Z,,,,54,,33.2,
2017-12-18T07:33:36.479Z,36.9,,,54,,33.1,
2017-12-18T07:33:46.499Z,,,,54,,32.9,
2017-12-18T07:33:56.499Z,37.1,,,54,,32.8,
2017-12-18T07:34:06.583Z,,,,54,,32.7,
2017-12-18T07:34:16.466Z,,,,54,,32.7,
2017-12-18T07:34:26.473Z,,,,54,,32.6,
2017-12-18T07:34:36.491Z,,,,54,,32.5,
2017-12-18T07:34:46.447Z,,,,54,,32.4,
2017-12-18T07:34:56.514Z,,,,54,,32.3,
2017-12-18T07:35:06.623Z,37.2,,,54,,32.3,
2017-12-18T07:35:16.546Z,,,,54,,32.2,
2017-12-18T07:35:26.504Z,,,,54,,32.1,
2017-12-18T07:35:36.489Z,,,,54,,32,
2017-12-18T07:35:46.515Z,,,,54,,32,
2017-12-18T07:35:56.442Z,,,,54,,31.9,
2017-12-18T07:36:06.581Z,,,,54,,31.8,
2017-12-18T07:36:16.455Z,37.1,,,54,,31.6,
2017-12-18T07:36:26.447Z,,,,54,,31.6,
2017-12-18T07:36:36.470Z,,,,54,,31.5,
2017-12-18T07:36:46.437Z,,,,54,,31.4,
2017-12-18T07:36:56.461Z,,,,54,,31.4,
2017-12-18T07:37:06.554Z,,,,54,,31.3,
2017-12-18T07:37:16.437Z,,,,54,,31.2,
2017-12-18T07:37:26.472Z,,,,54,,31.2,
2017-12-18T07:37:36.443Z,,,,54,,31,
2017-12-18T07:37:46.452Z,36.9,,,54,,30.9,
2017-12-18T07:37:56.447Z,,,,54,,30.9,
2017-12-18T07:38:06.536Z,,,,54,,30.8,
2017-12-18T07:38:16.783Z,,,,54,,30.7,
2017-12-18T07:38:31.678Z,,,,54,,30.7,
2017-12-18T07:38:36.750Z,,,,54,,30.6,
2017-12-18T07:38:46.620Z,,,,54,,30.6,
2017-12-18T07:38:56.573Z,36.8,,,54,,30.4,
