Time,HwActive,HwTOutlet,PrimT,PrimTSet,HwTSet,ActPow,ChActive
2017-11-20T00:00:09.076Z,,30.4,54.7,,54,,
2017-11-20T00:00:19.076Z,,30.3,54.1,,54,,
2017-11-20T00:00:29.077Z,,30.3,53.7,,54,,
2017-11-20T00:00:39.078Z,,30.3,53.2,,54,,
2017-11-20T00:00:49.074Z,,30.3,52.8,,54,,
2017-11-20T00:00:59.076Z,,30.2,52.3,,54,,
2017-11-20T00:01:09.077Z,,29.8,51.9,,54,,
2017-11-20T00:01:19.076Z,,29.7,51.7,,54,,
2017-11-20T00:01:29.081Z,,29.6,51.3,,54,,
2017-11-20T00:01:39.072Z,,29.6,,,54,,
2017-11-20T00:01:49.077Z,,29.2,,,54,,
2017-11-20T00:01:59.076Z,,29,51.2,,54,,
2017-11-20T00:02:09.078Z,,28.9,,,54,,
2017-11-20T00:02:19.083Z,,28.6,,,54,,
2017-11-20T00:02:29.092Z,,28.1,51.1,,54,,
2017-11-20T00:02:44.194Z,,27.5,,,54,,
2017-11-20T00:02:54.189Z,,27.2,,,54,,
2017-11-20T00:03:04.178Z,,26.8,,,54,,
2017-11-20T00:03:09.081Z,,26.3,,,54,,
2017-11-20T00:03:19.074Z,,26.1,,,54,,
2017-11-20T00:03:29.082Z,,25.9,51.2,,54,,
2017-11-20T00:03:39.074Z,,25.6,,,54,,
2017-11-20T00:03:49.082Z,,25.4,51.3,,54,,
2017-11-20T00:03:59.077Z,,25.1,,,54,,
2017-11-20T00:04:09.080Z,,25.1,51.4,,54,,
2017-11-20T00:04:19.075Z,,25,51.5,,54,,
2017-11-20T00:04:29.075Z,,24.8,,,54,,
2017-11-20T00:04:39.083Z,,24.5,,,54,,
2017-11-20T00:04:49.078Z,,24.5,,,54,,
2017-11-20T00:04:59.077Z,,24.5,51.6,,54,,
2017-11-20T00:05:09.079Z,,24.4,,,54,,
2017-11-20T00:05:19.081Z,,24.3,,,54,,
2017-11-20T00:05:29.077Z,,24.2,,,54,,
2017-11-20T00:05:39.077Z,,24,,,54,,
2017-11-20T00:05:49.078Z,,23.9,,,54,,
2017-11-20T00:05:59.077Z,,23.9,,,54,,
2017-11-20T00:06:09.092Z,0,23.9,54.4,,54,41,2
2017-11-20T00:06:19.077Z,,23.9,56.9,,54,29,
2017-11-20T00:06:29.079Z,,24.4,54.8,,54,,
2017-11-20T00:06:39.084Z,,25.3,56.1,,54,,
2017-11-20T00:06:49.079Z,,25.7,57.1,,54,29,
2017-11-20T00:06:59.081Z,,26.3,,,54,,
2017-11-20T00:07:09.081Z,,26.9,57.7,,54,,
2017-11-20T00:07:19.079Z,,27.4,57.8,,54,,
2017-11-20T00:07:29.077Z,,27.9,58,,54,30,
2017-11-20T00:07:39.078Z,0,28.3,57.8,,54,0,2
2017-11-20T00:07:49.084Z,,28.4,55.4,,54,,
2017-11-20T00:07:59.089Z,,28.5,54.3,,54,,
2017-11-20T00:08:09.084Z,,28.5,53.5,,54,,
2017-11-20T00:08:19.083Z,,28.3,52.7,,54,,
2017-11-20T00:08:29.080Z,,27.9,51.7,,54,,
2017-11-20T00:08:39.078Z,,27.8,51.1,,54,,
2017-11-20T00:08:49.079Z,,27.7,50.3,,54,,
2017-11-20T00:08:59.081Z,,27.7,49.7,,54,,
2017-11-20T00:09:09.081Z,,27.7,49.1,,54,,
2017-11-20T00:09:19.084Z,,27.7,48.6,,54,,
2017-11-20T00:09:29.082Z,,27.7,48.1,,54,,
2017-11-20T00:09:39.081Z,,27.8,47.7,,54,,
2017-11-20T00:09:49.082Z,,27.7,47.2,,54,,
2017-11-20T00:09:59.082Z,,27.4,46.8,,54,,
2017-11-20T00:10:09.083Z,,27.3,46.3,,54,,
2017-11-20T00:10:19.079Z,,27.3,45.9,,54,,
2017-11-20T00:10:29.081Z,,27.3,45.5,,54,,
2017-11-20T00:10:39.086Z,,27.2,45.1,,54,,
2017-11-20T00:10:49.080Z,,27.4,44.8,,54,,
2017-11-20T00:10:59.085Z,,27.5,44.5,,54,,
2017-11-20T00:11:09.100Z,0,27.7,48.2,,54,38,2
2017-11-20T00:11:19.082Z,,27.7,49.2,,54,29,
2017-11-20T00:11:29.083Z,,27.8,50,,54,30,
2017-11-20T00:11:39.089Z,0,27.8,49.8,,54,0,2
2017-11-20T00:11:49.084Z,,28,48.2,,54,,
2017-11-20T00:11:59.084Z,,28,47.8,,54,,
2017-11-20T00:12:09.081Z,,28,47.7,,54,,
2017-11-20T00:12:19.085Z,,27.8,46.9,,54,,
2017-11-20T00:12:29.085Z,,27.7,46.6,,54,,
2017-11-20T00:12:44.190Z,,27.5,46.3,,54,,
2017-11-20T00:12:49.086Z,,27.4,46,,54,,
2017-11-20T00:12:59.083Z,,27.3,45.7,,54,,
2017-11-20T00:13:09.080Z,,27.2,45.4,,54,,
2017-11-20T00:13:19.080Z,,27.1,45.1,,54,,
2017-11-20T00:13:29.081Z,,26.9,44.9,,54,,
2017-11-20T00:13:39.086Z,,26.8,44.6,,54,,
2017-11-20T00:13:49.083Z,,26.7,44.5,,54,,
2017-11-20T00:13:59.083Z,,26.5,44.3,,54,,
2017-11-20T00:14:09.085Z,,26.5,44.1,,54,,
2017-11-20T00:14:19.084Z,,26.3,43.9,,54,,
2017-11-20T00:14:29.083Z,,26.3,43.7,,54,,
2017-11-20T00:14:39.080Z,,26.5,43.5,,54,,
2017-11-20T00:14:49.080Z,,26.5,43.4,,54,,
2017-11-20T00:14:59.087Z,,26.6,43.2,,54,,
2017-11-20T00:15:09.085Z,,26.7,43.1,,54,,
2017-11-20T00:15:19.089Z,,26.8,42.9,,54,,
2017-11-20T00:15:29.083Z,,26.7,42.8,,54,,
2017-11-20T00:15:39.080Z,,26.5,42.7,,54,,
2017-11-20T00:15:49.089Z,,26.2,42.6,,54,,
2017-11-20T00:15:59.081Z,,26.1,42.4,,54,,
2017-11-20T00:16:09.090Z,,26,42.3,,54,,
2017-11-20T00:16:19.083Z,,26,42.2,,54,,
2017-11-20T00:16:29.082Z,,25.9,42.1,,54,,
2017-11-20T00:16:39.080Z,,25.9,42,,54,,
2017-11-20T00:16:49.083Z,,25.7,41.9,,54,,
2017-11-20T00:16:59.081Z,,25.6,41.8,,54,,
2017-11-20T00:17:09.109Z,0,25.5,46.5,61,54,38,2
2017-11-20T00:17:19.085Z,,25.4,49.1,,54,29,
2017-11-20T00:17:34.174Z,,25.1,47.7,,54,,
2017-11-20T00:17:39.083Z,,25.1,49.1,,54,,
2017-11-20T00:17:49.088Z,,25.3,50,,54,,
2017-11-20T00:17:59.088Z,,25.5,50.4,,54,,
2017-11-20T00:18:09.081Z,,25.7,51.3,,54,,
2017-11-20T00:18:19.081Z,,26.1,51.8,,54,,
2017-11-20T00:18:29.086Z,,26.2,52.3,,54,29,
2017-11-20T00:18:39.085Z,,26.6,52.9,,54,,
2017-11-20T00:18:54.173Z,,26.8,53.2,,54,,
2017-11-20T00:18:59.082Z,,26.7,53.6,,54,,
2017-11-20T00:19:09.090Z,,26.7,53.9,,54,30,
2017-11-20T00:19:19.084Z,,26.7,54.1,,54,29,
2017-11-20T00:19:29.087Z,,26.8,54.5,,54,30,
2017-11-20T00:19:39.083Z,,27.1,54.7,,54,29,
2017-11-20T00:19:49.092Z,,27.7,54.9,,54,,
2017-11-20T00:19:59.083Z,,27.8,55,,54,,
2017-11-20T00:20:09.088Z,,28,55.2,,54,,
2017-11-20T00:20:19.088Z,,28.1,55.3,,54,,
2017-11-20T00:20:29.082Z,,28.3,55.4,,54,,
2017-11-20T00:20:39.084Z,,28.4,55.5,,54,,
2017-11-20T00:20:54.173Z,,28.4,55.6,,54,,
2017-11-20T00:20:59.085Z,,28.5,55.7,,54,,
2017-11-20T00:21:09.091Z,,28.6,56,,54,30,
2017-11-20T00:21:19.089Z,,28.6,56.1,,54,29,
2017-11-20T00:21:29.085Z,,28.7,56.2,,54,,
2017-11-20T00:21:39.101Z,,28.9,56.3,,54,,
2017-11-20T00:21:49.088Z,,28.9,56.4,,54,30,
2017-11-20T00:21:59.086Z,,28.9,56.5,,54,29,
2017-11-20T00:22:09.086Z,,28.9,56.7,,54,,
2017-11-20T00:22:19.087Z,,28.9,56.8,,54,,
2017-11-20T00:22:29.086Z,,29.1,56.9,,54,,
2017-11-20T00:22:39.086Z,,29.2,57,,54,30,
2017-11-20T00:22:49.086Z,,29.2,57.1,,54,29,
2017-11-20T00:22:59.086Z,,29.2,57.2,,54,,
2017-11-20T00:23:09.090Z,,29.2,57.4,,54,,
2017-11-20T00:23:19.093Z,,29.3,57.6,,54,,
2017-11-20T00:23:29.084Z,,29.3,57.7,,54,,
2017-11-20T00:23:39.088Z,,29.5,57.9,,54,30,
2017-11-20T00:23:49.093Z,,29.6,58,,54,29,
2017-11-20T00:23:59.098Z,,29.7,58.1,,54,,
2017-11-20T00:24:09.085Z,,29.7,58.3,,54,30,
2017-11-20T00:24:19.101Z,,29.8,58.4,,54,29,
2017-11-20T00:24:29.100Z,,30.1,58.5,,54,,
2017-11-20T00:24:39.090Z,,30.2,58.6,,54,30,
2017-11-20T00:24:49.087Z,,30.2,58.7,,54,,
2017-11-20T00:24:59.093Z,,30.3,58.9,,54,,
2017-11-20T00:25:14.190Z,,30.3,59,,54,29,
2017-11-20T00:25:19.090Z,,30.3,59.1,,54,30,
2017-11-20T00:25:29.092Z,,30.3,59.4,,54,29,
2017-11-20T00:25:39.090Z,,30.4,59.5,,54,,
2017-11-20T00:25:49.090Z,,30.4,59.6,,54,,
2017-11-20T00:25:59.090Z,,30.6,59.7,,54,,
2017-11-20T00:26:09.089Z,,30.7,59.8,,54,,
2017-11-20T00:26:24.151Z,0,30.8,58.5,,54,0,2
2017-11-20T00:26:29.090Z,,30.7,56.8,,54,,
2017-11-20T00:26:39.088Z,,30.3,56.1,,54,,
2017-11-20T00:26:49.100Z,,30.1,55.2,,54,,
2017-11-20T00:27:04.178Z,,29.8,54.3,,54,,
2017-11-20T00:27:14.188Z,,29.6,53.5,,54,,
2017-11-20T00:27:19.090Z,,29.3,52.9,,54,,
2017-11-20T00:27:34.178Z,,29.2,52.2,,54,,
2017-11-20T00:27:39.090Z,,29.3,51.7,,54,,
2017-11-20T00:27:49.094Z,,29.1,51.2,,54,,
2017-11-20T00:27:59.089Z,,28.9,50.7,,54,,
2017-11-20T00:28:09.088Z,,28.7,50.3,,54,,
2017-11-20T00:28:19.093Z,,28.5,49.9,,54,,
2017-11-20T00:28:29.089Z,,28.4,49.6,,54,,
2017-11-20T00:28:39.088Z,,28.4,49.2,,54,,
2017-11-20T00:28:49.093Z,0,28.4,49.1,,54,44,2
2017-11-20T00:28:59.094Z,,28.3,55.4,,54,32,
2017-11-20T00:29:09.092Z,,,54.7,,,29,
2017-11-20T00:29:19.089Z,,28.1,54.3,,54,30,
2017-11-20T00:29:29.094Z,,28.1,56,,54,29,
2017-11-20T00:29:39.094Z,,28.4,56.1,,54,,
2017-11-20T00:29:49.089Z,,28.7,56.7,,54,,
2017-11-20T00:29:59.092Z,,29,57.2,,54,,
2017-11-20T00:30:09.095Z,,29.1,57.7,,54,,
2017-11-20T00:30:19.093Z,,29.3,58.1,,54,,
2017-11-20T00:30:29.092Z,,29.5,58.4,,54,,
2017-11-20T00:30:39.093Z,,29.6,58.8,,54,,
2017-11-20T00:30:49.102Z,,29.8,59,,54,,
2017-11-20T00:30:59.094Z,,30,59.4,,54,,
2017-11-20T00:31:09.118Z,,30,59.6,,54,,
2017-11-20T00:31:19.103Z,,30.1,59.8,,54,,
2017-11-20T00:31:29.091Z,,30,60,,54,30,
2017-11-20T00:31:39.120Z,,30.3,60.2,,54,29,
2017-11-20T00:31:49.100Z,,30.4,60.5,,54,,
2017-11-20T00:32:04.180Z,,30.7,60.6,,54,,
2017-11-20T00:32:09.097Z,,30.4,60.7,,54,,
2017-11-20T00:32:19.091Z,,30.4,60.8,,54,,
2017-11-20T00:32:29.095Z,,30.8,60.9,,54,,
2017-11-20T00:32:39.098Z,0,30.8,60.9,,54,0,2
2017-11-20T00:32:49.099Z,,30.9,58.6,,54,,
2017-11-20T00:32:59.092Z,,30.8,57.3,,54,,
2017-11-20T00:33:09.093Z,,30.4,56.7,,54,,
2017-11-20T00:33:19.094Z,,30.1,55.6,,54,,
2017-11-20T00:33:29.095Z,,29.8,54.8,,54,,
2017-11-20T00:33:39.096Z,,29.6,54.1,,54,,
2017-11-20T00:33:49.092Z,,29.3,53.4,,54,,
2017-11-20T00:33:59.094Z,,29.2,52.8,,54,,
2017-11-20T00:34:09.114Z,0,29.1,57.1,,54,39,2
2017-11-20T00:34:19.098Z,,28.9,58.7,,54,29,
2017-11-20T00:34:29.094Z,,28.5,56.9,,54,,
2017-11-20T00:34:39.174Z,,28.7,58.2,,54,29,
2017-11-20T00:34:49.104Z,,28.9,58.5,,54,,
2017-11-20T00:34:59.096Z,,29.1,58.6,,54,,
2017-11-20T00:35:09.095Z,,29.5,59,,54,,
2017-11-20T00:35:19.104Z,,29.8,59.3,,54,,
2017-11-20T00:35:29.092Z,,30.2,59.6,,54,,
2017-11-20T00:35:39.094Z,,30.4,59.8,,54,,
2017-11-20T00:35:49.094Z,,30.4,60.1,,54,,
2017-11-20T00:35:59.091Z,,30.7,60.4,,54,,
2017-11-20T00:36:14.195Z,,30.7,60.7,,54,,
2017-11-20T00:36:19.094Z,,30.8,61.1,,54,,
2017-11-20T00:36:29.092Z,0,31,60.4,,54,0,2
2017-11-20T00:36:39.101Z,,31,58.3,,54,,
2017-11-20T00:36:49.096Z,,30.8,57.6,,54,,
2017-11-20T00:36:59.092Z,,30.4,56.8,,54,,
2017-11-20T00:37:09.104Z,,30.2,55.7,,54,,
2017-11-20T00:37:19.099Z,,30,55.1,,54,,
2017-11-20T00:37:29.093Z,,29.8,54.6,,54,,
2017-11-20T00:37:39.093Z,,29.6,53.9,,54,,
2017-11-20T00:37:49.095Z,,29.5,53.3,,54,,
2017-11-20T00:37:59.102Z,,29.3,52.8,,54,,
2017-11-20T00:38:09.098Z,,29.3,52.3,,54,,
2017-11-20T00:38:19.104Z,,29.1,51.8,,54,,
2017-11-20T00:38:29.094Z,,29.1,51.4,,54,,
2017-11-20T00:38:39.094Z,,29,51,,54,,
2017-11-20T00:38:49.098Z,,29,50.6,,54,,
2017-11-20T00:38:59.094Z,,29,50.2,,54,,
2017-11-20T00:39:09.095Z,,28.9,49.9,,54,,
2017-11-20T00:39:19.096Z,,28.9,49.6,,54,,
2017-11-20T00:39:29.095Z,,28.9,49.4,,54,,
2017-11-20T00:39:39.096Z,,28.6,,,54,,
2017-11-20T00:39:49.097Z,,28,,,54,,
2017-11-20T00:39:59.095Z,,27.9,,,54,,
2017-11-20T00:40:09.100Z,,27.9,49.3,,54,,
2017-11-20T00:40:19.096Z,,27.3,,,54,,
2017-11-20T00:40:29.180Z,,26.9,,,54,,
2017-11-20T00:40:39.095Z,,26.5,,,54,,
2017-11-20T00:40:49.103Z,,26.1,,,54,,
2017-11-20T00:41:04.226Z,,25.7,,,54,,
2017-11-20T00:41:09.101Z,,25.5,,,54,,
2017-11-20T00:41:19.126Z,,25.3,,,54,,
2017-11-20T00:41:29.225Z,,25.1,,,54,,
2017-11-20T00:41:39.126Z,,24.9,49.4,,54,,
2017-11-20T00:41:54.235Z,,24.7,49.5,,54,,
2017-11-20T00:41:59.126Z,,24.5,,,54,,
2017-11-20T00:42:14.195Z,,24.4,49.6,,54,,
2017-11-20T00:42:24.213Z,,24.3,,,54,,
2017-11-20T00:42:29.127Z,,24.2,,,54,,
2017-11-20T00:42:44.322Z,,24,49.7,,54,,
2017-11-20T00:42:54.232Z,,23.8,,,54,,
2017-11-20T00:43:04.323Z,,23.8,,,54,,
2017-11-20T00:43:24.194Z,,23.7,,,54,,
2017-11-20T00:43:34.323Z,,23.6,,,54,,
2017-11-20T00:43:44.323Z,,23.6,,,54,,
2017-11-20T00:43:54.324Z,,23.6,,,54,,
2017-11-20T00:44:04.224Z,,23.4,,,54,,
2017-11-20T00:44:14.324Z,,23.4,,,54,,
2017-11-20T00:44:24.191Z,,23.3,,,54,,
2017-11-20T00:44:39.325Z,0,23.2,50.1,,54,45,2
2017-11-20T00:44:39.409Z,,23.1,54.6,,54,34,
2017-11-20T00:44:49.097Z,,23.3,53.6,,54,30,
2017-11-20T00:45:04.202Z,,24,53.3,,54,29,
2017-11-20T00:45:09.097Z,,24.7,55.1,,54,,
2017-11-20T00:45:19.102Z,,25.4,55.2,,54,,
2017-11-20T00:45:29.100Z,,25.9,55.7,,54,,
2017-11-20T00:45:39.102Z,,26.5,56,,54,,
2017-11-20T00:45:49.182Z,,26.8,56.2,,54,,
2017-11-20T00:45:59.101Z,,27.1,56.4,,54,,
2017-11-20T00:46:09.097Z,,27.5,56.6,,54,,
2017-11-20T00:46:24.152Z,,27.8,56.7,,54,,
2017-11-20T00:46:29.100Z,,27.9,56.9,,54,,
2017-11-20T00:46:39.103Z,,28,57,,54,29,
2017-11-20T00:46:49.103Z,,28.3,57.2,,54,,
2017-11-20T00:47:04.194Z,,28.4,57.3,,54,,
2017-11-20T00:47:09.101Z,,28.4,57.6,,54,,
2017-11-20T00:47:19.100Z,,28.5,57.7,,54,30,
2017-11-20T00:47:29.101Z,,28.6,57.8,,54,29,
2017-11-20T00:47:44.192Z,,28.7,57.9,,54,,
2017-11-20T00:47:49.099Z,,28.9,58,,54,,
2017-11-20T00:47:59.097Z,,29,58.1,,54,,
2017-11-20T00:48:09.104Z,,29,58.2,,54,,
2017-11-20T00:48:19.103Z,,29.2,58.3,,54,,
2017-11-20T00:48:29.100Z,,29.3,58.4,,54,,
2017-11-20T00:48:39.105Z,,29.5,58.5,,54,,
2017-11-20T00:48:49.105Z,,29.6,58.6,,54,,
2017-11-20T00:48:59.104Z,,29.7,58.7,,54,,
2017-11-20T00:49:09.105Z,,29.8,58.9,,54,,
2017-11-20T00:49:19.106Z,,30,59,,54,,
2017-11-20T00:49:29.099Z,,30.1,59.1,,54,,
2017-11-20T00:49:39.106Z,,30.2,59.3,,54,,
2017-11-20T00:49:49.100Z,,30.3,59.4,,54,,
2017-11-20T00:49:59.101Z,,30.4,59.5,,54,,
2017-11-20T00:50:09.104Z,,30.4,59.7,,54,,
2017-11-20T00:50:24.164Z,,30.4,59.8,,54,,
2017-11-20T00:50:29.193Z,,30.6,60,,54,,
2017-11-20T00:50:39.107Z,,30.6,60.1,,54,,
2017-11-20T00:50:49.105Z,,30.7,60.2,,54,,
2017-11-20T00:50:59.105Z,,30.8,60.5,,54,30,
2017-11-20T00:51:09.108Z,,,60.6,,,29,
2017-11-20T00:51:19.100Z,,30.9,60.7,,54,,
2017-11-20T00:51:29.105Z,,30.9,60.9,,54,,
2017-11-20T00:51:39.100Z,,31,61.1,,54,29,
2017-11-20T00:51:49.105Z,,31,61.3,,54,,
2017-11-20T00:51:59.109Z,,31.2,61.4,,54,,
2017-11-20T00:52:09.107Z,,,61.5,,,,
2017-11-20T00:52:19.101Z,,31.3,61.6,,54,,
2017-11-20T00:52:29.102Z,,31.3,61.8,,54,,
2017-11-20T00:52:39.108Z,,31.2,62,,54,,
2017-11-20T00:52:49.103Z,,31.3,62.1,,54,,
2017-11-20T00:52:59.105Z,,31.4,62.2,,54,,
2017-11-20T00:53:09.104Z,,,62.4,,,,
2017-11-20T00:53:19.102Z,,31.3,62.5,,54,,
2017-11-20T00:53:29.106Z,,31.4,62.7,,54,30,
2017-11-20T00:53:39.103Z,,31.5,62.8,,54,29,
2017-11-20T00:53:49.103Z,,31.5,62.9,,54,,
2017-11-20T00:53:59.105Z,,31.6,63.1,,54,,
2017-11-20T00:54:09.102Z,0,,62.9,,,0,2
2017-11-20T00:54:19.103Z,,31.6,60.4,,54,,
2017-11-20T00:54:29.110Z,,31.4,59.3,,54,,
2017-11-20T00:54:39.110Z,,31,58.6,,54,,
2017-11-20T00:54:49.141Z,,30.8,57.6,,54,,
2017-11-20T00:54:59.106Z,,30.6,56.8,,54,,
2017-11-20T00:55:09.112Z,,30.3,56.1,,54,,
2017-11-20T00:55:19.112Z,,30.2,55.4,,54,,
2017-11-20T00:55:29.103Z,,30.1,54.8,,54,,
2017-11-20T00:55:39.106Z,,30,54.3,,54,,
2017-11-20T00:55:49.102Z,,29.8,53.7,,54,,
2017-11-20T00:56:04.194Z,,29.7,53.2,,54,,
2017-11-20T00:56:09.108Z,,29.7,52.8,,54,,
2017-11-20T00:56:19.108Z,,29.6,52.3,,54,,
2017-11-20T00:56:29.105Z,,29.5,51.9,,54,,
2017-11-20T00:56:39.104Z,,29.3,51.5,,54,,
2017-11-20T00:56:49.103Z,,29.2,51.2,,54,,
2017-11-20T00:56:59.115Z,,29.1,50.9,,54,,
2017-11-20T00:57:09.110Z,0,,51.5,,,45,2
2017-11-20T00:57:19.127Z,,28.7,57.1,,54,32,
2017-11-20T00:57:29.113Z,,28.5,56.5,,54,29,
2017-11-20T00:57:39.108Z,,28.4,56.2,,54,,
2017-11-20T00:57:49.104Z,,28.4,57.9,,54,,
2017-11-20T00:57:59.107Z,,28.6,58.3,,54,,
2017-11-20T00:58:09.109Z,,28.9,58.9,,54,,
2017-11-20T00:58:19.113Z,,29.3,59.5,,54,,
2017-11-20T00:58:29.106Z,,29.8,59.9,,54,,
2017-11-20T00:58:39.107Z,,30.1,60.4,,54,,
2017-11-20T00:58:49.197Z,,30.2,60.7,,54,,
2017-11-20T00:58:59.107Z,,30.4,61.1,,54,,
2017-11-20T00:59:09.146Z,,,61.3,,,30,
2017-11-20T00:59:19.110Z,,30.7,61.6,,54,,
2017-11-20T00:59:29.107Z,,30.8,61.9,,54,29,
2017-11-20T00:59:39.105Z,,31,62.1,,54,,
2017-11-20T00:59:49.109Z,,31,62.4,,54,,
2017-11-20T01:00:04.198Z,,31.3,62.6,,54,,
2017-11-20T01:00:09.108Z,,,62.8,,,30,
2017-11-20T01:00:19.110Z,,31.4,62.9,,54,,
2017-11-20T01:00:29.109Z,,31.5,63.1,,54,30,
2017-11-20T01:00:39.106Z,,31.6,63.2,,54,,
2017-11-20T01:00:54.196Z,,31.8,,,54,29,
2017-11-20T01:01:04.200Z,,31.8,,,54,,
2017-11-20T01:01:09.109Z,,,63.4,,,30,
2017-11-20T01:01:19.111Z,,32,63.5,,54,29,
2017-11-20T01:01:34.196Z,,32.2,,,54,,
2017-11-20T01:01:39.110Z,,32.5,63.6,,54,,
2017-11-20T01:01:49.111Z,,32.4,63.8,,54,,
2017-11-20T01:01:59.110Z,0,32.4,62.8,,54,0,2
2017-11-20T01:02:09.111Z,,,60.6,,,,
2017-11-20T01:02:19.116Z,,32.2,59.7,,54,,
2017-11-20T01:02:29.113Z,,32,58.9,,54,,
2017-11-20T01:02:39.109Z,,31.6,57.9,,54,,
2017-11-20T01:02:49.110Z,,31.3,57.1,,54,,
2017-11-20T01:02:59.115Z,,31.3,56.5,,54,,
2017-11-20T01:03:09.109Z,,,55.7,,,,
2017-11-20T01:03:19.112Z,,30.7,55.1,,54,,
2017-11-20T01:03:29.110Z,,30.7,54.6,,54,,
2017-11-20T01:03:39.108Z,,30.4,54,,54,,
2017-11-20T01:03:49.109Z,,30.3,53.5,,54,,
2017-11-20T01:03:59.109Z,,30.2,53.1,,54,,
2017-11-20T01:04:09.110Z,,,52.7,,,,
2017-11-20T01:04:24.176Z,,30.1,52.2,,54,,
2017-11-20T01:04:29.111Z,,30,51.9,,54,,
2017-11-20T01:04:39.112Z,,30,51.5,,54,,
2017-11-20T01:04:49.113Z,,29.8,51.2,,54,,
2017-11-20T01:04:59.114Z,,29.7,51.1,,54,,
2017-11-20T01:05:09.115Z,,,51,,,,
2017-11-20T01:05:19.115Z,,28.9,,,54,,
2017-11-20T01:05:29.113Z,,28.9,,,54,,
2017-11-20T01:05:39.114Z,,28.6,50.9,,54,,
2017-11-20T01:05:49.109Z,,28.1,,,54,,
2017-11-20T01:05:59.115Z,,27.7,,,54,,
2017-11-20T01:06:24.249Z,,26.8,,,54,,
2017-11-20T01:06:29.115Z,,26.5,,,54,,
2017-11-20T01:06:39.116Z,,26.1,,,54,,
2017-11-20T01:06:54.750Z,,25.7,,,54,,
2017-11-20T01:07:04.352Z,,,51,,,,
2017-11-20T01:07:14.350Z,,25.3,,,54,,
2017-11-20T01:07:24.250Z,,25.1,51.1,,54,,
2017-11-20T01:07:34.258Z,,24.9,51.2,,54,,
2017-11-20T01:07:44.351Z,,24.8,,,54,,
2017-11-20T01:07:54.651Z,0,24.7,51.4,,54,45,2
2017-11-20T01:08:04.277Z,,,56.6,,,34,
2017-11-20T01:08:14.277Z,,24.5,55.9,,54,29,
2017-11-20T01:08:24.233Z,,25.7,55.3,,54,,
2017-11-20T01:08:34.268Z,,26.3,57.3,,54,,
2017-11-20T01:08:44.351Z,,26.8,57.4,,54,,
2017-11-20T01:08:49.156Z,,27.3,58,,54,,
2017-11-20T01:09:04.261Z,,27.9,58.4,,54,,
2017-11-20T01:09:09.111Z,,28.4,58.6,,54,,
2017-11-20T01:09:19.113Z,,28.6,58.9,,54,,
2017-11-20T01:09:34.352Z,,,59.1,,,,
2017-11-20T01:09:39.114Z,,29.3,59.4,,54,,
2017-11-20T01:09:59.353Z,,29.5,59.6,,54,,
2017-11-20T01:10:04.553Z,,29.6,59.8,,54,,
2017-11-20T01:10:09.157Z,,29.8,60,,54,,
2017-11-20T01:10:24.255Z,,30,60.2,,54,,
2017-11-20T01:10:29.159Z,,30,60.4,,54,30,
2017-11-20T01:10:44.264Z,,30.3,60.6,,54,29,
2017-11-20T01:10:54.354Z,,,60.7,,,,
2017-11-20T01:11:04.354Z,,30.3,60.8,,54,30,
2017-11-20T01:11:14.354Z,,,61.1,,,29,
2017-11-20T01:11:24.255Z,,30.6,61.2,,54,,
2017-11-20T01:11:34.355Z,,30.6,61.3,,54,,
2017-11-20T01:11:44.218Z,,30.8,,,54,,
2017-11-20T01:11:49.118Z,,30.9,61.4,,54,,
2017-11-20T01:11:59.120Z,,31,61.6,,54,,
2017-11-20T01:12:09.121Z,,31.3,,,54,,
2017-11-20T01:12:24.181Z,,31.5,61.8,,54,,
2017-11-20T01:12:34.219Z,,31.4,61.9,,54,,
2017-11-20T01:12:39.123Z,,31.5,62,,54,,
2017-11-20T01:12:49.115Z,,31.6,62.1,,54,30,
2017-11-20T01:12:59.117Z,,31.8,,,54,,
2017-11-20T01:13:09.117Z,,,62.4,,,29,
2017-11-20T01:13:19.113Z,,31.9,62.5,,54,,
2017-11-20T01:13:29.117Z,,32,62.6,,54,,
2017-11-20T01:13:39.114Z,,32.2,62.7,,54,,
2017-11-20T01:13:49.115Z,,32.3,62.8,,54,,
2017-11-20T01:13:59.117Z,,32.3,62.9,,54,,
2017-11-20T01:14:09.115Z,,,63.1,,,,
2017-11-20T01:14:19.122Z,,32.3,,,54,,
2017-11-20T01:14:29.114Z,,32.3,63.2,,54,,
2017-11-20T01:14:39.116Z,,,63.3,,,,
2017-11-20T01:14:49.122Z,,32.5,63.4,,54,,
2017-11-20T01:14:59.125Z,,32.4,,,54,,
2017-11-20T01:15:09.115Z,,,63.5,,,30,
2017-11-20T01:15:19.115Z,,32.5,63.6,,54,29,
2017-11-20T01:15:29.116Z,,32.7,,,54,,
2017-11-20T01:15:39.122Z,,32.8,63.8,,54,,
2017-11-20T01:15:49.119Z,0,32.7,62.2,,54,0,2
2017-11-20T01:15:59.119Z,,32.5,60.2,,54,,
2017-11-20T01:16:09.115Z,,,59.5,,,,
2017-11-20T01:16:19.122Z,,32.3,58.6,,54,,
2017-11-20T01:16:29.118Z,,31.6,57.6,,54,,
2017-11-20T01:16:39.117Z,,31.4,56.8,,54,,
2017-11-20T01:16:49.117Z,,31.2,56.1,,54,,
2017-11-20T01:16:59.123Z,,,55.3,,,,
