Time,ActPow,PrimTSet,ChActive,HwActive,HwTSet,HwTOutlet,PrimT
2018-02-07T04:06:03.249Z,,,,,54,50.8,63.8
2018-02-07T04:06:13.296Z,,,,,54,50.8,
2018-02-07T04:06:23.241Z,,,,,54,50.7,
2018-02-07T04:06:33.266Z,,,,,54,50.7,
2018-02-07T04:06:43.305Z,30,,,,54,50.7,
2018-02-07T04:06:53.235Z,29,,,,54,50.8,
2018-02-07T04:07:03.230Z,30,,,,54,50.8,
2018-02-07T04:07:13.220Z,29,,,,54,50.9,
2018-02-07T04:07:23.211Z,,,,,54,50.9,
2018-02-07T04:07:33.275Z,29,61,1,0,54,50.9,63.9
2018-02-07T04:07:43.296Z,,,,,54,51,
2018-02-07T04:07:53.218Z,,,,,54,51,
2018-02-07T04:08:03.211Z,,,,,54,51,
2018-02-07T04:08:13.293Z,,,,,54,51.1,
2018-02-07T04:08:23.203Z,,,,,54,51.1,
2018-02-07T04:08:33.245Z,30,,,,54,51.2,64
2018-02-07T04:08:43.205Z,29,,,,54,51.2,
2018-02-07T04:08:53.213Z,30,,,,54,51.2,
2018-02-07T04:09:03.260Z,29,,,,54,51.3,
2018-02-07T04:09:13.249Z,,,,,54,51.3,
2018-02-07T04:09:23.208Z,,,,,54,51.3,
2018-02-07T04:09:33.208Z,,,,,54,51.4,64.1
2018-02-07T04:09:43.230Z,,,,,54,51.4,
2018-02-07T04:09:53.210Z,,,,,54,51.4,
2018-02-07T04:10:03.251Z,,,,,54,51.5,
2018-02-07T04:10:13.231Z,,,,,54,51.5,
2018-02-07T04:10:23.292Z,,,,,54,51.5,
2018-02-07T04:10:33.213Z,,,,,54,51.5,64.2
2018-02-07T04:10:43.230Z,30,,,,54,51.5,
2018-02-07T04:10:53.211Z,29,,,,54,51.5,
2018-02-07T04:11:03.272Z,,,,,54,51.6,
2018-02-07T04:11:13.256Z,,,,,54,51.6,64.4
2018-02-07T04:11:23.265Z,,,,,54,51.6,
2018-02-07T04:11:33.233Z,,,,,54,51.6,
2018-02-07T04:11:43.237Z,,,,,54,51.6,
2018-02-07T04:11:53.273Z,30,,,,54,51.6,64.5
2018-02-07T04:12:03.218Z,29,,,,54,51.6,
2018-02-07T04:12:13.236Z,,,,,54,51.6,
2018-02-07T04:12:23.206Z,,,,,54,51.7,
2018-02-07T04:12:33.210Z,30,,,,54,51.7,
2018-02-07T04:12:43.232Z,29,,,,54,51.7,64.6
2018-02-07T04:12:53.332Z,,,,,54,51.7,
2018-02-07T04:13:03.213Z,,,,,54,51.7,
2018-02-07T04:13:13.244Z,30,,,,54,51.7,
2018-02-07T04:13:23.209Z,29,,,,54,51.7,
2018-02-07T04:13:33.235Z,,,,,54,51.8,64.7
2018-02-07T04:13:43.212Z,,,,,54,51.8,
2018-02-07T04:13:53.208Z,30,,,,54,51.8,
2018-02-07T04:14:03.230Z,,,,,54,51.8,
2018-02-07T04:14:13.209Z,29,,,,54,51.8,
2018-02-07T04:14:23.287Z,,,,,54,51.8,64.8
2018-02-07T04:14:33.208Z,,,,,54,51.8,
2018-02-07T04:14:43.217Z,,,,,54,51.8,
2018-02-07T04:14:53.209Z,,,,,54,51.8,
2018-02-07T04:15:03.249Z,,,,,54,51.9,64.9
2018-02-07T04:15:13.382Z,,,,,54,51.9,
2018-02-07T04:15:23.229Z,,,,,54,51.9,
2018-02-07T04:15:33.244Z,,,,,54,51.9,
2018-02-07T04:15:43.218Z,0,,1,0,54,51.9,62.7
2018-02-07T04:15:53.215Z,,,,,54,51.9,61.9
2018-02-07T04:16:03.256Z,,,,,54,52,59.9
2018-02-07T04:16:13.233Z,,,,,54,52,58.9
2018-02-07T04:16:23.227Z,,,,,54,52,58.6
2018-02-07T04:16:33.211Z,,,,,54,52,57.9
2018-02-07T04:16:43.216Z,,,,,54,51.9,56.9
2018-02-07T04:16:53.219Z,,,,,54,51.9,56.5
2018-02-07T04:17:03.237Z,,,,,54,51.8,55.9
2018-02-07T04:17:13.210Z,,,,,54,51.8,55.4
2018-02-07T04:17:23.209Z,44,,1,0,54,51.7,54.8
2018-02-07T04:17:33.219Z,38,,,,54,51.6,58.2
2018-02-07T04:17:43.212Z,29,,,,54,51.4,58.9
2018-02-07T04:17:53.277Z,,,,,54,51.3,59
2018-02-07T04:18:03.244Z,,,,,54,51.2,60.1
2018-02-07T04:18:13.280Z,,,,,54,51.1,60.6
2018-02-07T04:18:23.299Z,,,,,54,51,61.1
2018-02-07T04:18:33.249Z,,,,,54,51,61.6
2018-02-07T04:18:43.217Z,30,,,,54,50.9,62
2018-02-07T04:18:53.251Z,29,,,,54,50.9,62.2
2018-02-07T04:19:03.211Z,,,,,54,50.9,62.6
2018-02-07T04:19:13.213Z,,,,,54,50.9,62.7
2018-02-07T04:19:23.290Z,,,,,54,50.9,63.1
2018-02-07T04:19:33.220Z,30,,,,54,50.9,
2018-02-07T04:19:43.251Z,29,,,,54,50.9,63.2
2018-02-07T04:19:53.220Z,,,,,54,50.9,63.3
2018-02-07T04:20:03.245Z,,,,,54,50.9,63.4
2018-02-07T04:20:13.218Z,,,,,54,51,
2018-02-07T04:20:23.223Z,,,,,54,50.9,63.5
2018-02-07T04:20:33.213Z,,,,,54,51,63.6
2018-02-07T04:20:43.233Z,,,,,54,51,
2018-02-07T04:20:53.349Z,30,,,,54,51,63.8
2018-02-07T04:21:03.260Z,29,,,,54,51,
2018-02-07T04:21:13.212Z,,,,,54,50.9,63.9
2018-02-07T04:21:23.228Z,,,,,54,51,
2018-02-07T04:21:33.296Z,,,,,54,51,64
2018-02-07T04:21:43.217Z,,,,,54,51,
2018-02-07T04:21:53.237Z,,,,,54,51,
2018-02-07T04:22:03.271Z,30,,,,54,51,
2018-02-07T04:22:13.215Z,29,,,,54,51,
2018-02-07T04:22:23.245Z,,,,,54,51,64.1
2018-02-07T04:22:33.216Z,,,,,54,51,
2018-02-07T04:22:43.214Z,30,,,,54,51,
2018-02-07T04:22:53.276Z,29,,,,54,51,
2018-02-07T04:23:03.225Z,,,,,54,51.1,
2018-02-07T04:23:13.296Z,,,,,54,51.1,64.2
2018-02-07T04:23:23.247Z,,,,,54,51.1,
2018-02-07T04:23:33.287Z,,,,,54,51.1,
2018-02-07T04:23:43.247Z,,,,,54,51.1,
2018-02-07T04:23:53.217Z,,,,,54,51.2,64.4
2018-02-07T04:24:03.213Z,30,,,,54,51.2,
2018-02-07T04:24:13.295Z,29,,,,54,51.2,
2018-02-07T04:24:23.251Z,,,,,54,51.2,
2018-02-07T04:24:33.275Z,30,,,,54,51.2,64.5
2018-02-07T04:24:43.219Z,29,,,,54,51.2,
2018-02-07T04:24:53.222Z,,,,,54,51.3,
2018-02-07T04:25:03.225Z,,,,,54,51.3,
2018-02-07T04:25:13.220Z,,,,,54,51.3,64.6
2018-02-07T04:25:23.217Z,,,,,54,51.3,
2018-02-07T04:25:33.230Z,,,,,54,51.3,
2018-02-07T04:25:43.225Z,,,,,54,51.4,
2018-02-07T04:25:53.227Z,,,,,54,51.4,64.7
2018-02-07T04:26:03.218Z,,,,,54,51.4,
2018-02-07T04:26:13.220Z,,,,,54,51.4,
2018-02-07T04:26:23.229Z,,,,,54,51.4,64.8
2018-02-07T04:26:33.244Z,,,,,54,51.5,
2018-02-07T04:26:43.236Z,,,,,54,51.5,
2018-02-07T04:26:53.221Z,,,,,54,51.5,
2018-02-07T04:27:03.219Z,,,,,54,51.5,
2018-02-07T04:27:13.242Z,30,,,,54,51.5,64.9
2018-02-07T04:27:23.222Z,29,,,,54,51.5,
2018-02-07T04:27:33.231Z,29,,,,54,51.6,
2018-02-07T04:27:43.237Z,0,,1,0,54,51.6,62.9
2018-02-07T04:27:53.252Z,,,,,54,51.6,60.9
2018-02-07T04:28:03.226Z,,,,,54,51.6,59.9
2018-02-07T04:28:13.261Z,,,,,54,51.7,58.9
2018-02-07T04:28:23.256Z,,,,,54,51.7,57.9
2018-02-07T04:28:33.246Z,,,,,54,51.7,57.7
2018-02-07T04:28:43.254Z,,,,,54,51.6,56.9
2018-02-07T04:28:53.290Z,,,,,54,51.6,56.4
2018-02-07T04:29:03.265Z,,,,,54,51.5,55.7
2018-02-07T04:29:13.251Z,,,,,54,51.4,55.3
2018-02-07T04:29:23.225Z,44,,1,0,54,51.3,56
2018-02-07T04:29:33.222Z,40,,,,54,51.2,58
2018-02-07T04:29:43.233Z,29,,,,54,51.1,58.9
2018-02-07T04:29:53.224Z,29,,,,54,51,60
2018-02-07T04:30:03.224Z,,,,,54,50.9,60.2
2018-02-07T04:30:13.265Z,,,,,54,50.8,61.1
2018-02-07T04:30:23.296Z,,,,,54,50.8,61.3
2018-02-07T04:30:33.255Z,,,,,54,50.7,61.6
2018-02-07T04:30:43.220Z,30,,,,54,50.7,62
2018-02-07T04:30:53.217Z,29,,,,54,50.7,62.4
2018-02-07T04:31:03.258Z,,,,,54,50.7,62.6
2018-02-07T04:31:13.380Z,,,,,54,50.7,62.7
2018-02-07T04:31:23.226Z,,,,,54,50.7,62.9
2018-02-07T04:31:33.227Z,30,,,,54,50.7,63.1
2018-02-07T04:31:43.236Z,29,,,,54,50.7,63.2
2018-02-07T04:31:53.226Z,,,,,54,50.7,63.3
2018-02-07T04:32:03.243Z,,,,,54,50.7,
2018-02-07T04:32:13.260Z,,,,,54,50.8,63.4
2018-02-07T04:32:23.234Z,,,,,54,50.8,63.5
2018-02-07T04:32:33.238Z,,,,,54,50.8,63.6
2018-02-07T04:32:43.246Z,,,,,54,50.8,
2018-02-07T04:32:53.268Z,,,,,54,50.8,63.8
2018-02-07T04:33:03.224Z,,,,,54,50.8,
2018-02-07T04:33:13.233Z,,,,,54,50.8,63.9
2018-02-07T04:33:23.222Z,,,,,54,50.8,
2018-02-07T04:33:33.222Z,,,,,54,50.9,
2018-02-07T04:33:43.264Z,29,,,,54,50.9,63.9
2018-02-07T04:33:53.222Z,,,,,54,50.9,64
2018-02-07T04:34:03.221Z,,,,,54,50.9,
2018-02-07T04:34:13.254Z,,,,,54,50.9,
2018-02-07T04:34:23.227Z,30,,,,54,50.9,
2018-02-07T04:34:33.221Z,29,,,,54,50.9,
2018-02-07T04:34:43.260Z,,,,,54,51,64.1
2018-02-07T04:34:53.238Z,,,,,54,51,
2018-02-07T04:35:03.261Z,,,,,54,51,
2018-02-07T04:35:13.351Z,,,,,54,51,
2018-02-07T04:35:23.249Z,,,,,54,51,
2018-02-07T04:35:33.221Z,,,,,54,51,64.2
2018-02-07T04:35:43.221Z,,,,,54,51,
2018-02-07T04:35:53.222Z,,,,,54,51,
2018-02-07T04:36:03.230Z,,,,,54,51,
2018-02-07T04:36:13.240Z,30,,,,54,51.1,64.4
2018-02-07T04:36:23.223Z,29,,,,54,51.1,
2018-02-07T04:36:33.226Z,,,,,54,51.1,
2018-02-07T04:36:43.313Z,,,,,54,51.1,
2018-02-07T04:36:53.232Z,,,,,54,51.1,64.5
2018-02-07T04:37:03.264Z,,,,,54,51.1,
2018-02-07T04:37:13.264Z,,,,,54,51.1,
2018-02-07T04:37:23.222Z,,,,,54,51.2,
2018-02-07T04:37:33.284Z,,,,,54,51.2,64.6
2018-02-07T04:37:43.224Z,,,,,54,51.2,
2018-02-07T04:37:53.221Z,,,,,54,51.3,
2018-02-07T04:38:03.234Z,30,,,,54,51.3,64.7
2018-02-07T04:38:13.229Z,29,,,,54,51.3,
2018-02-07T04:38:23.230Z,30,,,,54,51.3,
2018-02-07T04:38:33.231Z,29,,,,54,51.4,
2018-02-07T04:38:43.289Z,,,,,54,51.4,64.8
2018-02-07T04:38:53.225Z,30,,,,54,51.4,
2018-02-07T04:39:03.253Z,29,,,,54,51.5,
2018-02-07T04:39:13.356Z,,,,,54,51.5,
2018-02-07T04:39:23.234Z,,,,,54,51.5,
2018-02-07T04:39:33.288Z,,,,,54,51.5,64.9
2018-02-07T04:39:43.246Z,,,,,54,51.5,
2018-02-07T04:39:53.225Z,,,1,0,54,51.5,
2018-02-07T04:40:03.253Z,0,,1,0,54,51.5,62.8
2018-02-07T04:40:13.230Z,,,,,54,51.6,60.9
2018-02-07T04:40:23.237Z,,,,,54,51.6,59.9
2018-02-07T04:40:33.267Z,,,,,54,51.6,58.9
2018-02-07T04:40:43.254Z,,,,,54,51.6,58.5
2018-02-07T04:40:53.260Z,,,,,54,51.6,57.7
2018-02-07T04:41:03.272Z,,,,,54,51.6,56.9
2018-02-07T04:41:13.229Z,,,,,54,51.5,56.4
2018-02-07T04:41:23.267Z,,,,,54,51.5,55.9
2018-02-07T04:41:33.226Z,,,,,54,51.4,55.3
2018-02-07T04:41:43.274Z,44,,1,0,54,51.3,55.1
2018-02-07T04:41:53.269Z,39,,,,54,51.2,58.2
2018-02-07T04:42:03.285Z,29,,,,54,51.2,58.9
2018-02-07T04:42:13.235Z,,,,,54,51.1,60
2018-02-07T04:42:23.270Z,30,,,,54,51,60.2
2018-02-07T04:42:33.235Z,29,,,,54,50.9,61.1
2018-02-07T04:42:43.253Z,30,,,,54,50.8,61.3
2018-02-07T04:42:53.248Z,,,,,54,50.8,61.6
2018-02-07T04:43:03.249Z,29,,,,54,50.8,62
2018-02-07T04:43:13.244Z,,,,,54,50.7,62.4
2018-02-07T04:43:23.277Z,30,,,,54,50.7,62.6
2018-02-07T04:43:33.306Z,29,,,,54,50.7,62.7
2018-02-07T04:43:43.251Z,30,,,,54,50.7,62.9
2018-02-07T04:43:53.232Z,29,,,,54,50.7,63.1
2018-02-07T04:44:03.247Z,,,,,54,50.7,63.2
2018-02-07T04:44:13.244Z,,,,,54,50.7,63.3
2018-02-07T04:44:23.235Z,,,,,54,50.8,
2018-02-07T04:44:33.305Z,,,,,54,50.8,63.4
2018-02-07T04:44:43.256Z,,,,,54,50.8,63.5
2018-02-07T04:44:53.237Z,,,,,54,50.8,63.6
2018-02-07T04:45:03.248Z,,,,,54,50.8,
2018-02-07T04:45:13.239Z,,,,,54,50.8,63.8
2018-02-07T04:45:23.228Z,30,,,,54,50.8,
2018-02-07T04:45:33.230Z,29,,,,54,50.9,63.9
2018-02-07T04:45:43.226Z,,,,,54,50.8,
2018-02-07T04:45:53.226Z,,,,,54,50.9,
2018-02-07T04:46:03.232Z,,,,,54,50.9,64
2018-02-07T04:46:13.232Z,,,,,54,50.9,
2018-02-07T04:46:23.303Z,,,,,54,50.9,
2018-02-07T04:46:33.234Z,,,,,54,50.9,
2018-02-07T04:46:43.375Z,30,,,,54,50.9,
2018-02-07T04:46:53.232Z,29,,,,54,50.9,64.1
2018-02-07T04:47:03.276Z,,,,,54,51,
2018-02-07T04:47:13.245Z,,,,,54,51,
2018-02-07T04:47:23.305Z,,,,,54,51,
2018-02-07T04:47:33.226Z,,,,,54,51,
2018-02-07T04:47:43.256Z,,,,,54,51,
2018-02-07T04:47:53.236Z,,,,,54,51,64.2
2018-02-07T04:48:03.242Z,,,,,54,51.1,
2018-02-07T04:48:13.273Z,,,,,54,51.1,
2018-02-07T04:48:23.236Z,,,,,54,51.1,
2018-02-07T04:48:33.257Z,,,,,54,51.1,64.4
2018-02-07T04:48:43.231Z,,,,,54,51.1,
2018-02-07T04:48:53.265Z,,,,,54,51.1,
2018-02-07T04:49:03.235Z,,,,,54,51.1,
2018-02-07T04:49:13.246Z,,,,,54,51.1,64.5
2018-02-07T04:49:23.235Z,30,,,,54,51.1,
2018-02-07T04:49:33.228Z,29,,,,54,51.1,
2018-02-07T04:49:43.237Z,,,,,54,51.2,
2018-02-07T04:49:53.229Z,,,,,54,51.2,64.6
2018-02-07T04:50:03.230Z,,,,,54,51.2,
2018-02-07T04:50:13.245Z,,,,,54,51.2,
2018-02-07T04:50:23.382Z,,,,,54,51.3,
2018-02-07T04:50:33.239Z,,,,,54,51.3,64.7
2018-02-07T04:50:48.414Z,,,,,54,51.3,
2018-02-07T04:50:53.232Z,,,,,54,51.3,
2018-02-07T04:51:03.259Z,,,,,54,51.3,
2018-02-07T04:51:13.230Z,,,,,54,51.4,64.8
2018-02-07T04:51:23.230Z,,,,,54,51.4,
2018-02-07T04:51:33.255Z,30,,,,54,51.4,
2018-02-07T04:51:43.246Z,29,,,,54,51.4,
2018-02-07T04:51:53.234Z,,,,,54,51.5,64.9
2018-02-07T04:52:03.237Z,,,,,54,51.5,
2018-02-07T04:52:13.257Z,0,,1,0,54,51.5,64.8
2018-02-07T04:52:23.244Z,,,,,54,51.5,61.9
2018-02-07T04:52:33.232Z,,,,,54,51.5,60.9
2018-02-07T04:52:43.231Z,,,,,54,51.6,59.7
2018-02-07T04:52:53.260Z,,,,,54,51.6,58.8
2018-02-07T04:53:03.286Z,,,,,54,51.6,57.9
2018-02-07T04:53:13.335Z,,,,,54,51.5,56.9
2018-02-07T04:53:23.233Z,,,,,54,51.5,56.7
2018-02-07T04:53:33.323Z,,,,,54,51.5,55.9
2018-02-07T04:53:43.250Z,,,,,54,51.4,55.5
2018-02-07T04:53:53.283Z,,,,,54,51.3,54.9
2018-02-07T04:54:03.254Z,38,,1,0,54,51.2,58.1
2018-02-07T04:54:13.239Z,29,,,,54,51.1,58.9
2018-02-07T04:54:23.237Z,,,,,54,51,59
2018-02-07T04:54:33.284Z,29,,,,54,50.9,60
2018-02-07T04:54:43.261Z,,,,,54,50.8,60.5
2018-02-07T04:54:53.235Z,30,,,,54,50.8,61.1
2018-02-07T04:55:03.265Z,29,,,,54,50.7,61.4
2018-02-07T04:55:13.235Z,30,,,,54,50.7,62
2018-02-07T04:55:23.235Z,,,,,54,50.6,62.1
2018-02-07T04:55:33.272Z,,,,,54,50.6,62.5
2018-02-07T04:55:43.312Z,29,,,,54,50.6,62.6
2018-02-07T04:55:53.241Z,,,,,54,50.6,62.8
2018-02-07T04:56:03.254Z,29,,,,54,50.6,63.1
2018-02-07T04:56:13.236Z,,,,,54,50.6,
2018-02-07T04:56:23.235Z,,,,,54,50.7,63.2
2018-02-07T04:56:33.296Z,30,,,,54,50.7,63.3
2018-02-07T04:56:43.247Z,29,,,,54,50.7,
2018-02-07T04:56:53.246Z,,,,,54,50.7,63.4
2018-02-07T04:57:03.332Z,,,,,54,50.7,63.5
2018-02-07T04:57:13.308Z,,,,,54,50.7,63.6
2018-02-07T04:57:23.249Z,,,,,54,50.8,
2018-02-07T04:57:33.240Z,30,,,,54,50.8,63.8
2018-02-07T04:57:43.236Z,29,,,,54,50.8,
2018-02-07T04:57:53.321Z,,,,,54,50.8,
2018-02-07T04:58:03.262Z,,,,,54,50.8,63.9
2018-02-07T04:58:13.243Z,,,,,54,50.8,
2018-02-07T04:58:23.240Z,,,,,54,50.8,
2018-02-07T04:58:33.253Z,30,,,,54,50.8,63.9
2018-02-07T04:58:43.235Z,29,,,,54,50.8,64
2018-02-07T04:58:53.239Z,,,,,54,50.9,
2018-02-07T04:59:03.247Z,,,,,54,50.9,
2018-02-07T04:59:13.342Z,,,,,54,50.9,
2018-02-07T04:59:23.234Z,,,,,54,50.9,
2018-02-07T04:59:33.278Z,,,,,54,50.9,64.1
2018-02-07T04:59:43.253Z,,,,,54,50.9,
2018-02-07T04:59:53.255Z,,,,,54,50.9,
2018-02-07T05:00:03.281Z,,,,,54,50.9,
2018-02-07T05:00:13.241Z,,,,,54,50.9,
2018-02-07T05:00:23.271Z,,,,,54,51,64.2
2018-02-07T05:00:33.260Z,30,,,,54,51,
2018-02-07T05:00:43.241Z,,,,,54,51,
2018-02-07T05:00:53.294Z,29,,,,54,51,
2018-02-07T05:01:03.243Z,,,,,54,51,64.4
2018-02-07T05:01:13.265Z,,,,,54,51.1,
2018-02-07T05:01:23.325Z,,,,,54,51.1,
2018-02-07T05:01:33.364Z,30,,,,54,51.1,
2018-02-07T05:01:43.267Z,,,,,54,51.1,64.5
2018-02-07T05:01:53.303Z,29,,,,54,51.1,
2018-02-07T05:02:03.239Z,,,,,54,51.2,
2018-02-07T05:02:13.268Z,30,,,,54,51.2,
2018-02-07T05:02:23.267Z,29,,,,54,51.2,64.6
2018-02-07T05:02:33.241Z,30,,,,54,51.2,
2018-02-07T05:02:43.285Z,29,,,,54,51.2,
2018-02-07T05:02:53.279Z,,,,,54,51.3,
2018-02-07T05:03:03.241Z,,,,,54,51.3,64.7
2018-02-07T05:03:13.249Z,,,,,54,51.3,
2018-02-07T05:03:23.259Z,,,,,54,51.3,
2018-02-07T05:03:33.249Z,,,,,54,51.3,
2018-02-07T05:03:43.355Z,,,,,54,51.3,64.8
2018-02-07T05:03:53.315Z,30,,,,54,51.3,
2018-02-07T05:04:03.248Z,29,,,,54,51.4,
2018-02-07T05:04:13.275Z,,,,,54,51.4,
2018-02-07T05:04:23.242Z,30,,,,54,51.4,
2018-02-07T05:04:33.252Z,,,,,54,51.4,64.9
2018-02-07T05:04:43.296Z,29,,,,54,51.4,
2018-02-07T05:04:53.286Z,,,,,54,51.4,
2018-02-07T05:05:03.297Z,0,,1,0,54,51.5,62.9
2018-02-07T05:05:13.267Z,,,,,54,51.5,61.6
2018-02-07T05:05:23.244Z,,,,,54,51.5,59.9
2018-02-07T05:05:33.246Z,,,,,54,51.5,58.9
2018-02-07T05:05:43.244Z,,,,,54,51.5,58.4
2018-02-07T05:05:53.335Z,,,,,54,51.5,57.7
2018-02-07T05:06:03.257Z,,,,,54,51.5,56.9
2018-02-07T05:06:13.278Z,,,,,54,51.5,56.3
2018-02-07T05:06:23.243Z,,,,,54,51.4,55.9
2018-02-07T05:06:33.248Z,,,,,54,51.4,55.3
2018-02-07T05:06:43.267Z,44,,1,0,54,51.3,55.2
2018-02-07T05:06:53.243Z,38,,,,54,51.2,58.2
2018-02-07T05:07:03.259Z,29,,,,54,51,58.9
2018-02-07T05:07:13.269Z,,,,,54,51,59.1
2018-02-07T05:07:23.242Z,,,,,54,50.9,60.2
2018-02-07T05:07:33.252Z,29,61,1,0,54,50.8,61.1
2018-02-07T05:07:43.330Z,,,,,54,50.7,61.3
2018-02-07T05:07:53.255Z,,,,,54,50.6,61.6
2018-02-07T05:08:03.285Z,,,,,54,50.6,62
2018-02-07T05:08:13.240Z,,,,,54,50.6,62.4
2018-02-07T05:08:23.245Z,,,,,54,50.6,62.6
2018-02-07T05:08:33.250Z,,,,,54,50.6,62.7
2018-02-07T05:08:43.251Z,30,,,,54,50.6,62.9
2018-02-07T05:08:53.253Z,29,,,,54,50.6,63.1
2018-02-07T05:09:03.258Z,,,,,54,50.7,63.2
2018-02-07T05:09:13.282Z,,,,,54,50.7,
2018-02-07T05:09:23.299Z,30,,,,54,50.7,63.3
2018-02-07T05:09:33.246Z,29,,,,54,50.7,63.4
2018-02-07T05:09:43.253Z,,,,,54,50.7,63.5
2018-02-07T05:09:53.322Z,,,,,54,50.8,
2018-02-07T05:10:03.286Z,,,,,54,50.8,63.6
2018-02-07T05:10:13.267Z,,,,,54,50.8,
2018-02-07T05:10:23.328Z,,,,,54,50.8,63.8
2018-02-07T05:10:33.302Z,,,,,54,50.8,
2018-02-07T05:10:43.244Z,,,,,54,50.8,63.9
2018-02-07T05:10:53.247Z,,,,,54,50.9,
2018-02-07T05:11:03.247Z,30,,,,54,50.9,
2018-02-07T05:11:13.253Z,29,,,,54,50.9,64
2018-02-07T05:11:23.274Z,,,,,54,50.9,
2018-02-07T05:11:33.241Z,,,,,54,50.9,
2018-02-07T05:11:43.245Z,,,,,54,50.9,
2018-02-07T05:11:53.265Z,,,,,54,50.9,
2018-02-07T05:12:03.251Z,,,,,54,50.9,
2018-02-07T05:12:13.262Z,,,,,54,50.9,64.1
2018-02-07T05:12:23.289Z,,,,,54,50.9,
2018-02-07T05:12:33.261Z,,,,,54,50.9,
2018-02-07T05:12:43.248Z,,,,,54,51,
2018-02-07T05:12:53.249Z,,,,,54,51,
2018-02-07T05:13:03.256Z,,,,,54,51,64.2
2018-02-07T05:13:13.340Z,,,,,54,51,
2018-02-07T05:13:23.271Z,,,,,54,51,
2018-02-07T05:13:33.317Z,,,,,54,51,
2018-02-07T05:13:43.243Z,,,,,54,51.1,
2018-02-07T05:13:53.247Z,,,,,54,51.1,64.4
2018-02-07T05:14:03.368Z,,,,,54,51.1,
2018-02-07T05:14:13.247Z,,,,,54,51.1,
2018-02-07T05:14:23.246Z,,,,,54,51.1,64.5
2018-02-07T05:14:33.246Z,30,,,,54,51.1,
2018-02-07T05:14:43.247Z,29,,,,54,51.1,
2018-02-07T05:14:53.288Z,30,,,,54,51.1,
2018-02-07T05:15:03.258Z,29,,,,54,51.1,
2018-02-07T05:15:13.259Z,,,,,54,51.2,
2018-02-07T05:15:28.417Z,,,,,54,51.2,64.6
2018-02-07T05:15:33.314Z,,,,,54,51.2,
2018-02-07T05:15:43.275Z,30,,,,54,51.2,
2018-02-07T05:15:53.277Z,29,,,,54,51.2,
2018-02-07T05:16:03.278Z,,,,,54,51.3,64.7
2018-02-07T05:16:13.269Z,,,,,54,51.3,
2018-02-07T05:16:23.248Z,,,,,54,51.3,
2018-02-07T05:16:33.250Z,,,,,54,51.3,
2018-02-07T05:16:43.274Z,,,,,54,51.3,
2018-02-07T05:16:53.255Z,,,,,54,51.4,64.8
2018-02-07T05:17:03.306Z,,,,,54,51.4,
2018-02-07T05:17:13.261Z,30,,,,54,51.4,
2018-02-07T05:17:23.252Z,29,,,,54,51.4,
2018-02-07T05:17:33.253Z,,,,,54,51.4,
2018-02-07T05:17:43.271Z,,,,,54,51.4,
2018-02-07T05:17:53.292Z,,,,,54,51.5,64.9
2018-02-07T05:18:03.486Z,,,,,54,51.5,
2018-02-07T05:18:13.271Z,,,,,54,51.5,
2018-02-07T05:18:23.292Z,,,,,54,51.5,
2018-02-07T05:18:33.247Z,30,,,,54,51.6,
2018-02-07T05:18:43.248Z,29,,,,54,51.6,
2018-02-07T05:18:53.256Z,,,,,54,51.6,
2018-02-07T05:19:03.262Z,0,,1,0,54,51.6,62.9
2018-02-07T05:19:13.253Z,,,,,54,51.6,61.8
2018-02-07T05:19:23.334Z,,,,,54,51.6,60.8
2018-02-07T05:19:33.252Z,,,,,54,51.7,58.9
2018-02-07T05:19:43.323Z,,,,,54,51.7,58.5
2018-02-07T05:19:53.370Z,,,,,54,51.6,57.8
2018-02-07T05:20:03.253Z,,,,,54,51.6,56.9
2018-02-07T05:20:13.293Z,,,,,54,51.6,56.4
2018-02-07T05:20:23.251Z,,,,,54,51.5,55.9
2018-02-07T05:20:33.334Z,,,,,54,51.5,55.3
2018-02-07T05:20:43.254Z,44,,1,0,54,51.4,55.3
2018-02-07T05:20:53.335Z,39,,,,54,51.2,58.2
2018-02-07T05:21:08.376Z,29,,,,54,51.1,58.8
2018-02-07T05:21:13.266Z,,,,,54,51,59.3
2018-02-07T05:21:23.311Z,,,,,54,50.9,60.2
2018-02-07T05:21:33.257Z,,,,,54,50.9,60.7
2018-02-07T05:21:43.341Z,,,,,54,50.8,61.2
2018-02-07T05:21:53.254Z,,,,,54,50.8,61.5
2018-02-07T05:22:03.297Z,,,,,54,50.7,62
2018-02-07T05:22:13.253Z,,,,,54,50.7,62.1
2018-02-07T05:22:23.337Z,,,,,54,50.7,62.4
2018-02-07T05:22:33.293Z,,,,,54,50.7,62.6
2018-02-07T05:22:43.304Z,,,,,54,50.7,62.7
2018-02-07T05:22:53.282Z,,,,,54,50.7,62.8
2018-02-07T05:23:03.257Z,,,,,54,50.7,62.9
2018-02-07T05:23:13.332Z,,,,,54,50.7,63.1
2018-02-07T05:23:23.255Z,,,,,54,50.7,
2018-02-07T05:23:33.278Z,,,,,54,50.8,63.2
2018-02-07T05:23:43.248Z,,,,,54,50.8,
2018-02-07T05:23:53.271Z,,,,,54,50.8,63.3
2018-02-07T05:24:03.294Z,,,,,54,50.8,
2018-02-07T05:24:13.308Z,,,,,54,50.8,63.4
2018-02-07T05:24:23.269Z,,,,,54,50.8,
2018-02-07T05:24:33.280Z,,,,,54,50.8,63.5
