Time,PrimT,PrimTSet,HwActive,HwTOutlet,ActPow,ChActive,HwTSet
2018-01-29T03:35:18.795Z,34.3,,,29.8,,,54
2018-01-29T03:35:28.802Z,,,,29.8,,,54
2018-01-29T03:35:38.853Z,,,,29.7,,,54
2018-01-29T03:35:48.743Z,,,,29.7,,,54
2018-01-29T03:35:58.790Z,,,,29.6,,,54
2018-01-29T03:36:08.726Z,35.7,,0,29.6,43,2,54
2018-01-29T03:36:18.732Z,40,,,29.6,33,,54
2018-01-29T03:36:28.894Z,38.7,,,29.5,30,,54
2018-01-29T03:36:38.916Z,38.1,,,29.5,29,,54
2018-01-29T03:36:48.773Z,39.2,,,29.5,,,54
2018-01-29T03:36:58.795Z,39.5,,,29.3,,,54
2018-01-29T03:37:08.747Z,39.6,,,29.3,,,54
2018-01-29T03:37:18.738Z,39.8,,,29.5,,,54
2018-01-29T03:37:28.803Z,40,,,29.5,30,,54
2018-01-29T03:37:38.847Z,,,,29.5,29,,54
2018-01-29T03:37:48.722Z,40.1,,,29.6,,,54
2018-01-29T03:37:58.733Z,40.2,,,29.7,,,54
2018-01-29T03:38:08.737Z,40.4,,,29.8,,,54
2018-01-29T03:38:18.775Z,40.5,,,30,,,54
2018-01-29T03:38:28.728Z,40.6,,,30.1,,,54
2018-01-29T03:38:38.835Z,40.7,,,30.2,,,54
2018-01-29T03:38:48.723Z,,,,30.3,,,54
2018-01-29T03:38:58.727Z,40.8,,,30.4,,,54
2018-01-29T03:39:08.796Z,41,,,30.4,,,54
2018-01-29T03:39:18.779Z,,,,30.6,,,54
2018-01-29T03:39:28.809Z,41.2,,,30.7,,,54
2018-01-29T03:39:38.909Z,41.3,,,30.7,,,54
2018-01-29T03:39:48.720Z,41.4,,,30.8,30,,54
2018-01-29T03:39:58.779Z,41.6,,,30.8,29,,54
2018-01-29T03:40:08.755Z,41.7,,,30.9,,,54
2018-01-29T03:40:18.786Z,42,,,31,,,54
2018-01-29T03:40:28.820Z,,,,31,,,54
2018-01-29T03:40:38.850Z,42.2,,,31.2,,,54
2018-01-29T03:40:48.722Z,42.3,,,31.2,,,54
2018-01-29T03:40:58.731Z,42.4,,,31.3,,,54
2018-01-29T03:41:08.768Z,42.7,,,31.3,,,54
2018-01-29T03:41:18.721Z,42.8,,,31.4,30,,54
2018-01-29T03:41:28.726Z,43,,,31.4,29,,54
2018-01-29T03:41:38.894Z,43.1,,,31.5,,,54
2018-01-29T03:41:48.746Z,43.2,,,31.6,,,54
2018-01-29T03:41:58.732Z,43.4,,,31.6,,,54
2018-01-29T03:42:08.727Z,43.5,,,31.8,,,54
2018-01-29T03:42:18.732Z,43.6,,,31.9,,,54
2018-01-29T03:42:28.753Z,43.8,,,32,,,54
2018-01-29T03:42:38.882Z,44,,,32,,,54
2018-01-29T03:42:48.812Z,,,,32.1,,,54
2018-01-29T03:42:58.725Z,44.2,,,32.2,30,,54
2018-01-29T03:43:08.770Z,44.3,,,32.3,29,,54
2018-01-29T03:43:18.723Z,44.4,,,32.4,,,54
2018-01-29T03:43:28.728Z,44.6,,,32.5,,,54
2018-01-29T03:43:38.863Z,44.7,,,32.6,30,,54
2018-01-29T03:43:48.724Z,44.9,,,32.7,29,,54
2018-01-29T03:43:58.728Z,45,,,32.8,,,54
2018-01-29T03:44:08.724Z,45.1,,,32.9,30,,54
2018-01-29T03:44:18.724Z,45.2,,,33.1,,,54
2018-01-29T03:44:28.731Z,45.3,,,33.2,29,,54
2018-01-29T03:44:38.862Z,45.5,,,33.3,,,54
2018-01-29T03:44:48.727Z,45.6,,,33.4,,,54
2018-01-29T03:44:58.723Z,45.7,,,33.5,,,54
2018-01-29T03:45:09.050Z,45.8,,,33.6,,,54
2018-01-29T03:45:19.305Z,46,,,33.7,,,54
2018-01-29T03:45:29.430Z,,,,33.8,,,54
2018-01-29T03:45:38.982Z,46.2,,,33.9,,,54
2018-01-29T03:45:48.726Z,,,,34,,,54
2018-01-29T03:45:58.756Z,45.8,,0,34.1,0,2,54
2018-01-29T03:46:08.726Z,43.8,,,34.2,,,54
2018-01-29T03:46:18.734Z,42.8,,,34.3,,,54
2018-01-29T03:46:28.775Z,41.9,,,34.3,,,54
2018-01-29T03:46:38.888Z,40.9,,,34.4,,,54
2018-01-29T03:46:48.727Z,40.8,,,34.5,,,54
2018-01-29T03:46:58.828Z,40.3,,,34.6,,,54
2018-01-29T03:47:08.772Z,39.9,,,34.6,,,54
2018-01-29T03:47:18.732Z,39.5,,,34.7,,,54
2018-01-29T03:47:28.772Z,38.9,,,34.7,,,54
2018-01-29T03:47:38.828Z,38.7,,,34.8,,,54
2018-01-29T03:47:48.775Z,38.4,,,34.8,,,54
2018-01-29T03:47:58.773Z,38.2,,,34.8,,,54
2018-01-29T03:48:08.805Z,37.9,,,34.8,,,54
2018-01-29T03:48:18.758Z,37.8,,,34.8,,,54
2018-01-29T03:48:28.729Z,37.6,,,34.8,,,54
2018-01-29T03:48:38.839Z,37.4,,,34.8,,,54
2018-01-29T03:48:48.739Z,37.3,,,34.8,,,54
2018-01-29T03:48:58.730Z,37.1,,,34.8,,,54
2018-01-29T03:49:08.794Z,,,,34.7,,,54
2018-01-29T03:49:18.731Z,,,,34.7,,,54
2018-01-29T03:49:28.730Z,36.9,,,34.7,,,54
2018-01-29T03:49:38.830Z,36.9,61,0,34.7,0,2,54
2018-01-29T03:49:48.729Z,,,,34.7,,,54
2018-01-29T03:49:58.726Z,,,,34.6,,,54
2018-01-29T03:50:08.741Z,,,,34.6,,,54
2018-01-29T03:50:18.751Z,,,,34.6,,,54
2018-01-29T03:50:28.765Z,,,,34.6,,,54
2018-01-29T03:50:38.835Z,,,,34.6,,,54
2018-01-29T03:50:48.742Z,,,,34.6,,,54
2018-01-29T03:50:58.742Z,,,,34.6,,,54
2018-01-29T03:51:08.729Z,,,,34.6,,,54
2018-01-29T03:51:18.792Z,,,,34.5,,,54
2018-01-29T03:51:28.795Z,,,,34.5,,,54
2018-01-29T03:51:38.831Z,,,,34.5,,,54
2018-01-29T03:51:48.730Z,,,,34.5,,,54
2018-01-29T03:51:58.730Z,,,,34.4,,,54
2018-01-29T03:52:08.731Z,37.1,,,34.4,,,54
2018-01-29T03:52:18.767Z,,,,34.4,,,54
2018-01-29T03:52:28.733Z,,,,34.3,,,54
2018-01-29T03:52:38.863Z,37.2,,,34.3,,,54
2018-01-29T03:52:48.733Z,,,,34.3,,,54
2018-01-29T03:52:58.734Z,,,,34.2,,,54
2018-01-29T03:53:08.738Z,37.3,,,34.2,,,54
2018-01-29T03:53:18.774Z,,,,34.1,,,54
2018-01-29T03:53:28.806Z,,,,34.1,,,54
2018-01-29T03:53:38.866Z,,,,34,,,54
2018-01-29T03:53:48.747Z,37.4,,,34,,,54
2018-01-29T03:53:58.808Z,,,,33.9,,,54
2018-01-29T03:54:08.749Z,,,,33.9,,,54
2018-01-29T03:54:18.738Z,37.5,,,33.8,,,54
2018-01-29T03:54:28.731Z,,,,33.8,,,54
2018-01-29T03:54:38.867Z,,,,33.7,,,54
2018-01-29T03:54:48.769Z,,,,33.7,,,54
2018-01-29T03:54:58.820Z,,,,33.6,,,54
2018-01-29T03:55:08.753Z,,,,33.6,,,54
2018-01-29T03:55:18.736Z,,,,33.5,,,54
2018-01-29T03:55:28.734Z,,,,33.5,,,54
2018-01-29T03:55:38.835Z,,,,33.4,,,54
2018-01-29T03:55:48.736Z,,,,33.4,,,54
2018-01-29T03:55:58.737Z,,,,33.3,,,54
2018-01-29T03:56:08.736Z,,,,33.3,,,54
2018-01-29T03:56:18.788Z,,,,33.2,,,54
2018-01-29T03:56:28.733Z,,,,33.1,,,54
2018-01-29T03:56:38.863Z,,,,33.1,,,54
2018-01-29T03:56:48.738Z,,,,32.9,,,54
2018-01-29T03:56:58.755Z,,,,32.9,,,54
2018-01-29T03:57:08.739Z,,,,32.8,,,54
2018-01-29T03:57:18.739Z,,,,32.8,,,54
2018-01-29T03:57:28.753Z,37.4,,,32.7,,,54
2018-01-29T03:57:38.854Z,37.5,,,32.6,,,54
2018-01-29T03:57:48.781Z,37.4,,,32.6,,,54
2018-01-29T03:57:58.810Z,,,,32.5,,,54
2018-01-29T03:58:08.805Z,,,,32.5,,,54
2018-01-29T03:58:18.737Z,,,,32.4,,,54
2018-01-29T03:58:28.734Z,,,,32.4,,,54
2018-01-29T03:58:38.922Z,,,,32.3,,,54
2018-01-29T03:58:48.738Z,,,,32.3,,,54
2018-01-29T03:58:58.744Z,37.3,,,32.2,,,54
2018-01-29T03:59:08.858Z,,,,32.2,,,54
2018-01-29T03:59:18.751Z,,,,32.1,,,54
2018-01-29T03:59:28.752Z,,,,32.1,,,54
2018-01-29T03:59:38.833Z,,,,32,,,54
2018-01-29T03:59:48.817Z,,,,32,,,54
2018-01-29T03:59:58.732Z,37.2,,,31.9,,,54
2018-01-29T04:00:08.781Z,,,,31.9,,,54
2018-01-29T04:00:18.732Z,,,,31.8,,,54
2018-01-29T04:00:28.813Z,,,,31.8,,,54
2018-01-29T04:00:38.843Z,,,,31.8,,,54
2018-01-29T04:00:48.737Z,,,,31.6,,,54
2018-01-29T04:00:58.757Z,,,,31.6,,,54
2018-01-29T04:01:08.734Z,,,,31.5,,,54
2018-01-29T04:01:18.778Z,37.1,,,31.5,,,54
2018-01-29T04:01:28.760Z,,,,31.4,,,54
2018-01-29T04:01:38.887Z,,,,31.4,,,54
2018-01-29T04:01:48.825Z,,,,31.4,,,54
2018-01-29T04:01:58.735Z,,,,31.3,,,54
2018-01-29T04:02:08.734Z,,,,31.3,,,54
2018-01-29T04:02:18.737Z,36.9,,,31.2,,,54
2018-01-29T04:02:28.737Z,,,,31.2,,,54
2018-01-29T04:02:38.900Z,,,,31,,,54
2018-01-29T04:02:48.745Z,,,,31,,,54
2018-01-29T04:02:58.785Z,,,,30.9,,,54
2018-01-29T04:03:08.733Z,,,,30.9,,,54
2018-01-29T04:03:18.766Z,,,,30.9,,,54
2018-01-29T04:03:28.776Z,36.8,,,30.8,,,54
2018-01-29T04:03:38.896Z,,,,30.8,,,54
2018-01-29T04:03:48.749Z,,,,30.8,,,54
2018-01-29T04:03:58.783Z,,,,30.7,,,54
2018-01-29T04:04:08.751Z,,,,30.7,,,54
2018-01-29T04:04:18.777Z,37.1,,0,30.7,45,2,54
2018-01-29T04:04:28.787Z,42.1,,,30.6,34,,54
2018-01-29T04:04:38.857Z,40.7,,,30.6,29,,54
2018-01-29T04:04:48.737Z,40,,,30.6,,,54
2018-01-29T04:04:58.798Z,41,,,30.4,,,54
2018-01-29T04:05:08.824Z,40.9,,,30.4,,,54
2018-01-29T04:05:18.786Z,41,,,30.4,29,,54
2018-01-29T04:05:28.798Z,40.9,,,30.4,,,54
2018-01-29T04:05:38.857Z,,,,30.4,,,54
2018-01-29T04:05:48.755Z,41,,,30.6,,,54
2018-01-29T04:05:58.738Z,,,,30.7,,,54
2018-01-29T04:06:08.739Z,,,,30.8,,,54
2018-01-29T04:06:18.739Z,41.1,,,30.9,,,54
2018-01-29T04:06:28.739Z,41.2,,,31,,,54
2018-01-29T04:06:38.849Z,41.3,,,31.2,,,54
2018-01-29T04:06:48.738Z,41.4,,,31.3,,,54
2018-01-29T04:06:58.740Z,,,,31.4,30,,54
2018-01-29T04:07:08.749Z,41.5,,,31.5,29,,54
2018-01-29T04:07:18.764Z,41.6,,,31.5,,,54
2018-01-29T04:07:28.740Z,41.7,,,31.6,30,,54
2018-01-29T04:07:38.889Z,41.8,,,31.8,29,,54
2018-01-29T04:07:48.776Z,42,,,31.8,,,54
2018-01-29T04:07:58.737Z,42.1,,,31.9,,,54
2018-01-29T04:08:08.837Z,42.2,,,31.9,,,54
2018-01-29T04:08:18.777Z,42.3,,,32,,,54
2018-01-29T04:08:28.789Z,42.6,,,32,,,54
2018-01-29T04:08:38.902Z,42.7,,,32.1,30,,54
2018-01-29T04:08:48.781Z,43,,,32.1,29,,54
2018-01-29T04:08:58.740Z,,,,32.2,30,,54
2018-01-29T04:09:08.771Z,43.2,,,32.2,29,,54
2018-01-29T04:09:18.743Z,43.3,,,32.3,30,,54
2018-01-29T04:09:28.753Z,43.4,,,32.3,29,,54
2018-01-29T04:09:38.843Z,43.5,,,32.4,30,,54
2018-01-29T04:09:48.793Z,43.7,,,32.5,29,,54
2018-01-29T04:09:58.743Z,43.9,,,32.5,,,54
2018-01-29T04:10:08.745Z,44,,,32.6,,,54
2018-01-29T04:10:18.744Z,44.1,,,32.7,,,54
2018-01-29T04:10:28.749Z,44.3,,0,32.8,0,2,54
2018-01-29T04:10:38.853Z,41.9,,,32.8,,,54
2018-01-29T04:10:48.741Z,40.9,,,32.9,,,54
2018-01-29T04:10:58.822Z,40,,,33.1,,,54
2018-01-29T04:11:08.743Z,39.7,,,33.2,,,54
2018-01-29T04:11:18.745Z,38.8,,,33.2,,,54
2018-01-29T04:11:28.828Z,38.4,,,33.3,,,54
2018-01-29T04:11:38.886Z,37.9,,,33.4,,,54
2018-01-29T04:11:48.745Z,37.6,,,33.4,,,54
2018-01-29T04:11:58.742Z,36.9,,,33.4,,,54
2018-01-29T04:12:08.745Z,36.8,,,33.5,,,54
2018-01-29T04:12:18.886Z,36.5,,,33.5,,,54
2018-01-29T04:12:28.756Z,36.3,,,33.5,,,54
2018-01-29T04:12:38.876Z,35.9,,,33.5,,,54
2018-01-29T04:12:48.747Z,,,,33.5,,,54
2018-01-29T04:12:58.747Z,35.7,,,33.5,,,54
2018-01-29T04:13:08.775Z,35.5,,,33.5,,,54
2018-01-29T04:13:18.745Z,35.4,,,33.5,,,54
2018-01-29T04:13:28.745Z,35.2,,,33.5,,,54
2018-01-29T04:13:38.852Z,,,,33.5,,,54
2018-01-29T04:13:48.828Z,,,,33.5,,,54
2018-01-29T04:13:58.750Z,,,,33.4,,,54
2018-01-29T04:14:08.746Z,,,,33.4,,,54
2018-01-29T04:14:18.788Z,,,,33.4,,,54
2018-01-29T04:14:28.744Z,35.1,,,33.4,,,54
2018-01-29T04:14:38.882Z,,,,33.4,,,54
2018-01-29T04:14:48.827Z,,,,33.4,,,54
2018-01-29T04:14:58.744Z,,,,33.4,,,54
2018-01-29T04:15:08.747Z,,,,33.3,,,54
2018-01-29T04:15:18.769Z,,,,33.3,,,54
2018-01-29T04:15:28.761Z,,,,33.3,,,54
2018-01-29T04:15:38.862Z,,,,33.3,,,54
2018-01-29T04:15:48.749Z,,,,33.3,,,54
2018-01-29T04:15:58.755Z,,,,33.3,,,54
2018-01-29T04:16:08.767Z,,,,33.3,,,54
2018-01-29T04:16:18.823Z,,,,33.3,,,54
2018-01-29T04:16:28.746Z,,,,33.2,,,54
2018-01-29T04:16:38.887Z,35.2,,,33.2,,,54
2018-01-29T04:16:48.751Z,,,,33.2,,,54
2018-01-29T04:16:58.748Z,,,,33.1,,,54
2018-01-29T04:17:08.805Z,35.3,,,33.1,,,54
2018-01-29T04:17:18.746Z,,,,33.1,,,54
2018-01-29T04:17:28.742Z,,,,33.1,,,54
2018-01-29T04:17:38.905Z,35.4,,,32.9,,,54
2018-01-29T04:17:48.742Z,,,,32.9,,,54
2018-01-29T04:17:58.745Z,,,,32.8,,,54
2018-01-29T04:18:08.741Z,35.5,,,32.8,,,54
2018-01-29T04:18:18.763Z,,,,32.8,,,54
2018-01-29T04:18:28.745Z,,,,32.7,,,54
2018-01-29T04:18:38.887Z,,,,32.7,,,54
2018-01-29T04:18:48.743Z,35.6,,,32.7,,,54
2018-01-29T04:18:58.746Z,,,,32.6,,,54
2018-01-29T04:19:08.746Z,,,,32.6,,,54
2018-01-29T04:19:18.754Z,,,,32.5,,,54
2018-01-29T04:19:28.751Z,,,,32.5,,,54
2018-01-29T04:19:38.895Z,,,,32.5,,,54
2018-01-29T04:19:48.751Z,,,,32.4,,,54
2018-01-29T04:19:58.781Z,35.7,,,32.4,,,54
2018-01-29T04:20:08.780Z,,,,32.3,,,54
2018-01-29T04:20:18.775Z,,,,32.3,,,54
2018-01-29T04:20:28.791Z,,,,32.2,,,54
2018-01-29T04:20:38.880Z,,,,32.2,,,54
2018-01-29T04:20:48.775Z,,,,32.1,,,54
2018-01-29T04:20:58.791Z,,,,32.1,,,54
2018-01-29T04:21:08.746Z,,,,32,,,54
2018-01-29T04:21:18.748Z,,,,32,,,54
2018-01-29T04:21:28.746Z,,,,31.9,,,54
2018-01-29T04:21:38.897Z,,,,31.9,,,54
2018-01-29T04:21:48.757Z,,,,31.8,,,54
2018-01-29T04:21:58.763Z,,,,31.8,,,54
2018-01-29T04:22:08.755Z,,,,31.6,,,54
2018-01-29T04:22:18.765Z,35.6,,,31.6,,,54
2018-01-29T04:22:28.746Z,35.7,,,31.5,,,54
2018-01-29T04:22:38.877Z,35.6,,,31.5,,,54
2018-01-29T04:22:48.797Z,,,,31.4,,,54
2018-01-29T04:22:58.802Z,,,,31.4,,,54
2018-01-29T04:23:08.758Z,,,,31.4,,,54
2018-01-29T04:23:18.768Z,,,,31.3,,,54
2018-01-29T04:23:28.805Z,,,,31.3,,,54
2018-01-29T04:23:38.858Z,,,,31.2,,,54
2018-01-29T04:23:48.798Z,,,,31.2,,,54
2018-01-29T04:23:58.759Z,,,,31,,,54
2018-01-29T04:24:08.789Z,,,,31,,,54
2018-01-29T04:24:18.760Z,35.5,,,31,,,54
2018-01-29T04:24:28.795Z,,,,30.9,,,54
2018-01-29T04:24:38.856Z,,,,30.9,,,54
2018-01-29T04:24:48.780Z,,,,30.8,,,54
2018-01-29T04:24:58.817Z,,,,30.8,,,54
2018-01-29T04:25:08.748Z,,,,30.7,,,54
2018-01-29T04:25:18.753Z,,,0,30.7,,2,54
2018-01-29T04:25:28.760Z,40.3,,,30.6,36,,54
2018-01-29T04:25:38.958Z,40.9,,,30.6,29,,54
2018-01-29T04:25:48.764Z,39.1,,,30.6,30,,54
2018-01-29T04:25:58.751Z,40,,,30.4,29,,54
2018-01-29T04:26:08.763Z,40.3,,,30.4,30,,54
2018-01-29T04:26:18.753Z,40.4,,,30.4,29,,54
2018-01-29T04:26:28.762Z,40.5,,,30.4,30,,54
2018-01-29T04:26:38.872Z,40.6,,,30.4,29,,54
2018-01-29T04:26:48.772Z,40.7,,,30.6,30,,54
2018-01-29T04:26:58.755Z,40.8,,,30.6,29,,54
2018-01-29T04:27:08.747Z,41,,,30.7,,,54
2018-01-29T04:27:18.805Z,41.1,,,30.8,,,54
2018-01-29T04:27:28.753Z,41.2,,,30.9,,,54
2018-01-29T04:27:38.873Z,41.4,,,31,,,54
2018-01-29T04:27:48.761Z,41.5,,,31.2,,,54
2018-01-29T04:27:58.754Z,,,,31.2,,,54
2018-01-29T04:28:08.752Z,,,,31.3,,,54
2018-01-29T04:28:18.790Z,41.7,,,31.4,30,,54
2018-01-29T04:28:28.755Z,41.8,,,31.5,29,,54
2018-01-29T04:28:38.881Z,42,,,31.5,,,54
2018-01-29T04:28:48.748Z,,,,31.6,,,54
2018-01-29T04:28:58.752Z,42.2,,,31.6,,,54
2018-01-29T04:29:08.784Z,42.3,,,31.8,,,54
2018-01-29T04:29:18.754Z,42.4,,,31.9,,,54
2018-01-29T04:29:28.773Z,42.7,,,31.9,,,54
2018-01-29T04:29:38.854Z,42.8,,,32,,,54
2018-01-29T04:29:48.800Z,43,,,32,,,54
2018-01-29T04:29:58.752Z,43.1,,,32.1,30,,54
2018-01-29T04:30:08.770Z,43.2,,,32.2,29,,54
2018-01-29T04:30:18.757Z,43.4,,,32.2,,,54
2018-01-29T04:30:28.759Z,43.5,,,32.3,,,54
2018-01-29T04:30:38.890Z,43.6,,,32.3,,,54
2018-01-29T04:30:48.812Z,43.8,,,32.4,30,,54
2018-01-29T04:30:58.767Z,44,,,32.5,29,,54
2018-01-29T04:31:08.798Z,44.1,,,32.5,30,,54
2018-01-29T04:31:18.833Z,44.2,,,32.6,29,,54
2018-01-29T04:31:28.761Z,44.3,,,32.7,,,54
2018-01-29T04:31:38.899Z,42.8,,0,32.7,0,2,54
2018-01-29T04:31:48.755Z,40.9,,,32.8,,,54
2018-01-29T04:31:58.758Z,40.6,,,32.9,,,54
2018-01-29T04:32:08.799Z,39.9,,,33.1,,,54
2018-01-29T04:32:18.756Z,38.9,,,33.1,,,54
2018-01-29T04:32:28.757Z,38.6,,,33.2,,,54
2018-01-29T04:32:38.888Z,37.9,,,33.3,,,54
2018-01-29T04:32:48.759Z,37.7,,,33.3,,,54
2018-01-29T04:32:58.756Z,37.3,,,33.3,,,54
2018-01-29T04:33:08.827Z,36.9,,,33.4,,,54
2018-01-29T04:33:18.840Z,36.6,,,33.4,,,54
2018-01-29T04:33:28.771Z,36.3,,,33.4,,,54
2018-01-29T04:33:38.920Z,36.1,,,33.4,,,54
2018-01-29T04:33:48.753Z,35.9,,,33.4,,,54
2018-01-29T04:33:58.771Z,35.7,,,33.4,,,54
2018-01-29T04:34:08.787Z,35.6,,,33.4,,,54
2018-01-29T04:34:18.765Z,35.4,,,33.4,,,54
2018-01-29T04:34:28.754Z,35.3,,,33.4,,,54
2018-01-29T04:34:38.947Z,35.2,,,33.3,,,54
2018-01-29T04:34:48.757Z,,,,33.3,,,54
2018-01-29T04:34:58.758Z,,,,33.3,,,54
2018-01-29T04:35:08.760Z,35.1,,,33.3,,,54
2018-01-29T04:35:18.779Z,35.1,,,33.2,,,54
2018-01-29T04:35:28.772Z,,,,33.2,,,54
2018-01-29T04:35:38.892Z,,,,33.2,,,54
2018-01-29T04:35:48.772Z,,,,33.2,,,54
2018-01-29T04:35:58.791Z,,,,33.2,,,54
2018-01-29T04:36:08.763Z,,,,33.2,,,54
2018-01-29T04:36:18.764Z,,,,33.2,,,54
2018-01-29T04:36:28.809Z,,,,33.2,,,54
2018-01-29T04:36:38.884Z,,,,33.1,,,54
2018-01-29T04:36:48.796Z,,,,33.1,,,54
2018-01-29T04:36:58.794Z,,,,33.1,,,54
2018-01-29T04:37:08.808Z,,,,33.1,,,54
2018-01-29T04:37:18.768Z,,,,33.1,,,54
2018-01-29T04:37:28.774Z,,,,32.9,,,54
2018-01-29T04:37:38.960Z,35.2,,,32.9,,,54
2018-01-29T04:37:48.755Z,,,,32.9,,,54
2018-01-29T04:37:58.755Z,,,,32.9,,,54
2018-01-29T04:38:08.764Z,,,,32.8,,,54
2018-01-29T04:38:18.771Z,35.3,,,32.8,,,54
2018-01-29T04:38:28.812Z,,,,32.8,,,54
2018-01-29T04:38:38.857Z,,,,32.8,,,54
2018-01-29T04:38:48.769Z,35.4,,,32.7,,,54
2018-01-29T04:38:58.809Z,,,,32.7,,,54
2018-01-29T04:39:08.756Z,,,,32.7,,,54
2018-01-29T04:39:18.786Z,35.5,,,32.6,,,54
2018-01-29T04:39:28.813Z,,,,32.6,,,54
2018-01-29T04:39:38.877Z,,,,32.6,,,54
2018-01-29T04:39:48.757Z,,,,32.5,,,54
2018-01-29T04:39:58.815Z,35.6,,,32.5,,,54
2018-01-29T04:40:08.788Z,,,,32.5,,,54
2018-01-29T04:40:18.761Z,,,,32.4,,,54
2018-01-29T04:40:28.820Z,,,,32.4,,,54
2018-01-29T04:40:38.862Z,,,,32.3,,,54
2018-01-29T04:40:48.769Z,,,,32.3,,,54
2018-01-29T04:40:58.904Z,35.7,,,32.2,,,54
2018-01-29T04:41:08.764Z,,,,32.2,,,54
2018-01-29T04:41:18.759Z,35.6,,,32.2,,,54
2018-01-29T04:41:28.824Z,35.7,,,32.1,,,54
2018-01-29T04:41:38.883Z,,,,32.1,,,54
2018-01-29T04:41:48.756Z,,,,32,,,54
2018-01-29T04:41:58.758Z,,,,32,,,54
2018-01-29T04:42:08.765Z,,,,31.9,,,54
2018-01-29T04:42:18.768Z,,,,31.9,,,54
2018-01-29T04:42:28.770Z,,,,31.9,,,54
2018-01-29T04:42:38.856Z,,,,31.8,,,54
2018-01-29T04:42:48.765Z,35.6,,,31.8,,,54
2018-01-29T04:42:58.761Z,,,,31.6,,,54
2018-01-29T04:43:08.793Z,,,,31.6,,,54
2018-01-29T04:43:18.762Z,,,,31.5,,,54
2018-01-29T04:43:28.834Z,,,,31.5,,,54
2018-01-29T04:43:38.857Z,,,,31.4,,,54
2018-01-29T04:43:48.761Z,,,,31.4,,,54
2018-01-29T04:43:58.771Z,,,,31.3,,,54
2018-01-29T04:44:08.771Z,,,,31.3,,,54
2018-01-29T04:44:18.787Z,,,,31.3,,,54
2018-01-29T04:44:28.760Z,,,,31.2,,,54
2018-01-29T04:44:38.875Z,35.5,,,31.2,,,54
2018-01-29T04:44:48.789Z,,,,31,,,54
2018-01-29T04:44:58.763Z,,,,31,,,54
2018-01-29T04:45:08.773Z,,,,30.9,,,54
2018-01-29T04:45:18.823Z,,,,30.9,,,54
2018-01-29T04:45:28.775Z,,,,30.8,,,54
2018-01-29T04:45:38.967Z,,,,30.8,,,54
2018-01-29T04:45:48.774Z,,,,30.8,,,54
2018-01-29T04:45:58.764Z,,,,30.7,,,54
2018-01-29T04:46:08.764Z,35.4,,,30.7,,,54
2018-01-29T04:46:18.785Z,,,,30.6,,,54
2018-01-29T04:46:28.799Z,38.1,,0,30.6,40,2,54
2018-01-29T04:46:38.860Z,40.9,,,30.6,29,,54
2018-01-29T04:46:48.805Z,38.9,,,30.4,,,54
2018-01-29T04:46:58.764Z,40,,,30.4,29,,54
2018-01-29T04:47:08.810Z,40.2,,,30.4,,,54
2018-01-29T04:47:18.766Z,40.3,,,30.3,,,54
2018-01-29T04:47:28.776Z,40.5,,,30.3,,,54
2018-01-29T04:47:38.876Z,,,,30.3,30,,54
2018-01-29T04:47:48.765Z,40.6,,,30.4,29,,54
2018-01-29T04:47:58.762Z,40.7,,,30.4,,,54
2018-01-29T04:48:08.807Z,40.8,,,30.6,,,54
2018-01-29T04:48:18.775Z,41,,,30.7,,,54
2018-01-29T04:48:28.769Z,41.1,,,30.8,30,,54
2018-01-29T04:48:38.875Z,41.2,,,30.9,29,,54
2018-01-29T04:48:48.795Z,,,,31,,,54
2018-01-29T04:48:58.766Z,41.3,,,31.2,30,,54
2018-01-29T04:49:08.760Z,41.4,,,31.2,29,,54
2018-01-29T04:49:18.770Z,41.5,,,31.3,,,54
2018-01-29T04:49:28.762Z,41.6,,,31.4,,,54
2018-01-29T04:49:38.916Z,41.7,61,0,31.4,29,2,54
2018-01-29T04:49:48.938Z,41.9,,,31.5,,,54
2018-01-29T04:49:58.760Z,42,,,31.6,,,54
2018-01-29T04:50:08.814Z,42.1,,,31.6,,,54
2018-01-29T04:50:18.826Z,42.3,,,31.8,,,54
2018-01-29T04:50:28.761Z,42.4,,,31.8,,,54
2018-01-29T04:50:38.957Z,42.6,,,31.9,,,54
2018-01-29T04:50:48.782Z,42.8,,,31.9,,,54
2018-01-29T04:50:58.785Z,43,,,32,,,54
2018-01-29T04:51:08.764Z,43.1,,,32.1,,,54
2018-01-29T04:51:18.766Z,43.2,,,32.1,,,54
2018-01-29T04:51:28.766Z,43.4,,,32.2,,,54
2018-01-29T04:51:38.940Z,43.5,,,32.2,,,54
2018-01-29T04:51:48.764Z,43.7,,,32.3,,,54
2018-01-29T04:51:58.796Z,43.8,,,32.4,,,54
2018-01-29T04:52:08.769Z,44,,,32.4,29,,54
2018-01-29T04:52:18.781Z,,,,32.5,,,54
2018-01-29T04:52:28.800Z,44.2,,,32.5,,,54
2018-01-29T04:52:38.964Z,43.9,,0,32.6,0,2,54
2018-01-29T04:52:48.768Z,41.8,,,32.7,,,54
2018-01-29T04:52:58.796Z,40.7,,,32.8,,,54
2018-01-29T04:53:08.772Z,39.9,,,32.8,,,54
2018-01-29T04:53:18.769Z,38.9,,,32.9,,,54
2018-01-29T04:53:28.768Z,38.6,,,33.1,,,54
2018-01-29T04:53:38.864Z,37.9,,,33.1,,,54
