Time,HwActive,PrimT,HwTSet,ChActive,PrimTSet,HwTOutlet,ActPow
2018-02-01T05:23:01.380Z,,51,54,,,24.8,30
2018-02-01T05:23:11.297Z,,,54,,,24.8,29
2018-02-01T05:23:21.326Z,,51.1,54,,,24.9,
2018-02-01T05:23:31.286Z,,,54,,,24.9,
2018-02-01T05:23:41.321Z,,51.2,54,,,24.9,
2018-02-01T05:23:51.472Z,,,54,,,24.9,
2018-02-01T05:24:01.287Z,,51.3,54,,,25,
2018-02-01T05:24:11.300Z,,,54,,,25,30
2018-02-01T05:24:21.287Z,,51.4,54,,,25.1,29
2018-02-01T05:24:31.301Z,,51.5,54,,,25.1,
2018-02-01T05:24:41.297Z,,,54,,,25.1,
2018-02-01T05:24:51.405Z,,51.6,54,,,25.1,
2018-02-01T05:25:01.318Z,,51.7,54,,,25.3,
2018-02-01T05:25:11.304Z,,51.8,54,,,25.1,
2018-02-01T05:25:21.368Z,,,54,,,25.1,30
2018-02-01T05:25:31.286Z,,51.9,54,,,25.1,29
2018-02-01T05:25:41.291Z,,52,54,,,25.1,
2018-02-01T05:25:51.419Z,,52,54,,,25.3,
2018-02-01T05:26:01.317Z,,52.1,54,,,25.1,
2018-02-01T05:26:11.353Z,,,54,,,25.3,
2018-02-01T05:26:21.464Z,,52.2,54,,,25.3,30
2018-02-01T05:26:31.319Z,,,54,,,25.3,29
2018-02-01T05:26:41.324Z,,52.3,54,,,25.3,
2018-02-01T05:26:51.495Z,,,54,,,25.4,30
2018-02-01T05:27:01.292Z,,52.4,54,,,25.4,29
2018-02-01T05:27:11.313Z,,52.6,54,,,25.4,
2018-02-01T05:27:21.291Z,,,54,,,25.5,
2018-02-01T05:27:31.310Z,,52.7,54,,,25.4,
2018-02-01T05:27:41.344Z,,,54,,,25.5,30
2018-02-01T05:27:51.387Z,,52.8,54,,,25.5,29
2018-02-01T05:28:01.325Z,,,54,,,25.5,
2018-02-01T05:28:11.287Z,,,54,,,25.5,
2018-02-01T05:28:21.289Z,,52.9,54,,,25.5,
2018-02-01T05:28:31.289Z,,53,54,,,25.5,29
2018-02-01T05:28:41.289Z,,,54,,,25.6,
2018-02-01T05:28:51.385Z,,,54,,,25.6,
2018-02-01T05:29:01.322Z,,53.1,54,,,25.6,
2018-02-01T05:29:11.305Z,,,54,,,25.6,
2018-02-01T05:29:21.289Z,,,54,,,25.6,
2018-02-01T05:29:31.323Z,,53.2,54,,,25.7,
2018-02-01T05:29:41.324Z,,,54,,,25.7,
2018-02-01T05:29:51.414Z,,53.3,54,,,25.9,
2018-02-01T05:30:01.334Z,,,54,,,25.7,
2018-02-01T05:30:11.336Z,,53.4,54,,,25.9,
2018-02-01T05:30:21.288Z,,,54,,,25.7,
2018-02-01T05:30:31.298Z,,53.5,54,,,25.7,
2018-02-01T05:30:41.340Z,,,54,,,26,
2018-02-01T05:30:51.389Z,,,54,,,25.9,
2018-02-01T05:31:01.340Z,,53.6,54,,,25.9,
2018-02-01T05:31:11.383Z,,,54,,,26,30
2018-02-01T05:31:21.295Z,,53.7,54,,,26,29
2018-02-01T05:31:31.293Z,,,54,,,26,
2018-02-01T05:31:41.381Z,,,54,,,26,
2018-02-01T05:31:51.374Z,,53.8,54,,,26,
2018-02-01T05:32:01.346Z,,,54,,,26,30
2018-02-01T05:32:11.322Z,,,54,,,26,
2018-02-01T05:32:21.305Z,,53.9,54,,,26,29
2018-02-01T05:32:31.354Z,,,54,,,26,
2018-02-01T05:32:41.520Z,,54,54,,,26.1,29
2018-02-01T05:32:51.418Z,,,54,,,26.1,
2018-02-01T05:33:01.330Z,,,54,,,26.1,
2018-02-01T05:33:11.291Z,,54.1,54,,,26.1,
2018-02-01T05:33:21.298Z,,,54,,,26.1,
2018-02-01T05:33:31.337Z,,,54,,,26.1,
2018-02-01T05:33:41.292Z,,54.3,54,,,26.1,
2018-02-01T05:33:51.445Z,,,54,,,26.1,
2018-02-01T05:34:01.311Z,,,54,,,26.1,
2018-02-01T05:34:11.296Z,,54.4,54,,,26.2,
2018-02-01T05:34:21.289Z,,,54,,,26.2,
2018-02-01T05:34:31.367Z,,,54,,,26.2,30
2018-02-01T05:34:41.295Z,,54.5,54,,,26.2,29
2018-02-01T05:34:51.496Z,,,54,,,26.3,30
2018-02-01T05:35:01.327Z,,,54,,,26.2,29
2018-02-01T05:35:11.378Z,,,54,,,26.2,
2018-02-01T05:35:21.292Z,,54.6,54,,,26.3,
2018-02-01T05:35:31.329Z,0,,54,2,,26.3,0
2018-02-01T05:35:41.294Z,,52.8,54,,,26.3,
2018-02-01T05:35:51.435Z,,51.3,54,,,26.2,
2018-02-01T05:36:01.381Z,,50.5,54,,,25.9,
2018-02-01T05:36:11.301Z,,49.8,54,,,25.7,
2018-02-01T05:36:21.323Z,,49.1,54,,,25.5,
2018-02-01T05:36:31.293Z,,48.7,54,,,25.3,
2018-02-01T05:36:41.311Z,,48.2,54,,,25.1,
2018-02-01T05:36:51.442Z,,47.8,54,,,25.1,
2018-02-01T05:37:01.292Z,,47.3,54,,,24.9,
2018-02-01T05:37:11.298Z,,46.9,54,,,24.9,
2018-02-01T05:37:21.307Z,,46.6,54,,,24.8,
2018-02-01T05:37:31.296Z,,46.4,54,,,24.8,
2018-02-01T05:37:41.324Z,,46.1,54,,,24.7,
2018-02-01T05:37:51.439Z,,45.9,54,,,24.5,
2018-02-01T05:38:01.303Z,,45.6,54,,,24.4,
2018-02-01T05:38:11.293Z,,45.4,54,,,24.3,
2018-02-01T05:38:21.354Z,,45.2,54,,,24.2,
2018-02-01T05:38:31.376Z,,45,54,,,24,
2018-02-01T05:38:41.332Z,,,54,,,24,
2018-02-01T05:38:51.433Z,,,54,,,23.7,
2018-02-01T05:39:01.301Z,,,54,,,23.8,
2018-02-01T05:39:11.304Z,,44.9,54,,,23.9,
2018-02-01T05:39:21.379Z,,,54,,,23.7,
2018-02-01T05:39:31.297Z,,,54,,,23.3,
2018-02-01T05:39:41.333Z,,,54,,,23,
2018-02-01T05:39:51.395Z,,,54,,,22.6,
2018-02-01T05:40:01.305Z,,45,54,,,22.4,
2018-02-01T05:40:11.306Z,,,54,,,22.1,
2018-02-01T05:40:21.295Z,,45.1,54,,,21.9,
2018-02-01T05:40:31.325Z,,,54,,,21.6,
2018-02-01T05:40:41.338Z,,45.2,54,,,21.5,
2018-02-01T05:40:51.395Z,,,54,,,21.3,
2018-02-01T05:41:01.296Z,,45.3,54,,,21.1,
2018-02-01T05:41:11.347Z,,,54,,,20.8,
2018-02-01T05:41:21.341Z,,45.4,54,,,20.6,
2018-02-01T05:41:31.298Z,,,54,,,20.5,
2018-02-01T05:41:41.340Z,0,47.2,54,2,,20.4,42
2018-02-01T05:41:51.438Z,,50.5,54,,,20.2,31
2018-02-01T05:42:01.305Z,,49.4,54,,,20.8,29
2018-02-01T05:42:11.325Z,,49.6,54,,,21.9,30
2018-02-01T05:42:21.346Z,,50.3,54,,,22.4,29
2018-02-01T05:42:31.408Z,,,54,,,22.8,
2018-02-01T05:42:41.359Z,,50.5,54,,,23.2,
2018-02-01T05:42:51.398Z,,,54,,,23.7,
2018-02-01T05:43:01.300Z,,50.6,54,,,23.9,
2018-02-01T05:43:11.314Z,,50.7,54,,,24,
2018-02-01T05:43:21.299Z,,50.9,54,,,24.2,
2018-02-01T05:43:31.293Z,,51,54,,,24.3,
2018-02-01T05:43:41.299Z,,51.1,54,,,24.4,
2018-02-01T05:43:51.410Z,,51.2,54,,,24.4,
2018-02-01T05:44:01.303Z,,51.3,54,,,24.5,
2018-02-01T05:44:11.354Z,,51.4,54,,,24.5,
2018-02-01T05:44:21.304Z,,,54,,,24.5,
2018-02-01T05:44:31.333Z,,51.5,54,,,24.7,
2018-02-01T05:44:41.365Z,,,54,,,24.8,
2018-02-01T05:44:51.421Z,,51.6,54,,,24.8,
2018-02-01T05:45:01.336Z,,51.7,54,,,24.7,
2018-02-01T05:45:11.374Z,,,54,,,24.8,
2018-02-01T05:45:21.392Z,,51.8,54,,,24.8,30
2018-02-01T05:45:31.334Z,,,54,,,24.9,29
2018-02-01T05:45:41.371Z,,51.9,54,,,24.9,
2018-02-01T05:45:51.411Z,,,54,,,25,30
2018-02-01T05:46:01.342Z,,,54,,,25.1,29
2018-02-01T05:46:11.322Z,,,54,,,25.3,
2018-02-01T05:46:21.331Z,,52,54,,,25.3,
2018-02-01T05:46:31.303Z,,,54,,,25.1,
2018-02-01T05:46:41.303Z,,,54,,,25.1,
2018-02-01T05:46:51.440Z,,52.1,54,,,25.3,
2018-02-01T05:47:01.314Z,,,54,,,25.3,
2018-02-01T05:47:11.302Z,,,54,,,25.3,
2018-02-01T05:47:21.323Z,,52.2,54,,,25.3,
2018-02-01T05:47:31.359Z,,,54,,,25.3,
2018-02-01T05:47:41.300Z,,52.3,54,,,25.3,
2018-02-01T05:47:51.399Z,,,54,,,25.3,30
2018-02-01T05:48:01.327Z,,,54,,,25.4,29
2018-02-01T05:48:11.355Z,,52.4,54,,,25.4,
2018-02-01T05:48:21.300Z,,52.6,54,,,25.4,30
2018-02-01T05:48:31.362Z,,,54,,,25.4,
2018-02-01T05:48:41.307Z,,52.7,54,,,25.4,29
2018-02-01T05:48:51.433Z,,,54,,,25.4,
2018-02-01T05:49:01.298Z,,,54,,,25.4,
2018-02-01T05:49:11.311Z,,52.8,54,,,25.5,
2018-02-01T05:49:21.333Z,,,54,,,25.5,
2018-02-01T05:49:31.346Z,,52.9,54,,,25.6,
2018-02-01T05:49:41.307Z,,53,54,,,25.6,
2018-02-01T05:49:51.440Z,,,54,,,25.5,
2018-02-01T05:50:01.306Z,,,54,,,25.6,
2018-02-01T05:50:11.303Z,,53.1,54,,,25.6,
2018-02-01T05:50:21.339Z,,,54,,,25.6,
2018-02-01T05:50:31.318Z,,53.2,54,,,25.6,
2018-02-01T05:50:41.308Z,,,54,,,25.6,
2018-02-01T05:50:51.418Z,,,54,,,25.6,
2018-02-01T05:51:01.302Z,,53.3,54,,,25.6,30
2018-02-01T05:51:11.319Z,,,54,,,25.7,29
2018-02-01T05:51:21.324Z,,53.4,54,,,25.7,
2018-02-01T05:51:31.349Z,,,54,,,25.7,30
2018-02-01T05:51:41.314Z,,,54,,,25.7,
2018-02-01T05:51:51.446Z,,53.5,54,,,25.7,29
2018-02-01T05:52:01.309Z,,,54,,,25.7,30
2018-02-01T05:52:11.322Z,,,54,,,26,29
2018-02-01T05:52:21.335Z,,53.6,54,,,25.9,
2018-02-01T05:52:31.358Z,,,54,,,25.9,
2018-02-01T05:52:41.309Z,,,54,,,25.9,
2018-02-01T05:52:51.410Z,,53.7,54,,,26,
2018-02-01T05:53:01.300Z,,,54,,,26,
2018-02-01T05:53:11.403Z,,,54,,,26,
2018-02-01T05:53:21.304Z,,53.8,54,,,26,
2018-02-01T05:53:31.306Z,,,54,,,26.1,30
2018-02-01T05:53:41.452Z,,,54,,,26,29
2018-02-01T05:53:51.451Z,,53.9,54,,,26.1,
2018-02-01T05:54:01.308Z,,,54,,,26.1,
2018-02-01T05:54:11.340Z,,,54,,,26.1,
2018-02-01T05:54:21.302Z,,53.9,54,,,26.1,
2018-02-01T05:54:31.312Z,,54,54,,,26.1,
2018-02-01T05:54:41.344Z,,,54,,,26.2,30
2018-02-01T05:54:51.401Z,,,54,,,26.2,29
2018-02-01T05:55:01.313Z,,54.1,54,,,26.2,
2018-02-01T05:55:11.352Z,,,54,,,26.2,
2018-02-01T05:55:21.351Z,,,54,,,26.2,
2018-02-01T05:55:31.326Z,,,54,,,26.2,
2018-02-01T05:55:41.422Z,0,54.3,54,2,61,26.2,29
2018-02-01T05:55:51.472Z,,,54,,,26.3,
2018-02-01T05:56:01.303Z,,54.4,54,,,26.3,
2018-02-01T05:56:11.365Z,,,54,,,26.3,
2018-02-01T05:56:21.304Z,,,54,,,26.3,
2018-02-01T05:56:31.304Z,,,54,,,26.5,
2018-02-01T05:56:41.350Z,,54.5,54,,,26.3,
2018-02-01T05:56:51.404Z,,,54,,,26.3,
2018-02-01T05:57:01.323Z,,,54,,,26.3,
2018-02-01T05:57:11.353Z,,,54,,,26.3,
2018-02-01T05:57:21.354Z,,54.6,54,,,26.5,30
2018-02-01T05:57:31.305Z,,,54,,,26.5,
2018-02-01T05:57:41.360Z,,54.7,54,,,26.5,29
2018-02-01T05:57:51.506Z,,,54,,,26.6,
2018-02-01T05:58:01.306Z,,,54,,,26.6,30
2018-02-01T05:58:11.302Z,,,54,,,26.5,29
2018-02-01T05:58:21.303Z,,,54,,,26.6,30
2018-02-01T05:58:31.326Z,,54.8,54,,,26.6,29
2018-02-01T05:58:41.358Z,,,54,,,26.6,
2018-02-01T05:58:51.415Z,,,54,,,26.6,
2018-02-01T05:59:01.435Z,,,54,,,26.7,30
2018-02-01T05:59:11.366Z,,54.9,54,,,26.8,29
2018-02-01T05:59:21.316Z,,,54,,,26.6,
2018-02-01T05:59:31.338Z,,,54,,,26.6,
2018-02-01T05:59:41.392Z,,,54,,,26.6,
2018-02-01T05:59:51.408Z,,55,54,,,26.6,29
2018-02-01T06:00:01.319Z,,,54,,,26.6,
2018-02-01T06:00:11.311Z,,,54,,,26.6,
2018-02-01T06:00:21.306Z,,,54,,,26.7,
2018-02-01T06:00:31.350Z,,,54,,,26.7,
2018-02-01T06:00:41.345Z,,55.1,54,,,26.7,
2018-02-01T06:00:51.413Z,,,54,,,26.7,
2018-02-01T06:01:01.323Z,,,54,,,26.7,
2018-02-01T06:01:11.404Z,,,54,,,26.8,
2018-02-01T06:01:21.305Z,,55.2,54,,,26.7,
2018-02-01T06:01:31.340Z,,,54,,,26.8,
2018-02-01T06:01:41.333Z,,,54,,,26.8,30
2018-02-01T06:01:51.487Z,,,54,,,26.8,29
2018-02-01T06:02:01.307Z,,55.3,54,,,26.8,
2018-02-01T06:02:11.334Z,,,54,,,26.8,
2018-02-01T06:02:21.318Z,0,53.9,54,2,,26.9,0
2018-02-01T06:02:31.305Z,,51.9,54,,,26.8,
2018-02-01T06:02:41.315Z,,51.5,54,,,26.5,
2018-02-01T06:02:51.496Z,,50.7,54,,,26.2,
2018-02-01T06:03:01.312Z,,49.8,54,,,26,
2018-02-01T06:03:11.397Z,,49.4,54,,,25.9,
2018-02-01T06:03:21.314Z,,48.9,54,,,25.6,
2018-02-01T06:03:31.333Z,,48.5,54,,,25.5,
2018-02-01T06:03:41.325Z,,48.1,54,,,25.4,
2018-02-01T06:03:51.432Z,,47.7,54,,,25.3,
2018-02-01T06:04:01.402Z,,47.3,54,,,25.1,
2018-02-01T06:04:11.412Z,,46.9,54,,,25.1,
2018-02-01T06:04:21.343Z,,46.8,54,,,25,
2018-02-01T06:04:31.308Z,,46.5,54,,,24.9,
2018-02-01T06:04:41.389Z,,46.3,54,,,24.8,
2018-02-01T06:04:51.513Z,,46.1,54,,,24.7,
2018-02-01T06:05:01.332Z,,45.9,54,,,24.7,
2018-02-01T06:05:11.329Z,,45.7,54,,,24.5,
2018-02-01T06:05:21.362Z,,45.6,54,,,24.4,
2018-02-01T06:05:31.335Z,,,54,,,24.2,
2018-02-01T06:05:41.317Z,,45.5,54,,,24.3,
2018-02-01T06:05:51.512Z,,,54,,,24.4,
2018-02-01T06:06:01.348Z,,,54,,,24.2,
2018-02-01T06:06:11.344Z,,,54,,,23.7,
2018-02-01T06:06:21.354Z,,,54,,,23.3,
2018-02-01T06:06:31.316Z,,,54,,,23.1,
2018-02-01T06:06:41.315Z,,,54,,,22.7,
2018-02-01T06:06:51.428Z,,45.6,54,,,22.5,
2018-02-01T06:07:01.307Z,,,54,,,22.2,
2018-02-01T06:07:11.317Z,,45.7,54,,,22,
2018-02-01T06:07:21.385Z,,,54,,,21.7,
2018-02-01T06:07:31.307Z,,45.8,54,,,21.6,
2018-02-01T06:07:41.311Z,,,54,,,21.3,
2018-02-01T06:07:51.412Z,,45.9,54,,,21.1,
2018-02-01T06:08:01.325Z,,46,54,,,20.9,
2018-02-01T06:08:11.309Z,,,54,,,20.8,
2018-02-01T06:08:21.365Z,0,47,54,2,,20.6,43
2018-02-01T06:08:31.318Z,,51,54,,,20.5,31
2018-02-01T06:08:41.376Z,,49.8,54,,,20.8,29
2018-02-01T06:08:51.424Z,,50,54,,,21.9,
2018-02-01T06:09:01.308Z,,50.6,54,,,22.6,
2018-02-01T06:09:11.318Z,,50.7,54,,,23,30
2018-02-01T06:09:21.370Z,,50.9,54,,,23.4,29
2018-02-01T06:09:31.316Z,,51,54,,,23.8,29
2018-02-01T06:09:41.441Z,,51,54,,,24.2,
2018-02-01T06:09:51.487Z,,,54,,,24.3,
2018-02-01T06:10:01.323Z,,51.1,54,,,24.4,
2018-02-01T06:10:11.361Z,,51.2,54,,,24.5,
2018-02-01T06:10:21.310Z,,51.3,54,,,24.7,
2018-02-01T06:10:31.338Z,,51.4,54,,,24.7,
2018-02-01T06:10:41.346Z,,,54,,,24.8,
2018-02-01T06:10:51.440Z,,51.5,54,,,24.8,
2018-02-01T06:11:01.317Z,,,54,,,24.8,
2018-02-01T06:11:11.326Z,,51.6,54,,,24.9,
2018-02-01T06:11:21.624Z,,,54,,,24.9,
2018-02-01T06:11:31.431Z,,51.7,54,,,24.4,
2018-02-01T06:11:41.309Z,,,54,,,25,30
2018-02-01T06:11:51.424Z,,,54,,,25,29
2018-02-01T06:12:01.332Z,,51.8,54,,,25.3,
2018-02-01T06:12:11.480Z,,51.9,54,,,25.1,
2018-02-01T06:12:21.312Z,,,54,,,25.3,
2018-02-01T06:12:31.331Z,,,54,,,25.3,
2018-02-01T06:12:41.424Z,,52,54,,,25.4,
2018-02-01T06:12:51.421Z,,,54,,,25.4,30
2018-02-01T06:13:01.333Z,,52.1,54,,,25.4,29
2018-02-01T06:13:11.324Z,0,50.4,54,2,,25.6,0
2018-02-01T06:13:21.388Z,,48.8,54,,,25.5,
2018-02-01T06:13:31.335Z,,48.2,54,,,25.3,
2018-02-01T06:13:41.386Z,,47.4,54,,,24.9,
2018-02-01T06:13:51.454Z,,46.6,54,,,24.7,
2018-02-01T06:14:01.377Z,,46.1,54,,,24.5,
2018-02-01T06:14:11.313Z,,45.6,54,,,24.5,
2018-02-01T06:14:21.329Z,,45.1,54,,,24.3,
2018-02-01T06:14:31.320Z,0,49.2,54,2,,24.2,38
2018-02-01T06:14:41.345Z,,51.6,54,,,24,29
2018-02-01T06:14:51.417Z,,49.8,54,,,24,
2018-02-01T06:15:01.317Z,,50.4,54,,,24,
2018-02-01T06:15:11.323Z,,51.2,54,,,23.9,
2018-02-01T06:15:21.321Z,,51.4,54,,,24.3,
2018-02-01T06:15:31.343Z,,51.6,54,,,24.5,
2018-02-01T06:15:41.348Z,,51.8,54,,,24.8,
2018-02-01T06:15:51.477Z,,52,54,,,24.9,29
2018-02-01T06:16:01.383Z,,52.2,54,,,24.9,30
2018-02-01T06:16:11.359Z,,52.4,54,,,25,29
2018-02-01T06:16:21.325Z,,52.7,54,,,25,
2018-02-01T06:16:31.358Z,,52.8,54,,,25.1,
2018-02-01T06:16:41.360Z,,53,54,,,25.1,
2018-02-01T06:16:51.465Z,,53.1,54,,,25.1,
2018-02-01T06:17:01.444Z,,53.2,54,,,25.1,
2018-02-01T06:17:11.316Z,,53.3,54,,,25.3,
2018-02-01T06:17:21.331Z,,,54,,,25.3,
2018-02-01T06:17:31.346Z,,53.4,54,,,25.4,
2018-02-01T06:17:41.314Z,,53.5,54,,,25.4,30
2018-02-01T06:17:51.432Z,,,54,,,25.5,29
2018-02-01T06:18:01.341Z,,53.6,54,,,25.6,
2018-02-01T06:18:11.319Z,,53.7,54,,,25.5,
2018-02-01T06:18:21.425Z,,,54,,,25.6,
2018-02-01T06:18:31.339Z,,,54,,,25.6,30
2018-02-01T06:18:41.426Z,,,54,,,25.6,29
2018-02-01T06:18:51.447Z,,53.8,54,,,25.6,
2018-02-01T06:19:01.354Z,,,54,,,25.6,30
2018-02-01T06:19:12.582Z,,,54,,,25.7,29
2018-02-01T06:19:21.329Z,,,54,,,25.9,
2018-02-01T06:19:31.340Z,,,54,,,25.9,
2018-02-01T06:19:41.330Z,,53.9,54,,,25.9,
2018-02-01T06:19:51.449Z,,,54,,,25.9,30
2018-02-01T06:20:01.335Z,,,54,,,26,29
2018-02-01T06:20:11.378Z,,,54,,,26,
2018-02-01T06:20:21.320Z,,54,54,,,26,30
2018-02-01T06:20:31.377Z,,,54,,,26,29
2018-02-01T06:20:41.322Z,,,54,,,26,
2018-02-01T06:20:51.482Z,,,54,,,26,
2018-02-01T06:21:01.429Z,,54.1,54,,,26.1,
2018-02-01T06:21:11.319Z,,,54,,,26.1,30
2018-02-01T06:21:21.478Z,,,54,,,26.1,29
2018-02-01T06:21:31.321Z,,54.3,54,,,26.2,
2018-02-01T06:21:41.340Z,,,54,,,26.2,
2018-02-01T06:21:51.421Z,,,54,,,26.2,
2018-02-01T06:22:01.319Z,,54.4,54,,,26.2,
2018-02-01T06:22:11.338Z,,,54,,,26.3,
2018-02-01T06:22:21.373Z,,54.5,54,,,26.2,30
2018-02-01T06:22:31.322Z,,,54,,,26.3,29
2018-02-01T06:22:41.334Z,,,54,,,26.3,
2018-02-01T06:22:51.515Z,,54.6,54,,,26.3,
2018-02-01T06:23:01.428Z,,,54,,,26.3,
2018-02-01T06:23:11.396Z,,,54,,,26.5,
2018-02-01T06:23:21.318Z,,54.7,54,,,26.5,
2018-02-01T06:23:31.326Z,,,54,,,26.5,
2018-02-01T06:23:41.340Z,,54.8,54,,,26.7,30
2018-02-01T06:23:51.466Z,,,54,,,26.6,29
2018-02-01T06:24:01.400Z,,,54,,,26.6,
2018-02-01T06:24:11.403Z,,54.9,54,,,26.7,
2018-02-01T06:24:21.367Z,,,54,,,26.7,
2018-02-01T06:24:31.333Z,,54.9,54,,,26.7,
2018-02-01T06:24:41.341Z,,55,54,,,26.7,
2018-02-01T06:24:51.478Z,,,54,,,26.7,
2018-02-01T06:25:01.322Z,,55.1,54,,,26.8,
2018-02-01T06:25:11.346Z,,,54,,,26.7,
2018-02-01T06:25:21.335Z,,,54,,,26.8,
2018-02-01T06:25:31.335Z,,55.2,54,,,26.8,
2018-02-01T06:25:41.342Z,,,54,,,26.8,
2018-02-01T06:25:51.598Z,,,54,,,26.8,30
2018-02-01T06:26:01.338Z,,55.3,54,,,26.8,
2018-02-01T06:26:11.323Z,,,54,,,26.9,29
2018-02-01T06:26:21.364Z,,,54,,,26.8,
2018-02-01T06:26:31.348Z,,55.4,54,,,26.9,
2018-02-01T06:26:41.321Z,,,54,,,26.9,
2018-02-01T06:26:51.419Z,,,54,,,26.9,
2018-02-01T06:27:01.323Z,,,54,,,26.9,
2018-02-01T06:27:11.363Z,,55.5,54,,,26.9,30
2018-02-01T06:27:21.344Z,,,54,,,26.9,29
2018-02-01T06:27:31.335Z,,,54,,,27.1,
2018-02-01T06:27:41.369Z,,55.6,54,,,27.1,
2018-02-01T06:27:51.607Z,,,54,,,27.1,
2018-02-01T06:28:01.321Z,,,54,,,26.9,
2018-02-01T06:28:11.357Z,,,54,,,27.1,
2018-02-01T06:28:21.321Z,,55.7,54,,,27.1,
2018-02-01T06:28:31.320Z,,,54,,,27.1,
2018-02-01T06:28:41.330Z,,,54,,,27.2,
2018-02-01T06:28:51.460Z,,55.9,54,,,27.2,
2018-02-01T06:29:01.334Z,,,54,,,27.2,
2018-02-01T06:29:11.375Z,,,54,,,27.2,
2018-02-01T06:29:21.324Z,,,54,,,27.3,
2018-02-01T06:29:31.388Z,,56,54,,,27.2,
2018-02-01T06:29:41.427Z,,,54,,,27.3,
2018-02-01T06:29:51.430Z,,,54,,,27.4,
2018-02-01T06:30:01.353Z,,,54,,,27.3,
2018-02-01T06:30:11.384Z,,56.1,54,,,27.3,
2018-02-01T06:30:21.404Z,,,54,,,27.4,30
2018-02-01T06:30:31.325Z,,,54,,,27.3,29
2018-02-01T06:30:41.427Z,,,54,,,27.3,
2018-02-01T06:30:51.475Z,,56.2,54,,,27.4,
2018-02-01T06:31:01.327Z,,,54,,,27.4,
2018-02-01T06:31:11.381Z,,,54,,,27.4,
2018-02-01T06:31:21.337Z,,,54,,,27.4,
2018-02-01T06:31:31.368Z,,,54,,,27.4,
2018-02-01T06:31:41.329Z,,56.3,54,,,27.7,
2018-02-01T06:31:51.431Z,,,54,,,27.5,
2018-02-01T06:32:01.412Z,,,54,,,27.5,
2018-02-01T06:32:11.398Z,,,54,,,27.5,
2018-02-01T06:32:21.349Z,,56.4,54,,,27.5,30
2018-02-01T06:32:31.354Z,,,54,,,27.5,29
2018-02-01T06:32:41.326Z,,,54,,,27.5,
2018-02-01T06:32:51.446Z,,,54,,,27.5,
2018-02-01T06:33:01.354Z,,56.5,54,,,27.7,
2018-02-01T06:33:11.326Z,,,54,,,27.8,30
2018-02-01T06:33:21.332Z,,,54,,,27.7,29
2018-02-01T06:33:31.359Z,,,54,,,27.8,
2018-02-01T06:33:41.327Z,,56.6,54,,,27.9,
2018-02-01T06:33:51.440Z,,,54,,,27.8,
2018-02-01T06:34:01.365Z,,,54,,,27.7,
2018-02-01T06:34:11.401Z,,,54,,,27.8,
2018-02-01T06:34:21.340Z,,,54,,,27.7,
2018-02-01T06:34:31.341Z,,,54,,,27.8,
2018-02-01T06:34:41.412Z,,56.7,54,,,27.8,30
2018-02-01T06:34:51.464Z,,,54,,,27.9,29
2018-02-01T06:35:01.373Z,,,54,,,27.8,
2018-02-01T06:35:11.364Z,,,54,,,27.9,
2018-02-01T06:35:21.328Z,,56.8,54,,,27.8,
2018-02-01T06:35:31.327Z,,,54,,,28,30
2018-02-01T06:35:41.360Z,,,54,,,27.9,29
2018-02-01T06:35:51.436Z,,,54,,,27.9,
2018-02-01T06:36:01.390Z,,,54,,,28,
2018-02-01T06:36:11.330Z,,56.9,54,,,28.1,
2018-02-01T06:36:21.361Z,,,54,,,28.1,30
2018-02-01T06:36:31.385Z,,,54,,,28.1,29
2018-02-01T06:36:41.330Z,,,54,,,28,
2018-02-01T06:36:51.461Z,,,54,,,27.9,
2018-02-01T06:37:01.347Z,,56.9,54,,,28,
2018-02-01T06:37:11.378Z,,57,54,,,28.1,
2018-02-01T06:37:21.353Z,,,54,,,28,
2018-02-01T06:37:31.337Z,,,54,,,28,
2018-02-01T06:37:41.333Z,,,54,,,28,
2018-02-01T06:37:51.550Z,,57.1,54,,,27.9,
2018-02-01T06:38:01.325Z,,,54,,,28,
2018-02-01T06:38:11.334Z,,,54,,,28,
2018-02-01T06:38:21.328Z,,,54,,,28.1,
2018-02-01T06:38:31.330Z,,,54,,,28.1,
2018-02-01T06:38:41.386Z,,57.2,54,,,28,
2018-02-01T06:38:51.517Z,,,54,,,28.3,
2018-02-01T06:39:01.326Z,,,54,,,28.3,30
2018-02-01T06:39:11.452Z,,,54,,,28.3,29
2018-02-01T06:39:21.332Z,,,54,,,28.3,
2018-02-01T06:39:31.414Z,,,54,,,28.3,
2018-02-01T06:39:41.334Z,,57.3,54,,,28.4,
2018-02-01T06:39:51.473Z,,,54,,,28.3,
2018-02-01T06:40:04.341Z,,,54,,,28.1,
2018-02-01T06:40:11.336Z,,,54,,,28.3,
2018-02-01T06:40:21.370Z,,,54,,,28.3,
2018-02-01T06:40:31.354Z,,,54,,,28.4,
2018-02-01T06:40:41.330Z,,57.4,54,,,28.4,
2018-02-01T06:40:51.516Z,,,54,,,28.3,
2018-02-01T06:41:01.336Z,,,54,,,28.5,
2018-02-01T06:41:11.336Z,,,54,,,28.4,
2018-02-01T06:41:21.360Z,,,54,,,28.5,
2018-02-01T06:41:31.327Z,,,54,,,28.4,
2018-02-01T06:41:41.332Z,,57.6,54,,,28.4,
2018-02-01T06:41:51.481Z,,,54,,,28.3,
2018-02-01T06:42:01.333Z,,,54,,,28.4,
