Time,ChActive,PrimT,ActPow,HwActive,HwTOutlet,PrimTSet,HwTSet
2018-02-11T05:57:56.573Z,,59.3,29,,19.8,,54
2018-02-11T05:58:06.564Z,,,,,19.7,,54
2018-02-11T05:58:16.583Z,,,,,19.8,,54
2018-02-11T05:58:26.565Z,,,30,,19.8,,54
2018-02-11T05:58:36.615Z,,59.4,29,,19.8,,54
2018-02-11T05:58:46.563Z,,,,,19.8,,54
2018-02-11T05:58:56.579Z,,,,,20.1,,54
2018-02-11T05:59:06.667Z,,,,,20,,54
2018-02-11T05:59:16.566Z,,,,,19.8,,54
2018-02-11T05:59:26.563Z,,,,,19.8,,54
2018-02-11T05:59:36.569Z,,,,,19.8,,54
2018-02-11T05:59:46.569Z,,59.5,,,20,,54
2018-02-11T05:59:56.575Z,,,,,19.8,,54
2018-02-11T06:00:06.630Z,,,30,,19.8,,54
2018-02-11T06:00:16.660Z,,,29,,19.8,,54
2018-02-11T06:00:26.568Z,,,,,20,,54
2018-02-11T06:00:36.573Z,,,,,20,,54
2018-02-11T06:00:46.589Z,,59.6,30,,19.8,,54
2018-02-11T06:00:56.582Z,,,29,,20,,54
2018-02-11T06:01:06.588Z,,,,,19.8,,54
2018-02-11T06:01:16.595Z,,,,,19.8,,54
2018-02-11T06:01:26.602Z,,,,,19.8,,54
2018-02-11T06:01:36.672Z,,,,,19.8,,54
2018-02-11T06:01:46.610Z,,59.7,,,20,,54
2018-02-11T06:01:56.582Z,,,,,20,,54
2018-02-11T06:02:06.646Z,,,,,19.8,,54
2018-02-11T06:02:16.586Z,1,58.8,0,0,19.8,,54
2018-02-11T06:02:26.680Z,,56.8,,,19.4,,54
2018-02-11T06:02:36.689Z,,55.9,,,18.8,,54
2018-02-11T06:02:46.574Z,,54.9,,,18.4,,54
2018-02-11T06:02:56.636Z,,53.9,,,17.9,,54
2018-02-11T06:03:06.575Z,,53.5,,,17.8,,54
2018-02-11T06:03:16.671Z,,52.9,,,17.8,,54
2018-02-11T06:03:26.601Z,,51.9,,,17.5,,54
2018-02-11T06:03:36.624Z,,51.7,,,17.5,,54
2018-02-11T06:03:46.626Z,,51,,,17.3,,54
2018-02-11T06:03:56.726Z,1,54.4,40,0,17.1,,54
2018-02-11T06:04:06.575Z,,57,32,,16.5,,54
2018-02-11T06:04:16.569Z,,55.7,29,,16.2,,54
2018-02-11T06:04:26.567Z,,56,,,17,,54
2018-02-11T06:04:36.585Z,,56.6,,,17.8,,54
2018-02-11T06:04:46.576Z,,,30,,18.4,,54
2018-02-11T06:04:56.577Z,,56.8,29,,18.8,,54
2018-02-11T06:05:06.648Z,,57,30,,19,,54
2018-02-11T06:05:16.598Z,,57.1,29,,19.2,,54
2018-02-11T06:05:26.572Z,,57.3,,,19.2,,54
2018-02-11T06:05:36.578Z,,57.4,,,19.2,,54
2018-02-11T06:05:46.593Z,,57.7,30,,19.3,,54
2018-02-11T06:05:56.593Z,,57.8,29,,19.4,,54
2018-02-11T06:06:06.578Z,,57.9,,,19.6,,54
2018-02-11T06:06:16.606Z,,58,,,19.7,,54
2018-02-11T06:06:26.597Z,,,30,,19.4,,54
2018-02-11T06:06:36.577Z,,58.2,29,,19.6,,54
2018-02-11T06:06:46.639Z,,,,,19.7,,54
2018-02-11T06:06:56.599Z,,58.3,,,19.7,,54
2018-02-11T06:07:06.579Z,,58.4,,,19.6,,54
2018-02-11T06:07:16.669Z,,,,,19.4,,54
2018-02-11T06:07:26.571Z,,58.5,,,19.7,,54
2018-02-11T06:07:36.568Z,,58.6,,,19.7,,54
2018-02-11T06:07:46.575Z,,,,,19.7,,54
2018-02-11T06:07:56.580Z,,58.7,,,19.6,,54
2018-02-11T06:08:06.592Z,,,,,19.6,,54
2018-02-11T06:08:16.612Z,,58.8,,,19.8,,54
2018-02-11T06:08:26.815Z,,,,,19.7,,54
2018-02-11T06:08:36.596Z,,58.9,,,19.8,,54
2018-02-11T06:08:46.661Z,,,,,19.7,,54
2018-02-11T06:08:56.577Z,,59,29,,19.8,,54
2018-02-11T06:09:06.572Z,,,,,19.7,,54
2018-02-11T06:09:16.571Z,,,,,19.7,,54
2018-02-11T06:09:26.602Z,,59.1,,,19.7,,54
2018-02-11T06:09:36.581Z,,,,,19.8,,54
2018-02-11T06:09:46.618Z,,59.3,,,19.8,,54
2018-02-11T06:09:56.878Z,,,,,19.8,,54
2018-02-11T06:10:06.583Z,,59.4,,,19.7,,54
2018-02-11T06:10:16.612Z,,,,,19.7,,54
2018-02-11T06:10:26.596Z,,59.5,30,,19.8,,54
2018-02-11T06:10:36.603Z,,,,,19.7,,54
2018-02-11T06:10:46.594Z,,59.6,29,,19.8,,54
2018-02-11T06:10:56.666Z,,,,,19.7,,54
2018-02-11T06:11:06.574Z,,59.7,,,20,,54
2018-02-11T06:11:16.628Z,,,30,,19.8,,54
2018-02-11T06:11:26.576Z,,59.8,29,,20,,54
2018-02-11T06:11:36.605Z,,,,,20,,54
2018-02-11T06:11:46.633Z,,59.9,,,20,,54
2018-02-11T06:11:56.660Z,,,,,19.8,,54
2018-02-11T06:12:06.701Z,,60,29,,20,,54
2018-02-11T06:12:16.626Z,,,,,20.1,,54
2018-02-11T06:12:26.603Z,,,30,,20,,54
2018-02-11T06:12:36.577Z,,60.1,29,,20,,54
2018-02-11T06:12:46.741Z,,,30,,20,,54
2018-02-11T06:12:56.691Z,,,29,,20,,54
2018-02-11T06:13:06.587Z,,,,,20,,54
2018-02-11T06:13:16.846Z,,60.2,30,,20,,54
2018-02-11T06:13:26.576Z,,,29,,20.1,,54
2018-02-11T06:13:36.592Z,,,,,20,,54
2018-02-11T06:13:46.717Z,,60.4,,,20.1,,54
2018-02-11T06:13:56.697Z,,,,,20,,54
2018-02-11T06:14:06.577Z,,60.2,30,,20,,54
2018-02-11T06:14:16.638Z,,60.4,29,,20,,54
2018-02-11T06:14:26.647Z,,,,,20.1,,54
2018-02-11T06:14:36.648Z,,,,,20.1,,54
2018-02-11T06:14:46.654Z,,,,,20.1,,54
2018-02-11T06:14:56.584Z,,60.5,,,20.1,,54
2018-02-11T06:15:06.618Z,,,,,20.1,,54
2018-02-11T06:15:16.644Z,,,,,20.1,,54
2018-02-11T06:15:26.689Z,,,,,20,,54
2018-02-11T06:15:36.572Z,,,30,,20.1,,54
2018-02-11T06:15:46.685Z,,,29,,20.1,,54
2018-02-11T06:15:56.607Z,1,60.5,29,0,20.2,61,54
2018-02-11T06:16:06.740Z,,,,,20,,54
2018-02-11T06:16:16.588Z,,,,,20.1,,54
2018-02-11T06:16:26.648Z,,,30,,20.1,,54
2018-02-11T06:16:36.681Z,,60.6,,,20.1,,54
2018-02-11T06:16:46.601Z,,,29,,20.1,,54
2018-02-11T06:16:56.679Z,,,,,20.1,,54
2018-02-11T06:17:06.582Z,,,,,20.1,,54
2018-02-11T06:17:16.675Z,,,30,,20.1,,54
2018-02-11T06:17:26.581Z,,,29,,20.1,,54
2018-02-11T06:17:36.645Z,,,,,20.1,,54
2018-02-11T06:17:46.632Z,,60.7,,,20.2,,54
2018-02-11T06:17:56.605Z,,,,,20.1,,54
2018-02-11T06:18:06.681Z,,,,,20.1,,54
2018-02-11T06:18:16.603Z,,,,,20.1,,54
2018-02-11T06:18:26.587Z,,,,,20.1,,54
2018-02-11T06:18:36.579Z,,60.8,30,,20.1,,54
2018-02-11T06:18:46.579Z,,,,,20,,54
2018-02-11T06:18:56.704Z,,,29,,20.1,,54
2018-02-11T06:19:06.628Z,,,,,20.2,,54
2018-02-11T06:19:16.614Z,,,,,20.1,,54
2018-02-11T06:19:26.580Z,,,,,20,,54
2018-02-11T06:19:36.583Z,,60.9,,,20.1,,54
2018-02-11T06:19:46.581Z,,,,,20.1,,54
2018-02-11T06:19:56.595Z,,,,,20.1,,54
2018-02-11T06:20:06.574Z,,,,,20.1,,54
2018-02-11T06:20:16.658Z,,61.1,,,20.1,,54
2018-02-11T06:20:26.647Z,,,,,20,,54
2018-02-11T06:20:36.765Z,,,,,20.1,,54
2018-02-11T06:20:46.594Z,,,,,20.1,,54
2018-02-11T06:20:56.626Z,,61.2,,,20.2,,54
2018-02-11T06:21:06.665Z,,,,,20.2,,54
2018-02-11T06:21:16.593Z,,,,,20.1,,54
2018-02-11T06:21:26.766Z,1,59.7,0,0,20.2,,54
2018-02-11T06:21:36.630Z,,57.9,,,20,,54
2018-02-11T06:21:46.700Z,,57.4,,,19.2,,54
2018-02-11T06:21:56.582Z,,56.8,,,18.8,,54
2018-02-11T06:22:06.659Z,,55.7,,,18.5,,54
2018-02-11T06:22:16.602Z,,54.9,,,18.4,,54
2018-02-11T06:22:26.583Z,,54.5,,,18.1,,54
2018-02-11T06:22:36.675Z,,53.8,,,17.8,,54
2018-02-11T06:22:46.664Z,,53.3,,,17.7,,54
2018-02-11T06:22:56.655Z,,52.8,,,17.7,,54
2018-02-11T06:23:06.645Z,,52.3,,,17.4,,54
2018-02-11T06:23:16.597Z,,51.9,,,17.4,,54
2018-02-11T06:23:26.577Z,,51.5,,,17.4,,54
2018-02-11T06:23:36.624Z,,51.2,,,17.4,,54
2018-02-11T06:23:46.582Z,,50.9,,,17.3,,54
2018-02-11T06:23:56.728Z,,50.5,,,17.1,,54
2018-02-11T06:24:06.579Z,,50.2,,,17.1,,54
2018-02-11T06:24:16.585Z,,49.9,,,16.8,,54
2018-02-11T06:24:26.649Z,,49.8,,,16.8,,54
2018-02-11T06:24:36.588Z,,49.8,,,15.9,,54
2018-02-11T06:24:46.580Z,,49.7,,,17.9,,54
2018-02-11T06:24:56.949Z,,,,,17.9,,54
2018-02-11T06:25:06.577Z,,,,,17.3,,54
2018-02-11T06:25:16.610Z,,,,,16.2,,54
2018-02-11T06:25:26.586Z,,,,,15.6,,54
2018-02-11T06:25:36.652Z,,,,,15.1,,54
2018-02-11T06:25:46.661Z,,49.8,,,14.8,,54
2018-02-11T06:25:56.678Z,,,,,14.5,,54
2018-02-11T06:26:06.619Z,,49.9,,,14.3,,54
2018-02-11T06:26:16.619Z,,,,,14,,54
2018-02-11T06:26:26.610Z,,50,,,13.9,,54
2018-02-11T06:26:36.632Z,,,,,13.6,,54
2018-02-11T06:26:46.581Z,,,,,13.6,,54
2018-02-11T06:26:56.594Z,,,,,13.4,,54
2018-02-11T06:27:06.612Z,,50.1,,,13.2,,54
2018-02-11T06:27:16.737Z,,,,,13.1,,54
2018-02-11T06:27:26.673Z,,,,,13.1,,54
2018-02-11T06:27:36.584Z,,,,,12.9,,54
2018-02-11T06:27:46.593Z,,,,,12.8,,54
2018-02-11T06:27:56.579Z,,,,,12.6,,54
2018-02-11T06:28:06.642Z,,,,,12.6,,54
2018-02-11T06:28:16.622Z,,,,,12.5,,54
2018-02-11T06:28:26.579Z,,,,,12.5,,54
2018-02-11T06:28:36.580Z,,,,,12.3,,54
2018-02-11T06:28:46.654Z,,50,,,12.2,,54
2018-02-11T06:28:56.580Z,1,50.1,,0,12.2,,54
2018-02-11T06:29:06.651Z,,53.2,40,,12.2,,54
2018-02-11T06:29:16.947Z,,54.8,29,,12.9,,54
2018-02-11T06:29:26.653Z,,52.8,29,,13.9,,54
2018-02-11T06:29:36.724Z,,53.5,,,15.3,,54
2018-02-11T06:29:46.649Z,,54.1,,,16.7,,54
2018-02-11T06:29:56.584Z,,54,,,17.4,,54
2018-02-11T06:30:06.669Z,,54.3,,,17.9,,54
2018-02-11T06:30:16.596Z,,54.1,,,18.1,,54
2018-02-11T06:30:26.587Z,,54,,,18.5,,54
2018-02-11T06:30:36.627Z,,,,,18.4,,54
2018-02-11T06:30:46.586Z,,,,,18.5,,54
2018-02-11T06:30:56.710Z,,54.1,,,18.6,,54
2018-02-11T06:31:06.718Z,,,,,18.6,,54
2018-02-11T06:31:16.587Z,,54.3,30,,18.6,,54
2018-02-11T06:31:26.584Z,,54.4,29,,18.6,,54
2018-02-11T06:31:36.672Z,,54.5,,,18.6,,54
2018-02-11T06:31:46.668Z,,54.6,,,18.6,,54
2018-02-11T06:31:56.598Z,,54.7,,,18.9,,54
2018-02-11T06:32:06.593Z,,54.8,,,18.6,,54
2018-02-11T06:32:16.583Z,,55,,,18.8,,54
2018-02-11T06:32:26.589Z,,55.1,,,18.9,,54
2018-02-11T06:32:36.730Z,,55.2,,,18.8,,54
2018-02-11T06:32:46.606Z,,55.3,,,18.8,,54
2018-02-11T06:32:56.584Z,,55.4,,,18.9,,54
2018-02-11T06:33:06.588Z,,55.6,30,,18.9,,54
2018-02-11T06:33:16.608Z,,55.7,29,,19,,54
2018-02-11T06:33:26.599Z,,55.9,30,,19,,54
2018-02-11T06:33:36.662Z,,56,30,,19,,54
2018-02-11T06:33:46.590Z,,,29,,19.2,,54
2018-02-11T06:33:56.590Z,,56.1,,,19,,54
2018-02-11T06:34:06.600Z,,56.2,30,,19.3,,54
2018-02-11T06:34:16.691Z,,56.3,29,,19.2,,54
2018-02-11T06:34:26.610Z,,,,,19.2,,54
2018-02-11T06:34:36.592Z,,56.4,,,19,,54
2018-02-11T06:34:46.624Z,,56.5,,,19.2,,54
2018-02-11T06:34:56.600Z,,,,,19.2,,54
2018-02-11T06:35:06.595Z,,56.6,,,19.2,,54
2018-02-11T06:35:16.682Z,,56.7,,,19.3,,54
2018-02-11T06:35:26.792Z,,56.8,,,19.2,,54
2018-02-11T06:35:36.651Z,,56.9,30,,19.3,,54
2018-02-11T06:35:46.598Z,,57,29,,19.3,,54
2018-02-11T06:35:56.607Z,,,30,,19.2,,54
2018-02-11T06:36:06.590Z,,57.1,29,,19,,54
2018-02-11T06:36:16.700Z,,,,,19.3,,54
2018-02-11T06:36:26.584Z,,57.2,,,19.3,,54
2018-02-11T06:36:36.722Z,,57.3,,,19.3,,54
2018-02-11T06:36:46.596Z,,,,,19.4,,54
2018-02-11T06:36:56.634Z,,57.4,,,19.4,,54
2018-02-11T06:37:06.624Z,,57.6,,,19.4,,54
2018-02-11T06:37:16.594Z,,,,,19.4,,54
2018-02-11T06:37:26.823Z,,57.7,,,19.3,,54
2018-02-11T06:37:36.586Z,,57.8,,,19.3,,54
2018-02-11T06:37:46.586Z,,,,,19.3,,54
2018-02-11T06:37:56.762Z,,57.9,,,19.3,,54
2018-02-11T06:38:06.657Z,,58,29,,19.2,,54
2018-02-11T06:38:16.588Z,,,,,19.4,,54
2018-02-11T06:38:26.596Z,,58.1,30,,19.6,,54
2018-02-11T06:38:36.585Z,,,29,,19.6,,54
2018-02-11T06:38:46.608Z,,58.2,,,19.6,,54
2018-02-11T06:38:56.786Z,,,,,19.6,,54
2018-02-11T06:39:06.591Z,,58.3,,,19.4,,54
2018-02-11T06:39:16.593Z,,58.4,,,19.4,,54
2018-02-11T06:39:26.586Z,,,,,19.4,,54
2018-02-11T06:39:36.595Z,,58.5,,,19.7,,54
2018-02-11T06:39:46.596Z,,,30,,19.4,,54
2018-02-11T06:39:56.587Z,,58.6,,,19.6,,54
2018-02-11T06:40:06.607Z,,,,,19.6,,54
2018-02-11T06:40:16.663Z,,58.7,29,,19.4,,54
2018-02-11T06:40:26.638Z,,58.8,,,19.7,,54
2018-02-11T06:40:36.605Z,,,,,19.7,,54
2018-02-11T06:40:46.631Z,,58.9,,,19.8,,54
2018-02-11T06:40:56.655Z,,,,,19.6,,54
2018-02-11T06:41:06.691Z,,59,,,19.6,,54
2018-02-11T06:41:16.679Z,,,,,19.8,,54
2018-02-11T06:41:26.589Z,,59.1,,,19.7,,54
2018-02-11T06:41:36.618Z,,,30,,19.7,,54
2018-02-11T06:41:47.345Z,,59.3,29,,19.8,,54
2018-02-11T06:41:56.588Z,,59.4,,,20,,54
2018-02-11T06:42:06.670Z,,,,,19.8,,54
2018-02-11T06:42:16.590Z,,59.5,,,19.8,,54
2018-02-11T06:42:26.769Z,,,30,,20,,54
2018-02-11T06:42:36.587Z,,59.6,29,,19.8,,54
2018-02-11T06:42:46.661Z,,,30,,20.1,,54
2018-02-11T06:42:56.594Z,,59.7,29,,19.7,,54
2018-02-11T06:43:06.599Z,,,,,19.7,,54
2018-02-11T06:43:16.651Z,,,,,19.8,,54
2018-02-11T06:43:26.700Z,,59.8,,,19.8,,54
2018-02-11T06:43:36.596Z,,,,,19.7,,54
2018-02-11T06:43:46.593Z,,59.9,,,19.8,,54
2018-02-11T06:43:56.595Z,,60,29,,20.1,,54
2018-02-11T06:44:06.664Z,,,,,20,,54
2018-02-11T06:44:16.592Z,,,,,20,,54
2018-02-11T06:44:26.635Z,,60.1,,,20,,54
2018-02-11T06:44:36.612Z,,,,,20,,54
2018-02-11T06:44:46.606Z,,,,,20,,54
2018-02-11T06:44:56.707Z,,60.2,,,20,,54
2018-02-11T06:45:06.651Z,,,,,20,,54
2018-02-11T06:45:16.733Z,,60.4,,,20,,54
2018-02-11T06:45:26.604Z,1,58.8,0,0,20,,54
2018-02-11T06:45:36.604Z,,57.4,,,19.6,,54
2018-02-11T06:45:46.594Z,,56.6,,,18.8,,54
2018-02-11T06:45:56.875Z,,55.7,,,18.5,,54
2018-02-11T06:46:06.602Z,,54.8,,,18.1,,54
2018-02-11T06:46:16.640Z,,53.9,,,17.9,,54
2018-02-11T06:46:26.800Z,,53.5,,,17.5,,54
2018-02-11T06:46:36.698Z,,52.8,,,17.7,,54
2018-02-11T06:46:46.768Z,,52.3,,,17.4,,54
2018-02-11T06:46:56.600Z,,51.8,,,17.3,,54
2018-02-11T06:47:06.675Z,,51.4,,,17.4,,54
2018-02-11T06:47:16.605Z,,50.9,,,17,,54
2018-02-11T06:47:26.645Z,,50.5,,,17,,54
2018-02-11T06:47:36.599Z,,50.2,,,17,,54
2018-02-11T06:47:46.756Z,,49.9,,,16.8,,54
2018-02-11T06:47:56.606Z,,49.6,,,16.8,,54
2018-02-11T06:48:06.679Z,,49.3,,,16.7,,54
2018-02-11T06:48:16.696Z,,49.1,,,16.7,,54
2018-02-11T06:48:26.607Z,,48.9,,,16.7,,54
2018-02-11T06:48:36.631Z,,48.9,,,15.9,,54
2018-02-11T06:48:46.632Z,,48.8,,,17.8,,54
2018-02-11T06:48:56.597Z,,,,,17.9,,54
2018-02-11T06:49:06.687Z,,,,,17,,54
2018-02-11T06:49:16.639Z,,,,,16.1,,54
2018-02-11T06:49:26.594Z,,,,,15.3,,54
2018-02-11T06:49:36.719Z,,,,,14.8,,54
2018-02-11T06:49:46.596Z,,48.9,,,14.3,,54
2018-02-11T06:49:56.606Z,,,,,14.2,,54
2018-02-11T06:50:06.592Z,,49,,,13.9,,54
2018-02-11T06:50:16.598Z,,,,,13.9,,54
2018-02-11T06:50:26.617Z,,49.1,,,13.6,,54
2018-02-11T06:50:36.619Z,,,,,13.6,,54
2018-02-11T06:50:46.630Z,,,,,13.4,,54
2018-02-11T06:50:56.599Z,,49.2,,,13.2,,54
2018-02-11T06:51:06.600Z,,,,,13.1,,54
2018-02-11T06:51:16.633Z,,,,,12.9,,54
2018-02-11T06:51:26.720Z,1,,,0,12.8,,54
2018-02-11T06:51:36.656Z,,53,37,,12.8,,54
2018-02-11T06:51:46.594Z,,53.8,29,,13.6,,54
2018-02-11T06:51:56.627Z,,52.4,,,14.5,,54
2018-02-11T06:52:06.651Z,,53.5,,,15.9,,54
2018-02-11T06:52:16.611Z,,54.3,,,16.5,,54
2018-02-11T06:52:26.601Z,,54,,,17.3,,54
2018-02-11T06:52:36.672Z,,54.3,30,,17.8,,54
2018-02-11T06:52:46.603Z,,,29,,18.1,,54
2018-02-11T06:52:56.595Z,,54.4,,,18.2,,54
2018-02-11T06:53:06.680Z,,,,,18.5,,54
2018-02-11T06:53:16.601Z,,,,,18.5,,54
2018-02-11T06:53:26.637Z,,54.5,,,,,
2018-02-11T06:53:36.702Z,,54.6,,,18.6,,54
2018-02-11T06:53:46.602Z,,,,,18.6,,54
2018-02-11T06:53:56.603Z,,54.7,30,,18.6,,54
2018-02-11T06:54:06.674Z,,54.8,,,18.8,,54
2018-02-11T06:54:16.653Z,,55,29,,18.9,,54
2018-02-11T06:54:26.596Z,,,,,18.8,,54
2018-02-11T06:54:36.608Z,,55.1,,,18.8,,54
2018-02-11T06:54:46.604Z,,55.3,,,18.8,,54
2018-02-11T06:54:56.604Z,,,30,,18.9,,54
2018-02-11T06:55:06.683Z,,55.5,29,,18.9,,54
2018-02-11T06:55:16.598Z,,,,,18.9,,54
2018-02-11T06:55:26.648Z,,55.6,,,19,,54
2018-02-11T06:55:36.596Z,,55.7,,,18.9,,54
2018-02-11T06:55:46.605Z,,,,,19,,54
2018-02-11T06:55:56.749Z,,55.9,,,18.9,,54
2018-02-11T06:56:06.600Z,,56,30,,19,,54
2018-02-11T06:56:16.623Z,,,29,,19,,54
2018-02-11T06:56:26.654Z,,56.1,,,19.2,,54
2018-02-11T06:56:36.602Z,,,,,19,,54
2018-02-11T06:56:46.606Z,,,,,19.2,,54
2018-02-11T06:56:56.661Z,,56.2,,,19.2,,54
2018-02-11T06:57:06.704Z,,,,,19.2,,54
2018-02-11T06:57:16.617Z,,56.3,,,18.9,,54
2018-02-11T06:57:26.737Z,,,,,19,,54
2018-02-11T06:57:36.679Z,,,,,19,,54
2018-02-11T06:57:46.743Z,,56.4,,,19.2,,54
2018-02-11T06:57:56.657Z,,,,,19.2,,54
2018-02-11T06:58:06.638Z,,,,,19.2,,54
2018-02-11T06:58:16.602Z,,56.5,,,19.2,,54
2018-02-11T06:58:26.632Z,,,,,19,,54
2018-02-11T06:58:36.603Z,,,,,19.3,,54
2018-02-11T06:58:46.604Z,,56.6,,,19.2,,54
2018-02-11T06:58:56.674Z,,,,,19.2,,54
2018-02-11T06:59:06.705Z,,,,,19.3,,54
2018-02-11T06:59:16.736Z,,56.7,,,19.3,,54
2018-02-11T06:59:26.665Z,,,,,19.4,,54
2018-02-11T06:59:36.599Z,,56.8,,,19.3,,54
2018-02-11T06:59:46.607Z,,56.7,,,19.3,,54
2018-02-11T06:59:56.599Z,,56.8,,,19.3,,54
2018-02-11T07:00:06.601Z,,,,,19.3,,54
2018-02-11T07:00:16.600Z,,56.9,,,19.3,,54
2018-02-11T07:00:26.603Z,,,30,,19.3,,54
2018-02-11T07:00:36.660Z,,,29,,19.3,,54
2018-02-11T07:00:46.680Z,,57,,,19.3,,54
2018-02-11T07:00:56.791Z,,,30,,19.3,,54
2018-02-11T07:01:06.602Z,,57.1,,,19.2,,54
2018-02-11T07:01:16.604Z,,,29,,19.4,,54
2018-02-11T07:01:26.603Z,,57.2,,,19.3,,54
2018-02-11T07:01:36.714Z,,,,,19.4,,54
2018-02-11T07:01:51.768Z,,,,,19.4,,54
2018-02-11T07:01:56.602Z,,57.3,,,19.4,,54
2018-02-11T07:02:06.612Z,,,,,19.4,,54
2018-02-11T07:02:16.650Z,,57.4,,,19.4,,54
2018-02-11T07:02:26.604Z,,,,,19.4,,54
2018-02-11T07:02:36.619Z,,,,,19.4,,54
2018-02-11T07:02:46.653Z,,,,,19.4,,54
2018-02-11T07:02:56.601Z,,57.6,,,19.4,,54
2018-02-11T07:03:06.634Z,,,,,19.4,,54
2018-02-11T07:03:16.693Z,,57.7,,,19.3,,54
2018-02-11T07:03:36.634Z,,,,,19.3,,54
2018-02-11T07:03:46.605Z,,57.8,,,19.4,,54
2018-02-11T07:03:56.602Z,,,,,19.3,,54
2018-02-11T07:04:06.636Z,,,30,,19.6,,54
2018-02-11T07:04:16.678Z,,57.9,29,,19.4,,54
2018-02-11T07:04:26.661Z,,,,,19.6,,54
2018-02-11T07:04:36.616Z,,,,,19.6,,54
2018-02-11T07:04:46.616Z,,58,30,,19.6,,54
2018-02-11T07:04:56.616Z,,,29,,19.6,,54
2018-02-11T07:05:06.606Z,,,,,19.4,,54
2018-02-11T07:05:16.615Z,,58.1,30,,19.4,,54
2018-02-11T07:05:26.601Z,,,29,,19.6,,54
2018-02-11T07:05:36.607Z,,,30,,19.6,,54
2018-02-11T07:05:46.631Z,,58.2,29,,19.4,,54
2018-02-11T07:05:56.633Z,,,,,19.4,,54
2018-02-11T07:06:06.647Z,,,,,19.6,,54
2018-02-11T07:06:16.658Z,,,,,19.6,,54
2018-02-11T07:06:26.716Z,,58.3,,,19.7,,54
2018-02-11T07:06:36.677Z,,,,,19.7,,54
2018-02-11T07:06:46.610Z,,58.4,,,19.6,,54
2018-02-11T07:06:56.629Z,,,,,19.7,,54
2018-02-11T07:07:06.627Z,,58.5,,,19.7,,54
2018-02-11T07:07:16.659Z,,,,,19.6,,54
2018-02-11T07:07:26.625Z,,58.6,,,19.6,,54
2018-02-11T07:07:36.669Z,,,,,19.7,,54
2018-02-11T07:07:46.628Z,,58.7,,,19.7,,54
2018-02-11T07:07:56.640Z,1,57.7,0,0,19.6,,54
2018-02-11T07:08:06.696Z,,55.7,,,19.3,,54
2018-02-11T07:08:16.603Z,,54.9,,,18.6,,54
2018-02-11T07:08:26.740Z,,53.9,,,18.1,,54
2018-02-11T07:08:36.611Z,,52.9,,,17.9,,54
2018-02-11T07:08:46.706Z,,52.6,,,17.7,,54
2018-02-11T07:08:56.720Z,,51.8,,,17.4,,54
2018-02-11T07:09:06.671Z,,51.3,,,17.4,,54
2018-02-11T07:09:16.605Z,,50.7,,,17.1,,54
2018-02-11T07:09:26.838Z,,50.3,,,17,,54
2018-02-11T07:09:36.611Z,,49.9,,,16.8,,54
2018-02-11T07:09:46.610Z,,49.5,,,16.7,,54
2018-02-11T07:09:56.650Z,,49.2,,,16.7,,54
2018-02-11T07:10:06.604Z,,48.9,,,16.7,,54
2018-02-11T07:10:16.712Z,,48.6,,,16.5,,54
2018-02-11T07:10:26.649Z,,48.3,,,16.5,,54
2018-02-11T07:10:36.608Z,,48.1,,,16.5,,54
2018-02-11T07:10:46.604Z,,47.8,,,16.4,,54
2018-02-11T07:10:56.612Z,,47.6,,,16.4,,54
2018-02-11T07:11:06.605Z,,,,,15.6,,54
2018-02-11T07:11:16.613Z,,,,,17.5,,54
2018-02-11T07:11:26.613Z,,,,,17.4,,54
2018-02-11T07:11:36.690Z,,,,,16.4,,54
2018-02-11T07:11:46.619Z,,,,,15.6,,54
2018-02-11T07:11:56.608Z,,,,,14.8,,54
2018-02-11T07:12:06.681Z,,,,,14.5,,54
2018-02-11T07:12:16.634Z,,47.7,,,14.2,,54
2018-02-11T07:12:26.645Z,,,,,14,,54
2018-02-11T07:12:36.609Z,,47.8,,,13.7,,54
2018-02-11T07:12:46.672Z,,,,,13.6,,54
2018-02-11T07:12:57.203Z,,47.9,,,13.4,,54
2018-02-11T07:13:06.613Z,,,,,13.1,,54
2018-02-11T07:13:16.853Z,,48,,,13.1,,54
2018-02-11T07:13:26.674Z,,,,,13.1,,54
2018-02-11T07:13:36.609Z,,,,,12.9,,54
2018-02-11T07:13:46.686Z,,,,,12.8,,54
2018-02-11T07:13:56.665Z,1,48,,0,12.6,,54
2018-02-11T07:14:06.606Z,,52.1,35,,12.6,,54
2018-02-11T07:14:16.703Z,,52.8,30,,13.6,,54
2018-02-11T07:14:26.646Z,,51.2,29,,14.7,,54
2018-02-11T07:14:36.608Z,,52.4,29,,15.7,,54
2018-02-11T07:14:46.657Z,,52.9,,,16.5,,54
2018-02-11T07:14:56.606Z,,53,,,17.3,,54
2018-02-11T07:15:06.697Z,,53.1,,,17.7,,54
2018-02-11T07:15:16.614Z,,,,,17.8,,54
2018-02-11T07:15:26.668Z,,,,,18.1,,54
2018-02-11T07:15:36.643Z,,53.2,,,18.2,,54
2018-02-11T07:15:46.644Z,,,,,18.4,,54
2018-02-11T07:15:56.685Z,1,53.3,29,0,18.2,61,54
2018-02-11T07:16:06.715Z,,53.4,,,18.4,,54
2018-02-11T07:16:16.706Z,,53.5,,,18.5,,54
2018-02-11T07:16:26.643Z,,,,,18.4,,54
2018-02-11T07:16:36.618Z,,53.6,,,18.5,,54
