Time,HwActive,ActPow,HwTSet,PrimT,PrimTSet,ChActive,HwTOutlet
2017-11-11T04:50:30.881Z,,,54,58.9,,,31.6
2017-11-11T04:50:35.788Z,,,54,58.5,,,31.5
2017-11-11T04:50:45.784Z,,,54,57.8,,,31.4
2017-11-11T04:50:55.783Z,,,54,56.9,,,31.5
2017-11-11T04:51:05.783Z,,,54,56.5,,,31.4
2017-11-11T04:51:15.880Z,,,54,55.9,,,31.5
2017-11-11T04:51:25.785Z,,,54,55.5,,,31.6
2017-11-11T04:51:35.793Z,,,54,54.9,,,31.5
2017-11-11T04:51:45.787Z,,,54,54.8,,,31.3
2017-11-11T04:51:55.779Z,,,54,54.5,,,31.3
2017-11-11T04:52:05.786Z,,,54,53.9,,,31.3
2017-11-11T04:52:15.870Z,0,44,54,53.8,,2,31.3
2017-11-11T04:52:25.790Z,,34,54,58,,,31.2
2017-11-11T04:52:35.789Z,,30,54,58.2,,,30.9
2017-11-11T04:52:45.790Z,,29,54,59.1,,,30.8
2017-11-11T04:52:55.782Z,,,54,60,,,30.7
2017-11-11T04:53:05.781Z,,30,54,60.4,,,30.8
2017-11-11T04:53:15.875Z,,29,54,61.2,,,30.9
2017-11-11T04:53:25.782Z,,,54,62.1,,,31
2017-11-11T04:53:35.791Z,,,54,62.6,,,31.2
2017-11-11T04:53:45.784Z,,,54,63.2,,,31.3
2017-11-11T04:53:55.783Z,,,54,64,,,31.5
2017-11-11T04:54:05.782Z,,30,54,64.1,,,31.5
2017-11-11T04:54:15.876Z,,29,54,64.5,,,31.5
2017-11-11T04:54:25.789Z,,0,54,65.1,,,31.6
2017-11-11T04:54:35.787Z,0,,54,62.9,,2,31.8
2017-11-11T04:54:50.899Z,,,54,61.8,,,31.6
2017-11-11T04:54:55.789Z,,,54,60.4,,,31.5
2017-11-11T04:55:05.790Z,,,54,59.9,,,31.5
2017-11-11T04:55:15.883Z,,,54,58.9,,,31.4
2017-11-11T04:55:25.782Z,,,54,57.9,,,31.4
2017-11-11T04:55:35.782Z,,,54,57.7,,,31.4
2017-11-11T04:55:45.789Z,,,54,56.9,,,31.4
2017-11-11T04:55:55.783Z,,,54,56.5,,,31.3
2017-11-11T04:56:05.782Z,,,54,55.9,,,31.5
2017-11-11T04:56:15.882Z,,,54,55.5,,,31.5
2017-11-11T04:56:25.792Z,,,54,54.9,,,31.5
2017-11-11T04:56:35.785Z,,,54,54.8,,,31.3
2017-11-11T04:56:45.786Z,,,54,54.4,,,31.2
2017-11-11T04:56:55.786Z,,,54,53.9,,,31.2
2017-11-11T04:57:05.791Z,,,54,53.8,,,31
2017-11-11T04:57:15.875Z,0,44,54,53.6,,2,30.8
2017-11-11T04:57:25.793Z,,38,54,57.1,,,30.8
2017-11-11T04:57:35.791Z,,29,54,57.9,,,30.8
2017-11-11T04:57:45.792Z,,,54,59,,,30.7
2017-11-11T04:57:55.786Z,,30,54,60,,,30.9
2017-11-11T04:58:05.787Z,,29,54,60.2,,,30.6
2017-11-11T04:58:15.876Z,,,54,61.2,,,30.7
2017-11-11T04:58:25.797Z,,,54,62,,,30.9
2017-11-11T04:58:35.787Z,,30,54,62.5,,,31.2
2017-11-11T04:58:45.783Z,,30,54,63.1,,,31.2
2017-11-11T04:58:55.786Z,,29,54,63.6,,,31.3
2017-11-11T04:59:05.786Z,,,54,64,,,31.3
2017-11-11T04:59:15.878Z,,30,54,64.5,,,31.5
2017-11-11T04:59:25.790Z,,29,54,64.8,,,31.4
2017-11-11T04:59:35.797Z,0,0,54,62.8,,2,31.5
2017-11-11T04:59:45.788Z,,,54,61.9,,,31.6
2017-11-11T04:59:55.789Z,,,54,60.9,,,31.4
2017-11-11T05:00:05.788Z,,,54,59.9,,,31.2
2017-11-11T05:00:15.879Z,,,54,58.9,,,31
2017-11-11T05:00:25.787Z,,,54,57.9,,,31
2017-11-11T05:00:35.786Z,,,54,57.7,,,31
2017-11-11T05:00:45.789Z,,,54,56.9,,,30.9
2017-11-11T05:00:55.787Z,,,54,56.5,,,31
2017-11-11T05:01:05.794Z,,,54,55.9,,,31
2017-11-11T05:01:15.875Z,,,54,55.5,,,30.9
2017-11-11T05:01:25.795Z,,,54,54.9,,,31
2017-11-11T05:01:35.785Z,,,54,54.7,,,30.9
2017-11-11T05:01:45.787Z,,,54,54.4,,,31
2017-11-11T05:01:55.788Z,,,54,53.9,,,31
2017-11-11T05:02:05.788Z,,,54,53.8,,,31
2017-11-11T05:02:15.891Z,0,44,54,53.5,,2,31
2017-11-11T05:02:25.798Z,,39,54,57,,,30.8
2017-11-11T05:02:35.790Z,,29,54,57.9,,,30.8
2017-11-11T05:02:45.792Z,,,54,59,,,30.6
2017-11-11T05:02:55.792Z,,,54,60,,,30.4
2017-11-11T05:03:05.791Z,0,29,54,60.1,61,2,30.8
2017-11-11T05:03:16.892Z,,,54,61.1,,,30.9
2017-11-11T05:03:25.799Z,,,54,62,,,31
2017-11-11T05:03:35.795Z,,,54,62.4,,,31
2017-11-11T05:03:45.791Z,,,54,63.1,,,31
2017-11-11T05:03:55.795Z,,30,54,63.5,,,31.2
2017-11-11T05:04:05.787Z,,29,54,64,,,31.3
2017-11-11T05:04:15.881Z,,,54,64.4,,,31.3
2017-11-11T05:04:25.964Z,,,54,64.7,,,31.3
2017-11-11T05:04:35.884Z,0,0,54,63.5,,2,31.4
2017-11-11T05:04:45.924Z,,,54,61.9,,,31.4
2017-11-11T05:04:55.789Z,,,54,60.9,,,31.5
2017-11-11T05:05:05.791Z,,,54,59.9,,,31.5
2017-11-11T05:05:15.884Z,,,54,58.9,,,31.5
2017-11-11T05:05:25.793Z,,,54,58.6,,,31.4
2017-11-11T05:05:35.799Z,,,54,57.8,,,31.3
2017-11-11T05:05:45.788Z,,,54,56.9,,,31.3
2017-11-11T05:05:55.799Z,,,54,56.6,,,31.3
2017-11-11T05:06:06.313Z,,,54,55.9,,,31.4
2017-11-11T05:06:15.886Z,,,54,55.6,,,31.3
2017-11-11T05:06:25.795Z,,,54,54.9,,,31.4
2017-11-11T05:06:35.796Z,,,54,54.8,,,31.3
2017-11-11T05:06:50.886Z,,,54,54.5,,,31.2
2017-11-11T05:06:55.789Z,,,54,53.9,,,31
2017-11-11T05:07:05.795Z,,,54,53.8,,,31
2017-11-11T05:07:15.880Z,0,44,54,53.6,,2,30.9
2017-11-11T05:07:25.796Z,,39,54,57.1,,,30.7
2017-11-11T05:07:35.797Z,,30,54,57.9,,,30.6
2017-11-11T05:07:45.796Z,,29,54,59,,,30.4
2017-11-11T05:07:55.798Z,,,54,60,,,30.7
2017-11-11T05:08:05.789Z,,,54,60.2,,,30.6
2017-11-11T05:08:15.895Z,,30,54,61.2,,,30.8
2017-11-11T05:08:25.792Z,,29,54,62,,,30.9
2017-11-11T05:08:35.791Z,,,54,62.5,,,31
2017-11-11T05:08:45.803Z,,,54,63.1,,,31
2017-11-11T05:08:55.792Z,,,54,63.5,,,31.2
2017-11-11T05:09:05.793Z,,,54,64,,,31.4
2017-11-11T05:09:15.885Z,,,54,64.4,,,31.4
2017-11-11T05:09:25.795Z,,,54,64.8,,,31.3
2017-11-11T05:09:35.795Z,0,0,54,62.8,,2,31.3
2017-11-11T05:09:45.791Z,,,54,61.9,,,31.5
2017-11-11T05:09:55.790Z,,,54,60.8,,,31.4
2017-11-11T05:10:05.800Z,,,54,59.9,,,31.4
2017-11-11T05:10:15.891Z,,,54,58.9,,,31.3
2017-11-11T05:10:25.799Z,,,54,58.5,,,31.3
2017-11-11T05:10:35.790Z,,,54,57.8,,,31.2
2017-11-11T05:10:45.799Z,,,54,56.9,,,31.2
2017-11-11T05:10:55.791Z,,,54,56.5,,,31.2
2017-11-11T05:11:05.793Z,,,54,55.9,,,31.5
2017-11-11T05:11:15.882Z,,,54,55.5,,,31.6
2017-11-11T05:11:25.795Z,,,54,54.9,,,31.2
2017-11-11T05:11:35.796Z,,,54,54.7,,,31.3
2017-11-11T05:11:45.797Z,,,54,54.4,,,31.2
2017-11-11T05:11:55.792Z,,,54,53.9,,,30.8
2017-11-11T05:12:05.796Z,,,54,53.8,,,30.9
2017-11-11T05:12:15.886Z,0,,54,53.5,,2,31
2017-11-11T05:12:25.797Z,,39,54,57.1,,,31
2017-11-11T05:12:35.794Z,,29,54,57.9,,,31
2017-11-11T05:12:45.795Z,,,54,59,,,30.8
2017-11-11T05:12:55.794Z,,,54,60,,,30.8
2017-11-11T05:13:05.793Z,,,54,60.1,,,30.8
2017-11-11T05:13:15.883Z,,,54,61.1,,,30.9
2017-11-11T05:13:25.794Z,,29,54,62,,,31.2
2017-11-11T05:13:35.802Z,,,54,62.5,,,31.2
2017-11-11T05:13:45.802Z,,,54,63.1,,,31.3
2017-11-11T05:14:00.885Z,,,54,63.5,,,31.3
2017-11-11T05:14:06.306Z,,,54,64,,,31.4
2017-11-11T05:14:15.887Z,,,54,64.4,,,31.5
2017-11-11T05:14:30.895Z,,,54,64.7,,,31.6
2017-11-11T05:14:35.800Z,0,0,54,63.9,,2,31.6
2017-11-11T05:14:45.795Z,,,54,61.9,,,31.6
2017-11-11T05:14:55.805Z,,,54,60.9,,,31.6
2017-11-11T05:15:05.796Z,,,54,59.9,,,31.5
2017-11-11T05:15:15.886Z,,,54,58.9,,,31.5
2017-11-11T05:15:25.796Z,,,54,58.6,,,31.4
2017-11-11T05:15:35.796Z,,,54,57.8,,,31.2
2017-11-11T05:15:45.799Z,,,54,56.9,,,31.2
2017-11-11T05:15:55.801Z,,,54,56.5,,,31.3
2017-11-11T05:16:05.805Z,,,54,55.9,,,31.6
2017-11-11T05:16:15.890Z,,,54,55.4,,,31.3
2017-11-11T05:16:25.801Z,,,54,54.9,,,31.3
2017-11-11T05:16:35.803Z,,,54,54.5,,,31.2
2017-11-11T05:16:45.795Z,,,54,53.9,,,31
2017-11-11T05:16:55.801Z,,,54,53.8,,,31.2
2017-11-11T05:17:05.799Z,,,54,53.5,,,31.3
2017-11-11T05:17:20.949Z,0,,54,53,,2,31.2
2017-11-11T05:17:25.816Z,,36,54,57.1,,,30.8
2017-11-11T05:17:35.803Z,,31,54,57.4,,,30.8
2017-11-11T05:17:45.804Z,,29,54,58,,,30.6
2017-11-11T05:18:00.889Z,,,54,59,,,30.6
2017-11-11T05:18:05.795Z,,30,54,59.5,,,30.7
2017-11-11T05:18:15.889Z,,29,54,60.1,,,30.9
2017-11-11T05:18:30.895Z,,30,54,61.1,,,30.8
2017-11-11T05:18:35.797Z,,29,54,61.3,,,30.9
2017-11-11T05:18:45.799Z,,,54,62,,,31
2017-11-11T05:18:55.800Z,,,54,62.1,,,31.2
2017-11-11T05:19:05.800Z,,,54,62.5,,,31.2
2017-11-11T05:19:15.900Z,,,54,62.7,,,31.2
2017-11-11T05:19:25.803Z,,30,54,63.1,,,31.3
2017-11-11T05:19:35.802Z,,29,54,63.2,,,31.3
2017-11-11T05:19:45.805Z,,,54,63.3,,,31.3
2017-11-11T05:19:56.301Z,,,54,63.4,,,31.4
2017-11-11T05:20:05.804Z,,,54,63.6,,,31.4
2017-11-11T05:20:15.891Z,,,54,63.8,,,31.4
2017-11-11T05:20:25.796Z,,,54,63.9,,,31.5
2017-11-11T05:20:35.802Z,,,54,64,,,31.6
2017-11-11T05:20:45.796Z,,,54,,,,31.9
2017-11-11T05:20:55.805Z,,,54,64.1,,,31.8
2017-11-11T05:21:05.797Z,,,54,64.2,,,31.8
2017-11-11T05:21:15.893Z,,,54,,,,31.6
2017-11-11T05:21:25.798Z,,30,54,64.4,,,31.8
2017-11-11T05:21:35.800Z,,29,54,64.5,,,32
2017-11-11T05:21:50.887Z,,,54,,,,31.9
2017-11-11T05:21:55.800Z,,,54,64.6,,,31.9
2017-11-11T05:22:05.799Z,,30,54,64.7,,,31.9
2017-11-11T05:22:15.892Z,,29,54,64.8,,,32
2017-11-11T05:22:25.804Z,,,54,64.9,,,31.9
2017-11-11T05:22:35.804Z,0,0,54,63.6,,2,31.9
2017-11-11T05:22:45.804Z,,,54,61.9,,,32.1
2017-11-11T05:22:55.805Z,,,54,60.9,,,31.9
2017-11-11T05:23:05.808Z,,,54,59.9,,,31.8
2017-11-11T05:23:15.891Z,,,54,58.8,,,31.6
2017-11-11T05:23:25.805Z,,,54,57.9,,,31.8
2017-11-11T05:23:40.891Z,,,54,56.9,,,31.6
2017-11-11T05:23:45.800Z,,,54,56.7,,,31.9
2017-11-11T05:23:55.799Z,,,54,55.9,,,32
2017-11-11T05:24:05.799Z,,,54,55.5,,,31.9
2017-11-11T05:24:15.892Z,,,54,54.9,,,31.9
2017-11-11T05:24:25.816Z,0,39,54,58,,2,31.9
2017-11-11T05:24:35.803Z,,29,54,58.9,,,31.8
2017-11-11T05:24:45.807Z,,,54,59,,,31.5
2017-11-11T05:24:55.803Z,,30,54,60.2,,,31.4
2017-11-11T05:25:05.835Z,,29,54,61.1,,,31.3
2017-11-11T05:25:15.891Z,,,54,62,,,31.5
2017-11-11T05:25:25.805Z,,,54,62.5,,,31.8
2017-11-11T05:25:35.800Z,,,54,63.1,,,31.8
2017-11-11T05:25:45.807Z,,,54,63.6,,,31.6
2017-11-11T05:25:55.862Z,,,54,64,,,31.8
2017-11-11T05:26:05.803Z,,,54,64.5,,,31.9
2017-11-11T05:26:15.902Z,,,54,64.7,,,31.9
2017-11-11T05:26:25.802Z,0,0,54,63.8,,2,32
2017-11-11T05:26:35.807Z,,,54,61.9,,,32.1
2017-11-11T05:26:45.802Z,,,54,60.9,,,32.1
2017-11-11T05:26:55.802Z,,,54,59.9,,,32.2
2017-11-11T05:27:05.802Z,,,54,58.9,,,32.1
2017-11-11T05:27:15.889Z,,,54,58.5,,,32
2017-11-11T05:27:25.809Z,,,54,57.8,,,32
2017-11-11T05:27:35.803Z,,,54,56.9,,,32
2017-11-11T05:27:45.805Z,,,54,56.6,,,32.1
2017-11-11T05:27:55.805Z,,,54,55.9,,,32.1
2017-11-11T05:28:05.809Z,,,54,55.5,,,32
2017-11-11T05:28:15.890Z,,,54,55.2,,,32
2017-11-11T05:28:25.808Z,,,54,54.8,,,31.8
2017-11-11T05:28:35.805Z,,,54,54.5,,,31.6
2017-11-11T05:28:45.802Z,,,54,54.3,,,31.4
2017-11-11T05:28:55.816Z,,,54,53.9,,,31.4
2017-11-11T05:29:05.802Z,,,54,53.7,,,31.4
2017-11-11T05:29:15.901Z,,,54,53.4,,,31.4
2017-11-11T05:29:25.824Z,0,41,54,56.3,,2,31.3
2017-11-11T05:29:35.806Z,,29,54,57.9,,,30.9
2017-11-11T05:29:45.805Z,,29,54,58,,,30.8
2017-11-11T05:29:55.803Z,,,54,59.1,,,31
2017-11-11T05:30:05.806Z,,,54,60,,,30.8
2017-11-11T05:30:15.896Z,,,54,61.1,,,30.9
2017-11-11T05:30:25.807Z,,30,54,61.4,,,31.2
2017-11-11T05:30:35.804Z,,29,54,62,,,31
2017-11-11T05:30:45.806Z,,,54,62.5,,,31.2
2017-11-11T05:30:55.807Z,,,54,63.1,,,31.3
2017-11-11T05:31:05.803Z,,,54,63.4,,,31.5
2017-11-11T05:31:15.893Z,,30,54,63.8,,,31.5
2017-11-11T05:31:25.809Z,,,54,64,,,31.4
2017-11-11T05:31:35.804Z,,,54,64.4,,,31.6
2017-11-11T05:31:45.804Z,,29,54,64.6,,,31.5
2017-11-11T05:31:55.812Z,,,54,64.8,,,31.4
2017-11-11T05:32:05.814Z,0,0,54,63.9,,2,31.5
2017-11-11T05:32:15.899Z,,,54,61.9,,,31.6
2017-11-11T05:32:25.811Z,,,54,60.9,,,31.5
2017-11-11T05:32:35.805Z,,,54,59.9,,,31.4
2017-11-11T05:32:45.808Z,,,54,58.9,,,31.2
2017-11-11T05:33:00.901Z,,,54,57.9,,,31.2
2017-11-11T05:33:05.805Z,,,54,57.4,,,31.2
2017-11-11T05:33:15.898Z,,,54,56.8,,,31.5
2017-11-11T05:33:25.816Z,,,54,55.9,,,31.5
2017-11-11T05:33:35.812Z,,,54,55.6,,,31.4
2017-11-11T05:33:45.809Z,,,54,54.9,,,31.4
2017-11-11T05:33:55.811Z,,,54,54.8,,,31.3
2017-11-11T05:34:05.807Z,,,54,54.4,,,31
2017-11-11T05:34:15.904Z,,,54,53.8,,,31.2
2017-11-11T05:34:25.817Z,0,39,54,57.1,,2,31.2
2017-11-11T05:34:35.810Z,,33,54,58.1,,,31.2
2017-11-11T05:34:45.804Z,,29,54,,,,30.9
2017-11-11T05:34:55.808Z,,30,54,59.3,,,30.9
2017-11-11T05:35:05.807Z,,30,54,60.1,,,30.9
2017-11-11T05:35:15.896Z,,29,54,61.1,,,31
2017-11-11T05:35:25.809Z,,,54,62,,,31.2
2017-11-11T05:35:35.809Z,,,54,62.2,,,31.3
2017-11-11T05:35:45.808Z,,,54,63.1,,,31.3
2017-11-11T05:35:56.320Z,,,54,63.3,,,31.4
2017-11-11T05:36:05.807Z,,,54,64,,,31.5
2017-11-11T05:36:15.910Z,,,54,64.1,,,31.5
2017-11-11T05:36:25.818Z,,,54,64.5,,,31.5
2017-11-11T05:36:35.807Z,,,54,64.8,,,31.6
2017-11-11T05:36:45.809Z,0,0,54,62.8,,2,31.6
2017-11-11T05:36:55.811Z,,,54,61.9,,,31.8
2017-11-11T05:37:05.811Z,,,54,60.8,,,31.6
2017-11-11T05:37:20.956Z,,,54,59.9,,,31.5
2017-11-11T05:37:25.813Z,,,54,58.9,,,31.4
2017-11-11T05:37:35.807Z,,,54,58.4,,,31.2
2017-11-11T05:37:45.812Z,,,54,57.7,,,31.2
2017-11-11T05:37:55.809Z,,,54,56.9,,,31.2
2017-11-11T05:38:05.809Z,,,54,56.4,,,31.2
2017-11-11T05:38:15.903Z,,,54,55.9,,,31.2
2017-11-11T05:38:25.812Z,,,54,55.4,,,31
2017-11-11T05:38:35.811Z,,,54,54.9,,,31.2
2017-11-11T05:38:45.806Z,,,54,54.6,,,31
2017-11-11T05:38:55.812Z,,,54,54.3,,,30.9
2017-11-11T05:39:10.899Z,,,54,53.9,,,31.2
2017-11-11T05:39:16.923Z,,,54,53.5,,,30.9
2017-11-11T05:39:25.829Z,0,42,54,56,,2,30.8
2017-11-11T05:39:36.330Z,,34,54,57.7,,,30.8
2017-11-11T05:39:45.813Z,,29,54,58,,,30.6
2017-11-11T05:39:55.814Z,,30,54,59.1,,,30.6
2017-11-11T05:40:05.814Z,,29,54,60,,,30.6
2017-11-11T05:40:15.902Z,,30,54,61.1,,,30.9
2017-11-11T05:40:25.809Z,,29,54,61.4,,,30.8
2017-11-11T05:40:35.807Z,,,54,62,,,31
2017-11-11T05:40:45.809Z,,,54,62.5,,,31
2017-11-11T05:40:55.812Z,,30,54,63.1,,,31
2017-11-11T05:41:05.811Z,,29,54,63.4,,,31.2
2017-11-11T05:41:15.901Z,,,54,63.8,,,31.4
2017-11-11T05:41:25.811Z,,,54,64,,,31.5
2017-11-11T05:41:35.813Z,,,54,64.4,,,31.5
2017-11-11T05:41:45.814Z,,,54,64.6,,,31.6
2017-11-11T05:41:55.815Z,,,54,64.8,,,31.5
2017-11-11T05:42:05.813Z,0,0,54,63.8,,2,31.4
2017-11-11T05:42:15.907Z,,,54,61.9,,,31.5
2017-11-11T05:42:25.816Z,,,54,60.9,,,31.6
2017-11-11T05:42:35.817Z,,,54,59.9,,,31.5
2017-11-11T05:42:45.811Z,,,54,58.9,,,31.4
2017-11-11T05:42:55.818Z,,,54,57.9,,,31.3
2017-11-11T05:43:05.818Z,,,54,57.4,,,31.3
2017-11-11T05:43:15.908Z,,,54,56.7,,,31.4
2017-11-11T05:43:25.819Z,,,54,55.9,,,31.5
2017-11-11T05:43:35.818Z,,,54,55.4,,,31.6
2017-11-11T05:43:45.813Z,,,54,54.9,,,31.4
2017-11-11T05:43:55.813Z,,,54,54.5,,,31.2
2017-11-11T05:44:10.914Z,,,54,53.9,,,31.3
2017-11-11T05:44:15.904Z,,,54,53.5,,,31.3
2017-11-11T05:44:25.825Z,0,41,54,56.4,,2,31
2017-11-11T05:44:35.815Z,,35,54,57.6,,,30.9
2017-11-11T05:44:45.816Z,,29,54,58,,,30.7
2017-11-11T05:44:55.810Z,,,54,59,,,30.6
2017-11-11T05:45:05.812Z,,30,54,60,,,30.7
2017-11-11T05:45:15.908Z,,29,54,60.2,,,30.8
2017-11-11T05:45:25.814Z,,29,54,61.2,,,30.9
2017-11-11T05:45:35.813Z,,,54,62,,,31
2017-11-11T05:45:45.810Z,,,54,62.2,,,31
2017-11-11T05:45:55.812Z,,,54,62.7,,,31.2
2017-11-11T05:46:05.821Z,,30,54,63.2,,,31.3
2017-11-11T05:46:15.901Z,,29,54,63.5,,,31.3
2017-11-11T05:46:25.812Z,,,54,64,,,31.3
2017-11-11T05:46:35.817Z,,,54,64.1,,,31.3
2017-11-11T05:46:45.817Z,,,54,64.4,,,31.6
2017-11-11T05:46:55.813Z,,,54,64.7,,,31.6
2017-11-11T05:47:05.816Z,,30,54,65.1,,,31.8
2017-11-11T05:47:20.969Z,0,0,54,62.8,,2,31.6
2017-11-11T05:47:25.816Z,,,54,61.6,,,31.6
2017-11-11T05:47:36.338Z,,,54,60.1,,,31.6
2017-11-11T05:47:45.814Z,,,54,59.7,,,31.6
2017-11-11T05:47:55.820Z,,,54,58.8,,,31.4
2017-11-11T05:48:05.814Z,,,54,57.9,,,31.3
2017-11-11T05:48:15.910Z,,,54,57.3,,,31.2
2017-11-11T05:48:25.812Z,,,54,56.7,,,31.3
2017-11-11T05:48:35.821Z,,,54,55.9,,,31.5
2017-11-11T05:48:45.814Z,,,54,55.6,,,31.6
2017-11-11T05:48:55.816Z,,,54,55.2,,,31.5
2017-11-11T05:49:05.815Z,,,54,54.9,,,31.5
2017-11-11T05:49:15.904Z,,,54,54.4,,,31.5
2017-11-11T05:49:25.837Z,0,41,54,57.2,,2,31.3
2017-11-11T05:49:35.815Z,,35,54,58.5,,,31.4
2017-11-11T05:49:45.816Z,,29,54,59,,,30.9
2017-11-11T05:49:55.816Z,,29,54,60,,,30.8
2017-11-11T05:50:05.812Z,,30,54,60.7,,,30.9
2017-11-11T05:50:15.908Z,,29,54,61.4,,,31
2017-11-11T05:50:25.824Z,,,54,62.1,,,31.3
2017-11-11T05:50:35.815Z,,,54,63.1,,,31.2
2017-11-11T05:50:45.819Z,,,54,63.3,,,31.3
2017-11-11T05:50:55.816Z,,,54,63.9,,,31.4
2017-11-11T05:51:06.339Z,,30,54,64.2,,,31.4
2017-11-11T05:51:15.907Z,,,54,64.6,,,31.5
2017-11-11T05:51:25.817Z,,29,54,65.1,,,31.6
2017-11-11T05:51:35.817Z,0,0,54,62.8,,2,31.8
2017-11-11T05:51:50.915Z,,,54,61.6,,,31.8
2017-11-11T05:51:55.817Z,,,,60.4,,,
2017-11-11T05:52:05.816Z,,,54,59.7,,,31.8
2017-11-11T05:52:15.917Z,,,54,58.8,,,31.5
2017-11-11T05:52:25.823Z,,,54,57.9,,,31.4
2017-11-11T05:52:35.814Z,,,54,57.4,,,31.3
2017-11-11T05:52:45.818Z,,,54,56.9,,,31.4
2017-11-11T05:52:55.828Z,,,54,56.4,,,31.3
2017-11-11T05:53:10.920Z,,,54,55.9,,,31.5
2017-11-11T05:53:15.910Z,,,54,55.4,,,31.4
2017-11-11T05:53:25.823Z,,,54,54.9,,,31.4
2017-11-11T05:53:35.820Z,,,54,54.7,,,31.5
2017-11-11T05:53:45.818Z,,,54,54.5,,,31.6
2017-11-11T05:53:55.819Z,,,54,53.9,,,31.3
2017-11-11T05:54:05.817Z,,,54,,,,31.3
2017-11-11T05:54:15.908Z,,,54,53.5,,,31.2
2017-11-11T05:54:25.829Z,0,43,54,56,,2,30.9
2017-11-11T05:54:35.821Z,,32,54,58,,,30.9
2017-11-11T05:54:45.816Z,,30,54,58,,,30.7
2017-11-11T05:54:55.928Z,,30,54,59.1,,,30.6
2017-11-11T05:55:05.817Z,,29,54,60,,,30.8
2017-11-11T05:55:15.909Z,,,54,61.1,,,31.2
2017-11-11T05:55:25.820Z,,,54,61.5,,,31.2
2017-11-11T05:55:35.820Z,,30,54,62.1,,,31.2
2017-11-11T05:55:45.818Z,,29,54,62.7,,,31.3
2017-11-11T05:55:55.821Z,,,54,63.3,,,31.3
2017-11-11T05:56:05.817Z,,30,54,63.6,,,31.2
2017-11-11T05:56:15.912Z,,29,54,64.1,,,31
2017-11-11T05:56:25.823Z,,,54,64.5,,,31.3
2017-11-11T05:56:35.817Z,,,54,64.7,,,31.4
2017-11-11T05:56:45.825Z,0,0,54,64.9,,2,31.4
2017-11-11T05:57:00.915Z,,,54,61.9,,,31.4
2017-11-11T05:57:05.822Z,,,54,61.4,,,31.4
2017-11-11T05:57:15.990Z,,,54,59.9,,,31.3
2017-11-11T05:57:25.818Z,,,54,59.4,,,31.3
2017-11-11T05:57:35.824Z,,,54,58.6,,,31.4
2017-11-11T05:57:45.822Z,,,54,57.9,,,31.3
2017-11-11T05:57:55.820Z,,,54,56.9,,,31.4
2017-11-11T05:58:05.825Z,,,54,56.6,,,31.4
2017-11-11T05:58:15.909Z,,,54,55.9,,,31.3
2017-11-11T05:58:30.909Z,,,54,55.5,,,31.3
2017-11-11T05:58:35.823Z,,,54,54.9,,,31.4
2017-11-11T05:58:45.822Z,,,54,54.8,,,31.4
2017-11-11T05:58:55.824Z,,,54,54.4,,,31.2
2017-11-11T05:59:05.821Z,,,54,53.9,,,31.4
2017-11-11T05:59:15.916Z,,,54,53.7,,,31.4
2017-11-11T05:59:25.835Z,0,42,54,56.2,,2,31.2
2017-11-11T05:59:35.823Z,,33,54,58,,,31
2017-11-11T05:59:45.825Z,,29,54,,,,30.8
2017-11-11T05:59:55.819Z,,,54,59.3,,,30.8
2017-11-11T06:00:05.826Z,,29,54,60.1,,,30.9
2017-11-11T06:00:15.917Z,,,54,61.1,,,30.9
2017-11-11T06:00:25.821Z,,,54,62,,,30.9
2017-11-11T06:00:35.825Z,,,54,62.4,,,31.2
2017-11-11T06:00:45.822Z,,,54,63.1,,,31.3
2017-11-11T06:00:55.822Z,,,54,63.4,,,31.3
2017-11-11T06:01:05.823Z,,,54,64,,,31.3
2017-11-11T06:01:15.915Z,,,54,64.4,,,31.4
2017-11-11T06:01:25.834Z,,,54,64.7,,,31.5
2017-11-11T06:01:35.849Z,0,0,54,64.8,,2,31.5
2017-11-11T06:01:45.823Z,,,54,61.9,,,31.6
2017-11-11T06:01:55.823Z,,,,61.5,,,
2017-11-11T06:02:05.827Z,,,54,59.9,,,31.4
2017-11-11T06:02:15.916Z,,,54,59.4,,,31.4
2017-11-11T06:02:25.829Z,,,54,58.6,,,31.3
2017-11-11T06:02:35.830Z,,,54,57.9,,,31.3
2017-11-11T06:02:45.820Z,,,54,56.9,,,31.2
2017-11-11T06:02:55.830Z,,,54,56.7,,,31
2017-11-11T06:03:05.825Z,,,54,55.9,,,31.3
2017-11-11T06:03:15.921Z,0,0,54,55.6,61,2,31.2
2017-11-11T06:03:30.911Z,,,54,55.2,,,31.3
2017-11-11T06:03:35.830Z,,,54,54.8,,,31.3
2017-11-11T06:03:45.822Z,,,54,54.5,,,31.4
2017-11-11T06:03:55.824Z,,,54,53.9,,,31.3
2017-11-11T06:04:05.822Z,,,54,53.8,,,31.2
2017-11-11T06:04:15.916Z,,,54,53.4,,,30.9
2017-11-11T06:04:25.845Z,0,40,54,56.4,,2,30.9
2017-11-11T06:04:35.827Z,,33,54,57.7,,,31
2017-11-11T06:04:45.821Z,,29,54,58,,,30.7
2017-11-11T06:04:55.823Z,,,54,59.1,,,30.7
2017-11-11T06:05:05.823Z,,29,54,60,,,30.7
2017-11-11T06:05:15.921Z,,,54,60.6,,,30.8
2017-11-11T06:05:25.829Z,,,54,61.4,,,31
2017-11-11T06:05:35.828Z,,,54,62,,,31.2
