Time,PrimT,HwActive,ChActive,PrimTSet,HwTSet,ActPow,HwTOutlet
2018-01-15T00:00:06.039Z,,,,,54,,39.3
2018-01-15T00:00:16.271Z,54.1,,,,54,,39.3
2018-01-15T00:00:26.018Z,53.8,0,2,,54,0,39.4
2018-01-15T00:00:36.015Z,51.9,,,,54,,39.5
2018-01-15T00:00:46.037Z,50.7,,,,54,,39.6
2018-01-15T00:00:56.022Z,49.7,,,,54,,39.7
2018-01-15T00:01:06.014Z,48.9,,,,54,,39.7
2018-01-15T00:01:16.232Z,48.5,,,,54,,39.8
2018-01-15T00:01:26.042Z,47.9,,,,54,,39.8
2018-01-15T00:01:36.014Z,46.9,,,,54,,39.8
2018-01-15T00:01:46.035Z,,,,,54,,39.8
2018-01-15T00:01:56.076Z,46.5,,,,54,,39.8
2018-01-15T00:02:06.016Z,45.9,,,,54,,39.8
2018-01-15T00:02:16.141Z,45.7,,,,54,,39.7
2018-01-15T00:02:26.017Z,45.5,,,,54,,39.7
2018-01-15T00:02:36.018Z,45.2,,,,54,,39.6
2018-01-15T00:02:46.045Z,44.9,,,,54,,39.6
2018-01-15T00:02:56.018Z,44.8,,,,54,,39.6
2018-01-15T00:03:06.017Z,44.5,,,,54,,39.5
2018-01-15T00:03:16.149Z,44.3,,,,54,,39.5
2018-01-15T00:03:26.079Z,44,,,,54,,39.4
2018-01-15T00:03:36.029Z,,,,,54,,39.3
2018-01-15T00:03:46.020Z,,,,,54,,39.3
2018-01-15T00:03:56.023Z,,,,,54,,39.2
2018-01-15T00:04:06.019Z,,,,,54,,39.1
2018-01-15T00:04:16.204Z,43.9,,,,54,,39.1
2018-01-15T00:04:26.015Z,,,,,54,,39.1
2018-01-15T00:04:36.036Z,,,,,54,,39.1
2018-01-15T00:04:46.021Z,,,,,54,,39.1
2018-01-15T00:04:56.177Z,,,,,54,,38.9
2018-01-15T00:05:06.019Z,,,,,54,,38.9
2018-01-15T00:05:16.139Z,,,,,54,,38.8
2018-01-15T00:05:26.021Z,,,,,54,,38.7
2018-01-15T00:05:36.030Z,,,,,54,,38.6
2018-01-15T00:05:46.061Z,,,,,54,,38.5
2018-01-15T00:05:56.059Z,48.2,0,2,,54,38,38.3
2018-01-15T00:06:06.032Z,49.9,,,,54,29,38.2
2018-01-15T00:06:16.232Z,48.8,,,,54,,38
2018-01-15T00:06:26.023Z,49,,,,54,29,37.9
2018-01-15T00:06:36.021Z,49.9,,,,54,29,37.9
2018-01-15T00:06:46.030Z,49.7,,,,54,,37.8
2018-01-15T00:06:56.023Z,50,,,,54,,37.8
2018-01-15T00:07:06.043Z,,,,,54,,37.8
2018-01-15T00:07:16.134Z,,,,,54,,37.9
2018-01-15T00:07:26.018Z,50.1,,,,54,,38
2018-01-15T00:07:36.042Z,50.2,,,,54,,38
2018-01-15T00:07:46.074Z,,,,,54,,38.1
2018-01-15T00:07:56.024Z,50.4,,,,54,,38.1
2018-01-15T00:08:06.017Z,,,,,54,,38.2
2018-01-15T00:08:16.147Z,50.6,,,,54,30,38.2
2018-01-15T00:08:26.016Z,,,,,54,29,38.3
2018-01-15T00:08:36.050Z,,,,,54,,38.3
2018-01-15T00:08:46.082Z,50.7,,,,54,30,38.3
2018-01-15T00:08:56.109Z,,,,,54,29,38.4
2018-01-15T00:09:06.049Z,51,,,,54,30,38.4
2018-01-15T00:09:16.125Z,,,,,54,29,38.5
2018-01-15T00:09:26.022Z,51.1,,,,54,,38.5
2018-01-15T00:09:36.106Z,,,,,54,,38.6
2018-01-15T00:09:46.086Z,51.2,,,,54,,38.6
2018-01-15T00:09:56.016Z,,,,,54,,38.6
2018-01-15T00:10:06.076Z,,,,,54,,38.6
2018-01-15T00:10:16.157Z,51.3,,,,54,,38.6
2018-01-15T00:10:26.017Z,51.4,,,,54,,38.7
2018-01-15T00:10:36.021Z,,,,,54,,38.7
2018-01-15T00:10:46.017Z,51.5,,,,54,,38.7
2018-01-15T00:10:56.032Z,51.6,,,,54,,38.8
2018-01-15T00:11:06.026Z,51.7,,,,54,,38.8
2018-01-15T00:11:16.125Z,51.6,,,,54,,38.9
2018-01-15T00:11:26.028Z,51.7,,,,54,,38.9
2018-01-15T00:11:36.085Z,51.8,,,,54,,39.1
2018-01-15T00:11:46.020Z,51.9,,,,54,,39.1
2018-01-15T00:11:56.024Z,52,,,,54,,39.2
2018-01-15T00:12:06.019Z,,,,,54,,39.2
2018-01-15T00:12:16.138Z,,,,,54,,39.3
2018-01-15T00:12:26.048Z,52.1,,,,54,30,39.4
2018-01-15T00:12:36.017Z,,,,,54,29,39.4
2018-01-15T00:12:46.096Z,52.2,,,,54,,39.5
2018-01-15T00:12:56.020Z,,,,,54,,39.5
2018-01-15T00:13:06.132Z,52.3,,,,54,,39.6
2018-01-15T00:13:16.110Z,52.4,,,,54,,39.6
2018-01-15T00:13:26.049Z,52.6,,,,54,,39.7
2018-01-15T00:13:36.075Z,,,,,54,,39.8
2018-01-15T00:13:46.054Z,52.7,,,,54,,39.8
2018-01-15T00:13:56.019Z,52.8,,,,54,,39.9
2018-01-15T00:14:06.090Z,,,,,54,,39.9
2018-01-15T00:14:16.132Z,53,,,,54,,40
2018-01-15T00:14:26.023Z,53,,,,54,29,40
2018-01-15T00:14:36.037Z,,,,,54,,40.1
2018-01-15T00:14:46.019Z,,,,,54,,40.1
2018-01-15T00:14:56.058Z,53.1,,,,54,,40.2
2018-01-15T00:15:06.173Z,53,,,,54,,40.2
2018-01-15T00:15:16.120Z,53.1,,,,54,,40.3
2018-01-15T00:15:26.071Z,53.2,,,,54,,40.3
2018-01-15T00:15:36.042Z,53.3,,,,54,,40.4
2018-01-15T00:15:46.022Z,53.2,,,,54,,40.4
2018-01-15T00:15:56.021Z,53.3,,,,54,,40.5
2018-01-15T00:16:06.023Z,,,,,54,,40.5
2018-01-15T00:16:16.153Z,53.4,,,,54,,40.6
2018-01-15T00:16:26.043Z,53.5,,,,54,,40.6
2018-01-15T00:16:36.047Z,,,,,54,,40.7
2018-01-15T00:16:46.035Z,53.6,,,,54,30,40.7
2018-01-15T00:16:56.075Z,,,,,54,29,40.7
2018-01-15T00:17:06.042Z,53.7,,,,54,,40.8
2018-01-15T00:17:16.136Z,,,,,54,,40.8
2018-01-15T00:17:26.066Z,,,,,54,,40.9
2018-01-15T00:17:36.064Z,,,,,54,,40.9
2018-01-15T00:17:46.037Z,,,,,54,,41.1
2018-01-15T00:17:56.034Z,53.8,,,,54,,41.1
2018-01-15T00:18:06.032Z,53.9,,,,54,,41.2
2018-01-15T00:18:16.186Z,54,,,,54,29,41.2
2018-01-15T00:18:26.080Z,,,,,54,,41.3
2018-01-15T00:18:36.112Z,54,,,,54,30,41.3
2018-01-15T00:18:46.047Z,,,,,54,,41.4
2018-01-15T00:19:01.146Z,54.1,,,,54,29,41.4
2018-01-15T00:19:06.067Z,,,,,54,30,41.5
2018-01-15T00:19:16.168Z,54.3,,,,54,29,41.5
2018-01-15T00:19:26.037Z,54.1,,,,54,,41.6
2018-01-15T00:19:36.047Z,54.3,,,,54,30,41.6
2018-01-15T00:19:46.053Z,54.4,,,,54,,41.7
2018-01-15T00:19:56.026Z,,,,,54,29,41.8
2018-01-15T00:20:06.027Z,,,,,54,,41.8
2018-01-15T00:20:16.278Z,54.5,,,,54,,41.9
2018-01-15T00:20:26.092Z,,,,,54,,41.9
2018-01-15T00:20:36.025Z,,,,,54,,41.9
2018-01-15T00:20:46.029Z,,,,,54,,42
2018-01-15T00:20:56.022Z,54.6,0,2,61,54,29,42
2018-01-15T00:21:06.041Z,,,,,54,,42
2018-01-15T00:21:16.215Z,54.7,,,,54,,42
2018-01-15T00:21:26.039Z,,,,,54,30,42.1
2018-01-15T00:21:36.026Z,54.8,,,,54,29,42.1
2018-01-15T00:21:46.032Z,,,,,54,,42.1
2018-01-15T00:21:56.028Z,54.9,,,,54,,42.2
2018-01-15T00:22:06.033Z,,,,,54,30,42.2
2018-01-15T00:22:16.131Z,53.9,0,2,,54,0,42.2
2018-01-15T00:22:26.199Z,52.9,,,,54,,42.3
2018-01-15T00:22:36.043Z,50.9,,,,54,,42.3
2018-01-15T00:22:46.030Z,50.5,,,,54,,42.3
2018-01-15T00:22:56.124Z,49.8,,,,54,,42.4
2018-01-15T00:23:06.026Z,48.9,,,,54,,42.4
2018-01-15T00:23:16.131Z,48.5,,,,54,,42.3
2018-01-15T00:23:26.032Z,47.9,,,,54,,42.3
2018-01-15T00:23:36.031Z,47.6,,,,54,,42.2
2018-01-15T00:23:46.082Z,46.9,,,,54,,42.2
2018-01-15T00:23:56.026Z,46.7,,,,54,,42.1
2018-01-15T00:24:06.082Z,46.4,,,,54,,42
2018-01-15T00:24:16.137Z,45.9,,,,54,,42
2018-01-15T00:24:26.038Z,45.8,,,,54,,41.9
2018-01-15T00:24:36.054Z,45.6,,,,54,,41.8
2018-01-15T00:24:46.034Z,45.4,,,,54,,41.7
2018-01-15T00:24:56.041Z,45.2,,,,54,,41.7
2018-01-15T00:25:06.032Z,44.9,,,,54,,41.6
2018-01-15T00:25:16.186Z,44.7,,,,54,,41.5
2018-01-15T00:25:26.025Z,,,,,54,,41.4
2018-01-15T00:25:36.062Z,,,,,54,,41.3
2018-01-15T00:25:46.059Z,,,,,54,,41.2
2018-01-15T00:25:56.053Z,44.6,,,,54,,41.1
2018-01-15T00:26:11.135Z,,,,,54,,41.1
2018-01-15T00:26:16.235Z,,,,,54,,40.9
2018-01-15T00:26:26.025Z,,,,,54,,40.9
2018-01-15T00:26:36.044Z,,,,,54,,40.8
2018-01-15T00:26:46.105Z,,,,,54,,40.8
2018-01-15T00:26:56.034Z,,,,,54,,40.7
2018-01-15T00:27:06.152Z,,,,,54,,40.6
2018-01-15T00:27:16.158Z,,,,,54,,40.5
2018-01-15T00:27:26.030Z,44.5,,,,54,,40.4
2018-01-15T00:27:36.050Z,44.6,,,,54,,40.2
2018-01-15T00:27:46.114Z,,,,,54,,40.1
2018-01-15T00:27:56.036Z,,,,,54,,40
2018-01-15T00:28:06.073Z,44.7,,,,54,,39.8
2018-01-15T00:28:16.182Z,44.8,,,,54,,39.7
2018-01-15T00:28:26.033Z,49.1,0,2,,54,38,39.5
2018-01-15T00:28:36.078Z,49.9,,,,54,29,39.4
2018-01-15T00:28:46.032Z,48.8,,,,54,,39.3
2018-01-15T00:28:56.052Z,49.2,,,,54,30,39.1
2018-01-15T00:29:06.051Z,49.9,,,,54,29,38.9
2018-01-15T00:29:16.133Z,50,,,,54,,38.9
2018-01-15T00:29:26.032Z,50.1,,,,54,,38.9
2018-01-15T00:29:36.078Z,,,,,54,,38.9
2018-01-15T00:29:46.118Z,,,,,54,30,38.9
2018-01-15T00:29:56.058Z,50.2,,,,54,29,39.1
2018-01-15T00:30:06.087Z,50.3,,,,54,,39.1
2018-01-15T00:30:16.129Z,50.4,,,,54,,39.2
2018-01-15T00:30:26.172Z,50.5,,,,54,30,39.2
2018-01-15T00:30:41.190Z,,,,,54,29,39.3
2018-01-15T00:30:46.080Z,,,,,54,30,39.3
2018-01-15T00:30:56.054Z,50.6,,,,54,29,39.3
2018-01-15T00:31:06.081Z,,,,,54,,39.4
2018-01-15T00:31:16.209Z,,,,,54,,39.4
2018-01-15T00:31:26.031Z,50.7,,,,54,,39.4
2018-01-15T00:31:36.110Z,,,,,54,,39.4
2018-01-15T00:31:46.051Z,50.9,,,,54,,39.4
2018-01-15T00:31:56.050Z,51,,,,54,30,39.5
2018-01-15T00:32:06.048Z,,,,,54,29,39.5
2018-01-15T00:32:16.161Z,,,,,54,,39.5
2018-01-15T00:32:26.072Z,51.1,,,,54,,39.6
2018-01-15T00:32:36.108Z,,,,,54,30,39.6
2018-01-15T00:32:46.039Z,51.2,,,,54,,39.6
2018-01-15T00:32:56.032Z,51.3,,,,54,29,39.6
2018-01-15T00:33:06.112Z,51.4,,,,54,,39.7
2018-01-15T00:33:16.155Z,51.5,,,,54,,39.7
2018-01-15T00:33:26.075Z,51.6,,,,54,30,39.7
2018-01-15T00:33:36.030Z,,,,,54,29,39.8
2018-01-15T00:33:46.047Z,51.7,,,,54,,39.8
2018-01-15T00:33:56.033Z,51.8,,,,54,,39.8
2018-01-15T00:34:06.034Z,51.9,,,,54,,39.9
2018-01-15T00:34:16.136Z,52,,,,54,29,39.9
2018-01-15T00:34:26.085Z,,,,,54,,39.9
2018-01-15T00:34:36.039Z,52.1,,,,54,,40
2018-01-15T00:34:46.034Z,52.2,,,,54,,40
2018-01-15T00:34:56.034Z,,,,,54,,40.1
2018-01-15T00:35:06.159Z,,,,,54,,40.1
2018-01-15T00:35:16.144Z,52.3,,,,54,30,40.2
2018-01-15T00:35:26.029Z,52.4,,,,54,29,40.2
2018-01-15T00:35:36.220Z,52.3,,,,54,,40.3
2018-01-15T00:35:46.055Z,52.4,,,,54,30,40.3
2018-01-15T00:35:56.036Z,,,,,54,,40.4
2018-01-15T00:36:06.039Z,52.6,,,,54,29,40.4
2018-01-15T00:36:16.185Z,52.7,,,,54,,40.5
2018-01-15T00:36:26.093Z,,,,,54,30,40.5
2018-01-15T00:36:36.037Z,52.8,,,,54,29,40.6
2018-01-15T00:36:46.032Z,52.9,,,,54,,40.6
2018-01-15T00:36:56.097Z,,,,,54,,40.6
2018-01-15T00:37:06.036Z,53,,,,54,29,40.7
2018-01-15T00:37:16.157Z,,,,,54,30,40.7
2018-01-15T00:37:26.107Z,53.1,,,,54,,40.8
2018-01-15T00:37:36.137Z,,,,,54,29,40.8
2018-01-15T00:37:46.037Z,,,,,54,,40.8
2018-01-15T00:37:56.103Z,53.2,,,,54,,40.9
2018-01-15T00:38:06.048Z,,,,,54,,40.9
2018-01-15T00:38:16.153Z,,,,,54,,41.1
2018-01-15T00:38:26.095Z,53.3,,,,54,,41.1
2018-01-15T00:38:36.043Z,53.4,,,,54,,41.2
2018-01-15T00:38:46.080Z,,,,,54,,41.2
2018-01-15T00:38:56.091Z,53.5,,,,54,,41.3
2018-01-15T00:39:06.036Z,52.7,0,2,,54,0,41.3
2018-01-15T00:39:16.186Z,50.7,,,,54,,41.4
2018-01-15T00:39:26.058Z,49.8,,,,54,,41.4
2018-01-15T00:39:36.082Z,48.9,,,,54,,41.5
2018-01-15T00:39:46.187Z,47.9,,,,54,,41.5
2018-01-15T00:39:56.036Z,47.7,,,,54,,41.6
2018-01-15T00:40:06.040Z,46.9,,,,54,,41.6
2018-01-15T00:40:16.150Z,46.6,,,,54,,41.6
2018-01-15T00:40:26.231Z,45.9,,,,54,,41.5
2018-01-15T00:40:36.134Z,45.8,,,,54,,41.5
2018-01-15T00:40:46.034Z,45.4,,,,54,,41.5
2018-01-15T00:40:56.043Z,44.9,,,,54,,41.4
2018-01-15T00:41:06.086Z,,,,,54,,41.3
2018-01-15T00:41:16.166Z,44.6,,,,54,,41.3
2018-01-15T00:41:26.115Z,44.4,,,,54,,41.2
2018-01-15T00:41:36.038Z,44.2,,,,54,,41.1
2018-01-15T00:41:46.042Z,43.9,,,,54,,41.1
2018-01-15T00:41:56.037Z,43.8,,,,54,,40.9
2018-01-15T00:42:06.171Z,43.6,,,,54,,40.8
2018-01-15T00:42:16.261Z,,,,,54,,40.8
2018-01-15T00:42:26.045Z,,,,,54,,40.7
2018-01-15T00:42:36.076Z,43.5,,,,54,,40.6
2018-01-15T00:42:46.063Z,,,,,54,,40.5
2018-01-15T00:42:56.138Z,,,,,54,,40.5
2018-01-15T00:43:06.057Z,,,,,54,,40.4
2018-01-15T00:43:16.153Z,43.4,,,,54,,40.4
2018-01-15T00:43:26.156Z,,,,,54,,40.4
2018-01-15T00:43:36.048Z,,,,,54,,40.3
2018-01-15T00:43:46.054Z,,,,,54,,40.3
2018-01-15T00:43:56.054Z,46.1,0,2,,54,41,40.2
2018-01-15T00:44:06.045Z,49.3,,,,54,33,40.1
2018-01-15T00:44:16.165Z,48.7,,,,54,29,40
2018-01-15T00:44:26.079Z,48,,,,54,,39.9
2018-01-15T00:44:36.087Z,49.1,,,,54,,39.9
2018-01-15T00:44:46.090Z,49.6,,,,54,,39.8
2018-01-15T00:44:56.145Z,49.7,,,,54,,39.8
2018-01-15T00:45:06.069Z,49.9,,,,54,,39.7
2018-01-15T00:45:16.149Z,50,,,,54,,39.7
2018-01-15T00:45:26.044Z,50.1,,,,54,,39.8
2018-01-15T00:45:36.097Z,50.3,,,,54,,39.8
2018-01-15T00:45:46.078Z,50.4,,,,54,,39.8
2018-01-15T00:45:56.040Z,50.5,,,,54,,39.8
2018-01-15T00:46:06.047Z,50.6,,,,54,,39.8
2018-01-15T00:46:16.242Z,50.7,,,,54,,39.8
2018-01-15T00:46:26.036Z,,,,,54,,39.9
2018-01-15T00:46:36.040Z,50.9,,,,54,,39.9
2018-01-15T00:46:46.040Z,51,,,,54,,39.9
2018-01-15T00:46:56.042Z,49.9,0,2,,54,0,39.9
2018-01-15T00:47:06.067Z,47.9,,,,54,,39.9
2018-01-15T00:47:16.198Z,46.9,,,,54,,39.9
2018-01-15T00:47:26.075Z,45.9,,,,54,,39.9
2018-01-15T00:47:36.069Z,45.5,,,,54,,39.9
2018-01-15T00:47:46.043Z,44.8,,,,54,,39.9
2018-01-15T00:47:56.177Z,44.3,,,,54,,39.8
2018-01-15T00:48:06.045Z,43.8,,,,54,,39.8
2018-01-15T00:48:16.160Z,43.4,,,,54,,39.8
2018-01-15T00:48:26.069Z,42.9,,,,54,,39.7
2018-01-15T00:48:36.114Z,42.7,,,,54,,39.6
2018-01-15T00:48:46.043Z,42.3,,,,54,,39.6
2018-01-15T00:48:56.083Z,43.2,0,2,,54,44,39.5
2018-01-15T00:49:06.117Z,48.2,,,,54,34,39.4
2018-01-15T00:49:16.183Z,47.9,,,,54,29,39.4
2018-01-15T00:49:26.088Z,47.3,,,,54,,39.3
2018-01-15T00:49:36.050Z,48.2,,,,54,,39.2
2018-01-15T00:49:46.048Z,48.9,,,,54,,39.2
2018-01-15T00:49:56.051Z,49,,,,54,29,39.2
2018-01-15T00:50:06.219Z,49.4,,,,54,,39.1
2018-01-15T00:50:16.179Z,49.6,,,,54,,39.1
2018-01-15T00:50:26.094Z,50,,,,54,,39.1
2018-01-15T00:50:36.109Z,50.1,,,,54,,39.2
2018-01-15T00:50:46.060Z,50.4,,,,54,,39.2
2018-01-15T00:50:56.042Z,50.5,,,,54,,39.2
2018-01-15T00:51:06.057Z,50.6,,,,54,,39.3
2018-01-15T00:51:16.187Z,51,,,,54,,39.3
2018-01-15T00:51:26.042Z,,,,,54,,39.4
2018-01-15T00:51:36.118Z,51.1,,,,54,,39.4
2018-01-15T00:51:46.088Z,51.2,,,,54,,39.5
2018-01-15T00:51:56.061Z,,,,,54,,39.5
2018-01-15T00:52:06.041Z,51.3,,,,54,,39.6
2018-01-15T00:52:16.169Z,,,,,54,,39.6
2018-01-15T00:52:26.106Z,,,,,54,,39.7
2018-01-15T00:52:36.043Z,,,,,54,,39.8
2018-01-15T00:52:46.076Z,51.5,,,,54,,39.8
2018-01-15T00:52:56.045Z,,,,,54,,39.9
2018-01-15T00:53:06.041Z,,,,,54,,39.9
2018-01-15T00:53:16.225Z,,,,,54,,40
2018-01-15T00:53:26.110Z,,,,,54,30,40
2018-01-15T00:53:36.045Z,51.6,,,,54,29,40.1
2018-01-15T00:53:46.078Z,,,,,54,,40.1
2018-01-15T00:54:01.173Z,,,,,54,,40.2
2018-01-15T00:54:06.045Z,,,,,54,,40.2
2018-01-15T00:54:16.184Z,51.7,,,,54,,40.3
2018-01-15T00:54:26.122Z,,,,,54,,40.3
2018-01-15T00:54:36.050Z,51.8,,,,54,,40.3
2018-01-15T00:54:46.083Z,,,,,54,,40.4
2018-01-15T00:54:56.072Z,,,,,54,30,40.4
2018-01-15T00:55:06.059Z,,,,,54,29,40.5
2018-01-15T00:55:16.227Z,52,,,,54,,40.5
2018-01-15T00:55:26.098Z,,,,,54,,40.6
2018-01-15T00:55:36.044Z,52.1,,,,54,,40.6
2018-01-15T00:55:46.043Z,,,,,54,,40.6
2018-01-15T00:55:56.087Z,52.2,,,,54,30,40.7
2018-01-15T00:56:06.058Z,,,,,54,29,40.7
2018-01-15T00:56:16.172Z,52.3,,,,54,,40.8
2018-01-15T00:56:26.048Z,52.4,,,,54,,40.8
2018-01-15T00:56:36.088Z,,,,,54,,40.9
2018-01-15T00:56:46.098Z,52.6,,,,54,,40.9
2018-01-15T00:56:56.079Z,52.7,,,,54,30,41.1
2018-01-15T00:57:06.069Z,,,,,54,29,41.1
2018-01-15T00:57:16.185Z,,,,,54,,41.2
2018-01-15T00:57:26.059Z,52.8,,,,54,,41.2
2018-01-15T00:57:36.043Z,,,,,54,,41.3
2018-01-15T00:57:46.067Z,52.9,,,,54,,41.3
2018-01-15T00:57:56.062Z,53,,,,54,,41.3
2018-01-15T00:58:06.060Z,,,,,54,,41.4
2018-01-15T00:58:16.159Z,,,,,54,,41.4
2018-01-15T00:58:26.044Z,53.1,,,,54,30,41.5
2018-01-15T00:58:36.050Z,53.2,,,,54,29,41.5
2018-01-15T00:58:46.060Z,,,,,54,,41.5
2018-01-15T00:58:56.051Z,53.3,,,,54,30,41.6
2018-01-15T00:59:06.051Z,,,,,54,29,41.6
2018-01-15T00:59:16.201Z,53.4,,,,54,,41.7
2018-01-15T00:59:26.370Z,,,,,54,30,41.7
2018-01-15T00:59:36.087Z,53.5,,,,54,29,41.8
2018-01-15T00:59:46.185Z,,,,,54,,41.8
2018-01-15T00:59:56.055Z,53.6,,,,54,,41.8
2018-01-15T01:00:06.046Z,53.5,,,,54,,41.9
2018-01-15T01:00:16.173Z,,,,,54,,41.9
2018-01-15T01:00:26.067Z,,,,,54,,42
2018-01-15T01:00:36.089Z,53.6,,,,54,,42
2018-01-15T01:00:46.052Z,53.7,,,,54,,42
2018-01-15T01:00:56.059Z,,,,,54,,42
2018-01-15T01:01:06.094Z,52.8,0,2,,54,0,42.1
2018-01-15T01:01:16.194Z,50.9,,,,54,,42.1
2018-01-15T01:01:26.055Z,49.9,,,,54,,42.2
2018-01-15T01:01:36.094Z,48.9,,,,54,,42.2
2018-01-15T01:01:46.132Z,48.5,,,,54,,42.3
2018-01-15T01:01:56.068Z,47.9,,,,54,,42.3
2018-01-15T01:02:06.054Z,47.3,,,,54,,42.3
2018-01-15T01:02:16.155Z,46.8,,,,54,,42.2
2018-01-15T01:02:26.074Z,46.4,,,,54,,42.2
2018-01-15T01:02:36.125Z,45.9,,,,54,,42.1
2018-01-15T01:02:46.079Z,45.7,,,,54,,42.1
2018-01-15T01:02:56.055Z,45.4,,,,54,,42
2018-01-15T01:03:06.054Z,45,,,,54,,42
2018-01-15T01:03:16.244Z,44.9,,,,54,,41.9
2018-01-15T01:03:26.046Z,44.6,,,,54,,41.8
2018-01-15T01:03:36.122Z,44.4,,,,54,,41.8
2018-01-15T01:03:46.050Z,44.2,,,,54,,41.7
2018-01-15T01:03:56.082Z,43.9,,,,54,,41.6
2018-01-15T01:04:06.122Z,43.8,,,,54,,41.5
2018-01-15T01:04:16.213Z,,,,,54,,41.5
2018-01-15T01:04:26.062Z,,,,,54,,41.4
2018-01-15T01:04:36.156Z,,,,,54,,41.3
2018-01-15T01:04:46.057Z,,,,,54,,41.2
2018-01-15T01:04:56.048Z,43.7,,,,54,,41.1
2018-01-15T01:05:06.048Z,,,,,54,,41.1
2018-01-15T01:05:16.211Z,,,,,54,,41.1
2018-01-15T01:05:26.107Z,,,,,54,,40.9
2018-01-15T01:05:36.119Z,,,,,54,,40.9
2018-01-15T01:05:46.064Z,,,,,54,,40.8
2018-01-15T01:05:56.089Z,,,,,54,,40.8
2018-01-15T01:06:06.058Z,,,,,54,,40.7
2018-01-15T01:06:16.150Z,,,,,54,,40.6
2018-01-15T01:06:26.080Z,,,,,54,,40.5
2018-01-15T01:06:36.080Z,,,,,54,,40.4
2018-01-15T01:06:46.050Z,43.8,,,,54,,40.3
2018-01-15T01:06:56.100Z,,,,,54,,40.2
2018-01-15T01:07:06.050Z,43.9,,,,54,,40.1
2018-01-15T01:07:16.160Z,,,,,54,,40
2018-01-15T01:07:26.106Z,44,,,,54,,39.8
2018-01-15T01:07:36.180Z,,,,,54,,39.7
2018-01-15T01:07:46.061Z,44.1,,,,54,,39.6
2018-01-15T01:07:56.081Z,,,,,54,,39.5
2018-01-15T01:08:06.132Z,,,,,54,,39.4
2018-01-15T01:08:16.182Z,44.2,,,,54,,39.2
2018-01-15T01:08:26.108Z,,,,,54,,39.1
2018-01-15T01:08:36.109Z,,,,,54,,38.9
2018-01-15T01:08:46.075Z,,,,,54,,38.8
2018-01-15T01:08:56.071Z,44.3,,,,54,,38.7
2018-01-15T01:09:06.156Z,,,,,54,,38.5
2018-01-15T01:09:16.182Z,,,,,54,,38.4
2018-01-15T01:09:26.053Z,,,,,54,,38.3
2018-01-15T01:09:36.049Z,,,,,54,,38.2
2018-01-15T01:09:46.074Z,,,,,54,,38.1
2018-01-15T01:09:56.144Z,,,,,54,,38
2018-01-15T01:10:06.104Z,,,,,54,,37.9
2018-01-15T01:10:16.196Z,,,,,54,,37.8
2018-01-15T01:10:26.057Z,,,,,54,,37.7
2018-01-15T01:10:36.088Z,46,0,2,,54,43,37.6
2018-01-15T01:10:46.112Z,49,,,,54,35,37.5
2018-01-15T01:10:56.137Z,47.8,,,,54,29,37.4
2018-01-15T01:11:06.065Z,48,,,,54,,37.3
2018-01-15T01:11:16.168Z,48.2,,,,54,,37.2
2018-01-15T01:11:26.055Z,48.1,,,,54,,37.2
2018-01-15T01:11:36.136Z,,,,,54,,37.2
2018-01-15T01:11:46.068Z,47.9,,,,54,,37.2
2018-01-15T01:11:56.106Z,47.8,,,,54,,37.3
2018-01-15T01:12:06.073Z,,,,,54,,37.3
2018-01-15T01:12:16.202Z,,,,,54,,37.4
2018-01-15T01:12:26.134Z,,,,,54,,37.5
2018-01-15T01:12:36.056Z,,,,,54,,37.6
2018-01-15T01:12:46.079Z,47.9,,,,54,,37.6
2018-01-15T01:12:56.107Z,48,,,,54,,37.7
2018-01-15T01:13:06.073Z,,,,,54,,37.8
2018-01-15T01:13:16.207Z,48.1,,,,54,,37.8
2018-01-15T01:13:26.071Z,48.2,,,,54,30,37.9
2018-01-15T01:13:36.077Z,48.3,,,,54,29,37.9
2018-01-15T01:13:46.112Z,,,,,54,,37.9
2018-01-15T01:13:56.061Z,48.4,,,,54,,37.9
2018-01-15T01:14:06.287Z,48.5,,,,54,,38
2018-01-15T01:14:16.249Z,48.6,,,,54,,38
2018-01-15T01:14:26.055Z,48.7,,,,54,30,38
2018-01-15T01:14:36.058Z,,,,,54,29,38
2018-01-15T01:14:46.127Z,48.8,,,,54,,38.1
2018-01-15T01:14:56.062Z,,,,,54,,38.1
2018-01-15T01:15:06.096Z,48.9,,,,54,,38.1
2018-01-15T01:15:16.229Z,49,,,,54,,38.2
2018-01-15T01:15:26.063Z,49.1,,,,54,,38.2
2018-01-15T01:15:36.097Z,49.2,,,,54,,38.2
2018-01-15T01:15:46.126Z,49.3,,,,54,,38.3
2018-01-15T01:15:56.060Z,49.4,,,,54,,38.3
2018-01-15T01:16:06.061Z,49.5,,,,54,,38.4
2018-01-15T01:16:16.201Z,49.6,,,,54,,38.4
2018-01-15T01:16:26.066Z,,,,,54,,38.5
2018-01-15T01:16:36.102Z,49.7,,,,54,,38.5
2018-01-15T01:16:46.083Z,49.8,,,,54,,38.6
2018-01-15T01:16:56.061Z,50,,,,54,,38.6
2018-01-15T01:17:06.091Z,,,,,54,30,38.7
2018-01-15T01:17:16.235Z,50.1,,,,54,29,38.8
2018-01-15T01:17:26.081Z,,,,,54,,38.8
2018-01-15T01:17:36.156Z,50.2,,,,54,,38.9
2018-01-15T01:17:46.113Z,50.3,,,,54,,38.9
