Time,ActPow,HwTSet,HwActive,PrimTSet,PrimT,HwTOutlet,ChActive
2017-11-28T00:00:07.707Z,,54,,,,46.6,
2017-11-28T00:00:17.705Z,,54,,,54.6,46.5,
2017-11-28T00:00:27.855Z,30,54,,,54.7,46.5,
2017-11-28T00:00:37.708Z,29,54,,,54.8,46.5,
2017-11-28T00:00:47.704Z,,54,,,55,46.4,
2017-11-28T00:00:57.703Z,,54,,,,46.4,
2017-11-28T00:01:07.702Z,,54,,,55.1,46.4,
2017-11-28T00:01:17.706Z,,54,,,55.2,46.4,
2017-11-28T00:01:27.823Z,30,54,,,55.3,46.4,
2017-11-28T00:01:37.705Z,29,54,,,55.4,46.5,
2017-11-28T00:01:52.808Z,,54,,,55.6,46.5,
2017-11-28T00:01:57.710Z,,54,,,55.7,46.5,
2017-11-28T00:02:07.704Z,,54,,,56,46.5,
2017-11-28T00:02:17.714Z,,54,,,,46.5,
2017-11-28T00:02:27.809Z,33,54,,,56.1,46.5,
2017-11-28T00:02:37.711Z,29,54,,,56.2,46.5,
2017-11-28T00:02:47.710Z,,54,,,56.3,46.5,
2017-11-28T00:02:57.717Z,,54,,,56.4,46.5,
2017-11-28T00:03:07.711Z,,54,,,56.5,46.5,
2017-11-28T00:03:17.704Z,,54,,,,46.5,
2017-11-28T00:03:27.809Z,30,54,,,56.6,46.5,
2017-11-28T00:03:37.710Z,29,54,,,56.7,46.5,
2017-11-28T00:03:47.707Z,,54,,,56.8,46.6,
2017-11-28T00:03:57.709Z,,54,,,56.9,46.6,
2017-11-28T00:04:07.707Z,,54,,,57,46.6,
2017-11-28T00:04:17.709Z,,54,,,57.1,46.6,
2017-11-28T00:04:27.801Z,30,54,,,,46.6,
2017-11-28T00:04:37.718Z,,54,,,57.2,46.6,
2017-11-28T00:04:47.712Z,29,54,,,57.3,46.6,
2017-11-28T00:04:57.711Z,,54,,,57.4,46.6,
2017-11-28T00:05:07.707Z,,54,,,57.6,46.7,
2017-11-28T00:05:17.717Z,,54,,,57.7,46.7,
2017-11-28T00:05:27.806Z,,54,,,57.8,46.7,
2017-11-28T00:05:37.706Z,,54,,,57.9,46.8,
2017-11-28T00:05:47.714Z,,54,,,58,46.8,
2017-11-28T00:05:57.706Z,30,54,,,58.1,46.9,
2017-11-28T00:06:07.706Z,29,54,,,,46.9,
2017-11-28T00:06:17.705Z,,54,,,58.2,46.9,
2017-11-28T00:06:27.806Z,30,54,,,58.3,46.9,
2017-11-28T00:06:37.708Z,29,54,,,58.4,46.9,
2017-11-28T00:06:47.705Z,,54,,,58.5,47,
2017-11-28T00:06:57.706Z,,54,,,58.6,47,
2017-11-28T00:07:07.706Z,,54,,,58.7,47,
2017-11-28T00:07:17.710Z,,54,,,58.8,47.1,
2017-11-28T00:07:27.800Z,,54,,,58.9,47.1,
2017-11-28T00:07:37.706Z,30,54,,,59,47.2,
2017-11-28T00:07:47.711Z,29,54,,,,47.2,
2017-11-28T00:07:57.708Z,,54,,,59.1,47.3,
2017-11-28T00:08:07.708Z,,54,,,59.3,47.3,
2017-11-28T00:08:17.709Z,,54,,,,47.4,
2017-11-28T00:08:27.802Z,,54,,,59.4,47.4,
2017-11-28T00:08:37.708Z,,54,,,59.5,47.5,
2017-11-28T00:08:47.713Z,,54,,,59.6,47.5,
2017-11-28T00:08:57.708Z,,54,,,,47.6,
2017-11-28T00:09:07.707Z,,54,,,59.7,47.6,
2017-11-28T00:09:17.709Z,,54,,,59.8,47.7,
2017-11-28T00:09:27.813Z,,54,,,59.9,47.7,
2017-11-28T00:09:37.712Z,,54,,,60,47.8,
2017-11-28T00:09:47.715Z,,54,,,,47.8,
2017-11-28T00:09:57.709Z,,54,,,60.1,47.9,
2017-11-28T00:10:07.715Z,,54,,,,47.9,
2017-11-28T00:10:17.714Z,,54,,,60.2,47.9,
2017-11-28T00:10:27.800Z,,54,,,60.4,48,
2017-11-28T00:10:38.304Z,,54,,,,48,
2017-11-28T00:10:47.710Z,,54,,,60.5,48,
2017-11-28T00:10:57.712Z,30,54,,,60.6,48.1,
2017-11-28T00:11:07.723Z,29,54,,,,48.2,
2017-11-28T00:11:17.710Z,,54,,,60.7,48.2,
2017-11-28T00:11:27.828Z,,54,,,,48.2,
2017-11-28T00:11:37.712Z,30,54,,,60.8,48.3,
2017-11-28T00:11:47.712Z,0,54,0,,58.8,48.3,2
2017-11-28T00:11:57.710Z,,54,,,57.8,48.4,
2017-11-28T00:12:07.711Z,,54,,,56.6,48.4,
2017-11-28T00:12:17.713Z,,54,,,55.9,48.5,
2017-11-28T00:12:27.803Z,,54,,,54.9,48.6,
2017-11-28T00:12:37.712Z,,54,,,54.6,48.7,
2017-11-28T00:12:47.719Z,,54,,,53.9,48.7,
2017-11-28T00:12:57.710Z,,54,,,53.4,48.8,
2017-11-28T00:13:07.713Z,,54,,,52.9,48.8,
2017-11-28T00:13:17.718Z,,54,,,52.4,48.8,
2017-11-28T00:13:28.819Z,,54,,,51.9,48.8,
2017-11-28T00:13:37.709Z,,54,,,51.6,48.9,
2017-11-28T00:13:47.710Z,,54,,,51.2,48.9,
2017-11-28T00:13:57.712Z,,54,,,50.9,48.9,
2017-11-28T00:14:07.713Z,,54,,,50.5,48.8,
2017-11-28T00:14:17.725Z,,54,,,50.2,48.8,
2017-11-28T00:14:27.806Z,,54,,,49.9,48.8,
2017-11-28T00:14:37.712Z,,54,,,49.6,48.8,
2017-11-28T00:14:47.718Z,,54,,,,48.8,
2017-11-28T00:14:57.712Z,,54,,,49.5,48.7,
2017-11-28T00:15:07.715Z,,54,,,,48.6,
2017-11-28T00:15:17.714Z,,54,,,,48.6,
2017-11-28T00:15:27.803Z,,54,,,49.5,48.5,
2017-11-28T00:15:37.720Z,,54,,,49.4,48.5,
2017-11-28T00:15:47.715Z,,54,,,,48.4,
2017-11-28T00:15:57.710Z,,54,,,,48.3,
2017-11-28T00:16:07.713Z,,54,,,,48.3,
2017-11-28T00:16:17.713Z,,54,,,49.3,48.2,
2017-11-28T00:16:27.807Z,,54,,,,48.1,
2017-11-28T00:16:37.717Z,,54,,,,48.1,
2017-11-28T00:16:47.718Z,,54,,,49.4,48,
2017-11-28T00:16:57.717Z,,54,,,,48,
2017-11-28T00:17:07.717Z,,54,,,,47.9,
2017-11-28T00:17:17.719Z,,54,,,,47.9,
2017-11-28T00:17:27.811Z,,54,,,49.5,47.9,
2017-11-28T00:17:42.807Z,,54,,,,47.8,
2017-11-28T00:17:47.716Z,,54,,,49.6,47.8,
2017-11-28T00:17:57.716Z,,54,,,,47.7,
2017-11-28T00:18:07.716Z,,54,,,49.7,47.7,
2017-11-28T00:18:17.716Z,38,54,0,,54,47.6,2
2017-11-28T00:18:27.813Z,32,54,,,55.4,47.6,
2017-11-28T00:18:37.719Z,30,54,,,53.8,47.5,
2017-11-28T00:18:47.715Z,29,54,,,54,47.5,
2017-11-28T00:18:57.717Z,,54,,,55,47.4,
2017-11-28T00:19:08.323Z,,54,,,,47.3,
2017-11-28T00:19:17.713Z,,54,,,55.1,47.3,
2017-11-28T00:19:28.829Z,,54,,,55.2,47.2,
2017-11-28T00:19:37.718Z,,54,,,,47.2,
2017-11-28T00:19:47.716Z,,54,,,,47.1,
2017-11-28T00:19:57.721Z,,54,,,55.3,47.1,
2017-11-28T00:20:07.721Z,,54,,,,47.1,
2017-11-28T00:20:17.721Z,,54,,,55.4,47.1,
2017-11-28T00:20:27.810Z,30,54,,,55.5,47.1,
2017-11-28T00:20:37.716Z,29,54,,,55.6,47.1,
2017-11-28T00:20:47.717Z,,54,,,55.7,47.1,
2017-11-28T00:20:57.719Z,30,54,,,55.9,47.1,
2017-11-28T00:21:12.809Z,30,54,,,56,47.1,
2017-11-28T00:21:17.720Z,29,54,,,,47,
2017-11-28T00:21:27.840Z,,54,,,56.2,47,
2017-11-28T00:21:37.715Z,,54,,,56.3,47,
2017-11-28T00:21:47.715Z,,54,,,,47.1,
2017-11-28T00:21:57.723Z,,54,,,56.4,47,
2017-11-28T00:22:07.724Z,,54,,,56.5,47,
2017-11-28T00:22:17.714Z,,54,,,56.6,47,
2017-11-28T00:22:27.811Z,,54,,,56.7,47,
2017-11-28T00:22:37.721Z,30,54,,,,47,
2017-11-28T00:22:47.717Z,29,54,,,56.8,47,
2017-11-28T00:22:57.717Z,30,54,,,57,47,
2017-11-28T00:23:07.716Z,29,54,,,,47,
2017-11-28T00:23:17.717Z,,54,,,57.1,47,
2017-11-28T00:23:27.810Z,30,54,,,,47,
2017-11-28T00:23:37.714Z,29,54,,,57.2,47,
2017-11-28T00:23:47.725Z,,54,,,57.3,47,
2017-11-28T00:23:57.718Z,,54,,,,47.1,
2017-11-28T00:24:07.718Z,30,54,,,57.4,47.1,
2017-11-28T00:24:17.721Z,29,54,,,57.6,47.1,
2017-11-28T00:24:27.806Z,,54,,,,47.1,
2017-11-28T00:24:37.729Z,,54,,,57.7,47.1,
2017-11-28T00:24:47.715Z,,54,,,57.8,47.2,
2017-11-28T00:24:57.721Z,,54,,,,47.2,
2017-11-28T00:25:07.724Z,30,54,,,57.9,47.2,
2017-11-28T00:25:17.718Z,29,54,,,58,47.2,
2017-11-28T00:25:27.817Z,,54,,,,47.2,
2017-11-28T00:25:37.721Z,,54,,,58.1,47.3,
2017-11-28T00:25:47.719Z,,54,,,,47.3,
2017-11-28T00:26:02.808Z,,54,,,58.2,47.4,
2017-11-28T00:26:07.717Z,,54,,,,47.4,
2017-11-28T00:26:17.719Z,30,54,,,58.3,47.4,
2017-11-28T00:26:27.809Z,29,54,,,58.4,47.5,
2017-11-28T00:26:37.721Z,,54,,,,47.5,
2017-11-28T00:26:47.724Z,,54,,,,47.5,
2017-11-28T00:26:57.721Z,,54,,,58.5,47.6,
2017-11-28T00:27:12.813Z,30,54,,,58.6,47.6,
2017-11-28T00:27:17.724Z,29,54,,,,47.6,
2017-11-28T00:27:27.823Z,30,54,,,58.7,47.6,
2017-11-28T00:27:37.724Z,29,54,,,58.8,47.7,
2017-11-28T00:27:47.722Z,,54,,,,47.7,
2017-11-28T00:27:57.777Z,,54,,,58.9,47.7,
2017-11-28T00:28:07.728Z,29,54,,,59,47.8,
2017-11-28T00:28:17.728Z,,54,,,,47.8,
2017-11-28T00:28:27.818Z,,54,,,,47.9,
2017-11-28T00:28:37.722Z,,54,,,59.1,47.9,
2017-11-28T00:28:47.722Z,,54,,,59.3,47.9,
2017-11-28T00:28:57.720Z,,54,,,,48,
2017-11-28T00:29:07.721Z,,54,,,59.4,48,
2017-11-28T00:29:17.721Z,,54,,,,48.1,
2017-11-28T00:29:27.814Z,,54,,,59.5,48.1,
2017-11-28T00:29:37.722Z,29,54,0,61,59.6,48.1,2
2017-11-28T00:29:47.723Z,,54,,,,48.2,
2017-11-28T00:30:02.817Z,,54,,,59.7,48.2,
2017-11-28T00:30:07.723Z,,54,,,59.8,48.3,
2017-11-28T00:30:17.725Z,,54,,,,48.3,
2017-11-28T00:30:28.836Z,,54,,,59.9,48.4,
2017-11-28T00:30:37.728Z,,54,,,60,48.4,
2017-11-28T00:30:52.881Z,,54,,,,48.5,
2017-11-28T00:31:02.877Z,,54,,,60.1,48.5,
2017-11-28T00:31:07.719Z,,54,,,,48.6,
2017-11-28T00:31:17.781Z,,54,,,60.2,48.6,
2017-11-28T00:31:32.977Z,,54,,,60.4,48.7,
2017-11-28T00:31:37.727Z,,54,,,,48.7,
2017-11-28T00:31:52.882Z,,54,,,60.5,48.8,
2017-11-28T00:31:57.724Z,,54,,,,48.9,
2017-11-28T00:32:07.726Z,,54,,,60.6,48.9,
2017-11-28T00:32:17.721Z,,54,,,,49,
2017-11-28T00:32:27.819Z,,54,,,60.7,49,
2017-11-28T00:32:37.728Z,,54,,,,49.1,
2017-11-28T00:32:47.724Z,0,54,0,,60.8,49.1,2
2017-11-28T00:32:57.725Z,,54,,,58.9,49.1,
2017-11-28T00:33:12.979Z,,54,,,57.7,49.2,
2017-11-28T00:33:17.724Z,,54,,,56.6,49.2,
2017-11-28T00:33:38.080Z,,54,,,55.9,49.2,
2017-11-28T00:33:38.154Z,,54,,,54.9,49.3,
2017-11-28T00:33:52.980Z,,54,,,54.5,49.3,
2017-11-28T00:34:02.821Z,,54,,,53.8,49.3,
2017-11-28T00:34:12.880Z,,54,,,53.4,49.4,
2017-11-28T00:34:22.981Z,,54,,,52.9,49.4,
2017-11-28T00:34:32.980Z,,54,,,52.3,49.4,
2017-11-28T00:34:37.730Z,,54,,,51.9,49.4,
2017-11-28T00:34:47.727Z,,54,,,51.6,49.4,
2017-11-28T00:34:57.727Z,,54,,,51.2,49.4,
2017-11-28T00:35:07.725Z,,54,,,50.9,49.4,
2017-11-28T00:35:17.724Z,,54,,,50.6,49.3,
2017-11-28T00:35:27.817Z,,54,,,50.3,49.3,
2017-11-28T00:35:37.728Z,,54,,,49.9,49.3,
2017-11-28T00:35:47.728Z,,54,,,49.7,49.3,
2017-11-28T00:35:57.727Z,,54,,,,49.2,
2017-11-28T00:36:07.729Z,,54,,,,49.2,
2017-11-28T00:36:17.727Z,,54,,,49.6,49.1,
2017-11-28T00:36:27.818Z,,54,,,,49,
2017-11-28T00:36:37.731Z,,54,,,,49,
2017-11-28T00:36:52.887Z,,54,,,49.5,48.9,
2017-11-28T00:36:57.729Z,,54,,,,48.8,
2017-11-28T00:37:07.727Z,,54,,,,48.7,
2017-11-28T00:37:22.816Z,,54,,,,48.6,
2017-11-28T00:37:27.848Z,,54,,,,48.6,
2017-11-28T00:37:37.724Z,,54,,,,48.5,
2017-11-28T00:37:47.730Z,,54,,,,48.4,
2017-11-28T00:37:57.730Z,,54,,,,48.4,
2017-11-28T00:38:07.779Z,,54,,,,48.3,
2017-11-28T00:38:17.723Z,,54,,,,48.2,
2017-11-28T00:38:27.819Z,,54,,,49.6,48.2,
2017-11-28T00:38:37.728Z,,54,,,,48.1,
2017-11-28T00:38:47.735Z,,54,,,,48.1,
2017-11-28T00:38:57.731Z,,54,0,,49.8,48,2
2017-11-28T00:39:07.724Z,39,54,,,54,47.9,
2017-11-28T00:39:17.729Z,29,54,,,54.9,47.9,
2017-11-28T00:39:27.841Z,,54,,,53.7,47.8,
2017-11-28T00:39:37.733Z,,54,,,55,47.7,
2017-11-28T00:39:47.733Z,,54,,,55.3,47.7,
2017-11-28T00:39:58.342Z,,54,,,,47.6,
2017-11-28T00:40:07.728Z,,54,,,55.4,47.6,
2017-11-28T00:40:17.731Z,,54,,,55.5,47.5,
2017-11-28T00:40:27.825Z,,54,,,,47.5,
2017-11-28T00:40:37.735Z,,54,,,,47.5,
2017-11-28T00:40:47.735Z,,54,,,55.6,47.4,
2017-11-28T00:40:57.727Z,,54,,,55.7,47.4,
2017-11-28T00:41:07.750Z,,54,,,,47.4,
2017-11-28T00:41:17.729Z,30,54,,,55.9,47.4,
2017-11-28T00:41:27.859Z,29,54,,,56.1,47.4,
2017-11-28T00:41:37.732Z,,54,,,,47.4,
2017-11-28T00:41:47.734Z,,54,,,56.2,47.4,
2017-11-28T00:41:57.729Z,,54,,,56.3,47.4,
2017-11-28T00:42:12.821Z,,54,,,56.4,47.4,
2017-11-28T00:42:17.726Z,,54,,,56.5,47.3,
2017-11-28T00:42:27.845Z,,54,,,56.6,47.4,
2017-11-28T00:42:37.732Z,,54,,,56.7,47.3,
2017-11-28T00:42:47.729Z,,54,,,56.8,47.3,
2017-11-28T00:42:57.727Z,,54,,,56.9,47.3,
2017-11-28T00:43:07.727Z,,54,,,57,47.3,
2017-11-28T00:43:17.738Z,,54,,,57.1,47.3,
2017-11-28T00:43:32.877Z,,54,,,57.2,47.3,
2017-11-28T00:43:37.730Z,,54,,,57.3,47.3,
2017-11-28T00:43:47.727Z,,54,,,57.4,47.3,
2017-11-28T00:43:57.732Z,,54,,,,47.3,
2017-11-28T00:44:07.726Z,,54,,,57.7,47.3,
2017-11-28T00:44:17.728Z,,54,,,,47.3,
2017-11-28T00:44:32.880Z,,54,,,57.8,47.3,
2017-11-28T00:44:37.735Z,,54,,,57.9,47.3,
2017-11-28T00:44:47.732Z,,54,,,58,47.3,
2017-11-28T00:45:02.820Z,,54,,,58.1,47.4,
2017-11-28T00:45:07.736Z,,54,,,,47.4,
2017-11-28T00:45:17.729Z,,54,,,58.2,47.4,
2017-11-28T00:45:27.824Z,,54,,,58.3,47.4,
2017-11-28T00:45:37.730Z,,54,,,58.4,47.5,
2017-11-28T00:45:47.736Z,,54,,,58.5,47.5,
2017-11-28T00:45:57.730Z,,54,,,58.6,47.5,
2017-11-28T00:46:07.733Z,,54,,,58.7,47.5,
2017-11-28T00:46:17.736Z,,54,,,58.8,47.6,
2017-11-28T00:46:27.819Z,,54,,,,47.6,
2017-11-28T00:46:37.728Z,,54,,,58.9,47.6,
2017-11-28T00:46:47.739Z,30,54,,,59,47.7,
2017-11-28T00:46:57.730Z,29,54,,,,47.7,
2017-11-28T00:47:07.731Z,30,54,,,59.1,47.7,
2017-11-28T00:47:17.728Z,29,54,,,59.3,47.7,
2017-11-28T00:47:27.824Z,,54,,,59.4,47.8,
2017-11-28T00:47:37.739Z,,54,,,59.5,47.8,
2017-11-28T00:47:47.729Z,,54,,,,47.8,
2017-11-28T00:47:57.730Z,,54,,,59.6,47.9,
2017-11-28T00:48:07.732Z,,54,,,59.7,48,
2017-11-28T00:48:17.734Z,,54,,,59.8,48,
2017-11-28T00:48:27.843Z,,54,,,,48,
2017-11-28T00:48:37.741Z,,54,,,59.9,48.1,
2017-11-28T00:48:47.734Z,,54,,,60,48.1,
2017-11-28T00:48:57.801Z,,54,,,60.1,48.1,
2017-11-28T00:49:07.737Z,,54,,,,48.2,
2017-11-28T00:49:17.733Z,,54,,,60.2,48.2,
2017-11-28T00:49:27.827Z,,54,,,,48.3,
2017-11-28T00:49:38.355Z,,54,,,60.4,48.3,
2017-11-28T00:49:47.733Z,30,54,,,60.5,48.4,
2017-11-28T00:49:57.734Z,29,54,,,,48.4,
2017-11-28T00:50:07.734Z,,54,,,60.6,48.5,
2017-11-28T00:50:17.738Z,,54,,,60.7,48.5,
2017-11-28T00:50:27.837Z,,54,,,60.8,48.6,
2017-11-28T00:50:38.346Z,,54,,,,48.6,
2017-11-28T00:50:47.735Z,,54,,,60.9,48.7,
2017-11-28T00:50:57.738Z,30,54,,,61.1,48.7,
2017-11-28T00:51:07.737Z,29,54,,,,48.8,
2017-11-28T00:51:17.735Z,,54,,,61.2,48.8,
2017-11-28T00:51:28.858Z,,54,,,,48.9,
2017-11-28T00:51:37.734Z,,54,,,61.3,48.9,
2017-11-28T00:51:52.822Z,,54,,,,49,
2017-11-28T00:51:57.810Z,,54,,,61.4,49.1,
2017-11-28T00:52:07.739Z,,54,,,61.5,49.1,
2017-11-28T00:52:17.732Z,,54,,,,49.2,
2017-11-28T00:52:27.829Z,,54,,,61.6,49.3,
2017-11-28T00:52:37.734Z,,54,,,,49.3,
2017-11-28T00:52:47.745Z,,54,,,61.8,49.4,
2017-11-28T00:52:57.734Z,,54,,,61.9,49.4,
2017-11-28T00:53:07.737Z,,54,,,,49.6,
2017-11-28T00:53:17.734Z,,54,,,62,49.6,
2017-11-28T00:53:27.833Z,0,54,0,,59.8,49.6,2
2017-11-28T00:53:37.738Z,,54,,,58.9,49.7,
2017-11-28T00:53:47.734Z,,54,,,57.9,49.7,
2017-11-28T00:53:57.742Z,,54,,,56.9,49.8,
2017-11-28T00:54:07.733Z,,54,,,55.9,49.8,
2017-11-28T00:54:17.737Z,,54,,,55.6,49.9,
2017-11-28T00:54:27.825Z,,54,,,54.9,49.9,
2017-11-28T00:54:37.738Z,,54,,,54.5,50,
2017-11-28T00:54:47.733Z,,54,,,53.9,50,
2017-11-28T00:54:57.741Z,,54,,,53.4,50,
2017-11-28T00:55:07.736Z,,54,,,52.9,50,
2017-11-28T00:55:17.740Z,,54,,,52.6,50,
2017-11-28T00:55:27.824Z,,54,,,52.2,49.9,
2017-11-28T00:55:37.734Z,,54,,,51.8,49.9,
2017-11-28T00:55:47.735Z,,54,,,51.5,49.9,
2017-11-28T00:55:57.741Z,,54,,,51.3,49.8,
2017-11-28T00:56:07.734Z,,54,,,50.9,49.8,
2017-11-28T00:56:17.744Z,,54,,,50.7,49.8,
2017-11-28T00:56:27.831Z,,54,,,50.5,49.7,
2017-11-28T00:56:37.738Z,,54,,,,49.7,
2017-11-28T00:56:47.740Z,,54,,,50.4,49.6,
2017-11-28T00:56:57.736Z,,54,,,,49.4,
2017-11-28T00:57:07.747Z,,54,,,,49.3,
2017-11-28T00:57:17.741Z,,54,,,50.3,49.3,
2017-11-28T00:57:32.879Z,,54,,,,49.2,
2017-11-28T00:57:37.740Z,,54,,,,49.1,
2017-11-28T00:57:47.739Z,,54,,,,49.1,
2017-11-28T00:57:57.743Z,,54,,,50.2,49,
2017-11-28T00:58:07.736Z,,54,,,,49,
2017-11-28T00:58:17.742Z,,54,,,,48.9,
2017-11-28T00:58:27.832Z,,54,,,,48.8,
2017-11-28T00:58:37.740Z,,54,,,50.3,48.8,
2017-11-28T00:58:47.736Z,,54,,,,48.7,
2017-11-28T00:58:57.752Z,,54,,,,48.6,
2017-11-28T00:59:07.736Z,,54,,,50.4,48.6,
2017-11-28T00:59:17.743Z,,54,,,,48.5,
2017-11-28T00:59:32.891Z,,54,,,50.5,48.5,
2017-11-28T00:59:37.740Z,,54,,,,48.4,
2017-11-28T00:59:47.737Z,,54,,,,48.4,
2017-11-28T00:59:57.738Z,,54,,,50.6,48.3,
2017-11-28T01:00:07.739Z,,54,,,,48.2,
2017-11-28T01:00:17.740Z,,54,,,,48.2,
2017-11-28T01:00:27.842Z,,54,,,50.7,48.1,
2017-11-28T01:00:37.736Z,,54,,,,48,
2017-11-28T01:00:47.738Z,,54,,,,48,
2017-11-28T01:01:02.828Z,,54,,,,47.9,
2017-11-28T01:01:07.742Z,,54,,,,47.8,
2017-11-28T01:01:17.741Z,,54,,,,47.7,
2017-11-28T01:01:27.854Z,,54,,,,47.6,
2017-11-28T01:01:37.743Z,,54,,,,47.6,
2017-11-28T01:01:48.272Z,,54,,,,47.5,
2017-11-28T01:01:57.742Z,,54,,,,47.4,
2017-11-28T01:02:07.744Z,,54,,,,47.3,
2017-11-28T01:02:17.744Z,40,54,0,,53.7,47.2,2
2017-11-28T01:02:27.829Z,30,54,,,55.9,47.2,
2017-11-28T01:02:37.741Z,29,54,,,53.9,47.1,
2017-11-28T01:02:47.739Z,29,54,,,54.1,47,
2017-11-28T01:02:57.740Z,,54,,,55,46.9,
2017-11-28T01:03:07.740Z,,54,,,55.1,46.8,
2017-11-28T01:03:17.741Z,,54,,,55,46.7,
2017-11-28T01:03:27.837Z,,54,,,54.9,46.7,
2017-11-28T01:03:37.741Z,,54,,,54.8,46.6,
2017-11-28T01:03:47.739Z,,54,,,54.7,46.6,
2017-11-28T01:03:57.740Z,,54,,,,46.5,
2017-11-28T01:04:07.746Z,,54,,,,46.5,
2017-11-28T01:04:17.744Z,,54,,,,46.5,
2017-11-28T01:04:27.835Z,,54,,,54.8,46.5,
2017-11-28T01:04:37.741Z,,54,,,,46.5,
2017-11-28T01:04:47.745Z,29,54,,,55,46.5,
2017-11-28T01:04:57.741Z,,54,,,,46.5,
2017-11-28T01:05:07.742Z,,54,,,55.1,46.5,
2017-11-28T01:05:17.739Z,,54,,,55.2,46.5,
2017-11-28T01:05:27.849Z,,54,,,55.3,46.5,
2017-11-28T01:05:37.742Z,,54,,,55.4,46.5,
2017-11-28T01:05:47.743Z,,54,,,55.5,46.5,
2017-11-28T01:05:57.756Z,,54,,,55.6,46.5,
2017-11-28T01:06:07.744Z,30,54,,,55.7,46.5,
2017-11-28T01:06:17.740Z,30,54,,,56,46.5,
2017-11-28T01:06:27.836Z,29,54,,,,46.5,
2017-11-28T01:06:37.743Z,,54,,,56.1,46.5,
2017-11-28T01:06:47.743Z,,54,,,56.3,46.6,
2017-11-28T01:06:57.740Z,,54,,,56.4,46.6,
2017-11-28T01:07:07.743Z,,54,,,56.5,46.6,
2017-11-28T01:07:17.748Z,,54,,,56.6,46.6,
2017-11-28T01:07:27.839Z,,54,,,56.7,46.6,
2017-11-28T01:07:37.747Z,,54,,,56.8,46.6,
2017-11-28T01:07:47.742Z,,54,,,57,46.6,
2017-11-28T01:08:02.833Z,30,54,,,57.1,46.7,
2017-11-28T01:08:07.775Z,,54,,,57.2,46.7,
2017-11-28T01:08:22.835Z,29,54,,,57.3,46.7,
2017-11-28T01:08:27.835Z,,54,,,57.4,46.7,
2017-11-28T01:08:37.744Z,,54,,,57.6,46.8,
2017-11-28T01:08:47.743Z,,54,,,57.7,46.8,
2017-11-28T01:08:57.744Z,,54,,,57.8,46.8,
2017-11-28T01:09:07.757Z,,54,,,57.9,46.8,
2017-11-28T01:09:17.745Z,,54,,,58,46.9,
2017-11-28T01:09:27.845Z,,54,,,58.1,46.9,
2017-11-28T01:09:37.748Z,,54,,,58.2,46.9,
2017-11-28T01:09:47.746Z,,54,,,58.3,46.9,
2017-11-28T01:09:57.743Z,30,54,,,58.4,46.9,
2017-11-28T01:10:07.747Z,29,54,,,,47,
2017-11-28T01:10:17.746Z,,54,,,58.5,47,
2017-11-28T01:10:27.839Z,,54,,,58.6,47.1,
2017-11-28T01:10:37.743Z,,54,,,58.7,47.1,
2017-11-28T01:10:52.843Z,30,54,,,58.8,47.2,
2017-11-28T01:11:03.022Z,29,54,,,58.9,47.2,
2017-11-28T01:11:12.922Z,,54,,,58.9,47.3,
2017-11-28T01:11:17.748Z,,54,,,59,47.3,
2017-11-28T01:11:32.925Z,,54,,,59.1,47.4,
2017-11-28T01:11:42.867Z,,54,,,59.3,47.4,
2017-11-28T01:11:47.761Z,,54,,,59.4,47.5,
2017-11-28T01:11:57.753Z,,54,,,59.5,47.5,
2017-11-28T01:12:07.748Z,,54,,,,47.6,
2017-11-28T01:12:17.751Z,30,54,,,59.6,47.6,
2017-11-28T01:12:27.839Z,29,54,,,59.7,47.7,
2017-11-28T01:12:37.744Z,,54,,,59.8,47.7,
2017-11-28T01:12:47.748Z,,54,,,,47.8,
2017-11-28T01:12:57.745Z,,54,,,59.9,47.8,
2017-11-28T01:13:07.747Z,,54,,,60,47.8,
2017-11-28T01:13:17.753Z,,54,,,60.1,47.8,
2017-11-28T01:13:27.841Z,,54,,,,47.9,
2017-11-28T01:13:37.751Z,,54,,,60.2,47.9,
2017-11-28T01:13:47.751Z,30,54,,,60.4,48,
2017-11-28T01:13:57.752Z,29,54,,,,48,
2017-11-28T01:14:07.746Z,,54,,,60.5,48.1,
2017-11-28T01:14:17.747Z,,54,,,60.6,48.1,
2017-11-28T01:14:32.893Z,,54,,,60.7,48.2,
2017-11-28T01:14:37.750Z,,54,,,,48.2,
2017-11-28T01:14:47.749Z,,54,,,60.8,48.3,
2017-11-28T01:14:57.747Z,,54,,,60.9,48.4,
2017-11-28T01:15:07.751Z,,54,,,61.1,48.4,
2017-11-28T01:15:17.750Z,,54,,,,48.5,
2017-11-28T01:15:27.840Z,,54,,,,48.6,
2017-11-28T01:15:37.756Z,,54,,,61.2,48.6,
2017-11-28T01:15:47.770Z,,54,,,61.3,48.7,
2017-11-28T01:16:02.853Z,,54,,,61.4,48.7,
2017-11-28T01:16:07.754Z,,54,,,,48.8,
2017-11-28T01:16:17.754Z,,54,,,61.5,48.8,
2017-11-28T01:16:27.842Z,,54,,,,48.8,
2017-11-28T01:16:37.746Z,,54,,,61.6,48.9,
2017-11-28T01:16:47.754Z,,54,,,,48.9,
2017-11-28T01:16:57.748Z,30,54,,,61.8,48.9,
2017-11-28T01:17:07.752Z,29,54,,,61.9,49,
2017-11-28T01:17:17.750Z,,54,,,,49,
2017-11-28T01:17:27.942Z,,54,,,62,49.1,
