Time,ActPow,PrimT,HwTSet,HwTOutlet,PrimTSet,HwActive,ChActive
2017-11-07T10:48:41.669Z,,54.9,54,34.5,,,
2017-11-07T10:48:51.726Z,,54.6,54,34.4,,,
2017-11-07T10:49:01.685Z,,54.3,54,34.6,,,
2017-11-07T10:49:11.679Z,,53.9,54,34.5,,,
2017-11-07T10:49:21.680Z,,53.7,54,34.3,,,
2017-11-07T10:49:31.673Z,41,56.3,54,34.2,,0,2
2017-11-07T10:49:41.688Z,31,57.9,54,34.1,,,
2017-11-07T10:49:51.675Z,29,58.2,54,34.2,,,
2017-11-07T10:50:01.664Z,,59.4,54,34.3,,,
2017-11-07T10:50:11.667Z,,60.1,54,34.5,,,
2017-11-07T10:50:21.666Z,,60.8,54,34.6,,,
2017-11-07T10:50:31.692Z,,61.5,54,34.6,,,
2017-11-07T10:50:41.699Z,,62.1,54,34.7,,,
2017-11-07T10:50:51.668Z,,62.6,54,34.6,,,
2017-11-07T10:51:01.691Z,29,63.1,54,34.6,,,
2017-11-07T10:51:11.667Z,,63.5,54,34.5,,,
2017-11-07T10:51:26.778Z,,64,54,34.5,,,
2017-11-07T10:51:31.676Z,30,64.2,54,34.6,,,
2017-11-07T10:51:41.684Z,29,64.5,54,34.6,,,
2017-11-07T10:51:51.662Z,,64.8,54,34.7,,,
2017-11-07T10:52:01.665Z,0,64.9,54,34.7,,0,2
2017-11-07T10:52:11.674Z,,62.2,54,34.7,,,
2017-11-07T10:52:21.665Z,,61.4,54,34.7,,,
2017-11-07T10:52:31.671Z,,59.9,54,34.6,,,
2017-11-07T10:52:41.668Z,,59.1,54,34.6,,,
2017-11-07T10:52:51.668Z,,58.4,54,34.7,,,
2017-11-07T10:53:01.667Z,,57.7,54,34.5,,,
2017-11-07T10:53:11.697Z,,56.9,54,34.5,,,
2017-11-07T10:53:21.678Z,,56.5,54,34.4,,,
2017-11-07T10:53:31.693Z,,55.9,54,34.4,,,
2017-11-07T10:53:41.674Z,,55.4,54,34.4,,,
2017-11-07T10:53:51.669Z,,55,54,34.3,,,
2017-11-07T10:54:01.667Z,,54.7,54,34.1,,,
2017-11-07T10:54:11.664Z,,54.3,54,34,,,
2017-11-07T10:54:21.673Z,,53.9,54,33.9,,,
2017-11-07T10:54:31.668Z,43,56,54,34.1,,0,2
2017-11-07T10:54:41.687Z,31,58.1,54,34,,,
2017-11-07T10:54:51.665Z,29,58.2,54,34,,,
2017-11-07T10:55:01.699Z,30,59.6,54,34,,,
2017-11-07T10:55:11.670Z,29,60.2,54,34.1,,,
2017-11-07T10:55:21.690Z,,61.1,54,34.1,,,
2017-11-07T10:55:31.704Z,,61.8,54,34.3,,,
2017-11-07T10:55:41.668Z,,62.4,54,34.3,,,
2017-11-07T10:55:51.670Z,,62.8,54,34.2,,,
2017-11-07T10:56:01.670Z,,63.3,54,34.1,,,
2017-11-07T10:56:11.675Z,,63.8,54,34.2,,,
2017-11-07T10:56:21.703Z,,64.1,54,34.3,,,
2017-11-07T10:56:31.678Z,,64.4,54,34.4,,,
2017-11-07T10:56:41.673Z,,64.7,54,34.4,,,
2017-11-07T10:56:51.676Z,0,65.1,54,34.3,,,
2017-11-07T10:57:01.694Z,,62.6,54,34.3,,0,2
2017-11-07T10:57:11.669Z,0,61.5,54,34.5,61,0,2
2017-11-07T10:57:21.680Z,,60.4,54,34.5,,,
2017-11-07T10:57:31.670Z,,59.6,54,34.4,,,
2017-11-07T10:57:41.743Z,,58.8,54,34.4,,,
2017-11-07T10:57:51.672Z,,57.9,54,34.5,,,
2017-11-07T10:58:01.675Z,,57.3,54,34.5,,,
2017-11-07T10:58:11.673Z,,56.7,54,34.3,,,
2017-11-07T10:58:21.672Z,,56.2,54,34.2,,,
2017-11-07T10:58:31.679Z,,55.7,54,34.1,,,
2017-11-07T10:58:41.670Z,,55.3,54,34.2,,,
2017-11-07T10:58:51.672Z,,54.9,54,34.2,,,
2017-11-07T10:59:01.671Z,,54.6,54,33.9,,,
2017-11-07T10:59:11.682Z,,54.3,54,33.9,,,
2017-11-07T10:59:21.671Z,,53.8,54,33.9,,,
2017-11-07T10:59:31.683Z,42,56.4,54,33.7,,0,2
2017-11-07T10:59:41.669Z,31,58,54,33.7,,,
2017-11-07T10:59:51.687Z,29,58.2,54,33.8,,,
2017-11-07T11:00:01.670Z,,59.5,54,34,,,
2017-11-07T11:00:11.692Z,,60.1,54,34,,,
2017-11-07T11:00:21.742Z,30,61.1,54,34,,,
2017-11-07T11:00:31.685Z,29,61.5,54,34,,,
2017-11-07T11:00:41.670Z,,62.2,54,34,,,
2017-11-07T11:00:51.674Z,,62.8,54,33.9,,,
2017-11-07T11:01:01.679Z,30,63.3,54,34,,,
2017-11-07T11:01:11.674Z,,63.8,54,34.1,,,
2017-11-07T11:01:21.705Z,29,64.1,54,34.2,,,
2017-11-07T11:01:31.674Z,,64.4,54,34.3,,,
2017-11-07T11:01:41.694Z,,64.7,54,34.2,,,
2017-11-07T11:01:51.691Z,,65.1,54,34.3,,,
2017-11-07T11:02:01.687Z,0,62.6,54,34.2,,0,2
2017-11-07T11:02:11.678Z,,61.6,54,34.2,,,
2017-11-07T11:02:26.775Z,,60.4,54,34.2,,,
2017-11-07T11:02:31.675Z,,59.6,54,34.1,,,
2017-11-07T11:02:41.677Z,,58.8,54,34.3,,,
2017-11-07T11:02:51.725Z,,57.9,54,34.2,,,
2017-11-07T11:03:01.696Z,,57.3,54,34.3,,,
2017-11-07T11:03:11.703Z,,56.8,54,34.2,,,
2017-11-07T11:03:21.696Z,,56.2,54,34.2,,,
2017-11-07T11:03:31.672Z,,55.7,54,34.1,,,
2017-11-07T11:03:41.680Z,,55.3,54,34,,,
2017-11-07T11:03:51.702Z,,54.9,54,34,,,
2017-11-07T11:04:01.672Z,,54.6,54,34,,,
2017-11-07T11:04:11.702Z,,54.3,54,33.9,,,
2017-11-07T11:04:21.675Z,,53.9,54,33.8,,,
2017-11-07T11:04:31.680Z,42,56.5,54,33.8,,0,2
2017-11-07T11:04:41.909Z,32,58.1,54,33.8,,,
2017-11-07T11:04:51.669Z,29,58.2,54,33.8,,,
2017-11-07T11:05:01.685Z,,59.6,54,33.8,,,
2017-11-07T11:05:11.671Z,,60.2,54,33.9,,,
2017-11-07T11:05:21.685Z,,61.2,54,34,,,
2017-11-07T11:05:31.671Z,30,61.8,54,34,,,
2017-11-07T11:05:51.737Z,29,62.5,54,33.9,,,
2017-11-07T11:05:52.072Z,29,63.1,54,34,,,
2017-11-07T11:06:01.702Z,,63.4,54,33.8,,,
2017-11-07T11:06:16.797Z,,64,54,33.8,,,
2017-11-07T11:06:21.701Z,,64.2,54,34,,,
2017-11-07T11:06:31.723Z,,64.6,54,34.1,,,
2017-11-07T11:06:41.682Z,,64.9,54,34.1,,,
2017-11-07T11:06:51.679Z,0,62.7,54,34.1,,0,2
2017-11-07T11:07:01.685Z,,61.6,54,34.1,,,
2017-11-07T11:07:16.862Z,,60.8,54,34,,,
2017-11-07T11:07:21.670Z,,59.6,54,34,,,
2017-11-07T11:07:31.675Z,,58.8,54,34,,,
2017-11-07T11:07:41.677Z,,58.1,54,33.8,,,
2017-11-07T11:07:56.800Z,,57.4,54,33.8,,,
2017-11-07T11:08:01.678Z,,56.8,54,34,,,
2017-11-07T11:08:11.674Z,,56.3,54,34,,,
2017-11-07T11:08:21.681Z,,55.7,54,34,,,
2017-11-07T11:08:31.678Z,,55.3,54,34,,,
2017-11-07T11:08:41.676Z,,54.9,54,33.9,,,
2017-11-07T11:08:51.681Z,,54.6,54,33.8,,,
2017-11-07T11:09:01.673Z,,54.3,54,33.7,,,
2017-11-07T11:09:11.674Z,,53.9,54,33.7,,,
2017-11-07T11:09:21.687Z,,53.6,54,33.6,,,
2017-11-07T11:09:31.675Z,42,56.3,54,33.7,,0,2
2017-11-07T11:09:41.678Z,30,58,54,33.6,,,
2017-11-07T11:09:51.691Z,29,58.1,54,33.6,,,
2017-11-07T11:10:01.678Z,,59.4,54,33.7,,,
2017-11-07T11:10:11.693Z,,60,54,33.7,,,
2017-11-07T11:10:21.675Z,,60.8,54,33.8,,,
2017-11-07T11:10:31.674Z,,61.5,54,33.9,,,
2017-11-07T11:10:41.681Z,,62.1,54,33.9,,,
2017-11-07T11:10:51.682Z,30,62.8,54,33.9,,,
2017-11-07T11:11:01.686Z,29,63.3,54,34,,,
2017-11-07T11:11:11.950Z,,63.6,54,33.9,,,
2017-11-07T11:11:21.731Z,,64.1,54,33.9,,,
2017-11-07T11:11:31.697Z,,64.4,54,34,,,
2017-11-07T11:11:41.727Z,,64.7,54,33.9,,,
2017-11-07T11:11:51.724Z,,64.9,54,33.9,,,
2017-11-07T11:12:01.684Z,0,62.7,54,34,,0,2
2017-11-07T11:12:11.700Z,,61.6,54,34,,,
2017-11-07T11:12:21.695Z,,60.8,54,34,,,
2017-11-07T11:12:31.693Z,,59.6,54,34.1,,,
2017-11-07T11:12:41.710Z,,58.8,54,34,,,
2017-11-07T11:12:51.696Z,,58.1,54,34,,,
2017-11-07T11:13:01.708Z,,57.4,54,34,,,
2017-11-07T11:13:16.766Z,,56.8,54,33.9,,,
2017-11-07T11:13:21.679Z,,56.3,54,33.8,,,
2017-11-07T11:13:31.706Z,,55.7,54,33.7,,,
2017-11-07T11:13:41.711Z,,55.3,54,33.7,,,
2017-11-07T11:13:51.692Z,,54.9,54,33.7,,,
2017-11-07T11:14:01.679Z,,54.6,54,33.8,,,
2017-11-07T11:14:11.677Z,,54.1,54,33.8,,,
2017-11-07T11:14:21.678Z,,53.9,54,33.7,,,
2017-11-07T11:14:31.683Z,43,56,54,33.7,,0,2
2017-11-07T11:14:46.771Z,32,58,54,33.5,,,
2017-11-07T11:14:51.679Z,29,58.2,54,33.5,,,
2017-11-07T11:15:01.678Z,30,59.5,54,33.4,,,
2017-11-07T11:15:11.698Z,29,60.1,54,33.4,,,
2017-11-07T11:15:21.689Z,,60.9,54,33.6,,,
2017-11-07T11:15:31.692Z,,61.6,54,33.8,,,
2017-11-07T11:15:41.683Z,30,62.4,54,33.8,,,
2017-11-07T11:15:51.679Z,,62.9,54,33.8,,,
2017-11-07T11:16:01.687Z,29,63.3,54,33.9,,,
2017-11-07T11:16:11.686Z,,63.9,54,33.9,,,
2017-11-07T11:16:21.682Z,29,64.2,54,34,,,
2017-11-07T11:16:31.695Z,30,64.6,54,33.9,,,
2017-11-07T11:16:41.712Z,29,64.9,54,33.7,,,
2017-11-07T11:16:51.701Z,0,63.1,54,33.9,,0,2
2017-11-07T11:17:01.688Z,,61.8,54,33.8,,,
2017-11-07T11:17:11.689Z,,60.9,54,34,,,
2017-11-07T11:17:21.684Z,,59.8,54,33.8,,,
2017-11-07T11:17:31.686Z,,58.9,54,33.9,,,
2017-11-07T11:17:41.684Z,,58.2,54,34.1,,,
2017-11-07T11:17:51.680Z,,57.6,54,34.1,,,
2017-11-07T11:18:01.680Z,,56.9,54,34.1,,,
2017-11-07T11:18:11.690Z,,56.4,54,34,,,
2017-11-07T11:18:21.683Z,,55.9,54,33.6,,,
2017-11-07T11:18:36.873Z,,55.4,54,33.5,,,
2017-11-07T11:18:41.683Z,,55,54,33.5,,,
2017-11-07T11:18:51.684Z,,54.6,54,33.7,,,
2017-11-07T11:19:06.778Z,,54.3,54,33.7,,,
2017-11-07T11:19:11.684Z,,53.9,54,33.7,,,
2017-11-07T11:19:26.873Z,,53.7,54,33.6,,,
2017-11-07T11:19:31.694Z,43,55.7,54,33.5,,0,2
2017-11-07T11:19:46.796Z,30,58,54,33.4,,,
2017-11-07T11:19:56.825Z,29,58.1,54,33.4,,,
2017-11-07T11:20:01.682Z,,59.5,54,33.5,,,
2017-11-07T11:20:11.702Z,,60.1,54,33.6,,,
2017-11-07T11:20:27.001Z,,61.1,54,33.8,,,
2017-11-07T11:20:36.886Z,,61.8,54,33.8,,,
2017-11-07T11:20:46.806Z,30,62.2,54,34,,,
2017-11-07T11:20:56.959Z,29,62.8,54,34.1,,,
2017-11-07T11:21:06.786Z,,63.3,54,34.1,,,
2017-11-07T11:21:16.885Z,,63.8,54,34.3,,,
2017-11-07T11:21:26.885Z,,64.1,54,34,,,
2017-11-07T11:21:36.788Z,,64.5,54,34,,,
2017-11-07T11:21:46.878Z,,64.8,54,34.1,,,
2017-11-07T11:21:51.699Z,0,64.7,54,34,,0,2
2017-11-07T11:22:06.779Z,,61.9,54,34.1,,,
2017-11-07T11:22:16.880Z,,61.3,54,34.2,,,
2017-11-07T11:22:26.885Z,,59.9,54,34.1,,,
2017-11-07T11:22:36.877Z,,59.1,54,34.1,,,
2017-11-07T11:22:41.717Z,,58.4,54,34.2,,,
2017-11-07T11:22:56.878Z,,57.7,54,34.2,,,
2017-11-07T11:23:01.690Z,,56.9,54,34.1,,,
2017-11-07T11:23:11.693Z,,56.4,54,34,,,
2017-11-07T11:23:26.878Z,,55.9,54,34.1,,,
2017-11-07T11:23:36.793Z,,55.4,54,33.9,,,
2017-11-07T11:23:41.690Z,,54.9,54,33.7,,,
2017-11-07T11:23:51.690Z,,54.6,54,33.7,,,
2017-11-07T11:24:01.693Z,,54.3,54,33.6,,,
2017-11-07T11:24:11.706Z,,53.9,54,33.5,,,
2017-11-07T11:24:21.687Z,,53.6,54,33.4,,,
2017-11-07T11:24:31.695Z,42,55.6,54,33.4,,0,2
2017-11-07T11:24:41.687Z,31,57.9,54,33.3,,,
2017-11-07T11:24:51.688Z,29,58.2,54,33.5,,,
2017-11-07T11:25:06.751Z,,59.4,54,33.5,,,
2017-11-07T11:25:16.800Z,,60,54,33.6,,,
2017-11-07T11:25:21.704Z,,60.8,54,33.7,,,
2017-11-07T11:25:31.682Z,29,61.5,54,33.7,,,
2017-11-07T11:25:41.727Z,,62.1,54,33.7,,,
2017-11-07T11:25:51.701Z,,62.6,54,33.7,,,
2017-11-07T11:26:01.689Z,,63.2,54,33.7,,,
2017-11-07T11:26:16.804Z,,63.5,54,33.8,,,
2017-11-07T11:26:21.708Z,,64,54,33.8,,,
2017-11-07T11:26:31.685Z,,64.2,54,33.8,,,
2017-11-07T11:26:41.693Z,,64.6,54,33.9,,,
2017-11-07T11:26:51.687Z,,64.8,54,34,,,
2017-11-07T11:27:01.687Z,0,64.9,54,34,,0,2
2017-11-07T11:27:11.683Z,,62.1,54,34,,,
2017-11-07T11:27:21.684Z,,61.3,54,34.2,,,
2017-11-07T11:27:31.689Z,,60.1,54,34.1,,,
2017-11-07T11:27:41.742Z,,59.1,54,34.1,,,
2017-11-07T11:27:51.742Z,,58.3,54,34,,,
2017-11-07T11:28:01.755Z,,57.6,54,34.1,,,
2017-11-07T11:28:11.758Z,,56.9,54,34.1,,,
2017-11-07T11:28:21.775Z,,56.3,54,33.9,,,
2017-11-07T11:28:31.705Z,,55.7,54,33.9,,,
2017-11-07T11:28:41.687Z,,55.2,54,33.7,,,
2017-11-07T11:28:51.702Z,,54.8,54,33.7,,,
2017-11-07T11:29:01.688Z,,54.4,54,33.6,,,
2017-11-07T11:29:11.702Z,,53.9,54,33.7,,,
2017-11-07T11:29:21.687Z,,53.7,54,33.7,,,
2017-11-07T11:29:31.687Z,42,55.7,54,33.8,,0,2
2017-11-07T11:29:41.692Z,29,58,54,33.6,,,
2017-11-07T11:29:51.690Z,29,58,54,33.7,,,
2017-11-07T11:30:01.722Z,29,59.4,54,33.6,,,
2017-11-07T11:30:11.762Z,,60,54,33.8,,,
2017-11-07T11:30:21.688Z,,60.7,54,33.7,,,
2017-11-07T11:30:31.737Z,29,61.4,54,33.6,,,
2017-11-07T11:30:41.733Z,30,62,54,33.6,,,
2017-11-07T11:30:51.694Z,29,62.5,54,33.7,,,
2017-11-07T11:31:01.698Z,29,63.1,54,33.7,,,
2017-11-07T11:31:11.690Z,,63.4,54,33.9,,,
2017-11-07T11:31:21.690Z,,63.8,54,34,,,
2017-11-07T11:31:31.686Z,30,63.9,54,33.8,,,
2017-11-07T11:31:41.702Z,29,64.2,54,33.8,,,
2017-11-07T11:31:51.694Z,,64.5,54,33.9,,,
2017-11-07T11:32:01.690Z,,64.7,54,33.9,,,
2017-11-07T11:32:11.717Z,30,64.9,54,34,,,
2017-11-07T11:32:21.695Z,0,65.1,54,33.9,,0,2
2017-11-07T11:32:31.775Z,,62.4,54,34,,,
2017-11-07T11:32:41.694Z,,61.4,54,34.2,,,
2017-11-07T11:32:51.783Z,,60.1,54,34.1,,,
2017-11-07T11:33:01.700Z,,59.1,54,34,,,
2017-11-07T11:33:11.697Z,,58.4,54,34.2,,,
2017-11-07T11:33:21.690Z,,57.7,54,34.3,,,
2017-11-07T11:33:31.695Z,,56.9,54,34.3,,,
2017-11-07T11:33:41.692Z,,56.3,54,34.2,,,
2017-11-07T11:33:51.717Z,,55.7,,,,,
2017-11-07T11:34:01.691Z,,55.2,54,34,,,
2017-11-07T11:34:11.691Z,,54.8,54,34,,,
2017-11-07T11:34:21.690Z,,54.4,54,34,,,
2017-11-07T11:34:31.694Z,42,56.4,54,34.1,,0,2
2017-11-07T11:34:41.703Z,31,58.4,54,33.9,,,
2017-11-07T11:34:51.699Z,30,58.5,54,34,,,
2017-11-07T11:35:01.700Z,29,59.7,54,33.9,,,
2017-11-07T11:35:11.690Z,,60.4,54,34,,,
2017-11-07T11:35:21.698Z,30,61.2,54,33.9,,,
2017-11-07T11:35:31.705Z,29,61.9,54,33.8,,,
2017-11-07T11:35:41.697Z,,62.2,54,33.9,,,
2017-11-07T11:35:56.799Z,30,62.8,54,34,,,
2017-11-07T11:36:01.703Z,29,63.2,54,34.2,,,
2017-11-07T11:36:11.694Z,30,63.6,54,34.3,,,
2017-11-07T11:36:21.699Z,29,64,54,34,,,
2017-11-07T11:36:31.703Z,,64.2,54,34.1,,,
2017-11-07T11:36:41.695Z,,64.5,54,34.1,,,
2017-11-07T11:36:51.706Z,,64.8,54,34.1,,,
2017-11-07T11:37:01.692Z,0,64.9,54,34.1,,0,2
2017-11-07T11:37:11.705Z,,62.2,54,34.1,,,
2017-11-07T11:37:21.749Z,,61.3,54,34.3,,,
2017-11-07T11:37:31.748Z,,60.1,54,34.3,,,
2017-11-07T11:37:41.693Z,,59.1,54,34.2,,,
2017-11-07T11:37:56.809Z,,58.4,54,34.3,,,
2017-11-07T11:38:01.706Z,,57.7,54,34.4,,,
2017-11-07T11:38:11.758Z,,56.9,54,34.2,,,
2017-11-07T11:38:21.726Z,,56.4,54,34.1,,,
2017-11-07T11:38:31.704Z,,55.9,54,34,,,
2017-11-07T11:38:41.700Z,,55.3,54,33.8,,,
2017-11-07T11:38:51.722Z,,54.9,54,33.8,,,
2017-11-07T11:39:01.698Z,,54.5,54,33.8,,,
2017-11-07T11:39:11.735Z,,54,54,33.7,,,
2017-11-07T11:39:21.724Z,,53.7,54,33.6,,,
2017-11-07T11:39:31.719Z,43,55.9,54,33.6,,0,2
2017-11-07T11:39:41.695Z,30,58,54,33.7,,,
2017-11-07T11:39:51.690Z,29,58,54,33.6,,,
2017-11-07T11:40:01.712Z,,59.3,54,33.7,,,
2017-11-07T11:40:11.699Z,,59.9,54,33.8,,,
2017-11-07T11:40:21.695Z,,60.6,54,34,,,
2017-11-07T11:40:31.695Z,,61.3,54,33.9,,,
2017-11-07T11:40:41.705Z,,61.9,54,33.8,,,
2017-11-07T11:40:51.697Z,,62.4,54,33.8,,,
2017-11-07T11:41:01.696Z,,62.8,54,33.7,,,
2017-11-07T11:41:11.695Z,29,63.3,54,33.8,,,
2017-11-07T11:41:21.692Z,30,63.6,54,34,,,
2017-11-07T11:41:31.698Z,29,63.9,54,34,,,
2017-11-07T11:41:41.720Z,29,64.1,54,33.9,,,
2017-11-07T11:41:51.704Z,,64.4,54,34,,,
2017-11-07T11:42:01.716Z,30,64.7,54,34.1,,,
2017-11-07T11:42:16.800Z,29,64.9,54,34.1,,,
2017-11-07T11:42:21.701Z,0,63.4,54,34.3,,0,2
2017-11-07T11:42:31.741Z,,61.6,54,34.5,,,
2017-11-07T11:42:46.929Z,,60.7,54,34.2,,,
2017-11-07T11:42:56.841Z,,59.6,54,34.3,,,
2017-11-07T11:43:06.859Z,,58.7,54,34.2,,,
2017-11-07T11:43:16.802Z,,58,54,34.1,,,
2017-11-07T11:43:26.901Z,,57.2,54,34,,,
2017-11-07T11:43:36.806Z,,56.6,54,34,,,
2017-11-07T11:43:41.712Z,,56,54,34.1,,,
2017-11-07T11:43:51.698Z,,55.4,,,,,
2017-11-07T11:44:01.711Z,,54.9,54,34,,,
2017-11-07T11:44:11.706Z,,54.5,54,34,,,
2017-11-07T11:44:21.697Z,,54,54,33.9,,,
2017-11-07T11:44:31.719Z,44,55.5,54,33.8,,0,2
2017-11-07T11:44:41.697Z,31,58.1,54,33.8,,,
2017-11-07T11:44:51.721Z,29,58.1,54,33.8,,,
2017-11-07T11:45:06.777Z,,59.4,54,33.7,,,
2017-11-07T11:45:11.733Z,29,60,54,33.8,,,
2017-11-07T11:45:21.771Z,,60.7,54,33.9,,,
2017-11-07T11:45:36.942Z,,61.4,54,33.9,,,
2017-11-07T11:45:41.745Z,,62,54,34.1,,,
2017-11-07T11:45:51.792Z,,62.5,,,,,
2017-11-07T11:46:01.813Z,,62.9,54,34,,,
2017-11-07T11:46:11.796Z,29,63.3,54,34.1,,,
2017-11-07T11:46:21.785Z,30,63.6,54,34.1,,,
2017-11-07T11:46:31.791Z,29,64,54,33.9,,,
2017-11-07T11:46:41.788Z,30,64.2,54,33.9,,,
2017-11-07T11:46:51.735Z,29,64.5,54,34,,,
2017-11-07T11:47:01.744Z,,64.7,54,34,,,
2017-11-07T11:47:11.727Z,30,64.9,54,34.1,,,
2017-11-07T11:47:21.726Z,0,63.4,54,34.2,,0,2
2017-11-07T11:47:31.739Z,,61.6,54,34.2,,,
2017-11-07T11:47:41.735Z,,60.7,54,34.2,,,
2017-11-07T11:47:51.793Z,,59.5,,,,,
2017-11-07T11:48:01.789Z,,58.7,54,34.1,,,
2017-11-07T11:48:11.727Z,,57.8,54,34.1,,,
2017-11-07T11:48:21.742Z,,57.1,54,34.2,,,
2017-11-07T11:48:31.778Z,,56.5,54,34.2,,,
2017-11-07T11:48:41.747Z,,55.9,54,34,,,
2017-11-07T11:48:51.734Z,,55.4,,,,,
2017-11-07T11:49:01.729Z,,54.9,54,34,,,
2017-11-07T11:49:11.735Z,,54.5,54,33.9,,,
2017-11-07T11:49:21.721Z,,54,54,33.9,,,
2017-11-07T11:49:31.749Z,43,56.2,54,34.1,,0,2
2017-11-07T11:49:41.721Z,31,58.2,54,33.7,,,
2017-11-07T11:49:51.728Z,29,,54,33.6,,,
2017-11-07T11:50:01.780Z,,59.5,54,33.7,,,
2017-11-07T11:50:11.761Z,,60.1,54,33.7,,,
2017-11-07T11:50:21.758Z,,60.8,54,33.8,,,
2017-11-07T11:50:31.766Z,30,61.4,,,,,
2017-11-07T11:50:41.770Z,29,62,54,33.7,,,
2017-11-07T11:50:51.727Z,,62.5,54,33.7,,,
2017-11-07T11:51:01.767Z,,62.9,54,33.6,,,
2017-11-07T11:51:16.761Z,29,63.3,54,33.7,,,
2017-11-07T11:51:21.713Z,30,63.6,54,34,,,
2017-11-07T11:51:31.788Z,,64,54,34,,,
2017-11-07T11:51:46.826Z,29,64.2,54,34.1,,,
2017-11-07T11:51:56.792Z,,64.5,54,34,,,
2017-11-07T11:52:01.780Z,,64.7,54,34,,,
2017-11-07T11:52:11.706Z,,65.1,54,34,,,
2017-11-07T11:52:21.719Z,0,62.5,54,34,,0,2
2017-11-07T11:52:31.718Z,,61.4,54,34,,,
2017-11-07T11:52:41.712Z,,60.4,54,34.1,,,
2017-11-07T11:52:51.716Z,,59.3,,,,,
2017-11-07T11:53:01.735Z,,58.5,54,34.2,,,
2017-11-07T11:53:11.705Z,,57.7,54,34.2,,,
2017-11-07T11:53:21.706Z,,57,54,34.1,,,
2017-11-07T11:53:31.704Z,,56.4,54,34,,,
2017-11-07T11:53:41.702Z,,55.9,54,33.8,,,
2017-11-07T11:53:51.705Z,,55.3,,,,,
2017-11-07T11:54:01.708Z,,54.9,54,33.9,,,
2017-11-07T11:54:11.700Z,,54.5,54,33.8,,,
2017-11-07T11:54:21.700Z,,54.1,54,33.8,,,
2017-11-07T11:54:31.715Z,44,55.6,54,33.8,,0,2
2017-11-07T11:54:41.702Z,31,58.3,54,33.8,,,
2017-11-07T11:54:51.717Z,29,,54,33.8,,,
2017-11-07T11:55:01.742Z,30,59.6,54,33.8,,,
2017-11-07T11:55:11.734Z,29,60.2,54,33.9,,,
2017-11-07T11:55:26.765Z,,60.9,54,33.7,,,
2017-11-07T11:55:31.716Z,,61.6,54,33.8,,,
2017-11-07T11:55:41.738Z,,62.1,54,33.8,,,
2017-11-07T11:55:51.733Z,30,62.7,54,33.8,,,
2017-11-07T11:56:01.709Z,29,63.1,54,34,,,
2017-11-07T11:56:11.710Z,,63.5,54,34,,,
2017-11-07T11:56:21.714Z,,63.9,54,34.1,,,
2017-11-07T11:56:31.781Z,29,64.1,54,34,,,
2017-11-07T11:56:41.701Z,,64.5,54,34,,,
2017-11-07T11:56:51.965Z,,,54,34.1,,,
2017-11-07T11:57:01.707Z,,64.9,54,34.1,,,
2017-11-07T11:57:11.711Z,0,63.1,54,34.1,61,0,2
2017-11-07T11:57:21.712Z,,61.5,54,34.2,,,
2017-11-07T11:57:31.704Z,,60.7,54,34.2,,,
2017-11-07T11:57:41.710Z,,59.5,,,,,
2017-11-07T11:57:51.720Z,,58.7,54,34.1,,,
2017-11-07T11:58:01.709Z,,58,54,34,,,
2017-11-07T11:58:11.717Z,,57.2,54,34,,,
2017-11-07T11:58:21.718Z,,56.6,54,34.1,,,
2017-11-07T11:58:31.716Z,,56.1,54,33.9,,,
2017-11-07T11:58:41.718Z,,55.6,54,33.9,,,
2017-11-07T11:58:51.710Z,,,54,33.9,,,
2017-11-07T11:59:01.713Z,,54.7,54,33.8,,,
2017-11-07T11:59:11.707Z,,54.4,54,33.8,,,
2017-11-07T11:59:21.718Z,,54,54,33.8,,,
2017-11-07T11:59:31.768Z,43,55.6,,,,0,2
2017-11-07T11:59:41.716Z,31,58.2,54,33.9,,,
2017-11-07T11:59:51.711Z,,,54,33.9,,,
2017-11-07T12:00:01.705Z,29,59.6,54,33.8,,,
2017-11-07T12:00:11.713Z,,60.4,54,33.8,,,
2017-11-07T12:00:21.757Z,29,61.1,,,,,
2017-11-07T12:00:31.736Z,,61.8,54,33.8,,,
2017-11-07T12:00:41.732Z,,62.4,54,33.7,,,
2017-11-07T12:00:51.731Z,30,62.9,,,,,
2017-11-07T12:01:01.754Z,29,63.4,54,34,,,
2017-11-07T12:01:11.741Z,,63.8,,,,,
2017-11-07T12:01:21.728Z,,64.1,54,34,,,
2017-11-07T12:01:31.722Z,,64.5,54,33.9,,,
2017-11-07T12:01:41.719Z,,,54,33.9,,,
2017-11-07T12:01:56.811Z,0,64.9,,,,0,2
2017-11-07T12:02:01.798Z,,62.1,54,33.8,,,
2017-11-07T12:02:11.755Z,,61.3,54,34,,,
2017-11-07T12:02:21.751Z,,60.1,54,34,,,
2017-11-07T12:02:31.712Z,,59.1,54,34.2,,,
2017-11-07T12:02:41.725Z,,58.4,54,34.2,,,
2017-11-07T12:02:51.721Z,,57.7,,,,,
2017-11-07T12:03:01.831Z,,57,54,34,,,
2017-11-07T12:03:11.714Z,,56.5,,,,,
2017-11-07T12:03:21.707Z,,56,54,33.9,,,
2017-11-07T12:03:31.704Z,,55.4,54,33.8,,,
2017-11-07T12:03:41.713Z,,55,54,33.7,,,
2017-11-07T12:03:51.744Z,,54.7,,,,,
2017-11-07T12:04:01.708Z,,54.4,54,33.6,,,
2017-11-07T12:04:11.707Z,,54,54,33.8,,,
