Time,HwTSet,PrimTSet,HwTOutlet,ActPow,HwActive,ChActive,PrimT
2017-11-01T00:00:11.408Z,54,,38.4,,,,52.9
2017-11-01T00:00:16.304Z,54,,38.4,,,,52.6
2017-11-01T00:00:26.304Z,54,,38.4,43,0,2,54.1
2017-11-01T00:00:41.405Z,54,,38.3,30,,,57
2017-11-01T00:00:46.306Z,54,,38.3,29,,,57
2017-11-01T00:00:56.304Z,54,,38.4,,,,58.4
2017-11-01T00:01:06.311Z,54,,38.4,,,,59.4
2017-11-01T00:01:16.310Z,54,,38.5,30,,,60.2
2017-11-01T00:01:26.311Z,54,,38.6,29,,,61.2
2017-11-01T00:01:36.305Z,54,,38.7,30,,,62
2017-11-01T00:01:51.405Z,54,,38.8,29,,,63.1
2017-11-01T00:01:56.307Z,54,,38.9,,,,63.5
2017-11-01T00:02:06.308Z,54,,39.1,29,,,64.1
2017-11-01T00:02:16.305Z,54,,39.2,,,,64.8
2017-11-01T00:02:26.322Z,54,,39.3,0,0,2,62.8
2017-11-01T00:02:36.312Z,54,,39.4,,,,61.9
2017-11-01T00:02:46.312Z,54,,39.5,,,,61.4
2017-11-01T00:02:56.403Z,54,,39.6,,,,59.9
2017-11-01T00:03:11.411Z,54,,39.7,,,,59.5
2017-11-01T00:03:16.308Z,54,,39.8,,,,58.7
2017-11-01T00:03:26.311Z,54,,39.8,,,,57.9
2017-11-01T00:03:41.413Z,54,,39.9,,,,57.3
2017-11-01T00:03:51.496Z,54,,39.9,,,,56.7
2017-11-01T00:03:56.308Z,54,,39.9,,,,56.2
2017-11-01T00:04:11.417Z,54,,39.9,,,,55.6
2017-11-01T00:04:16.308Z,54,,39.9,,,,54.9
2017-11-01T00:04:31.409Z,54,,39.8,,,,54.6
2017-11-01T00:04:36.309Z,54,,39.8,,,,54.1
2017-11-01T00:04:51.418Z,54,,39.8,,,,53.7
2017-11-01T00:04:56.308Z,54,,39.7,,,,53.4
2017-11-01T00:05:11.503Z,54,,39.7,,,,53
2017-11-01T00:05:21.498Z,54,,39.7,,,,52.8
2017-11-01T00:05:31.498Z,54,,39.6,42,0,2,55
2017-11-01T00:05:41.600Z,54,,39.6,32,,,57.1
2017-11-01T00:05:51.410Z,54,,39.6,29,,,
2017-11-01T00:05:56.311Z,54,,39.6,,,,59
2017-11-01T00:06:11.419Z,54,,39.6,30,,,59.7
2017-11-01T00:06:16.311Z,54,,39.7,30,,,60.6
2017-11-01T00:06:26.318Z,54,,39.8,29,,,61.5
2017-11-01T00:06:36.311Z,54,,39.9,,,,62.4
2017-11-01T00:06:46.563Z,54,,40.1,,,,63.2
2017-11-01T00:06:56.312Z,54,,40.2,30,,,64
2017-11-01T00:07:06.309Z,54,,40.3,29,,,64.5
2017-11-01T00:07:16.312Z,54,,40.4,0,0,2,64.8
2017-11-01T00:07:26.312Z,54,,40.5,,,,62.5
2017-11-01T00:07:36.310Z,54,,40.6,,,,61.9
2017-11-01T00:07:46.310Z,54,,40.7,,,,60.8
2017-11-01T00:07:56.311Z,54,,40.7,,,,59.9
2017-11-01T00:08:11.502Z,54,,40.7,,,,58.9
2017-11-01T00:08:16.312Z,54,,40.7,,,,58.4
2017-11-01T00:08:31.502Z,54,,40.8,,,,57.8
2017-11-01T00:08:41.502Z,54,,40.8,,,,56.9
2017-11-01T00:08:46.313Z,54,,40.8,,,,56.5
2017-11-01T00:09:01.402Z,54,,40.8,,,,55.9
2017-11-01T00:09:11.502Z,54,,40.8,,,,55.4
2017-11-01T00:09:21.503Z,54,,40.8,,,,54.9
2017-11-01T00:09:31.503Z,54,,40.7,,,,54.5
2017-11-01T00:09:41.504Z,54,,40.7,,,,53.9
2017-11-01T00:09:51.415Z,54,,40.7,,,,53.6
2017-11-01T00:09:56.309Z,54,,40.7,,,,53.3
2017-11-01T00:10:06.310Z,54,,40.6,,,,52.9
2017-11-01T00:10:21.411Z,54,,40.6,,,,52.7
2017-11-01T00:10:26.312Z,54,,40.5,43,0,2,54.3
2017-11-01T00:10:36.312Z,54,,40.5,30,,,57.1
2017-11-01T00:10:46.312Z,54,,40.5,29,,,57
2017-11-01T00:10:56.311Z,54,,40.5,,,,58.5
2017-11-01T00:11:06.314Z,54,,40.5,,,,59.5
2017-11-01T00:11:16.310Z,54,,40.6,29,,,60.4
2017-11-01T00:11:26.316Z,54,,40.6,,,,61.2
2017-11-01T00:11:36.316Z,54,,40.7,29,,,62.1
2017-11-01T00:11:46.312Z,54,,40.8,30,,,62.7
2017-11-01T00:11:56.313Z,54,,40.9,29,,,63.3
2017-11-01T00:12:06.476Z,54,,41.1,,,,64
2017-11-01T00:12:16.317Z,54,,41.2,,,,64.4
2017-11-01T00:12:26.314Z,54,,41.3,,,,64.8
2017-11-01T00:12:36.317Z,54,,41.4,0,0,2,62.8
2017-11-01T00:12:46.316Z,54,,41.5,,,,61.8
2017-11-01T00:12:56.316Z,54,,41.6,,,,60.8
2017-11-01T00:13:06.316Z,54,,41.6,,,,59.7
2017-11-01T00:13:21.508Z,54,,41.7,,,,58.8
2017-11-01T00:13:26.313Z,54,,41.7,,,,57.9
2017-11-01T00:13:41.430Z,54,,41.7,,,,56.9
2017-11-01T00:13:51.412Z,54,,41.7,,,,56.4
2017-11-01T00:13:56.316Z,54,,41.7,,,,55.6
2017-11-01T00:14:06.315Z,54,,41.7,,,,54.9
2017-11-01T00:14:16.317Z,54,,41.6,,,,54.3
2017-11-01T00:14:26.322Z,54,,41.6,,,,53.7
2017-11-01T00:14:36.320Z,54,,41.5,,,,53.1
2017-11-01T00:14:46.320Z,54,,41.5,,,,52.7
2017-11-01T00:14:56.319Z,54,,41.4,,,,52.1
2017-11-01T00:15:06.325Z,54,,41.3,,,,51.7
2017-11-01T00:15:16.322Z,54,,41.3,,,,51.3
2017-11-01T00:15:26.314Z,54,,41.2,42,0,2,53.5
2017-11-01T00:15:36.330Z,54,,41.1,33,,,55.5
2017-11-01T00:15:51.500Z,54,,41.1,29,,,55.6
2017-11-01T00:15:56.317Z,54,,40.9,,,,57.1
2017-11-01T00:16:06.317Z,54,,40.9,,,,58
2017-11-01T00:16:16.316Z,54,,41.1,,,,58.7
2017-11-01T00:16:26.316Z,54,,41.2,,,,59.5
2017-11-01T00:16:36.323Z,54,,41.3,30,,,60.1
2017-11-01T00:16:46.320Z,54,,41.4,29,,,60.7
2017-11-01T00:16:56.321Z,54,,41.5,,,,61.3
2017-11-01T00:17:06.319Z,54,,41.5,30,,,61.8
2017-11-01T00:17:16.322Z,54,,41.6,30,,,62.2
2017-11-01T00:17:26.318Z,54,,41.7,29,,,62.6
2017-11-01T00:17:36.324Z,54,,41.8,,,,63.1
2017-11-01T00:17:46.315Z,54,,41.8,,,,63.4
2017-11-01T00:17:56.445Z,54,,41.9,,,,63.6
2017-11-01T00:18:06.316Z,54,,42,,,,64
2017-11-01T00:18:16.319Z,54,,42.1,,,,64.2
2017-11-01T00:18:26.325Z,54,,42.1,,,,64.5
2017-11-01T00:18:36.325Z,54,,42.2,,,,64.7
2017-11-01T00:18:46.320Z,54,,42.3,,,,64.8
2017-11-01T00:18:56.326Z,54,,42.3,30,,,65.1
2017-11-01T00:19:06.321Z,54,,42.4,0,0,2,62.6
2017-11-01T00:19:16.317Z,54,,42.5,,,,60.9
2017-11-01T00:19:26.321Z,54,,42.6,,,,59.8
2017-11-01T00:19:36.316Z,54,,42.6,,,,58.7
2017-11-01T00:19:46.317Z,54,,42.7,,,,57.9
2017-11-01T00:19:56.317Z,54,,42.7,,,,56.8
2017-11-01T00:20:06.316Z,54,,42.6,,,,55.9
2017-11-01T00:20:16.319Z,54,,42.6,,,,55.2
2017-11-01T00:20:26.318Z,54,,42.5,43,0,2,56.4
2017-11-01T00:20:41.423Z,54,,42.4,33,,,58.6
2017-11-01T00:20:46.318Z,54,,42.4,29,,,58.3
2017-11-01T00:20:56.316Z,54,,42.3,,,,59.5
2017-11-01T00:21:06.322Z,54,,42.3,,,,60
2017-11-01T00:21:16.317Z,54,,42.4,,,,60.7
2017-11-01T00:21:26.317Z,54,,42.4,,,,61.3
2017-11-01T00:21:36.327Z,54,,42.5,,,,62
2017-11-01T00:21:46.318Z,54,,42.6,,,,62.5
2017-11-01T00:21:56.319Z,54,,42.6,,,,63.1
2017-11-01T00:22:06.319Z,54,,42.7,,,,63.4
2017-11-01T00:22:16.319Z,54,,42.7,,,,64
2017-11-01T00:22:26.320Z,54,,42.8,,,,64.2
2017-11-01T00:22:36.323Z,54,,42.9,,,,64.6
2017-11-01T00:22:46.321Z,54,,43,30,,,65.1
2017-11-01T00:22:56.324Z,54,,43.1,0,0,2,62.7
2017-11-01T00:23:06.320Z,54,,43.2,,,,61.5
2017-11-01T00:23:16.448Z,54,,43.2,,,,60.6
2017-11-01T00:23:26.322Z,54,,43.3,,,,59.4
2017-11-01T00:23:36.322Z,54,,43.3,,,,58.6
2017-11-01T00:23:51.422Z,54,,43.3,,,,57.7
2017-11-01T00:23:56.317Z,54,,43.2,,,,56.9
2017-11-01T00:24:06.318Z,54,,43.2,,,,56.3
2017-11-01T00:24:16.323Z,54,,43.2,,,,55.6
2017-11-01T00:24:26.323Z,54,,43.1,,,,54.9
2017-11-01T00:24:36.324Z,54,,43,,,,54.5
2017-11-01T00:24:46.396Z,54,,43,,,,53.9
2017-11-01T00:24:56.325Z,54,,42.9,,,,53.5
2017-11-01T00:25:06.319Z,54,,42.9,,,,53.1
2017-11-01T00:25:16.321Z,54,,42.8,,,,52.7
2017-11-01T00:25:31.423Z,54,,42.7,43,0,2,54.4
2017-11-01T00:25:36.329Z,54,,42.7,31,,,57
2017-11-01T00:25:46.325Z,54,,42.6,30,,,57
2017-11-01T00:25:56.325Z,54,,42.5,29,,,58.4
2017-11-01T00:26:06.326Z,54,,42.5,,,,59.3
2017-11-01T00:26:16.320Z,54,,42.5,,,,60
2017-11-01T00:26:26.324Z,54,,42.5,30,,,61.1
2017-11-01T00:26:36.327Z,54,,42.5,29,,,61.6
2017-11-01T00:26:46.320Z,54,,42.5,30,,,62.2
2017-11-01T00:26:56.320Z,54,,42.6,29,,,62.9
2017-11-01T00:27:06.324Z,54,,42.6,,,,63.4
2017-11-01T00:27:16.322Z,54,,42.7,,,,64
2017-11-01T00:27:26.321Z,54,,42.8,,,,64.4
2017-11-01T00:27:36.323Z,54,,42.9,,,,64.8
2017-11-01T00:27:46.325Z,54,,43,0,0,2,63.5
2017-11-01T00:27:56.327Z,54,,43,,,,61.8
2017-11-01T00:28:06.325Z,54,,43.1,,,,60.9
2017-11-01T00:28:16.327Z,54,,43.2,,,,59.8
2017-11-01T00:28:26.326Z,54,,43.2,,,,58.8
2017-11-01T00:28:36.330Z,54,,43.2,,,,58.1
2017-11-01T00:28:46.323Z,54,,43.2,,,,57.3
2017-11-01T00:28:56.328Z,54,,43.1,,,,56.6
2017-11-01T00:29:06.326Z,54,,43.1,,,,55.9
2017-11-01T00:29:16.328Z,54,,43,,,,55.3
2017-11-01T00:29:26.325Z,54,,43,,,,54.8
2017-11-01T00:29:36.326Z,54,,42.9,,,,54.3
2017-11-01T00:29:46.321Z,54,,42.9,,,,53.7
2017-11-01T00:29:56.322Z,54,,42.8,,,,53.3
2017-11-01T00:30:06.323Z,54,,42.7,,,,52.9
2017-11-01T00:30:16.332Z,54,,42.6,,,,52.6
2017-11-01T00:30:26.329Z,54,,42.6,44,0,2,54.3
2017-11-01T00:30:36.324Z,54,,42.5,32,,,56.8
2017-11-01T00:30:46.330Z,54,,42.4,29,,,57
2017-11-01T00:30:56.324Z,54,,42.4,30,,,58.4
2017-11-01T00:31:06.323Z,54,,42.4,29,,,59.3
2017-11-01T00:31:16.331Z,54,,42.4,,,,60.1
2017-11-01T00:31:26.328Z,54,,42.4,,,,61.1
2017-11-01T00:31:36.331Z,54,,42.5,,,,61.6
2017-11-01T00:31:46.321Z,54,,42.5,,,,62.4
2017-11-01T00:31:56.331Z,54,,42.6,,,,63.1
2017-11-01T00:32:06.324Z,54,,42.7,,,,63.5
2017-11-01T00:32:16.327Z,54,,42.8,,,,64
2017-11-01T00:32:26.332Z,54,,42.9,,,,64.5
2017-11-01T00:32:36.329Z,54,,43,,,,64.9
2017-11-01T00:32:46.327Z,54,,43,0,0,2,62.7
2017-11-01T00:32:56.325Z,54,,43.1,,,,61.6
2017-11-01T00:33:11.433Z,54,,43.1,,,,60.8
2017-11-01T00:33:16.330Z,54,,43.1,,,,59.6
2017-11-01T00:33:26.332Z,54,,43.2,,,,58.7
2017-11-01T00:33:36.335Z,54,,43.1,,,,57.8
2017-11-01T00:33:46.328Z,54,,43.1,,,,57.1
2017-11-01T00:33:56.324Z,54,,43.1,,,,56.4
2017-11-01T00:34:06.325Z,54,,43.1,,,,55.7
2017-11-01T00:34:16.331Z,54,,43,,,,55.1
2017-11-01T00:34:26.336Z,54,,43,,,,54.6
2017-11-01T00:34:36.333Z,54,,42.9,,,,53.9
2017-11-01T00:34:46.325Z,54,,42.9,,,,53.6
2017-11-01T00:34:56.335Z,54,,42.9,,,,53.2
2017-11-01T00:35:06.327Z,54,,42.9,,,,52.8
2017-11-01T00:35:16.326Z,54,,42.8,,,,52.3
2017-11-01T00:35:26.335Z,54,,42.8,43,0,2,54.1
2017-11-01T00:35:36.339Z,54,,42.7,33,,,56.7
2017-11-01T00:35:46.327Z,54,,42.6,29,,,
2017-11-01T00:35:56.330Z,54,,42.5,30,,,58.2
2017-11-01T00:36:06.328Z,54,,42.5,29,,,59.1
2017-11-01T00:36:16.326Z,54,,42.5,,,,60
2017-11-01T00:36:26.326Z,54,,42.5,,,,60.7
2017-11-01T00:36:36.326Z,54,,42.6,,,,61.4
2017-11-01T00:36:46.327Z,54,,42.6,29,,,62
2017-11-01T00:36:56.335Z,54,,42.6,,,,62.6
2017-11-01T00:37:06.326Z,54,,42.7,,,,63.2
2017-11-01T00:37:16.327Z,54,,42.7,,,,63.6
2017-11-01T00:37:26.328Z,54,,42.7,29,,,64
2017-11-01T00:37:36.332Z,54,,42.8,,,,64.4
2017-11-01T00:37:46.327Z,54,,42.8,,,,64.7
2017-11-01T00:37:56.336Z,54,,42.9,0,0,2,64.9
2017-11-01T00:38:06.328Z,54,,43,,,,62.4
2017-11-01T00:38:16.327Z,54,,43.1,,,,61.3
2017-11-01T00:38:26.331Z,54,,43.2,,,,59.9
2017-11-01T00:38:36.328Z,54,,43.2,,,,58.8
2017-11-01T00:38:51.433Z,54,,43.2,,,,57.9
2017-11-01T00:38:56.329Z,54,,43.2,,,,57.1
2017-11-01T00:39:11.438Z,54,,43.2,,,,56.4
2017-11-01T00:39:16.463Z,54,,43.2,,,,55.6
2017-11-01T00:39:31.614Z,54,,43.1,,,,54.8
2017-11-01T00:39:36.330Z,54,,43,,,,54.3
2017-11-01T00:39:56.609Z,54,,43,,,,53.6
2017-11-01T00:40:01.799Z,54,,42.9,,,,53.1
2017-11-01T00:40:06.331Z,54,,42.8,,,,52.7
2017-11-01T00:40:16.331Z,54,,42.7,,,,52.1
2017-11-01T00:40:31.610Z,54,,42.6,44,0,2,53.2
2017-11-01T00:40:41.611Z,54,,42.5,32,,,56.3
2017-11-01T00:40:46.416Z,54,,42.5,29,,,
2017-11-01T00:40:56.332Z,54,,42.4,,,,57.7
2017-11-01T00:41:06.338Z,54,,42.4,,,,58.4
2017-11-01T00:41:16.332Z,54,,42.4,,,,59.1
2017-11-01T00:41:26.335Z,54,,42.5,,,,60
2017-11-01T00:41:36.331Z,54,,42.5,,,,60.6
2017-11-01T00:41:46.331Z,54,,42.6,,,,61.1
2017-11-01T00:41:56.332Z,54,,42.6,,,,61.6
2017-11-01T00:42:06.336Z,54,,42.7,,,,62.1
2017-11-01T00:42:16.330Z,54,,42.8,,,,62.6
2017-11-01T00:42:26.338Z,54,,42.8,,,,63.1
2017-11-01T00:42:36.335Z,54,,42.9,,,,63.3
2017-11-01T00:42:46.336Z,54,,43,,,,63.6
2017-11-01T00:42:56.332Z,54,,43,,,,64
2017-11-01T00:43:11.393Z,54,,43.1,,,,64.2
2017-11-01T00:43:16.331Z,54,,43.1,,,,64.5
2017-11-01T00:43:26.334Z,54,,43.1,,,,64.7
2017-11-01T00:43:41.513Z,54,,43.2,,,,64.9
2017-11-01T00:43:46.330Z,54,,43.3,0,0,2,62.9
2017-11-01T00:44:01.527Z,54,,43.3,,,,61.4
2017-11-01T00:44:11.414Z,54,,43.4,,,,60.5
2017-11-01T00:44:21.614Z,54,,43.4,,,,58.9
2017-11-01T00:44:31.514Z,54,,43.5,,,,58.1
2017-11-01T00:44:41.434Z,54,,43.5,,,,57.2
2017-11-01T00:44:51.615Z,54,,43.4,,,,56.4
2017-11-01T00:45:01.616Z,54,,43.4,,,,55.6
2017-11-01T00:45:16.515Z,54,,43.3,,,,54.9
2017-11-01T00:45:17.620Z,54,,43.3,,,,54.4
2017-11-01T00:45:26.423Z,54,,43.2,44,0,2,55.2
2017-11-01T00:45:36.478Z,54,,43.1,32,,,58.1
2017-11-01T00:45:46.421Z,54,,43.1,29,,,58
2017-11-01T00:46:01.516Z,54,,43.1,,,,59.1
2017-11-01T00:46:06.334Z,54,,43,,,,60
2017-11-01T00:46:21.616Z,54,,43.1,,,,60.6
2017-11-01T00:46:31.525Z,54,,43.1,,,,61.3
2017-11-01T00:46:36.425Z,54,61,43.1,29,0,2,62
2017-11-01T00:46:51.433Z,54,,43.2,,,,62.6
2017-11-01T00:47:06.534Z,54,,43.2,,,,63.1
2017-11-01T00:47:11.714Z,54,,43.3,,,,63.6
2017-11-01T00:47:16.335Z,54,,43.3,,,,64
2017-11-01T00:47:31.518Z,54,,43.4,,,,64.5
2017-11-01T00:47:41.618Z,54,,43.4,,,,64.8
2017-11-01T00:47:51.618Z,54,,43.5,0,0,2,63.6
2017-11-01T00:48:01.537Z,54,,43.6,,,,61.8
2017-11-01T00:48:11.438Z,54,,43.6,,,,60.9
2017-11-01T00:48:16.426Z,54,,43.7,,,,59.8
2017-11-01T00:48:31.529Z,54,,43.7,,,,58.9
2017-11-01T00:48:36.347Z,54,,43.7,,,,57.9
2017-11-01T00:48:46.341Z,54,,43.7,,,,57.2
2017-11-01T00:48:56.341Z,54,,43.7,,,,56.6
2017-11-01T00:49:06.333Z,54,,43.7,,,,55.9
2017-11-01T00:49:16.334Z,54,,43.6,,,,55.3
2017-11-01T00:49:31.440Z,54,,43.6,,,,54.8
2017-11-01T00:49:36.346Z,54,,43.5,,,,54.3
2017-11-01T00:49:46.347Z,54,,43.5,,,,53.8
2017-11-01T00:49:56.336Z,54,,43.4,,,,53.4
2017-11-01T00:50:11.440Z,54,,43.3,,,,53.1
2017-11-01T00:50:16.337Z,54,,43.2,,,,52.7
2017-11-01T00:50:26.335Z,54,,43.2,43,0,2,54.5
2017-11-01T00:50:36.342Z,54,,43.1,30,,,57.1
2017-11-01T00:50:46.337Z,54,,43,29,,,
2017-11-01T00:50:56.479Z,54,,43,,,,58.5
2017-11-01T00:51:06.333Z,54,,43,30,,,59.4
2017-11-01T00:51:16.336Z,54,,43,29,,,60.1
2017-11-01T00:51:26.339Z,54,,43,,,,61.1
2017-11-01T00:51:36.334Z,54,,43.1,,,,61.8
2017-11-01T00:51:46.335Z,54,,43.2,,,,62.4
2017-11-01T00:51:56.336Z,54,,43.3,,,,63.1
2017-11-01T00:52:06.335Z,54,,43.3,,,,63.4
2017-11-01T00:52:16.336Z,54,,43.4,,,,64
2017-11-01T00:52:26.338Z,54,,43.5,30,,,64.4
2017-11-01T00:52:36.335Z,54,,43.5,29,,,64.7
2017-11-01T00:52:46.348Z,54,,43.6,0,0,2,64.5
2017-11-01T00:53:01.447Z,54,,43.6,,,,61.9
2017-11-01T00:53:06.336Z,54,,43.7,,,,61.2
2017-11-01T00:53:16.336Z,54,,43.6,,,,59.8
2017-11-01T00:53:26.340Z,54,,43.6,,,,58.9
2017-11-01T00:53:36.336Z,54,,43.6,,,,58.1
2017-11-01T00:53:46.337Z,54,,43.6,,,,57.3
2017-11-01T00:53:56.337Z,54,,43.5,,,,56.6
2017-11-01T00:54:06.335Z,54,,43.4,,,,55.9
2017-11-01T00:54:16.335Z,54,,43.4,,,,55.2
2017-11-01T00:54:31.437Z,54,,43.3,,,,54.7
2017-11-01T00:54:36.341Z,54,,43.2,,,,54.1
2017-11-01T00:54:46.336Z,54,,43.2,,,,53.6
2017-11-01T00:54:56.336Z,54,,43.1,,,,53.2
2017-11-01T00:55:06.338Z,54,,43,,,,52.8
2017-11-01T00:55:16.336Z,54,,43,,,,52.4
2017-11-01T00:55:26.349Z,54,,42.9,44,0,2,53.5
2017-11-01T00:55:36.339Z,54,,42.8,33,,,56.7
2017-11-01T00:55:46.341Z,54,,42.7,29,,,
2017-11-01T00:55:56.341Z,54,,42.7,,,,58.2
2017-11-01T00:56:06.339Z,54,,42.7,,,,59
2017-11-01T00:56:16.342Z,54,,42.7,,,,59.8
2017-11-01T00:56:26.339Z,54,,42.8,30,,,60.7
2017-11-01T00:56:36.340Z,54,,42.8,29,,,61.3
2017-11-01T00:56:46.340Z,54,,42.9,,,,62
2017-11-01T00:56:56.340Z,54,,43,,,,62.6
2017-11-01T00:57:06.339Z,54,,43,,,,63.2
2017-11-01T00:57:16.341Z,54,,43.1,,,,63.6
2017-11-01T00:57:26.341Z,54,,43.2,,,,64.1
2017-11-01T00:57:36.342Z,54,,43.2,,,,64.6
2017-11-01T00:57:46.340Z,54,,43.3,,,,64.9
2017-11-01T00:57:56.339Z,54,,43.3,0,0,2,62.8
2017-11-01T00:58:11.440Z,54,,43.4,,,,61.6
2017-11-01T00:58:16.353Z,54,,43.4,,,,60.8
2017-11-01T00:58:26.341Z,54,,43.4,,,,59.6
2017-11-01T00:58:41.443Z,54,,43.4,,,,58.7
2017-11-01T00:58:46.343Z,54,,43.4,,,,57.8
2017-11-01T00:58:56.342Z,54,,43.4,,,,57.1
2017-11-01T00:59:11.445Z,54,,43.3,,,,56.4
2017-11-01T00:59:16.348Z,54,,43.2,,,,55.7
2017-11-01T00:59:26.347Z,54,,43.2,,,,55.1
2017-11-01T00:59:36.348Z,54,,43.1,,,,54.6
2017-11-01T00:59:51.442Z,54,,43.1,,,,53.9
2017-11-01T00:59:56.344Z,54,,43,,,,53.6
2017-11-01T01:00:06.339Z,54,,43,,,,53.1
2017-11-01T01:00:16.344Z,54,,42.9,,,,52.8
2017-11-01T01:00:26.340Z,54,,42.8,45,0,2,53.8
2017-11-01T01:00:36.347Z,54,,42.7,31,,,57.1
2017-11-01T01:00:46.345Z,54,,42.7,30,,,57.1
2017-11-01T01:00:56.342Z,54,,42.6,29,,,58.4
2017-11-01T01:01:06.341Z,54,,42.6,,,,59.4
2017-11-01T01:01:16.342Z,54,,42.7,,,,60.1
2017-11-01T01:01:26.340Z,54,,42.7,30,,,61.1
2017-11-01T01:01:36.617Z,54,,42.8,,,,61.8
2017-11-01T01:01:46.345Z,54,,42.9,29,,,62.5
2017-11-01T01:01:56.345Z,54,,43,,,,63.2
2017-11-01T01:02:06.496Z,54,,43.1,,,,63.6
2017-11-01T01:02:16.347Z,54,,43.1,,,,64.1
2017-11-01T01:02:26.346Z,54,,43.2,,,,64.7
2017-11-01T01:02:36.347Z,54,,43.2,0,0,2,65.1
2017-11-01T01:02:46.345Z,54,,43.3,,,,62.2
2017-11-01T01:02:56.346Z,54,,43.4,,,,61.5
2017-11-01T01:03:06.346Z,54,,43.4,,,,60.4
2017-11-01T01:03:16.340Z,54,,43.4,,,,59.4
2017-11-01T01:03:31.442Z,54,,43.4,,,,58.6
2017-11-01T01:03:36.343Z,54,,43.4,,,,57.8
2017-11-01T01:03:46.343Z,54,,43.4,,,,57
2017-11-01T01:04:01.444Z,54,,43.3,,,,56.4
2017-11-01T01:04:06.342Z,54,,43.3,,,,55.7
2017-11-01T01:04:16.346Z,54,,43.2,,,,55.2
2017-11-01T01:04:26.345Z,54,,43.2,,,,54.7
2017-11-01T01:04:36.346Z,54,,43.1,,,,54.1
2017-11-01T01:04:46.347Z,54,,43.1,,,,53.7
2017-11-01T01:04:56.350Z,54,,43,,,,53.3
2017-11-01T01:05:06.348Z,54,,43,,,,52.9
2017-11-01T01:05:16.349Z,54,,42.9,,,,52.6
2017-11-01T01:05:26.344Z,54,,42.9,45,0,2,53.7
2017-11-01T01:05:36.366Z,54,,42.8,31,,,57
2017-11-01T01:05:46.349Z,54,,42.7,29,,,57.1
2017-11-01T01:05:56.348Z,54,,42.7,29,,,58.4
2017-11-01T01:06:06.347Z,54,,42.7,,,,59.4
2017-11-01T01:06:16.343Z,54,,42.7,,,,60.2
2017-11-01T01:06:26.351Z,54,,42.7,30,,,61.1
2017-11-01T01:06:36.349Z,54,,42.8,29,,,61.9
2017-11-01T01:06:46.347Z,54,,42.9,29,,,62.6
2017-11-01T01:06:56.504Z,54,,42.9,,,,63.3
2017-11-01T01:07:06.352Z,54,,43.1,,,,63.9
2017-11-01T01:07:16.348Z,54,,43.2,,,,64.4
2017-11-01T01:07:26.349Z,54,,43.2,,,,64.9
2017-11-01T01:07:36.344Z,54,,43.3,0,0,2,62.8
2017-11-01T01:07:46.350Z,54,,43.4,,,,61.8
2017-11-01T01:07:56.351Z,54,,43.4,,,,60.9
2017-11-01T01:08:06.344Z,54,,43.5,,,,59.9
2017-11-01T01:08:16.352Z,54,,43.5,,,,59
2017-11-01T01:08:26.345Z,54,,43.5,,,,58.3
2017-11-01T01:08:36.353Z,54,,43.4,,,,57.6
2017-11-01T01:08:46.354Z,54,,43.4,,,,56.9
2017-11-01T01:08:56.348Z,54,,43.3,,,,56.3
2017-11-01T01:09:06.345Z,54,,43.3,,,,55.6
2017-11-01T01:09:16.346Z,54,,43.2,,,,55.1
2017-11-01T01:09:26.346Z,54,,43.1,,,,54.6
2017-11-01T01:09:36.345Z,54,,43,,,,54.1
2017-11-01T01:09:46.349Z,54,,42.9,,,,53.7
2017-11-01T01:09:56.345Z,54,,42.9,,,,53.3
2017-11-01T01:10:06.345Z,54,,42.8,,,,52.9
2017-11-01T01:10:16.347Z,54,,42.7,,,,52.7
2017-11-01T01:10:26.355Z,54,,42.6,45,0,2,53.7
2017-11-01T01:10:36.346Z,54,,42.5,31,,,57
2017-11-01T01:10:46.347Z,54,,42.5,29,,,57.1
2017-11-01T01:10:56.347Z,54,,42.4,,,,58.5
2017-11-01T01:11:06.346Z,54,,42.4,30,,,59.5
2017-11-01T01:11:16.347Z,54,,42.4,29,,,60.4
2017-11-01T01:11:26.346Z,54,,42.5,29,,,61.2
2017-11-01T01:11:36.348Z,54,,42.5,,,,62
2017-11-01T01:11:46.352Z,54,,42.6,,,,62.7
2017-11-01T01:11:56.348Z,54,,42.7,,,,63.4
2017-11-01T01:12:06.348Z,54,,42.8,,,,64.1
2017-11-01T01:12:16.348Z,54,,42.9,,,,64.6
2017-11-01T01:12:26.348Z,54,,43,0,0,2,64.5
2017-11-01T01:12:36.349Z,54,,43.1,,,,62.2
2017-11-01T01:12:46.350Z,54,,43.2,,,,61.6
2017-11-01T01:12:56.350Z,54,,43.2,,,,60.5
2017-11-01T01:13:06.346Z,54,,43.3,,,,59.6
2017-11-01T01:13:16.353Z,54,,43.3,,,,58.8
2017-11-01T01:13:26.355Z,54,,43.3,,,,58.1
2017-11-01T01:13:36.354Z,54,,43.2,,,,57.3
2017-11-01T01:13:46.351Z,54,,43.2,,,,56.7
2017-11-01T01:13:56.346Z,54,,43.2,,,,56.2
2017-11-01T01:14:06.349Z,54,,43.1,,,,55.6
2017-11-01T01:14:21.407Z,54,,43.1,,,,55.1
2017-11-01T01:14:26.351Z,54,,43,,,,54.6
2017-11-01T01:14:36.351Z,54,,43,,,,54
2017-11-01T01:14:46.349Z,54,,43,,,,53.7
