Time,HwTOutlet,ChActive,ActPow,PrimTSet,PrimT,HwTSet,HwActive
2017-12-07T00:00:03.243Z,28.3,,,,59.6,54,
2017-12-07T00:00:13.140Z,28.4,,,,57.9,54,
2017-12-07T00:00:23.136Z,27.9,,,,57.6,54,
2017-12-07T00:00:33.138Z,27.7,,,,56.9,54,
2017-12-07T00:00:43.140Z,27.8,,,,55.9,54,
2017-12-07T00:00:53.139Z,27.2,,,,55.6,54,
2017-12-07T00:01:03.249Z,27.1,,,,54.9,54,
2017-12-07T00:01:13.134Z,27.3,,,,54.4,54,
2017-12-07T00:01:23.137Z,28.4,,,,53.9,54,
2017-12-07T00:01:33.139Z,28.1,,,,53.4,54,
2017-12-07T00:01:43.133Z,28.1,,,,52.9,54,
2017-12-07T00:01:53.137Z,28,,,,52.7,54,
2017-12-07T00:02:03.243Z,28.3,,,,52.3,54,
2017-12-07T00:02:13.141Z,28,,,,52.1,54,
2017-12-07T00:02:23.134Z,27.8,,,,51.9,54,
2017-12-07T00:02:33.138Z,27.9,,,,51.7,54,
2017-12-07T00:02:43.138Z,27.7,,,,51.5,54,
2017-12-07T00:02:53.133Z,27.8,,,,51.4,54,
2017-12-07T00:03:03.255Z,27.8,,,,51.2,54,
2017-12-07T00:03:13.141Z,27.8,,,,50.9,54,
2017-12-07T00:03:23.136Z,27.7,,,,,54,
2017-12-07T00:03:33.136Z,27.4,,,,50.6,54,
2017-12-07T00:03:48.246Z,27.3,,,,50.5,54,
2017-12-07T00:03:53.135Z,27.5,,,,50.3,54,
2017-12-07T00:04:03.253Z,27.5,,,,50.1,54,
2017-12-07T00:04:18.244Z,27.4,,,,49.9,54,
2017-12-07T00:04:23.137Z,27.2,,,,49.8,54,
2017-12-07T00:04:33.138Z,27.1,,,,49.6,54,
2017-12-07T00:04:43.135Z,27.2,,,,49.3,54,
2017-12-07T00:04:53.140Z,27.1,1,41,,52.1,54,0
2017-12-07T00:05:03.251Z,26.9,,35,,53.5,54,
2017-12-07T00:05:13.142Z,27.1,,30,,54,54,
2017-12-07T00:05:23.144Z,27.1,,29,,55,54,
2017-12-07T00:05:33.140Z,27.1,,30,,55.4,54,
2017-12-07T00:05:43.139Z,27.3,,29,,56.1,54,
2017-12-07T00:05:53.145Z,27.7,,,,56.7,54,
2017-12-07T00:06:03.247Z,27.3,,,,57,54,
2017-12-07T00:06:13.136Z,27.2,,,,57.4,54,
2017-12-07T00:06:28.354Z,27.3,,,,57.6,54,
2017-12-07T00:06:38.276Z,27.2,,,,58,54,
2017-12-07T00:06:43.150Z,27.3,,30,,58.1,54,
2017-12-07T00:06:53.138Z,27.2,,,,58.3,54,
2017-12-07T00:07:03.249Z,27.3,,29,,58.5,54,
2017-12-07T00:07:13.146Z,27.3,,30,,58.7,54,
2017-12-07T00:07:23.140Z,27.3,,,,58.8,54,
2017-12-07T00:07:33.136Z,27.3,,29,,,54,
2017-12-07T00:07:43.142Z,27.3,,,,59,54,
2017-12-07T00:07:58.251Z,27.4,,,,59.1,54,
2017-12-07T00:08:03.240Z,27.4,,,,59.3,54,
2017-12-07T00:08:13.139Z,27.5,,,,59.4,54,
2017-12-07T00:08:23.144Z,27.5,,,,59.5,54,
2017-12-07T00:08:38.267Z,27.5,,,,59.6,54,
2017-12-07T00:08:44.228Z,27.7,,,,,54,
2017-12-07T00:08:53.147Z,27.8,,,,,54,
2017-12-07T00:09:03.247Z,27.8,,,,59.8,54,
2017-12-07T00:09:13.139Z,27.9,,,,,54,
2017-12-07T00:09:23.139Z,27.8,,,,59.9,54,
2017-12-07T00:09:33.139Z,27.9,,,,,54,
2017-12-07T00:09:43.140Z,27.9,,,,60,54,
2017-12-07T00:09:53.143Z,28,,,,,54,
2017-12-07T00:10:03.248Z,27.9,,,,60.1,54,
2017-12-07T00:10:13.144Z,27.9,,,,60.2,54,
2017-12-07T00:10:23.140Z,28,,,,60.4,54,
2017-12-07T00:10:33.140Z,28.1,,,,,54,
2017-12-07T00:10:43.142Z,28,,,,60.5,54,
2017-12-07T00:10:53.139Z,28.1,,,,60.6,54,
2017-12-07T00:11:03.242Z,28,,30,,60.7,54,
2017-12-07T00:11:13.144Z,28,,29,,60.8,54,
2017-12-07T00:11:23.146Z,28.1,,30,,60.9,54,
2017-12-07T00:11:33.140Z,28,,29,,61.1,54,
2017-12-07T00:11:43.141Z,28.1,,,,61.2,54,
2017-12-07T00:11:53.142Z,28.3,,30,,61.3,54,
2017-12-07T00:12:08.320Z,28.1,,,,,54,
2017-12-07T00:12:13.142Z,28.1,,29,,61.4,54,
2017-12-07T00:12:23.146Z,28.5,,30,,61.5,54,
2017-12-07T00:12:33.140Z,28.5,,29,,61.4,54,
2017-12-07T00:12:43.148Z,28.5,,,,61.6,54,
2017-12-07T00:12:53.142Z,28.4,,,,61.8,54,
2017-12-07T00:13:03.246Z,28.4,,,,,54,
2017-12-07T00:13:13.156Z,28.5,,,,62,54,
2017-12-07T00:13:23.143Z,28.5,,30,,62.1,54,
2017-12-07T00:13:33.146Z,28.4,,29,,,54,
2017-12-07T00:13:43.143Z,28.4,,,,,54,
2017-12-07T00:13:58.250Z,28.5,,,,62.2,54,
2017-12-07T00:14:03.247Z,28.6,,,,,54,
2017-12-07T00:14:13.145Z,28.6,,,,62.5,54,
2017-12-07T00:14:23.144Z,28.5,,,,,54,
2017-12-07T00:14:33.143Z,28.6,,,,62.4,54,
2017-12-07T00:14:43.140Z,28.6,,,,62.6,54,
2017-12-07T00:14:53.154Z,28.6,,,,62.7,54,
2017-12-07T00:15:03.244Z,28.6,,,,,54,
2017-12-07T00:15:13.145Z,28.6,,,,62.8,54,
2017-12-07T00:15:23.144Z,28.6,,29,,63.1,54,
2017-12-07T00:15:33.146Z,28.7,,,,,54,
2017-12-07T00:15:43.145Z,28.9,,,,,54,
2017-12-07T00:15:53.142Z,28.9,,,,63.2,54,
2017-12-07T00:16:03.245Z,28.9,,,,,54,
2017-12-07T00:16:13.151Z,29,,,,63.3,54,
2017-12-07T00:16:23.147Z,28.9,,,,,54,
2017-12-07T00:16:33.146Z,29,,,,63.4,54,
2017-12-07T00:16:43.147Z,29.2,,,,,54,
2017-12-07T00:16:53.146Z,29.1,,,,63.5,54,
2017-12-07T00:17:03.247Z,29.2,,,,63.6,54,
2017-12-07T00:17:13.146Z,29.2,,30,,,54,
2017-12-07T00:17:23.142Z,29.2,,29,,63.8,54,
2017-12-07T00:17:33.147Z,29.3,,30,,63.9,54,
2017-12-07T00:17:43.143Z,29.7,,29,,,54,
2017-12-07T00:17:53.144Z,29.3,,,,64,54,
2017-12-07T00:18:03.248Z,29.2,,30,,,54,
2017-12-07T00:18:13.145Z,29.2,,29,,,54,
2017-12-07T00:18:23.150Z,29.2,,,,64.1,54,
2017-12-07T00:18:33.149Z,29.3,,,,,54,
2017-12-07T00:18:48.253Z,29.3,,30,,64.2,54,
2017-12-07T00:18:53.154Z,29.2,,29,,64.1,54,
2017-12-07T00:19:03.249Z,29.3,,,,64.2,54,
2017-12-07T00:19:13.155Z,29.5,,,,,54,
2017-12-07T00:19:23.287Z,29.5,,,,64.4,54,
2017-12-07T00:19:33.148Z,29.7,,,,,54,
2017-12-07T00:19:43.151Z,29.6,,30,,,54,
2017-12-07T00:19:53.150Z,29.3,,29,,64.5,54,
2017-12-07T00:20:03.255Z,29.5,,,,,54,
2017-12-07T00:20:13.143Z,29.5,,,,64.6,54,
2017-12-07T00:20:23.152Z,29.5,,,,,54,
2017-12-07T00:20:38.245Z,29.6,,,,,54,
2017-12-07T00:20:43.145Z,29.7,,,,64.7,54,
2017-12-07T00:20:53.151Z,29.7,,,,,54,
2017-12-07T00:21:08.325Z,30,,,,,54,
2017-12-07T00:21:13.154Z,29.7,,,,,54,
2017-12-07T00:21:23.148Z,29.7,,,,64.8,54,
2017-12-07T00:21:33.144Z,29.7,,,,,54,
2017-12-07T00:21:43.158Z,29.8,,,,64.7,54,
2017-12-07T00:21:53.144Z,29.8,,,,64.8,54,
2017-12-07T00:22:03.263Z,29.8,,,,64.7,54,
2017-12-07T00:22:13.149Z,29.8,,,,,54,
2017-12-07T00:22:24.240Z,29.8,,30,,64.8,54,
2017-12-07T00:22:33.149Z,30,,,,64.7,54,
2017-12-07T00:22:43.149Z,30.1,,29,,,54,
2017-12-07T00:22:53.152Z,30.1,,,,,54,
2017-12-07T00:23:08.315Z,30.2,,,,,54,
2017-12-07T00:23:13.155Z,30.7,,,,,54,
2017-12-07T00:23:23.153Z,30.6,,,,,54,
2017-12-07T00:23:33.148Z,30.6,,,,64.6,54,
2017-12-07T00:23:43.148Z,30.4,,,,64.5,54,
2017-12-07T00:23:53.154Z,30.1,,,,64.6,54,
2017-12-07T00:24:03.246Z,30,,,,64.5,54,
2017-12-07T00:24:13.151Z,30,,,,64.4,54,
2017-12-07T00:24:23.156Z,30,,,,64.2,54,
2017-12-07T00:24:33.154Z,30,,,,,54,
2017-12-07T00:24:43.152Z,30,,,,,54,
2017-12-07T00:24:58.247Z,30.2,,,,64.1,54,
2017-12-07T00:25:03.246Z,30,,29,,64,54,
2017-12-07T00:25:13.156Z,30,,,,,54,
2017-12-07T00:25:28.249Z,30.1,,,,,54,
2017-12-07T00:25:33.147Z,30,,,,64,54,
2017-12-07T00:25:43.148Z,30.1,,,,63.9,54,
2017-12-07T00:25:53.157Z,30.3,,30,,,54,
2017-12-07T00:26:03.248Z,30.2,,29,,,54,
2017-12-07T00:26:13.147Z,29.8,,,,,54,
2017-12-07T00:26:23.151Z,29.8,1,0,,63.6,54,0
2017-12-07T00:26:33.153Z,30.2,,,,61.8,54,
2017-12-07T00:26:43.154Z,30.1,,,,59.9,54,
2017-12-07T00:26:53.150Z,29.3,,,,59.1,54,
2017-12-07T00:27:03.250Z,29.3,,,,58.6,54,
2017-12-07T00:27:13.157Z,29.2,,,,57.7,54,
2017-12-07T00:27:23.156Z,29,,,,56.8,54,
2017-12-07T00:27:33.151Z,28.9,,,,55.9,54,
2017-12-07T00:27:43.156Z,28.6,,,,55.6,54,
2017-12-07T00:27:53.149Z,28.4,,,,54.9,54,
2017-12-07T00:28:03.258Z,28,,,,54.5,54,
2017-12-07T00:28:13.158Z,27.8,,,,53.9,54,
2017-12-07T00:28:28.262Z,27.8,,,,53.5,54,
2017-12-07T00:28:33.156Z,27.7,,,,52.9,54,
2017-12-07T00:28:43.160Z,27.5,,,,52.7,54,
2017-12-07T00:28:53.159Z,27.7,,,,52.2,54,
2017-12-07T00:29:03.261Z,27.8,,,,51.8,54,
2017-12-07T00:29:13.163Z,27.9,,,,51.5,54,
2017-12-07T00:29:23.152Z,27.7,,,,51.1,54,
2017-12-07T00:29:33.159Z,27.5,,,,,54,
2017-12-07T00:29:43.152Z,26.9,,,,51,54,
2017-12-07T00:29:53.156Z,26.9,,,,,54,
2017-12-07T00:30:03.301Z,26.6,,,,,54,
2017-12-07T00:30:13.155Z,26.1,,,,,54,
2017-12-07T00:30:23.154Z,25.7,,,,50.9,54,
2017-12-07T00:30:33.151Z,25.3,,,,50.9,54,
2017-12-07T00:30:43.154Z,24.9,,,,51,54,
2017-12-07T00:30:53.153Z,24.5,,,,,54,
2017-12-07T00:31:03.267Z,24.2,,,,,54,
2017-12-07T00:31:13.156Z,23.9,,,,51.1,54,
2017-12-07T00:31:23.153Z,23.7,,,,51.2,54,
2017-12-07T00:31:33.151Z,23.4,,,,,54,
2017-12-07T00:31:43.151Z,23.3,,,,51.3,54,
2017-12-07T00:31:53.150Z,23,,,,,54,
2017-12-07T00:32:03.253Z,22.6,,,,51.4,54,
2017-12-07T00:32:13.156Z,22.4,,,,,54,
2017-12-07T00:32:23.156Z,22.5,,,,,54,
2017-12-07T00:32:33.155Z,22.6,,,,51.5,54,
2017-12-07T00:32:43.152Z,22.6,,,,,54,
2017-12-07T00:32:53.154Z,22.5,1,40,,54.3,54,0
2017-12-07T00:33:04.260Z,22.4,,34,,56.1,54,
2017-12-07T00:33:13.164Z,22.6,,29,,54.9,54,
2017-12-07T00:33:23.156Z,23.3,,,,55.1,54,
2017-12-07T00:33:33.155Z,24.4,,30,,56,54,
2017-12-07T00:33:43.156Z,25,,29,,56,54,
2017-12-07T00:33:53.157Z,25.6,,,,56.2,54,
2017-12-07T00:34:03.258Z,25.7,,,,56.3,54,
2017-12-07T00:34:13.159Z,26.2,,,,56.2,54,
2017-12-07T00:34:23.152Z,26.3,,,,,54,
2017-12-07T00:34:33.157Z,26.3,,,,,54,
2017-12-07T00:34:43.157Z,26.2,,,,,54,
2017-12-07T00:34:53.152Z,26.3,,,,,54,
2017-12-07T00:35:03.254Z,26.3,,,,,54,
2017-12-07T00:35:13.162Z,26.3,,30,,56.3,54,
2017-12-07T00:35:23.160Z,26.3,,29,,56.4,54,
2017-12-07T00:35:33.164Z,26.3,,30,,56.5,54,
2017-12-07T00:35:43.157Z,26.5,,29,,56.6,54,
2017-12-07T00:35:53.157Z,26.5,,30,,56.7,54,
2017-12-07T00:36:03.266Z,26.6,,29,,56.8,54,
2017-12-07T00:36:13.160Z,26.7,,,,56.9,54,
2017-12-07T00:36:23.154Z,26.6,,,,57,54,
2017-12-07T00:36:33.155Z,26.7,,,,,54,
2017-12-07T00:36:43.153Z,26.6,,,,57.1,54,
2017-12-07T00:36:53.159Z,26.7,,,,57.2,54,
2017-12-07T00:37:03.271Z,26.8,,,,57.3,54,
2017-12-07T00:37:14.261Z,26.8,,,,,54,
2017-12-07T00:37:23.163Z,26.9,,,,57.4,54,
2017-12-07T00:37:33.155Z,26.9,,,,57.6,54,
2017-12-07T00:37:43.157Z,27.1,,,,,54,
2017-12-07T00:37:53.157Z,27.1,,,,57.7,54,
2017-12-07T00:38:03.257Z,26.9,,,,,54,
2017-12-07T00:38:13.159Z,27.1,,,,57.8,54,
2017-12-07T00:38:23.161Z,27.1,,30,,57.9,54,
2017-12-07T00:38:38.289Z,27.1,,29,,58,54,
2017-12-07T00:38:43.156Z,27.1,,,,,54,
2017-12-07T00:38:53.154Z,27.1,,30,,,54,
2017-12-07T00:39:03.256Z,27.2,,,,58.1,54,
2017-12-07T00:39:13.161Z,27.7,,,,,54,
2017-12-07T00:39:23.164Z,27.2,,29,,58.2,54,
2017-12-07T00:39:33.163Z,27.1,,,,,54,
2017-12-07T00:39:43.162Z,27.1,,,,58.3,54,
2017-12-07T00:39:58.284Z,27.4,,,,,54,
2017-12-07T00:40:03.349Z,27.2,,,,58.4,54,
2017-12-07T00:40:13.161Z,27.4,,,,,54,
2017-12-07T00:40:23.160Z,27.7,,,,58.5,54,
2017-12-07T00:40:38.262Z,27.4,,,,,54,
2017-12-07T00:40:43.169Z,27.4,,,,,54,
2017-12-07T00:40:53.161Z,27.4,,,,58.6,54,
2017-12-07T00:41:03.265Z,27.4,,,,58.7,54,
2017-12-07T00:41:13.160Z,27.4,,,,,54,
2017-12-07T00:41:23.166Z,27.4,,,,,54,
2017-12-07T00:41:33.162Z,27.5,,,,58.8,54,
2017-12-07T00:41:43.162Z,27.3,,,,58.9,54,
2017-12-07T00:41:53.158Z,27.5,,,,59,54,
2017-12-07T00:42:03.267Z,27.5,,,,,54,
2017-12-07T00:42:13.170Z,27.4,,,,59.1,54,
2017-12-07T00:42:23.160Z,27.4,,30,,,54,
2017-12-07T00:42:33.157Z,27.4,,29,,59.3,54,
2017-12-07T00:42:43.156Z,27.4,,,,,54,
2017-12-07T00:42:53.161Z,27.4,,30,,,54,
2017-12-07T00:43:03.257Z,27.5,,29,,59.4,54,
2017-12-07T00:43:13.166Z,27.5,,,,,54,
2017-12-07T00:43:23.164Z,27.7,,,,59.5,54,
2017-12-07T00:43:33.159Z,27.7,,,,,54,
2017-12-07T00:43:43.162Z,27.7,,,,59.6,54,
2017-12-07T00:43:53.159Z,27.5,,30,,,54,
2017-12-07T00:44:03.258Z,27.8,,29,,59.7,54,
2017-12-07T00:44:13.167Z,27.8,1,29,61,59.8,54,0
2017-12-07T00:44:23.158Z,27.8,,,,,54,
2017-12-07T00:44:33.159Z,27.7,,,,59.9,54,
2017-12-07T00:44:43.161Z,28,,,,60,54,
2017-12-07T00:44:53.160Z,28.1,,30,,,54,
2017-12-07T00:45:03.280Z,27.8,,29,,,54,
2017-12-07T00:45:13.158Z,27.9,,,,60.1,54,
2017-12-07T00:45:23.159Z,27.9,,,,,54,
2017-12-07T00:45:33.159Z,27.9,,,,60.2,54,
2017-12-07T00:45:43.161Z,28,,,,,54,
2017-12-07T00:45:53.160Z,28,,,,60.4,54,
2017-12-07T00:46:03.258Z,28.3,,,,,54,
2017-12-07T00:46:13.163Z,28.3,,,,60.5,54,
2017-12-07T00:46:23.163Z,28.3,,30,,,54,
2017-12-07T00:46:33.169Z,28.3,,29,,,54,
2017-12-07T00:46:43.161Z,28.1,,,,60.6,54,
2017-12-07T00:46:53.160Z,28.1,,,,,54,
2017-12-07T00:47:03.271Z,28.3,,,,60.7,54,
2017-12-07T00:47:13.161Z,28.3,,,,,54,
2017-12-07T00:47:23.167Z,28.3,,,,,54,
2017-12-07T00:47:33.162Z,28.1,,,,60.8,54,
2017-12-07T00:47:43.166Z,28.3,,,,60.9,54,
2017-12-07T00:47:53.159Z,28.3,,,,,54,
2017-12-07T00:48:03.262Z,28.3,,29,,,54,
2017-12-07T00:48:18.276Z,28.3,,,,61.1,54,
2017-12-07T00:48:23.164Z,28.4,,30,,,54,
2017-12-07T00:48:33.164Z,28.5,,29,,,54,
2017-12-07T00:48:48.271Z,28.5,,,,61.2,54,
2017-12-07T00:48:53.163Z,28.5,,,,61.3,54,
2017-12-07T00:49:03.266Z,28.5,,,,,54,
2017-12-07T00:49:13.165Z,28.5,,,,,54,
2017-12-07T00:49:23.163Z,28.6,,30,,61.4,54,
2017-12-07T00:49:33.164Z,28.6,,29,,,54,
2017-12-07T00:49:43.164Z,28.6,,,,61.5,54,
2017-12-07T00:49:53.163Z,28.7,,,,,54,
2017-12-07T00:50:03.265Z,28.7,,,,61.6,54,
2017-12-07T00:50:13.165Z,28.7,,,,,54,
2017-12-07T00:50:23.165Z,28.7,,,,,54,
2017-12-07T00:50:33.167Z,28.6,,,,,54,
2017-12-07T00:50:43.167Z,28.6,,30,,61.8,54,
2017-12-07T00:50:53.162Z,28.7,,29,,61.9,54,
2017-12-07T00:51:04.314Z,28.7,,,,,54,
2017-12-07T00:51:13.163Z,28.7,,30,,62,54,
2017-12-07T00:51:23.166Z,28.7,,29,,61.9,54,
2017-12-07T00:51:33.167Z,28.9,,30,,62,54,
2017-12-07T00:51:43.161Z,28.9,,29,,62.1,54,
2017-12-07T00:51:53.166Z,29,,,,,54,
2017-12-07T00:52:03.266Z,28.9,,,,62.2,54,
2017-12-07T00:52:13.172Z,29,,,,,54,
2017-12-07T00:52:23.168Z,29,,,,62.4,54,
2017-12-07T00:52:33.167Z,29.1,,,,,54,
2017-12-07T00:52:43.169Z,29.1,,,,62.5,54,
2017-12-07T00:52:53.164Z,29.1,,,,,54,
2017-12-07T00:53:03.280Z,29.1,,30,,62.6,54,
2017-12-07T00:53:13.170Z,29.3,,29,,,54,
2017-12-07T00:53:23.170Z,29.1,,,,62.7,54,
2017-12-07T00:53:38.263Z,29.1,,,,,54,
2017-12-07T00:53:43.167Z,29.5,,,,,54,
2017-12-07T00:53:53.166Z,29.1,,,,,54,
2017-12-07T00:54:03.263Z,29.5,,,,,54,
2017-12-07T00:54:13.173Z,29.3,,,,62.8,54,
2017-12-07T00:54:23.170Z,29.5,,30,,,54,
2017-12-07T00:54:33.171Z,29.5,,29,,,54,
2017-12-07T00:54:43.171Z,29.5,,,,62.9,54,
2017-12-07T00:54:53.171Z,29.6,,,,63.1,54,
2017-12-07T00:55:03.287Z,29.7,,,,,54,
2017-12-07T00:55:13.170Z,29.5,,,,,54,
2017-12-07T00:55:23.169Z,29.6,,,,63.2,54,
2017-12-07T00:55:33.172Z,29.5,,,,,54,
2017-12-07T00:55:43.172Z,29.5,,,,63.3,54,
2017-12-07T00:55:53.170Z,29.6,,,,,54,
2017-12-07T00:56:08.411Z,29.6,1,0,,63.3,54,0
2017-12-07T00:56:13.172Z,29.6,,,,60.9,54,
2017-12-07T00:56:23.167Z,29.2,,,,59.9,54,
2017-12-07T00:56:33.168Z,29.2,,,,58.9,54,
2017-12-07T00:56:43.173Z,28.7,,,,57.9,54,
2017-12-07T00:56:53.173Z,28.4,,,,57.6,54,
2017-12-07T00:57:03.269Z,28,,,,56.9,54,
2017-12-07T00:57:13.166Z,28.1,,,,55.9,54,
2017-12-07T00:57:23.176Z,28,,,,55.6,54,
2017-12-07T00:57:33.168Z,27.7,,,,54.9,54,
2017-12-07T00:57:43.173Z,27.4,,,,54.6,54,
2017-12-07T00:57:53.173Z,27.2,,,,53.9,54,
2017-12-07T00:58:03.270Z,27.2,,,,53.7,54,
2017-12-07T00:58:13.177Z,26.8,,,,53.3,54,
2017-12-07T00:58:28.276Z,26.7,,,,52.9,54,
2017-12-07T00:58:33.173Z,26.6,,,,52.7,54,
2017-12-07T00:58:43.166Z,26.7,,,,52.3,54,
2017-12-07T00:58:53.174Z,26.3,,,,51.9,54,
2017-12-07T00:59:03.292Z,26.3,,,,51.6,54,
2017-12-07T00:59:13.178Z,26.3,,,,,54,
2017-12-07T00:59:23.172Z,26.2,,,,,54,
2017-12-07T00:59:33.166Z,26.6,,,,,54,
2017-12-07T00:59:43.176Z,26.3,,,,51.5,54,
2017-12-07T00:59:53.176Z,25.7,,,,,54,
2017-12-07T01:00:03.270Z,25.4,,,,,54,
2017-12-07T01:00:13.166Z,24.9,,,,,54,
2017-12-07T01:00:28.266Z,24.4,,,,,54,
2017-12-07T01:00:33.166Z,24.3,,,,,54,
2017-12-07T01:00:43.167Z,24,,,,51.6,54,
2017-12-07T01:00:53.177Z,23.8,,,,,54,
2017-12-07T01:01:03.272Z,23.6,,,,51.7,54,
2017-12-07T01:01:13.174Z,23.3,,,,,54,
2017-12-07T01:01:23.178Z,23.2,,,,51.8,54,
2017-12-07T01:01:33.168Z,23.1,,,,,54,
2017-12-07T01:01:43.168Z,22.8,,,,51.9,54,
2017-12-07T01:01:53.168Z,22.6,,,,,54,
2017-12-07T01:02:03.273Z,22.4,,,,,54,
2017-12-07T01:02:13.174Z,22.2,,,,52,54,
2017-12-07T01:02:23.168Z,22.2,,,,,54,
2017-12-07T01:02:33.181Z,22.4,,,,,54,
2017-12-07T01:02:48.288Z,22.4,,,,,54,
2017-12-07T01:02:53.169Z,22.2,,,,,54,
2017-12-07T01:03:03.289Z,22.2,,,,,54,
2017-12-07T01:03:18.279Z,22,,,,,54,
2017-12-07T01:03:23.169Z,22,,,,,54,
2017-12-07T01:03:33.178Z,21.9,,,,,54,
2017-12-07T01:03:43.169Z,21.9,,,,,54,
2017-12-07T01:03:53.171Z,21.7,,,,,54,
2017-12-07T01:04:03.273Z,21.7,,,,51.9,54,
2017-12-07T01:04:13.174Z,21.6,,,,,54,
2017-12-07T01:04:23.170Z,21.5,,,,,54,
2017-12-07T01:04:33.177Z,21.3,1,45,,52,54,0
2017-12-07T01:04:43.177Z,21.2,,36,,56,54,
2017-12-07T01:04:53.173Z,21.2,,30,,54.9,54,
2017-12-07T01:05:03.283Z,21.7,,29,,55,54,
2017-12-07T01:05:13.175Z,23.1,,,,55.6,54,
2017-12-07T01:05:23.174Z,23.6,,30,,56,54,
2017-12-07T01:05:33.169Z,24,,29,,56.1,54,
2017-12-07T01:05:43.172Z,24.4,,,,56.3,54,
2017-12-07T01:05:53.178Z,24.7,,,,56.2,54,
2017-12-07T01:06:03.276Z,25,,,,56,54,
2017-12-07T01:06:13.182Z,25.5,,,,56.1,54,
2017-12-07T01:06:23.174Z,25.7,,,,,54,
2017-12-07T01:06:33.173Z,25.9,,,,,54,
2017-12-07T01:06:43.173Z,25.9,,,,,54,
2017-12-07T01:06:53.174Z,25.9,,,,,54,
2017-12-07T01:07:08.354Z,26,,,,56.3,54,
2017-12-07T01:07:13.175Z,26,,,,56.5,54,
2017-12-07T01:07:23.266Z,25.9,,,,56.6,54,
2017-12-07T01:07:33.174Z,26,,30,,56.7,54,
2017-12-07T01:07:43.176Z,26,,29,,57,54,
2017-12-07T01:07:53.174Z,26,,,,57.1,54,
2017-12-07T01:08:03.282Z,26.2,,,,,54,
2017-12-07T01:08:13.171Z,26.3,,,,57.2,54,
2017-12-07T01:08:23.173Z,26.3,,,,57.4,54,
2017-12-07T01:08:33.172Z,26.5,,,,,54,
2017-12-07T01:08:43.177Z,26.6,,,,57.7,54,
2017-12-07T01:08:53.175Z,26.7,,,,,54,
2017-12-07T01:09:03.272Z,26.8,,,,57.8,54,
2017-12-07T01:09:13.176Z,26.6,,,,58,54,
2017-12-07T01:09:23.175Z,26.5,,,,58.1,54,
2017-12-07T01:09:33.175Z,26.6,,,,58.2,54,
2017-12-07T01:09:43.182Z,26.6,,,,,54,
2017-12-07T01:09:53.175Z,26.7,,,,58.4,54,
2017-12-07T01:10:03.287Z,26.9,,,,58.5,54,
2017-12-07T01:10:13.183Z,26.9,,,,58.6,54,
2017-12-07T01:10:23.181Z,27.1,,,,58.7,54,
2017-12-07T01:10:33.173Z,26.9,,,,58.8,54,
2017-12-07T01:10:43.175Z,26.9,,,,58.9,54,
2017-12-07T01:10:53.177Z,26.9,,,,59,54,
2017-12-07T01:11:03.277Z,27.2,,,,59.1,54,
2017-12-07T01:11:13.175Z,27.2,,,,59,54,
2017-12-07T01:11:23.174Z,27.2,,30,,59.1,54,
2017-12-07T01:11:33.176Z,27.2,,29,,,54,
2017-12-07T01:11:43.177Z,27.4,,,,59.4,54,
2017-12-07T01:11:53.178Z,27.4,,,,59.5,54,
2017-12-07T01:12:03.281Z,27.7,,,,59.7,54,
2017-12-07T01:12:13.180Z,27.5,,,,59.8,54,
2017-12-07T01:12:28.290Z,27.4,,,,60,54,
2017-12-07T01:12:33.180Z,27.3,,30,,60.1,54,
2017-12-07T01:12:43.190Z,27.4,,29,,60.2,54,
2017-12-07T01:12:58.285Z,27.4,,,,60.4,54,
2017-12-07T01:13:03.280Z,27.7,,,,,54,
2017-12-07T01:13:13.183Z,27.7,,,,60.6,54,
2017-12-07T01:13:23.187Z,27.8,,,,60.7,54,
2017-12-07T01:13:33.179Z,27.8,,,,60.8,54,
2017-12-07T01:13:43.182Z,27.8,,,,60.9,54,
2017-12-07T01:13:53.182Z,27.7,,,,61.1,54,
2017-12-07T01:14:03.278Z,27.8,,,,,54,
2017-12-07T01:14:13.183Z,27.8,,,,61.2,54,
2017-12-07T01:14:23.181Z,28,,,,,54,
2017-12-07T01:14:33.179Z,28,,,,61.3,54,
2017-12-07T01:14:43.183Z,27.9,,,,61.4,54,
2017-12-07T01:14:53.179Z,28,,,,61.5,54,
2017-12-07T01:15:03.295Z,28,,,,61.6,54,
2017-12-07T01:15:13.175Z,28,,,,61.8,54,
2017-12-07T01:15:23.176Z,28.3,,,,61.9,54,
2017-12-07T01:15:33.175Z,28.5,,29,,62,54,
2017-12-07T01:15:43.181Z,28.3,,,,,54,
2017-12-07T01:15:53.184Z,28.4,,,,62.1,54,
2017-12-07T01:16:03.289Z,28.5,1,0,,,54,0
2017-12-07T01:16:13.190Z,28.3,,,,59.9,54,
2017-12-07T01:16:23.181Z,28,,,,58.8,54,
2017-12-07T01:16:33.187Z,27.4,,,,57.8,54,
2017-12-07T01:16:43.180Z,27.4,,,,56.9,54,
2017-12-07T01:16:53.182Z,27.1,,,,56.3,54,
2017-12-07T01:17:03.295Z,26.9,,,,55.6,54,
2017-12-07T01:17:13.189Z,26.8,,,,54.9,54,
2017-12-07T01:17:23.178Z,26.6,,,,54.4,54,
2017-12-07T01:17:33.178Z,26.5,,,,53.8,54,
2017-12-07T01:17:43.181Z,26.6,,,,53.4,54,
