Time,ChActive,HwTOutlet,ActPow,PrimTSet,HwTSet,PrimT,HwActive
2018-01-11T05:36:32.988Z,,24.7,29,,54,,
2018-01-11T05:36:43.546Z,,24.8,,,54,52.2,
2018-01-11T05:36:54.764Z,,24.8,,,54,,
2018-01-11T05:37:02.928Z,,24.8,,,54,52.3,
2018-01-11T05:37:12.940Z,1,24.8,0,,54,51.8,0
2018-01-11T05:37:23.599Z,,24.8,,,54,49.8,
2018-01-11T05:37:33.233Z,,24.7,,,54,48.9,
2018-01-11T05:37:43.085Z,,24.4,,,54,47.9,
2018-01-11T05:37:53.285Z,,24,,,54,46.9,
2018-01-11T05:38:03.189Z,,23.9,,,54,46.6,
2018-01-11T05:38:13.776Z,,23.8,,,54,45.9,
2018-01-11T05:38:22.917Z,,23.7,,,54,45.6,
2018-01-11T05:38:33.660Z,,23.6,,,54,44.9,
2018-01-11T05:38:42.921Z,,23.4,,,54,44.8,
2018-01-11T05:38:53.608Z,,23.3,,,54,44.4,
2018-01-11T05:39:03.007Z,,23.2,,,54,43.9,
2018-01-11T05:39:12.960Z,,23.1,,,54,,
2018-01-11T05:39:23.552Z,,23,,,54,43.6,
2018-01-11T05:39:32.938Z,,23.1,,,54,43.4,
2018-01-11T05:39:43.172Z,,22.8,,,54,43.2,
2018-01-11T05:39:53.010Z,,22.7,,,54,42.9,
2018-01-11T05:40:02.922Z,,22.7,,,54,42.8,
2018-01-11T05:40:12.960Z,,22.7,,,54,42.4,
2018-01-11T05:40:23.004Z,,22.6,,,54,,
2018-01-11T05:40:33.546Z,,22.2,,,54,,
2018-01-11T05:40:42.972Z,,22.2,,,54,,
2018-01-11T05:40:53.021Z,,22.4,,,54,,
2018-01-11T05:41:02.939Z,,22.1,,,54,,
2018-01-11T05:41:13.595Z,,21.9,,,54,,
2018-01-11T05:41:22.998Z,,21.5,,,54,,
2018-01-11T05:41:33.010Z,,21.2,,,54,,
2018-01-11T05:41:42.915Z,,20.9,,,54,,
2018-01-11T05:41:53.020Z,,20.6,,,54,,
2018-01-11T05:42:03.041Z,,20.4,,,54,,
2018-01-11T05:42:12.976Z,,20.1,,,54,42.6,
2018-01-11T05:42:23.031Z,,19.8,,,54,,
2018-01-11T05:42:32.956Z,,19.7,,,54,42.7,
2018-01-11T05:42:43.125Z,,19.6,,,54,42.8,
2018-01-11T05:42:52.951Z,1,19.3,43,,54,44.3,0
2018-01-11T05:43:02.915Z,,19.2,34,,54,48,
2018-01-11T05:43:13.084Z,,19,29,,54,47.9,
2018-01-11T05:43:22.935Z,,19.7,,,54,47,
2018-01-11T05:43:33.061Z,,20.8,,,54,48,
2018-01-11T05:43:42.988Z,,21.3,,,54,48.5,
2018-01-11T05:43:53.637Z,,21.6,,,54,48.6,
2018-01-11T05:44:02.968Z,,22,,,54,48.8,
2018-01-11T05:44:12.992Z,,22.4,29,,54,49,
2018-01-11T05:44:22.922Z,,22.7,,,54,,
2018-01-11T05:44:33.553Z,,22.7,,,54,49.2,
2018-01-11T05:44:42.930Z,,22.8,,,54,49.3,
2018-01-11T05:44:53.026Z,,23.1,30,,54,49.4,
2018-01-11T05:45:02.958Z,,23.2,29,,54,49.5,
2018-01-11T05:45:12.992Z,,23.2,,,54,49.7,
2018-01-11T05:45:22.930Z,,23.3,,,54,,
2018-01-11T05:45:33.259Z,,23.6,,,54,49.8,
2018-01-11T05:45:48.073Z,,23.6,,,54,49.9,
2018-01-11T05:45:52.999Z,,23.6,29,,54,49.9,
2018-01-11T05:46:02.917Z,,23.6,,,54,50,
2018-01-11T05:46:13.087Z,,23.7,,,54,,
2018-01-11T05:46:23.048Z,1,23.7,0,,54,49.8,0
2018-01-11T05:46:32.927Z,,23.8,,,54,46.9,
2018-01-11T05:46:48.021Z,,23.8,,,54,45.9,
2018-01-11T05:46:52.929Z,,23.4,,,54,45.6,
2018-01-11T05:47:02.992Z,,23,,,54,44.9,
2018-01-11T05:47:13.677Z,,22.8,,,54,43.9,
2018-01-11T05:47:23.557Z,,22.6,,,54,43.7,
2018-01-11T05:47:32.988Z,,22.5,,,54,42.9,
2018-01-11T05:47:43.005Z,,22.5,,,54,42.8,
2018-01-11T05:47:52.980Z,,22.5,,,54,42.3,
2018-01-11T05:48:03.598Z,,22.4,,,54,41.9,
2018-01-11T05:48:12.956Z,,22.4,,,54,41.6,
2018-01-11T05:48:22.917Z,,22.4,,,54,41.4,
2018-01-11T05:48:33.005Z,,22.2,,,54,40.9,
2018-01-11T05:48:44.664Z,,22.1,,,54,,
2018-01-11T05:48:52.921Z,,22,,,54,40.7,
2018-01-11T05:49:08.101Z,,22,,,54,40.5,
2018-01-11T05:49:12.921Z,,21.9,,,54,40.4,
2018-01-11T05:49:23.554Z,,21.7,,,54,40.1,
2018-01-11T05:49:32.952Z,,21.7,,,54,,
2018-01-11T05:49:43.586Z,,21.5,,,54,,
2018-01-11T05:49:52.933Z,,21.5,,,54,,
2018-01-11T05:50:02.991Z,,21.5,,,54,,
2018-01-11T05:50:12.977Z,,21.2,,,54,,
2018-01-11T05:50:22.967Z,,20.9,,,54,40,
2018-01-11T05:50:38.213Z,,20.6,,,54,,
2018-01-11T05:50:42.928Z,,20.2,,,54,,
2018-01-11T05:50:53.566Z,,20.1,,,54,,
2018-01-11T05:51:02.963Z,,19.8,,,54,40.1,
2018-01-11T05:51:12.931Z,,19.6,,,54,,
2018-01-11T05:51:28.082Z,,19.3,,,54,40.2,
2018-01-11T05:51:33.185Z,,19,,,54,,
2018-01-11T05:51:42.935Z,,18.9,,,54,,
2018-01-11T05:51:53.616Z,,18.6,,,54,40.3,
2018-01-11T05:52:02.964Z,,18.5,,,54,40.4,
2018-01-11T05:52:12.936Z,,18.4,,,54,,
2018-01-11T05:52:23.118Z,,18.1,,,54,,
2018-01-11T05:52:33.801Z,,17.9,,,54,40.5,
2018-01-11T05:52:42.934Z,,17.8,,,54,,
2018-01-11T05:52:53.581Z,,17.7,,,54,,
2018-01-11T05:53:08.198Z,,17.5,,,54,40.6,
2018-01-11T05:53:13.038Z,,17.4,,,54,,
2018-01-11T05:53:22.984Z,,17.3,,,54,,
2018-01-11T05:53:32.943Z,1,17.3,43,,54,41.2,0
2018-01-11T05:53:42.926Z,,17.1,32,,54,46,
2018-01-11T05:53:53.032Z,,17.1,30,,54,44.9,
2018-01-11T05:54:03.024Z,,17.5,29,,54,45,
2018-01-11T05:54:13.027Z,,18.6,,,54,46,
2018-01-11T05:54:23.007Z,,19.4,,,54,46.1,
2018-01-11T05:54:32.932Z,,20,,,54,,
2018-01-11T05:54:42.961Z,,20.2,,,54,46.3,
2018-01-11T05:54:53.047Z,,20.8,,,54,46.4,
2018-01-11T05:55:02.929Z,,21.2,30,,54,46.5,
2018-01-11T05:55:12.977Z,,21.3,29,,54,46.7,
2018-01-11T05:55:23.093Z,,21.6,30,,54,46.8,
2018-01-11T05:55:32.940Z,,21.9,29,,54,47,
2018-01-11T05:55:43.009Z,,21.9,30,,54,,
2018-01-11T05:55:53.033Z,,22.1,29,,54,47.1,
2018-01-11T05:56:02.929Z,,22.1,,,54,47.2,
2018-01-11T05:56:12.969Z,,22.2,,,54,,
2018-01-11T05:56:22.998Z,,22.4,,,54,47.3,
2018-01-11T05:56:33.064Z,,22.6,,,54,,
2018-01-11T05:56:42.934Z,,22.7,,,54,47.4,
2018-01-11T05:56:55.789Z,,22.8,30,,54,47.6,
2018-01-11T05:57:03.002Z,,23,29,,54,,
2018-01-11T05:57:12.971Z,,23.1,30,,54,47.7,
2018-01-11T05:57:23.664Z,,23.2,29,,54,47.8,
2018-01-11T05:57:32.963Z,,23.2,,,54,,
2018-01-11T05:57:44.723Z,,23.2,,,54,48,
2018-01-11T05:57:53.128Z,,23.3,30,,54,,
2018-01-11T05:58:03.057Z,,23.1,29,,54,48.1,
2018-01-11T05:58:13.012Z,,23.3,,,54,48.2,
2018-01-11T05:58:22.928Z,,23.6,,,54,,
2018-01-11T05:58:32.928Z,,23.6,,,54,48.3,
2018-01-11T05:58:43.042Z,,23.6,,,54,48.4,
2018-01-11T05:58:53.117Z,,23.6,,,54,48.5,
2018-01-11T05:59:03.069Z,,23.8,,,54,48.6,
2018-01-11T05:59:12.952Z,,23.8,,,54,48.7,
2018-01-11T05:59:23.569Z,,23.8,30,,54,48.8,
2018-01-11T05:59:32.923Z,,23.8,29,,54,48.9,
2018-01-11T05:59:43.615Z,,23.7,29,,54,49,
2018-01-11T05:59:53.769Z,,23.8,,,54,49.1,
2018-01-11T06:00:02.933Z,,23.8,,,54,,
2018-01-11T06:00:12.936Z,,23.9,,,54,49.2,
2018-01-11T06:00:25.781Z,,23.9,,,54,49.3,
2018-01-11T06:00:33.016Z,,24,,,54,49.4,
2018-01-11T06:00:48.019Z,,24,,,54,49.5,
2018-01-11T06:00:52.945Z,,24,,,54,49.6,
2018-01-11T06:01:02.938Z,,24,,,54,49.7,
2018-01-11T06:01:12.953Z,,24,,,54,,
2018-01-11T06:01:23.105Z,,24,,,54,49.9,
2018-01-11T06:01:32.971Z,,24.2,,,54,50,
2018-01-11T06:01:43.317Z,,24.2,30,,54,,
2018-01-11T06:01:52.928Z,,24.2,,,54,50.1,
2018-01-11T06:02:02.967Z,,24.2,,,54,50.2,
2018-01-11T06:02:13.019Z,,24,29,,54,,
2018-01-11T06:02:22.955Z,,24,,,54,50.3,
2018-01-11T06:02:32.976Z,,24,,,54,50.4,
2018-01-11T06:02:48.186Z,,24.3,,,54,50.5,
2018-01-11T06:02:53.040Z,,24.3,30,,54,50.6,
2018-01-11T06:03:02.956Z,,24.2,29,,54,,
2018-01-11T06:03:13.670Z,1,24.3,0,,54,49.8,0
2018-01-11T06:03:23.069Z,,24.3,,,54,47.8,
2018-01-11T06:03:33.589Z,,24.3,,,54,46.9,
2018-01-11T06:03:42.936Z,,23.8,,,54,46.4,
2018-01-11T06:03:52.969Z,,23.6,,,54,45.7,
2018-01-11T06:04:02.937Z,,23.3,,,54,44.9,
2018-01-11T06:04:18.071Z,,23.2,,,54,44.6,
2018-01-11T06:04:23.695Z,,23.1,,,54,43.9,
2018-01-11T06:04:38.068Z,,23,,,54,43.7,
2018-01-11T06:04:43.075Z,,22.8,,,54,43.3,
2018-01-11T06:04:54.892Z,,22.7,,,54,42.9,
2018-01-11T06:05:02.975Z,,22.6,,,54,42.6,
2018-01-11T06:05:12.959Z,,22.5,,,54,42.3,
2018-01-11T06:05:24.008Z,,22.6,,,54,41.9,
2018-01-11T06:05:32.929Z,,22.4,,,54,41.8,
2018-01-11T06:05:42.937Z,,22.2,,,54,41.6,
2018-01-11T06:05:53.011Z,,22.4,,,54,41.4,
2018-01-11T06:06:03.084Z,,22.2,,,54,41.3,
2018-01-11T06:06:12.961Z,,22.1,,,54,41,
2018-01-11T06:06:22.977Z,,22,,,54,,
2018-01-11T06:06:33.725Z,,21.9,,,54,,
2018-01-11T06:06:43.261Z,,21.7,,,54,,
2018-01-11T06:06:53.026Z,,21.9,,,54,,
2018-01-11T06:07:03.001Z,,21.6,,,54,41,
2018-01-11T06:07:12.942Z,,21.3,,,54,40.9,
2018-01-11T06:07:23.003Z,,21.1,,,54,,
2018-01-11T06:07:33.057Z,,20.6,,,54,41,
2018-01-11T06:07:43.063Z,,20.4,,,54,,
2018-01-11T06:07:52.952Z,,20.1,,,54,,
2018-01-11T06:08:02.959Z,,20,,,54,,
2018-01-11T06:08:12.962Z,,19.7,,,54,41.1,
2018-01-11T06:08:23.579Z,,19.4,,,54,,
2018-01-11T06:08:32.970Z,,19.3,,,54,41.2,
2018-01-11T06:08:43.033Z,,19,,,54,,
2018-01-11T06:08:53.712Z,,18.9,,,54,41.3,
2018-01-11T06:09:03.110Z,,18.8,,,54,,
2018-01-11T06:09:13.020Z,,18.6,,,54,41.4,
2018-01-11T06:09:23.022Z,,18.4,,,54,,
2018-01-11T06:09:33.225Z,,18.2,,,54,41.5,
2018-01-11T06:09:42.971Z,,18.1,,,54,,
2018-01-11T06:09:53.022Z,,17.9,,,54,,
2018-01-11T06:10:03.022Z,,17.8,,,54,,
2018-01-11T06:10:13.647Z,,17.7,,,54,41.6,
2018-01-11T06:10:23.340Z,,17.7,,,54,,
2018-01-11T06:10:33.045Z,,17.5,,,54,,
2018-01-11T06:10:43.026Z,,17.4,,,54,,
2018-01-11T06:10:52.975Z,,17.3,,,54,,
2018-01-11T06:11:02.962Z,,17.1,,,54,,
2018-01-11T06:11:13.711Z,1,17.1,,,54,41.5,0
2018-01-11T06:11:22.993Z,,17,35,,54,46,
2018-01-11T06:11:33.014Z,,17,30,,54,45.9,
2018-01-11T06:11:43.024Z,,17.4,,,54,45.5,
2018-01-11T06:11:52.946Z,,18.6,29,,54,46,
2018-01-11T06:12:03.000Z,,19.4,,,54,46.5,
2018-01-11T06:12:12.996Z,,20,,,54,,
2018-01-11T06:12:22.947Z,,20.2,30,,54,46.7,
2018-01-11T06:12:33.663Z,,20.6,29,,54,,
2018-01-11T06:12:42.991Z,,21.1,,,54,,
2018-01-11T06:12:52.945Z,,21.3,,,54,46.8,
2018-01-11T06:13:02.940Z,,21.6,,,54,47,
2018-01-11T06:13:12.932Z,,21.9,,,54,,
2018-01-11T06:13:22.962Z,1,22,29,61,54,47.1,0
2018-01-11T06:13:33.068Z,,22.1,,,54,47.2,
2018-01-11T06:13:43.011Z,,22.2,,,54,47.3,
2018-01-11T06:13:52.957Z,,22.4,,,54,,
2018-01-11T06:14:02.961Z,,22.5,,,54,47.4,
2018-01-11T06:14:13.118Z,,22.6,,,54,,
2018-01-11T06:14:23.079Z,,22.7,,,54,,
2018-01-11T06:14:32.954Z,,22.7,,,54,47.6,
2018-01-11T06:14:42.992Z,,22.8,,,54,,
2018-01-11T06:14:52.940Z,,23,,,54,47.7,
2018-01-11T06:15:02.934Z,,23.2,30,,54,47.8,
2018-01-11T06:15:13.616Z,,23.2,29,,54,,
2018-01-11T06:15:23.021Z,,23.2,29,,54,48,
2018-01-11T06:15:33.718Z,,23.3,,,54,,
2018-01-11T06:15:43.593Z,,23.4,,,54,48.1,
2018-01-11T06:15:53.007Z,,23.6,,,54,48.2,
2018-01-11T06:16:03.003Z,,23.6,,,54,48.3,
2018-01-11T06:16:13.110Z,,23.6,,,54,48.4,
2018-01-11T06:16:23.024Z,,23.7,,,54,48.5,
2018-01-11T06:16:34.795Z,,23.7,,,54,48.6,
2018-01-11T06:16:42.941Z,,23.8,,,54,48.7,
2018-01-11T06:16:53.592Z,,23.8,,,54,48.8,
2018-01-11T06:17:03.022Z,,23.9,,,54,48.9,
2018-01-11T06:17:13.003Z,,23.9,,,54,49,
2018-01-11T06:17:22.944Z,,23.8,,,54,,
2018-01-11T06:17:33.594Z,,23.8,30,,54,49.1,
2018-01-11T06:17:43.027Z,,23.9,29,,54,49.2,
2018-01-11T06:17:53.370Z,,23.9,,,54,49.3,
2018-01-11T06:18:03.384Z,,23.9,,,54,49.4,
2018-01-11T06:18:18.156Z,,23.9,,,54,49.5,
2018-01-11T06:18:23.022Z,,23.9,,,54,49.6,
2018-01-11T06:18:33.654Z,,24,,,54,49.7,
2018-01-11T06:18:43.595Z,,24,,,54,,
2018-01-11T06:18:52.954Z,,24,,,54,49.8,
2018-01-11T06:19:02.964Z,,24,30,,54,50,
2018-01-11T06:19:12.936Z,1,24,0,,54,49.8,0
2018-01-11T06:19:23.026Z,,24,,,54,47.8,
2018-01-11T06:19:33.094Z,,24,,,54,46.8,
2018-01-11T06:19:42.987Z,,23.7,,,54,45.7,
2018-01-11T06:19:53.396Z,,23.3,,,54,44.9,
2018-01-11T06:20:03.012Z,,23.2,,,54,44.5,
2018-01-11T06:20:13.600Z,,23,,,54,43.9,
2018-01-11T06:20:22.990Z,,22.8,,,54,43.5,
2018-01-11T06:20:32.996Z,,22.7,,,54,42.8,
2018-01-11T06:20:42.960Z,1,22.6,42,,54,45.3,0
2018-01-11T06:20:53.606Z,,22.5,32,,54,49,
2018-01-11T06:21:03.106Z,,22.4,29,,54,47.9,
2018-01-11T06:21:12.937Z,,22.2,,,54,48,
2018-01-11T06:21:23.056Z,,22.2,,,54,49,
2018-01-11T06:21:32.990Z,1,22.4,0,,54,48.6,0
2018-01-11T06:21:42.978Z,,22.7,,,54,45.9,
2018-01-11T06:21:53.100Z,,23,,,54,45.6,
2018-01-11T06:22:03.609Z,,22.7,,,54,44.7,
2018-01-11T06:22:15.811Z,,22.6,,,54,43.9,
2018-01-11T06:22:23.058Z,,22.5,,,54,43.6,
2018-01-11T06:22:33.002Z,,22.1,,,54,42.9,
2018-01-11T06:22:43.031Z,,21.9,,,54,42.7,
2018-01-11T06:22:53.033Z,,22,,,54,41.9,
2018-01-11T06:23:03.139Z,,22,,,54,41.8,
2018-01-11T06:23:12.961Z,,22.1,,,54,41.4,
2018-01-11T06:23:23.180Z,,22.4,,,54,41.2,
2018-01-11T06:23:33.017Z,,22.4,,,54,40.9,
2018-01-11T06:23:42.993Z,,22.2,,,54,40.8,
2018-01-11T06:23:58.008Z,,22.1,,,54,40.6,
2018-01-11T06:24:03.031Z,,22,,,54,40.4,
2018-01-11T06:24:12.940Z,,21.7,,,54,40.3,
2018-01-11T06:24:23.122Z,,21.7,,,54,40.2,
2018-01-11T06:24:32.942Z,,21.5,,,54,40.1,
2018-01-11T06:24:43.064Z,,21.3,,,54,39.9,
2018-01-11T06:24:52.952Z,,21.5,,,54,39.8,
2018-01-11T06:25:03.706Z,,21.3,,,54,39.7,
2018-01-11T06:25:13.167Z,,21.5,,,54,39.5,
2018-01-11T06:25:23.193Z,,21.6,,,54,39.4,
2018-01-11T06:25:32.938Z,,21.6,,,54,39.1,
2018-01-11T06:25:42.944Z,1,21.7,43,,54,41.3,0
2018-01-11T06:25:53.051Z,,21.7,37,,54,43.3,
2018-01-11T06:26:02.964Z,,21.7,29,,54,44,
2018-01-11T06:26:12.973Z,1,21.9,0,,54,44.7,0
2018-01-11T06:26:22.962Z,,22.1,,,54,42.9,
2018-01-11T06:26:32.999Z,,22.2,,,54,41.9,
2018-01-11T06:26:43.117Z,,22,,,54,41.6,
2018-01-11T06:26:52.973Z,,21.9,,,54,40.9,
2018-01-11T06:27:03.064Z,,21.7,,,54,40.6,
2018-01-11T06:27:12.987Z,,21.6,,,54,40.3,
2018-01-11T06:27:23.257Z,,21.6,,,54,39.9,
2018-01-11T06:27:33.077Z,,21.5,,,54,39.7,
2018-01-11T06:27:43.646Z,,21.5,,,54,39.5,
2018-01-11T06:27:53.132Z,,21.3,,,54,39.3,
2018-01-11T06:28:03.120Z,,21.1,,,54,38.9,
2018-01-11T06:28:13.834Z,,21.2,,,54,38.7,
2018-01-11T06:28:23.003Z,,21.1,,,54,38.5,
2018-01-11T06:28:32.956Z,,21.2,,,54,38.3,
2018-01-11T06:28:43.622Z,,21.2,,,54,38.2,
2018-01-11T06:28:53.131Z,,21.2,,,54,37.9,
2018-01-11T06:29:03.049Z,,21.2,,,54,37.8,
2018-01-11T06:29:12.964Z,,21.2,,,54,37.7,
2018-01-11T06:29:23.025Z,,21.2,,,54,37.6,
2018-01-11T06:29:37.977Z,,21.2,,,54,37.5,
2018-01-11T06:29:43.001Z,,21.1,,,54,37.4,
2018-01-11T06:29:53.649Z,,21.1,,,54,37.3,
2018-01-11T06:30:03.628Z,,21.1,,,54,37.2,
2018-01-11T06:30:13.665Z,,21.1,,,54,36.9,
2018-01-11T06:30:23.020Z,,21.1,,,54,,
2018-01-11T06:30:34.707Z,,21.1,,,54,36.8,
2018-01-11T06:30:43.031Z,1,21.1,43,,54,39.2,0
2018-01-11T06:30:53.053Z,,21.1,37,,54,41.1,
2018-01-11T06:31:02.998Z,,21.1,29,,54,42,
2018-01-11T06:31:12.944Z,,21.2,,,54,43.1,
2018-01-11T06:31:23.651Z,,21.5,,,54,44,
2018-01-11T06:31:32.948Z,,21.7,,,54,44.1,
2018-01-11T06:31:42.999Z,,21.9,30,,54,45,
2018-01-11T06:31:53.128Z,,22.2,29,,54,45.1,
2018-01-11T06:32:03.024Z,,22.2,,,54,45.5,
2018-01-11T06:32:12.950Z,,22.5,,,54,46,
2018-01-11T06:32:23.029Z,,22.6,,,54,46.1,
2018-01-11T06:32:33.642Z,,22.6,,,54,46.3,
2018-01-11T06:32:42.962Z,,22.7,,,54,46.5,
2018-01-11T06:32:53.167Z,,23,,,54,46.7,
2018-01-11T06:33:03.732Z,,23.2,,,54,46.8,
2018-01-11T06:33:13.631Z,,23.2,,,54,46.9,
2018-01-11T06:33:23.770Z,,23.3,,,54,47,
2018-01-11T06:33:32.988Z,,23.4,,,54,,
2018-01-11T06:33:43.617Z,,23.4,,,54,,
2018-01-11T06:33:53.672Z,,23.6,,,54,47.1,
2018-01-11T06:34:02.982Z,,23.4,30,,54,,
2018-01-11T06:34:12.982Z,,23.6,29,,54,47.2,
2018-01-11T06:34:24.802Z,,23.7,30,,54,,
2018-01-11T06:34:32.950Z,,23.8,29,,54,47.3,
2018-01-11T06:34:43.048Z,,23.8,,,54,,
2018-01-11T06:34:52.971Z,,23.7,,,54,47.4,
2018-01-11T06:35:02.973Z,,23.8,,,54,,
2018-01-11T06:35:12.971Z,,23.8,,,54,47.6,
2018-01-11T06:35:22.962Z,,23.8,,,54,47.7,
2018-01-11T06:35:38.053Z,,23.9,,,54,,
2018-01-11T06:35:42.946Z,,23.8,30,,54,47.8,
2018-01-11T06:35:53.032Z,,23.8,29,,54,,
2018-01-11T06:36:02.952Z,,23.9,,,54,48,
2018-01-11T06:36:13.027Z,,23.9,,,54,,
2018-01-11T06:36:23.618Z,,24,30,,54,48.1,
2018-01-11T06:36:33.025Z,,23.9,29,,54,,
2018-01-11T06:36:43.080Z,,23.9,,,54,48.2,
2018-01-11T06:36:52.984Z,,24,,,54,48.3,
2018-01-11T06:37:03.005Z,,24.2,,,54,48.4,
2018-01-11T06:37:13.679Z,,24.2,,,54,48.5,
2018-01-11T06:37:23.329Z,,24,,,54,48.6,
2018-01-11T06:37:33.232Z,,24,,,54,48.7,
2018-01-11T06:37:44.930Z,,24,,,54,48.8,
2018-01-11T06:37:53.052Z,,24,30,,54,49,
2018-01-11T06:38:03.020Z,,24.2,29,,54,,
2018-01-11T06:38:13.034Z,,24,30,,54,49.1,
2018-01-11T06:38:23.615Z,,24,29,,54,49.2,
2018-01-11T06:38:33.637Z,,24.2,,,54,49.3,
2018-01-11T06:38:43.054Z,,24.2,,,54,49.4,
2018-01-11T06:38:52.964Z,,24,,,54,,
2018-01-11T06:39:03.122Z,,24.2,30,,54,49.5,
2018-01-11T06:39:13.016Z,,24.2,,,54,49.6,
2018-01-11T06:39:22.980Z,,24.2,29,,54,49.7,
2018-01-11T06:39:38.327Z,,24.3,,,54,49.8,
2018-01-11T06:39:43.101Z,,24.2,,,54,49.9,
2018-01-11T06:39:53.002Z,,24.2,,,54,50,
2018-01-11T06:40:02.957Z,,24.3,,,54,,
2018-01-11T06:40:13.009Z,,24.3,,,54,50.1,
2018-01-11T06:40:23.010Z,,24.3,,,54,50.2,
2018-01-11T06:40:32.971Z,1,24.4,0,,54,49.8,0
2018-01-11T06:40:43.715Z,,24.4,,,54,47.9,
2018-01-11T06:40:53.161Z,,24.3,,,54,46.8,
2018-01-11T06:41:03.103Z,,24,,,54,45.9,
2018-01-11T06:41:13.055Z,,23.8,,,54,44.9,
2018-01-11T06:41:23.025Z,,23.6,,,54,44.6,
2018-01-11T06:41:33.078Z,,23.3,,,54,43.9,
2018-01-11T06:41:42.995Z,,23.3,,,54,43.7,
2018-01-11T06:41:53.028Z,,23.1,,,54,43.2,
2018-01-11T06:42:03.034Z,,23.1,,,54,42.8,
2018-01-11T06:42:13.612Z,,22.8,,,54,42.4,
2018-01-11T06:42:23.037Z,,22.8,,,54,41.9,
2018-01-11T06:42:33.024Z,,22.7,,,54,41.8,
2018-01-11T06:42:43.095Z,,22.6,,,54,41.6,
2018-01-11T06:42:53.119Z,,22.5,,,54,41.4,
2018-01-11T06:43:03.058Z,,22.4,,,54,41.2,
2018-01-11T06:43:13.779Z,,22.4,,,54,40.9,
2018-01-11T06:43:23.016Z,,22.2,,,54,40.8,
2018-01-11T06:43:33.672Z,,22.1,,,54,40.6,
2018-01-11T06:43:43.517Z,,22,,,54,,
2018-01-11T06:43:53.142Z,,21.7,,,54,,
2018-01-11T06:44:02.976Z,,21.7,,,54,40.5,
2018-01-11T06:44:13.151Z,,22,,,54,,
2018-01-11T06:44:23.542Z,,21.9,,,54,,
2018-01-11T06:44:33.056Z,,21.5,,,54,,
2018-01-11T06:44:42.991Z,,21.2,,,54,,
2018-01-11T06:44:53.779Z,,20.8,,,54,,
2018-01-11T06:45:02.964Z,,20.5,,,54,,
2018-01-11T06:45:13.007Z,,20.2,,,54,40.6,
2018-01-11T06:45:23.095Z,,20.1,,,54,,
2018-01-11T06:45:32.966Z,,19.8,,,54,,
2018-01-11T06:45:43.207Z,,19.6,,,54,40.7,
2018-01-11T06:45:53.260Z,,19.4,,,54,40.8,
2018-01-11T06:46:03.016Z,1,19.2,37,,54,45.2,0
2018-01-11T06:46:13.667Z,,19,29,,54,46.9,
2018-01-11T06:46:23.196Z,,19.2,,,54,45.9,
2018-01-11T06:46:33.077Z,,20,,,54,46.1,
2018-01-11T06:46:48.098Z,,20.9,,,54,47,
2018-01-11T06:46:53.085Z,,21.2,,,54,47.2,
2018-01-11T06:47:03.052Z,,21.5,,,54,47.3,
2018-01-11T06:47:13.047Z,,21.9,,,54,47.6,
2018-01-11T06:47:23.580Z,,22.1,,,54,47.7,
2018-01-11T06:47:32.988Z,,22.2,,,54,48,
2018-01-11T06:47:43.021Z,,22.6,,,54,,
2018-01-11T06:47:52.998Z,,22.7,,,54,48.1,
2018-01-11T06:48:03.428Z,,22.7,,,54,48.3,
2018-01-11T06:48:13.014Z,,22.8,,,54,,
2018-01-11T06:48:24.710Z,,22.8,,,54,48.5,
2018-01-11T06:48:38.151Z,,22.8,30,,54,,
2018-01-11T06:48:43.043Z,,23.2,29,,54,48.6,
2018-01-11T06:48:53.644Z,,23.2,,,54,,
2018-01-11T06:49:03.018Z,,23.2,,,54,48.7,
2018-01-11T06:49:13.294Z,,23.2,,,54,,
2018-01-11T06:49:22.969Z,,23.4,,,54,,
2018-01-11T06:49:33.019Z,,23.6,,,54,48.8,
2018-01-11T06:49:43.063Z,,23.6,,,54,,
2018-01-11T06:49:53.090Z,,23.6,,,54,48.9,
2018-01-11T06:50:03.125Z,,23.6,,,54,49,
2018-01-11T06:50:13.036Z,,23.8,,,54,,
2018-01-11T06:50:22.992Z,,23.8,,,54,,
2018-01-11T06:50:38.171Z,,23.8,,,54,49.1,
2018-01-11T06:50:42.959Z,,23.9,,,54,49.2,
2018-01-11T06:50:52.966Z,,23.9,,,54,49.3,
2018-01-11T06:51:03.685Z,,23.9,,,54,,
2018-01-11T06:51:13.029Z,,23.9,,,54,49.4,
2018-01-11T06:51:23.110Z,,24,,,54,,
2018-01-11T06:51:33.016Z,,24.2,30,,54,49.5,
2018-01-11T06:51:43.285Z,,24.2,29,,54,49.6,
2018-01-11T06:51:53.085Z,,24.2,,,54,49.7,
2018-01-11T06:52:03.097Z,,24.2,,,54,49.8,
2018-01-11T06:52:12.993Z,,24.3,,,54,,
2018-01-11T06:52:23.014Z,,24.3,,,54,49.9,
2018-01-11T06:52:33.002Z,,24.3,,,54,50,
2018-01-11T06:52:43.061Z,,24.3,30,,54,50.1,
2018-01-11T06:52:53.087Z,,24.3,29,,54,,
2018-01-11T06:53:03.059Z,,24.3,,,54,50.2,
2018-01-11T06:53:13.101Z,,24.3,,,54,50.3,
2018-01-11T06:53:22.970Z,,24.4,,,54,,
2018-01-11T06:53:32.986Z,,24.4,,,54,50.4,
2018-01-11T06:53:43.038Z,,24.4,,,54,50.5,
