Time,HwActive,HwTSet,HwTOutlet,ChActive,PrimTSet,ActPow,PrimT
2017-11-09T03:49:44.083Z,,54,47.2,,,,63.2
2017-11-09T03:49:54.083Z,,54,47.2,,,,63.5
2017-11-09T03:50:04.084Z,,54,47.3,,,,64
2017-11-09T03:50:14.082Z,,54,47.4,,,,64.1
2017-11-09T03:50:24.085Z,,54,47.4,,,,64.4
2017-11-09T03:50:34.087Z,,54,47.5,,,,64.6
2017-11-09T03:50:44.084Z,,54,47.5,,,30,64.8
2017-11-09T03:50:54.085Z,0,54,47.6,2,,0,63.6
2017-11-09T03:51:04.091Z,,54,47.6,,,,61.9
2017-11-09T03:51:14.083Z,,54,47.7,,,,60.9
2017-11-09T03:51:24.083Z,,54,47.7,,,,59.9
2017-11-09T03:51:34.081Z,,54,47.7,,,,58.8
2017-11-09T03:51:44.086Z,,54,47.7,,,,57.9
2017-11-09T03:51:54.086Z,,,,,,,56.9
2017-11-09T03:52:04.088Z,,54,47.7,,,,56.6
2017-11-09T03:52:14.083Z,,54,47.7,,,,55.9
2017-11-09T03:52:24.089Z,,54,47.7,,,,55.3
2017-11-09T03:52:34.096Z,,54,47.6,,,,54.8
2017-11-09T03:52:44.084Z,,54,47.6,,,,54.4
2017-11-09T03:52:54.087Z,,54,47.5,,,,53.6
2017-11-09T03:53:04.103Z,0,54,47.5,2,,39,57.1
2017-11-09T03:53:14.086Z,,54,47.4,,,29,57.9
2017-11-09T03:53:24.087Z,,54,47.3,,,,58
2017-11-09T03:53:34.087Z,,54,47.3,,,29,59.1
2017-11-09T03:53:44.086Z,,54,47.2,,,29,60
2017-11-09T03:53:54.090Z,,54,47.1,,,30,60.5
2017-11-09T03:54:04.094Z,,54,47.1,,,29,61.3
2017-11-09T03:54:14.091Z,,54,47.1,,,,62
2017-11-09T03:54:24.083Z,,54,47.1,,,,62.4
2017-11-09T03:54:34.084Z,,54,47.1,,,29,63.1
2017-11-09T03:54:44.089Z,,54,47.2,,,30,63.2
2017-11-09T03:54:54.085Z,,54,47.2,,,29,63.5
2017-11-09T03:55:04.090Z,,54,47.3,,,29,64
2017-11-09T03:55:14.086Z,,54,47.3,,,,64.1
2017-11-09T03:55:24.084Z,,54,47.4,,,,64.4
2017-11-09T03:55:34.087Z,,54,47.4,,,,64.6
2017-11-09T03:55:44.085Z,,54,47.5,,,,64.8
2017-11-09T03:55:54.089Z,0,54,47.5,2,,0,64.8
2017-11-09T03:56:04.090Z,,54,47.6,,,,61.9
2017-11-09T03:56:14.089Z,,54,47.6,,,,60.9
2017-11-09T03:56:24.095Z,,54,47.7,,,,59.9
2017-11-09T03:56:34.093Z,,54,47.8,,,,58.9
2017-11-09T03:56:44.096Z,,54,47.8,,,,57.9
2017-11-09T03:56:54.091Z,,54,47.8,,,,56.9
2017-11-09T03:57:04.096Z,,54,47.8,,,,56.6
2017-11-09T03:57:14.088Z,,54,47.8,,,,55.9
2017-11-09T03:57:24.085Z,,54,47.7,,,,55.3
2017-11-09T03:57:34.086Z,,54,47.7,,,,54.8
2017-11-09T03:57:44.097Z,,54,47.7,,,,54.4
2017-11-09T03:57:54.094Z,,54,47.6,,,,53.8
2017-11-09T03:58:04.100Z,0,54,47.6,2,,39,57.1
2017-11-09T03:58:14.091Z,,54,47.5,,,29,57.9
2017-11-09T03:58:24.086Z,,54,47.4,,,30,58
2017-11-09T03:58:34.089Z,,54,47.3,,,29,59.1
2017-11-09T03:58:44.091Z,,54,47.3,,,,60
2017-11-09T03:58:54.087Z,,54,47.2,,,30,60.5
2017-11-09T03:59:04.097Z,,54,47.2,,,29,61.3
2017-11-09T03:59:14.088Z,,54,47.2,,,,62
2017-11-09T03:59:24.086Z,,54,47.2,,,30,62.4
2017-11-09T03:59:34.092Z,,54,47.2,,,29,63.1
2017-11-09T03:59:44.090Z,,54,47.2,,,,63.2
2017-11-09T03:59:54.097Z,0,54,47.2,2,61,29,63.5
2017-11-09T04:00:04.098Z,,54,47.3,,,,64
2017-11-09T04:00:14.093Z,,54,47.3,,,,64.1
2017-11-09T04:00:24.088Z,,54,47.3,,,,64.4
2017-11-09T04:00:34.088Z,,54,47.4,,,30,64.6
2017-11-09T04:00:44.090Z,,54,47.4,,,29,64.8
2017-11-09T04:00:54.091Z,0,54,47.4,2,,0,63.6
2017-11-09T04:01:04.093Z,,54,47.5,,,,61.9
2017-11-09T04:01:14.093Z,,54,47.6,,,,60.9
2017-11-09T04:01:24.092Z,,54,47.6,,,,59.9
2017-11-09T04:01:34.092Z,,54,47.6,,,,58.8
2017-11-09T04:01:44.093Z,,54,47.7,,,,57.9
2017-11-09T04:01:59.194Z,,54,47.7,,,,56.9
2017-11-09T04:02:04.090Z,,54,47.7,,,,56.6
2017-11-09T04:02:14.089Z,,54,47.6,,,,55.9
2017-11-09T04:02:24.096Z,,54,47.6,,,,55.3
2017-11-09T04:02:34.087Z,,54,47.6,,,,54.8
2017-11-09T04:02:44.098Z,,54,47.5,,,,54.4
2017-11-09T04:02:54.091Z,,54,47.4,,,,53.7
2017-11-09T04:03:04.101Z,0,54,47.4,2,,38,57.1
2017-11-09T04:03:14.101Z,,54,47.3,,,29,57.9
2017-11-09T04:03:24.089Z,,54,47.2,,,,58
2017-11-09T04:03:34.101Z,,54,47.2,,,,59.1
2017-11-09T04:03:44.099Z,,54,47.1,,,,60
2017-11-09T04:03:54.100Z,,54,47.1,,,,60.5
2017-11-09T04:04:04.088Z,,54,47.1,,,,61.3
2017-11-09T04:04:14.088Z,,54,47.2,,,,62
2017-11-09T04:04:24.095Z,,54,47.2,,,,62.4
2017-11-09T04:04:34.092Z,,54,47.3,,,,63.1
2017-11-09T04:04:44.090Z,,54,47.3,,,30,63.2
2017-11-09T04:04:54.097Z,,54,47.4,,,29,63.5
2017-11-09T04:05:04.102Z,,54,47.4,,,29,64
2017-11-09T04:05:14.096Z,,54,47.5,,,30,64.1
2017-11-09T04:05:24.089Z,,54,47.6,,,29,64.4
2017-11-09T04:05:34.089Z,,54,47.6,,,,64.6
2017-11-09T04:05:44.101Z,,54,47.7,,,,64.8
2017-11-09T04:05:54.095Z,0,54,47.8,2,,0,64.7
2017-11-09T04:06:04.101Z,,54,47.9,,,,61.8
2017-11-09T04:06:14.093Z,,54,47.9,,,,60.9
2017-11-09T04:06:24.096Z,,54,48,,,,59.9
2017-11-09T04:06:34.094Z,,54,48,,,,58.9
2017-11-09T04:06:44.094Z,,54,48,,,,57.9
2017-11-09T04:06:54.092Z,,54,48,,,,56.9
2017-11-09T04:07:04.095Z,,54,48,,,,56.7
2017-11-09T04:07:14.098Z,,54,48,,,,55.9
2017-11-09T04:07:24.093Z,,54,47.9,,,,55.4
2017-11-09T04:07:34.093Z,,54,47.9,,,,54.9
2017-11-09T04:07:44.093Z,,54,47.8,,,,54.4
2017-11-09T04:07:54.111Z,,54,47.8,,,,53.7
2017-11-09T04:08:04.129Z,0,54,47.7,2,,38,57.2
2017-11-09T04:08:14.114Z,,54,47.6,,,29,57.9
2017-11-09T04:08:24.114Z,,54,47.5,,,,58
2017-11-09T04:08:34.122Z,,54,47.4,,,,59.3
2017-11-09T04:08:44.111Z,,54,47.4,,,,60
2017-11-09T04:08:54.093Z,,54,47.3,,,,60.5
2017-11-09T04:09:04.094Z,,54,47.3,,,,61.2
2017-11-09T04:09:14.118Z,,54,47.3,,,,62
2017-11-09T04:09:24.103Z,,54,47.3,,,,62.2
2017-11-09T04:09:34.105Z,,54,47.4,,,,62.7
2017-11-09T04:09:44.109Z,,54,47.4,,,,63.1
2017-11-09T04:09:54.108Z,,54,47.4,,,30,63.4
2017-11-09T04:10:04.103Z,,54,47.5,,,29,63.6
2017-11-09T04:10:14.102Z,,54,47.5,,,,64
2017-11-09T04:10:24.104Z,,54,47.6,,,,64.1
2017-11-09T04:10:34.114Z,,54,47.7,,,30,64.4
2017-11-09T04:10:44.486Z,,54,47.7,,,29,64.5
2017-11-09T04:10:54.114Z,,54,47.8,,,,64.7
2017-11-09T04:11:04.113Z,,54,47.8,,,,64.8
2017-11-09T04:11:14.107Z,,54,47.9,,,,65.1
2017-11-09T04:11:24.111Z,0,54,48,2,,0,62.8
2017-11-09T04:11:34.130Z,,54,48,,,,61.5
2017-11-09T04:11:44.101Z,,54,48.1,,,,59.9
2017-11-09T04:11:54.098Z,,54,48.1,,,,58.9
2017-11-09T04:12:04.106Z,,54,48.2,,,,57.9
2017-11-09T04:12:14.107Z,,54,48.2,,,,56.9
2017-11-09T04:12:24.108Z,,54,48.2,,,,56.5
2017-11-09T04:12:39.199Z,,54,48.2,,,,55.9
2017-11-09T04:12:44.095Z,,54,48.2,,,,54.9
2017-11-09T04:12:54.109Z,,54,48.1,,,,54.3
2017-11-09T04:13:04.108Z,0,54,48.1,2,,40,57.1
2017-11-09T04:13:19.124Z,,54,48,,,33,58.1
2017-11-09T04:13:24.117Z,,54,47.9,,,29,58
2017-11-09T04:13:34.108Z,,54,47.8,,,,59.1
2017-11-09T04:13:44.100Z,,54,47.8,,,,59.6
2017-11-09T04:13:54.107Z,,54,47.7,,,,60.1
2017-11-09T04:14:04.114Z,,54,47.7,,,,61.1
2017-11-09T04:14:14.102Z,,54,47.7,,,,61.3
2017-11-09T04:14:24.104Z,,54,47.7,,,,61.8
2017-11-09T04:14:34.110Z,,54,47.8,,,,62.1
2017-11-09T04:14:44.097Z,,54,47.8,,,,62.4
2017-11-09T04:14:54.110Z,,54,47.8,,,,62.7
2017-11-09T04:15:04.102Z,,54,47.8,,,,63.1
2017-11-09T04:15:14.112Z,,54,47.8,,,,
2017-11-09T04:15:24.117Z,,54,47.8,,,,63.3
2017-11-09T04:15:34.106Z,,54,47.8,,,,63.5
2017-11-09T04:15:49.203Z,,54,47.9,,,,63.6
2017-11-09T04:15:54.104Z,,54,47.9,,,,63.8
2017-11-09T04:16:04.217Z,,54,47.9,,,,64
2017-11-09T04:16:14.107Z,,54,47.9,,,,64.1
2017-11-09T04:16:29.212Z,,54,47.9,,,,64.2
2017-11-09T04:16:34.111Z,,54,48,,,,64.4
2017-11-09T04:16:44.105Z,,54,48,,,,64.5
2017-11-09T04:16:54.112Z,,54,48,,,,64.6
2017-11-09T04:17:04.109Z,,54,48.1,,,,64.7
2017-11-09T04:17:14.243Z,,54,48.1,,,,64.8
2017-11-09T04:17:24.115Z,0,54,48.1,2,,0,64.9
2017-11-09T04:17:34.108Z,,54,48.2,,,,61.9
2017-11-09T04:17:44.105Z,,54,48.2,,,,60.9
2017-11-09T04:17:54.109Z,,54,48.2,,,,59.7
2017-11-09T04:18:04.102Z,,54,48.2,,,,58.9
2017-11-09T04:18:14.102Z,,54,48.2,,,,57.9
2017-11-09T04:18:24.104Z,,54,48.2,,,,56.9
2017-11-09T04:18:34.103Z,,54,48.2,,,,56.6
2017-11-09T04:18:44.107Z,,54,48.2,,,,55.9
2017-11-09T04:18:54.101Z,,54,48.1,,,,55.3
2017-11-09T04:19:04.125Z,0,54,48,2,,42,57.1
2017-11-09T04:19:14.099Z,,54,47.9,,,37,58.5
2017-11-09T04:19:24.110Z,,54,47.9,,,29,58.7
2017-11-09T04:19:34.104Z,,54,47.8,,,30,60
2017-11-09T04:19:44.099Z,,54,47.7,,,29,60.4
2017-11-09T04:19:54.097Z,,54,47.6,,,,61.1
2017-11-09T04:20:04.109Z,,54,47.6,,,30,62
2017-11-09T04:20:14.101Z,,54,47.5,,,29,62.2
2017-11-09T04:20:24.100Z,,54,47.5,,,,63.1
2017-11-09T04:20:34.101Z,,54,47.6,,,30,63.2
2017-11-09T04:20:44.098Z,,54,47.6,,,,63.5
2017-11-09T04:20:54.098Z,,54,47.6,,,29,64
2017-11-09T04:21:04.105Z,,54,47.7,,,,64.2
2017-11-09T04:21:14.099Z,,54,47.7,,,30,64.5
2017-11-09T04:21:24.104Z,,54,47.8,,,,64.7
2017-11-09T04:21:34.099Z,,54,47.8,,,29,64.8
2017-11-09T04:21:44.106Z,0,54,47.9,2,,0,62.9
2017-11-09T04:21:54.107Z,,54,48,,,,61.8
2017-11-09T04:22:04.110Z,,54,48,,,,60.7
2017-11-09T04:22:14.111Z,,54,48,,,,58.9
2017-11-09T04:22:24.099Z,,54,48,,,,58.6
2017-11-09T04:22:34.103Z,,54,48,,,,57.9
2017-11-09T04:22:44.102Z,,54,48,,,,56.9
2017-11-09T04:22:54.107Z,,54,48,,,,56.4
2017-11-09T04:23:04.112Z,,54,47.9,,,,55.7
2017-11-09T04:23:14.103Z,,54,47.8,,,,54.9
2017-11-09T04:23:24.107Z,,54,47.7,,,,54.7
2017-11-09T04:23:34.101Z,,54,47.7,,,,54.3
2017-11-09T04:23:44.117Z,,54,47.6,,,,53.9
2017-11-09T04:23:54.103Z,,54,47.5,,,,53.5
2017-11-09T04:24:04.132Z,0,54,47.4,2,,44,55
2017-11-09T04:24:14.111Z,,54,47.3,,,36,57.3
2017-11-09T04:24:24.102Z,,54,47.2,,,29,57.6
2017-11-09T04:24:34.103Z,,54,47.1,,,,59
2017-11-09T04:24:44.113Z,,54,47.1,,,,59.5
2017-11-09T04:24:54.106Z,,54,47,,,30,60.1
2017-11-09T04:25:04.107Z,,54,47,,,29,61.1
2017-11-09T04:25:14.111Z,,54,47,,,30,61.4
2017-11-09T04:25:24.101Z,,54,47,,,29,62
2017-11-09T04:25:34.103Z,,54,47,,,,62.5
2017-11-09T04:25:44.102Z,,54,47.1,,,,63.1
2017-11-09T04:25:54.113Z,,54,47.1,,,,63.3
2017-11-09T04:26:04.119Z,,54,47.2,,,30,63.5
2017-11-09T04:26:14.105Z,,54,47.2,,,29,64
2017-11-09T04:26:24.101Z,,54,47.3,,,,64.1
2017-11-09T04:26:34.108Z,,54,47.3,,,,64.4
2017-11-09T04:26:44.103Z,,54,47.3,,,30,64.6
2017-11-09T04:26:54.105Z,,54,47.3,,,29,64.7
2017-11-09T04:27:04.108Z,,54,47.3,,,,65.1
2017-11-09T04:27:14.110Z,0,54,47.4,2,,0,62.8
2017-11-09T04:27:24.110Z,,54,47.4,,,,61.5
2017-11-09T04:27:34.113Z,,54,47.4,,,,59.9
2017-11-09T04:27:44.106Z,,54,47.4,,,,58.9
2017-11-09T04:27:54.108Z,,54,47.4,,,,57.9
2017-11-09T04:28:04.115Z,,54,47.4,,,,57.6
2017-11-09T04:28:14.103Z,,54,47.4,,,,56.8
2017-11-09T04:28:24.104Z,,54,47.4,,,,55.9
2017-11-09T04:28:34.107Z,,54,47.4,,,,55.5
2017-11-09T04:28:44.105Z,,54,47.3,,,,54.9
2017-11-09T04:28:54.105Z,,54,47.3,,,,54.5
2017-11-09T04:29:04.133Z,0,54,47.2,2,,45,55.3
2017-11-09T04:29:14.107Z,,54,47.1,,,36,58
2017-11-09T04:29:24.103Z,,54,47,,,29,58.1
2017-11-09T04:29:34.108Z,,54,46.9,,,,59.1
2017-11-09T04:29:44.109Z,,54,46.9,,,,60
2017-11-09T04:29:54.108Z,,54,46.9,,,,61.1
2017-11-09T04:30:04.115Z,,54,46.9,,,,61.3
2017-11-09T04:30:14.108Z,,54,46.9,,,,62
2017-11-09T04:30:24.108Z,,54,47,,,,62.5
2017-11-09T04:30:34.108Z,,54,47,,,,63.1
2017-11-09T04:30:44.106Z,,54,47.1,,,,63.3
2017-11-09T04:30:54.104Z,,54,47.2,,,,63.6
2017-11-09T04:31:04.113Z,,54,47.2,,,,64
2017-11-09T04:31:14.105Z,,54,47.3,,,,64.2
2017-11-09T04:31:24.106Z,,54,47.3,,,,64.5
2017-11-09T04:31:34.107Z,,54,47.4,,,,64.7
2017-11-09T04:31:44.108Z,0,54,47.4,2,,30,65.1
2017-11-09T04:31:54.108Z,0,54,47.5,2,,0,62.8
2017-11-09T04:32:04.109Z,,54,47.5,,,,61.5
2017-11-09T04:32:14.108Z,,54,47.5,,,,59.9
2017-11-09T04:32:24.110Z,,54,47.6,,,,58.9
2017-11-09T04:32:34.107Z,,54,47.6,,,,58.5
2017-11-09T04:32:44.111Z,,54,47.6,,,,57.7
2017-11-09T04:32:54.109Z,,54,47.6,,,,56.9
2017-11-09T04:33:04.117Z,,54,47.6,,,,55.9
2017-11-09T04:33:14.112Z,,54,47.6,,,,55.6
2017-11-09T04:33:24.108Z,,54,47.5,,,,54.9
2017-11-09T04:33:34.112Z,,54,47.5,,,,54.6
2017-11-09T04:33:44.112Z,,54,47.4,,,,53.9
2017-11-09T04:33:54.114Z,,54,47.3,,,,53.7
2017-11-09T04:34:04.119Z,0,54,47.3,2,,44,55.2
2017-11-09T04:34:14.111Z,,54,47.2,,,36,57.3
2017-11-09T04:34:24.109Z,,54,47.1,,,29,57.7
2017-11-09T04:34:34.128Z,,54,47,,,,59
2017-11-09T04:34:44.109Z,,54,47,,,,59.6
2017-11-09T04:34:54.106Z,,54,47,,,,60.1
2017-11-09T04:35:04.110Z,,54,46.9,,,30,61.1
2017-11-09T04:35:14.112Z,,54,47,,,29,61.5
2017-11-09T04:35:24.114Z,,54,47,,,,62.1
2017-11-09T04:35:34.111Z,,54,47.1,,,,62.6
2017-11-09T04:35:44.118Z,,54,47.1,,,,63.1
2017-11-09T04:35:54.119Z,,54,47.2,,,,63.4
2017-11-09T04:36:04.112Z,,54,47.2,,,30,63.6
2017-11-09T04:36:14.114Z,,54,47.3,,,,64
2017-11-09T04:36:24.115Z,,54,47.3,,,29,64.2
2017-11-09T04:36:34.107Z,,54,47.4,,,,64.5
2017-11-09T04:36:44.116Z,,54,47.4,,,,64.7
2017-11-09T04:36:54.108Z,,54,47.4,,,,64.8
2017-11-09T04:37:04.123Z,0,54,47.5,2,,0,63.9
2017-11-09T04:37:14.110Z,,54,47.5,,,,61.8
2017-11-09T04:37:24.111Z,,54,47.6,,,,60.9
2017-11-09T04:37:34.114Z,,54,47.6,,,,59.7
2017-11-09T04:37:44.111Z,,54,47.7,,,,58.7
2017-11-09T04:37:54.113Z,,54,47.7,,,,57.8
2017-11-09T04:38:04.114Z,,54,47.7,,,,56.9
2017-11-09T04:38:14.111Z,,54,47.7,,,,56.4
2017-11-09T04:38:24.110Z,,54,47.7,,,,55.7
2017-11-09T04:38:34.116Z,,54,47.6,,,,54.9
2017-11-09T04:38:44.113Z,,54,47.6,,,,54.6
2017-11-09T04:38:54.112Z,,54,47.5,,,,53.9
2017-11-09T04:39:04.135Z,0,54,47.5,2,,43,55.1
2017-11-09T04:39:14.109Z,,54,47.4,,,33,58
2017-11-09T04:39:24.114Z,,54,47.3,,,30,58
2017-11-09T04:39:34.113Z,,54,47.3,,,30,59
2017-11-09T04:39:44.112Z,,54,47.2,,,29,60
2017-11-09T04:39:54.109Z,,54,47.2,,,,60.4
2017-11-09T04:40:04.110Z,,54,47.2,,,,61.2
2017-11-09T04:40:14.112Z,,54,47.2,,,29,62
2017-11-09T04:40:24.121Z,,54,47.3,,,,62.2
2017-11-09T04:40:34.112Z,,54,47.3,,,,62.7
2017-11-09T04:40:44.110Z,,54,47.3,,,,63.2
2017-11-09T04:40:54.121Z,,54,47.3,,,30,63.5
2017-11-09T04:41:04.111Z,,54,47.4,,,29,63.9
2017-11-09T04:41:14.126Z,,54,47.5,,,30,64.1
2017-11-09T04:41:24.111Z,,54,47.5,,,29,64.4
2017-11-09T04:41:34.118Z,,54,47.5,,,,64.6
2017-11-09T04:41:44.111Z,,54,47.6,,,30,64.8
2017-11-09T04:41:54.114Z,0,54,47.6,2,,0,64.9
2017-11-09T04:42:04.115Z,,54,47.7,,,,61.8
2017-11-09T04:42:14.112Z,,54,47.7,,,,60.9
2017-11-09T04:42:24.115Z,,54,47.7,,,,59.9
2017-11-09T04:42:34.124Z,,54,47.8,,,,58.9
2017-11-09T04:42:44.112Z,,54,47.8,,,,57.9
2017-11-09T04:42:54.113Z,,54,47.8,,,,56.9
2017-11-09T04:43:04.112Z,,54,47.8,,,,56.6
2017-11-09T04:43:14.114Z,,54,47.7,,,,55.9
2017-11-09T04:43:24.111Z,,54,47.7,,,,55.3
2017-11-09T04:43:34.132Z,,54,47.7,,,,54.8
2017-11-09T04:43:44.114Z,,54,47.6,,,,54.4
2017-11-09T04:43:54.114Z,,54,47.5,,,,53.9
2017-11-09T04:44:04.140Z,0,54,47.4,2,,42,55.4
2017-11-09T04:44:14.115Z,,54,47.4,,,36,57.4
2017-11-09T04:44:24.114Z,,54,47.3,,,29,58
2017-11-09T04:44:34.114Z,,54,47.3,,,,59
2017-11-09T04:44:44.113Z,,54,47.2,,,,59.6
2017-11-09T04:44:54.118Z,,54,47.2,,,,60.2
2017-11-09T04:45:04.119Z,,54,47.1,,,,61.2
2017-11-09T04:45:14.113Z,,54,47.2,,,,61.6
2017-11-09T04:45:24.114Z,,54,47.2,,,30,62.1
2017-11-09T04:45:34.116Z,,54,47.2,,,29,62.7
2017-11-09T04:45:44.115Z,,54,47.2,,,,63.1
2017-11-09T04:45:54.116Z,,54,47.3,,,,63.4
2017-11-09T04:46:04.116Z,,54,47.3,,,,63.8
2017-11-09T04:46:14.114Z,,54,47.4,,,,64
2017-11-09T04:46:24.117Z,,54,47.4,,,30,64.2
2017-11-09T04:46:34.117Z,,54,47.5,,,29,64.5
2017-11-09T04:46:44.117Z,,54,47.5,,,,64.7
2017-11-09T04:46:54.116Z,,54,47.5,,,,64.8
2017-11-09T04:47:04.115Z,0,54,47.6,2,,0,62.7
2017-11-09T04:47:14.117Z,,54,47.6,,,,61.8
2017-11-09T04:47:24.120Z,,54,47.6,,,,60.8
2017-11-09T04:47:34.116Z,,54,47.6,,,,59.6
2017-11-09T04:47:44.127Z,,54,47.6,,,,58.6
2017-11-09T04:47:54.129Z,,54,47.7,,,,57.8
2017-11-09T04:48:04.120Z,,54,47.7,,,,56.9
2017-11-09T04:48:14.122Z,,54,47.7,,,,56.3
2017-11-09T04:48:24.117Z,,54,47.7,,,,55.6
2017-11-09T04:48:34.119Z,,54,47.7,,,,54.9
2017-11-09T04:48:44.115Z,,54,47.6,,,,54.6
2017-11-09T04:48:54.120Z,,54,47.6,,,,53.9
2017-11-09T04:49:04.138Z,0,54,47.5,2,,44,55
2017-11-09T04:49:14.118Z,,54,47.4,,,32,58
2017-11-09T04:49:24.135Z,,54,47.4,,,29,58
2017-11-09T04:49:34.122Z,,54,47.3,,,,59
2017-11-09T04:49:44.120Z,,54,47.2,,,,60
2017-11-09T04:49:54.118Z,,54,47.2,,,,60.4
2017-11-09T04:50:04.130Z,,54,47.2,,,30,61.2
2017-11-09T04:50:14.121Z,,54,47.2,,,29,62
2017-11-09T04:50:24.120Z,,54,47.2,,,,62.2
2017-11-09T04:50:34.118Z,,54,47.2,,,,62.7
2017-11-09T04:50:44.116Z,,54,47.3,,,,63.2
2017-11-09T04:50:54.120Z,,54,47.3,,,,63.5
2017-11-09T04:51:04.121Z,,54,47.4,,,,64
2017-11-09T04:51:14.120Z,,54,47.4,,,,64.1
2017-11-09T04:51:24.121Z,,54,47.5,,,,64.4
2017-11-09T04:51:34.118Z,,54,47.5,,,,64.6
2017-11-09T04:51:44.140Z,,54,47.6,,,,64.8
2017-11-09T04:51:54.123Z,0,54,47.7,2,,0,64.9
2017-11-09T04:52:04.130Z,,54,47.8,,,,61.9
2017-11-09T04:52:14.123Z,,54,47.8,,,,60.9
2017-11-09T04:52:24.123Z,,54,47.9,,,,59.9
2017-11-09T04:52:34.124Z,,54,47.9,,,,58.8
2017-11-09T04:52:44.133Z,,54,48,,,,57.9
2017-11-09T04:52:54.117Z,,54,48,,,,56.9
2017-11-09T04:53:04.135Z,,54,48,,,,56.6
2017-11-09T04:53:14.119Z,,54,48,,,,55.9
2017-11-09T04:53:24.125Z,,54,47.9,,,,55.3
2017-11-09T04:53:34.121Z,,54,47.8,,,,54.8
2017-11-09T04:53:44.123Z,,54,47.8,,,,54.4
2017-11-09T04:53:54.122Z,,54,47.7,,,,53.9
2017-11-09T04:54:04.154Z,0,54,47.6,2,,43,55.5
2017-11-09T04:54:14.117Z,,54,47.5,,,37,57.4
2017-11-09T04:54:24.132Z,,54,47.5,,,29,58
2017-11-09T04:54:34.123Z,,54,47.4,,,,59
2017-11-09T04:54:44.125Z,,54,47.3,,,,59.6
2017-11-09T04:54:54.126Z,,54,47.3,,,,60.2
2017-11-09T04:55:04.135Z,,54,47.3,,,,61.1
2017-11-09T04:55:14.124Z,,54,47.3,,,30,61.6
2017-11-09T04:55:24.140Z,,54,47.3,,,29,62.1
2017-11-09T04:55:34.118Z,,54,47.3,,,30,62.6
2017-11-09T04:55:44.119Z,,54,47.4,,,29,63.1
2017-11-09T04:55:54.133Z,,54,47.4,,,,63.4
2017-11-09T04:56:04.134Z,,54,47.5,,,,63.8
2017-11-09T04:56:14.133Z,,54,47.5,,,29,64
2017-11-09T04:56:24.125Z,,54,47.5,,,,64.2
2017-11-09T04:56:34.123Z,,54,47.6,,,,64.5
2017-11-09T04:56:44.123Z,,54,47.6,,,,64.7
2017-11-09T04:56:54.124Z,,54,47.7,,,,64.8
2017-11-09T04:57:04.124Z,0,54,47.7,2,,0,63.8
2017-11-09T04:57:14.122Z,,54,47.7,,,,61.8
2017-11-09T04:57:24.123Z,,54,47.8,,,,60.9
2017-11-09T04:57:34.123Z,,54,47.8,,,,59.7
2017-11-09T04:57:44.120Z,,54,47.8,,,,58.7
2017-11-09T04:57:54.125Z,,54,47.8,,,,57.8
2017-11-09T04:58:04.125Z,,54,47.8,,,,56.9
2017-11-09T04:58:14.134Z,,54,47.8,,,,56.4
2017-11-09T04:58:24.121Z,,54,47.8,,,,55.7
2017-11-09T04:58:34.128Z,,54,47.7,,,,54.9
2017-11-09T04:58:44.134Z,,54,47.7,,,,54.7
2017-11-09T04:58:54.121Z,,54,47.6,,,,53.9
2017-11-09T04:59:04.142Z,0,54,47.5,2,,44,55.1
2017-11-09T04:59:14.124Z,,54,47.5,,,34,58
2017-11-09T04:59:24.124Z,,54,47.4,,,29,
2017-11-09T04:59:34.121Z,,54,47.3,,,,59
2017-11-09T04:59:44.120Z,,54,47.2,,,30,60
2017-11-09T04:59:54.135Z,0,54,47.2,2,61,29,60.4
2017-11-09T05:00:04.128Z,,54,47.2,,,,61.2
2017-11-09T05:00:14.121Z,,54,47.2,,,29,62
2017-11-09T05:00:24.122Z,,54,47.2,,,30,62.4
2017-11-09T05:00:34.123Z,,54,47.2,,,29,62.8
2017-11-09T05:00:44.123Z,,54,47.3,,,,63.2
2017-11-09T05:00:54.123Z,,54,47.3,,,,63.5
2017-11-09T05:01:04.125Z,,54,47.4,,,,64
2017-11-09T05:01:14.124Z,,54,47.5,,,,64.1
2017-11-09T05:01:24.135Z,,54,47.5,,,30,64.4
2017-11-09T05:01:34.124Z,,54,47.6,,,,64.6
2017-11-09T05:01:44.124Z,,54,47.7,,,29,64.8
2017-11-09T05:01:54.122Z,0,54,47.7,2,,0,63.6
2017-11-09T05:02:04.136Z,,54,47.8,,,,61.9
2017-11-09T05:02:14.123Z,,54,47.9,,,,60.9
2017-11-09T05:02:24.135Z,,54,47.9,,,,59.8
2017-11-09T05:02:34.124Z,,54,48,,,,58.8
2017-11-09T05:02:44.137Z,,54,48,,,,57.9
2017-11-09T05:02:54.135Z,,54,48,,,,56.9
2017-11-09T05:03:04.136Z,,54,48,,,,56.5
2017-11-09T05:03:14.126Z,,54,47.9,,,,55.7
2017-11-09T05:03:24.126Z,,54,47.9,,,,55.3
2017-11-09T05:03:34.136Z,,54,47.9,,,,54.8
2017-11-09T05:03:44.127Z,,54,47.8,,,,54.3
2017-11-09T05:03:54.136Z,,54,47.7,,,,53.8
2017-11-09T05:04:04.135Z,0,54,47.7,2,,44,54.3
2017-11-09T05:04:19.291Z,,54,47.6,,,37,57.4
2017-11-09T05:04:24.308Z,,54,47.6,,,29,57.8
2017-11-09T05:04:34.240Z,,54,47.5,,,,59
