Time,ChActive,PrimTSet,PrimT,HwTOutlet,HwTSet,ActPow,HwActive
2018-01-17T12:49:18.204Z,,,,31.4,54,,
2018-01-17T12:49:28.133Z,,,,31.2,54,,
2018-01-17T12:49:38.154Z,,,,30.9,54,,
2018-01-17T12:49:48.300Z,,,,30.7,54,,
2018-01-17T12:49:58.210Z,,,,30.4,54,,
2018-01-17T12:50:08.135Z,,,,30.1,54,,
2018-01-17T12:50:18.221Z,,,,29.8,54,,
2018-01-17T12:50:28.184Z,,,,29.6,54,,
2018-01-17T12:50:38.177Z,,,,29.5,54,,
2018-01-17T12:50:48.194Z,,,39.4,29.2,54,,
2018-01-17T12:50:58.136Z,,,,29,54,,
2018-01-17T12:51:08.107Z,,,,28.7,54,,
2018-01-17T12:51:18.207Z,,,39.5,28.5,54,,
2018-01-17T12:51:28.122Z,,,,28.4,54,,
2018-01-17T12:51:38.146Z,,,,28.3,54,,
2018-01-17T12:51:48.233Z,,,39.6,28,54,,
2018-01-17T12:51:58.185Z,,,,27.9,54,,
2018-01-17T12:52:08.133Z,,,39.7,27.8,54,,
2018-01-17T12:52:18.223Z,,,,27.5,54,,
2018-01-17T12:52:28.147Z,,,,27.4,54,,
2018-01-17T12:52:38.153Z,,,39.8,27.3,54,,
2018-01-17T12:52:48.117Z,,,,27.2,54,,
2018-01-17T12:52:58.130Z,,,,27.1,54,,
2018-01-17T12:53:08.130Z,,,,26.9,54,,
2018-01-17T12:53:18.241Z,,,39.9,26.8,54,,
2018-01-17T12:53:28.115Z,,,,26.7,54,,
2018-01-17T12:53:38.118Z,,,,26.6,54,,
2018-01-17T12:53:48.117Z,,,,26.5,54,,
2018-01-17T12:53:58.144Z,,,,26.5,54,,
2018-01-17T12:54:08.168Z,,,,26.3,54,,
2018-01-17T12:54:18.229Z,,,,26.2,54,,
2018-01-17T12:54:28.107Z,,,,26.1,54,,
2018-01-17T12:54:38.143Z,,,,26,54,,
2018-01-17T12:54:48.117Z,,,,26,54,,
2018-01-17T12:54:58.129Z,,,,25.9,54,,
2018-01-17T12:55:08.126Z,,,,25.9,54,,
2018-01-17T12:55:18.248Z,,,,25.7,54,,
2018-01-17T12:55:28.127Z,,,,25.6,54,,
2018-01-17T12:55:38.128Z,,,39.8,25.6,54,,
2018-01-17T12:55:48.124Z,,,,25.5,54,,
2018-01-17T12:55:58.205Z,,,,25.4,54,,
2018-01-17T12:56:08.344Z,,,,25.4,54,,
2018-01-17T12:56:18.227Z,,,,25.3,54,,
2018-01-17T12:56:28.138Z,,,,25.1,54,,
2018-01-17T12:56:38.150Z,,,,25.1,54,,
2018-01-17T12:56:48.288Z,,,,25,54,,
2018-01-17T12:56:58.199Z,,,,25,54,,
2018-01-17T12:57:08.108Z,,,39.7,24.9,54,,
2018-01-17T12:57:18.225Z,,,,24.9,54,,
2018-01-17T12:57:28.108Z,,,,24.8,54,,
2018-01-17T12:57:38.275Z,,,,24.8,54,,
2018-01-17T12:57:48.109Z,,,,24.7,54,,
2018-01-17T12:57:58.112Z,,,,24.7,54,,
2018-01-17T12:58:08.109Z,,,39.6,24.7,54,,
2018-01-17T12:58:18.219Z,,,,24.5,54,,
2018-01-17T12:58:28.107Z,,,,24.4,54,,
2018-01-17T12:58:38.167Z,,,,24.4,54,,
2018-01-17T12:58:48.113Z,,,,24.4,54,,
2018-01-17T12:58:58.140Z,,,,24.3,54,,
2018-01-17T12:59:08.109Z,,,39.5,24.3,54,,
2018-01-17T12:59:18.220Z,,,,24.3,54,,
2018-01-17T12:59:28.112Z,,,,24.2,54,,
2018-01-17T12:59:38.193Z,,,,24.2,54,,
2018-01-17T12:59:48.133Z,1,,41.7,24,54,42,0
2018-01-17T12:59:58.257Z,,,44.7,24,54,32,
2018-01-17T13:00:08.204Z,,,42.7,24,54,29,
2018-01-17T13:00:18.226Z,,,43.3,24.2,54,,
2018-01-17T13:00:28.156Z,,,43.9,24.4,54,29,
2018-01-17T13:00:38.123Z,,,43.7,24.8,54,,
2018-01-17T13:00:48.117Z,,,,25.1,54,,
2018-01-17T13:00:58.116Z,,,43.6,25.5,54,,
2018-01-17T13:01:08.143Z,,,,26,54,,
2018-01-17T13:01:18.221Z,,,43.5,26.2,54,30,
2018-01-17T13:01:28.126Z,,,,26.6,54,29,
2018-01-17T13:01:38.174Z,,,43.6,26.9,54,,
2018-01-17T13:01:48.136Z,,,,27.1,54,,
2018-01-17T13:01:58.201Z,,,,27.3,54,,
2018-01-17T13:02:08.118Z,,,43.7,27.4,54,,
2018-01-17T13:02:18.230Z,,,43.8,27.5,54,30,
2018-01-17T13:02:28.122Z,,,43.9,27.7,54,29,
2018-01-17T13:02:38.185Z,,,44,27.8,54,,
2018-01-17T13:02:48.124Z,,,,27.9,54,,
2018-01-17T13:02:58.114Z,,,44.2,27.9,54,,
2018-01-17T13:03:08.125Z,,,44.3,28,54,,
2018-01-17T13:03:18.210Z,,,44.4,28.1,54,,
2018-01-17T13:03:28.125Z,,,44.6,28.1,54,30,
2018-01-17T13:03:38.117Z,,,,28.3,54,29,
2018-01-17T13:03:48.114Z,,,44.8,28.4,54,,
2018-01-17T13:03:58.119Z,,,44.9,28.5,54,,
2018-01-17T13:04:08.152Z,,,45.1,28.6,54,,
2018-01-17T13:04:18.227Z,,,45.2,28.7,54,,
2018-01-17T13:04:28.196Z,,,45.3,28.9,54,30,
2018-01-17T13:04:38.118Z,,,45.5,29,54,29,
2018-01-17T13:04:48.145Z,,,45.6,29.1,54,30,
2018-01-17T13:04:58.137Z,,,45.7,29.2,54,29,
2018-01-17T13:05:08.113Z,,,45.9,29.3,54,,
2018-01-17T13:05:18.253Z,,,46,29.5,54,30,
2018-01-17T13:05:28.245Z,,,46.1,29.6,54,29,
2018-01-17T13:05:38.122Z,,,46.2,29.7,54,,
2018-01-17T13:05:48.164Z,,,46.3,29.8,54,,
2018-01-17T13:05:58.198Z,,,46.5,30,54,,
2018-01-17T13:06:08.200Z,,,46.6,30.1,54,,
2018-01-17T13:06:18.257Z,,,46.8,30.2,54,,
2018-01-17T13:06:28.145Z,,,46.9,30.3,54,,
2018-01-17T13:06:38.153Z,1,,46.9,30.4,54,0,0
2018-01-17T13:06:48.124Z,,,44.4,30.6,54,,
2018-01-17T13:06:58.113Z,,,43.3,30.7,54,,
2018-01-17T13:07:08.164Z,,,42.6,30.8,54,,
2018-01-17T13:07:18.348Z,,,41.7,30.8,54,,
2018-01-17T13:07:28.189Z,,,40.9,30.8,54,,
2018-01-17T13:07:38.152Z,,,40.6,30.7,54,,
2018-01-17T13:07:48.201Z,,,40.1,30.7,54,,
2018-01-17T13:07:58.116Z,,,39.7,30.7,54,,
2018-01-17T13:08:08.133Z,,,39.4,30.7,54,,
2018-01-17T13:08:18.217Z,,,38.9,30.6,54,,
2018-01-17T13:08:28.114Z,,,38.7,30.6,54,,
2018-01-17T13:08:38.135Z,,,38.5,30.4,54,,
2018-01-17T13:08:48.120Z,,,38.3,30.4,54,,
2018-01-17T13:08:58.120Z,,,38.1,30.3,54,,
2018-01-17T13:09:08.198Z,,,37.9,30.3,54,,
2018-01-17T13:09:18.287Z,,,37.8,30.2,54,,
2018-01-17T13:09:28.150Z,,,37.6,30.2,54,,
2018-01-17T13:09:38.346Z,,,37.4,30.1,54,,
2018-01-17T13:09:48.362Z,,,37.5,30.1,54,,
2018-01-17T13:09:58.234Z,,,,30,54,,
2018-01-17T13:10:08.339Z,,,37.4,30,54,,
2018-01-17T13:10:18.360Z,,,,30,54,,
2018-01-17T13:10:28.215Z,,,,30,54,,
2018-01-17T13:10:38.228Z,,,,30,54,,
2018-01-17T13:10:48.185Z,,,,30,54,,
2018-01-17T13:10:58.139Z,,,,29.8,54,,
2018-01-17T13:11:08.132Z,,,,29.7,54,,
2018-01-17T13:11:18.253Z,,,,29.6,54,,
2018-01-17T13:11:28.161Z,,,,29.3,54,,
2018-01-17T13:11:38.122Z,,,,29.1,54,,
2018-01-17T13:11:48.138Z,,,,29,54,,
2018-01-17T13:11:58.115Z,,,,28.7,54,,
2018-01-17T13:12:08.166Z,,,,28.5,54,,
2018-01-17T13:12:18.981Z,,,,28.4,54,,
2018-01-17T13:12:28.138Z,,,37.5,28.1,54,,
2018-01-17T13:12:38.170Z,,,,27.9,54,,
2018-01-17T13:12:48.296Z,,,,27.8,54,,
2018-01-17T13:12:58.125Z,,,,27.5,54,,
2018-01-17T13:13:08.144Z,,,37.6,27.4,54,,
2018-01-17T13:13:18.344Z,,,,27.3,54,,
2018-01-17T13:13:28.296Z,,,37.7,27.2,54,,
2018-01-17T13:13:38.141Z,,,,27.1,54,,
2018-01-17T13:13:48.209Z,,,,26.9,54,,
2018-01-17T13:13:58.227Z,,,37.8,26.7,54,,
2018-01-17T13:14:08.325Z,,,,26.6,54,,
2018-01-17T13:14:18.235Z,,,,26.5,54,,
2018-01-17T13:14:28.133Z,,,37.9,26.3,54,,
2018-01-17T13:14:38.117Z,,,,26.2,54,,
2018-01-17T13:14:48.154Z,,,,26.1,54,,
2018-01-17T13:14:58.123Z,,,38,26.1,54,,
2018-01-17T13:15:08.128Z,,,38,26,54,,
2018-01-17T13:15:18.218Z,,,,25.9,54,,
2018-01-17T13:15:28.139Z,,,,25.7,54,,
2018-01-17T13:15:38.118Z,,,,25.7,54,,
2018-01-17T13:15:48.136Z,,,,25.6,54,,
2018-01-17T13:15:58.182Z,,,,25.5,54,,
2018-01-17T13:16:08.179Z,,,,25.4,54,,
2018-01-17T13:16:18.239Z,,,,25.4,54,,
2018-01-17T13:16:28.147Z,,,,25.3,54,,
2018-01-17T13:16:38.125Z,,,,25.3,54,,
2018-01-17T13:16:48.159Z,,,,25.1,54,,
2018-01-17T13:16:58.140Z,,,,25,54,,
2018-01-17T13:17:08.140Z,,,,25,54,,
2018-01-17T13:17:18.230Z,,,,24.9,54,,
2018-01-17T13:17:28.144Z,,,,24.9,54,,
2018-01-17T13:17:38.199Z,,,,24.8,54,,
2018-01-17T13:17:48.150Z,,,,24.8,54,,
2018-01-17T13:17:58.127Z,,,,24.7,54,,
2018-01-17T13:18:08.118Z,,,,24.7,54,,
2018-01-17T13:18:18.258Z,,,,24.5,54,,
2018-01-17T13:18:28.163Z,,,38,24.5,54,,
2018-01-17T13:18:38.142Z,,,37.9,24.4,54,,
2018-01-17T13:18:48.143Z,,,,24.4,54,,
2018-01-17T13:18:58.176Z,1,,37.8,24.3,54,44,0
2018-01-17T13:19:08.264Z,,,43.2,24.3,54,33,
2018-01-17T13:19:18.231Z,,,42.6,24.2,54,29,
2018-01-17T13:19:28.171Z,,,41.5,24.3,54,,
2018-01-17T13:19:38.125Z,,,43,24.5,54,,
2018-01-17T13:19:48.139Z,,,43.1,24.8,54,,
2018-01-17T13:19:58.136Z,,,43,25.1,54,29,
2018-01-17T13:20:08.160Z,,,43.1,25.5,54,,
2018-01-17T13:20:18.246Z,,,43,25.9,54,,
2018-01-17T13:20:28.128Z,,,,26.2,54,30,
2018-01-17T13:20:38.130Z,,,43.1,26.5,54,,
2018-01-17T13:20:48.126Z,,,,26.7,54,29,
2018-01-17T13:20:58.158Z,,,43.2,26.9,54,30,
2018-01-17T13:21:08.136Z,,,43.3,27.2,54,29,
2018-01-17T13:21:18.303Z,,,43.4,27.3,54,,
2018-01-17T13:21:28.149Z,,,43.5,27.4,54,,
2018-01-17T13:21:38.130Z,,,43.6,27.5,54,,
2018-01-17T13:21:48.167Z,,,43.7,27.7,54,,
2018-01-17T13:21:58.156Z,,,43.8,27.8,54,,
2018-01-17T13:22:08.168Z,,,43.9,27.8,54,,
2018-01-17T13:22:18.286Z,,,44,27.9,54,,
2018-01-17T13:22:28.131Z,,,44.1,28,54,,
2018-01-17T13:22:38.123Z,,,44.3,28.1,54,30,
2018-01-17T13:22:48.167Z,,,44.4,28.1,54,,
2018-01-17T13:22:58.148Z,,,44.5,28.3,54,29,
2018-01-17T13:23:08.136Z,,,44.6,28.4,54,,
2018-01-17T13:23:18.233Z,,,44.8,28.5,54,30,
2018-01-17T13:23:28.205Z,,,44.9,28.6,54,29,
2018-01-17T13:23:38.156Z,,,45.1,28.6,54,29,
2018-01-17T13:23:48.145Z,,,45.2,28.7,54,,
2018-01-17T13:23:58.137Z,,,45.3,28.9,54,,
2018-01-17T13:24:08.132Z,,,45.5,29,54,,
2018-01-17T13:24:18.279Z,,,45.6,29.1,54,,
2018-01-17T13:24:28.206Z,,,45.7,29.2,54,30,
2018-01-17T13:24:38.157Z,,,45.8,29.3,54,29,
2018-01-17T13:24:48.204Z,,,46,29.6,54,,
2018-01-17T13:24:58.152Z,,,46.1,29.6,54,,
2018-01-17T13:25:08.157Z,,,46.2,29.7,54,30,
2018-01-17T13:25:18.297Z,,,46.4,29.8,54,29,
2018-01-17T13:25:28.153Z,,,46.5,30,54,,
2018-01-17T13:25:38.166Z,,,46.6,30.1,54,,
2018-01-17T13:25:48.166Z,,,46.8,30.2,54,,
2018-01-17T13:25:58.177Z,,,46.9,30.3,54,,
2018-01-17T13:26:08.330Z,,,47,30.4,54,,
2018-01-17T13:26:18.344Z,1,61,47.1,30.6,54,30,0
2018-01-17T13:26:28.263Z,,,47.2,30.6,54,29,
2018-01-17T13:26:38.217Z,,,47.3,30.7,54,,
2018-01-17T13:26:48.211Z,,,47.4,30.8,54,,
2018-01-17T13:26:58.149Z,,,47.7,30.9,54,30,
2018-01-17T13:27:08.145Z,,,47.8,31,54,29,
2018-01-17T13:27:18.305Z,,,47.9,31.2,54,,
2018-01-17T13:27:28.127Z,,,48,31.3,54,,
2018-01-17T13:27:38.172Z,,,48.1,31.4,54,30,
2018-01-17T13:27:48.152Z,,,48.2,31.5,54,,
2018-01-17T13:27:58.335Z,,,48.3,31.6,54,29,
2018-01-17T13:28:08.150Z,,,48.4,31.8,54,,
2018-01-17T13:28:18.260Z,,,48.5,31.9,54,,
2018-01-17T13:28:28.135Z,,,48.6,31.9,54,,
2018-01-17T13:28:38.165Z,,,48.7,32,54,,
2018-01-17T13:28:48.362Z,,,48.8,32.1,54,,
2018-01-17T13:28:58.456Z,,,48.9,32.2,54,,
2018-01-17T13:29:08.125Z,,,49,32.3,54,,
2018-01-17T13:29:18.269Z,,,49.1,32.3,54,,
2018-01-17T13:29:28.143Z,,,49.2,32.4,54,,
2018-01-17T13:29:38.174Z,,,49.3,32.5,54,,
2018-01-17T13:29:48.151Z,,,49.4,32.6,54,,
2018-01-17T13:29:58.126Z,,,49.5,32.6,54,,
2018-01-17T13:30:08.180Z,,,49.6,32.7,54,,
2018-01-17T13:30:18.262Z,,,49.7,32.8,54,30,
2018-01-17T13:30:28.169Z,,,,32.9,54,29,
2018-01-17T13:30:38.132Z,,,49.8,33.1,54,,
2018-01-17T13:30:48.136Z,,,49.9,33.2,54,,
2018-01-17T13:30:58.163Z,,,50,33.3,54,,
2018-01-17T13:31:08.246Z,,,50.1,33.3,54,,
2018-01-17T13:31:18.231Z,,,50.2,33.4,54,,
2018-01-17T13:31:28.208Z,,,,33.5,54,,
2018-01-17T13:31:38.269Z,,,50.3,33.6,54,,
2018-01-17T13:31:48.268Z,,,50.4,33.6,54,,
2018-01-17T13:31:58.188Z,,,50.5,33.7,54,,
2018-01-17T13:32:08.310Z,,,50.6,33.7,54,,
2018-01-17T13:32:18.237Z,,,,33.8,54,,
2018-01-17T13:32:28.183Z,,,50.7,33.8,54,,
2018-01-17T13:32:38.171Z,,,50.9,33.9,54,,
2018-01-17T13:32:48.202Z,,,51,34,54,,
2018-01-17T13:32:58.146Z,,,51.1,34.1,54,,
2018-01-17T13:33:08.140Z,,,,34.1,54,30,
2018-01-17T13:33:18.235Z,,,51.2,34.2,54,29,
2018-01-17T13:33:28.188Z,,,51.3,34.2,54,,
2018-01-17T13:33:38.207Z,,,51.4,34.3,54,,
2018-01-17T13:33:48.179Z,,,,34.3,54,,
2018-01-17T13:33:58.149Z,,,51.5,34.4,54,,
2018-01-17T13:34:08.149Z,,,51.6,34.5,54,30,
2018-01-17T13:34:18.282Z,,,,34.5,54,29,
2018-01-17T13:34:28.170Z,,,51.7,34.6,54,30,
2018-01-17T13:34:38.136Z,,,51.8,34.7,54,29,
2018-01-17T13:34:48.146Z,,,51.9,34.7,54,30,
2018-01-17T13:34:58.178Z,,,,34.8,54,,
2018-01-17T13:35:08.167Z,,,52,34.8,54,29,
2018-01-17T13:35:18.247Z,,,52.1,34.9,54,30,
2018-01-17T13:35:28.136Z,,,,34.9,54,29,
2018-01-17T13:35:38.215Z,,,52.2,35.1,54,,
2018-01-17T13:35:48.158Z,,,52.3,35.1,54,,
2018-01-17T13:35:58.192Z,,,,35.1,54,,
2018-01-17T13:36:08.161Z,,,52.4,35.2,54,30,
2018-01-17T13:36:18.313Z,,,,35.2,54,29,
2018-01-17T13:36:28.192Z,,,52.6,35.3,54,30,
2018-01-17T13:36:38.138Z,,,52.7,35.4,54,,
2018-01-17T13:36:48.133Z,,,,35.4,54,29,
2018-01-17T13:36:58.145Z,,,52.8,35.5,54,,
2018-01-17T13:37:08.138Z,1,,51.4,35.5,54,0,0
2018-01-17T13:37:18.229Z,,,49.3,35.6,54,,
2018-01-17T13:37:28.203Z,,,48.5,35.6,54,,
2018-01-17T13:37:38.145Z,,,47.7,35.6,54,,
2018-01-17T13:37:48.134Z,,,46.8,35.5,54,,
2018-01-17T13:37:58.196Z,,,46.3,35.3,54,,
2018-01-17T13:38:08.128Z,,,45.8,35.3,54,,
2018-01-17T13:38:18.263Z,,,45.4,35.2,54,,
2018-01-17T13:38:28.153Z,,,44.9,35.1,54,,
2018-01-17T13:38:38.145Z,,,44.6,34.9,54,,
2018-01-17T13:38:48.153Z,,,44.3,34.8,54,,
2018-01-17T13:38:58.165Z,,,44.1,34.7,54,,
2018-01-17T13:39:08.141Z,,,43.8,34.6,54,,
2018-01-17T13:39:18.272Z,,,43.6,34.5,54,,
2018-01-17T13:39:28.146Z,,,43.4,34.4,54,,
2018-01-17T13:39:38.148Z,,,43.2,34.4,54,,
2018-01-17T13:39:48.178Z,,,43,34.3,54,,
2018-01-17T13:39:58.210Z,,,42.8,34.2,54,,
2018-01-17T13:40:08.276Z,,,42.7,34.1,54,,
2018-01-17T13:40:18.268Z,,,,34,54,,
2018-01-17T13:40:28.154Z,,,,33.9,54,,
2018-01-17T13:40:38.153Z,,,,33.9,54,,
2018-01-17T13:40:48.136Z,,,42.6,33.9,54,,
2018-01-17T13:40:58.221Z,,,,33.9,54,,
2018-01-17T13:41:08.137Z,,,,33.8,54,,
2018-01-17T13:41:18.295Z,,,,33.6,54,,
2018-01-17T13:41:28.147Z,,,,33.3,54,,
2018-01-17T13:41:38.162Z,,,,32.9,54,,
2018-01-17T13:41:48.185Z,,,,32.7,54,,
2018-01-17T13:41:58.145Z,,,,32.4,54,,
2018-01-17T13:42:08.155Z,,,,32.1,54,,
2018-01-17T13:42:18.343Z,,,,31.9,54,,
2018-01-17T13:42:28.158Z,,,,31.5,54,,
2018-01-17T13:42:38.157Z,,,,31.3,54,,
2018-01-17T13:42:48.193Z,,,42.7,30.9,54,,
2018-01-17T13:42:58.137Z,,,,30.7,54,,
2018-01-17T13:43:08.169Z,,,,30.4,54,,
2018-01-17T13:43:18.249Z,,,42.8,30.3,54,,
2018-01-17T13:43:28.271Z,,,,30.1,54,,
2018-01-17T13:43:38.328Z,,,42.9,29.8,54,,
2018-01-17T13:43:48.202Z,,,,29.7,54,,
2018-01-17T13:43:58.245Z,,,43,29.5,54,,
2018-01-17T13:44:08.210Z,1,,43.1,29.3,54,,0
2018-01-17T13:44:18.295Z,,,47.7,29.1,54,36,
2018-01-17T13:44:28.143Z,,,48.2,29,54,29,
2018-01-17T13:44:38.311Z,,,46.7,29,54,29,
2018-01-17T13:44:48.207Z,,,48,29.1,54,,
2018-01-17T13:44:58.157Z,,,48.2,29.3,54,,
2018-01-17T13:45:08.135Z,,,48.3,29.7,54,,
2018-01-17T13:45:18.261Z,,,,30.1,54,,
2018-01-17T13:45:28.198Z,,,48.4,30.4,54,,
2018-01-17T13:45:38.322Z,,,48.5,30.8,54,30,
2018-01-17T13:45:48.163Z,,,,31,54,29,
2018-01-17T13:45:58.200Z,,,48.6,31.3,54,,
2018-01-17T13:46:08.182Z,,,48.7,31.5,54,,
2018-01-17T13:46:18.303Z,,,48.8,31.6,54,,
2018-01-17T13:46:28.242Z,,,48.9,31.8,54,30,
2018-01-17T13:46:38.236Z,,,49,32,54,30,
2018-01-17T13:46:48.282Z,,,,32,54,29,
2018-01-17T13:46:58.165Z,,,49.1,32.1,54,,
2018-01-17T13:47:08.192Z,,,,32.2,54,,
2018-01-17T13:47:18.239Z,,,49.2,32.2,54,,
2018-01-17T13:47:28.135Z,,,49.3,32.3,54,,
2018-01-17T13:47:38.146Z,,,49.4,32.4,54,,
2018-01-17T13:47:48.142Z,,,49.5,32.5,54,,
2018-01-17T13:47:58.134Z,,,49.6,32.5,54,,
2018-01-17T13:48:08.142Z,,,49.7,32.6,54,,
2018-01-17T13:48:18.241Z,,,49.8,32.7,54,,
2018-01-17T13:48:28.168Z,,,49.9,32.8,54,,
2018-01-17T13:48:38.153Z,,,50,32.9,54,30,
2018-01-17T13:48:48.146Z,,,50.1,33.1,54,29,
2018-01-17T13:48:58.154Z,,,50.2,33.1,54,,
2018-01-17T13:49:08.147Z,,,50.3,33.2,54,,
2018-01-17T13:49:18.237Z,,,50.4,33.3,54,,
2018-01-17T13:49:28.173Z,,,50.5,33.4,54,,
2018-01-17T13:49:38.146Z,1,,49.4,33.5,54,0,0
2018-01-17T13:49:48.144Z,,,47.2,33.6,54,,
2018-01-17T13:49:58.157Z,,,46.4,33.6,54,,
2018-01-17T13:50:08.211Z,,,45.6,33.6,54,,
2018-01-17T13:50:18.276Z,,,44.8,33.6,54,,
2018-01-17T13:50:28.139Z,,,44.3,33.5,54,,
2018-01-17T13:50:38.266Z,,,43.8,33.5,54,,
2018-01-17T13:50:48.146Z,,,43.3,33.4,54,,
2018-01-17T13:50:58.141Z,,,42.9,33.4,54,,
2018-01-17T13:51:08.217Z,,,42.6,33.3,54,,
2018-01-17T13:51:18.291Z,,,42.2,33.3,54,,
2018-01-17T13:51:28.234Z,,,42,33.2,54,,
2018-01-17T13:51:38.246Z,,,41.7,33.1,54,,
2018-01-17T13:51:48.227Z,1,,44.7,33.1,54,41,0
2018-01-17T13:51:58.139Z,,,48.7,32.9,54,30,
2018-01-17T13:52:08.139Z,,,47,32.8,54,29,
2018-01-17T13:52:18.237Z,,,47.8,32.8,54,,
2018-01-17T13:52:28.139Z,,,48.5,,,30,
2018-01-17T13:52:38.159Z,,,48.8,32.8,54,,
2018-01-17T13:52:48.163Z,,,49.2,32.9,54,29,
2018-01-17T13:52:58.195Z,,,49.4,33.1,54,,
2018-01-17T13:53:08.165Z,,,49.8,33.2,54,,
2018-01-17T13:53:18.250Z,,,50,33.4,54,,
2018-01-17T13:53:28.150Z,,,50.2,33.5,54,,
2018-01-17T13:53:38.158Z,,,50.5,33.6,54,,
2018-01-17T13:53:48.181Z,,,50.6,33.7,54,,
2018-01-17T13:53:58.150Z,,,50.9,33.8,54,,
2018-01-17T13:54:08.149Z,,,51,33.9,54,29,
2018-01-17T13:54:18.271Z,1,,49.6,33.9,54,0,0
2018-01-17T13:54:28.142Z,,,47.7,33.9,54,,
2018-01-17T13:54:38.174Z,,,46.7,34,54,,
2018-01-17T13:54:48.174Z,,,45.9,34,54,,
2018-01-17T13:54:58.163Z,,,45.1,33.9,54,,
2018-01-17T13:55:08.149Z,,,44.5,33.8,54,,
2018-01-17T13:55:18.278Z,,,44,33.8,54,,
2018-01-17T13:55:28.142Z,,,43.6,33.7,54,,
2018-01-17T13:55:38.142Z,,,43.2,33.7,54,,
2018-01-17T13:55:48.192Z,,,42.9,33.6,54,,
2018-01-17T13:55:58.139Z,,,42.4,33.5,54,,
2018-01-17T13:56:08.151Z,,,42.2,33.5,54,,
2018-01-17T13:56:18.317Z,,,41.9,33.4,54,,
2018-01-17T13:56:28.162Z,,,41.7,33.3,54,,
2018-01-17T13:56:38.164Z,,,41.5,33.3,54,,
2018-01-17T13:56:48.158Z,,,41.3,33.2,54,,
2018-01-17T13:56:58.168Z,,,41.1,33.2,54,,
2018-01-17T13:57:08.167Z,1,,41.2,33.1,54,44,0
2018-01-17T13:57:18.303Z,,,47.1,32.9,54,32,
2018-01-17T13:57:28.145Z,,,46.9,32.9,54,29,
2018-01-17T13:57:38.168Z,,,46.4,32.8,54,30,
2018-01-17T13:57:48.158Z,,,47.8,,,29,
2018-01-17T13:57:58.234Z,,,48,32.8,54,29,
2018-01-17T13:58:08.165Z,,,48.4,32.8,54,,
2018-01-17T13:58:18.296Z,,,48.8,32.9,54,,
2018-01-17T13:58:28.168Z,,,49,33.1,54,30,
2018-01-17T13:58:38.178Z,,,49.3,33.2,54,29,
2018-01-17T13:58:48.155Z,,,49.5,33.3,54,30,
2018-01-17T13:58:58.152Z,,,49.7,33.4,54,29,
2018-01-17T13:59:08.290Z,1,,48.6,33.5,54,0,0
2018-01-17T13:59:18.265Z,,,46.4,33.6,54,,
2018-01-17T13:59:28.146Z,,,45.6,33.6,54,,
2018-01-17T13:59:38.400Z,,,44.8,33.6,54,,
2018-01-17T13:59:48.180Z,,,44.1,33.6,54,,
2018-01-17T13:59:58.150Z,,,43.6,33.5,54,,
2018-01-17T14:00:08.169Z,,,43.1,33.5,54,,
2018-01-17T14:00:18.265Z,,,42.7,33.4,54,,
2018-01-17T14:00:28.147Z,,,42.2,33.3,54,,
2018-01-17T14:00:38.160Z,,,41.9,33.3,54,,
2018-01-17T14:00:48.171Z,,,41.6,33.2,54,,
2018-01-17T14:00:58.149Z,,,41.4,33.1,54,,
2018-01-17T14:01:08.179Z,,,41.1,33.1,54,,
2018-01-17T14:01:18.365Z,,,40.9,32.9,54,,
2018-01-17T14:01:28.149Z,,,40.7,32.8,54,,
2018-01-17T14:01:38.193Z,,,40.4,32.8,54,,
2018-01-17T14:01:48.165Z,,,40.2,32.7,54,,
2018-01-17T14:01:58.155Z,,,40.1,32.7,54,,
2018-01-17T14:02:08.194Z,1,,40.3,32.6,54,44,0
2018-01-17T14:02:18.249Z,,,44.3,32.6,54,34,
2018-01-17T14:02:28.195Z,,,44.6,32.5,54,29,
2018-01-17T14:02:38.175Z,,,45.7,32.5,54,30,
2018-01-17T14:02:48.150Z,,,46.5,32.5,54,30,
2018-01-17T14:02:58.144Z,,,47.1,32.5,54,29,
2018-01-17T14:03:08.147Z,,,47.7,32.5,54,30,
2018-01-17T14:03:18.290Z,,,48.1,32.6,54,29,
2018-01-17T14:03:28.143Z,,,48.5,32.7,54,30,
2018-01-17T14:03:38.147Z,,,48.8,32.8,54,29,
2018-01-17T14:03:48.172Z,,,49,,,29,
2018-01-17T14:03:58.149Z,,,49.2,33.1,54,,
2018-01-17T14:04:08.173Z,,,49.4,33.2,54,,
2018-01-17T14:04:18.292Z,,,49.5,33.3,54,,
2018-01-17T14:04:28.147Z,,,49.7,33.4,54,,
2018-01-17T14:04:38.189Z,,,49.8,33.4,54,,
2018-01-17T14:04:48.149Z,,,49.9,33.5,54,,
2018-01-17T14:04:58.159Z,,,,33.6,54,,
2018-01-17T14:05:08.236Z,,,50,33.6,54,,
2018-01-17T14:05:18.271Z,,,50.1,33.7,54,30,
2018-01-17T14:05:28.181Z,,,,33.8,54,29,
2018-01-17T14:05:38.152Z,,,50.2,33.8,54,,
2018-01-17T14:05:48.150Z,,,50.3,33.9,54,,
2018-01-17T14:05:58.149Z,,,,34,54,,
2018-01-17T14:06:08.154Z,,,50.4,34,54,,
2018-01-17T14:06:18.271Z,,,50.5,34.1,54,,
2018-01-17T14:06:28.158Z,,,,34.1,54,,
