Time,ChActive,PrimTSet,PrimT,HwTOutlet,HwTSet,ActPow,HwActive
2018-01-17T00:00:07.740Z,,,43.7,36.6,54,,
2018-01-17T00:00:17.878Z,,,43.4,36.6,54,,
2018-01-17T00:00:27.668Z,,,43.2,36.6,54,,
2018-01-17T00:00:37.700Z,1,,47.2,36.5,54,38,0
2018-01-17T00:00:47.703Z,,,49.7,36.5,54,29,
2018-01-17T00:00:57.692Z,,,48.3,36.4,54,,
2018-01-17T00:01:07.680Z,,,49.1,36.4,54,,
2018-01-17T00:01:17.782Z,,,49.5,36.3,54,,
2018-01-17T00:01:27.678Z,,,49.7,36.3,54,,
2018-01-17T00:01:37.662Z,,,50,36.4,54,,
2018-01-17T00:01:47.666Z,,,50.3,36.4,54,,
2018-01-17T00:01:57.669Z,,,50.5,36.5,54,,
2018-01-17T00:02:07.724Z,,,50.9,36.5,54,,
2018-01-17T00:02:17.767Z,,,51.1,36.6,54,,
2018-01-17T00:02:27.670Z,,,51.3,36.7,54,,
2018-01-17T00:02:37.742Z,,,51.4,36.8,54,,
2018-01-17T00:02:47.663Z,,,51.6,36.8,54,,
2018-01-17T00:02:57.693Z,,,51.7,36.9,54,,
2018-01-17T00:03:07.730Z,,,51.8,37.1,54,,
2018-01-17T00:03:17.773Z,1,,50.6,37.1,54,0,0
2018-01-17T00:03:27.704Z,,,48.5,37.2,54,,
2018-01-17T00:03:37.737Z,,,47.7,37.3,54,,
2018-01-17T00:03:47.668Z,,,46.8,37.4,54,,
2018-01-17T00:03:57.673Z,,,46.1,37.4,54,,
2018-01-17T00:04:07.768Z,,,45.6,37.4,54,,
2018-01-17T00:04:17.769Z,,,45.1,37.4,54,,
2018-01-17T00:04:27.669Z,,,44.6,37.3,54,,
2018-01-17T00:04:37.716Z,,,44.1,37.3,54,,
2018-01-17T00:04:47.677Z,,,43.7,37.3,54,,
2018-01-17T00:04:57.728Z,,,43.3,37.2,54,,
2018-01-17T00:05:07.714Z,,,42.9,37.2,54,,
2018-01-17T00:05:17.773Z,,,42.7,37.1,54,,
2018-01-17T00:05:27.673Z,,,42.4,37.1,54,,
2018-01-17T00:05:37.754Z,1,,45.2,36.9,54,41,0
2018-01-17T00:05:47.675Z,,,46.8,36.9,54,29,
2018-01-17T00:05:57.675Z,,,47.2,36.8,54,,
2018-01-17T00:06:07.677Z,,,48.2,36.7,54,29,
2018-01-17T00:06:17.788Z,,,48.7,36.7,54,,
2018-01-17T00:06:27.725Z,,,49.2,36.7,54,30,
2018-01-17T00:06:37.665Z,,,49.5,36.7,54,,
2018-01-17T00:06:47.669Z,,,50,36.7,54,30,
2018-01-17T00:06:57.668Z,,,50.2,36.8,54,,
2018-01-17T00:07:07.665Z,,,50.4,36.8,54,29,
2018-01-17T00:07:17.776Z,,,50.6,36.9,54,,
2018-01-17T00:07:27.715Z,,,50.9,36.9,54,,
2018-01-17T00:07:37.666Z,,,51,37.1,54,,
2018-01-17T00:07:47.696Z,,,51.1,37.2,54,,
2018-01-17T00:07:57.736Z,,,51.2,37.3,54,,
2018-01-17T00:08:07.668Z,,,51.3,37.4,54,,
2018-01-17T00:08:17.825Z,,,51.4,37.5,54,,
2018-01-17T00:08:27.669Z,,,,37.5,54,,
2018-01-17T00:08:37.675Z,,,51.5,37.6,54,,
2018-01-17T00:08:47.707Z,,,,37.7,54,,
2018-01-17T00:08:57.690Z,,,51.6,37.8,54,,
2018-01-17T00:09:07.678Z,,,,37.8,54,,
2018-01-17T00:09:17.788Z,,,51.7,37.9,54,,
2018-01-17T00:09:27.678Z,,,,37.9,54,,
2018-01-17T00:09:37.668Z,,,51.8,38,54,,
2018-01-17T00:09:47.675Z,,,,38.1,54,,
2018-01-17T00:09:57.671Z,,,,38.1,54,,
2018-01-17T00:10:07.672Z,,,51.9,38.2,54,,
2018-01-17T00:10:17.819Z,,,52,38.2,54,,
2018-01-17T00:10:27.684Z,,,,38.3,54,,
2018-01-17T00:10:37.688Z,,,,38.3,54,,
2018-01-17T00:10:47.671Z,,,52.1,38.4,54,,
2018-01-17T00:10:57.729Z,,,52.2,38.4,54,,
2018-01-17T00:11:07.670Z,,,,38.5,54,,
2018-01-17T00:11:17.770Z,,,52.3,38.5,54,,
2018-01-17T00:11:27.675Z,,,,38.6,54,,
2018-01-17T00:11:37.670Z,,,52.4,38.6,54,,
2018-01-17T00:11:47.720Z,,,,38.7,54,,
2018-01-17T00:11:57.691Z,,,52.6,38.7,54,,
2018-01-17T00:12:07.675Z,,,,38.8,54,,
2018-01-17T00:12:17.796Z,,,52.7,38.8,54,,
2018-01-17T00:12:27.766Z,,,,38.9,54,,
2018-01-17T00:12:37.696Z,,,52.8,38.9,54,30,
2018-01-17T00:12:47.707Z,,,52.9,39.1,54,29,
2018-01-17T00:12:57.672Z,,,,39.1,54,,
2018-01-17T00:13:07.668Z,,,53,39.2,54,,
2018-01-17T00:13:17.775Z,,,,39.2,54,,
2018-01-17T00:13:27.670Z,,,53.1,39.3,54,,
2018-01-17T00:13:37.701Z,,,53.2,39.3,54,,
2018-01-17T00:13:47.696Z,,,,39.4,54,,
2018-01-17T00:13:57.678Z,,,53.3,39.4,54,,
2018-01-17T00:14:07.709Z,,,,39.5,54,,
2018-01-17T00:14:17.771Z,,,53.4,39.5,54,,
2018-01-17T00:14:27.675Z,,,53.5,39.6,54,,
2018-01-17T00:14:37.687Z,,,,39.6,54,,
2018-01-17T00:14:47.673Z,,,,39.7,54,,
2018-01-17T00:14:57.675Z,,,53.6,39.7,54,,
2018-01-17T00:15:07.677Z,,,,39.8,54,,
2018-01-17T00:15:17.801Z,,,53.7,39.9,54,,
2018-01-17T00:15:27.675Z,,,,39.9,54,,
2018-01-17T00:15:37.675Z,,,53.8,39.9,54,,
2018-01-17T00:15:47.689Z,,,53.9,40,54,,
2018-01-17T00:15:57.679Z,,,,40,54,,
2018-01-17T00:16:07.677Z,,,53.9,40.1,54,,
2018-01-17T00:16:17.856Z,,,54,40.1,54,,
2018-01-17T00:16:27.694Z,,,,40.2,54,,
2018-01-17T00:16:37.714Z,,,54.1,40.3,54,,
2018-01-17T00:16:47.724Z,,,,40.3,54,,
2018-01-17T00:16:57.687Z,,,54.3,40.4,54,30,
2018-01-17T00:17:07.735Z,,,,40.4,54,29,
2018-01-17T00:17:17.774Z,,,,40.5,54,,
2018-01-17T00:17:27.712Z,,,54.4,40.5,54,,
2018-01-17T00:17:37.674Z,,,,40.5,54,,
2018-01-17T00:17:47.678Z,,,54.5,40.6,54,,
2018-01-17T00:17:57.673Z,,,,40.6,54,,
2018-01-17T00:18:07.704Z,,,,40.6,54,,
2018-01-17T00:18:17.804Z,,,54.6,40.7,54,,
2018-01-17T00:18:27.702Z,,,,40.7,54,,
2018-01-17T00:18:37.729Z,,,54.7,40.8,54,30,
2018-01-17T00:18:47.672Z,,,,40.8,54,29,
2018-01-17T00:18:57.777Z,,,,40.9,54,,
2018-01-17T00:19:07.738Z,,,54.8,40.9,54,,
2018-01-17T00:19:17.918Z,,,,41.1,54,,
2018-01-17T00:19:27.814Z,,,54.9,41.1,54,,
2018-01-17T00:19:37.680Z,1,,53.8,41.1,54,0,0
2018-01-17T00:19:47.703Z,,,51.7,41.2,54,,
2018-01-17T00:19:57.717Z,,,50.7,41.2,54,,
2018-01-17T00:20:07.681Z,,,49.9,41.2,54,,
2018-01-17T00:20:17.787Z,,,49.2,41.2,54,,
2018-01-17T00:20:27.681Z,,,48.7,41.2,54,,
2018-01-17T00:20:37.721Z,,,48.2,41.2,54,,
2018-01-17T00:20:47.680Z,,,47.7,41.1,54,,
2018-01-17T00:20:57.685Z,,,47.2,41.1,54,,
2018-01-17T00:21:07.694Z,,,46.8,40.9,54,,
2018-01-17T00:21:17.891Z,,,46.5,40.8,54,,
2018-01-17T00:21:27.676Z,,,46.2,40.7,54,,
2018-01-17T00:21:37.679Z,,,45.9,40.7,54,,
2018-01-17T00:21:47.706Z,,,45.7,40.6,54,,
2018-01-17T00:21:57.722Z,,,45.5,40.5,54,,
2018-01-17T00:22:07.760Z,,,45.2,40.4,54,,
2018-01-17T00:22:17.790Z,,,45,40.3,54,,
2018-01-17T00:22:27.731Z,,,44.8,40.3,54,,
2018-01-17T00:22:37.674Z,,,44.7,40.2,54,,
2018-01-17T00:22:47.712Z,,,,40.1,54,,
2018-01-17T00:22:57.734Z,,,,40,54,,
2018-01-17T00:23:07.764Z,,,44.6,39.9,54,,
2018-01-17T00:23:17.805Z,,,,39.9,54,,
2018-01-17T00:23:27.688Z,,,,39.8,54,,
2018-01-17T00:23:37.677Z,,,,39.8,54,,
2018-01-17T00:23:47.675Z,,,,39.8,54,,
2018-01-17T00:23:57.708Z,,,44.5,39.7,54,,
2018-01-17T00:24:07.678Z,,,,39.6,54,,
2018-01-17T00:24:17.812Z,,,,39.5,54,,
2018-01-17T00:24:27.745Z,,,,39.3,54,,
2018-01-17T00:24:37.680Z,,,,39.2,54,,
2018-01-17T00:24:47.708Z,,,,38.9,54,,
2018-01-17T00:24:57.675Z,,,44.6,38.8,54,,
2018-01-17T00:25:07.682Z,,,,38.6,54,,
2018-01-17T00:25:17.806Z,1,61,45.1,38.4,54,45,0
2018-01-17T00:25:27.731Z,,,50.3,38.2,54,34,
2018-01-17T00:25:37.683Z,,,49.7,38.1,54,29,
2018-01-17T00:25:47.709Z,,,49,37.9,54,,
2018-01-17T00:25:57.681Z,,,50.1,37.8,54,,
2018-01-17T00:26:07.687Z,,,,37.8,54,,
2018-01-17T00:26:17.822Z,,,50.3,37.8,54,,
2018-01-17T00:26:27.722Z,,,50.4,37.8,54,,
2018-01-17T00:26:37.688Z,,,,37.9,54,,
2018-01-17T00:26:47.730Z,,,50.5,38,54,,
2018-01-17T00:26:57.676Z,,,50.6,38,54,,
2018-01-17T00:27:07.694Z,,,50.7,38.1,54,30,
2018-01-17T00:27:17.781Z,,,50.9,38.2,54,29,
2018-01-17T00:27:27.688Z,,,51,38.2,54,,
2018-01-17T00:27:37.700Z,,,51.1,38.3,54,,
2018-01-17T00:27:47.682Z,,,,38.3,54,,
2018-01-17T00:27:57.767Z,,,51.2,38.4,54,30,
2018-01-17T00:28:07.695Z,,,51.3,38.4,54,,
2018-01-17T00:28:17.832Z,,,,38.4,54,29,
2018-01-17T00:28:27.775Z,,,51.4,38.5,54,,
2018-01-17T00:28:37.700Z,,,51.5,38.5,54,,
2018-01-17T00:28:47.685Z,,,,38.5,54,,
2018-01-17T00:28:57.688Z,,,51.6,38.6,54,,
2018-01-17T00:29:07.698Z,,,,38.6,54,,
2018-01-17T00:29:17.839Z,,,,38.7,54,,
2018-01-17T00:29:27.681Z,,,51.7,38.7,54,,
2018-01-17T00:29:37.680Z,,,51.8,38.8,54,,
2018-01-17T00:29:47.751Z,,,,38.8,54,,
2018-01-17T00:29:57.681Z,,,,38.9,54,,
2018-01-17T00:30:07.713Z,,,51.9,38.9,54,,
2018-01-17T00:30:17.833Z,,,,39.1,54,,
2018-01-17T00:30:27.694Z,,,52,39.1,54,,
2018-01-17T00:30:37.688Z,,,52.1,39.2,54,,
2018-01-17T00:30:47.729Z,,,52.2,39.2,54,,
2018-01-17T00:30:57.693Z,,,,39.3,54,,
2018-01-17T00:31:07.713Z,,,52.3,39.3,54,,
2018-01-17T00:31:17.845Z,,,,39.4,54,30,
2018-01-17T00:31:27.696Z,,,52.4,39.5,54,29,
2018-01-17T00:31:37.689Z,,,52.6,39.5,54,,
2018-01-17T00:31:47.718Z,,,,39.6,54,,
2018-01-17T00:31:57.688Z,,,52.7,39.6,54,,
2018-01-17T00:32:07.692Z,,,52.8,39.7,54,,
2018-01-17T00:32:17.814Z,,,,39.7,54,,
2018-01-17T00:32:27.696Z,,,52.9,39.8,54,30,
2018-01-17T00:32:37.723Z,,,53,39.8,54,29,
2018-01-17T00:32:47.764Z,,,,39.9,54,,
2018-01-17T00:32:57.705Z,,,,39.9,54,,
2018-01-17T00:33:07.684Z,,,53.1,39.9,54,,
2018-01-17T00:33:17.785Z,,,53.2,40,54,,
2018-01-17T00:33:27.707Z,,,,40,54,,
2018-01-17T00:33:37.683Z,,,53.3,40.1,54,,
2018-01-17T00:33:47.693Z,,,,40.1,54,30,
2018-01-17T00:33:57.714Z,,,53.4,40.2,54,29,
2018-01-17T00:34:07.742Z,,,53.5,40.3,54,30,
2018-01-17T00:34:17.796Z,,,,40.3,54,29,
2018-01-17T00:34:27.702Z,,,53.6,40.3,54,,
2018-01-17T00:34:37.736Z,,,,40.4,54,30,
2018-01-17T00:34:47.684Z,,,53.7,40.5,54,29,
2018-01-17T00:34:57.683Z,,,,40.5,54,,
2018-01-17T00:35:07.682Z,,,53.8,40.6,54,,
2018-01-17T00:35:17.795Z,,,,40.6,54,,
2018-01-17T00:35:27.724Z,,,53.9,40.7,54,,
2018-01-17T00:35:37.686Z,,,,40.7,54,,
2018-01-17T00:35:47.716Z,,,,40.8,54,30,
2018-01-17T00:35:57.714Z,,,54,40.8,54,29,
2018-01-17T00:36:07.687Z,,,,40.9,54,,
2018-01-17T00:36:17.815Z,,,54.1,40.9,54,,
2018-01-17T00:36:27.685Z,,,,41.1,54,,
2018-01-17T00:36:37.759Z,,,,41.1,54,30,
2018-01-17T00:36:47.698Z,,,54.3,41.2,54,29,
2018-01-17T00:36:57.729Z,,,,41.2,54,,
2018-01-17T00:37:07.756Z,,,54.4,41.2,54,,
2018-01-17T00:37:17.896Z,,,,41.3,54,,
2018-01-17T00:37:27.689Z,,,,41.3,54,30,
2018-01-17T00:37:37.740Z,,,54.5,41.4,54,29,
2018-01-17T00:37:47.700Z,,,,41.4,54,,
2018-01-17T00:37:57.728Z,,,54.6,41.4,54,,
2018-01-17T00:38:07.688Z,,,,41.5,54,30,
2018-01-17T00:38:17.858Z,,,,41.5,54,29,
2018-01-17T00:38:27.738Z,,,54.7,41.5,54,,
2018-01-17T00:38:37.763Z,,,,41.6,54,,
2018-01-17T00:38:47.689Z,,,54.8,41.6,54,30,
2018-01-17T00:38:57.741Z,,,,41.7,54,29,
2018-01-17T00:39:07.691Z,,,,41.7,54,,
2018-01-17T00:39:17.802Z,,,54.9,41.8,54,,
2018-01-17T00:39:27.732Z,1,,53.5,41.8,54,0,0
2018-01-17T00:39:37.762Z,,,51.7,41.8,54,,
2018-01-17T00:39:47.693Z,,,50.9,41.9,54,,
2018-01-17T00:39:57.689Z,,,49.9,41.9,54,,
2018-01-17T00:40:07.743Z,,,49.2,41.9,54,,
2018-01-17T00:40:17.818Z,,,48.7,41.9,54,,
2018-01-17T00:40:27.690Z,,,48.2,41.8,54,,
2018-01-17T00:40:37.775Z,,,47.7,41.8,54,,
2018-01-17T00:40:47.712Z,,,47.2,41.7,54,,
2018-01-17T00:40:57.746Z,,,46.9,41.6,54,,
2018-01-17T00:41:07.690Z,,,46.5,41.6,54,,
2018-01-17T00:41:17.805Z,,,46.2,41.5,54,,
2018-01-17T00:41:27.715Z,,,45.9,41.4,54,,
2018-01-17T00:41:37.785Z,,,45.7,41.4,54,,
2018-01-17T00:41:47.732Z,,,45.5,41.3,54,,
2018-01-17T00:41:57.855Z,1,,45.7,41.2,54,45,0
2018-01-17T00:42:07.699Z,,,51.4,41.1,54,32,
2018-01-17T00:42:17.833Z,,,50.9,41.1,54,29,
2018-01-17T00:42:27.725Z,,,50.3,40.9,54,,
2018-01-17T00:42:37.685Z,,,51.6,40.8,54,,
2018-01-17T00:42:47.685Z,,,51.7,40.8,54,,
2018-01-17T00:42:57.686Z,,,52.1,40.7,54,,
2018-01-17T00:43:07.694Z,,,52.4,40.8,54,,
2018-01-17T00:43:17.835Z,,,52.7,40.8,54,,
2018-01-17T00:43:27.695Z,,,53,40.8,54,,
2018-01-17T00:43:37.695Z,,,53.1,40.8,54,,
2018-01-17T00:43:47.737Z,,,53.3,40.9,54,30,
2018-01-17T00:43:57.751Z,,,53.5,40.9,54,29,
2018-01-17T00:44:07.697Z,,,53.6,41.1,54,,
2018-01-17T00:44:17.847Z,,,53.7,41.1,54,,
2018-01-17T00:44:27.698Z,,,53.8,41.2,54,,
2018-01-17T00:44:37.690Z,,,,41.2,54,,
2018-01-17T00:44:47.690Z,,,53.9,41.2,54,,
2018-01-17T00:44:57.691Z,,,54,41.3,54,,
2018-01-17T00:45:07.687Z,,,,41.3,54,,
2018-01-17T00:45:17.847Z,,,,41.4,54,,
2018-01-17T00:45:27.726Z,,,54.1,41.4,54,,
2018-01-17T00:45:37.717Z,,,,41.4,54,,
2018-01-17T00:45:47.708Z,,,,41.4,54,,
2018-01-17T00:45:57.699Z,,,,41.5,54,,
2018-01-17T00:46:07.741Z,,,54.3,41.5,54,,
2018-01-17T00:46:17.760Z,1,,53.2,41.5,54,0,0
2018-01-17T00:46:27.706Z,,,50.6,41.6,54,,
2018-01-17T00:46:37.692Z,,,49.9,41.6,54,,
2018-01-17T00:46:47.740Z,,,49.3,41.6,54,,
2018-01-17T00:46:57.780Z,,,48.4,41.6,54,,
2018-01-17T00:47:07.703Z,,,47.8,41.6,54,,
2018-01-17T00:47:17.839Z,,,47.2,41.6,54,,
2018-01-17T00:47:27.695Z,,,46.7,41.5,54,,
2018-01-17T00:47:37.722Z,1,,46.5,41.5,54,44,0
2018-01-17T00:47:47.695Z,,,52.4,41.4,54,32,
2018-01-17T00:47:57.688Z,,,51.7,41.3,54,29,
2018-01-17T00:48:07.751Z,,,51,41.2,54,,
2018-01-17T00:48:17.812Z,,,52.2,41.1,54,,
2018-01-17T00:48:27.702Z,,,52.3,41.1,54,,
2018-01-17T00:48:37.810Z,,,52.4,41.1,54,,
2018-01-17T00:48:47.750Z,,,52.8,41.1,54,30,
2018-01-17T00:48:57.691Z,1,,51.8,41.1,54,0,0
2018-01-17T00:49:07.717Z,,,49.7,41.1,54,,
2018-01-17T00:49:17.797Z,,,48.8,41.1,54,,
2018-01-17T00:49:27.694Z,,,48.2,41.1,54,,
2018-01-17T00:49:37.830Z,,,47.4,41.1,54,,
2018-01-17T00:49:47.728Z,,,46.8,41.1,54,,
2018-01-17T00:49:57.725Z,,,46.4,41.1,54,,
2018-01-17T00:50:07.717Z,,,45.9,41.1,54,,
2018-01-17T00:50:17.886Z,,,45.6,40.9,54,,
2018-01-17T00:50:27.711Z,,,45.4,40.9,54,,
2018-01-17T00:50:37.695Z,,,45,40.8,54,,
2018-01-17T00:50:47.691Z,,,44.7,40.7,54,,
2018-01-17T00:50:57.720Z,,,44.4,40.6,54,,
2018-01-17T00:51:07.757Z,,,44.1,40.6,54,,
2018-01-17T00:51:17.795Z,,,43.8,40.5,54,,
2018-01-17T00:51:27.720Z,,,43.6,40.4,54,,
2018-01-17T00:51:37.694Z,,,43.4,40.3,54,,
2018-01-17T00:51:47.696Z,,,43.3,40.3,54,,
2018-01-17T00:51:57.702Z,,,43.1,40.2,54,,
2018-01-17T00:52:07.714Z,,,43,40.1,54,,
2018-01-17T00:52:17.795Z,,,42.9,40,54,,
2018-01-17T00:52:27.727Z,,,42.8,39.9,54,,
2018-01-17T00:52:37.722Z,1,,43.6,39.8,54,44,0
2018-01-17T00:52:47.734Z,,,47.1,39.7,54,32,
2018-01-17T00:52:57.733Z,,,47.3,39.6,54,29,
2018-01-17T00:53:07.700Z,,,48.5,39.5,54,,
2018-01-17T00:53:17.857Z,,,49.1,39.5,54,,
2018-01-17T00:53:27.735Z,,,49.7,39.4,54,,
2018-01-17T00:53:37.691Z,,,50.1,39.4,54,,
2018-01-17T00:53:47.693Z,,,50.4,39.4,54,,
2018-01-17T00:53:57.701Z,,,50.7,39.4,54,,
2018-01-17T00:54:07.713Z,,,51.1,39.4,54,,
2018-01-17T00:54:17.813Z,,,51.3,39.5,54,,
2018-01-17T00:54:27.699Z,,,51.4,39.5,54,,
2018-01-17T00:54:37.694Z,,,51.6,39.6,54,,
2018-01-17T00:54:47.705Z,,,51.7,39.6,54,,
2018-01-17T00:54:57.700Z,,,51.8,39.7,54,,
2018-01-17T00:55:07.776Z,,,51.9,39.8,54,,
2018-01-17T00:55:17.807Z,,,,39.9,54,,
2018-01-17T00:55:27.711Z,,,52,39.9,54,,
2018-01-17T00:55:37.718Z,,,,40,54,,
2018-01-17T00:55:47.698Z,,,52.1,40,54,,
2018-01-17T00:55:57.705Z,,,,40,54,,
2018-01-17T00:56:07.701Z,1,,50.7,40.1,54,0,0
2018-01-17T00:56:17.816Z,,,48.7,40.1,54,,
2018-01-17T00:56:27.711Z,,,47.9,40.2,54,,
2018-01-17T00:56:37.773Z,,,46.9,40.2,54,,
2018-01-17T00:56:47.720Z,,,46.1,40.2,54,,
2018-01-17T00:56:57.742Z,,,45.6,40.2,54,,
2018-01-17T00:57:07.702Z,,,45.1,40.2,54,,
2018-01-17T00:57:17.842Z,,,44.6,40.1,54,,
2018-01-17T00:57:27.760Z,,,44.3,40.1,54,,
2018-01-17T00:57:37.699Z,1,,44.1,40,54,44,0
2018-01-17T00:57:47.700Z,,,48.2,39.9,54,34,
2018-01-17T00:57:57.700Z,,,47.8,39.9,54,29,
2018-01-17T00:58:07.705Z,,,48.7,39.8,54,,
2018-01-17T00:58:17.833Z,,,49.2,39.8,54,,
2018-01-17T00:58:27.767Z,,,49.6,39.7,54,,
2018-01-17T00:58:37.711Z,,,50,39.7,54,,
2018-01-17T00:58:47.703Z,,,50.2,39.7,54,,
2018-01-17T00:58:57.709Z,,,50.5,39.7,54,,
2018-01-17T00:59:07.706Z,,,50.9,39.8,54,30,
2018-01-17T00:59:17.845Z,,,51.1,39.8,54,29,
2018-01-17T00:59:27.704Z,,,51.3,39.8,54,,
2018-01-17T00:59:37.702Z,,,51.4,39.9,54,,
2018-01-17T00:59:47.752Z,,,51.6,39.9,54,,
2018-01-17T00:59:57.774Z,,,51.7,39.9,54,,
2018-01-17T01:00:07.709Z,,,51.8,40,54,,
2018-01-17T01:00:17.827Z,,,51.9,40,54,,
2018-01-17T01:00:27.715Z,,,52,40,54,,
2018-01-17T01:00:37.697Z,,,,40.1,54,,
2018-01-17T01:00:47.720Z,,,52.1,40.1,54,,
2018-01-17T01:00:57.781Z,,,52.2,40.1,54,,
2018-01-17T01:01:07.704Z,,,,40.2,54,,
2018-01-17T01:01:17.853Z,,,52.3,40.2,54,,
2018-01-17T01:01:27.714Z,,,52.4,40.2,54,,
2018-01-17T01:01:37.703Z,,,,40.2,54,,
2018-01-17T01:01:47.702Z,,,52.6,40.3,54,,
2018-01-17T01:01:57.698Z,,,52.7,40.3,54,,
2018-01-17T01:02:07.710Z,,,,40.3,54,,
2018-01-17T01:02:17.802Z,,,52.8,40.4,54,,
2018-01-17T01:02:27.748Z,,,,40.4,54,,
2018-01-17T01:02:37.723Z,,,,40.4,54,,
2018-01-17T01:02:47.768Z,,,52.9,40.5,54,,
2018-01-17T01:02:57.701Z,,,53,40.5,54,,
2018-01-17T01:03:07.746Z,,,53,40.6,54,,
2018-01-17T01:03:17.816Z,,,,40.6,54,,
2018-01-17T01:03:27.710Z,,,53.1,40.7,54,,
2018-01-17T01:03:37.739Z,,,,40.8,54,,
2018-01-17T01:03:47.752Z,,,53.2,40.8,54,,
2018-01-17T01:03:57.707Z,,,,40.9,54,,
2018-01-17T01:04:07.714Z,,,53.3,40.9,54,,
2018-01-17T01:04:17.807Z,,,,40.9,54,,
2018-01-17T01:04:27.706Z,,,53.4,41.1,54,,
2018-01-17T01:04:37.730Z,,,,41.1,54,,
2018-01-17T01:04:47.732Z,,,53.5,41.2,54,30,
2018-01-17T01:04:57.718Z,,,,41.2,54,29,
2018-01-17T01:05:07.721Z,,,53.6,41.3,54,,
2018-01-17T01:05:17.846Z,,,,41.3,54,,
2018-01-17T01:05:27.709Z,,,53.7,41.3,54,30,
2018-01-17T01:05:37.745Z,,,,41.4,54,29,
2018-01-17T01:05:47.699Z,,,,41.4,54,,
2018-01-17T01:05:57.717Z,,,53.8,41.4,54,,
2018-01-17T01:06:07.740Z,,,53.9,41.5,54,,
2018-01-17T01:06:17.864Z,,,,41.5,54,,
2018-01-17T01:06:27.725Z,,,54,41.6,54,,
2018-01-17T01:06:37.754Z,,,,41.6,54,,
2018-01-17T01:06:47.710Z,,,54.1,41.6,54,30,
2018-01-17T01:06:57.743Z,,,,41.7,54,,
2018-01-17T01:07:07.703Z,,,,41.7,54,29,
2018-01-17T01:07:17.856Z,,,54.3,41.8,54,,
2018-01-17T01:07:27.699Z,,,54.4,41.8,54,,
2018-01-17T01:07:37.759Z,,,,41.9,54,,
2018-01-17T01:07:47.780Z,,,,41.9,54,,
2018-01-17T01:07:57.735Z,,,54.5,41.9,54,,
2018-01-17T01:08:07.701Z,,,,42,54,,
2018-01-17T01:08:17.818Z,,,,42,54,,
2018-01-17T01:08:27.737Z,,,54.6,42,54,,
2018-01-17T01:08:37.700Z,,,54.7,42.1,54,,
2018-01-17T01:08:47.704Z,,,,42.1,54,,
2018-01-17T01:08:57.707Z,,,,42.1,54,,
2018-01-17T01:09:07.769Z,,,54.8,42.2,54,,
2018-01-17T01:09:17.848Z,,,,42.2,54,,
2018-01-17T01:09:27.702Z,,,,42.3,54,,
2018-01-17T01:09:37.773Z,,,54.9,42.3,54,,
2018-01-17T01:09:47.707Z,,,,42.4,54,,
2018-01-17T01:09:57.707Z,,,55,42.4,54,30,
2018-01-17T01:10:07.709Z,,,,42.4,54,29,
2018-01-17T01:10:17.812Z,,,,42.5,54,,
2018-01-17T01:10:27.721Z,,,55.1,42.5,54,,
2018-01-17T01:10:37.707Z,,,,42.5,54,,
2018-01-17T01:10:47.738Z,,,,42.6,54,,
2018-01-17T01:10:57.708Z,1,,53.7,42.6,54,0,0
2018-01-17T01:11:07.793Z,,,51.7,42.7,54,,
2018-01-17T01:11:17.822Z,,,51,42.7,54,,
2018-01-17T01:11:27.875Z,,,50.2,,,,
2018-01-17T01:11:37.709Z,,,49.4,42.7,54,,
2018-01-17T01:11:47.705Z,,,48.9,42.7,54,,
2018-01-17T01:11:57.756Z,,,48.4,42.7,54,,
2018-01-17T01:12:07.748Z,,,47.9,42.7,54,,
2018-01-17T01:12:17.857Z,,,47.4,42.6,54,,
2018-01-17T01:12:27.760Z,,,47,42.6,54,,
2018-01-17T01:12:37.760Z,,,46.7,42.5,54,,
2018-01-17T01:12:47.723Z,,,46.4,42.4,54,,
2018-01-17T01:12:57.706Z,,,46.1,42.3,54,,
2018-01-17T01:13:07.714Z,,,45.9,42.3,54,,
2018-01-17T01:13:17.855Z,,,45.7,42.2,54,,
2018-01-17T01:13:27.734Z,,,45.4,42.1,54,,
2018-01-17T01:13:37.707Z,,,45.2,42,54,,
2018-01-17T01:13:47.705Z,,,45,41.9,54,,
2018-01-17T01:13:57.715Z,,,44.9,41.8,54,,
2018-01-17T01:14:07.706Z,,,,41.7,54,,
2018-01-17T01:14:17.826Z,,,,41.6,54,,
2018-01-17T01:14:27.704Z,,,,41.5,54,,
2018-01-17T01:14:37.705Z,,,,41.5,54,,
2018-01-17T01:14:47.708Z,,,44.8,41.4,54,,
2018-01-17T01:14:57.778Z,,,,41.4,54,,
2018-01-17T01:15:07.714Z,,,,41.4,54,,
2018-01-17T01:15:17.857Z,1,,45.3,41.3,54,45,0
2018-01-17T01:15:27.777Z,,,50.4,41.2,54,35,
2018-01-17T01:15:37.713Z,,,50.2,41.1,54,29,
2018-01-17T01:15:47.713Z,,,49.7,40.9,54,,
2018-01-17T01:15:57.714Z,,,50.9,40.9,54,,
2018-01-17T01:16:07.714Z,,,51,40.8,54,,
2018-01-17T01:16:17.848Z,,,51.2,40.8,54,30,
2018-01-17T01:16:27.875Z,,,51.4,40.8,54,29,
2018-01-17T01:16:37.710Z,,,51.5,40.8,54,,
2018-01-17T01:16:47.753Z,,,51.6,40.8,54,,
2018-01-17T01:16:57.708Z,,,51.8,40.8,54,,
