Time,HwActive,HwTOutlet,HwTSet,ActPow,PrimT,PrimTSet,ChActive
2017-11-02T00:00:07.138Z,,50.2,54,29,59.1,,
2017-11-02T00:00:17.153Z,,50.2,54,,60,,
2017-11-02T00:00:27.137Z,,50.2,54,,61.1,,
2017-11-02T00:00:37.135Z,,50.2,54,,61.5,,
2017-11-02T00:00:47.136Z,,50.2,54,29,62.2,,
2017-11-02T00:00:57.143Z,,50.2,54,29,63.1,,
2017-11-02T00:01:07.137Z,,50.1,54,,63.5,,
2017-11-02T00:01:17.142Z,,50.1,54,,64.1,,
2017-11-02T00:01:27.138Z,,50.1,54,,64.6,,
2017-11-02T00:01:37.138Z,0,50.1,54,0,63.5,,2
2017-11-02T00:01:47.143Z,,50.1,54,,61.9,,
2017-11-02T00:01:57.141Z,,50.1,54,,61.5,,
2017-11-02T00:02:07.139Z,,50,54,,59.9,,
2017-11-02T00:02:17.139Z,,50,54,,59.5,,
2017-11-02T00:02:27.143Z,,50,54,,58.7,,
2017-11-02T00:02:37.146Z,,50,54,,57.8,,
2017-11-02T00:02:47.145Z,,50.1,54,,56.9,,
2017-11-02T00:02:57.146Z,,50.1,54,,56.5,,
2017-11-02T00:03:07.147Z,,50.1,54,,55.9,,
2017-11-02T00:03:17.145Z,,50.1,54,,55.2,,
2017-11-02T00:03:27.145Z,,50.1,54,,54.7,,
2017-11-02T00:03:37.137Z,,50.1,54,,53.9,,
2017-11-02T00:03:47.146Z,,50.1,54,,53.7,,
2017-11-02T00:03:57.138Z,,50.1,54,,53.2,,
2017-11-02T00:04:07.140Z,,50.1,54,,52.9,,
2017-11-02T00:04:17.137Z,,50.2,54,,52.3,,
2017-11-02T00:04:27.135Z,0,50.2,54,41,55.1,,2
2017-11-02T00:04:37.140Z,,50.2,54,31,56.7,,
2017-11-02T00:04:47.140Z,,50.2,54,29,57.1,,
2017-11-02T00:04:57.139Z,,50.2,54,,58.2,,
2017-11-02T00:05:07.144Z,,50.2,54,,59.1,,
2017-11-02T00:05:17.143Z,,50.2,54,,60,,
2017-11-02T00:05:27.140Z,,50.2,54,30,61.1,,
2017-11-02T00:05:37.147Z,,50.2,54,29,61.5,,
2017-11-02T00:05:47.144Z,,50.2,54,,62.2,,
2017-11-02T00:05:57.145Z,,50.1,54,,63.1,,
2017-11-02T00:06:07.138Z,,50.1,54,30,63.5,,
2017-11-02T00:06:17.147Z,,50.1,54,29,64,,
2017-11-02T00:06:27.145Z,,50.1,54,,64.6,,
2017-11-02T00:06:37.147Z,0,50.1,54,0,64.9,,2
2017-11-02T00:06:47.144Z,,50,54,,62.6,,
2017-11-02T00:06:57.141Z,,50,54,,61.6,,
2017-11-02T00:07:07.141Z,,50,54,,60.5,,
2017-11-02T00:07:17.138Z,,49.9,54,,59.5,,
2017-11-02T00:07:27.144Z,,49.9,54,,58.7,,
2017-11-02T00:07:37.140Z,,49.9,54,,57.9,,
2017-11-02T00:07:47.142Z,,49.9,54,,56.9,,
2017-11-02T00:07:57.146Z,,49.9,54,,56.4,,
2017-11-02T00:08:07.153Z,,49.9,54,,55.7,,
2017-11-02T00:08:17.147Z,,49.9,54,,54.9,,
2017-11-02T00:08:27.141Z,,49.9,54,,54.6,,
2017-11-02T00:08:37.147Z,,49.9,54,,53.9,,
2017-11-02T00:08:47.140Z,,49.9,54,,53.5,,
2017-11-02T00:08:57.140Z,,50,54,,52.9,,
2017-11-02T00:09:07.144Z,,50,54,,52.6,,
2017-11-02T00:09:17.141Z,,50,54,,52,,
2017-11-02T00:09:27.145Z,0,50,54,40,55.2,,2
2017-11-02T00:09:37.140Z,,50,54,32,56.4,,
2017-11-02T00:09:47.140Z,,50,54,29,,,
2017-11-02T00:09:57.142Z,,50,54,,58,,
2017-11-02T00:10:07.140Z,,50,54,,58.6,,
2017-11-02T00:10:17.141Z,,50,54,,59.4,,
2017-11-02T00:10:27.144Z,,50,54,,60.1,,
2017-11-02T00:10:37.142Z,,50,54,,61.1,,
2017-11-02T00:10:47.141Z,,50,54,,61.5,,
2017-11-02T00:10:57.150Z,,50,54,30,62.1,,
2017-11-02T00:11:07.142Z,,50,54,,62.7,,
2017-11-02T00:11:17.140Z,,50,54,29,63.2,,
2017-11-02T00:11:27.142Z,,50,54,,63.6,,
2017-11-02T00:11:37.142Z,,50,54,,64,,
2017-11-02T00:11:47.142Z,,49.9,54,,64.5,,
2017-11-02T00:11:57.142Z,,49.9,54,,64.8,,
2017-11-02T00:12:07.147Z,0,49.9,54,0,63.8,,2
2017-11-02T00:12:17.144Z,,49.9,54,,61.9,,
2017-11-02T00:12:27.146Z,,49.9,54,,60.9,,
2017-11-02T00:12:37.144Z,,49.9,54,,59.9,,
2017-11-02T00:12:47.143Z,,49.9,54,,58.8,,
2017-11-02T00:12:57.151Z,,50,54,,57.9,,
2017-11-02T00:13:07.148Z,,50,54,,56.9,,
2017-11-02T00:13:17.147Z,,50,54,,56.3,,
2017-11-02T00:13:27.145Z,,50,54,,55.5,,
2017-11-02T00:13:37.143Z,,50,54,,54.8,,
2017-11-02T00:13:47.145Z,,50.1,54,,53.9,,
2017-11-02T00:13:57.145Z,,50.1,54,,53.5,,
2017-11-02T00:14:07.146Z,,50.1,54,,52.9,,
2017-11-02T00:14:17.148Z,,50.1,54,,52.3,,
2017-11-02T00:14:27.151Z,0,50.2,54,41,55,,2
2017-11-02T00:14:37.153Z,,50.2,54,32,56.5,,
2017-11-02T00:14:47.142Z,,50.2,54,29,,,
2017-11-02T00:14:57.148Z,,50.2,54,,58,,
2017-11-02T00:15:07.143Z,,50.2,54,,58.5,,
2017-11-02T00:15:17.154Z,,50.2,54,,59.3,,
2017-11-02T00:15:27.148Z,,50.2,54,,60,,
2017-11-02T00:15:37.147Z,,50.2,54,,60.7,,
2017-11-02T00:15:47.146Z,,50.2,54,,61.4,,
2017-11-02T00:15:57.154Z,,50.2,54,29,62.1,,
2017-11-02T00:16:07.148Z,,50.2,54,30,62.6,,
2017-11-02T00:16:17.148Z,,50.2,54,30,63.2,,
2017-11-02T00:16:27.149Z,,50.2,54,29,63.6,,
2017-11-02T00:16:37.150Z,,50.1,54,,64,,
2017-11-02T00:16:47.144Z,,50.1,54,,64.5,,
2017-11-02T00:16:57.152Z,,50.1,54,30,64.8,,
2017-11-02T00:17:07.150Z,0,50.1,54,0,62.8,,2
2017-11-02T00:17:17.149Z,,50.1,54,,61.8,,
2017-11-02T00:17:27.150Z,,50.1,54,,60.9,,
2017-11-02T00:17:37.151Z,,50.1,54,,59.8,,
2017-11-02T00:17:47.147Z,,50.1,54,,58.8,,
2017-11-02T00:17:57.152Z,,50.1,54,,57.9,,
2017-11-02T00:18:07.148Z,,50.1,54,,56.9,,
2017-11-02T00:18:17.150Z,,50.1,54,,56.5,,
2017-11-02T00:18:27.144Z,,50.1,54,,55.7,,
2017-11-02T00:18:37.188Z,,50.1,54,,54.9,,
2017-11-02T00:18:47.148Z,,50.2,54,,54.5,,
2017-11-02T00:18:57.149Z,,50.2,54,,53.9,,
2017-11-02T00:19:07.146Z,,50.2,54,,53.5,,
2017-11-02T00:19:17.151Z,,50.2,54,,52.9,,
2017-11-02T00:19:27.148Z,0,50.2,54,42,55,,2
2017-11-02T00:19:37.149Z,,50.2,54,32,57,,
2017-11-02T00:19:47.148Z,,50.2,54,29,57.1,,
2017-11-02T00:19:57.146Z,,50.2,54,,58.4,,
2017-11-02T00:20:07.146Z,,50.2,54,,59.1,,
2017-11-02T00:20:17.152Z,,50.2,54,29,60,,
2017-11-02T00:20:27.148Z,,50.2,54,29,61.1,,
2017-11-02T00:20:37.149Z,,50.2,54,30,61.4,,
2017-11-02T00:20:47.154Z,,50.2,54,29,62.1,,
2017-11-02T00:20:57.150Z,,50.2,54,,63.1,,
2017-11-02T00:21:07.151Z,,50.2,54,,63.4,,
2017-11-02T00:21:17.152Z,,50.2,54,29,64,,
2017-11-02T00:21:27.152Z,,50.2,54,30,64.4,,
2017-11-02T00:21:37.153Z,,50.2,54,29,64.8,,
2017-11-02T00:21:47.153Z,0,50.2,54,0,62.8,,2
2017-11-02T00:22:02.333Z,,50.1,54,,61.9,,
2017-11-02T00:22:07.303Z,,50.1,54,,60.8,,
2017-11-02T00:22:17.162Z,,50.1,54,,59.8,,
2017-11-02T00:22:27.162Z,,50.1,54,,58.9,,
2017-11-02T00:22:37.159Z,,50.1,54,,58.3,,
2017-11-02T00:22:47.166Z,,50.2,54,,57.4,,
2017-11-02T00:22:57.206Z,,50.2,54,,56.8,,
2017-11-02T00:23:07.240Z,,50.2,54,,55.9,,
2017-11-02T00:23:22.256Z,,50.2,54,,55.5,,
2017-11-02T00:23:27.165Z,,50.2,54,,54.9,,
2017-11-02T00:23:37.158Z,,50.2,54,,54.4,,
2017-11-02T00:23:47.161Z,,50.2,54,,53.8,,
2017-11-02T00:23:57.151Z,,50.2,54,,53.4,,
2017-11-02T00:24:07.148Z,,50.2,54,,52.9,,
2017-11-02T00:24:17.155Z,,50.2,54,,52.4,,
2017-11-02T00:24:27.155Z,0,50.3,54,41,55.3,,2
2017-11-02T00:24:37.148Z,,50.3,54,32,56.8,,
2017-11-02T00:24:47.148Z,,50.3,54,29,57,,
2017-11-02T00:24:57.148Z,,50.3,54,,58.3,,
2017-11-02T00:25:07.151Z,,50.3,54,,59.1,,
2017-11-02T00:25:17.158Z,,50.3,54,,60,,
2017-11-02T00:25:27.149Z,,50.3,54,,60.7,,
2017-11-02T00:25:37.155Z,,50.3,54,,61.4,,
2017-11-02T00:25:47.153Z,,50.2,54,,62.1,,
2017-11-02T00:25:57.152Z,,50.3,54,,62.8,,
2017-11-02T00:26:07.148Z,,50.2,54,,63.4,,
2017-11-02T00:26:17.150Z,,50.2,54,30,64,,
2017-11-02T00:26:27.149Z,,50.2,54,29,64.5,,
2017-11-02T00:26:37.151Z,,50.2,54,29,65.1,,
2017-11-02T00:26:47.151Z,0,50.2,54,0,62.8,,2
2017-11-02T00:26:57.153Z,,50.2,54,,61.8,,
2017-11-02T00:27:07.158Z,,50.2,54,,60.6,,
2017-11-02T00:27:17.152Z,,50.2,54,,59.7,,
2017-11-02T00:27:27.157Z,,50.2,54,,58.8,,
2017-11-02T00:27:37.153Z,,50.2,54,,57.9,,
2017-11-02T00:27:47.152Z,,50.2,54,,57.3,,
2017-11-02T00:27:57.149Z,,50.2,54,,56.7,,
2017-11-02T00:28:07.150Z,,50.2,54,,55.9,,
2017-11-02T00:28:17.151Z,,50.2,54,,55.4,,
2017-11-02T00:28:27.165Z,,50.2,54,,54.8,,
2017-11-02T00:28:37.163Z,,50.3,54,,54.3,,
2017-11-02T00:28:47.152Z,,50.3,54,,53.8,,
2017-11-02T00:28:57.153Z,,50.3,54,,53.3,,
2017-11-02T00:29:07.158Z,,50.3,54,,52.9,,
2017-11-02T00:29:17.157Z,,50.3,54,,52.4,,
2017-11-02T00:29:27.159Z,0,50.3,54,42,55.2,,2
2017-11-02T00:29:37.152Z,,50.3,54,32,56.7,,
2017-11-02T00:29:47.155Z,,50.3,54,30,57,,
2017-11-02T00:29:57.154Z,,50.3,54,29,58.3,,
2017-11-02T00:30:07.154Z,,50.3,54,,59,,
2017-11-02T00:30:17.155Z,,50.2,54,,60,,
2017-11-02T00:30:27.154Z,,50.2,54,,60.7,,
2017-11-02T00:30:37.155Z,,50.2,54,29,61.5,,
2017-11-02T00:30:47.155Z,,50.2,54,,62.2,,
2017-11-02T00:30:57.156Z,,50.2,54,,63.1,,
2017-11-02T00:31:07.157Z,,50.2,54,,63.5,,
2017-11-02T00:31:17.159Z,,50.2,54,,64.1,,
2017-11-02T00:31:27.154Z,,50.2,54,,64.6,,
2017-11-02T00:31:37.245Z,0,50.2,54,0,64.9,,2
2017-11-02T00:31:47.155Z,,50.2,54,,62.5,,
2017-11-02T00:31:57.156Z,,50.3,54,,61.6,,
2017-11-02T00:32:07.156Z,,50.3,54,,60.5,,
2017-11-02T00:32:17.160Z,,50.3,54,,59.6,,
2017-11-02T00:32:27.157Z,,50.3,54,,58.8,,
2017-11-02T00:32:37.157Z,,50.3,54,,57.9,,
2017-11-02T00:32:47.160Z,,50.3,54,,57.2,,
2017-11-02T00:32:57.152Z,,50.4,54,,56.6,,
2017-11-02T00:33:07.152Z,,50.4,54,,55.9,,
2017-11-02T00:33:17.163Z,,50.4,54,,55.3,,
2017-11-02T00:33:27.157Z,,50.4,54,,54.8,,
2017-11-02T00:33:37.153Z,,50.4,54,,54.3,,
2017-11-02T00:33:47.157Z,,50.4,54,,53.7,,
2017-11-02T00:33:57.154Z,,50.4,54,,53.3,,
2017-11-02T00:34:07.155Z,,50.4,54,,52.9,,
2017-11-02T00:34:17.166Z,,50.5,54,,52.4,,
2017-11-02T00:34:27.162Z,0,50.5,54,42,55.2,,2
2017-11-02T00:34:37.157Z,,50.5,54,33,56.7,,
2017-11-02T00:34:47.157Z,,50.5,54,30,57,,
2017-11-02T00:34:57.155Z,,50.4,54,29,58.3,,
2017-11-02T00:35:07.158Z,,50.4,54,,59,,
2017-11-02T00:35:17.213Z,,50.4,54,,60,,
2017-11-02T00:35:27.188Z,,50.4,54,30,61.1,,
2017-11-02T00:35:37.156Z,,50.4,54,29,61.5,,
2017-11-02T00:35:47.161Z,,50.3,54,,62.4,,
2017-11-02T00:35:57.159Z,,50.3,54,30,63.1,,
2017-11-02T00:36:07.163Z,,50.3,54,29,63.5,,
2017-11-02T00:36:17.162Z,,50.3,54,,64.1,,
2017-11-02T00:36:27.173Z,,50.3,54,,64.7,,
2017-11-02T00:36:37.162Z,0,50.2,54,0,63.8,,2
2017-11-02T00:36:47.156Z,,50.3,54,,61.9,,
2017-11-02T00:36:57.156Z,,50.2,54,,61.5,,
2017-11-02T00:37:07.158Z,,50.2,54,,60.4,,
2017-11-02T00:37:17.164Z,,50.2,54,,59.4,,
2017-11-02T00:37:27.167Z,,50.2,54,,58.6,,
2017-11-02T00:37:37.159Z,,50.2,54,,57.9,,
2017-11-02T00:37:47.165Z,,50.2,54,,56.9,,
2017-11-02T00:37:57.168Z,,50.2,54,,56.4,,
2017-11-02T00:38:07.159Z,,50.2,54,,55.9,,
2017-11-02T00:38:17.164Z,,50.2,54,,55.2,,
2017-11-02T00:38:27.160Z,,50.2,54,,54.7,,
2017-11-02T00:38:37.158Z,,50.2,54,,54.1,,
2017-11-02T00:38:47.158Z,,50.2,54,,53.6,,
2017-11-02T00:38:57.167Z,,50.2,54,,53.2,,
2017-11-02T00:39:07.157Z,,50.2,54,,52.8,,
2017-11-02T00:39:17.163Z,,50.2,54,,52.3,,
2017-11-02T00:39:27.161Z,0,50.2,54,40,55.1,,2
2017-11-02T00:39:37.160Z,,50.2,54,31,56.7,,
2017-11-02T00:39:47.158Z,,50.2,54,29,57,,
2017-11-02T00:39:57.168Z,,50.2,54,30,58.2,,
2017-11-02T00:40:07.230Z,,50.2,54,30,59.1,,
2017-11-02T00:40:17.163Z,,50.2,54,29,60,,
2017-11-02T00:40:27.160Z,,50.2,54,,60.7,,
2017-11-02T00:40:37.158Z,,50.2,54,,61.5,,
2017-11-02T00:40:47.170Z,,50.2,54,,62.2,,
2017-11-02T00:40:57.157Z,,50.2,54,,63.1,,
2017-11-02T00:41:07.157Z,,50.2,54,,63.5,,
2017-11-02T00:41:17.163Z,,50.2,54,30,64.1,,
2017-11-02T00:41:27.166Z,,50.2,54,29,64.6,,
2017-11-02T00:41:37.158Z,0,50.1,54,0,64.8,,2
2017-11-02T00:41:47.159Z,,50.1,54,,62.4,,
2017-11-02T00:41:57.164Z,,50.1,54,,61.6,,
2017-11-02T00:42:07.161Z,,50.1,54,,60.5,,
2017-11-02T00:42:17.164Z,,50.1,54,,59.5,,
2017-11-02T00:42:27.160Z,,50.1,54,,58.7,,
2017-11-02T00:42:37.168Z,,50.1,54,,57.9,,
2017-11-02T00:42:47.162Z,,50.1,54,,57.2,,
2017-11-02T00:42:57.159Z,,50.1,54,,56.5,,
2017-11-02T00:43:07.166Z,,50.1,54,,55.7,,
2017-11-02T00:43:17.165Z,,50.1,54,,55.2,,
2017-11-02T00:43:27.161Z,,50.2,54,,54.7,,
2017-11-02T00:43:37.161Z,,50.2,54,,54.1,,
2017-11-02T00:43:47.165Z,,50.2,54,,53.7,,
2017-11-02T00:43:57.161Z,,50.2,54,,53.2,,
2017-11-02T00:44:07.167Z,,50.2,54,,52.9,,
2017-11-02T00:44:17.166Z,,50.2,54,,52.3,,
2017-11-02T00:44:27.178Z,0,50.2,54,40,55.2,,2
2017-11-02T00:44:37.161Z,,50.2,54,31,56.7,,
2017-11-02T00:44:47.162Z,,50.2,54,29,57.1,,
2017-11-02T00:44:57.178Z,,50.2,54,,58.2,,
2017-11-02T00:45:07.161Z,,50.2,54,29,59,,
2017-11-02T00:45:17.185Z,,50.2,54,,60,,
2017-11-02T00:45:27.162Z,,50.2,54,,60.7,,
2017-11-02T00:45:37.163Z,,50.2,54,30,61.4,,
2017-11-02T00:45:47.164Z,,50.2,54,29,62.2,,
2017-11-02T00:45:57.168Z,,50.1,54,,63.1,,
2017-11-02T00:46:07.163Z,,50.1,54,,63.4,,
2017-11-02T00:46:17.168Z,,50.1,54,,64,,
2017-11-02T00:46:27.301Z,,50.1,54,,64.5,,
2017-11-02T00:46:37.165Z,0,50.1,54,0,65.1,,2
2017-11-02T00:46:47.164Z,,50.1,54,,62.7,,
2017-11-02T00:46:57.164Z,,50.1,54,,61.6,,
2017-11-02T00:47:07.172Z,,50.1,54,,60.5,,
2017-11-02T00:47:17.170Z,,50.1,54,,59.6,,
2017-11-02T00:47:27.165Z,,50.1,54,,58.8,,
2017-11-02T00:47:37.163Z,,50.1,54,,57.9,,
2017-11-02T00:47:47.163Z,,50.1,54,,57.2,,
2017-11-02T00:47:57.170Z,,50.1,54,,56.6,,
2017-11-02T00:48:07.195Z,0,50.1,54,0,55.9,61,2
2017-11-02T00:48:17.186Z,,50.1,54,,55.3,,
2017-11-02T00:48:27.165Z,,50.2,54,,54.8,,
2017-11-02T00:48:37.176Z,,50.2,54,,54.3,,
2017-11-02T00:48:47.168Z,,50.2,54,,53.7,,
2017-11-02T00:48:57.185Z,,50.2,54,,53.2,,
2017-11-02T00:49:07.172Z,,50.2,54,,52.9,,
2017-11-02T00:49:17.180Z,,50.2,54,,52.3,,
2017-11-02T00:49:27.168Z,0,50.2,54,41,55.2,,2
2017-11-02T00:49:37.164Z,,50.2,54,32,56.7,,
2017-11-02T00:49:47.162Z,,50.2,54,29,57.1,,
2017-11-02T00:49:57.178Z,,50.2,54,,58.2,,
2017-11-02T00:50:07.167Z,,50.2,54,,59,,
2017-11-02T00:50:17.168Z,,50.2,54,,60,,
2017-11-02T00:50:27.171Z,,50.2,54,,60.7,,
2017-11-02T00:50:37.165Z,,50.2,54,,61.4,,
2017-11-02T00:50:47.169Z,,50.1,54,29,62.1,,
2017-11-02T00:50:57.166Z,,50.1,54,30,62.8,,
2017-11-02T00:51:07.168Z,,50.1,54,29,63.4,,
2017-11-02T00:51:17.170Z,,50.1,54,,64,,
2017-11-02T00:51:27.168Z,,50.1,54,,64.5,,
2017-11-02T00:51:37.169Z,,50.1,54,30,65.1,,
2017-11-02T00:51:47.169Z,0,50.1,54,0,62.9,,2
2017-11-02T00:51:57.167Z,,50,54,,61.8,,
2017-11-02T00:52:07.170Z,,50,54,,60.6,,
2017-11-02T00:52:17.164Z,,50.1,54,,59.8,,
2017-11-02T00:52:27.173Z,,50.1,54,,58.9,,
2017-11-02T00:52:37.163Z,,50.1,54,,57.9,,
2017-11-02T00:52:47.170Z,,50.1,54,,57.3,,
2017-11-02T00:52:57.169Z,,50.1,54,,56.7,,
2017-11-02T00:53:07.166Z,,50.1,54,,55.9,,
2017-11-02T00:53:17.171Z,,50.1,54,,55.3,,
2017-11-02T00:53:27.170Z,,50.1,54,,54.8,,
2017-11-02T00:53:37.166Z,,50.2,54,,54.3,,
2017-11-02T00:53:47.168Z,,50.2,54,,53.7,,
2017-11-02T00:53:57.169Z,,50.2,54,,53.3,,
2017-11-02T00:54:07.168Z,,50.2,54,,52.9,,
2017-11-02T00:54:17.181Z,,50.2,54,,52.3,,
2017-11-02T00:54:27.189Z,0,50.2,54,41,55.2,,2
2017-11-02T00:54:37.172Z,,50.2,54,32,56.7,,
2017-11-02T00:54:47.169Z,,50.3,54,30,57.1,,
2017-11-02T00:54:57.167Z,,50.3,54,30,58.2,,
2017-11-02T00:55:07.167Z,,50.3,54,29,59,,
2017-11-02T00:55:17.165Z,,50.3,54,29,60,,
2017-11-02T00:55:27.170Z,,50.3,54,,60.6,,
2017-11-02T00:55:37.170Z,,50.3,54,,61.4,,
2017-11-02T00:55:47.169Z,,50.3,54,,62.1,,
2017-11-02T00:55:57.167Z,,50.3,54,30,62.8,,
2017-11-02T00:56:07.171Z,,50.2,54,29,63.3,,
2017-11-02T00:56:17.174Z,,50.2,54,30,64,,
2017-11-02T00:56:27.167Z,,50.2,54,29,64.4,,
2017-11-02T00:56:37.176Z,,50.2,54,,65.1,,
2017-11-02T00:56:47.175Z,0,50.2,54,0,62.8,,2
2017-11-02T00:56:57.172Z,,50.1,54,,61.8,,
2017-11-02T00:57:07.167Z,,50.1,54,,60.9,,
2017-11-02T00:57:17.167Z,,50.1,54,,59.8,,
2017-11-02T00:57:27.166Z,,50.1,54,,58.9,,
2017-11-02T00:57:37.172Z,,50.1,54,,58.2,,
2017-11-02T00:57:47.178Z,,50.1,54,,57.4,,
2017-11-02T00:57:57.176Z,,50.1,54,,56.7,,
2017-11-02T00:58:07.173Z,,50.1,54,,55.9,,
2017-11-02T00:58:17.175Z,,50.2,54,,55.4,,
2017-11-02T00:58:27.173Z,,50.2,54,,54.8,,
2017-11-02T00:58:37.172Z,,50.2,54,,54.3,,
2017-11-02T00:58:47.172Z,,50.2,54,,53.8,,
2017-11-02T00:58:57.172Z,,50.2,54,,53.3,,
2017-11-02T00:59:07.173Z,,50.2,54,,52.9,,
2017-11-02T00:59:17.173Z,,50.3,54,,52.4,,
2017-11-02T00:59:27.175Z,0,50.3,54,41,55.2,,2
2017-11-02T00:59:37.172Z,,50.3,54,32,56.7,,
2017-11-02T00:59:47.169Z,,50.3,54,29,57,,
2017-11-02T00:59:57.173Z,,50.3,54,,58.2,,
2017-11-02T01:00:07.170Z,,50.3,54,29,59,,
2017-11-02T01:00:17.174Z,,50.3,54,,60,,
2017-11-02T01:00:27.173Z,,50.3,54,,60.7,,
2017-11-02T01:00:37.170Z,,50.2,54,,61.4,,
2017-11-02T01:00:47.182Z,,50.2,54,,62.1,,
2017-11-02T01:00:57.178Z,,50.2,54,,62.8,,
2017-11-02T01:01:07.179Z,,50.2,54,,63.4,,
2017-11-02T01:01:17.170Z,,50.2,54,29,64,,
2017-11-02T01:01:27.174Z,,50.2,54,,64.5,,
2017-11-02T01:01:37.181Z,,50.1,54,,64.9,,
2017-11-02T01:01:47.173Z,0,50.1,54,0,62.9,,2
2017-11-02T01:01:57.182Z,,50.1,54,,61.8,,
2017-11-02T01:02:07.172Z,,50.1,54,,60.8,,
2017-11-02T01:02:17.178Z,,50.1,54,,59.8,,
2017-11-02T01:02:27.172Z,,50.1,54,,58.9,,
2017-11-02T01:02:37.175Z,,50.1,54,,58.2,,
2017-11-02T01:02:47.171Z,,50.1,54,,57.4,,
2017-11-02T01:02:57.175Z,,50.1,54,,56.7,,
2017-11-02T01:03:07.173Z,,50.1,54,,55.9,,
2017-11-02T01:03:17.184Z,,50.1,54,,55.4,,
2017-11-02T01:03:27.174Z,,50.1,54,,54.8,,
2017-11-02T01:03:37.174Z,,50.2,54,,54.3,,
2017-11-02T01:03:47.180Z,,50.2,54,,53.7,,
2017-11-02T01:03:57.170Z,,50.2,54,,53.3,,
2017-11-02T01:04:07.179Z,,50.2,54,,52.9,,
2017-11-02T01:04:17.180Z,,50.2,54,,52.4,,
2017-11-02T01:04:27.177Z,0,50.2,54,43,54.3,,2
2017-11-02T01:04:37.174Z,,50.2,54,32,56.7,,
2017-11-02T01:04:47.174Z,,50.2,54,30,,,
2017-11-02T01:04:57.178Z,,50.3,54,29,58.2,,
2017-11-02T01:05:07.171Z,,50.3,54,,59,,
2017-11-02T01:05:17.185Z,,50.3,54,,59.7,,
2017-11-02T01:05:27.176Z,,50.3,54,,60.6,,
2017-11-02T01:05:37.177Z,,50.2,54,,61.3,,
2017-11-02T01:05:47.178Z,,50.2,54,,62,,
2017-11-02T01:05:57.178Z,,50.2,54,30,62.6,,
2017-11-02T01:06:07.177Z,,50.2,54,29,63.2,,
2017-11-02T01:06:17.190Z,,50.2,54,,63.8,,
2017-11-02T01:06:27.181Z,,50.2,54,,64.2,,
2017-11-02T01:06:37.182Z,,50.2,54,,64.6,,
2017-11-02T01:06:47.172Z,0,50.2,54,0,65.1,,2
2017-11-02T01:06:57.172Z,,50.2,54,,62.6,,
2017-11-02T01:07:07.198Z,,50.1,54,,61.5,,
2017-11-02T01:07:17.180Z,,50.1,54,,60.2,,
2017-11-02T01:07:27.177Z,,50.2,54,,59.4,,
2017-11-02T01:07:37.175Z,,50.1,54,,58.5,,
2017-11-02T01:07:47.175Z,,50.1,54,,57.6,,
2017-11-02T01:07:57.176Z,,50.1,54,,56.8,,
2017-11-02T01:08:07.180Z,,50.2,54,,56.1,,
2017-11-02T01:08:17.184Z,,50.2,54,,55.4,,
2017-11-02T01:08:27.180Z,,50.2,54,,54.7,,
2017-11-02T01:08:37.176Z,,50.2,54,,53.9,,
2017-11-02T01:08:47.174Z,,50.2,54,,53.5,,
2017-11-02T01:08:57.180Z,,50.3,54,,52.9,,
2017-11-02T01:09:07.179Z,,50.3,54,,52.4,,
2017-11-02T01:09:17.184Z,,50.3,54,,51.9,,
2017-11-02T01:09:27.184Z,0,50.3,54,43,54.3,,2
2017-11-02T01:09:37.187Z,,50.3,54,32,56.2,,
2017-11-02T01:09:47.178Z,,50.3,54,29,,,
2017-11-02T01:09:57.181Z,,50.3,54,,57.4,,
2017-11-02T01:10:07.177Z,,50.3,54,29,58.2,,
2017-11-02T01:10:17.181Z,,50.3,54,,59.1,,
2017-11-02T01:10:27.181Z,,50.3,54,,59.7,,
2017-11-02T01:10:42.291Z,,50.3,54,30,60.4,,
2017-11-02T01:10:47.178Z,,50.3,54,29,61.1,,
2017-11-02T01:10:57.179Z,,50.3,54,,61.5,,
2017-11-02T01:11:07.190Z,,50.2,54,30,62,,
2017-11-02T01:11:17.181Z,,50.2,54,29,62.6,,
2017-11-02T01:11:27.181Z,,50.2,54,,63.1,,
2017-11-02T01:11:37.182Z,,50.2,54,,63.4,,
2017-11-02T01:11:47.182Z,,50.2,54,,63.8,,
2017-11-02T01:11:57.181Z,,50.2,54,,64.1,,
2017-11-02T01:12:07.184Z,,50.2,54,,64.4,,
2017-11-02T01:12:17.308Z,,50.2,54,,64.7,,
2017-11-02T01:12:27.183Z,,50.2,54,,64.9,,
2017-11-02T01:12:37.193Z,0,50.2,54,0,62.9,,2
2017-11-02T01:12:47.181Z,,50.2,54,,61.5,,
2017-11-02T01:12:57.177Z,,50.2,54,,60.7,,
2017-11-02T01:13:07.185Z,,50.2,54,,59.4,,
2017-11-02T01:13:17.179Z,,50.2,54,,58.4,,
2017-11-02T01:13:27.179Z,,50.3,54,,57.4,,
2017-11-02T01:13:37.176Z,,50.3,54,,56.6,,
2017-11-02T01:13:47.181Z,,50.3,54,,55.9,,
2017-11-02T01:13:57.176Z,,50.3,54,,55.2,,
2017-11-02T01:14:07.178Z,,50.4,54,,54.5,,
2017-11-02T01:14:17.181Z,,50.4,54,,53.9,,
2017-11-02T01:14:27.185Z,0,50.4,54,41,56.1,,2
2017-11-02T01:14:37.177Z,,50.4,54,32,57.8,,
2017-11-02T01:14:47.187Z,,50.5,54,29,57.7,,
