Time,ChActive,HwTOutlet,HwTSet,HwActive,PrimTSet,ActPow,PrimT
2017-11-05T00:49:59.667Z,,46.5,54,,,,54.7
2017-11-05T00:50:09.667Z,,46.5,54,,,,53.9
2017-11-05T00:50:19.667Z,,46.5,54,,,,53.7
2017-11-05T00:50:29.758Z,,46.5,54,,,,53.3
2017-11-05T00:50:39.666Z,,46.4,54,,,,52.9
2017-11-05T00:50:49.673Z,,46.5,54,,,,52.3
2017-11-05T00:50:59.664Z,1,46.5,54,0,,37,56.2
2017-11-05T00:51:09.664Z,,46.5,54,,,32,56.8
2017-11-05T00:51:19.670Z,,46.5,54,,,29,57
2017-11-05T00:51:29.766Z,,46.5,54,,,29,58.3
2017-11-05T00:51:39.673Z,,46.5,54,,,,59.1
2017-11-05T00:51:49.673Z,,46.5,54,,,29,60
2017-11-05T00:51:59.668Z,,46.5,54,,,,61.1
2017-11-05T00:52:09.679Z,,46.5,54,,,30,62
2017-11-05T00:52:19.666Z,,46.5,54,,,,62.4
2017-11-05T00:52:29.764Z,,46.5,54,,,29,63.2
2017-11-05T00:52:39.667Z,,46.5,54,,,29,64
2017-11-05T00:52:49.668Z,,46.5,54,,,30,64.2
2017-11-05T00:52:59.669Z,,46.5,54,,,30,65.1
2017-11-05T00:53:09.663Z,1,46.5,54,0,,0,62.8
2017-11-05T00:53:19.664Z,1,46.5,54,0,61,0,61.9
2017-11-05T00:53:29.758Z,,46.5,54,,,,60.8
2017-11-05T00:53:39.665Z,,46.5,54,,,,59.9
2017-11-05T00:53:49.666Z,,46.5,54,,,,58.9
2017-11-05T00:53:59.667Z,,46.5,54,,,,58.6
2017-11-05T00:54:09.667Z,,46.5,54,,,,57.9
2017-11-05T00:54:19.677Z,,46.5,54,,,,56.9
2017-11-05T00:54:29.777Z,,46.5,54,,,,56.5
2017-11-05T00:54:39.669Z,,46.4,54,,,,55.9
2017-11-05T00:54:49.675Z,,46.4,54,,,,55.3
2017-11-05T00:54:59.675Z,,46.4,54,,,,54.8
2017-11-05T00:55:09.671Z,,46.5,54,,,,54.3
2017-11-05T00:55:19.672Z,,46.5,54,,,,53.8
2017-11-05T00:55:29.759Z,,46.5,54,,,,53.4
2017-11-05T00:55:39.679Z,,46.5,54,,,,52.9
2017-11-05T00:55:54.765Z,,46.5,54,,,,52.4
2017-11-05T00:55:59.666Z,1,46.5,54,0,,39,56
2017-11-05T00:56:09.666Z,,46.5,54,,,32,56.8
2017-11-05T00:56:19.668Z,,46.5,54,,,29,57.1
2017-11-05T00:56:29.767Z,,46.5,54,,,,58.3
2017-11-05T00:56:39.665Z,,46.5,54,,,,59.1
2017-11-05T00:56:49.669Z,,46.5,54,,,,60
2017-11-05T00:56:59.669Z,,46.5,54,,,30,61.1
2017-11-05T00:57:09.670Z,,46.5,54,,,29,62
2017-11-05T00:57:19.679Z,,46.5,54,,,30,62.4
2017-11-05T00:57:29.756Z,,46.5,54,,,29,63.1
2017-11-05T00:57:39.674Z,,46.5,54,,,,64
2017-11-05T00:57:49.667Z,,46.5,54,,,,64.2
2017-11-05T00:57:59.666Z,,46.5,54,,,,64.7
2017-11-05T00:58:09.675Z,1,46.5,54,0,,0,62.9
2017-11-05T00:58:19.671Z,,46.5,54,,,,61.9
2017-11-05T00:58:29.760Z,,46.5,54,,,,60.9
2017-11-05T00:58:39.666Z,,46.5,54,,,,59.9
2017-11-05T00:58:49.667Z,,46.5,54,,,,59.5
2017-11-05T00:58:59.672Z,,46.5,54,,,,58.7
2017-11-05T00:59:09.671Z,,46.5,54,,,,57.9
2017-11-05T00:59:19.673Z,,46.5,54,,,,56.9
2017-11-05T00:59:29.758Z,,46.5,54,,,,56.6
2017-11-05T00:59:39.669Z,,46.5,54,,,,55.9
2017-11-05T00:59:49.670Z,,46.5,54,,,,55.3
2017-11-05T00:59:59.671Z,,46.5,54,,,,54.8
2017-11-05T01:00:09.669Z,,46.5,54,,,,54.4
2017-11-05T01:00:19.685Z,,46.5,54,,,,53.8
2017-11-05T01:00:29.760Z,,46.5,54,,,,53.4
2017-11-05T01:00:39.673Z,,46.5,54,,,,52.9
2017-11-05T01:00:49.674Z,,46.5,54,,,,52.4
2017-11-05T01:00:59.676Z,1,46.5,54,0,,39,56
2017-11-05T01:01:09.673Z,,46.5,54,,,32,56.8
2017-11-05T01:01:19.670Z,,46.6,54,,,29,57.1
2017-11-05T01:01:29.768Z,,46.6,54,,,,58.3
2017-11-05T01:01:39.672Z,,46.6,54,,,,59.1
2017-11-05T01:01:49.669Z,,46.6,54,,,,60
2017-11-05T01:01:59.670Z,,46.6,54,,,,61.1
2017-11-05T01:02:09.680Z,,46.6,54,,,,62
2017-11-05T01:02:19.668Z,,46.6,54,,,,62.4
2017-11-05T01:02:29.780Z,,46.6,54,,,30,63.1
2017-11-05T01:02:39.683Z,,46.6,54,,,29,64
2017-11-05T01:02:49.670Z,,46.6,54,,,30,64.2
2017-11-05T01:02:59.672Z,,46.6,54,,,29,64.7
2017-11-05T01:03:09.671Z,1,46.6,54,0,,0,62.9
