Time,PrimTSet,PrimT,ChActive,HwTOutlet,HwActive,ActPow,HwTSet
2018-01-12T03:41:21.689Z,,,,41.1,,,54
2018-01-12T03:41:31.672Z,,,,41.1,,,54
2018-01-12T03:41:41.714Z,,50.1,1,41.1,0,37,54
2018-01-12T03:41:51.673Z,,50.4,,41.1,,29,54
2018-01-12T03:42:01.744Z,,48.5,,40.9,,29,54
2018-01-12T03:42:11.674Z,,49.6,,40.9,,,54
2018-01-12T03:42:21.717Z,,49.7,,40.9,,,54
2018-01-12T03:42:31.675Z,,,,40.9,,,54
2018-01-12T03:42:41.747Z,,49.6,,40.8,,30,54
2018-01-12T03:42:51.677Z,,49.4,,40.8,,29,54
2018-01-12T03:43:01.687Z,,,,40.8,,30,54
2018-01-12T03:43:11.687Z,,,,40.8,,29,54
2018-01-12T03:43:21.777Z,,,,40.7,,,54
2018-01-12T03:43:31.676Z,,49.5,,40.7,,,54
2018-01-12T03:43:41.726Z,,,,40.7,,,54
2018-01-12T03:43:51.679Z,,49.6,,40.7,,,54
2018-01-12T03:44:01.719Z,,,,40.7,,,54
2018-01-12T03:44:11.679Z,,49.7,,40.6,,,54
2018-01-12T03:44:21.689Z,,49.8,,40.6,,,54
2018-01-12T03:44:31.674Z,,,,40.6,,,54
2018-01-12T03:44:41.685Z,,49.9,,40.6,,,54
2018-01-12T03:44:51.772Z,,50,,40.6,,,54
2018-01-12T03:45:01.676Z,,50.1,,40.6,,,54
2018-01-12T03:45:11.868Z,,50.2,,40.6,,,54
2018-01-12T03:45:21.880Z,,,,40.6,,,54
2018-01-12T03:45:32.034Z,,50.3,,40.6,,30,54
2018-01-12T03:45:41.783Z,,50.4,,40.6,,29,54
2018-01-12T03:45:51.807Z,,50.6,,40.6,,30,54
2018-01-12T03:46:01.761Z,,50.7,,40.6,,29,54
2018-01-12T03:46:11.681Z,,50.9,,40.6,,,54
2018-01-12T03:46:21.731Z,,51,,40.6,,,54
2018-01-12T03:46:31.681Z,,51.1,,40.6,,,54
2018-01-12T03:46:41.677Z,,51.2,,40.6,,,54
2018-01-12T03:46:51.749Z,,51.3,,40.6,,,54
2018-01-12T03:47:01.714Z,,51.4,,40.6,,,54
2018-01-12T03:47:11.758Z,,51.5,,40.6,,,54
2018-01-12T03:47:21.683Z,,51.6,,40.6,,,54
2018-01-12T03:47:31.743Z,,51.7,,40.6,,,54
2018-01-12T03:47:41.802Z,,51.8,,40.6,,,54
2018-01-12T03:47:51.698Z,,51.9,,40.6,,30,54
2018-01-12T03:48:01.714Z,,52,,40.6,,29,54
2018-01-12T03:48:11.703Z,,52.1,,40.6,,,54
2018-01-12T03:48:21.678Z,,,,40.6,,,54
2018-01-12T03:48:31.703Z,,52.3,,40.6,,,54
2018-01-12T03:48:41.674Z,,,,40.6,,,54
2018-01-12T03:48:51.683Z,,52.4,,40.7,,,54
2018-01-12T03:49:01.680Z,,52.6,,40.7,,,54
2018-01-12T03:49:11.675Z,,52.7,,40.7,,,54
2018-01-12T03:49:21.775Z,,52.8,,40.7,,,54
2018-01-12T03:49:31.689Z,,52.9,,40.7,,,54
2018-01-12T03:49:41.715Z,,53,,40.7,,,54
2018-01-12T03:49:51.726Z,,,,40.7,,30,54
2018-01-12T03:50:01.719Z,,53.1,,40.8,,29,54
2018-01-12T03:50:11.680Z,,53.2,,40.8,,,54
2018-01-12T03:50:21.681Z,,53.3,,40.8,,,54
2018-01-12T03:50:31.686Z,,,,40.8,,,54
2018-01-12T03:50:41.712Z,,53.4,,40.8,,,54
2018-01-12T03:50:51.753Z,,53.5,,40.9,,30,54
2018-01-12T03:51:01.843Z,,53.6,,40.9,,,54
2018-01-12T03:51:11.754Z,,,,40.9,,29,54
2018-01-12T03:51:21.682Z,,51.5,1,40.9,0,0,54
2018-01-12T03:51:31.686Z,,49.9,,40.9,,,54
2018-01-12T03:51:41.687Z,,49.2,,40.9,,,54
2018-01-12T03:51:51.737Z,,48.5,,41.1,,,54
2018-01-12T03:52:01.685Z,,47.7,,41.1,,,54
2018-01-12T03:52:11.683Z,,47.1,,41.1,,,54
2018-01-12T03:52:21.719Z,,46.6,,,,,
2018-01-12T03:52:31.769Z,,46.2,,41.1,,,54
2018-01-12T03:52:41.709Z,,49.2,1,41.1,0,41,54
2018-01-12T03:52:51.680Z,,52.9,,41.1,,29,54
2018-01-12T03:53:01.700Z,,51.2,,41.2,,,54
2018-01-12T03:53:11.682Z,,51.5,,41.2,,,54
2018-01-12T03:53:22.004Z,,51.6,1,41.2,0,0,54
2018-01-12T03:53:31.680Z,,49.5,,41.2,,,54
2018-01-12T03:53:41.678Z,,48.3,,41.2,,,54
2018-01-12T03:53:51.682Z,,47.8,,41.2,,,54
2018-01-12T03:54:01.720Z,,46.9,,41.3,,,54
2018-01-12T03:54:11.691Z,,46.3,,41.3,,,54
2018-01-12T03:54:21.683Z,,45.9,,41.3,,,54
2018-01-12T03:54:31.720Z,,45.5,,41.3,,,54
2018-01-12T03:54:41.679Z,,45.2,,41.3,,,54
2018-01-12T03:54:51.679Z,,44.9,,41.3,,,54
2018-01-12T03:55:01.730Z,,44.7,,41.3,,,54
2018-01-12T03:55:11.751Z,,44.4,,41.3,,,54
2018-01-12T03:55:21.682Z,,44.2,,41.3,,,54
2018-01-12T03:55:31.692Z,,44,,41.3,,,54
2018-01-12T03:55:41.690Z,,43.8,,41.3,,,54
2018-01-12T03:55:51.683Z,,43.6,,41.3,,,54
2018-01-12T03:56:01.824Z,,43.4,,41.3,,,54
2018-01-12T03:56:11.741Z,,43.3,,41.3,,,54
2018-01-12T03:56:21.683Z,,43.1,,41.3,,,54
2018-01-12T03:56:31.753Z,,,,41.3,,,54
2018-01-12T03:56:41.680Z,,,,41.3,,,54
2018-01-12T03:56:51.695Z,,,,41.3,,,54
2018-01-12T03:57:01.683Z,,,,41.3,,,54
2018-01-12T03:57:11.678Z,,,,41.3,,,54
2018-01-12T03:57:21.681Z,,43,,41.3,,,54
2018-01-12T03:57:31.764Z,,,,41.2,,,54
2018-01-12T03:57:41.741Z,,,,41.2,,,54
2018-01-12T03:57:51.877Z,,,,41.2,,,54
2018-01-12T03:58:01.677Z,,,,41.2,,,54
2018-01-12T03:58:11.678Z,,,,41.2,,,54
2018-01-12T03:58:21.763Z,,,,41.1,,,54
2018-01-12T03:58:31.698Z,,,,41.1,,,54
2018-01-12T03:58:41.705Z,,,,41.1,,,54
2018-01-12T03:58:51.688Z,,,,40.9,,,54
2018-01-12T03:59:01.705Z,,,,40.9,,,54
2018-01-12T03:59:11.702Z,,,,40.9,,,54
2018-01-12T03:59:21.732Z,,,,40.9,,,54
2018-01-12T03:59:31.696Z,,,,40.8,,,54
2018-01-12T03:59:41.707Z,,,,40.8,,,54
2018-01-12T03:59:51.681Z,,,,40.8,,,54
2018-01-12T04:00:01.693Z,,,,40.7,,,54
2018-01-12T04:00:11.782Z,,,,40.7,,,54
2018-01-12T04:00:22.203Z,,43.1,,40.7,,,54
2018-01-12T04:00:31.791Z,,44.4,1,40.6,0,44,54
2018-01-12T04:00:41.700Z,,49.3,,40.6,,32,54
2018-01-12T04:00:51.687Z,,47.9,,40.5,,29,54
2018-01-12T04:01:01.921Z,,48,,40.5,,,54
2018-01-12T04:01:11.707Z,,49,,40.5,,,54
2018-01-12T04:01:21.713Z,,49.2,,40.4,,,54
2018-01-12T04:01:31.789Z,,,,40.4,,,54
2018-01-12T04:01:41.688Z,,49.3,,40.4,,,54
2018-01-12T04:01:51.709Z,,,,40.3,,,54
2018-01-12T04:02:01.704Z,,49.4,,40.3,,30,54
2018-01-12T04:02:11.741Z,,49.5,,40.3,,29,54
2018-01-12T04:02:21.870Z,,,,40.3,,,54
2018-01-12T04:02:31.699Z,,49.7,,40.2,,,54
2018-01-12T04:02:41.766Z,,49.8,,40.2,,,54
2018-01-12T04:02:51.840Z,,49.9,,40.2,,,54
2018-01-12T04:03:01.723Z,,50,,40.1,,,54
2018-01-12T04:03:11.715Z,,50.1,,40.1,,,54
2018-01-12T04:03:21.711Z,,50.2,,40.1,,,54
2018-01-12T04:03:31.686Z,,,,40.1,,,54
2018-01-12T04:03:41.766Z,,50.3,,40,,,54
2018-01-12T04:03:51.769Z,,50.4,,40,,,54
2018-01-12T04:04:01.718Z,,50.5,,40,,,54
2018-01-12T04:04:11.735Z,,,,40,,,54
2018-01-12T04:04:21.749Z,,50.6,,40,,,54
2018-01-12T04:04:31.686Z,,50.7,,40,,,54
2018-01-12T04:04:41.770Z,,50.9,,40,,,54
2018-01-12T04:04:51.681Z,,51,,40,,,54
2018-01-12T04:05:01.712Z,,,,40,,,54
2018-01-12T04:05:11.697Z,,51.1,,40,,30,54
2018-01-12T04:05:21.833Z,,51.2,,40,,29,54
2018-01-12T04:05:31.753Z,,51.3,,40,,,54
2018-01-12T04:05:41.728Z,,51.4,,40,,30,54
2018-01-12T04:05:51.773Z,,,,40,,,54
2018-01-12T04:06:01.694Z,,51.5,,40,,,54
2018-01-12T04:06:11.686Z,,51.6,,40,,29,54
2018-01-12T04:06:21.768Z,,51.7,,40,,,54
2018-01-12T04:06:31.797Z,,,,40,,,54
2018-01-12T04:06:41.729Z,,51.8,,40,,30,54
2018-01-12T04:06:51.687Z,,51.9,,40,,29,54
2018-01-12T04:07:01.858Z,,52,,40.1,,30,54
2018-01-12T04:07:11.685Z,,,,40.1,,,54
2018-01-12T04:07:21.845Z,,52.1,,40.1,,29,54
2018-01-12T04:07:31.697Z,,52.2,,40.1,,,54
2018-01-12T04:07:41.705Z,,52.3,,40.1,,,54
2018-01-12T04:07:51.741Z,,,,40.1,,,54
2018-01-12T04:08:01.736Z,,52.4,,40.1,,,54
2018-01-12T04:08:11.702Z,,52.6,,40.2,,,54
2018-01-12T04:08:21.743Z,,52.7,,40.2,,,54
2018-01-12T04:08:31.688Z,,,,40.2,,,54
2018-01-12T04:08:41.735Z,,52.8,,40.2,,,54
2018-01-12T04:08:51.690Z,,,,40.2,,,54
2018-01-12T04:09:01.720Z,,52.9,,40.3,,,54
2018-01-12T04:09:11.687Z,,53,,40.3,,,54
2018-01-12T04:09:21.687Z,,,,40.3,,,54
2018-01-12T04:09:31.797Z,,53.1,,40.3,,,54
2018-01-12T04:09:41.691Z,,53.2,,40.3,,,54
2018-01-12T04:09:51.688Z,,,,40.4,,,54
2018-01-12T04:10:01.698Z,,53.3,,40.4,,,54
2018-01-12T04:10:11.745Z,,53.4,,40.4,,,54
2018-01-12T04:10:21.690Z,,,,40.4,,,54
2018-01-12T04:10:31.698Z,,53.5,,40.4,,,54
2018-01-12T04:10:41.779Z,,,,40.5,,,54
2018-01-12T04:10:51.702Z,,53.6,,40.5,,,54
2018-01-12T04:11:01.689Z,,,,40.5,,,54
2018-01-12T04:11:11.735Z,,53.7,,40.6,,30,54
2018-01-12T04:11:21.696Z,,53.8,,40.6,,29,54
2018-01-12T04:11:31.750Z,,,,40.6,,,54
2018-01-12T04:11:41.737Z,,53.9,,40.6,,30,54
2018-01-12T04:11:51.722Z,,,,40.7,,29,54
2018-01-12T04:12:01.698Z,,54,,40.7,,,54
2018-01-12T04:12:11.709Z,,,,40.7,,30,54
2018-01-12T04:12:31.759Z,,54.1,,40.8,,29,54
2018-01-12T04:12:41.690Z,,54.3,,40.8,,30,54
2018-01-12T04:12:51.691Z,,54.4,,40.8,,29,54
2018-01-12T04:13:01.740Z,,,,40.9,,30,54
2018-01-12T04:13:11.713Z,,54.5,,40.9,,,54
2018-01-12T04:13:21.715Z,,,,40.9,,29,54
2018-01-12T04:13:31.742Z,,54.6,,40.9,,,54
2018-01-12T04:13:41.693Z,,,,41.1,,,54
2018-01-12T04:13:51.744Z,,54.7,,41.1,,,54
2018-01-12T04:14:01.813Z,,,,41.1,,,54
2018-01-12T04:14:11.708Z,,54.8,,41.2,,,54
2018-01-12T04:14:21.708Z,,,,41.2,,,54
2018-01-12T04:14:31.708Z,,54.9,,41.2,,30,54
2018-01-12T04:14:41.769Z,,55,,41.2,,29,54
2018-01-12T04:14:51.691Z,,,,41.3,,,54
2018-01-12T04:15:01.850Z,,55.1,,41.3,,,54
2018-01-12T04:15:11.692Z,61,55.1,1,41.3,0,30,54
2018-01-12T04:15:21.802Z,,55.2,,41.4,,29,54
2018-01-12T04:15:31.753Z,,,,41.4,,,54
2018-01-12T04:15:41.721Z,,55.3,,41.4,,,54
2018-01-12T04:15:51.705Z,,,,41.5,,,54
2018-01-12T04:16:01.695Z,,54.9,1,41.5,0,0,54
2018-01-12T04:16:11.765Z,,52.6,,41.5,,,54
2018-01-12T04:16:21.715Z,,51.4,,41.5,,,54
2018-01-12T04:16:32.065Z,,50.6,,41.6,,,54
2018-01-12T04:16:41.696Z,,49.8,,41.6,,,54
2018-01-12T04:16:51.701Z,,49.1,,41.6,,,54
2018-01-12T04:17:01.793Z,,48.7,,41.7,,,54
2018-01-12T04:17:11.776Z,,48.2,,41.7,,,54
2018-01-12T04:17:21.702Z,,47.8,,41.7,,,54
2018-01-12T04:17:31.694Z,,47.3,,41.8,,,54
2018-01-12T04:17:41.724Z,,46.9,,41.8,,,54
2018-01-12T04:17:51.732Z,,46.7,,41.8,,,54
2018-01-12T04:18:01.736Z,,46.4,,41.8,,,54
2018-01-12T04:18:11.718Z,,46.2,,41.9,,,54
2018-01-12T04:18:21.785Z,,45.9,,41.9,,,54
2018-01-12T04:18:31.776Z,,45.7,,41.9,,,54
2018-01-12T04:18:41.736Z,,45.5,,41.9,,,54
2018-01-12T04:18:51.786Z,,45.3,,41.9,,,54
2018-01-12T04:19:01.698Z,,45.2,,42,,,54
2018-01-12T04:19:11.694Z,,,,42,,,54
2018-01-12T04:19:21.698Z,,,,42,,,54
2018-01-12T04:19:31.848Z,,,,42,,,54
2018-01-12T04:19:41.700Z,,45.1,,42,,,54
2018-01-12T04:19:51.901Z,,,,42,,,54
2018-01-12T04:20:01.699Z,,,,42,,,54
2018-01-12T04:20:11.740Z,,,,42,,,54
2018-01-12T04:20:21.779Z,,,,42,,,54
2018-01-12T04:20:31.694Z,,,,42,,,54
2018-01-12T04:20:41.704Z,,,,42,,,54
2018-01-12T04:20:51.714Z,,,,42,,,54
2018-01-12T04:21:01.733Z,,,,42,,,54
2018-01-12T04:21:11.697Z,,,,41.9,,,54
2018-01-12T04:21:21.818Z,,,,41.9,,,54
2018-01-12T04:21:31.771Z,,,,41.9,,,54
2018-01-12T04:21:41.705Z,,,,41.9,,,54
2018-01-12T04:21:51.850Z,,45.2,,41.9,,,54
2018-01-12T04:22:01.713Z,,,,41.9,,,54
2018-01-12T04:22:11.699Z,,,,41.8,,,54
2018-01-12T04:22:21.727Z,,,,41.8,,,54
2018-01-12T04:22:31.693Z,,,,41.8,,,54
2018-01-12T04:22:41.702Z,,45.3,,41.8,,,54
2018-01-12T04:22:51.712Z,,,,41.7,,,54
2018-01-12T04:23:01.732Z,,,,41.7,,,54
2018-01-12T04:23:11.697Z,,,,41.7,,,54
2018-01-12T04:23:21.697Z,,,,41.7,,,54
2018-01-12T04:23:31.733Z,,45.4,,41.6,,,54
2018-01-12T04:23:41.707Z,,,,41.6,,,54
2018-01-12T04:23:51.741Z,,,,41.6,,,54
2018-01-12T04:24:01.713Z,,,,41.5,,,54
2018-01-12T04:24:11.709Z,,,,41.5,,,54
2018-01-12T04:24:21.712Z,,,,41.5,,,54
2018-01-12T04:24:31.700Z,,,,41.5,,,54
2018-01-12T04:24:41.695Z,,,,41.4,,,54
2018-01-12T04:24:51.785Z,,,,41.4,,,54
2018-01-12T04:25:01.695Z,,,,41.4,,,54
2018-01-12T04:25:11.710Z,,,,41.4,,,54
2018-01-12T04:25:21.702Z,,,,41.3,,,54
2018-01-12T04:25:31.694Z,,,,41.3,,,54
2018-01-12T04:25:41.695Z,,45.3,,41.3,,,54
2018-01-12T04:25:51.769Z,,,,41.3,,,54
2018-01-12T04:26:01.736Z,,,,41.2,,,54
2018-01-12T04:26:11.762Z,,,,41.2,,,54
2018-01-12T04:26:21.717Z,,49.5,1,41.2,0,38,54
2018-01-12T04:26:31.717Z,,50.2,,41.1,,29,54
2018-01-12T04:26:41.757Z,,48.4,,41.1,,,54
2018-01-12T04:26:51.807Z,,49.7,,41.1,,,54
2018-01-12T04:27:01.697Z,,,,41.1,,,54
2018-01-12T04:27:11.938Z,,49.6,,40.9,,30,54
2018-01-12T04:27:21.703Z,,49.5,,40.9,,29,54
2018-01-12T04:27:31.700Z,,49.3,,40.9,,30,54
2018-01-12T04:27:41.738Z,,49.2,,40.8,,29,54
2018-01-12T04:27:51.794Z,,,,40.8,,,54
2018-01-12T04:28:01.704Z,,49.3,,40.8,,,54
2018-01-12T04:28:11.701Z,,,,40.8,,,54
2018-01-12T04:28:21.933Z,,49.4,,40.7,,,54
2018-01-12T04:28:31.698Z,,,,40.7,,,54
2018-01-12T04:28:41.778Z,,49.5,,40.7,,,54
2018-01-12T04:28:51.708Z,,,,40.7,,30,54
2018-01-12T04:29:01.710Z,,49.6,,40.6,,29,54
2018-01-12T04:29:11.744Z,,49.7,,40.6,,,54
2018-01-12T04:29:21.702Z,,,,40.6,,,54
2018-01-12T04:29:31.800Z,,49.8,,40.6,,,54
2018-01-12T04:29:41.807Z,,49.9,,40.6,,,54
2018-01-12T04:29:51.952Z,,50,,40.6,,,54
2018-01-12T04:30:01.753Z,,50.1,,40.6,,,54
2018-01-12T04:30:11.707Z,,50.2,,40.6,,,54
2018-01-12T04:30:21.704Z,,50.3,,40.6,,,54
2018-01-12T04:30:31.701Z,,50.4,,40.6,,30,54
2018-01-12T04:30:41.701Z,,50.5,,40.5,,,54
2018-01-12T04:30:51.856Z,,50.7,,40.6,,29,54
2018-01-12T04:31:01.832Z,,50.9,,40.6,,,54
2018-01-12T04:31:11.722Z,,51,,40.6,,,54
2018-01-12T04:31:21.714Z,,51.1,,40.6,,,54
2018-01-12T04:31:31.721Z,,51.2,,40.6,,30,54
2018-01-12T04:31:41.790Z,,51.3,,40.6,,29,54
2018-01-12T04:31:51.700Z,,51.4,,40.6,,,54
2018-01-12T04:32:01.787Z,,51.5,,40.6,,,54
2018-01-12T04:32:11.699Z,,51.6,,40.6,,,54
2018-01-12T04:32:21.703Z,,51.7,,40.6,,,54
2018-01-12T04:32:31.753Z,,51.8,,40.6,,,54
2018-01-12T04:32:41.714Z,,51.9,,40.6,,,54
2018-01-12T04:32:51.704Z,,52,,40.6,,,54
2018-01-12T04:33:01.854Z,,52.1,,40.6,,,54
2018-01-12T04:33:11.731Z,,52.2,,40.6,,,54
2018-01-12T04:33:21.715Z,,52.2,,40.6,,,54
2018-01-12T04:33:31.708Z,,52.3,,40.6,,,54
2018-01-12T04:33:41.784Z,,52.4,,40.7,,30,54
2018-01-12T04:33:51.736Z,,52.6,,40.7,,29,54
2018-01-12T04:34:01.703Z,,52.7,,40.7,,,54
2018-01-12T04:34:11.839Z,,52.8,,40.7,,,54
2018-01-12T04:34:21.706Z,,52.9,,40.7,,,54
2018-01-12T04:34:31.702Z,,53,,40.7,,30,54
2018-01-12T04:34:41.712Z,,,,40.7,,29,54
2018-01-12T04:34:51.723Z,,53.1,,40.7,,,54
2018-01-12T04:35:01.769Z,,53.2,,40.8,,,54
2018-01-12T04:35:11.754Z,,53.3,,40.8,,30,54
2018-01-12T04:35:21.757Z,,53.4,,40.8,,,54
2018-01-12T04:35:31.706Z,,,,40.8,,29,54
2018-01-12T04:35:41.746Z,,53.5,,40.8,,,54
2018-01-12T04:35:51.707Z,,53.6,,40.8,,0,54
2018-01-12T04:36:01.699Z,,51.5,1,40.9,0,,54
2018-01-12T04:36:11.706Z,,49.8,,40.9,,,54
2018-01-12T04:36:21.768Z,,49.1,,40.9,,,54
2018-01-12T04:36:31.708Z,,48.4,,40.9,,,54
2018-01-12T04:36:41.701Z,,47.6,,40.9,,,54
2018-01-12T04:36:51.871Z,,47,,40.9,,,54
2018-01-12T04:37:01.848Z,,46.5,,41.1,,,54
2018-01-12T04:37:11.708Z,,46.1,,41.1,,,54
2018-01-12T04:37:21.748Z,,45.7,,41.1,,,54
2018-01-12T04:37:31.710Z,,45.4,,41.1,,,54
2018-01-12T04:37:41.711Z,,45,,41.1,,,54
2018-01-12T04:37:52.295Z,,44.8,,41.1,,,54
2018-01-12T04:38:01.774Z,,44.6,,41.2,,,54
2018-01-12T04:38:11.706Z,,44.3,,41.2,,,54
2018-01-12T04:38:21.738Z,,44.1,,41.2,,,54
2018-01-12T04:38:31.708Z,,43.9,,41.2,,,54
2018-01-12T04:38:42.041Z,,43.7,,41.2,,,54
2018-01-12T04:38:51.705Z,,43.6,,41.2,,,54
2018-01-12T04:39:01.726Z,,,,41.2,,,54
2018-01-12T04:39:11.751Z,,43.5,,41.2,,,54
2018-01-12T04:39:21.702Z,,,,41.2,,,54
2018-01-12T04:39:31.711Z,,,,41.2,,,54
2018-01-12T04:39:41.732Z,,,,41.2,,,54
2018-01-12T04:39:51.761Z,,,,41.2,,,54
2018-01-12T04:40:01.714Z,,,,41.2,,,54
2018-01-12T04:40:11.720Z,,43.4,,41.2,,,54
2018-01-12T04:40:21.742Z,,,,41.2,,,54
2018-01-12T04:40:31.703Z,,,,41.2,,,54
2018-01-12T04:40:41.707Z,,,,41.1,,,54
2018-01-12T04:40:51.708Z,,,,41.1,,,54
2018-01-12T04:41:01.739Z,,,,41.1,,,54
2018-01-12T04:41:11.710Z,,,,41.1,,,54
2018-01-12T04:41:21.771Z,,43.5,,41.1,,,54
2018-01-12T04:41:31.748Z,,,,40.9,,,54
2018-01-12T04:41:41.715Z,,,,40.9,,,54
2018-01-12T04:41:51.739Z,,,,40.9,,,54
2018-01-12T04:42:01.704Z,,43.6,,40.9,,,54
2018-01-12T04:42:11.706Z,,,,40.8,,,54
2018-01-12T04:42:21.902Z,,,,40.8,,,54
2018-01-12T04:42:31.735Z,,,,40.8,,,54
2018-01-12T04:42:41.704Z,,43.7,,40.8,,,54
2018-01-12T04:42:51.706Z,,,,40.7,,,54
2018-01-12T04:43:01.715Z,,,,40.7,,,54
2018-01-12T04:43:11.703Z,,,,40.7,,,54
2018-01-12T04:43:21.981Z,,,,40.6,,,54
2018-01-12T04:43:31.706Z,,,,40.6,,,54
2018-01-12T04:43:41.716Z,,,,40.6,,,54
2018-01-12T04:43:51.755Z,,,,40.5,,,54
2018-01-12T04:44:01.716Z,,47.4,1,40.5,0,39,54
2018-01-12T04:44:11.861Z,,49.4,,40.5,,29,54
2018-01-12T04:44:21.737Z,,47.6,,40.4,,30,54
2018-01-12T04:44:31.750Z,,48.7,,40.4,,29,54
2018-01-12T04:44:41.723Z,,49,,40.4,,29,54
2018-01-12T04:44:51.825Z,,,,40.4,,,54
2018-01-12T04:45:01.804Z,,49.2,,40.3,,,54
2018-01-12T04:45:11.721Z,,49.1,,40.3,,,54
2018-01-12T04:45:21.779Z,,49.2,,40.3,,,54
2018-01-12T04:45:31.759Z,,49.3,,40.2,,,54
2018-01-12T04:45:41.771Z,,,,40.2,,,54
2018-01-12T04:45:51.714Z,,49.4,,40.2,,30,54
2018-01-12T04:46:01.836Z,,49.5,,40.2,,29,54
2018-01-12T04:46:11.765Z,,49.6,,40.1,,,54
2018-01-12T04:46:21.782Z,,49.7,,40.1,,,54
2018-01-12T04:46:31.794Z,,49.8,,40.1,,30,54
2018-01-12T04:46:41.785Z,,49.9,,40.1,,29,54
2018-01-12T04:46:51.710Z,,,,40.1,,,54
2018-01-12T04:47:01.711Z,,50,,40,,30,54
2018-01-12T04:47:11.719Z,,50.1,,40,,29,54
2018-01-12T04:47:21.711Z,,50.2,,40,,30,54
2018-01-12T04:47:31.907Z,,50.3,,40,,29,54
2018-01-12T04:47:41.715Z,,50.4,,40,,,54
2018-01-12T04:47:51.800Z,,50.5,,40,,,54
2018-01-12T04:48:01.717Z,,50.6,,40,,,54
2018-01-12T04:48:11.714Z,,50.7,,40,,,54
2018-01-12T04:48:21.712Z,,50.9,,39.9,,,54
2018-01-12T04:48:31.799Z,,51,,39.9,,,54
2018-01-12T04:48:41.855Z,,51.1,,39.9,,30,54
2018-01-12T04:48:51.751Z,,51.2,,39.9,,29,54
2018-01-12T04:49:01.764Z,,51.3,,40,,,54
2018-01-12T04:49:11.816Z,,51.4,,40,,,54
2018-01-12T04:49:21.713Z,,,,40,,30,54
2018-01-12T04:49:31.756Z,,51.5,,40,,,54
2018-01-12T04:49:41.790Z,,51.6,,40,,29,54
2018-01-12T04:49:51.869Z,,51.7,,40,,,54
2018-01-12T04:50:01.759Z,,51.8,,40,,,54
2018-01-12T04:50:11.793Z,,51.9,,40,,,54
2018-01-12T04:50:21.740Z,,52,,,,30,
2018-01-12T04:50:31.712Z,,52.1,,40,,29,54
2018-01-12T04:50:41.758Z,,52.2,,40,,,54
2018-01-12T04:50:51.717Z,,52.3,,40.1,,,54
2018-01-12T04:51:01.721Z,,52.4,,40.1,,,54
2018-01-12T04:51:12.044Z,,,,40.1,,,54
2018-01-12T04:51:21.715Z,,52.6,,40.1,,,54
2018-01-12T04:51:31.714Z,,52.7,,40.1,,,54
2018-01-12T04:51:41.806Z,,52.8,,40.1,,,54
2018-01-12T04:51:51.720Z,,52.9,,40.2,,,54
2018-01-12T04:52:01.712Z,,53,,40.2,,,54
2018-01-12T04:52:11.894Z,,53.1,,40.2,,30,54
2018-01-12T04:52:21.772Z,,53.2,,40.2,,29,54
2018-01-12T04:52:31.732Z,,,,40.3,,,54
2018-01-12T04:52:41.726Z,,53.3,,40.3,,,54
2018-01-12T04:52:51.728Z,,53.4,,40.3,,,54
2018-01-12T04:53:01.714Z,,53.5,,40.3,,,54
2018-01-12T04:53:11.829Z,,,,40.3,,,54
2018-01-12T04:53:21.785Z,,53.6,,40.4,,,54
2018-01-12T04:53:31.797Z,,53.7,,40.4,,30,54
2018-01-12T04:53:41.718Z,,51.9,1,40.4,0,0,54
2018-01-12T04:53:51.788Z,,50.1,,40.4,,,54
2018-01-12T04:54:01.752Z,,49.4,,40.5,,,54
2018-01-12T04:54:11.770Z,,48.6,,40.5,,,54
2018-01-12T04:54:21.718Z,,47.8,,40.5,,,54
2018-01-12T04:54:31.797Z,,47.2,,40.5,,,54
2018-01-12T04:54:41.894Z,,46.7,,40.6,,,54
2018-01-12T04:54:51.728Z,,46.3,,40.6,,,54
2018-01-12T04:55:01.728Z,,45.9,,40.6,,,54
2018-01-12T04:55:12.146Z,,45.5,,40.6,,,54
2018-01-12T04:55:21.818Z,,45.2,,40.7,,,54
2018-01-12T04:55:31.739Z,,44.9,,40.7,,,54
2018-01-12T04:55:41.727Z,,44.7,,40.7,,,54
2018-01-12T04:55:51.719Z,,44.5,,40.7,,,54
2018-01-12T04:56:01.722Z,,44.2,,40.7,,,54
2018-01-12T04:56:11.775Z,,44.1,,40.7,,,54
2018-01-12T04:56:21.719Z,,43.9,,40.8,,,54
2018-01-12T04:56:31.722Z,,43.7,,40.8,,,54
2018-01-12T04:56:41.750Z,,43.6,,40.8,,,54
2018-01-12T04:56:51.721Z,,,,40.8,,,54
2018-01-12T04:57:01.801Z,,,,40.8,,,54
2018-01-12T04:57:11.715Z,,,,40.8,,,54
2018-01-12T04:57:21.803Z,,,,40.8,,,54
2018-01-12T04:57:31.747Z,,,,40.8,,,54
2018-01-12T04:57:41.723Z,,43.5,,40.8,,,54
2018-01-12T04:57:51.722Z,,,,40.8,,,54
2018-01-12T04:58:01.717Z,,,,40.8,,,54
2018-01-12T04:58:11.761Z,,,,40.8,,,54
2018-01-12T04:58:21.771Z,,,,40.8,,,54
2018-01-12T04:58:31.771Z,,,,40.8,,,54
2018-01-12T04:58:41.752Z,,,,40.8,,,54
2018-01-12T04:58:51.902Z,,43.6,,40.8,,,54
2018-01-12T04:59:01.716Z,,,,40.7,,,54
