Time,PrimTSet,ActPow,HwActive,PrimT,ChActive,HwTSet,HwTOutlet
2018-01-30T03:14:59.545Z,,,,57.3,,54,29.5
2018-01-30T03:15:09.613Z,,,,56.7,,54,29.8
2018-01-30T03:15:19.607Z,,,,56.2,,54,29.8
2018-01-30T03:15:29.543Z,,,,55.6,,54,29.6
2018-01-30T03:15:39.682Z,,,,55.2,,54,29.1
2018-01-30T03:15:49.605Z,,44,0,54.9,2,54,29.3
2018-01-30T03:15:59.548Z,,37,,58.5,,54,28.9
2018-01-30T03:16:09.550Z,,30,,58.8,,54,28.5
2018-01-30T03:16:19.590Z,,29,,59.7,,54,28.1
2018-01-30T03:16:29.747Z,,,,60.4,,54,28.3
2018-01-30T03:16:39.734Z,,,,60.8,,54,28.4
2018-01-30T03:16:49.622Z,,,,61.4,,54,28.4
2018-01-30T03:16:59.555Z,,,,61.8,,54,28.6
2018-01-30T03:17:09.552Z,,30,,62,,54,28.4
2018-01-30T03:17:19.553Z,,,,62.4,,54,28.4
2018-01-30T03:17:29.545Z,,29,,62.6,,54,28.4
2018-01-30T03:17:39.790Z,,,,62.7,,54,28.4
2018-01-30T03:17:49.584Z,,,,62.8,,54,28.5
2018-01-30T03:17:59.552Z,,,,63.1,,54,28.5
2018-01-30T03:18:09.586Z,,,,,,54,28.5
2018-01-30T03:18:19.601Z,,,,63.2,,54,28.5
2018-01-30T03:18:29.555Z,,,,63.3,,54,28.7
2018-01-30T03:18:39.679Z,,,,63.4,,54,28.5
2018-01-30T03:18:49.595Z,,,,,,54,28.5
2018-01-30T03:18:59.562Z,,30,,63.5,,54,28.4
2018-01-30T03:19:09.593Z,,29,,,,54,28.5
2018-01-30T03:19:19.612Z,,,,,,54,28.6
2018-01-30T03:19:29.571Z,,,,63.6,,54,28.6
2018-01-30T03:19:39.700Z,,,,,,54,28.5
2018-01-30T03:19:49.572Z,,,,,,54,28.5
2018-01-30T03:19:59.570Z,,,,,,54,28.6
2018-01-30T03:20:09.596Z,,,,,,54,28.6
2018-01-30T03:20:19.557Z,,30,,,,54,28.9
2018-01-30T03:20:29.543Z,,29,,,,54,28.6
2018-01-30T03:20:39.679Z,,,,,,54,28.7
2018-01-30T03:20:49.554Z,,,,,,54,28.7
2018-01-30T03:20:59.546Z,,,,63.8,,54,28.7
2018-01-30T03:21:09.545Z,,,,,,54,29
2018-01-30T03:21:19.552Z,,,,,,54,28.9
2018-01-30T03:21:29.553Z,,,,,,54,28.9
2018-01-30T03:21:39.722Z,,,,,,54,28.7
2018-01-30T03:21:49.551Z,,,,,,54,28.9
2018-01-30T03:21:59.723Z,,,,,,54,28.9
2018-01-30T03:22:09.611Z,,,,,,54,28.9
2018-01-30T03:22:19.664Z,,30,,,,54,28.9
2018-01-30T03:22:29.576Z,,29,,,,54,28.9
2018-01-30T03:22:39.703Z,,,,,,54,28.9
2018-01-30T03:22:49.552Z,,,,,,54,29.1
2018-01-30T03:22:59.585Z,,,,,,54,29
2018-01-30T03:23:09.724Z,,,,63.9,,54,29
2018-01-30T03:23:19.553Z,,,,,,54,29.1
2018-01-30T03:23:29.588Z,,,,,,54,29.2
2018-01-30T03:23:39.659Z,,,,,,54,29.1
2018-01-30T03:23:49.558Z,,,,,,54,29.1
2018-01-30T03:23:59.548Z,,,,,,54,29.1
2018-01-30T03:24:14.669Z,,,,,,54,29
2018-01-30T03:24:19.564Z,,,,,,54,29
2018-01-30T03:24:29.607Z,,,,,,54,29.1
2018-01-30T03:24:39.657Z,,,,,,54,29.1
2018-01-30T03:24:49.565Z,,29,,64,,54,29.1
2018-01-30T03:24:59.567Z,,,,64,,54,28.9
2018-01-30T03:25:09.563Z,,,,,,54,29.2
2018-01-30T03:25:19.553Z,,,,,,54,29
2018-01-30T03:25:29.623Z,,,,,,54,29.1
2018-01-30T03:25:39.744Z,,,,,,54,29.1
2018-01-30T03:25:49.577Z,,,,,,54,29.1
2018-01-30T03:25:59.600Z,,,,64.1,,54,29
2018-01-30T03:26:09.550Z,,,,64,,54,29
2018-01-30T03:26:19.553Z,,30,,64.1,,54,29
2018-01-30T03:26:29.581Z,,,,,,54,29
2018-01-30T03:26:39.650Z,,29,,,,54,29
2018-01-30T03:26:49.634Z,,,,,,54,29.1
2018-01-30T03:27:09.562Z,,,,,,54,29.1
2018-01-30T03:27:19.586Z,,,,,,54,29.1
2018-01-30T03:27:29.552Z,,,,,,54,29.1
2018-01-30T03:27:39.663Z,,,,,,54,29.5
2018-01-30T03:27:49.588Z,,,,64.2,,54,29.3
2018-01-30T03:27:59.592Z,,,,,,54,29.1
2018-01-30T03:28:09.578Z,,,,,,54,29.2
2018-01-30T03:28:19.551Z,,,,,,54,29.1
2018-01-30T03:28:29.554Z,,,,,,54,29.2
2018-01-30T03:28:39.683Z,,30,,,,54,29.1
2018-01-30T03:28:49.591Z,,29,,,,54,29.2
2018-01-30T03:28:59.640Z,,,,,,54,29.1
2018-01-30T03:29:09.564Z,,,,,,54,29.2
2018-01-30T03:29:19.594Z,,,,64.4,,54,29.2
2018-01-30T03:29:29.555Z,,,,,,54,29.2
2018-01-30T03:29:39.735Z,,,,,,54,29.2
2018-01-30T03:29:49.583Z,,,,,,54,29.3
2018-01-30T03:29:59.556Z,,,,,,54,29.2
2018-01-30T03:30:14.669Z,,,,,,54,29.1
2018-01-30T03:30:19.598Z,,30,,,,54,29.2
2018-01-30T03:30:29.550Z,,29,,64.5,,54,29.1
2018-01-30T03:30:39.672Z,,30,,,,54,29.2
2018-01-30T03:30:49.584Z,,29,,,,54,29.1
2018-01-30T03:30:59.745Z,,30,,,,54,29.3
2018-01-30T03:31:09.576Z,,29,,,,54,29.3
2018-01-30T03:31:19.553Z,,,,64.6,,54,29.2
2018-01-30T03:31:29.641Z,,30,,,,54,29.3
2018-01-30T03:31:39.654Z,,29,,,,54,29.2
2018-01-30T03:31:49.566Z,,,,,,54,29.2
2018-01-30T03:31:59.642Z,,,,,,54,29.2
2018-01-30T03:32:09.581Z,,,,,,54,29.2
2018-01-30T03:32:19.554Z,,,,,,54,29.2
2018-01-30T03:32:29.559Z,,30,,64.7,,54,29.3
2018-01-30T03:32:39.657Z,,29,,,,54,29.2
2018-01-30T03:32:49.632Z,,,,,,54,29.1
2018-01-30T03:32:59.579Z,,,,,,54,29.2
2018-01-30T03:33:09.588Z,,,,,,54,29.3
2018-01-30T03:33:19.552Z,,,,64.8,,54,29.3
2018-01-30T03:33:29.556Z,,,,,,54,29.2
2018-01-30T03:33:39.804Z,,,,,,54,29.2
2018-01-30T03:33:49.576Z,,,,,,54,29.3
2018-01-30T03:33:59.765Z,,30,,,,54,29.3
2018-01-30T03:34:09.570Z,,29,,,,54,29.2
2018-01-30T03:34:19.561Z,,,,64.9,,54,29.6
2018-01-30T03:34:29.558Z,,,,,,54,29.6
2018-01-30T03:34:39.697Z,,,,,,54,29.3
2018-01-30T03:34:49.593Z,,,,,,54,29.2
2018-01-30T03:34:59.622Z,,0,0,62.9,2,54,29.2
2018-01-30T03:35:09.592Z,,,,61.3,,54,29.2
2018-01-30T03:35:19.628Z,,,,60.2,,54,29.2
2018-01-30T03:35:29.669Z,,,,58.9,,54,29.1
2018-01-30T03:35:39.721Z,,,,58.2,,54,29.1
2018-01-30T03:35:49.616Z,,,,57.4,,54,29.7
2018-01-30T03:35:59.562Z,,,,56.7,,54,29.6
2018-01-30T03:36:09.606Z,,,,56.2,,54,29.2
2018-01-30T03:36:19.553Z,,,,55.7,,54,29.6
2018-01-30T03:36:29.572Z,,,,55.2,,54,30
2018-01-30T03:36:39.816Z,,,,54.9,,54,30
2018-01-30T03:36:49.611Z,,39,0,58.1,2,54,29.5
2018-01-30T03:36:59.590Z,,29,,58.9,,54,28.6
2018-01-30T03:37:09.611Z,,,,59.4,,54,28.5
2018-01-30T03:37:19.560Z,,,,60.4,,54,28.3
2018-01-30T03:37:29.582Z,,,,60.8,,54,28.4
2018-01-30T03:37:39.724Z,,30,,61.3,,54,28.5
2018-01-30T03:37:49.561Z,,29,,61.8,,54,28.6
2018-01-30T03:37:59.560Z,,30,,62,,54,28.4
2018-01-30T03:38:09.621Z,,29,,62.4,,54,28.4
2018-01-30T03:38:19.557Z,,,,62.6,,54,28.5
2018-01-30T03:38:29.554Z,,,,62.7,,54,28.5
2018-01-30T03:38:39.728Z,,,,62.9,,54,28.5
2018-01-30T03:38:49.563Z,,,,63.1,,54,28.5
2018-01-30T03:38:59.566Z,,,,63.2,,54,28.5
2018-01-30T03:39:09.621Z,,,,63.3,,54,28.5
2018-01-30T03:39:19.562Z,,,,,,54,28.5
2018-01-30T03:39:29.595Z,,,,63.4,,54,28.6
2018-01-30T03:39:39.734Z,,,,63.5,,54,28.6
2018-01-30T03:39:49.562Z,,,,,,54,28.6
2018-01-30T03:39:59.597Z,,,,63.6,,54,28.7
2018-01-30T03:40:09.637Z,,,,,,54,28.7
2018-01-30T03:40:19.578Z,,30,,63.8,,54,28.5
2018-01-30T03:40:29.586Z,,29,,,,54,28.6
2018-01-30T03:40:39.746Z,,,,,,54,28.6
2018-01-30T03:40:49.580Z,,30,,,,54,28.9
2018-01-30T03:40:59.563Z,,29,,,,54,28.9
2018-01-30T03:41:09.575Z,,,,63.9,,54,28.6
2018-01-30T03:41:19.569Z,,30,,,,54,28.7
2018-01-30T03:41:29.587Z,,29,,,,54,28.7
2018-01-30T03:41:39.755Z,,,,,,54,28.7
2018-01-30T03:41:49.572Z,,,,,,54,28.7
2018-01-30T03:41:59.557Z,,,,64,,54,28.7
2018-01-30T03:42:09.688Z,,29,,64,,54,28.9
2018-01-30T03:42:19.560Z,,,,,,54,28.7
2018-01-30T03:42:29.610Z,,,,,,54,28.9
2018-01-30T03:42:39.662Z,,,,,,54,28.9
2018-01-30T03:42:49.571Z,,,,,,54,29
2018-01-30T03:42:59.581Z,,,,64.1,,54,28.9
2018-01-30T03:43:09.560Z,,30,,,,54,28.9
2018-01-30T03:43:19.586Z,,29,,,,54,28.9
2018-01-30T03:43:29.602Z,,,,,,54,28.9
2018-01-30T03:43:39.679Z,,,,,,54,28.7
2018-01-30T03:43:49.601Z,,,,,,54,28.9
2018-01-30T03:43:59.623Z,,,,,,54,29
2018-01-30T03:44:09.566Z,,,,64.2,,54,29.1
2018-01-30T03:44:19.590Z,,,,,,54,29.1
2018-01-30T03:44:29.608Z,,,,,,54,29
2018-01-30T03:44:39.888Z,,30,,,,54,29
2018-01-30T03:44:49.574Z,,29,,64.4,,54,29.1
2018-01-30T03:44:59.561Z,,,,,,54,29
2018-01-30T03:45:09.912Z,,,,,,54,29
2018-01-30T03:45:19.960Z,,,,,,54,29
2018-01-30T03:45:29.921Z,,,,,,54,29
2018-01-30T03:45:39.643Z,,,,64.5,,54,29
2018-01-30T03:45:49.606Z,,,,,,54,29.1
2018-01-30T03:45:59.583Z,,,,,,54,29.2
2018-01-30T03:46:09.569Z,,,,64.6,,54,29
2018-01-30T03:46:19.608Z,,,,,,54,29.1
2018-01-30T03:46:29.561Z,,,,,,54,29
2018-01-30T03:46:39.674Z,,,,,,54,29.1
2018-01-30T03:46:49.611Z,,30,,64.7,,54,29.1
2018-01-30T03:46:59.586Z,,29,,,,54,29
2018-01-30T03:47:09.577Z,,30,,,,54,29.1
2018-01-30T03:47:19.620Z,,29,,,,54,29.1
2018-01-30T03:47:29.771Z,,,,,,54,29.3
2018-01-30T03:47:39.680Z,,,,,,54,29.2
2018-01-30T03:47:49.593Z,,30,,,,54,29.1
2018-01-30T03:47:59.561Z,,29,,64.8,,54,29.1
2018-01-30T03:48:14.706Z,,,,,,54,29.2
2018-01-30T03:48:19.564Z,,,,,,54,29.1
2018-01-30T03:48:29.568Z,,,,,,54,29.1
2018-01-30T03:48:39.714Z,,,,,,54,29.1
2018-01-30T03:48:49.611Z,,,,64.9,,54,29.2
2018-01-30T03:48:59.568Z,,,,,,54,29.2
2018-01-30T03:49:09.567Z,,,,,,54,29.2
2018-01-30T03:49:19.580Z,,30,,,,54,29.5
2018-01-30T03:49:29.564Z,,0,0,64.7,2,54,29.3
2018-01-30T03:49:39.723Z,,,,61.6,,54,29.3
2018-01-30T03:49:49.589Z,,,,60.6,,,
2018-01-30T03:49:59.567Z,,,,59.4,,54,29.3
2018-01-30T03:50:09.596Z,,,,58.4,,54,29
2018-01-30T03:50:19.635Z,,,,57.7,,54,29.5
2018-01-30T03:50:29.594Z,,,,56.9,,54,29
2018-01-30T03:50:39.681Z,,,,56.4,,54,29.6
2018-01-30T03:50:49.564Z,,,,55.9,,,
2018-01-30T03:50:59.572Z,,,,55.3,,54,30.1
2018-01-30T03:51:09.603Z,,,,54.9,,54,29.5
2018-01-30T03:51:19.652Z,,41,0,57.8,2,54,29.5
2018-01-30T03:51:29.571Z,61,29,0,59,2,54,29.1
2018-01-30T03:51:39.672Z,,,,59.1,,54,28.6
2018-01-30T03:51:49.561Z,,29,,60.1,,,
2018-01-30T03:51:59.581Z,,30,,60.6,,54,28.4
2018-01-30T03:52:09.604Z,,29,,61.2,,54,28.4
2018-01-30T03:52:19.661Z,,,,61.6,,54,28.4
2018-01-30T03:52:29.580Z,,,,61.9,,54,28.4
2018-01-30T03:52:39.718Z,,,,62.2,,54,28.5
2018-01-30T03:52:49.622Z,,,,62.5,,54,28.5
2018-01-30T03:52:59.580Z,,,,62.6,,54,28.4
2018-01-30T03:53:09.584Z,,,,62.8,,54,28.4
2018-01-30T03:53:19.563Z,,,,62.9,,54,28.4
2018-01-30T03:53:29.590Z,,,,63.1,,54,28.4
2018-01-30T03:53:39.720Z,,,,63.2,,54,28.4
2018-01-30T03:53:49.564Z,,,,,,54,28.5
2018-01-30T03:53:59.762Z,,,,63.3,,54,28.5
2018-01-30T03:54:09.594Z,,,,63.4,,54,28.7
2018-01-30T03:54:19.566Z,,30,,63.5,,54,28.4
2018-01-30T03:54:29.575Z,,29,,,,54,28.4
2018-01-30T03:54:39.758Z,,30,,63.6,,54,28.6
2018-01-30T03:54:49.568Z,,29,,,,54,28.5
2018-01-30T03:54:59.597Z,,,,,,54,28.6
2018-01-30T03:55:09.630Z,,30,,63.8,,54,28.7
2018-01-30T03:55:19.575Z,,29,,,,54,28.7
2018-01-30T03:55:29.598Z,,30,,,,54,28.6
2018-01-30T03:55:39.694Z,,,,,,54,28.6
2018-01-30T03:55:49.571Z,,29,,,,54,28.7
2018-01-30T03:55:59.606Z,,,,,,54,28.7
2018-01-30T03:56:09.574Z,,,,63.9,,54,28.7
2018-01-30T03:56:19.571Z,,,,,,54,28.7
2018-01-30T03:56:29.587Z,,,,,,54,28.7
2018-01-30T03:56:39.764Z,,,,,,54,28.7
2018-01-30T03:56:49.586Z,,,,,,54,28.9
2018-01-30T03:56:59.607Z,,,,,,54,28.9
2018-01-30T03:57:14.711Z,,30,,63.9,,54,28.9
2018-01-30T03:57:19.583Z,,30,,64,,54,28.7
2018-01-30T03:57:29.568Z,,29,,,,54,28.9
2018-01-30T03:57:39.715Z,,,,,,54,28.7
2018-01-30T03:57:59.584Z,,30,,,,54,28.9
2018-01-30T03:58:09.601Z,,,,64.1,,54,28.9
2018-01-30T03:58:19.588Z,,29,,,,54,28.9
2018-01-30T03:58:29.592Z,,,,,,54,28.9
2018-01-30T03:58:39.671Z,,,,,,54,29
2018-01-30T03:58:49.587Z,,,,,,54,29
2018-01-30T03:58:59.623Z,,30,,64.2,,54,29
2018-01-30T03:59:09.576Z,,29,,,,54,29
2018-01-30T03:59:19.573Z,,,,,,54,28.7
2018-01-30T03:59:29.629Z,,,,64.4,,54,29
2018-01-30T03:59:39.677Z,,,,,,54,29
2018-01-30T03:59:49.592Z,,,,,,54,29.1
2018-01-30T03:59:59.628Z,,,,,,54,29
2018-01-30T04:00:09.569Z,,,,,,54,29
2018-01-30T04:00:19.603Z,,,,64.5,,54,29
2018-01-30T04:00:29.635Z,,,,,,54,29
2018-01-30T04:00:39.745Z,,,,,,54,29.2
2018-01-30T04:00:49.592Z,,,,,,54,29.1
2018-01-30T04:00:59.597Z,,30,,,,54,29
2018-01-30T04:01:09.590Z,,29,,64.6,,54,29
2018-01-30T04:01:19.589Z,,,,,,54,29.1
2018-01-30T04:01:29.598Z,,,,,,54,29.2
2018-01-30T04:01:39.677Z,,,,,,54,29.2
2018-01-30T04:01:49.613Z,,,,,,54,29.2
2018-01-30T04:01:59.583Z,,29,,64.7,,54,29.1
2018-01-30T04:02:09.571Z,,,,,,54,29.2
2018-01-30T04:02:19.615Z,,,,,,54,29.2
2018-01-30T04:02:29.594Z,,30,,,,54,29.1
2018-01-30T04:02:39.784Z,,29,,64.8,,,
2018-01-30T04:02:49.571Z,,,,,,54,29.1
2018-01-30T04:02:59.625Z,,,,,,54,29.1
2018-01-30T04:03:09.601Z,,30,,,,54,29.2
2018-01-30T04:03:24.716Z,,29,,,,54,29.2
2018-01-30T04:03:29.586Z,,,,,,54,29.1
2018-01-30T04:03:39.706Z,,30,,64.9,,54,29
2018-01-30T04:03:49.578Z,,,,,,54,29.1
2018-01-30T04:03:59.575Z,,29,,,,54,29.2
2018-01-30T04:04:09.591Z,,,,,,54,29.2
2018-01-30T04:04:19.603Z,,,,,,54,29.2
2018-01-30T04:04:29.580Z,,0,0,64.8,2,54,29.1
2018-01-30T04:04:39.717Z,,,,61.6,,54,29.2
2018-01-30T04:04:49.587Z,,,,60.7,,,
2018-01-30T04:04:59.670Z,,,,59.4,,54,29.3
2018-01-30T04:05:09.604Z,,,,58.5,,54,29.1
2018-01-30T04:05:19.574Z,,,,57.7,,54,29
2018-01-30T04:05:29.569Z,,,,56.9,,54,29.5
2018-01-30T04:05:39.807Z,,,,56.4,,54,30.2
2018-01-30T04:05:49.592Z,,,,55.9,,,
2018-01-30T04:05:59.580Z,,,,55.4,,54,29.5
2018-01-30T04:06:09.572Z,,,,55,,54,29.7
2018-01-30T04:06:19.642Z,,42,0,57,2,54,29.7
2018-01-30T04:06:29.575Z,,30,,59,,54,29.2
2018-01-30T04:06:39.712Z,,29,,59.1,,,
2018-01-30T04:06:49.640Z,,,,60.1,,54,28.5
2018-01-30T04:06:59.585Z,,,,60.6,,54,28.5
2018-01-30T04:07:09.590Z,,,,61.2,,54,28.5
2018-01-30T04:07:19.573Z,,30,,61.6,,54,28.6
2018-01-30T04:07:29.683Z,,29,,61.9,,54,28.4
2018-01-30T04:07:39.795Z,,30,,62.2,,54,28.4
2018-01-30T04:07:49.574Z,,,,,,54,28.4
2018-01-30T04:07:59.583Z,,29,,62.6,,54,28.6
2018-01-30T04:08:09.633Z,,30,,62.8,,54,28.5
2018-01-30T04:08:19.652Z,,,,62.9,,54,28.4
2018-01-30T04:08:29.590Z,,29,,63.1,,,
2018-01-30T04:08:39.738Z,,,,63.2,,54,28.5
2018-01-30T04:08:49.632Z,,,,,,54,28.4
2018-01-30T04:08:59.589Z,,,,63.3,,54,28.4
2018-01-30T04:09:09.625Z,,,,63.4,,,
2018-01-30T04:09:19.579Z,,,,63.5,,54,28.6
2018-01-30T04:09:29.592Z,,,,,,54,28.6
2018-01-30T04:09:39.682Z,,30,,63.6,,,
2018-01-30T04:09:49.578Z,,29,,,,54,28.6
2018-01-30T04:09:59.583Z,,,,,,54,28.6
2018-01-30T04:10:09.628Z,,30,,63.8,,,
2018-01-30T04:10:19.586Z,,,,,,54,28.5
2018-01-30T04:10:29.576Z,,,,,,54,28.4
2018-01-30T04:10:39.841Z,,29,,,,,
2018-01-30T04:10:49.580Z,,,,,,54,28.6
2018-01-30T04:10:59.600Z,,,,,,54,28.6
2018-01-30T04:11:09.574Z,,,,63.9,,54,28.6
2018-01-30T04:11:19.579Z,,,,,,54,28.6
2018-01-30T04:11:29.628Z,,,,,,54,28.7
2018-01-30T04:11:49.578Z,,,,,,54,28.7
2018-01-30T04:11:59.609Z,,,,,,54,28.7
2018-01-30T04:12:09.585Z,,29,,,,,
2018-01-30T04:12:19.579Z,,,,64,,54,28.7
2018-01-30T04:12:29.596Z,,,,,,54,28.9
2018-01-30T04:12:39.736Z,,,,,,54,28.9
2018-01-30T04:12:59.613Z,,,,,,54,28.9
2018-01-30T04:13:09.578Z,,,,64.1,,54,28.9
2018-01-30T04:13:19.574Z,,,,,,54,29
2018-01-30T04:13:39.689Z,,,,,,54,29.1
2018-01-30T04:13:59.622Z,,,,64.2,,54,29
2018-01-30T04:14:09.595Z,,30,,,,,
2018-01-30T04:14:19.604Z,,29,,,,54,29.2
2018-01-30T04:14:29.624Z,,,,,,54,29
2018-01-30T04:14:39.735Z,,,,64.4,,,
2018-01-30T04:14:49.615Z,,,,,,54,29
2018-01-30T04:14:59.638Z,,,,,,54,29
2018-01-30T04:15:19.710Z,,,,64.5,,54,29.1
2018-01-30T04:15:29.599Z,,,,,,54,29.1
2018-01-30T04:15:49.578Z,,,,,,54,29.1
2018-01-30T04:15:59.600Z,,,,,,54,29.1
2018-01-30T04:16:09.598Z,,,,64.6,,,
2018-01-30T04:16:19.580Z,,,,,,54,29
2018-01-30T04:16:29.646Z,,,,,,54,29
2018-01-30T04:16:49.581Z,,,,,,54,29
2018-01-30T04:16:59.651Z,,,,64.7,,54,28.9
2018-01-30T04:17:09.582Z,,30,,,,,
2018-01-30T04:17:19.591Z,,29,,,,54,29.1
2018-01-30T04:17:39.718Z,,30,,64.8,,54,29.1
2018-01-30T04:17:49.616Z,,,,,,54,29
2018-01-30T04:17:59.585Z,,29,,,,54,29.1
2018-01-30T04:18:19.590Z,,,,64.9,,54,29.1
2018-01-30T04:18:29.757Z,,,,,,54,29
2018-01-30T04:18:49.625Z,,,,,,54,29.1
2018-01-30T04:18:59.657Z,,,,,,54,29.1
2018-01-30T04:19:19.625Z,,0,0,63.4,2,54,29.1
2018-01-30T04:19:29.679Z,,,,61.3,,54,29.2
2018-01-30T04:19:39.694Z,,,,60.2,,54,29.1
2018-01-30T04:19:49.617Z,,,,59,,54,29.1
2018-01-30T04:19:59.591Z,,,,58.2,,54,29.1
2018-01-30T04:20:09.595Z,,,,57.4,,54,29
2018-01-30T04:20:19.579Z,,,,56.7,,54,29.7
2018-01-30T04:20:29.581Z,,,,56.2,,54,30
2018-01-30T04:20:39.704Z,,,,55.9,,,
2018-01-30T04:20:49.645Z,,,,55.6,,54,29.7
2018-01-30T04:20:59.585Z,,,,54.8,,,
2018-01-30T04:21:09.599Z,,37,0,58.4,2,54,29.1
2018-01-30T04:21:19.587Z,,29,,58.8,,54,28.9
2018-01-30T04:21:29.586Z,,,,59.6,,54,28.5
2018-01-30T04:21:39.712Z,,,,60.4,,54,28.3
2018-01-30T04:21:49.584Z,,,,,,54,28.3
2018-01-30T04:21:59.590Z,,,,61.3,,,
2018-01-30T04:22:09.581Z,,,,,,54,28.3
2018-01-30T04:22:19.587Z,,,,62,,,
2018-01-30T04:22:29.710Z,,,,,,54,28.4
2018-01-30T04:22:39.676Z,,,,62.4,,,
2018-01-30T04:22:49.597Z,,,,62.7,,54,28.5
2018-01-30T04:22:59.596Z,,,,62.8,,54,28.4
2018-01-30T04:23:09.589Z,,,,,,54,28.5
2018-01-30T04:23:19.594Z,,,,63.1,,,
2018-01-30T04:23:29.591Z,,,,,,54,28.6
2018-01-30T04:23:39.744Z,,,,63.2,,,
2018-01-30T04:23:49.654Z,,30,,63.3,,54,28.6
2018-01-30T04:23:59.590Z,,29,,63.4,,54,28.5
2018-01-30T04:24:09.803Z,,,,,,54,28.6
2018-01-30T04:24:19.665Z,,,,63.5,,,
2018-01-30T04:24:29.587Z,,29,,63.6,,54,28.6
2018-01-30T04:24:39.711Z,,,,,,54,28.5
2018-01-30T04:24:59.593Z,,30,,,,54,28.5
2018-01-30T04:25:09.587Z,,29,,63.8,,54,28.6
2018-01-30T04:25:19.599Z,,,,,,54,28.5
2018-01-30T04:25:29.601Z,,30,,,,,
2018-01-30T04:25:40.763Z,,29,,,,54,28.6
2018-01-30T04:25:49.582Z,,,,,,54,28.7
2018-01-30T04:25:59.600Z,,,,63.9,,,
2018-01-30T04:26:09.613Z,,,,,,54,28.7
2018-01-30T04:26:19.699Z,,,,,,54,28.6
2018-01-30T04:26:39.770Z,,,,,,54,28.7
2018-01-30T04:26:49.588Z,,,,,,54,28.9
2018-01-30T04:27:09.601Z,,,,64,,54,29.1
2018-01-30T04:27:19.586Z,,,,,,54,28.7
2018-01-30T04:27:39.695Z,,,,,,54,28.7
2018-01-30T04:27:49.599Z,,,,,,54,29.1
2018-01-30T04:27:59.624Z,,30,,,,54,29.1
2018-01-30T04:28:09.584Z,,29,,64.1,,54,28.7
2018-01-30T04:28:19.591Z,,,,,,54,28.9
2018-01-30T04:28:44.755Z,,30,,,,54,28.7
2018-01-30T04:28:49.587Z,,,,,,54,28.9
2018-01-30T04:28:59.621Z,,29,,,,54,28.9
2018-01-30T04:29:09.819Z,,29,,,,54,29
2018-01-30T04:29:19.598Z,,,,,,54,28.9
2018-01-30T04:29:29.638Z,,,,,,54,28.9
2018-01-30T04:29:39.707Z,,,,,,54,28.9
2018-01-30T04:29:49.598Z,,,,64.2,,54,29
2018-01-30T04:29:59.631Z,,,,,,54,29
2018-01-30T04:30:09.583Z,,,,,,54,28.9
2018-01-30T04:30:19.600Z,,,,,,54,28.9
2018-01-30T04:30:29.608Z,,,,,,54,29.1
2018-01-30T04:30:39.728Z,,,,,,54,29
2018-01-30T04:30:54.636Z,,30,,,,54,29
2018-01-30T04:30:59.639Z,,29,,64.4,,54,29
2018-01-30T04:31:09.588Z,,,,,,54,29
2018-01-30T04:31:19.626Z,,,,,,54,29
2018-01-30T04:31:29.589Z,,,,,,54,29.1
2018-01-30T04:31:39.778Z,,,,,,54,29.1
2018-01-30T04:31:49.586Z,,,,,,54,29
2018-01-30T04:31:59.668Z,,,,,,54,28.9
2018-01-30T04:32:09.591Z,,,,,,54,29
2018-01-30T04:32:19.608Z,,,,,,54,29
2018-01-30T04:32:29.656Z,,,,,,54,28.9
2018-01-30T04:32:39.697Z,,,,,,54,29
2018-01-30T04:32:49.590Z,,,,,,54,29.1
2018-01-30T04:32:59.595Z,,30,,,,54,29.2
2018-01-30T04:33:09.598Z,,29,,,,54,29.5
2018-01-30T04:33:19.612Z,,,,,,54,29.5
2018-01-30T04:33:29.611Z,,30,,,,54,29.3
2018-01-30T04:33:39.708Z,,29,,,,54,29.1
2018-01-30T04:33:49.650Z,,,,64.5,,54,29.5
2018-01-30T04:33:59.592Z,,30,,,,54,29.2
2018-01-30T04:34:09.588Z,,29,,,,54,29.1
2018-01-30T04:34:19.623Z,,,,,,54,29.1
2018-01-30T04:34:29.600Z,,,,,,54,29.2
2018-01-30T04:34:39.699Z,,,,,,54,29.1
2018-01-30T04:34:49.629Z,,,,,,54,29.1
2018-01-30T04:34:59.605Z,,30,,,,54,29.1
2018-01-30T04:35:09.600Z,,29,,,,54,29.1
2018-01-30T04:35:19.608Z,,,,,,54,29.1
2018-01-30T04:35:29.591Z,,,,,,54,29.2
2018-01-30T04:35:39.804Z,,,,,,54,29.1
2018-01-30T04:35:49.592Z,,,,,,54,29.2
2018-01-30T04:35:59.823Z,,,,,,54,29.6
2018-01-30T04:36:09.599Z,,,,,,54,29.5
2018-01-30T04:36:19.766Z,,,,,,54,29.2
2018-01-30T04:36:29.651Z,,,,,,54,29.2
2018-01-30T04:36:39.715Z,,,,64.6,,54,29.2
2018-01-30T04:36:49.634Z,,,,,,54,29.3
2018-01-30T04:36:59.605Z,,,,,,54,29.2
2018-01-30T04:37:09.614Z,,,,,,54,29.2
2018-01-30T04:37:19.606Z,,,,,,54,29.1
2018-01-30T04:37:29.590Z,,,,,,54,29.2
2018-01-30T04:37:39.713Z,,,,,,54,29.2
2018-01-30T04:37:49.591Z,,,,,,54,29.2
2018-01-30T04:37:59.602Z,,,,,,54,29.3
