Time,PrimTSet,HwTSet,ActPow,HwTOutlet,PrimT,HwActive,ChActive
2018-01-09T00:00:01.263Z,,54,30,49.6,,,
2018-01-09T00:00:11.255Z,,54,29,49.6,,,
2018-01-09T00:00:21.255Z,,54,,49.6,,,
2018-01-09T00:00:31.254Z,,54,,49.6,,,
2018-01-09T00:00:41.254Z,,54,30,49.6,,,
2018-01-09T00:00:51.255Z,,54,29,49.6,,,
2018-01-09T00:01:01.255Z,,54,,49.6,,,
2018-01-09T00:01:11.260Z,,54,30,49.6,,,
2018-01-09T00:01:21.252Z,,54,29,49.6,64.6,,
2018-01-09T00:01:31.256Z,,54,,49.6,,,
2018-01-09T00:01:41.254Z,,54,,49.6,64.5,,
2018-01-09T00:01:51.262Z,,54,,49.6,64.6,,
2018-01-09T00:02:01.257Z,,54,,49.6,64.5,,
2018-01-09T00:02:11.260Z,,54,30,49.6,64.6,,
2018-01-09T00:02:21.256Z,,54,,49.6,,,
2018-01-09T00:02:31.258Z,,54,29,49.6,,,
2018-01-09T00:02:41.258Z,,54,,49.4,,,
2018-01-09T00:02:51.256Z,,54,,49.4,,,
2018-01-09T00:03:01.258Z,,54,,49.3,,,
2018-01-09T00:03:11.267Z,,54,,49.3,64.5,,
2018-01-09T00:03:21.261Z,,54,,49.2,64.6,,
2018-01-09T00:03:31.262Z,,54,30,49.2,,,
2018-01-09T00:03:41.259Z,,54,29,49.3,,,
2018-01-09T00:03:51.259Z,,54,30,49.3,,,
2018-01-09T00:04:01.259Z,,54,29,49.4,,,
2018-01-09T00:04:11.259Z,,54,30,49.4,,,
2018-01-09T00:04:21.259Z,,54,29,49.6,,,
2018-01-09T00:04:31.258Z,,54,30,49.7,,,
2018-01-09T00:04:41.260Z,,54,29,49.7,,,
2018-01-09T00:04:51.259Z,,54,,49.7,,,
2018-01-09T00:05:01.258Z,,54,,49.7,,,
2018-01-09T00:05:11.259Z,,54,,49.7,,,
2018-01-09T00:05:21.256Z,,54,,49.8,,,
2018-01-09T00:05:31.260Z,,54,,49.8,,,
2018-01-09T00:05:41.271Z,,54,,49.7,,,
2018-01-09T00:05:51.262Z,,54,,49.7,,,
2018-01-09T00:06:01.261Z,,54,,49.7,,,
2018-01-09T00:06:11.260Z,,54,,49.7,,,
2018-01-09T00:06:21.262Z,,54,,49.7,,,
2018-01-09T00:06:31.258Z,,54,,49.7,,,
2018-01-09T00:06:41.259Z,,54,,49.7,,,
2018-01-09T00:06:51.258Z,,54,,49.7,,,
2018-01-09T00:07:01.262Z,,54,,49.7,,,
2018-01-09T00:07:11.261Z,,54,,49.7,,,
2018-01-09T00:07:21.268Z,,54,,49.7,,,
2018-01-09T00:07:31.256Z,,54,,49.7,,,
2018-01-09T00:07:41.259Z,,54,,49.6,,,
2018-01-09T00:07:51.263Z,,54,,49.6,,,
2018-01-09T00:08:01.261Z,,54,,49.6,,,
2018-01-09T00:08:11.261Z,,54,,49.6,,,
2018-01-09T00:08:21.259Z,,54,30,49.6,,,
2018-01-09T00:08:31.260Z,,54,29,49.6,,,
2018-01-09T00:08:41.263Z,,54,,49.6,,,
2018-01-09T00:08:51.260Z,,54,,49.6,64.5,,
2018-01-09T00:09:01.259Z,,54,,49.6,,,
2018-01-09T00:09:11.265Z,,54,,49.6,,,
2018-01-09T00:09:21.259Z,,54,,49.6,,,
2018-01-09T00:09:31.261Z,,54,,49.6,,,
2018-01-09T00:09:41.259Z,,54,30,49.6,,,
2018-01-09T00:09:51.259Z,,54,,49.6,,,
2018-01-09T00:10:01.265Z,,54,29,49.6,,,
2018-01-09T00:10:11.265Z,,54,30,49.6,,,
2018-01-09T00:10:21.260Z,,54,29,49.6,64.4,,
2018-01-09T00:10:31.260Z,,54,,49.6,,,
2018-01-09T00:10:41.261Z,,54,,49.6,,,
2018-01-09T00:10:51.261Z,,54,,49.6,,,
2018-01-09T00:11:01.257Z,,54,30,49.6,,,
2018-01-09T00:11:11.264Z,,54,29,49.6,,,
2018-01-09T00:11:21.264Z,,54,,49.6,,,
2018-01-09T00:11:31.261Z,,54,,49.6,64.2,,
2018-01-09T00:11:41.259Z,,54,,49.6,,,
2018-01-09T00:11:51.260Z,,54,,49.6,,,
2018-01-09T00:12:01.265Z,,54,,49.6,,,
2018-01-09T00:12:11.259Z,,54,30,49.6,64.1,,
2018-01-09T00:12:21.264Z,,54,29,49.6,,,
2018-01-09T00:12:31.262Z,,54,,49.6,,,
2018-01-09T00:12:41.260Z,,54,,49.6,,,
2018-01-09T00:12:51.258Z,,54,,49.6,64,,
2018-01-09T00:13:01.261Z,,54,,49.6,,,
2018-01-09T00:13:11.270Z,,54,,49.6,64,,
2018-01-09T00:13:21.260Z,,54,30,49.6,63.9,,
2018-01-09T00:13:31.416Z,,54,,49.7,,,
2018-01-09T00:13:41.260Z,,54,29,49.7,,,
2018-01-09T00:13:51.259Z,,54,,49.6,,,
2018-01-09T00:14:01.260Z,,54,,49.6,63.8,,
2018-01-09T00:14:11.263Z,,54,,49.6,,,
2018-01-09T00:14:21.274Z,,54,,49.6,,,
2018-01-09T00:14:31.263Z,,54,,49.6,63.6,,
2018-01-09T00:14:41.274Z,,54,,49.6,,,
2018-01-09T00:14:51.264Z,,54,,49.6,,,
2018-01-09T00:15:01.262Z,,54,,49.6,,,
2018-01-09T00:15:11.265Z,,54,30,49.6,63.5,,
2018-01-09T00:15:21.260Z,,54,29,49.6,,,
2018-01-09T00:15:31.262Z,,54,,49.6,,,
2018-01-09T00:15:41.262Z,,54,,49.6,,,
2018-01-09T00:15:51.268Z,,54,,49.4,,,
2018-01-09T00:16:01.262Z,,54,,49.4,,,
2018-01-09T00:16:11.264Z,,54,,49.4,,,
2018-01-09T00:16:21.262Z,,54,,49.4,,,
2018-01-09T00:16:31.269Z,,54,,49.4,,,
2018-01-09T00:16:41.264Z,,54,30,49.4,,,
2018-01-09T00:16:51.264Z,,54,29,49.4,63.4,,
2018-01-09T00:17:01.274Z,,54,,49.4,63.5,,
2018-01-09T00:17:11.264Z,,54,30,49.4,,,
2018-01-09T00:17:21.264Z,,54,29,49.4,,,
2018-01-09T00:17:31.270Z,,54,30,49.4,63.4,,
2018-01-09T00:17:41.270Z,,54,29,49.4,,,
2018-01-09T00:17:51.271Z,,54,,49.4,63.5,,
2018-01-09T00:18:01.265Z,,54,,49.4,63.4,,
2018-01-09T00:18:11.269Z,,54,,49.4,63.5,,
2018-01-09T00:18:21.273Z,,54,,49.4,,,
2018-01-09T00:18:31.264Z,,54,,49.4,63.4,,
2018-01-09T00:18:41.264Z,,54,,49.4,63.5,,
2018-01-09T00:18:51.263Z,,54,,49.4,63.4,,
2018-01-09T00:19:01.276Z,,54,,49.3,63.5,,
2018-01-09T00:19:11.275Z,,54,,49.3,,,
2018-01-09T00:19:21.263Z,,54,,49.3,,,
2018-01-09T00:19:31.270Z,,54,,49.3,,,
2018-01-09T00:19:41.268Z,,54,,49.3,,,
2018-01-09T00:19:51.266Z,,54,,49.3,,,
2018-01-09T00:20:01.267Z,,54,,49.2,,,
2018-01-09T00:20:11.284Z,,54,,49.2,,,
2018-01-09T00:20:21.269Z,,54,,49.2,,,
2018-01-09T00:20:31.272Z,,54,30,49.2,,,
2018-01-09T00:20:41.266Z,,54,29,49.2,,,
2018-01-09T00:20:51.265Z,,54,,49.2,,,
2018-01-09T00:21:01.267Z,,54,,49.2,,,
2018-01-09T00:21:11.281Z,,54,,49.2,,,
2018-01-09T00:21:21.265Z,,54,,49.2,,,
2018-01-09T00:21:31.267Z,,54,,49.2,,,
2018-01-09T00:21:41.267Z,,54,,49.2,,,
2018-01-09T00:21:51.267Z,,54,,49.2,,,
2018-01-09T00:22:01.269Z,,54,,49.2,,,
2018-01-09T00:22:11.270Z,,54,,49.2,,,
2018-01-09T00:22:21.269Z,,54,,49.2,,,
2018-01-09T00:22:31.270Z,,54,,49.2,63.6,,
2018-01-09T00:22:41.267Z,,54,,49.2,,,
2018-01-09T00:22:51.266Z,,54,,49.2,,,
2018-01-09T00:23:01.271Z,,54,,49.2,,,
2018-01-09T00:23:11.270Z,,54,,49.2,,,
2018-01-09T00:23:21.271Z,,54,,49.2,,,
2018-01-09T00:23:31.268Z,,54,,49.2,,,
2018-01-09T00:23:41.265Z,,54,,49.2,,,
2018-01-09T00:23:51.271Z,,54,,49.2,,,
2018-01-09T00:24:01.266Z,,54,,49.2,,,
2018-01-09T00:24:11.270Z,,54,,49.2,,,
2018-01-09T00:24:21.268Z,,54,,49.2,,,
2018-01-09T00:24:31.269Z,,54,,49.1,,,
2018-01-09T00:24:41.269Z,,54,,49.1,,,
2018-01-09T00:24:51.270Z,,54,,49.1,,,
2018-01-09T00:25:01.269Z,,54,,49.1,63.8,,
2018-01-09T00:25:11.270Z,,54,,49.1,63.6,,
2018-01-09T00:25:21.272Z,,54,,49.1,63.8,,
2018-01-09T00:25:31.267Z,,54,,49.1,,,
2018-01-09T00:25:41.272Z,,54,,49.1,,,
2018-01-09T00:25:51.270Z,,54,,49.1,,,
2018-01-09T00:26:01.268Z,,54,,49.2,,,
2018-01-09T00:26:11.271Z,,54,,49.2,,,
2018-01-09T00:26:21.273Z,,54,,49.2,,,
2018-01-09T00:26:31.273Z,,54,,49.2,,,
2018-01-09T00:26:41.268Z,,54,,49.3,,,
2018-01-09T00:26:51.269Z,,54,,49.3,,,
2018-01-09T00:27:01.269Z,,54,,49.3,,,
2018-01-09T00:27:11.273Z,,54,,49.3,63.9,,
2018-01-09T00:27:21.271Z,,54,,49.3,,,
2018-01-09T00:27:31.272Z,,54,30,49.3,,,
2018-01-09T00:27:41.272Z,,54,29,49.3,,,
2018-01-09T00:27:51.269Z,,54,,49.3,,,
2018-01-09T00:28:01.271Z,,54,30,49.3,,,
2018-01-09T00:28:11.273Z,,54,29,49.3,,,
2018-01-09T00:28:21.275Z,,54,,49.3,,,
2018-01-09T00:28:31.279Z,,54,,49.3,,,
2018-01-09T00:28:41.275Z,,54,,49.3,,,
2018-01-09T00:28:51.275Z,,54,,49.3,,,
2018-01-09T00:29:01.272Z,,54,29,49.3,64,,
2018-01-09T00:29:11.271Z,,54,29,49.3,,,
2018-01-09T00:29:21.270Z,,54,,49.3,64,,
2018-01-09T00:29:31.270Z,,54,,49.3,,,
2018-01-09T00:29:41.270Z,,54,,49.3,,,
2018-01-09T00:29:51.270Z,,54,30,49.3,,,
2018-01-09T00:30:01.271Z,,54,29,49.3,,,
2018-01-09T00:30:11.278Z,,54,,49.3,,,
2018-01-09T00:30:21.274Z,,54,,49.3,,,
2018-01-09T00:30:31.271Z,,54,,49.3,,,
2018-01-09T00:30:41.276Z,,54,30,49.3,,,
2018-01-09T00:30:51.270Z,,54,29,49.3,64.1,,
2018-01-09T00:31:01.270Z,,54,,49.3,,,
2018-01-09T00:31:11.277Z,,54,,49.3,,,
2018-01-09T00:31:21.270Z,,54,,49.3,,,
2018-01-09T00:31:31.300Z,,54,,49.3,,,
2018-01-09T00:31:41.278Z,,54,,49.4,,,
2018-01-09T00:31:51.271Z,,54,30,49.4,,,
2018-01-09T00:32:01.272Z,,54,29,49.4,,,
2018-01-09T00:32:11.276Z,,54,,49.4,,,
2018-01-09T00:32:21.271Z,,54,,49.4,,,
2018-01-09T00:32:31.271Z,,54,,49.4,64.2,,
2018-01-09T00:32:41.272Z,,54,,49.4,64.1,,
2018-01-09T00:32:51.272Z,,54,,49.4,,,
2018-01-09T00:33:01.272Z,,54,,49.4,,,
2018-01-09T00:33:11.273Z,,54,,49.4,64.2,,
2018-01-09T00:33:21.274Z,,54,,49.4,,,
2018-01-09T00:33:31.274Z,,54,30,49.4,,,
2018-01-09T00:33:41.270Z,,54,29,49.4,,,
2018-01-09T00:33:51.273Z,,54,,49.4,,,
2018-01-09T00:34:01.278Z,,54,,49.4,,,
2018-01-09T00:34:11.284Z,,54,,49.4,,,
2018-01-09T00:34:21.273Z,,54,,49.4,,,
2018-01-09T00:34:31.274Z,,54,,49.4,,,
2018-01-09T00:34:41.278Z,,54,,49.4,,,
2018-01-09T00:34:51.275Z,,54,,49.4,,,
2018-01-09T00:35:01.272Z,,54,,49.4,,,
2018-01-09T00:35:11.276Z,,54,,49.4,,,
2018-01-09T00:35:21.275Z,,54,,49.4,,,
2018-01-09T00:35:31.275Z,,54,,49.4,,,
2018-01-09T00:35:41.275Z,,54,,49.4,,,
2018-01-09T00:35:51.275Z,,54,,49.4,,,
2018-01-09T00:36:01.275Z,,54,,49.6,64.4,,
2018-01-09T00:36:11.278Z,,54,,49.4,,,
2018-01-09T00:36:21.274Z,,54,,49.6,,,
2018-01-09T00:36:31.276Z,,54,,49.6,,,
2018-01-09T00:36:41.277Z,,54,,49.6,,,
2018-01-09T00:36:51.277Z,,54,,49.6,,,
2018-01-09T00:37:01.279Z,,54,,49.6,,,
2018-01-09T00:37:11.277Z,,54,,49.6,,,
2018-01-09T00:37:21.273Z,,54,,49.7,,,
2018-01-09T00:37:31.364Z,,54,,49.6,,,
2018-01-09T00:37:41.277Z,,54,,49.6,,,
2018-01-09T00:37:51.274Z,,54,,49.7,,,
2018-01-09T00:38:01.275Z,,54,,49.7,,,
2018-01-09T00:38:11.276Z,,54,,49.7,,,
2018-01-09T00:38:21.274Z,,54,,49.7,,,
2018-01-09T00:38:31.277Z,,54,,49.7,,,
2018-01-09T00:38:41.278Z,,54,,49.7,,,
2018-01-09T00:38:51.278Z,,54,,49.8,,,
2018-01-09T00:39:01.289Z,,54,,49.8,,,
2018-01-09T00:39:11.294Z,,54,,49.8,,,
2018-01-09T00:39:21.281Z,,54,,49.8,,,
2018-01-09T00:39:31.281Z,,54,,49.8,,,
2018-01-09T00:39:41.278Z,,54,,49.8,,,
2018-01-09T00:39:51.283Z,61,54,29,49.8,64.4,0,2
2018-01-09T00:40:01.280Z,,54,,49.8,,,
2018-01-09T00:40:11.283Z,,54,,49.8,64.5,,
2018-01-09T00:40:21.281Z,,54,,49.9,,,
2018-01-09T00:40:31.275Z,,54,,49.9,,,
2018-01-09T00:40:41.279Z,,54,,49.9,,,
2018-01-09T00:40:51.283Z,,54,,49.9,,,
2018-01-09T00:41:01.277Z,,54,,49.9,,,
2018-01-09T00:41:11.281Z,,54,,49.9,,,
2018-01-09T00:41:21.279Z,,54,,49.8,,,
2018-01-09T00:41:31.278Z,,54,,49.8,,,
2018-01-09T00:41:41.278Z,,54,,49.8,,,
2018-01-09T00:41:51.278Z,,54,,49.8,,,
2018-01-09T00:42:01.281Z,,54,,49.8,,,
2018-01-09T00:42:11.283Z,,54,,49.8,,,
2018-01-09T00:42:21.286Z,,54,,49.8,,,
2018-01-09T00:42:31.278Z,,54,30,49.8,,,
2018-01-09T00:42:41.278Z,,54,,49.8,,,
2018-01-09T00:42:51.281Z,,54,,49.8,,,
2018-01-09T00:43:01.279Z,,54,29,49.9,,,
2018-01-09T00:43:11.277Z,,54,,49.9,,,
2018-01-09T00:43:21.283Z,,54,30,49.9,,,
2018-01-09T00:43:31.277Z,,54,29,49.9,,,
2018-01-09T00:43:41.278Z,,54,,49.9,,,
2018-01-09T00:43:51.285Z,,54,,49.9,,,
2018-01-09T00:44:01.280Z,,54,,49.9,64.6,,
2018-01-09T00:44:11.281Z,,54,,49.9,,,
2018-01-09T00:44:21.281Z,,54,,49.9,,,
2018-01-09T00:44:31.280Z,,54,,49.8,,,
2018-01-09T00:44:41.282Z,,54,,49.9,,,
2018-01-09T00:44:51.279Z,,54,,49.9,,,
2018-01-09T00:45:01.279Z,,54,,49.9,,,
2018-01-09T00:45:11.285Z,,54,,49.8,,,
2018-01-09T00:45:21.281Z,,54,30,49.8,,,
2018-01-09T00:45:31.280Z,,54,29,49.8,,,
2018-01-09T00:45:41.287Z,,54,30,49.8,,,
2018-01-09T00:45:51.282Z,,54,29,49.8,,,
2018-01-09T00:46:01.278Z,,54,,49.8,,,
2018-01-09T00:46:11.284Z,,54,,49.8,,,
2018-01-09T00:46:21.279Z,,54,,49.9,,,
2018-01-09T00:46:31.281Z,,54,,49.9,,,
2018-01-09T00:46:41.279Z,,54,,49.9,,,
2018-01-09T00:46:51.281Z,,54,,49.9,,,
2018-01-09T00:47:01.278Z,,54,,49.9,,,
2018-01-09T00:47:11.281Z,,54,,49.9,,,
2018-01-09T00:47:21.288Z,,54,,49.9,,,
2018-01-09T00:47:31.281Z,,54,,49.9,,,
2018-01-09T00:47:41.288Z,,54,,49.9,,,
2018-01-09T00:47:51.279Z,,54,,49.9,,,
2018-01-09T00:48:01.280Z,,54,30,49.9,,,
2018-01-09T00:48:11.284Z,,54,29,49.9,,,
2018-01-09T00:48:21.282Z,,54,,49.9,,,
2018-01-09T00:48:31.287Z,,54,,49.9,,,
2018-01-09T00:48:41.340Z,,54,,49.9,,,
2018-01-09T00:48:51.280Z,,54,,49.9,,,
2018-01-09T00:49:01.281Z,,54,,49.9,,,
2018-01-09T00:49:11.286Z,,54,,49.9,64.7,,
2018-01-09T00:49:21.282Z,,54,,49.9,,,
2018-01-09T00:49:31.281Z,,54,,50,,,
2018-01-09T00:49:41.288Z,,54,30,49.9,,,
2018-01-09T00:49:51.282Z,,54,29,50,,,
2018-01-09T00:50:01.292Z,,54,,50,,,
2018-01-09T00:50:11.282Z,,54,,50,,,
2018-01-09T00:50:21.290Z,,54,,50,,,
2018-01-09T00:50:31.281Z,,54,,50,,,
2018-01-09T00:50:41.287Z,,54,,49.9,,,
2018-01-09T00:50:51.282Z,,54,,49.9,,,
2018-01-09T00:51:01.293Z,,54,,49.9,,,
2018-01-09T00:51:11.288Z,,54,,49.9,,,
2018-01-09T00:51:21.284Z,,54,30,49.9,,,
2018-01-09T00:51:31.288Z,,54,29,49.9,,,
2018-01-09T00:51:41.288Z,,54,,49.9,,,
2018-01-09T00:51:51.283Z,,54,,49.9,,,
2018-01-09T00:52:01.284Z,,54,,49.9,,,
2018-01-09T00:52:11.287Z,,54,,49.9,,,
2018-01-09T00:52:21.285Z,,54,,49.9,,,
2018-01-09T00:52:31.285Z,,54,,49.9,,,
2018-01-09T00:52:41.285Z,,54,,49.9,,,
2018-01-09T00:52:51.282Z,,54,,49.9,,,
2018-01-09T00:53:01.283Z,,54,,49.9,,,
2018-01-09T00:53:11.292Z,,54,,49.9,,,
2018-01-09T00:53:21.284Z,,54,,49.9,,,
2018-01-09T00:53:31.285Z,,54,,49.9,,,
2018-01-09T00:53:41.294Z,,54,,49.9,,,
2018-01-09T00:53:51.285Z,,54,,49.9,,,
2018-01-09T00:54:01.296Z,,54,,50,,,
2018-01-09T00:54:11.291Z,,54,,50,,,
2018-01-09T00:54:21.291Z,,54,30,50,,,
2018-01-09T00:54:31.287Z,,54,29,50,,,
2018-01-09T00:54:41.293Z,,54,,50,,,
2018-01-09T00:54:51.287Z,,54,30,50,,,
2018-01-09T00:55:01.320Z,,54,29,50,,,
2018-01-09T00:55:11.288Z,,54,,50,,,
2018-01-09T00:55:21.294Z,,54,30,50,,,
2018-01-09T00:55:31.283Z,,54,29,50,,,
2018-01-09T00:55:41.297Z,,54,,50,,,
2018-01-09T00:55:51.291Z,,54,,50,,,
2018-01-09T00:56:01.288Z,,54,,50,,,
2018-01-09T00:56:11.288Z,,54,,50,64.8,,
2018-01-09T00:56:21.289Z,,54,30,50,64.7,,
2018-01-09T00:56:31.283Z,,54,29,50,64.8,,
2018-01-09T00:56:41.287Z,,54,,50,,,
2018-01-09T00:56:51.289Z,,54,,50,,,
2018-01-09T00:57:01.290Z,,54,,50,64.7,,
2018-01-09T00:57:11.291Z,,54,,50,64.8,,
2018-01-09T00:57:21.291Z,,54,,50,64.7,,
2018-01-09T00:57:31.286Z,,54,30,50,,,
2018-01-09T00:57:41.286Z,,54,29,50,,,
2018-01-09T00:57:51.287Z,,54,,50,,,
2018-01-09T00:58:01.287Z,,54,,50,,,
2018-01-09T00:58:11.285Z,,54,,50,64.8,,
2018-01-09T00:58:21.289Z,,54,,50,,,
2018-01-09T00:58:31.308Z,,54,,50,,,
2018-01-09T00:58:41.291Z,,54,,50,,,
2018-01-09T00:58:51.292Z,,54,30,50,,,
2018-01-09T00:59:01.289Z,,54,29,50,,,
2018-01-09T00:59:11.293Z,,54,,50,,,
2018-01-09T00:59:21.294Z,,54,,50,,,
2018-01-09T00:59:31.292Z,,54,,50,,,
2018-01-09T00:59:41.285Z,,54,,50,,,
2018-01-09T00:59:51.286Z,,54,,50,,,
2018-01-09T01:00:01.287Z,,54,30,50,,,
2018-01-09T01:00:11.291Z,,54,29,50,,,
2018-01-09T01:00:21.288Z,,54,,50,,,
2018-01-09T01:00:31.287Z,,54,,50,,,
2018-01-09T01:00:41.289Z,,54,,50,,,
2018-01-09T01:00:51.289Z,,54,,50,,,
2018-01-09T01:01:01.290Z,,54,,50,,,
2018-01-09T01:01:11.295Z,,54,,50,,,
2018-01-09T01:01:21.304Z,,54,,50,,,
2018-01-09T01:01:31.292Z,,54,,50.1,,,
2018-01-09T01:01:41.294Z,,54,,50,,,
2018-01-09T01:01:51.294Z,,54,,50,,,
2018-01-09T01:02:01.292Z,,54,,50,,,
2018-01-09T01:02:11.294Z,,54,,50,,,
2018-01-09T01:02:21.288Z,,54,,50,,,
2018-01-09T01:02:31.293Z,,54,,50,,,
2018-01-09T01:02:41.297Z,,54,,50.1,,,
2018-01-09T01:02:51.297Z,,54,,50.1,,,
2018-01-09T01:03:01.291Z,,54,30,50.1,,,
2018-01-09T01:03:11.296Z,,54,29,50.1,,,
2018-01-09T01:03:21.290Z,,54,,50.1,,,
2018-01-09T01:03:31.291Z,,54,30,50.1,,,
2018-01-09T01:03:41.296Z,,54,29,50.1,,,
2018-01-09T01:03:51.290Z,,54,,50.1,,,
2018-01-09T01:04:01.293Z,,54,,50.1,,,
2018-01-09T01:04:11.289Z,,54,,50.1,,,
2018-01-09T01:04:21.293Z,,54,,50.1,,,
2018-01-09T01:04:31.295Z,,54,,50.1,,,
2018-01-09T01:04:41.296Z,,54,,50.1,,,
2018-01-09T01:04:51.294Z,,54,,50.1,,,
2018-01-09T01:05:01.293Z,,54,,50,,,
2018-01-09T01:05:11.290Z,,54,,50,,,
2018-01-09T01:05:21.290Z,,54,,50,,,
2018-01-09T01:05:31.290Z,,54,,50,,,
2018-01-09T01:05:41.290Z,,54,,50,,,
2018-01-09T01:05:51.290Z,,54,,50,,,
2018-01-09T01:06:01.290Z,,54,,50,,,
2018-01-09T01:06:11.299Z,,54,,49.9,,,
2018-01-09T01:06:21.291Z,,54,,49.9,,,
2018-01-09T01:06:31.307Z,,54,,49.9,,,
2018-01-09T01:06:41.301Z,,54,30,49.9,,,
2018-01-09T01:06:51.290Z,,54,29,49.9,,,
2018-01-09T01:07:01.293Z,,54,,49.9,,,
2018-01-09T01:07:11.299Z,,54,,49.9,,,
2018-01-09T01:07:21.297Z,,54,,49.9,,,
2018-01-09T01:07:31.305Z,,54,,49.9,,,
2018-01-09T01:07:41.301Z,,54,,49.9,64.9,,
2018-01-09T01:07:51.292Z,,54,,49.9,64.8,,
2018-01-09T01:08:01.302Z,,54,,49.9,,,
2018-01-09T01:08:11.294Z,,54,,49.9,,,
2018-01-09T01:08:21.293Z,,54,,49.9,,,
2018-01-09T01:08:31.302Z,,54,,49.9,64.9,,
2018-01-09T01:08:41.294Z,,54,,49.9,64.8,,
2018-01-09T01:08:51.296Z,,54,,49.9,64.9,,
2018-01-09T01:09:01.293Z,,54,,49.9,,,
2018-01-09T01:09:11.294Z,,54,30,49.9,,,
2018-01-09T01:09:21.294Z,,54,29,50,64.8,,
2018-01-09T01:09:31.293Z,,54,,50,,,
2018-01-09T01:09:41.295Z,,54,,50.1,,,
2018-01-09T01:09:51.295Z,,54,,50.1,,,
2018-01-09T01:10:01.294Z,,54,,50.2,,,
2018-01-09T01:10:11.298Z,,54,,50.3,,,
2018-01-09T01:10:21.296Z,,54,,50.4,,,
2018-01-09T01:10:31.295Z,,54,,50.4,,,
2018-01-09T01:10:41.295Z,,54,,50.5,,,
2018-01-09T01:10:51.296Z,,54,,50.5,,,
2018-01-09T01:11:01.296Z,,54,,50.4,,,
2018-01-09T01:11:11.292Z,,54,30,50.4,,,
2018-01-09T01:11:21.294Z,,54,29,50.3,,,
2018-01-09T01:11:31.294Z,,54,,50.3,,,
2018-01-09T01:11:41.294Z,,54,,50.3,,,
2018-01-09T01:11:51.292Z,,54,,50.2,,,
2018-01-09T01:12:01.297Z,,54,30,50.2,,,
2018-01-09T01:12:11.305Z,,54,29,50.1,,,
2018-01-09T01:12:21.298Z,,54,,50.1,,,
2018-01-09T01:12:31.298Z,,54,,50.1,,,
2018-01-09T01:12:41.294Z,,54,,50.1,,,
2018-01-09T01:12:51.298Z,,54,,50.1,,,
2018-01-09T01:13:01.303Z,,54,,50.1,,,
2018-01-09T01:13:11.299Z,,54,,50,,,
2018-01-09T01:13:21.298Z,,54,,50,,,
2018-01-09T01:13:31.294Z,,54,,50,,,
2018-01-09T01:13:41.299Z,,54,,50,,,
2018-01-09T01:13:51.303Z,,54,,50,,,
2018-01-09T01:14:01.298Z,,54,,49.9,,,
2018-01-09T01:14:11.296Z,,54,30,49.9,,,
2018-01-09T01:14:21.296Z,,54,29,49.9,,,
2018-01-09T01:14:31.297Z,,54,,49.9,,,
2018-01-09T01:14:41.298Z,,54,,50,64.7,,
2018-01-09T01:14:51.308Z,,54,,50,,,
2018-01-09T01:15:01.300Z,,54,,50,,,
2018-01-09T01:15:11.299Z,,54,,50,,,
2018-01-09T01:15:21.300Z,,54,,50,,,
2018-01-09T01:15:31.296Z,,54,30,50,,,
2018-01-09T01:15:41.300Z,,54,29,50,,,
2018-01-09T01:15:51.302Z,,54,,50,64.6,,
2018-01-09T01:16:01.299Z,,54,30,50,,,
2018-01-09T01:16:11.300Z,,54,29,50,,,
2018-01-09T01:16:21.301Z,,54,,50,,,
2018-01-09T01:16:31.301Z,,54,,50.1,,,
2018-01-09T01:16:41.295Z,,54,,50.1,,,
2018-01-09T01:16:51.300Z,,54,,50.1,,,
2018-01-09T01:17:01.299Z,,54,,50.1,64.5,,
2018-01-09T01:17:11.298Z,,54,,50.1,,,
2018-01-09T01:17:21.299Z,,54,,50.1,,,
2018-01-09T01:17:31.304Z,,54,,50.1,,,
2018-01-09T01:17:41.307Z,,54,,50.1,64.4,,
2018-01-09T01:17:51.300Z,,54,,50.1,,,
2018-01-09T01:18:01.301Z,,54,,50.1,,,
2018-01-09T01:18:11.309Z,,54,,50.1,,,
2018-01-09T01:18:21.301Z,,54,,50,64.2,,
2018-01-09T01:18:31.298Z,,54,,50,,,
2018-01-09T01:18:41.300Z,,54,,50,,,
2018-01-09T01:18:51.315Z,,54,,50,,,
2018-01-09T01:19:01.302Z,,54,,50,,,
2018-01-09T01:19:11.310Z,,54,30,50,,,
2018-01-09T01:19:21.304Z,,54,29,50,64.1,,
2018-01-09T01:19:31.300Z,,54,,50,,,
2018-01-09T01:19:41.300Z,,54,,50,,,
2018-01-09T01:19:51.300Z,,54,,50,,,
2018-01-09T01:20:01.299Z,,54,,50,,,
2018-01-09T01:20:11.302Z,,54,,50,64,,
2018-01-09T01:20:21.301Z,,54,,50,,,
2018-01-09T01:20:31.302Z,,54,,50,,,
2018-01-09T01:20:41.299Z,,54,30,50,,,
2018-01-09T01:20:51.303Z,,54,29,50,,,
2018-01-09T01:21:01.299Z,,54,,50,,,
2018-01-09T01:21:11.304Z,,54,,50,63.9,,
2018-01-09T01:21:21.298Z,,54,,50,64,,
2018-01-09T01:21:31.304Z,,54,29,50,63.9,,
2018-01-09T01:21:41.307Z,,54,,50,,,
2018-01-09T01:21:51.307Z,,54,,50,,,
2018-01-09T01:22:01.301Z,,54,,49.9,,,
2018-01-09T01:22:11.307Z,,54,30,49.9,,,
2018-01-09T01:22:21.304Z,,54,29,49.9,,,
