Time,ActPow,PrimT,HwTOutlet,HwActive,ChActive,PrimTSet,HwTSet
2017-11-04T00:13:38.808Z,,60.9,48.6,,,,54
2017-11-04T00:13:48.808Z,,59.9,48.7,,,,54
2017-11-04T00:13:58.806Z,,58.9,48.8,,,,54
2017-11-04T00:14:08.820Z,,57.9,48.8,,,,54
2017-11-04T00:14:18.810Z,,57.4,48.9,,,,54
2017-11-04T00:14:28.896Z,,56.7,49,,,,54
2017-11-04T00:14:38.814Z,,55.9,49,,,,54
2017-11-04T00:14:48.807Z,,55.4,49.1,,,,54
2017-11-04T00:14:58.817Z,44,56.4,49.2,0,2,,54
2017-11-04T00:15:08.807Z,37,58.3,49.2,,,,54
2017-11-04T00:15:18.817Z,30,58.5,49.2,,,,54
2017-11-04T00:15:28.898Z,29,59.3,49.2,,,,54
2017-11-04T00:15:38.816Z,,60.1,49.2,,,,54
2017-11-04T00:15:48.811Z,29,61.1,49.2,,,,54
2017-11-04T00:15:58.810Z,,61.5,49.3,,,,54
2017-11-04T00:16:08.809Z,,62.1,49.3,,,,54
2017-11-04T00:16:18.810Z,29,63.1,49.3,,,,54
2017-11-04T00:16:28.909Z,,63.3,49.4,,,,54
2017-11-04T00:16:38.810Z,,64,49.4,,,,54
2017-11-04T00:16:48.809Z,0,63.8,49.6,0,2,,54
2017-11-04T00:16:58.813Z,,61.8,49.6,,,,54
2017-11-04T00:17:08.811Z,,61.3,49.7,,,,54
2017-11-04T00:17:18.811Z,,60.8,49.8,,,,54
2017-11-04T00:17:28.914Z,,59.9,49.8,,,,54
2017-11-04T00:17:38.810Z,,58.9,49.9,,,,54
2017-11-04T00:17:48.810Z,,58.7,50,,,,54
2017-11-04T00:17:58.819Z,,57.9,50,,,,54
2017-11-04T00:18:08.812Z,,57.6,50.1,,,,54
2017-11-04T00:18:18.809Z,,56.9,50.1,,,,54
2017-11-04T00:18:28.899Z,,56.5,50.1,,,,54
2017-11-04T00:18:38.818Z,,55.9,50.1,,,,54
2017-11-04T00:18:48.817Z,,55.5,50.1,,,,54
2017-11-04T00:18:58.812Z,,54.9,50.1,,,,54
2017-11-04T00:19:08.812Z,,54.7,50.1,,,,54
2017-11-04T00:19:18.814Z,,54.3,50.1,,,,54
2017-11-04T00:19:28.905Z,,53.8,50.1,,,,54
2017-11-04T00:19:38.811Z,,53.5,50.1,,,,54
2017-11-04T00:19:48.812Z,,53.1,50,,,,54
2017-11-04T00:19:58.811Z,,53,50,,,,54
2017-11-04T00:20:08.814Z,,,49.9,,,,54
2017-11-04T00:20:18.815Z,,52.9,49.9,,,,54
2017-11-04T00:20:28.902Z,,,49.8,,,,54
2017-11-04T00:20:38.815Z,,,49.8,,,,54
2017-11-04T00:20:48.811Z,,52.8,49.7,,,,54
2017-11-04T00:20:58.819Z,,,49.7,,,,54
2017-11-04T00:21:08.814Z,,,49.6,,,,54
2017-11-04T00:21:18.810Z,,52.7,49.6,,,,54
2017-11-04T00:21:28.902Z,,,49.4,,,,54
2017-11-04T00:21:38.816Z,,,49.4,,,,54
2017-11-04T00:21:48.817Z,,,49.3,,,,54
2017-11-04T00:21:58.810Z,,,49.2,,,,54
2017-11-04T00:22:08.818Z,,,49.1,,,,54
2017-11-04T00:22:18.817Z,,,49,,,,54
2017-11-04T00:22:28.918Z,,52.8,48.9,,,,54
2017-11-04T00:22:38.817Z,,,48.8,,,,54
2017-11-04T00:22:48.818Z,,52.9,48.7,,,,54
2017-11-04T00:22:58.816Z,,,48.6,,,,54
2017-11-04T00:23:08.810Z,,53,48.5,,,,54
2017-11-04T00:23:18.817Z,,,48.4,,,,54
2017-11-04T00:23:28.903Z,,,48.3,,,,54
2017-11-04T00:23:38.825Z,39,57.1,48.2,0,2,,54
2017-11-04T00:23:48.819Z,32,58.7,48.1,,,,54
2017-11-04T00:23:58.814Z,29,56.9,48,,,,54
2017-11-04T00:24:08.815Z,,58,47.9,,,,54
2017-11-04T00:24:18.815Z,,59,47.8,,,,54
2017-11-04T00:24:28.915Z,,,47.7,,,,54
2017-11-04T00:24:38.821Z,,60,47.7,,,,54
2017-11-04T00:24:48.814Z,,60.2,47.7,,,,54
2017-11-04T00:24:58.818Z,,60.6,47.7,,,,54
2017-11-04T00:25:08.818Z,,61.1,47.7,,,,54
2017-11-04T00:25:18.817Z,,61.2,47.6,,,,54
2017-11-04T00:25:28.920Z,,61.5,47.7,,,,54
2017-11-04T00:25:38.823Z,,61.8,47.7,,,,54
2017-11-04T00:25:48.819Z,,62,47.7,,,,54
2017-11-04T00:25:58.813Z,,62.2,47.7,,,,54
2017-11-04T00:26:08.818Z,0,61.6,47.8,0,2,,54
2017-11-04T00:26:18.813Z,,59.9,47.7,,,,54
2017-11-04T00:26:28.905Z,,58.9,47.8,,,,54
2017-11-04T00:26:38.821Z,,58.6,47.8,,,,54
2017-11-04T00:26:48.826Z,,57.8,47.9,,,,54
2017-11-04T00:26:58.838Z,,56.8,48,,,,54
2017-11-04T00:27:08.816Z,,55.9,48,,,,54
2017-11-04T00:27:18.814Z,,55.5,48.1,,,,54
2017-11-04T00:27:28.911Z,,54.9,48.1,,,,54
2017-11-04T00:27:38.820Z,,53.9,48.2,,,,54
2017-11-04T00:27:48.816Z,,53.7,48.2,,,,54
2017-11-04T00:27:58.821Z,,52.9,48.2,,,,54
2017-11-04T00:28:08.818Z,,52.7,48.2,,,,54
2017-11-04T00:28:18.823Z,,51.9,48.2,,,,54
2017-11-04T00:28:28.904Z,,51.6,48.2,,,,54
2017-11-04T00:28:38.850Z,,51.2,48.2,,,,54
2017-11-04T00:28:48.823Z,,50.7,48.1,,,,54
2017-11-04T00:28:58.818Z,,50.4,48.1,,,,54
2017-11-04T00:29:08.824Z,,50,48.1,,,,54
2017-11-04T00:29:18.816Z,,50,48,,,,54
2017-11-04T00:29:28.907Z,,49.9,48,,,,54
2017-11-04T00:29:38.819Z,,,47.9,,,,54
2017-11-04T00:29:48.816Z,,,47.9,,,,54
2017-11-04T00:29:58.835Z,,,47.8,,,,54
2017-11-04T00:30:08.835Z,,49.8,47.8,,,,54
2017-11-04T00:30:18.832Z,,,47.7,,,,54
2017-11-04T00:30:28.956Z,,,47.7,,,,54
2017-11-04T00:30:38.821Z,,49.7,47.6,,,,54
2017-11-04T00:30:53.908Z,,,47.6,,,,54
2017-11-04T00:30:58.816Z,,,47.5,,,,54
2017-11-04T00:31:08.817Z,,,47.5,,,,54
2017-11-04T00:31:18.820Z,,,47.4,,,,54
2017-11-04T00:31:28.915Z,,,47.4,,,,54
2017-11-04T00:31:38.821Z,,,47.3,,,,54
2017-11-04T00:31:48.815Z,,,47.2,,,,54
2017-11-04T00:31:58.817Z,,,47.1,,,,54
2017-11-04T00:32:08.819Z,,49.8,47,,,,54
2017-11-04T00:32:18.819Z,,,46.9,,,,54
2017-11-04T00:32:28.919Z,,,46.8,,,,54
2017-11-04T00:32:38.822Z,,49.9,46.7,,,,54
2017-11-04T00:32:48.820Z,,,46.6,,,,54
2017-11-04T00:33:03.920Z,,50,46.5,,,,54
2017-11-04T00:33:08.820Z,,,46.5,,,,54
2017-11-04T00:33:18.819Z,,,46.3,,,,54
2017-11-04T00:33:28.930Z,,50.1,46.3,,,,54
2017-11-04T00:33:38.822Z,,,46.2,,,,54
2017-11-04T00:33:48.818Z,,,46.1,,,,54
2017-11-04T00:33:58.820Z,,,46,,,,54
2017-11-04T00:34:08.821Z,,,45.9,,,,54
2017-11-04T00:34:18.822Z,,,45.8,,,,54
2017-11-04T00:34:28.908Z,,,45.7,,,,54
2017-11-04T00:34:38.817Z,,,45.6,,,,54
2017-11-04T00:34:48.820Z,,,45.5,,,,54
2017-11-04T00:35:03.920Z,,,45.4,,,,54
2017-11-04T00:35:08.821Z,,,45.3,,,,54
2017-11-04T00:35:18.821Z,,,45.2,,,,54
2017-11-04T00:35:28.912Z,,,45.1,,,,54
2017-11-04T00:35:38.823Z,,,45,,,,54
2017-11-04T00:35:48.819Z,,,44.9,,,,54
2017-11-04T00:35:58.823Z,,,44.9,,,,54
2017-11-04T00:36:08.822Z,,,44.8,,,,54
2017-11-04T00:36:18.821Z,,50,44.7,,,,54
2017-11-04T00:36:28.920Z,,,44.6,,,,54
2017-11-04T00:36:38.824Z,,,44.4,,,,54
2017-11-04T00:36:48.824Z,,,44.3,,,,54
2017-11-04T00:36:58.818Z,,,44.2,,,,54
2017-11-04T00:37:08.819Z,,49.9,44.1,,,,54
2017-11-04T00:37:18.825Z,,,44.1,,,,54
2017-11-04T00:37:28.911Z,,,44,,,,54
2017-11-04T00:37:38.823Z,,,43.9,,,,54
2017-11-04T00:37:48.822Z,,,43.8,,,,54
2017-11-04T00:37:58.820Z,,,43.7,,,,54
2017-11-04T00:38:08.824Z,,49.8,43.7,,,,54
2017-11-04T00:38:18.824Z,,,43.6,,,,54
2017-11-04T00:38:28.913Z,,,43.5,,,,54
2017-11-04T00:38:38.827Z,,,43.4,,,,54
2017-11-04T00:38:48.855Z,,49.7,43.4,,,,54
2017-11-04T00:38:58.830Z,38,54.1,43.3,0,2,,54
2017-11-04T00:39:08.826Z,29,54.8,43.2,,,,54
2017-11-04T00:39:18.820Z,30,52.7,43.1,,,,54
2017-11-04T00:39:28.914Z,29,54,43.1,,,,54
2017-11-04T00:39:38.835Z,,55.2,43,,,,54
2017-11-04T00:39:48.821Z,,,43,,,,54
2017-11-04T00:39:58.825Z,,56.1,43,,,,54
2017-11-04T00:40:08.823Z,,56.3,43,,,,54
2017-11-04T00:40:18.826Z,30,56.6,43.1,,,,54
2017-11-04T00:40:28.924Z,29,56.9,43.1,,,,54
2017-11-04T00:40:38.829Z,,57,43.2,,,,54
2017-11-04T00:40:48.825Z,,57.2,43.3,,,,54
2017-11-04T00:40:58.825Z,,57.3,43.4,,,,54
2017-11-04T00:41:08.823Z,,57.4,43.4,,,,54
2017-11-04T00:41:18.822Z,,57.7,43.5,,,,54
2017-11-04T00:41:28.914Z,,58,43.6,,,,54
2017-11-04T00:41:38.828Z,,58.1,43.6,,,,54
2017-11-04T00:41:48.825Z,,58.2,43.7,,,,54
2017-11-04T00:41:58.823Z,,58.4,43.8,,,,54
2017-11-04T00:42:08.829Z,,58.6,43.9,,,,54
2017-11-04T00:42:18.828Z,,58.7,43.9,,,,54
2017-11-04T00:42:28.921Z,,58.8,44,,,,54
2017-11-04T00:42:38.832Z,,59,44.1,,,,54
2017-11-04T00:42:48.823Z,,59.1,44.2,,,,54
2017-11-04T00:42:58.824Z,30,59.3,44.3,,,,54
2017-11-04T00:43:08.826Z,29,59.4,44.4,,,,54
2017-11-04T00:43:18.827Z,,59.5,44.6,,,,54
2017-11-04T00:43:28.916Z,30,59.7,44.7,,,,54
2017-11-04T00:43:38.823Z,,59.8,44.7,,,,54
2017-11-04T00:43:48.830Z,29,59.9,44.8,,,,54
2017-11-04T00:44:03.923Z,,60,44.9,,,,54
2017-11-04T00:44:08.831Z,,60.1,45,,,,54
2017-11-04T00:44:18.823Z,,60.2,45.1,,,,54
2017-11-04T00:44:28.923Z,,60.4,45.2,,,,54
2017-11-04T00:44:38.825Z,,60.6,45.2,,,,54
2017-11-04T00:44:48.830Z,,60.7,45.4,,,,54
2017-11-04T00:44:58.826Z,,60.8,45.4,,,,54
2017-11-04T00:45:08.829Z,,61.1,45.5,,,,54
2017-11-04T00:45:19.118Z,,,45.6,,,,54
2017-11-04T00:45:28.886Z,,61.2,45.7,,,,54
2017-11-04T00:45:38.825Z,30,61.4,45.8,,,,54
2017-11-04T00:45:48.825Z,29,61.5,45.9,,,,54
2017-11-04T00:45:58.828Z,,61.6,46,,,,54
2017-11-04T00:46:08.824Z,,61.8,46.1,,,,54
2017-11-04T00:46:18.828Z,,61.9,46.2,,,,54
2017-11-04T00:46:28.934Z,,62,46.3,,,,54
2017-11-04T00:46:38.830Z,,62.1,46.3,,,,54
2017-11-04T00:46:48.826Z,30,62.2,46.4,,,,54
2017-11-04T00:46:58.826Z,29,62.4,46.5,,,,54
2017-11-04T00:47:08.827Z,30,62.5,46.6,,,,54
2017-11-04T00:47:18.827Z,29,62.6,46.7,,,,54
2017-11-04T00:47:28.916Z,,62.7,46.8,,,,54
2017-11-04T00:47:38.831Z,,62.8,46.9,,,,54
2017-11-04T00:47:48.829Z,,63.1,47,,,,54
2017-11-04T00:47:58.830Z,,,47.1,,,,54
2017-11-04T00:48:08.825Z,,63.2,47.2,,,,54
2017-11-04T00:48:18.828Z,,63.3,47.3,,,,54
2017-11-04T00:48:28.917Z,,63.4,47.4,,,,54
2017-11-04T00:48:38.829Z,,63.6,47.5,,,,54
2017-11-04T00:48:48.829Z,,63.8,47.6,,,,54
2017-11-04T00:48:58.829Z,0,61.8,47.7,0,2,,54
2017-11-04T00:49:08.831Z,,60.6,47.8,,,,54
2017-11-04T00:49:18.839Z,,59.5,47.8,,,,54
2017-11-04T00:49:28.929Z,,58.9,47.9,,,,54
2017-11-04T00:49:38.829Z,,57.9,48,,,,54
2017-11-04T00:49:48.829Z,,56.9,48.1,,,,54
2017-11-04T00:49:58.830Z,,56.5,48.2,,,,54
2017-11-04T00:50:09.127Z,,55.9,48.2,,,,54
2017-11-04T00:50:18.828Z,,54.9,48.3,,,,54
2017-11-04T00:50:28.920Z,,54.6,48.3,,,,54
2017-11-04T00:50:38.854Z,,53.9,48.3,,,,54
2017-11-04T00:50:48.828Z,,53.4,48.3,,,,54
2017-11-04T00:50:58.829Z,,52.9,48.3,,,,54
2017-11-04T00:51:08.827Z,,52.4,48.3,,,,54
2017-11-04T00:51:18.829Z,,51.9,48.3,,,,54
2017-11-04T00:51:28.920Z,0,51.6,48.3,0,2,61,54
2017-11-04T00:51:38.830Z,,51.2,48.2,,,,54
2017-11-04T00:51:48.831Z,,50.7,48.2,,,,54
2017-11-04T00:51:58.831Z,,50.6,48.1,,,,54
2017-11-04T00:52:08.831Z,,,48.1,,,,54
2017-11-04T00:52:18.833Z,,,48,,,,54
2017-11-04T00:52:28.929Z,,50.5,48,,,,54
2017-11-04T00:52:38.831Z,,,47.9,,,,54
2017-11-04T00:52:48.835Z,,,47.9,,,,54
2017-11-04T00:52:58.835Z,,50.4,47.8,,,,54
2017-11-04T00:53:08.832Z,,,47.8,,,,54
2017-11-04T00:53:18.833Z,,,47.8,,,,54
2017-11-04T00:53:28.923Z,,,47.7,,,,54
2017-11-04T00:53:38.832Z,,,47.7,,,,54
2017-11-04T00:53:48.831Z,,,47.6,,,,54
2017-11-04T00:53:58.830Z,,,47.5,,,,54
2017-11-04T00:54:08.835Z,,,47.5,0,2,,54
2017-11-04T00:54:18.838Z,38,55.3,47.4,,,,54
2017-11-04T00:54:28.923Z,29,56.9,47.3,,,,54
2017-11-04T00:54:38.832Z,,55,47.2,,,,54
2017-11-04T00:54:48.833Z,,56.2,47.1,,,,54
2017-11-04T00:54:58.834Z,,57.2,47,,,,54
2017-11-04T00:55:08.830Z,,,46.9,,,,54
2017-11-04T00:55:18.833Z,,58,46.9,,,,54
2017-11-04T00:55:28.925Z,,58.2,46.9,,,,54
2017-11-04T00:55:38.836Z,,58.6,46.9,,,,54
2017-11-04T00:55:48.836Z,,58.8,46.9,,,,54
2017-11-04T00:55:58.834Z,,59,46.9,,,,54
2017-11-04T00:56:08.835Z,,59.3,46.9,,,,54
2017-11-04T00:56:18.832Z,,59.5,47,,,,54
2017-11-04T00:56:28.925Z,,59.7,47,,,,54
2017-11-04T00:56:38.839Z,,60,47.1,,,,54
2017-11-04T00:56:48.836Z,,60.1,47.1,,,,54
2017-11-04T00:56:58.832Z,,60.4,47.1,,,,54
2017-11-04T00:57:08.831Z,,60.6,47.2,,,,54
2017-11-04T00:57:18.834Z,,60.7,47.2,,,,54
2017-11-04T00:57:28.930Z,30,60.9,47.3,,,,54
2017-11-04T00:57:38.836Z,29,61.1,47.3,,,,54
2017-11-04T00:57:48.836Z,30,61.2,47.3,,,,54
2017-11-04T00:57:58.849Z,29,61.3,47.4,,,,54
2017-11-04T00:58:08.834Z,,61.4,47.4,,,,54
2017-11-04T00:58:18.836Z,,61.5,47.5,,,,54
2017-11-04T00:58:28.944Z,,61.6,47.5,,,,54
2017-11-04T00:58:38.836Z,,61.8,47.5,,,,54
2017-11-04T00:58:48.834Z,,,47.6,,,,54
2017-11-04T00:58:58.976Z,,62,47.6,,,,54
2017-11-04T00:59:08.839Z,,,47.7,,,,54
2017-11-04T00:59:18.833Z,,62.2,47.7,,,,54
2017-11-04T00:59:28.936Z,0,61.8,47.8,0,2,,54
2017-11-04T00:59:38.834Z,,59.8,47.8,,,,54
2017-11-04T00:59:48.834Z,,58.7,47.9,,,,54
2017-11-04T00:59:58.845Z,,57.9,47.9,,,,54
2017-11-04T01:00:08.841Z,,56.9,48,,,,54
2017-11-04T01:00:18.836Z,,56.4,48.1,,,,54
2017-11-04T01:00:28.927Z,,55.7,48.1,,,,54
2017-11-04T01:00:38.841Z,,54.9,48.2,,,,54
2017-11-04T01:00:48.838Z,,54.4,48.2,,,,54
2017-11-04T01:00:58.837Z,,53.8,48.2,,,,54
2017-11-04T01:01:08.837Z,,53.3,48.2,,,,54
2017-11-04T01:01:18.838Z,,52.8,48.2,,,,54
2017-11-04T01:01:28.928Z,,52.3,48.1,,,,54
2017-11-04T01:01:38.836Z,,51.9,48.1,,,,54
2017-11-04T01:01:48.841Z,,51.5,48.1,,,,54
2017-11-04T01:01:58.833Z,,51.1,48,,,,54
2017-11-04T01:02:08.833Z,,50.7,48,,,,54
2017-11-04T01:02:18.840Z,44,50.5,47.9,0,2,,54
2017-11-04T01:02:28.944Z,36,56.1,47.9,,,,54
2017-11-04T01:02:38.834Z,29,56.9,47.8,,,,54
2017-11-04T01:02:48.845Z,,55.6,47.7,,,,54
2017-11-04T01:02:58.838Z,,57.1,47.7,,,,54
2017-11-04T01:03:08.835Z,,58,47.6,,,,54
2017-11-04T01:03:18.838Z,,58.3,47.6,,,,54
2017-11-04T01:03:28.928Z,,59.1,47.5,,,,54
2017-11-04T01:03:38.835Z,30,59.5,47.5,,,,54
2017-11-04T01:03:48.841Z,29,60,47.5,,,,54
2017-11-04T01:03:58.852Z,,60.7,47.5,,,,54
2017-11-04T01:04:08.841Z,0,58.8,47.5,0,2,,54
2017-11-04T01:04:18.843Z,,57.9,47.6,,,,54
2017-11-04T01:04:28.928Z,,57.2,47.6,,,,54
2017-11-04T01:04:38.845Z,,56.7,47.6,,,,54
2017-11-04T01:04:48.839Z,,55.9,47.7,,,,54
2017-11-04T01:04:58.842Z,,55.4,47.8,,,,54
2017-11-04T01:05:08.841Z,,54.9,47.8,,,,54
2017-11-04T01:05:18.836Z,,54.4,47.8,,,,54
2017-11-04T01:05:28.947Z,,53.8,47.8,,,,54
2017-11-04T01:05:38.845Z,,53.3,47.8,,,,54
2017-11-04T01:05:48.847Z,,52.9,47.8,,,,54
2017-11-04T01:05:58.892Z,,52.7,47.8,,,,54
2017-11-04T01:06:08.839Z,,51.9,47.7,,,,54
2017-11-04T01:06:18.844Z,,51.7,47.7,,,,54
2017-11-04T01:06:28.943Z,,51.3,47.7,,,,54
2017-11-04T01:06:38.842Z,,50.9,47.6,,,,54
2017-11-04T01:06:48.837Z,,50.4,47.6,,,,54
2017-11-04T01:06:58.840Z,,49.9,47.5,,,,54
2017-11-04T01:07:08.839Z,,49.7,47.5,,,,54
2017-11-04T01:07:18.843Z,44,50.1,47.5,0,2,,54
2017-11-04T01:07:28.931Z,38,53.2,47.4,,,,54
2017-11-04T01:07:38.842Z,29,53.9,47.3,,,,54
2017-11-04T01:07:48.845Z,,55.1,47.3,,,,54
2017-11-04T01:07:58.840Z,,56,47.2,,,,54
2017-11-04T01:08:08.844Z,,57,47.1,,,,54
2017-11-04T01:08:18.842Z,,57.6,47.1,,,,54
2017-11-04T01:08:28.952Z,,58.2,47.1,,,,54
2017-11-04T01:08:38.840Z,,59,47,,,,54
2017-11-04T01:08:48.843Z,0,58.8,47,0,2,,54
2017-11-04T01:08:58.842Z,,56.9,47,,,,54
2017-11-04T01:09:08.895Z,,56.2,47,,,,54
2017-11-04T01:09:18.838Z,,55.9,47,,,,54
2017-11-04T01:09:28.940Z,,54.9,47.1,,,,54
2017-11-04T01:09:38.839Z,,54.4,47.1,,,,54
2017-11-04T01:09:48.845Z,,53.9,47.2,,,,54
2017-11-04T01:09:58.848Z,,53.4,47.2,,,,54
2017-11-04T01:10:08.842Z,,52.9,47.2,,,,54
2017-11-04T01:10:18.840Z,,52.4,47.2,,,,54
2017-11-04T01:10:28.941Z,,51.9,47.2,,,,54
2017-11-04T01:10:38.841Z,,51.6,47.1,,,,54
2017-11-04T01:10:48.839Z,,51.2,47.1,,,,54
2017-11-04T01:10:58.853Z,,50.7,47.1,,,,54
2017-11-04T01:11:08.839Z,,50.4,47,,,,54
2017-11-04T01:11:18.844Z,,49.9,47,,,,54
2017-11-04T01:11:28.934Z,,49.7,47,,,,54
2017-11-04T01:11:38.847Z,,49.4,46.9,,,,54
2017-11-04T01:11:48.849Z,,49.1,46.9,,,,54
2017-11-04T01:11:58.852Z,,,46.8,,,,54
2017-11-04T01:12:08.843Z,,,46.8,,,,54
2017-11-04T01:12:18.844Z,,49,46.7,,,,54
2017-11-04T01:12:28.936Z,,,46.6,,,,54
2017-11-04T01:12:38.862Z,,,46.6,,,,54
2017-11-04T01:12:48.841Z,,49,46.5,,,,54
2017-11-04T01:12:58.841Z,,48.9,46.5,,,,54
2017-11-04T01:13:08.845Z,,,46.4,,,,54
2017-11-04T01:13:18.847Z,,,46.4,,,,54
2017-11-04T01:13:28.932Z,,,46.4,,,,54
2017-11-04T01:13:38.844Z,,,46.3,,,,54
2017-11-04T01:13:48.844Z,,48.8,46.2,,,,54
2017-11-04T01:13:59.150Z,,,46.1,,,,54
2017-11-04T01:14:08.844Z,,,46,,,,54
2017-11-04T01:14:18.844Z,,48.9,45.9,,,,54
2017-11-04T01:14:28.942Z,,,45.9,,,,54
2017-11-04T01:14:38.853Z,,,45.8,,,,54
2017-11-04T01:14:48.843Z,,,45.7,,,,54
2017-11-04T01:14:58.848Z,,49,45.6,,,,54
2017-11-04T01:15:08.848Z,,,45.4,,,,54
2017-11-04T01:15:18.850Z,,,45.3,,,,54
2017-11-04T01:15:28.940Z,,49.1,45.2,,,,54
2017-11-04T01:15:38.846Z,,,45.1,,,,54
2017-11-04T01:15:48.842Z,,,45,,,,54
2017-11-04T01:15:58.845Z,,49.2,44.9,,,,54
2017-11-04T01:16:08.844Z,,,44.8,,,,54
2017-11-04T01:16:18.845Z,,,44.7,,,,54
2017-11-04T01:16:28.958Z,,,44.6,,,,54
2017-11-04T01:16:38.848Z,,,44.4,,,,54
2017-11-04T01:16:48.847Z,,,44.3,,,,54
2017-11-04T01:16:58.850Z,,,44.2,0,2,,54
2017-11-04T01:17:13.947Z,35,54.4,44.1,,,,54
2017-11-04T01:17:18.845Z,29,54.9,44,,,,54
