Time,PrimTSet,ChActive,HwTOutlet,ActPow,PrimT,HwTSet,HwActive
2017-11-10T11:35:25.187Z,,,28.7,,61.9,54,
2017-11-10T11:35:35.209Z,,,29,,60.9,54,
2017-11-10T11:35:45.193Z,,,28.9,,59.8,54,
2017-11-10T11:35:55.253Z,,,29,,58.8,54,
2017-11-10T11:36:05.303Z,,,28.9,,57.9,54,
2017-11-10T11:36:15.325Z,,,28.4,,56.9,54,
2017-11-10T11:36:25.223Z,,,28.5,,56.6,54,
2017-11-10T11:36:35.239Z,,,28.3,,55.9,54,
2017-11-10T11:36:45.215Z,,,28.7,,55.3,54,
2017-11-10T11:36:55.228Z,,,28.9,,54.9,54,
2017-11-10T11:37:05.187Z,,,28.5,,54.4,54,
2017-11-10T11:37:15.275Z,,,28.4,,53.9,54,
2017-11-10T11:37:25.204Z,,1,28.3,42,56.1,54,0
2017-11-10T11:37:35.191Z,,,28.3,32,58,54,
2017-11-10T11:37:45.197Z,,,28.1,29,58,54,
2017-11-10T11:37:55.214Z,,,27.7,,59.1,54,
2017-11-10T11:38:05.243Z,,,27.3,,60,54,
2017-11-10T11:38:15.304Z,,,27.9,,60.5,54,
2017-11-10T11:38:25.206Z,,,28.1,,61.3,54,
2017-11-10T11:38:35.190Z,,,28.1,,62,54,
2017-11-10T11:38:45.214Z,,,28.1,,62.5,54,
2017-11-10T11:38:55.190Z,,,28.5,29,63.1,54,
2017-11-10T11:39:05.220Z,,,28.6,,63.4,54,
2017-11-10T11:39:15.281Z,,,28.5,,63.8,54,
2017-11-10T11:39:25.221Z,,,28.5,,64.1,54,
2017-11-10T11:39:35.235Z,,,28.6,,64.4,54,
2017-11-10T11:39:45.202Z,,,28.7,,64.6,54,
2017-11-10T11:39:55.196Z,,,28.9,,64.9,54,
2017-11-10T11:40:05.297Z,,1,29,0,62.9,54,0
2017-11-10T11:40:15.385Z,,,29,,61.6,54,
2017-11-10T11:40:25.244Z,,,29.1,,60.8,54,
2017-11-10T11:40:35.246Z,,,29,,59.6,54,
2017-11-10T11:40:45.235Z,,,29.1,,58.7,54,
2017-11-10T11:40:55.309Z,,,29.1,,57.9,54,
2017-11-10T11:41:05.237Z,,,28.6,,56.9,54,
2017-11-10T11:41:15.293Z,,,28.6,,56.4,54,
2017-11-10T11:41:25.202Z,,,28.7,,55.7,54,
2017-11-10T11:41:35.250Z,,,28.4,,55.2,54,
2017-11-10T11:41:45.257Z,,,28.3,,54.8,54,
2017-11-10T11:41:55.289Z,,,28.1,,54.3,54,
2017-11-10T11:42:05.259Z,,,27.8,,53.9,54,
2017-11-10T11:42:15.354Z,,,28,,53.5,54,
2017-11-10T11:42:25.281Z,,1,27.9,43,55,54,0
2017-11-10T11:42:35.263Z,,,28,36,57.3,54,
2017-11-10T11:42:45.272Z,,,28,29,57.6,54,
2017-11-10T11:42:55.422Z,,,28,29,59,54,
2017-11-10T11:43:05.273Z,,,27.9,,59.6,54,
2017-11-10T11:43:15.319Z,,,28.1,,60.2,54,
2017-11-10T11:43:25.297Z,,,28.3,29,61.1,54,
2017-11-10T11:43:35.210Z,,,28.4,,61.6,54,
2017-11-10T11:43:45.209Z,,,28.3,,62.2,54,
2017-11-10T11:43:55.196Z,,,28.4,,62.7,54,
2017-11-10T11:44:05.202Z,,,28.4,30,63.1,54,
2017-11-10T11:44:15.342Z,,,28.3,29,63.4,54,
2017-11-10T11:44:25.211Z,,,28.4,,63.8,54,
2017-11-10T11:44:40.356Z,,,28.6,29,64,54,
2017-11-10T11:44:45.228Z,,,28.4,,64.2,54,
2017-11-10T11:44:55.282Z,,,28.7,,64.5,54,
2017-11-10T11:45:05.240Z,,,28.7,,64.7,54,
2017-11-10T11:45:15.356Z,,,28.5,,64.8,54,
2017-11-10T11:45:25.474Z,,1,28.7,0,63.6,54,0
2017-11-10T11:45:35.306Z,,,28.7,,61.9,54,
2017-11-10T11:45:45.349Z,,,28.7,,60.9,54,
2017-11-10T11:45:55.329Z,,,28.9,,59.8,54,
2017-11-10T11:46:05.311Z,,,29.1,,58.7,54,
2017-11-10T11:46:15.361Z,,,28.7,,57.9,54,
2017-11-10T11:46:25.246Z,,,28.6,,56.9,54,
2017-11-10T11:46:35.251Z,,,28,,56.4,54,
2017-11-10T11:46:45.324Z,,,27.2,,55.7,54,
2017-11-10T11:46:55.272Z,,,27.2,,54.9,54,
2017-11-10T11:47:05.234Z,,,28.6,,54.6,54,
2017-11-10T11:47:15.305Z,,,28.6,,53.9,54,
2017-11-10T11:47:25.251Z,,1,28.5,42,56.1,54,0
2017-11-10T11:47:35.214Z,,,28.7,33,58,54,
2017-11-10T11:47:45.230Z,,,28.5,30,58,54,
2017-11-10T11:47:55.232Z,,,28.5,29,59,54,
2017-11-10T11:48:05.244Z,,,28.5,,60,54,
2017-11-10T11:48:15.317Z,,,28.5,,60.4,54,
2017-11-10T11:48:25.217Z,,,28.7,29,61.2,54,
2017-11-10T11:48:35.258Z,,,28.3,,62,54,
2017-11-10T11:48:45.235Z,,,27.2,,62.4,54,
2017-11-10T11:48:55.224Z,,,27.2,,62.8,54,
2017-11-10T11:49:05.251Z,,,27.3,29,63.2,54,
2017-11-10T11:49:15.301Z,,,27.7,,63.5,54,
2017-11-10T11:49:25.273Z,,,28.5,,64,54,
2017-11-10T11:49:35.241Z,,,29.7,,64.1,54,
2017-11-10T11:49:45.217Z,,,29.7,,64.4,54,
2017-11-10T11:49:55.228Z,,,30,30,64.6,54,
2017-11-10T11:50:05.224Z,,,30.1,29,64.8,54,
2017-11-10T11:50:15.396Z,,1,30.1,0,63.5,54,0
2017-11-10T11:50:25.304Z,,,30,,61.9,54,
2017-11-10T11:50:35.226Z,,,30,,60.9,54,
2017-11-10T11:50:45.252Z,,,30,,59.8,54,
2017-11-10T11:50:55.265Z,,,28.3,,58.8,54,
2017-11-10T11:51:05.800Z,,,28.1,,57.9,54,
2017-11-10T11:51:15.270Z,,,28.4,,56.9,54,
2017-11-10T11:51:25.220Z,,,28.4,,56.5,54,
2017-11-10T11:51:35.216Z,,,29.5,,55.9,54,
2017-11-10T11:51:45.230Z,,,29.7,,55.3,54,
2017-11-10T11:51:55.229Z,,,29.7,,54.8,54,
2017-11-10T11:52:05.231Z,,,29.5,,54.4,54,
2017-11-10T11:52:15.318Z,,,29.3,,53.9,54,
2017-11-10T11:52:25.221Z,,1,29.1,43,56,54,0
2017-11-10T11:52:35.224Z,,,28.5,36,57.6,54,
2017-11-10T11:52:45.213Z,,,28.4,29,58,54,
2017-11-10T11:52:55.587Z,,,28.9,,59,54,
2017-11-10T11:53:05.267Z,,,29.2,,60,54,
2017-11-10T11:53:15.315Z,,,28.9,,60.4,54,
2017-11-10T11:53:25.231Z,,,28.7,30,61.2,54,
2017-11-10T11:53:35.215Z,,,28.9,29,62,54,
2017-11-10T11:53:45.251Z,,,28.9,30,62.4,54,
2017-11-10T11:53:55.511Z,,,29,29,63.1,54,
2017-11-10T11:54:05.238Z,,,29,,63.2,54,
2017-11-10T11:54:15.318Z,,,28.7,,63.6,54,
2017-11-10T11:54:25.244Z,,,28.7,,64,54,
2017-11-10T11:54:35.545Z,,,28.7,,64.2,54,
2017-11-10T11:54:45.220Z,,,28.9,,64.5,54,
2017-11-10T11:54:55.241Z,,,28.9,,64.7,54,
2017-11-10T11:55:05.283Z,,,28.9,,64.9,54,
2017-11-10T11:55:15.351Z,,1,29,0,62.8,54,0
2017-11-10T11:55:25.229Z,,,29,,61.8,54,
2017-11-10T11:55:35.217Z,,,29.1,,60.8,54,
2017-11-10T11:55:45.281Z,,,29,,59.6,54,
2017-11-10T11:55:55.243Z,,,28.6,,58.6,54,
2017-11-10T11:56:05.253Z,,,28.6,,57.8,54,
2017-11-10T11:56:15.390Z,0,0,28.3,,56.9,54,2
2017-11-10T11:56:25.278Z,,0,24.7,0,59,54,0
2017-11-10T11:56:35.280Z,,,26.5,,58.3,54,
2017-11-10T11:56:45.249Z,,,43.8,,58.1,54,
2017-11-10T11:56:55.589Z,,,53.6,,58,54,
2017-11-10T11:57:05.226Z,,,55.1,,57.9,54,
2017-11-10T11:57:15.332Z,,,55,,57.8,54,
2017-11-10T11:57:25.269Z,61,1,52.6,,57.8,54,0
2017-11-10T11:57:35.297Z,,,49.2,33,60.2,54,
2017-11-10T11:57:45.228Z,0,0,46.6,29,60.8,54,0
2017-11-10T11:57:55.247Z,,0,38.6,0,62.9,54,0
2017-11-10T11:58:05.204Z,,,40.2,,60.2,54,
2017-11-10T11:58:15.399Z,,,52.9,,59.9,54,
2017-11-10T11:58:25.237Z,,,57.9,,59.8,54,
2017-11-10T11:58:35.243Z,,,58.7,,59.7,54,
2017-11-10T11:58:45.269Z,,,58.3,,,54,
2017-11-10T11:59:00.353Z,61,1,55.2,45,58.8,54,0
2017-11-10T11:59:05.253Z,,,51.9,35,61.1,54,
2017-11-10T11:59:15.272Z,,,49.4,29,61.5,54,
2017-11-10T11:59:25.214Z,,,47.6,,,54,
2017-11-10T11:59:35.225Z,,,45.9,30,62.4,54,
2017-11-10T11:59:45.254Z,,,44.7,29,62.8,54,
2017-11-10T11:59:55.213Z,,,43.2,,62.7,54,
2017-11-10T12:00:05.203Z,,,42.1,,62.9,54,
2017-11-10T12:00:20.360Z,,,40.4,29,63.1,54,
2017-11-10T12:00:25.217Z,,,39.4,30,,54,
2017-11-10T12:00:35.222Z,,,38.9,,63.2,54,
2017-11-10T12:00:45.216Z,,,38.3,29,63.3,54,
2017-11-10T12:00:55.238Z,,,37.5,30,63.4,54,
2017-11-10T12:01:05.241Z,,,36.8,29,63.6,54,
2017-11-10T12:01:16.287Z,,,36.2,,63.8,54,
2017-11-10T12:01:25.224Z,,,35.6,,64,54,
2017-11-10T12:01:35.213Z,,,35.2,,64.2,54,
2017-11-10T12:01:45.213Z,,,34.8,,64.5,54,
2017-11-10T12:01:55.208Z,61,1,34.4,29,64.6,54,0
2017-11-10T12:02:05.199Z,,,34.1,,64.8,54,
2017-11-10T12:02:15.293Z,,1,33.9,0,63.5,54,0
2017-11-10T12:02:25.201Z,,,33.4,,61.9,54,
2017-11-10T12:02:35.204Z,,,32.4,,60.9,54,
2017-11-10T12:02:45.229Z,,,32.8,,59.7,54,
2017-11-10T12:02:55.204Z,,,32.8,,58.8,54,
2017-11-10T12:03:05.226Z,,,31.4,,57.9,54,
2017-11-10T12:03:15.306Z,,,31.4,,56.9,54,
2017-11-10T12:03:25.217Z,,,32,,56.5,54,
2017-11-10T12:03:35.232Z,,,32.2,,55.9,54,
2017-11-10T12:03:45.219Z,,,31.2,,55.3,54,
2017-11-10T12:03:55.241Z,,1,31.9,44,55,54,0
2017-11-10T12:04:05.226Z,,,32.2,37,58.3,54,
2017-11-10T12:04:15.300Z,,,31.9,29,58.8,54,
2017-11-10T12:04:25.215Z,,,32,30,59.4,54,
2017-11-10T12:04:35.208Z,,,30.6,29,60.6,54,
2017-11-10T12:04:45.244Z,,,30.3,,61.2,54,
2017-11-10T12:04:55.222Z,,,30.4,,62,54,
2017-11-10T12:05:05.215Z,,,30.6,,62.6,54,
2017-11-10T12:05:15.313Z,,,31.4,,63.2,54,
2017-11-10T12:05:25.232Z,,,31.6,,63.6,54,
2017-11-10T12:05:35.279Z,,,31.8,,64.1,54,
2017-11-10T12:05:45.230Z,,,31.4,30,64.5,54,
2017-11-10T12:05:55.221Z,,,31.8,29,64.8,54,
2017-11-10T12:06:05.227Z,,1,32,0,63.6,54,0
2017-11-10T12:06:15.342Z,,,32,,61.8,54,
2017-11-10T12:06:25.217Z,,,32,,60.9,54,
2017-11-10T12:06:35.218Z,,,32.2,,59.7,54,
2017-11-10T12:06:45.257Z,,,32.5,,58.9,54,
2017-11-10T12:06:55.260Z,,,32.6,,57.9,54,
2017-11-10T12:07:05.221Z,,,32.4,,57.4,54,
2017-11-10T12:07:15.329Z,,,32.3,,56.8,54,
2017-11-10T12:07:25.214Z,,,32,,56.2,54,
2017-11-10T12:07:35.246Z,,,31.6,,55.6,54,
2017-11-10T12:07:45.220Z,,,31.8,,55.1,54,
2017-11-10T12:07:55.212Z,,,31.5,,54.7,54,
2017-11-10T12:08:05.208Z,,,31,,54.3,54,
2017-11-10T12:08:15.302Z,,,30.7,,53.9,54,
2017-11-10T12:08:25.232Z,,,30.6,,53.6,54,
2017-11-10T12:08:35.202Z,,,30.2,,53.3,54,
2017-11-10T12:08:45.206Z,,,30.2,,53.1,54,
2017-11-10T12:08:55.251Z,,1,30.1,44,53.1,54,0
2017-11-10T12:09:05.205Z,,,30,35,57,54,
2017-11-10T12:09:15.308Z,,,29.6,29,57.2,54,
2017-11-10T12:09:25.237Z,,,29.8,29,58.1,54,
2017-11-10T12:09:35.211Z,,,29.2,,59.1,54,
2017-11-10T12:09:45.226Z,,,29,,60,54,
2017-11-10T12:09:55.239Z,,,29.1,,60.6,54,
2017-11-10T12:10:05.206Z,,,29.2,,61.3,54,
2017-11-10T12:10:15.347Z,,,29.5,,62,54,
2017-11-10T12:10:30.464Z,,,29.6,,62.4,54,
2017-11-10T12:10:35.246Z,,,29.6,,63.1,54,
2017-11-10T12:10:45.215Z,,,29.6,,63.3,54,
2017-11-10T12:10:55.212Z,,,29.3,,63.6,54,
2017-11-10T12:11:05.207Z,,,29.7,29,64,54,
2017-11-10T12:11:15.294Z,,,29.3,,64.2,54,
2017-11-10T12:11:25.210Z,,,29.3,,64.5,54,
2017-11-10T12:11:35.218Z,,,29.8,,64.7,54,
2017-11-10T12:11:45.225Z,,,30,0,64.9,54,
2017-11-10T12:11:55.211Z,,1,29.6,,62.7,54,0
2017-11-10T12:12:05.222Z,,,29.8,,61.4,54,
2017-11-10T12:12:15.316Z,,,29.8,,60,54,
2017-11-10T12:12:25.213Z,,,30,,58.9,54,
2017-11-10T12:12:35.237Z,,,29.7,,58.4,54,
2017-11-10T12:12:45.249Z,,,29.7,,57.6,54,
2017-11-10T12:12:55.218Z,,,29.2,,56.8,54,
2017-11-10T12:13:05.227Z,,,29,,56.2,54,
2017-11-10T12:13:15.331Z,,,28.9,,55.5,54,
2017-11-10T12:13:25.210Z,,,28.5,,54.9,54,
2017-11-10T12:13:35.219Z,,,28.6,,54.6,54,
2017-11-10T12:13:45.258Z,,,28.4,,53.9,54,
2017-11-10T12:13:55.211Z,,1,28.3,44,53.9,54,0
2017-11-10T12:14:05.210Z,,,28.5,38,57.3,54,
2017-11-10T12:14:15.300Z,,,28.7,29,57.9,54,
2017-11-10T12:14:25.205Z,,,28.9,29,59,54,
2017-11-10T12:14:35.220Z,,,28.7,,59.7,54,
2017-11-10T12:14:45.323Z,,,28.7,,60.2,54,
2017-11-10T12:14:55.216Z,,,28.6,,61.1,54,
2017-11-10T12:15:05.216Z,,,28.7,,62,54,
2017-11-10T12:15:15.301Z,,,28.7,,62.4,54,
2017-11-10T12:15:25.221Z,,,29,,63.1,54,
2017-11-10T12:15:35.225Z,,,28.9,,63.3,54,
2017-11-10T12:15:45.214Z,,,28.9,30,63.8,54,
2017-11-10T12:15:55.482Z,,,28.9,29,64,54,
2017-11-10T12:16:05.213Z,,,28.7,,64.4,54,
2017-11-10T12:16:15.322Z,,,28.7,,64.6,54,
2017-11-10T12:16:25.212Z,,,28.9,,64.8,54,
2017-11-10T12:16:40.307Z,,1,28.9,0,63.9,54,0
2017-11-10T12:16:45.234Z,,,29.1,,61.8,54,
2017-11-10T12:16:55.216Z,,,29.1,,60.8,54,
2017-11-10T12:17:05.231Z,,,29.3,,59.7,54,
2017-11-10T12:17:15.324Z,,,29.5,,58.7,54,
2017-11-10T12:17:25.229Z,,,29.5,,57.9,54,
2017-11-10T12:17:35.219Z,,,29.2,,56.9,54,
2017-11-10T12:17:45.208Z,,,29,,56.5,54,
2017-11-10T12:17:55.212Z,,,29,,55.9,54,
2017-11-10T12:18:05.208Z,,,28.9,,55.2,54,
2017-11-10T12:18:15.319Z,,,29,,54.8,54,
2017-11-10T12:18:25.212Z,,,28.9,,54.3,54,
2017-11-10T12:18:35.264Z,,,28.6,,53.9,54,
2017-11-10T12:18:45.212Z,,,28.6,,53.5,54,
2017-11-10T12:18:55.275Z,,1,28.4,,53.2,54,0
2017-11-10T12:19:05.316Z,,,28.4,36,57.1,54,
2017-11-10T12:19:15.433Z,,,28.5,29,57.4,54,
2017-11-10T12:19:25.224Z,,,28.5,,58.2,54,
2017-11-10T12:19:35.212Z,,,28.3,,59.3,54,
2017-11-10T12:19:45.212Z,,,28.4,,60,54,
2017-11-10T12:19:55.253Z,,,28.5,,60.7,54,
2017-11-10T12:20:05.211Z,,,28.4,29,61.3,54,
2017-11-10T12:20:15.308Z,,,28.3,30,62,54,
2017-11-10T12:20:25.206Z,,,28.3,,62.5,54,
2017-11-10T12:20:35.205Z,,,28.1,29,63.1,54,
2017-11-10T12:20:45.206Z,,,28.5,,63.3,54,
2017-11-10T12:20:55.211Z,,,28.6,,63.6,54,
2017-11-10T12:21:05.208Z,,,28.4,,64,54,
2017-11-10T12:21:15.390Z,,,28.9,,64.1,54,
2017-11-10T12:21:25.216Z,,,28.9,,64.4,54,
2017-11-10T12:21:35.223Z,,,28.9,,64.6,54,
2017-11-10T12:21:45.211Z,,,28.9,30,64.8,54,
2017-11-10T12:21:55.219Z,,1,28.9,0,64.9,54,0
2017-11-10T12:22:05.259Z,,,29.2,,61.9,54,
2017-11-10T12:22:15.314Z,,,29.3,,60.9,54,
2017-11-10T12:22:25.221Z,,,29.3,,59.8,54,
2017-11-10T12:22:35.209Z,,,29.2,,58.8,54,
2017-11-10T12:22:45.209Z,,,29.3,,57.9,54,
2017-11-10T12:22:55.308Z,,,29.1,,56.9,54,
2017-11-10T12:23:05.250Z,,,29.1,,56.5,54,
2017-11-10T12:23:15.340Z,,,28.7,,55.9,54,
2017-11-10T12:23:25.231Z,,,29,,55.2,54,
2017-11-10T12:23:35.216Z,,,29,,54.8,54,
2017-11-10T12:23:45.230Z,,,29,,54.3,54,
2017-11-10T12:23:55.253Z,,1,28.6,44,54,54,0
2017-11-10T12:24:05.223Z,,,28.4,34,58,54,
2017-11-10T12:24:15.365Z,,,28,29,58,54,
2017-11-10T12:24:30.315Z,0,0,23.6,,58.5,54,2
2017-11-10T12:24:35.329Z,,,50.4,32,56.2,54,
2017-11-10T12:24:45.298Z,,0,54.9,0,56.1,54,0
2017-11-10T12:24:55.236Z,,,54.8,,55.2,54,
2017-11-10T12:25:05.256Z,,,54.6,,57.1,54,
2017-11-10T12:25:15.348Z,,,55.2,,58.2,54,
2017-11-10T12:25:25.235Z,,,55.6,,58.4,54,
2017-11-10T12:25:35.266Z,,,55.5,,58.3,54,
2017-11-10T12:25:45.246Z,61,1,54.6,,58,54,0
2017-11-10T12:25:55.246Z,,1,51.7,42,58.1,54,0
2017-11-10T12:26:05.266Z,,,48.8,30,62,54,
2017-11-10T12:26:15.357Z,,,46.6,29,60.8,54,
2017-11-10T12:26:25.337Z,,,45,,61.1,54,
2017-11-10T12:26:35.256Z,,,43.4,,62.1,54,
2017-11-10T12:26:45.220Z,,,42,,62.2,54,
2017-11-10T12:26:55.229Z,,,40.9,,62.6,54,
2017-11-10T12:27:05.235Z,,,39.8,,62.8,54,
2017-11-10T12:27:15.303Z,,,38.5,,63.1,54,
2017-11-10T12:27:25.266Z,,,37.7,,,54,
2017-11-10T12:27:35.213Z,,,36.8,,63.2,54,
2017-11-10T12:27:45.301Z,,,36.1,,63.3,54,
2017-11-10T12:27:55.209Z,,,35.5,,63.4,54,
2017-11-10T12:28:05.212Z,,,34.7,,63.5,54,
2017-11-10T12:28:15.300Z,,,34.3,,63.6,54,
2017-11-10T12:28:25.305Z,,,33.9,30,64,54,
2017-11-10T12:28:35.283Z,,,33.4,,,54,
2017-11-10T12:28:45.274Z,,,33.1,29,64.2,54,
2017-11-10T12:28:55.277Z,,,32.7,,64.5,54,
2017-11-10T12:29:05.259Z,,,32.3,30,64.6,54,
2017-11-10T12:29:15.369Z,,,32.5,29,64.8,54,
2017-11-10T12:29:25.264Z,,1,32.1,0,64.9,54,0
2017-11-10T12:29:35.224Z,,,31.5,,62.5,54,
2017-11-10T12:29:45.259Z,,,30.9,,61.3,54,
2017-11-10T12:29:55.252Z,,,30.6,,59.8,54,
2017-11-10T12:30:05.230Z,,,30.4,,58.9,54,
2017-11-10T12:30:15.333Z,,,30.4,,58.2,54,
2017-11-10T12:30:25.220Z,,,30.3,,57.3,54,
2017-11-10T12:30:35.212Z,,,30.4,,56.6,54,
2017-11-10T12:30:45.228Z,,,30.4,,55.9,54,
2017-11-10T12:30:55.220Z,,,30.8,,55.3,54,
2017-11-10T12:31:05.215Z,,1,30.8,44,55,54,0
2017-11-10T12:31:15.304Z,,,30.7,38,58.4,54,
2017-11-10T12:31:25.239Z,,,30.8,30,58.8,54,
2017-11-10T12:31:35.213Z,,,30.9,30,59.4,54,
2017-11-10T12:31:45.242Z,,,30.7,29,60.5,54,
2017-11-10T12:31:55.301Z,,,30.6,30,61.2,54,
2017-11-10T12:32:05.359Z,,,30.3,29,62,54,
2017-11-10T12:32:15.306Z,,,30.9,,62.4,54,
2017-11-10T12:32:25.263Z,,,30.8,30,63.1,54,
2017-11-10T12:32:35.227Z,,,31,29,63.4,54,
2017-11-10T12:32:45.247Z,,,30.9,,64,54,
2017-11-10T12:32:55.253Z,,,30.8,,64.2,54,
2017-11-10T12:33:05.238Z,,,30.7,,64.5,54,
2017-11-10T12:33:15.324Z,,,30.9,,64.8,54,
2017-11-10T12:33:25.268Z,,1,30,0,64.8,54,0
2017-11-10T12:33:35.232Z,,,30.4,,61.9,54,
2017-11-10T12:33:45.232Z,,,31.4,,60.9,54,
2017-11-10T12:33:55.292Z,,,31.6,,59.8,54,
2017-11-10T12:34:05.213Z,,,31.9,,58.9,54,
2017-11-10T12:34:15.304Z,,,31.9,,57.9,54,
2017-11-10T12:34:25.214Z,,,32.1,,57.4,54,
2017-11-10T12:34:35.232Z,,,32.1,,56.7,54,
2017-11-10T12:34:45.216Z,,,32,,55.9,54,
2017-11-10T12:34:55.227Z,,,31.5,,55.5,54,
2017-11-10T12:35:05.218Z,,,31.3,,54.9,54,
2017-11-10T12:35:15.318Z,,,30.7,,54.6,54,
2017-11-10T12:35:25.217Z,,,29.5,,54.1,54,
2017-11-10T12:35:35.233Z,,,29.3,,53.8,54,
2017-11-10T12:35:45.211Z,,,29.3,,53.5,54,
2017-11-10T12:35:55.224Z,,,29.3,,53.2,54,
2017-11-10T12:36:05.253Z,,1,30.7,44,53.2,54,0
2017-11-10T12:36:15.325Z,,,30.6,36,57.1,54,
2017-11-10T12:36:25.232Z,,,30.3,29,57.3,54,
2017-11-10T12:36:35.259Z,,,30.4,,58.2,54,
2017-11-10T12:36:45.214Z,,,30.7,,59.1,54,
2017-11-10T12:36:55.219Z,,,30.7,30,60,54,
2017-11-10T12:37:05.222Z,,,30.8,29,60.6,54,
2017-11-10T12:37:15.307Z,,,30.6,,61.3,54,
2017-11-10T12:37:25.216Z,,,30.7,,62,54,
2017-11-10T12:37:35.218Z,,,30.4,,62.4,54,
2017-11-10T12:37:45.213Z,,,30.2,,62.8,54,
2017-11-10T12:37:55.218Z,,,30.2,29,63.2,54,
2017-11-10T12:38:05.214Z,,,30.4,,63.5,54,
2017-11-10T12:38:15.313Z,,,30.4,30,63.8,54,
2017-11-10T12:38:25.224Z,,,30.2,29,64.1,54,
2017-11-10T12:38:35.223Z,,,30.3,,64.4,54,
2017-11-10T12:38:45.225Z,,,30.3,,64.6,54,
2017-11-10T12:38:55.218Z,,,30.2,,64.8,54,
2017-11-10T12:39:05.215Z,,1,30.3,0,64.9,54,0
2017-11-10T12:39:15.312Z,,,30.2,,61.9,54,
2017-11-10T12:39:25.251Z,,,30.1,,61.3,54,
2017-11-10T12:39:35.220Z,,,30.2,,59.9,54,
2017-11-10T12:39:45.242Z,,,30,,58.9,54,
2017-11-10T12:39:55.244Z,,,29.7,,57.9,54,
2017-11-10T12:40:05.235Z,,,29.7,,57.3,54,
2017-11-10T12:40:15.814Z,,,29.8,,56.6,54,
2017-11-10T12:40:25.267Z,,,29.8,,55.9,54,
2017-11-10T12:40:35.225Z,,,29.7,,55.4,54,
2017-11-10T12:40:45.217Z,,,29.6,,54.9,54,
2017-11-10T12:40:55.230Z,,,29.1,,54.4,54,
2017-11-10T12:41:05.229Z,,1,28.6,,53.9,54,0
2017-11-10T12:41:15.321Z,,,28.5,36,58,54,
2017-11-10T12:41:25.218Z,,,28.3,29,58.2,54,
2017-11-10T12:41:35.240Z,,,28.7,,59,54,
2017-11-10T12:41:45.216Z,,,28.9,,60,54,
2017-11-10T12:41:55.230Z,,,28.9,,60.5,54,
2017-11-10T12:42:05.225Z,,,29,,61.3,54,
2017-11-10T12:42:15.318Z,,,29,,62,54,
2017-11-10T12:42:25.230Z,,,29,,62.6,54,
2017-11-10T12:42:35.230Z,,,29.2,30,63.1,54,
2017-11-10T12:42:45.218Z,,,29.5,29,63.5,54,
2017-11-10T12:42:55.226Z,,,29.6,,64,54,
2017-11-10T12:43:05.242Z,,,29.1,,64.2,54,
2017-11-10T12:43:15.304Z,,,29.1,,64.5,54,
2017-11-10T12:43:25.220Z,,,29.1,,64.8,54,
2017-11-10T12:43:35.217Z,,1,29.3,0,64.9,54,0
2017-11-10T12:43:45.220Z,,,29.2,,61.9,54,
2017-11-10T12:43:55.228Z,,,29.1,,60.9,54,
2017-11-10T12:44:05.235Z,,,29.5,,59.9,54,
2017-11-10T12:44:15.316Z,,,29.2,,58.9,54,
2017-11-10T12:44:25.221Z,,,29.1,,58.2,54,
2017-11-10T12:44:35.221Z,,,29.2,,57.3,54,
2017-11-10T12:44:45.231Z,,,29.5,,56.7,54,
2017-11-10T12:44:55.226Z,,,29.3,,55.9,54,
2017-11-10T12:45:10.319Z,,,29.1,,55.5,54,
2017-11-10T12:45:15.310Z,,,29.1,,54.9,54,
2017-11-10T12:45:25.228Z,,,29,,54.6,54,
2017-11-10T12:45:35.223Z,,,28.7,,54.1,54,
2017-11-10T12:45:45.231Z,,,28.5,,53.7,54,
2017-11-10T12:45:55.235Z,,,28.9,,53.4,54,
2017-11-10T12:46:05.232Z,,1,28.9,44,53.2,54,0
2017-11-10T12:46:15.343Z,,,28.6,36,57.1,54,
2017-11-10T12:46:25.237Z,,,28.5,29,57.6,54,
2017-11-10T12:46:35.224Z,,,28.3,,58.2,54,
2017-11-10T12:46:45.223Z,,,28.5,29,59.4,54,
2017-11-10T12:46:55.233Z,,,28.5,30,60.1,54,
2017-11-10T12:47:05.221Z,,,28.6,,61.1,54,
2017-11-10T12:47:15.329Z,,,28.5,29,61.4,54,
2017-11-10T12:47:25.233Z,,,28.5,,62,54,
2017-11-10T12:47:35.221Z,,,28.7,,62.6,54,
2017-11-10T12:47:45.261Z,,,28.6,,63.1,54,
2017-11-10T12:47:55.226Z,,,28.9,,63.4,54,
2017-11-10T12:48:05.239Z,,,28.9,30,63.6,54,
2017-11-10T12:48:15.340Z,,,28.9,29,64,54,
2017-11-10T12:48:25.247Z,,,28.7,,64.2,54,
2017-11-10T12:48:35.226Z,,,29,,64.5,54,
2017-11-10T12:48:45.225Z,,,28.7,,64.7,54,
2017-11-10T12:48:55.233Z,,,28.9,,64.9,54,
2017-11-10T12:49:05.232Z,,1,29.1,0,62.7,54,0
2017-11-10T12:49:15.313Z,,,29,,61.4,54,
2017-11-10T12:49:25.247Z,,,28.9,,60.5,54,
2017-11-10T12:49:35.221Z,,,29,,58.9,54,
2017-11-10T12:49:50.321Z,,,29.2,,58.4,54,
2017-11-10T12:49:55.224Z,,,29.2,,57.6,54,
2017-11-10T12:50:05.233Z,,,29,,56.8,54,
2017-11-10T12:50:15.311Z,,,29.1,,55.9,54,
2017-11-10T12:50:25.223Z,,,28.9,,55.4,54,
