Time,PrimTSet,ChActive,HwTOutlet,ActPow,PrimT,HwTSet,HwActive
2017-11-10T06:58:15.023Z,,,27.7,,54.3,54,
2017-11-10T06:58:25.025Z,,,27.3,,53.8,54,
2017-11-10T06:58:35.028Z,,,27.9,,53.4,54,
2017-11-10T06:58:45.025Z,,,27.9,,53,54,
2017-11-10T06:58:55.026Z,,1,28,37,57,54,0
2017-11-10T06:59:05.027Z,,,27.5,29,57.4,54,
2017-11-10T06:59:15.031Z,,,27.7,,58,54,
2017-11-10T06:59:25.044Z,,,27.7,,59,54,
2017-11-10T06:59:35.019Z,,,27.9,,59.7,54,
2017-11-10T06:59:45.029Z,,,27.9,,60.5,54,
2017-11-10T06:59:55.021Z,,,28,,61.1,54,
2017-11-10T07:00:05.026Z,,,27.9,,61.6,54,
2017-11-10T07:00:15.021Z,,,27.9,,62.1,54,
2017-11-10T07:00:25.334Z,,,27.8,,62.5,54,
2017-11-10T07:00:35.027Z,,,28,,62.9,54,
2017-11-10T07:00:45.028Z,,,28.1,,63.2,54,
2017-11-10T07:00:55.081Z,,,28.3,,63.4,54,
2017-11-10T07:01:05.025Z,,,28.4,,63.6,54,
2017-11-10T07:01:15.025Z,,,28.3,29,64,54,
2017-11-10T07:01:25.026Z,,,28.4,,64.1,54,
2017-11-10T07:01:35.028Z,61,1,28.5,29,64.4,54,0
2017-11-10T07:01:50.157Z,,,28.5,,64.5,54,
2017-11-10T07:01:55.084Z,,,28.6,,64.7,54,
2017-11-10T07:02:05.072Z,,,28.5,,64.8,54,
2017-11-10T07:02:15.037Z,,,28.6,,64.9,54,
2017-11-10T07:02:25.031Z,,1,28.5,0,62.9,54,0
2017-11-10T07:02:35.032Z,,,28.7,,61.4,54,
2017-11-10T07:02:45.036Z,,,28.9,,59.9,54,
2017-11-10T07:02:55.032Z,,,28.9,,58.9,54,
2017-11-10T07:03:05.028Z,,,28.9,,58.2,54,
2017-11-10T07:03:15.031Z,,,28.4,,57.3,54,
2017-11-10T07:03:25.024Z,,,28.1,,56.6,54,
2017-11-10T07:03:35.059Z,,,28.4,,55.9,54,
2017-11-10T07:03:45.027Z,,,28.7,,55.2,54,
2017-11-10T07:03:55.057Z,,1,28.5,44,55.2,54,0
2017-11-10T07:04:05.030Z,,,28.1,36,58.6,54,
2017-11-10T07:04:15.028Z,,,28.3,29,,54,
2017-11-10T07:04:25.188Z,,,28,,59.5,54,
2017-11-10T07:04:35.036Z,,,28.1,,60.2,54,
2017-11-10T07:04:45.049Z,,,28.3,,60.8,54,
2017-11-10T07:04:55.028Z,,,28.3,,61.5,54,
2017-11-10T07:05:05.087Z,,,28.5,29,62,54,
2017-11-10T07:05:15.055Z,,,28.6,,62.5,54,
2017-11-10T07:05:25.024Z,,,28.5,,62.8,54,
2017-11-10T07:05:35.028Z,,,28.6,,63.2,54,
2017-11-10T07:05:45.022Z,,,28.7,,63.5,54,
2017-11-10T07:05:55.026Z,,,28.6,,63.6,54,
2017-11-10T07:06:05.057Z,,,28.7,,63.9,54,
2017-11-10T07:06:15.025Z,,,28.6,,64,54,
2017-11-10T07:06:25.030Z,,,28.6,,64.2,54,
2017-11-10T07:06:35.027Z,,,28.7,,64.4,54,
2017-11-10T07:06:45.040Z,,,29,,64.5,54,
2017-11-10T07:06:55.025Z,,,29.1,,64.6,54,
2017-11-10T07:07:05.029Z,,,29.1,,64.7,54,
2017-11-10T07:07:15.028Z,,,29.2,30,,54,
2017-11-10T07:07:25.026Z,,,29.2,29,64.8,54,
2017-11-10T07:07:35.028Z,,,29.1,,64.9,54,
2017-11-10T07:07:45.022Z,,,29.2,,,54,
2017-11-10T07:07:55.023Z,,1,29.3,0,62.9,54,0
2017-11-10T07:08:05.030Z,,,29.3,,61.3,54,
2017-11-10T07:08:15.030Z,,,29.5,,60.2,54,
2017-11-10T07:08:25.028Z,,,29.5,,58.8,54,
2017-11-10T07:08:35.026Z,,,29.3,,57.9,54,
2017-11-10T07:08:45.028Z,,,29.1,,57.1,54,
2017-11-10T07:08:55.030Z,,,29,,56.4,54,
2017-11-10T07:09:05.027Z,,,28.7,,55.6,54,
2017-11-10T07:09:15.027Z,,,28.6,,54.9,54,
2017-11-10T07:09:25.037Z,,1,28.4,42,57.2,54,0
2017-11-10T07:09:35.040Z,,,28.4,31,58.8,54,
2017-11-10T07:09:45.029Z,,,28.4,29,58.7,54,
2017-11-10T07:09:55.071Z,,,28.5,,60,54,
2017-11-10T07:10:05.080Z,,,28.7,,60.4,54,
2017-11-10T07:10:15.029Z,,,28.9,30,61.2,54,
2017-11-10T07:10:25.029Z,,,28.5,29,61.6,54,
2017-11-10T07:10:35.030Z,,,28.5,,62.2,54,
2017-11-10T07:10:45.032Z,,,28.7,,62.7,54,
2017-11-10T07:10:55.059Z,,,28.9,,63.1,54,
2017-11-10T07:11:05.025Z,,,28.9,,63.5,54,
2017-11-10T07:11:15.031Z,,,29,,63.8,54,
2017-11-10T07:11:25.026Z,,,29.1,,64.1,54,
2017-11-10T07:11:35.029Z,,,29.1,,64.4,54,
2017-11-10T07:11:45.031Z,,,29.2,,64.6,54,
2017-11-10T07:11:55.033Z,,,28.9,,64.7,54,
2017-11-10T07:12:05.030Z,,,28.4,,64.9,54,
2017-11-10T07:12:15.031Z,,1,28.6,0,62.7,54,0
2017-11-10T07:12:25.044Z,,,28.7,,61.5,54,
2017-11-10T07:12:35.044Z,,,29.1,,60.6,54,
2017-11-10T07:12:45.033Z,,,29.5,,59.4,54,
2017-11-10T07:12:55.032Z,,,29.5,,58.5,54,
2017-11-10T07:13:05.037Z,,,29.1,,57.8,54,
2017-11-10T07:13:15.045Z,,,29,,56.9,54,
2017-11-10T07:13:25.053Z,,,28.9,,56.4,54,
2017-11-10T07:13:35.037Z,,,28.6,,55.7,54,
2017-11-10T07:13:45.033Z,,,28.6,,55.2,54,
2017-11-10T07:13:55.031Z,,,28.3,,54.8,54,
2017-11-10T07:14:05.073Z,,,28.5,,54.4,54,
2017-11-10T07:14:15.034Z,,,28.6,,53.9,54,
2017-11-10T07:14:25.029Z,,1,28.5,43,56.1,54,0
2017-11-10T07:14:35.030Z,,,28.3,31,58.3,54,
2017-11-10T07:14:45.034Z,,,28.3,29,58.4,54,
2017-11-10T07:14:55.031Z,,,28.6,,59.7,54,
2017-11-10T07:15:05.031Z,,,28.4,30,60.4,54,
2017-11-10T07:15:15.037Z,,,28.1,29,61.1,54,
2017-11-10T07:15:25.038Z,,,28.1,,61.8,54,
2017-11-10T07:15:35.034Z,,,28.3,30,62.4,54,
2017-11-10T07:15:45.027Z,,,28.3,29,62.9,54,
2017-11-10T07:15:55.050Z,,,28.3,,63.3,54,
2017-11-10T07:16:05.040Z,,,28.5,,63.8,54,
2017-11-10T07:16:15.036Z,,,28.7,,64.1,54,
2017-11-10T07:16:25.035Z,,,28.5,,64.4,54,
2017-11-10T07:16:35.035Z,,,28.7,,64.6,54,
2017-11-10T07:16:45.029Z,,,29,,64.8,54,
2017-11-10T07:16:55.029Z,,1,29.1,0,63.6,54,0
2017-11-10T07:17:05.028Z,,,29,,61.6,54,
2017-11-10T07:17:15.031Z,,,29,,60.7,54,
2017-11-10T07:17:25.028Z,,,29,,59.6,54,
2017-11-10T07:17:35.038Z,,,28.6,,58.7,54,
2017-11-10T07:17:45.036Z,,,28.5,,57.9,54,
2017-11-10T07:17:55.032Z,,,28.6,,57.2,54,
2017-11-10T07:18:05.034Z,,,28.4,,56.6,54,
2017-11-10T07:18:15.051Z,,,28.1,,56.1,54,
2017-11-10T07:18:25.055Z,,,28.4,,55.5,54,
2017-11-10T07:18:35.028Z,,,28.3,,55,54,
2017-11-10T07:18:45.039Z,,,28.3,,54.7,54,
2017-11-10T07:18:55.037Z,,,28.4,,54.3,54,
2017-11-10T07:19:05.038Z,,,28.1,,53.9,54,
2017-11-10T07:19:15.032Z,,,28,,53.6,54,
2017-11-10T07:19:25.068Z,,1,28.4,42,56.3,54,0
2017-11-10T07:19:38.069Z,,,28,32,58,54,
2017-11-10T07:19:45.065Z,,,27.8,30,58.1,54,
2017-11-10T07:19:55.031Z,,,28,29,59.5,54,
2017-11-10T07:20:05.073Z,,,27.9,,60.1,54,
2017-11-10T07:20:15.047Z,,,28.1,,61.1,54,
2017-11-10T07:20:25.031Z,,,28.3,,61.6,54,
2017-11-10T07:20:35.031Z,,,28.4,,62.2,54,
2017-11-10T07:20:45.038Z,,,28.5,,62.8,54,
2017-11-10T07:20:55.041Z,,,28.7,,63.3,54,
2017-11-10T07:21:05.032Z,,,28.9,,63.8,54,
2017-11-10T07:21:15.037Z,,,29,,64.1,54,
2017-11-10T07:21:25.032Z,,,29.1,,64.5,54,
2017-11-10T07:21:35.046Z,,,29,,64.8,54,
2017-11-10T07:21:46.201Z,,1,29.1,0,64.7,54,0
2017-11-10T07:21:55.039Z,,,29.2,,61.9,54,
2017-11-10T07:22:05.036Z,,,29,,61.3,54,
2017-11-10T07:22:15.043Z,,,29,,59.9,54,
2017-11-10T07:22:25.043Z,,,29,,58.9,54,
2017-11-10T07:22:35.054Z,,,28.9,,58.3,54,
2017-11-10T07:22:45.059Z,,,29,,57.6,54,
2017-11-10T07:22:55.058Z,,,28.7,,56.9,54,
2017-11-10T07:23:05.038Z,,,28.5,,56.3,54,
2017-11-10T07:23:15.040Z,,,28.4,,55.7,54,
2017-11-10T07:23:25.036Z,,,28.1,,55.3,54,
2017-11-10T07:23:35.073Z,,,28.1,,54.9,54,
2017-11-10T07:23:45.061Z,,,28,,54.5,54,
2017-11-10T07:23:55.041Z,,,28.1,,54.1,54,
2017-11-10T07:24:05.041Z,,,28.1,,53.8,54,
2017-11-10T07:24:15.040Z,,,28.4,,53.5,54,
2017-11-10T07:24:25.065Z,,1,27.9,41,56.3,54,0
2017-11-10T07:24:35.039Z,,,28.1,29,58,54,
2017-11-10T07:24:45.054Z,,,27.5,,58.1,54,
2017-11-10T07:24:55.038Z,,,28.1,,59.5,54,
2017-11-10T07:25:05.043Z,,,28.3,,60.1,54,
2017-11-10T07:25:15.104Z,,,28.3,,61.1,54,
2017-11-10T07:25:25.089Z,,,28.1,,61.8,54,
2017-11-10T07:25:35.071Z,,,28.4,,62.4,54,
2017-11-10T07:25:45.037Z,,,28.4,,62.9,54,
2017-11-10T07:25:55.039Z,,,28,,63.4,54,
2017-11-10T07:26:05.054Z,,,28.1,30,63.9,54,
2017-11-10T07:26:15.145Z,,,28.3,29,64.2,54,
2017-11-10T07:26:25.066Z,,,28.1,,64.6,54,
2017-11-10T07:26:35.043Z,,,28.5,,64.9,54,
2017-11-10T07:26:45.061Z,,1,28.5,0,62.9,54,0
2017-11-10T07:26:55.072Z,,,28.7,,61.6,54,
2017-11-10T07:27:07.309Z,,,28.9,,60.7,54,
2017-11-10T07:27:15.096Z,,,29,,59.7,54,
2017-11-10T07:27:25.084Z,,,29,,58.8,54,
2017-11-10T07:27:35.114Z,,,28.9,,57.9,54,
2017-11-10T07:27:45.098Z,,,28.4,,57.3,54,
2017-11-10T07:27:55.041Z,,,28.4,,56.7,54,
2017-11-10T07:28:05.043Z,,,28.4,,56.1,54,
2017-11-10T07:28:15.039Z,,,28.1,,55.5,54,
2017-11-10T07:28:25.034Z,,,28.4,,55.1,54,
2017-11-10T07:28:35.048Z,,,28,,54.7,54,
2017-11-10T07:28:45.039Z,,,27.8,,54.3,54,
2017-11-10T07:28:55.045Z,,,27.9,,53.9,54,
2017-11-10T07:29:05.045Z,,,28,,53.7,54,
2017-11-10T07:29:15.171Z,,,27.8,,53.3,54,
2017-11-10T07:29:25.056Z,,1,27.8,41,56.2,54,0
2017-11-10T07:29:35.085Z,,,27.7,30,57.8,54,
2017-11-10T07:29:45.043Z,,,27.8,29,58.1,54,
2017-11-10T07:29:55.071Z,,,27.8,,59.4,54,
2017-11-10T07:30:05.087Z,,,27.8,,60.1,54,
2017-11-10T07:30:15.041Z,,,27.9,,61.1,54,
2017-11-10T07:30:25.043Z,,,27.9,,61.6,54,
2017-11-10T07:30:35.044Z,,,28,30,62.4,54,
2017-11-10T07:30:45.042Z,,,28,29,63.1,54,
2017-11-10T07:30:55.040Z,,,27.8,,63.4,54,
2017-11-10T07:31:05.037Z,,,28.1,,63.9,54,
2017-11-10T07:31:15.037Z,,,28.3,,64.2,54,
2017-11-10T07:31:25.038Z,,,28.3,,64.6,54,
2017-11-10T07:31:35.039Z,,,28.5,,64.9,54,
2017-11-10T07:31:45.051Z,,1,28.7,0,62.8,54,0
2017-11-10T07:31:55.040Z,,,28.7,,61.6,54,
2017-11-10T07:32:05.042Z,,,28.7,,60.8,54,
2017-11-10T07:32:15.063Z,,,28.7,,59.6,54,
2017-11-10T07:32:25.045Z,,,28.6,,58.7,54,
2017-11-10T07:32:35.065Z,,,28,,57.9,54,
2017-11-10T07:32:45.043Z,,,28.5,,57.2,54,
2017-11-10T07:32:55.046Z,,,28.1,,56.6,54,
2017-11-10T07:33:05.059Z,,,28.4,,56.1,54,
2017-11-10T07:33:15.042Z,,,28.5,,55.5,54,
2017-11-10T07:33:25.053Z,,,28.4,,55.1,54,
2017-11-10T07:33:35.044Z,,,28.4,,54.7,54,
2017-11-10T07:33:45.042Z,,,27.9,,54.3,54,
2017-11-10T07:33:55.040Z,,,27.5,,53.9,54,
2017-11-10T07:34:05.039Z,,,27.7,,53.6,54,
2017-11-10T07:34:15.041Z,,,27.5,,53.3,54,
2017-11-10T07:34:25.038Z,,1,27.7,41,56.1,54,0
2017-11-10T07:34:35.048Z,,,27.4,31,57.8,54,
2017-11-10T07:34:45.053Z,,,27.9,29,58.1,54,
2017-11-10T07:34:55.054Z,,,28,,59.4,54,
2017-11-10T07:35:05.055Z,,,27.8,30,60,54,
2017-11-10T07:35:15.044Z,,,27.9,,60.9,54,
2017-11-10T07:35:25.080Z,,,27.8,29,61.6,54,
2017-11-10T07:35:35.043Z,,,28,,62.2,54,
2017-11-10T07:35:45.045Z,,,27.9,30,62.9,54,
2017-11-10T07:35:55.041Z,,,28.3,29,63.4,54,
2017-11-10T07:36:05.128Z,,,28.1,30,63.8,54,
2017-11-10T07:36:15.052Z,,,28.1,29,64.2,54,
2017-11-10T07:36:25.043Z,,,28.3,,64.6,54,
2017-11-10T07:36:35.048Z,,,28.4,,64.9,54,
2017-11-10T07:36:45.047Z,,1,28.4,0,63.1,54,0
2017-11-10T07:36:55.041Z,,,28.4,,61.6,54,
2017-11-10T07:37:05.044Z,,,28.4,,60.8,54,
2017-11-10T07:37:15.061Z,,,28.6,,59.7,54,
2017-11-10T07:37:25.040Z,,,28.7,,58.8,54,
2017-11-10T07:37:35.039Z,,,28.7,,57.9,54,
2017-11-10T07:37:45.050Z,,,28.4,,57.3,54,
2017-11-10T07:37:55.038Z,,,28.1,,56.7,54,
2017-11-10T07:38:05.045Z,,,28.1,,56.1,54,
2017-11-10T07:38:15.041Z,,,28.1,,55.5,54,
2017-11-10T07:38:25.040Z,,,28,,55.1,54,
2017-11-10T07:38:35.043Z,,,28,,54.7,54,
2017-11-10T07:38:45.113Z,,,27.9,,54.3,54,
2017-11-10T07:38:55.046Z,,,28,,53.9,54,
2017-11-10T07:39:05.039Z,,,28.3,,53.6,54,
2017-11-10T07:39:15.041Z,,,28.3,,53.3,54,
2017-11-10T07:39:25.049Z,,1,28.4,42,55.6,54,0
2017-11-10T07:39:35.049Z,,,27.9,31,57.8,54,
2017-11-10T07:39:45.045Z,,,28,29,58.1,54,
2017-11-10T07:39:55.057Z,,,28,29,59.4,54,
2017-11-10T07:40:05.040Z,,,27.7,30,60,54,
2017-11-10T07:40:15.045Z,,,28,,60.9,54,
2017-11-10T07:40:25.046Z,,,28.1,29,61.6,54,
2017-11-10T07:40:35.069Z,,,27.9,30,62.2,54,
2017-11-10T07:40:45.074Z,,,28.1,29,62.8,54,
2017-11-10T07:40:55.072Z,,,27.9,,63.4,54,
2017-11-10T07:41:05.102Z,,,28,30,63.8,54,
2017-11-10T07:41:15.115Z,,,28,29,64.2,54,
2017-11-10T07:41:25.074Z,,,27.8,,64.6,54,
2017-11-10T07:41:35.125Z,,,28.1,,64.8,54,
2017-11-10T07:41:45.090Z,,1,28.3,0,63.4,54,0
2017-11-10T07:41:55.122Z,,,28.5,,61.8,54,
2017-11-10T07:42:05.148Z,,,28.6,,60.8,54,
2017-11-10T07:42:15.127Z,,,28.9,,59.7,54,
2017-11-10T07:42:25.079Z,,,29,,58.9,54,
2017-11-10T07:42:35.132Z,,,28.6,,58.1,54,
2017-11-10T07:42:45.100Z,,,28.7,,57.3,54,
2017-11-10T07:42:55.073Z,,,28.9,,56.7,54,
2017-11-10T07:43:05.047Z,,,28.9,,56.2,54,
2017-11-10T07:43:15.085Z,,,28.5,,55.6,54,
2017-11-10T07:43:25.107Z,,,28.3,,55.1,54,
2017-11-10T07:43:35.076Z,,,28.4,,54.7,54,
2017-11-10T07:43:45.133Z,,,28,,54.3,54,
2017-11-10T07:43:55.088Z,,,27.9,,53.9,54,
2017-11-10T07:44:05.111Z,,,28,,53.6,54,
2017-11-10T07:44:15.120Z,,,28.1,,53.4,54,
2017-11-10T07:44:25.096Z,,1,28.3,43,55.5,54,0
2017-11-10T07:44:35.112Z,,,27.8,31,57.8,54,
2017-11-10T07:44:45.101Z,,,27.8,29,58.1,54,
2017-11-10T07:44:55.478Z,,,27.9,,59.3,54,
2017-11-10T07:45:05.094Z,,,27.9,30,60,54,
2017-11-10T07:45:15.122Z,,,28.1,29,60.8,54,
2017-11-10T07:45:25.111Z,,,28.3,,61.6,54,
2017-11-10T07:45:35.130Z,,,28.1,,62.2,54,
2017-11-10T07:45:45.124Z,,,28,,62.8,54,
2017-11-10T07:45:55.111Z,,,28.1,,63.3,54,
2017-11-10T07:46:05.100Z,,,28.3,,63.8,54,
2017-11-10T07:46:15.119Z,,,28,,64.2,54,
2017-11-10T07:46:25.109Z,,,28.4,,64.5,54,
2017-11-10T07:46:35.137Z,,,28.5,30,64.8,54,
2017-11-10T07:46:45.058Z,,1,28.7,0,64.4,54,0
2017-11-10T07:46:55.050Z,,,28.5,,61.8,54,
2017-11-10T07:47:05.044Z,,,28.7,,60.9,54,
2017-11-10T07:47:15.046Z,,,28.7,,59.8,54,
2017-11-10T07:47:25.045Z,,,28.7,,58.8,54,
2017-11-10T07:47:35.057Z,,,28.9,,58.2,54,
2017-11-10T07:47:45.046Z,,,28.7,,57.4,54,
2017-11-10T07:47:55.054Z,,,28.7,,56.7,54,
2017-11-10T07:48:05.048Z,,,28.5,,56.2,54,
2017-11-10T07:48:15.072Z,,,28.6,,55.6,54,
2017-11-10T07:48:25.101Z,,,28.6,,55.1,54,
2017-11-10T07:48:35.048Z,,,28.1,,54.7,54,
2017-11-10T07:49:08.209Z,,,28.1,,54.3,54,
2017-11-10T07:49:08.219Z,,,28.3,,53.6,54,
2017-11-10T07:49:15.049Z,,,28.3,,53.4,54,
2017-11-10T07:49:25.045Z,,1,28,43,55.6,54,0
2017-11-10T07:49:35.055Z,,,27.5,31,57.8,54,
2017-11-10T07:49:45.049Z,,,27.8,29,58.1,54,
2017-11-10T07:49:55.057Z,,,28,,59.3,54,
2017-11-10T07:50:05.070Z,,,27.5,,60,54,
2017-11-10T07:50:15.124Z,,,27.3,,60.8,54,
2017-11-10T07:50:25.119Z,,,27.4,,61.5,54,
2017-11-10T07:50:35.046Z,,,27.8,30,62.1,54,
2017-11-10T07:50:45.049Z,,,27.9,29,62.7,54,
2017-11-10T07:50:55.059Z,,,28.3,30,63.2,54,
2017-11-10T07:51:05.055Z,,,28.3,29,63.6,54,
2017-11-10T07:51:15.076Z,,,28.4,30,64,54,
2017-11-10T07:51:25.083Z,,,28.5,29,64.2,54,
2017-11-10T07:51:35.124Z,,,28.5,,64.5,54,
2017-11-10T07:51:45.110Z,,,28.5,,64.8,54,
2017-11-10T07:51:55.205Z,,,28.6,30,65.1,54,
2017-11-10T07:52:05.120Z,,1,28.9,0,62.4,54,0
2017-11-10T07:52:15.153Z,,,29.1,,61.3,54,
2017-11-10T07:52:25.052Z,,,29.2,,59.9,54,
2017-11-10T07:52:35.046Z,,,29.2,,58.9,54,
2017-11-10T07:52:45.060Z,,,29,,58.1,54,
2017-11-10T07:52:55.047Z,,,28.9,,57.2,54,
2017-11-10T07:53:05.051Z,,,28.9,,56.5,54,
2017-11-10T07:53:15.060Z,,,28.9,,55.9,54,
2017-11-10T07:53:25.102Z,,,28.9,,55.2,54,
2017-11-10T07:53:35.090Z,,,28.6,,54.7,54,
2017-11-10T07:53:45.051Z,,,28.6,,54,54,
2017-11-10T07:53:55.055Z,,,28.4,,53.6,54,
2017-11-10T07:54:05.087Z,,,28.5,,53.2,54,
2017-11-10T07:54:15.044Z,,,28.3,,52.8,54,
2017-11-10T07:54:25.053Z,,1,28.3,43,54.9,54,0
2017-11-10T07:54:35.049Z,,,27.9,31,56.9,54,
2017-11-10T07:54:45.051Z,,,27.8,30,57.1,54,
2017-11-10T07:54:55.054Z,,,27.7,29,58.2,54,
2017-11-10T07:55:05.054Z,,,27.8,,58.8,54,
2017-11-10T07:55:15.050Z,,,27.8,,59.5,54,
2017-11-10T07:55:25.055Z,,,28.1,30,60,54,
2017-11-10T07:55:35.052Z,,,28.3,29,60.5,54,
2017-11-10T07:55:45.048Z,,,28.3,,60.9,54,
2017-11-10T07:55:55.050Z,,,28.3,,61.2,54,
2017-11-10T07:56:05.046Z,,,28,,61.5,54,
2017-11-10T07:56:15.060Z,,,28.1,30,61.8,54,
2017-11-10T07:56:25.118Z,,,28.4,29,62,54,
2017-11-10T07:56:35.051Z,,,28.3,,62.1,54,
2017-11-10T07:56:45.046Z,,,28.3,,62.4,54,
2017-11-10T07:56:55.050Z,,,28.4,,62.5,54,
2017-11-10T07:57:05.049Z,,,28.5,,62.6,54,
2017-11-10T07:57:15.049Z,,,28.4,,62.7,54,
2017-11-10T07:57:25.053Z,,,28.3,,62.8,54,
2017-11-10T07:57:35.050Z,,,28.3,,62.9,54,
2017-11-10T07:57:45.079Z,,,28.5,29,63.1,54,
2017-11-10T07:57:55.072Z,,,28.5,,63.2,54,
2017-11-10T07:58:05.054Z,,,28.4,,,54,
2017-11-10T07:58:15.068Z,,,28.9,,63.3,54,
2017-11-10T07:58:25.116Z,,,28.9,,,54,
2017-11-10T07:58:35.072Z,,,29,,63.4,54,
2017-11-10T07:58:45.056Z,,,28.9,,63.5,54,
2017-11-10T07:58:55.072Z,,,29,,,54,
2017-11-10T07:59:05.085Z,,,28.9,,,54,
2017-11-10T07:59:15.081Z,,,28.9,,63.6,54,
2017-11-10T07:59:25.102Z,,,29,,63.8,54,
2017-11-10T07:59:35.067Z,,,28.9,30,,54,
2017-11-10T07:59:45.077Z,,,29,29,63.9,54,
2017-11-10T07:59:55.085Z,,,29.2,,63.9,54,
2017-11-10T08:00:05.075Z,,,29.3,30,64,54,
2017-11-10T08:00:15.074Z,,,29.2,29,64.1,54,
2017-11-10T08:00:25.066Z,,,29.1,30,64.2,54,
2017-11-10T08:00:35.056Z,,,29.1,29,64.4,54,
2017-11-10T08:00:45.075Z,,,,,64.5,,
2017-11-10T08:00:55.088Z,,,29.3,30,64.6,54,
2017-11-10T08:01:05.071Z,,,29.3,29,64.7,54,
2017-11-10T08:01:15.052Z,,,29.5,30,64.8,54,
2017-11-10T08:01:25.062Z,,,29.3,29,64.9,54,
2017-11-10T08:01:35.056Z,,1,29.6,0,64.9,54,0
2017-11-10T08:01:45.056Z,61,1,29.6,0,62,54,0
2017-11-10T08:01:55.967Z,,,29.5,,60.9,54,
2017-11-10T08:02:05.067Z,,,29.7,,59.8,54,
2017-11-10T08:02:15.054Z,,,29.6,,58.7,54,
2017-11-10T08:02:25.380Z,,,29.7,,57.9,54,
2017-11-10T08:02:35.052Z,,,29.2,,57.1,54,
2017-11-10T08:02:45.072Z,,,29.1,,56.5,54,
2017-11-10T08:02:55.052Z,,,28.6,,55.9,54,
2017-11-10T08:03:05.056Z,,,28.6,,55.4,54,
2017-11-10T08:03:15.051Z,,,28.6,,54.9,54,
2017-11-10T08:03:25.056Z,,1,28.6,41,57.6,54,0
2017-11-10T08:03:35.052Z,,,28.6,29,59,54,
2017-11-10T08:03:45.056Z,,,28.7,30,59.1,54,
2017-11-10T08:03:55.051Z,,,28.7,29,60.5,54,
2017-11-10T08:04:05.053Z,,,28.6,30,61.2,54,
2017-11-10T08:04:15.054Z,,,28.7,,62,54,
2017-11-10T08:04:25.048Z,,,29,29,62.6,54,
2017-11-10T08:04:35.050Z,,,29.1,,63.1,54,
2017-11-10T08:04:45.056Z,,,29.2,,63.5,54,
2017-11-10T08:04:55.063Z,,,29,30,64,54,
2017-11-10T08:05:05.054Z,,,29.2,29,64.4,54,
2017-11-10T08:05:15.059Z,,,29.2,,64.7,54,
2017-11-10T08:05:25.051Z,,,29.3,,64.9,54,
2017-11-10T08:05:35.112Z,,1,29.1,0,63.2,54,0
2017-11-10T08:05:45.136Z,,,29.1,,61.5,54,
2017-11-10T08:05:55.056Z,,,29.2,,60.7,54,
2017-11-10T08:06:05.057Z,,,29.1,,59.5,54,
2017-11-10T08:06:15.156Z,,,29.1,,58.7,54,
2017-11-10T08:06:25.058Z,,,29.2,,57.9,54,
2017-11-10T08:06:35.059Z,,,29.2,,57.2,54,
2017-11-10T08:06:45.053Z,,,,,56.6,,
2017-11-10T08:06:55.058Z,,,29,,56.1,54,
2017-11-10T08:07:05.050Z,,,28.7,,55.5,54,
2017-11-10T08:07:15.060Z,,,28.7,,55.1,54,
2017-11-10T08:07:25.051Z,,,28.5,,54.7,54,
2017-11-10T08:07:35.059Z,,,28.4,,54.4,54,
2017-11-10T08:07:45.058Z,,,,,54,,
2017-11-10T08:07:55.074Z,,,28.3,,53.7,54,
2017-11-10T08:08:05.057Z,,,28.3,,53.4,54,
2017-11-10T08:08:15.084Z,,,28,,53.2,54,
2017-11-10T08:08:25.059Z,,1,27.4,41,56,54,0
2017-11-10T08:08:35.083Z,,,27.8,30,57.7,54,
2017-11-10T08:08:45.055Z,,,28,29,58.1,54,
2017-11-10T08:08:55.117Z,,,27.8,,59.3,54,
2017-11-10T08:09:05.231Z,,,28,30,60,54,
2017-11-10T08:09:15.059Z,,,28.1,29,60.7,54,
2017-11-10T08:09:25.137Z,,,28.1,,61.4,54,
2017-11-10T08:09:35.086Z,,,28.1,,62,54,
2017-11-10T08:09:45.153Z,,,,,62.5,,
2017-11-10T08:09:55.167Z,,,27.9,,62.9,54,
2017-11-10T08:10:05.147Z,,,28.1,,63.4,54,
2017-11-10T08:10:15.053Z,,,28.1,,63.8,54,
2017-11-10T08:10:25.054Z,,,28.4,30,64,54,
2017-11-10T08:10:35.053Z,,,28.5,29,64.4,54,
2017-11-10T08:10:45.054Z,,,28.5,,64.6,54,
2017-11-10T08:10:55.056Z,,,28.6,,64.8,54,
2017-11-10T08:11:05.060Z,,1,28.6,0,64.7,54,0
2017-11-10T08:11:15.062Z,,,28.7,,61.9,54,
2017-11-10T08:11:25.082Z,,,28.9,,61.1,54,
2017-11-10T08:11:35.052Z,,,28.7,,59.8,54,
2017-11-10T08:11:45.061Z,,,,,58.8,,
2017-11-10T08:11:55.068Z,,,28.9,,58.1,54,
2017-11-10T08:12:05.062Z,,,28.7,,57.3,54,
2017-11-10T08:12:15.060Z,,,28.7,,56.6,54,
2017-11-10T08:12:25.061Z,,,28.3,,56.1,54,
2017-11-10T08:12:35.061Z,,,28.1,,55.5,54,
2017-11-10T08:12:45.062Z,,,27.8,,55,54,
2017-11-10T08:12:55.062Z,,,27.8,,54.6,54,
2017-11-10T08:13:05.060Z,,,28.1,,54.1,54,
2017-11-10T08:13:15.063Z,,,27.5,,53.8,54,
2017-11-10T08:13:25.060Z,,1,27.3,41,56.5,54,0
