Time,HwActive,ActPow,PrimTSet,PrimT,HwTSet,ChActive,HwTOutlet
2018-02-09T12:56:45.360Z,,,,,54,,23.3
2018-02-09T12:56:55.394Z,,,,48.5,,,
2018-02-09T12:57:05.327Z,,29,,48.7,54,,23.6
2018-02-09T12:57:15.265Z,,,,,54,,23.6
2018-02-09T12:57:25.345Z,,,,48.8,,,
2018-02-09T12:57:35.420Z,,,,48.9,54,,23.7
2018-02-09T12:57:46.404Z,,,,49,54,,23.7
2018-02-09T12:57:55.639Z,,,,,54,,23.8
2018-02-09T12:58:05.470Z,,,,49.1,,,
2018-02-09T12:58:15.301Z,,30,,49.3,54,,23.6
2018-02-09T12:58:25.304Z,,,,,54,,23.7
2018-02-09T12:58:35.377Z,,29,,,,,
2018-02-09T12:58:45.567Z,,,,49.5,54,,23.9
2018-02-09T12:58:55.425Z,,,,,54,,23.7
2018-02-09T12:59:05.432Z,,,,49.6,,,
2018-02-09T12:59:15.244Z,,,,49.7,54,,23.8
2018-02-09T12:59:26.167Z,,,,,54,,23.9
2018-02-09T12:59:35.398Z,,,,49.8,54,,23.9
2018-02-09T12:59:45.261Z,,,,49.9,54,,24
2018-02-09T12:59:55.419Z,,,,50,54,,24
2018-02-09T13:00:05.217Z,,,,,54,,24.2
2018-02-09T13:00:15.239Z,,30,,50.1,,,
2018-02-09T13:00:25.273Z,,29,,50.2,54,,23.9
2018-02-09T13:00:35.401Z,,30,,50.3,54,,23.9
2018-02-09T13:00:50.308Z,,,,,54,,24
2018-02-09T13:00:55.285Z,,29,,,,,
2018-02-09T13:01:05.282Z,,29,,50.5,54,,23.9
2018-02-09T13:01:15.265Z,,,,,54,,24
2018-02-09T13:01:25.260Z,,32,,50.6,,,
2018-02-09T13:01:35.241Z,,30,,50.7,54,,24.2
2018-02-09T13:01:45.293Z,,29,,,54,,24
2018-02-09T13:01:55.713Z,,,,50.9,54,,24
2018-02-09T13:02:05.553Z,,,,51,,,
2018-02-09T13:02:17.409Z,,,,,54,,24.3
2018-02-09T13:02:25.891Z,,,,,54,,24.3
2018-02-09T13:02:40.459Z,,,,51.1,54,,24.2
2018-02-09T13:02:45.264Z,,30,,51.2,54,,24.3
2018-02-09T13:02:55.466Z,,29,,,54,,24.2
2018-02-09T13:03:05.380Z,,,,51.3,54,,24.3
2018-02-09T13:03:15.621Z,,30,,,54,,24.3
2018-02-09T13:03:25.235Z,,29,,51.4,54,,24.3
2018-02-09T13:03:36.362Z,,,,,54,,24.5
2018-02-09T13:03:45.310Z,,,,51.5,54,,24.4
2018-02-09T13:03:55.264Z,,,,,54,,24.4
2018-02-09T13:04:05.177Z,,,,51.6,54,,24.5
2018-02-09T13:04:15.497Z,,,,51.7,54,,24.4
2018-02-09T13:04:25.281Z,,,,,54,,24.4
2018-02-09T13:04:36.396Z,,,,51.8,54,,24.4
2018-02-09T13:04:45.570Z,,,,,54,,24.5
2018-02-09T13:04:55.170Z,,30,,51.9,54,,24.5
2018-02-09T13:05:05.172Z,,29,,52,54,,24.4
2018-02-09T13:05:15.791Z,,,,,54,,24.5
2018-02-09T13:05:25.383Z,,,,,54,,24.5
2018-02-09T13:05:35.225Z,,30,,52.1,54,,24.7
2018-02-09T13:05:46.072Z,,,,,54,,24.5
2018-02-09T13:05:55.200Z,,29,,52.2,54,,24.4
2018-02-09T13:06:05.499Z,,,,,54,,24.5
2018-02-09T13:06:15.178Z,,,,52.3,54,,24.5
2018-02-09T13:06:25.525Z,,,,52.4,54,,24.5
2018-02-09T13:06:35.526Z,,30,,,54,,24.7
2018-02-09T13:06:45.928Z,,29,,52.6,54,,24.7
2018-02-09T13:06:55.163Z,,,,,54,,24.7
2018-02-09T13:07:05.188Z,,,,,54,,24.7
2018-02-09T13:07:15.178Z,,30,,52.7,54,,24.5
2018-02-09T13:07:25.177Z,,29,,,54,,24.5
2018-02-09T13:07:35.168Z,,,,52.8,54,,24.7
2018-02-09T13:07:45.198Z,,,,,54,,24.8
2018-02-09T13:07:55.157Z,,,,52.9,54,,24.7
2018-02-09T13:08:05.249Z,,,,53,54,,24.7
2018-02-09T13:08:15.290Z,,,,,54,,24.7
2018-02-09T13:08:25.174Z,,,,,54,,24.7
2018-02-09T13:08:35.648Z,0,0,,51.8,54,2,24.8
2018-02-09T13:08:45.234Z,,,,49.8,54,,24.9
2018-02-09T13:08:55.172Z,,,,48.9,54,,24.8
2018-02-09T13:09:05.518Z,,,,48.7,54,,24.3
2018-02-09T13:09:15.436Z,,,,47.9,54,,24
2018-02-09T13:09:25.185Z,,,,46.9,54,,23.9
2018-02-09T13:09:35.404Z,,,,46.7,54,,23.8
2018-02-09T13:09:45.158Z,,,,45.9,54,,23.7
2018-02-09T13:09:55.251Z,,,,45.8,54,,23.7
2018-02-09T13:10:10.535Z,,,,45.5,54,,23.6
2018-02-09T13:10:15.165Z,,,,44.9,54,,23.4
2018-02-09T13:10:25.761Z,,,,44.8,54,,23.3
2018-02-09T13:10:35.226Z,,,,44.6,54,,23.3
2018-02-09T13:10:45.212Z,,,,44.3,54,,23.2
2018-02-09T13:10:55.574Z,,,,43.9,54,,23.1
2018-02-09T13:11:05.619Z,,,,,54,,23.1
2018-02-09T13:11:20.345Z,,,,43.7,54,,23
2018-02-09T13:11:25.899Z,,,,43.4,54,,23
2018-02-09T13:11:36.289Z,,,,43.2,54,,22.8
2018-02-09T13:11:46.617Z,,,,,54,,22.7
2018-02-09T13:11:55.315Z,,,,,54,,22.4
2018-02-09T13:12:05.206Z,,,,43.1,54,,22.5
2018-02-09T13:12:20.667Z,,,,,54,,22.1
2018-02-09T13:12:26.072Z,0,0,61,43.1,54,2,21.9
2018-02-09T13:12:37.435Z,,,,,54,,21.5
2018-02-09T13:12:45.814Z,,,,,54,,21.3
2018-02-09T13:12:55.865Z,,,,,54,,21.1
2018-02-09T13:13:05.606Z,,,,,54,,20.8
2018-02-09T13:13:15.660Z,,,,43.2,54,,20.5
2018-02-09T13:13:26.402Z,,,,,54,,20.2
2018-02-09T13:13:35.194Z,,,,43.3,54,,20.1
2018-02-09T13:13:45.212Z,,,,,54,,19.8
2018-02-09T13:13:55.269Z,,,,43.4,54,,19.6
2018-02-09T13:14:05.270Z,,,,43.5,54,,19.3
2018-02-09T13:14:15.325Z,,,,,54,,19.2
2018-02-09T13:14:25.285Z,,,,43.6,54,,19
2018-02-09T13:14:35.237Z,,,,,54,,18.9
2018-02-09T13:14:45.883Z,,,,,54,,18.6
2018-02-09T13:14:55.250Z,,,,,54,,18.5
2018-02-09T13:15:05.191Z,,,,43.7,54,,18.4
2018-02-09T13:15:15.268Z,,,,,54,,18.2
2018-02-09T13:15:25.177Z,,,,,54,,18.1
2018-02-09T13:15:35.171Z,,,,,54,,17.9
2018-02-09T13:15:45.316Z,,,,,54,,17.9
2018-02-09T13:15:55.167Z,,,,,54,,17.7
2018-02-09T13:16:05.495Z,,,,,54,,17.5
2018-02-09T13:16:15.455Z,,,,,54,,17.5
2018-02-09T13:16:25.343Z,,,,,54,,17.4
2018-02-09T13:16:35.291Z,,,,,54,,17.3
2018-02-09T13:16:45.267Z,,,,,54,,17.1
2018-02-09T13:16:55.435Z,,,,,54,,17.1
2018-02-09T13:17:05.347Z,,,,,54,,17
2018-02-09T13:17:15.271Z,,,,,54,,16.8
2018-02-09T13:17:25.323Z,,,,,54,,16.8
2018-02-09T13:17:35.184Z,,,,,54,,16.7
2018-02-09T13:17:45.174Z,,,,,54,,16.7
2018-02-09T13:17:55.815Z,,,,43.6,54,,16.5
2018-02-09T13:18:05.245Z,,,,,54,,16.4
2018-02-09T13:18:15.420Z,,,,,54,,16.4
2018-02-09T13:18:25.191Z,,,,,54,,16.4
2018-02-09T13:18:35.297Z,,,,,54,,16.2
2018-02-09T13:18:45.367Z,,,,43.5,54,,16.2
2018-02-09T13:18:55.329Z,,,,,54,,16.1
2018-02-09T13:19:06.262Z,,,,,54,,16.1
2018-02-09T13:19:15.624Z,,,,,54,,15.9
2018-02-09T13:19:25.240Z,,,,,54,,15.9
2018-02-09T13:19:35.699Z,,,,43.4,54,,15.9
2018-02-09T13:19:45.298Z,,,,,54,,15.9
2018-02-09T13:19:55.193Z,,,,,54,,15.7
2018-02-09T13:20:05.213Z,,,,,54,,15.7
2018-02-09T13:20:15.554Z,,,,,54,,15.7
2018-02-09T13:20:25.173Z,0,,5,43.3,54,0,15.6
2018-02-09T13:20:36.068Z,0,,61,,54,2,15.6
2018-02-09T13:20:45.955Z,0,,5,,54,0,15.6
2018-02-09T13:20:55.161Z,,,,,54,,15.6
2018-02-09T13:21:05.251Z,,,,43.2,54,,15.4
2018-02-09T13:21:15.180Z,0,,61,,54,2,15.4
2018-02-09T13:21:25.238Z,,,,,54,,15.4
2018-02-09T13:21:35.161Z,,,,,54,,15.3
2018-02-09T13:21:45.170Z,,,,,54,,15.3
2018-02-09T13:21:55.240Z,,,,,54,,15.3
2018-02-09T13:22:05.181Z,,,,43.1,54,,15.3
2018-02-09T13:22:15.277Z,,,,,54,,15.3
2018-02-09T13:22:25.202Z,,,,,54,,15.3
2018-02-09T13:22:35.344Z,,,,,54,,15.3
2018-02-09T13:22:45.282Z,0,,5,43,54,0,15.1
2018-02-09T13:22:55.187Z,,,,,54,,15.1
2018-02-09T13:23:05.204Z,,,,,54,,15.1
2018-02-09T13:23:15.628Z,0,,61,,54,2,15.1
2018-02-09T13:23:25.339Z,,,,,54,,15.1
2018-02-09T13:23:35.218Z,,,,42.9,54,,15.1
2018-02-09T13:23:45.181Z,,,,,54,,15
2018-02-09T13:23:55.219Z,,,,,54,,15
2018-02-09T13:24:05.549Z,,,,,54,,15
2018-02-09T13:24:15.197Z,,,,,54,,15
2018-02-09T13:24:25.216Z,,,,,54,,15
2018-02-09T13:24:35.192Z,,,,42.8,54,,14.8
2018-02-09T13:24:45.286Z,,,,,54,,14.8
2018-02-09T13:24:55.304Z,,,,,54,,14.8
2018-02-09T13:25:05.253Z,,,,,54,,14.8
2018-02-09T13:25:15.210Z,,,,,54,,14.8
2018-02-09T13:25:25.545Z,,,,,54,,14.8
2018-02-09T13:25:35.283Z,,,,42.7,54,,14.7
2018-02-09T13:25:45.611Z,,,,,54,,14.7
2018-02-09T13:25:55.213Z,,,,,54,,14.7
2018-02-09T13:26:05.213Z,,,,,54,,14.7
2018-02-09T13:26:15.203Z,,,,,54,,14.7
2018-02-09T13:26:25.524Z,,,,,54,,14.5
2018-02-09T13:26:35.187Z,,,,42.6,54,,14.5
2018-02-09T13:26:45.193Z,,,,,54,,14.7
2018-02-09T13:27:00.316Z,,,,,54,,14.5
2018-02-09T13:27:05.237Z,,,,,54,,14.3
2018-02-09T13:27:20.648Z,,,,,54,,14.3
2018-02-09T13:27:25.708Z,,,,,54,,14.3
2018-02-09T13:27:35.300Z,,,,42.4,54,,14.3
2018-02-09T13:27:45.294Z,,,,,54,,14.3
2018-02-09T13:27:55.281Z,,,,,54,,14.3
2018-02-09T13:28:05.427Z,,,,,54,,14.2
2018-02-09T13:28:15.652Z,,,,,54,,14.2
2018-02-09T13:28:25.306Z,,,,,54,,14.2
2018-02-09T13:28:35.273Z,,,,42.3,54,,14.2
2018-02-09T13:28:45.335Z,,,,,54,,14.2
2018-02-09T13:28:55.280Z,,,,,54,,14.2
2018-02-09T13:29:06.417Z,,,,,54,,14.2
2018-02-09T13:29:15.326Z,,,,,54,,14.2
2018-02-09T13:29:25.278Z,,,,,54,,14
2018-02-09T13:29:35.270Z,,,,,54,,14
2018-02-09T13:29:45.734Z,,,,,54,,14
2018-02-09T13:29:55.417Z,,,,,54,,14
2018-02-09T13:30:05.573Z,,,,42.2,54,,14
2018-02-09T13:30:15.219Z,,,,,54,,14
2018-02-09T13:30:25.209Z,,,,,54,,14
2018-02-09T13:30:35.168Z,,,,,54,,14
2018-02-09T13:30:45.305Z,,,,,54,,14
2018-02-09T13:30:55.200Z,,,,,54,,13.9
2018-02-09T13:31:05.388Z,,,,,54,,14
2018-02-09T13:31:15.170Z,,,,42.1,54,,14
2018-02-09T13:31:25.387Z,,,,,54,,14
2018-02-09T13:31:35.404Z,,,,,54,,13.9
2018-02-09T13:31:45.171Z,,,,,54,,13.9
2018-02-09T13:31:55.551Z,,,,,54,,13.9
2018-02-09T13:32:07.294Z,,,,,54,,13.9
2018-02-09T13:32:16.383Z,,,,,54,,14
2018-02-09T13:32:25.201Z,,,,42,54,,14
2018-02-09T13:32:35.250Z,,,,,54,,13.9
2018-02-09T13:32:45.470Z,,,,,54,,13.9
2018-02-09T13:32:55.925Z,,,,,54,,13.9
2018-02-09T13:33:05.323Z,,,,,54,,13.9
2018-02-09T13:33:15.180Z,,,,,54,,13.9
2018-02-09T13:33:25.170Z,,,,,54,,13.9
2018-02-09T13:33:35.398Z,,,,,54,,13.9
2018-02-09T13:33:45.236Z,,,,41.9,54,,13.9
2018-02-09T13:33:55.307Z,,,,42,54,,13.9
2018-02-09T13:34:05.169Z,,,,41.9,54,,13.9
2018-02-09T13:34:15.306Z,,,,,54,,13.7
2018-02-09T13:34:25.506Z,,,,,54,,13.7
2018-02-09T13:34:35.241Z,,,,,54,,13.7
2018-02-09T13:34:45.538Z,,,,,54,,13.7
2018-02-09T13:34:55.354Z,,,,,54,,13.7
2018-02-09T13:35:05.605Z,,,,,54,,13.7
2018-02-09T13:35:15.240Z,,,,41.8,54,,13.7
2018-02-09T13:35:25.287Z,,,,,54,,13.7
2018-02-09T13:35:35.230Z,,,,,54,,13.7
2018-02-09T13:35:45.227Z,,,,,54,,13.7
2018-02-09T13:35:55.283Z,,,,,54,,13.7
2018-02-09T13:36:10.208Z,,,,,54,,13.7
2018-02-09T13:36:15.187Z,,,,,54,,13.7
2018-02-09T13:36:25.211Z,,,,,54,,13.7
2018-02-09T13:36:35.180Z,,,,,54,,13.7
2018-02-09T13:36:45.208Z,,,,41.7,54,,13.7
2018-02-09T13:36:55.386Z,,,,,54,,13.7
2018-02-09T13:37:05.212Z,,,,,54,,13.7
2018-02-09T13:37:15.177Z,,,,,54,,13.6
2018-02-09T13:37:25.260Z,,,,,54,,13.6
2018-02-09T13:37:35.303Z,,,,,54,,13.6
2018-02-09T13:37:45.288Z,,,,,54,,13.6
2018-02-09T13:37:55.264Z,,,,,54,,13.6
2018-02-09T13:38:05.345Z,,,,,54,,13.6
2018-02-09T13:38:15.270Z,,,,41.6,54,,13.6
2018-02-09T13:38:25.271Z,,,,,54,,13.6
2018-02-09T13:38:35.193Z,,,,,54,,13.6
2018-02-09T13:38:45.223Z,0,45,,42.3,54,2,13.6
2018-02-09T13:38:55.311Z,,41,,45.1,54,,13.4
2018-02-09T13:39:05.241Z,,29,,43.8,54,,13.6
2018-02-09T13:39:20.351Z,,,,42.8,54,,14
2018-02-09T13:39:25.396Z,,,,43.2,54,,15.3
2018-02-09T13:39:35.288Z,,,,43.6,54,,16.2
2018-02-09T13:39:45.567Z,,,,42.9,54,,17.1
2018-02-09T13:39:55.189Z,,30,,42.8,54,,17.9
2018-02-09T13:40:05.241Z,,29,,42.4,54,,18.4
2018-02-09T13:40:15.232Z,,,,41.9,54,,18.8
2018-02-09T13:40:25.332Z,,,,41.7,54,,19
2018-02-09T13:40:35.214Z,,,,41.5,54,,19.2
2018-02-09T13:40:45.300Z,,,,41.4,54,,19.3
2018-02-09T13:40:55.236Z,,,,,54,,19.4
2018-02-09T13:41:05.361Z,,,,41.3,54,,19.6
2018-02-09T13:41:15.193Z,,,,41.4,54,,19.6
2018-02-09T13:41:30.271Z,,30,,,54,,19.7
2018-02-09T13:41:35.422Z,,29,,41.5,54,,19.8
2018-02-09T13:41:45.214Z,,30,,,54,,19.8
2018-02-09T13:41:55.342Z,,29,,41.6,54,,20
2018-02-09T13:42:05.271Z,,,,41.7,54,,20.1
2018-02-09T13:42:15.296Z,,,,41.8,54,,20.1
2018-02-09T13:42:25.239Z,,,,,54,,20.1
2018-02-09T13:42:35.203Z,,,,42,54,,20.2
2018-02-09T13:42:45.223Z,,,,,54,,20.4
2018-02-09T13:42:55.275Z,,,,42.1,54,,20.4
2018-02-09T13:43:05.287Z,,,,42.2,54,,20.4
2018-02-09T13:43:15.310Z,,,,42.3,54,,20.5
2018-02-09T13:43:25.182Z,,,,42.4,54,,20.6
2018-02-09T13:43:35.236Z,,30,,42.7,54,,20.6
2018-02-09T13:43:45.206Z,,29,,42.8,54,,20.8
2018-02-09T13:43:55.309Z,,29,,43,54,,20.8
2018-02-09T13:44:05.290Z,,,,43.1,54,,20.8
2018-02-09T13:44:15.207Z,,,,43.3,54,,20.9
2018-02-09T13:44:25.327Z,,,,43.4,54,,21.1
2018-02-09T13:44:35.178Z,,,,43.6,54,,21.1
2018-02-09T13:44:45.179Z,,,,43.7,54,,21.2
2018-02-09T13:44:55.181Z,,,,44,54,,21.2
2018-02-09T13:45:05.186Z,,,,,54,,21.3
2018-02-09T13:45:15.178Z,,,,44.1,54,,21.3
2018-02-09T13:45:25.215Z,,,,44.3,54,,21.2
2018-02-09T13:45:35.220Z,,,,44.4,54,,21.3
2018-02-09T13:45:45.234Z,,,,44.6,54,,21.5
2018-02-09T13:45:55.253Z,,,,44.7,54,,21.5
2018-02-09T13:46:05.418Z,,,,44.8,54,,21.5
2018-02-09T13:46:15.211Z,,,,45,54,,21.5
2018-02-09T13:46:25.304Z,,30,,45.1,54,,21.6
2018-02-09T13:46:35.177Z,,,,45.2,54,,21.6
2018-02-09T13:46:45.213Z,,,,45.3,54,,21.7
2018-02-09T13:46:55.267Z,,29,,45.4,54,,21.7
2018-02-09T13:47:05.248Z,,,,45.5,54,,21.7
2018-02-09T13:47:15.193Z,,,,45.7,54,,21.9
2018-02-09T13:47:25.217Z,,,,45.8,54,,21.9
2018-02-09T13:47:35.197Z,,,,46,54,,22
2018-02-09T13:47:45.198Z,,,,,54,,21.9
2018-02-09T13:47:55.557Z,,,,46.1,54,,22
2018-02-09T13:48:05.187Z,,,,46.2,54,,22.1
2018-02-09T13:48:15.208Z,0,0,,45.7,54,2,22.1
2018-02-09T13:48:25.334Z,,,,43.8,54,,22.1
2018-02-09T13:48:35.272Z,,,,42.8,54,,22.4
2018-02-09T13:48:45.366Z,,,,41.9,54,,22.1
2018-02-09T13:48:55.377Z,,,,40.9,54,,21.9
2018-02-09T13:49:05.177Z,,,,40.7,54,,21.7
2018-02-09T13:49:15.186Z,,,,39.9,54,,21.6
2018-02-09T13:49:25.219Z,,,,39.7,54,,21.6
2018-02-09T13:49:35.328Z,,,,38.9,54,,21.3
2018-02-09T13:49:45.250Z,,,,38.8,54,,21.2
2018-02-09T13:49:55.309Z,,,,38.5,54,,21.2
2018-02-09T13:50:05.174Z,,,,38.2,54,,20.9
2018-02-09T13:50:15.190Z,,,,37.9,54,,20.8
2018-02-09T13:50:31.036Z,,,,37.8,54,,20.6
2018-02-09T13:50:35.176Z,,,,37.6,54,,20.5
2018-02-09T13:50:45.546Z,,,,37.4,54,,20.4
2018-02-09T13:50:55.481Z,,,,37.2,54,,20.2
2018-02-09T13:51:05.252Z,,,,36.9,54,,20.1
2018-02-09T13:51:15.234Z,,,,36.8,54,,20.1
2018-02-09T13:51:25.186Z,,,,,54,,20
2018-02-09T13:51:35.190Z,,,,,54,,20
2018-02-09T13:51:45.174Z,,,,,54,,20.4
2018-02-09T13:51:55.278Z,,,,,54,,20.1
2018-02-09T13:52:05.282Z,,,,,54,,19.8
2018-02-09T13:52:15.312Z,,,,,54,,19.6
2018-02-09T13:52:25.240Z,,,,,54,,19.3
2018-02-09T13:52:35.184Z,,,,,54,,19
2018-02-09T13:52:45.177Z,,,,,54,,18.8
2018-02-09T13:52:55.336Z,,,,,54,,18.4
2018-02-09T13:53:05.421Z,,,,,54,,18.2
2018-02-09T13:53:15.368Z,,,,36.9,54,,17.9
2018-02-09T13:53:25.200Z,,,,37.1,54,,17.7
2018-02-09T13:53:40.296Z,,,,,54,,17.4
2018-02-09T13:53:45.554Z,,,,,54,,17.3
2018-02-09T13:53:55.205Z,,,,37.2,54,,17.1
2018-02-09T13:54:05.197Z,,,,37.3,54,,16.8
2018-02-09T13:54:15.237Z,,,,,54,,16.7
2018-02-09T13:54:25.336Z,,,,37.4,54,,16.5
2018-02-09T13:54:35.238Z,,,,,54,,16.4
2018-02-09T13:54:45.305Z,,,,37.5,54,,16.2
2018-02-09T13:54:55.189Z,,,,,54,,16.2
2018-02-09T13:55:05.452Z,,,,,54,,16.1
2018-02-09T13:55:15.280Z,,,,37.6,54,,15.9
2018-02-09T13:55:25.312Z,,,,,54,,15.9
2018-02-09T13:55:35.410Z,,,,,54,,15.7
2018-02-09T13:55:45.296Z,,,,,54,,15.7
2018-02-09T13:55:55.195Z,,,,,54,,15.6
2018-02-09T13:56:05.208Z,,,,37.7,54,,15.4
2018-02-09T13:56:15.182Z,,,,,54,,15.4
2018-02-09T13:56:25.188Z,,,,,54,,15.4
2018-02-09T13:56:35.184Z,,,,,54,,15.4
2018-02-09T13:56:45.184Z,,,,,54,,15.3
2018-02-09T13:56:55.308Z,,,,,54,,15.1
2018-02-09T13:57:05.178Z,,,,,54,,15.1
2018-02-09T13:57:15.467Z,,,,,54,,15.1
2018-02-09T13:57:25.247Z,,,,,54,,15.1
2018-02-09T13:57:35.290Z,,,,,54,,15
2018-02-09T13:57:45.401Z,,,,,54,,15
2018-02-09T13:57:55.344Z,,,,,54,,15
2018-02-09T13:58:05.395Z,,,,37.6,54,,14.8
2018-02-09T13:58:15.201Z,,,,,54,,14.8
2018-02-09T13:58:25.179Z,,,,,54,,14.8
2018-02-09T13:58:39.060Z,,,,,54,,14.7
2018-02-09T13:58:45.178Z,,,,,54,,14.7
2018-02-09T13:58:55.187Z,,,,,54,,14.7
2018-02-09T13:59:05.195Z,,,,,54,,14.7
2018-02-09T13:59:16.350Z,,,,37.5,54,,14.7
2018-02-09T13:59:25.243Z,,,,,54,,14.5
2018-02-09T13:59:35.192Z,,,,,54,,14.5
2018-02-09T13:59:45.231Z,,,,,54,,14.5
2018-02-09T13:59:55.231Z,,,,,54,,14.5
2018-02-09T14:00:05.183Z,,,,,54,,14.5
2018-02-09T14:00:15.217Z,0,44,,37.3,54,2,14.3
2018-02-09T14:00:25.195Z,,33,,42.2,54,,14.3
2018-02-09T14:00:35.238Z,,29,,41.8,54,,14.5
2018-02-09T14:00:45.184Z,,,,41.1,54,,15
2018-02-09T14:00:55.271Z,,,,42,54,,16.1
2018-02-09T14:01:05.191Z,,,,42.2,54,,16.8
2018-02-09T14:01:15.227Z,,,,,54,,17.4
2018-02-09T14:01:25.311Z,,,,42.3,54,,18.1
2018-02-09T14:01:35.329Z,,,,,54,,18.6
2018-02-09T14:01:45.726Z,,,,42.4,54,,18.9
2018-02-09T14:01:55.180Z,,30,,42.6,54,,19.3
2018-02-09T14:02:05.186Z,,29,,,54,,19.4
2018-02-09T14:02:15.215Z,,,,42.7,54,,19.7
2018-02-09T14:02:25.262Z,,,,42.8,54,,19.8
2018-02-09T14:02:35.295Z,,,,42.9,54,,20
2018-02-09T14:02:45.196Z,,,,,54,,20
2018-02-09T14:02:55.372Z,,,,43,54,,20.1
2018-02-09T14:03:05.621Z,,,,,54,,20.1
2018-02-09T14:03:20.305Z,,,,,54,,20.2
2018-02-09T14:03:30.395Z,,,,43.1,54,,20.4
2018-02-09T14:03:35.294Z,,,,43.2,54,,20.6
2018-02-09T14:03:45.205Z,,,,43.3,54,,20.6
2018-02-09T14:03:55.225Z,,,,43.4,54,,20.6
2018-02-09T14:04:05.245Z,,30,,43.5,54,,20.9
2018-02-09T14:04:15.568Z,,29,,43.7,54,,20.8
2018-02-09T14:04:25.202Z,,,,43.8,54,,20.9
2018-02-09T14:04:35.226Z,,,,44,54,,20.9
2018-02-09T14:04:45.186Z,,,,,54,,21.2
2018-02-09T14:04:55.262Z,,,,44.2,54,,21.2
2018-02-09T14:05:05.247Z,,,,44.3,54,,21.2
2018-02-09T14:05:15.187Z,,,,44.4,54,,21.3
2018-02-09T14:05:25.279Z,,,,44.5,54,,21.3
2018-02-09T14:05:35.231Z,,,,44.7,54,,21.5
2018-02-09T14:05:45.263Z,,,,44.8,54,,21.5
2018-02-09T14:05:55.334Z,,,,45,54,,21.6
2018-02-09T14:06:05.340Z,,,,,54,,21.5
2018-02-09T14:06:15.275Z,,,,45.2,54,,21.6
2018-02-09T14:06:26.165Z,,,,45.3,54,,21.6
2018-02-09T14:06:35.276Z,,,,45.4,54,,21.6
2018-02-09T14:06:45.319Z,,,,45.5,54,,21.9
2018-02-09T14:07:00.376Z,,30,,45.7,54,,21.9
2018-02-09T14:07:05.227Z,,29,,45.8,54,,21.9
2018-02-09T14:07:15.377Z,0,0,,44.7,54,2,22
2018-02-09T14:07:25.293Z,,,,42.9,54,,22
2018-02-09T14:07:35.233Z,,,,41.9,54,,22.1
2018-02-09T14:07:45.307Z,,,,40.9,54,,21.9
2018-02-09T14:08:00.485Z,,,,40.7,54,,21.6
2018-02-09T14:08:05.272Z,,,,39.9,54,,21.6
2018-02-09T14:08:15.244Z,,,,39.6,54,,21.5
2018-02-09T14:08:25.211Z,,,,38.9,54,,21.3
2018-02-09T14:08:35.210Z,,,,38.7,54,,21.2
2018-02-09T14:08:45.191Z,,,,38.4,54,,21.1
2018-02-09T14:08:55.297Z,,,,37.9,54,,20.9
2018-02-09T14:09:05.196Z,,,,37.8,54,,20.8
2018-02-09T14:09:20.331Z,,,,37.6,54,,20.8
2018-02-09T14:09:25.232Z,,,,37.4,54,,20.5
2018-02-09T14:09:35.388Z,,,,37.3,54,,20.4
2018-02-09T14:09:45.215Z,,,,36.9,54,,20.2
2018-02-09T14:09:55.255Z,0,44,,37.1,54,2,20.1
2018-02-09T14:10:05.296Z,,35,,43,54,,20.1
2018-02-09T14:10:15.242Z,,29,,43.9,54,,20
2018-02-09T14:10:25.244Z,,29,,43,54,,20
2018-02-09T14:10:40.601Z,,,,44,54,,19.8
2018-02-09T14:10:45.255Z,,,,44.2,54,,19.8
2018-02-09T14:10:55.360Z,,,,44.5,54,,20.1
2018-02-09T14:11:05.603Z,0,0,,45.1,54,2,20.4
2018-02-09T14:11:15.311Z,,,,42.9,54,,20.8
2018-02-09T14:11:25.271Z,,,,41.9,54,,20.9
2018-02-09T14:11:35.257Z,,,,40.8,54,,20.9
2018-02-09T14:11:45.290Z,,,,40.6,54,,20.8
2018-02-09T14:11:55.280Z,,,,39.8,54,,20.6
2018-02-09T14:12:05.234Z,,,,39.4,54,,20.5
2018-02-09T14:12:15.207Z,,,,38.9,54,,20.5
2018-02-09T14:12:25.211Z,0,0,61,38.5,54,2,20.4
2018-02-09T14:12:35.354Z,,,,37.9,54,,20.4
2018-02-09T14:12:45.234Z,,,,,54,,20.2
2018-02-09T14:12:55.245Z,,,,37.6,54,,20.2
2018-02-09T14:13:05.264Z,,,,37.4,54,,20.1
2018-02-09T14:13:15.205Z,,,,37.2,54,,20
2018-02-09T14:13:25.196Z,,,,36.9,54,,19.8
2018-02-09T14:13:35.232Z,,,,36.8,54,,19.8
2018-02-09T14:13:45.205Z,,,,36.6,54,,19.7
2018-02-09T14:13:55.307Z,,,,36.5,54,,19.7
2018-02-09T14:14:05.186Z,,,,36.3,54,,19.6
2018-02-09T14:14:15.211Z,,,,,54,,19.6
2018-02-09T14:14:25.449Z,,,,36.2,54,,19.4
2018-02-09T14:14:35.301Z,,,,,54,,19.8
2018-02-09T14:14:45.478Z,,,,,54,,20
2018-02-09T14:14:55.272Z,,,,,54,,19.7
2018-02-09T14:15:05.193Z,,,,,54,,19.4
2018-02-09T14:15:15.318Z,,,,,54,,19
2018-02-09T14:15:25.249Z,,,,,54,,18.8
2018-02-09T14:15:35.370Z,,,,,54,,18.5
2018-02-09T14:15:45.265Z,,,,,54,,18.2
