Time,HwActive,ActPow,PrimTSet,PrimT,HwTSet,ChActive,HwTOutlet
2018-02-09T00:00:04.713Z,,,,41.2,,,
2018-02-09T00:00:14.715Z,,,,41,54,,17.8
2018-02-09T00:00:24.803Z,,,,40.8,54,,17.8
2018-02-09T00:00:34.815Z,,,,40.7,54,,17.7
2018-02-09T00:00:44.819Z,,,,,54,,17.5
2018-02-09T00:00:54.712Z,,,,,54,,18.5
2018-02-09T00:01:14.758Z,,,,,54,,18.4
2018-02-09T00:01:24.794Z,,,,,54,,17.7
2018-02-09T00:01:34.715Z,,,,,54,,17.1
2018-02-09T00:01:54.748Z,,,,,54,,16.2
2018-02-09T00:02:04.739Z,,,,,54,,15.9
2018-02-09T00:02:14.723Z,,,,40.8,54,,15.7
2018-02-09T00:02:24.916Z,,,,40.9,,,
2018-02-09T00:02:34.722Z,,,,41,54,,15.6
2018-02-09T00:02:44.724Z,,,,,54,,15.1
2018-02-09T00:02:54.726Z,,,,,54,,15
2018-02-09T00:03:04.750Z,,,,41.1,,,
2018-02-09T00:03:14.846Z,,,,41.2,54,,14.8
2018-02-09T00:03:24.810Z,,,,,54,,14.7
2018-02-09T00:03:34.716Z,,,,,54,,14.5
2018-02-09T00:03:44.718Z,,,,41.3,,,
2018-02-09T00:03:54.830Z,,,,,54,,13.9
2018-02-09T00:04:14.710Z,,,,,54,,13.6
2018-02-09T00:04:34.747Z,,,,,54,,13.4
2018-02-09T00:04:54.744Z,,,,,54,,13.2
2018-02-09T00:05:04.799Z,,,,,54,,13.2
2018-02-09T00:05:14.790Z,,,,41.4,54,,13.1
2018-02-09T00:05:24.795Z,,,,41.3,,,
2018-02-09T00:05:34.711Z,,,,,54,,12.9
2018-02-09T00:05:44.837Z,,,,,54,,12.9
2018-02-09T00:06:04.808Z,,,,,54,,13.1
2018-02-09T00:06:24.749Z,,,,,54,,12.9
2018-02-09T00:06:34.722Z,,,,,54,,12.8
2018-02-09T00:06:54.721Z,,,,41.2,54,,12.6
2018-02-09T00:07:04.780Z,,,,,54,,12.6
2018-02-09T00:07:14.860Z,,,,,54,,12.6
2018-02-09T00:07:24.790Z,,,,,54,,12.6
2018-02-09T00:07:34.720Z,,,,,54,,12.5
2018-02-09T00:07:54.833Z,,,,41.1,54,,12.5
2018-02-09T00:08:04.732Z,,,,,54,,12.5
2018-02-09T00:08:14.726Z,,,,,54,,12.5
2018-02-09T00:08:24.717Z,,,,,54,,12.3
2018-02-09T00:08:34.892Z,0,44,,42.3,54,2,12.3
2018-02-09T00:08:44.733Z,,31,,45.6,54,,12.5
2018-02-09T00:08:54.795Z,,29,,43.8,54,,12.9
2018-02-09T00:09:04.719Z,,29,,44.2,54,,14
2018-02-09T00:09:14.763Z,,,,44.6,54,,15.6
2018-02-09T00:09:24.743Z,,,,,54,,16.8
2018-02-09T00:09:44.723Z,,,,,54,,17.5
2018-02-09T00:09:54.767Z,,,,,54,,18.4
2018-02-09T00:10:14.764Z,,,,44.7,54,,18.5
2018-02-09T00:10:24.754Z,0,0,,43,54,2,18.6
2018-02-09T00:10:34.815Z,,,,41.1,54,,18.9
2018-02-09T00:10:44.744Z,,,,40.4,54,,18.2
2018-02-09T00:10:54.719Z,,,,39.5,54,,17.9
2018-02-09T00:11:04.935Z,,,,38.8,54,,17.7
2018-02-09T00:11:14.750Z,0,0,61,38.3,54,2,17.4
2018-02-09T00:11:24.726Z,,,,37.9,54,,17.3
2018-02-09T00:11:39.929Z,,,,37.8,54,,17
2018-02-09T00:11:44.876Z,,,,37.4,,,
2018-02-09T00:11:54.816Z,,,,36.6,54,,16.8
2018-02-09T00:12:04.811Z,,,,,54,,16.7
2018-02-09T00:12:14.877Z,,,,36.3,54,,16.7
2018-02-09T00:12:24.748Z,,,,35.9,54,,16.5
2018-02-09T00:12:34.782Z,,,,,54,,16.2
2018-02-09T00:12:44.851Z,,,,35.7,,,
2018-02-09T00:12:54.757Z,,,,35.4,54,,16.4
2018-02-09T00:13:04.813Z,,,,,54,,16.4
2018-02-09T00:13:14.758Z,,,,35.3,54,,16.5
2018-02-09T00:13:24.983Z,,,,34.9,54,,15.7
2018-02-09T00:13:34.727Z,0,42,,37.1,54,2,15.6
2018-02-09T00:13:44.732Z,,36,,39.3,54,,16.7
2018-02-09T00:13:59.867Z,,29,,40.1,54,,16.7
2018-02-09T00:14:04.719Z,,,,41,54,,16.8
2018-02-09T00:14:14.717Z,,,,41.2,54,,17.3
2018-02-09T00:14:24.725Z,,,,42,54,,17.5
2018-02-09T00:14:34.798Z,,,,42.4,54,,17.8
2018-02-09T00:14:49.828Z,,,,43,54,,18.1
2018-02-09T00:14:54.729Z,,,,43.4,54,,18.4
2018-02-09T00:15:04.719Z,,30,,44,54,,18.6
2018-02-09T00:15:14.774Z,,,,,54,,18.8
2018-02-09T00:15:24.750Z,,29,,44.3,54,,18.9
2018-02-09T00:15:34.720Z,,,,44.6,54,,18.9
2018-02-09T00:15:44.820Z,,,,44.8,54,,19.2
2018-02-09T00:15:54.730Z,,,,45,54,,19.2
2018-02-09T00:16:04.720Z,,,,45.1,54,,19.2
2018-02-09T00:16:14.743Z,,,,45.2,54,,19.3
2018-02-09T00:16:24.743Z,,,,45.3,54,,19.3
2018-02-09T00:16:34.800Z,,,,,54,,19.4
2018-02-09T00:16:44.800Z,,30,,,54,,19.3
2018-02-09T00:16:59.911Z,,,,45.4,54,,19.4
2018-02-09T00:17:04.732Z,,29,,,54,,19.6
2018-02-09T00:17:14.722Z,,,,,54,,19.4
2018-02-09T00:17:24.827Z,,,,45.5,54,,19.6
2018-02-09T00:17:34.783Z,,30,,45.6,54,,19.7
2018-02-09T00:17:44.752Z,,29,,45.7,54,,19.6
2018-02-09T00:17:54.805Z,,,,,54,,19.7
2018-02-09T00:18:05.616Z,,30,,45.8,54,,19.7
2018-02-09T00:18:14.773Z,,29,,46,54,,19.7
2018-02-09T00:18:24.727Z,,30,,,54,,19.7
2018-02-09T00:18:34.803Z,,29,,46.1,54,,19.8
2018-02-09T00:18:44.801Z,,,,46.2,54,,19.8
2018-02-09T00:18:54.819Z,,,,46.3,54,,19.8
2018-02-09T00:19:04.732Z,,,,,54,,20
2018-02-09T00:19:14.721Z,,,,46.4,54,,19.8
2018-02-09T00:19:24.734Z,,,,46.5,54,,20
2018-02-09T00:19:34.760Z,,,,,54,,20
2018-02-09T00:19:44.722Z,,,,46.6,54,,20
2018-02-09T00:19:54.728Z,,,,,54,,20
2018-02-09T00:20:05.070Z,,,,46.8,54,,20.1
2018-02-09T00:20:14.753Z,,,,46.9,54,,20
2018-02-09T00:20:24.725Z,,,,47,54,,20
2018-02-09T00:20:34.722Z,,30,,46.9,54,,20
2018-02-09T00:20:45.085Z,,29,,47,54,,20.1
2018-02-09T00:20:54.732Z,,,,47.1,54,,20.1
2018-02-09T00:21:04.827Z,,,,47.2,54,,20
2018-02-09T00:21:14.767Z,,,,47.3,54,,20.2
2018-02-09T00:21:24.910Z,,,,47.4,54,,20.1
2018-02-09T00:21:34.790Z,,30,,,54,,20.2
2018-02-09T00:21:44.851Z,,29,,47.6,54,,20.1
2018-02-09T00:21:54.844Z,,0,,47.8,54,,20.1
2018-02-09T00:22:04.872Z,0,,,45.9,54,2,20.2
2018-02-09T00:22:14.814Z,,,,44.9,54,,20.1
2018-02-09T00:22:24.735Z,,,,43.7,54,,19.4
2018-02-09T00:22:34.754Z,,,,42.9,54,,18.9
2018-02-09T00:22:44.765Z,,,,,54,,18.6
2018-02-09T00:22:54.726Z,,,,41.9,54,,18.6
2018-02-09T00:23:04.747Z,,,,41.8,54,,18.5
2018-02-09T00:23:14.737Z,,,,41.4,54,,18.4
2018-02-09T00:23:24.734Z,,,,40.9,54,,18.2
2018-02-09T00:23:34.728Z,,,,40.7,54,,17.9
2018-02-09T00:23:44.735Z,,,,40.3,54,,17.8
2018-02-09T00:23:54.726Z,,,,39.9,54,,17.7
2018-02-09T00:24:04.728Z,,,,39.8,54,,17.7
2018-02-09T00:24:14.735Z,,,,39.6,54,,17.4
2018-02-09T00:24:24.723Z,,,,39.4,54,,17.4
2018-02-09T00:24:34.730Z,,,,39.1,54,,17.4
2018-02-09T00:24:44.750Z,,,,38.9,54,,17.4
2018-02-09T00:24:54.741Z,,,,38.6,54,,17.3
2018-02-09T00:25:04.725Z,,,,,54,,17.1
2018-02-09T00:25:14.766Z,,,,,54,,17.3
2018-02-09T00:25:24.781Z,,,,,54,,17.4
2018-02-09T00:25:34.910Z,,,,,54,,17.8
2018-02-09T00:25:44.738Z,,,,,54,,17.8
2018-02-09T00:25:59.987Z,,,,38.5,54,,17.3
2018-02-09T00:26:04.728Z,,,,,54,,16.8
2018-02-09T00:26:19.830Z,,,,,54,,16.2
2018-02-09T00:26:24.733Z,,,,38.6,54,,15.9
2018-02-09T00:26:34.728Z,,,,,54,,15.4
2018-02-09T00:26:44.729Z,,,,,54,,15.3
2018-02-09T00:26:54.833Z,,,,38.7,54,,15
2018-02-09T00:27:05.069Z,,,,,54,,14.8
2018-02-09T00:27:14.874Z,,,,38.8,54,,14.5
2018-02-09T00:27:24.742Z,,,,38.9,54,,14
2018-02-09T00:27:35.023Z,,,,,54,,13.9
2018-02-09T00:27:44.728Z,,,,39.1,54,,13.7
2018-02-09T00:27:54.743Z,,,,,54,,13.7
2018-02-09T00:28:04.744Z,,,,,54,,13.6
2018-02-09T00:28:14.733Z,,,,39.2,54,,13.7
2018-02-09T00:28:24.780Z,,,,,54,,13.4
2018-02-09T00:28:34.725Z,,,,,54,,13.2
2018-02-09T00:28:44.729Z,,,,39.3,54,,13.2
2018-02-09T00:28:54.724Z,,,,,54,,13.1
2018-02-09T00:29:04.729Z,,,,,54,,13.1
2018-02-09T00:29:14.732Z,,,,,54,,13.1
2018-02-09T00:29:24.731Z,,,,,54,,12.9
2018-02-09T00:29:34.728Z,,,,,54,,12.9
2018-02-09T00:29:44.798Z,,,,,54,,12.8
2018-02-09T00:29:55.646Z,,,,,54,,12.9
2018-02-09T00:30:04.727Z,,,,,54,,12.8
2018-02-09T00:30:14.734Z,,,,,54,,12.6
2018-02-09T00:30:24.772Z,,,,,54,,12.8
2018-02-09T00:30:34.732Z,0,44,,40.1,54,2,12.6
2018-02-09T00:30:44.738Z,,32,,44.1,54,,12.6
2018-02-09T00:30:55.733Z,,29,,42.9,54,,13.2
2018-02-09T00:31:04.735Z,,,,43,54,,14.3
2018-02-09T00:31:14.751Z,,,,43.3,54,,15.6
2018-02-09T00:31:24.738Z,,,,43.7,54,,16.1
2018-02-09T00:31:34.809Z,,29,,44,54,,17
2018-02-09T00:31:44.737Z,,,,44.1,54,,17.5
2018-02-09T00:31:55.275Z,,,,,54,,17.8
2018-02-09T00:32:04.728Z,,,,,54,,18.2
2018-02-09T00:32:15.791Z,,,,44.3,54,,18.4
2018-02-09T00:32:24.729Z,,,,44.4,54,,18.4
2018-02-09T00:32:34.756Z,,,,44.5,54,,18.6
2018-02-09T00:32:44.782Z,,,,44.6,54,,18.8
2018-02-09T00:32:54.786Z,,,,44.8,54,,18.9
2018-02-09T00:33:04.748Z,,,,,54,,19
2018-02-09T00:33:15.651Z,,,,45,54,,19
2018-02-09T00:33:24.759Z,,30,,,54,,19
2018-02-09T00:33:35.655Z,,29,,45.1,54,,19
2018-02-09T00:33:44.773Z,,,,,54,,19.2
2018-02-09T00:33:54.748Z,,30,,,54,,19.3
2018-02-09T00:34:04.873Z,,,,45.2,54,,19.3
2018-02-09T00:34:14.782Z,,29,,,54,,19.3
2018-02-09T00:34:24.773Z,,,,45.3,54,,19.3
2018-02-09T00:34:34.732Z,,,,45.4,54,,19.4
2018-02-09T00:34:44.731Z,,,,,54,,19.4
2018-02-09T00:34:54.735Z,,,,45.6,54,,19.6
2018-02-09T00:35:04.742Z,,,,,54,,19.6
2018-02-09T00:35:14.732Z,,,,,54,,19.6
2018-02-09T00:35:24.832Z,,,,45.7,54,,19.7
2018-02-09T00:35:34.732Z,,,,46,54,,19.6
2018-02-09T00:35:44.742Z,,,,,54,,19.6
2018-02-09T00:35:54.730Z,,,,,54,,19.7
2018-02-09T00:36:04.770Z,,,,46.2,54,,19.7
2018-02-09T00:36:14.743Z,,,,,54,,19.7
2018-02-09T00:36:24.744Z,,,,46.3,54,,19.7
2018-02-09T00:36:34.745Z,,30,,46.4,54,,19.8
2018-02-09T00:36:44.763Z,,29,,46.5,54,,20
2018-02-09T00:36:54.744Z,,,,46.6,54,,19.8
2018-02-09T00:37:04.740Z,,30,,,54,,20
2018-02-09T00:37:14.744Z,,29,,46.8,54,,20
2018-02-09T00:37:24.744Z,,,,,54,,20
2018-02-09T00:37:34.755Z,,,,47,54,,20
2018-02-09T00:37:45.756Z,,,,,54,,20
2018-02-09T00:37:54.751Z,,,,47.1,54,,20
2018-02-09T00:38:04.754Z,,,,47.2,54,,20
2018-02-09T00:38:15.667Z,,,,47.3,54,,20
2018-02-09T00:38:24.866Z,,,,,54,,20
2018-02-09T00:38:34.735Z,,,,,54,,20.1
2018-02-09T00:38:44.759Z,,,,,54,,20.1
2018-02-09T00:38:54.780Z,,,,47.6,54,,20.1
2018-02-09T00:39:04.803Z,,,,47.7,54,,20.1
2018-02-09T00:39:14.774Z,,,,47.8,54,,20.1
2018-02-09T00:39:24.755Z,,,,47.9,54,,20.1
2018-02-09T00:39:34.736Z,0,0,,46.8,54,2,20.1
2018-02-09T00:39:45.022Z,,,,44.9,54,,20.2
2018-02-09T00:39:54.747Z,,,,43.9,54,,19.6
2018-02-09T00:40:04.808Z,,,,43.8,54,,19
2018-02-09T00:40:15.013Z,,,,42.9,54,,18.8
2018-02-09T00:40:24.738Z,,,,42.4,54,,18.6
2018-02-09T00:40:34.938Z,,,,41.9,54,,18.4
2018-02-09T00:40:44.748Z,,,,41.6,54,,18.2
2018-02-09T00:40:54.739Z,,,,40.9,54,,18.2
2018-02-09T00:41:04.918Z,,,,,54,,17.9
2018-02-09T00:41:14.788Z,,,,40.5,54,,17.8
2018-02-09T00:41:24.733Z,,,,40.2,54,,17.7
2018-02-09T00:41:34.811Z,,,,39.9,54,,17.5
2018-02-09T00:41:44.738Z,,,,39.8,54,,17.5
2018-02-09T00:41:54.809Z,,,,39.6,54,,17.5
2018-02-09T00:42:04.767Z,,,,39.4,54,,17.3
2018-02-09T00:42:15.682Z,,,,38.9,54,,17.3
2018-02-09T00:42:24.740Z,,,,,54,,17.4
2018-02-09T00:42:34.758Z,,,,38.7,54,,17.3
2018-02-09T00:42:44.737Z,,,,,54,,17.1
2018-02-09T00:42:54.739Z,,,,,54,,17.4
2018-02-09T00:43:04.795Z,,,,,54,,17.8
2018-02-09T00:43:14.737Z,,,,,54,,17.7
2018-02-09T00:43:24.741Z,,,,,54,,17.3
2018-02-09T00:43:34.770Z,,,,,54,,16.7
2018-02-09T00:43:44.761Z,,,,,54,,16.2
2018-02-09T00:43:54.780Z,,,,,54,,16.1
2018-02-09T00:44:04.742Z,,,,,54,,15.4
2018-02-09T00:44:14.736Z,,,,,54,,15.3
2018-02-09T00:44:24.735Z,,,,38.8,54,,15.1
2018-02-09T00:44:34.744Z,,,,38.9,54,,14.7
2018-02-09T00:44:45.556Z,,,,39.1,54,,14.3
2018-02-09T00:44:54.751Z,,,,,54,,14
2018-02-09T00:45:04.777Z,,,,,54,,13.9
2018-02-09T00:45:14.763Z,,,,39.2,54,,14
2018-02-09T00:45:24.929Z,,,,,54,,13.7
2018-02-09T00:45:34.740Z,,,,39.3,54,,13.7
2018-02-09T00:45:44.774Z,,,,,54,,13.4
2018-02-09T00:45:54.740Z,,,,,54,,13.4
2018-02-09T00:46:09.862Z,,,,39.4,54,,13.2
2018-02-09T00:46:14.743Z,,,,,54,,13.2
2018-02-09T00:46:24.814Z,,,,,54,,13.2
2018-02-09T00:46:34.744Z,,,,,54,,13.1
2018-02-09T00:46:44.774Z,,,,,54,,13.1
2018-02-09T00:46:54.765Z,,,,39.5,54,,13.1
2018-02-09T00:47:04.744Z,,,,39.4,54,,12.9
2018-02-09T00:47:15.553Z,,,,39.5,54,,12.9
2018-02-09T00:47:24.747Z,,,,,54,,12.8
2018-02-09T00:47:34.778Z,,,,,54,,12.8
2018-02-09T00:47:44.763Z,,,,39.4,54,,12.8
2018-02-09T00:47:54.756Z,,,,,54,,12.6
2018-02-09T00:48:04.746Z,0,44,,39.3,54,2,12.6
2018-02-09T00:48:14.772Z,,33,,44,54,,12.6
2018-02-09T00:48:24.801Z,,29,,43.9,54,,13.2
2018-02-09T00:48:34.740Z,,,,43,54,,14
2018-02-09T00:48:45.663Z,,,,43.3,54,,15.6
2018-02-09T00:48:59.771Z,,,,43.8,54,,15.9
2018-02-09T00:49:04.745Z,,,,44,54,,16.8
2018-02-09T00:49:14.746Z,,,,44.1,54,,17.7
2018-02-09T00:49:24.962Z,,,,44.2,54,,17.9
2018-02-09T00:49:34.739Z,,,,44.3,54,,18.1
2018-02-09T00:49:44.795Z,,,,44.5,54,,18.4
2018-02-09T00:49:54.739Z,,,,44.6,54,,18.6
2018-02-09T00:50:04.746Z,,,,44.7,54,,18.6
2018-02-09T00:50:14.759Z,,,,,54,,18.8
2018-02-09T00:50:25.624Z,,,,44.9,54,,18.9
2018-02-09T00:50:35.628Z,,,,,54,,19
2018-02-09T00:50:44.998Z,,,,45,54,,19
2018-02-09T00:50:54.743Z,,,,,54,,19
2018-02-09T00:51:04.747Z,,,,,54,,19.2
2018-02-09T00:51:14.742Z,,,,,54,,19.3
2018-02-09T00:51:24.760Z,,,,45.1,54,,19.3
2018-02-09T00:51:36.694Z,,,,,54,,19.3
2018-02-09T00:51:45.614Z,,,,45.2,54,,19.4
2018-02-09T00:51:54.798Z,,30,,45.3,54,,19.4
2018-02-09T00:52:05.710Z,,29,,,54,,19.4
2018-02-09T00:52:14.744Z,,,,45.4,54,,19.4
2018-02-09T00:52:24.751Z,,,,45.5,54,,19.6
2018-02-09T00:52:34.740Z,,,,45.6,54,,19.4
2018-02-09T00:52:44.750Z,,30,,45.7,54,,19.4
2018-02-09T00:52:54.747Z,,29,,,54,,19.4
2018-02-09T00:53:04.891Z,,,,46,54,,19.6
2018-02-09T00:53:14.761Z,,,,,54,,19.6
2018-02-09T00:53:24.740Z,,,,,54,,19.6
2018-02-09T00:53:34.742Z,,,,46.2,54,,19.7
2018-02-09T00:53:44.745Z,,,,46.3,54,,19.7
2018-02-09T00:53:54.972Z,,,,46.4,54,,19.6
2018-02-09T00:54:04.789Z,,30,,,54,,19.7
2018-02-09T00:54:14.763Z,,29,,46.5,54,,19.8
2018-02-09T00:54:24.746Z,,,,46.6,54,,20
2018-02-09T00:54:34.743Z,,,,46.7,54,,20
2018-02-09T00:54:44.743Z,,30,,,54,,19.8
2018-02-09T00:54:55.570Z,,29,,46.9,54,,20
2018-02-09T00:55:04.742Z,,30,,,54,,19.8
2018-02-09T00:55:15.576Z,,29,,47,54,,20
2018-02-09T00:55:24.740Z,,,,,54,,20
2018-02-09T00:55:34.928Z,,30,,47.1,54,,20
2018-02-09T00:55:44.784Z,,29,,47.2,54,,20.1
2018-02-09T00:55:54.741Z,,,,47.3,54,,20.1
2018-02-09T00:56:04.744Z,,,,47.4,54,,20.1
2018-02-09T00:56:14.744Z,,,,,54,,20.2
2018-02-09T00:56:24.989Z,,,,47.6,54,,20.2
2018-02-09T00:56:34.999Z,,30,,47.7,54,,20.1
2018-02-09T00:56:44.757Z,,29,,47.8,54,,20.4
2018-02-09T00:56:54.745Z,,,,47.9,54,,20.2
2018-02-09T00:57:04.773Z,0,0,,46.8,54,2,20.1
2018-02-09T00:57:14.749Z,,,,44.9,54,,20.2
2018-02-09T00:57:24.779Z,,,,44.7,54,,19.8
2018-02-09T00:57:34.905Z,,,,43.9,54,,19
2018-02-09T00:57:44.747Z,,,,42.9,54,,18.8
2018-02-09T00:57:54.765Z,,,,42.7,54,,18.6
2018-02-09T00:58:04.754Z,,,,41.9,54,,18.6
2018-02-09T00:58:14.787Z,,,,41.7,54,,18.4
2018-02-09T00:58:24.756Z,,,,41.3,54,,18.2
2018-02-09T00:58:35.589Z,,,,40.9,54,,18.1
2018-02-09T00:58:44.806Z,,,,40.6,54,,17.9
2018-02-09T00:58:55.590Z,,,,40.3,54,,17.7
2018-02-09T00:59:04.766Z,,,,39.9,54,,17.7
2018-02-09T00:59:14.759Z,,,,39.8,54,,17.5
2018-02-09T00:59:24.758Z,,,,39.6,54,,17.5
2018-02-09T00:59:34.745Z,,,,39.4,54,,17.5
2018-02-09T00:59:44.757Z,,,,39.3,54,,17.3
2018-02-09T00:59:54.749Z,,,,38.9,54,,17.3
2018-02-09T01:00:04.748Z,,,,38.8,54,,17.1
2018-02-09T01:00:14.745Z,,,,,54,,17.1
2018-02-09T01:00:24.767Z,,,,,54,,17.4
2018-02-09T01:00:34.745Z,,,,38.7,54,,17.8
2018-02-09T01:00:44.747Z,,,,,54,,17.9
2018-02-09T01:00:54.754Z,,,,,54,,17.5
2018-02-09T01:01:04.871Z,,,,,54,,17
2018-02-09T01:01:16.714Z,,,,,54,,16.4
2018-02-09T01:01:24.758Z,,,,,54,,16.1
2018-02-09T01:01:34.766Z,,,,,54,,15.6
2018-02-09T01:01:44.863Z,,,,38.8,54,,15.3
2018-02-09T01:01:54.764Z,,,,,54,,15.1
2018-02-09T01:02:05.636Z,,,,38.9,54,,15
2018-02-09T01:02:15.578Z,,,,39.1,54,,14.8
2018-02-09T01:02:24.810Z,,,,,54,,14.7
2018-02-09T01:02:34.760Z,,,,39.2,54,,14.3
2018-02-09T01:02:44.882Z,,,,,54,,14.2
2018-02-09T01:02:54.751Z,,,,39.3,54,,13.7
2018-02-09T01:03:04.759Z,,,,,54,,13.7
2018-02-09T01:03:14.771Z,,,,39.4,54,,13.7
2018-02-09T01:03:24.783Z,,,,,54,,13.4
2018-02-09T01:03:35.680Z,,,,,54,,13.4
2018-02-09T01:03:44.758Z,,,,,54,,13.4
2018-02-09T01:03:54.748Z,,,,39.5,54,,13.2
2018-02-09T01:04:09.876Z,,,,,54,,13.2
2018-02-09T01:04:14.803Z,,,,,54,,13.2
2018-02-09T01:04:24.918Z,,,,,54,,13.1
2018-02-09T01:04:34.819Z,,,,,54,,12.9
2018-02-09T01:04:44.801Z,,,,,54,,12.9
2018-02-09T01:04:54.830Z,,,,,54,,12.8
2018-02-09T01:05:04.792Z,,,,,54,,12.8
2018-02-09T01:05:14.752Z,,,,,54,,12.8
2018-02-09T01:05:24.748Z,,,,,54,,12.6
2018-02-09T01:05:34.758Z,0,44,,39.4,54,2,12.6
2018-02-09T01:05:44.808Z,,38,,43,54,,12.6
2018-02-09T01:05:54.782Z,,29,,43.9,54,,12.9
2018-02-09T01:06:05.594Z,,,,42.9,54,,13.7
2018-02-09T01:06:19.821Z,,30,,43.2,54,,15.1
2018-02-09T01:06:24.993Z,,29,,43.9,54,,15.7
2018-02-09T01:06:34.896Z,,,,44,54,,16.4
2018-02-09T01:06:44.814Z,,,,44.2,54,,17.3
2018-02-09T01:06:54.750Z,,,,44.3,54,,17.7
2018-02-09T01:07:04.796Z,,,,,54,,17.9
2018-02-09T01:07:20.616Z,,,,44.5,54,,18.2
2018-02-09T01:07:24.754Z,,,,44.6,54,,18.4
2018-02-09T01:07:34.757Z,,,,44.7,54,,18.5
2018-02-09T01:07:44.748Z,,,,44.8,54,,18.6
2018-02-09T01:07:54.756Z,,,,45,54,,18.8
2018-02-09T01:08:05.577Z,,,,,54,,19
2018-02-09T01:08:14.823Z,,,,45.1,54,,19
2018-02-09T01:08:24.753Z,,,,,54,,19.2
2018-02-09T01:08:34.756Z,,,,,54,,19.3
2018-02-09T01:08:44.769Z,,,,,54,,19.2
2018-02-09T01:08:54.756Z,,30,,,54,,19.3
2018-02-09T01:09:04.759Z,,29,,45.2,54,,19.2
2018-02-09T01:09:15.027Z,,,,,54,,19.3
2018-02-09T01:09:24.782Z,,,,,54,,19.4
2018-02-09T01:09:34.789Z,,,,45.3,54,,19.4
2018-02-09T01:09:44.837Z,,,,45.4,54,,19.4
2018-02-09T01:09:54.758Z,,,,45.5,54,,19.6
2018-02-09T01:10:04.795Z,,,,45.6,54,,19.6
2018-02-09T01:10:14.760Z,,,,45.7,54,,19.6
2018-02-09T01:10:24.767Z,,,,45.8,54,,19.6
2018-02-09T01:10:34.761Z,,,,46,54,,19.7
2018-02-09T01:10:44.773Z,,,,,54,,19.7
2018-02-09T01:10:54.754Z,,,,46.1,54,,19.8
2018-02-09T01:11:04.839Z,,,,46.2,54,,19.6
2018-02-09T01:11:14.792Z,,30,,46.3,54,,19.7
2018-02-09T01:11:24.762Z,0,30,61,46.4,54,2,19.8
2018-02-09T01:11:34.750Z,,29,,46.5,54,,19.8
2018-02-09T01:11:44.770Z,,,,46.6,54,,19.8
2018-02-09T01:11:54.758Z,,,,46.7,54,,19.8
2018-02-09T01:12:04.762Z,,,,,54,,20
2018-02-09T01:12:14.771Z,,,,46.8,54,,20.1
2018-02-09T01:12:24.759Z,,,,46.9,54,,19.8
2018-02-09T01:12:34.771Z,,,,47,54,,20
2018-02-09T01:12:44.753Z,,,,47.1,54,,20
2018-02-09T01:12:54.781Z,,,,,54,,20
2018-02-09T01:13:04.786Z,,,,47.2,54,,20
2018-02-09T01:13:14.760Z,,,,47.3,54,,20.1
2018-02-09T01:13:24.755Z,,,,47.4,54,,20
2018-02-09T01:13:34.754Z,,,,47.6,54,,20.1
2018-02-09T01:13:44.774Z,,,,47.7,54,,20.2
2018-02-09T01:13:54.791Z,,,,,54,,20.4
2018-02-09T01:14:04.757Z,,,,47.8,54,,20.4
2018-02-09T01:14:14.762Z,,,,47.9,54,,20.2
2018-02-09T01:14:24.758Z,,,,48,54,,20.4
2018-02-09T01:14:34.755Z,0,0,,47.9,54,2,20.5
2018-02-09T01:14:44.757Z,,,,45.8,54,,20.5
2018-02-09T01:14:54.798Z,,,,44.7,54,,20.2
2018-02-09T01:15:04.809Z,,,,43.9,54,,19.3
2018-02-09T01:15:14.789Z,,,,42.9,54,,18.9
2018-02-09T01:15:24.761Z,,,,42.8,54,,18.8
2018-02-09T01:15:34.754Z,,,,41.9,54,,18.6
2018-02-09T01:15:44.780Z,,,,41.8,54,,18.4
2018-02-09T01:15:54.803Z,,,,41.4,54,,18.4
2018-02-09T01:16:04.769Z,,,,40.9,54,,18.2
2018-02-09T01:16:14.771Z,,,,40.7,54,,17.9
2018-02-09T01:16:24.776Z,,,,40.4,54,,17.8
2018-02-09T01:16:34.759Z,,,,40.2,54,,17.7
2018-02-09T01:16:44.757Z,,,,39.9,54,,17.5
2018-02-09T01:16:54.770Z,,,,39.7,54,,17.5
2018-02-09T01:17:04.815Z,,,,39.6,54,,17.4
2018-02-09T01:17:14.759Z,,,,39.4,54,,17.3
2018-02-09T01:17:24.787Z,,,,39.1,54,,17.3
2018-02-09T01:17:34.758Z,,,,38.8,54,,17.3
2018-02-09T01:17:44.778Z,,,,,54,,17.1
2018-02-09T01:17:54.755Z,,,,,54,,17
2018-02-09T01:18:05.588Z,,,,,54,,17.9
2018-02-09T01:18:14.828Z,,,,,54,,17.8
2018-02-09T01:18:24.754Z,,,,,54,,17.7
2018-02-09T01:18:34.787Z,,,,,54,,17
2018-02-09T01:18:44.755Z,,,,,54,,16.5
2018-02-09T01:18:54.779Z,,,,,54,,16.1
2018-02-09T01:19:04.761Z,,,,,54,,15.7
2018-02-09T01:19:14.858Z,,,,38.9,54,,15.3
2018-02-09T01:19:24.928Z,,,,39.1,54,,15.1
2018-02-09T01:19:34.758Z,,,,,54,,14.7
2018-02-09T01:19:44.759Z,,,,,54,,14.3
2018-02-09T01:19:54.756Z,,,,39.2,54,,14.2
2018-02-09T01:20:04.757Z,,,,,54,,14
