Time,PrimT,HwTOutlet,HwTSet,ActPow,HwActive,ChActive,PrimTSet
2017-11-19T03:15:57.366Z,58.1,49.8,54,,,,
2017-11-19T03:16:07.362Z,59,49.7,54,30,,,
2017-11-19T03:16:17.376Z,59.5,49.7,54,29,,,
2017-11-19T03:16:27.374Z,60.4,49.7,54,30,,,
2017-11-19T03:16:37.394Z,61.2,49.7,54,29,,,
2017-11-19T03:16:47.360Z,62,49.7,54,,,,
2017-11-19T03:16:57.364Z,62.5,49.6,54,,,,
2017-11-19T03:17:07.366Z,63.1,49.6,54,,,,
2017-11-19T03:17:17.381Z,63.5,49.6,54,,,,
2017-11-19T03:17:27.391Z,64,49.6,54,,,,
2017-11-19T03:17:37.365Z,64.4,49.6,54,,,,
2017-11-19T03:17:47.374Z,64.7,49.4,54,,,,
2017-11-19T03:17:57.366Z,63.5,49.4,54,0,0,2,
2017-11-19T03:18:07.360Z,61.9,49.4,54,,,,
2017-11-19T03:18:17.361Z,60.9,49.4,54,,,,
2017-11-19T03:18:27.364Z,59.9,49.4,54,,,,
2017-11-19T03:18:37.364Z,58.9,49.4,54,,,,
2017-11-19T03:18:47.362Z,57.9,49.4,54,,,,
2017-11-19T03:18:57.364Z,57.3,49.4,54,,,,
2017-11-19T03:19:07.362Z,56.7,49.4,54,,,,
2017-11-19T03:19:17.364Z,55.9,49.4,54,,,,
2017-11-19T03:19:27.387Z,55.4,49.4,54,,,,
2017-11-19T03:19:37.370Z,54.8,49.4,54,,,,
2017-11-19T03:19:47.366Z,54.3,49.4,54,,,,
2017-11-19T03:19:57.367Z,53.8,49.6,54,,,,
2017-11-19T03:20:12.424Z,53.3,49.6,54,,,,
2017-11-19T03:20:17.363Z,52.9,49.6,54,,,,
2017-11-19T03:20:27.373Z,52.6,49.6,54,,0,2,
2017-11-19T03:20:37.371Z,56.5,49.6,54,37,,,
2017-11-19T03:20:47.383Z,56.9,49.6,54,29,,,
2017-11-19T03:20:57.377Z,58.1,49.6,54,,,,
2017-11-19T03:21:07.371Z,59,49.6,54,30,,,
2017-11-19T03:21:17.373Z,59.5,49.6,54,29,,,
2017-11-19T03:21:27.365Z,60.4,49.6,54,29,,,
2017-11-19T03:21:37.379Z,61.1,49.6,54,,,,
2017-11-19T03:21:52.469Z,62,49.6,54,,,,
2017-11-19T03:21:57.362Z,62.4,49.6,54,,,,
2017-11-19T03:22:07.365Z,63.1,49.6,54,,,,
2017-11-19T03:22:17.375Z,63.4,49.6,54,,,,
2017-11-19T03:22:27.365Z,64,49.6,54,,,,
2017-11-19T03:22:37.368Z,64.4,49.6,54,,,,
2017-11-19T03:22:47.369Z,64.7,49.6,54,,,,
2017-11-19T03:22:57.366Z,63.8,49.4,54,0,0,2,
2017-11-19T03:23:07.367Z,61.9,49.4,54,,,,
2017-11-19T03:23:17.366Z,60.9,49.4,54,,,,
2017-11-19T03:23:32.520Z,59.9,49.4,54,,,,
2017-11-19T03:23:37.369Z,58.9,49.4,54,,,,
2017-11-19T03:23:47.369Z,58.3,49.4,54,,,,
2017-11-19T03:23:57.364Z,57.4,49.4,54,,,,
2017-11-19T03:24:07.363Z,56.8,49.4,54,,,,
2017-11-19T03:24:17.368Z,55.9,49.4,54,,,,
2017-11-19T03:24:27.365Z,55.4,49.6,54,,,,
2017-11-19T03:24:37.367Z,54.9,49.6,54,,,,
2017-11-19T03:24:47.367Z,54.4,49.6,54,,,,
2017-11-19T03:24:57.388Z,53.8,49.6,54,,,,
2017-11-19T03:25:07.377Z,53.4,49.7,54,,,,
2017-11-19T03:25:17.370Z,52.9,49.7,54,,,,
2017-11-19T03:25:27.369Z,52.8,49.7,54,44,0,2,
2017-11-19T03:25:42.540Z,56.5,49.7,54,37,,,
2017-11-19T03:25:52.543Z,56.9,49.7,54,29,,,
2017-11-19T03:26:02.623Z,58.1,49.7,54,30,,,
2017-11-19T03:26:12.524Z,59,49.7,54,29,,,
2017-11-19T03:26:22.523Z,59.5,49.7,54,,,,
2017-11-19T03:26:32.523Z,60.4,49.7,54,,,,
2017-11-19T03:26:37.371Z,61.1,49.7,54,,,,
2017-11-19T03:26:47.367Z,62,49.6,54,30,,,
2017-11-19T03:26:57.366Z,62.4,49.6,54,29,,,
2017-11-19T03:27:07.372Z,63.1,49.6,54,29,,,
2017-11-19T03:27:17.368Z,63.4,49.6,54,30,,,
2017-11-19T03:27:27.368Z,64,49.6,54,29,,,
2017-11-19T03:27:37.371Z,64.4,49.4,54,29,,,
2017-11-19T03:27:47.367Z,64.7,49.4,54,,,,
2017-11-19T03:27:57.372Z,63.6,49.4,54,0,0,2,
2017-11-19T03:28:07.371Z,61.9,49.4,54,,,,
2017-11-19T03:28:17.367Z,60.9,49.4,54,,,,
2017-11-19T03:28:27.371Z,59.9,49.3,54,,,,
2017-11-19T03:28:37.373Z,58.9,49.3,54,,,,
2017-11-19T03:28:47.431Z,58.3,49.3,54,,,,
2017-11-19T03:28:57.373Z,57.4,49.3,54,,,,
2017-11-19T03:29:12.434Z,56.8,49.3,54,,,,
2017-11-19T03:29:17.367Z,55.9,49.3,54,,,,
2017-11-19T03:29:27.374Z,55.4,49.3,54,,,,
2017-11-19T03:29:37.434Z,54.9,49.3,54,,,,
2017-11-19T03:29:48.046Z,54.4,49.3,54,,,,
2017-11-19T03:29:57.368Z,53.8,49.3,54,,,,
2017-11-19T03:30:07.374Z,53.4,49.4,54,,,,
2017-11-19T03:30:22.468Z,52.9,49.4,54,,,,
2017-11-19T03:30:32.435Z,52.6,49.4,54,44,0,2,
2017-11-19T03:30:37.383Z,56.4,49.3,54,37,,,
2017-11-19T03:30:47.392Z,56.9,49.3,54,29,,,
2017-11-19T03:30:57.885Z,58.1,49.3,54,30,,,
2017-11-19T03:31:07.370Z,59,49.3,54,,,,
2017-11-19T03:31:17.380Z,59.5,49.3,54,29,,,
2017-11-19T03:31:27.367Z,60.4,49.3,54,,,,
2017-11-19T03:31:37.379Z,61.2,49.3,54,,,,
2017-11-19T03:31:47.370Z,62,49.3,54,,,,
2017-11-19T03:31:57.370Z,62.4,49.3,54,,,,
2017-11-19T03:32:07.369Z,63.1,49.3,54,,,,
2017-11-19T03:32:17.392Z,63.4,49.3,54,,,,
2017-11-19T03:32:27.387Z,64,49.3,54,,,,
2017-11-19T03:32:37.393Z,64.4,49.3,54,,,,
2017-11-19T03:32:47.382Z,64.7,49.3,54,,,,
2017-11-19T03:32:57.398Z,64.9,49.3,54,0,0,2,
2017-11-19T03:33:07.373Z,61.9,49.3,54,,,,
2017-11-19T03:33:17.371Z,61.4,49.3,54,,,,
2017-11-19T03:33:27.378Z,59.9,49.3,54,,,,
2017-11-19T03:33:37.373Z,58.9,49.3,54,,,,
2017-11-19T03:33:47.385Z,58.4,49.3,54,,,,
2017-11-19T03:34:02.478Z,57.6,49.4,54,,,,
2017-11-19T03:34:07.371Z,56.8,49.4,54,,,,
2017-11-19T03:34:17.376Z,55.9,49.4,54,,,,
2017-11-19T03:34:32.469Z,55.4,49.4,54,,,,
2017-11-19T03:34:37.377Z,54.9,49.4,54,,,,
2017-11-19T03:34:47.372Z,54.4,49.4,54,,,,
2017-11-19T03:34:57.379Z,53.8,49.4,54,,,,
2017-11-19T03:35:12.436Z,53.3,49.4,54,,,,
2017-11-19T03:35:17.378Z,52.9,49.4,54,,,,
2017-11-19T03:35:27.379Z,52.4,49.4,54,,0,2,
2017-11-19T03:35:37.390Z,56.3,49.4,54,37,,,
2017-11-19T03:35:47.375Z,56.8,49.6,54,29,,,
2017-11-19T03:35:57.374Z,58,49.4,54,,,,
2017-11-19T03:36:07.373Z,58.7,49.4,54,30,,,
2017-11-19T03:36:17.379Z,59.4,49.4,54,29,,,
2017-11-19T03:36:27.405Z,60.1,49.4,54,29,,,
2017-11-19T03:36:37.373Z,61.1,49.4,54,29,,,
2017-11-19T03:36:47.375Z,61.5,49.4,54,,,,
2017-11-19T03:36:57.380Z,62.1,49.4,54,29,,,
2017-11-19T03:37:07.373Z,62.6,49.4,54,,,,
2017-11-19T03:37:17.373Z,63.1,49.4,54,,,,
2017-11-19T03:37:27.379Z,63.5,49.4,54,,,,
2017-11-19T03:37:37.380Z,64,49.4,54,,,,
2017-11-19T03:37:47.413Z,64.2,49.3,54,,,,
2017-11-19T03:37:57.383Z,64.6,49.3,54,30,,,
2017-11-19T03:38:07.380Z,64.8,49.3,54,,,,
2017-11-19T03:38:17.381Z,63.6,49.3,54,0,0,2,
2017-11-19T03:38:27.373Z,61.8,49.4,54,,,,
2017-11-19T03:38:37.377Z,60.9,49.4,54,,,,
2017-11-19T03:38:47.377Z,59.7,49.4,54,,,,
2017-11-19T03:38:57.373Z,58.7,49.4,54,,,,
2017-11-19T03:39:07.373Z,57.8,49.4,54,,,,
2017-11-19T03:39:17.376Z,56.8,49.4,54,,,,
2017-11-19T03:39:27.388Z,55.9,49.4,54,,,,
2017-11-19T03:39:37.374Z,55.3,49.6,54,,,,
2017-11-19T03:39:47.376Z,54.7,49.6,54,,,,
2017-11-19T03:40:02.475Z,53.9,49.6,54,,,,
2017-11-19T03:40:07.378Z,53.4,49.6,54,,,,
2017-11-19T03:40:17.373Z,52.9,49.7,54,,,,
2017-11-19T03:40:27.380Z,52.3,49.7,54,,0,2,
2017-11-19T03:40:37.375Z,56.2,49.7,54,37,,,
2017-11-19T03:40:47.374Z,56.5,49.7,54,29,,,
2017-11-19T03:40:57.383Z,57.1,49.7,54,,,,
2017-11-19T03:41:07.382Z,58.2,49.7,54,30,,,
2017-11-19T03:41:17.377Z,59,49.7,54,29,,,
2017-11-19T03:41:27.374Z,59.6,49.7,54,30,,,
2017-11-19T03:41:37.385Z,60.1,49.7,54,30,,,
2017-11-19T03:41:47.384Z,60.7,49.7,54,29,,,
2017-11-19T03:41:57.376Z,61.3,49.7,54,,,,
2017-11-19T03:42:07.378Z,62,49.6,54,,,,
2017-11-19T03:42:17.383Z,62.2,49.6,54,,,,
2017-11-19T03:42:27.376Z,62.6,49.6,54,,,,
2017-11-19T03:42:37.380Z,63.1,49.6,54,,,,
2017-11-19T03:42:47.380Z,63.4,49.6,54,,,,
2017-11-19T03:42:57.387Z,63.6,49.4,54,,,,
2017-11-19T03:43:07.377Z,64,49.4,54,,,,
2017-11-19T03:43:22.480Z,64.2,49.4,54,,,,
2017-11-19T03:43:27.381Z,64.5,49.4,54,,,,
2017-11-19T03:43:37.378Z,64.7,49.4,54,,,,
2017-11-19T03:43:47.376Z,64.9,49.4,54,30,,,
2017-11-19T03:43:57.376Z,62.9,49.4,54,0,0,2,
2017-11-19T03:44:12.439Z,61.5,49.4,54,,,,
2017-11-19T03:44:22.542Z,60.6,49.6,54,,,,
2017-11-19T03:44:32.485Z,58.9,49.6,54,,,,
2017-11-19T03:44:37.452Z,58.3,49.6,54,,,,
2017-11-19T03:44:52.629Z,57.4,49.6,54,,,,
2017-11-19T03:45:02.544Z,56.6,49.6,54,,,,
2017-11-19T03:45:12.912Z,55.7,49.6,54,,,,
2017-11-19T03:45:22.672Z,55.2,49.7,54,,,,
2017-11-19T03:45:32.689Z,54.5,49.7,54,,0,2,
2017-11-19T03:45:42.623Z,58.1,49.7,54,38,,,
2017-11-19T03:45:52.546Z,58.4,49.7,54,29,,,
2017-11-19T03:45:57.453Z,59,49.7,54,29,,,
2017-11-19T03:46:12.548Z,60,49.7,54,29,,,
2017-11-19T03:46:22.644Z,60.5,49.7,54,,,,
2017-11-19T03:46:27.381Z,61.2,49.7,54,,,,
2017-11-19T03:46:37.454Z,62,49.7,54,30,,,
2017-11-19T03:46:47.455Z,62.5,49.8,54,29,,,
2017-11-19T03:47:02.545Z,63.1,49.8,54,,,,
2017-11-19T03:47:12.448Z,63.4,49.8,54,,,,
2017-11-19T03:47:17.451Z,64,49.8,54,,,,
2017-11-19T03:47:27.377Z,64.2,49.8,54,,,,
2017-11-19T03:47:37.381Z,64.7,49.8,54,30,,,
2017-11-19T03:47:47.384Z,65.1,49.8,54,0,,,
2017-11-19T03:47:57.381Z,62.7,49.8,54,,0,2,
2017-11-19T03:48:07.380Z,61.5,49.9,54,,,,
2017-11-19T03:48:17.381Z,60.1,49.8,54,,,,
2017-11-19T03:48:27.383Z,59.5,49.9,54,,,,
2017-11-19T03:48:37.384Z,58.6,49.9,54,,,,
2017-11-19T03:48:47.383Z,57.8,49.9,54,,,,
2017-11-19T03:48:57.382Z,56.9,49.9,54,,,,
2017-11-19T03:49:07.379Z,56.4,49.9,54,,,,
2017-11-19T03:49:17.381Z,55.7,49.9,54,,,,
2017-11-19T03:49:32.559Z,55.1,49.9,54,,,,
2017-11-19T03:49:37.381Z,54.7,49.9,54,,,,
2017-11-19T03:49:47.378Z,54.1,50,54,,,,
2017-11-19T03:49:57.383Z,53.7,50,54,,,,
2017-11-19T03:50:12.454Z,53.3,50,54,,,,
2017-11-19T03:50:17.379Z,52.9,50,54,,,,
2017-11-19T03:50:27.390Z,52.6,50,54,,0,2,
2017-11-19T03:50:37.380Z,56.6,50,54,36,,,
2017-11-19T03:50:47.379Z,57,50,54,29,,,
2017-11-19T03:50:57.381Z,58.1,50,54,,,,
2017-11-19T03:51:07.381Z,59,50,54,29,,,
2017-11-19T03:51:17.381Z,59.6,50,54,30,,,
2017-11-19T03:51:27.385Z,60.5,49.9,54,30,,,
2017-11-19T03:51:37.382Z,61.2,49.9,54,29,,,
2017-11-19T03:51:47.383Z,62,49.9,54,,,,
2017-11-19T03:51:57.387Z,62.4,49.9,54,,,,
2017-11-19T03:52:07.386Z,63.1,49.9,54,,,,
2017-11-19T03:52:17.387Z,63.4,49.9,54,,,,
2017-11-19T03:52:27.386Z,63.8,49.9,54,,,,
2017-11-19T03:52:37.380Z,64.1,49.8,54,,,,
2017-11-19T03:52:47.382Z,64.5,49.8,54,,,,
2017-11-19T03:52:57.384Z,64.8,49.8,54,,,,
2017-11-19T03:53:07.382Z,63.8,49.8,54,0,0,2,
2017-11-19T03:53:17.807Z,61.8,49.8,54,,,,
2017-11-19T03:53:27.382Z,60.9,49.8,54,,,,
2017-11-19T03:53:37.747Z,59.7,49.8,54,,,,
2017-11-19T03:53:47.385Z,58.8,49.8,54,,,,
2017-11-19T03:53:57.385Z,57.9,49.8,54,,,,
2017-11-19T03:54:07.384Z,56.9,49.8,54,,,,
2017-11-19T03:54:22.533Z,56.4,49.8,54,,,,
2017-11-19T03:54:32.543Z,55.7,49.8,54,,,,
2017-11-19T03:54:42.549Z,54.9,49.8,54,,,,
2017-11-19T03:54:47.394Z,54.6,49.8,54,,,,
2017-11-19T03:54:57.386Z,53.9,49.9,54,,,,
2017-11-19T03:55:07.891Z,53.5,49.9,54,,,,
2017-11-19T03:55:17.381Z,53.1,49.9,54,,,,
2017-11-19T03:55:27.391Z,52.7,49.9,54,,0,2,
2017-11-19T03:55:37.391Z,56.5,49.9,54,37,,,
2017-11-19T03:55:47.385Z,56.9,49.9,54,29,,,
2017-11-19T03:55:57.383Z,58.1,49.9,54,,,,
2017-11-19T03:56:07.398Z,59,49.8,54,29,,,
2017-11-19T03:56:17.383Z,59.5,49.8,54,,,,
2017-11-19T03:56:27.392Z,60.2,49.8,54,,,,
2017-11-19T03:56:37.392Z,61.1,49.8,54,,,,
2017-11-19T03:56:47.387Z,61.6,49.8,54,,,,
2017-11-19T03:56:57.383Z,62.2,49.8,54,,,,
2017-11-19T03:57:07.392Z,62.7,49.8,54,30,,,
2017-11-19T03:57:17.389Z,63.3,49.8,54,29,,,
2017-11-19T03:57:27.384Z,63.6,49.8,54,,,,
2017-11-19T03:57:37.384Z,64.1,49.7,54,29,,,
2017-11-19T03:57:52.492Z,64.5,49.7,54,,,,
2017-11-19T03:57:57.385Z,64.8,49.7,54,,,,
2017-11-19T03:58:07.891Z,63.9,49.7,54,0,0,2,
2017-11-19T03:58:17.387Z,61.9,49.7,54,,,,
2017-11-19T03:58:27.385Z,60.9,49.6,54,,,,
2017-11-19T03:58:47.554Z,59.7,49.6,54,,,,
2017-11-19T03:58:52.744Z,58.8,49.6,54,,,,
2017-11-19T03:59:02.542Z,57.9,49.6,54,,,,
2017-11-19T03:59:12.538Z,57.2,49.6,54,,,,
2017-11-19T03:59:22.638Z,56.5,49.6,54,,,,
2017-11-19T03:59:27.443Z,55.9,49.6,54,,,,
2017-11-19T03:59:37.451Z,55.1,49.6,54,,,,
2017-11-19T03:59:52.639Z,54.7,49.7,54,,,,
2017-11-19T03:59:57.449Z,53.9,49.7,54,,,,
2017-11-19T04:00:07.444Z,53.6,49.7,54,,,,
2017-11-19T04:00:22.479Z,53.2,49.7,54,,,,
2017-11-19T04:00:32.539Z,52.8,49.7,54,,0,2,
2017-11-19T04:00:37.388Z,56.6,49.7,54,37,,,
2017-11-19T04:00:47.393Z,57,49.7,54,29,,,
2017-11-19T04:00:57.386Z,58.1,49.7,54,,,,
2017-11-19T04:01:07.386Z,59,49.7,54,30,,,
2017-11-19T04:01:17.385Z,59.6,49.7,54,29,,,
2017-11-19T04:01:27.387Z,60.4,49.7,54,30,,,
2017-11-19T04:01:37.398Z,61.1,49.7,54,29,,,
2017-11-19T04:01:47.920Z,62,49.7,54,29,,,
2017-11-19T04:01:57.387Z,62.4,49.7,54,,,,
2017-11-19T04:02:07.388Z,63.1,49.7,54,,,,
2017-11-19T04:02:17.389Z,63.4,49.7,54,,,,
2017-11-19T04:02:27.392Z,64,49.7,54,,,,
2017-11-19T04:02:37.388Z,64.2,49.7,54,30,,,
2017-11-19T04:02:47.388Z,64.6,49.7,54,29,,,
2017-11-19T04:02:57.395Z,65.1,49.6,54,0,0,2,
2017-11-19T04:03:07.389Z,62.7,49.6,54,,,,
2017-11-19T04:03:17.389Z,61.5,49.7,54,,,,
2017-11-19T04:03:27.387Z,60.2,49.7,54,,,,
2017-11-19T04:03:37.392Z,59.4,49.7,54,,,,
2017-11-19T04:03:47.388Z,58.5,49.7,54,,,,
2017-11-19T04:03:57.911Z,57.7,49.7,54,,,,
2017-11-19T04:04:07.390Z,56.9,49.7,54,,,,
2017-11-19T04:04:17.388Z,56.3,49.7,54,,,,
2017-11-19T04:04:27.389Z,55.6,49.7,54,,,,
2017-11-19T04:04:37.389Z,54.9,49.7,54,,,,
2017-11-19T04:04:47.395Z,54.5,49.7,54,,,,
2017-11-19T04:04:57.391Z,53.9,49.8,54,,,,
2017-11-19T04:05:07.390Z,53.5,49.8,54,,,,
2017-11-19T04:05:17.390Z,53.1,49.8,54,,,,
2017-11-19T04:05:27.395Z,52.7,49.8,54,,0,2,
2017-11-19T04:05:37.402Z,56.6,49.8,54,37,,,
2017-11-19T04:05:47.394Z,56.9,49.8,54,29,,,
2017-11-19T04:05:57.391Z,58,49.8,54,30,,,
2017-11-19T04:06:07.394Z,59,49.8,54,29,,,
2017-11-19T04:06:17.393Z,59.6,49.8,54,,,,
2017-11-19T04:06:27.392Z,60.5,49.7,54,29,,,
2017-11-19T04:06:37.389Z,61.2,49.7,54,,,,
2017-11-19T04:06:47.390Z,62,49.7,54,29,,,
2017-11-19T04:06:57.392Z,62.5,49.7,54,,,,
2017-11-19T04:07:07.393Z,63.1,49.7,54,29,,,
2017-11-19T04:07:17.391Z,63.5,49.7,54,,,,
2017-11-19T04:07:27.392Z,64,49.7,54,,,,
2017-11-19T04:07:37.392Z,64.4,49.7,54,,,,
2017-11-19T04:07:47.917Z,64.8,49.6,54,30,,,
2017-11-19T04:07:57.393Z,63.9,49.6,54,0,0,2,
2017-11-19T04:08:07.391Z,61.9,49.6,54,,,,
2017-11-19T04:08:17.392Z,60.9,49.6,54,,,,
2017-11-19T04:08:27.393Z,59.8,49.6,54,,,,
2017-11-19T04:08:37.395Z,58.9,49.6,54,,,,
2017-11-19T04:08:52.503Z,58.2,49.6,54,,,,
2017-11-19T04:08:57.390Z,57.4,49.6,54,,,,
2017-11-19T04:09:07.393Z,56.7,49.6,54,,,,
2017-11-19T04:09:17.395Z,55.9,49.6,54,,,,
2017-11-19T04:09:27.401Z,55.4,49.6,54,,,,
2017-11-19T04:09:37.390Z,54.9,49.6,54,,,,
2017-11-19T04:09:47.396Z,54.4,49.7,54,,,,
2017-11-19T04:09:57.397Z,53.8,49.7,54,,,,
2017-11-19T04:10:07.390Z,53.4,49.7,54,,,,
2017-11-19T04:10:17.395Z,52.9,49.7,54,,,,
2017-11-19T04:10:27.394Z,52.6,49.7,54,44,0,2,
2017-11-19T04:10:37.394Z,56.5,49.7,54,37,,,
2017-11-19T04:10:47.394Z,56.9,49.7,54,29,,,
2017-11-19T04:10:57.392Z,58,49.7,54,30,,,
2017-11-19T04:11:07.393Z,59,49.7,54,29,,,
2017-11-19T04:11:17.395Z,59.6,49.7,54,,,,
2017-11-19T04:11:27.391Z,60.5,49.7,54,,,,
2017-11-19T04:11:37.401Z,61.2,49.7,54,,,,
2017-11-19T04:11:47.394Z,62,49.7,54,,,,
2017-11-19T04:11:57.401Z,62.5,49.7,54,30,,,
2017-11-19T04:12:07.399Z,63.1,49.7,54,29,,,
2017-11-19T04:12:17.392Z,63.5,49.6,54,,,,
2017-11-19T04:12:27.392Z,64,49.6,54,,,,
2017-11-19T04:12:37.397Z,64.5,49.6,54,,,,
2017-11-19T04:12:52.491Z,64.8,49.6,54,30,,,
2017-11-19T04:12:57.394Z,63.6,49.4,54,0,0,2,
2017-11-19T04:13:07.396Z,61.9,49.4,54,,,,
2017-11-19T04:13:17.395Z,60.9,49.4,54,,,,
2017-11-19T04:13:27.395Z,59.8,49.4,54,,,,
2017-11-19T04:13:37.394Z,58.8,49.4,54,,,,
2017-11-19T04:13:47.397Z,57.9,49.4,54,,,,
2017-11-19T04:13:57.399Z,57.3,49.4,54,,,,
2017-11-19T04:14:12.458Z,56.6,49.4,54,,,,
2017-11-19T04:14:22.494Z,55.9,49.4,54,,,,
2017-11-19T04:14:27.396Z,55.3,49.4,54,,,,
2017-11-19T04:14:37.400Z,54.8,49.4,54,,,,
2017-11-19T04:14:47.398Z,54.3,49.6,54,,,,
2017-11-19T04:14:57.395Z,53.7,49.6,54,,,,
2017-11-19T04:15:07.818Z,53.3,49.6,54,,,,
2017-11-19T04:15:17.398Z,52.9,49.6,54,,,,
2017-11-19T04:15:27.396Z,52.6,49.6,54,44,0,2,
2017-11-19T04:15:37.407Z,56.5,49.6,54,37,,,
2017-11-19T04:15:47.398Z,56.9,49.6,54,29,0,2,61
2017-11-19T04:15:57.396Z,58,49.7,54,,,,
2017-11-19T04:16:07.397Z,59,49.7,54,,,,
2017-11-19T04:16:17.393Z,59.5,49.7,54,,,,
2017-11-19T04:16:27.398Z,60.4,49.6,54,,,,
2017-11-19T04:16:37.402Z,61.1,49.6,54,29,,,
2017-11-19T04:16:47.394Z,62,49.6,54,,,,
2017-11-19T04:16:57.397Z,62.4,49.6,54,,,,
2017-11-19T04:17:07.398Z,63.1,49.6,54,29,,,
2017-11-19T04:17:17.395Z,63.5,49.6,54,,,,
2017-11-19T04:17:27.401Z,64,49.4,54,,,,
2017-11-19T04:17:37.403Z,64.4,49.4,54,,,,
2017-11-19T04:17:47.401Z,64.7,49.4,54,,,,
2017-11-19T04:17:57.398Z,64.9,49.4,54,0,0,2,
2017-11-19T04:18:07.530Z,61.9,49.4,54,,,,
2017-11-19T04:18:17.397Z,61.4,49.4,54,,,,
2017-11-19T04:18:27.398Z,59.9,49.4,54,,,,
2017-11-19T04:18:37.397Z,58.9,49.4,54,,,,
2017-11-19T04:18:47.405Z,58.3,49.4,54,,,,
2017-11-19T04:18:57.403Z,57.4,49.4,54,,,,
2017-11-19T04:19:07.399Z,56.8,49.4,54,,,,
2017-11-19T04:19:17.399Z,55.9,49.4,54,,,,
2017-11-19T04:19:27.398Z,55.4,49.4,54,,,,
2017-11-19T04:19:37.398Z,54.9,49.6,54,,,,
2017-11-19T04:19:47.399Z,54.3,49.6,54,,,,
2017-11-19T04:19:57.398Z,53.8,49.6,54,,,,
2017-11-19T04:20:07.401Z,53.4,49.6,54,,,,
2017-11-19T04:20:17.403Z,52.9,49.7,54,,,,
2017-11-19T04:20:27.401Z,52.6,49.7,54,44,0,2,
2017-11-19T04:20:37.403Z,56.5,49.7,54,37,,,
2017-11-19T04:20:47.396Z,56.9,49.7,54,29,,,
2017-11-19T04:20:57.399Z,58,49.7,54,,,,
2017-11-19T04:21:07.399Z,59,49.7,54,,,,
2017-11-19T04:21:17.400Z,59.6,49.7,54,,,,
2017-11-19T04:21:27.400Z,60.4,49.7,54,,,,
2017-11-19T04:21:37.405Z,61.1,49.7,54,30,,,
2017-11-19T04:21:47.399Z,61.8,49.6,54,29,,,
2017-11-19T04:21:57.399Z,62.5,49.6,54,29,,,
2017-11-19T04:22:07.399Z,63.1,49.6,54,,,,
2017-11-19T04:22:17.401Z,63.5,49.6,54,,,,
2017-11-19T04:22:27.411Z,64,49.6,54,,,,
2017-11-19T04:22:37.400Z,64.4,49.6,54,,,,
2017-11-19T04:22:47.400Z,64.7,49.4,54,,,,
2017-11-19T04:23:02.498Z,63.5,49.4,54,0,0,2,
2017-11-19T04:23:07.397Z,61.9,49.4,54,,,,
2017-11-19T04:23:17.401Z,61.3,49.4,54,,,,
2017-11-19T04:23:27.400Z,59.9,49.4,54,,,,
2017-11-19T04:23:37.404Z,58.9,49.3,54,,,,
2017-11-19T04:23:52.499Z,58.2,49.4,54,,,,
2017-11-19T04:23:57.397Z,57.4,49.3,54,,,,
2017-11-19T04:24:07.401Z,56.7,49.3,54,,,,
2017-11-19T04:24:17.400Z,55.9,49.4,54,,,,
2017-11-19T04:24:27.401Z,55.4,49.4,54,,,,
2017-11-19T04:24:37.410Z,54.8,49.4,54,,,,
2017-11-19T04:24:47.402Z,54.3,49.4,54,,,,
2017-11-19T04:24:57.402Z,53.8,49.4,54,,,,
2017-11-19T04:25:07.402Z,53.3,49.4,54,,,,
2017-11-19T04:25:17.399Z,52.9,49.4,54,,,,
2017-11-19T04:25:27.403Z,52.4,49.4,54,,0,2,
2017-11-19T04:25:37.417Z,56.5,49.4,54,36,,,
2017-11-19T04:25:47.401Z,56.9,49.4,54,29,,,
2017-11-19T04:25:57.403Z,58,49.6,54,,,,
2017-11-19T04:26:07.401Z,58.8,49.6,54,,,,
2017-11-19T04:26:17.825Z,59.5,49.6,54,30,,,
2017-11-19T04:26:27.404Z,60.4,49.6,54,29,,,
2017-11-19T04:26:37.409Z,61.1,49.6,54,,,,
2017-11-19T04:26:47.403Z,61.8,49.4,54,,,,
2017-11-19T04:26:57.403Z,62.4,49.4,54,,,,
2017-11-19T04:27:07.400Z,63.1,49.4,54,29,,,
2017-11-19T04:27:17.401Z,63.4,49.4,54,,,,
2017-11-19T04:27:27.401Z,64,49.4,54,,,,
2017-11-19T04:27:37.405Z,64.4,49.3,54,,,,
2017-11-19T04:27:47.403Z,64.7,49.3,54,,,,
2017-11-19T04:27:57.404Z,64.8,49.3,54,0,0,2,
2017-11-19T04:28:07.405Z,62.2,49.3,54,,,,
2017-11-19T04:28:17.404Z,61.4,49.3,54,,,,
2017-11-19T04:28:27.405Z,59.9,49.3,54,,,,
2017-11-19T04:28:42.500Z,59.1,49.3,54,,,,
2017-11-19T04:28:47.499Z,58.3,49.3,54,,,,
2017-11-19T04:28:57.406Z,57.6,49.3,54,,,,
2017-11-19T04:29:07.416Z,56.8,49.3,54,,,,
2017-11-19T04:29:17.401Z,56.1,49.3,54,,,,
2017-11-19T04:29:27.407Z,55.4,49.3,54,,,,
2017-11-19T04:29:37.408Z,54.8,49.4,54,,,,
2017-11-19T04:29:47.407Z,54.4,49.4,54,,,,
2017-11-19T04:29:57.412Z,53.8,49.4,54,,,,
2017-11-19T04:30:07.405Z,53.3,49.4,54,,,,
2017-11-19T04:30:17.403Z,52.9,49.4,54,,,,
2017-11-19T04:30:27.406Z,52.4,49.4,54,,0,2,
