Time,ChActive,ActPow,HwActive,PrimT,HwTOutlet,PrimTSet,HwTSet
2018-01-10T03:25:47.026Z,,,,43,20.1,,54
2018-01-10T03:25:57.017Z,,,,43.1,20.2,,54
2018-01-10T03:26:07.099Z,,,,43.7,20.5,,54
2018-01-10T03:26:17.027Z,,,,44,20.8,,54
2018-01-10T03:26:27.057Z,,,,44.3,20.9,,54
2018-01-10T03:26:37.012Z,,,,44.5,20.9,,54
2018-01-10T03:26:47.036Z,,,,44.8,20.9,,54
2018-01-10T03:26:57.061Z,,,,45,21.2,,54
2018-01-10T03:27:07.013Z,,,,45.1,21.2,,54
2018-01-10T03:27:17.022Z,,,,45.2,21.2,,54
2018-01-10T03:27:27.048Z,1,0,0,43.8,21.3,,54
2018-01-10T03:27:37.024Z,,,,41.9,21.5,,54
2018-01-10T03:27:47.035Z,,,,41.4,21.3,,54
2018-01-10T03:27:57.059Z,,,,40.8,21.1,,54
2018-01-10T03:28:07.039Z,,,,39.9,20.9,,54
2018-01-10T03:28:17.026Z,,,,39.6,20.6,,54
2018-01-10T03:28:27.062Z,,,,38.9,20.6,,54
2018-01-10T03:28:37.016Z,,,,38.7,20.6,,54
2018-01-10T03:28:47.039Z,,,,38.4,20.5,,54
2018-01-10T03:28:57.066Z,,,,38.1,20.4,,54
2018-01-10T03:29:07.020Z,,,,37.8,20.2,,54
2018-01-10T03:29:17.035Z,,,,37.5,20.2,,54
2018-01-10T03:29:27.080Z,,,,37.3,20.1,,54
2018-01-10T03:29:37.021Z,,,,36.9,20.1,,54
2018-01-10T03:29:47.041Z,,,,36.8,20,,54
2018-01-10T03:29:57.080Z,,,,36.7,19.8,,54
2018-01-10T03:30:07.025Z,,,,36.5,19.8,,54
2018-01-10T03:30:17.042Z,,,,36.4,19.7,,54
2018-01-10T03:30:27.022Z,,,,36.2,19.7,,54
2018-01-10T03:30:37.013Z,,,,,19.6,,54
2018-01-10T03:30:47.047Z,,,,,19.8,,54
2018-01-10T03:30:57.018Z,,,,,19.8,,54
2018-01-10T03:31:07.022Z,,,,,19.7,,54
2018-01-10T03:31:17.019Z,,,,,19.4,,54
2018-01-10T03:31:27.082Z,,,,,19,,54
2018-01-10T03:31:37.030Z,,,,,18.8,,54
2018-01-10T03:31:47.049Z,,,,,18.5,,54
2018-01-10T03:31:57.085Z,,,,,18.2,,54
2018-01-10T03:32:07.019Z,,,,,17.9,,54
2018-01-10T03:32:17.090Z,,,,,17.7,,54
2018-01-10T03:32:27.023Z,,,,36.3,17.4,,54
2018-01-10T03:32:37.133Z,,,,,17.3,,54
2018-01-10T03:32:47.074Z,,,,,17,,54
2018-01-10T03:32:57.035Z,,,,36.4,16.8,,54
2018-01-10T03:33:07.037Z,,,,,16.7,,54
2018-01-10T03:33:17.036Z,,,,36.5,16.4,,54
2018-01-10T03:33:27.015Z,,,,,16.2,,54
2018-01-10T03:33:37.103Z,,,,,16.2,,54
2018-01-10T03:33:47.087Z,,,,36.6,16.1,,54
2018-01-10T03:33:57.086Z,,,,,15.9,,54
2018-01-10T03:34:07.046Z,,,,,15.7,,54
2018-01-10T03:34:17.069Z,,,,36.7,15.7,,54
2018-01-10T03:34:27.143Z,,,,,15.6,,54
2018-01-10T03:34:37.017Z,,,,,15.4,,54
2018-01-10T03:34:47.022Z,,,,,15.3,,54
2018-01-10T03:34:57.047Z,,,,,15.3,,54
2018-01-10T03:35:07.115Z,,,,,15.1,,54
2018-01-10T03:35:17.019Z,,,,,15.1,,54
2018-01-10T03:35:27.017Z,,,,,15.1,,54
2018-01-10T03:35:37.027Z,,,,,15,,54
2018-01-10T03:35:47.104Z,,,,,15,,54
2018-01-10T03:35:57.028Z,,,,,15,,54
2018-01-10T03:36:07.047Z,,,,,14.8,,54
2018-01-10T03:36:17.052Z,,,,,14.8,,54
2018-01-10T03:36:27.028Z,,,,,14.7,,54
2018-01-10T03:36:37.052Z,,,,,14.7,,54
2018-01-10T03:36:47.088Z,,,,,14.7,,54
2018-01-10T03:36:57.022Z,,,,,14.5,,54
2018-01-10T03:37:07.049Z,,,,,14.5,,54
2018-01-10T03:37:17.016Z,,,,,14.5,,54
2018-01-10T03:37:27.026Z,,,,36.6,14.5,,54
2018-01-10T03:37:37.017Z,,,,,14.5,,54
2018-01-10T03:37:47.166Z,,,,,14.5,,54
2018-01-10T03:37:57.037Z,,,,,14.3,,54
2018-01-10T03:38:07.066Z,,,,,14.3,,54
2018-01-10T03:38:17.102Z,,,,,14.3,,54
2018-01-10T03:38:27.016Z,,,,,14.2,,54
2018-01-10T03:38:37.036Z,,,,36.5,14.2,,54
2018-01-10T03:38:47.040Z,,,,,14.2,,54
2018-01-10T03:38:57.031Z,,,,,14,,54
2018-01-10T03:39:07.070Z,,,,,14,,54
2018-01-10T03:39:17.026Z,,,,,14,,54
2018-01-10T03:39:27.023Z,,,,,13.9,,54
2018-01-10T03:39:37.053Z,,,,36.4,14,,54
2018-01-10T03:39:47.032Z,,,,,13.9,,54
2018-01-10T03:39:57.021Z,,,,,14,,54
2018-01-10T03:40:07.073Z,,,,,14,,54
2018-01-10T03:40:17.100Z,,,,,13.9,,54
2018-01-10T03:40:27.042Z,,,,,13.9,,54
2018-01-10T03:40:37.022Z,1,43,0,38,13.9,,54
2018-01-10T03:40:47.019Z,,34,,41.2,13.9,,54
2018-01-10T03:40:57.023Z,,29,,39.9,14.3,,54
2018-01-10T03:41:07.025Z,,,,40.3,15.1,,54
2018-01-10T03:41:17.020Z,,,,41,16.4,,54
2018-01-10T03:41:27.049Z,,,,,16.8,,54
2018-01-10T03:41:37.104Z,,,,41.2,17.5,,54
2018-01-10T03:41:47.022Z,,,,,18.1,,54
2018-01-10T03:41:57.033Z,,30,,41.3,18.5,,54
2018-01-10T03:42:07.098Z,,,,41.4,18.6,,54
2018-01-10T03:42:17.023Z,,29,,41.5,19,,54
2018-01-10T03:42:27.062Z,,,,41.6,19.3,,54
2018-01-10T03:42:37.092Z,,,,41.7,19.4,,54
2018-01-10T03:42:47.029Z,,,,41.8,19.6,,54
2018-01-10T03:42:57.076Z,,29,,42,19.7,,54
2018-01-10T03:43:07.057Z,,,,,19.8,,54
2018-01-10T03:43:17.031Z,,,,42.1,19.8,,54
2018-01-10T03:43:27.034Z,,,,42.3,20,,54
2018-01-10T03:43:37.027Z,,,,42.4,20.1,,54
2018-01-10T03:43:47.090Z,,30,,42.6,20.2,,54
2018-01-10T03:43:57.071Z,,29,,42.7,20.2,,54
2018-01-10T03:44:07.087Z,,,,42.9,20.4,,54
2018-01-10T03:44:17.036Z,,29,,43,20.5,,54
2018-01-10T03:44:27.074Z,,,,43.1,20.5,,54
2018-01-10T03:44:37.024Z,,,,43.2,20.6,,54
2018-01-10T03:44:47.032Z,,,,43.3,20.6,,54
2018-01-10T03:44:57.122Z,,,,43.5,20.8,,54
2018-01-10T03:45:07.108Z,,30,,43.6,20.9,,54
2018-01-10T03:45:17.351Z,,,,43.7,20.9,,54
2018-01-10T03:45:27.411Z,,29,,43.9,21.1,,54
2018-01-10T03:45:37.469Z,,,,44,21.2,,54
2018-01-10T03:45:47.051Z,,30,,44.1,21.2,,54
2018-01-10T03:45:57.021Z,,29,,44.3,21.3,,54
2018-01-10T03:46:07.039Z,,,,44.4,21.5,,54
2018-01-10T03:46:17.021Z,,,,44.5,21.5,,54
2018-01-10T03:46:27.116Z,,,,44.7,21.5,,54
2018-01-10T03:46:37.024Z,,,,44.8,21.5,,54
2018-01-10T03:46:47.059Z,,30,,45,21.6,,54
2018-01-10T03:46:57.094Z,,29,,45,21.6,,54
2018-01-10T03:47:07.038Z,1,0,0,44.9,21.6,,54
2018-01-10T03:47:17.060Z,,,,42.9,21.7,,54
2018-01-10T03:47:27.086Z,,,,41.5,21.9,,54
2018-01-10T03:47:37.039Z,,,,40.9,21.5,,54
2018-01-10T03:47:47.075Z,,,,39.9,21.2,,54
2018-01-10T03:47:57.027Z,,,,39.6,21.1,,54
2018-01-10T03:48:07.061Z,,,,38.9,20.9,,54
2018-01-10T03:48:17.121Z,,,,38.6,20.8,,54
2018-01-10T03:48:27.077Z,,,,38.2,20.8,,54
2018-01-10T03:48:37.039Z,,,,37.9,20.6,,54
2018-01-10T03:48:47.022Z,,,,37.6,20.5,,54
2018-01-10T03:48:57.032Z,,,,37.3,20.5,,54
2018-01-10T03:49:07.202Z,,,,36.9,20.4,,54
2018-01-10T03:49:17.067Z,,,,36.8,20.2,,54
2018-01-10T03:49:27.024Z,,,,36.6,20.2,,54
2018-01-10T03:49:37.044Z,,,,36.4,20.1,,54
2018-01-10T03:49:47.082Z,,,,36.3,20,,54
2018-01-10T03:49:57.117Z,,,,36.1,19.8,,54
2018-01-10T03:50:07.037Z,,,,36,19.8,,54
2018-01-10T03:50:17.048Z,,,,,19.7,,54
2018-01-10T03:50:27.120Z,,,,35.9,19.8,,54
2018-01-10T03:50:37.046Z,,,,,20.1,,54
2018-01-10T03:50:47.025Z,,,,,19.8,,54
2018-01-10T03:50:57.041Z,,,,,19.6,,54
2018-01-10T03:51:07.023Z,,,,,19.2,,54
2018-01-10T03:51:17.082Z,,,,,18.9,,54
2018-01-10T03:51:27.045Z,,,,,18.6,,54
2018-01-10T03:51:37.061Z,,,,,18.4,,54
2018-01-10T03:51:47.035Z,,,,36,18.1,,54
2018-01-10T03:51:57.125Z,,,,,17.8,,54
2018-01-10T03:52:07.053Z,,,,,17.5,,54
2018-01-10T03:52:17.046Z,,,,36.1,17.3,,54
2018-01-10T03:52:27.111Z,,,,,17,,54
2018-01-10T03:52:37.024Z,,,,,16.8,,54
2018-01-10T03:52:47.027Z,,,,36.2,16.7,,54
2018-01-10T03:52:57.037Z,,,,,16.5,,54
2018-01-10T03:53:07.027Z,,,,36.3,16.4,,54
2018-01-10T03:53:17.039Z,,,,,16.1,,54
2018-01-10T03:53:27.041Z,,,,36.4,16.1,,54
2018-01-10T03:53:37.067Z,,,,,15.9,,54
2018-01-10T03:53:47.028Z,,,,36.5,15.7,,54
2018-01-10T03:53:57.033Z,,,,,15.6,,54
2018-01-10T03:54:07.058Z,,,,,15.6,,54
2018-01-10T03:54:17.115Z,,,,,15.4,,54
2018-01-10T03:54:27.047Z,,,,,15.3,,54
2018-01-10T03:54:37.026Z,,,,,15.3,,54
2018-01-10T03:54:47.028Z,,,,36.6,15.1,,54
2018-01-10T03:54:57.029Z,,,,,15.1,,54
2018-01-10T03:55:07.037Z,,,,,15,,54
2018-01-10T03:55:17.033Z,,,,,15,,54
2018-01-10T03:55:27.041Z,,,,,14.8,,54
2018-01-10T03:55:37.069Z,,,,,14.8,,54
2018-01-10T03:55:47.187Z,,,,,14.7,,54
2018-01-10T03:55:57.040Z,,,,,14.7,,54
2018-01-10T03:56:07.093Z,,,,,14.7,,54
2018-01-10T03:56:17.028Z,,,,,14.5,,54
2018-01-10T03:56:27.053Z,,,,,14.5,,54
2018-01-10T03:56:37.096Z,,,,,14.5,,54
2018-01-10T03:56:47.030Z,,,,36.5,14.3,,54
2018-01-10T03:56:57.031Z,,,,,14.3,,54
2018-01-10T03:57:07.079Z,,,,,14.3,,54
2018-01-10T03:57:17.032Z,,,,,14.3,,54
2018-01-10T03:57:27.059Z,,,,,14.3,,54
2018-01-10T03:57:37.096Z,,,,,14.2,,54
2018-01-10T03:57:47.027Z,,,,,14.2,,54
2018-01-10T03:57:57.060Z,,,,,14.2,,54
2018-01-10T03:58:07.090Z,,,,36.4,14,,54
2018-01-10T03:58:17.030Z,,,,,14,,54
2018-01-10T03:58:27.064Z,,,,,14,,54
2018-01-10T03:58:37.082Z,,,,,14,,54
2018-01-10T03:58:47.032Z,,,,,14,,54
2018-01-10T03:58:57.028Z,,,,,14,,54
2018-01-10T03:59:07.051Z,,,,,13.9,,54
2018-01-10T03:59:17.039Z,,,,36.3,13.9,,54
2018-01-10T03:59:27.073Z,,,,,13.9,,54
2018-01-10T03:59:37.066Z,,,,,13.9,,54
2018-01-10T03:59:47.047Z,,,,,14,,54
2018-01-10T03:59:57.077Z,,,,,13.9,,54
2018-01-10T04:00:07.113Z,,,,,13.9,,54
2018-01-10T04:00:17.038Z,1,44,0,36.2,13.9,,54
2018-01-10T04:00:27.068Z,,38,,40.1,13.9,,54
2018-01-10T04:00:37.053Z,,29,,40.8,14,,54
2018-01-10T04:00:47.033Z,,29,,39.6,14.8,,54
2018-01-10T04:00:57.037Z,,,,40.5,16.2,,54
2018-01-10T04:01:07.118Z,,,,40.9,16.7,,54
2018-01-10T04:01:17.050Z,,,,41,17.3,,54
2018-01-10T04:01:27.060Z,,,,41.1,17.8,,54
2018-01-10T04:01:37.216Z,,,,,18.2,,54
2018-01-10T04:01:47.055Z,,,,41.2,18.6,,54
2018-01-10T04:01:57.097Z,,30,,41.3,18.9,,54
2018-01-10T04:02:07.127Z,,29,,41.4,19.2,,54
2018-01-10T04:02:17.063Z,,,,41.5,19.2,,54
2018-01-10T04:02:27.096Z,,,,41.6,19.3,,54
2018-01-10T04:02:37.032Z,,,,41.7,19.6,,54
2018-01-10T04:02:47.054Z,,30,,41.8,19.6,,54
2018-01-10T04:02:57.098Z,,29,,42,19.7,,54
2018-01-10T04:03:07.036Z,,,,,19.8,,54
2018-01-10T04:03:17.094Z,,,,42.2,20.1,,54
2018-01-10T04:03:27.102Z,,,,42.3,20.1,,54
2018-01-10T04:03:37.033Z,,,,42.6,20.2,,54
2018-01-10T04:03:47.068Z,,,,42.7,20.2,,54
2018-01-10T04:03:57.034Z,,,,42.9,20.4,,54
2018-01-10T04:04:07.042Z,,,,43,20.5,,54
2018-01-10T04:04:17.046Z,,30,,43.1,20.5,,54
2018-01-10T04:04:27.040Z,,29,,43.2,20.6,,54
2018-01-10T04:04:37.041Z,,,,43.4,20.6,,54
2018-01-10T04:04:47.076Z,,,,43.5,20.8,,54
2018-01-10T04:04:57.210Z,,,,43.6,20.8,,54
2018-01-10T04:05:07.036Z,,,,43.8,20.8,,54
2018-01-10T04:05:17.080Z,,,,44,20.8,,54
2018-01-10T04:05:27.110Z,,29,,44,21.1,,54
2018-01-10T04:05:37.155Z,,,,44.2,21.1,,54
2018-01-10T04:05:47.089Z,1,0,0,44.2,21.2,,54
2018-01-10T04:05:57.120Z,,,,41.9,21.2,,54
2018-01-10T04:06:07.051Z,,,,40.7,21.5,,54
2018-01-10T04:06:17.091Z,,,,39.9,21.2,,54
2018-01-10T04:06:27.111Z,,,,39.1,20.9,,54
2018-01-10T04:06:37.052Z,1,40,0,42.1,20.8,,54
2018-01-10T04:06:47.134Z,,31,,45.3,20.8,,54
2018-01-10T04:06:57.040Z,,29,,43.8,20.6,,54
2018-01-10T04:07:07.063Z,,,,44.1,20.5,,54
2018-01-10T04:07:17.060Z,,30,,44.6,20.4,,54
2018-01-10T04:07:27.113Z,,29,,,20.6,,54
2018-01-10T04:07:37.059Z,,29,,45,20.9,,54
2018-01-10T04:07:47.038Z,,,,45.1,21.2,,54
2018-01-10T04:07:57.036Z,,,,45.3,21.3,,54
2018-01-10T04:08:07.057Z,,,,45.5,21.5,,54
2018-01-10T04:08:17.035Z,,30,,45.7,21.5,,54
2018-01-10T04:08:27.036Z,,29,,45.8,21.6,,54
2018-01-10T04:08:37.063Z,,0,,46,21.7,,54
2018-01-10T04:08:47.043Z,1,,0,43.8,21.9,,54
2018-01-10T04:08:57.054Z,,,,42.7,21.9,,54
2018-01-10T04:09:07.076Z,,,,41.6,21.6,,54
2018-01-10T04:09:17.104Z,,,,40.9,21.3,,54
2018-01-10T04:09:27.044Z,,,,40.4,21.2,,54
2018-01-10T04:09:37.065Z,,,,39.9,21.1,,54
2018-01-10T04:09:47.104Z,,,,39.5,20.9,,54
2018-01-10T04:09:57.046Z,,,,38.9,20.9,,54
2018-01-10T04:10:07.080Z,,,,38.6,20.8,,54
2018-01-10T04:10:17.083Z,,,,38.3,20.8,,54
2018-01-10T04:10:27.047Z,,,,37.9,20.6,,54
2018-01-10T04:10:37.082Z,,,,37.8,20.5,,54
2018-01-10T04:10:47.221Z,,,,37.5,20.5,,54
2018-01-10T04:10:57.049Z,,,,37.3,20.4,,54
2018-01-10T04:11:07.101Z,1,0,0,37.2,20.4,61,54
2018-01-10T04:11:17.093Z,,,,36.9,20.2,,54
2018-01-10T04:11:27.048Z,,,,36.8,20.1,,54
2018-01-10T04:11:37.038Z,,,,36.6,20.1,,54
2018-01-10T04:11:47.100Z,,,,36.5,20,,54
2018-01-10T04:11:57.056Z,,,,,19.8,,54
2018-01-10T04:12:07.036Z,,,,,20.1,,54
2018-01-10T04:12:17.046Z,,,,,20,,54
2018-01-10T04:12:27.038Z,,,,,19.7,,54
2018-01-10T04:12:37.094Z,,,,,19.6,,54
2018-01-10T04:12:47.069Z,1,42,0,39.3,19.2,,54
2018-01-10T04:12:57.036Z,,31,,43.1,18.9,,54
2018-01-10T04:13:07.040Z,,29,,41.9,19.2,,54
2018-01-10T04:13:17.039Z,,,,42.3,20.1,,54
2018-01-10T04:13:27.043Z,,0,,43.4,20.6,,54
2018-01-10T04:13:37.045Z,1,,0,41.7,20.8,,54
2018-01-10T04:13:47.058Z,,,,39.9,20.9,,54
2018-01-10T04:13:57.070Z,,,,39.3,20.6,,54
2018-01-10T04:14:07.082Z,,,,38.7,20.5,,54
2018-01-10T04:14:17.041Z,,,,37.9,20.4,,54
2018-01-10T04:14:27.078Z,,,,37.7,20.1,,54
2018-01-10T04:14:37.101Z,,,,37.4,20,,54
2018-01-10T04:14:47.042Z,,,,36.9,19.8,,54
2018-01-10T04:14:57.077Z,,,,36.7,19.7,,54
2018-01-10T04:15:07.112Z,,,,36.4,19.7,,54
2018-01-10T04:15:17.045Z,,,,36.2,19.6,,54
2018-01-10T04:15:27.041Z,,,,36,19.4,,54
2018-01-10T04:15:37.122Z,,,,35.9,19.3,,54
2018-01-10T04:15:47.048Z,,,,35.7,19.3,,54
2018-01-10T04:15:57.079Z,,,,35.6,19.3,,54
2018-01-10T04:16:07.052Z,,,,35.5,19.2,,54
2018-01-10T04:16:17.050Z,,,,35.4,19.2,,54
2018-01-10T04:16:27.093Z,,,,,19,,54
2018-01-10T04:16:37.091Z,,,,35.2,19.2,,54
2018-01-10T04:16:47.067Z,,,,35.1,19,,54
2018-01-10T04:16:57.093Z,,,,34.9,18.9,,54
2018-01-10T04:17:07.104Z,,,,34.8,18.9,,54
2018-01-10T04:17:17.056Z,,,,34.7,19,,54
2018-01-10T04:17:27.090Z,,,,34.6,19,,54
2018-01-10T04:17:37.104Z,,,,34.5,19,,54
2018-01-10T04:17:47.040Z,1,39,0,38.1,19.2,,54
2018-01-10T04:17:57.043Z,,31,,39.4,19.2,,54
2018-01-10T04:18:07.107Z,,29,,40,19.2,,54
2018-01-10T04:18:17.062Z,,,,41,19.4,,54
2018-01-10T04:18:27.397Z,,,,41.4,19.6,,54
2018-01-10T04:18:37.138Z,,30,,42.1,19.7,,54
2018-01-10T04:18:47.064Z,,,,42.6,20,,54
2018-01-10T04:18:57.065Z,,29,,43,20.1,,54
2018-01-10T04:19:07.046Z,,,,43.3,20.4,,54
2018-01-10T04:19:17.069Z,,30,,43.6,20.5,,54
2018-01-10T04:19:27.111Z,,30,,43.9,20.8,,54
2018-01-10T04:19:37.046Z,1,0,0,41.8,20.9,,54
2018-01-10T04:19:47.086Z,,,,40.4,21.2,,54
2018-01-10T04:19:57.046Z,,,,39.6,20.9,,54
2018-01-10T04:20:07.057Z,,,,38.7,20.6,,54
2018-01-10T04:20:17.076Z,,,,38.2,20.5,,54
2018-01-10T04:20:27.043Z,,,,37.8,20.4,,54
2018-01-10T04:20:37.055Z,,,,37.4,20.4,,54
2018-01-10T04:20:47.188Z,,,,36.9,20.2,,54
2018-01-10T04:20:57.114Z,,,,36.7,20.1,,54
2018-01-10T04:21:07.058Z,,,,36.4,20.1,,54
2018-01-10T04:21:17.067Z,,,,36.1,20,,54
2018-01-10T04:21:27.046Z,,,,35.9,20,,54
2018-01-10T04:21:37.055Z,,,,35.7,19.8,,54
2018-01-10T04:21:47.043Z,,,,35.6,19.8,,54
2018-01-10T04:21:57.047Z,,,,35.4,19.7,,54
2018-01-10T04:22:07.057Z,,,,35.2,19.6,,54
2018-01-10T04:22:17.090Z,,,,35.1,19.4,,54
2018-01-10T04:22:27.043Z,,,,34.8,19.4,,54
2018-01-10T04:22:37.058Z,,,,,19.4,,54
2018-01-10T04:22:47.071Z,,,,,19.4,,54
2018-01-10T04:22:57.045Z,,,,,20,,54
2018-01-10T04:23:07.067Z,,,,,19.7,,54
2018-01-10T04:23:17.043Z,,,,,19.4,,54
2018-01-10T04:23:27.111Z,,,,,19,,54
2018-01-10T04:23:37.051Z,,,,,18.8,,54
2018-01-10T04:23:47.100Z,,,,,18.4,,54
2018-01-10T04:23:57.131Z,,,,,18.1,,54
2018-01-10T04:24:07.051Z,,,,,17.8,,54
2018-01-10T04:24:17.087Z,,,,,17.5,,54
2018-01-10T04:24:27.055Z,,,,,17.1,,54
2018-01-10T04:24:37.077Z,,,,,16.8,,54
2018-01-10T04:24:47.091Z,,,,34.9,16.7,,54
2018-01-10T04:24:57.045Z,,,,,16.4,,54
2018-01-10T04:25:07.084Z,,,,,16.2,,54
2018-01-10T04:25:17.081Z,,,,35.1,16.1,,54
2018-01-10T04:25:27.053Z,,,,,15.9,,54
2018-01-10T04:25:37.079Z,,,,,15.7,,54
2018-01-10T04:25:47.173Z,,,,,15.6,,54
2018-01-10T04:25:57.044Z,,,,35.2,15.4,,54
2018-01-10T04:26:07.089Z,,,,,15.4,,54
2018-01-10T04:26:17.114Z,,,,,15.3,,54
2018-01-10T04:26:27.048Z,,,,35.3,15.3,,54
2018-01-10T04:26:37.084Z,,,,,15.1,,54
2018-01-10T04:26:47.048Z,,,,,15,,54
2018-01-10T04:26:57.054Z,,,,,15,,54
2018-01-10T04:27:07.087Z,,,,,15,,54
2018-01-10T04:27:17.049Z,,,,,14.8,,54
2018-01-10T04:27:27.056Z,,,,,14.8,,54
2018-01-10T04:27:37.050Z,,,,,14.8,,54
2018-01-10T04:27:47.045Z,,,,,14.8,,54
2018-01-10T04:27:57.066Z,,,,,14.8,,54
2018-01-10T04:28:07.112Z,,,,,14.7,,54
2018-01-10T04:28:17.047Z,,,,,14.7,,54
2018-01-10T04:28:27.058Z,,,,,14.7,,54
2018-01-10T04:28:37.101Z,,,,,14.5,,54
2018-01-10T04:28:47.056Z,,,,,14.5,,54
2018-01-10T04:28:57.044Z,,,,,14.3,,54
2018-01-10T04:29:07.102Z,,,,,14.3,,54
2018-01-10T04:29:17.107Z,,,,,14.3,,54
2018-01-10T04:29:27.071Z,,,,,14.3,,54
2018-01-10T04:29:37.047Z,,,,,14.3,,54
2018-01-10T04:29:47.047Z,,,,,14.2,,54
2018-01-10T04:29:57.070Z,,,,35.2,14.2,,54
2018-01-10T04:30:07.110Z,,,,,14.2,,54
2018-01-10T04:30:17.059Z,1,41,0,38.2,14.2,,54
2018-01-10T04:30:27.050Z,,33,,40.5,14.2,,54
2018-01-10T04:30:37.108Z,,29,,39.6,14.5,,54
2018-01-10T04:30:47.056Z,,,,40,15.6,,54
2018-01-10T04:30:57.055Z,,,,40.5,16.7,,54
2018-01-10T04:31:07.061Z,,,,40.6,17.3,,54
2018-01-10T04:31:17.049Z,,,,40.8,17.9,,54
2018-01-10T04:31:27.090Z,,,,40.9,18.2,,54
2018-01-10T04:31:37.050Z,,30,,41,18.5,,54
2018-01-10T04:31:47.059Z,,29,,41.1,18.6,,54
2018-01-10T04:31:57.081Z,,,,41.2,19,,54
2018-01-10T04:32:07.079Z,,,,41.4,19.2,,54
2018-01-10T04:32:17.058Z,,,,41.5,19.4,,54
2018-01-10T04:32:27.076Z,,,,41.6,19.4,,54
2018-01-10T04:32:37.049Z,,,,41.8,19.6,,54
2018-01-10T04:32:47.064Z,,,,41.9,19.8,,54
2018-01-10T04:32:57.112Z,,,,42,20,,54
2018-01-10T04:33:07.056Z,,,,42.2,20,,54
2018-01-10T04:33:17.059Z,,,,42.3,20.1,,54
2018-01-10T04:33:27.112Z,,,,42.4,20.1,,54
2018-01-10T04:33:37.123Z,,30,,42.7,20.4,,54
2018-01-10T04:33:47.066Z,,,,42.8,20.5,,54
2018-01-10T04:33:57.057Z,,29,,43,20.5,,54
2018-01-10T04:34:07.055Z,,,,43.1,20.6,,54
2018-01-10T04:34:17.068Z,,,,43.2,20.8,,54
2018-01-10T04:34:27.107Z,,,,43.4,20.9,,54
2018-01-10T04:34:37.136Z,,,,43.5,20.8,,54
2018-01-10T04:34:47.052Z,,30,,43.6,20.9,,54
2018-01-10T04:34:57.111Z,,29,,43.8,20.9,,54
2018-01-10T04:35:07.122Z,,,,43.9,20.9,,54
2018-01-10T04:35:17.098Z,,,,44,21.2,,54
2018-01-10T04:35:27.063Z,,,,44.2,21.2,,54
2018-01-10T04:35:37.054Z,,,,44.3,21.2,,54
2018-01-10T04:35:47.055Z,,,,44.4,21.3,,54
2018-01-10T04:35:57.065Z,,,,44.5,21.5,,54
2018-01-10T04:36:07.055Z,,,,44.7,21.6,,54
2018-01-10T04:36:17.054Z,,,,44.8,21.6,,54
2018-01-10T04:36:27.115Z,,,,44.9,21.6,,54
2018-01-10T04:36:37.051Z,,,,45,21.7,,54
2018-01-10T04:36:47.051Z,,,,45.1,21.9,,54
2018-01-10T04:36:57.076Z,,,,45.3,22,,54
2018-01-10T04:37:07.056Z,,,,45.4,22,,54
2018-01-10T04:37:17.055Z,,,,45.5,22.1,,54
2018-01-10T04:37:27.076Z,,,,45.6,22.1,,54
2018-01-10T04:37:37.061Z,,,,45.8,22.1,,54
2018-01-10T04:37:47.057Z,,,,45.9,22.1,,54
2018-01-10T04:37:57.063Z,,29,,46,22.1,,54
2018-01-10T04:38:07.054Z,,,,46.1,22.2,,54
2018-01-10T04:38:17.105Z,,,,46.2,22.4,,54
2018-01-10T04:38:27.125Z,,,,46.3,22.5,,54
2018-01-10T04:38:37.060Z,,,,46.4,22.5,,54
2018-01-10T04:38:47.057Z,,30,,46.6,22.5,,54
2018-01-10T04:38:57.058Z,,,,46.7,22.6,,54
2018-01-10T04:39:07.064Z,,29,,46.8,22.6,,54
2018-01-10T04:39:17.106Z,,,,46.9,22.8,,54
2018-01-10T04:39:27.060Z,,,,47,23,,54
2018-01-10T04:39:37.059Z,,,,47.1,23.1,,54
2018-01-10T04:39:47.109Z,,,,47.2,23.1,,54
2018-01-10T04:39:57.142Z,,,,47.3,23.2,,54
2018-01-10T04:40:07.062Z,,,,47.4,23.2,,54
2018-01-10T04:40:17.069Z,,,,47.6,23.3,,54
2018-01-10T04:40:27.109Z,,,,47.7,23.3,,54
2018-01-10T04:40:37.099Z,,30,,47.8,23.4,,54
2018-01-10T04:40:47.132Z,,29,,48,23.6,,54
2018-01-10T04:40:57.065Z,,30,,,23.6,,54
2018-01-10T04:41:07.098Z,,29,,48.1,23.6,,54
2018-01-10T04:41:17.085Z,,,,48.2,23.6,,54
2018-01-10T04:41:27.058Z,,,,48.3,23.7,,54
2018-01-10T04:41:37.107Z,,,,48.4,23.7,,54
2018-01-10T04:41:47.082Z,,,,48.5,23.7,,54
2018-01-10T04:41:57.059Z,,,,48.6,23.6,,54
2018-01-10T04:42:07.111Z,,,,48.7,23.7,,54
2018-01-10T04:42:17.126Z,,,,48.8,23.8,,54
2018-01-10T04:42:27.062Z,,,,,23.8,,54
2018-01-10T04:42:37.062Z,1,0,0,47.6,23.8,,54
2018-01-10T04:42:47.096Z,,,,45.7,23.7,,54
2018-01-10T04:42:57.073Z,,,,44.9,23.1,,54
2018-01-10T04:43:07.063Z,,,,43.9,22.7,,54
2018-01-10T04:43:17.122Z,,,,43.4,22.6,,54
2018-01-10T04:43:27.070Z,,,,42.9,22.5,,54
