Time,HwTOutlet,ChActive,PrimT,HwTSet,ActPow,HwActive,PrimTSet
2017-12-27T05:27:15.748Z,31.2,,38.1,54,,,
2017-12-27T05:27:25.748Z,31,,39.1,54,29,,
2017-12-27T05:27:35.754Z,31,,40,54,30,,
2017-12-27T05:27:45.748Z,30.9,,40.1,54,29,,
2017-12-27T05:27:55.755Z,30.9,,40.5,54,,,
2017-12-27T05:28:05.754Z,30.9,,41,54,,,
2017-12-27T05:28:15.750Z,30.9,,41.3,54,30,,
2017-12-27T05:28:25.749Z,31,,41.6,54,29,,
2017-12-27T05:28:35.747Z,31,,42,54,30,,
2017-12-27T05:28:45.748Z,31.2,,,54,29,,
2017-12-27T05:28:55.747Z,31.2,,42.2,54,,,
2017-12-27T05:29:05.752Z,31.3,,42.3,54,30,,
2017-12-27T05:29:15.747Z,31.4,,42.4,54,,,
2017-12-27T05:29:25.749Z,31.5,,,54,29,,
2017-12-27T05:29:35.748Z,31.6,,42.3,54,,,
2017-12-27T05:29:45.747Z,31.6,,42.4,54,30,,
2017-12-27T05:29:55.748Z,31.8,,,54,29,,
2017-12-27T05:30:05.749Z,31.9,,,54,,,
2017-12-27T05:30:15.750Z,31.9,,42.6,54,,,
2017-12-27T05:30:25.755Z,32,,42.7,54,,,
2017-12-27T05:30:35.749Z,32.1,,,54,,,
2017-12-27T05:30:45.751Z,32.1,,42.8,54,,,
2017-12-27T05:30:55.755Z,32.2,,43,54,,,
2017-12-27T05:31:05.753Z,32.2,,,54,,,
2017-12-27T05:31:15.756Z,32.3,,43.1,54,,,
2017-12-27T05:31:25.756Z,32.3,,,54,,,
2017-12-27T05:31:35.754Z,32.4,,43.2,54,,,
2017-12-27T05:31:45.747Z,32.5,,43.3,54,30,,
2017-12-27T05:31:55.747Z,32.6,,,54,,,
2017-12-27T05:32:05.751Z,32.6,,43.4,54,29,,
2017-12-27T05:32:15.750Z,32.7,,43.5,54,,,
2017-12-27T05:32:25.748Z,32.8,,43.6,54,,,
2017-12-27T05:32:35.750Z,32.8,,,54,30,,
2017-12-27T05:32:45.746Z,32.9,,43.7,54,,,
2017-12-27T05:32:55.748Z,33.1,,43.8,54,29,,
2017-12-27T05:33:05.751Z,33.1,,43.9,54,,,
2017-12-27T05:33:15.746Z,33.2,,44,54,,,
2017-12-27T05:33:25.750Z,33.3,,,54,,,
2017-12-27T05:33:35.750Z,33.3,,44.1,54,30,,
2017-12-27T05:33:45.751Z,33.4,,44.2,54,29,,
2017-12-27T05:33:55.747Z,33.5,,,54,,,
2017-12-27T05:34:05.753Z,33.5,,44.3,54,,,
2017-12-27T05:34:15.749Z,33.6,,44.4,54,,,
2017-12-27T05:34:25.760Z,33.6,,44.5,54,,,
2017-12-27T05:34:35.749Z,33.7,,,54,,,
2017-12-27T05:34:45.750Z,33.8,,44.6,54,,,
2017-12-27T05:34:55.756Z,33.9,1,44.7,54,0,0,
2017-12-27T05:35:05.755Z,33.9,,42.8,54,,,
2017-12-27T05:35:15.748Z,34,,41.8,54,,,
2017-12-27T05:35:25.751Z,34,,40.8,54,,,
2017-12-27T05:35:35.751Z,34.1,,39.9,54,,,
2017-12-27T05:35:45.749Z,34.1,,39.8,54,,,
2017-12-27T05:35:55.749Z,34.1,,38.9,54,,,
2017-12-27T05:36:05.753Z,34.2,,,54,,,
2017-12-27T05:36:15.751Z,34.2,,38.5,54,,,
2017-12-27T05:36:25.761Z,34.1,,37.9,54,,,
2017-12-27T05:36:35.750Z,34.1,,37.8,54,,,
2017-12-27T05:36:45.755Z,34.1,,37.6,54,,,
2017-12-27T05:36:55.762Z,34.1,,37.3,54,,,
2017-12-27T05:37:05.753Z,34,,36.9,54,,,
2017-12-27T05:37:15.752Z,34,,36.8,54,,,
2017-12-27T05:37:25.753Z,34,,36.6,54,,,
2017-12-27T05:37:35.755Z,33.9,,36.5,54,,,
2017-12-27T05:37:45.749Z,33.9,,36.3,54,,,
2017-12-27T05:37:55.754Z,33.8,,36.1,54,,,
2017-12-27T05:38:05.755Z,33.8,,,54,,,
2017-12-27T05:38:15.750Z,33.7,,,54,,,
2017-12-27T05:38:25.751Z,33.7,,36,54,,,
2017-12-27T05:38:35.764Z,33.6,,,54,,,
2017-12-27T05:38:45.752Z,33.6,,,54,,,
2017-12-27T05:38:55.752Z,33.6,,,54,,,
2017-12-27T05:39:05.752Z,33.5,,,54,,,
2017-12-27T05:39:15.762Z,33.5,,,54,,,
2017-12-27T05:39:25.791Z,33.5,,,54,,,
2017-12-27T05:39:35.753Z,33.5,,,54,,,
2017-12-27T05:39:45.769Z,33.5,,36,54,,,
2017-12-27T05:39:55.753Z,33.4,,36,54,,,
2017-12-27T05:40:05.764Z,33.3,,,54,,,
2017-12-27T05:40:15.754Z,33.3,,36,54,,,
2017-12-27T05:40:25.750Z,33.3,,,54,,,
2017-12-27T05:40:35.761Z,33.2,,,54,,,
2017-12-27T05:40:45.751Z,33.1,,,54,,,
2017-12-27T05:40:55.754Z,33.1,,,54,,,
2017-12-27T05:41:05.753Z,32.9,,,54,,,
2017-12-27T05:41:15.754Z,32.8,,36.1,54,,,
2017-12-27T05:41:25.759Z,32.8,,,54,,,
2017-12-27T05:41:35.755Z,32.7,,,54,,,
2017-12-27T05:41:45.751Z,32.6,,36.2,54,,,
2017-12-27T05:41:55.884Z,32.5,,,54,,,
2017-12-27T05:42:05.751Z,32.4,,36.3,54,,,
2017-12-27T05:42:15.756Z,32.4,,,54,,,
2017-12-27T05:42:25.756Z,32.3,,,54,,,
2017-12-27T05:42:35.756Z,32.2,,36.4,54,,,
2017-12-27T05:42:45.759Z,32.1,,,54,,,
2017-12-27T05:42:55.756Z,32,,,54,,,
2017-12-27T05:43:05.754Z,31.9,,,54,,,
2017-12-27T05:43:15.778Z,31.9,,,54,,,
2017-12-27T05:43:25.752Z,31.8,,36.5,54,,,
2017-12-27T05:43:35.761Z,31.6,1,40.4,54,39,0,
2017-12-27T05:43:45.753Z,31.5,,41.9,54,29,,
2017-12-27T05:43:55.755Z,31.4,,40.7,54,,,
2017-12-27T05:44:05.761Z,31.4,,41,54,,,
2017-12-27T05:44:15.755Z,31.3,,41.2,54,,,
2017-12-27T05:44:25.756Z,31.3,,41.3,54,,,
2017-12-27T05:44:35.753Z,31.3,,41.5,54,,,
2017-12-27T05:44:45.758Z,31.4,,41.6,54,,,
2017-12-27T05:44:55.758Z,31.4,,41.7,54,,,
2017-12-27T05:45:05.760Z,31.5,,41.8,54,,,
2017-12-27T05:45:15.757Z,31.6,,41.9,54,,,
2017-12-27T05:45:25.758Z,31.8,,42,54,,,
2017-12-27T05:45:35.754Z,31.9,,42.1,54,,,
2017-12-27T05:45:45.759Z,32,,42.2,54,,,
2017-12-27T05:45:55.765Z,32,,,54,,,
2017-12-27T05:46:05.762Z,32.1,,42.3,54,,,
2017-12-27T05:46:15.754Z,32.1,,42.2,54,,,
2017-12-27T05:46:25.756Z,32.1,,,54,,,
2017-12-27T05:46:35.756Z,32.2,,42.1,54,,,
2017-12-27T05:46:45.756Z,32.2,,42.2,54,,,
2017-12-27T05:46:55.756Z,32.2,,,54,,,
2017-12-27T05:47:05.761Z,32.3,,42.3,54,,,
2017-12-27T05:47:15.758Z,32.3,,,54,,,
2017-12-27T05:47:25.763Z,32.3,,42.4,54,,,
2017-12-27T05:47:35.759Z,32.3,,42.6,54,,,
2017-12-27T05:47:45.756Z,32.4,,42.7,54,,,
2017-12-27T05:47:55.756Z,32.4,,42.8,54,,,
2017-12-27T05:48:05.767Z,32.4,,43,54,,,
2017-12-27T05:48:15.762Z,32.5,,,54,,,
2017-12-27T05:48:25.758Z,32.5,,43.1,54,,,
2017-12-27T05:48:35.758Z,32.6,,43.2,54,30,,
2017-12-27T05:48:45.762Z,32.6,,43.3,54,29,,
2017-12-27T05:48:55.771Z,32.7,,43.4,54,,,
2017-12-27T05:49:05.760Z,32.7,,,54,,,
2017-12-27T05:49:15.757Z,32.8,,43.5,54,,,
2017-12-27T05:49:25.757Z,32.8,,43.6,54,,,
2017-12-27T05:49:35.757Z,32.9,,43.7,54,,,
2017-12-27T05:49:45.758Z,32.9,,43.8,54,,,
2017-12-27T05:49:55.759Z,33.1,,43.9,54,,,
2017-12-27T05:50:05.794Z,33.2,,43.9,54,,,
2017-12-27T05:50:15.760Z,33.2,,44,54,,,
2017-12-27T05:50:25.761Z,33.2,,44.1,54,,,
2017-12-27T05:50:35.759Z,33.3,,44.2,54,,,
2017-12-27T05:50:45.759Z,33.3,,44.3,54,,,
2017-12-27T05:50:55.765Z,33.4,,44.4,54,,,
2017-12-27T05:51:05.763Z,33.4,1,44.4,54,0,0,
2017-12-27T05:51:15.769Z,33.5,,42.8,54,,,
2017-12-27T05:51:25.759Z,33.5,,41.7,54,,,
2017-12-27T05:51:35.764Z,33.6,,40.6,54,,,
2017-12-27T05:51:45.762Z,33.6,,39.9,54,,,
2017-12-27T05:51:55.759Z,33.7,,39.6,54,,,
2017-12-27T05:52:05.763Z,33.7,,38.9,54,,,
2017-12-27T05:52:15.765Z,33.7,,38.6,54,,,
2017-12-27T05:52:25.762Z,33.8,,37.9,54,,,
2017-12-27T05:52:35.756Z,33.8,,,54,,,
2017-12-27T05:52:45.759Z,33.8,,37.5,54,,,
2017-12-27T05:52:55.760Z,33.8,,37.2,54,,,
2017-12-27T05:53:05.762Z,33.8,,36.9,54,,,
2017-12-27T05:53:15.760Z,33.8,,36.7,54,,,
2017-12-27T05:53:25.758Z,33.7,,36.5,54,,,
2017-12-27T05:53:35.757Z,33.7,,36.3,54,,,
2017-12-27T05:53:45.763Z,33.7,,36.2,54,,,
2017-12-27T05:53:55.760Z,33.6,,35.9,54,,,
2017-12-27T05:54:05.776Z,33.6,,35.8,54,,,
2017-12-27T05:54:15.763Z,33.6,,,54,,,
2017-12-27T05:54:25.764Z,33.5,,,54,,,
2017-12-27T05:54:35.762Z,33.5,,35.7,54,,,
2017-12-27T05:54:45.768Z,33.4,,,54,,,
2017-12-27T05:54:55.768Z,33.4,,,54,,,
2017-12-27T05:55:05.769Z,33.3,,,54,,,
2017-12-27T05:55:15.764Z,33.3,,,54,,,
2017-12-27T05:55:25.770Z,33.3,1,40.3,54,38,0,
2017-12-27T05:55:35.759Z,33.3,,42.1,54,31,,
2017-12-27T05:55:45.760Z,33.2,,40.9,54,29,,
2017-12-27T05:55:55.765Z,33.2,,41.1,54,29,,
2017-12-27T05:56:05.766Z,33.2,,42.1,54,29,,
2017-12-27T05:56:15.762Z,33.2,,42.2,54,,,
2017-12-27T05:56:25.771Z,33.2,,42.7,54,30,,
2017-12-27T05:56:35.788Z,33.2,,43,54,29,,
2017-12-27T05:56:45.764Z,33.3,,43.1,54,,,
2017-12-27T05:56:55.763Z,33.3,,43.4,54,,,
2017-12-27T05:57:05.768Z,33.4,,43.5,54,,,
2017-12-27T05:57:15.765Z,33.5,,43.7,54,30,,
2017-12-27T05:57:25.765Z,33.5,,43.8,54,,,
2017-12-27T05:57:35.760Z,33.6,,43.9,54,,,
2017-12-27T05:57:45.760Z,33.6,,,54,29,,
2017-12-27T05:57:55.761Z,33.6,,,54,,,
2017-12-27T05:58:05.766Z,33.7,,44,54,,,
2017-12-27T05:58:15.765Z,33.7,,,54,,,
2017-12-27T05:58:25.764Z,33.7,,,54,,,
2017-12-27T05:58:35.762Z,33.8,,44.1,54,30,,
2017-12-27T05:58:45.762Z,33.8,,44.2,54,29,,
2017-12-27T05:58:55.762Z,33.8,,,54,30,,
2017-12-27T05:59:05.768Z,33.8,,44.3,54,29,,
2017-12-27T05:59:15.768Z,33.8,,44.4,54,,,
2017-12-27T05:59:25.766Z,33.8,,,54,,,
2017-12-27T05:59:35.766Z,33.9,,44.6,54,,,
2017-12-27T05:59:45.763Z,33.9,,,54,,,
2017-12-27T05:59:55.765Z,33.9,,44.7,54,,,
2017-12-27T06:00:05.775Z,33.9,,44.8,54,30,,
2017-12-27T06:00:15.764Z,34,,,54,29,,
2017-12-27T06:00:25.761Z,34,,45,54,,,
2017-12-27T06:00:35.769Z,34.1,,,54,,,
2017-12-27T06:00:45.762Z,34.1,,45.1,54,,,
2017-12-27T06:00:55.765Z,34.1,,,54,,,
2017-12-27T06:01:05.772Z,34.2,,45.2,54,,,
2017-12-27T06:01:15.769Z,34.2,,45.3,54,,,
2017-12-27T06:01:25.765Z,34.3,,45.4,54,,,
2017-12-27T06:01:35.767Z,34.3,1,,54,0,0,
2017-12-27T06:01:45.768Z,34.4,,43.8,54,,,
2017-12-27T06:01:55.765Z,34.4,,41.9,54,,,
2017-12-27T06:02:05.767Z,34.5,,41.5,54,,,
2017-12-27T06:02:15.769Z,34.5,,40.9,54,,,
2017-12-27T06:02:25.763Z,34.6,,40.4,54,,,
2017-12-27T06:02:35.770Z,34.6,,39.9,54,,,
2017-12-27T06:02:45.777Z,34.6,,39.5,54,,,
2017-12-27T06:02:55.781Z,34.6,,38.9,54,,,
2017-12-27T06:03:05.780Z,34.6,,38.7,54,,,
2017-12-27T06:03:15.771Z,34.6,,38.3,54,,,
2017-12-27T06:03:25.779Z,34.5,,37.9,54,,,
2017-12-27T06:03:35.766Z,34.5,,37.8,54,,,
2017-12-27T06:03:45.778Z,34.5,,37.6,54,,,
2017-12-27T06:03:55.778Z,34.4,,37.4,54,,,
2017-12-27T06:04:05.774Z,34.4,,37.2,54,,,
2017-12-27T06:04:15.791Z,34.3,,36.9,54,,,
2017-12-27T06:04:25.776Z,34.3,,36.8,54,,,
2017-12-27T06:04:35.779Z,34.2,,36.5,54,,,
2017-12-27T06:04:45.774Z,34.2,,,54,,,
2017-12-27T06:04:55.769Z,34.1,,,54,,,
2017-12-27T06:05:05.775Z,34,,,54,,,
2017-12-27T06:05:15.780Z,34,,,54,,,
2017-12-27T06:05:25.769Z,34,,,54,,,
2017-12-27T06:05:35.791Z,33.9,,36.4,54,,,
2017-12-27T06:05:45.768Z,33.9,,,54,,,
2017-12-27T06:05:55.776Z,33.9,,,54,,,
2017-12-27T06:06:05.784Z,33.9,,,54,,,
2017-12-27T06:06:15.770Z,33.9,,,54,,,
2017-12-27T06:06:25.767Z,33.8,,,54,,,
2017-12-27T06:06:35.779Z,33.8,,,54,,,
2017-12-27T06:06:45.768Z,33.7,,,54,,,
2017-12-27T06:06:55.771Z,33.7,,,54,,,
2017-12-27T06:07:05.768Z,33.6,,,54,,,
2017-12-27T06:07:15.773Z,33.6,,,54,,,
2017-12-27T06:07:25.769Z,33.5,,,54,,,
2017-12-27T06:07:35.772Z,33.4,,,54,,,
2017-12-27T06:07:45.772Z,33.4,,36.5,54,,,
2017-12-27T06:07:55.774Z,33.3,,,54,,,
2017-12-27T06:08:05.771Z,33.2,,,54,,,
2017-12-27T06:08:15.772Z,33.1,,36.6,54,,,
2017-12-27T06:08:25.766Z,32.9,,,54,,,
2017-12-27T06:08:35.774Z,32.9,,,54,,,
2017-12-27T06:08:45.770Z,32.8,,36.7,54,,,
2017-12-27T06:08:55.773Z,32.7,,,54,,,
2017-12-27T06:09:05.774Z,32.6,,36.8,54,,,
2017-12-27T06:09:15.769Z,32.5,,,54,,,
2017-12-27T06:09:25.767Z,32.4,,,54,,,
2017-12-27T06:09:35.768Z,32.4,,,54,,,
2017-12-27T06:09:45.774Z,32.3,,,54,,,
2017-12-27T06:09:55.774Z,32.2,,36.9,54,,,
2017-12-27T06:10:05.774Z,32.1,,,54,,,
2017-12-27T06:10:15.775Z,32,1,40.6,54,39,0,
2017-12-27T06:10:25.775Z,31.9,,42.1,54,34,,
2017-12-27T06:10:35.772Z,31.9,,40.9,54,29,,
2017-12-27T06:10:45.774Z,31.8,,41,54,30,,
2017-12-27T06:10:55.773Z,31.8,,41.6,54,29,,
2017-12-27T06:11:05.774Z,31.6,,42,54,30,,
2017-12-27T06:11:15.775Z,31.6,,42,54,29,,
2017-12-27T06:11:25.775Z,31.8,,,54,30,,
2017-12-27T06:11:35.777Z,31.8,,42.1,54,29,,
2017-12-27T06:11:45.769Z,31.9,,,54,,,
2017-12-27T06:11:55.768Z,32,,42.2,54,,,
2017-12-27T06:12:05.776Z,32.1,,42.3,54,,,
2017-12-27T06:12:15.773Z,32.2,,42.4,54,,,
2017-12-27T06:12:25.771Z,32.3,,42.6,54,,,
2017-12-27T06:12:35.768Z,32.3,,42.7,54,,,
2017-12-27T06:12:45.771Z,32.4,,,54,,,
2017-12-27T06:12:55.770Z,32.4,,42.8,54,,,
2017-12-27T06:13:05.773Z,32.5,,,54,,,
2017-12-27T06:13:15.768Z,32.5,,42.7,54,,,
2017-12-27T06:13:25.778Z,32.5,,,54,,,
2017-12-27T06:13:35.777Z,32.6,,,54,,,
2017-12-27T06:13:45.772Z,32.6,,42.8,54,30,,
2017-12-27T06:13:55.772Z,32.6,,,54,29,,
2017-12-27T06:14:05.799Z,32.6,,43,54,,,
2017-12-27T06:14:15.775Z,32.7,,,54,,,
2017-12-27T06:14:25.779Z,32.7,,43.1,54,,,
2017-12-27T06:14:35.775Z,32.7,,43.2,54,,,
2017-12-27T06:14:45.779Z,32.8,,43.3,54,,,
2017-12-27T06:14:55.769Z,32.8,,43.4,54,,,
2017-12-27T06:15:05.785Z,32.8,,43.5,54,,,
2017-12-27T06:15:15.775Z,32.8,,43.6,54,,,
2017-12-27T06:15:25.772Z,32.9,,43.7,54,,,
2017-12-27T06:15:35.811Z,32.9,,43.8,54,,,
2017-12-27T06:15:45.776Z,33.1,,43.9,54,,,
2017-12-27T06:15:55.773Z,33.1,,44,54,30,,
2017-12-27T06:16:05.780Z,33.2,,,54,29,,
2017-12-27T06:16:15.780Z,33.3,,44.1,54,30,,
2017-12-27T06:16:25.772Z,33.3,,44.2,54,29,,
2017-12-27T06:16:35.777Z,33.4,,44.3,54,,,
2017-12-27T06:16:45.771Z,33.4,,44.4,54,,,
2017-12-27T06:16:55.771Z,33.5,,44.5,54,,,
2017-12-27T06:17:05.777Z,33.5,,,54,,,
2017-12-27T06:17:15.781Z,33.6,,44.6,54,,,
2017-12-27T06:17:25.774Z,33.7,,44.7,54,,,
2017-12-27T06:17:35.772Z,33.7,,44.8,54,,,
2017-12-27T06:17:45.772Z,33.8,,44.9,54,,,
2017-12-27T06:17:55.772Z,33.8,,45,54,29,,
2017-12-27T06:18:05.781Z,33.9,,,54,,,
2017-12-27T06:18:15.773Z,34,,45.1,54,,,
2017-12-27T06:18:25.776Z,34,1,45.2,54,29,0,61
2017-12-27T06:18:35.773Z,34.1,,45.3,54,,,
2017-12-27T06:18:45.773Z,34.2,,,54,30,,
2017-12-27T06:18:55.773Z,34.2,,45.4,54,,,
2017-12-27T06:19:05.789Z,34.3,,45.5,54,0,,
2017-12-27T06:19:15.775Z,34.4,1,43.8,54,,0,
2017-12-27T06:19:25.782Z,34.4,,42.8,54,,,
2017-12-27T06:19:35.774Z,34.5,,41.5,54,,,
2017-12-27T06:19:45.782Z,34.5,,40.9,54,,,
2017-12-27T06:19:55.774Z,34.6,,40.6,54,,,
2017-12-27T06:20:05.772Z,34.6,,39.9,54,,,
2017-12-27T06:20:15.775Z,34.6,,39.7,54,,,
2017-12-27T06:20:25.783Z,34.6,,38.9,54,,,
2017-12-27T06:20:35.776Z,34.6,,38.8,54,,,
2017-12-27T06:20:45.775Z,34.6,,38.5,54,,,
2017-12-27T06:20:55.775Z,34.6,,38.2,54,,,
2017-12-27T06:21:05.777Z,34.6,,37.9,54,,,
2017-12-27T06:21:15.794Z,34.6,,37.7,54,,,
2017-12-27T06:21:25.773Z,34.6,,37.5,54,,,
2017-12-27T06:21:35.776Z,34.5,,37.3,54,,,
2017-12-27T06:21:45.785Z,34.5,,36.9,54,,,
2017-12-27T06:21:55.778Z,34.5,,,54,,,
2017-12-27T06:22:05.776Z,34.4,,36.6,54,,,
2017-12-27T06:22:15.777Z,34.4,,,54,,,
2017-12-27T06:22:25.777Z,34.3,,,54,,,
2017-12-27T06:22:35.797Z,34.3,,,54,,,
2017-12-27T06:22:45.775Z,34.2,,,54,,,
2017-12-27T06:22:55.776Z,34.2,,,54,,,
2017-12-27T06:23:05.779Z,34.1,,36.5,54,,,
2017-12-27T06:23:15.777Z,34.1,,,54,,,
2017-12-27T06:23:25.775Z,34.1,,,54,,,
2017-12-27T06:23:35.778Z,34.1,,,54,,,
2017-12-27T06:23:45.782Z,34,,,54,,,
2017-12-27T06:23:55.779Z,34,,,54,,,
2017-12-27T06:24:05.778Z,34,,,54,,,
2017-12-27T06:24:15.782Z,33.9,,,54,,,
2017-12-27T06:24:25.779Z,33.9,,,54,,,
2017-12-27T06:24:35.777Z,33.8,,,54,,,
2017-12-27T06:24:45.779Z,33.8,,,54,,,
2017-12-27T06:24:55.779Z,33.7,,,54,,,
2017-12-27T06:25:05.781Z,33.7,,,54,,,
2017-12-27T06:25:15.775Z,33.6,,36.6,54,,,
2017-12-27T06:25:25.777Z,33.5,,,54,,,
2017-12-27T06:25:35.776Z,33.4,,,54,,,
2017-12-27T06:25:45.778Z,33.4,,36.7,54,,,
2017-12-27T06:25:55.778Z,33.3,,,54,,,
2017-12-27T06:26:05.792Z,33.2,,36.8,54,,,
2017-12-27T06:26:15.779Z,33.1,,,54,,,
2017-12-27T06:26:25.784Z,32.9,,,54,,,
2017-12-27T06:26:35.781Z,32.9,,36.9,54,,,
2017-12-27T06:26:45.792Z,32.8,,,54,,,
2017-12-27T06:26:55.788Z,32.7,,,54,,,
2017-12-27T06:27:05.782Z,32.6,,37.1,54,,,
2017-12-27T06:27:15.782Z,32.5,,,54,,,
2017-12-27T06:27:25.782Z,32.4,,,54,,,
2017-12-27T06:27:35.777Z,32.4,,,54,,,
2017-12-27T06:27:45.783Z,32.3,1,38.1,54,44,0,
2017-12-27T06:27:55.783Z,32.2,,42,54,35,,
2017-12-27T06:28:05.790Z,32.1,,40.9,54,30,,
2017-12-27T06:28:15.777Z,32,,41.1,54,29,,
2017-12-27T06:28:25.779Z,32,,41.6,54,,,
2017-12-27T06:28:35.779Z,31.9,,41.8,54,,,
2017-12-27T06:28:45.781Z,31.9,,42,54,,,
2017-12-27T06:28:55.781Z,32,,,54,,,
2017-12-27T06:29:05.782Z,32,,42.1,54,,,
2017-12-27T06:29:15.783Z,32.1,,42.2,54,,,
2017-12-27T06:29:25.782Z,32.2,,,54,,,
2017-12-27T06:29:35.786Z,32.3,,42.3,54,30,,
2017-12-27T06:29:45.783Z,32.4,,42.4,54,,,
2017-12-27T06:29:55.784Z,32.4,,42.6,54,,,
2017-12-27T06:30:05.785Z,32.5,,,54,29,,
2017-12-27T06:30:15.785Z,32.5,,,54,,,
2017-12-27T06:30:25.784Z,32.6,,,54,,,
2017-12-27T06:30:35.781Z,32.6,,42.4,54,,,
2017-12-27T06:30:45.785Z,32.6,,42.6,54,30,,
2017-12-27T06:30:55.785Z,32.7,,,54,29,,
2017-12-27T06:31:05.786Z,32.7,,,54,,,
2017-12-27T06:31:15.784Z,32.7,,,54,30,,
2017-12-27T06:31:25.785Z,32.8,,42.7,54,29,,
2017-12-27T06:31:35.786Z,32.8,,42.8,54,30,,
2017-12-27T06:31:45.782Z,32.8,,,54,29,,
2017-12-27T06:31:55.785Z,32.8,,43,54,,,
2017-12-27T06:32:05.784Z,32.8,,,54,,,
2017-12-27T06:32:15.784Z,32.9,,43.1,54,,,
2017-12-27T06:32:25.791Z,32.9,,43.2,54,,,
2017-12-27T06:32:35.789Z,33.1,,43.3,54,,,
2017-12-27T06:32:45.783Z,33.1,,,54,,,
2017-12-27T06:32:55.787Z,33.1,,43.4,54,,,
2017-12-27T06:33:05.804Z,33.1,,43.5,54,,,
2017-12-27T06:33:15.787Z,33.2,,43.6,54,,,
2017-12-27T06:33:25.782Z,33.3,,43.7,54,,,
2017-12-27T06:33:35.783Z,33.3,,43.8,54,,,
2017-12-27T06:33:45.797Z,33.4,,,54,,,
2017-12-27T06:33:55.780Z,33.4,,44,54,29,,
2017-12-27T06:34:05.787Z,33.5,,,54,,,
2017-12-27T06:34:15.782Z,33.6,,44.1,54,,,
2017-12-27T06:34:25.782Z,33.6,,44.2,54,,,
2017-12-27T06:34:35.783Z,33.7,,44.3,54,,,
2017-12-27T06:34:45.782Z,33.7,,,54,,,
2017-12-27T06:34:55.785Z,33.8,,44.4,54,,,
2017-12-27T06:35:05.785Z,33.8,,44.5,54,,,
2017-12-27T06:35:15.786Z,33.9,,44.6,54,,,
2017-12-27T06:35:25.781Z,33.9,,,54,,,
2017-12-27T06:35:35.787Z,34,,44.7,54,,,
2017-12-27T06:35:45.783Z,34,,44.8,54,,,
2017-12-27T06:35:55.784Z,34.1,1,44.8,54,0,0,
2017-12-27T06:36:05.785Z,34.1,,42.9,54,,,
2017-12-27T06:36:15.786Z,34.1,,41.9,54,,,
2017-12-27T06:36:25.782Z,34.2,,40.9,54,,,
2017-12-27T06:36:35.781Z,34.3,,40.6,54,,,
2017-12-27T06:36:45.792Z,34.3,,39.9,54,,,
2017-12-27T06:36:55.789Z,34.4,,39.5,54,,,
2017-12-27T06:37:05.801Z,34.4,,38.9,54,,,
2017-12-27T06:37:15.798Z,34.4,,38.6,54,,,
2017-12-27T06:37:25.793Z,34.5,,38.3,54,,,
2017-12-27T06:37:35.784Z,34.4,,37.9,54,,,
2017-12-27T06:37:45.785Z,34.4,,37.7,54,,,
2017-12-27T06:37:55.795Z,34.4,,37.4,54,,,
2017-12-27T06:38:05.796Z,34.4,1,37.1,54,,0,
2017-12-27T06:38:15.904Z,34.4,,42.1,54,36,,
2017-12-27T06:38:25.797Z,34.3,,43.3,54,32,,
2017-12-27T06:38:35.792Z,34.3,,42.8,54,29,,
2017-12-27T06:38:45.790Z,34.2,,43.1,54,30,,
2017-12-27T06:38:55.787Z,34.2,,43.7,54,29,,
2017-12-27T06:39:05.808Z,34.2,,44,54,,,
2017-12-27T06:39:15.789Z,34.2,,44.2,54,,,
2017-12-27T06:39:25.789Z,34.2,,44.5,54,,,
2017-12-27T06:39:35.792Z,34.2,,44.7,54,,,
2017-12-27T06:39:45.790Z,34.3,,45,54,,,
2017-12-27T06:39:55.793Z,34.3,,45.1,54,,,
2017-12-27T06:40:05.791Z,34.4,,45.3,54,,,
2017-12-27T06:40:15.791Z,34.4,,45.4,54,,,
2017-12-27T06:40:25.806Z,34.5,1,44.7,54,0,0,
2017-12-27T06:40:35.787Z,34.6,,42.9,54,,,
2017-12-27T06:40:45.798Z,34.6,,41.9,54,,,
2017-12-27T06:40:55.784Z,34.7,,40.9,54,,,
2017-12-27T06:41:05.792Z,,,40.7,,,,
2017-12-27T06:41:15.797Z,34.8,,39.9,54,,,
2017-12-27T06:41:25.786Z,34.8,,39.6,54,,,
2017-12-27T06:41:35.790Z,34.8,,38.9,54,,,
2017-12-27T06:41:45.802Z,34.8,,38.7,54,,,
2017-12-27T06:41:55.790Z,34.7,,38.3,54,,,
2017-12-27T06:42:05.794Z,34.7,,37.9,54,,,
2017-12-27T06:42:15.791Z,34.7,,37.7,54,,,
2017-12-27T06:42:25.791Z,34.6,,37.5,54,,,
2017-12-27T06:42:35.790Z,34.6,,37.2,54,,,
2017-12-27T06:42:45.794Z,34.5,,36.9,54,,,
2017-12-27T06:42:55.793Z,34.5,,36.8,54,,,
2017-12-27T06:43:05.799Z,34.4,,36.6,54,,,
2017-12-27T06:43:15.789Z,34.4,,36.4,54,,,
2017-12-27T06:43:25.808Z,34.3,,36.3,54,,,
2017-12-27T06:43:35.797Z,34.3,,36.3,54,,,
2017-12-27T06:43:45.788Z,34.2,,,54,,,
2017-12-27T06:43:55.789Z,34.1,,36.2,54,,,
2017-12-27T06:44:05.792Z,34.1,,,54,,,
2017-12-27T06:44:15.788Z,34,,,54,,,
2017-12-27T06:44:25.788Z,34,,,54,,,
2017-12-27T06:44:35.790Z,34,,,54,,,
