Time,ActPow,HwTOutlet,PrimT,ChActive,HwTSet,PrimTSet,HwActive
2017-12-24T00:25:41.101Z,,22.7,25.4,,54,,
2017-12-24T00:25:51.101Z,,22.7,,,54,,
2017-12-24T00:26:01.104Z,,22.6,,,54,,
2017-12-24T00:26:11.102Z,,22.6,,,54,,
2017-12-24T00:26:21.103Z,,22.6,,,54,,
2017-12-24T00:26:31.102Z,,22.6,,,54,,
2017-12-24T00:26:41.102Z,,22.6,,,54,,
2017-12-24T00:26:51.102Z,,22.5,,,54,,
2017-12-24T00:27:01.106Z,,22.5,,,54,,
2017-12-24T00:27:11.103Z,,22.5,,,54,,
2017-12-24T00:27:21.103Z,,22.5,,,54,,
2017-12-24T00:27:31.104Z,,22.4,,,54,,
2017-12-24T00:27:41.103Z,,22.4,,,54,,
2017-12-24T00:27:51.101Z,,22.4,,,54,,
2017-12-24T00:28:01.105Z,,22.4,,,54,,
2017-12-24T00:28:11.103Z,,22.2,,,54,,
2017-12-24T00:28:21.103Z,,22.2,,,54,,
2017-12-24T00:28:31.104Z,,22.2,,,54,,
2017-12-24T00:28:41.102Z,,22.2,,,54,,
2017-12-24T00:28:51.109Z,,22.2,,,54,,
2017-12-24T00:29:01.107Z,,22.1,,,54,,
2017-12-24T00:29:11.104Z,,22.1,,,54,,
2017-12-24T00:29:21.105Z,,22.1,,,54,,
2017-12-24T00:29:31.109Z,,22.1,,,54,,
2017-12-24T00:29:41.105Z,,22.1,,,54,,
2017-12-24T00:29:51.102Z,,22,,,54,,
2017-12-24T00:30:01.102Z,,22,,,54,,
2017-12-24T00:30:11.105Z,,22,,,54,,
2017-12-24T00:30:21.106Z,,22,,,54,,
2017-12-24T00:30:31.107Z,,22,,,54,,
2017-12-24T00:30:41.102Z,,22,,,54,,
2017-12-24T00:30:51.104Z,,21.9,25.3,,54,,
2017-12-24T00:31:01.104Z,,21.9,25.4,,54,,
2017-12-24T00:31:11.105Z,,21.9,,,54,,
2017-12-24T00:31:21.117Z,,21.9,25.3,,54,,
2017-12-24T00:31:31.111Z,,21.9,,,54,,
2017-12-24T00:31:41.106Z,,21.9,,,54,,
2017-12-24T00:31:51.107Z,,21.7,,,54,,
2017-12-24T00:32:01.108Z,,21.7,,,54,,
2017-12-24T00:32:11.107Z,,21.7,,,54,,
2017-12-24T00:32:21.106Z,,21.7,,,54,,
2017-12-24T00:32:31.107Z,,21.7,,,54,,
2017-12-24T00:32:41.103Z,,21.7,,,54,,
2017-12-24T00:32:51.114Z,,21.6,,,54,,
2017-12-24T00:33:01.108Z,,21.6,,,54,,
2017-12-24T00:33:11.114Z,,21.6,,,54,,
2017-12-24T00:33:21.108Z,,21.6,,,54,,
2017-12-24T00:33:31.106Z,,21.6,,,54,,
2017-12-24T00:33:41.104Z,,21.6,,,54,,
2017-12-24T00:33:51.116Z,,21.6,,,54,,
2017-12-24T00:34:01.113Z,,21.5,,,54,,
2017-12-24T00:34:11.105Z,,21.5,,,54,,
2017-12-24T00:34:21.107Z,,21.5,,,54,,
2017-12-24T00:34:31.108Z,,21.5,,,54,,
2017-12-24T00:34:41.109Z,,21.5,,,54,,
2017-12-24T00:34:51.109Z,,21.5,,,54,,
2017-12-24T00:35:01.110Z,,21.3,,,54,,
2017-12-24T00:35:11.110Z,,21.3,25.2,,54,,
2017-12-24T00:35:21.108Z,,21.3,25.3,,54,,
2017-12-24T00:35:31.106Z,,21.3,25.2,,54,,
2017-12-24T00:35:41.109Z,,21.3,,,54,,
2017-12-24T00:35:51.111Z,,21.3,,,54,,
2017-12-24T00:36:01.112Z,,21.3,,,54,,
2017-12-24T00:36:11.111Z,,21.3,,,54,,
2017-12-24T00:36:21.107Z,,21.2,,,54,,
2017-12-24T00:36:31.106Z,,21.2,,,54,,
2017-12-24T00:36:41.110Z,,21.2,,,54,,
2017-12-24T00:36:51.107Z,,21.2,,,54,,
2017-12-24T00:37:01.115Z,,21.2,,,54,,
2017-12-24T00:37:11.109Z,,21.2,,,54,,
2017-12-24T00:37:21.109Z,,21.2,,,54,,
2017-12-24T00:37:31.110Z,,21.2,,,54,,
2017-12-24T00:37:41.114Z,,21.2,,,54,,
2017-12-24T00:37:51.117Z,,21.2,,,54,,
2017-12-24T00:38:01.112Z,,21.1,,,54,,
2017-12-24T00:38:11.118Z,,21.1,,,54,,
2017-12-24T00:38:21.114Z,,21.1,,,54,,
2017-12-24T00:38:31.110Z,,21.1,,,54,,
2017-12-24T00:38:41.114Z,,21.1,,,54,,
2017-12-24T00:38:51.113Z,,21.1,,,54,,
2017-12-24T00:39:01.115Z,,21.1,,,54,,
2017-12-24T00:39:11.111Z,,21.1,,,54,,
2017-12-24T00:39:21.112Z,,20.9,,,54,,
2017-12-24T00:39:31.115Z,,20.9,,,54,,
2017-12-24T00:39:41.119Z,,20.9,25.1,,54,,
2017-12-24T00:39:51.108Z,,20.9,,,54,,
2017-12-24T00:40:01.111Z,,20.9,,,54,,
2017-12-24T00:40:11.109Z,,20.9,25.2,,54,,
2017-12-24T00:40:21.112Z,,20.9,25.1,,54,,
2017-12-24T00:40:31.113Z,,20.9,,,54,,
2017-12-24T00:40:41.116Z,,20.8,,,54,,
2017-12-24T00:40:51.110Z,,20.8,,,54,,
2017-12-24T00:41:01.111Z,,20.8,,,54,,
2017-12-24T00:41:11.115Z,,20.8,,,54,,
2017-12-24T00:41:21.114Z,,20.8,,,54,,
2017-12-24T00:41:31.115Z,,20.8,,,54,,
2017-12-24T00:41:41.118Z,,20.8,,,54,,
2017-12-24T00:41:51.117Z,,20.8,,,54,,
2017-12-24T00:42:01.118Z,,20.8,,,54,,
2017-12-24T00:42:11.111Z,,20.8,,,54,,
2017-12-24T00:42:21.110Z,,20.8,,,54,,
2017-12-24T00:42:31.110Z,,20.6,,,54,,
2017-12-24T00:42:41.114Z,44,20.6,26,1,54,,0
2017-12-24T00:42:51.112Z,34,20.6,31.3,,54,,
2017-12-24T00:43:01.127Z,29,20.6,30.8,,54,,
2017-12-24T00:43:11.113Z,,20.6,30.1,,54,,
2017-12-24T00:43:21.114Z,,20.6,31.5,,54,,
2017-12-24T00:43:31.120Z,,20.6,,,54,,
2017-12-24T00:43:41.119Z,,20.8,32,,54,,
2017-12-24T00:43:51.121Z,30,20.9,32.1,,54,,
2017-12-24T00:44:01.113Z,29,21.1,32.4,,54,,
2017-12-24T00:44:11.116Z,,21.3,32.7,,54,,
2017-12-24T00:44:21.120Z,,21.6,33.1,,54,,
2017-12-24T00:44:31.125Z,,21.7,33.2,,54,,
2017-12-24T00:44:41.118Z,,22,33.4,,54,,
2017-12-24T00:44:51.120Z,,22.2,33.6,,54,,
2017-12-24T00:45:01.131Z,30,22.5,33.7,,54,,
2017-12-24T00:45:11.123Z,29,22.6,,,54,,
2017-12-24T00:45:21.121Z,,22.8,,,54,,
2017-12-24T00:45:31.113Z,,23,33.9,,54,,
2017-12-24T00:45:41.113Z,,23.1,34,,54,,
2017-12-24T00:45:51.121Z,,23.2,34.1,,54,,
2017-12-24T00:46:01.124Z,0,23.3,32.8,1,54,,0
2017-12-24T00:46:11.118Z,,23.3,31.6,,54,,
2017-12-24T00:46:21.112Z,,23.4,30.7,,54,,
2017-12-24T00:46:31.112Z,,23.6,29.9,,54,,
2017-12-24T00:46:41.119Z,,23.6,29.5,,54,,
2017-12-24T00:46:51.117Z,,23.7,28.9,,54,,
2017-12-24T00:47:01.127Z,,23.7,28.4,,54,,
2017-12-24T00:47:11.119Z,,23.7,27.8,,54,,
2017-12-24T00:47:21.119Z,,23.7,27.7,,54,,
2017-12-24T00:47:31.121Z,,23.7,27.3,,54,,
2017-12-24T00:47:41.123Z,,23.7,27.1,,54,,
2017-12-24T00:47:51.122Z,,23.7,26.9,,54,,
2017-12-24T00:48:01.123Z,,23.7,26.6,,54,,
2017-12-24T00:48:16.224Z,,23.6,26.4,,54,,
2017-12-24T00:48:21.117Z,,23.6,26.3,,54,,
2017-12-24T00:48:31.121Z,,23.6,26,,54,,
2017-12-24T00:48:41.122Z,,23.6,25.9,,54,,
2017-12-24T00:48:51.121Z,,23.4,25.8,,54,,
2017-12-24T00:49:01.123Z,,23.4,25.7,,54,,
2017-12-24T00:49:11.116Z,,23.4,,,54,,
2017-12-24T00:49:21.125Z,,23.4,,,54,,
2017-12-24T00:49:31.125Z,,23.3,,,54,,
2017-12-24T00:49:41.118Z,,23.3,,,54,,
2017-12-24T00:49:51.130Z,,23.3,,,54,,
2017-12-24T00:50:01.127Z,,23.3,,,54,,
2017-12-24T00:50:11.121Z,,23.3,,0,54,5,0
2017-12-24T00:50:21.132Z,,23.3,,1,54,61,0
2017-12-24T00:50:31.123Z,,23.3,,,54,,
2017-12-24T00:50:41.123Z,,23.3,,,54,,
2017-12-24T00:50:51.118Z,,23.3,,,54,,
2017-12-24T00:51:01.121Z,,23.3,,,54,,
2017-12-24T00:51:11.125Z,,23.3,,,54,,
2017-12-24T00:51:21.123Z,,23.3,,,54,,
2017-12-24T00:51:31.118Z,,23.3,,,54,,
2017-12-24T00:51:41.138Z,,23.3,,,54,,
2017-12-24T00:51:51.126Z,,23.2,,0,54,5,0
2017-12-24T00:52:01.131Z,,23.2,25.8,1,54,61,0
2017-12-24T00:52:11.122Z,,23.2,25.7,,54,,
2017-12-24T00:52:21.125Z,,23.2,25.8,,54,,
2017-12-24T00:52:31.124Z,,23.2,,,54,,
2017-12-24T00:52:41.121Z,,23.2,,,54,,
2017-12-24T00:52:51.124Z,,23.2,,,54,,
2017-12-24T00:53:01.125Z,,23.2,,,54,,
2017-12-24T00:53:11.125Z,,23.1,,,54,,
2017-12-24T00:53:21.119Z,,23.1,,,54,,
2017-12-24T00:53:31.134Z,,23.1,,0,54,5,0
2017-12-24T00:53:41.118Z,,23.1,25.9,,54,,
2017-12-24T00:53:51.116Z,,23.1,,1,54,61,0
2017-12-24T00:54:01.120Z,,23.1,,,54,,
2017-12-24T00:54:11.123Z,,23.1,,,54,,
2017-12-24T00:54:21.118Z,,23,,,54,,
2017-12-24T00:54:31.123Z,,23,,,54,,
2017-12-24T00:54:41.129Z,,23,,,54,,
2017-12-24T00:54:51.120Z,,23,,,54,,
2017-12-24T00:55:01.188Z,,23,,,54,,
2017-12-24T00:55:11.131Z,,23,26,,54,,
2017-12-24T00:55:21.118Z,,22.8,26,,54,,
2017-12-24T00:55:31.117Z,,22.8,,,54,,
2017-12-24T00:55:41.124Z,,22.8,,,54,,
2017-12-24T00:55:51.119Z,,22.8,,,54,,
2017-12-24T00:56:01.143Z,43,22.8,28,1,54,,0
2017-12-24T00:56:11.120Z,34,22.7,32.3,,54,,
2017-12-24T00:56:21.125Z,30,22.7,31.9,,54,,
2017-12-24T00:56:31.122Z,29,22.7,32,,54,,
2017-12-24T00:56:41.119Z,,22.7,32.5,,54,,
2017-12-24T00:56:51.123Z,,22.7,33.1,,54,,
2017-12-24T00:57:01.120Z,,22.8,33.4,,54,,
2017-12-24T00:57:11.119Z,,22.8,33.7,,54,,
2017-12-24T00:57:21.120Z,,23,34,,54,,
2017-12-24T00:57:31.125Z,0,23.2,34.4,1,54,,0
2017-12-24T00:57:41.121Z,,23.3,31.9,,54,,
2017-12-24T00:57:51.122Z,,23.6,30.9,,54,,
2017-12-24T00:58:01.129Z,,23.8,30.2,,54,,
2017-12-24T00:58:11.133Z,,23.9,29.8,,54,,
2017-12-24T00:58:21.124Z,,24,28.9,,54,,
2017-12-24T00:58:31.134Z,,24.2,28.6,,54,,
2017-12-24T00:58:41.129Z,,24.3,28.1,,54,,
2017-12-24T00:58:51.124Z,,24.3,27.8,,54,,
2017-12-24T00:59:01.136Z,,24.4,27.5,,54,,
2017-12-24T00:59:11.134Z,,24.4,27.2,,54,,
2017-12-24T00:59:21.125Z,,24.4,26.9,,54,,
2017-12-24T00:59:31.125Z,,24.3,26.7,,54,,
2017-12-24T00:59:41.120Z,,24.3,26.6,,54,,
2017-12-24T00:59:51.120Z,,24.3,26.4,,54,,
2017-12-24T01:00:01.122Z,,24.2,26.3,,54,,
2017-12-24T01:00:11.125Z,,24.2,26.1,,54,,
2017-12-24T01:00:21.120Z,,24.2,25.9,,54,,
2017-12-24T01:00:31.124Z,,24,,,54,,
2017-12-24T01:00:41.120Z,,24,,,54,,
2017-12-24T01:00:51.126Z,,23.9,,,54,,
2017-12-24T01:01:01.125Z,,23.9,,,54,,
2017-12-24T01:01:11.124Z,,23.8,,,54,,
2017-12-24T01:01:21.126Z,,23.8,25.8,,54,,
2017-12-24T01:01:31.126Z,44,23.8,27.2,1,54,,0
2017-12-24T01:01:41.128Z,31,23.8,33.3,,54,,
2017-12-24T01:01:51.129Z,29,23.8,32.9,,54,,
2017-12-24T01:02:01.127Z,,23.8,32.1,,54,,
2017-12-24T01:02:11.133Z,,23.8,33.3,,54,,
2017-12-24T01:02:21.120Z,,23.8,34,,54,,
2017-12-24T01:02:31.128Z,30,23.8,34.2,,54,,
2017-12-24T01:02:41.123Z,29,23.9,34.6,,54,,
2017-12-24T01:02:51.122Z,,24,35.1,,54,,
2017-12-24T01:03:01.123Z,0,24.2,34.9,1,54,,0
2017-12-24T01:03:11.123Z,,24.3,32.7,,54,,
2017-12-24T01:03:21.135Z,,24.4,31.7,,54,,
2017-12-24T01:03:31.125Z,,24.7,30.9,,54,,
2017-12-24T01:03:41.125Z,,24.8,30.4,,54,,
2017-12-24T01:03:51.125Z,,24.9,29.9,,54,,
2017-12-24T01:04:01.135Z,,24.9,29.5,,54,,
2017-12-24T01:04:11.126Z,,25,29.2,,54,,
2017-12-24T01:04:21.136Z,,25,28.8,,54,,
2017-12-24T01:04:31.128Z,,25,28.6,,54,,
