Time,PrimTSet,ActPow,HwTSet,PrimT,HwActive,ChActive,HwTOutlet
2017-11-23T00:00:03.658Z,,,54,55.4,,,43.8
2017-11-23T00:00:13.571Z,,,54,54.9,,,43.7
2017-11-23T00:00:23.572Z,,,54,54.4,,,43.6
2017-11-23T00:00:33.579Z,,43,54,56.3,0,2,43.6
2017-11-23T00:00:43.884Z,,37,54,58,,,43.5
2017-11-23T00:00:53.564Z,,29,54,58.3,,,43.4
2017-11-23T00:01:03.665Z,,,54,59,,,43.4
2017-11-23T00:01:13.571Z,,,54,60,,,43.4
2017-11-23T00:01:23.567Z,,,54,61.1,,,43.4
2017-11-23T00:01:33.575Z,,30,54,61.2,,,43.4
2017-11-23T00:01:43.568Z,,29,54,62,,,43.4
2017-11-23T00:01:53.569Z,,,54,62.4,,,43.5
2017-11-23T00:02:03.654Z,,,54,63.1,,,43.5
2017-11-23T00:02:13.573Z,,,54,63.2,,,43.6
2017-11-23T00:02:23.565Z,,,54,63.5,,,43.7
2017-11-23T00:02:33.574Z,,29,54,64,,,43.8
2017-11-23T00:02:43.572Z,,,54,64.1,,,43.8
2017-11-23T00:02:53.573Z,,,54,64.2,,,43.9
2017-11-23T00:03:03.654Z,,,54,64.6,,,43.9
2017-11-23T00:03:13.571Z,,,54,64.8,,,43.9
2017-11-23T00:03:23.568Z,,0,54,63.9,0,2,44
2017-11-23T00:03:33.569Z,,,54,61.9,,,44.1
2017-11-23T00:03:43.567Z,,,54,60.9,,,44.1
2017-11-23T00:03:53.572Z,,,54,59.9,,,44.1
2017-11-23T00:04:03.666Z,,,54,58.9,,,44.1
2017-11-23T00:04:13.569Z,,,54,58.7,,,44.1
2017-11-23T00:04:23.573Z,,,54,57.9,,,44.1
2017-11-23T00:04:33.565Z,,,54,56.9,,,44.1
2017-11-23T00:04:43.570Z,,,54,56.7,,,44
2017-11-23T00:04:53.571Z,,,54,55.9,,,44
2017-11-23T00:05:03.666Z,,,54,55.6,,,43.9
2017-11-23T00:05:13.576Z,,,54,54.9,,,43.8
2017-11-23T00:05:23.569Z,,,54,54.6,,,43.8
2017-11-23T00:05:33.575Z,,43,54,56.5,0,2,43.7
2017-11-23T00:05:43.571Z,,38,54,58,,,43.6
2017-11-23T00:05:53.568Z,,29,54,58.5,,,43.5
2017-11-23T00:06:03.656Z,,,54,59,,,43.5
2017-11-23T00:06:13.575Z,,29,54,60.1,,,43.5
2017-11-23T00:06:23.575Z,,,54,61.1,,,43.5
2017-11-23T00:06:33.572Z,,,54,61.4,,,43.5
2017-11-23T00:06:43.575Z,,,54,62,,,43.6
2017-11-23T00:06:53.574Z,,,54,62.5,,,43.6
2017-11-23T00:07:03.660Z,,30,54,63.1,,,43.7
2017-11-23T00:07:13.573Z,,29,54,63.3,,,43.7
2017-11-23T00:07:23.571Z,,,54,63.6,,,43.8
2017-11-23T00:07:33.576Z,,,54,64,,,43.9
2017-11-23T00:07:43.575Z,,30,54,64.2,,,44
2017-11-23T00:07:53.567Z,,29,54,64.5,,,44
2017-11-23T00:08:03.660Z,,,54,64.7,,,44
2017-11-23T00:08:13.572Z,,0,54,64.9,0,2,44.1
2017-11-23T00:08:23.576Z,,,54,61.9,,,44.1
2017-11-23T00:08:33.572Z,,,54,,,,44.2
2017-11-23T00:08:43.574Z,,,54,59.9,,,44.2
2017-11-23T00:08:53.631Z,,,54,59.8,,,44.2
2017-11-23T00:09:03.667Z,,,54,58.9,,,44.2
2017-11-23T00:09:13.569Z,,,54,57.9,,,44.2
2017-11-23T00:09:23.574Z,,,54,56.9,,,44.2
2017-11-23T00:09:33.575Z,,,54,,,,44.2
2017-11-23T00:09:43.570Z,,,54,55.9,,,44.2
2017-11-23T00:09:53.575Z,,,54,,,,44.1
2017-11-23T00:10:03.664Z,,,54,55.4,,,44
2017-11-23T00:10:13.570Z,,,54,55,0,2,43.9
2017-11-23T00:10:23.569Z,,,54,54.4,,,43.9
2017-11-23T00:10:33.576Z,,42,54,56.3,0,2,43.8
2017-11-23T00:10:43.580Z,,37,54,58,,,43.7
2017-11-23T00:10:53.575Z,,29,54,58.3,,,43.6
2017-11-23T00:11:03.661Z,,30,54,59,,,43.5
2017-11-23T00:11:13.577Z,,29,54,60,,,43.5
2017-11-23T00:11:23.576Z,,,54,61.1,,,43.5
2017-11-23T00:11:33.575Z,,,54,61.2,,,43.5
2017-11-23T00:11:48.663Z,,,54,62,,,43.6
2017-11-23T00:11:53.570Z,,,54,62.2,,,43.6
2017-11-23T00:12:03.669Z,,,54,63.1,,,43.7
2017-11-23T00:12:13.581Z,,30,54,,,,43.8
2017-11-23T00:12:23.578Z,,29,54,63.4,,,43.8
2017-11-23T00:12:33.573Z,,,54,63.6,,,43.9
2017-11-23T00:12:43.571Z,,,54,64,,,44
2017-11-23T00:12:53.578Z,,,54,64.1,,,44
2017-11-23T00:13:03.660Z,,30,54,64.4,,,44
2017-11-23T00:13:18.726Z,,29,54,64.6,,,44.1
2017-11-23T00:13:23.572Z,,,54,64.8,,,44.2
2017-11-23T00:13:33.597Z,,0,54,62.8,0,2,44.2
2017-11-23T00:13:48.677Z,,,54,61.9,,,44.3
2017-11-23T00:13:53.574Z,,,54,60.9,,,44.3
2017-11-23T00:14:08.727Z,,,54,59.9,,,44.4
2017-11-23T00:14:18.675Z,,,54,58.9,,,44.4
2017-11-23T00:14:28.730Z,,,54,58.6,,,44.4
2017-11-23T00:14:33.579Z,,,54,57.8,,,44.4
2017-11-23T00:14:48.737Z,,,54,56.9,,,44.3
2017-11-23T00:14:53.577Z,,,54,56.6,,,44.3
2017-11-23T00:15:08.728Z,,,54,55.9,,,44.3
2017-11-23T00:15:18.830Z,,,54,55.5,,,44.2
2017-11-23T00:15:38.828Z,,,54,54.8,,,44.2
2017-11-23T00:15:39.939Z,,37,54,58.2,0,2,44
2017-11-23T00:16:03.634Z,,29,54,58.6,,,43.9
2017-11-23T00:16:03.703Z,,29,54,60,,,43.9
2017-11-23T00:16:18.637Z,,,54,60.1,,,43.8
2017-11-23T00:16:23.634Z,,,54,61.1,,,43.8
2017-11-23T00:16:38.838Z,,,54,62,,,43.9
2017-11-23T00:16:48.626Z,,,54,,,,43.9
2017-11-23T00:16:53.634Z,,,54,62.5,,,43.9
2017-11-23T00:17:03.666Z,,,54,63.1,,,44
2017-11-23T00:17:18.736Z,,,54,63.3,,,44.1
2017-11-23T00:17:28.830Z,,,54,63.6,,,44.1
2017-11-23T00:17:33.578Z,,,54,63.9,,,44.1
2017-11-23T00:17:43.581Z,,,54,64.1,,,44.2
2017-11-23T00:17:53.579Z,,,54,64.4,,,44.2
2017-11-23T00:18:03.670Z,,,54,64.6,,,44.3
2017-11-23T00:18:13.578Z,,,54,64.8,,,44.3
2017-11-23T00:18:23.577Z,,0,54,64.9,0,2,44.4
2017-11-23T00:18:33.577Z,,,54,62.8,,,44.4
2017-11-23T00:18:43.578Z,,,54,61.9,,,44.4
2017-11-23T00:18:53.574Z,,,54,60.2,,,44.6
2017-11-23T00:19:03.669Z,,,54,59.8,,,44.6
2017-11-23T00:19:13.580Z,,,54,58.9,,,44.4
2017-11-23T00:19:23.577Z,,,54,57.9,,,44.4
2017-11-23T00:19:33.582Z,,,54,57.6,,,44.4
2017-11-23T00:19:43.579Z,,,54,56.8,,,44.3
2017-11-23T00:19:53.580Z,,,54,55.9,,,44.3
2017-11-23T00:20:03.675Z,,,54,55.7,,,44.2
2017-11-23T00:20:13.580Z,,,54,54.9,,,44.2
2017-11-23T00:20:23.575Z,,,54,54.5,,,44.1
2017-11-23T00:20:33.585Z,,43,54,56.4,0,2,44
2017-11-23T00:20:43.576Z,,36,54,58.1,,,44
2017-11-23T00:20:53.578Z,,29,54,58.3,,,43.9
2017-11-23T00:21:03.673Z,,,54,59,,,43.8
2017-11-23T00:21:13.894Z,,,54,60,,,43.8
2017-11-23T00:21:23.581Z,,30,54,60.4,,,43.8
2017-11-23T00:21:33.580Z,,29,54,61.2,,,43.9
2017-11-23T00:21:43.591Z,,,54,61.5,,,43.9
2017-11-23T00:21:53.579Z,61,29,54,62,0,2,43.9
2017-11-23T00:22:03.665Z,,,54,62.5,,,44
2017-11-23T00:22:13.586Z,,,54,63.1,,,44
2017-11-23T00:22:23.583Z,,,54,63.2,,,44
2017-11-23T00:22:38.666Z,,,54,63.4,,,44
2017-11-23T00:22:43.580Z,,30,54,63.6,,,44
2017-11-23T00:22:58.696Z,,29,54,64,,,44.1
2017-11-23T00:23:03.666Z,,,54,64.1,,,44.1
2017-11-23T00:23:13.583Z,,,54,64.4,,,44.2
2017-11-23T00:23:28.674Z,,30,54,64.5,,,44.2
2017-11-23T00:23:33.579Z,,29,54,64.7,,,44.3
2017-11-23T00:23:43.578Z,,,54,64.8,,,44.3
2017-11-23T00:23:53.584Z,,0,54,62.8,0,2,44.4
2017-11-23T00:24:03.671Z,,,54,61.9,,,44.4
2017-11-23T00:24:13.585Z,,,54,60.9,,,44.6
2017-11-23T00:24:23.576Z,,,54,59.9,,,44.6
2017-11-23T00:24:33.583Z,,,54,58.9,,,44.6
2017-11-23T00:24:43.583Z,,,54,57.9,,,44.6
2017-11-23T00:24:53.582Z,,,54,57.6,,,44.6
2017-11-23T00:25:03.674Z,,,54,56.9,,,44.6
2017-11-23T00:25:13.585Z,,,54,55.9,,,44.4
2017-11-23T00:25:23.584Z,,,54,55.7,,,44.3
2017-11-23T00:25:33.586Z,,,54,54.9,,,44.3
2017-11-23T00:25:43.581Z,,38,54,58.1,0,2,44.2
2017-11-23T00:25:53.577Z,,37,54,58.3,,,44.1
2017-11-23T00:26:03.670Z,,29,54,59.1,,,44
2017-11-23T00:26:13.582Z,,,54,60,,,44
2017-11-23T00:26:23.580Z,,,54,60.2,,,44
2017-11-23T00:26:33.582Z,,,54,61.1,,,43.9
2017-11-23T00:26:43.581Z,,,54,61.5,,,44
2017-11-23T00:26:53.587Z,,,54,62,,,44
2017-11-23T00:27:03.668Z,,30,54,62.5,,,44
2017-11-23T00:27:13.585Z,,29,54,63.1,,,44.1
2017-11-23T00:27:23.582Z,,,54,63.2,,,44.1
2017-11-23T00:27:33.581Z,,,54,63.5,,,44.2
2017-11-23T00:27:43.581Z,,,54,63.8,,,44.2
2017-11-23T00:27:53.586Z,,,54,64,,,44.2
2017-11-23T00:28:03.682Z,,30,54,64.2,,,44.3
2017-11-23T00:28:13.585Z,,29,54,64.5,,,44.3
2017-11-23T00:28:23.581Z,,,54,64.7,,,44.3
2017-11-23T00:28:33.582Z,,0,54,65.1,,,44.4
2017-11-23T00:28:43.579Z,,,54,62.9,0,2,44.4
2017-11-23T00:28:53.581Z,,,54,61.9,,,44.6
2017-11-23T00:29:03.673Z,,,54,60.9,,,44.6
2017-11-23T00:29:13.588Z,,,54,59.9,,,44.7
2017-11-23T00:29:23.581Z,,,54,58.9,,,44.7
2017-11-23T00:29:33.581Z,,,54,57.9,,,44.7
2017-11-23T00:29:43.581Z,,,54,57.7,,,44.7
2017-11-23T00:29:53.584Z,,,54,56.9,,,44.6
2017-11-23T00:30:03.677Z,,,54,56.4,,,44.6
2017-11-23T00:30:13.585Z,,,54,55.9,,,44.4
2017-11-23T00:30:23.583Z,,,54,55.4,,,44.4
2017-11-23T00:30:33.587Z,,,54,54.7,,,44.3
2017-11-23T00:30:43.582Z,,41,54,57.3,0,2,44.2
2017-11-23T00:30:53.584Z,,36,54,58.3,,,44.1
2017-11-23T00:31:03.676Z,,29,54,58.4,,,44
2017-11-23T00:31:13.583Z,,,54,59.3,,,44
2017-11-23T00:31:23.926Z,,29,54,60,,,44
2017-11-23T00:31:33.583Z,,29,54,61.1,,,44
2017-11-23T00:31:43.595Z,,30,54,61.4,,,44
2017-11-23T00:31:53.584Z,,29,54,62,,,44
2017-11-23T00:32:03.677Z,,,54,62.4,,,44.1
2017-11-23T00:32:13.591Z,,,54,63.1,,,44.1
2017-11-23T00:32:23.606Z,,,54,,,,44.2
2017-11-23T00:32:38.684Z,,,54,63.4,,,44.3
2017-11-23T00:32:43.584Z,,30,54,63.6,,,44.3
2017-11-23T00:32:53.584Z,,29,54,64,,,44.3
2017-11-23T00:33:03.678Z,,30,54,64.1,,,44.4
2017-11-23T00:33:13.588Z,,29,54,64.4,,,44.4
2017-11-23T00:33:23.583Z,,,54,64.6,,,44.6
2017-11-23T00:33:33.586Z,,,54,64.8,,,44.6
2017-11-23T00:33:43.591Z,,0,54,63.6,0,2,44.7
2017-11-23T00:33:53.586Z,,,54,61.9,,,44.7
2017-11-23T00:34:03.679Z,,,54,60.9,,,44.8
2017-11-23T00:34:13.584Z,,,54,59.9,,,44.8
2017-11-23T00:34:23.582Z,,,54,58.9,,,44.8
2017-11-23T00:34:33.582Z,,,54,58.7,,,44.8
2017-11-23T00:34:43.584Z,,,54,57.9,,,44.8
2017-11-23T00:34:53.586Z,,,54,56.9,,,44.7
2017-11-23T00:35:03.686Z,,,54,56.6,,,44.6
2017-11-23T00:35:13.586Z,,,54,55.9,,,44.6
2017-11-23T00:35:23.585Z,,,54,55.6,,,44.4
2017-11-23T00:35:33.588Z,,,54,54.9,,,44.4
2017-11-23T00:35:43.588Z,,42,54,57,0,2,44.3
2017-11-23T00:35:53.588Z,,37,54,58.3,,,44.2
2017-11-23T00:36:03.691Z,,29,54,59,,,44.1
2017-11-23T00:36:13.934Z,,,54,60,,,44
2017-11-23T00:36:23.589Z,,,54,60.4,,,44
2017-11-23T00:36:33.589Z,,30,54,61.1,,,44
2017-11-23T00:36:43.588Z,,29,54,62,,,44.1
2017-11-23T00:36:53.584Z,,,54,62.2,,,44.1
2017-11-23T00:37:03.685Z,,30,54,63.1,,,44.1
2017-11-23T00:37:13.601Z,,29,54,63.2,,,44.2
2017-11-23T00:37:23.590Z,,,54,63.4,,,44.2
2017-11-23T00:37:33.591Z,,,54,64,,,44.3
2017-11-23T00:37:43.595Z,,,54,,,,44.4
2017-11-23T00:37:53.589Z,,,54,64.2,,,44.4
2017-11-23T00:38:03.680Z,,,54,64.5,,,44.4
2017-11-23T00:38:13.595Z,,,54,64.7,,,44.6
2017-11-23T00:38:23.587Z,,,54,65.1,,,44.6
2017-11-23T00:38:33.590Z,,0,54,62.8,0,2,44.6
2017-11-23T00:38:43.586Z,,,54,61.9,,,44.7
2017-11-23T00:38:53.591Z,,,54,60.4,,,44.7
2017-11-23T00:39:03.685Z,,,54,59.9,,,44.7
2017-11-23T00:39:13.587Z,,,54,58.9,,,44.7
2017-11-23T00:39:23.587Z,,,54,57.9,,,44.7
2017-11-23T00:39:33.590Z,,,54,57.7,,,44.7
2017-11-23T00:39:43.591Z,,,54,56.9,,,44.6
2017-11-23T00:39:53.590Z,,,54,56.5,,,44.6
2017-11-23T00:40:03.685Z,,,54,55.9,,,44.4
2017-11-23T00:40:13.586Z,,,54,55.5,,,44.4
2017-11-23T00:40:23.593Z,,,54,54.9,,,44.3
2017-11-23T00:40:33.587Z,,,54,54.6,,,44.3
2017-11-23T00:40:43.594Z,,40,54,57.4,0,2,44.2
2017-11-23T00:40:53.590Z,,36,54,58.2,,,44.2
2017-11-23T00:41:03.679Z,,29,54,58.3,,,44.1
2017-11-23T00:41:13.594Z,,,54,60,,,44
2017-11-23T00:41:23.699Z,,,54,60.1,,,44
2017-11-23T00:41:33.592Z,,,54,61.1,,,44
2017-11-23T00:41:43.593Z,,,54,61.5,,,44
2017-11-23T00:41:53.601Z,,,54,62,,,44
2017-11-23T00:42:03.678Z,,,54,62.6,,,44
2017-11-23T00:42:18.764Z,,,54,63.1,,,44.1
2017-11-23T00:42:23.595Z,,,54,63.3,,,44.1
2017-11-23T00:42:33.592Z,,,54,63.6,,,44.2
2017-11-23T00:42:48.686Z,,,54,64,,,44.3
2017-11-23T00:42:53.595Z,,30,54,64.2,,,44.3
2017-11-23T00:43:03.679Z,,,54,64.4,,,44.3
2017-11-23T00:43:13.589Z,,,54,64.7,,,44.4
2017-11-23T00:43:23.590Z,,0,54,64.9,0,2,44.4
2017-11-23T00:43:33.588Z,,,54,62.9,,,44.6
2017-11-23T00:43:43.591Z,,,54,61.9,,,44.6
2017-11-23T00:43:53.597Z,,,54,60.2,,,44.6
2017-11-23T00:44:03.685Z,,,54,59.8,,,44.7
2017-11-23T00:44:13.589Z,,,54,58.9,,,44.7
2017-11-23T00:44:23.590Z,,,54,57.9,,,44.7
2017-11-23T00:44:33.592Z,,,54,57.7,,,44.6
2017-11-23T00:44:43.592Z,,,54,56.9,,,44.6
2017-11-23T00:44:53.597Z,,,54,56.4,,,44.6
2017-11-23T00:45:03.676Z,,,54,55.9,,,44.4
2017-11-23T00:45:13.595Z,,,54,55.4,,,44.3
2017-11-23T00:45:23.597Z,,,54,54.9,,,44.3
2017-11-23T00:45:33.596Z,,,54,54.5,,,44.2
2017-11-23T00:45:43.589Z,,40,54,57.2,0,2,44.1
2017-11-23T00:45:53.591Z,,36,54,58.2,,,44.1
2017-11-23T00:46:03.682Z,,29,54,58.3,,,44
2017-11-23T00:46:13.592Z,,,54,60,,,43.9
2017-11-23T00:46:28.684Z,,,54,60.1,,,43.9
2017-11-23T00:46:33.593Z,,,54,61.1,,,43.9
2017-11-23T00:46:43.590Z,,30,54,61.4,,,43.9
2017-11-23T00:46:53.592Z,,,54,62,,,44
2017-11-23T00:47:03.679Z,,,54,62.5,,,44
2017-11-23T00:47:13.591Z,,29,54,63.1,,,44
2017-11-23T00:47:23.590Z,,,54,63.3,,,44.1
2017-11-23T00:47:33.594Z,,,54,63.6,,,44.1
2017-11-23T00:47:43.591Z,,,54,64,,,44.2
2017-11-23T00:47:53.591Z,,30,54,64.1,,,44.2
2017-11-23T00:48:03.681Z,,29,54,64.4,,,44.3
2017-11-23T00:48:13.591Z,,30,54,64.6,,,44.3
2017-11-23T00:48:23.593Z,,29,54,65.1,,,44.4
2017-11-23T00:48:33.595Z,,0,54,62.9,0,2,44.4
2017-11-23T00:48:43.593Z,,,54,61.9,,,44.6
2017-11-23T00:48:53.596Z,,,54,60.4,,,44.6
2017-11-23T00:49:03.687Z,,,54,59.9,,,44.7
2017-11-23T00:49:13.598Z,,,54,58.9,,,44.7
2017-11-23T00:49:23.593Z,,,54,57.9,,,44.6
2017-11-23T00:49:33.593Z,,,54,57.7,,,44.6
2017-11-23T00:49:43.593Z,,,54,56.9,,,44.4
2017-11-23T00:49:53.598Z,,,54,56.5,,,44.4
2017-11-23T00:50:03.684Z,,,54,55.9,,,44.3
2017-11-23T00:50:13.599Z,,,54,55.5,,,44.2
2017-11-23T00:50:28.699Z,,,54,54.9,,,44.1
2017-11-23T00:50:33.600Z,,,54,54.6,,,44
2017-11-23T00:50:43.599Z,,41,54,57.2,0,2,44
2017-11-23T00:50:53.595Z,,36,54,58.2,,,43.9
2017-11-23T00:51:03.693Z,,30,54,59,,,43.8
2017-11-23T00:51:13.595Z,,29,54,60,,,43.8
2017-11-23T00:51:23.596Z,,,54,60.2,,,43.8
2017-11-23T00:51:33.594Z,,,54,61.1,,,43.8
2017-11-23T00:51:43.600Z,,,54,62,,,43.9
2017-11-23T00:51:58.686Z,,30,54,62.1,,,43.9
2017-11-23T00:52:03.685Z,,29,54,63.1,,,44
2017-11-23T00:52:13.609Z,,,54,,,,44.1
2017-11-23T00:52:23.596Z,,,54,63.5,,,44.2
2017-11-23T00:52:33.596Z,,,54,64,,,44.2
2017-11-23T00:52:43.599Z,,30,54,,,,44.3
2017-11-23T00:52:53.596Z,,29,54,64.4,,,44.4
2017-11-23T00:53:03.700Z,,,54,64.6,,,44.4
2017-11-23T00:53:13.594Z,,,54,64.8,,,44.6
2017-11-23T00:53:23.595Z,,0,54,62.9,0,2,44.6
2017-11-23T00:53:33.603Z,,,54,61.9,,,44.7
2017-11-23T00:53:43.593Z,,,54,60.9,,,44.7
2017-11-23T00:53:53.594Z,,,54,59.9,,,44.7
2017-11-23T00:54:03.689Z,,,54,58.9,,,44.7
2017-11-23T00:54:13.594Z,,,54,58.7,,,44.6
2017-11-23T00:54:23.597Z,,,54,57.9,,,44.6
2017-11-23T00:54:33.600Z,,,54,56.9,,,44.4
2017-11-23T00:54:43.595Z,,,54,56.7,,,44.3
2017-11-23T00:54:53.597Z,,,54,55.9,,,44.2
2017-11-23T00:55:03.695Z,,,54,55.6,,,44.2
2017-11-23T00:55:18.686Z,,,54,55.2,,,44.1
2017-11-23T00:55:23.598Z,,,54,54.9,,,44
2017-11-23T00:55:33.601Z,,,54,54.4,,,44
2017-11-23T00:55:43.607Z,,40,54,57,0,2,43.9
2017-11-23T00:55:53.601Z,,35,54,58.1,,,43.8
2017-11-23T00:56:03.693Z,,30,54,58.2,,,43.7
2017-11-23T00:56:13.601Z,,29,54,60,,,43.6
2017-11-23T00:56:23.598Z,,,54,60.1,,,43.6
2017-11-23T00:56:33.595Z,,29,54,61.1,,,43.7
2017-11-23T00:56:43.594Z,,,54,61.4,,,43.7
2017-11-23T00:56:58.777Z,,,54,62,,,43.7
2017-11-23T00:57:08.875Z,,,54,62.6,,,43.8
2017-11-23T00:57:13.608Z,,,54,63.1,,,43.9
2017-11-23T00:57:23.599Z,,,54,63.3,,,43.9
2017-11-23T00:57:33.599Z,,,54,63.6,,,44
2017-11-23T00:57:43.597Z,,,54,64,,,44.1
2017-11-23T00:57:53.596Z,,,54,64.2,,,44.1
2017-11-23T00:58:08.739Z,,,54,64.5,,,44.2
2017-11-23T00:58:13.607Z,,,54,64.7,,,44.2
2017-11-23T00:58:23.833Z,,0,54,64.8,0,2,44.3
2017-11-23T00:58:33.599Z,,,54,62.9,,,44.3
2017-11-23T00:58:43.597Z,,,54,61.8,,,44.4
2017-11-23T00:58:53.601Z,,,54,59.9,,,44.4
2017-11-23T00:59:03.690Z,,,54,59.8,,,44.4
2017-11-23T00:59:13.605Z,,,54,58.8,,,44.4
2017-11-23T00:59:23.604Z,,,54,57.9,,,44.3
2017-11-23T00:59:33.598Z,,,54,57.4,,,44.3
2017-11-23T00:59:43.598Z,,,54,56.9,,,44.3
2017-11-23T00:59:53.601Z,,,54,56.3,,,44.2
2017-11-23T01:00:03.689Z,,,54,55.9,,,44.2
2017-11-23T01:00:13.599Z,,,54,55.3,,,44.1
2017-11-23T01:00:23.601Z,,,54,54.9,,,44
2017-11-23T01:00:33.602Z,,,54,54.4,,,43.9
2017-11-23T01:00:43.605Z,,41,54,57,0,2,43.9
2017-11-23T01:00:53.608Z,,35,54,58.1,,,43.8
2017-11-23T01:01:03.796Z,,29,54,58.2,,,43.7
2017-11-23T01:01:18.880Z,,30,54,59.1,,,43.6
2017-11-23T01:01:28.780Z,,29,54,60,,,43.6
2017-11-23T01:01:38.784Z,,,54,61.1,,,43.6
2017-11-23T01:01:43.612Z,,,54,61.4,,,43.6
2017-11-23T01:01:58.700Z,,,54,62,,,43.7
2017-11-23T01:02:03.697Z,,30,54,62.5,,,43.7
2017-11-23T01:02:13.839Z,,29,54,63.1,,,43.8
2017-11-23T01:02:28.881Z,,30,54,63.3,,,43.9
2017-11-23T01:02:33.688Z,,29,54,63.6,,,44
2017-11-23T01:02:48.881Z,,30,54,64,,,44.1
2017-11-23T01:02:58.789Z,,29,54,64.2,,,44.2
2017-11-23T01:03:08.851Z,,,54,64.5,,,44.3
2017-11-23T01:03:13.611Z,,,54,64.7,,,44.4
2017-11-23T01:03:23.688Z,,,54,65.1,,,44.6
2017-11-23T01:03:33.609Z,,0,54,62.9,0,2,44.7
2017-11-23T01:03:43.605Z,,,54,61.9,,,44.8
2017-11-23T01:03:53.604Z,,,54,60.4,,,44.8
2017-11-23T01:04:03.693Z,,,54,59.8,,,44.8
2017-11-23T01:04:13.608Z,,,54,58.9,,,44.7
2017-11-23T01:04:23.607Z,,,54,57.9,,,44.6
2017-11-23T01:04:33.601Z,,,54,57.6,,,44.4
2017-11-23T01:04:43.611Z,,,54,56.9,,,44.4
2017-11-23T01:04:53.835Z,,,54,56.4,,,44.3
2017-11-23T01:05:03.654Z,,,54,55.9,,,44.2
2017-11-23T01:05:13.609Z,,,54,55.4,,,44.1
2017-11-23T01:05:28.690Z,,,54,54.9,,,44
2017-11-23T01:05:33.611Z,,,54,54.5,,,43.9
2017-11-23T01:05:43.607Z,,40,54,57.1,0,2,43.8
2017-11-23T01:05:53.604Z,,35,54,58.2,,,43.8
2017-11-23T01:06:03.860Z,,29,54,,,,43.7
2017-11-23T01:06:13.608Z,,,54,60,,,43.7
2017-11-23T01:06:23.610Z,,,54,60.1,,,43.6
2017-11-23T01:06:33.605Z,,30,54,61.1,,,43.6
2017-11-23T01:06:48.693Z,,29,54,61.4,,,43.7
2017-11-23T01:06:53.601Z,,,54,62,,,43.8
2017-11-23T01:07:03.697Z,,,54,62.5,,,43.8
2017-11-23T01:07:13.614Z,,,54,63.1,,,43.9
2017-11-23T01:07:23.603Z,,,54,63.4,,,43.9
2017-11-23T01:07:33.614Z,,,54,63.6,,,44
2017-11-23T01:07:43.604Z,,,54,64,,,44.1
2017-11-23T01:07:53.609Z,,,54,64.2,,,44.1
2017-11-23T01:08:03.693Z,,,54,64.5,,,44.2
2017-11-23T01:08:13.612Z,,,54,64.7,,,44.2
2017-11-23T01:08:23.604Z,,,54,65.1,,,44.3
2017-11-23T01:08:33.611Z,,0,54,62.9,0,2,44.3
2017-11-23T01:08:43.605Z,,,54,61.9,,,44.3
2017-11-23T01:08:53.604Z,,,54,60.9,,,44.4
2017-11-23T01:09:03.705Z,,,54,59.9,,,44.4
2017-11-23T01:09:13.606Z,,,54,58.9,,,44.4
2017-11-23T01:09:23.606Z,,,54,57.9,,,44.4
2017-11-23T01:09:33.610Z,,,54,57.7,,,44.4
2017-11-23T01:09:43.606Z,,,54,56.9,,,44.3
2017-11-23T01:09:53.606Z,,,54,56.5,,,44.3
2017-11-23T01:10:03.700Z,,,54,55.9,,,44.2
2017-11-23T01:10:13.609Z,,,54,55.4,,,44.2
2017-11-23T01:10:23.606Z,,,54,54.9,,,44.1
2017-11-23T01:10:33.613Z,,,54,54.5,,,44
2017-11-23T01:10:43.613Z,,41,54,57.1,0,2,44
2017-11-23T01:10:53.607Z,,36,54,58.2,,,43.9
2017-11-23T01:11:03.695Z,,29,54,58.3,,,43.8
2017-11-23T01:11:13.619Z,,30,54,59.1,,,43.8
2017-11-23T01:11:23.605Z,,29,54,60.1,,,43.8
2017-11-23T01:11:33.606Z,,,54,61.1,,,43.8
2017-11-23T01:11:43.604Z,,,54,61.4,,,43.8
2017-11-23T01:11:53.607Z,,,54,62,,,43.9
2017-11-23T01:12:03.698Z,,30,54,62.5,,,43.9
2017-11-23T01:12:13.608Z,,29,54,63.1,,,44
2017-11-23T01:12:23.608Z,,,54,63.3,,,44.1
2017-11-23T01:12:33.606Z,,,54,63.6,,,44.1
2017-11-23T01:12:43.613Z,,,54,64,,,44.2
2017-11-23T01:12:53.610Z,,,54,64.1,,,44.3
2017-11-23T01:13:04.650Z,,30,54,64.4,,,44.3
2017-11-23T01:13:13.609Z,,29,54,64.6,,,44.4
2017-11-23T01:13:23.610Z,,,54,64.8,,,44.4
2017-11-23T01:13:33.605Z,,0,54,63.8,0,2,44.6
2017-11-23T01:13:43.615Z,,,54,61.9,,,44.6
2017-11-23T01:13:53.606Z,,,54,60.9,,,44.7
2017-11-23T01:14:03.700Z,,,54,59.9,,,44.7
2017-11-23T01:14:13.605Z,,,54,58.9,,,44.7
2017-11-23T01:14:23.608Z,,,54,58.6,,,44.6
2017-11-23T01:14:33.609Z,,,54,57.8,,,44.6
2017-11-23T01:14:43.609Z,,,54,56.9,,,44.4
2017-11-23T01:14:53.613Z,,,54,56.5,,,44.3
2017-11-23T01:15:03.698Z,,,54,55.9,,,44.3
2017-11-23T01:15:13.611Z,,,54,55.4,,,44.1
2017-11-23T01:15:23.612Z,,,54,54.9,,,44
