Time,ChActive,HwTSet,PrimTSet,ActPow,HwActive,PrimT,HwTOutlet
2017-12-23T00:00:00.263Z,,54,,,,,20.9
2017-12-23T00:00:10.274Z,,54,,,,,20.9
2017-12-23T00:00:20.262Z,,54,,,,,20.9
2017-12-23T00:00:30.264Z,,54,,,,,20.9
2017-12-23T00:00:40.264Z,,54,,,,,20.9
2017-12-23T00:00:50.266Z,,54,,,,,20.8
2017-12-23T00:01:00.262Z,,54,,,,,20.8
2017-12-23T00:01:10.264Z,,54,,,,21.6,20.8
2017-12-23T00:01:20.271Z,,54,,,,21.6,20.8
2017-12-23T00:01:30.264Z,,54,,,,,20.8
2017-12-23T00:01:40.263Z,,54,,,,,20.8
2017-12-23T00:01:50.273Z,,54,,,,,20.6
2017-12-23T00:02:00.265Z,,54,,,,,20.6
2017-12-23T00:02:10.265Z,,54,,,,,20.6
2017-12-23T00:02:20.269Z,,54,,,,,20.6
2017-12-23T00:02:30.265Z,,54,,,,,20.6
2017-12-23T00:02:40.266Z,,54,,,,,20.6
2017-12-23T00:02:50.266Z,,54,,,,,20.5
2017-12-23T00:03:00.266Z,,54,,,,21.4,20.5
2017-12-23T00:03:10.266Z,,54,,,,21.6,20.5
2017-12-23T00:03:20.271Z,,54,,,,,20.5
2017-12-23T00:03:30.266Z,,54,,,,,20.5
2017-12-23T00:03:45.366Z,,54,,,,,20.5
2017-12-23T00:03:50.266Z,,54,,,,,20.4
2017-12-23T00:04:00.264Z,,54,,,,,20.4
2017-12-23T00:04:10.267Z,,54,,,,,20.4
2017-12-23T00:04:20.267Z,,54,,,,,20.4
2017-12-23T00:04:30.267Z,,54,,,,,20.4
2017-12-23T00:04:40.267Z,,54,,,,,20.2
2017-12-23T00:04:50.267Z,,54,,,,,20.2
2017-12-23T00:05:00.268Z,,54,,,,,20.2
2017-12-23T00:05:10.264Z,,54,,,,,20.2
2017-12-23T00:05:20.268Z,,54,,,,,20.2
2017-12-23T00:05:30.264Z,,54,,,,,20.2
2017-12-23T00:05:40.268Z,,54,,,,,20.2
2017-12-23T00:05:50.273Z,,54,,,,,20.1
2017-12-23T00:06:00.269Z,,54,,,,,20.1
2017-12-23T00:06:10.268Z,,54,,,,,20.1
2017-12-23T00:06:20.270Z,,54,,,,,20.1
2017-12-23T00:06:30.265Z,,54,,,,,20.1
2017-12-23T00:06:40.469Z,,54,,,,,20.1
2017-12-23T00:06:50.266Z,,54,,,,,20.1
2017-12-23T00:07:00.265Z,,54,,,,,20.1
2017-12-23T00:07:10.266Z,,54,,,,,20.1
2017-12-23T00:07:20.271Z,,54,,,,,20
2017-12-23T00:07:30.268Z,,54,,,,,20
2017-12-23T00:07:40.269Z,,54,,,,,20
2017-12-23T00:07:50.269Z,,54,,,,,20
2017-12-23T00:08:00.270Z,,54,,,,,20
2017-12-23T00:08:10.270Z,,54,,,,,20
2017-12-23T00:08:20.271Z,,54,,,,,20
2017-12-23T00:08:30.271Z,,54,,,,,20
2017-12-23T00:08:40.271Z,,54,,,,,19.8
2017-12-23T00:08:50.271Z,,54,,,,,19.8
2017-12-23T00:09:00.272Z,,54,,,,,19.8
2017-12-23T00:09:10.272Z,,54,,,,,19.8
2017-12-23T00:09:20.271Z,,54,,,,,19.8
2017-12-23T00:09:30.267Z,,54,,,,,19.8
2017-12-23T00:09:40.267Z,,54,,,,,19.8
2017-12-23T00:09:50.273Z,,54,,,,,19.8
2017-12-23T00:10:00.268Z,,54,,,,,19.7
2017-12-23T00:10:10.268Z,,54,,,,,19.7
2017-12-23T00:10:20.274Z,,54,,,,,19.7
2017-12-23T00:10:30.270Z,,54,,,,,19.7
2017-12-23T00:10:40.268Z,,54,,,,,19.7
2017-12-23T00:10:50.269Z,,54,,,,,19.7
2017-12-23T00:11:00.271Z,,54,,,,,19.7
2017-12-23T00:11:10.273Z,,54,,,,,19.7
2017-12-23T00:11:20.275Z,1,54,61,0,0,21.6,19.7
2017-12-23T00:11:30.271Z,,54,,,,,19.6
2017-12-23T00:11:40.275Z,,54,,,,,19.6
2017-12-23T00:11:50.268Z,,54,,,,,19.6
2017-12-23T00:12:00.271Z,,54,,,,,19.6
2017-12-23T00:12:10.271Z,,54,,,,,19.6
2017-12-23T00:12:20.274Z,,54,,,,21.7,19.6
2017-12-23T00:12:30.270Z,,54,,,,21.6,19.6
2017-12-23T00:12:40.269Z,,54,,,,21.7,19.6
2017-12-23T00:12:50.269Z,,54,,,,21.6,19.6
2017-12-23T00:13:00.271Z,,54,,,,,19.6
2017-12-23T00:13:10.271Z,,54,,,,,19.6
2017-12-23T00:13:20.275Z,,54,,,,,19.6
2017-12-23T00:13:30.277Z,,54,,,,,19.4
2017-12-23T00:13:40.273Z,,54,,,,21.7,19.4
2017-12-23T00:13:50.273Z,,54,,,,21.6,19.4
2017-12-23T00:14:00.282Z,,54,,,,,19.4
2017-12-23T00:14:10.278Z,,54,,,,21.7,19.4
2017-12-23T00:14:20.280Z,,54,,,,21.6,19.4
2017-12-23T00:14:30.273Z,,54,,,,,19.4
2017-12-23T00:14:40.276Z,,54,,,,,19.4
2017-12-23T00:14:50.278Z,,54,,,,,19.4
2017-12-23T00:15:00.276Z,,54,,,,21.7,19.4
2017-12-23T00:15:10.274Z,,54,,,,21.6,19.3
2017-12-23T00:15:20.271Z,,54,,,,,19.3
2017-12-23T00:15:30.270Z,,54,,,,,19.3
2017-12-23T00:15:40.279Z,,54,,,,,19.3
2017-12-23T00:15:50.271Z,,54,,,,,19.3
2017-12-23T00:16:00.273Z,,54,,,,,19.3
2017-12-23T00:16:10.280Z,,54,,,,,19.3
2017-12-23T00:16:20.274Z,,54,,,,,19.3
2017-12-23T00:16:30.274Z,,54,,,,,19.3
2017-12-23T00:16:40.273Z,,54,,,,,19.3
2017-12-23T00:16:50.273Z,,54,,,,,19.3
2017-12-23T00:17:00.276Z,,54,,,,,19.3
2017-12-23T00:17:10.277Z,,54,,,,,19.3
2017-12-23T00:17:20.273Z,,54,,,,,19.2
2017-12-23T00:17:30.277Z,,54,,,,,19.2
2017-12-23T00:17:40.279Z,,54,,,,,19.2
2017-12-23T00:17:50.276Z,,54,,,,,19.2
2017-12-23T00:18:00.278Z,,54,,,,,19.2
2017-12-23T00:18:10.281Z,,54,,,,,19.2
2017-12-23T00:18:20.277Z,,54,,,,,19.2
2017-12-23T00:18:30.272Z,,54,,,,,19.2
2017-12-23T00:18:40.274Z,,54,,,,,19.2
2017-12-23T00:18:50.272Z,,54,,,,,19.2
2017-12-23T00:19:00.274Z,,54,,,,,19.2
2017-12-23T00:19:10.275Z,,54,,,,,19.2
2017-12-23T00:19:20.287Z,,54,,,,,19.2
2017-12-23T00:19:30.278Z,,54,,,,,19.2
2017-12-23T00:19:45.378Z,,54,,,,,19
2017-12-23T00:19:50.282Z,,54,,,,,19
2017-12-23T00:20:00.279Z,,54,,,,,19
2017-12-23T00:20:10.272Z,,54,,,,,19
2017-12-23T00:20:20.282Z,,54,,,,,19
2017-12-23T00:20:30.274Z,,54,,,,,19
2017-12-23T00:20:40.276Z,,54,,,,,19
2017-12-23T00:20:50.273Z,,54,,,,,19
2017-12-23T00:21:00.292Z,,54,,,,,19
2017-12-23T00:21:10.276Z,,54,,,,,19
2017-12-23T00:21:20.279Z,,54,,,,,19
2017-12-23T00:21:30.274Z,,54,,,,,19
2017-12-23T00:21:40.277Z,,54,,,,,19
2017-12-23T00:21:50.277Z,,54,,,,,19
2017-12-23T00:22:00.278Z,,54,,,,,19
2017-12-23T00:22:10.274Z,,54,,,,,19
2017-12-23T00:22:20.278Z,,54,,,,,19
2017-12-23T00:22:30.276Z,,54,,,,,18.9
2017-12-23T00:22:40.276Z,,54,,,,,18.9
2017-12-23T00:22:50.276Z,,54,,,,,18.9
2017-12-23T00:23:00.276Z,,54,,,,,18.9
2017-12-23T00:23:10.278Z,,54,,,,,18.9
2017-12-23T00:23:20.278Z,,54,,,,,18.9
2017-12-23T00:23:30.278Z,,54,,,,,18.9
2017-12-23T00:23:40.275Z,,54,,,,,18.9
2017-12-23T00:23:50.276Z,,54,,,,,18.9
2017-12-23T00:24:00.282Z,,54,,,,,18.9
2017-12-23T00:24:10.287Z,,54,,,,,18.9
2017-12-23T00:24:20.287Z,,54,,,,,18.9
2017-12-23T00:24:30.277Z,,54,,,,,18.9
2017-12-23T00:24:40.282Z,,54,,,,,18.9
2017-12-23T00:24:50.278Z,,54,,,,,18.9
2017-12-23T00:25:00.277Z,,54,,,,,18.9
2017-12-23T00:25:10.279Z,,54,,,,,18.9
2017-12-23T00:25:20.280Z,,54,,,,,18.9
2017-12-23T00:25:30.277Z,,54,,,,,18.9
2017-12-23T00:25:40.276Z,,54,,,,,18.8
2017-12-23T00:25:50.279Z,,54,,,,,18.8
2017-12-23T00:26:00.279Z,,54,,,,,18.8
2017-12-23T00:26:10.279Z,,54,,,,,18.8
2017-12-23T00:26:20.281Z,,54,,,,,18.8
2017-12-23T00:26:30.279Z,,54,,,,,18.8
2017-12-23T00:26:40.277Z,,54,,,,,18.8
2017-12-23T00:26:50.280Z,,54,,,,,18.8
2017-12-23T00:27:00.290Z,1,54,,45,0,22.3,18.8
2017-12-23T00:27:10.284Z,,54,,34,,28.3,18.8
2017-12-23T00:27:20.282Z,,54,,29,,27.8,18.8
2017-12-23T00:27:30.281Z,,54,,,,28.1,18.8
2017-12-23T00:27:40.282Z,,54,,30,,29.2,18.8
2017-12-23T00:27:50.282Z,,54,,,,29.5,18.8
2017-12-23T00:28:00.281Z,,54,,29,,30.1,18.9
2017-12-23T00:28:10.281Z,,54,,,,30.5,19
2017-12-23T00:28:20.284Z,,54,,30,,30.8,19.2
2017-12-23T00:28:30.282Z,,54,,29,,31.2,19.4
2017-12-23T00:28:40.282Z,,54,,,,31.5,19.6
2017-12-23T00:28:50.283Z,,54,,,,31.7,19.8
2017-12-23T00:29:00.282Z,,54,,,,32,20.1
2017-12-23T00:29:10.282Z,,54,,,,,20.4
2017-12-23T00:29:20.284Z,,54,,,,32.1,20.6
2017-12-23T00:29:30.283Z,,54,,,,32.2,20.9
2017-12-23T00:29:40.283Z,,54,,,,32.4,21.2
2017-12-23T00:29:50.283Z,,54,,,,32.6,21.3
2017-12-23T00:30:00.286Z,,54,,,,32.8,21.6
2017-12-23T00:30:10.284Z,,54,,29,,33.1,21.7
2017-12-23T00:30:20.321Z,,54,,,,33.2,21.9
2017-12-23T00:30:30.284Z,1,54,,0,0,31.8,22
2017-12-23T00:30:40.284Z,,54,,,,30.3,22.1
2017-12-23T00:30:50.284Z,,54,,,,29.5,22.2
2017-12-23T00:31:00.295Z,,54,,,,28.8,22.4
2017-12-23T00:31:10.281Z,,54,,,,28.1,22.5
2017-12-23T00:31:20.286Z,,54,,,,27.6,22.5
2017-12-23T00:31:30.294Z,,54,,,,27.2,22.6
2017-12-23T00:31:40.285Z,,54,,,,26.9,22.6
2017-12-23T00:31:50.281Z,,54,,,,26.5,22.6
2017-12-23T00:32:00.284Z,,54,,,,26.1,22.6
2017-12-23T00:32:10.285Z,,54,,,,25.9,22.6
2017-12-23T00:32:20.285Z,,54,,,,25.7,22.6
2017-12-23T00:32:30.286Z,,54,,,,25.4,22.6
2017-12-23T00:32:40.287Z,,54,,,,25.3,22.5
2017-12-23T00:32:50.286Z,,54,,,,25.1,22.5
2017-12-23T00:33:00.281Z,,54,,,,24.9,22.5
2017-12-23T00:33:10.282Z,,54,,,,24.8,22.5
2017-12-23T00:33:20.280Z,,54,,,,24.7,22.5
2017-12-23T00:33:30.286Z,,54,,,,24.6,22.4
2017-12-23T00:33:40.286Z,,54,,,,,22.4
2017-12-23T00:33:50.283Z,,54,,,,24.7,22.4
2017-12-23T00:34:00.293Z,,54,,,,24.6,22.4
2017-12-23T00:34:10.287Z,,54,,,,,22.4
2017-12-23T00:34:20.288Z,,54,,,,,22.4
2017-12-23T00:34:30.283Z,,54,,,,,22.4
2017-12-23T00:34:40.288Z,,54,,,,,22.4
2017-12-23T00:34:50.281Z,,54,,,,,22.4
2017-12-23T00:35:00.287Z,,54,,,,,22.4
2017-12-23T00:35:10.283Z,,54,,,,,22.4
2017-12-23T00:35:20.291Z,,54,,,,,22.4
2017-12-23T00:35:30.289Z,,54,,,,,22.4
2017-12-23T00:35:40.286Z,,54,,,,,22.4
2017-12-23T00:35:50.282Z,,54,,,,,22.4
2017-12-23T00:36:00.290Z,,54,,,,,22.4
2017-12-23T00:36:10.283Z,,54,,,,,22.2
2017-12-23T00:36:20.291Z,,54,,,,24.7,22.2
2017-12-23T00:36:30.284Z,,54,,,,,22.2
2017-12-23T00:36:40.289Z,,54,,,,,22.2
2017-12-23T00:36:50.290Z,,54,,,,,22.2
2017-12-23T00:37:00.290Z,,54,,,,,22.2
2017-12-23T00:37:10.284Z,,54,,,,,22.2
2017-12-23T00:37:20.287Z,,54,,,,,22.2
2017-12-23T00:37:30.293Z,,54,,,,,22.2
2017-12-23T00:37:40.291Z,,54,,,,,22.2
2017-12-23T00:37:50.289Z,,54,,,,,22.1
2017-12-23T00:38:00.291Z,,54,,,,,22.1
2017-12-23T00:38:10.291Z,,54,,,,24.8,22.1
2017-12-23T00:38:20.297Z,,54,,,,,22.1
2017-12-23T00:38:30.297Z,,54,,,,,22.1
2017-12-23T00:38:40.297Z,,54,,,,,22.1
2017-12-23T00:38:50.284Z,,54,,,,,22.1
2017-12-23T00:39:00.292Z,,54,,,,,22.1
2017-12-23T00:39:10.285Z,,54,,,,,22
2017-12-23T00:39:20.289Z,,54,,,,,22
2017-12-23T00:39:30.287Z,,54,,,,,22
2017-12-23T00:39:40.289Z,,54,,,,24.9,22
2017-12-23T00:39:50.288Z,,54,,,,,22
2017-12-23T00:40:00.285Z,,54,,,,,22
2017-12-23T00:40:10.292Z,,54,,,,,22
2017-12-23T00:40:20.295Z,,54,,,,,21.9
2017-12-23T00:40:30.293Z,,54,,,,,21.9
2017-12-23T00:40:40.286Z,,54,,,,,21.9
2017-12-23T00:40:50.292Z,,54,,,,,21.9
2017-12-23T00:41:00.293Z,,54,,,,,21.9
2017-12-23T00:41:10.294Z,,54,,,,,21.7
2017-12-23T00:41:20.291Z,,54,,,,,21.7
2017-12-23T00:41:30.291Z,,54,,,,,21.7
2017-12-23T00:41:40.293Z,,54,,,,,21.7
2017-12-23T00:41:50.286Z,,54,,,,,21.7
2017-12-23T00:42:00.285Z,,54,,,,,21.7
2017-12-23T00:42:10.287Z,,54,,,,,21.6
2017-12-23T00:42:20.298Z,,54,,,,,21.6
2017-12-23T00:42:30.288Z,,54,,,,,21.6
2017-12-23T00:42:40.286Z,,54,,,,,21.6
2017-12-23T00:42:50.286Z,,54,,,,,21.6
2017-12-23T00:43:00.286Z,,54,,,,,21.5
2017-12-23T00:43:10.287Z,,54,,,,,21.5
2017-12-23T00:43:20.295Z,,54,,,,,21.5
2017-12-23T00:43:30.287Z,,54,,,,,21.5
2017-12-23T00:43:40.287Z,,54,,,,,21.5
2017-12-23T00:43:50.288Z,,54,,,,,21.5
2017-12-23T00:44:00.287Z,,54,,,,,21.5
2017-12-23T00:44:10.288Z,,54,,,,,21.3
2017-12-23T00:44:20.298Z,,54,,,,,21.3
2017-12-23T00:44:30.286Z,,54,,,,,21.3
2017-12-23T00:44:40.288Z,,54,,,,,21.3
2017-12-23T00:44:50.289Z,,54,,,,,21.3
2017-12-23T00:45:00.289Z,,54,,,,,21.2
2017-12-23T00:45:10.296Z,,54,,,,,21.2
2017-12-23T00:45:20.301Z,,54,,,,,21.2
2017-12-23T00:45:30.289Z,,54,,,,,21.2
2017-12-23T00:45:40.289Z,,54,,,,,21.2
2017-12-23T00:45:50.299Z,,54,,,,24.8,21.2
2017-12-23T00:46:00.290Z,,54,,,,24.9,21.2
2017-12-23T00:46:10.296Z,,54,,,,24.8,21.1
2017-12-23T00:46:20.290Z,,54,,,,,21.1
2017-12-23T00:46:30.290Z,,54,,,,24.9,21.1
2017-12-23T00:46:40.290Z,,54,,,,24.8,21.1
2017-12-23T00:46:50.293Z,,54,,,,,21.1
2017-12-23T00:47:00.295Z,,54,,,,,21.1
2017-12-23T00:47:10.291Z,,54,,,,,20.9
2017-12-23T00:47:20.292Z,,54,,,,,20.9
2017-12-23T00:47:30.300Z,,54,,,,,20.9
2017-12-23T00:47:40.292Z,,54,,,,,20.9
2017-12-23T00:47:50.290Z,,54,,,,,20.9
2017-12-23T00:48:00.301Z,,54,,,,,20.9
2017-12-23T00:48:10.292Z,,54,,,,,20.9
2017-12-23T00:48:20.294Z,,54,,,,,20.8
2017-12-23T00:48:30.292Z,,54,,,,,20.8
2017-12-23T00:48:40.292Z,,54,,,,,20.8
2017-12-23T00:48:50.289Z,,54,,,,,20.8
2017-12-23T00:49:00.289Z,,54,,,,,20.8
2017-12-23T00:49:10.293Z,,54,,,,,20.8
2017-12-23T00:49:20.293Z,,54,,,,,20.8
2017-12-23T00:49:30.297Z,,54,,,,24.7,20.8
2017-12-23T00:49:40.290Z,,54,,,,,20.6
2017-12-23T00:49:50.293Z,,54,,,,,20.6
2017-12-23T00:50:00.293Z,,54,,,,,20.6
2017-12-23T00:50:10.292Z,,54,,,,,20.6
2017-12-23T00:50:20.300Z,,54,,,,,20.6
2017-12-23T00:50:30.291Z,,54,,,,,20.6
2017-12-23T00:50:40.292Z,,54,,,,,20.5
2017-12-23T00:50:50.291Z,,54,,,,,20.5
2017-12-23T00:51:00.295Z,,54,,,,,20.5
2017-12-23T00:51:10.298Z,,54,,,,,20.5
2017-12-23T00:51:20.294Z,,54,,,,,20.5
2017-12-23T00:51:30.293Z,,54,,,,,20.5
2017-12-23T00:51:40.295Z,,54,,,,,20.5
2017-12-23T00:51:50.295Z,,54,,,,,20.5
2017-12-23T00:52:00.292Z,,54,,,,,20.5
2017-12-23T00:52:10.294Z,,54,,,,,20.5
2017-12-23T00:52:20.304Z,,54,,,,,20.4
2017-12-23T00:52:30.292Z,,54,,,,,20.4
2017-12-23T00:52:40.296Z,,54,,,,,20.4
2017-12-23T00:52:50.296Z,,54,,,,24.6,20.4
2017-12-23T00:53:00.293Z,,54,,,,,20.4
2017-12-23T00:53:10.297Z,,54,,,,,20.4
2017-12-23T00:53:20.296Z,,54,,,,,20.4
2017-12-23T00:53:30.302Z,,54,,,,,20.4
2017-12-23T00:53:40.294Z,,54,,,,,20.4
2017-12-23T00:53:50.294Z,,54,,,,,20.4
2017-12-23T00:54:00.295Z,,54,,,,,20.2
2017-12-23T00:54:10.295Z,,54,,,,,20.2
2017-12-23T00:54:20.296Z,,54,,,,,20.2
2017-12-23T00:54:30.294Z,,54,,,,,20.2
2017-12-23T00:54:40.297Z,,54,,,,,20.2
2017-12-23T00:54:50.299Z,,54,,,,,20.2
2017-12-23T00:55:00.297Z,,54,,,,,20.2
2017-12-23T00:55:10.299Z,,54,,,,,20.2
2017-12-23T00:55:20.301Z,,54,,,,,20.2
2017-12-23T00:55:30.299Z,,54,,,,,20.1
2017-12-23T00:55:40.300Z,,54,,,,,20.1
2017-12-23T00:55:50.295Z,,54,,,,,20.1
2017-12-23T00:56:00.300Z,,54,,,,,20.1
2017-12-23T00:56:10.297Z,,54,,,,,20.1
2017-12-23T00:56:20.298Z,,54,,,,,20.1
2017-12-23T00:56:30.295Z,,54,,,,,20.1
2017-12-23T00:56:40.298Z,,54,,,,,20.1
2017-12-23T00:56:50.296Z,,54,,,,,20.1
2017-12-23T00:57:00.294Z,,54,,,,,20.1
2017-12-23T00:57:10.303Z,,54,,,,24.5,20
2017-12-23T00:57:20.303Z,,54,,,,24.6,20
2017-12-23T00:57:30.297Z,,54,,,,24.5,20
2017-12-23T00:57:40.306Z,,54,,,,,20
2017-12-23T00:57:50.300Z,,54,,,,,20
2017-12-23T00:58:00.297Z,,54,,,,,20
2017-12-23T00:58:10.298Z,,54,,,,,20
2017-12-23T00:58:20.302Z,,54,,,,,20
2017-12-23T00:58:30.307Z,,54,,,,,20
2017-12-23T00:58:40.297Z,,54,,,,,20
2017-12-23T00:58:50.301Z,,54,,,,,20
2017-12-23T00:59:00.303Z,,54,,,,,20
2017-12-23T00:59:10.295Z,,54,,,,,20
2017-12-23T00:59:20.302Z,,54,,,,,19.8
2017-12-23T00:59:30.296Z,,54,,,,,19.8
2017-12-23T00:59:40.297Z,,54,,,,,19.8
2017-12-23T00:59:50.296Z,,54,,,,,19.8
2017-12-23T01:00:00.299Z,,54,,,,,19.8
2017-12-23T01:00:10.300Z,,54,,,,,19.8
2017-12-23T01:00:20.304Z,,54,,,,,19.8
2017-12-23T01:00:30.301Z,,54,,,,,19.8
2017-12-23T01:00:40.301Z,,54,,,,,19.8
2017-12-23T01:00:50.301Z,,54,,,,,19.8
2017-12-23T01:01:00.301Z,,54,,,,,19.8
2017-12-23T01:01:10.297Z,,54,,,,,19.8
2017-12-23T01:01:20.304Z,,54,,,,,19.8
2017-12-23T01:01:30.305Z,,54,,,,,19.7
2017-12-23T01:01:40.299Z,,54,,,,,19.7
2017-12-23T01:01:50.300Z,,54,,,,24.3,19.7
2017-12-23T01:02:00.297Z,,54,,,,,19.7
2017-12-23T01:02:10.298Z,,54,,,,,19.7
2017-12-23T01:02:20.299Z,,54,,,,,19.7
2017-12-23T01:02:30.301Z,,54,,,,,19.7
2017-12-23T01:02:40.299Z,,54,,,,,19.7
2017-12-23T01:02:50.297Z,,54,,,,,19.7
2017-12-23T01:03:00.302Z,,54,,,,,19.7
2017-12-23T01:03:10.302Z,,54,,,,,19.7
2017-12-23T01:03:20.302Z,,54,,,,,19.7
2017-12-23T01:03:30.303Z,,54,,,,,19.7
2017-12-23T01:03:40.300Z,,54,,,,,19.7
2017-12-23T01:03:50.298Z,,54,,,,,19.7
2017-12-23T01:04:00.305Z,,54,,,,,19.6
2017-12-23T01:04:10.298Z,,54,,,,,19.6
2017-12-23T01:04:20.306Z,,54,,,,,19.6
2017-12-23T01:04:30.306Z,,54,,,,,19.6
2017-12-23T01:04:40.303Z,,54,,,,,19.6
2017-12-23T01:04:50.298Z,,54,,,,,19.6
2017-12-23T01:05:00.306Z,,54,,,,,19.6
2017-12-23T01:05:10.300Z,,54,,,,,19.6
2017-12-23T01:05:20.302Z,,54,,,,,19.6
2017-12-23T01:05:30.299Z,,54,,,,,19.6
2017-12-23T01:05:40.300Z,,54,,,,,19.6
2017-12-23T01:05:50.374Z,,54,,,,,19.6
2017-12-23T01:06:00.308Z,,54,,,,,19.6
2017-12-23T01:06:10.300Z,,54,,,,,19.6
2017-12-23T01:06:20.305Z,,54,,,,,19.6
2017-12-23T01:06:30.303Z,,54,,,,,19.6
2017-12-23T01:06:40.306Z,,54,,,,,19.6
2017-12-23T01:06:50.301Z,,54,,,,,19.4
2017-12-23T01:07:00.300Z,,54,,,,,19.6
2017-12-23T01:07:10.301Z,,54,,,,,19.4
2017-12-23T01:07:20.303Z,,54,,,,,19.4
2017-12-23T01:07:30.302Z,,54,,,,,19.4
2017-12-23T01:07:40.301Z,,54,,,,,19.4
2017-12-23T01:07:50.300Z,,54,,,,,19.4
2017-12-23T01:08:00.301Z,,54,,,,,19.4
2017-12-23T01:08:10.302Z,,54,,,,,19.4
2017-12-23T01:08:20.306Z,,54,,,,24.2,19.4
2017-12-23T01:08:30.303Z,,54,,,,,19.4
2017-12-23T01:08:40.302Z,,54,,,,,19.4
2017-12-23T01:08:50.308Z,,54,,,,,19.4
2017-12-23T01:09:00.303Z,,54,,,,,19.4
2017-12-23T01:09:10.303Z,,54,,,,,19.4
2017-12-23T01:09:20.313Z,,54,,,,,19.4
2017-12-23T01:09:30.303Z,,54,,,,,19.4
2017-12-23T01:09:40.303Z,,54,,,,,19.4
2017-12-23T01:09:50.314Z,,54,,,,,19.4
2017-12-23T01:10:00.302Z,,54,,,,,19.4
2017-12-23T01:10:10.304Z,,54,,,,,19.3
2017-12-23T01:10:20.307Z,,54,,,,,19.3
2017-12-23T01:10:30.305Z,,54,,,,,19.3
2017-12-23T01:10:40.301Z,,54,,,,,19.3
2017-12-23T01:10:50.302Z,,54,,,,,19.3
2017-12-23T01:11:00.302Z,,54,,,,,19.3
2017-12-23T01:11:10.314Z,,54,,,,,19.3
2017-12-23T01:11:20.314Z,1,54,61,0,0,24.2,19.3
2017-12-23T01:11:30.310Z,,54,,,,,19.3
2017-12-23T01:11:40.309Z,,54,,,,,19.3
2017-12-23T01:11:50.310Z,,54,,,,,19.3
2017-12-23T01:12:00.303Z,,54,,,,,19.3
2017-12-23T01:12:10.306Z,,54,,,,,19.3
2017-12-23T01:12:20.306Z,,54,,,,,19.3
2017-12-23T01:12:30.306Z,,54,,,,,19.3
2017-12-23T01:12:40.307Z,,54,,,,,19.3
2017-12-23T01:12:50.308Z,,54,,,,,19.3
2017-12-23T01:13:00.307Z,,54,,,,,19.3
2017-12-23T01:13:10.306Z,,54,,,,,19.2
2017-12-23T01:13:20.308Z,,54,,,,,19.2
2017-12-23T01:13:30.308Z,,54,,,,,19.2
2017-12-23T01:13:40.306Z,,54,,,,,19.2
2017-12-23T01:13:50.307Z,,54,,,,,19.2
2017-12-23T01:14:00.304Z,,54,,,,,19.2
2017-12-23T01:14:10.314Z,,54,,,,,19.2
2017-12-23T01:14:20.309Z,,54,,,,,19.2
2017-12-23T01:14:30.307Z,,54,,,,,19.2
2017-12-23T01:14:40.311Z,,54,,,,,19.2
2017-12-23T01:14:50.308Z,,54,,,,,19.2
2017-12-23T01:15:00.309Z,,54,,,,,19.2
2017-12-23T01:15:10.309Z,,54,,,,24.1,19.2
2017-12-23T01:15:20.311Z,,54,,,,,19.2
2017-12-23T01:15:30.309Z,,54,,,,24.2,19.2
2017-12-23T01:15:40.308Z,,54,,,,24.1,19.2
2017-12-23T01:15:50.315Z,,54,,,,24.2,19.2
2017-12-23T01:16:00.308Z,,54,,,,24.1,19.2
2017-12-23T01:16:10.305Z,,54,,,,,19.2
2017-12-23T01:16:20.310Z,,54,,,,,19.2
2017-12-23T01:16:30.308Z,,54,,,,,19.2
2017-12-23T01:16:40.309Z,,54,,,,,19.2
2017-12-23T01:16:50.305Z,,54,,,,,19
2017-12-23T01:17:00.310Z,,54,,,,,19.2
2017-12-23T01:17:10.312Z,,54,,,,,19.2
2017-12-23T01:17:20.311Z,,54,,,,,19
2017-12-23T01:17:30.309Z,,54,,,,,19
2017-12-23T01:17:40.310Z,,54,,,,,19
2017-12-23T01:17:50.310Z,,54,,,,,19
2017-12-23T01:18:00.311Z,,54,,,,,19
2017-12-23T01:18:10.308Z,,54,,,,,19
2017-12-23T01:18:20.310Z,,54,,,,,19
2017-12-23T01:18:30.306Z,,54,,,,,19
2017-12-23T01:18:40.318Z,,54,,,,,19
2017-12-23T01:18:50.313Z,,54,,,,,19
2017-12-23T01:19:00.313Z,,54,,,,,19
2017-12-23T01:19:10.313Z,,54,,,,,19
2017-12-23T01:19:20.310Z,,54,,,,,19
2017-12-23T01:19:30.310Z,,54,,,,,19
2017-12-23T01:19:40.310Z,,54,,,,,19
2017-12-23T01:19:50.315Z,,54,,,,,19
2017-12-23T01:20:00.312Z,,54,,,,,18.9
2017-12-23T01:20:10.308Z,,54,,,,,19
2017-12-23T01:20:20.312Z,,54,,,,,19
2017-12-23T01:20:30.315Z,,54,,,,,18.9
2017-12-23T01:20:40.316Z,,54,,,,,18.9
2017-12-23T01:20:50.308Z,,54,,,,,18.9
2017-12-23T01:21:00.309Z,,54,,,,,18.9
2017-12-23T01:21:10.316Z,,54,,,,,18.9
2017-12-23T01:21:20.315Z,,54,,,,,18.9
2017-12-23T01:21:30.313Z,,54,,,,,18.9
2017-12-23T01:21:40.316Z,,54,,,,,18.9
2017-12-23T01:21:50.310Z,,54,,,,,18.9
2017-12-23T01:22:00.309Z,,54,,,,,18.9
2017-12-23T01:22:10.314Z,,54,,,,,18.9
