Time,HwActive,HwTOutlet,PrimT,ActPow,PrimTSet,ChActive,HwTSet
2017-12-01T00:00:06.174Z,,34.6,,,,,54
2017-12-01T00:00:16.176Z,,34.6,,,,,54
2017-12-01T00:00:26.243Z,,34.6,64.1,,,,54
2017-12-01T00:00:36.271Z,,34.8,,,,,54
2017-12-01T00:00:46.192Z,,34.8,,,,,54
2017-12-01T00:00:56.232Z,,34.7,64.2,,,,54
2017-12-01T00:01:06.176Z,,34.6,,,,,54
2017-12-01T00:01:16.180Z,,34.7,,,,,54
2017-12-01T00:01:26.194Z,,34.7,,,,,54
2017-12-01T00:01:36.297Z,,34.7,64.4,,,,54
2017-12-01T00:01:46.178Z,,34.7,,,,,54
2017-12-01T00:01:56.195Z,,34.7,,,,,54
2017-12-01T00:02:06.194Z,,34.8,64.5,,,,54
2017-12-01T00:02:16.177Z,,34.8,,,,,54
2017-12-01T00:02:26.177Z,,34.7,,,,,54
2017-12-01T00:02:36.297Z,,34.7,64.6,30,,,54
2017-12-01T00:02:46.183Z,,34.8,,29,,,54
2017-12-01T00:02:56.175Z,,34.8,,,,,54
2017-12-01T00:03:06.178Z,,34.8,,,,,54
2017-12-01T00:03:16.180Z,,34.9,64.7,,,,54
2017-12-01T00:03:26.183Z,,34.9,,,,,54
2017-12-01T00:03:36.272Z,,34.8,,,,,54
2017-12-01T00:03:46.202Z,,34.8,64.8,,,,54
2017-12-01T00:03:56.178Z,,34.9,,,,,54
2017-12-01T00:04:06.178Z,,34.9,,,,,54
2017-12-01T00:04:16.175Z,,34.8,,,,,54
2017-12-01T00:04:26.199Z,,34.8,,,,,54
2017-12-01T00:04:36.318Z,,34.8,64.9,,,,54
2017-12-01T00:04:46.181Z,,34.7,,,,,54
2017-12-01T00:04:56.178Z,,34.7,,,,,54
2017-12-01T00:05:06.183Z,0,34.8,63.4,0,,2,54
2017-12-01T00:05:16.189Z,,,61.3,,,,
2017-12-01T00:05:26.179Z,,34.8,60.4,,,,54
2017-12-01T00:05:36.358Z,,34.8,59.1,,,,54
2017-12-01T00:05:46.189Z,,34.8,58.3,,,,54
2017-12-01T00:05:56.180Z,,34.7,57.6,,,,54
2017-12-01T00:06:06.179Z,,34.7,56.8,,,,54
2017-12-01T00:06:16.191Z,,34.7,56.2,,,,54
2017-12-01T00:06:26.190Z,,34.6,55.7,,,,54
2017-12-01T00:06:36.274Z,,34.4,55.3,,,,54
2017-12-01T00:06:46.179Z,,34.3,54.8,,,,54
2017-12-01T00:06:56.223Z,0,34.3,58.3,38,,2,54
2017-12-01T00:07:06.252Z,,34.3,58.8,29,,,54
2017-12-01T00:07:16.194Z,,34.3,59.4,,,,54
2017-12-01T00:07:26.184Z,,34.4,60.2,29,,,54
2017-12-01T00:07:36.269Z,,34.3,60.7,,,,54
2017-12-01T00:07:46.187Z,,34.2,61.2,,,,54
2017-12-01T00:07:56.180Z,,34.2,61.6,,,,54
2017-12-01T00:08:06.178Z,,34.3,62,,,,54
2017-12-01T00:08:16.198Z,,,62.4,,,,
2017-12-01T00:08:26.204Z,,34.3,62.6,,,,54
2017-12-01T00:08:36.258Z,,34.2,62.8,,,,54
2017-12-01T00:08:46.184Z,,34.4,62.9,,,,54
2017-12-01T00:08:56.224Z,,34.3,63.1,,,,54
2017-12-01T00:09:06.184Z,,34.3,63.2,,,,54
2017-12-01T00:09:16.186Z,,34.3,63.3,,,,54
2017-12-01T00:09:26.180Z,,34.3,63.4,,,,54
2017-12-01T00:09:36.261Z,,34.3,63.5,,,,54
2017-12-01T00:09:46.189Z,,34.4,63.6,,,,54
2017-12-01T00:09:56.179Z,,34.4,,,,,54
2017-12-01T00:10:06.185Z,,34.4,63.8,,,,54
2017-12-01T00:10:16.188Z,,34.4,,,,,54
2017-12-01T00:10:26.180Z,,34.4,63.9,30,,,54
2017-12-01T00:10:36.274Z,,34.4,64,30,,,54
2017-12-01T00:10:46.180Z,,34.4,,29,,,54
2017-12-01T00:10:56.183Z,,34.4,,,,,54
2017-12-01T00:11:06.179Z,,34.5,64.1,,,,54
2017-12-01T00:11:16.187Z,,34.4,,,,,54
2017-12-01T00:11:26.183Z,,34.4,,,,,54
2017-12-01T00:11:36.271Z,,34.5,64.2,,,,54
2017-12-01T00:11:46.186Z,,34.5,,,,,54
2017-12-01T00:11:56.189Z,,34.5,64.4,,,,54
2017-12-01T00:12:06.181Z,,34.6,,,,,54
2017-12-01T00:12:16.210Z,,34.7,,30,,,54
2017-12-01T00:12:26.198Z,,34.8,64.5,,,,54
2017-12-01T00:12:36.264Z,,34.8,,29,,,54
2017-12-01T00:12:46.188Z,,34.8,64.6,,,,54
2017-12-01T00:12:56.182Z,,34.8,,,,,54
2017-12-01T00:13:06.186Z,,34.7,,,,,54
2017-12-01T00:13:16.193Z,,34.7,64.7,,,,54
2017-12-01T00:13:26.184Z,,34.6,,,,,54
2017-12-01T00:13:36.272Z,,34.6,64.8,,,,54
2017-12-01T00:13:46.188Z,,34.6,,,,,54
2017-12-01T00:13:56.184Z,,34.6,64.9,30,,,54
2017-12-01T00:14:06.187Z,,34.7,,29,,,54
2017-12-01T00:14:16.193Z,0,,,0,,2,
2017-12-01T00:14:26.207Z,,34.6,61.8,,,,54
2017-12-01T00:14:36.307Z,,34.6,60.8,,,,54
2017-12-01T00:14:46.184Z,,34.6,59.6,,,,54
2017-12-01T00:14:56.181Z,,34.6,58.6,,,,54
2017-12-01T00:15:06.191Z,,34.6,57.8,,,,54
2017-12-01T00:15:16.193Z,,34.5,57.1,,,,54
2017-12-01T00:15:26.191Z,,34.4,56.5,,,,54
2017-12-01T00:15:36.281Z,,34.3,56,,,,54
2017-12-01T00:15:46.183Z,,34.4,55.4,,,,54
2017-12-01T00:15:56.186Z,,34.4,55,,,,54
2017-12-01T00:16:06.183Z,0,34.2,56.7,43,,2,54
2017-12-01T00:16:16.184Z,,34.1,58.9,31,,,54
2017-12-01T00:16:26.185Z,,34,58.8,29,,,54
2017-12-01T00:16:36.371Z,,34,60,29,,,54
2017-12-01T00:16:46.183Z,,34,60.5,,,,54
2017-12-01T00:16:56.182Z,,33.9,61.1,29,,,54
2017-12-01T00:17:06.184Z,,34,61.5,,,,54
2017-12-01T00:17:16.183Z,,34.1,62,,,,54
2017-12-01T00:17:26.187Z,,34.1,62.4,,,,54
2017-12-01T00:17:36.265Z,,34.2,62.6,,,,54
2017-12-01T00:17:46.190Z,,34,62.8,,,,54
2017-12-01T00:17:56.185Z,,34,63.1,,,,54
2017-12-01T00:18:06.185Z,,34,63.2,30,,,54
2017-12-01T00:18:16.185Z,,34,63.3,29,,,54
2017-12-01T00:18:26.188Z,,34.1,63.4,,,,54
2017-12-01T00:18:36.274Z,,34.1,63.5,,,,54
2017-12-01T00:18:46.185Z,,34,63.6,,,,54
2017-12-01T00:18:56.211Z,,34,63.8,,,,54
2017-12-01T00:19:06.216Z,,34,,30,,,54
2017-12-01T00:19:16.189Z,,34.1,63.9,29,,,54
2017-12-01T00:19:26.194Z,,34.3,,,,,54
2017-12-01T00:19:36.273Z,,34.4,64,29,,,54
2017-12-01T00:19:46.188Z,,34.5,,,,,54
2017-12-01T00:19:56.201Z,,34.3,,,,,54
2017-12-01T00:20:06.187Z,,34.1,64.1,,,,54
2017-12-01T00:20:16.195Z,,34,,,,,54
2017-12-01T00:20:26.198Z,,34.1,,30,,,54
2017-12-01T00:20:36.293Z,,34.1,,29,,,54
2017-12-01T00:20:46.193Z,,34.2,,,,,54
2017-12-01T00:20:56.188Z,,34.1,,,,,54
2017-12-01T00:21:06.189Z,,34,,,,,54
2017-12-01T00:21:16.185Z,,34,,30,,,54
2017-12-01T00:21:26.185Z,,34,,29,,,54
2017-12-01T00:21:36.281Z,,34,,,,,54
2017-12-01T00:21:46.185Z,,34,,,,,54
2017-12-01T00:21:56.188Z,,34.1,,30,,,54
2017-12-01T00:22:06.198Z,,34.2,,29,,,54
2017-12-01T00:22:16.189Z,,34.2,,,,,54
2017-12-01T00:22:26.188Z,,34.2,,,,,54
2017-12-01T00:22:36.279Z,,34.3,,,,,54
2017-12-01T00:22:46.190Z,,34.3,,30,,,54
2017-12-01T00:22:56.188Z,,34.3,,29,,,54
2017-12-01T00:23:06.191Z,,34.4,64,,,,54
2017-12-01T00:23:16.188Z,,34.4,,,,,54
2017-12-01T00:23:26.190Z,,34.4,,,,,54
2017-12-01T00:23:36.281Z,,34.4,,,,,54
2017-12-01T00:23:46.192Z,,34.4,64,,,,54
2017-12-01T00:23:56.188Z,,34.4,64,,,,54
2017-12-01T00:24:06.200Z,,34.4,63.9,29,,,54
2017-12-01T00:24:16.190Z,,34.4,,,,,54
2017-12-01T00:24:26.197Z,,34.4,,,,,54
2017-12-01T00:24:36.281Z,,34.5,63.8,30,,,54
2017-12-01T00:24:46.187Z,,34.5,,29,,,54
2017-12-01T00:24:56.190Z,,34.5,,30,,,54
2017-12-01T00:25:06.190Z,,34.6,,29,,,54
2017-12-01T00:25:16.187Z,,34.7,,,,,54
2017-12-01T00:25:36.285Z,,34.7,63.8,,,,54
2017-12-01T00:25:46.195Z,,34.9,63.6,,,,54
2017-12-01T00:25:56.189Z,,34.8,,,,,54
2017-12-01T00:26:06.193Z,,34.7,,,,,54
2017-12-01T00:26:16.194Z,,,,30,,,
2017-12-01T00:26:26.189Z,,34.6,,29,,,54
2017-12-01T00:26:36.300Z,,34.6,63.5,,,,54
2017-12-01T00:26:46.190Z,,34.7,,,,,54
2017-12-01T00:26:56.188Z,,34.7,,,,,54
2017-12-01T00:27:06.190Z,,34.7,,,,,54
2017-12-01T00:27:16.190Z,,34.6,,,,,54
2017-12-01T00:27:26.193Z,,34.6,,,,,54
2017-12-01T00:27:36.284Z,,34.7,,,,,54
2017-12-01T00:27:46.199Z,,34.8,,,,,54
2017-12-01T00:27:56.195Z,,34.7,,30,,,54
2017-12-01T00:28:06.196Z,,34.7,,29,,,54
2017-12-01T00:28:16.195Z,,34.7,,,,,54
2017-12-01T00:28:26.197Z,,34.7,,,,,54
2017-12-01T00:28:36.285Z,,34.6,,,,,54
2017-12-01T00:28:46.197Z,,34.7,,,,,54
2017-12-01T00:29:06.196Z,,35.1,,,,,54
2017-12-01T00:29:16.197Z,,34.7,,,,,54
2017-12-01T00:29:26.195Z,,34.7,,,,,54
2017-12-01T00:29:36.281Z,,34.6,,30,,,54
2017-12-01T00:29:46.206Z,,34.6,,29,,,54
2017-12-01T00:29:56.194Z,,34.5,,,,,54
2017-12-01T00:30:06.198Z,,34.5,,,,,54
2017-12-01T00:30:16.192Z,,34.5,,,,,54
2017-12-01T00:30:26.205Z,,34.6,,30,,,54
2017-12-01T00:30:36.282Z,,34.7,,29,,,54
2017-12-01T00:30:46.196Z,,34.7,,,,,54
2017-12-01T00:30:56.197Z,,34.7,,,,,54
2017-12-01T00:31:06.196Z,,34.7,,,,,54
2017-12-01T00:31:16.193Z,,34.7,,,,,54
2017-12-01T00:31:26.198Z,,34.6,,,,,54
2017-12-01T00:31:36.282Z,,34.7,,30,,,54
2017-12-01T00:31:46.194Z,,34.6,,29,,,54
2017-12-01T00:31:56.192Z,,34.6,,,,,54
2017-12-01T00:32:06.191Z,,34.5,,,,,54
2017-12-01T00:32:16.191Z,,34.5,,30,,,54
2017-12-01T00:32:26.197Z,,34.5,,29,,,54
2017-12-01T00:32:36.300Z,,,63.6,,,,
2017-12-01T00:32:46.192Z,,34.5,63.5,,,,54
2017-12-01T00:32:56.193Z,,34.5,63.6,,,,54
2017-12-01T00:33:06.193Z,,34.5,,,,,54
2017-12-01T00:33:26.196Z,,34.4,,,,,54
2017-12-01T00:33:36.282Z,,34.4,,,,,54
2017-12-01T00:33:46.193Z,,34.5,,30,,,54
2017-12-01T00:33:56.196Z,,,,29,,,
2017-12-01T00:34:06.198Z,,34.7,,,,,54
2017-12-01T00:34:16.195Z,,34.7,,,,,54
2017-12-01T00:34:26.200Z,0,34.5,63.6,29,61,2,54
2017-12-01T00:34:36.284Z,,34.5,,,,,54
2017-12-01T00:34:46.201Z,,34.5,,,,,54
2017-12-01T00:34:56.192Z,,34.5,,,,,54
2017-12-01T00:35:06.200Z,,34.5,,,,,54
2017-12-01T00:35:16.203Z,,34.6,,,,,54
2017-12-01T00:35:26.201Z,,34.6,63.8,,,,54
2017-12-01T00:35:46.195Z,,34.4,,,,,54
2017-12-01T00:36:06.197Z,,34.4,,30,,,54
2017-12-01T00:36:16.200Z,,34.4,,,,,54
2017-12-01T00:36:26.196Z,,34.4,,29,,,54
2017-12-01T00:36:36.289Z,,34.6,,,,,54
2017-12-01T00:36:46.196Z,,34.5,,,,,54
2017-12-01T00:36:56.198Z,,34.4,,,,,54
2017-12-01T00:37:06.197Z,,,,30,,,
2017-12-01T00:37:16.202Z,,34.4,,,,,54
2017-12-01T00:37:26.200Z,,34.4,63.9,29,,,54
2017-12-01T00:37:36.290Z,,34.5,,,,,54
2017-12-01T00:37:46.200Z,,34.5,,,,,54
2017-12-01T00:37:56.194Z,,34.6,,,,,54
2017-12-01T00:38:16.205Z,,34.6,,,,,54
2017-12-01T00:38:26.208Z,,34.7,64,29,,,54
2017-12-01T00:38:36.287Z,,,64,,,,
2017-12-01T00:38:46.208Z,,34.7,,,,,54
2017-12-01T00:38:56.202Z,,34.7,,,,,54
2017-12-01T00:39:06.199Z,,34.7,,,,,54
2017-12-01T00:39:16.200Z,,34.7,,,,,54
2017-12-01T00:39:26.209Z,,,64.1,,,,
2017-12-01T00:39:36.289Z,,34.5,,,,,54
2017-12-01T00:39:46.196Z,,34.5,,30,,,54
2017-12-01T00:39:56.219Z,,34.5,,,,,54
2017-12-01T00:40:06.200Z,,,,29,,,
2017-12-01T00:40:16.202Z,,34.5,64.2,30,,,54
2017-12-01T00:40:26.200Z,,34.5,,,,,54
2017-12-01T00:40:36.290Z,,34.6,,29,,,54
2017-12-01T00:40:46.201Z,,34.6,,,,,54
2017-12-01T00:40:56.204Z,,34.5,,,,,54
2017-12-01T00:41:16.204Z,,34.6,,,,,54
2017-12-01T00:41:26.200Z,,34.6,,,,,54
2017-12-01T00:41:46.200Z,,34.6,64.4,30,,,54
2017-12-01T00:42:06.200Z,,34.8,,29,,,54
2017-12-01T00:42:16.200Z,,34.7,,,,,54
2017-12-01T00:42:26.201Z,,34.7,,,,,54
2017-12-01T00:42:46.203Z,,34.7,,,,,54
2017-12-01T00:43:06.202Z,,34.7,,,,,54
2017-12-01T00:43:16.198Z,,34.7,,,,,54
2017-12-01T00:43:36.280Z,,34.8,,,,,54
2017-12-01T00:43:46.203Z,,34.9,,,,,54
2017-12-01T00:43:56.199Z,,34.9,,,,,54
2017-12-01T00:44:16.208Z,,34.9,,,,,54
2017-12-01T00:44:26.204Z,,34.9,,,,,54
2017-12-01T00:44:46.203Z,,34.9,,,,,54
2017-12-01T00:45:06.200Z,,34.9,,29,,,54
2017-12-01T00:45:16.205Z,,34.9,,,,,54
2017-12-01T00:45:26.205Z,,34.9,64.2,,,,54
2017-12-01T00:45:36.286Z,,34.9,,30,,,54
2017-12-01T00:45:46.202Z,,35.1,,29,,,54
2017-12-01T00:45:56.207Z,,35.1,,,,,54
2017-12-01T00:46:06.205Z,,,64.1,,,,
2017-12-01T00:46:16.211Z,,34.9,,,,,54
2017-12-01T00:46:36.297Z,,34.8,,,,,54
2017-12-01T00:46:56.206Z,,34.8,64,,,,54
2017-12-01T00:47:06.201Z,,34.8,,,,,54
2017-12-01T00:47:16.206Z,,,63.9,,,,
2017-12-01T00:47:26.208Z,,34.7,,,,,54
2017-12-01T00:47:36.294Z,,34.7,,,,,54
2017-12-01T00:47:46.206Z,,34.7,,,,,54
2017-12-01T00:47:56.201Z,,,63.8,,,,
2017-12-01T00:48:06.209Z,,34.8,,30,,,54
2017-12-01T00:48:16.205Z,,34.8,,,,,54
2017-12-01T00:48:26.208Z,,,,29,,,
2017-12-01T00:48:36.303Z,,34.8,,30,,,54
2017-12-01T00:48:46.202Z,,34.8,,,,,54
2017-12-01T00:48:56.208Z,,,63.6,29,,,
2017-12-01T00:49:06.210Z,,34.7,,,,,54
2017-12-01T00:49:16.210Z,,35.1,,,,,54
2017-12-01T00:49:26.211Z,,34.8,,,,,54
2017-12-01T00:49:46.204Z,,34.7,,,,,54
2017-12-01T00:50:06.202Z,,34.7,63.6,,,,54
2017-12-01T00:50:16.213Z,,34.8,,,,,54
2017-12-01T00:50:26.213Z,,,63.5,,,,
2017-12-01T00:50:36.297Z,,34.8,,,,,54
2017-12-01T00:50:46.212Z,,34.6,,,,,54
2017-12-01T00:50:56.208Z,,34.6,,,,,54
2017-12-01T00:51:16.203Z,,34.7,,,,,54
2017-12-01T00:51:26.206Z,,,,30,,,
2017-12-01T00:51:36.292Z,,34.7,,29,,,54
2017-12-01T00:51:46.204Z,,34.6,,,,,54
2017-12-01T00:51:56.202Z,,,63.6,,,,
2017-12-01T00:52:06.202Z,,34.5,,,,,54
2017-12-01T00:52:16.207Z,,34.5,,,,,54
2017-12-01T00:52:36.282Z,,34.5,,,,,54
2017-12-01T00:52:46.204Z,,34.6,,,,,54
2017-12-01T00:53:06.207Z,,34.6,,,,,54
2017-12-01T00:53:16.205Z,,34.5,,,,,54
2017-12-01T00:53:26.210Z,,,63.8,,,,
2017-12-01T00:53:36.296Z,,34.6,,,,,54
2017-12-01T00:53:46.206Z,,34.5,,,,,54
2017-12-01T00:54:06.208Z,,34.5,,,,,54
2017-12-01T00:54:16.219Z,,34.5,,,,,54
2017-12-01T00:54:36.305Z,,34.6,,,,,54
2017-12-01T00:54:46.205Z,,34.5,,,,,54
2017-12-01T00:54:56.206Z,,,63.9,,,,
2017-12-01T00:55:06.208Z,,34.5,,,,,54
2017-12-01T00:55:16.205Z,,34.5,,,,,54
2017-12-01T00:55:26.235Z,,34.6,,,,,54
2017-12-01T00:55:46.206Z,,34.6,,,,,54
2017-12-01T00:55:56.217Z,,34.6,64,30,,,54
2017-12-01T00:56:06.206Z,,34.6,,,,,54
2017-12-01T00:56:16.207Z,,34.6,,29,,,54
2017-12-01T00:56:26.207Z,,34.7,,,,,54
2017-12-01T00:56:36.299Z,,34.6,,,,,54
2017-12-01T00:56:46.206Z,,34.7,,,,,54
2017-12-01T00:56:56.209Z,,,64.1,,,,
2017-12-01T00:57:06.210Z,,34.8,,30,,,54
2017-12-01T00:57:16.215Z,,,,29,,,
2017-12-01T00:57:26.211Z,,34.8,,,,,54
2017-12-01T00:57:36.295Z,,34.8,,30,,,54
2017-12-01T00:57:46.210Z,,34.8,,,,,54
2017-12-01T00:57:56.210Z,,34.8,,,,,54
2017-12-01T00:58:06.206Z,,34.8,64.2,29,,,54
2017-12-01T00:58:16.211Z,,34.8,,,,,54
2017-12-01T00:58:36.301Z,,34.8,,,,,54
2017-12-01T00:58:46.209Z,,34.8,,,,,54
2017-12-01T00:58:56.210Z,,,64.4,30,,,
2017-12-01T00:59:06.211Z,,34.8,,29,,,54
2017-12-01T00:59:16.208Z,,34.8,,,,,54
2017-12-01T00:59:26.212Z,,34.7,64.5,30,,,54
2017-12-01T00:59:36.298Z,,34.9,,29,,,54
2017-12-01T00:59:46.211Z,,34.8,,,,,54
2017-12-01T00:59:56.212Z,,,,30,,,
2017-12-01T01:00:06.223Z,,34.8,64.6,29,,,54
2017-12-01T01:00:16.213Z,,34.8,,,,,54
2017-12-01T01:00:36.293Z,,34.9,64.7,,,,54
2017-12-01T01:00:46.214Z,,34.9,,,,,54
2017-12-01T01:00:56.208Z,,34.9,,,,,54
2017-12-01T01:01:06.219Z,,34.8,64.8,,,,54
2017-12-01T01:01:16.209Z,,34.7,,30,,,54
2017-12-01T01:01:26.211Z,,34.7,,29,,,54
2017-12-01T01:01:36.301Z,,34.8,64.9,,,,54
2017-12-01T01:01:46.210Z,,34.7,,,,,54
2017-12-01T01:01:56.212Z,0,34.8,62.8,0,,2,54
2017-12-01T01:02:06.213Z,,34.8,61.9,,,,54
2017-12-01T01:02:16.222Z,,34.8,60.1,,,,54
2017-12-01T01:02:26.216Z,,34.7,59.7,,,,54
2017-12-01T01:02:36.305Z,,34.6,58.2,,,,54
2017-12-01T01:02:46.216Z,,34.6,57.9,,,,54
2017-12-01T01:02:56.216Z,,34.5,56.9,,,,54
2017-12-01T01:03:06.217Z,,34.4,56.8,,,,54
2017-12-01T01:03:16.210Z,,34.4,55.9,,,,54
2017-12-01T01:03:26.223Z,,34.3,55.6,,,,54
2017-12-01T01:03:36.303Z,,34.3,54.9,,,,54
2017-12-01T01:03:46.212Z,0,34,58.1,38,,2,54
2017-12-01T01:03:56.212Z,,33.9,58.4,37,,,54
2017-12-01T01:04:06.213Z,,34,59,29,,,54
2017-12-01T01:04:16.216Z,,34,60,,,,54
2017-12-01T01:04:26.217Z,,34,60.4,,,,54
2017-12-01T01:04:36.303Z,,34,61.1,,,,54
2017-12-01T01:04:46.216Z,,34.1,61.4,,,,54
2017-12-01T01:04:56.213Z,,34,62,,,,54
2017-12-01T01:05:06.218Z,,34,62.1,,,,54
2017-12-01T01:05:16.233Z,,34,62.5,,,,54
2017-12-01T01:05:26.217Z,,34,62.7,,,,54
2017-12-01T01:05:36.305Z,,34,63.1,,,,54
2017-12-01T01:05:46.211Z,,34,,,,,54
2017-12-01T01:05:56.218Z,,34,63.2,,,,54
2017-12-01T01:06:06.220Z,,34,63.3,,,,54
2017-12-01T01:06:16.210Z,,34.1,63.4,,,,54
2017-12-01T01:06:26.217Z,,34.1,63.5,30,,,54
2017-12-01T01:06:36.296Z,,34.1,63.6,29,,,54
2017-12-01T01:06:46.214Z,,34.2,63.8,,,,54
2017-12-01T01:06:56.211Z,,34.1,64,,,,54
2017-12-01T01:07:06.219Z,,34.1,,30,,,54
2017-12-01T01:07:16.221Z,,34.1,,29,,,54
2017-12-01T01:07:26.218Z,,34.1,64.1,,,,54
2017-12-01T01:07:36.291Z,,34.1,,,,,54
2017-12-01T01:07:46.223Z,,34,64.2,,,,54
2017-12-01T01:07:56.213Z,,34,,,,,54
2017-12-01T01:08:06.213Z,,34,64.4,,,,54
2017-12-01T01:08:16.212Z,,33.9,,,,,54
2017-12-01T01:08:26.218Z,,34,64.5,,,,54
2017-12-01T01:08:36.306Z,,34,,,,,54
2017-12-01T01:08:46.212Z,,34.1,,,,,54
2017-12-01T01:08:56.213Z,,34,64.6,,,,54
2017-12-01T01:09:06.217Z,,34.1,,,,,54
2017-12-01T01:09:16.211Z,,34.1,64.7,,,,54
2017-12-01T01:09:26.220Z,,34.2,,,,,54
2017-12-01T01:09:36.306Z,,34.3,,30,,,54
2017-12-01T01:09:46.214Z,,34.3,64.8,29,,,54
2017-12-01T01:09:56.219Z,,34.4,,,,,54
2017-12-01T01:10:06.229Z,,34.5,64.9,,,,54
2017-12-01T01:10:16.232Z,0,34.5,,0,,2,54
2017-12-01T01:10:26.219Z,,34.5,61.9,,,,54
2017-12-01T01:10:36.333Z,,34.6,60.9,,,,54
2017-12-01T01:10:46.215Z,,34.6,59.8,,,,54
2017-12-01T01:10:56.221Z,,34.6,58.9,,,,54
2017-12-01T01:11:06.225Z,,34.5,57.9,,,,54
2017-12-01T01:11:16.223Z,,34.4,57.6,,,,54
2017-12-01T01:11:26.220Z,,34.3,56.8,,,,54
2017-12-01T01:11:36.299Z,,34.3,55.9,,,,54
2017-12-01T01:11:46.215Z,,34.2,55.7,,,,54
2017-12-01T01:11:56.214Z,,34.1,54.9,,,,54
2017-12-01T01:12:06.227Z,0,33.9,57.2,42,,2,54
2017-12-01T01:12:16.216Z,,33.9,58.3,38,,,54
2017-12-01T01:12:26.217Z,,33.8,59,30,,,54
2017-12-01T01:12:36.310Z,,33.9,60,29,,,54
2017-12-01T01:12:46.218Z,,34,60.2,30,,,54
2017-12-01T01:12:56.221Z,,34,61.1,29,,,54
2017-12-01T01:13:06.218Z,,33.9,61.3,,,,54
2017-12-01T01:13:16.221Z,,33.9,62,29,,,54
2017-12-01T01:13:26.220Z,,34,62.1,,,,54
2017-12-01T01:13:36.304Z,,34,62.5,,,,54
2017-12-01T01:13:46.219Z,,33.9,62.7,,,,54
2017-12-01T01:13:56.224Z,,33.9,63.1,,,,54
2017-12-01T01:14:06.217Z,,34,63.2,,,,54
2017-12-01T01:14:16.218Z,,34.1,63.3,30,,,54
2017-12-01T01:14:26.215Z,,34,63.4,,,,54
2017-12-01T01:14:36.307Z,,34,63.5,29,,,54
2017-12-01T01:14:46.217Z,,34,63.6,,,,54
2017-12-01T01:14:56.220Z,,33.9,63.8,,,,54
2017-12-01T01:15:06.222Z,,34,63.9,,,,54
2017-12-01T01:15:16.221Z,,34,64,,,,54
2017-12-01T01:15:26.221Z,,34.1,,30,,,54
2017-12-01T01:15:36.311Z,,34.1,64.1,29,,,54
2017-12-01T01:15:46.221Z,,34,,30,,,54
2017-12-01T01:15:56.224Z,,34,64.2,,,,54
2017-12-01T01:16:06.219Z,,33.9,64.4,29,,,54
2017-12-01T01:16:16.222Z,,34,,,,,54
2017-12-01T01:16:26.223Z,,34.1,,,,,54
2017-12-01T01:16:36.312Z,,34.1,64.5,,,,54
2017-12-01T01:16:46.222Z,,34.1,,30,,,54
2017-12-01T01:16:56.226Z,,34.1,64.6,29,,,54
2017-12-01T01:17:06.222Z,,34.1,,,,,54
2017-12-01T01:17:16.217Z,,34.1,,30,,,54
2017-12-01T01:17:26.226Z,,34.1,64.7,29,,,54
2017-12-01T01:17:36.308Z,,34.1,,,,,54
2017-12-01T01:17:46.220Z,,34.1,,30,,,54
2017-12-01T01:17:56.231Z,,34,64.8,29,,,54
2017-12-01T01:18:06.223Z,,34.2,,,,,54
2017-12-01T01:18:16.225Z,,34.2,64.9,,,,54
2017-12-01T01:18:26.227Z,,34.2,,30,,,54
2017-12-01T01:18:36.309Z,0,34.2,64.9,0,,2,54
2017-12-01T01:18:46.225Z,,34.1,61.9,,,,54
2017-12-01T01:18:56.228Z,,34.1,60.9,,,,54
2017-12-01T01:19:06.222Z,,34,59.7,,,,54
2017-12-01T01:19:16.230Z,,34,58.9,,,,54
2017-12-01T01:19:26.224Z,,34,57.9,,,,54
2017-12-01T01:19:36.308Z,,34,56.9,,,,54
2017-12-01T01:19:46.224Z,,33.9,,,,,54
2017-12-01T01:19:56.225Z,,33.8,55.9,,,,54
2017-12-01T01:20:06.219Z,,33.8,55.7,,,,54
2017-12-01T01:20:16.220Z,,33.8,54.9,,,,54
2017-12-01T01:20:26.231Z,0,33.8,57.4,42,,2,54
2017-12-01T01:20:36.315Z,,33.8,58.4,38,,,54
2017-12-01T01:20:46.221Z,,33.8,59,29,,,54
2017-12-01T01:20:56.222Z,,33.8,60,30,,,54
2017-12-01T01:21:06.224Z,,33.8,60.2,29,,,54
2017-12-01T01:21:16.227Z,,33.8,61.1,,,,54
2017-12-01T01:21:26.225Z,,33.7,61.3,,,,54
2017-12-01T01:21:36.315Z,,33.9,62,29,,,54
2017-12-01T01:21:46.229Z,,33.8,62.1,,,,54
2017-12-01T01:21:56.231Z,,33.9,62.4,,,,54
2017-12-01T01:22:06.222Z,,33.9,62.7,30,,,54
2017-12-01T01:22:16.223Z,,33.9,63.1,29,,,54
2017-12-01T01:22:26.220Z,,33.8,,30,,,54
2017-12-01T01:22:36.309Z,,33.7,63.2,29,,,54
2017-12-01T01:22:46.221Z,,33.6,63.4,,,,54
2017-12-01T01:22:56.221Z,,33.7,,,,,54
2017-12-01T01:23:06.222Z,,33.7,63.5,,,,54
2017-12-01T01:23:16.230Z,,33.6,63.6,30,,,54
2017-12-01T01:23:26.230Z,,33.7,63.8,29,,,54
2017-12-01T01:23:36.311Z,,33.7,,,,,54
2017-12-01T01:23:46.223Z,,33.7,64,,,,54
2017-12-01T01:23:56.226Z,,33.7,,,,,54
2017-12-01T01:24:06.227Z,,33.7,,,,,54
