Time,HwTOutlet,HwTSet,PrimT,HwActive,PrimTSet,ChActive,ActPow
2018-02-06T04:32:15.508Z,27.4,54,,,,,
2018-02-06T04:32:25.398Z,27.4,54,,,,,
2018-02-06T04:32:35.398Z,27.3,54,,,,,
2018-02-06T04:32:45.476Z,27.4,54,,,,,
2018-02-06T04:32:55.399Z,27.4,54,,,,,
2018-02-06T04:33:05.390Z,27.5,54,,,,,
2018-02-06T04:33:15.530Z,27.3,54,,,,,
2018-02-06T04:33:25.392Z,27.4,54,,,,,
2018-02-06T04:33:35.390Z,27.5,54,,,,,
2018-02-06T04:33:45.440Z,27.4,54,,,,,
2018-02-06T04:33:55.430Z,27.4,54,,,,,30
2018-02-06T04:34:05.434Z,27.5,54,,,,,
2018-02-06T04:34:15.522Z,27.3,54,,,,,
2018-02-06T04:34:25.396Z,27.3,54,,,,,29
2018-02-06T04:34:35.412Z,27.4,54,,,,,
2018-02-06T04:34:45.402Z,27.7,54,,,,,
2018-02-06T04:34:55.408Z,27.3,54,,,,,
2018-02-06T04:35:05.415Z,27.4,54,,,,,30
2018-02-06T04:35:15.551Z,27.5,54,,,,,29
2018-02-06T04:35:25.460Z,27.7,54,,,,,
2018-02-06T04:35:35.400Z,27.7,54,,,,,30
2018-02-06T04:35:45.391Z,27.5,54,,,,,
2018-02-06T04:35:55.388Z,27.7,54,,,,,29
2018-02-06T04:36:05.407Z,27.5,54,,,,,
2018-02-06T04:36:15.523Z,27.5,54,,,,,
2018-02-06T04:36:25.394Z,27.5,54,,,,,
2018-02-06T04:36:35.403Z,27.5,54,,,,,30
2018-02-06T04:36:45.394Z,27.7,54,,,,,29
2018-02-06T04:36:55.394Z,27.7,54,,,,,
2018-02-06T04:37:05.394Z,27.5,54,64.7,,,,
2018-02-06T04:37:15.516Z,27.5,54,64.8,,,,30
2018-02-06T04:37:25.399Z,27.3,54,,,,,
2018-02-06T04:37:35.405Z,27.4,54,,,,,29
2018-02-06T04:37:45.470Z,27.5,54,,,,,
2018-02-06T04:37:55.398Z,27.4,54,,,,,
2018-02-06T04:38:05.392Z,27.5,54,,,,,
2018-02-06T04:38:15.529Z,27.5,54,,,,,
2018-02-06T04:38:25.403Z,27.7,54,,,,,
2018-02-06T04:38:35.416Z,27.3,54,,,,,
2018-02-06T04:38:45.443Z,27.5,54,,,,,
2018-02-06T04:38:55.411Z,27.4,54,,,,,
2018-02-06T04:39:10.496Z,27.4,54,,,,,30
2018-02-06T04:39:15.523Z,27.3,54,,,,,29
2018-02-06T04:39:25.398Z,27.7,54,,,,,
2018-02-06T04:39:35.418Z,27.7,54,,,,,
2018-02-06T04:39:45.408Z,27.7,54,,,,,
2018-02-06T04:39:55.418Z,27.7,54,,,,,
2018-02-06T04:40:05.399Z,27.5,54,64.9,,,,
2018-02-06T04:40:15.558Z,27.4,54,64.8,,,,
2018-02-06T04:40:25.393Z,27.4,54,64.9,,,,
2018-02-06T04:40:35.400Z,27.5,54,,,,,
2018-02-06T04:40:45.400Z,27.5,54,,,,,
2018-02-06T04:40:55.423Z,27.1,54,,,,,
2018-02-06T04:41:05.460Z,27.5,54,,,,,30
2018-02-06T04:41:15.563Z,27.7,54,,,,,29
2018-02-06T04:41:25.415Z,27.5,54,,,,,
2018-02-06T04:41:35.408Z,27.7,54,,0,,2,0
2018-02-06T04:41:45.398Z,27.5,54,61.9,,,,
2018-02-06T04:41:55.395Z,27.7,54,60.9,,,,
2018-02-06T04:42:05.394Z,27.5,54,59.7,,,,
2018-02-06T04:42:15.504Z,27.5,54,58.9,,,,
2018-02-06T04:42:25.409Z,27.1,54,57.9,,,,
2018-02-06T04:42:35.409Z,27.3,54,56.9,,,,
2018-02-06T04:42:45.409Z,27.2,54,56.8,,,,
2018-02-06T04:42:55.430Z,27.2,54,55.9,,,,
2018-02-06T04:43:05.411Z,27.1,54,55.7,,,,
2018-02-06T04:43:15.550Z,26.9,54,55.3,,,,
2018-02-06T04:43:25.433Z,26.9,54,56.1,0,,2,45
2018-02-06T04:43:35.433Z,26.7,54,58.1,,,,40
2018-02-06T04:43:45.394Z,26.2,54,58.9,,,,29
2018-02-06T04:43:55.414Z,26.5,54,60,,,,
2018-02-06T04:44:05.407Z,26.5,54,60.2,,,,30
2018-02-06T04:44:15.547Z,26.5,54,61.1,,,,29
2018-02-06T04:44:25.397Z,26.6,54,61.3,,,,
2018-02-06T04:44:35.434Z,26.5,54,61.6,,,,
2018-02-06T04:44:45.414Z,26.5,54,62,,,,
2018-02-06T04:44:55.409Z,26.6,54,62.2,,,,
2018-02-06T04:45:05.403Z,26.6,54,62.6,,,,
2018-02-06T04:45:15.499Z,26.6,54,62.7,,,,
2018-02-06T04:45:25.471Z,26.3,54,62.9,,,,
2018-02-06T04:45:35.402Z,26.5,54,63.1,,,,
2018-02-06T04:45:45.395Z,26.5,54,63.2,,,,
2018-02-06T04:45:55.416Z,26.7,54,,,,,
2018-02-06T04:46:05.403Z,26.7,54,63.3,,,,
2018-02-06T04:46:15.513Z,26.7,54,63.4,,,,
2018-02-06T04:46:25.399Z,26.7,54,,,,,
2018-02-06T04:46:35.396Z,26.7,54,63.5,,,,30
2018-02-06T04:46:45.426Z,26.7,54,,,,,29
2018-02-06T04:46:55.423Z,26.7,54,,,,,
2018-02-06T04:47:05.448Z,26.7,54,63.6,,,,
2018-02-06T04:47:15.537Z,26.7,54,,,,,30
2018-02-06T04:47:25.411Z,26.5,54,,,,,
2018-02-06T04:47:35.397Z,26.9,54,,,,,29
2018-02-06T04:47:45.438Z,26.9,54,,,,,
2018-02-06T04:47:55.408Z,26.9,54,,,,,
2018-02-06T04:48:05.398Z,27.1,54,,,,,
2018-02-06T04:48:15.571Z,27.1,54,,,,,
2018-02-06T04:48:25.435Z,27.1,54,,,,,
2018-02-06T04:48:35.398Z,27.1,54,,,,,
2018-02-06T04:48:45.435Z,27.1,54,,,,,30
2018-02-06T04:48:55.406Z,26.9,54,,,,,29
2018-02-06T04:49:05.416Z,27.1,54,,,,,
2018-02-06T04:49:15.537Z,26.8,54,63.8,,,,
2018-02-06T04:49:25.408Z,26.9,54,,,,,
2018-02-06T04:49:35.409Z,26.9,54,,,,,
2018-02-06T04:49:45.489Z,27.2,54,,,,,
2018-02-06T04:49:55.459Z,27.1,54,,,,,
2018-02-06T04:50:05.420Z,26.9,54,,,,,
2018-02-06T04:50:15.553Z,26.9,54,,,,,30
2018-02-06T04:50:25.403Z,27.1,54,63.9,,,,29
2018-02-06T04:50:35.401Z,27.1,54,,,,,30
2018-02-06T04:50:45.463Z,27.1,54,,,,,29
2018-02-06T04:50:55.399Z,27.2,54,,,,,30
2018-02-06T04:51:05.402Z,27.2,54,64,,,,29
2018-02-06T04:51:15.562Z,27.1,54,,,,,
2018-02-06T04:51:25.482Z,26.9,54,,,,,
2018-02-06T04:51:35.402Z,27.2,54,,,,,
2018-02-06T04:51:45.463Z,27.1,54,,,,,
2018-02-06T04:51:55.498Z,27.1,54,64.1,,,,
2018-02-06T04:52:05.430Z,26.9,54,,,,,
2018-02-06T04:52:15.513Z,27.2,54,,,,,
2018-02-06T04:52:25.430Z,27.1,54,,,,,
2018-02-06T04:52:35.400Z,27.3,54,64.2,,,,
2018-02-06T04:52:45.407Z,27.3,54,,,,,30
2018-02-06T04:52:55.402Z,27.3,54,,,,,29
2018-02-06T04:53:05.413Z,27.1,54,,,,,
2018-02-06T04:53:15.513Z,27.1,54,,,,,
2018-02-06T04:53:25.404Z,27.1,54,64.4,,,,30
2018-02-06T04:53:35.407Z,27.2,54,,,,,29
2018-02-06T04:53:45.401Z,27.2,54,,,,,
2018-02-06T04:53:55.404Z,27.2,54,,,,,
2018-02-06T04:54:05.410Z,27.3,54,,,,,
2018-02-06T04:54:15.544Z,27.2,54,,,,,
2018-02-06T04:54:25.416Z,27.2,54,64.5,,,,
2018-02-06T04:54:35.419Z,26.9,54,,,,,
2018-02-06T04:54:45.401Z,27.3,54,,,,,
2018-02-06T04:54:55.401Z,26.8,54,,,,,
2018-02-06T04:55:05.401Z,27.1,54,,,,,
2018-02-06T04:55:15.506Z,27.1,54,64.6,,,,30
2018-02-06T04:55:25.403Z,27.2,54,,,,,29
2018-02-06T04:55:35.403Z,27.3,54,,,,,
2018-02-06T04:55:45.401Z,27.4,54,,,,,30
2018-02-06T04:55:55.416Z,27.2,54,,,,,29
2018-02-06T04:56:05.406Z,27.4,54,,,,,
2018-02-06T04:56:15.537Z,27.3,54,,,,,
2018-02-06T04:56:25.444Z,27.3,54,64.7,,,,
2018-02-06T04:56:35.476Z,27.1,54,,,,,
2018-02-06T04:56:45.408Z,27.4,54,,,,,30
2018-02-06T04:56:55.409Z,27.4,54,,,,,29
2018-02-06T04:57:05.497Z,27.3,54,,,,,
2018-02-06T04:57:15.553Z,27.3,54,,,,,
2018-02-06T04:57:25.456Z,27.4,54,,,,,
2018-02-06T04:57:35.409Z,27.3,54,,,,,
2018-02-06T04:57:45.479Z,27.1,54,64.8,,,,
2018-02-06T04:57:55.432Z,27.3,54,,,,,30
2018-02-06T04:58:05.573Z,27.4,54,,,,,29
2018-02-06T04:58:15.560Z,27.7,54,,,,,
2018-02-06T04:58:25.410Z,27.3,54,,,,,
2018-02-06T04:58:35.504Z,27.4,54,,,,,
2018-02-06T04:58:45.406Z,27.5,54,,,,,
2018-02-06T04:58:55.427Z,27.4,54,64.9,,,,
2018-02-06T04:59:05.411Z,27.5,54,,,,,
2018-02-06T04:59:15.533Z,27.4,54,,,,,30
2018-02-06T04:59:25.450Z,27.5,54,,,,,29
2018-02-06T04:59:35.409Z,27.4,54,,,,,
2018-02-06T04:59:45.409Z,27.5,54,,,,,
2018-02-06T04:59:55.421Z,27.5,54,,,,,
2018-02-06T05:00:05.472Z,27.4,54,64.8,0,,2,0
2018-02-06T05:00:15.548Z,27.2,54,61.9,,,,
2018-02-06T05:00:25.407Z,27.5,54,60.9,,,,
2018-02-06T05:00:35.431Z,27.5,54,59.7,,,,
2018-02-06T05:00:45.433Z,27.1,54,58.9,,,,
2018-02-06T05:00:55.443Z,26.9,54,57.9,,,,
2018-02-06T05:01:05.410Z,27.3,54,57.6,,,,
2018-02-06T05:01:15.529Z,27.2,54,56.8,,,,
2018-02-06T05:01:25.466Z,27.1,54,56.3,,,,
2018-02-06T05:01:35.443Z,26.9,54,55.7,,,,
2018-02-06T05:01:45.413Z,26.6,54,55.3,,,,
2018-02-06T05:01:55.440Z,26.6,54,55,0,,2,44
2018-02-06T05:02:05.472Z,26.6,54,58.1,,,,39
2018-02-06T05:02:15.532Z,26.2,54,58.9,,,,29
2018-02-06T05:02:25.432Z,26.3,54,59.1,,,,29
2018-02-06T05:02:35.413Z,26.3,54,60.1,,,,29
2018-02-06T05:02:45.408Z,26.5,54,61.1,,,,30
2018-02-06T05:02:55.454Z,26.3,54,61.2,,,,29
2018-02-06T05:03:05.405Z,26.2,54,61.6,,,,
2018-02-06T05:03:15.557Z,26.5,54,62,,,,
2018-02-06T05:03:25.486Z,26.6,54,62.2,,,,30
2018-02-06T05:03:35.462Z,26.2,54,62.5,,,,29
2018-02-06T05:03:45.431Z,26.5,54,62.7,,,,
2018-02-06T05:03:55.411Z,26.5,54,62.8,,,,
2018-02-06T05:04:05.407Z,26.6,54,63.1,,,,
2018-02-06T05:04:15.599Z,26.6,54,,,,,
2018-02-06T05:04:25.447Z,26.5,54,63.2,,,,
2018-02-06T05:04:35.412Z,26.6,54,63.3,,,,30
2018-02-06T05:04:45.421Z,26.6,54,,,,,29
2018-02-06T05:04:55.417Z,26.7,54,63.4,,,,
2018-02-06T05:05:05.413Z,26.8,54,,,,,30
2018-02-06T05:05:15.528Z,26.9,54,,,,,29
2018-02-06T05:05:25.415Z,26.9,54,63.5,,,,
2018-02-06T05:05:35.465Z,26.7,54,63.5,0,61,2,29
2018-02-06T05:05:45.413Z,26.8,54,,,,,
2018-02-06T05:05:55.415Z,26.8,54,,,,,
2018-02-06T05:06:05.412Z,26.6,54,,,,,
2018-02-06T05:06:15.617Z,26.6,54,,,,,
2018-02-06T05:06:25.427Z,26.9,54,,,,,
2018-02-06T05:06:35.519Z,26.8,54,,,,,
2018-02-06T05:06:45.415Z,26.8,54,,,,,
2018-02-06T05:06:55.411Z,26.8,54,63.6,,,,
2018-02-06T05:07:05.411Z,26.8,54,,,,,
2018-02-06T05:07:15.556Z,26.9,54,,,,,
2018-02-06T05:07:25.421Z,26.6,54,,,,,
2018-02-06T05:07:35.515Z,26.9,54,,,,,
2018-02-06T05:07:45.451Z,27.1,54,,,,,
2018-02-06T05:07:55.414Z,26.7,54,,,,,
2018-02-06T05:08:05.417Z,26.8,54,,,,,
2018-02-06T05:08:15.521Z,26.9,54,,,,,
2018-02-06T05:08:25.430Z,27.1,54,63.8,,,,
2018-02-06T05:08:35.488Z,27.1,54,,,,,30
2018-02-06T05:08:45.416Z,27.1,54,,,,,
2018-02-06T05:08:55.500Z,27.1,54,,,,,
2018-02-06T05:09:05.443Z,27.1,54,,,,,29
2018-02-06T05:09:15.566Z,27.1,54,63.9,,,,
2018-02-06T05:09:25.421Z,27.1,54,,,,,
2018-02-06T05:09:40.563Z,26.7,54,,,,,
2018-02-06T05:09:45.419Z,27.2,54,,,,,
2018-02-06T05:09:55.413Z,27.2,54,63.9,,,,30
2018-02-06T05:10:05.454Z,27.1,54,64,,,,29
2018-02-06T05:10:15.551Z,27.1,54,,,,,
2018-02-06T05:10:25.417Z,27.3,54,,,,,
2018-02-06T05:10:35.415Z,27.2,54,,,,,
2018-02-06T05:10:45.451Z,27.2,54,64.1,,,,
2018-02-06T05:10:55.424Z,27.3,54,,,,,30
2018-02-06T05:11:05.415Z,27.3,54,,,,,29
2018-02-06T05:11:15.555Z,26.9,54,,,,,30
2018-02-06T05:11:25.420Z,27.2,54,,,,,29
2018-02-06T05:11:35.459Z,27.2,54,64.2,,,,
2018-02-06T05:11:45.415Z,27.3,54,,,,,
2018-02-06T05:11:55.455Z,26.8,54,,,,,
2018-02-06T05:12:05.418Z,27.1,54,,,,,30
2018-02-06T05:12:15.563Z,27.2,54,64.4,,,,29
2018-02-06T05:12:25.477Z,27.3,54,,,,,
2018-02-06T05:12:35.430Z,27.3,54,,,,,
2018-02-06T05:12:45.443Z,27.4,54,,,,,
2018-02-06T05:12:55.445Z,27.1,54,,,,,30
2018-02-06T05:13:05.466Z,27.3,54,,,,,29
2018-02-06T05:13:15.517Z,27.4,54,64.5,,,,
2018-02-06T05:13:25.421Z,27.7,54,,,,,
2018-02-06T05:13:35.427Z,27.5,54,,,,,
2018-02-06T05:13:45.421Z,27.2,54,,,,,
2018-02-06T05:13:55.418Z,27.3,54,,,,,
2018-02-06T05:14:05.441Z,27.2,54,,,,,
2018-02-06T05:14:15.578Z,27.1,54,64.6,,,,
2018-02-06T05:14:25.419Z,27.5,54,,,,,
2018-02-06T05:14:35.421Z,27.3,54,,,,,
2018-02-06T05:14:45.412Z,27.5,54,,,,,
2018-02-06T05:14:55.447Z,27.5,54,,,,,
2018-02-06T05:15:05.419Z,27.4,54,,,,,
2018-02-06T05:15:15.535Z,27.4,54,,,,,
2018-02-06T05:15:25.412Z,27.4,54,64.7,,,,30
2018-02-06T05:15:35.469Z,27.5,54,,,,,29
2018-02-06T05:15:45.418Z,27.5,54,,,,,30
2018-02-06T05:15:55.453Z,27.4,54,,,,,29
2018-02-06T05:16:05.457Z,27.3,54,,,,,
2018-02-06T05:16:15.530Z,27.2,54,,,,,
2018-02-06T05:16:25.441Z,27.3,54,64.8,,,,
2018-02-06T05:16:35.421Z,27.4,54,,,,,30
2018-02-06T05:16:45.431Z,27.5,54,,,,,29
2018-02-06T05:16:55.552Z,27.4,54,,,,,
2018-02-06T05:17:05.493Z,27.4,54,,,,,
2018-02-06T05:17:15.632Z,27.4,54,,,,,
2018-02-06T05:17:25.415Z,27.3,54,,,,,
2018-02-06T05:17:35.499Z,27.4,54,,,,,
2018-02-06T05:17:45.420Z,27.4,54,64.9,,,,
2018-02-06T05:17:55.466Z,27.4,54,,,,,
2018-02-06T05:18:05.427Z,27.4,54,,,,,
2018-02-06T05:18:15.597Z,27.5,54,,,,,
2018-02-06T05:18:25.520Z,27.5,54,,,,,30
2018-02-06T05:18:35.419Z,27.5,54,,,,,29
2018-02-06T05:18:45.439Z,27.7,54,62.9,0,,2,0
2018-02-06T05:18:55.467Z,27.4,54,61.8,,,,
2018-02-06T05:19:05.444Z,27.7,54,60.8,,,,
2018-02-06T05:19:15.595Z,27.5,54,58.9,,,,
2018-02-06T05:19:25.434Z,27.4,54,58.6,,,,
2018-02-06T05:19:35.505Z,27.5,54,57.8,,,,
2018-02-06T05:19:45.493Z,27.3,54,56.9,,,,
2018-02-06T05:19:55.495Z,27.3,54,56.5,,,,
2018-02-06T05:20:05.416Z,27.2,54,55.9,,,,
2018-02-06T05:20:15.567Z,27.1,54,55.5,,,,
2018-02-06T05:20:25.423Z,26.9,54,54.8,,,,
2018-02-06T05:20:35.426Z,26.3,54,58.2,0,,2,39
2018-02-06T05:20:45.432Z,26.6,54,58.9,,,,29
2018-02-06T05:20:55.422Z,26.6,54,59,,,,29
2018-02-06T05:21:05.443Z,26.6,54,60,,,,
2018-02-06T05:21:15.580Z,26.5,54,60.5,,,,
2018-02-06T05:21:25.425Z,26.6,54,61.1,,,,
2018-02-06T05:21:35.422Z,26.5,54,61.4,,,,30
2018-02-06T05:21:45.417Z,26.6,54,62,,,,29
2018-02-06T05:21:55.428Z,26.5,54,62.1,,,,
2018-02-06T05:22:05.465Z,26.5,54,62.4,,,,
2018-02-06T05:22:15.565Z,26.5,54,62.6,,,,
2018-02-06T05:22:25.418Z,26.6,54,62.8,,,,
2018-02-06T05:22:35.419Z,26.5,54,62.9,,,,
2018-02-06T05:22:45.462Z,26.5,54,63.1,,,,
2018-02-06T05:22:55.425Z,26.5,54,63.2,,,,30
2018-02-06T05:23:05.428Z,26.7,54,,,,,
2018-02-06T05:23:15.520Z,26.7,54,63.3,,,,29
2018-02-06T05:23:25.420Z,26.8,54,63.4,,,,
2018-02-06T05:23:35.533Z,26.8,54,,,,,30
2018-02-06T05:23:45.497Z,26.8,54,,,,,29
2018-02-06T05:23:55.421Z,26.8,54,63.5,,,,30
2018-02-06T05:24:05.417Z,26.6,54,,,,,
2018-02-06T05:24:15.551Z,26.6,54,,,,,29
2018-02-06T05:24:25.446Z,27.1,54,,,,,
2018-02-06T05:24:35.421Z,27.1,54,,,,,30
2018-02-06T05:24:45.452Z,26.9,54,,,,,29
2018-02-06T05:24:55.432Z,26.8,54,,,,,
2018-02-06T05:25:05.441Z,26.8,54,63.6,,,,
2018-02-06T05:25:15.639Z,26.8,54,,,,,
2018-02-06T05:25:25.430Z,26.9,54,,,,,
2018-02-06T05:25:35.431Z,27.1,54,,,,,
2018-02-06T05:25:45.482Z,27.1,54,,,,,
2018-02-06T05:25:55.419Z,27.1,54,,,,,
2018-02-06T05:26:05.431Z,26.9,54,,,,,
2018-02-06T05:26:15.592Z,27.1,54,,,,,
2018-02-06T05:26:25.432Z,27.1,54,,,,,
2018-02-06T05:26:35.471Z,26.9,54,,,,,
2018-02-06T05:26:45.423Z,26.9,54,,,,,
2018-02-06T05:26:55.432Z,26.9,54,63.8,,,,
2018-02-06T05:27:05.440Z,27.1,54,,,,,
2018-02-06T05:27:15.564Z,27.1,54,,,,,
2018-02-06T05:27:25.431Z,27.2,54,,,,,
2018-02-06T05:27:35.464Z,27.2,54,,,,,
2018-02-06T05:27:45.422Z,27.1,54,,,,,
2018-02-06T05:27:55.425Z,27.2,54,63.9,,,,30
2018-02-06T05:28:05.435Z,27.2,54,,,,,29
2018-02-06T05:28:15.525Z,27.2,54,,,,,
2018-02-06T05:28:25.425Z,27.2,54,,,,,
2018-02-06T05:28:35.425Z,27.2,54,64,,,,
2018-02-06T05:28:45.612Z,26.8,54,,,,,30
2018-02-06T05:28:55.425Z,27.1,54,,,,,29
2018-02-06T05:29:05.473Z,27.4,54,,,,,
2018-02-06T05:29:15.523Z,27.3,54,,,,,
2018-02-06T05:29:25.441Z,27.3,54,64.1,,,,
2018-02-06T05:29:35.437Z,27.4,54,,,,,
2018-02-06T05:29:45.425Z,27.2,54,,,,,
2018-02-06T05:29:55.436Z,27.3,54,,,,,
2018-02-06T05:30:05.423Z,27.4,54,64.2,,,,
2018-02-06T05:30:15.537Z,27.5,54,,,,,
2018-02-06T05:30:25.429Z,27.4,54,,,,,
2018-02-06T05:30:35.478Z,27.2,54,,,,,
2018-02-06T05:30:45.440Z,27.1,54,,,,,
2018-02-06T05:30:55.538Z,27.3,54,64.4,,,,
2018-02-06T05:31:05.426Z,27.4,54,,,,,30
2018-02-06T05:31:15.542Z,27.3,54,,,,,29
2018-02-06T05:31:25.429Z,27.2,54,,,,,
2018-02-06T05:31:35.447Z,27.2,54,,,,,
2018-02-06T05:31:45.425Z,27.3,54,,,,,
2018-02-06T05:31:55.425Z,27.4,54,64.5,,,,30
2018-02-06T05:32:05.436Z,27.3,54,,,,,
2018-02-06T05:32:15.536Z,27.3,54,,,,,29
2018-02-06T05:32:25.479Z,27.3,54,,,,,
2018-02-06T05:32:35.501Z,27.5,54,,,,,
2018-02-06T05:32:45.431Z,27.4,54,,,,,
2018-02-06T05:32:55.468Z,27.5,54,64.6,,,,30
2018-02-06T05:33:05.459Z,27.4,54,,,,,29
2018-02-06T05:33:15.541Z,27.5,54,,,,,30
2018-02-06T05:33:25.439Z,27.4,54,,,,,29
2018-02-06T05:33:35.444Z,27.4,54,,,,,
2018-02-06T05:33:45.451Z,27.2,54,,,,,
2018-02-06T05:33:55.472Z,27.5,54,,,,,
2018-02-06T05:34:05.442Z,27.4,54,64.7,,,,
2018-02-06T05:34:15.553Z,27.3,54,,,,,
2018-02-06T05:34:25.431Z,27.3,54,,,,,
2018-02-06T05:34:35.436Z,27.4,54,,,,,
2018-02-06T05:34:45.427Z,27.5,54,,,,,
2018-02-06T05:34:55.426Z,27.5,54,,,,,
2018-02-06T05:35:05.438Z,27.4,54,,,,,
2018-02-06T05:35:15.535Z,27.4,54,64.8,,,,
2018-02-06T05:35:25.430Z,27.4,54,,,,,
2018-02-06T05:35:35.473Z,27.4,54,,,,,
2018-02-06T05:35:45.434Z,27.3,54,,,,,30
2018-02-06T05:35:55.424Z,27.4,54,,,,,29
2018-02-06T05:36:05.432Z,27.4,54,,,,,
2018-02-06T05:36:15.535Z,27.5,54,,,,,
2018-02-06T05:36:25.436Z,27.7,54,,,,,
2018-02-06T05:36:35.427Z,27.4,54,64.9,,,,30
2018-02-06T05:36:45.457Z,27.4,54,,,,,29
2018-02-06T05:36:55.599Z,27.3,54,,,,,
2018-02-06T05:37:05.438Z,27.5,54,,,,,
2018-02-06T05:37:15.537Z,27.7,54,,,,,
2018-02-06T05:37:25.468Z,27.3,54,63.5,0,,2,0
2018-02-06T05:37:35.430Z,27.2,54,61.9,,,,
2018-02-06T05:37:45.437Z,27.7,54,60.8,,,,
2018-02-06T05:37:55.447Z,27.8,54,59.7,,,,
2018-02-06T05:38:05.429Z,27.7,54,58.7,,,,
2018-02-06T05:38:15.568Z,27.5,54,57.9,,,,
2018-02-06T05:38:25.490Z,27.2,54,56.9,,,,
2018-02-06T05:38:35.430Z,26.9,54,56.6,,,,
2018-02-06T05:38:45.452Z,26.8,54,55.9,,,,
2018-02-06T05:38:55.494Z,27.1,54,55.5,,,,
2018-02-06T05:39:05.441Z,27.1,54,54.9,,,,
2018-02-06T05:39:15.607Z,26.8,54,57.6,0,,2,41
2018-02-06T05:39:25.436Z,26.5,54,58.9,,,,29
2018-02-06T05:39:35.468Z,26.2,54,59,,,,
2018-02-06T05:39:45.449Z,26.6,54,60,,,,29
2018-02-06T05:39:55.429Z,26.6,54,60.5,,,,30
2018-02-06T05:40:05.429Z,26.6,54,61.1,,,,29
2018-02-06T05:40:15.600Z,26.6,54,61.4,,,,
2018-02-06T05:40:25.434Z,26.6,54,61.8,,,,
2018-02-06T05:40:35.460Z,26.5,54,62,,,,
2018-02-06T05:40:45.432Z,26.5,54,62.4,,,,
2018-02-06T05:40:55.429Z,26.3,54,62.5,,,,
2018-02-06T05:41:05.460Z,26.5,54,62.7,,,,
2018-02-06T05:41:15.597Z,26.5,54,62.8,,,,
2018-02-06T05:41:25.501Z,26.6,54,62.9,,,,
2018-02-06T05:41:35.431Z,26.6,54,63.1,,,,
2018-02-06T05:41:45.519Z,26.6,54,,,,,
2018-02-06T05:41:55.429Z,26.7,54,63.2,,,,
2018-02-06T05:42:05.460Z,26.6,54,,,,,
2018-02-06T05:42:15.701Z,26.8,54,63.3,,,,
2018-02-06T05:42:25.433Z,26.7,54,,,,,
2018-02-06T05:42:35.430Z,26.7,54,,,,,
2018-02-06T05:42:45.442Z,26.7,54,,,,,
2018-02-06T05:42:55.432Z,26.8,54,,,,,
2018-02-06T05:43:05.439Z,26.7,54,,,,,30
2018-02-06T05:43:15.583Z,26.8,54,,,,,29
2018-02-06T05:43:25.431Z,26.9,54,,,,,30
2018-02-06T05:43:40.553Z,26.7,54,,,,,29
2018-02-06T05:43:45.471Z,26.7,54,,,,,
2018-02-06T05:43:55.470Z,26.7,54,,,,,
2018-02-06T05:44:05.446Z,26.9,54,,,,,
2018-02-06T05:44:15.755Z,26.9,54,,,,,
2018-02-06T05:44:25.450Z,26.8,54,,,,,
2018-02-06T05:44:35.466Z,26.8,54,,,,,
2018-02-06T05:44:45.445Z,26.8,54,,,,,
2018-02-06T05:44:55.453Z,26.7,54,,,,,
2018-02-06T05:45:05.483Z,26.8,54,,,,,
2018-02-06T05:45:15.610Z,26.8,54,,,,,
2018-02-06T05:45:25.443Z,26.8,54,,,,,
2018-02-06T05:45:35.475Z,26.8,54,,,,,
2018-02-06T05:45:45.437Z,26.8,54,,,,,
2018-02-06T05:45:55.436Z,26.8,54,,,,,
2018-02-06T05:46:05.440Z,26.8,54,,,,,
2018-02-06T05:46:15.622Z,26.9,54,,,,,
2018-02-06T05:46:25.478Z,27.1,54,,,,,
2018-02-06T05:46:35.457Z,26.9,54,,,,,
2018-02-06T05:46:45.434Z,27.2,54,63.4,,,,
2018-02-06T05:46:55.431Z,27.2,54,,,,,
2018-02-06T05:47:05.437Z,27.2,54,,,,,
2018-02-06T05:47:15.628Z,27.3,54,,,,,
2018-02-06T05:47:25.463Z,27.3,54,,,,,
2018-02-06T05:47:35.478Z,27.3,54,,,,,
2018-02-06T05:47:45.437Z,27.3,54,,,,,30
2018-02-06T05:47:55.719Z,27.2,54,,,,,29
2018-02-06T05:48:05.438Z,27.1,54,63.5,,,,
2018-02-06T05:48:15.676Z,27.2,54,,,,,
2018-02-06T05:48:25.459Z,27.1,54,,,,,
2018-02-06T05:48:35.458Z,27.1,54,,,,,
2018-02-06T05:48:45.438Z,27.1,54,,,,,
2018-02-06T05:48:55.479Z,27.2,54,63.6,,,,
2018-02-06T05:49:05.434Z,27.1,54,,,,,
2018-02-06T05:49:15.540Z,27.1,54,,,,,
2018-02-06T05:49:25.472Z,26.8,54,,,,,
2018-02-06T05:49:35.435Z,27.1,54,,,,,
2018-02-06T05:49:45.476Z,27.2,54,,,,,
2018-02-06T05:49:55.470Z,27.3,54,,,,,
2018-02-06T05:50:05.451Z,27.1,54,63.8,,,,30
2018-02-06T05:50:15.534Z,27.1,54,,,,,29
2018-02-06T05:50:25.505Z,27.1,54,,,,,
2018-02-06T05:50:40.595Z,27.2,54,,,,,
2018-02-06T05:50:45.453Z,27.2,54,,,,,
2018-02-06T05:50:55.528Z,27.2,54,,,,,
2018-02-06T05:51:05.494Z,27.2,54,63.9,,,,
2018-02-06T05:51:15.584Z,27.1,54,,,,,
2018-02-06T05:51:25.438Z,27.1,54,,,,,
