Time,PrimTSet,HwTOutlet,HwActive,ChActive,PrimT,ActPow,HwTSet
2017-12-12T06:20:56.482Z,,39.2,,,51.4,,54
2017-12-12T06:21:06.478Z,,39.2,,,,,54
2017-12-12T06:21:16.480Z,,39.2,,,51.5,,54
2017-12-12T06:21:26.477Z,,39.3,,,,,54
2017-12-12T06:21:36.481Z,,39.3,,,51.6,,54
2017-12-12T06:21:46.480Z,,39.3,,,,,54
2017-12-12T06:21:56.477Z,,39.3,,,51.7,30,54
2017-12-12T06:22:06.489Z,,39.3,,,,,54
2017-12-12T06:22:16.479Z,,39.4,,,51.8,29,54
2017-12-12T06:22:26.503Z,,39.4,,,,,54
2017-12-12T06:22:36.480Z,,39.5,,,51.9,,54
2017-12-12T06:22:46.476Z,,39.5,,,,,54
2017-12-12T06:22:56.478Z,,39.5,,,,,54
2017-12-12T06:23:06.479Z,,39.6,,,52,,54
2017-12-12T06:23:16.482Z,,39.6,,,,,54
2017-12-12T06:23:26.482Z,,39.6,,,52.1,,54
2017-12-12T06:23:36.483Z,,39.7,,,,,54
2017-12-12T06:23:46.482Z,,39.7,,,,,54
2017-12-12T06:23:56.521Z,,39.7,,,52.2,,54
2017-12-12T06:24:06.483Z,,39.8,,,,,54
2017-12-12T06:24:16.483Z,,39.8,,,52.3,,54
2017-12-12T06:24:26.479Z,,39.9,,,,,54
2017-12-12T06:24:36.483Z,,39.9,,,52.4,,54
2017-12-12T06:24:46.482Z,,40,,,,,54
2017-12-12T06:24:56.521Z,,40,,,52.6,,54
2017-12-12T06:25:06.487Z,,40,,,,,54
2017-12-12T06:25:16.481Z,,40,,,52.7,,54
2017-12-12T06:25:26.482Z,,40.1,,,,,54
2017-12-12T06:25:41.552Z,,40.1,,,52.8,,54
2017-12-12T06:25:46.483Z,,40.2,,,,,54
2017-12-12T06:25:56.481Z,,40.2,,,52.9,,54
2017-12-12T06:26:06.485Z,,40.3,,,53,,54
2017-12-12T06:26:16.485Z,,40.3,,,,,54
2017-12-12T06:26:26.486Z,,40.4,,,,30,54
2017-12-12T06:26:36.488Z,,40.4,,,53.1,29,54
2017-12-12T06:26:46.485Z,,40.5,,,,30,54
2017-12-12T06:26:56.482Z,,40.5,,,53.2,,54
2017-12-12T06:27:11.595Z,,40.5,,,,29,54
2017-12-12T06:27:16.485Z,,40.6,,,53.3,,54
2017-12-12T06:27:26.486Z,,40.6,,,,,54
2017-12-12T06:27:36.495Z,,40.6,,,53.4,,54
2017-12-12T06:27:46.481Z,,40.7,,,,,54
2017-12-12T06:27:56.488Z,,40.7,,,,30,54
2017-12-12T06:28:06.482Z,,40.8,,,53.5,29,54
2017-12-12T06:28:16.483Z,,40.8,,,,,54
2017-12-12T06:28:26.483Z,,40.8,,,53.6,,54
2017-12-12T06:28:36.491Z,,40.9,,,,,54
2017-12-12T06:28:46.482Z,,40.9,,,53.7,,54
2017-12-12T06:28:56.486Z,,40.9,,,,,54
2017-12-12T06:29:06.486Z,,41.1,,,,,54
2017-12-12T06:29:16.487Z,,41.1,,,53.8,,54
2017-12-12T06:29:26.488Z,,41.1,,,,30,54
2017-12-12T06:29:36.488Z,,41.2,,,53.9,29,54
2017-12-12T06:29:46.488Z,,41.2,,,,,54
2017-12-12T06:29:56.497Z,,41.3,,,54,,54
2017-12-12T06:30:06.492Z,,41.3,,,,,54
2017-12-12T06:30:16.484Z,,41.4,,,,,54
2017-12-12T06:30:26.486Z,,41.4,0,2,54,0,54
2017-12-12T06:30:36.506Z,,41.4,,,51.9,,54
2017-12-12T06:30:46.491Z,,41.5,,,50.9,,54
2017-12-12T06:30:56.500Z,,41.5,,,49.6,,54
2017-12-12T06:31:06.482Z,,41.5,,,48.9,,54
2017-12-12T06:31:16.488Z,,41.5,,,48.6,,54
2017-12-12T06:31:26.486Z,,41.5,,,47.9,,54
2017-12-12T06:31:36.487Z,,41.5,,,47.6,,54
2017-12-12T06:31:46.484Z,,41.4,,,46.9,,54
2017-12-12T06:31:56.488Z,,41.4,,,46.2,,54
2017-12-12T06:32:06.489Z,,41.3,0,2,50.1,39,54
2017-12-12T06:32:16.488Z,,41.2,,,52.1,34,54
2017-12-12T06:32:26.482Z,,41.1,,,50.9,29,54
2017-12-12T06:32:36.491Z,,41.1,,,52,,54
2017-12-12T06:32:46.482Z,,40.9,,,52.1,,54
2017-12-12T06:32:56.680Z,,40.8,,,52.2,,54
2017-12-12T06:33:06.486Z,,40.8,,,52.7,,54
2017-12-12T06:33:16.493Z,,40.8,,,,,54
2017-12-12T06:33:26.484Z,,40.8,,,53,,54
2017-12-12T06:33:36.483Z,,40.8,,,53.1,,54
2017-12-12T06:33:51.626Z,,40.9,,,53.3,,54
2017-12-12T06:33:56.622Z,,40.9,,,53.4,,54
2017-12-12T06:34:06.535Z,,40.9,,,53.6,,54
2017-12-12T06:34:16.490Z,,41.1,,,53.7,30,54
2017-12-12T06:34:26.489Z,,41.1,,,53.8,29,54
2017-12-12T06:34:36.489Z,,41.1,,,53.9,,54
2017-12-12T06:34:46.520Z,,41.1,,,54,,54
2017-12-12T06:34:56.484Z,,41.2,,,,,54
2017-12-12T06:35:06.485Z,,41.2,,,,,54
2017-12-12T06:35:16.486Z,,41.2,,,54.1,,54
2017-12-12T06:35:26.486Z,,41.3,,,,,54
2017-12-12T06:35:36.486Z,,41.3,,,54.3,,54
2017-12-12T06:35:46.518Z,,41.4,,,,,54
2017-12-12T06:35:56.488Z,,41.4,,,,,54
2017-12-12T06:36:06.495Z,,41.4,,,54.4,,54
2017-12-12T06:36:16.614Z,,41.5,,,,,54
2017-12-12T06:36:26.486Z,,41.5,,,,,54
2017-12-12T06:36:36.492Z,,41.6,,,54.5,,54
2017-12-12T06:36:46.487Z,,41.6,,,,30,54
2017-12-12T06:36:56.487Z,,41.7,,,,29,54
2017-12-12T06:37:06.520Z,,41.7,,,,,54
2017-12-12T06:37:16.491Z,,41.8,,,54.6,,54
2017-12-12T06:37:26.508Z,,41.8,,,,,54
2017-12-12T06:37:36.506Z,,41.8,,,,,54
2017-12-12T06:37:46.530Z,,41.9,,,,,54
2017-12-12T06:37:56.564Z,,41.9,,,,,54
2017-12-12T06:38:11.607Z,,41.9,,,54.7,,54
2017-12-12T06:38:16.530Z,,42,,,,,54
2017-12-12T06:38:26.526Z,,42,,,,,54
2017-12-12T06:38:36.593Z,,42,,,,,54
2017-12-12T06:38:46.486Z,,42.1,,,,,54
2017-12-12T06:38:56.522Z,,42.1,,,,,54
2017-12-12T06:39:11.623Z,,42.1,,,,30,54
2017-12-12T06:39:16.581Z,,42.1,,,54.8,29,54
2017-12-12T06:39:26.566Z,,42.2,,,,,54
2017-12-12T06:39:36.493Z,,42.2,,,,,54
2017-12-12T06:39:46.522Z,,42.3,,,,,54
2017-12-12T06:39:56.513Z,,42.3,,,,,54
2017-12-12T06:40:06.510Z,,42.4,,,54.9,,54
2017-12-12T06:40:16.504Z,,42.4,,,,,54
2017-12-12T06:40:26.514Z,,42.4,,,55,,54
2017-12-12T06:40:36.602Z,,42.5,,,,,54
2017-12-12T06:40:46.559Z,,42.5,,,,,54
2017-12-12T06:40:56.501Z,,42.5,,,,30,54
2017-12-12T06:41:06.493Z,,42.5,,,,29,54
2017-12-12T06:41:16.614Z,,42.6,,,55.1,,54
2017-12-12T06:41:26.488Z,,42.6,,,,,54
2017-12-12T06:41:36.498Z,,42.6,,,,,54
2017-12-12T06:41:46.515Z,,42.6,,,55.2,,54
2017-12-12T06:41:56.492Z,,42.7,0,2,,0,54
2017-12-12T06:42:06.505Z,,42.7,,,52.9,,54
2017-12-12T06:42:16.563Z,,42.7,,,51.9,,54
2017-12-12T06:42:26.496Z,,42.7,,,50.7,,54
2017-12-12T06:42:36.509Z,,42.8,,,49.9,,54
2017-12-12T06:42:46.496Z,,42.8,,,49.6,,54
2017-12-12T06:42:56.494Z,,42.7,,,48.9,,54
2017-12-12T06:43:06.494Z,,42.7,,,48.6,,54
2017-12-12T06:43:16.512Z,,42.6,,,47.9,,54
2017-12-12T06:43:26.499Z,,42.5,,,47.7,,54
2017-12-12T06:43:36.493Z,,42.4,,,46.9,,54
2017-12-12T06:43:46.493Z,,42.3,,,,,54
2017-12-12T06:44:01.605Z,,42.3,,,46.5,,54
2017-12-12T06:44:06.495Z,,42.2,,,46.2,,54
2017-12-12T06:44:16.495Z,,42.1,,,45.9,,54
2017-12-12T06:44:26.492Z,,42,,,45.7,,54
2017-12-12T06:44:36.536Z,,41.9,,,45.5,,54
2017-12-12T06:44:46.496Z,,41.8,,,45.3,,54
2017-12-12T06:44:56.490Z,,41.7,,,44.9,,54
2017-12-12T06:45:06.493Z,,41.6,,,,,54
2017-12-12T06:45:16.497Z,,41.5,,,,,54
2017-12-12T06:45:26.613Z,,41.4,,,44.8,,54
2017-12-12T06:45:36.959Z,,41.3,,,,,54
2017-12-12T06:45:46.677Z,,41.3,,,,,54
2017-12-12T06:45:56.616Z,,41.2,,,,,54
2017-12-12T06:46:06.735Z,,41.2,,,44.7,,54
2017-12-12T06:46:16.930Z,,41.1,,,,,54
2017-12-12T06:46:26.743Z,,41.1,,,,,54
2017-12-12T06:46:37.058Z,,40.9,,,,,54
2017-12-12T06:46:46.615Z,,40.8,,,,,54
2017-12-12T06:46:57.193Z,,40.6,,,,,54
2017-12-12T06:47:06.734Z,,40.5,,,,,54
2017-12-12T06:47:16.734Z,,40.4,,,,,54
2017-12-12T06:47:26.614Z,,40.2,,,,,54
2017-12-12T06:47:36.616Z,,40,,,,,54
2017-12-12T06:47:46.607Z,,39.9,,,44.8,,54
2017-12-12T06:47:56.605Z,,39.7,,,,,54
2017-12-12T06:48:06.567Z,,39.5,,,44.9,,54
2017-12-12T06:48:21.623Z,,39.3,,,45,,54
2017-12-12T06:48:26.595Z,,39.2,,,,,54
2017-12-12T06:48:36.552Z,,38.9,,,,,54
2017-12-12T06:48:46.560Z,,38.8,,,45.1,,54
2017-12-12T06:48:56.504Z,,38.6,,,,,54
2017-12-12T06:49:06.495Z,,38.4,,,,,54
2017-12-12T06:49:18.439Z,,38.3,,,45.2,,54
2017-12-12T06:49:26.501Z,,38.1,,,,,54
2017-12-12T06:49:36.494Z,,38,,,,,54
2017-12-12T06:49:46.495Z,,37.9,,,,,54
2017-12-12T06:49:56.495Z,,37.7,,,,,54
2017-12-12T06:50:06.504Z,,37.6,,,,,54
2017-12-12T06:50:16.496Z,,37.5,,,,,54
2017-12-12T06:50:26.537Z,,37.3,,,,,54
2017-12-12T06:50:36.503Z,,37.2,,,,,54
2017-12-12T06:50:46.504Z,,37.1,,,,,54
2017-12-12T06:50:56.499Z,,36.9,,,,,54
2017-12-12T06:51:06.493Z,,36.8,,,,,54
2017-12-12T06:51:16.498Z,,36.6,,,,,54
2017-12-12T06:51:26.499Z,,36.5,,,45.1,,54
2017-12-12T06:51:36.527Z,,36.4,,,,,54
2017-12-12T06:51:46.498Z,,36.3,,,,,54
2017-12-12T06:51:56.519Z,,36.2,0,2,48.5,40,54
2017-12-12T06:52:06.501Z,,36.1,,,49.8,29,54
2017-12-12T06:52:16.500Z,,36,,,47.9,,54
2017-12-12T06:52:26.541Z,,35.9,,,48,,54
2017-12-12T06:52:36.495Z,,35.9,,,48.7,,54
2017-12-12T06:52:46.513Z,,35.9,,,48.6,,54
2017-12-12T06:52:56.522Z,,35.9,,,,,54
2017-12-12T06:53:06.497Z,,36,,,48.5,,54
2017-12-12T06:53:16.500Z,61,36.1,0,2,48.4,29,54
2017-12-12T06:53:26.504Z,,36.2,,,48.3,,54
2017-12-12T06:53:36.498Z,,36.4,,,,,54
2017-12-12T06:53:46.506Z,,36.5,,,,30,54
2017-12-12T06:53:56.505Z,,36.6,,,48.4,29,54
2017-12-12T06:54:06.498Z,,36.7,,,,,54
2017-12-12T06:54:16.496Z,,36.7,,,48.5,,54
2017-12-12T06:54:26.526Z,,36.8,,,,30,54
2017-12-12T06:54:36.509Z,,36.9,,,,29,54
2017-12-12T06:54:46.509Z,,36.9,,,48.6,,54
2017-12-12T06:54:56.496Z,,37.1,,,48.7,,54
2017-12-12T06:55:11.617Z,,37.1,,,,,54
2017-12-12T06:55:16.505Z,,37.1,,,48.8,,54
2017-12-12T06:55:26.500Z,,37.2,,,,,54
2017-12-12T06:55:36.522Z,,37.2,,,49,,54
2017-12-12T06:55:46.507Z,,37.3,,,,,54
2017-12-12T06:55:56.498Z,,37.3,,,,,54
2017-12-12T06:56:06.500Z,,37.3,,,49.1,,54
2017-12-12T06:56:16.498Z,,37.4,,,49.2,,54
2017-12-12T06:56:26.568Z,,37.4,,,,30,54
2017-12-12T06:56:36.638Z,,37.4,,,49.3,29,54
2017-12-12T06:56:46.502Z,,37.5,,,49.4,,54
2017-12-12T06:56:56.508Z,,37.5,,,,,54
2017-12-12T06:57:06.500Z,,37.6,,,49.5,30,54
2017-12-12T06:57:16.504Z,,37.6,,,49.6,29,54
2017-12-12T06:57:26.507Z,,37.7,,,,,54
2017-12-12T06:57:36.504Z,,37.8,,,49.7,,54
2017-12-12T06:57:46.515Z,,37.8,,,49.8,,54
2017-12-12T06:57:56.534Z,,37.9,,,,,54
2017-12-12T06:58:06.512Z,,37.9,,,50,,54
2017-12-12T06:58:16.509Z,,37.9,,,,,54
2017-12-12T06:58:26.524Z,,38,,,50.1,30,54
2017-12-12T06:58:36.516Z,,38.1,,,,29,54
2017-12-12T06:58:46.526Z,,38.1,,,50.2,,54
2017-12-12T06:58:56.501Z,,38.2,,,50.3,,54
2017-12-12T06:59:06.500Z,,38.3,,,50.4,,54
2017-12-12T06:59:21.613Z,,38.4,,,,,54
2017-12-12T06:59:26.512Z,,38.5,,,50.5,,54
2017-12-12T06:59:36.502Z,,38.5,,,50.6,,54
2017-12-12T06:59:46.499Z,,38.6,,,50.7,,54
2017-12-12T07:00:01.615Z,,38.6,,,,,54
2017-12-12T07:00:06.502Z,,38.7,,,50.9,,54
2017-12-12T07:00:16.504Z,,38.8,,,51,,54
2017-12-12T07:00:26.509Z,,38.8,,,,,54
2017-12-12T07:00:36.519Z,,38.9,,,51.1,,54
2017-12-12T07:00:46.525Z,,38.9,,,51.2,,54
2017-12-12T07:00:56.507Z,,39.1,,,,,54
2017-12-12T07:01:06.654Z,,39.1,,,51.3,,54
2017-12-12T07:01:16.501Z,,39.2,,,,,54
2017-12-12T07:01:26.499Z,,39.3,,,51.4,,54
2017-12-12T07:01:36.574Z,,39.3,,,,,54
2017-12-12T07:01:46.502Z,,39.3,,,51.5,,54
2017-12-12T07:01:56.543Z,,39.4,,,51.6,,54
2017-12-12T07:02:06.512Z,,39.4,,,,,54
2017-12-12T07:02:16.531Z,,39.4,,,51.7,,54
2017-12-12T07:02:26.613Z,,39.5,,,,,54
2017-12-12T07:02:36.615Z,,39.5,,,51.8,,54
2017-12-12T07:02:51.688Z,,39.6,,,,,54
2017-12-12T07:02:56.583Z,,39.6,,,51.9,,54
2017-12-12T07:03:06.581Z,,39.7,,,52,,54
2017-12-12T07:03:16.561Z,,39.8,,,,30,54
2017-12-12T07:03:26.528Z,,39.8,,,,29,54
2017-12-12T07:03:36.533Z,,39.8,,,52.1,,54
2017-12-12T07:03:46.550Z,,39.9,,,52.2,,54
2017-12-12T07:03:56.676Z,,39.9,,,,,54
2017-12-12T07:04:11.649Z,,40,,,52.3,,54
2017-12-12T07:04:16.527Z,,40,,,,,54
2017-12-12T07:04:26.571Z,,40.1,,,,,54
2017-12-12T07:04:36.579Z,,40.1,,,52.4,,54
2017-12-12T07:04:46.574Z,,40.2,,,,30,54
2017-12-12T07:04:56.554Z,,40.2,,,52.6,29,54
2017-12-12T07:05:06.583Z,,40.3,,,,,54
2017-12-12T07:05:21.618Z,,40.3,,,52.7,,54
2017-12-12T07:05:26.547Z,,40.3,,,,,54
2017-12-12T07:05:36.520Z,,40.4,,,52.8,,54
2017-12-12T07:05:46.502Z,,40.4,,,,,54
2017-12-12T07:05:56.507Z,,40.4,,,52.9,,54
2017-12-12T07:06:06.512Z,,40.4,,,,,54
2017-12-12T07:06:16.501Z,,40.4,,,53,,54
2017-12-12T07:06:26.510Z,,40.5,,,,,54
2017-12-12T07:06:36.507Z,,40.5,,,,,54
2017-12-12T07:06:46.505Z,,40.5,,,53.1,,54
2017-12-12T07:06:56.664Z,,40.5,,,,,54
2017-12-12T07:07:06.510Z,,40.6,,,,,54
2017-12-12T07:07:16.504Z,,40.6,,,53.2,,54
2017-12-12T07:07:26.507Z,,40.7,,,,,54
2017-12-12T07:07:41.574Z,,40.7,,,53.3,,54
2017-12-12T07:07:46.503Z,,40.8,,,,,54
2017-12-12T07:07:56.510Z,,40.8,,,,,54
2017-12-12T07:08:06.506Z,,40.9,,,53.4,,54
2017-12-12T07:08:16.520Z,,40.9,,,,,54
2017-12-12T07:08:26.512Z,,41.1,,,53.5,,54
2017-12-12T07:08:36.509Z,,41.1,,,,,54
2017-12-12T07:08:46.587Z,,41.2,,,,,54
2017-12-12T07:08:56.531Z,,41.2,,,53.6,,54
2017-12-12T07:09:06.523Z,,41.2,,,,,54
2017-12-12T07:09:16.512Z,,41.3,,,,,54
2017-12-12T07:09:26.543Z,,41.3,,,53.7,,54
2017-12-12T07:09:36.511Z,,41.4,,,,,54
2017-12-12T07:09:46.516Z,,41.4,,,,,54
2017-12-12T07:09:56.579Z,,41.5,,,,,54
2017-12-12T07:10:06.532Z,,41.5,,,53.8,30,54
2017-12-12T07:10:16.522Z,,41.6,,,,29,54
2017-12-12T07:10:26.590Z,,41.6,,,53.9,,54
2017-12-12T07:10:36.520Z,,41.6,,,,,54
2017-12-12T07:10:46.552Z,,41.7,,,54,,54
2017-12-12T07:10:56.521Z,,41.7,,,54,,54
2017-12-12T07:11:06.509Z,,41.7,,,,,54
2017-12-12T07:11:16.506Z,,41.8,,,,30,54
2017-12-12T07:11:26.527Z,,41.8,,,54.1,29,54
2017-12-12T07:11:36.513Z,,41.8,,,,30,54
2017-12-12T07:11:46.506Z,,41.9,,,,29,54
2017-12-12T07:11:56.506Z,,41.9,,,,,54
2017-12-12T07:12:06.506Z,,42,0,2,52.9,0,54
2017-12-12T07:12:16.507Z,,42,,,50.9,,54
2017-12-12T07:12:26.505Z,,42,,,49.9,,54
2017-12-12T07:12:36.525Z,,42,,,49.6,,54
2017-12-12T07:12:46.633Z,,42,,,48.7,,54
2017-12-12T07:13:01.604Z,,42,,,47.9,,54
2017-12-12T07:13:06.564Z,,41.9,,,47.7,,54
2017-12-12T07:13:16.507Z,,41.9,,,46.9,,54
2017-12-12T07:13:31.644Z,,41.8,,,46.7,,54
2017-12-12T07:13:36.617Z,,41.8,,,46.3,,54
2017-12-12T07:13:46.511Z,,41.7,,,45.9,,54
2017-12-12T07:13:56.507Z,,41.6,,,45.7,,54
2017-12-12T07:14:06.524Z,,41.5,,,45.4,,54
2017-12-12T07:14:16.536Z,,41.4,,,44.9,,54
2017-12-12T07:14:26.508Z,,41.3,,,,,54
2017-12-12T07:14:36.509Z,,41.2,,,44.6,,54
2017-12-12T07:14:46.547Z,,41.2,,,44.4,,54
2017-12-12T07:14:56.509Z,,41.1,,,44.2,,54
2017-12-12T07:15:06.509Z,,40.9,,,44,,54
2017-12-12T07:15:16.511Z,,40.8,,,,,54
2017-12-12T07:15:26.556Z,,40.7,,,,,54
2017-12-12T07:15:36.509Z,,40.6,,,43.9,,54
2017-12-12T07:15:46.546Z,,40.5,,,,,54
2017-12-12T07:15:56.539Z,,40.5,,,,,54
2017-12-12T07:16:06.510Z,,40.5,,,,,54
2017-12-12T07:16:16.599Z,,40.4,,,,,54
2017-12-12T07:16:26.508Z,,40.4,,,,,54
2017-12-12T07:16:36.560Z,,40.3,,,43.8,,54
2017-12-12T07:16:46.510Z,,40.2,,,,,54
2017-12-12T07:16:56.511Z,,40.1,,,,,54
2017-12-12T07:17:06.509Z,,40,,,,,54
2017-12-12T07:17:16.518Z,,39.8,,,,,54
2017-12-12T07:17:26.509Z,,39.7,,,43.9,,54
2017-12-12T07:17:36.679Z,,39.6,,,,,54
2017-12-12T07:17:46.549Z,,39.4,,,43.9,,54
2017-12-12T07:17:56.583Z,,39.3,,,44,,54
2017-12-12T07:18:06.563Z,,39.1,0,2,45.3,44,54
2017-12-12T07:18:16.513Z,,38.9,,,50,31,54
2017-12-12T07:18:26.514Z,,38.7,,,48.9,29,54
2017-12-12T07:18:36.574Z,,38.6,,,48.1,,54
2017-12-12T07:18:46.532Z,,38.5,,,49,,54
2017-12-12T07:18:56.610Z,,38.4,,,49.2,,54
2017-12-12T07:19:06.541Z,,38.3,,,49.4,,54
2017-12-12T07:19:16.508Z,,38.3,,,49.6,,54
2017-12-12T07:19:26.547Z,,38.4,,,,,54
2017-12-12T07:19:36.526Z,,38.4,,,49.7,,54
2017-12-12T07:19:46.546Z,,38.4,,,49.8,30,54
2017-12-12T07:19:56.525Z,,38.5,,,50,30,54
2017-12-12T07:20:06.515Z,,38.6,,,,,54
2017-12-12T07:20:16.516Z,,38.6,,,50.1,,54
2017-12-12T07:20:26.573Z,,38.7,,,50.2,29,54
2017-12-12T07:20:36.543Z,,38.7,,,50.3,,54
2017-12-12T07:20:46.545Z,,38.7,,,50.4,,54
2017-12-12T07:20:56.526Z,,38.8,,,,,54
2017-12-12T07:21:06.511Z,,38.8,,,,30,54
2017-12-12T07:21:16.512Z,,38.8,,,50.5,29,54
2017-12-12T07:21:26.515Z,,38.8,,,,30,54
2017-12-12T07:21:36.528Z,,38.8,,,50.6,29,54
2017-12-12T07:21:46.570Z,,38.9,,,,,54
2017-12-12T07:21:56.539Z,,38.9,0,2,50.6,0,54
2017-12-12T07:22:06.523Z,,38.9,,,47.8,,54
2017-12-12T07:22:16.516Z,,38.9,,,46.9,,54
2017-12-12T07:22:26.509Z,,39.1,,,45.9,,54
2017-12-12T07:22:41.612Z,,39.1,,,45.5,,54
2017-12-12T07:22:46.538Z,,39.1,,,44.8,,54
2017-12-12T07:22:56.550Z,,39.1,,,44.3,,54
2017-12-12T07:23:06.578Z,,39.1,,,43.8,,54
2017-12-12T07:23:16.512Z,,38.9,0,2,43.3,44,54
2017-12-12T07:23:26.680Z,,38.9,,,48.1,37,54
2017-12-12T07:23:36.534Z,,38.8,,,49.8,30,54
2017-12-12T07:23:46.512Z,,38.7,,,48.4,29,54
2017-12-12T07:23:56.529Z,,38.6,,,49,,54
2017-12-12T07:24:06.514Z,,38.6,,,49.2,,54
2017-12-12T07:24:16.513Z,,38.6,,,49.4,,54
2017-12-12T07:24:26.547Z,,38.6,,,49.6,30,54
2017-12-12T07:24:41.585Z,,38.6,,,50,29,54
2017-12-12T07:24:46.522Z,,38.6,,,50.1,,54
2017-12-12T07:24:56.516Z,,38.6,,,50.3,,54
2017-12-12T07:25:11.641Z,,38.6,,,50.5,,54
2017-12-12T07:25:16.524Z,,38.7,,,50.6,30,54
2017-12-12T07:25:26.515Z,,38.7,,,51,29,54
2017-12-12T07:25:36.519Z,,38.8,,,,,54
2017-12-12T07:25:46.530Z,,38.8,,,51.1,,54
2017-12-12T07:25:56.518Z,,38.9,,,51.2,30,54
2017-12-12T07:26:06.513Z,,38.9,,,51.3,29,54
2017-12-12T07:26:16.521Z,,39.1,,,,,54
2017-12-12T07:26:26.519Z,,39.1,,,51.4,,54
2017-12-12T07:26:36.530Z,,39.2,,,,,54
2017-12-12T07:26:46.518Z,,39.2,,,,,54
2017-12-12T07:26:56.514Z,,39.2,,,51.5,,54
2017-12-12T07:27:06.520Z,,39.3,,,,,54
2017-12-12T07:27:16.515Z,,39.3,,,51.6,30,54
2017-12-12T07:27:26.515Z,,39.4,,,,29,54
2017-12-12T07:27:36.522Z,,39.4,,,,,54
2017-12-12T07:27:46.541Z,,39.5,,,51.7,,54
2017-12-12T07:28:01.632Z,,39.5,,,,,54
2017-12-12T07:28:06.514Z,,39.5,,,,,54
2017-12-12T07:28:16.519Z,,39.6,,,51.8,,54
2017-12-12T07:28:26.520Z,,39.6,,,,,54
2017-12-12T07:28:36.518Z,,39.6,,,,,54
2017-12-12T07:28:46.518Z,,39.7,,,51.9,,54
2017-12-12T07:28:56.513Z,,39.7,,,,,54
2017-12-12T07:29:06.514Z,,39.8,,,52,,54
2017-12-12T07:29:16.538Z,,39.8,,,,,54
2017-12-12T07:29:26.514Z,,39.9,,,,,54
2017-12-12T07:29:36.515Z,,39.9,,,52.1,,54
2017-12-12T07:29:46.515Z,,40,,,,,54
2017-12-12T07:29:56.530Z,,40,,,,,54
2017-12-12T07:30:06.532Z,,40,,,52.2,,54
2017-12-12T07:30:16.749Z,,40.1,,,,30,54
2017-12-12T07:30:26.524Z,,40.1,,,52.3,29,54
2017-12-12T07:30:36.516Z,,40.2,,,,30,54
2017-12-12T07:30:46.516Z,,40.2,,,,,54
2017-12-12T07:30:56.515Z,,40.3,,,52.4,29,54
2017-12-12T07:31:06.517Z,,40.4,,,52.6,30,54
2017-12-12T07:31:16.533Z,,40.4,,,,,54
2017-12-12T07:31:26.517Z,,40.5,,,,29,54
2017-12-12T07:31:36.532Z,,40.5,,,52.7,,54
2017-12-12T07:31:46.516Z,,40.5,,,,,54
2017-12-12T07:31:56.520Z,,40.5,,,52.8,,54
2017-12-12T07:32:06.518Z,,40.5,,,,,54
2017-12-12T07:32:21.629Z,0,40.6,1,0,53,30,54
2017-12-12T07:32:26.530Z,,21.2,,,52.6,56,54
2017-12-12T07:32:36.535Z,,47.2,,,51.9,55,54
2017-12-12T07:32:51.635Z,,47,,,52.1,80,54
2017-12-12T07:32:56.516Z,,49.3,,,54.1,75,54
2017-12-12T07:33:06.520Z,,51.6,,,55,70,54
2017-12-12T07:33:16.520Z,,52.9,,,55.4,62,54
2017-12-12T07:33:26.532Z,,53.5,,,55.6,57,54
2017-12-12T07:33:36.567Z,,54,,,55.7,53,54
2017-12-12T07:33:46.548Z,,53.9,,,56,58,54
2017-12-12T07:33:56.521Z,,53.9,,,56.1,59,54
2017-12-12T07:34:06.738Z,,53.9,,,56.2,61,54
2017-12-12T07:34:16.519Z,,53.9,,,,,54
2017-12-12T07:34:26.520Z,,53.9,,,56.4,62,54
2017-12-12T07:34:36.521Z,,54,,,56.5,,54
2017-12-12T07:34:46.571Z,,54.1,,,,,54
2017-12-12T07:34:56.517Z,,54.1,,,,60,54
2017-12-12T07:35:06.519Z,,54.1,,,,61,54
2017-12-12T07:35:16.527Z,,54.1,,,56.4,60,54
2017-12-12T07:35:26.520Z,,54.1,,,,,54
2017-12-12T07:35:36.621Z,,54.2,,,56.3,59,54
2017-12-12T07:35:46.541Z,,54.2,,,56.4,,54
2017-12-12T07:35:56.521Z,,54.2,,,56.3,57,54
2017-12-12T07:36:06.520Z,,54.1,,,56.2,59,54
2017-12-12T07:36:16.598Z,,53.9,,,56.1,61,54
2017-12-12T07:36:26.523Z,,53.7,,,56.2,,54
2017-12-12T07:36:36.523Z,,53.7,,,,63,54
2017-12-12T07:36:46.525Z,,53.8,,,56.3,64,54
2017-12-12T07:36:56.522Z,,53.9,,,56.4,,54
2017-12-12T07:37:06.523Z,,54.1,,,56.5,61,54
2017-12-12T07:37:16.523Z,,54.2,,,,62,54
2017-12-12T07:37:26.518Z,,54.2,,,,,54
2017-12-12T07:37:36.530Z,,54.1,,,,61,54
2017-12-12T07:37:46.525Z,,54.1,,,,,54
2017-12-12T07:37:56.525Z,,54.3,,,56.4,57,54
2017-12-12T07:38:06.521Z,,54.3,,,56.2,55,54
2017-12-12T07:38:16.522Z,,53.9,,,55.9,58,54
2017-12-12T07:38:26.522Z,,53.7,,,,59,54
2017-12-12T07:38:36.533Z,,53.5,,,56,63,54
2017-12-12T07:38:46.537Z,,53.6,,,56.1,64,54
2017-12-12T07:38:56.529Z,,53.8,,,56.3,,54
