Time,ActPow,PrimT,HwTSet,ChActive,HwTOutlet,PrimTSet,HwActive
2017-11-27T00:10:56.897Z,,56.4,54,,36.1,,
2017-11-27T00:11:06.895Z,,56.5,54,,36.2,,
2017-11-27T00:11:16.901Z,30,56.6,54,,36.2,,
2017-11-27T00:11:26.895Z,29,56.7,54,,36.3,,
2017-11-27T00:11:36.902Z,,56.8,54,,36.4,,
2017-11-27T00:11:46.907Z,,,54,,36.5,,
2017-11-27T00:11:56.900Z,,57,54,,36.5,,
2017-11-27T00:12:06.915Z,,57,54,,36.6,,
2017-11-27T00:12:16.896Z,,,54,,36.6,,
2017-11-27T00:12:26.901Z,,57.1,54,,36.6,,
2017-11-27T00:12:36.894Z,,57.2,54,,36.7,,
2017-11-27T00:12:46.906Z,,,54,,36.8,,
2017-11-27T00:12:56.899Z,,57.3,54,,36.9,,
2017-11-27T00:13:06.905Z,,57.4,54,,37.1,,
2017-11-27T00:13:16.906Z,,,54,,37.1,,
2017-11-27T00:13:26.897Z,,57.6,54,,37.2,,
2017-11-27T00:13:36.899Z,30,57.7,54,,37.2,,
2017-11-27T00:13:46.897Z,,,54,,37.3,,
2017-11-27T00:13:56.899Z,29,57.8,54,,37.3,,
2017-11-27T00:14:06.899Z,,57.9,54,,37.3,,
2017-11-27T00:14:22.004Z,29,58,54,,37.4,,
2017-11-27T00:14:26.897Z,,58.1,54,,37.4,,
2017-11-27T00:14:36.900Z,30,,54,,37.5,,
2017-11-27T00:14:46.899Z,29,58.2,54,,37.6,,
2017-11-27T00:14:56.901Z,30,58.3,54,,37.6,,
2017-11-27T00:15:06.899Z,29,58.4,54,,37.7,,
2017-11-27T00:15:16.896Z,,58.5,54,,37.7,,
2017-11-27T00:15:26.896Z,,58.6,54,,37.8,,
2017-11-27T00:15:36.908Z,,58.7,54,,37.8,,
2017-11-27T00:15:46.899Z,,,54,,37.9,,
2017-11-27T00:15:56.897Z,,58.8,54,,37.9,,
2017-11-27T00:16:06.899Z,,59,54,,38,,
2017-11-27T00:16:16.900Z,30,,54,,38.1,,
2017-11-27T00:16:26.902Z,,,54,,38.1,,
2017-11-27T00:16:36.901Z,,59.1,54,,38.1,,
2017-11-27T00:16:46.897Z,29,59.3,54,,38.2,,
2017-11-27T00:16:56.899Z,,59.4,54,,38.2,,
2017-11-27T00:17:06.901Z,,59.5,54,,38.3,,
2017-11-27T00:17:16.900Z,,59.6,54,,38.3,,
2017-11-27T00:17:26.900Z,,,54,,38.4,,
2017-11-27T00:17:36.899Z,,59.7,54,,38.4,,
2017-11-27T00:17:46.908Z,,59.8,54,,38.4,,
2017-11-27T00:18:01.987Z,,,54,,38.5,,
2017-11-27T00:18:06.977Z,,59.9,54,,38.5,,
2017-11-27T00:18:16.899Z,,60,54,,38.5,,
2017-11-27T00:18:26.902Z,,,54,,38.6,,
2017-11-27T00:18:36.899Z,,60.1,54,,38.6,,
2017-11-27T00:18:46.904Z,,60.2,54,,38.7,,
2017-11-27T00:18:56.902Z,,,54,,38.8,,
2017-11-27T00:19:06.902Z,,60.4,54,,38.8,,
2017-11-27T00:19:16.898Z,,60.5,54,,38.9,,
2017-11-27T00:19:26.899Z,,,54,,39.1,,
2017-11-27T00:19:36.899Z,,60.6,54,,39.1,,
2017-11-27T00:19:46.905Z,,60.7,54,,39.1,,
2017-11-27T00:19:56.901Z,,,54,,39.2,,
2017-11-27T00:20:06.899Z,30,60.8,54,,39.2,,
2017-11-27T00:20:16.909Z,29,,54,,39.3,,
2017-11-27T00:20:26.899Z,,60.9,54,,39.3,,
2017-11-27T00:20:36.899Z,,61.1,54,,39.3,,
2017-11-27T00:20:46.906Z,,,54,,39.4,,
2017-11-27T00:20:56.900Z,,61.2,54,,39.4,,
2017-11-27T00:21:06.900Z,,,54,,39.4,,
2017-11-27T00:21:16.901Z,30,61.3,54,,39.5,,
2017-11-27T00:21:26.902Z,29,,54,,39.5,,
2017-11-27T00:21:36.900Z,30,61.4,54,,39.6,,
2017-11-27T00:21:46.902Z,0,,54,,39.6,,
2017-11-27T00:21:56.990Z,,59.8,54,1,39.6,,0
2017-11-27T00:22:06.908Z,,57.9,54,,39.6,,
2017-11-27T00:22:16.909Z,,57.1,54,,39.6,,
2017-11-27T00:22:26.906Z,,56.6,54,,39.4,,
2017-11-27T00:22:36.906Z,,55.6,54,,39.3,,
2017-11-27T00:22:46.943Z,,54.9,54,,39.1,,
2017-11-27T00:22:56.901Z,,54.5,54,,38.9,,
2017-11-27T00:23:06.900Z,,53.8,54,,38.7,,
2017-11-27T00:23:16.901Z,,53.3,54,,38.6,,
2017-11-27T00:23:26.912Z,,52.9,54,,38.5,,
2017-11-27T00:23:36.904Z,,52.4,54,,38.3,,
2017-11-27T00:23:52.031Z,,51.9,54,,38.2,,
2017-11-27T00:23:56.903Z,,51.7,54,,38.1,,
2017-11-27T00:24:12.131Z,,51.3,54,,38,,
2017-11-27T00:24:22.132Z,,50.9,54,,37.8,,
2017-11-27T00:24:26.905Z,,50.7,54,,37.7,,
2017-11-27T00:24:36.905Z,,50.4,54,,37.6,,
2017-11-27T00:24:46.906Z,,50.1,54,,37.5,,
2017-11-27T00:24:56.905Z,,,54,,37.4,,
2017-11-27T00:25:06.907Z,,50,54,,37.2,,
2017-11-27T00:25:16.908Z,,,54,,37.1,,
2017-11-27T00:25:26.912Z,,,54,,36.9,,
2017-11-27T00:25:36.941Z,,49.9,54,,36.8,,
2017-11-27T00:25:46.939Z,,,54,,36.5,,
2017-11-27T00:26:02.133Z,,,54,,36.2,,
2017-11-27T00:26:11.958Z,,,54,,35.8,,
2017-11-27T00:26:16.908Z,,,54,,35.4,,
2017-11-27T00:26:26.902Z,,49.8,54,,34.9,,
2017-11-27T00:26:36.903Z,,,54,,34.5,,
2017-11-27T00:26:46.910Z,,49.9,54,,34.1,,
2017-11-27T00:26:56.905Z,,,54,,33.8,,
2017-11-27T00:27:06.905Z,,,54,,33.5,,
2017-11-27T00:27:16.910Z,,50,54,,33.2,,
2017-11-27T00:27:26.906Z,,,54,,32.9,,
2017-11-27T00:27:36.911Z,,50.1,54,,32.7,,
2017-11-27T00:27:46.913Z,,,54,,32.5,,
2017-11-27T00:28:02.006Z,,50.2,54,,32.3,,
2017-11-27T00:28:11.997Z,0,50.2,54,1,32.1,61,0
2017-11-27T00:28:16.993Z,41,53.1,54,1,32,,0
2017-11-27T00:28:26.902Z,30,55.9,54,,31.8,,
2017-11-27T00:28:36.902Z,30,53.8,54,,31.8,,
2017-11-27T00:28:46.916Z,29,55,54,,32,,
2017-11-27T00:28:56.911Z,,55.4,54,,32.2,,
2017-11-27T00:29:06.907Z,,,54,,32.5,,
2017-11-27T00:29:16.913Z,,55.6,54,,33.1,,
2017-11-27T00:29:26.906Z,,,54,,33.5,,
2017-11-27T00:29:36.903Z,,,54,,33.9,,
2017-11-27T00:29:46.912Z,,55.7,54,,34.2,,
2017-11-27T00:29:56.904Z,,,54,,34.4,,
2017-11-27T00:30:06.907Z,,55.9,54,,34.6,,
2017-11-27T00:30:16.912Z,29,56,54,,34.8,,
2017-11-27T00:30:26.908Z,,,54,,34.9,,
2017-11-27T00:30:36.905Z,30,56.1,54,,35.1,,
2017-11-27T00:30:46.908Z,29,56.2,54,,35.2,,
2017-11-27T00:30:56.905Z,,56.3,54,,35.3,,
2017-11-27T00:31:06.913Z,,56.4,54,,35.4,,
2017-11-27T00:31:16.911Z,,,54,,35.5,,
2017-11-27T00:31:26.907Z,,56.5,54,,35.5,,
2017-11-27T00:31:36.913Z,,56.6,54,,35.6,,
2017-11-27T00:31:46.906Z,30,56.7,54,,35.7,,
2017-11-27T00:31:56.906Z,29,,54,,35.8,,
2017-11-27T00:32:12.001Z,,56.8,54,,35.9,,
2017-11-27T00:32:16.907Z,,56.9,54,,36,,
2017-11-27T00:32:26.906Z,,57,54,,36.1,,
2017-11-27T00:32:36.917Z,,,54,,36.2,,
2017-11-27T00:32:46.909Z,,57.1,54,,36.2,,
2017-11-27T00:32:56.913Z,,57.2,54,,36.3,,
2017-11-27T00:33:06.914Z,,,54,,36.4,,
2017-11-27T00:33:16.912Z,,57.3,54,,36.5,,
2017-11-27T00:33:26.911Z,,57.4,54,,36.6,,
2017-11-27T00:33:41.998Z,,,54,,36.6,,
2017-11-27T00:33:46.912Z,,57.6,54,,36.7,,
2017-11-27T00:33:56.914Z,30,57.7,54,,36.7,,
2017-11-27T00:34:06.915Z,29,,54,,36.8,,
2017-11-27T00:34:16.914Z,,57.8,54,,36.9,,
2017-11-27T00:34:26.905Z,,,54,,36.9,,
2017-11-27T00:34:36.991Z,,57.9,54,,37.1,,
2017-11-27T00:34:46.909Z,,,54,,37.2,,
2017-11-27T00:34:56.910Z,,58,54,,37.3,,
2017-11-27T00:35:06.909Z,,,54,,37.3,,
2017-11-27T00:35:16.909Z,30,58.1,54,,37.4,,
2017-11-27T00:35:26.906Z,,,54,,37.4,,
2017-11-27T00:35:36.907Z,29,58.2,54,,37.5,,
2017-11-27T00:35:46.913Z,30,58.3,54,,37.6,,
2017-11-27T00:35:56.911Z,29,,54,,37.6,,
2017-11-27T00:36:06.915Z,30,58.4,54,,37.7,,
2017-11-27T00:36:16.910Z,29,,54,,37.8,,
2017-11-27T00:36:26.906Z,,58.5,54,,37.9,,
2017-11-27T00:36:36.915Z,30,,54,,37.9,,
2017-11-27T00:36:46.907Z,29,58.6,54,,37.9,,
2017-11-27T00:36:56.907Z,,,54,,38,,
2017-11-27T00:37:06.913Z,,58.7,54,,38,,
2017-11-27T00:37:16.911Z,,58.8,54,,38.1,,
2017-11-27T00:37:26.911Z,,,54,,38.1,,
2017-11-27T00:37:36.912Z,,,54,,38.2,,
2017-11-27T00:37:46.908Z,,58.9,54,,38.3,,
2017-11-27T00:37:56.917Z,,59,54,,38.3,,
2017-11-27T00:38:06.909Z,30,,54,,38.4,,
2017-11-27T00:38:16.912Z,29,59.1,54,,38.4,,
2017-11-27T00:38:26.911Z,,,54,,38.4,,
2017-11-27T00:38:36.912Z,,59.3,54,,38.5,,
2017-11-27T00:38:46.915Z,,,54,,38.5,,
2017-11-27T00:38:56.909Z,,59.4,54,,38.5,,
2017-11-27T00:39:06.907Z,,59.5,54,,38.6,,
2017-11-27T00:39:16.908Z,,,54,,38.7,,
2017-11-27T00:39:31.983Z,,59.6,54,,38.7,,
2017-11-27T00:39:36.916Z,,59.7,54,,38.8,,
2017-11-27T00:39:46.910Z,,,54,,38.8,,
2017-11-27T00:39:57.009Z,,59.8,54,,38.9,,
2017-11-27T00:40:06.916Z,,59.9,54,,38.9,,
2017-11-27T00:40:16.911Z,,60,54,,39.1,,
2017-11-27T00:40:26.916Z,,,54,,39.1,,
2017-11-27T00:40:36.910Z,,,54,,39.1,,
2017-11-27T00:40:46.915Z,,60.1,54,,39.1,,
2017-11-27T00:40:56.910Z,,60.2,54,,39.2,,
2017-11-27T00:41:06.917Z,30,,54,,39.2,,
2017-11-27T00:41:16.915Z,29,60.4,54,,39.2,,
2017-11-27T00:41:26.916Z,,,54,,39.3,,
2017-11-27T00:41:36.914Z,,60.5,54,,39.3,,
2017-11-27T00:41:52.005Z,,60.6,54,,39.3,,
2017-11-27T00:41:56.914Z,,,54,,39.4,,
2017-11-27T00:42:06.915Z,,60.7,54,,39.5,,
2017-11-27T00:42:16.917Z,,,54,,39.5,,
2017-11-27T00:42:26.911Z,30,60.8,54,,39.6,,
2017-11-27T00:42:36.917Z,29,,54,,39.6,,
2017-11-27T00:42:46.919Z,,60.9,54,,39.7,,
2017-11-27T00:42:56.918Z,,61.1,54,,39.7,,
2017-11-27T00:43:06.917Z,30,,54,,39.8,,
2017-11-27T00:43:16.917Z,29,,54,,39.8,,
2017-11-27T00:43:26.916Z,,61.2,54,,39.8,,
2017-11-27T00:43:36.913Z,30,,54,,39.8,,
2017-11-27T00:43:46.912Z,29,61.3,54,,39.8,,
2017-11-27T00:43:56.917Z,,61.4,54,,39.8,,
2017-11-27T00:44:06.910Z,,,54,,39.9,,
2017-11-27T00:44:16.914Z,,,54,,39.9,,
2017-11-27T00:44:26.914Z,,61.5,54,,39.9,,
2017-11-27T00:44:36.913Z,,,54,,39.9,,
2017-11-27T00:44:46.918Z,,61.6,54,,39.9,,
2017-11-27T00:44:56.919Z,,,54,,39.9,,
2017-11-27T00:45:06.924Z,,,54,,39.9,,
2017-11-27T00:45:16.916Z,,61.8,54,,40,,
2017-11-27T00:45:26.924Z,,,54,,40,,
2017-11-27T00:45:36.913Z,,61.9,54,,40.1,,
2017-11-27T00:45:47.008Z,,,54,,40.2,,
2017-11-27T00:45:56.919Z,,62,54,,40.2,,
2017-11-27T00:46:12.006Z,0,59.9,54,1,40.3,,0
2017-11-27T00:46:16.912Z,,58.6,54,,40.3,,
2017-11-27T00:46:26.911Z,,57.6,54,,40.3,,
2017-11-27T00:46:42.013Z,,56.9,54,,40.1,,
2017-11-27T00:46:46.918Z,,55.9,54,,39.9,,
2017-11-27T00:46:56.915Z,,55.4,54,,39.7,,
2017-11-27T00:47:06.914Z,,54.9,54,,39.5,,
2017-11-27T00:47:16.911Z,,54.3,54,,39.4,,
2017-11-27T00:47:26.912Z,,53.8,54,,39.2,,
2017-11-27T00:47:36.918Z,,53.4,54,,39.1,,
2017-11-27T00:47:46.919Z,,52.9,54,,38.8,,
2017-11-27T00:47:56.920Z,,52.6,54,,38.7,,
2017-11-27T00:48:06.912Z,,52.2,54,,38.5,,
2017-11-27T00:48:16.920Z,,51.9,54,,38.3,,
2017-11-27T00:48:26.912Z,,51.6,54,,38.2,,
2017-11-27T00:48:42.018Z,,51.3,54,,38,,
2017-11-27T00:48:46.923Z,,51,54,,37.9,,
2017-11-27T00:48:56.920Z,,50.7,54,,37.8,,
2017-11-27T00:49:07.007Z,,50.6,54,,37.6,,
2017-11-27T00:49:16.915Z,,,54,,37.5,,
2017-11-27T00:49:26.914Z,,,54,,37.3,,
2017-11-27T00:49:36.922Z,,50.5,54,,37.3,,
2017-11-27T00:49:46.920Z,,,54,,37.2,,
2017-11-27T00:49:56.916Z,,,54,,36.8,,
2017-11-27T00:50:12.058Z,,50.4,54,,36.4,,
2017-11-27T00:50:16.917Z,,,54,,36,,
2017-11-27T00:50:26.919Z,,,54,,35.5,,
2017-11-27T00:50:36.917Z,,,54,,34.9,,
2017-11-27T00:50:46.919Z,,,54,,34.5,,
2017-11-27T00:50:56.914Z,,,54,,34.2,,
2017-11-27T00:51:06.925Z,,,54,,33.8,,
2017-11-27T00:51:16.916Z,,50.5,54,,33.6,,
2017-11-27T00:51:26.921Z,40,54.4,,1,,,0
2017-11-27T00:51:36.919Z,32,56.5,54,,32.9,,
2017-11-27T00:51:46.921Z,30,54.8,54,,32.8,,
2017-11-27T00:51:56.922Z,29,55.3,54,,32.9,,
2017-11-27T00:52:06.923Z,,56.3,54,,33.3,,
2017-11-27T00:52:16.921Z,,,54,,33.6,,
2017-11-27T00:52:26.922Z,,56.6,54,,34,,
2017-11-27T00:52:36.917Z,30,,54,,34.4,,
2017-11-27T00:52:46.921Z,29,56.7,54,,34.8,,
2017-11-27T00:53:02.015Z,,56.8,54,,35.1,,
2017-11-27T00:53:06.917Z,,56.9,54,,35.4,,
2017-11-27T00:53:16.918Z,,57,54,,35.5,,
2017-11-27T00:53:26.921Z,,57.1,54,,35.7,,
2017-11-27T00:53:36.921Z,,57.2,54,,35.8,,
2017-11-27T00:53:46.918Z,,57.3,54,,35.9,,
2017-11-27T00:53:56.921Z,30,57.4,54,,36,,
2017-11-27T00:54:06.917Z,29,57.6,54,,36.1,,
2017-11-27T00:54:16.923Z,,,54,,36.2,,
2017-11-27T00:54:26.921Z,,57.7,54,,36.3,,
2017-11-27T00:54:36.916Z,,57.8,54,,36.4,,
2017-11-27T00:54:46.917Z,,57.9,54,,36.5,,
2017-11-27T00:54:56.917Z,,58,54,,36.6,,
2017-11-27T00:55:06.922Z,30,58.1,54,,36.7,,
2017-11-27T00:55:16.923Z,29,58.2,54,,36.8,,
2017-11-27T00:55:27.017Z,,,54,,36.8,,
2017-11-27T00:55:36.919Z,,58.3,54,,36.9,,
2017-11-27T00:55:46.923Z,,,54,,36.9,,
2017-11-27T00:55:56.920Z,,58.4,54,,37.1,,
2017-11-27T00:56:06.920Z,,58.5,54,,37.2,,
2017-11-27T00:56:22.065Z,0,58.6,54,,37.2,,
2017-11-27T00:56:26.921Z,,56.9,54,1,37.3,,0
2017-11-27T00:56:36.921Z,,55.3,54,,37.4,,
2017-11-27T00:56:52.165Z,,54.4,54,,37.4,,
2017-11-27T00:57:02.065Z,,53.7,54,,37.3,,
2017-11-27T00:57:06.970Z,,52.8,54,,37.2,,
2017-11-27T00:57:16.921Z,,51.9,54,,37.1,,
2017-11-27T00:57:26.919Z,,51.6,54,,36.9,,
2017-11-27T00:57:42.065Z,,50.9,54,,36.8,,
2017-11-27T00:57:52.066Z,39,54.7,54,1,36.7,,0
2017-11-27T00:57:56.972Z,29,57.2,54,,36.6,,
2017-11-27T00:58:06.924Z,,55.5,54,,36.5,,
2017-11-27T00:58:22.081Z,,56,54,,36.4,,
2017-11-27T00:58:32.033Z,,56.7,54,,36.3,,
2017-11-27T00:58:42.079Z,,,54,,36.4,,
2017-11-27T00:58:52.166Z,,57,54,,36.5,,
2017-11-27T00:59:02.166Z,,57.2,54,,36.6,,
2017-11-27T00:59:11.974Z,,57.4,54,,36.7,,
2017-11-27T00:59:16.925Z,,57.8,54,,36.9,,
2017-11-27T00:59:26.925Z,30,58,54,,37.1,,
2017-11-27T00:59:36.925Z,29,58.2,54,,37.2,,
2017-11-27T00:59:46.925Z,,58.4,54,,37.3,,
2017-11-27T00:59:56.924Z,,58.5,54,,37.4,,
2017-11-27T01:00:06.922Z,,58.6,54,,37.5,,
2017-11-27T01:00:16.919Z,,58.8,54,,37.5,,
2017-11-27T01:00:26.923Z,,59,54,,37.6,,
2017-11-27T01:00:36.926Z,,,54,,37.7,,
2017-11-27T01:00:46.921Z,,59.1,54,,37.8,,
2017-11-27T01:00:56.921Z,30,59.3,54,,37.8,,
2017-11-27T01:01:12.026Z,29,59.4,54,,37.9,,
2017-11-27T01:01:16.946Z,30,59.5,54,,38,,
2017-11-27T01:01:26.921Z,29,59.6,54,,38.1,,
2017-11-27T01:01:42.024Z,30,,54,,38.2,,
2017-11-27T01:01:47.044Z,29,59.7,54,,38.3,,
2017-11-27T01:01:56.927Z,,59.8,54,,38.3,,
2017-11-27T01:02:06.919Z,30,,54,,38.4,,
2017-11-27T01:02:17.024Z,29,59.9,54,,38.4,,
2017-11-27T01:02:26.928Z,,60,54,,38.5,,
2017-11-27T01:02:36.919Z,30,,54,,38.5,,
2017-11-27T01:02:46.923Z,29,,54,,38.6,,
2017-11-27T01:03:02.019Z,30,60.1,54,,38.7,,
2017-11-27T01:03:12.071Z,29,60.2,54,,38.7,,
2017-11-27T01:03:16.975Z,,,54,,38.7,,
2017-11-27T01:03:32.076Z,30,60.4,54,,38.8,,
2017-11-27T01:03:36.987Z,29,,54,,38.8,,
2017-11-27T01:03:46.980Z,,60.5,54,,38.9,,
2017-11-27T01:03:56.927Z,,,54,,38.9,,
2017-11-27T01:04:06.926Z,,60.6,54,,39.1,,
2017-11-27T01:04:16.923Z,30,60.7,54,,39.1,,
2017-11-27T01:04:26.923Z,29,,54,,39.2,,
2017-11-27T01:04:36.926Z,,60.8,54,,39.3,,
2017-11-27T01:04:46.919Z,,60.9,54,,39.3,,
2017-11-27T01:04:56.924Z,,,54,,39.4,,
2017-11-27T01:05:06.930Z,,61.1,54,,39.5,,
2017-11-27T01:05:16.931Z,,,54,,39.5,,
2017-11-27T01:05:26.932Z,,61.2,54,,39.6,,
2017-11-27T01:05:36.939Z,30,61.3,54,,39.7,,
2017-11-27T01:05:46.930Z,29,,54,,39.7,,
2017-11-27T01:05:56.926Z,,61.4,54,,39.8,,
2017-11-27T01:06:06.930Z,30,61.5,54,,39.8,,
2017-11-27T01:06:16.923Z,29,,54,,39.8,,
2017-11-27T01:06:26.923Z,30,61.6,54,,39.8,,
2017-11-27T01:06:36.926Z,29,,54,,39.9,,
2017-11-27T01:06:46.926Z,,61.8,54,,39.9,,
2017-11-27T01:06:56.921Z,,61.9,54,,40,,
2017-11-27T01:07:06.927Z,30,,54,,40,,
2017-11-27T01:07:16.925Z,29,62,54,,40.1,,
2017-11-27T01:07:26.921Z,,62.1,54,,40.2,,
2017-11-27T01:07:37.026Z,30,,54,,40.2,,
2017-11-27T01:07:46.927Z,29,62.2,54,,40.3,,
2017-11-27T01:08:02.013Z,,,54,,40.3,,
2017-11-27T01:08:07.039Z,,62.4,54,,40.3,,
2017-11-27T01:08:16.932Z,,,54,,40.3,,
2017-11-27T01:08:31.982Z,30,62.5,54,,40.3,,
2017-11-27T01:08:36.929Z,29,62.6,54,,40.4,,
2017-11-27T01:08:46.926Z,,,54,,40.4,,
2017-11-27T01:08:56.927Z,,,54,,40.5,,
2017-11-27T01:09:06.924Z,,62.7,54,,40.5,,
2017-11-27T01:09:16.924Z,0,62.8,54,,40.5,,
2017-11-27T01:09:26.926Z,,60.7,54,1,40.6,,0
2017-11-27T01:09:36.928Z,,58.9,54,,40.6,,
2017-11-27T01:09:46.930Z,,58.3,54,,40.5,,
2017-11-27T01:09:56.927Z,,57.7,54,,40.4,,
2017-11-27T01:10:06.924Z,,56.7,54,,40.2,,
2017-11-27T01:10:17.031Z,,56.1,54,,40,,
2017-11-27T01:10:26.929Z,,55.5,54,,39.8,,
2017-11-27T01:10:36.924Z,,54.9,54,,39.7,,
2017-11-27T01:10:46.929Z,,54.4,54,,39.5,,
2017-11-27T01:10:56.926Z,,53.9,54,,39.4,,
2017-11-27T01:11:06.932Z,,53.5,54,,39.2,,
2017-11-27T01:11:16.937Z,,53.1,54,,39.1,,
2017-11-27T01:11:26.923Z,,52.9,,,,,
2017-11-27T01:11:36.927Z,,52.3,54,,38.7,,
2017-11-27T01:11:46.933Z,,52,54,,38.6,,
2017-11-27T01:11:56.925Z,,51.8,54,,38.5,,
2017-11-27T01:12:12.027Z,,51.5,54,,38.3,,
2017-11-27T01:12:16.936Z,,51.2,54,,38.2,,
2017-11-27T01:12:26.926Z,,,54,,38.1,,
2017-11-27T01:12:36.928Z,,51.1,54,,37.9,,
2017-11-27T01:12:46.928Z,,,54,,37.7,,
2017-11-27T01:12:56.928Z,,,54,,37.6,,
2017-11-27T01:13:06.925Z,,51,54,,37.5,,
2017-11-27T01:13:16.938Z,,,54,,37.1,,
2017-11-27T01:13:26.928Z,,,54,,36.6,,
2017-11-27T01:13:36.924Z,,,54,,36.2,,
2017-11-27T01:13:46.929Z,,50.9,54,,35.7,,
2017-11-27T01:13:56.930Z,,,54,,35.2,,
2017-11-27T01:14:06.929Z,,,54,,34.8,,
2017-11-27T01:14:16.929Z,,,54,,34.4,,
2017-11-27T01:14:26.926Z,,51,54,,34,,
2017-11-27T01:14:36.934Z,,,54,,33.8,,
2017-11-27T01:14:46.935Z,,51.1,54,,33.5,,
2017-11-27T01:14:56.927Z,,,54,,33.3,,
2017-11-27T01:15:06.929Z,,51.2,54,,33.1,,
2017-11-27T01:15:16.932Z,,,54,,32.8,,
2017-11-27T01:15:26.928Z,,51.3,54,,32.6,,
2017-11-27T01:15:41.980Z,,,54,,32.4,,
2017-11-27T01:15:46.930Z,,51.4,54,,32.2,,
2017-11-27T01:15:56.930Z,,,54,,32.1,,
2017-11-27T01:16:06.931Z,,,54,,31.9,,
2017-11-27T01:16:16.931Z,,,54,,31.8,,
2017-11-27T01:16:26.932Z,,,54,,31.5,,
2017-11-27T01:16:36.925Z,,,54,,31.4,,
