Time,ChActive,PrimT,HwTOutlet,HwActive,HwTSet,ActPow,PrimTSet
2017-12-08T13:16:34.428Z,,,44,,54,,
2017-12-08T13:16:44.493Z,,63.9,44.1,,54,,
2017-12-08T13:16:54.495Z,1,,44.1,0,54,0,
2017-12-08T13:17:09.588Z,,61.9,44.1,,54,,
2017-12-08T13:17:14.427Z,,59.9,44.2,,54,,
2017-12-08T13:17:24.493Z,,59.4,44.2,,54,,
2017-12-08T13:17:39.584Z,,58.9,44.2,,54,,
2017-12-08T13:17:49.690Z,,57.9,44.2,,54,,
2017-12-08T13:17:59.605Z,,56.9,44.1,,54,,
2017-12-08T13:18:09.591Z,,56.7,44,,54,,
2017-12-08T13:18:19.636Z,,55.9,43.8,,54,,
2017-12-08T13:18:24.424Z,,55.5,43.7,,54,,
2017-12-08T13:18:34.455Z,,54.9,43.6,,54,,
2017-12-08T13:18:44.420Z,,54.5,43.5,,54,,
2017-12-08T13:18:54.473Z,,53.9,43.4,,54,,
2017-12-08T13:19:04.441Z,,53.7,43.3,,54,,
2017-12-08T13:19:19.529Z,,53.3,43.2,,54,,
2017-12-08T13:19:24.477Z,,53,43.2,,54,,
2017-12-08T13:19:34.434Z,,52.7,43,,54,,
2017-12-08T13:19:44.437Z,,52.3,42.9,,54,,
2017-12-08T13:19:54.475Z,,51.9,42.8,,54,,
2017-12-08T13:20:04.435Z,,51.8,42.7,,54,,
2017-12-08T13:20:14.450Z,,,42.6,,54,,
2017-12-08T13:20:24.432Z,,,42.4,,54,,
2017-12-08T13:20:34.431Z,,51.7,42.4,,54,,
2017-12-08T13:20:44.422Z,,,42.3,,54,,
2017-12-08T13:20:54.417Z,,,42.2,,54,,
2017-12-08T13:21:04.429Z,,,42,,54,,
2017-12-08T13:21:14.418Z,,51.6,41.8,,54,,
2017-12-08T13:21:24.425Z,,,41.4,,54,,
2017-12-08T13:21:34.476Z,,,40.9,,54,,
2017-12-08T13:21:44.419Z,,,40.6,,54,,
2017-12-08T13:21:54.421Z,,,40.2,,54,,
2017-12-08T13:22:04.430Z,1,51.7,39.9,0,54,,
2017-12-08T13:22:14.450Z,,57,39.6,,54,36,
2017-12-08T13:22:24.421Z,,57.9,39.3,,54,29,
2017-12-08T13:22:34.429Z,,56.6,39.1,,54,29,
2017-12-08T13:22:44.443Z,,57,38.9,,54,30,
2017-12-08T13:22:54.428Z,,57.8,38.9,,54,29,
2017-12-08T13:23:04.427Z,,58,39.1,,54,,
2017-12-08T13:23:14.426Z,,58.1,39.3,,54,,
2017-12-08T13:23:29.526Z,,,39.5,,54,,
2017-12-08T13:23:34.447Z,0,58.2,39.7,0,54,0,5
2017-12-08T13:23:44.435Z,,55.7,40,,54,,
2017-12-08T13:23:54.424Z,,54.9,40.2,,54,,
2017-12-08T13:24:04.430Z,,53.8,40.3,,54,,
2017-12-08T13:24:14.444Z,,52.9,40.4,,54,,
2017-12-08T13:24:24.423Z,,51.9,40.4,,54,,
2017-12-08T13:24:39.523Z,,51.8,40.3,,54,,
2017-12-08T13:24:44.444Z,,50.9,40.2,,54,,
2017-12-08T13:24:54.428Z,,50.6,40.2,,54,,
2017-12-08T13:25:04.431Z,,49.9,40.1,,54,,
2017-12-08T13:25:14.439Z,,49.8,40,,54,,
2017-12-08T13:25:24.422Z,,49.4,39.9,,54,,
2017-12-08T13:25:34.442Z,,48.9,39.8,,54,,
2017-12-08T13:25:44.422Z,,48.7,39.7,,54,,
2017-12-08T13:25:54.441Z,,48.5,39.6,,54,,
2017-12-08T13:26:04.426Z,,48.2,39.5,,54,,
2017-12-08T13:26:14.431Z,,47.9,39.3,,54,,
2017-12-08T13:26:24.433Z,,47.7,39.2,,54,,
2017-12-08T13:26:34.456Z,,47.2,39.2,,54,,
2017-12-08T13:26:44.425Z,1,,39.1,0,54,,61
2017-12-08T13:26:54.437Z,1,52.2,38.9,0,54,38,
2017-12-08T13:27:04.423Z,,53.9,38.8,,54,29,
2017-12-08T13:27:14.473Z,,52.8,38.7,,54,,
2017-12-08T13:27:24.432Z,,54.1,38.8,,54,,
2017-12-08T13:27:39.071Z,,54.4,38.9,,54,,
2017-12-08T13:27:44.450Z,,54.6,39.1,,54,,
2017-12-08T13:27:54.459Z,,55,39.2,,54,,
2017-12-08T13:28:04.434Z,,55.3,39.3,,54,,
2017-12-08T13:28:14.460Z,,55.6,39.3,,54,,
2017-12-08T13:28:24.449Z,,56,39.4,,54,,
2017-12-08T13:28:34.442Z,,56.1,39.4,,54,,
2017-12-08T13:28:54.436Z,,56.5,39.5,,54,,
2017-12-08T13:29:04.440Z,,56.7,39.5,,54,,
2017-12-08T13:29:14.432Z,,57,39.5,,54,,
2017-12-08T13:29:29.527Z,,,39.6,,54,,
2017-12-08T13:29:34.423Z,,57.2,39.6,,54,,
2017-12-08T13:29:44.430Z,,57.3,39.6,,54,,
2017-12-08T13:29:54.430Z,,57.4,39.6,,54,,
2017-12-08T13:30:04.428Z,,57.7,39.6,,54,,
2017-12-08T13:30:14.435Z,,57.8,39.6,,54,,
2017-12-08T13:30:24.523Z,,,39.7,,54,,
2017-12-08T13:30:35.272Z,,58,39.7,,54,30,
2017-12-08T13:30:44.425Z,,,39.7,,54,29,
2017-12-08T13:30:54.426Z,,58.1,39.7,,54,,
2017-12-08T13:31:04.423Z,,58.2,39.7,,54,,
2017-12-08T13:31:14.430Z,,,39.8,,54,,
2017-12-08T13:31:24.432Z,,58.3,39.9,,54,,
2017-12-08T13:31:34.427Z,,58.4,40,,54,,
2017-12-08T13:31:44.434Z,,,40.1,,54,,
2017-12-08T13:31:54.441Z,,58.5,40.2,,54,,
2017-12-08T13:32:04.426Z,,58.6,40.3,,54,,
2017-12-08T13:32:14.428Z,,58.7,40.3,,54,,
2017-12-08T13:32:24.427Z,,,40.3,,54,,
2017-12-08T13:32:34.427Z,,58.8,40.3,,54,,
2017-12-08T13:32:44.426Z,,58.9,40.3,,54,,
2017-12-08T13:32:54.491Z,,59,40.2,,54,,
2017-12-08T13:33:04.434Z,,,40.3,,54,,
2017-12-08T13:33:14.427Z,,59.1,40.4,,54,,
2017-12-08T13:33:24.426Z,,,40.5,,54,,
2017-12-08T13:33:39.527Z,,59.3,40.7,,54,,
2017-12-08T13:33:44.437Z,,59.4,40.9,,54,,
2017-12-08T13:33:54.425Z,,59.5,41.2,,54,,
2017-12-08T13:34:04.427Z,,,41.3,,54,,
2017-12-08T13:34:19.579Z,,59.6,41.5,,54,,
2017-12-08T13:34:24.427Z,,59.7,41.6,,54,,
2017-12-08T13:34:34.445Z,,59.8,41.6,,54,,
2017-12-08T13:34:49.534Z,,,41.7,,54,,
2017-12-08T13:34:54.436Z,,60,41.8,,54,,
2017-12-08T13:35:04.425Z,,,41.9,,54,,
2017-12-08T13:35:14.432Z,,60.1,41.9,,54,30,
2017-12-08T13:35:24.446Z,,,42,,54,29,
2017-12-08T13:35:34.434Z,,60.2,42.1,,54,,
2017-12-08T13:35:44.427Z,,,42.2,,54,,
2017-12-08T13:35:54.426Z,,60.4,42.2,,54,,
2017-12-08T13:36:04.431Z,,60.5,42.2,,54,,
2017-12-08T13:36:14.446Z,,,42.2,,54,,
2017-12-08T13:36:24.441Z,,60.6,42.3,,54,,
2017-12-08T13:36:34.432Z,,60.7,42.3,,54,,
2017-12-08T13:36:44.437Z,,,42.4,,54,,
2017-12-08T13:36:54.427Z,,60.8,42.5,,54,,
2017-12-08T13:37:04.428Z,,60.9,42.5,,54,,
2017-12-08T13:37:14.436Z,,61.1,42.6,,54,,
2017-12-08T13:37:24.509Z,,,42.6,,54,30,
2017-12-08T13:37:39.533Z,,,42.6,,54,29,
2017-12-08T13:37:44.432Z,,61.2,42.6,,54,,
2017-12-08T13:37:54.438Z,,,42.6,,54,,
2017-12-08T13:38:04.452Z,,61.3,42.6,,54,,
2017-12-08T13:38:14.436Z,,,42.6,,54,,
2017-12-08T13:38:24.434Z,,61.4,42.6,,54,,
2017-12-08T13:38:34.441Z,,61.5,42.6,,54,,
2017-12-08T13:38:44.431Z,,,42.6,,54,,
2017-12-08T13:38:59.575Z,,61.6,42.6,,54,,
2017-12-08T13:39:04.428Z,,,42.7,,54,,
2017-12-08T13:39:14.435Z,,61.8,42.7,,54,,
2017-12-08T13:39:24.443Z,,,42.7,,54,,
2017-12-08T13:39:34.429Z,,61.9,42.8,,54,,
2017-12-08T13:39:44.468Z,,62,42.9,,54,,
2017-12-08T13:39:54.457Z,,,42.9,,54,,
2017-12-08T13:40:04.514Z,,,42.9,,54,,
2017-12-08T13:40:14.435Z,,62.1,42.9,,54,30,
2017-12-08T13:40:24.461Z,,62.2,42.9,,54,29,
2017-12-08T13:40:34.431Z,,,43,,54,,
2017-12-08T13:40:44.480Z,,,43,,54,,
2017-12-08T13:40:54.437Z,,62.4,43,,54,,
2017-12-08T13:41:04.433Z,,,43.1,,54,,
2017-12-08T13:41:14.517Z,,62.5,43.1,,54,,
2017-12-08T13:41:24.446Z,,,43.1,,54,,
2017-12-08T13:41:34.438Z,,62.6,43.2,,54,,
2017-12-08T13:41:44.484Z,,,43.2,,54,,
2017-12-08T13:41:54.527Z,,62.7,43.2,,54,30,
2017-12-08T13:42:04.533Z,,,43.2,,54,29,
2017-12-08T13:42:14.493Z,,62.8,43.2,,54,,
2017-12-08T13:42:24.481Z,,,43.3,,54,,
2017-12-08T13:42:34.490Z,,62.9,43.3,,54,,
2017-12-08T13:42:44.432Z,,,43.3,,54,,
2017-12-08T13:42:54.434Z,,63.1,43.4,,54,,
2017-12-08T13:43:04.462Z,,,43.4,,54,,
2017-12-08T13:43:14.445Z,,63.2,43.5,,54,,
2017-12-08T13:43:24.440Z,,,43.6,,54,,
2017-12-08T13:43:34.433Z,,,43.6,,54,,
2017-12-08T13:43:49.537Z,,63.3,43.6,,54,,
2017-12-08T13:43:54.433Z,,,43.7,,54,,
2017-12-08T13:44:04.447Z,,63.4,43.7,,54,,
2017-12-08T13:44:14.434Z,,,43.7,,54,,
2017-12-08T13:44:24.447Z,,63.5,43.7,,54,,
2017-12-08T13:44:34.431Z,,,43.7,,54,,
2017-12-08T13:44:44.442Z,,,43.7,,54,,
2017-12-08T13:44:54.439Z,,63.6,43.8,,54,,
2017-12-08T13:45:04.431Z,,,43.8,,54,30,
2017-12-08T13:45:14.436Z,,63.8,43.8,,54,29,
2017-12-08T13:45:24.511Z,,,43.9,,54,,
2017-12-08T13:45:34.432Z,,,43.9,,54,,
2017-12-08T13:45:44.435Z,,63.9,43.9,,54,,
2017-12-08T13:45:54.825Z,,,43.9,,54,,
2017-12-08T13:46:04.442Z,,64,43.9,,54,,
2017-12-08T13:46:14.451Z,,,44.1,,54,,
2017-12-08T13:46:24.467Z,,,44.1,,54,,
2017-12-08T13:46:34.443Z,,64.1,44,,54,,
2017-12-08T13:46:44.433Z,,,44,,54,,
2017-12-08T13:46:54.438Z,1,64.1,44.1,0,54,29,61
2017-12-08T13:47:05.304Z,,64.2,44,,54,,
2017-12-08T13:47:19.543Z,,,44,,54,,
2017-12-08T13:47:24.433Z,,,44,,54,,
2017-12-08T13:47:34.433Z,,64.4,44.1,,54,,
2017-12-08T13:47:49.534Z,,,44.3,,54,,
2017-12-08T13:47:54.434Z,,64.5,44.4,,54,,
2017-12-08T13:48:09.496Z,,,44.4,,54,,
2017-12-08T13:48:14.436Z,,,44.6,,54,30,
2017-12-08T13:48:24.437Z,,64.6,44.6,,54,,
2017-12-08T13:48:34.441Z,,,44.4,,54,29,
2017-12-08T13:48:49.539Z,1,64.7,44.3,0,54,0,
2017-12-08T13:48:54.435Z,,62.7,44.4,,54,,
2017-12-08T13:49:04.439Z,,60.9,44.6,,54,,
2017-12-08T13:49:14.434Z,,59.9,44.6,,54,,
2017-12-08T13:49:24.440Z,,58.9,44.7,,54,,
2017-12-08T13:49:34.447Z,,58.7,44.7,,54,,
2017-12-08T13:49:44.453Z,,57.9,44.7,,54,,
2017-12-08T13:49:54.440Z,,57.4,44.7,,54,,
2017-12-08T13:50:04.434Z,,56.8,44.6,,54,,
2017-12-08T13:50:14.447Z,,55.9,44.6,,54,,
2017-12-08T13:50:24.444Z,,55.7,44.4,,54,,
2017-12-08T13:50:34.435Z,,55.2,44.3,,54,,
2017-12-08T13:50:44.436Z,,54.8,44.1,,54,,
2017-12-08T13:50:54.443Z,,54.4,44,,54,,
2017-12-08T13:51:04.437Z,,53.9,43.9,,54,,
2017-12-08T13:51:14.440Z,,53.7,43.7,,54,,
2017-12-08T13:51:24.442Z,,53.4,43.6,,54,,
2017-12-08T13:51:34.441Z,,52.9,43.4,,54,,
2017-12-08T13:51:44.445Z,,52.7,43.3,,54,,
2017-12-08T13:51:54.442Z,,,43.1,,54,,
2017-12-08T13:52:04.440Z,,52.6,42.9,,54,,
2017-12-08T13:52:14.442Z,,,42.7,,54,,
2017-12-08T13:52:24.438Z,,,42.6,,54,,
2017-12-08T13:52:34.446Z,,52.4,42.5,,54,,
2017-12-08T13:52:44.447Z,,,42.3,,54,,
2017-12-08T13:52:54.440Z,1,53,42,0,54,45,
2017-12-08T13:53:04.441Z,,58.2,41.6,,54,35,
2017-12-08T13:53:14.448Z,,57.9,41.1,,54,29,
2017-12-08T13:53:29.546Z,,57.3,40.7,,54,,
2017-12-08T13:53:39.642Z,,58,40.5,,54,,
2017-12-08T13:53:49.548Z,,58.7,40.4,,54,,
2017-12-08T13:53:59.646Z,,59,40.4,,54,,
2017-12-08T13:54:09.512Z,,59.1,40.5,,54,,
2017-12-08T13:54:14.494Z,,59.4,40.7,,54,,
2017-12-08T13:54:24.443Z,,59.5,40.9,,54,,
2017-12-08T13:54:34.453Z,,59.7,41.1,,54,,
2017-12-08T13:54:44.440Z,,59.8,41.1,,54,,
2017-12-08T13:54:54.454Z,,60,41.2,,54,29,
2017-12-08T13:55:04.451Z,,,41.2,,54,,
2017-12-08T13:55:14.448Z,,60.2,41.3,,54,,
2017-12-08T13:55:24.469Z,,60.4,41.3,,54,,
2017-12-08T13:55:34.438Z,,60.6,41.4,,54,,
2017-12-08T13:55:44.493Z,,60.7,41.4,,54,,
2017-12-08T13:55:54.477Z,,61.1,41.5,,54,,
2017-12-08T13:56:04.459Z,,,41.5,,54,,
2017-12-08T13:56:14.459Z,,61.2,41.6,,54,,
2017-12-08T13:56:24.443Z,,61.3,41.6,,54,,
2017-12-08T13:56:34.444Z,,61.4,41.7,,54,,
2017-12-08T13:56:44.439Z,,61.5,41.7,,54,,
2017-12-08T13:56:54.548Z,,61.6,41.7,,54,,
2017-12-08T13:57:04.512Z,,,41.8,,54,,
2017-12-08T13:57:14.560Z,,61.8,41.8,,54,30,
2017-12-08T13:57:24.442Z,,61.9,41.9,,54,29,
2017-12-08T13:57:34.442Z,,62,42,,54,,
2017-12-08T13:57:44.448Z,,,42,,54,,
2017-12-08T13:57:54.462Z,,,42.1,,54,,
2017-12-08T13:58:04.443Z,,62.1,42.1,,54,,
2017-12-08T13:58:14.448Z,,62.2,42.2,,54,,
2017-12-08T13:58:24.438Z,,,42.2,,54,30,
2017-12-08T13:58:34.443Z,,62.4,42.2,,54,,
2017-12-08T13:58:44.439Z,,,42.3,,54,,
2017-12-08T13:58:54.446Z,,62.5,42.3,,54,29,
2017-12-08T13:59:04.449Z,,62.6,42.3,,54,,
2017-12-08T13:59:14.457Z,,,42.4,,54,30,
2017-12-08T13:59:24.448Z,,62.7,42.4,,54,29,
2017-12-08T13:59:34.439Z,,62.8,42.4,,54,30,
2017-12-08T13:59:44.439Z,,,42.5,,54,29,
2017-12-08T13:59:54.441Z,,62.9,42.5,,54,,
2017-12-08T14:00:04.439Z,,63.1,42.6,,54,,
2017-12-08T14:00:14.440Z,,,42.6,,54,,
2017-12-08T14:00:24.440Z,,63.2,42.7,,54,,
2017-12-08T14:00:34.440Z,,,42.7,,54,,
2017-12-08T14:00:44.477Z,,63.3,42.8,,54,,
2017-12-08T14:00:54.489Z,,63.4,42.9,,54,,
2017-12-08T14:01:04.450Z,,,43,,54,,
2017-12-08T14:01:14.441Z,,63.5,43,,54,,
2017-12-08T14:01:24.493Z,,,43.1,,54,,
2017-12-08T14:01:34.487Z,,63.6,43.2,,54,,
2017-12-08T14:01:44.468Z,,,43.3,,54,,
2017-12-08T14:01:54.442Z,,63.8,43.3,,54,,
2017-12-08T14:02:04.450Z,,63.9,43.4,,54,,
2017-12-08T14:02:14.463Z,,,43.4,,54,,
2017-12-08T14:02:24.447Z,,64,43.5,,54,,
2017-12-08T14:02:34.459Z,,,43.5,,54,30,
2017-12-08T14:02:44.442Z,,64.1,43.5,,54,29,
2017-12-08T14:02:54.442Z,,,43.6,,54,,
2017-12-08T14:03:05.295Z,,64.2,43.6,,54,,
2017-12-08T14:03:14.445Z,,,43.7,,54,,
2017-12-08T14:03:24.447Z,,64.4,43.7,,54,,
2017-12-08T14:03:34.444Z,,,43.8,,54,,
2017-12-08T14:03:44.443Z,,64.5,43.8,,54,,
2017-12-08T14:03:54.444Z,,,43.8,,54,,
2017-12-08T14:04:04.440Z,,64.6,43.8,,54,,
2017-12-08T14:04:14.453Z,,,43.9,,54,,
2017-12-08T14:04:24.446Z,,64.7,43.9,,54,,
2017-12-08T14:04:34.452Z,,,44,,54,,
2017-12-08T14:04:44.445Z,,64.8,44,,54,,
2017-12-08T14:04:54.442Z,,,44.1,,54,,
2017-12-08T14:05:04.462Z,,,44.1,,54,,
2017-12-08T14:05:14.462Z,,64.9,44.2,,54,,
2017-12-08T14:05:24.448Z,1,64.8,44.2,0,54,0,
2017-12-08T14:05:34.446Z,,61.9,44.3,,54,,
2017-12-08T14:05:44.446Z,,60.9,44.3,,54,,
2017-12-08T14:05:54.456Z,,59.8,44.3,,54,,
2017-12-08T14:06:04.476Z,,58.9,44.3,,54,,
2017-12-08T14:06:14.441Z,,57.9,44.3,,54,,
2017-12-08T14:06:24.459Z,,57.4,44.2,,54,,
2017-12-08T14:06:39.548Z,,56.8,44.2,,54,,
2017-12-08T14:06:44.446Z,,56.3,44.1,,54,,
2017-12-08T14:06:54.450Z,,55.7,44,,54,,
2017-12-08T14:07:04.445Z,,55.3,43.9,,54,,
2017-12-08T14:07:14.464Z,1,56,43.8,0,54,45,
2017-12-08T14:07:24.500Z,,58,43.7,,54,40,
2017-12-08T14:07:34.444Z,,58.9,43.6,,54,29,
2017-12-08T14:07:44.446Z,,60,43.5,,54,,
2017-12-08T14:07:54.446Z,,60.2,43.5,,54,,
2017-12-08T14:08:04.445Z,,61.1,43.5,,54,29,
2017-12-08T14:08:14.444Z,,61.3,43.5,,54,,
2017-12-08T14:08:24.447Z,,62,43.6,,54,,
2017-12-08T14:08:34.445Z,,62.1,43.6,,54,,
2017-12-08T14:08:44.447Z,,62.4,43.6,,54,,
2017-12-08T14:08:54.444Z,,62.7,43.6,,54,,
2017-12-08T14:09:04.448Z,,62.8,43.6,,54,,
2017-12-08T14:09:14.454Z,,63.1,43.6,,54,,
2017-12-08T14:09:24.453Z,,63.2,43.7,,54,,
2017-12-08T14:09:34.450Z,,63.4,43.7,,54,,
2017-12-08T14:09:44.450Z,,63.5,43.8,,54,,
2017-12-08T14:09:54.446Z,,63.6,43.8,,54,,
2017-12-08T14:10:04.448Z,,63.8,43.8,,54,,
2017-12-08T14:10:14.445Z,,63.9,43.8,,54,,
2017-12-08T14:10:24.455Z,,,43.8,,54,30,
2017-12-08T14:10:34.446Z,,64,43.8,,54,29,
2017-12-08T14:10:44.446Z,,64.1,43.8,,54,,
2017-12-08T14:10:54.457Z,,,43.8,,54,,
2017-12-08T14:11:04.460Z,,64.2,43.9,,54,,
2017-12-08T14:11:14.447Z,,,43.9,,54,,
2017-12-08T14:11:29.641Z,,,44,,54,,
2017-12-08T14:11:39.646Z,,64.4,44.1,,54,,
2017-12-08T14:11:49.641Z,,,44.1,,54,,
2017-12-08T14:11:59.553Z,,,44.2,,54,,
2017-12-08T14:12:04.455Z,,,44.2,,54,,
2017-12-08T14:12:14.448Z,,64.5,44.2,,54,,
2017-12-08T14:12:24.468Z,,,44.2,,54,,
2017-12-08T14:12:34.454Z,,,44.2,,54,30,
2017-12-08T14:12:49.561Z,,,44.3,,54,29,
2017-12-08T14:12:54.455Z,,,44.3,,54,,
2017-12-08T14:13:04.448Z,,,44.3,,54,30,
2017-12-08T14:13:14.459Z,,64.6,44.3,,54,29,
2017-12-08T14:13:29.546Z,,,44.3,,54,,
2017-12-08T14:13:34.451Z,,,44.4,,54,,
2017-12-08T14:13:44.446Z,,,44.4,,54,,
2017-12-08T14:13:59.571Z,,,44.6,,54,30,
2017-12-08T14:14:04.500Z,,64.7,44.6,,54,29,
2017-12-08T14:14:15.332Z,,,44.7,,54,,
2017-12-08T14:14:24.500Z,,,44.7,,54,,
2017-12-08T14:14:34.471Z,,,44.7,,54,30,
2017-12-08T14:14:44.502Z,,,44.7,,54,29,
2017-12-08T14:14:54.486Z,,64.8,44.8,,54,,
2017-12-08T14:15:04.483Z,,,44.8,,54,,
2017-12-08T14:15:14.477Z,,,44.8,,54,30,
2017-12-08T14:15:24.568Z,,,44.9,,54,29,
2017-12-08T14:15:34.483Z,,64.9,44.9,,54,,
2017-12-08T14:15:44.522Z,,,45,,54,30,
2017-12-08T14:15:59.662Z,1,64.8,45,0,54,0,
2017-12-08T14:16:04.543Z,,62.8,45,,54,,
2017-12-08T14:16:14.543Z,,60.9,44.9,,54,,
2017-12-08T14:16:24.538Z,,60.5,44.9,,54,,
2017-12-08T14:16:34.523Z,,59.8,44.8,,54,,
2017-12-08T14:16:44.497Z,,58.8,44.6,,54,,
2017-12-08T14:16:54.497Z,,57.9,44.4,,54,,
2017-12-08T14:17:04.484Z,,57.7,44.3,,54,,
2017-12-08T14:17:14.505Z,,56.9,44.1,,54,,
2017-12-08T14:17:24.510Z,,56.4,44,,54,,
2017-12-08T14:17:34.555Z,,55.9,43.8,,54,,
2017-12-08T14:17:49.578Z,,55.4,43.7,,54,,
2017-12-08T14:17:54.504Z,,54.9,43.6,,54,,
2017-12-08T14:18:09.554Z,,54.6,43.5,,54,,
2017-12-08T14:18:14.499Z,,54.3,43.4,,54,,
2017-12-08T14:18:24.494Z,,53.9,43.3,,54,,
2017-12-08T14:18:34.542Z,,53.5,43.2,,54,,
2017-12-08T14:18:44.519Z,,53.2,43,,54,,
2017-12-08T14:18:59.595Z,,52.9,42.9,,54,,
2017-12-08T14:19:04.519Z,,52.8,42.7,,54,,
2017-12-08T14:19:14.515Z,,,42.6,,54,,
2017-12-08T14:19:24.513Z,,,42.4,,54,,
2017-12-08T14:19:34.503Z,,52.7,42.3,,54,,
2017-12-08T14:19:44.488Z,,,42.3,,54,,
2017-12-08T14:19:54.512Z,,,42.1,,54,,
2017-12-08T14:20:04.554Z,,52.6,41.8,,54,,
2017-12-08T14:20:14.498Z,,,41.4,,54,,
2017-12-08T14:20:24.500Z,,,41.1,,54,,
2017-12-08T14:20:34.486Z,,,40.5,,54,,
2017-12-08T14:20:44.505Z,,52.4,40.1,,54,,
2017-12-08T14:20:54.531Z,,52.6,39.6,,54,,
2017-12-08T14:21:09.545Z,,,39.3,,54,,
2017-12-08T14:21:14.484Z,,,38.8,,54,,
2017-12-08T14:21:24.505Z,,,38.5,,54,,
2017-12-08T14:21:34.508Z,,52.7,38.3,,54,,
2017-12-08T14:21:44.482Z,,52.8,38,,54,,
2017-12-08T14:21:54.454Z,,,37.8,,54,,
2017-12-08T14:22:04.497Z,,52.9,37.5,,54,,
2017-12-08T14:22:14.484Z,,,37.3,,54,,
2017-12-08T14:22:24.471Z,,53,37.1,,54,,
2017-12-08T14:22:34.490Z,,,36.8,,54,,
2017-12-08T14:22:44.500Z,,,36.6,,54,,
2017-12-08T14:22:54.515Z,1,56.6,36.4,0,54,39,
2017-12-08T14:23:04.480Z,,58.1,36.2,,54,34,
2017-12-08T14:23:14.486Z,,56.7,36.1,,54,29,
2017-12-08T14:23:24.518Z,,57,36.2,,54,29,
2017-12-08T14:23:39.566Z,,57.6,36.3,,54,,
2017-12-08T14:23:44.513Z,,57.9,36.5,,54,,
2017-12-08T14:23:54.495Z,,58,36.8,,54,,
2017-12-08T14:24:04.485Z,,58.1,37.2,,54,,
2017-12-08T14:24:14.514Z,,58,37.6,,54,,
2017-12-08T14:24:24.489Z,,,37.9,,54,,
2017-12-08T14:24:34.508Z,,58.1,38.2,,54,,
2017-12-08T14:24:44.490Z,,,38.4,,54,,
2017-12-08T14:24:54.478Z,,,38.6,,54,,
2017-12-08T14:25:04.454Z,,58.2,38.8,,54,,
2017-12-08T14:25:14.505Z,,58.3,38.9,,54,,
2017-12-08T14:25:24.498Z,,58.4,39.1,,54,30,
2017-12-08T14:25:34.515Z,,58.5,39.2,,54,29,
2017-12-08T14:25:44.514Z,,58.7,39.3,,54,,
2017-12-08T14:25:54.519Z,,58.8,39.4,,54,,
2017-12-08T14:26:04.455Z,,59,39.5,,54,30,
2017-12-08T14:26:14.511Z,,59.1,39.6,,54,29,
2017-12-08T14:26:24.493Z,,59.3,39.7,,54,,
2017-12-08T14:26:34.532Z,,59.4,39.8,,54,,
2017-12-08T14:26:44.503Z,,59.5,39.9,,54,,
2017-12-08T14:26:55.355Z,,59.6,40,,54,,
2017-12-08T14:27:04.500Z,,59.7,40.1,,54,,
2017-12-08T14:27:14.498Z,,,40.1,,54,,
2017-12-08T14:27:24.511Z,,59.8,40.2,,54,,
2017-12-08T14:27:34.540Z,,59.9,40.3,,54,,
2017-12-08T14:27:44.504Z,,60,40.3,,54,29,
2017-12-08T14:27:59.573Z,,,40.4,,54,,
2017-12-08T14:28:04.491Z,,60.1,40.5,,54,,
2017-12-08T14:28:19.610Z,,60.2,40.6,,54,,
2017-12-08T14:28:24.490Z,,60.4,40.7,,54,,
2017-12-08T14:28:34.500Z,,,40.8,,54,,
2017-12-08T14:28:44.503Z,,60.5,40.9,,54,,
2017-12-08T14:28:54.581Z,,60.6,41.1,,54,,
2017-12-08T14:29:05.346Z,,,41.1,,54,,
2017-12-08T14:29:14.513Z,,60.7,41.2,,54,,
2017-12-08T14:29:24.544Z,,60.8,41.2,,54,,
2017-12-08T14:29:34.526Z,,60.9,41.3,,54,,
2017-12-08T14:29:44.455Z,,61.1,41.4,,54,29,
2017-12-08T14:29:54.459Z,,,41.5,,54,,
2017-12-08T14:30:04.462Z,,61.2,41.6,,54,,
2017-12-08T14:30:14.521Z,,61.3,41.7,,54,,
2017-12-08T14:30:24.454Z,,,41.7,,54,,
2017-12-08T14:30:34.485Z,,61.4,41.8,,54,,
2017-12-08T14:30:44.461Z,,61.5,41.8,,54,,
2017-12-08T14:30:54.457Z,,,41.9,,54,,
2017-12-08T14:31:04.461Z,,61.6,42,,54,,
2017-12-08T14:31:14.540Z,,,42.1,,54,,
2017-12-08T14:31:24.483Z,,61.8,42.2,,54,,
2017-12-08T14:31:34.658Z,,61.9,42.3,,54,,
2017-12-08T14:31:49.515Z,,61.9,42.4,,54,,
2017-12-08T14:31:54.471Z,,62,42.4,,54,,
2017-12-08T14:32:04.462Z,,,42.4,,54,,
2017-12-08T14:32:14.471Z,,62.1,42.5,,54,30,
2017-12-08T14:32:24.513Z,,62.2,42.5,,54,29,
2017-12-08T14:32:34.456Z,,,42.5,,54,,
2017-12-08T14:32:44.455Z,,,42.6,,54,,
2017-12-08T14:32:54.461Z,,62.4,42.6,,54,,
2017-12-08T14:33:04.464Z,,,42.7,,54,,
2017-12-08T14:33:14.457Z,,62.5,42.7,,54,,
2017-12-08T14:33:24.458Z,,,42.8,,54,30,
2017-12-08T14:33:34.456Z,,62.6,42.8,,54,29,
2017-12-08T14:33:44.468Z,,,42.8,,54,,
2017-12-08T14:33:54.457Z,,62.7,42.9,,54,,
2017-12-08T14:34:05.332Z,,,42.9,,54,30,
