Time,HwTSet,PrimTSet,ActPow,HwActive,HwTOutlet,ChActive,PrimT
2018-01-01T00:59:44.698Z,54,,,,50.9,,
2018-01-01T00:59:54.702Z,54,,,,51,,
2018-01-01T01:00:04.703Z,54,,,,51,,
2018-01-01T01:00:14.704Z,54,,,,51,,
2018-01-01T01:00:24.698Z,54,,,,51,,
2018-01-01T01:00:34.704Z,54,,,,51,,64.7
2018-01-01T01:00:44.700Z,54,,,,51,,64.6
2018-01-01T01:00:54.707Z,54,,,,51,,64.7
2018-01-01T01:01:04.699Z,54,,,,51,,
2018-01-01T01:01:14.699Z,54,,,,51,,
2018-01-01T01:01:24.711Z,54,,,,51,,
2018-01-01T01:01:34.701Z,54,,30,,51,,
2018-01-01T01:01:44.705Z,54,,,,51,,
2018-01-01T01:01:54.704Z,54,,29,,51,,64.8
2018-01-01T01:02:04.699Z,54,,,,51,,
2018-01-01T01:02:14.711Z,54,,,,51.1,,
2018-01-01T01:02:24.699Z,54,,,,51.1,,
2018-01-01T01:02:34.700Z,54,,30,,51.1,,
2018-01-01T01:02:44.706Z,54,,29,,51.1,,
2018-01-01T01:02:54.700Z,54,,,,51.1,,
2018-01-01T01:03:04.706Z,54,,,,51.1,,
2018-01-01T01:03:14.703Z,54,,,,51.1,,
2018-01-01T01:03:24.707Z,54,,,,51.2,,
2018-01-01T01:03:34.702Z,54,,,,51.2,,64.9
2018-01-01T01:03:44.704Z,54,,,,51.2,,64.8
2018-01-01T01:03:54.701Z,54,,,,51.2,,64.9
2018-01-01T01:04:04.714Z,54,,,,51.2,,
2018-01-01T01:04:14.704Z,54,,,,51.2,,
2018-01-01T01:04:24.711Z,54,,30,,51.2,,
2018-01-01T01:04:34.711Z,54,,29,,51.2,,
2018-01-01T01:04:44.703Z,54,,,,51.2,,
2018-01-01T01:04:54.703Z,54,,,,51.2,,
2018-01-01T01:05:04.703Z,54,,,,51.2,,
2018-01-01T01:05:14.704Z,54,,,,51.2,,
2018-01-01T01:05:24.709Z,54,,,,51.3,,
2018-01-01T01:05:34.720Z,54,,0,0,51.3,2,63.9
2018-01-01T01:05:44.703Z,54,,,,51.3,,61.6
2018-01-01T01:05:54.709Z,54,,,,51.3,,60.8
2018-01-01T01:06:04.727Z,54,,,,51.3,,59.7
2018-01-01T01:06:14.713Z,54,,,,51.3,,58.7
2018-01-01T01:06:24.710Z,54,,,,51.2,,57.9
2018-01-01T01:06:34.732Z,54,,,,51.2,,57.4
2018-01-01T01:06:44.704Z,54,,,,51.1,,56.9
2018-01-01T01:06:54.705Z,54,,,,51,,56.4
2018-01-01T01:07:04.715Z,54,,,,50.9,,55.9
2018-01-01T01:07:14.702Z,54,,,,50.8,,55.6
2018-01-01T01:07:24.708Z,54,,,,50.7,,55.3
2018-01-01T01:07:34.706Z,54,,,,50.6,,54.9
2018-01-01T01:07:44.707Z,54,,40,0,50.5,2,58
2018-01-01T01:07:54.704Z,54,,31,,50.4,,58.9
2018-01-01T01:08:04.708Z,54,,29,,50.3,,59
2018-01-01T01:08:14.705Z,54,,29,,50.2,,60.1
2018-01-01T01:08:24.706Z,54,,30,,50.2,,60.5
2018-01-01T01:08:34.702Z,54,,29,,50.1,,61.1
2018-01-01T01:08:44.716Z,54,,,,50.1,,61.4
2018-01-01T01:08:54.707Z,54,,30,,50.1,,61.8
2018-01-01T01:09:04.709Z,54,,29,,50.2,,62
2018-01-01T01:09:14.705Z,54,,,,50.2,,62.1
2018-01-01T01:09:24.707Z,54,,,,50.3,,62.4
2018-01-01T01:09:34.704Z,54,,,,50.3,,62.5
2018-01-01T01:09:44.708Z,54,,,,50.3,,62.6
2018-01-01T01:09:54.706Z,54,,,,50.4,,62.7
2018-01-01T01:10:04.717Z,54,,,,50.4,,62.8
2018-01-01T01:10:14.703Z,54,,,,50.4,,62.9
2018-01-01T01:10:24.704Z,54,,,,50.5,,63.1
2018-01-01T01:10:34.706Z,54,,,,50.5,,
2018-01-01T01:10:44.705Z,54,,30,,50.5,,63.2
2018-01-01T01:10:54.710Z,54,,29,,50.5,,
2018-01-01T01:11:04.708Z,54,,,,50.5,,
2018-01-01T01:11:14.705Z,54,,,,50.5,,
2018-01-01T01:11:24.715Z,54,,,,50.5,,
2018-01-01T01:11:34.707Z,54,,30,,50.5,,
2018-01-01T01:11:44.710Z,54,,29,,50.5,,
2018-01-01T01:11:54.715Z,54,,,,50.5,,
2018-01-01T01:12:04.711Z,54,,30,,50.5,,
2018-01-01T01:12:14.711Z,54,,29,,50.5,,
2018-01-01T01:12:24.713Z,54,,,,50.5,,
2018-01-01T01:12:34.711Z,54,,30,,50.4,,
2018-01-01T01:12:44.712Z,54,,29,,50.4,,
2018-01-01T01:12:54.708Z,54,,,,50.4,,
2018-01-01T01:13:04.706Z,54,,,,50.4,,
2018-01-01T01:13:14.709Z,54,,,,50.3,,
2018-01-01T01:13:24.708Z,54,,,,50.4,,
2018-01-01T01:13:34.708Z,54,,,,50.4,,
2018-01-01T01:13:44.709Z,54,,,,50.3,,63.3
2018-01-01T01:13:54.709Z,54,,,,50.4,,
2018-01-01T01:14:04.713Z,54,,,,50.4,,
2018-01-01T01:14:14.711Z,54,,30,,50.4,,
2018-01-01T01:14:24.709Z,54,,29,,50.4,,
2018-01-01T01:14:34.712Z,54,,,,50.4,,63.4
2018-01-01T01:14:44.714Z,54,,,,50.4,,
2018-01-01T01:14:54.710Z,54,,,,50.4,,
2018-01-01T01:15:04.710Z,54,,30,,50.4,,
2018-01-01T01:15:14.710Z,54,,29,,50.4,,
2018-01-01T01:15:24.706Z,54,,,,50.4,,
2018-01-01T01:15:34.711Z,54,,,,50.4,,63.5
2018-01-01T01:15:44.715Z,54,,,,50.4,,
2018-01-01T01:15:54.707Z,54,,,,50.4,,
2018-01-01T01:16:04.712Z,54,,30,,50.4,,
2018-01-01T01:16:14.713Z,54,,29,,50.4,,63.6
2018-01-01T01:16:24.706Z,54,,,,50.4,,
2018-01-01T01:16:34.710Z,54,,,,50.5,,
2018-01-01T01:16:44.710Z,54,,30,,50.5,,
2018-01-01T01:16:54.713Z,54,,29,,50.5,,63.8
2018-01-01T01:17:04.713Z,54,,,,50.4,,
2018-01-01T01:17:14.711Z,54,,,,50.4,,
2018-01-01T01:17:24.710Z,54,,,,50.4,,
2018-01-01T01:17:34.717Z,54,,30,,50.4,,
2018-01-01T01:17:44.712Z,54,,29,,50.4,,63.9
2018-01-01T01:17:54.709Z,54,,,,50.4,,
2018-01-01T01:18:04.712Z,54,,,,50.5,,
2018-01-01T01:18:14.717Z,54,,30,,50.5,,
2018-01-01T01:18:24.707Z,54,,29,,50.5,,64
2018-01-01T01:18:34.714Z,54,,30,,50.5,,
2018-01-01T01:18:44.712Z,54,,,,50.6,,
2018-01-01T01:18:54.721Z,54,,29,,50.6,,
2018-01-01T01:19:04.713Z,54,,,,50.5,,
2018-01-01T01:19:14.709Z,54,,31,,50.5,,64.1
2018-01-01T01:19:24.710Z,54,,30,,50.5,,
2018-01-01T01:19:34.810Z,54,,29,,50.5,,
2018-01-01T01:19:44.715Z,54,,,,50.5,,
