Time,ChActive,HwTOutlet,PrimTSet,PrimT,ActPow,HwTSet,HwActive
2018-02-03T06:32:43.044Z,,14,,41.5,,54,
2018-02-03T06:32:53.466Z,,13.9,,,,54,
2018-02-03T06:33:08.196Z,,13.9,,,,54,
2018-02-03T06:33:12.995Z,,13.7,,41.6,,54,
2018-02-03T06:33:23.133Z,,13.6,,,,54,
2018-02-03T06:33:33.142Z,,13.6,,,,54,
2018-02-03T06:33:42.987Z,,13.4,,,,54,
2018-02-03T06:33:53.286Z,,13.2,,,,54,
2018-02-03T06:34:03.000Z,,13.2,,41.7,,54,
2018-02-03T06:34:13.000Z,,13.2,,,,54,
2018-02-03T06:34:23.087Z,,13.1,,,,54,
2018-02-03T06:34:33.011Z,,13.1,,,,54,
2018-02-03T06:34:43.068Z,,13.1,,,,54,
2018-02-03T06:34:53.113Z,,13.1,,,,54,
2018-02-03T06:35:03.130Z,,12.9,,41.6,,54,
2018-02-03T06:35:13.011Z,,12.9,,,,54,
2018-02-03T06:35:22.982Z,,12.8,,,,54,
2018-02-03T06:35:33.010Z,,12.8,,,,54,
2018-02-03T06:35:43.008Z,,12.8,,,,54,
2018-02-03T06:35:53.137Z,,12.8,,,,54,
2018-02-03T06:36:02.988Z,,12.6,,,,54,
2018-02-03T06:36:13.049Z,,12.6,,,,54,
2018-02-03T06:36:23.017Z,,12.6,,,,54,
2018-02-03T06:36:33.429Z,,12.6,,41.5,,54,
2018-02-03T06:36:42.990Z,,12.5,,,,54,
2018-02-03T06:36:53.110Z,,12.5,,,,54,
2018-02-03T06:37:03.043Z,,12.5,,,,54,
2018-02-03T06:37:13.221Z,,12.5,,,,54,
2018-02-03T06:37:22.990Z,,12.5,,41.4,,54,
2018-02-03T06:37:32.991Z,,12.3,,,,54,
2018-02-03T06:37:42.991Z,,12.3,,,,54,
2018-02-03T06:37:58.462Z,,12.3,,,,54,
2018-02-03T06:38:02.984Z,1,12.3,,41.3,,54,0
2018-02-03T06:38:13.045Z,,12.3,,45.1,39,54,
2018-02-03T06:38:23.059Z,,13.1,,45.9,29,54,
2018-02-03T06:38:32.990Z,,14,,44.4,,54,
2018-02-03T06:38:43.009Z,,15.1,,45.1,,54,
2018-02-03T06:38:53.159Z,,16.1,,45.6,,54,
2018-02-03T06:39:03.059Z,,16.8,,45.4,,54,
2018-02-03T06:39:13.010Z,,17.5,,,,54,
2018-02-03T06:39:23.063Z,,17.8,,45.3,,54,
2018-02-03T06:39:38.126Z,,18.2,,,,54,
2018-02-03T06:39:43.012Z,,18.4,,,,54,
2018-02-03T06:39:53.170Z,,18.5,,,,54,
2018-02-03T06:40:03.003Z,,18.5,,45.4,30,54,
2018-02-03T06:40:13.016Z,,18.5,,,29,54,
2018-02-03T06:40:23.071Z,,18.6,,45.5,,54,
2018-02-03T06:40:33.007Z,,18.6,,45.6,,54,
2018-02-03T06:40:42.988Z,,18.8,,,,54,
2018-02-03T06:40:53.097Z,,18.8,,45.7,30,54,
2018-02-03T06:41:02.984Z,,18.9,,,29,54,
2018-02-03T06:41:13.274Z,,18.9,,45.8,,54,
2018-02-03T06:41:23.008Z,,18.9,,,,54,
2018-02-03T06:41:32.996Z,,18.9,,,,54,
2018-02-03T06:41:43.066Z,,18.9,,45.9,,54,
2018-02-03T06:41:53.225Z,,19,,46,,54,
2018-02-03T06:42:03.058Z,,19,,,,54,
2018-02-03T06:42:13.142Z,,19,,46.1,,54,
2018-02-03T06:42:22.993Z,,19,,46.2,,54,
2018-02-03T06:42:33.314Z,,19,,46.3,,54,
2018-02-03T06:42:43.183Z,,19.2,,,30,54,
2018-02-03T06:42:53.406Z,,19.3,,46.4,29,54,
2018-02-03T06:43:08.247Z,,19.4,,46.5,,54,
2018-02-03T06:43:13.086Z,,19.4,,46.6,30,54,
2018-02-03T06:43:23.006Z,,19.3,,46.7,29,54,
2018-02-03T06:43:32.995Z,,19.4,,46.8,,54,
2018-02-03T06:43:42.997Z,,19.3,,47,,54,
2018-02-03T06:43:53.107Z,,19.6,,,,54,
2018-02-03T06:44:03.070Z,,19.4,,47.1,,54,
2018-02-03T06:44:13.328Z,,19.6,,47.2,,54,
2018-02-03T06:44:23.126Z,,19.6,,47.3,,54,
2018-02-03T06:44:33.046Z,,19.7,,47.4,,54,
2018-02-03T06:44:42.992Z,,19.7,,47.6,,54,
2018-02-03T06:44:53.129Z,,19.7,,47.7,,54,
2018-02-03T06:45:03.104Z,,19.6,,,,54,
2018-02-03T06:45:13.025Z,,19.7,,47.8,,54,
2018-02-03T06:45:23.046Z,,19.7,,47.9,,54,
2018-02-03T06:45:33.059Z,,19.7,,48,30,54,
2018-02-03T06:45:43.007Z,,19.7,,48.1,29,54,
2018-02-03T06:45:53.089Z,,19.7,,48.2,,54,
2018-02-03T06:46:03.327Z,,19.7,,48.3,,54,
2018-02-03T06:46:13.099Z,,19.8,,,,54,
2018-02-03T06:46:23.059Z,,19.7,,48.4,,54,
2018-02-03T06:46:33.006Z,,19.8,,48.5,,54,
2018-02-03T06:46:42.995Z,,20,,48.6,,54,
2018-02-03T06:46:53.101Z,,20,,48.7,,54,
2018-02-03T06:47:03.022Z,1,19.8,,47.9,0,54,0
2018-02-03T06:47:12.991Z,,19.8,,45.8,,54,
2018-02-03T06:47:23.014Z,,19.3,,44.9,,54,
2018-02-03T06:47:33.003Z,,18.8,,44.5,,54,
2018-02-03T06:47:43.002Z,,18.5,,43.7,,54,
2018-02-03T06:47:53.176Z,,18.4,,42.9,,54,
2018-02-03T06:48:08.293Z,,18.1,,42.6,,54,
2018-02-03T06:48:13.043Z,,17.9,,41.9,,54,
2018-02-03T06:48:23.143Z,,17.7,,41.7,,54,
2018-02-03T06:48:33.069Z,,17.7,,41.3,,54,
2018-02-03T06:48:42.999Z,,17.4,,40.9,,54,
2018-02-03T06:48:53.284Z,,17.5,,40.7,,54,
2018-02-03T06:49:03.071Z,,17.4,,40.5,,54,
2018-02-03T06:49:13.186Z,,17.4,,40.3,,54,
2018-02-03T06:49:28.242Z,,17.1,,39.9,,54,
2018-02-03T06:49:33.003Z,,17.3,,,,54,
2018-02-03T06:49:43.060Z,,17.1,,39.7,,54,
2018-02-03T06:49:53.244Z,,17.1,,39.6,,54,
2018-02-03T06:50:03.023Z,,17,,39.4,,54,
2018-02-03T06:50:13.104Z,,16.8,,,,54,
2018-02-03T06:50:23.004Z,,16.7,,,,54,
2018-02-03T06:50:33.091Z,,17.7,,39.3,,54,
2018-02-03T06:50:43.285Z,,17.5,,,,54,
2018-02-03T06:50:53.095Z,,16.8,,,,54,
2018-02-03T06:51:02.993Z,,16.2,,,,54,
2018-02-03T06:51:13.005Z,,15.6,,,,54,
2018-02-03T06:51:23.063Z,,15.3,,,,54,
2018-02-03T06:51:33.016Z,,14.8,,39.4,,54,
2018-02-03T06:51:43.036Z,1,14.5,,41.5,42,54,0
2018-02-03T06:51:53.202Z,,14.3,,45.2,33,54,
2018-02-03T06:52:02.993Z,,15,,44.7,29,54,
2018-02-03T06:52:13.377Z,,15.7,,45.1,30,54,
2018-02-03T06:52:23.135Z,,16.7,,45.5,29,54,
2018-02-03T06:52:33.019Z,,17.3,,46,,54,
2018-02-03T06:52:43.009Z,,17.8,,46.1,,54,
2018-02-03T06:52:53.167Z,,18.2,,46.4,30,54,
2018-02-03T06:53:08.097Z,,18.4,,46.6,29,54,
2018-02-03T06:53:13.038Z,,18.6,,46.8,,54,
2018-02-03T06:53:23.068Z,,18.9,,47,30,54,
2018-02-03T06:53:33.010Z,,18.9,,47.1,29,54,
2018-02-03T06:53:43.102Z,,19,,47.3,,54,
2018-02-03T06:53:53.130Z,,19.2,,47.4,,54,
2018-02-03T06:54:02.998Z,,19.3,,47.6,30,54,
2018-02-03T06:54:12.998Z,,19.3,,47.8,29,54,
2018-02-03T06:54:23.047Z,,19.3,,,,54,
2018-02-03T06:54:33.100Z,,19.4,,47.9,,54,
2018-02-03T06:54:42.999Z,1,19.6,,47.9,0,54,0
2018-02-03T06:54:53.220Z,,19.6,,44.9,,54,
2018-02-03T06:55:03.017Z,,19,,43.9,,54,
2018-02-03T06:55:13.026Z,,18.5,,43.5,,54,
2018-02-03T06:55:22.997Z,,18.4,,42.9,,54,
2018-02-03T06:55:33.137Z,,17.7,,41.9,,54,
2018-02-03T06:55:43.148Z,,17.4,,41.6,,54,
2018-02-03T06:55:53.097Z,,17.4,,40.9,,54,
2018-02-03T06:56:02.999Z,,17.7,,40.5,,54,
2018-02-03T06:56:13.041Z,,17.8,,39.9,,54,
2018-02-03T06:56:22.998Z,,17.9,,39.7,,54,
2018-02-03T06:56:33.268Z,,17.9,,39.2,,54,
2018-02-03T06:56:43.087Z,1,17.8,,42,40,54,0
2018-02-03T06:56:53.131Z,,17.9,,43.3,35,54,
2018-02-03T06:57:03.051Z,,18.2,,44,29,54,
2018-02-03T06:57:13.313Z,,18.4,,45,,54,
2018-02-03T06:57:23.078Z,,18.6,,45.4,,54,
2018-02-03T06:57:33.002Z,,18.8,,46.3,0,54,
2018-02-03T06:57:43.233Z,1,19,,44.9,,54,0
2018-02-03T06:57:53.107Z,,18.9,,42.9,,54,
2018-02-03T06:58:03.003Z,,18.4,,42.2,,54,
2018-02-03T06:58:18.147Z,,18.1,,41.9,,54,
2018-02-03T06:58:23.038Z,,17.8,,40.9,,54,
2018-02-03T06:58:33.007Z,,17.7,,40.8,,54,
2018-02-03T06:58:43.220Z,,17.5,,40.4,,54,
2018-02-03T06:58:53.101Z,,17.4,,39.9,,54,
2018-02-03T06:59:03.042Z,,17.3,,39.7,,54,
2018-02-03T06:59:18.103Z,,17.3,,39.5,,54,
2018-02-03T06:59:23.161Z,,17,,38.9,,54,
2018-02-03T06:59:33.084Z,,17,,,,54,
2018-02-03T06:59:43.204Z,,17,,38.7,,54,
2018-02-03T06:59:53.155Z,1,16.7,61,38.5,0,54,0
2018-02-03T07:00:03.060Z,,16.7,,38.3,,54,
2018-02-03T07:00:12.998Z,,16.5,,38.2,,54,
2018-02-03T07:00:23.006Z,,16.7,,37.9,,54,
2018-02-03T07:00:33.026Z,,16.4,,,,54,
2018-02-03T07:00:48.136Z,,16.1,,37.8,,54,
2018-02-03T07:00:53.117Z,,15.9,,37.6,,54,
2018-02-03T07:01:03.024Z,,16.1,,37.5,,54,
2018-02-03T07:01:13.048Z,,16.5,,37.4,,54,
2018-02-03T07:01:23.001Z,,17,,37.3,,54,
2018-02-03T07:01:33.107Z,,17.1,,37.1,,54,
2018-02-03T07:01:43.012Z,1,17.1,,39.6,42,54,0
2018-02-03T07:01:53.245Z,,17.3,,41.3,35,54,
2018-02-03T07:02:03.383Z,,17.4,,42,29,54,
2018-02-03T07:02:18.344Z,,17.8,,43,,54,
2018-02-03T07:02:23.324Z,,18.1,,43.6,30,54,
2018-02-03T07:02:33.006Z,,18.4,,44.1,29,54,
2018-02-03T07:02:43.012Z,,18.5,,44.7,,54,
2018-02-03T07:02:53.138Z,,18.6,,45.1,,54,
2018-02-03T07:03:02.999Z,,18.6,,45.4,,54,
2018-02-03T07:03:13.027Z,,18.9,,45.7,,54,
2018-02-03T07:03:23.013Z,,18.9,,46,,54,
2018-02-03T07:03:33.151Z,,18.9,,46.2,,54,
2018-02-03T07:03:43.190Z,,19.2,,46.3,,54,
2018-02-03T07:03:53.319Z,,19.2,,46.4,,54,
2018-02-03T07:04:03.080Z,,19.3,,46.5,,54,
2018-02-03T07:04:13.046Z,,19.2,,46.6,30,54,
2018-02-03T07:04:23.053Z,,19.3,,,,54,
2018-02-03T07:04:33.310Z,,19.3,,46.7,,54,
2018-02-03T07:04:43.011Z,,19.4,,,29,54,
2018-02-03T07:04:53.155Z,,19.3,,46.8,,54,
2018-02-03T07:05:03.080Z,,19.4,,,,54,
2018-02-03T07:05:13.000Z,,19.4,,46.9,,54,
2018-02-03T07:05:23.104Z,,19.6,,47,,54,
2018-02-03T07:05:33.013Z,,19.4,,,,54,
2018-02-03T07:05:43.159Z,,19.4,,47.1,,54,
2018-02-03T07:05:53.150Z,,19.6,,,,54,
2018-02-03T07:06:03.118Z,,19.6,,47.2,,54,
2018-02-03T07:06:13.049Z,,19.6,,,,54,
2018-02-03T07:06:23.151Z,,19.6,,47.3,30,54,
2018-02-03T07:06:33.102Z,,19.6,,,29,54,
2018-02-03T07:06:43.105Z,,19.6,,47.4,,54,
2018-02-03T07:06:53.303Z,,19.6,,47.6,,54,
2018-02-03T07:07:03.009Z,,19.7,,,,54,
2018-02-03T07:07:13.033Z,,19.6,,47.7,,54,
2018-02-03T07:07:23.093Z,,19.8,,47.8,,54,
2018-02-03T07:07:33.012Z,,19.8,,47.9,30,54,
2018-02-03T07:07:43.080Z,,19.8,,48,29,54,
2018-02-03T07:07:53.157Z,,20,,,,54,
2018-02-03T07:08:03.008Z,,20,,48.1,,54,
2018-02-03T07:08:13.067Z,,19.8,,48.2,,54,
2018-02-03T07:08:23.005Z,,19.8,,,,54,
2018-02-03T07:08:33.210Z,,20,,48.3,,54,
2018-02-03T07:08:43.088Z,,19.8,,48.4,,54,
2018-02-03T07:08:53.102Z,,20,,48.5,,54,
2018-02-03T07:09:03.010Z,,20.1,,48.6,,54,
2018-02-03T07:09:13.082Z,,20,,48.7,,54,
2018-02-03T07:09:23.043Z,,20.1,,,,54,
2018-02-03T07:09:33.155Z,,20.1,,48.8,,54,
2018-02-03T07:09:43.271Z,,20,,48.9,,54,
2018-02-03T07:09:53.185Z,,20,,49,,54,
2018-02-03T07:10:03.084Z,,20,,,,54,
2018-02-03T07:10:13.157Z,,20.1,,49.1,,54,
2018-02-03T07:10:23.006Z,,20,,49.2,,54,
2018-02-03T07:10:33.008Z,,20.1,,49.3,30,54,
2018-02-03T07:10:43.026Z,,20.1,,,,54,
2018-02-03T07:10:53.166Z,,20,,49.4,,54,
2018-02-03T07:11:03.011Z,,20.1,,49.5,29,54,
2018-02-03T07:11:13.091Z,,20.4,,49.6,30,54,
2018-02-03T07:11:23.097Z,,20.2,,,29,54,
2018-02-03T07:11:33.083Z,,20.2,,49.7,,54,
2018-02-03T07:11:43.092Z,,20.2,,49.8,,54,
2018-02-03T07:11:53.104Z,,20.2,,,,54,
2018-02-03T07:12:08.328Z,,20.2,,49.9,,54,
2018-02-03T07:12:13.005Z,,20.2,,50,,54,
2018-02-03T07:12:23.007Z,,20.2,,,30,54,
2018-02-03T07:12:33.052Z,,20.4,,50.1,29,54,
2018-02-03T07:12:43.048Z,,20.4,,,,54,
2018-02-03T07:12:53.148Z,,20.5,,50.2,,54,
2018-02-03T07:13:03.021Z,,20.5,,50.3,,54,
2018-02-03T07:13:13.129Z,,20.6,,,,54,
2018-02-03T07:13:23.088Z,,20.5,,50.4,,54,
2018-02-03T07:13:33.199Z,,20.4,,,,54,
2018-02-03T07:13:43.004Z,,20.6,,50.5,,54,
2018-02-03T07:13:53.120Z,,20.5,,,,54,
2018-02-03T07:14:03.062Z,,20.5,,50.6,,54,
2018-02-03T07:14:13.260Z,,20.4,,50.7,30,54,
2018-02-03T07:14:23.110Z,,20.5,,,29,54,
2018-02-03T07:14:33.004Z,,20.6,,50.9,,54,
2018-02-03T07:14:43.156Z,,20.6,,51,,54,
2018-02-03T07:14:53.112Z,,20.6,,,,54,
2018-02-03T07:15:03.198Z,,20.5,,,,54,
2018-02-03T07:15:13.033Z,,20.6,,51.1,,54,
2018-02-03T07:15:23.081Z,,20.8,,,,54,
2018-02-03T07:15:33.059Z,,20.9,,51.2,,54,
2018-02-03T07:15:43.007Z,,20.9,,,,54,
2018-02-03T07:15:53.479Z,,20.9,,51.3,,54,
2018-02-03T07:16:03.051Z,1,20.8,,50.9,0,54,0
2018-02-03T07:16:13.092Z,,20.8,,48.9,,54,
2018-02-03T07:16:23.012Z,,20.2,,47.9,,54,
2018-02-03T07:16:38.303Z,,19.7,,46.9,,54,
2018-02-03T07:16:43.023Z,,19.4,,46.4,,54,
2018-02-03T07:16:53.123Z,,19.2,,45.7,,54,
2018-02-03T07:17:03.031Z,,18.9,,45.2,,54,
2018-02-03T07:17:13.014Z,,18.6,,44.8,,54,
2018-02-03T07:17:23.091Z,,18.5,,44.3,,54,
2018-02-03T07:17:33.127Z,,18.4,,43.9,,54,
2018-02-03T07:17:43.011Z,,18.2,,43.6,,54,
2018-02-03T07:17:53.119Z,,18.2,,43.3,,54,
2018-02-03T07:18:03.019Z,,17.9,,42.9,,54,
2018-02-03T07:18:13.025Z,,17.8,,42.8,,54,
2018-02-03T07:18:23.090Z,,17.8,,42.6,,54,
2018-02-03T07:18:33.041Z,,17.7,,42.3,,54,
2018-02-03T07:18:43.025Z,,17.7,,42.1,,54,
2018-02-03T07:18:53.248Z,,17.7,,41.9,,54,
2018-02-03T07:19:03.022Z,,17.5,,41.7,,54,
2018-02-03T07:19:13.024Z,,17.5,,,,54,
2018-02-03T07:19:23.016Z,,17.1,,,,54,
2018-02-03T07:19:33.069Z,,18.2,,,,54,
2018-02-03T07:19:43.015Z,,18.1,,41.6,,54,
2018-02-03T07:19:53.436Z,,17.5,,,,54,
2018-02-03T07:20:03.107Z,,17.1,,,,54,
2018-02-03T07:20:13.058Z,,16.5,,,,54,
2018-02-03T07:20:23.039Z,,16.1,,41.7,,54,
2018-02-03T07:20:33.078Z,,15.7,,,,54,
2018-02-03T07:20:43.249Z,,15.4,,41.8,,54,
2018-02-03T07:20:53.148Z,,15,,,,54,
2018-02-03T07:21:03.251Z,,15,,41.9,,54,
2018-02-03T07:21:13.218Z,,14.7,,42,,54,
2018-02-03T07:21:23.095Z,,14.5,,,,54,
2018-02-03T07:21:33.009Z,,14.5,,,,54,
2018-02-03T07:21:43.173Z,,14.2,,42.1,,54,
2018-02-03T07:21:53.134Z,,14,,,,54,
2018-02-03T07:22:03.036Z,,14,,,,54,
2018-02-03T07:22:13.016Z,,13.9,,42.2,,54,
2018-02-03T07:22:23.117Z,,13.9,,,,54,
2018-02-03T07:22:33.057Z,,13.6,,,,54,
2018-02-03T07:22:43.039Z,,13.6,,,,54,
2018-02-03T07:22:53.178Z,,13.6,,,,54,
2018-02-03T07:23:03.049Z,,13.4,,,,54,
2018-02-03T07:23:13.030Z,,13.4,,,,54,
2018-02-03T07:23:23.009Z,,13.2,,,,54,
2018-02-03T07:23:33.021Z,,13.2,,,,54,
2018-02-03T07:23:43.032Z,,13.2,,,,54,
2018-02-03T07:23:53.210Z,,13.1,,,,54,
2018-02-03T07:24:03.011Z,,13.1,,,,54,
2018-02-03T07:24:13.041Z,,13.1,,,,54,
2018-02-03T07:24:23.120Z,,12.9,,,,54,
2018-02-03T07:24:33.010Z,,12.9,,,,54,
2018-02-03T07:24:43.011Z,,12.9,,,,54,
2018-02-03T07:24:53.145Z,,12.8,,,,54,
2018-02-03T07:25:03.068Z,,12.8,,,,54,
2018-02-03T07:25:13.358Z,,12.8,,42.1,,54,
2018-02-03T07:25:23.043Z,,12.6,,,,54,
2018-02-03T07:25:33.013Z,,12.6,,,,54,
2018-02-03T07:25:43.021Z,,12.6,,,,54,
2018-02-03T07:25:53.130Z,1,12.6,,44.2,42,54,0
2018-02-03T07:26:03.022Z,,12.8,,46.1,36,54,
2018-02-03T07:26:13.016Z,,13.6,,45.7,29,54,
2018-02-03T07:26:23.013Z,,14.8,,45,,54,
2018-02-03T07:26:33.110Z,,15.7,,46.1,,54,
2018-02-03T07:26:43.094Z,,16.8,,46.2,30,54,
2018-02-03T07:26:53.113Z,,17.4,,46.3,29,54,
2018-02-03T07:27:03.134Z,,17.9,,,,54,
2018-02-03T07:27:13.195Z,,18.4,,46.2,30,54,
2018-02-03T07:27:23.035Z,,18.6,,,29,54,
2018-02-03T07:27:33.052Z,,18.8,,,,54,
2018-02-03T07:27:43.015Z,,18.9,,46.3,,54,
2018-02-03T07:27:53.125Z,,18.9,,46.4,,54,
2018-02-03T07:28:03.019Z,,18.9,,,,54,
2018-02-03T07:28:13.012Z,,19,,46.5,,54,
2018-02-03T07:28:23.021Z,,19,,,,54,
2018-02-03T07:28:33.142Z,,19,,46.6,,54,
2018-02-03T07:28:43.067Z,,19.3,,,,54,
2018-02-03T07:28:53.126Z,,19.3,,46.7,,54,
2018-02-03T07:29:03.096Z,,19.3,,,,54,
2018-02-03T07:29:13.264Z,,19.4,,,,54,
2018-02-03T07:29:23.155Z,,19.4,,46.8,,54,
2018-02-03T07:29:33.026Z,,19.4,,,,54,
2018-02-03T07:29:48.137Z,,19.6,,46.9,,54,
2018-02-03T07:29:53.128Z,,19.4,,47,,54,
2018-02-03T07:30:03.040Z,,19.4,,,,54,
2018-02-03T07:30:13.098Z,,19.4,,47.1,,54,
2018-02-03T07:30:23.428Z,,19.6,,47.2,,54,
2018-02-03T07:30:33.018Z,,19.6,,47.3,30,54,
2018-02-03T07:30:43.337Z,,19.4,,47.4,29,54,
2018-02-03T07:30:53.238Z,,19.7,,47.6,,54,
2018-02-03T07:31:03.079Z,,19.6,,47.7,,54,
2018-02-03T07:31:13.492Z,,19.6,,47.8,,54,
2018-02-03T07:31:23.031Z,,19.7,,47.9,,54,
2018-02-03T07:31:33.122Z,,19.8,,48,,54,
2018-02-03T07:31:43.016Z,,19.8,,48.1,,54,
2018-02-03T07:31:53.147Z,,19.8,,,,54,
2018-02-03T07:32:03.117Z,,20,,48.2,,54,
2018-02-03T07:32:13.018Z,,20,,48.3,,54,
2018-02-03T07:32:23.043Z,,20,,48.4,,54,
2018-02-03T07:32:33.030Z,,20.1,,48.5,,54,
2018-02-03T07:32:43.071Z,,20.1,,48.6,,54,
2018-02-03T07:32:53.135Z,,20.2,,48.7,,54,
2018-02-03T07:33:03.040Z,,20.2,,48.8,,54,
2018-02-03T07:33:13.035Z,,20.1,,,,54,
2018-02-03T07:33:23.022Z,,20.1,,49,,54,
2018-02-03T07:33:33.052Z,,20.1,,,,54,
2018-02-03T07:33:43.022Z,,20.1,,49.1,30,54,
2018-02-03T07:33:53.146Z,,20.1,,49.2,29,54,
2018-02-03T07:34:03.197Z,,20.1,,,,54,
2018-02-03T07:34:13.182Z,,20.1,,49.3,,54,
2018-02-03T07:34:23.022Z,,20.2,,49.4,30,54,
2018-02-03T07:34:33.108Z,,20.2,,49.5,0,54,
2018-02-03T07:34:43.163Z,1,20.2,,47.9,,54,0
2018-02-03T07:34:53.179Z,,20.1,,45.9,,54,
2018-02-03T07:35:03.100Z,,19.4,,45.3,,54,
2018-02-03T07:35:13.168Z,,19,,44.9,,54,
2018-02-03T07:35:23.018Z,,18.8,,43.9,,54,
2018-02-03T07:35:33.023Z,,18.5,,43.6,,54,
2018-02-03T07:35:43.453Z,,18.4,,42.9,,54,
2018-02-03T07:35:53.166Z,,18.1,,42.7,,54,
2018-02-03T07:36:03.034Z,1,18.1,,43.5,43,54,0
2018-02-03T07:36:13.040Z,,17.9,,48.3,33,54,
2018-02-03T07:36:23.024Z,,17.3,,47.8,29,54,
2018-02-03T07:36:33.086Z,,17.4,,47.1,,54,
2018-02-03T07:36:43.145Z,,17.9,,48.2,29,54,
2018-02-03T07:36:53.196Z,,18.5,,48.6,,54,
2018-02-03T07:37:03.049Z,,18.9,,49,0,54,
2018-02-03T07:37:13.066Z,1,19.3,,47.9,,54,0
2018-02-03T07:37:23.203Z,,19.3,,45.8,,54,
2018-02-03T07:37:33.045Z,,18.8,,44.9,,54,
2018-02-03T07:37:43.026Z,,18.6,,43.9,,54,
2018-02-03T07:37:53.133Z,,18.4,,43.5,,54,
2018-02-03T07:38:03.050Z,,18.2,,42.9,,54,
2018-02-03T07:38:13.327Z,,18.1,,42.7,,54,
2018-02-03T07:38:23.417Z,,17.9,,41.9,,54,
2018-02-03T07:38:33.135Z,,17.8,,41.8,,54,
2018-02-03T07:38:43.026Z,,17.7,,41.5,,54,
2018-02-03T07:38:53.136Z,,17.5,,41.3,,54,
2018-02-03T07:39:03.044Z,,17,,40.9,,54,
2018-02-03T07:39:13.027Z,,17.1,,40.8,,54,
2018-02-03T07:39:23.025Z,,17.5,,40.5,,54,
2018-02-03T07:39:33.029Z,,17.8,,40.2,,54,
2018-02-03T07:39:43.124Z,,17.9,,40,,54,
2018-02-03T07:39:53.190Z,,18.2,,39.9,,54,
2018-02-03T07:40:03.020Z,,18.2,,39.7,,54,
2018-02-03T07:40:13.153Z,,18.2,,39.5,,54,
2018-02-03T07:40:23.022Z,,18.2,,39.4,,54,
2018-02-03T07:40:33.040Z,,18.4,,39.3,,54,
2018-02-03T07:40:43.104Z,,18.4,,39.2,,54,
2018-02-03T07:40:53.282Z,,18.2,,,,54,
2018-02-03T07:41:03.070Z,1,18.4,,40.1,45,54,0
2018-02-03T07:41:13.030Z,,18.2,,43,37,54,
2018-02-03T07:41:23.072Z,,18.4,,43.8,29,54,
2018-02-03T07:41:33.027Z,,18.6,,45,29,54,
2018-02-03T07:41:43.066Z,,18.8,,45.5,,54,
2018-02-03T07:41:53.230Z,,19,,46,29,54,
2018-02-03T07:42:03.207Z,,19.2,,46.6,,54,
2018-02-03T07:42:13.117Z,,19.3,,47,,54,
2018-02-03T07:42:23.158Z,,19.4,,47.3,,54,
2018-02-03T07:42:33.110Z,,19.6,,47.7,,54,
2018-02-03T07:42:43.047Z,,19.6,,48,29,54,
2018-02-03T07:42:53.151Z,,19.8,,48.2,,54,
2018-02-03T07:43:03.412Z,,19.8,,48.3,,54,
2018-02-03T07:43:13.117Z,,19.8,,48.5,,54,
2018-02-03T07:43:23.022Z,,19.8,,,,54,
2018-02-03T07:43:33.053Z,,20,,48.6,,54,
2018-02-03T07:43:43.433Z,,20,,48.7,,54,
2018-02-03T07:43:53.162Z,,19.8,,48.6,,54,
2018-02-03T07:44:03.575Z,,19.8,,,30,54,
2018-02-03T07:44:13.026Z,,20.1,,,,54,
2018-02-03T07:44:23.362Z,1,20,,46.8,0,54,0
2018-02-03T07:44:33.043Z,,19.6,,45.6,,54,
2018-02-03T07:44:43.021Z,,19,,44.6,,54,
2018-02-03T07:44:53.284Z,,18.8,,43.8,,54,
2018-02-03T07:45:03.114Z,,18.4,,42.9,,54,
2018-02-03T07:45:13.023Z,,18.2,,42.4,,54,
2018-02-03T07:45:23.024Z,,18.1,,41.9,,54,
2018-02-03T07:45:33.050Z,,17.9,,41.4,,54,
2018-02-03T07:45:43.062Z,,17.8,,40.9,,54,
2018-02-03T07:45:53.267Z,,17.7,,40.7,,54,
2018-02-03T07:46:03.060Z,,17.7,,40.4,,54,
2018-02-03T07:46:13.124Z,,17.4,,40.1,,54,
2018-02-03T07:46:23.115Z,,17.4,,39.8,,54,
2018-02-03T07:46:33.102Z,1,17.3,,42.2,42,54,0
2018-02-03T07:46:43.028Z,,17.1,,46.1,32,54,
2018-02-03T07:46:53.171Z,,16.5,,45.8,29,54,
2018-02-03T07:47:03.026Z,,16.8,,45.1,,54,
2018-02-03T07:47:13.117Z,,17.5,,46.4,,54,
2018-02-03T07:47:23.107Z,,18.1,,46.6,,54,
2018-02-03T07:47:33.151Z,,18.6,,47,,54,
2018-02-03T07:47:43.054Z,,18.9,,47.3,,54,
2018-02-03T07:47:53.294Z,,19.2,,47.7,30,54,
2018-02-03T07:48:03.138Z,,19.3,,48,29,54,
2018-02-03T07:48:13.112Z,,19.6,,48.2,,54,
2018-02-03T07:48:23.046Z,,19.7,,48.4,,54,
2018-02-03T07:48:33.109Z,,19.6,,48.6,,54,
2018-02-03T07:48:43.189Z,,19.7,,48.7,,54,
2018-02-03T07:48:53.275Z,,19.7,,48.8,30,54,
2018-02-03T07:49:03.036Z,,19.8,,48.9,29,54,
2018-02-03T07:49:13.026Z,,19.8,,49,29,54,
2018-02-03T07:49:23.087Z,,19.8,,,,54,
2018-02-03T07:49:33.342Z,,20,,,,54,
2018-02-03T07:49:43.119Z,,19.8,,49.1,,54,
