Time,ChActive,HwTOutlet,PrimTSet,PrimT,ActPow,HwTSet,HwActive
2018-02-03T00:00:02.761Z,,13.2,,,,54,
2018-02-03T00:00:12.793Z,,13.2,,,,54,
2018-02-03T00:00:22.986Z,,13.4,,,,54,
2018-02-03T00:00:32.756Z,,13.2,,,,54,
2018-02-03T00:00:42.856Z,,13.2,,,,54,
2018-02-03T00:00:52.877Z,,13.2,,,,54,
2018-02-03T00:01:02.758Z,,13.2,,41.6,,54,
2018-02-03T00:01:12.757Z,,13.2,,,,54,
2018-02-03T00:01:22.756Z,,13.2,,,,54,
2018-02-03T00:01:32.757Z,,13.2,,,,54,
2018-02-03T00:01:42.788Z,,13.2,,,,54,
2018-02-03T00:01:52.888Z,,13.2,,,,54,
2018-02-03T00:02:02.764Z,,13.2,,,,54,
2018-02-03T00:02:12.809Z,,13.2,,41.5,,54,
2018-02-03T00:02:22.796Z,,13.2,,,,54,
2018-02-03T00:02:32.761Z,,13.2,,,,54,
2018-02-03T00:02:42.908Z,,13.2,,,,54,
2018-02-03T00:02:53.019Z,,13.2,,,,54,
2018-02-03T00:03:02.815Z,,13.2,,,,54,
2018-02-03T00:03:12.770Z,0,13.2,0,42.2,,54,2
2018-02-03T00:03:22.783Z,0,33.9,,39.2,74,54,2
2018-02-03T00:03:32.800Z,,34.5,,43,119,54,
2018-02-03T00:03:42.791Z,,38.5,,49.1,121,54,
2018-02-03T00:03:52.991Z,,44.1,,53.1,121,54,
2018-02-03T00:04:02.790Z,,49.2,,56,100,54,
2018-02-03T00:04:12.944Z,0,51.3,,55.9,0,54,0
2018-02-03T00:04:22.842Z,,52.3,,45.6,,54,
2018-02-03T00:04:32.770Z,,53.2,,46.1,,54,
2018-02-03T00:04:43.072Z,,49.2,,52.1,,54,
2018-02-03T00:04:53.017Z,,45.9,,54,,54,
2018-02-03T00:05:02.819Z,,43.7,,54.4,,54,
2018-02-03T00:05:12.818Z,,43,5,54.6,,54,
2018-02-03T00:05:22.762Z,,43.1,,54.7,,54,
2018-02-03T00:05:32.829Z,,43.3,,,,54,
2018-02-03T00:05:43.177Z,,42.7,,54.6,,54,
2018-02-03T00:05:52.982Z,,41.1,,,,54,
2018-02-03T00:06:02.932Z,,38.3,,54.5,,54,
2018-02-03T00:06:12.763Z,,35.8,,,,54,
2018-02-03T00:06:22.832Z,,33.7,,,,54,
2018-02-03T00:06:32.763Z,,31.8,,54.4,,54,
2018-02-03T00:06:42.774Z,,30,,,,54,
2018-02-03T00:06:52.950Z,,28.5,,,,54,
2018-02-03T00:07:02.925Z,,27.2,,,,54,
2018-02-03T00:07:12.779Z,,26.1,,,,54,
2018-02-03T00:07:22.785Z,,24.8,,,,54,
2018-02-03T00:07:32.784Z,,24.2,,,,54,
2018-02-03T00:07:42.765Z,,23.2,,,,54,
2018-02-03T00:07:52.879Z,,22.5,,,,54,
2018-02-03T00:08:02.808Z,,21.9,,,,54,
2018-02-03T00:08:12.770Z,,21.3,,,,54,
2018-02-03T00:08:27.991Z,,20.9,,,,54,
2018-02-03T00:08:32.772Z,,20.5,,,,54,
2018-02-03T00:08:42.785Z,,20.1,,,,54,
2018-02-03T00:08:57.944Z,,19.4,,,,54,
2018-02-03T00:09:02.766Z,,19.3,,,,54,
2018-02-03T00:09:12.798Z,,18.9,,54.3,,54,
2018-02-03T00:09:22.774Z,,19,,,,54,
2018-02-03T00:09:32.775Z,,19.2,,,,54,
2018-02-03T00:09:42.785Z,,19.2,,,,54,
2018-02-03T00:09:52.962Z,,19,,54.1,,54,
2018-02-03T00:10:02.818Z,,18.8,,,,54,
2018-02-03T00:10:12.808Z,,18.6,,54,,54,
2018-02-03T00:10:27.880Z,,18.5,,,,54,
2018-02-03T00:10:32.849Z,,18.1,,53.9,,54,
2018-02-03T00:10:42.778Z,,17.7,,,,54,
2018-02-03T00:10:52.949Z,,17,,,,54,
2018-02-03T00:11:02.792Z,,16.5,,53.8,,54,
2018-02-03T00:11:12.811Z,,16.2,,,,54,
2018-02-03T00:11:22.803Z,,15.9,,53.7,,54,
2018-02-03T00:11:32.829Z,,15.6,,,,54,
2018-02-03T00:11:42.794Z,,15.3,,53.6,,54,
2018-02-03T00:11:53.059Z,,15,,,,54,
2018-02-03T00:12:02.807Z,,14.8,,53.5,,54,
2018-02-03T00:12:12.776Z,,14.5,,,,54,
2018-02-03T00:12:22.837Z,,14.3,,53.4,,54,
2018-02-03T00:12:32.790Z,,14.2,,,,54,
2018-02-03T00:12:42.859Z,,14,,53.3,,54,
2018-02-03T00:12:52.929Z,,13.9,,,,54,
2018-02-03T00:13:02.768Z,,13.7,,53.2,,54,
2018-02-03T00:13:12.810Z,,13.6,,,,54,
2018-02-03T00:13:22.791Z,,13.4,,53.1,,54,
2018-02-03T00:13:32.862Z,,13.2,,,,54,
2018-02-03T00:13:42.883Z,,13.1,,53,,54,
2018-02-03T00:13:52.864Z,,13.1,,53,,54,
2018-02-03T00:14:02.987Z,,13.1,,52.9,,54,
2018-02-03T00:14:12.846Z,,13.1,,,,54,
2018-02-03T00:14:22.812Z,,12.9,,52.8,,54,
2018-02-03T00:14:32.769Z,,12.8,,,,54,
2018-02-03T00:14:42.834Z,,12.8,,52.7,,54,
2018-02-03T00:14:52.917Z,,12.6,,,,54,
2018-02-03T00:15:02.768Z,,12.6,,52.6,,54,
2018-02-03T00:15:12.778Z,,12.6,,,,54,
2018-02-03T00:15:22.820Z,,12.6,,,,54,
2018-02-03T00:15:32.771Z,,12.5,,52.4,,54,
2018-02-03T00:15:42.853Z,,12.5,,,,54,
2018-02-03T00:15:53.145Z,,12.3,,52.3,,54,
2018-02-03T00:16:02.783Z,,12.3,,,,54,
2018-02-03T00:16:12.769Z,,12.3,,52.2,,54,
2018-02-03T00:16:22.779Z,,12.3,,,,54,
2018-02-03T00:16:32.774Z,,12.2,,,,54,
2018-02-03T00:16:42.773Z,,12.2,,52.1,,54,
2018-02-03T00:16:52.977Z,,12.2,,,,54,
2018-02-03T00:17:02.769Z,,12.2,,52,,54,
2018-02-03T00:17:12.818Z,,12,,,,54,
2018-02-03T00:17:22.776Z,,12.2,,51.9,,54,
2018-02-03T00:17:32.791Z,,12,,,,54,
2018-02-03T00:17:42.769Z,,12,,,,54,
2018-02-03T00:17:52.883Z,,12,,51.8,,54,
2018-02-03T00:18:02.766Z,,12,,,,54,
2018-02-03T00:18:12.770Z,,12,,,,54,
2018-02-03T00:18:22.903Z,,12,,51.7,,54,
2018-02-03T00:18:32.839Z,,12,,,,54,
2018-02-03T00:18:42.827Z,,11.8,,,,54,
2018-02-03T00:18:53.305Z,,11.8,,51.6,,54,
2018-02-03T00:19:02.807Z,,11.8,,,,54,
2018-02-03T00:19:12.776Z,,11.8,,51.5,,54,
2018-02-03T00:19:22.837Z,,11.6,,,,54,
2018-02-03T00:19:32.831Z,,11.6,,,,54,
2018-02-03T00:19:42.914Z,,11.6,,51.4,,54,
2018-02-03T00:19:52.928Z,,11.6,,,,54,
2018-02-03T00:20:02.826Z,,11.6,,,,54,
2018-02-03T00:20:13.009Z,,11.6,,51.3,,54,
2018-02-03T00:20:22.791Z,,11.6,,,,54,
2018-02-03T00:20:32.791Z,,11.6,,,,54,
2018-02-03T00:20:42.831Z,,11.6,,51.2,,54,
2018-02-03T00:20:53.014Z,,11.4,,,,54,
2018-02-03T00:21:02.793Z,,11.4,,,,54,
2018-02-03T00:21:12.827Z,,11.6,,51.1,,54,
2018-02-03T00:21:22.780Z,,11.4,,,,54,
2018-02-03T00:21:32.775Z,,11.4,,,,54,
2018-02-03T00:21:48.275Z,,11.4,,51,,54,
2018-02-03T00:21:52.947Z,,11.4,,,,54,
2018-02-03T00:22:02.822Z,,11.4,,,,54,
2018-02-03T00:22:12.879Z,,11.4,,50.9,,54,
2018-02-03T00:22:22.784Z,,11.4,,,,54,
2018-02-03T00:22:32.878Z,,11.4,,,,54,
2018-02-03T00:22:42.870Z,,11.4,,,,54,
2018-02-03T00:22:53.001Z,,11.4,,50.7,,54,
2018-02-03T00:23:02.772Z,,11.4,,,,54,
2018-02-03T00:23:17.892Z,,11.4,,,,54,
2018-02-03T00:23:22.881Z,,11.4,,50.6,,54,
2018-02-03T00:23:32.980Z,,11.4,,,,54,
2018-02-03T00:23:42.859Z,,11.4,,,,54,
2018-02-03T00:23:53.023Z,,11.3,,,,54,
2018-02-03T00:24:02.825Z,,11.3,,50.5,,54,
2018-02-03T00:24:12.780Z,,11.3,,,,54,
2018-02-03T00:24:27.913Z,,11.3,,,,54,
2018-02-03T00:24:32.804Z,,11.3,,50.4,,54,
2018-02-03T00:24:42.949Z,,11.3,,,,54,
2018-02-03T00:24:53.025Z,,11.3,,,,54,
2018-02-03T00:25:07.905Z,,11.3,,,,54,
2018-02-03T00:25:12.832Z,,11.3,,50.3,,54,
2018-02-03T00:25:22.927Z,,11.3,,,,54,
2018-02-03T00:25:32.784Z,,11.3,,,,54,
2018-02-03T00:25:42.841Z,,11.3,,50.2,,54,
2018-02-03T00:25:52.876Z,,11.3,,,,54,
2018-02-03T00:26:02.843Z,,11.3,,,,54,
2018-02-03T00:26:12.784Z,,11.3,,,,54,
2018-02-03T00:26:22.818Z,,11.3,,,,54,
2018-02-03T00:26:32.786Z,,11.3,,50.1,,54,
2018-02-03T00:26:42.806Z,,11.3,,,,54,
2018-02-03T00:26:52.897Z,,11.3,,,,54,
2018-02-03T00:27:02.848Z,,11.3,,,,54,
2018-02-03T00:27:13.027Z,,11.1,,50,,54,
2018-02-03T00:27:22.848Z,,11.3,,,,54,
2018-02-03T00:27:32.855Z,,11.1,,,,54,
2018-02-03T00:27:42.931Z,,11.1,,49.9,,54,
2018-02-03T00:27:52.923Z,,11.1,,,,54,
2018-02-03T00:28:02.818Z,,11.1,,,,54,
2018-02-03T00:28:12.925Z,,11.1,,,,54,
2018-02-03T00:28:22.783Z,,11.1,,,,54,
2018-02-03T00:28:32.884Z,,11.1,,49.8,,54,
2018-02-03T00:28:42.825Z,,11.1,,,,54,
2018-02-03T00:28:52.896Z,,11.1,,,,54,
2018-02-03T00:29:02.805Z,,11.1,,,,54,
2018-02-03T00:29:12.841Z,,11.1,,49.7,,54,
2018-02-03T00:29:22.848Z,,11.1,,,,54,
2018-02-03T00:29:32.797Z,,11.1,,,,54,
2018-02-03T00:29:42.909Z,,11.1,,,,54,
2018-02-03T00:29:52.960Z,,11.1,,,,54,
2018-02-03T00:30:02.780Z,,11.1,,49.6,,54,
2018-02-03T00:30:12.861Z,,11.1,,,,54,
2018-02-03T00:30:22.781Z,,11.1,,,,54,
2018-02-03T00:30:32.831Z,,11.1,,,,54,
2018-02-03T00:30:42.777Z,,11.1,,49.5,,54,
2018-02-03T00:30:52.884Z,,11.1,,,,54,
2018-02-03T00:31:02.895Z,,11.1,,,,54,
2018-02-03T00:31:12.876Z,,10.9,,,,54,
2018-02-03T00:31:22.784Z,,11.1,,,,54,
2018-02-03T00:31:37.892Z,,11.1,,49.4,,54,
2018-02-03T00:31:42.828Z,,11.1,,,,54,
2018-02-03T00:31:52.879Z,,10.9,,,,54,
2018-02-03T00:32:02.799Z,,11.1,,,,54,
2018-02-03T00:32:12.780Z,,10.9,,49.3,,54,
2018-02-03T00:32:22.783Z,,10.9,,,,54,
2018-02-03T00:32:32.802Z,,11.1,,,,54,
2018-02-03T00:32:42.933Z,,11.1,,,,54,
2018-02-03T00:32:52.889Z,,11.1,,,,54,
2018-02-03T00:33:02.784Z,,11.1,,49.2,,54,
2018-02-03T00:33:12.813Z,,11.1,,,,54,
2018-02-03T00:33:22.775Z,,11.1,,,,54,
2018-02-03T00:33:32.884Z,,10.9,,,,54,
2018-02-03T00:33:42.776Z,,10.9,,49.1,,54,
2018-02-03T00:33:52.973Z,,11.1,,,,54,
2018-02-03T00:34:02.780Z,,10.9,,,,54,
2018-02-03T00:34:12.779Z,,10.9,,,,54,
2018-02-03T00:34:22.842Z,,10.9,,,,54,
2018-02-03T00:34:32.787Z,,10.9,,49,,54,
2018-02-03T00:34:42.778Z,,10.9,,,,54,
2018-02-03T00:34:52.972Z,,11.1,,,,54,
2018-02-03T00:35:02.934Z,,10.9,,,,54,
2018-02-03T00:35:12.785Z,,10.9,,48.9,,54,
2018-02-03T00:35:22.777Z,,10.9,,,,54,
2018-02-03T00:35:32.819Z,,10.9,,,,54,
2018-02-03T00:35:42.777Z,,10.9,,,,54,
2018-02-03T00:35:52.985Z,,10.9,,,,54,
2018-02-03T00:36:02.835Z,,10.9,,48.8,,54,
2018-02-03T00:36:12.847Z,,10.9,,,,54,
2018-02-03T00:36:22.797Z,,10.9,,,,54,
2018-02-03T00:36:32.807Z,,10.9,,,,54,
2018-02-03T00:36:42.848Z,,10.9,,,,54,
2018-02-03T00:36:52.879Z,,10.9,,48.7,,54,
2018-02-03T00:37:02.838Z,,10.9,,,,54,
2018-02-03T00:37:12.797Z,,10.9,,,,54,
2018-02-03T00:37:22.978Z,,10.9,,,,54,
2018-02-03T00:37:32.819Z,,10.9,,,,54,
2018-02-03T00:37:42.918Z,,10.9,,48.6,,54,
2018-02-03T00:37:52.894Z,,10.9,,,,54,
2018-02-03T00:38:02.839Z,,10.9,,,,54,
2018-02-03T00:38:12.814Z,,10.9,,,,54,
2018-02-03T00:38:22.796Z,,10.9,,48.5,,54,
2018-02-03T00:38:32.786Z,,10.9,,,,54,
2018-02-03T00:38:42.779Z,,10.9,,,,54,
2018-02-03T00:38:52.939Z,,10.9,,,,54,
2018-02-03T00:39:02.959Z,,10.9,,,,54,
2018-02-03T00:39:12.823Z,,10.9,,,,54,
2018-02-03T00:39:23.130Z,,10.9,,48.4,,54,
2018-02-03T00:39:32.870Z,,10.9,,,,54,
2018-02-03T00:39:42.978Z,,10.9,,,,54,
2018-02-03T00:39:52.933Z,,10.9,,,,54,
2018-02-03T00:40:02.845Z,,10.9,,,,54,
2018-02-03T00:40:12.791Z,,10.9,,48.3,,54,
2018-02-03T00:40:23.022Z,,10.9,,,,54,
2018-02-03T00:40:32.802Z,,10.9,,,,54,
2018-02-03T00:40:43.012Z,,10.9,,,,54,
2018-02-03T00:40:52.959Z,,10.9,,,,54,
2018-02-03T00:41:02.804Z,,10.9,,48.2,,54,
2018-02-03T00:41:12.869Z,,10.9,,,,54,
2018-02-03T00:41:23.035Z,,10.9,,,,54,
2018-02-03T00:41:32.819Z,,10.9,,,,54,
2018-02-03T00:41:42.809Z,,10.7,,,,54,
2018-02-03T00:41:52.959Z,,10.9,,48.1,,54,
2018-02-03T00:42:02.890Z,,10.9,,,,54,
2018-02-03T00:42:12.850Z,,10.7,,,,54,
2018-02-03T00:42:27.947Z,,10.7,,,,54,
2018-02-03T00:42:32.851Z,,10.7,,,,54,
2018-02-03T00:42:42.837Z,,10.7,,48,,54,
2018-02-03T00:42:53.076Z,,10.9,,,,54,
2018-02-03T00:43:02.800Z,,10.7,,,,54,
2018-02-03T00:43:12.877Z,,10.7,,,,54,
2018-02-03T00:43:22.927Z,,10.7,,,,54,
2018-02-03T00:43:32.872Z,,10.7,,47.9,,54,
2018-02-03T00:43:42.838Z,,10.7,,,,54,
2018-02-03T00:43:52.965Z,,10.7,,,,54,
2018-02-03T00:44:02.812Z,,10.7,,,,54,
2018-02-03T00:44:12.832Z,,10.7,,,,54,
2018-02-03T00:44:22.814Z,,10.7,,47.8,,54,
2018-02-03T00:44:32.843Z,,10.7,,,,54,
2018-02-03T00:44:42.834Z,,10.7,,,,54,
2018-02-03T00:44:53.043Z,,10.7,,,,54,
2018-02-03T00:45:02.833Z,,10.7,,,,54,
2018-02-03T00:45:12.864Z,,10.7,,47.7,,54,
2018-02-03T00:45:22.816Z,,10.7,,,,54,
2018-02-03T00:45:32.856Z,,10.7,,,,54,
2018-02-03T00:45:42.824Z,,10.7,,,,54,
2018-02-03T00:45:52.984Z,,10.7,,,,54,
2018-02-03T00:46:02.845Z,,10.7,,,,54,
2018-02-03T00:46:12.865Z,,10.7,,47.6,,54,
2018-02-03T00:46:22.821Z,,10.7,,,,54,
2018-02-03T00:46:32.841Z,,10.7,,,,54,
2018-02-03T00:46:42.815Z,,10.7,,,,54,
2018-02-03T00:46:52.961Z,,10.7,,,,54,
2018-02-03T00:47:02.806Z,,10.7,,47.4,,54,
2018-02-03T00:47:12.885Z,,10.7,,,,54,
2018-02-03T00:47:22.812Z,,10.7,,,,54,
2018-02-03T00:47:32.832Z,,10.7,,,,54,
2018-02-03T00:47:42.790Z,,10.7,,,,54,
2018-02-03T00:47:52.918Z,,10.7,,,,54,
2018-02-03T00:48:02.790Z,,10.7,,47.3,,54,
2018-02-03T00:48:12.846Z,,10.7,,,,54,
2018-02-03T00:48:22.790Z,,10.7,,,,54,
2018-02-03T00:48:32.845Z,,10.7,,,,54,
2018-02-03T00:48:42.801Z,,10.7,,47.2,,54,
2018-02-03T00:48:52.890Z,,10.7,,,,54,
2018-02-03T00:49:02.793Z,,10.7,,,,54,
2018-02-03T00:49:12.801Z,,10.7,,,,54,
2018-02-03T00:49:22.801Z,,10.7,,,,54,
2018-02-03T00:49:32.872Z,,10.7,,,,54,
2018-02-03T00:49:42.792Z,,10.7,,47.1,,54,
2018-02-03T00:49:52.929Z,,10.7,,,,54,
2018-02-03T00:50:02.822Z,,10.7,,,,54,
2018-02-03T00:50:12.790Z,,10.7,,,,54,
2018-02-03T00:50:23.023Z,,10.7,,,,54,
2018-02-03T00:50:32.786Z,,10.5,,,,54,
2018-02-03T00:50:42.785Z,,10.7,,47,,54,
2018-02-03T00:50:52.903Z,,10.7,,,,54,
2018-02-03T00:51:02.870Z,,10.7,,,,54,
2018-02-03T00:51:12.823Z,,10.7,,,,54,
2018-02-03T00:51:22.839Z,,10.7,,46.9,,54,
2018-02-03T00:51:32.809Z,,10.7,,,,54,
2018-02-03T00:51:42.789Z,,10.7,,,,54,
2018-02-03T00:51:52.895Z,,10.7,,,,54,
2018-02-03T00:52:02.794Z,,10.7,,,,54,
2018-02-03T00:52:12.835Z,,10.7,,,,54,
2018-02-03T00:52:22.791Z,,10.7,,,,54,
2018-02-03T00:52:32.793Z,,10.5,,46.8,,54,
2018-02-03T00:52:42.794Z,,10.7,,,,54,
2018-02-03T00:52:52.910Z,,10.7,,,,54,
2018-02-03T00:53:02.795Z,,10.7,,,,54,
2018-02-03T00:53:12.795Z,,10.7,,,,54,
2018-02-03T00:53:22.852Z,,10.7,,46.7,,54,
2018-02-03T00:53:32.796Z,,10.7,,,,54,
2018-02-03T00:53:42.846Z,,10.7,,,,54,
2018-02-03T00:53:52.916Z,,10.7,,,,54,
2018-02-03T00:54:02.790Z,,10.7,,,,54,
2018-02-03T00:54:12.790Z,,10.7,,46.6,,54,
2018-02-03T00:54:22.817Z,,10.7,,,,54,
2018-02-03T00:54:32.787Z,,10.7,,,,54,
2018-02-03T00:54:42.792Z,,10.5,,,,54,
2018-02-03T00:54:52.953Z,,10.5,,,,54,
2018-02-03T00:55:02.793Z,,10.5,,,,54,
2018-02-03T00:55:12.788Z,,10.7,,46.5,,54,
2018-02-03T00:55:22.808Z,,10.5,,,,54,
2018-02-03T00:55:32.800Z,,10.5,,,,54,
2018-02-03T00:55:42.790Z,,10.5,,,,54,
2018-02-03T00:55:52.987Z,,10.7,,,,54,
2018-02-03T00:56:02.791Z,,10.7,,,,54,
2018-02-03T00:56:12.788Z,,10.5,,46.4,,54,
2018-02-03T00:56:22.820Z,,10.5,,,,54,
2018-02-03T00:56:32.859Z,,10.5,,,,54,
2018-02-03T00:56:42.810Z,,10.7,,,,54,
2018-02-03T00:56:52.949Z,,10.5,,,,54,
2018-02-03T00:57:02.798Z,,10.7,,46.3,,54,
2018-02-03T00:57:12.800Z,,10.5,,,,54,
2018-02-03T00:57:22.871Z,,10.5,,,,54,
2018-02-03T00:57:32.803Z,,10.5,,,,54,
2018-02-03T00:57:42.891Z,,10.5,,,,54,
2018-02-03T00:57:52.941Z,,10.5,,,,54,
2018-02-03T00:58:02.811Z,,10.5,,46.2,,54,
2018-02-03T00:58:12.791Z,,10.5,,,,54,
2018-02-03T00:58:22.798Z,,10.5,,,,54,
2018-02-03T00:58:32.804Z,,10.5,,,,54,
2018-02-03T00:58:42.823Z,,10.5,,,,54,
2018-02-03T00:58:52.990Z,,10.5,,,,54,
2018-02-03T00:59:02.792Z,,10.5,,46.1,,54,
2018-02-03T00:59:12.900Z,,10.5,,,,54,
2018-02-03T00:59:22.811Z,0,10.5,5,46.1,0,54,0
2018-02-03T00:59:32.795Z,,10.5,,,,54,
2018-02-03T00:59:42.872Z,,10.5,,,,54,
2018-02-03T00:59:52.983Z,,10.5,,46,,54,
2018-02-03T01:00:02.793Z,,10.5,,,,54,
2018-02-03T01:00:12.804Z,,10.5,,,,54,
2018-02-03T01:00:22.803Z,,10.5,,,,54,
2018-02-03T01:00:32.924Z,,10.5,,,,54,
2018-02-03T01:00:42.854Z,,10.5,,,,54,
2018-02-03T01:00:52.910Z,,10.5,,45.9,,54,
2018-02-03T01:01:02.931Z,,10.5,,,,54,
2018-02-03T01:01:12.799Z,,10.5,,,,54,
2018-02-03T01:01:22.849Z,,10.5,,,,54,
2018-02-03T01:01:33.230Z,,10.5,,,,54,
2018-02-03T01:01:42.810Z,,10.5,,,,54,
2018-02-03T01:01:52.904Z,,10.5,,45.8,,54,
2018-02-03T01:02:02.845Z,,10.5,,,,54,
2018-02-03T01:02:17.950Z,,10.5,,,,54,
2018-02-03T01:02:22.796Z,,10.5,,,,54,
2018-02-03T01:02:32.798Z,,10.5,,,,54,
2018-02-03T01:02:42.884Z,,10.5,,,,54,
2018-02-03T01:02:52.921Z,,10.5,,45.7,,54,
2018-02-03T01:03:02.808Z,,10.5,,,,54,
2018-02-03T01:03:12.796Z,,10.5,,,,54,
2018-02-03T01:03:22.833Z,,10.5,,,,54,
2018-02-03T01:03:32.805Z,,10.5,,,,54,
2018-02-03T01:03:42.794Z,,10.5,,,,54,
2018-02-03T01:03:53.246Z,,10.5,,45.6,,54,
2018-02-03T01:04:02.798Z,,10.5,,,,54,
2018-02-03T01:04:12.857Z,,10.5,,,,54,
2018-02-03T01:04:22.811Z,,10.5,,,,54,
2018-02-03T01:04:32.798Z,,10.5,,,,54,
2018-02-03T01:04:42.823Z,,10.5,,,,54,
2018-02-03T01:04:53.028Z,,10.5,,,,54,
2018-02-03T01:05:02.795Z,,10.5,,45.5,,54,
2018-02-03T01:05:12.876Z,,10.5,,,,54,
2018-02-03T01:05:22.806Z,,10.5,,,,54,
2018-02-03T01:05:32.816Z,,10.5,,,,54,
2018-02-03T01:05:42.857Z,,10.5,,,,54,
2018-02-03T01:05:52.919Z,,10.5,,,,54,
2018-02-03T01:06:02.805Z,,10.5,,45.4,,54,
2018-02-03T01:06:12.799Z,,10.5,,,,54,
2018-02-03T01:06:22.802Z,,10.5,,,,54,
2018-02-03T01:06:32.819Z,,10.5,,,,54,
2018-02-03T01:06:42.797Z,,10.5,,45.3,,54,
2018-02-03T01:06:52.944Z,,10.5,,,,54,
2018-02-03T01:07:02.879Z,,10.5,,,,54,
2018-02-03T01:07:12.805Z,,10.5,,,,54,
2018-02-03T01:07:22.805Z,,10.5,,,,54,
2018-02-03T01:07:32.841Z,,10.5,,,,54,
2018-02-03T01:07:42.872Z,,10.5,,,,54,
2018-02-03T01:07:52.902Z,,10.5,,,,54,
2018-02-03T01:08:02.937Z,,10.5,,45.2,,54,
2018-02-03T01:08:12.805Z,,10.5,,,,54,
2018-02-03T01:08:22.843Z,,10.5,,,,54,
2018-02-03T01:08:32.872Z,,10.5,,,,54,
2018-02-03T01:08:42.799Z,,10.5,,,,54,
2018-02-03T01:08:52.913Z,,10.5,,45.1,,54,
2018-02-03T01:09:02.865Z,,10.5,,,,54,
2018-02-03T01:09:12.796Z,,10.5,,,,54,
2018-02-03T01:09:22.892Z,,10.5,,,,54,
2018-02-03T01:09:33.174Z,,10.5,,,,54,
2018-02-03T01:09:42.803Z,,10.5,,,,54,
2018-02-03T01:09:52.910Z,,10.5,,,,54,
2018-02-03T01:10:02.804Z,,10.5,,45,,54,
2018-02-03T01:10:13.094Z,,10.5,,,,54,
2018-02-03T01:10:22.878Z,,10.5,,,,54,
2018-02-03T01:10:32.805Z,,10.5,,,,54,
2018-02-03T01:10:42.797Z,,10.5,,44.9,,54,
2018-02-03T01:10:52.942Z,,10.5,,44.9,,54,
2018-02-03T01:11:02.946Z,,10.5,,,,54,
2018-02-03T01:11:12.849Z,,10.5,,,,54,
2018-02-03T01:11:27.907Z,,10.5,,,,54,
2018-02-03T01:11:32.881Z,,10.5,,,,54,
2018-02-03T01:11:42.802Z,,10.5,,,,54,
2018-02-03T01:11:52.912Z,,10.5,,44.8,,54,
2018-02-03T01:12:02.942Z,,10.5,,,,54,
2018-02-03T01:12:12.803Z,,10.5,,,,54,
2018-02-03T01:12:22.855Z,,10.5,,,,54,
2018-02-03T01:12:32.802Z,,10.5,,,,54,
2018-02-03T01:12:42.875Z,,10.5,,44.7,,54,
2018-02-03T01:12:53.066Z,,10.5,,,,54,
2018-02-03T01:13:02.797Z,,10.5,,,,54,
2018-02-03T01:13:12.848Z,,10.5,,,,54,
2018-02-03T01:13:22.807Z,,10.5,,,,54,
2018-02-03T01:13:32.818Z,,10.5,,,,54,
2018-02-03T01:13:42.856Z,,10.5,,,,54,
2018-02-03T01:13:52.948Z,,10.5,,44.6,,54,
2018-02-03T01:14:02.856Z,,10.5,,,,54,
2018-02-03T01:14:13.022Z,,10.5,,,,54,
2018-02-03T01:14:22.929Z,,10.5,,,,54,
2018-02-03T01:14:32.923Z,,10.5,,,,54,
2018-02-03T01:14:42.872Z,1,10.5,61,,,54,0
2018-02-03T01:14:52.912Z,,10.5,,44.5,,54,
2018-02-03T01:15:02.805Z,0,10.5,5,,,54,0
2018-02-03T01:15:12.887Z,1,10.3,61,,,54,0
2018-02-03T01:15:22.846Z,,10.5,,,,54,
2018-02-03T01:15:32.887Z,0,10.5,5,,,54,0
2018-02-03T01:15:42.805Z,,10.5,,,,54,
2018-02-03T01:15:52.930Z,1,10.5,61,,,54,0
2018-02-03T01:16:02.809Z,,10.5,,,,54,
2018-02-03T01:16:12.916Z,,10.5,,44.4,,54,
2018-02-03T01:16:27.901Z,,10.5,,,,54,
2018-02-03T01:16:32.802Z,,10.5,,,,54,
2018-02-03T01:16:42.841Z,,10.5,,,,54,
2018-02-03T01:16:52.922Z,,10.5,,,,54,
2018-02-03T01:17:02.881Z,,10.5,,,,54,
2018-02-03T01:17:12.877Z,,10.5,,44.3,,54,
2018-02-03T01:17:23.073Z,1,10.5,,47.2,44,54,0
2018-02-03T01:17:32.906Z,,10.7,,40.6,31,54,
2018-02-03T01:17:42.868Z,,12,,32.8,29,54,
2018-02-03T01:17:52.933Z,,13.2,,36.4,29,54,
2018-02-03T01:18:07.918Z,0,13.9,5,35.3,30,54,0
2018-02-03T01:18:12.823Z,0,14.7,,32.7,0,54,0
2018-02-03T01:18:22.838Z,,14.8,,30.9,,54,
2018-02-03T01:18:32.803Z,,14.8,,29.9,,54,
2018-02-03T01:18:42.804Z,,14.5,,28.8,,54,
2018-02-03T01:18:57.985Z,,14.2,,27.7,,54,
2018-02-03T01:19:02.805Z,,14,,26.9,,54,
2018-02-03T01:19:12.852Z,,13.9,,26.4,,54,
2018-02-03T01:19:22.808Z,,13.6,,25.9,,54,
2018-02-03T01:19:32.845Z,,13.4,,25.5,,54,
2018-02-03T01:19:42.875Z,,13.2,,24.9,,54,
2018-02-03T01:19:52.905Z,,13.1,,24.8,,54,
2018-02-03T01:20:02.806Z,,12.9,,24.6,,54,
2018-02-03T01:20:12.805Z,,12.8,,24.3,,54,
2018-02-03T01:20:22.867Z,,12.6,,24.2,,54,
2018-02-03T01:20:32.826Z,,12.6,,24,,54,
