Time,PrimTSet,HwTOutlet,PrimT,HwTSet,HwActive,ActPow,ChActive
2017-12-13T04:07:13.221Z,,39.4,,54,,,
2017-12-13T04:07:23.221Z,,39.4,,54,,,
2017-12-13T04:07:33.222Z,,39.4,,54,,,
2017-12-13T04:07:43.223Z,,39.4,,54,,,
2017-12-13T04:07:53.222Z,,39.5,,54,,,
2017-12-13T04:08:03.225Z,,39.5,,54,,,
2017-12-13T04:08:13.223Z,,39.5,,54,,,
2017-12-13T04:08:23.227Z,,39.5,,54,,,
2017-12-13T04:08:33.227Z,,39.5,,54,,,
2017-12-13T04:08:43.223Z,,39.5,,54,,,
2017-12-13T04:08:53.227Z,,39.5,,54,,,
2017-12-13T04:09:03.224Z,,39.5,,54,,,
2017-12-13T04:09:13.222Z,,39.4,,54,,30,
2017-12-13T04:09:23.229Z,,39.4,,54,,29,
2017-12-13T04:09:33.224Z,,39.4,,54,,,
2017-12-13T04:09:43.224Z,,39.4,,54,,,
2017-12-13T04:09:53.224Z,,39.4,,54,,,
2017-12-13T04:10:03.222Z,,39.4,,54,,,
2017-12-13T04:10:13.225Z,,39.4,,54,,30,
2017-12-13T04:10:23.225Z,,39.4,,54,,29,
2017-12-13T04:10:33.230Z,,39.4,,54,,,
2017-12-13T04:10:43.225Z,,39.4,,54,,,
2017-12-13T04:10:53.228Z,,39.4,,54,,,
2017-12-13T04:11:03.225Z,,39.3,,54,,,
2017-12-13T04:11:13.226Z,,39.4,,54,,,
2017-12-13T04:11:23.226Z,,39.3,,54,,,
2017-12-13T04:11:33.226Z,,39.3,,54,,30,
2017-12-13T04:11:43.226Z,,39.3,,54,,,
2017-12-13T04:11:53.224Z,,39.3,,54,,29,
2017-12-13T04:12:03.227Z,,39.3,64.4,54,,30,
2017-12-13T04:12:13.228Z,,39.3,64.2,54,,29,
2017-12-13T04:12:23.226Z,,39.3,,54,,,
2017-12-13T04:12:33.227Z,,39.3,,54,,,
2017-12-13T04:12:43.227Z,,39.3,64.4,54,,,
2017-12-13T04:12:53.224Z,,39.3,64.2,54,,,
2017-12-13T04:13:03.227Z,,,64.4,,,,
2017-12-13T04:13:13.227Z,,39.3,,54,,,
2017-12-13T04:13:23.225Z,,39.3,64.2,54,,,
2017-12-13T04:13:33.227Z,,39.3,64.4,54,,,
2017-12-13T04:13:43.227Z,,39.3,,54,,,
2017-12-13T04:13:53.234Z,,39.4,64.2,54,,,
2017-12-13T04:14:03.230Z,,39.3,,54,,,
2017-12-13T04:14:13.231Z,,39.3,,54,,,
2017-12-13T04:14:23.229Z,,39.3,64.4,54,,,
2017-12-13T04:14:33.229Z,,39.3,,54,,,
2017-12-13T04:14:43.229Z,,39.3,,54,,,
2017-12-13T04:14:53.230Z,,39.3,,54,,,
2017-12-13T04:15:03.229Z,,39.3,,54,,,
2017-12-13T04:15:13.226Z,,39.3,,54,,,
2017-12-13T04:15:23.225Z,,39.3,,54,,,
2017-12-13T04:15:33.227Z,,39.3,,54,,,
2017-12-13T04:15:43.230Z,,39.3,,54,,,
2017-12-13T04:15:53.236Z,,39.3,,54,,,
2017-12-13T04:16:03.227Z,,39.3,,54,,,
2017-12-13T04:16:13.228Z,,39.3,,54,,,
2017-12-13T04:16:23.228Z,,39.3,,54,,30,
2017-12-13T04:16:33.228Z,,39.4,,54,,29,
2017-12-13T04:16:43.226Z,,39.4,,54,,,
2017-12-13T04:16:53.228Z,,39.4,,54,,,
2017-12-13T04:17:03.232Z,,39.4,,54,,,
2017-12-13T04:17:13.228Z,,39.4,,54,,,
2017-12-13T04:17:23.230Z,,39.4,,54,,,
2017-12-13T04:17:33.238Z,,39.4,,54,,,
2017-12-13T04:17:43.237Z,,39.4,,54,,,
2017-12-13T04:17:53.240Z,,39.5,,54,,,
2017-12-13T04:18:03.235Z,,39.4,,54,,,
2017-12-13T04:18:13.233Z,,39.4,,54,,,
2017-12-13T04:18:23.233Z,,39.4,,54,,,
2017-12-13T04:18:33.234Z,,39.4,,54,,,
2017-12-13T04:18:43.229Z,,39.4,,54,,,
2017-12-13T04:18:53.229Z,,39.4,,54,,,
2017-12-13T04:19:03.227Z,,39.4,,54,,,
2017-12-13T04:19:13.233Z,,39.5,,54,,,
2017-12-13T04:19:23.230Z,,39.5,,54,,,
2017-12-13T04:19:33.230Z,,39.5,,54,,,
2017-12-13T04:19:43.232Z,,39.5,,54,,,
2017-12-13T04:19:53.231Z,,39.5,,54,,,
2017-12-13T04:20:03.233Z,,39.5,,54,,,
2017-12-13T04:20:13.234Z,,39.5,,54,,,
2017-12-13T04:20:23.228Z,,39.4,64.2,54,,,
2017-12-13T04:20:33.235Z,,39.5,,54,,,
2017-12-13T04:20:43.230Z,,39.5,,54,,,
2017-12-13T04:20:53.237Z,,39.5,,54,,,
2017-12-13T04:21:03.237Z,,39.5,,54,,,
2017-12-13T04:21:13.235Z,,39.5,,54,,,
2017-12-13T04:21:23.229Z,,39.5,,54,,,
2017-12-13T04:21:33.228Z,,39.6,,54,,,
2017-12-13T04:21:43.230Z,,39.6,,54,,30,
2017-12-13T04:21:53.229Z,,39.6,,54,,29,
2017-12-13T04:22:03.234Z,,39.6,,54,,,
2017-12-13T04:22:13.252Z,,39.7,,54,,,
2017-12-13T04:22:23.231Z,,39.6,,54,,,
2017-12-13T04:22:33.233Z,,39.7,,54,,,
2017-12-13T04:22:43.231Z,,39.7,64.1,54,,,
2017-12-13T04:22:53.229Z,,39.6,,54,,,
2017-12-13T04:23:03.236Z,,39.6,,54,,,
2017-12-13T04:23:13.233Z,,39.6,,54,,,
2017-12-13T04:23:23.235Z,,39.6,,54,,,
2017-12-13T04:23:33.238Z,,39.5,,54,,,
2017-12-13T04:23:43.234Z,,39.6,64,54,,,
2017-12-13T04:23:53.230Z,,39.6,64.1,54,,,
2017-12-13T04:24:03.240Z,,39.6,64,54,,,
2017-12-13T04:24:13.236Z,,39.6,,54,,,
2017-12-13T04:24:23.231Z,,39.5,,54,,,
2017-12-13T04:24:33.231Z,,39.5,,54,,,
2017-12-13T04:24:43.232Z,,39.5,63.9,54,,,
2017-12-13T04:24:53.232Z,,39.5,63.9,54,,,
2017-12-13T04:25:03.232Z,,39.5,,54,,30,
2017-12-13T04:25:13.234Z,,39.5,,54,,29,
2017-12-13T04:25:23.231Z,,39.4,,54,,,
2017-12-13T04:25:33.231Z,,39.4,63.8,54,,30,
2017-12-13T04:25:43.237Z,,39.4,,54,,29,
2017-12-13T04:25:53.232Z,,39.4,,54,,30,
2017-12-13T04:26:03.239Z,,39.4,,54,,29,
2017-12-13T04:26:13.233Z,,39.4,,54,,30,
2017-12-13T04:26:23.235Z,,39.5,,54,,29,
2017-12-13T04:26:33.231Z,,39.5,63.6,54,,,
2017-12-13T04:26:43.233Z,,39.5,,54,,,
2017-12-13T04:26:53.233Z,,39.5,,54,,,
2017-12-13T04:27:13.235Z,,39.5,,54,,30,
2017-12-13T04:27:23.234Z,,39.5,,54,,29,
2017-12-13T04:27:33.237Z,,39.4,,54,,,
2017-12-13T04:27:43.234Z,,39.4,,54,,,
2017-12-13T04:27:53.235Z,,39.4,,54,,,
2017-12-13T04:28:13.238Z,,39.5,,54,,30,
2017-12-13T04:28:23.234Z,,39.5,63.5,54,,29,
2017-12-13T04:28:33.235Z,,39.5,,54,,,
2017-12-13T04:28:43.235Z,,39.5,,54,,,
2017-12-13T04:28:53.236Z,,39.5,,54,,,
2017-12-13T04:29:03.235Z,,39.4,,54,,,
2017-12-13T04:29:13.237Z,,39.4,,54,,,
2017-12-13T04:29:23.236Z,,39.4,,54,,30,
2017-12-13T04:29:33.236Z,,39.4,,54,,29,
2017-12-13T04:29:43.237Z,,39.4,,54,,30,
2017-12-13T04:29:53.237Z,,39.5,,54,,29,
2017-12-13T04:30:03.235Z,,39.6,,54,,,
2017-12-13T04:30:13.240Z,,39.7,,54,,,
2017-12-13T04:30:23.233Z,,39.6,,54,,,
2017-12-13T04:30:33.233Z,,39.7,,54,,,
2017-12-13T04:30:43.238Z,,39.7,,54,,,
2017-12-13T04:30:53.238Z,,39.7,,54,,,
2017-12-13T04:31:03.238Z,,39.6,,54,,,
2017-12-13T04:31:13.234Z,,39.7,,54,,,
2017-12-13T04:31:23.241Z,,39.6,,54,,30,
2017-12-13T04:31:33.239Z,,39.6,,54,,,
2017-12-13T04:31:43.235Z,,39.6,,54,,29,
2017-12-13T04:31:53.234Z,,39.5,,54,,30,
2017-12-13T04:32:03.237Z,,39.4,,54,,29,
2017-12-13T04:32:13.239Z,,39.2,,54,,,
2017-12-13T04:32:23.244Z,,39.1,,54,,,
2017-12-13T04:32:33.237Z,,39.1,,54,,,
2017-12-13T04:32:43.235Z,,39.2,,54,,,
2017-12-13T04:32:53.236Z,,39.2,,54,,,
2017-12-13T04:33:03.236Z,,39.2,,54,,,
2017-12-13T04:33:13.241Z,,39.1,,54,,,
2017-12-13T04:33:23.238Z,,38.9,,54,,,
2017-12-13T04:33:33.237Z,,38.9,,54,,,
2017-12-13T04:33:43.240Z,,38.9,,54,,,
2017-12-13T04:33:53.240Z,,38.9,,54,,,
2017-12-13T04:34:03.234Z,,39.1,,54,,,
2017-12-13T04:34:13.242Z,,39.1,,54,,,
2017-12-13T04:34:23.242Z,,38.9,,54,,,
2017-12-13T04:34:33.242Z,,38.9,,54,,,
2017-12-13T04:34:43.242Z,,38.9,,54,,,
2017-12-13T04:34:53.244Z,,38.9,63.6,54,,,
2017-12-13T04:35:03.243Z,,39.1,,54,,,
2017-12-13T04:35:13.241Z,,39.1,,54,,,
2017-12-13T04:35:23.236Z,,39.1,,54,,30,
2017-12-13T04:35:33.243Z,,39.1,,54,,29,
2017-12-13T04:35:43.248Z,,39.1,,54,,30,
2017-12-13T04:35:53.240Z,,39.1,,54,,29,
2017-12-13T04:36:03.239Z,,39.1,,54,,,
2017-12-13T04:36:13.239Z,,39.1,,54,,30,
2017-12-13T04:36:23.241Z,,39.1,,54,,29,
2017-12-13T04:36:33.237Z,,39.2,,54,,,
2017-12-13T04:36:43.245Z,,39.2,,54,,,
2017-12-13T04:36:53.243Z,,39.2,,54,,,
2017-12-13T04:37:03.241Z,,39.3,,54,,,
2017-12-13T04:37:23.245Z,,39.3,,54,,,
2017-12-13T04:37:33.245Z,,39.3,,54,,,
2017-12-13T04:37:43.331Z,,39.3,63.8,54,,,
2017-12-13T04:37:53.260Z,,39.3,,54,,,
2017-12-13T04:38:13.254Z,,39.3,,54,,,
2017-12-13T04:38:23.242Z,,39.3,,54,,,
2017-12-13T04:38:33.250Z,,39.4,,54,,,
2017-12-13T04:38:43.240Z,,39.4,,54,,30,
2017-12-13T04:38:53.265Z,,39.4,,54,,29,
2017-12-13T04:39:03.244Z,,39.4,,54,,,
2017-12-13T04:39:13.254Z,,39.4,,54,,30,
2017-12-13T04:39:23.252Z,,39.4,,54,,29,
2017-12-13T04:39:33.244Z,,39.4,,54,,,
2017-12-13T04:39:43.246Z,,39.4,,54,,,
2017-12-13T04:39:53.265Z,,,63.9,,,,
2017-12-13T04:40:03.256Z,,39.4,,54,,,
2017-12-13T04:40:13.239Z,,39.4,,54,,,
2017-12-13T04:40:33.249Z,,39.3,,54,,,
2017-12-13T04:40:43.258Z,,39.3,,54,,,
2017-12-13T04:40:53.261Z,,39.3,,54,,,
2017-12-13T04:41:03.292Z,,39.3,,54,,,
2017-12-13T04:41:13.240Z,,39.3,,54,,,
2017-12-13T04:41:33.242Z,,39.4,,54,,,
2017-12-13T04:41:43.240Z,,39.4,,54,,,
2017-12-13T04:42:03.240Z,,39.5,,54,,,
2017-12-13T04:42:13.244Z,,39.5,,54,,,
2017-12-13T04:42:23.243Z,,,64,,,29,
2017-12-13T04:42:33.245Z,,39.5,63.9,54,,,
2017-12-13T04:42:43.242Z,,39.4,,54,,,
2017-12-13T04:42:53.248Z,,39.4,64,54,,,
2017-12-13T04:43:03.277Z,,39.4,,54,,,
2017-12-13T04:43:13.245Z,,,64,,,,
2017-12-13T04:43:23.246Z,,39.3,,54,,,
2017-12-13T04:43:33.247Z,,39.3,,54,,,
2017-12-13T04:43:53.245Z,,39.4,,54,,,
2017-12-13T04:44:13.243Z,,39.4,,54,,,
2017-12-13T04:44:23.243Z,,39.4,,54,,,
2017-12-13T04:44:33.243Z,,39.4,,54,,,
2017-12-13T04:44:43.243Z,,39.4,,54,,,
2017-12-13T04:44:53.242Z,,39.4,,54,,,
2017-12-13T04:45:03.244Z,,39.3,,54,,,
2017-12-13T04:45:13.248Z,,39.4,,54,,30,
2017-12-13T04:45:23.243Z,,39.4,,54,,29,
2017-12-13T04:45:33.244Z,,39.5,,54,,,
2017-12-13T04:45:43.244Z,,39.5,,54,,,
2017-12-13T04:45:53.246Z,,,,,,30,
2017-12-13T04:46:03.245Z,,39.5,,54,,29,
2017-12-13T04:46:13.242Z,,39.5,,54,,,
2017-12-13T04:46:23.245Z,,39.4,64.1,54,,,
2017-12-13T04:46:33.242Z,,39.4,,54,,,
2017-12-13T04:46:43.243Z,,39.3,,54,,,
2017-12-13T04:47:03.245Z,,39.4,,54,,,
2017-12-13T04:47:13.250Z,,39.4,,54,,,
2017-12-13T04:47:33.244Z,,39.4,,54,,,
2017-12-13T04:47:53.261Z,,39.4,,54,,,
2017-12-13T04:48:13.249Z,,39.3,,54,,,
2017-12-13T04:48:23.254Z,,39.3,,54,,,
2017-12-13T04:48:33.243Z,,39.4,,54,,30,
2017-12-13T04:48:43.246Z,,39.4,,54,,29,
2017-12-13T04:49:03.255Z,,39.4,,54,,,
2017-12-13T04:49:23.246Z,,39.4,,54,,,
2017-12-13T04:49:33.247Z,,39.4,,54,,,
2017-12-13T04:49:53.248Z,,39.4,,54,,,
2017-12-13T04:50:03.254Z,,39.5,,54,,,
2017-12-13T04:50:13.247Z,,39.5,,54,,,
2017-12-13T04:50:33.250Z,,39.5,,54,,,
2017-12-13T04:50:43.250Z,,39.5,,54,,,
2017-12-13T04:51:03.248Z,,39.5,,54,,,
2017-12-13T04:51:23.247Z,,39.5,,54,,,
2017-12-13T04:51:33.246Z,,39.5,,54,,,
2017-12-13T04:51:43.246Z,,,,,,30,
2017-12-13T04:51:53.247Z,,39.6,,54,,29,
2017-12-13T04:52:03.247Z,,39.6,,54,,,
2017-12-13T04:52:13.254Z,,39.6,64.2,54,,,
2017-12-13T04:52:23.246Z,,,64.2,,,,
2017-12-13T04:52:33.254Z,,39.6,,54,,,
2017-12-13T04:52:43.252Z,,39.5,,54,,,
2017-12-13T04:53:03.251Z,,39.5,,54,,,
2017-12-13T04:53:13.252Z,,39.5,,54,,,
2017-12-13T04:53:33.254Z,,39.5,,54,,,
2017-12-13T04:53:43.254Z,,39.5,,54,,,
2017-12-13T04:54:03.251Z,,39.5,,54,,,
2017-12-13T04:54:23.252Z,,39.4,,54,,,
2017-12-13T04:54:33.259Z,,39.5,,54,,,
2017-12-13T04:54:43.255Z,61,,64.2,,0,29,2
2017-12-13T04:54:53.249Z,,39.5,,54,,,
2017-12-13T04:55:03.252Z,,39.5,,54,,,
2017-12-13T04:55:23.250Z,,39.5,,54,,,
2017-12-13T04:55:33.383Z,,39.5,,54,,,
2017-12-13T04:55:53.247Z,,39.5,,54,,,
2017-12-13T04:56:03.254Z,,39.5,,54,,,
2017-12-13T04:56:13.253Z,,39.5,,54,,,
2017-12-13T04:56:33.256Z,,39.4,,54,,30,
2017-12-13T04:56:43.247Z,,39.4,,54,,,
2017-12-13T04:56:53.254Z,,,,,,29,
2017-12-13T04:57:03.250Z,,39.4,,54,,,
2017-12-13T04:57:13.253Z,,39.5,,54,,,
2017-12-13T04:57:23.249Z,,39.4,,54,,,
2017-12-13T04:57:33.250Z,,39.5,,54,,,
2017-12-13T04:57:53.251Z,,39.5,,54,,,
2017-12-13T04:58:03.250Z,,39.5,,54,,,
2017-12-13T04:58:23.259Z,,39.5,,54,,,
2017-12-13T04:58:33.258Z,,39.5,,54,,,
2017-12-13T04:58:43.267Z,,39.5,,54,,,
2017-12-13T04:59:03.263Z,,39.5,,54,,,
2017-12-13T04:59:13.263Z,,39.5,,54,,,
2017-12-13T04:59:23.259Z,,39.4,,54,,,
2017-12-13T04:59:43.253Z,,39.4,,54,,,
2017-12-13T04:59:53.256Z,,39.3,,54,,,
2017-12-13T05:00:03.258Z,,39.4,,54,,,
2017-12-13T05:00:13.259Z,,39.4,,54,,,
2017-12-13T05:00:23.279Z,,39.4,,54,,30,
2017-12-13T05:00:33.271Z,,39.4,64.4,54,,,
2017-12-13T05:00:43.258Z,,39.4,,54,,29,
2017-12-13T05:00:53.266Z,,39.4,,54,,,
2017-12-13T05:01:03.281Z,,39.4,,54,,,
2017-12-13T05:01:13.272Z,,39.4,,54,,,
2017-12-13T05:01:23.267Z,,39.4,,54,,,
2017-12-13T05:01:33.261Z,,39.4,,54,,,
2017-12-13T05:01:43.252Z,,39.4,,54,,,
2017-12-13T05:01:53.253Z,,39.4,,54,,,
2017-12-13T05:02:03.252Z,,39.5,,54,,,
2017-12-13T05:02:13.257Z,,39.5,,54,,,
2017-12-13T05:02:23.253Z,,39.5,,54,,,
2017-12-13T05:02:33.253Z,,39.5,,54,,,
2017-12-13T05:02:53.254Z,,39.5,,54,,30,
2017-12-13T05:03:03.264Z,,39.5,,54,,,
2017-12-13T05:03:13.257Z,,,,,,29,
2017-12-13T05:03:23.252Z,,39.5,,54,,,
2017-12-13T05:03:33.252Z,,39.7,,54,,,
2017-12-13T05:03:53.254Z,,39.7,,54,,,
2017-12-13T05:04:03.254Z,,39.6,,54,,,
2017-12-13T05:04:13.261Z,,39.6,,54,,30,
2017-12-13T05:04:23.350Z,,39.6,,54,,29,
2017-12-13T05:04:33.324Z,,39.6,,54,,,
2017-12-13T05:04:53.348Z,,39.6,,54,,29,
2017-12-13T05:05:03.256Z,,39.6,,54,,,
2017-12-13T05:05:13.262Z,,39.6,,54,,,
2017-12-13T05:05:23.257Z,,39.6,,54,,,
2017-12-13T05:05:33.253Z,,39.6,,54,,,
2017-12-13T05:05:43.257Z,,39.6,,54,,,
2017-12-13T05:05:53.253Z,,39.7,,54,,,
2017-12-13T05:06:03.256Z,,39.7,,54,,,
2017-12-13T05:06:23.258Z,,39.6,,54,,,
2017-12-13T05:06:33.255Z,,39.6,,54,,,
2017-12-13T05:06:53.256Z,,39.6,,54,,,
2017-12-13T05:07:03.382Z,,39.5,,54,,,
2017-12-13T05:07:13.258Z,,,,,,30,
2017-12-13T05:07:23.258Z,,39.5,,54,,,
2017-12-13T05:07:33.284Z,,39.5,,54,,29,
2017-12-13T05:07:43.254Z,,39.5,,54,,,
2017-12-13T05:07:53.273Z,,39.5,,54,,,
2017-12-13T05:08:03.280Z,,39.6,,54,,,
2017-12-13T05:08:13.277Z,,39.6,,54,,,
2017-12-13T05:08:23.257Z,,39.6,,54,,,
2017-12-13T05:08:33.269Z,,39.6,,54,,,
2017-12-13T05:08:43.288Z,,39.6,,54,,,
2017-12-13T05:08:53.261Z,,39.6,,54,,,
2017-12-13T05:09:03.257Z,,39.5,,54,,,
2017-12-13T05:09:13.256Z,,39.5,,54,,30,
2017-12-13T05:09:23.259Z,,39.5,,54,,,
2017-12-13T05:09:33.256Z,,39.5,,54,,,
2017-12-13T05:09:43.255Z,,39.5,,54,,29,
2017-12-13T05:09:53.262Z,,39.6,,54,,,
2017-12-13T05:10:03.259Z,,39.6,,54,,,
2017-12-13T05:10:13.261Z,,39.6,,54,,,
2017-12-13T05:10:23.255Z,,39.6,,54,,,
2017-12-13T05:10:33.259Z,,39.5,,54,,,
2017-12-13T05:10:43.260Z,,39.5,,54,,,
2017-12-13T05:10:53.258Z,,39.5,,54,,,
2017-12-13T05:11:03.255Z,,39.5,,54,,,
2017-12-13T05:11:13.264Z,,39.6,,54,,,
2017-12-13T05:11:23.259Z,,39.6,,54,,,
2017-12-13T05:11:33.264Z,,39.6,,54,,,
2017-12-13T05:11:43.281Z,,39.6,,54,,30,
2017-12-13T05:11:53.261Z,,39.6,,54,,29,
2017-12-13T05:12:03.264Z,,39.5,64.5,54,,,
2017-12-13T05:12:13.272Z,,39.6,64.4,54,,,
2017-12-13T05:12:23.269Z,,39.5,64.5,54,,,
2017-12-13T05:12:33.260Z,,39.7,,54,,30,
2017-12-13T05:12:43.258Z,,39.7,,54,,29,
2017-12-13T05:12:53.261Z,,39.7,,54,,,
2017-12-13T05:13:03.262Z,,39.7,,54,,,
2017-12-13T05:13:13.263Z,,39.6,,54,,,
2017-12-13T05:13:23.263Z,,39.6,,54,,,
2017-12-13T05:13:33.262Z,,39.7,,54,,,
2017-12-13T05:13:43.262Z,,39.7,,54,,,
2017-12-13T05:13:53.266Z,,39.7,,54,,,
2017-12-13T05:14:03.266Z,,39.7,,54,,,
2017-12-13T05:14:13.266Z,,39.6,,54,,,
2017-12-13T05:14:23.264Z,,39.6,,54,,30,
2017-12-13T05:14:33.258Z,,39.7,,54,,29,
2017-12-13T05:14:43.268Z,,39.7,64.4,54,,,
2017-12-13T05:14:53.260Z,,39.8,64.5,54,,,
2017-12-13T05:15:03.258Z,,39.8,,54,,,
2017-12-13T05:15:13.265Z,,39.8,,54,,,
2017-12-13T05:15:23.262Z,,39.8,64.4,54,,,
2017-12-13T05:15:33.259Z,,39.8,,54,,,
2017-12-13T05:15:43.258Z,,39.8,64.5,54,,,
2017-12-13T05:15:53.296Z,,39.7,,54,,,
2017-12-13T05:16:03.258Z,,39.7,,54,,,
2017-12-13T05:16:13.265Z,,39.7,,54,,,
2017-12-13T05:16:23.266Z,,39.8,,54,,,
2017-12-13T05:16:33.259Z,,39.8,,54,,,
2017-12-13T05:16:43.432Z,,39.8,,54,,,
2017-12-13T05:16:53.301Z,,39.8,,54,,,
2017-12-13T05:17:03.281Z,,39.7,,54,,,
2017-12-13T05:17:13.264Z,,39.8,,54,,,
2017-12-13T05:17:23.258Z,,39.7,,54,,,
2017-12-13T05:17:33.260Z,,39.8,,54,,,
2017-12-13T05:17:43.262Z,,39.8,,54,,,
2017-12-13T05:17:53.261Z,,39.8,,54,,30,
2017-12-13T05:18:03.261Z,,39.8,,54,,29,
2017-12-13T05:18:13.271Z,,39.8,,54,,,
2017-12-13T05:18:23.259Z,,39.7,,54,,,
2017-12-13T05:18:33.262Z,,39.7,,54,,30,
2017-12-13T05:18:43.261Z,,39.8,,54,,29,
2017-12-13T05:18:53.263Z,,39.8,,54,,,
2017-12-13T05:19:03.274Z,,39.8,,54,,,
2017-12-13T05:19:13.294Z,,39.8,,54,,,
2017-12-13T05:19:23.267Z,,39.8,,54,,,
2017-12-13T05:19:33.263Z,,39.7,,54,,,
2017-12-13T05:19:43.267Z,,39.7,,54,,,
2017-12-13T05:19:53.260Z,,39.6,,54,,,
2017-12-13T05:20:03.264Z,,39.7,,54,,,
2017-12-13T05:20:13.270Z,,39.7,,54,,,
2017-12-13T05:20:23.261Z,,39.8,,54,,,
2017-12-13T05:20:33.261Z,,39.8,,54,,,
2017-12-13T05:20:43.265Z,,39.8,,54,,,
2017-12-13T05:20:53.267Z,,39.7,,54,,,
2017-12-13T05:21:03.265Z,,39.7,,54,,,
2017-12-13T05:21:13.270Z,,39.7,,54,,,
2017-12-13T05:21:23.266Z,,39.7,,54,,,
2017-12-13T05:21:33.260Z,,39.8,,54,,,
2017-12-13T05:21:43.263Z,,39.8,,54,,,
2017-12-13T05:21:53.262Z,,39.8,,54,,,
2017-12-13T05:22:03.262Z,,39.8,,54,,,
2017-12-13T05:22:13.268Z,,39.7,,54,,,
2017-12-13T05:22:23.270Z,,39.7,,54,,,
2017-12-13T05:22:33.266Z,,39.7,,54,,,
2017-12-13T05:22:43.263Z,,39.8,,54,,,
2017-12-13T05:22:53.262Z,,39.8,,54,,,
2017-12-13T05:23:03.263Z,,39.8,,54,,,
2017-12-13T05:23:13.268Z,,39.7,,54,,,
2017-12-13T05:23:23.263Z,,39.7,,54,,,
2017-12-13T05:23:33.266Z,,39.7,,54,,,
2017-12-13T05:23:43.266Z,,39.7,,54,,30,
2017-12-13T05:23:53.268Z,,39.7,,54,,29,
2017-12-13T05:24:03.263Z,,39.7,,54,,30,
2017-12-13T05:24:13.268Z,,39.7,,54,,29,
2017-12-13T05:24:23.267Z,,39.7,,54,,30,
2017-12-13T05:24:33.276Z,,39.7,,54,,29,
2017-12-13T05:24:43.269Z,,39.7,,54,,,
2017-12-13T05:24:53.273Z,,39.7,,54,,,
2017-12-13T05:25:03.277Z,,39.8,,54,,,
2017-12-13T05:25:13.270Z,,39.8,,54,,,
2017-12-13T05:25:23.263Z,,39.8,,54,,,
2017-12-13T05:25:33.297Z,,39.8,,54,,,
2017-12-13T05:25:43.265Z,,39.8,,54,,,
2017-12-13T05:25:53.266Z,,39.8,,54,,,
2017-12-13T05:26:03.265Z,,39.8,,54,,,
2017-12-13T05:26:13.271Z,,39.7,,54,,,
2017-12-13T05:26:23.275Z,,39.7,,54,,,
2017-12-13T05:26:33.306Z,,39.7,,54,,,
2017-12-13T05:26:43.269Z,,39.6,64.4,54,,,
2017-12-13T05:26:53.324Z,,39.7,,54,,,
2017-12-13T05:27:03.285Z,,39.7,,54,,,
2017-12-13T05:27:13.270Z,,39.7,,54,,30,
2017-12-13T05:27:23.271Z,,39.7,,54,,29,
2017-12-13T05:27:33.267Z,,39.8,,54,,,
2017-12-13T05:27:43.268Z,,39.8,,54,,,
2017-12-13T05:27:53.273Z,,39.8,,54,,,
2017-12-13T05:28:03.273Z,,39.8,,54,,,
2017-12-13T05:28:13.282Z,,39.7,,54,,,
2017-12-13T05:28:23.287Z,,39.7,,54,,30,
2017-12-13T05:28:33.266Z,,39.7,64.2,54,,29,
2017-12-13T05:28:43.277Z,,39.7,,54,,,
2017-12-13T05:28:53.267Z,,39.7,,54,,30,
2017-12-13T05:29:03.268Z,,39.7,,54,,29,
2017-12-13T05:29:13.269Z,,39.7,,54,,,
2017-12-13T05:29:23.269Z,,39.7,,54,,30,
2017-12-13T05:29:33.271Z,,39.8,,54,,29,
2017-12-13T05:29:43.275Z,,39.8,64.1,54,,,
2017-12-13T05:29:53.268Z,,39.7,,54,,,
2017-12-13T05:30:03.272Z,,39.7,,54,,,
2017-12-13T05:30:13.272Z,,39.7,,54,,,
2017-12-13T05:30:23.274Z,,39.7,,54,,,
2017-12-13T05:30:33.274Z,,39.7,64,54,,,
2017-12-13T05:30:43.269Z,,39.6,,54,,,
2017-12-13T05:30:53.275Z,,39.6,,54,,,
2017-12-13T05:31:03.266Z,,39.6,,54,,,
2017-12-13T05:31:13.271Z,,39.6,63.9,54,,,
2017-12-13T05:31:23.268Z,,39.6,,54,,,
2017-12-13T05:31:33.276Z,,39.6,,54,,,
2017-12-13T05:31:43.266Z,,39.6,,54,,,
2017-12-13T05:31:53.270Z,,39.6,,54,,,
2017-12-13T05:32:03.271Z,,39.6,63.8,54,,,
2017-12-13T05:32:13.272Z,,39.6,,54,,,
2017-12-13T05:32:23.272Z,,39.6,,54,,,
2017-12-13T05:32:33.268Z,,39.6,,54,,,
2017-12-13T05:32:43.274Z,,39.6,,54,,,
2017-12-13T05:32:56.218Z,,39.6,,54,,,
2017-12-13T05:33:03.275Z,,39.6,63.6,54,,,
2017-12-13T05:33:13.269Z,,39.6,,54,,,
2017-12-13T05:33:23.269Z,,39.6,,54,,,
2017-12-13T05:33:33.270Z,,39.6,,54,,30,
2017-12-13T05:33:43.270Z,,39.6,,54,,,
2017-12-13T05:33:53.269Z,,39.6,,54,,29,
2017-12-13T05:34:03.272Z,,39.6,,54,,,
2017-12-13T05:34:13.272Z,,39.6,,54,,,
2017-12-13T05:34:23.270Z,,39.6,,54,,,
2017-12-13T05:34:33.270Z,,39.5,,54,,,
2017-12-13T05:34:43.270Z,,39.5,,54,,,
2017-12-13T05:34:53.270Z,,39.5,63.5,54,,,
