Time,ActPow,PrimT,HwActive,ChActive,HwTOutlet,PrimTSet,HwTSet
2017-11-21T06:23:38.212Z,29,63.2,,,51.4,,54
2017-11-21T06:23:48.120Z,,63.5,,,51.3,,54
2017-11-21T06:23:58.128Z,,63.9,,,51.3,,54
2017-11-21T06:24:08.126Z,,64.1,,,51.3,,54
2017-11-21T06:24:23.286Z,,64.2,,,51.3,,54
2017-11-21T06:24:28.158Z,,64.6,,,51.3,,54
2017-11-21T06:24:38.175Z,,64.7,,,51.3,,54
2017-11-21T06:24:48.121Z,,64.9,,,51.2,,54
2017-11-21T06:24:58.136Z,0,63.8,0,2,51.2,,54
2017-11-21T06:25:08.128Z,,61.6,,,51.2,,54
2017-11-21T06:25:18.125Z,,60.8,,,51.3,,54
2017-11-21T06:25:28.218Z,,59.6,,,51.3,,54
2017-11-21T06:25:38.245Z,,58.7,,,51.3,,54
2017-11-21T06:25:48.157Z,,57.8,,,51.3,,54
2017-11-21T06:25:58.124Z,,57.1,,,51.4,,54
2017-11-21T06:26:08.125Z,,56.4,,,51.4,,54
2017-11-21T06:26:18.149Z,,55.9,,,51.4,,54
2017-11-21T06:26:28.132Z,,55.3,,,51.4,,54
2017-11-21T06:26:38.217Z,,54.9,,,51.4,,54
2017-11-21T06:26:48.129Z,,54.5,,,51.4,,54
2017-11-21T06:26:58.134Z,45,55.5,0,2,51.4,,54
2017-11-21T06:27:08.133Z,33,58.3,,,51.4,,54
2017-11-21T06:27:18.144Z,29,,,,51.5,,54
2017-11-21T06:27:28.125Z,,59.5,,,51.5,,54
2017-11-21T06:27:43.267Z,29,60.2,,,51.5,,54
2017-11-21T06:27:48.135Z,,60.9,,,51.5,,54
2017-11-21T06:27:58.215Z,29,61.6,,,51.5,,54
2017-11-21T06:28:08.142Z,,62.2,,,51.5,,54
2017-11-21T06:28:18.131Z,,62.7,,,51.5,,54
2017-11-21T06:28:33.315Z,,63.2,,,51.5,,54
2017-11-21T06:28:38.166Z,,63.5,,,51.5,,54
2017-11-21T06:28:48.127Z,,63.9,,,51.5,,54
2017-11-21T06:28:58.126Z,30,64.1,,,51.5,,54
2017-11-21T06:29:08.126Z,29,64.5,,,51.5,,54
2017-11-21T06:29:18.123Z,,64.7,,,51.4,,54
2017-11-21T06:29:28.163Z,30,64.9,,,51.5,,54
2017-11-21T06:29:38.230Z,0,63.4,0,2,51.4,,54
2017-11-21T06:29:48.157Z,,61.6,,,51.5,,54
2017-11-21T06:29:58.124Z,,60.8,,,51.5,,54
2017-11-21T06:30:08.134Z,,59.6,,,51.5,,54
2017-11-21T06:30:18.148Z,,58.8,,,51.5,,54
2017-11-21T06:30:28.129Z,,57.9,,,51.5,,54
2017-11-21T06:30:38.258Z,,57.3,,,51.5,,54
2017-11-21T06:30:48.194Z,,56.7,,,51.5,,54
2017-11-21T06:30:58.130Z,,56.1,,,51.5,,54
2017-11-21T06:31:08.221Z,,55.6,,,51.5,,54
2017-11-21T06:31:18.129Z,,55.2,,,51.6,,54
2017-11-21T06:31:28.133Z,,54.8,,,51.6,,54
2017-11-21T06:31:38.216Z,,54.5,,,51.6,,54
2017-11-21T06:31:48.128Z,,54.1,,,51.6,,54
2017-11-21T06:31:58.144Z,44,54.5,0,2,51.6,,54
2017-11-21T06:32:08.130Z,34,58.2,,,51.6,,54
2017-11-21T06:32:18.124Z,29,58.3,,,51.6,,54
2017-11-21T06:32:28.128Z,29,59.5,,,51.6,,54
2017-11-21T06:32:38.214Z,30,60.2,,,51.6,,54
2017-11-21T06:32:48.127Z,29,61.1,,,51.6,,54
2017-11-21T06:32:58.124Z,,61.8,,,51.6,,54
2017-11-21T06:33:08.139Z,,62.4,,,51.5,,54
2017-11-21T06:33:18.130Z,30,62.8,,,51.5,,54
2017-11-21T06:33:28.125Z,29,63.3,,,51.5,,54
2017-11-21T06:33:38.211Z,,63.8,,,51.5,,54
2017-11-21T06:33:48.139Z,,64.1,,,51.5,,54
2017-11-21T06:33:58.136Z,,64.4,,,51.5,,54
2017-11-21T06:34:08.125Z,,64.7,,,51.5,,54
2017-11-21T06:34:18.128Z,,64.9,,,51.5,,54
2017-11-21T06:34:28.138Z,0,62.8,0,2,51.5,,54
2017-11-21T06:34:38.224Z,,61.6,,,51.5,,54
2017-11-21T06:34:48.125Z,,60.7,,,51.4,,54
2017-11-21T06:34:58.135Z,,59.6,,,51.5,,54
2017-11-21T06:35:08.133Z,,58.8,,,51.5,,54
2017-11-21T06:35:18.178Z,,58.1,,,51.5,,54
2017-11-21T06:35:28.139Z,,57.4,,,51.5,,54
2017-11-21T06:35:38.219Z,,56.8,,,51.5,,54
2017-11-21T06:35:48.130Z,,56.3,,,51.5,,54
2017-11-21T06:35:58.126Z,,55.9,,,51.5,,54
2017-11-21T06:36:08.127Z,,55.4,,,51.5,,54
2017-11-21T06:36:18.136Z,,55,,,51.6,,54
2017-11-21T06:36:28.140Z,,54.7,,,51.6,,54
2017-11-21T06:36:38.266Z,,54.4,,,51.6,,54
2017-11-21T06:36:48.135Z,,54,,,51.6,,54
2017-11-21T06:36:58.143Z,44,54.5,0,2,,,
2017-11-21T06:37:08.146Z,33,58.2,,,51.6,,54
2017-11-21T06:37:18.173Z,29,,,,51.6,,54
2017-11-21T06:37:28.132Z,29,59.5,,,51.6,,54
2017-11-21T06:37:38.227Z,,60.2,,,51.6,,54
2017-11-21T06:37:48.130Z,,61.2,,,51.6,,54
2017-11-21T06:37:58.133Z,,61.8,,,51.6,,54
2017-11-21T06:38:08.139Z,30,62.4,,,51.5,,54
2017-11-21T06:38:18.127Z,29,63.1,,,51.5,,54
2017-11-21T06:38:28.130Z,30,63.4,,,51.5,,54
2017-11-21T06:38:38.236Z,,63.8,,,51.5,,54
2017-11-21T06:38:53.226Z,29,64.2,,,51.5,,54
2017-11-21T06:38:58.129Z,,64.6,,,51.4,,54
2017-11-21T06:39:08.131Z,,64.8,,,51.4,,54
2017-11-21T06:39:18.134Z,0,64.4,0,2,51.4,,54
2017-11-21T06:39:28.221Z,,62,,,51.4,,54
2017-11-21T06:39:38.255Z,,61.3,,,51.4,,54
2017-11-21T06:39:48.145Z,,60.1,,,51.4,,54
2017-11-21T06:39:58.132Z,,59.1,,,,,
2017-11-21T06:40:08.135Z,,58.4,,,51.4,,54
2017-11-21T06:40:18.130Z,,57.8,,,51.4,,54
2017-11-21T06:40:28.135Z,,57.1,,,51.4,,54
2017-11-21T06:40:38.225Z,,56.6,,,51.4,,54
2017-11-21T06:40:48.133Z,,56.1,,,51.4,,54
2017-11-21T06:40:58.136Z,,55.6,,,51.4,,54
2017-11-21T06:41:08.132Z,,55.2,,,51.4,,54
2017-11-21T06:41:18.130Z,,54.9,,,51.5,,54
2017-11-21T06:41:28.143Z,,54.5,,,51.4,,54
2017-11-21T06:41:38.222Z,,54.3,,,51.5,,54
2017-11-21T06:41:48.137Z,,53.9,,,51.5,,54
2017-11-21T06:41:58.137Z,44,54.3,0,2,51.5,,54
2017-11-21T06:42:08.173Z,34,58.1,,,51.4,,54
2017-11-21T06:42:18.132Z,29,,,,51.5,,54
2017-11-21T06:42:28.131Z,,59.5,,,51.5,,54
2017-11-21T06:42:38.221Z,,60.2,,,51.4,,54
2017-11-21T06:42:48.159Z,30,61.1,,,51.4,,54
2017-11-21T06:42:58.141Z,29,61.8,,,,,
2017-11-21T06:43:08.141Z,,62.4,,,51.4,,54
2017-11-21T06:43:18.131Z,,62.9,,,51.4,,54
2017-11-21T06:43:33.237Z,30,63.4,,,51.4,,54
2017-11-21T06:43:38.223Z,29,63.8,,,51.4,,54
2017-11-21T06:43:48.141Z,30,64.2,,,51.3,,54
2017-11-21T06:43:58.137Z,,64.6,,,51.3,,54
2017-11-21T06:44:08.143Z,29,64.8,,,51.3,,54
2017-11-21T06:44:18.134Z,0,64.5,0,2,51.3,,54
2017-11-21T06:44:28.138Z,,61.9,,,51.3,,54
2017-11-21T06:44:38.222Z,,61.3,,,51.3,,54
2017-11-21T06:44:48.137Z,,59.9,,,51.3,,54
2017-11-21T06:44:58.137Z,,59.1,,,51.3,,54
2017-11-21T06:45:08.141Z,,58.4,,,51.3,,54
2017-11-21T06:45:18.140Z,,57.7,,,51.3,,54
2017-11-21T06:45:28.139Z,,57,,,51.3,,54
2017-11-21T06:45:38.228Z,,56.5,,,51.3,,54
2017-11-21T06:45:48.168Z,,56,,,51.3,,54
2017-11-21T06:45:58.140Z,,55.5,,,51.3,,54
2017-11-21T06:46:08.147Z,,55.1,,,51.4,,54
2017-11-21T06:46:18.136Z,,54.8,,,51.4,,54
2017-11-21T06:46:28.136Z,,54.5,,,51.4,,54
2017-11-21T06:46:38.228Z,,54.1,,,51.4,,54
2017-11-21T06:46:48.139Z,,53.9,,,51.4,,54
2017-11-21T06:46:58.140Z,44,54.3,0,2,,,
2017-11-21T06:47:08.142Z,34,58,,,51.4,,54
2017-11-21T06:47:18.133Z,29,58.1,,,51.4,,54
2017-11-21T06:47:28.134Z,,59.4,,,51.4,,54
2017-11-21T06:47:38.228Z,,60.1,,,51.3,,54
2017-11-21T06:47:48.135Z,,61.1,,,51.3,,54
2017-11-21T06:47:58.151Z,30,61.6,,,51.3,,54
2017-11-21T06:48:08.166Z,,62.2,,,51.3,,54
2017-11-21T06:48:23.227Z,29,62.8,,,51.3,,54
2017-11-21T06:48:28.143Z,,63.3,,,51.2,,54
2017-11-21T06:48:38.226Z,,63.8,,,51.2,,54
2017-11-21T06:48:48.139Z,,64.1,,,51.2,,54
2017-11-21T06:48:58.138Z,,64.5,,,51.2,,54
2017-11-21T06:49:08.140Z,,64.8,,,51.2,,54
2017-11-21T06:49:18.141Z,0,65.1,,,51.1,,54
2017-11-21T06:49:28.138Z,,62.4,0,2,51.1,,54
2017-11-21T06:49:38.229Z,,61.4,,,51.1,,54
2017-11-21T06:49:48.141Z,,60.4,,,51.1,,54
2017-11-21T06:49:58.163Z,,59.4,,,,,
2017-11-21T06:50:08.148Z,,58.6,,,51.2,,54
2017-11-21T06:50:18.147Z,,57.9,,,51.2,,54
2017-11-21T06:50:28.142Z,,57.2,,,51.2,,54
2017-11-21T06:50:38.228Z,,56.6,,,51.2,,54
2017-11-21T06:50:48.142Z,,56.1,,,51.2,,54
2017-11-21T06:50:58.186Z,,55.6,,,,,
2017-11-21T06:51:08.136Z,,55.2,,,51.2,,54
2017-11-21T06:51:18.138Z,,54.8,,,51.3,,54
2017-11-21T06:51:28.140Z,,54.5,,,51.3,,54
2017-11-21T06:51:38.249Z,,54.1,,,51.3,,54
2017-11-21T06:51:48.146Z,,53.9,,,51.3,,54
2017-11-21T06:51:58.143Z,44,54.4,0,2,,,
2017-11-21T06:52:08.152Z,32,58.1,,,51.3,,54
2017-11-21T06:52:18.141Z,29,,,,51.3,,54
2017-11-21T06:52:28.144Z,,59.4,,,51.3,,54
2017-11-21T06:52:38.230Z,,60.1,,,51.3,,54
2017-11-21T06:52:48.170Z,,60.9,,,51.3,,54
2017-11-21T06:52:58.150Z,,61.6,,,,,
2017-11-21T06:53:08.139Z,,62.2,,,51.3,,54
2017-11-21T06:53:18.138Z,,62.8,,,51.3,,54
2017-11-21T06:53:28.138Z,,63.3,,,51.2,,54
2017-11-21T06:53:38.229Z,,63.8,,,51.2,,54
2017-11-21T06:53:48.144Z,,64.1,,,51.2,,54
2017-11-21T06:53:58.140Z,,64.5,,,,,
2017-11-21T06:54:08.142Z,30,64.7,,,51.2,,54
2017-11-21T06:54:18.147Z,0,65.1,,,51.2,,54
2017-11-21T06:54:28.183Z,,62.5,0,2,51.1,,54
2017-11-21T06:54:38.230Z,,61.5,,,51.1,,54
2017-11-21T06:54:48.153Z,,60.4,,,51.1,,54
2017-11-21T06:54:58.144Z,,59.4,,,,,
2017-11-21T06:55:08.153Z,,58.6,,,51.1,,54
2017-11-21T06:55:18.169Z,,57.9,,,51.1,,54
2017-11-21T06:55:28.140Z,,57.2,,,51.2,,54
2017-11-21T06:55:38.239Z,,56.7,,,51.2,,54
2017-11-21T06:55:48.190Z,,56.2,,,51.2,,54
2017-11-21T06:55:58.186Z,,55.6,,,,,
2017-11-21T06:56:08.192Z,,55.2,,,51.2,,54
2017-11-21T06:56:18.164Z,,54.9,,,,,
2017-11-21T06:56:28.189Z,,54.5,,,51.3,,54
2017-11-21T06:56:38.260Z,,54.3,,,51.3,,54
2017-11-21T06:56:48.156Z,,53.9,,,51.3,,54
2017-11-21T06:56:58.179Z,44,54.4,0,2,,,
2017-11-21T06:57:08.179Z,33,58.1,,,51.3,,54
2017-11-21T06:57:18.144Z,29,,,,51.3,,54
2017-11-21T06:57:33.309Z,,59.5,,,,,
2017-11-21T06:57:38.245Z,,60.2,,,51.3,,54
2017-11-21T06:57:48.182Z,30,60.9,,,51.3,,54
2017-11-21T06:57:58.193Z,29,61.8,,,,,
2017-11-21T06:58:08.196Z,,62.4,,,51.3,,54
2017-11-21T06:58:18.176Z,,62.9,,,51.3,,54
2017-11-21T06:58:28.174Z,,63.4,,,,,
2017-11-21T06:58:38.201Z,,63.8,,,51.2,,54
2017-11-21T06:58:48.166Z,,64.1,,,51.2,,54
2017-11-21T06:58:58.151Z,,64.5,,,51.2,,54
2017-11-21T06:59:08.233Z,,64.8,,,51.2,,54
2017-11-21T06:59:18.196Z,0,64.9,0,2,51.2,,54
2017-11-21T06:59:28.151Z,,62.1,,,51.2,,54
2017-11-21T06:59:41.328Z,,61.3,,,51.2,,54
2017-11-21T06:59:48.188Z,,60.1,,,51.2,,54
2017-11-21T06:59:58.161Z,,59.1,,,,,
2017-11-21T07:00:08.183Z,,58.4,,,51.2,,54
2017-11-21T07:00:18.171Z,,57.8,,,51.2,,54
2017-11-21T07:00:28.188Z,,57.1,,,51.2,,54
2017-11-21T07:00:38.278Z,,56.5,,,51.2,,54
2017-11-21T07:00:48.192Z,,56.1,,,51.2,,54
2017-11-21T07:00:58.230Z,,55.5,,,,,
2017-11-21T07:01:08.154Z,,55.1,,,51.2,,54
2017-11-21T07:01:18.154Z,,54.8,,,,,
2017-11-21T07:01:28.151Z,,,,,51.3,,54
2017-11-21T07:01:38.251Z,,54.1,,,51.3,,54
2017-11-21T07:01:48.151Z,,53.9,,,51.3,,54
2017-11-21T07:01:58.160Z,44,54.4,0,2,,,
2017-11-21T07:02:08.184Z,33,58,,,51.3,,54
2017-11-21T07:02:23.248Z,29,58.1,,,51.3,,54
2017-11-21T07:02:28.151Z,,59.4,,,51.3,,54
2017-11-21T07:02:38.248Z,,60.1,,,,,
2017-11-21T07:02:48.217Z,,60.9,,,51.3,,54
2017-11-21T07:03:03.270Z,,61.6,,,,,
2017-11-21T07:03:08.163Z,,62.2,,,51.3,,54
2017-11-21T07:03:18.155Z,30,62.8,,,51.2,,54
2017-11-21T07:03:28.192Z,29,63.3,,,51.2,,54
2017-11-21T07:03:38.246Z,,63.8,,,51.2,,54
2017-11-21T07:03:48.155Z,,64.1,,,,,
2017-11-21T07:03:58.216Z,,64.5,,,51.2,,54
2017-11-21T07:04:08.163Z,,64.7,,,51.1,,54
2017-11-21T07:04:18.187Z,,64.9,,,,,
2017-11-21T07:04:28.158Z,0,62.7,0,2,51.1,,54
2017-11-21T07:04:38.238Z,,61.5,,,51.1,,54
2017-11-21T07:04:48.161Z,,60.6,,,51.1,,54
2017-11-21T07:04:58.204Z,,59.5,,,51.1,,54
2017-11-21T07:05:08.161Z,,58.7,,,51.1,,54
2017-11-21T07:05:18.166Z,,58,,,51.1,,54
2017-11-21T07:05:28.173Z,,57.3,,,51.1,,54
2017-11-21T07:05:38.249Z,,56.7,,,51.1,,54
2017-11-21T07:05:48.153Z,,56.2,,,51.1,,54
2017-11-21T07:05:58.155Z,,55.6,,,,,
2017-11-21T07:06:08.162Z,,55.2,,,51.1,,54
2017-11-21T07:06:18.148Z,,54.9,,,,,
2017-11-21T07:06:28.143Z,,54.6,,,51.2,,54
2017-11-21T07:06:38.239Z,,54.3,,,51.2,,54
2017-11-21T07:06:48.155Z,,53.9,,,,,
2017-11-21T07:06:58.144Z,44,54.4,0,2,51.2,,54
2017-11-21T07:07:08.163Z,33,58.1,,,51.2,,54
2017-11-21T07:07:18.152Z,29,58.2,,,51.2,,54
2017-11-21T07:07:28.174Z,,59.5,,,51.2,,54
2017-11-21T07:07:38.277Z,,60.2,,,,,
2017-11-21T07:07:53.215Z,,60.9,,,51.2,,54
2017-11-21T07:07:58.167Z,,61.8,,,,,
2017-11-21T07:08:08.165Z,29,62.4,,,51.2,,54
2017-11-21T07:08:23.239Z,,62.9,,,51.2,,54
2017-11-21T07:08:28.158Z,,63.1,,,,,
2017-11-21T07:08:38.283Z,,63.4,,,51.1,,54
2017-11-21T07:08:48.182Z,,64.2,,,,,
2017-11-21T07:08:58.161Z,,,,,51.1,,54
2017-11-21T07:09:08.161Z,,64.5,,,51,,54
2017-11-21T07:09:18.196Z,0,64.9,0,2,,,
2017-11-21T07:09:28.152Z,,62.1,,,51,,54
2017-11-21T07:09:38.244Z,,61.4,,,51,,54
2017-11-21T07:09:48.205Z,,60.1,,,51,,54
2017-11-21T07:09:58.150Z,,59.3,,,51,,54
2017-11-21T07:10:08.146Z,,58.5,,,51,,54
2017-11-21T07:10:18.157Z,,57.8,,,51,,54
2017-11-21T07:10:28.145Z,,57.1,,,51.1,,54
2017-11-21T07:10:38.243Z,,56.6,,,,,
2017-11-21T07:10:48.147Z,,56.1,,,51.1,,54
2017-11-21T07:10:58.151Z,,55.5,,,,,
2017-11-21T07:11:08.153Z,,55.2,,,51.1,,54
2017-11-21T07:11:18.157Z,,54.8,,,51.1,,54
2017-11-21T07:11:28.154Z,,,,,51.1,,54
2017-11-21T07:11:38.242Z,,54.1,,,51.1,,54
2017-11-21T07:11:48.148Z,,53.9,,,51.1,,54
2017-11-21T07:11:58.156Z,44,54.3,0,2,51.1,,54
2017-11-21T07:12:08.196Z,33,58,,,51.1,,54
2017-11-21T07:12:18.156Z,29,58.1,,,51.1,,54
2017-11-21T07:12:28.156Z,29,59.4,,,51.1,,54
2017-11-21T07:12:38.241Z,,60.1,,,51.1,,54
2017-11-21T07:12:48.177Z,,,,,51.1,,54
2017-11-21T07:12:58.219Z,29,61.6,,,,,
2017-11-21T07:13:08.170Z,,62.2,,,51.1,,54
2017-11-21T07:13:18.170Z,,,,,51.1,,54
2017-11-21T07:13:28.148Z,,63.3,,,,,
2017-11-21T07:13:38.242Z,,63.8,,,51,,54
2017-11-21T07:13:48.152Z,29,64.1,,,,,
2017-11-21T07:13:58.148Z,,,,,51,,54
2017-11-21T07:14:08.150Z,,64.5,,,51,,54
2017-11-21T07:14:18.154Z,,65.1,,,,,
2017-11-21T07:14:28.148Z,0,62.6,0,2,51,,54
2017-11-21T07:14:38.351Z,,61.5,,,50.9,,54
2017-11-21T07:14:48.152Z,,60.5,,,50.9,,54
2017-11-21T07:14:58.155Z,,59.5,,,50.9,,54
2017-11-21T07:15:08.159Z,,58.9,,,50.9,,54
2017-11-21T07:15:18.162Z,,57.9,,,50.9,,54
2017-11-21T07:15:28.164Z,,57.2,,,50.9,,54
2017-11-21T07:15:38.297Z,,56.7,,,50.9,,54
2017-11-21T07:15:48.156Z,,,,,50.9,,54
2017-11-21T07:15:58.204Z,,55.6,,,,,
2017-11-21T07:16:08.192Z,,55.3,,,50.9,,54
2017-11-21T07:16:18.164Z,,54.9,,,51,,54
2017-11-21T07:16:28.195Z,,,,,51,,54
2017-11-21T07:16:38.244Z,,54.6,,,,,
2017-11-21T07:16:53.260Z,,53.9,,,51,,54
2017-11-21T07:16:58.163Z,44,54.4,0,2,51,,54
2017-11-21T07:17:08.158Z,35,58,,,51,,54
2017-11-21T07:17:18.170Z,29,58.1,,,51,,54
2017-11-21T07:17:28.160Z,,59.5,,,,,
2017-11-21T07:17:38.271Z,30,60.2,,,51,,54
2017-11-21T07:17:53.268Z,,,,,51,,54
2017-11-21T07:17:58.163Z,29,61.8,,,,,
2017-11-21T07:18:08.157Z,,62.4,,,51,,54
2017-11-21T07:18:18.160Z,,,,,51,,54
2017-11-21T07:18:28.159Z,,63.1,,,,,
2017-11-21T07:18:38.251Z,,63.8,,,51,,54
2017-11-21T07:18:48.155Z,30,64,,,51,,54
2017-11-21T07:18:58.153Z,29,64.1,,,51,,54
2017-11-21T07:19:08.201Z,29,64.5,0,2,51,61,54
2017-11-21T07:19:18.162Z,0,64.9,0,2,51,,54
2017-11-21T07:19:28.203Z,,62.1,,,51,,54
2017-11-21T07:19:38.260Z,,61.3,,,50.9,,54
2017-11-21T07:19:48.187Z,,60.1,,,51,,54
2017-11-21T07:19:58.164Z,,59.1,,,51,,54
2017-11-21T07:20:08.228Z,,58.9,,,50.9,,54
2017-11-21T07:20:18.178Z,,57.9,,,50.9,,54
2017-11-21T07:20:28.158Z,,57.7,,,50.9,,54
2017-11-21T07:20:38.256Z,,56.5,,,50.9,,54
2017-11-21T07:20:48.167Z,,,,,50.9,,54
2017-11-21T07:20:58.152Z,,55.9,,,,,
2017-11-21T07:21:08.156Z,,55.1,,,51,,54
2017-11-21T07:21:18.155Z,,54.8,,,51,,54
2017-11-21T07:21:28.174Z,,,,,51,,54
2017-11-21T07:21:38.345Z,,54.5,,,,,
2017-11-21T07:21:48.180Z,,53.9,,,51.1,,54
2017-11-21T07:21:58.218Z,,53.9,0,2,51.1,,54
2017-11-21T07:22:08.195Z,33,58,,,51.1,,54
2017-11-21T07:22:18.197Z,,,,,51.1,,54
2017-11-21T07:22:28.253Z,29,59.1,,,51.1,,54
2017-11-21T07:22:38.336Z,,60,,,51.1,,54
2017-11-21T07:22:48.370Z,,60.1,,,51.1,,54
2017-11-21T07:22:58.261Z,30,61.6,,,,,
2017-11-21T07:23:08.259Z,29,62,,,51.1,,54
2017-11-21T07:23:18.255Z,30,62.2,,,51.1,,54
2017-11-21T07:23:28.186Z,29,63.3,,,,,
2017-11-21T07:23:38.209Z,,,,,51,,54
2017-11-21T07:23:48.156Z,,64,,,,,
2017-11-21T07:23:58.164Z,,64.1,,,51,,54
2017-11-21T07:24:08.160Z,,64.5,,,51,,54
2017-11-21T07:24:18.173Z,,65.1,,,51,,54
2017-11-21T07:24:28.166Z,0,62.7,0,2,51,,54
2017-11-21T07:24:38.247Z,,61.5,,,51,,54
2017-11-21T07:24:48.157Z,,60.9,,,51,,54
2017-11-21T07:24:58.159Z,,59.9,,,51,,54
2017-11-21T07:25:08.197Z,,58.9,,,51,,54
2017-11-21T07:25:18.216Z,,58.6,,,51,,54
2017-11-21T07:25:28.173Z,,57.8,,,,,
2017-11-21T07:25:43.288Z,,56.9,,,51,,54
2017-11-21T07:25:48.188Z,,56.6,,,51,,54
2017-11-21T07:25:58.187Z,,55.9,,,51,,54
2017-11-21T07:26:08.274Z,,55.6,,,51,,54
2017-11-21T07:26:18.162Z,,54.9,,,51,,54
2017-11-21T07:26:28.195Z,,54.8,,,51,,54
2017-11-21T07:26:38.254Z,,54.5,,,51,,54
2017-11-21T07:26:48.156Z,,53.9,,,51,,54
2017-11-21T07:26:58.262Z,,53.8,0,2,51,,54
2017-11-21T07:27:08.162Z,40,57,,,51,,54
2017-11-21T07:27:18.158Z,32,58.1,,,51,,54
2017-11-21T07:27:28.169Z,29,59,,,51,,54
2017-11-21T07:27:38.247Z,29,60,,,51,,54
2017-11-21T07:27:48.160Z,,,,,51,,54
2017-11-21T07:27:58.161Z,,61.1,,,51,,54
2017-11-21T07:28:08.179Z,29,62,,,51,,54
2017-11-21T07:28:18.167Z,,62.1,,,51,,54
2017-11-21T07:28:28.158Z,,63.1,,,51,,54
2017-11-21T07:28:38.259Z,,,,,51,,54
2017-11-21T07:28:48.156Z,,63.5,,,51,,54
2017-11-21T07:28:58.173Z,,64,,,51,,54
2017-11-21T07:29:08.164Z,,64.1,,,51,,54
2017-11-21T07:29:18.165Z,,64.5,,,51,,54
2017-11-21T07:29:28.172Z,30,64.7,,,51,,54
2017-11-21T07:29:38.252Z,0,63.6,0,2,51,,54
2017-11-21T07:29:48.159Z,,61.9,,,51,,54
2017-11-21T07:29:58.159Z,,60.8,,,51,,54
2017-11-21T07:30:08.185Z,,59.9,,,51,,54
2017-11-21T07:30:18.161Z,,58.9,,,51,,54
2017-11-21T07:30:28.182Z,,57.9,,,51,,54
2017-11-21T07:30:38.252Z,,57.8,,,51,,54
2017-11-21T07:30:48.163Z,,56.9,,,51,,54
2017-11-21T07:30:58.164Z,,55.9,,,51,,54
2017-11-21T07:31:08.160Z,,,,,51.1,,54
2017-11-21T07:31:18.165Z,,54.9,,,51.1,,54
2017-11-21T07:31:28.178Z,,,,,51.1,,54
2017-11-21T07:31:38.268Z,,54.5,,,51.1,,54
2017-11-21T07:31:48.165Z,,53.9,,,51.1,,54
2017-11-21T07:31:58.234Z,44,53.7,0,2,51.1,,54
2017-11-21T07:32:08.279Z,38,57.1,,,51.1,,54
2017-11-21T07:32:18.198Z,33,57.8,,,51.1,,54
2017-11-21T07:32:33.313Z,29,58,,,51.1,,54
2017-11-21T07:32:38.220Z,,59.1,,,51.1,,54
2017-11-21T07:32:48.231Z,,60,,,51.1,,54
2017-11-21T07:32:58.214Z,30,61.1,,,51.1,,54
2017-11-21T07:33:08.200Z,29,61.2,,,51.1,,54
2017-11-21T07:33:18.185Z,30,62,,,51.1,,54
2017-11-21T07:33:28.166Z,29,62.2,,,51.1,,54
2017-11-21T07:33:38.250Z,,63.1,,,51.1,,54
2017-11-21T07:33:48.185Z,,,,,51.1,,54
2017-11-21T07:33:58.188Z,,63.4,,,51.1,,54
2017-11-21T07:34:08.211Z,30,64,,,51.1,,54
2017-11-21T07:34:18.209Z,29,,,,51,,54
2017-11-21T07:34:28.171Z,,64.2,,,51,,54
2017-11-21T07:34:38.265Z,,64.5,,,51,,54
2017-11-21T07:34:48.185Z,30,64.7,,,51,,54
2017-11-21T07:34:58.188Z,0,63.8,0,2,51,,54
2017-11-21T07:35:08.171Z,,61.9,,,51,,54
2017-11-21T07:35:18.179Z,,60.8,,,51,,54
2017-11-21T07:35:28.208Z,,59.9,,,51,,54
2017-11-21T07:35:38.273Z,,58.9,,,51,,54
2017-11-21T07:35:53.285Z,,58.7,,,51,,54
2017-11-21T07:35:58.181Z,,57.8,,,51.1,,54
2017-11-21T07:36:08.168Z,,56.9,,,51.1,,54
2017-11-21T07:36:18.162Z,,56.5,,,51.1,,54
2017-11-21T07:36:28.213Z,,55.9,,,51.1,,54
2017-11-21T07:36:38.373Z,,55.4,,,51.1,,54
2017-11-21T07:36:48.240Z,,54.9,,,51.1,,54
2017-11-21T07:36:58.163Z,44,54.6,0,2,51.1,,54
2017-11-21T07:37:13.254Z,36,58.1,,,51.2,,54
2017-11-21T07:37:18.220Z,33,58.5,,,51.2,,54
2017-11-21T07:37:28.170Z,29,59,,,51.2,,54
2017-11-21T07:37:38.273Z,30,60,,,51.2,,54
2017-11-21T07:37:48.164Z,30,61.1,,,51.2,,54
2017-11-21T07:37:58.164Z,29,61.2,,,51.2,,54
2017-11-21T07:38:08.175Z,,62,,,51.2,,54
2017-11-21T07:38:18.164Z,,62.5,,,51.2,,54
2017-11-21T07:38:28.166Z,,63.1,,,51.2,,54
2017-11-21T07:38:38.289Z,,63.4,,,51.2,,54
2017-11-21T07:38:48.203Z,,64,,,51.2,,54
2017-11-21T07:38:58.211Z,,64.2,,,51.2,,54
2017-11-21T07:39:08.167Z,,64.5,,,51.2,,54
2017-11-21T07:39:18.313Z,0,65.1,,,51.2,,54
2017-11-21T07:39:28.167Z,,62.8,0,2,51.2,,54
2017-11-21T07:39:38.265Z,,61.9,,,51.2,,54
2017-11-21T07:39:48.167Z,,60.4,,,51.2,,54
2017-11-21T07:39:58.172Z,,59.9,,,51.2,,54
2017-11-21T07:40:08.179Z,,58.9,,,51.2,,54
