Time,ChActive,HwTSet,HwActive,ActPow,HwTOutlet,PrimT,PrimTSet
2017-11-13T03:34:37.409Z,,54,,,44.2,64.8,
2017-11-13T03:34:47.400Z,,54,,,44.2,,
2017-11-13T03:34:57.405Z,,54,,0,44.3,65.1,
2017-11-13T03:35:07.409Z,1,54,0,,44.3,62.6,
2017-11-13T03:35:17.403Z,,54,,,44.4,60.9,
2017-11-13T03:35:27.403Z,,54,,,44.6,59.7,
2017-11-13T03:35:37.403Z,,54,,,44.6,58.8,
2017-11-13T03:35:47.403Z,,54,,,44.6,58.1,
2017-11-13T03:35:57.410Z,,54,,,44.6,57.2,
2017-11-13T03:36:07.405Z,,54,,,44.4,56.6,
2017-11-13T03:36:17.406Z,,54,,,44.4,55.9,
2017-11-13T03:36:27.409Z,,54,,,44.3,55.4,
2017-11-13T03:36:37.401Z,,54,,,44.3,54.9,
2017-11-13T03:36:47.409Z,1,54,0,41,44.2,57.7,
2017-11-13T03:36:57.410Z,,54,,29,44.1,58.9,
2017-11-13T03:37:07.407Z,,54,,,44.1,59.3,
2017-11-13T03:37:17.411Z,,54,,,44.1,60.5,
2017-11-13T03:37:27.411Z,,54,,30,44.1,61.1,
2017-11-13T03:37:37.411Z,,54,,29,44.1,61.8,
2017-11-13T03:37:47.408Z,,54,,,44.2,62.4,
2017-11-13T03:37:57.414Z,,54,,,44.2,62.8,
2017-11-13T03:38:07.414Z,,54,,,44.2,63.2,
2017-11-13T03:38:17.405Z,,54,,,44.2,63.6,
2017-11-13T03:38:32.455Z,,54,,29,44.2,64,
2017-11-13T03:38:37.405Z,,54,,,44.3,64.2,
2017-11-13T03:38:47.404Z,,54,,,44.3,64.5,
2017-11-13T03:38:57.408Z,,54,,,44.3,64.6,
2017-11-13T03:39:07.408Z,,54,,,44.3,64.8,
2017-11-13T03:39:17.409Z,1,54,0,0,44.4,64.9,
2017-11-13T03:39:27.414Z,,54,,,44.4,61.9,
2017-11-13T03:39:37.409Z,,54,,,44.4,60.8,
2017-11-13T03:39:47.407Z,,54,,,44.4,59.7,
2017-11-13T03:39:57.403Z,,54,,,44.4,58.7,
2017-11-13T03:40:07.402Z,,54,,,44.4,57.8,
2017-11-13T03:40:17.411Z,,54,,,44.3,57.1,
2017-11-13T03:40:28.084Z,,54,,,44.3,56.4,
2017-11-13T03:40:37.412Z,,54,,,44.2,55.7,
2017-11-13T03:40:47.405Z,,54,,,44.1,55.2,
2017-11-13T03:40:57.412Z,,54,,,44,54.7,
2017-11-13T03:41:07.412Z,,54,,,44,54.3,
2017-11-13T03:41:17.407Z,,54,,,43.9,53.9,
2017-11-13T03:41:27.416Z,,54,,,43.8,53.5,
2017-11-13T03:41:37.408Z,,54,,,43.6,53.2,
2017-11-13T03:41:52.514Z,1,54,0,41,43.6,56,
2017-11-13T03:41:57.410Z,,54,,29,43.5,57.6,
2017-11-13T03:42:07.410Z,,54,,,43.4,58,
2017-11-13T03:42:17.406Z,,54,,,43.3,59,
2017-11-13T03:42:27.409Z,,54,,,43.3,59.7,
2017-11-13T03:42:42.509Z,,54,,,43.3,60.5,
2017-11-13T03:42:47.404Z,,54,,29,43.3,61.1,
2017-11-13T03:42:57.414Z,,54,,,43.3,61.6,
2017-11-13T03:43:07.404Z,,54,,,43.4,62.1,
2017-11-13T03:43:17.408Z,,54,,,43.4,62.6,
2017-11-13T03:43:27.410Z,,54,,30,43.4,62.9,
2017-11-13T03:43:37.415Z,,54,,29,43.4,63.3,
2017-11-13T03:43:47.407Z,,54,,,43.5,63.5,
2017-11-13T03:43:57.406Z,,54,,,43.5,63.9,
2017-11-13T03:44:07.415Z,,54,,,43.5,64,
2017-11-13T03:44:17.412Z,,54,,30,43.6,64.2,
2017-11-13T03:44:27.406Z,,54,,29,43.6,64.5,
2017-11-13T03:44:37.415Z,,54,,30,43.6,64.6,
2017-11-13T03:44:47.406Z,,54,,29,43.7,64.8,
2017-11-13T03:44:57.410Z,,54,,,43.7,,
2017-11-13T03:45:07.476Z,,54,,0,43.8,65.1,
2017-11-13T03:45:17.576Z,1,54,0,,43.8,61.9,
2017-11-13T03:45:27.576Z,,54,,,43.8,60.9,
2017-11-13T03:45:37.527Z,,54,,,43.9,59.6,
2017-11-13T03:45:47.544Z,,54,,,43.9,58.6,
2017-11-13T03:45:57.408Z,,54,,,43.9,57.8,
2017-11-13T03:46:12.467Z,,54,,,43.9,56.9,
2017-11-13T03:46:17.407Z,,54,,,43.8,56.3,
2017-11-13T03:46:27.407Z,,54,,,43.7,55.6,
2017-11-13T03:46:37.409Z,,54,,,43.6,55.1,
2017-11-13T03:46:47.417Z,1,54,0,43,43.6,56.5,
2017-11-13T03:46:57.409Z,,54,,32,43.5,58.9,
2017-11-13T03:47:07.408Z,,54,,29,43.4,58.8,
2017-11-13T03:47:17.410Z,,54,,29,43.4,60.1,
2017-11-13T03:47:27.408Z,,54,,,43.3,60.7,
2017-11-13T03:47:37.413Z,,54,,29,43.4,61.4,
2017-11-13T03:47:47.410Z,,54,,,43.4,62,
2017-11-13T03:48:02.528Z,,54,,30,43.4,62.5,
2017-11-13T03:48:12.529Z,,54,,,43.5,62.9,
2017-11-13T03:48:22.629Z,,54,,29,43.5,63.3,
2017-11-13T03:48:32.629Z,,54,,30,43.6,63.8,
2017-11-13T03:48:37.437Z,,54,,29,43.7,64,
2017-11-13T03:48:52.630Z,,54,,30,43.7,64.2,
2017-11-13T03:49:02.544Z,,54,,29,43.8,64.6,
2017-11-13T03:49:07.434Z,,54,,,43.8,64.8,
2017-11-13T03:49:17.435Z,,54,,,43.9,65.1,
2017-11-13T03:49:32.522Z,1,54,0,0,43.9,62.5,
2017-11-13T03:49:37.415Z,,54,,,43.9,61.2,
2017-11-13T03:49:47.412Z,,54,,,44,60,
2017-11-13T03:49:57.412Z,,54,,,44,58.9,
2017-11-13T03:50:07.410Z,,54,,,44,58.2,
2017-11-13T03:50:17.412Z,,54,,,43.9,57.3,
2017-11-13T03:50:27.413Z,,54,,,43.9,56.7,
2017-11-13T03:50:37.413Z,,54,,,43.8,56,
2017-11-13T03:50:47.410Z,,54,,,43.7,55.4,
2017-11-13T03:50:57.412Z,,54,,,43.6,54.9,
2017-11-13T03:51:07.413Z,,54,,,43.5,54.6,
2017-11-13T03:51:17.414Z,,54,,,43.4,54.1,
2017-11-13T03:51:27.412Z,,54,,,43.3,53.7,
2017-11-13T03:51:37.421Z,,54,,,43.2,53.4,
2017-11-13T03:51:47.420Z,1,54,0,43,43.1,55.2,
2017-11-13T03:51:57.413Z,,54,,32,43,57.8,
2017-11-13T03:52:07.413Z,,54,,29,42.9,,
2017-11-13T03:52:22.518Z,,54,,29,42.9,59.1,
2017-11-13T03:52:27.415Z,,54,,,42.9,59.8,
2017-11-13T03:52:37.414Z,,54,,,42.9,60.6,
2017-11-13T03:52:47.415Z,,54,,30,42.9,61.3,
2017-11-13T03:52:57.414Z,,54,,29,43,61.9,
2017-11-13T03:53:07.420Z,,54,,29,43.1,62.4,
2017-11-13T03:53:17.412Z,,54,,,43.2,62.8,
2017-11-13T03:53:27.416Z,,54,,,43.2,63.2,
2017-11-13T03:53:37.416Z,,54,,,43.3,63.5,
2017-11-13T03:53:47.421Z,,54,,,43.3,63.9,
2017-11-13T03:53:57.416Z,,54,,29,43.4,64.1,
2017-11-13T03:54:07.415Z,,54,,,43.5,64.4,
2017-11-13T03:54:17.414Z,,54,,30,43.5,64.6,
2017-11-13T03:54:27.418Z,,54,,29,43.6,64.7,
2017-11-13T03:54:37.443Z,,54,,,43.6,64.9,
2017-11-13T03:54:47.418Z,1,54,0,0,43.7,64.5,
2017-11-13T03:54:57.415Z,,54,,,43.7,61.6,
2017-11-13T03:55:07.414Z,,54,,,43.7,60.7,
2017-11-13T03:55:17.415Z,,54,,,43.7,59.4,
2017-11-13T03:55:27.416Z,,54,,,43.7,58.4,
2017-11-13T03:55:37.419Z,,54,,,43.7,57.6,
2017-11-13T03:55:47.417Z,,54,,,43.7,56.8,
2017-11-13T03:55:57.422Z,,54,,,43.6,56.1,
2017-11-13T03:56:07.422Z,,54,,,43.6,55.4,
2017-11-13T03:56:17.420Z,,54,,,43.5,54.9,
2017-11-13T03:56:27.416Z,,54,,,43.4,54.5,
2017-11-13T03:56:37.418Z,,54,,,43.4,54,
2017-11-13T03:56:47.423Z,1,54,0,43,43.3,55.6,
2017-11-13T03:56:57.424Z,,54,,32,43.1,58.1,
2017-11-13T03:57:12.463Z,,54,,30,43,,
2017-11-13T03:57:17.419Z,,54,,29,43,59.4,
2017-11-13T03:57:27.414Z,,54,,,42.9,60,
2017-11-13T03:57:42.520Z,,54,,,42.9,60.8,
2017-11-13T03:57:47.421Z,,54,,29,42.9,61.4,
2017-11-13T03:57:57.416Z,,54,,,43,62,
2017-11-13T03:58:07.417Z,,54,,,43,62.5,
2017-11-13T03:58:17.417Z,,54,,30,43.1,62.9,
2017-11-13T03:58:27.417Z,,54,,29,43.2,63.3,
2017-11-13T03:58:42.523Z,,54,,,43.2,63.6,
2017-11-13T03:58:47.418Z,,54,,30,43.3,64,
2017-11-13T03:58:57.417Z,,54,,,43.4,64.2,
2017-11-13T03:59:07.416Z,,54,,29,43.4,64.5,
2017-11-13T03:59:17.419Z,,54,,,43.5,64.7,
2017-11-13T03:59:27.420Z,,54,,30,43.5,64.8,
2017-11-13T03:59:37.420Z,,54,,0,43.6,65.1,
2017-11-13T03:59:47.417Z,1,54,0,,43.6,61.8,
2017-11-13T03:59:57.421Z,,54,,,43.6,60.9,
2017-11-13T04:00:07.424Z,,54,,,43.6,59.7,
2017-11-13T04:00:17.424Z,,54,,,43.6,58.6,
2017-11-13T04:00:27.414Z,,54,,,43.6,57.8,
2017-11-13T04:00:42.517Z,,,,,,57,
2017-11-13T04:00:47.415Z,,54,,,43.5,56.3,
2017-11-13T04:00:57.414Z,,54,,,43.4,55.6,
2017-11-13T04:01:12.475Z,,54,,,43.4,55.1,
2017-11-13T04:01:17.418Z,,54,,,43.3,54.7,
2017-11-13T04:01:27.414Z,,54,,,43.3,54.3,
2017-11-13T04:01:37.427Z,,54,,,43.1,53.8,
2017-11-13T04:01:47.423Z,1,54,0,44,43.1,55.4,
2017-11-13T04:02:02.516Z,,54,,32,43,58,
2017-11-13T04:02:07.423Z,,54,,29,42.9,58.1,
2017-11-13T04:02:17.421Z,,54,,,42.9,59.3,
2017-11-13T04:02:32.516Z,,54,,,42.9,60,
2017-11-13T04:02:37.424Z,,54,,,42.9,60.7,
2017-11-13T04:02:47.425Z,,54,,,42.9,61.4,
2017-11-13T04:02:57.417Z,,54,,30,42.9,62,
2017-11-13T04:03:07.419Z,,54,,29,43,62.5,
2017-11-13T04:03:17.447Z,,54,,,43,62.9,
2017-11-13T04:03:27.426Z,,54,,,43,63.3,
2017-11-13T04:03:37.419Z,,54,,,43.1,63.6,
2017-11-13T04:03:47.424Z,,54,,,43.2,63.9,
2017-11-13T04:03:57.420Z,,54,,,43.2,64.2,
2017-11-13T04:04:07.428Z,,54,,,43.3,64.5,
2017-11-13T04:04:17.418Z,,54,,,43.3,64.7,
2017-11-13T04:04:27.426Z,,54,,30,43.4,64.8,
2017-11-13T04:04:37.423Z,,54,,0,43.4,65.1,
2017-11-13T04:04:47.439Z,1,54,0,,43.4,61.9,
2017-11-13T04:04:57.418Z,,54,,,43.5,60.9,
2017-11-13T04:05:07.419Z,,54,,,43.5,59.7,
2017-11-13T04:05:17.423Z,,54,,,43.5,58.6,
2017-11-13T04:05:27.424Z,,54,,,43.4,57.8,
2017-11-13T04:05:37.420Z,,54,,,43.4,56.9,
2017-11-13T04:05:47.418Z,,54,,,43.3,56.3,
2017-11-13T04:06:02.509Z,,54,,,43.3,55.6,
2017-11-13T04:06:07.420Z,1,54,0,0,43.2,55.1,61
2017-11-13T04:06:17.422Z,,54,,,43.2,54.6,
2017-11-13T04:06:27.420Z,,54,,,43.1,54.1,
2017-11-13T04:06:37.421Z,,54,,,43.1,53.7,
2017-11-13T04:06:47.434Z,1,54,0,43,43,55.5,
2017-11-13T04:06:57.421Z,,54,,30,42.9,58,
2017-11-13T04:07:07.424Z,,54,,29,42.8,58.1,
2017-11-13T04:07:22.521Z,,54,,30,42.8,59.3,
2017-11-13T04:07:27.423Z,,54,,29,42.8,59.9,
2017-11-13T04:07:37.423Z,,,,30,,60.7,
2017-11-13T04:07:47.422Z,,54,,29,42.8,61.3,
2017-11-13T04:07:57.421Z,,54,,,42.9,61.9,
2017-11-13T04:08:07.424Z,,54,,,42.9,62.4,
2017-11-13T04:08:18.110Z,,54,,,43,62.8,
2017-11-13T04:08:27.424Z,,54,,30,43.1,63.2,
2017-11-13T04:08:37.428Z,,54,,,43.1,63.6,
2017-11-13T04:08:52.527Z,,54,,29,43.2,63.9,
2017-11-13T04:08:57.431Z,,54,,29,43.3,64.1,
2017-11-13T04:09:07.434Z,,54,,,43.3,64.4,
2017-11-13T04:09:17.437Z,,54,,,43.4,64.6,
2017-11-13T04:09:27.442Z,,54,,,43.5,64.8,
2017-11-13T04:09:37.440Z,,54,,,43.6,64.9,
2017-11-13T04:09:47.442Z,1,54,0,0,43.6,63.1,
2017-11-13T04:09:57.432Z,,54,,,43.7,61.3,
2017-11-13T04:10:07.423Z,,54,,,43.7,60.2,
2017-11-13T04:10:22.525Z,,54,,,43.7,58.9,
2017-11-13T04:10:27.429Z,,54,,,43.7,58.2,
2017-11-13T04:10:37.428Z,,54,,,43.7,57.2,
2017-11-13T04:10:47.426Z,,54,,,43.6,56.5,
2017-11-13T04:10:57.421Z,,54,,,43.6,55.9,
2017-11-13T04:11:07.422Z,,54,,,43.5,55.3,
2017-11-13T04:11:17.423Z,,54,,,43.4,54.7,
2017-11-13T04:11:27.428Z,,54,,,43.3,54.3,
2017-11-13T04:11:37.432Z,,54,,,43.2,53.8,
2017-11-13T04:11:47.424Z,1,54,0,44,43.1,54.8,
2017-11-13T04:11:57.427Z,,54,,30,43,58,
2017-11-13T04:12:07.426Z,,54,,30,42.9,58,
2017-11-13T04:12:17.421Z,,54,,29,42.8,59.1,
2017-11-13T04:12:27.428Z,,54,,,42.8,59.8,
2017-11-13T04:12:37.428Z,,,,29,,60.5,
2017-11-13T04:12:47.425Z,,54,,,42.9,61.2,
2017-11-13T04:12:57.426Z,,54,,,43,61.6,
2017-11-13T04:13:07.433Z,,54,,,43,62.1,
2017-11-13T04:13:17.428Z,,54,,,43.1,62.5,
2017-11-13T04:13:27.428Z,,54,,30,43.1,62.8,
2017-11-13T04:13:37.426Z,,,,29,,63.2,
2017-11-13T04:13:47.428Z,,54,,,43.3,63.3,
2017-11-13T04:13:57.424Z,,54,,,43.3,63.5,
2017-11-13T04:14:07.429Z,,54,,,43.4,63.8,
2017-11-13T04:14:17.563Z,,54,,,43.4,63.9,
2017-11-13T04:14:27.436Z,,54,,29,43.4,64,
2017-11-13T04:14:47.428Z,,54,,30,43.5,64.1,
2017-11-13T04:14:57.423Z,,54,,29,43.5,,
2017-11-13T04:15:12.479Z,,54,,,43.5,64.2,
2017-11-13T04:15:17.430Z,,54,,,43.5,,
2017-11-13T04:15:27.430Z,,54,,,43.6,,
2017-11-13T04:15:37.431Z,,,,,,64.1,
2017-11-13T04:15:47.427Z,,54,,,43.7,,
2017-11-13T04:15:57.430Z,,54,,,43.7,,
2017-11-13T04:16:07.431Z,,54,,,43.8,,
2017-11-13T04:16:17.426Z,,54,,,43.8,64,
2017-11-13T04:16:27.431Z,,54,,,43.8,,
2017-11-13T04:16:37.425Z,,54,,,43.9,,
2017-11-13T04:16:47.427Z,,54,,,43.9,63.9,
2017-11-13T04:17:02.516Z,,54,,,43.9,,
2017-11-13T04:17:12.487Z,,54,,,43.9,63.8,
2017-11-13T04:17:17.425Z,,54,,,43.9,,
2017-11-13T04:17:27.432Z,,54,,,43.9,,
2017-11-13T04:17:37.427Z,,54,,,43.9,63.6,
2017-11-13T04:17:47.436Z,,54,,,44,,
2017-11-13T04:17:57.428Z,,,,30,,63.5,
2017-11-13T04:18:07.429Z,,54,,29,44,,
2017-11-13T04:18:17.432Z,,54,,,44.1,,
2017-11-13T04:18:27.430Z,,54,,,44.1,,
2017-11-13T04:18:37.431Z,,54,,,44.2,,
2017-11-13T04:18:47.430Z,,54,,,44.2,,
2017-11-13T04:18:57.426Z,,54,,,44.3,,
2017-11-13T04:19:07.425Z,,54,,,44.3,,
2017-11-13T04:19:17.434Z,,54,,,44.3,,
2017-11-13T04:19:27.425Z,,54,,,44.4,,
2017-11-13T04:19:37.425Z,,54,,30,44.4,63.6,
2017-11-13T04:19:47.436Z,,54,,,44.4,,
2017-11-13T04:19:57.436Z,,54,,29,44.6,63.8,
2017-11-13T04:20:07.427Z,,54,,,44.6,,
2017-11-13T04:20:17.431Z,,54,,,44.6,63.9,
2017-11-13T04:20:27.447Z,,54,,30,44.6,,
2017-11-13T04:20:37.426Z,,54,,29,44.7,64,
2017-11-13T04:20:47.433Z,,54,,,44.7,,
2017-11-13T04:20:57.427Z,,54,,,44.7,64.1,
2017-11-13T04:21:07.431Z,,54,,,44.7,64.2,
2017-11-13T04:21:17.426Z,,54,,,44.8,,
2017-11-13T04:21:27.433Z,,54,,,44.9,64.4,
2017-11-13T04:21:37.433Z,,54,,,44.9,64.5,
2017-11-13T04:21:47.432Z,,54,,,44.9,,
2017-11-13T04:22:02.555Z,,54,,,45,64.6,
2017-11-13T04:22:07.427Z,,54,,,45,64.7,
2017-11-13T04:22:17.429Z,,54,,,45,64.8,
2017-11-13T04:22:32.517Z,,54,,,45,64.9,
2017-11-13T04:22:37.429Z,,54,,0,45.1,65.1,
2017-11-13T04:22:47.429Z,1,54,0,,45.1,62.1,
2017-11-13T04:22:57.429Z,,54,,,45.1,60.9,
2017-11-13T04:23:07.440Z,,54,,,45.1,59.8,
2017-11-13T04:23:17.431Z,,54,,,45.1,58.7,
2017-11-13T04:23:27.435Z,,54,,,45.1,57.9,
2017-11-13T04:23:37.429Z,,,,,,57.1,
2017-11-13T04:23:47.434Z,,54,,,44.9,56.5,
2017-11-13T04:23:57.428Z,,54,,,44.8,56,
2017-11-13T04:24:07.429Z,,54,,,44.8,55.4,
2017-11-13T04:24:17.438Z,,54,,,44.7,55,
2017-11-13T04:24:27.447Z,1,54,0,44,44.6,56.1,
2017-11-13T04:24:37.433Z,,,,32,,59.1,
2017-11-13T04:24:47.440Z,,54,,29,44.4,59,
2017-11-13T04:24:57.432Z,,54,,,44.3,60.4,
2017-11-13T04:25:07.432Z,,54,,,44.2,60.9,
2017-11-13T04:25:17.432Z,,54,,30,44.2,61.6,
2017-11-13T04:25:27.431Z,,54,,29,44.2,62.2,
2017-11-13T04:25:38.038Z,,54,,30,44.3,62.7,
2017-11-13T04:25:47.435Z,,,,29,,63.2,
2017-11-13T04:25:57.431Z,,54,,,44.3,63.5,
2017-11-13T04:26:07.431Z,,54,,,44.4,,
2017-11-13T04:26:17.433Z,,54,,30,44.4,64.1,
2017-11-13T04:26:27.436Z,,54,,29,44.6,64.4,
2017-11-13T04:26:42.533Z,,54,,,44.6,,
2017-11-13T04:26:47.441Z,,54,,,44.6,64.7,
2017-11-13T04:26:57.433Z,,54,,,44.7,64.9,
2017-11-13T04:27:12.494Z,1,54,0,0,44.7,64.4,
2017-11-13T04:27:17.437Z,,,,,,61.6,
2017-11-13T04:27:27.433Z,,54,,,44.7,60.7,
2017-11-13T04:27:37.434Z,,,,,,59.4,
2017-11-13T04:27:47.440Z,,54,,,44.7,58.4,
2017-11-13T04:27:57.433Z,,54,,,44.6,57.6,
2017-11-13T04:28:07.430Z,,,,,,56.8,
2017-11-13T04:28:17.436Z,,54,,,44.3,56.2,
2017-11-13T04:28:27.438Z,,54,,,44.2,55.5,
2017-11-13T04:28:37.432Z,,54,,,44.1,,
2017-11-13T04:28:47.437Z,,,,,,54.6,
2017-11-13T04:28:57.433Z,,54,,,43.9,54.1,
2017-11-13T04:29:07.435Z,,54,,,43.8,53.8,
2017-11-13T04:29:17.442Z,,54,,,43.7,53.5,
2017-11-13T04:29:27.435Z,1,,0,45,,54.6,
2017-11-13T04:29:37.437Z,,54,,32,43.6,57.8,
2017-11-13T04:29:47.437Z,,54,,29,43.5,,
2017-11-13T04:29:57.438Z,,54,,,43.3,59,
2017-11-13T04:30:07.437Z,,,,,,59.7,
2017-11-13T04:30:17.437Z,,54,,,43.3,60.4,
2017-11-13T04:30:27.435Z,,54,,,43.3,61.1,
2017-11-13T04:30:37.438Z,,,,,,61.5,
2017-11-13T04:30:47.434Z,,54,,,43.3,62,
2017-11-13T04:30:57.437Z,,54,,,43.4,62.5,
2017-11-13T04:31:07.438Z,,54,,,43.5,62.8,
2017-11-13T04:31:17.439Z,,,,30,,63.2,
2017-11-13T04:31:27.436Z,,54,,29,43.6,63.4,
2017-11-13T04:31:37.432Z,,54,,,43.7,,
2017-11-13T04:31:47.437Z,,,,,,63.9,
2017-11-13T04:31:57.437Z,,54,,,43.7,64.1,
2017-11-13T04:32:07.436Z,,54,,30,43.8,64.2,
2017-11-13T04:32:17.444Z,,54,,29,43.8,64.4,
2017-11-13T04:32:27.443Z,,54,,30,43.8,64.6,
2017-11-13T04:32:37.438Z,,,,29,,64.7,
2017-11-13T04:32:47.440Z,,54,,,43.8,64.8,
2017-11-13T04:32:57.436Z,,54,,,43.9,64.9,
2017-11-13T04:33:07.440Z,1,54,0,0,43.9,64.9,
2017-11-13T04:33:17.438Z,,,,,,61.9,
2017-11-13T04:33:27.436Z,,54,,,43.9,60.8,
2017-11-13T04:33:37.440Z,,54,,,43.9,59.5,
2017-11-13T04:33:47.440Z,,54,,,43.9,58.5,
2017-11-13T04:33:57.437Z,,54,,,43.9,57.7,
2017-11-13T04:34:07.437Z,,,,,,56.8,
2017-11-13T04:34:17.436Z,,54,,,43.8,56.2,
2017-11-13T04:34:27.441Z,,,,,,55.5,
2017-11-13T04:34:37.437Z,,54,,,43.6,55,
2017-11-13T04:34:47.448Z,1,,0,43,,57,
2017-11-13T04:34:57.438Z,,54,,30,43.5,58.9,
2017-11-13T04:35:07.439Z,,54,,29,43.4,59,
2017-11-13T04:35:17.443Z,,,,,,60.2,
2017-11-13T04:35:32.544Z,,54,,,43.4,60.7,
2017-11-13T04:35:37.441Z,,54,,,43.4,61.4,
2017-11-13T04:35:47.440Z,,54,,30,43.4,62,
2017-11-13T04:35:57.443Z,,54,,29,43.5,62.6,
2017-11-13T04:36:07.434Z,,54,,,43.6,,
2017-11-13T04:36:17.438Z,,,,,,63.4,
2017-11-13T04:36:27.449Z,,54,,,43.7,63.8,
2017-11-13T04:36:37.436Z,,,,,,64,
2017-11-13T04:36:52.525Z,,54,,,43.7,64.4,
2017-11-13T04:36:57.435Z,,54,,,43.9,64.6,
2017-11-13T04:37:17.449Z,,54,,,43.9,64.9,
2017-11-13T04:37:27.439Z,1,54,0,0,44,62.4,
2017-11-13T04:37:37.441Z,,54,,,44,61.2,
2017-11-13T04:37:47.441Z,,54,,,44.1,60,
2017-11-13T04:37:57.436Z,,54,,,44.1,58.9,
2017-11-13T04:38:07.441Z,,54,,,44.1,58.1,
2017-11-13T04:38:17.438Z,,54,,,44.1,57.3,
2017-11-13T04:38:27.436Z,,54,,,44.1,56.6,
2017-11-13T04:38:37.447Z,,54,,,43.9,,
2017-11-13T04:38:47.441Z,,,,,,55.9,
2017-11-13T04:38:57.444Z,,54,,,43.8,54.9,
2017-11-13T04:39:07.437Z,,54,,,43.7,54.5,
2017-11-13T04:39:17.466Z,,54,,,43.6,,
2017-11-13T04:39:27.443Z,,,,,,53.7,
2017-11-13T04:39:37.447Z,,54,,,43.5,,
2017-11-13T04:39:47.451Z,1,,0,43,,55.6,
2017-11-13T04:39:57.440Z,,54,,30,43.4,57.8,
2017-11-13T04:40:07.445Z,,54,,,43.2,,
2017-11-13T04:40:17.441Z,,,,30,,59.3,
2017-11-13T04:40:27.439Z,,54,,29,43.2,60,
2017-11-13T04:40:37.439Z,,,,30,,60.7,
2017-11-13T04:40:47.445Z,,54,,29,43.2,61.4,
2017-11-13T04:40:57.439Z,,54,,,43.3,,
2017-11-13T04:41:07.446Z,,,,,,62.5,
2017-11-13T04:41:17.442Z,,54,,,43.4,62.9,
2017-11-13T04:41:27.438Z,,,,,,63.3,
2017-11-13T04:41:37.446Z,,54,,,43.5,,
2017-11-13T04:41:47.439Z,,,,30,,63.6,
2017-11-13T04:41:57.439Z,,54,,30,43.5,64.2,
2017-11-13T04:42:07.443Z,,54,,29,43.6,64.4,
2017-11-13T04:42:27.460Z,,54,,,43.7,64.8,
2017-11-13T04:42:37.441Z,,54,,,43.7,,
2017-11-13T04:42:47.457Z,1,54,0,0,43.7,62.6,
2017-11-13T04:42:57.451Z,,54,,,43.8,61.8,
2017-11-13T04:43:07.442Z,,54,,,43.8,60,
2017-11-13T04:43:17.448Z,,54,,,43.8,58.8,
2017-11-13T04:43:27.444Z,,54,,,43.8,,
2017-11-13T04:43:37.444Z,,,,,,57.1,
2017-11-13T04:43:47.479Z,,54,,,43.7,56.4,
2017-11-13T04:43:57.447Z,,54,,,43.7,55.7,
2017-11-13T04:44:07.444Z,,54,,,43.5,,
2017-11-13T04:44:17.446Z,,,,,,54.7,
2017-11-13T04:44:27.453Z,,54,,,43.4,54.1,
2017-11-13T04:44:37.448Z,,,,,,53.8,
2017-11-13T04:44:47.454Z,1,54,0,43,43.2,55.4,
2017-11-13T04:44:57.444Z,,54,,29,43.1,58,
2017-11-13T04:45:07.455Z,,54,,30,43,58.2,
2017-11-13T04:45:17.439Z,,54,,29,42.9,59,
2017-11-13T04:45:27.441Z,,54,,,42.9,60,
2017-11-13T04:45:37.444Z,,54,,,42.9,,
2017-11-13T04:45:47.445Z,,54,,,42.9,61.1,
2017-11-13T04:45:57.441Z,,54,,29,42.9,62,
2017-11-13T04:46:07.448Z,,54,,30,43,,
2017-11-13T04:46:17.449Z,,54,,,43,62.5,
2017-11-13T04:46:27.451Z,,54,,29,43.1,63.3,
2017-11-13T04:46:37.447Z,,54,,,43.2,,
2017-11-13T04:46:47.447Z,,,,,,63.6,
2017-11-13T04:46:57.446Z,,54,,,43.2,64,
2017-11-13T04:47:07.446Z,,54,,,43.3,64.2,
2017-11-13T04:47:17.450Z,,,,30,,64.5,
2017-11-13T04:47:27.450Z,,54,,29,43.3,64.6,
2017-11-13T04:47:37.442Z,,54,,,43.4,64.8,
2017-11-13T04:47:47.450Z,1,,0,0,,62.9,
2017-11-13T04:47:57.448Z,,54,,,43.4,61.1,
2017-11-13T04:48:07.447Z,,54,,,43.5,59.9,
2017-11-13T04:48:17.443Z,,54,,,43.5,58.8,
2017-11-13T04:48:27.445Z,,54,,,43.5,,
2017-11-13T04:48:37.444Z,,54,,,43.5,57.1,
2017-11-13T04:48:47.447Z,,54,,,43.4,56.4,
2017-11-13T04:48:57.449Z,,54,,,43.4,55.9,
2017-11-13T04:49:07.446Z,,54,,,43.3,55.7,
2017-11-13T04:49:17.448Z,,54,,,43.2,54.7,
2017-11-13T04:49:27.448Z,,54,,,43.1,,
2017-11-13T04:49:37.447Z,,54,,,43.1,53.9,
2017-11-13T04:49:47.458Z,1,54,0,43,43,55.5,
2017-11-13T04:49:57.449Z,,54,,29,42.9,58.1,
2017-11-13T04:50:07.449Z,,54,,,42.8,58.3,
2017-11-13T04:50:17.445Z,,54,,30,42.7,59.5,
2017-11-13T04:50:27.443Z,,54,,29,42.7,60.1,
2017-11-13T04:50:37.443Z,,54,,,42.7,,
2017-11-13T04:50:47.448Z,,,,,,61.1,
2017-11-13T04:50:57.444Z,,54,,30,42.8,62.1,
2017-11-13T04:51:07.445Z,,54,,,42.8,,
2017-11-13T04:51:17.451Z,,,,29,,62.6,
2017-11-13T04:51:27.443Z,,54,,,42.9,63.4,
