Time,HwTOutlet,PrimT,ChActive,PrimTSet,ActPow,HwActive,HwTSet
2017-12-02T00:00:07.006Z,46.9,,,,,,54
2017-12-02T00:00:17.005Z,46.9,,,,,,54
2017-12-02T00:00:27.005Z,46.9,62.1,,,,,54
2017-12-02T00:00:37.007Z,46.9,,,,,,54
2017-12-02T00:00:47.098Z,46.9,,,,,,54
2017-12-02T00:00:57.002Z,46.9,,,,,,54
2017-12-02T00:01:07.007Z,46.9,,,,,,54
2017-12-02T00:01:17.003Z,46.9,62.2,,,30,,54
2017-12-02T00:01:27.002Z,46.9,,,,,,54
2017-12-02T00:01:37.003Z,46.9,,,,29,,54
2017-12-02T00:01:47.101Z,46.9,,,,30,,54
2017-12-02T00:01:57.002Z,46.9,62.4,,,29,,54
2017-12-02T00:02:07.002Z,47,,,,,,54
2017-12-02T00:02:17.003Z,47,,,,,,54
2017-12-02T00:02:27.060Z,47,,,,,,54
2017-12-02T00:02:37.003Z,47,62.5,,,,,54
2017-12-02T00:02:47.105Z,46.9,,,,30,,54
2017-12-02T00:02:57.004Z,46.9,,,,29,,54
2017-12-02T00:03:07.002Z,46.9,,,,,,54
2017-12-02T00:03:17.003Z,46.8,,,,,,54
2017-12-02T00:03:27.003Z,46.8,62.6,,,,,54
2017-12-02T00:03:37.003Z,46.8,,,,,,54
2017-12-02T00:03:47.092Z,46.8,,,,,,54
2017-12-02T00:03:57.002Z,46.8,,,,,,54
2017-12-02T00:04:07.002Z,46.8,,,,,,54
2017-12-02T00:04:17.009Z,46.8,,,,,,54
2017-12-02T00:04:27.021Z,46.8,62.7,,,,,54
2017-12-02T00:04:37.111Z,46.8,,,,,,54
2017-12-02T00:04:47.119Z,46.8,,,,,,54
2017-12-02T00:04:57.011Z,46.8,,,,,,54
2017-12-02T00:05:07.004Z,46.8,,,,,,54
2017-12-02T00:05:17.009Z,46.8,62.8,,,,,54
2017-12-02T00:05:27.020Z,46.8,,,,30,,54
2017-12-02T00:05:37.012Z,46.8,,,,29,,54
2017-12-02T00:05:47.096Z,46.7,,,,,,54
2017-12-02T00:05:57.007Z,46.7,,,,,,54
2017-12-02T00:06:07.006Z,46.7,,,,,,54
2017-12-02T00:06:17.007Z,46.8,62.9,,,,,54
2017-12-02T00:06:27.005Z,46.8,,,,,,54
2017-12-02T00:06:37.060Z,46.8,,,,,,54
2017-12-02T00:06:47.096Z,46.8,,,,,,54
2017-12-02T00:06:57.008Z,46.8,,,,,,54
2017-12-02T00:07:07.005Z,46.8,,,,,,54
2017-12-02T00:07:17.009Z,46.8,,,,,,54
2017-12-02T00:07:27.005Z,46.8,,,,,,54
2017-12-02T00:07:37.006Z,46.8,62.9,,,,,54
2017-12-02T00:07:47.095Z,46.9,63.1,,,,,54
2017-12-02T00:07:57.020Z,46.9,,,,,,54
2017-12-02T00:08:07.010Z,46.9,,,,,,54
2017-12-02T00:08:17.111Z,46.9,,,,30,,54
2017-12-02T00:08:27.006Z,47,,,,29,,54
2017-12-02T00:08:37.009Z,47,,,,,,54
2017-12-02T00:08:47.095Z,46.9,,,,,,54
2017-12-02T00:08:57.013Z,46.9,,,,,,54
2017-12-02T00:09:07.009Z,46.9,,,,30,,54
2017-12-02T00:09:17.007Z,46.9,63.2,,,29,,54
2017-12-02T00:09:27.009Z,46.9,,,,30,,54
2017-12-02T00:09:37.009Z,46.9,63.1,,,29,,54
2017-12-02T00:09:47.098Z,46.9,63.2,,,,,54
2017-12-02T00:09:57.010Z,47,,,,,,54
2017-12-02T00:10:07.008Z,47,,,,30,,54
2017-12-02T00:10:17.010Z,47,,,,29,,54
2017-12-02T00:10:27.008Z,47,,,,,,54
2017-12-02T00:10:37.006Z,47,,,,,,54
2017-12-02T00:10:47.102Z,47,,,,,,54
2017-12-02T00:10:57.008Z,47,,,,,,54
2017-12-02T00:11:07.007Z,47,,,,,,54
2017-12-02T00:11:17.007Z,47.1,,,,30,,54
2017-12-02T00:11:27.081Z,47.1,,,,29,,54
2017-12-02T00:11:37.023Z,47.1,,,,,,54
2017-12-02T00:11:47.103Z,47.1,,,,,,54
2017-12-02T00:11:57.022Z,47.1,,,,,,54
2017-12-02T00:12:07.013Z,47.1,,,,,,54
2017-12-02T00:12:17.013Z,47.1,,,,,,54
2017-12-02T00:12:27.008Z,47.1,,,,,,54
2017-12-02T00:12:37.021Z,47.1,,,,,,54
2017-12-02T00:12:47.104Z,47.1,63.3,,,,,54
2017-12-02T00:12:57.146Z,47.1,,,,,,54
2017-12-02T00:13:07.126Z,47.2,,,,,,54
2017-12-02T00:13:17.022Z,47.2,,,,,,54
2017-12-02T00:13:27.008Z,47.2,,,,30,,54
2017-12-02T00:13:37.009Z,47.2,,,,29,,54
2017-12-02T00:13:47.104Z,47.2,63.4,,,,,54
2017-12-02T00:13:57.014Z,47.1,,,,,,54
2017-12-02T00:14:07.009Z,47.1,,,,,,54
2017-12-02T00:14:17.023Z,47.1,,,,,,54
2017-12-02T00:14:27.008Z,47.1,,,,,,54
2017-12-02T00:14:37.022Z,47.1,63.5,,,,,54
2017-12-02T00:14:47.096Z,47.1,,,,,,54
2017-12-02T00:14:57.022Z,47.1,,,,30,,54
2017-12-02T00:15:07.014Z,47.1,,,,29,,54
2017-12-02T00:15:17.009Z,47.1,,,,,,54
2017-12-02T00:15:27.022Z,47.1,63.6,,,,,54
2017-12-02T00:15:37.022Z,47.2,,,,,,54
2017-12-02T00:15:47.105Z,47.2,,,,,,54
2017-12-02T00:15:57.022Z,47.2,63.8,,,,,54
2017-12-02T00:16:07.027Z,47.2,,,,30,,54
2017-12-02T00:16:17.025Z,47.1,,,,29,,54
2017-12-02T00:16:27.016Z,47.1,63.9,,,,,54
2017-12-02T00:16:37.071Z,47.1,,,,,,54
2017-12-02T00:16:47.102Z,47.2,,,,,,54
2017-12-02T00:16:57.022Z,47.2,64,,,,,54
2017-12-02T00:17:07.014Z,47.2,,,,,,54
2017-12-02T00:17:17.014Z,47.3,,,,,,54
2017-12-02T00:17:27.009Z,47.3,64.1,,,,,54
2017-12-02T00:17:37.022Z,47.3,,,,,,54
2017-12-02T00:17:47.106Z,47.3,,,,,,54
2017-12-02T00:17:57.010Z,47.2,64.2,,,,,54
2017-12-02T00:18:07.021Z,47.2,,,,,,54
2017-12-02T00:18:17.022Z,47.2,,,,,,54
2017-12-02T00:18:27.022Z,47.3,64.4,,,,,54
2017-12-02T00:18:37.065Z,47.3,,,,,,54
2017-12-02T00:18:47.090Z,47.4,,,,,,54
2017-12-02T00:18:57.024Z,47.4,64.5,,,,,54
2017-12-02T00:19:07.012Z,47.4,,,,,,54
2017-12-02T00:19:17.027Z,47.4,64.6,,,30,,54
2017-12-02T00:19:27.125Z,47.5,,,,29,,54
2017-12-02T00:19:37.012Z,47.5,,,,,,54
2017-12-02T00:19:47.104Z,47.5,64.7,,,,,54
2017-12-02T00:19:57.024Z,47.5,,,,,,54
2017-12-02T00:20:07.011Z,47.6,,,,,,54
2017-12-02T00:20:17.022Z,47.7,64.8,,,,,54
2017-12-02T00:20:27.012Z,47.7,,,,,,54
2017-12-02T00:20:37.012Z,47.8,,,,,,54
2017-12-02T00:20:47.103Z,47.8,64.9,,,,,54
2017-12-02T00:20:57.023Z,47.8,,,,,,54
2017-12-02T00:21:07.015Z,47.8,63.5,1,,0,0,54
2017-12-02T00:21:17.023Z,47.7,61.8,,,,,54
2017-12-02T00:21:27.025Z,47.7,60.7,,,,,54
2017-12-02T00:21:37.012Z,47.7,59.5,,,,,54
2017-12-02T00:21:47.102Z,47.7,58.5,,,,,54
2017-12-02T00:21:57.027Z,47.6,57.8,,,,,54
2017-12-02T00:22:07.015Z,47.5,56.9,,,,,54
2017-12-02T00:22:17.032Z,47.5,56.4,,,,,54
2017-12-02T00:22:27.025Z,47.4,55.9,,,,,54
2017-12-02T00:22:37.024Z,47.3,55.4,,,,,54
2017-12-02T00:22:47.106Z,47.2,54.9,,,,,54
2017-12-02T00:22:57.041Z,47.1,58,1,,39,0,54
2017-12-02T00:23:07.016Z,47,58.9,,,29,,54
2017-12-02T00:23:17.025Z,46.9,59.1,,,,,54
2017-12-02T00:23:27.024Z,46.8,60.2,,,,,54
2017-12-02T00:23:37.025Z,46.8,60.7,,,30,,54
2017-12-02T00:23:47.124Z,46.8,61.3,,,29,,54
2017-12-02T00:23:57.091Z,46.8,61.8,,,,,54
2017-12-02T00:24:07.017Z,46.9,62.1,,,29,,54
2017-12-02T00:24:17.026Z,46.9,62.5,,,,,54
2017-12-02T00:24:27.026Z,46.9,62.7,,,,,54
2017-12-02T00:24:37.023Z,46.9,62.9,,,,,54
2017-12-02T00:24:47.105Z,46.9,63.1,,,,,54
2017-12-02T00:24:57.024Z,46.9,63.3,,,,,54
2017-12-02T00:25:07.019Z,46.9,63.4,,,30,,54
2017-12-02T00:25:17.021Z,46.9,63.5,,,29,,54
2017-12-02T00:25:27.028Z,46.9,63.6,,,,,54
2017-12-02T00:25:37.024Z,46.9,63.8,,,,,54
2017-12-02T00:25:47.109Z,46.9,63.9,,,,,54
2017-12-02T00:25:57.027Z,46.9,64,,,30,,54
2017-12-02T00:26:07.020Z,46.9,64.1,,,29,,54
2017-12-02T00:26:17.028Z,46.9,,,,,,54
2017-12-02T00:26:27.028Z,46.9,64.2,,,,,54
2017-12-02T00:26:37.028Z,46.9,64.4,,,,,54
2017-12-02T00:26:47.110Z,46.9,,,,,,54
2017-12-02T00:26:57.020Z,46.9,64.5,,,,,54
2017-12-02T00:27:07.020Z,47,64.6,,,,,54
2017-12-02T00:27:17.024Z,47,,,,,,54
2017-12-02T00:27:27.022Z,47,,,,,,54
2017-12-02T00:27:37.024Z,47.1,64.7,,,,,54
2017-12-02T00:27:47.111Z,47.1,,,,,,54
2017-12-02T00:27:57.023Z,47.1,64.8,,,,,54
2017-12-02T00:28:07.018Z,47.2,,,,,,54
2017-12-02T00:28:17.024Z,47.2,64.9,,,30,,54
2017-12-02T00:28:27.024Z,47.2,,,,29,,54
2017-12-02T00:28:37.030Z,47.1,62.7,1,,0,0,54
2017-12-02T00:28:47.112Z,47.1,61.3,,,,,54
2017-12-02T00:28:57.026Z,47.1,60.4,,,,,54
2017-12-02T00:29:07.022Z,47.1,58.9,,,,,54
2017-12-02T00:29:17.030Z,47.1,58.3,,,,,54
2017-12-02T00:29:27.028Z,47.1,57.4,,,,,54
2017-12-02T00:29:37.024Z,47.1,56.8,,,,,54
2017-12-02T00:29:47.114Z,47.1,56.2,,,,,54
2017-12-02T00:29:57.023Z,47,55.7,,,,,54
2017-12-02T00:30:07.024Z,46.9,55.2,,,,,54
2017-12-02T00:30:17.023Z,46.8,54.9,1,,44,0,54
2017-12-02T00:30:27.028Z,46.7,58.3,,,38,,54
2017-12-02T00:30:37.032Z,46.6,58.8,,,29,,54
2017-12-02T00:30:47.114Z,46.5,59.6,,,,,54
2017-12-02T00:30:57.025Z,46.4,60.5,,,,,54
2017-12-02T00:31:07.020Z,46.4,61.1,,,,,54
2017-12-02T00:31:17.023Z,46.4,61.5,,,,,54
2017-12-02T00:31:27.024Z,46.4,62,,,,,54
2017-12-02T00:31:37.025Z,46.4,62.5,,,,,54
2017-12-02T00:31:47.110Z,46.4,62.8,,,,,54
2017-12-02T00:31:57.027Z,46.5,63.1,,,30,,54
2017-12-02T00:32:07.023Z,46.5,63.3,,,,,54
2017-12-02T00:32:17.032Z,46.5,63.5,,,29,,54
2017-12-02T00:32:27.027Z,46.5,63.6,,,,,54
2017-12-02T00:32:37.023Z,46.5,63.9,,,,,54
2017-12-02T00:32:47.117Z,46.5,64,,,,,54
2017-12-02T00:32:57.027Z,46.5,64.1,,,,,54
2017-12-02T00:33:07.021Z,46.5,64.2,,,,,54
2017-12-02T00:33:17.033Z,46.5,64.4,,,,,54
2017-12-02T00:33:27.021Z,46.5,64.5,,,,,54
2017-12-02T00:33:37.025Z,46.6,64.6,,,,,54
2017-12-02T00:33:47.113Z,46.6,64.7,,,,,54
2017-12-02T00:33:57.035Z,46.7,64.8,,,30,,54
2017-12-02T00:34:07.024Z,46.7,,,,29,,54
2017-12-02T00:34:17.039Z,46.8,64.9,,,,,54
2017-12-02T00:34:27.032Z,46.8,63.6,1,,0,0,54
2017-12-02T00:34:37.029Z,46.9,61.6,,,,,54
2017-12-02T00:34:47.109Z,46.9,60.7,,,,,54
2017-12-02T00:34:57.039Z,46.9,59.4,,,,,54
2017-12-02T00:35:07.024Z,46.9,58.5,,,,,54
2017-12-02T00:35:17.021Z,46.9,57.7,,,,,54
2017-12-02T00:35:27.025Z,46.9,56.9,,,,,54
2017-12-02T00:35:37.020Z,46.8,56.4,,,,,54
2017-12-02T00:35:47.124Z,46.7,55.7,,,,,54
2017-12-02T00:35:57.025Z,46.6,55.3,1,61,0,0,54
2017-12-02T00:36:07.020Z,46.5,54.8,,,,,54
2017-12-02T00:36:17.038Z,46.4,58.3,1,,38,0,54
2017-12-02T00:36:27.148Z,46.3,58.9,,,29,,54
2017-12-02T00:36:37.026Z,46.2,59.4,,,29,,54
2017-12-02T00:36:47.112Z,46.1,60.4,,,29,,54
2017-12-02T00:36:57.027Z,46.1,61.1,,,,,54
2017-12-02T00:37:07.022Z,46.1,61.5,,,,,54
2017-12-02T00:37:17.024Z,46.1,62,,,,,54
2017-12-02T00:37:27.028Z,46.1,62.4,,,30,,54
2017-12-02T00:37:37.026Z,46.2,62.7,,,29,,54
2017-12-02T00:37:47.103Z,46.3,63.1,,,,,54
2017-12-02T00:37:57.027Z,46.3,63.3,,,,,54
2017-12-02T00:38:07.027Z,46.4,63.5,,,,,54
2017-12-02T00:38:17.024Z,46.5,63.6,,,,,54
2017-12-02T00:38:27.024Z,46.5,63.9,,,,,54
2017-12-02T00:38:37.025Z,46.6,64,,,,,54
2017-12-02T00:38:47.130Z,46.6,64.2,,,30,,54
2017-12-02T00:38:57.025Z,46.6,64.4,,,29,,54
2017-12-02T00:39:07.023Z,46.6,64.5,,,,,54
2017-12-02T00:39:17.026Z,46.6,64.6,,,,,54
2017-12-02T00:39:27.025Z,46.6,64.7,,,,,54
2017-12-02T00:39:37.025Z,46.6,64.8,,,,,54
2017-12-02T00:39:47.115Z,46.6,,,,,,54
2017-12-02T00:39:57.023Z,46.6,64.9,,,,,54
2017-12-02T00:40:07.093Z,46.6,64.7,1,,0,0,54
2017-12-02T00:40:17.027Z,46.6,61.6,,,,,54
2017-12-02T00:40:27.025Z,46.6,60.8,,,,,54
2017-12-02T00:40:37.026Z,46.6,59.6,,,,,54
2017-12-02T00:40:47.116Z,46.6,58.6,,,,,54
2017-12-02T00:41:02.118Z,46.6,57.8,,,,,54
2017-12-02T00:41:07.023Z,46.6,56.9,,,,,54
2017-12-02T00:41:17.029Z,46.5,56.4,,,,,54
2017-12-02T00:41:27.024Z,46.5,55.9,,,,,54
2017-12-02T00:41:37.025Z,46.4,55.3,,,,,54
2017-12-02T00:41:47.116Z,46.4,54.8,,,,,54
2017-12-02T00:41:57.039Z,46.3,58.2,1,,38,0,54
2017-12-02T00:42:07.027Z,46.2,58.9,,,29,,54
2017-12-02T00:42:17.026Z,46.2,59.3,,,,,54
2017-12-02T00:42:27.027Z,46.2,60.2,,,,,54
2017-12-02T00:42:37.029Z,46.2,60.8,,,,,54
2017-12-02T00:42:47.119Z,46.2,61.4,,,,,54
2017-12-02T00:42:57.031Z,46.2,61.9,,,,,54
2017-12-02T00:43:07.029Z,46.2,62.2,,,30,,54
2017-12-02T00:43:17.028Z,46.3,62.6,,,29,,54
2017-12-02T00:43:27.030Z,46.3,62.8,,,,,54
2017-12-02T00:43:37.025Z,46.3,63.1,,,30,,54
2017-12-02T00:43:47.122Z,46.3,63.3,,,29,,54
2017-12-02T00:43:57.030Z,46.4,63.4,,,,,54
2017-12-02T00:44:07.029Z,46.4,63.5,,,,,54
2017-12-02T00:44:17.030Z,46.4,63.6,,,,,54
2017-12-02T00:44:27.031Z,46.4,63.8,,,,,54
2017-12-02T00:44:37.027Z,46.4,63.9,,,,,54
2017-12-02T00:44:47.118Z,46.5,64,,,30,,54
2017-12-02T00:44:57.028Z,46.5,64.1,,,29,,54
2017-12-02T00:45:07.029Z,46.5,,,,,,54
2017-12-02T00:45:17.035Z,46.6,64.2,,,,,54
2017-12-02T00:45:27.030Z,46.6,,,,,,54
2017-12-02T00:45:37.031Z,46.6,64.4,,,,,54
2017-12-02T00:45:47.108Z,46.7,,,,30,,54
2017-12-02T00:45:57.032Z,46.7,,,,29,,54
2017-12-02T00:46:07.031Z,46.7,,,,,,54
2017-12-02T00:46:17.030Z,46.7,,,,,,54
2017-12-02T00:46:27.033Z,46.6,,,,30,,54
2017-12-02T00:46:37.033Z,46.6,64.2,,,,,54
2017-12-02T00:46:47.122Z,46.6,,,,29,,54
2017-12-02T00:46:57.029Z,46.6,,,,,,54
2017-12-02T00:47:07.157Z,46.6,64.1,,,30,,54
2017-12-02T00:47:17.035Z,46.6,,,,29,,54
2017-12-02T00:47:27.028Z,46.6,,,,,,54
2017-12-02T00:47:37.029Z,46.6,64,,,,,54
2017-12-02T00:47:47.117Z,46.7,,,,,,54
2017-12-02T00:47:57.032Z,46.7,,,,,,54
2017-12-02T00:48:07.032Z,46.8,63.9,,,,,54
2017-12-02T00:48:17.036Z,46.8,,,,,,54
2017-12-02T00:48:27.030Z,46.9,,,,,,54
2017-12-02T00:48:37.030Z,46.9,,,,30,,54
2017-12-02T00:48:47.123Z,47,,,,29,,54
2017-12-02T00:48:57.033Z,47,,,,,,54
2017-12-02T00:49:07.031Z,47.1,,,,,,54
2017-12-02T00:49:17.040Z,47.1,,,,,,54
2017-12-02T00:49:27.034Z,47.2,,,,,,54
2017-12-02T00:49:37.035Z,47.2,,,,,,54
2017-12-02T00:49:47.119Z,47.2,,,,,,54
2017-12-02T00:49:57.034Z,47.3,,,,,,54
2017-12-02T00:50:07.032Z,47.3,64,,,30,,54
2017-12-02T00:50:17.031Z,47.4,,,,29,,54
2017-12-02T00:50:27.047Z,47.4,,,,,,54
2017-12-02T00:50:37.032Z,47.4,64.1,,,,,54
2017-12-02T00:50:47.125Z,47.4,,,,,,54
2017-12-02T00:50:57.156Z,47.4,64.2,,,,,54
2017-12-02T00:51:07.032Z,47.4,,,,,,54
2017-12-02T00:51:17.041Z,47.4,64.4,,,,,54
2017-12-02T00:51:27.035Z,47.3,,,,,,54
2017-12-02T00:51:37.033Z,47.3,64.5,,,30,,54
2017-12-02T00:51:47.122Z,47.3,,,,,,54
2017-12-02T00:51:57.029Z,47.3,64.6,,,29,,54
2017-12-02T00:52:07.036Z,47.3,,,,,,54
2017-12-02T00:52:22.131Z,47.3,,,,,,54
2017-12-02T00:52:27.035Z,47.3,64.7,,,,,54
2017-12-02T00:52:37.040Z,47.3,,,,,,54
2017-12-02T00:52:47.117Z,47.3,64.8,,,,,54
2017-12-02T00:52:57.030Z,47.3,,,,,,54
2017-12-02T00:53:07.035Z,47.3,64.9,,,,,54
2017-12-02T00:53:17.034Z,47.3,,,,,,54
2017-12-02T00:53:27.031Z,47.4,63.6,1,,0,0,54
2017-12-02T00:53:37.031Z,47.4,61.5,,,,,54
2017-12-02T00:53:47.134Z,47.5,60.5,,,,,54
2017-12-02T00:53:57.038Z,47.5,59.3,,,,,54
2017-12-02T00:54:07.031Z,47.4,58.4,,,,,54
2017-12-02T00:54:17.032Z,47.4,57.7,,,,,54
2017-12-02T00:54:27.035Z,47.3,56.9,,,,,54
2017-12-02T00:54:37.040Z,47.2,56.4,,,,,54
2017-12-02T00:54:47.130Z,47.1,55.9,,,,,54
2017-12-02T00:54:57.040Z,47,55.3,,,,,54
2017-12-02T00:55:07.035Z,46.9,54.9,,,,,54
2017-12-02T00:55:17.037Z,46.8,58.1,1,,40,0,54
2017-12-02T00:55:27.037Z,46.7,58.9,,,29,,54
2017-12-02T00:55:37.036Z,46.7,59.1,,,,,54
2017-12-02T00:55:47.130Z,46.6,60.2,,,,,54
2017-12-02T00:55:57.037Z,46.6,60.7,,,,,54
2017-12-02T00:56:07.036Z,46.5,61.3,,,30,,54
2017-12-02T00:56:17.041Z,46.5,61.8,,,29,,54
2017-12-02T00:56:27.033Z,46.6,62.1,,,,,54
2017-12-02T00:56:37.037Z,46.6,62.4,,,,,54
2017-12-02T00:56:47.129Z,46.6,62.6,,,,,54
2017-12-02T00:56:57.039Z,46.6,62.8,,,,,54
2017-12-02T00:57:07.039Z,46.6,62.9,,,30,,54
2017-12-02T00:57:17.035Z,46.6,63.1,,,29,,54
2017-12-02T00:57:27.037Z,46.6,63.2,,,,,54
2017-12-02T00:57:37.037Z,46.7,63.3,,,,,54
2017-12-02T00:57:47.126Z,46.7,63.4,,,,,54
2017-12-02T00:57:57.035Z,46.7,,,,30,,54
2017-12-02T00:58:07.036Z,46.7,63.5,,,29,,54
2017-12-02T00:58:17.037Z,46.7,63.6,,,,,54
2017-12-02T00:58:27.039Z,46.7,,,,30,,54
2017-12-02T00:58:37.132Z,46.7,,,,29,,54
2017-12-02T00:58:47.098Z,46.7,63.8,,,,,54
2017-12-02T00:58:57.039Z,46.7,,,,,,54
2017-12-02T00:59:07.034Z,46.7,,,,,,54
2017-12-02T00:59:17.039Z,46.7,,,,,,54
2017-12-02T00:59:27.043Z,46.7,,,,,,54
2017-12-02T00:59:37.122Z,46.7,,,,,,54
2017-12-02T00:59:47.138Z,46.7,,,,30,,54
2017-12-02T01:00:02.132Z,46.7,,,,29,,54
2017-12-02T01:00:07.038Z,46.7,,,,,,54
2017-12-02T01:00:17.039Z,46.8,63.9,,,,,54
2017-12-02T01:00:27.123Z,46.8,,,,,,54
2017-12-02T01:00:37.037Z,46.8,,,,,,54
2017-12-02T01:00:47.135Z,46.9,,,,,,54
2017-12-02T01:00:57.040Z,46.9,,,,,,54
2017-12-02T01:01:07.036Z,46.9,,,,30,,54
2017-12-02T01:01:17.037Z,46.9,,,,29,,54
2017-12-02T01:01:27.037Z,46.9,,,,30,,54
2017-12-02T01:01:37.042Z,46.9,,,,29,,54
2017-12-02T01:01:47.129Z,46.9,64,,,,,54
2017-12-02T01:01:57.043Z,46.9,64,,,,,54
2017-12-02T01:02:07.044Z,46.9,,,,30,,54
2017-12-02T01:02:17.043Z,46.9,,,,29,,54
2017-12-02T01:02:27.040Z,46.9,,,,,,54
2017-12-02T01:02:37.067Z,46.9,,,,,,54
2017-12-02T01:02:47.127Z,47,64.1,,,,,54
2017-12-02T01:02:57.036Z,47,,,,,,54
2017-12-02T01:03:07.044Z,47,,,,,,54
2017-12-02T01:03:17.043Z,47.1,,,,,,54
2017-12-02T01:03:27.043Z,47.1,,,,,,54
2017-12-02T01:03:37.043Z,47.1,64.2,,,,,54
2017-12-02T01:03:47.129Z,47.1,,,,,,54
2017-12-02T01:03:57.040Z,47.1,,,,,,54
2017-12-02T01:04:07.041Z,47.1,,,,,,54
2017-12-02T01:04:17.039Z,47.1,,,,,,54
2017-12-02T01:04:27.042Z,47.2,64.4,,,30,,54
2017-12-02T01:04:37.042Z,47.2,,,,29,,54
2017-12-02T01:04:47.137Z,47.2,,,,30,,54
2017-12-02T01:04:57.039Z,47.2,,,,29,,54
2017-12-02T01:05:07.043Z,47.2,,,,,,54
2017-12-02T01:05:17.043Z,47.2,,,,,,54
2017-12-02T01:05:27.039Z,47.2,64.5,,,,,54
2017-12-02T01:05:37.045Z,47.3,,,,,,54
2017-12-02T01:05:47.121Z,47.3,,,,,,54
2017-12-02T01:05:57.043Z,47.3,,,,,,54
2017-12-02T01:06:07.043Z,47.3,,,,,,54
2017-12-02T01:06:17.042Z,47.3,,,,,,54
2017-12-02T01:06:27.043Z,47.4,,,,,,54
2017-12-02T01:06:37.045Z,47.4,,,,,,54
2017-12-02T01:06:47.132Z,47.4,,,,,,54
2017-12-02T01:06:57.040Z,47.4,64.6,,,,,54
2017-12-02T01:07:07.043Z,47.4,,,,,,54
2017-12-02T01:07:17.043Z,47.5,,,,,,54
2017-12-02T01:07:27.041Z,47.5,,,,30,,54
2017-12-02T01:07:37.045Z,47.5,,,,29,,54
2017-12-02T01:07:47.128Z,47.5,,,,,,54
2017-12-02T01:07:57.044Z,47.5,,,,,,54
2017-12-02T01:08:07.043Z,47.5,64.7,,,,,54
2017-12-02T01:08:17.046Z,47.5,,,,,,54
2017-12-02T01:08:27.051Z,47.5,,,,,,54
2017-12-02T01:08:37.039Z,47.5,,,,30,,54
2017-12-02T01:08:47.133Z,47.5,,,,29,,54
2017-12-02T01:08:57.039Z,47.5,,,,,,54
2017-12-02T01:09:07.039Z,47.5,,,,30,,54
2017-12-02T01:09:17.042Z,47.5,,,,29,,54
2017-12-02T01:09:27.040Z,47.5,64.8,,,,,54
2017-12-02T01:09:37.042Z,47.5,,,,30,,54
2017-12-02T01:09:47.134Z,47.5,,,,29,,54
2017-12-02T01:09:57.044Z,47.5,,,,,,54
2017-12-02T01:10:07.041Z,47.6,,,,,,54
2017-12-02T01:10:17.039Z,47.6,,,,,,54
2017-12-02T01:10:27.040Z,47.6,64.9,,,,,54
2017-12-02T01:10:37.041Z,47.6,,,,30,,54
2017-12-02T01:10:47.124Z,47.7,,,,29,,54
2017-12-02T01:10:57.048Z,47.7,,,,,,54
2017-12-02T01:11:07.050Z,47.7,,,,,,54
2017-12-02T01:11:17.043Z,47.7,,,,,,54
2017-12-02T01:11:27.047Z,47.8,62.5,1,,0,0,54
2017-12-02T01:11:37.043Z,47.8,61.1,,,,,54
2017-12-02T01:11:47.139Z,47.8,59.8,,,,,54
2017-12-02T01:11:57.050Z,47.8,58.8,,,,,54
2017-12-02T01:12:07.043Z,47.7,57.9,,,,,54
2017-12-02T01:12:17.044Z,47.7,57.2,,,,,54
2017-12-02T01:12:27.050Z,47.6,56.5,,,,,54
2017-12-02T01:12:37.050Z,47.5,55.9,,,,,54
2017-12-02T01:12:47.138Z,47.4,55.4,,,,,54
2017-12-02T01:12:57.051Z,47.3,54.9,,,,,54
2017-12-02T01:13:07.054Z,47.2,57.8,1,,40,0,54
2017-12-02T01:13:17.043Z,47.1,58.9,,,29,,54
2017-12-02T01:13:27.044Z,47,59.1,,,29,,54
2017-12-02T01:13:37.044Z,46.9,60.1,,,,,54
2017-12-02T01:13:47.134Z,46.9,60.6,,,,,54
2017-12-02T01:13:57.049Z,46.8,61.1,,,30,,54
2017-12-02T01:14:07.045Z,46.8,61.5,,,29,,54
2017-12-02T01:14:17.045Z,46.7,61.9,,,,,54
2017-12-02T01:14:27.045Z,46.7,62.1,,,,,54
2017-12-02T01:14:37.052Z,46.8,62.4,,,,,54
2017-12-02T01:14:47.137Z,46.8,62.5,,,,,54
2017-12-02T01:14:57.044Z,46.8,62.7,,,,,54
2017-12-02T01:15:07.048Z,46.8,62.8,,,,,54
2017-12-02T01:15:17.054Z,46.8,62.9,,,,,54
2017-12-02T01:15:27.046Z,46.8,63.1,,,29,,54
2017-12-02T01:15:37.046Z,46.8,,,,,,54
2017-12-02T01:15:47.137Z,46.8,63.2,,,,,54
2017-12-02T01:15:57.051Z,46.8,,,,,,54
2017-12-02T01:16:07.048Z,46.8,63.3,,,,,54
2017-12-02T01:16:17.048Z,46.9,,,,,,54
2017-12-02T01:16:27.052Z,46.9,63.4,,,,,54
2017-12-02T01:16:37.051Z,46.9,,,,30,,54
2017-12-02T01:16:47.135Z,46.9,63.5,,,29,,54
2017-12-02T01:16:57.053Z,46.8,,,,30,,54
2017-12-02T01:17:07.048Z,46.8,,,,,,54
2017-12-02T01:17:17.048Z,46.8,,,,29,,54
2017-12-02T01:17:27.048Z,46.8,,,,,,54
2017-12-02T01:17:37.054Z,46.8,,,,,,54
2017-12-02T01:17:47.132Z,46.9,63.6,,,,,54
2017-12-02T01:17:57.045Z,46.9,63.5,,,,,54
