Time,ChActive,HwActive,PrimT,HwTSet,PrimTSet,ActPow,HwTOutlet
2017-12-13T01:11:40.380Z,,,37.9,50,,,29.8
2017-12-13T01:11:50.381Z,1,0,,50,59,,29.8
2017-12-13T01:12:00.380Z,,,,50,,,30
2017-12-13T01:12:10.380Z,,,,50,,,29.8
2017-12-13T01:12:20.380Z,,,,50,,,29.8
2017-12-13T01:12:30.379Z,,,,50,,,29.8
2017-12-13T01:12:40.380Z,,,,50,,,29.8
2017-12-13T01:12:50.385Z,,,,50,,,29.8
2017-12-13T01:13:00.380Z,,,37.8,50,,,30
2017-12-13T01:13:10.381Z,,,,50,,,29.8
2017-12-13T01:13:20.381Z,,,,50,,,29.8
2017-12-13T01:13:30.380Z,,,,50,,,29.8
2017-12-13T01:13:40.380Z,,,,50,,,29.8
2017-12-13T01:13:50.380Z,,,,50,,,29.8
2017-12-13T01:14:00.380Z,,,,50,,,30
2017-12-13T01:14:10.380Z,,,,50,,,29.8
2017-12-13T01:14:20.380Z,,,37.7,50,,,29.8
2017-12-13T01:14:30.380Z,,,,50,,,29.8
2017-12-13T01:14:40.381Z,,,,50,,,29.8
2017-12-13T01:14:50.380Z,,,,50,,,29.8
2017-12-13T01:15:00.380Z,,,,50,,,29.8
2017-12-13T01:15:10.380Z,,,,50,,,29.8
2017-12-13T01:15:20.380Z,,,37.6,50,,,29.8
2017-12-13T01:15:30.380Z,,,,50,,,29.8
2017-12-13T01:15:40.380Z,,,,50,,,29.8
2017-12-13T01:15:50.380Z,,,,50,,,29.8
2017-12-13T01:16:00.380Z,,,,50,,,29.8
2017-12-13T01:16:10.380Z,,,,50,,,29.8
2017-12-13T01:16:20.380Z,,,,50,,,29.8
2017-12-13T01:16:30.379Z,,,,50,,,29.8
2017-12-13T01:16:40.380Z,,,37.5,50,,,29.8
2017-12-13T01:16:50.380Z,,,,50,,,29.8
2017-12-13T01:17:00.380Z,,,,50,,,29.8
2017-12-13T01:17:10.380Z,,,,50,,,29.8
2017-12-13T01:17:20.380Z,,,,50,,,29.8
2017-12-13T01:17:30.380Z,,,,50,,,29.8
2017-12-13T01:17:40.380Z,,,,50,,,29.8
2017-12-13T01:17:50.380Z,,,,50,,,29.8
2017-12-13T01:18:00.380Z,,,37.4,50,,,29.8
2017-12-13T01:18:10.380Z,,,,50,,,29.8
2017-12-13T01:18:20.380Z,,,,50,,,29.8
2017-12-13T01:18:30.381Z,,,,50,,,29.8
