Time,ChActive,HwTOutlet,PrimTSet,PrimT,HwActive,HwTSet,ActPow
2017-11-08T06:21:35.803Z,,35.8,,,,52,
2017-11-08T06:21:45.800Z,,35.8,,58.9,,52,
2017-11-08T06:21:55.800Z,,,,59,,,
2017-11-08T06:22:15.814Z,,35.8,,59.1,,52,
2017-11-08T06:22:25.804Z,,35.9,,,,52,
2017-11-08T06:22:35.812Z,,35.9,,59.4,,52,
2017-11-08T06:22:45.811Z,,35.9,,59.7,,52,30
2017-11-08T06:22:55.802Z,,36,,,,52,
2017-11-08T06:23:05.993Z,,,,59.9,,,
2017-11-08T06:23:15.800Z,,,,60,,,29
2017-11-08T06:23:25.801Z,,36,,,,52,
2017-11-08T06:23:35.805Z,,36,,60.2,,52,
2017-11-08T06:23:45.800Z,,36.1,,60.6,,52,
2017-11-08T06:24:05.880Z,,36.1,,60.8,,52,
2017-11-08T06:24:15.800Z,,36.1,,,,52,
2017-11-08T06:24:25.800Z,,,,60.9,,,30
2017-11-08T06:24:35.799Z,,36.2,,61.2,,52,29
2017-11-08T06:24:45.800Z,,36.2,,61.3,,52,
2017-11-08T06:24:55.800Z,,36.2,,61.5,,52,29
2017-11-08T06:25:15.813Z,,36.3,,61.6,,52,
2017-11-08T06:25:25.805Z,1,36.3,,62,0,52,0
2017-11-08T06:25:35.804Z,1,36.4,,60.7,0,52,
2017-11-08T06:25:45.802Z,,36.4,,56.2,,52,
2017-11-08T06:25:55.812Z,,,,56.1,,,
2017-11-08T06:26:05.968Z,,36.4,,,,52,
2017-11-08T06:26:15.845Z,,,,55.4,,,
2017-11-08T06:26:25.799Z,,36.5,,,,52,
2017-11-08T06:26:35.799Z,,36.5,,55,,52,
2017-11-08T06:26:45.800Z,,36.5,,54.9,,52,
2017-11-08T06:26:55.800Z,,,,54.9,,,
2017-11-08T06:27:15.800Z,,36.5,,54.8,,52,
2017-11-08T06:27:25.799Z,,36.6,,,,52,
2017-11-08T06:27:35.800Z,,36.6,,54.6,,52,
2017-11-08T06:27:45.800Z,,36.6,,54.3,,52,
2017-11-08T06:27:55.818Z,,36.7,,,,52,
2017-11-08T06:28:05.881Z,,,,54.1,,,
2017-11-08T06:28:15.804Z,,36.7,,,,52,
2017-11-08T06:28:25.800Z,,,,53.9,,,
2017-11-08T06:28:35.800Z,,36.7,,53.7,,52,
2017-11-08T06:28:45.800Z,,36.7,,53.6,,52,
2017-11-08T06:28:55.799Z,,36.7,,53.4,,52,
2017-11-08T06:29:05.879Z,,36.7,,53.3,,52,
2017-11-08T06:29:15.800Z,,36.8,,,,52,
2017-11-08T06:29:25.800Z,,,,53,,,
2017-11-08T06:29:35.847Z,,36.8,,52.9,,52,
2017-11-08T06:29:45.819Z,,36.8,,52.7,,52,
2017-11-08T06:29:55.814Z,,36.8,,52.3,,52,
2017-11-08T06:30:05.906Z,,36.8,,,,52,
2017-11-08T06:30:15.816Z,,36.8,,51.9,,52,
2017-11-08T06:30:25.822Z,1,36.8,,53.1,0,52,44
2017-11-08T06:30:35.846Z,,,,56,,,39
2017-11-08T06:30:45.811Z,,36.8,,58.5,,52,29
2017-11-08T06:30:55.820Z,,36.8,,,,52,
2017-11-08T06:31:05.913Z,,,,58.6,,,30
2017-11-08T06:31:25.799Z,,36.9,,58.7,,52,29
2017-11-08T06:31:35.814Z,,36.9,,,,52,
2017-11-08T06:31:45.805Z,,36.9,,58.6,,52,30
2017-11-08T06:31:55.799Z,,36.9,,,,52,
2017-11-08T06:32:05.882Z,,,,58.7,,,29
2017-11-08T06:32:25.800Z,,36.9,,58.8,,52,
2017-11-08T06:32:35.800Z,,36.9,,,,52,
2017-11-08T06:32:45.811Z,,36.9,,58.9,,52,30
2017-11-08T06:32:55.829Z,,37.1,,,,52,
2017-11-08T06:33:15.810Z,,,,59.1,,,29
2017-11-08T06:33:25.812Z,,37.1,,,,52,
2017-11-08T06:33:35.800Z,,,,59.3,,,30
2017-11-08T06:33:45.799Z,,37.1,,59.5,,52,29
2017-11-08T06:33:55.800Z,,,,59.6,,,30
2017-11-08T06:34:05.884Z,,37.1,,59.7,,52,29
2017-11-08T06:34:15.800Z,,37.2,,,,52,
2017-11-08T06:34:25.799Z,,,,59.9,,,30
2017-11-08T06:34:35.857Z,,37.2,,60,,52,29
2017-11-08T06:34:45.799Z,,37.2,,60.2,,52,
2017-11-08T06:34:55.802Z,,37.2,,60.4,,52,
2017-11-08T06:35:05.879Z,,,,60.5,,,
2017-11-08T06:35:15.799Z,,37.2,,60.6,,52,
2017-11-08T06:35:25.801Z,,37.2,,60.7,,52,
2017-11-08T06:35:45.799Z,,37.3,,61.1,,52,29
2017-11-08T06:35:56.524Z,,37.3,,,,52,
2017-11-08T06:36:05.879Z,,,,61.3,,,
2017-11-08T06:36:25.800Z,,37.3,,61.4,,52,
2017-11-08T06:36:35.805Z,,37.3,,61.5,,52,
2017-11-08T06:36:45.801Z,,37.4,,61.8,,52,
2017-11-08T06:36:55.799Z,1,,,62,0,,0
2017-11-08T06:37:05.879Z,,37.4,,60.6,,52,
2017-11-08T06:37:15.799Z,,,,57.2,,,
2017-11-08T06:37:25.847Z,,37.4,,56.9,,52,
2017-11-08T06:37:35.799Z,,37.4,,56.1,,52,
2017-11-08T06:37:45.799Z,,37.5,,55.4,,52,
2017-11-08T06:37:55.800Z,,,,55.1,,,
2017-11-08T06:38:05.878Z,,37.5,,55,,52,
2017-11-08T06:38:15.801Z,,37.5,,,,52,
2017-11-08T06:38:35.799Z,,37.5,,54.9,,52,
2017-11-08T06:38:45.800Z,,37.5,,54.7,,52,
2017-11-08T06:38:55.799Z,,37.6,,54.6,,52,
2017-11-08T06:39:05.879Z,,,,54.5,,,
2017-11-08T06:39:15.801Z,,37.6,,,,52,
2017-11-08T06:39:25.807Z,,37.6,,54.4,,52,
2017-11-08T06:39:35.799Z,,37.6,,54.3,,52,
2017-11-08T06:39:45.799Z,,37.6,,53.8,,52,
2017-11-08T06:39:55.799Z,,37.6,,,,52,
2017-11-08T06:40:05.879Z,,37.6,,53.6,,52,
2017-11-08T06:40:25.819Z,,37.6,,53.3,,52,
2017-11-08T06:40:35.800Z,,37.7,,,,52,
2017-11-08T06:40:45.799Z,,37.6,,53.1,,52,
2017-11-08T06:40:55.800Z,,37.6,,52.9,,52,
2017-11-08T06:41:05.879Z,,37.7,,52.8,,52,
2017-11-08T06:41:25.799Z,,37.7,,52.6,,52,
2017-11-08T06:41:35.801Z,1,37.7,,52.1,0,52,
2017-11-08T06:41:45.799Z,1,37.7,,53.3,0,52,44
2017-11-08T06:41:55.799Z,,,,55.5,,,40
2017-11-08T06:42:05.879Z,,37.7,,,,52,
2017-11-08T06:42:15.806Z,,,,57.1,,,36
2017-11-08T06:42:25.800Z,,37.7,,58.5,,52,29
2017-11-08T06:42:35.799Z,,37.7,,58.6,,52,30
2017-11-08T06:42:45.799Z,,37.7,,58.7,,52,29
2017-11-08T06:43:05.881Z,,37.7,,,,52,
2017-11-08T06:43:15.802Z,,,,58.6,,,
2017-11-08T06:43:25.799Z,,37.7,,,,52,
2017-11-08T06:43:35.803Z,,37.7,,58.7,,52,
2017-11-08T06:43:45.814Z,,37.7,,58.8,,52,
2017-11-08T06:43:55.806Z,,37.7,,,,52,
2017-11-08T06:44:05.879Z,,37.7,,,,52,
2017-11-08T06:44:25.799Z,,37.7,,58.9,,52,
2017-11-08T06:44:35.812Z,,37.7,,59,,52,30
2017-11-08T06:44:45.809Z,,37.7,,59.1,,52,29
2017-11-08T06:44:55.799Z,,37.7,,59.3,,52,
2017-11-08T06:45:05.879Z,,,,59.4,,,
2017-11-08T06:45:15.800Z,,37.7,,,,52,
2017-11-08T06:45:25.799Z,,37.8,,59.5,,52,
2017-11-08T06:45:35.799Z,,37.8,,59.6,,52,
2017-11-08T06:45:45.799Z,,37.8,,59.8,,52,
2017-11-08T06:45:55.799Z,,,,60,,,
2017-11-08T06:46:05.879Z,,,,,,,30
2017-11-08T06:46:15.805Z,,37.8,,,,52,
2017-11-08T06:46:25.799Z,,37.8,,60.1,,52,
2017-11-08T06:46:35.799Z,,37.8,,60.2,,52,29
2017-11-08T06:46:45.806Z,,37.8,,60.5,,52,30
2017-11-08T06:46:55.800Z,,37.8,,60.6,,52,29
2017-11-08T06:47:05.900Z,,37.9,,,,52,
2017-11-08T06:47:25.799Z,,37.9,,60.7,,52,
2017-11-08T06:47:35.799Z,,37.9,,60.8,,52,
2017-11-08T06:47:45.799Z,,37.9,,60.9,,52,29
2017-11-08T06:47:55.799Z,,37.9,,61.1,,52,
2017-11-08T06:48:05.879Z,,37.9,,,,52,
2017-11-08T06:48:15.805Z,,,,61.2,,,
2017-11-08T06:48:25.799Z,,37.9,,61.3,,52,
2017-11-08T06:48:35.799Z,,37.9,,61.4,,52,
2017-11-08T06:48:45.836Z,,38,,61.6,,52,29
2017-11-08T06:48:55.799Z,,38,,,,52,
2017-11-08T06:49:05.879Z,,38,,61.8,,52,
2017-11-08T06:49:15.842Z,,38,,61.9,,52,
2017-11-08T06:49:25.799Z,,38,,62,,52,0
2017-11-08T06:49:35.799Z,1,,,59.5,0,,
2017-11-08T06:49:45.799Z,,38.1,,56.5,,52,
2017-11-08T06:49:55.799Z,,38.1,,55.5,,52,
2017-11-08T06:50:05.888Z,,38.1,,,,52,
2017-11-08T06:50:25.799Z,,38.1,,55.1,,52,
2017-11-08T06:50:35.799Z,,38.1,,54.9,,52,
2017-11-08T06:50:45.808Z,,38.1,,54.7,,52,
2017-11-08T06:50:55.806Z,,38.1,,54.6,,52,
2017-11-08T06:51:05.882Z,,38.1,,54.4,,52,
2017-11-08T06:51:25.862Z,,38.1,,54.3,,52,
2017-11-08T06:51:35.857Z,,38.1,,54,,52,
2017-11-08T06:51:45.800Z,,38.2,,53.7,,52,
2017-11-08T06:51:55.834Z,,38.2,,,,52,
2017-11-08T06:52:05.886Z,,,,53.3,,,
2017-11-08T06:52:15.799Z,,38.2,,,,52,
2017-11-08T06:52:25.799Z,,38.2,,53.1,,52,
2017-11-08T06:52:35.799Z,,38.2,,52.9,,52,
2017-11-08T06:52:45.800Z,,38.2,,52.2,,52,
2017-11-08T06:52:55.825Z,,38.2,,51.9,,52,
2017-11-08T06:53:05.878Z,1,38.2,,,0,52,
2017-11-08T06:53:15.798Z,,,,54,,,43
2017-11-08T06:53:25.799Z,,,,57,,,37
2017-11-08T06:53:35.799Z,,38.2,,57.3,,52,35
2017-11-08T06:53:45.799Z,,38.2,,58.3,,52,29
2017-11-08T06:53:55.803Z,,38.2,,,,52,
2017-11-08T06:54:05.879Z,,,,58.2,,,30
2017-11-08T06:54:15.799Z,,38.2,,,,52,
2017-11-08T06:54:25.802Z,,,,,,,29
2017-11-08T06:54:35.798Z,,38.2,,58.1,,52,
2017-11-08T06:54:45.800Z,,38.2,,58.3,,52,
2017-11-08T06:54:55.799Z,,38.2,,58.4,,52,
2017-11-08T06:55:05.883Z,,38.2,,,,52,
2017-11-08T06:55:15.798Z,,,,58.5,,,
2017-11-08T06:55:25.806Z,,38.2,,,,52,
2017-11-08T06:55:35.798Z,,,,,,,30
2017-11-08T06:55:45.815Z,,38.2,,,,52,29
2017-11-08T06:55:55.805Z,,38.2,,58.6,,52,
2017-11-08T06:56:05.890Z,,38.2,,,,52,
2017-11-08T06:56:15.800Z,,,,,,,30
2017-11-08T06:56:25.802Z,,38.2,,,,52,
2017-11-08T06:56:35.801Z,,38.2,,58.7,,52,30
2017-11-08T06:56:45.800Z,,38.2,,58.9,,52,29
2017-11-08T06:56:55.828Z,,,,58.9,,,
2017-11-08T06:57:05.879Z,,38.2,,,,52,
2017-11-08T06:57:15.799Z,,,,58.9,,,30
2017-11-08T06:57:25.799Z,,38.2,,,,52,
2017-11-08T06:57:35.798Z,,,,,,,30
2017-11-08T06:57:45.798Z,,38.2,,59.1,,52,30
2017-11-08T06:57:55.822Z,,38.2,,,,52,
2017-11-08T06:58:05.879Z,,,,59.3,,,29
2017-11-08T06:58:25.799Z,,38.2,,59.4,,52,
2017-11-08T06:58:35.802Z,,38.2,,,,52,
2017-11-08T06:58:45.799Z,,38.2,,59.6,,52,30
2017-11-08T06:58:55.841Z,,38.3,,,,52,
2017-11-08T06:59:05.911Z,,,,,,,29
2017-11-08T06:59:15.827Z,,38.3,,59.7,,52,
2017-11-08T06:59:35.805Z,,38.3,,59.8,,52,
2017-11-08T06:59:45.874Z,,38.3,,59.9,,52,30
2017-11-08T06:59:55.826Z,,,,,,,29
2017-11-08T07:00:05.964Z,,38.3,,60,,52,
2017-11-08T07:00:25.801Z,,38.3,,,,52,
2017-11-08T07:00:35.798Z,,38.3,,,,52,
2017-11-08T07:00:45.855Z,,38.3,,60.2,,52,29
2017-11-08T07:00:55.803Z,,38.3,,,,52,
2017-11-08T07:01:15.888Z,,38.3,,60.4,,52,
2017-11-08T07:01:35.800Z,,38.3,,60.5,,52,
2017-11-08T07:08:29.245Z,,38.4,,60.6,,52,
2017-11-08T07:08:29.246Z,,,,60.7,,,
2017-11-08T07:08:29.247Z,,38.4,,61.1,,52,29
2017-11-08T07:08:29.248Z,,38.5,,61.3,,52,
2017-11-08T07:08:29.249Z,,38.5,,61.5,,52,
2017-11-08T07:08:29.288Z,,38.5,,61.6,,52,30
2017-11-08T07:08:29.303Z,1,38.6,,61.9,0,52,0
2017-11-08T07:08:29.304Z,,38.6,,61.8,,52,29
2017-11-08T07:08:29.305Z,,38.6,,,,52,
2017-11-08T07:08:29.315Z,,38.6,,56.4,,52,
2017-11-08T07:08:29.326Z,,,,53.9,,,
2017-11-08T07:08:29.327Z,,38.7,,55.3,,52,
2017-11-08T07:08:29.332Z,,,,55.1,,,
2017-11-08T07:08:29.333Z,,38.7,,54.6,,52,
2017-11-08T07:08:29.334Z,,38.7,,54,,52,
2017-11-08T07:10:16.122Z,1,38.7,,55.6,0,52,39
2017-11-08T07:10:16.131Z,,38.7,,56.4,,52,38
2017-11-08T07:10:28.695Z,,,,58.1,,,29
2017-11-08T07:10:36.881Z,,38.7,,,,52,
2017-11-08T07:10:47.958Z,,38.7,,58.2,,52,29
2017-11-08T07:10:56.117Z,,38.7,,58.1,,52,
2017-11-08T07:14:25.219Z,,38.7,,58.8,,52,29
2017-11-08T07:14:33.883Z,,,,59.8,,,30
2017-11-08T07:14:43.799Z,,38.7,,60,,52,30
2017-11-08T07:14:53.960Z,,38.7,,60.1,,52,29
2017-11-08T07:15:13.815Z,,38.7,,,,52,30
2017-11-08T07:15:33.913Z,,38.7,,60.4,,52,29
2017-11-08T07:15:43.799Z,,38.7,,60.5,,52,30
2017-11-08T07:15:53.961Z,,38.7,,60.6,,52,29
2017-11-08T07:16:03.799Z,,38.7,,,,52,
2017-11-08T07:16:14.235Z,,,,60.7,,,30
2017-11-08T07:16:24.377Z,,38.7,,,,52,
2017-11-08T07:16:33.798Z,,,,60.8,,,30
2017-11-08T07:16:44.680Z,1,38.7,58,61.1,0,52,29
2017-11-08T07:16:58.160Z,,38.8,,,,52,
2017-11-08T07:17:07.993Z,,,,,,,30
2017-11-08T07:17:15.276Z,,38.8,,61.2,,52,
2017-11-08T07:17:33.814Z,,38.8,,61.4,,52,29
2017-11-08T07:17:43.822Z,,38.8,,,,52,30
2017-11-08T07:17:53.829Z,,38.8,,61.6,,52,30
2017-11-08T07:18:03.832Z,,,,61.8,,,29
2017-11-08T07:18:13.800Z,1,38.8,,61.9,0,52,0
2017-11-08T07:18:23.879Z,,,,58.4,,,
2017-11-08T07:18:33.904Z,,38.8,,56.8,,52,
2017-11-08T07:18:43.798Z,,38.9,,55.7,,52,
2017-11-08T07:18:53.805Z,,,,55.3,,,
2017-11-08T07:19:03.798Z,,38.9,,,,52,
2017-11-08T07:19:13.798Z,,,,55.1,,,
2017-11-08T07:19:23.884Z,,38.9,,,,52,
2017-11-08T07:19:33.799Z,,,,55,,,
2017-11-08T07:19:43.798Z,,38.9,,54.9,,52,
2017-11-08T07:19:53.798Z,,,,54.8,,,
2017-11-08T07:20:03.798Z,,38.9,,54.6,,52,
2017-11-08T07:20:13.799Z,,38.9,,,,52,
2017-11-08T07:20:23.882Z,,,,54.4,,,
2017-11-08T07:20:33.798Z,,38.9,,54.1,,52,
2017-11-08T07:20:43.799Z,,38.9,,53.8,,52,
2017-11-08T07:20:53.798Z,,38.9,,53.6,,52,
2017-11-08T07:21:13.798Z,,38.9,,53.4,,52,
2017-11-08T07:21:23.891Z,,38.9,,,,52,
2017-11-08T07:21:33.872Z,,,,53.1,,,
2017-11-08T07:21:43.892Z,,38.9,,52.8,,52,
2017-11-08T07:21:53.896Z,,38.9,,,,52,
2017-11-08T07:22:03.877Z,,,,52.7,,,
2017-11-08T07:22:13.818Z,,38.9,,52.4,,52,
2017-11-08T07:22:23.879Z,,38.9,,52.2,,52,
2017-11-08T07:22:33.798Z,1,,,51.9,0,,
2017-11-08T07:22:43.920Z,,38.9,,56.2,,52,39
2017-11-08T07:22:53.858Z,,38.8,,57.1,,52,36
2017-11-08T07:23:03.858Z,,,,58.5,,,30
2017-11-08T07:23:23.923Z,,38.8,,58.6,,52,
2017-11-08T07:23:33.852Z,,38.8,,,,52,
2017-11-08T07:23:43.819Z,,38.8,,58.7,,52,30
2017-11-08T07:23:53.798Z,,38.8,,,,52,
2017-11-08T07:24:03.798Z,,38.8,,58.6,,52,29
2017-11-08T07:24:13.843Z,,,,58.7,,,
2017-11-08T07:24:23.878Z,,38.8,,58.8,,52,
2017-11-08T07:24:33.798Z,,38.8,,59,,52,30
2017-11-08T07:24:43.808Z,,38.8,,58.9,,52,29
2017-11-08T07:24:53.801Z,,38.8,,59,,52,30
2017-11-08T07:25:03.810Z,,,,59,,,30
2017-11-08T07:25:23.881Z,,38.8,,59.1,,52,29
2017-11-08T07:25:33.798Z,,38.8,,,,52,
2017-11-08T07:25:43.798Z,,38.8,,59.4,,52,30
2017-11-08T07:25:53.798Z,,38.8,,,,52,
2017-11-08T07:26:03.798Z,,,,59.5,,,29
2017-11-08T07:26:13.803Z,,38.8,,59.6,,52,
2017-11-08T07:26:23.905Z,,38.8,,,,52,
2017-11-08T07:26:33.910Z,,,,59.8,,,29
2017-11-08T07:26:43.841Z,,38.8,,60.1,,52,
2017-11-08T07:26:53.806Z,,38.8,,,,52,
2017-11-08T07:27:03.826Z,,,,60.2,,,
2017-11-08T07:27:13.813Z,,38.8,,60.4,,52,30
2017-11-08T07:27:33.806Z,,38.8,,60.6,,52,29
2017-11-08T07:27:43.812Z,,38.8,,60.8,,52,
2017-11-08T07:27:53.814Z,,38.8,,60.9,,52,
2017-11-08T07:28:03.831Z,,,,61.1,,,
2017-11-08T07:28:23.976Z,,38.8,,61.2,,52,
2017-11-08T07:28:33.810Z,,38.8,,,,52,
2017-11-08T07:28:43.806Z,,38.8,,61.5,,52,29
2017-11-08T07:28:53.802Z,,38.9,,61.6,,52,
2017-11-08T07:29:03.861Z,,38.9,,,,52,
2017-11-08T07:29:13.814Z,,38.9,,61.9,,52,
2017-11-08T07:29:23.900Z,1,38.9,,61.9,0,52,0
2017-11-08T07:29:33.798Z,,38.9,,59.9,,52,
2017-11-08T07:29:43.821Z,,38.9,,56.9,,52,
2017-11-08T07:29:53.811Z,,38.9,,56.1,,52,
2017-11-08T07:30:03.822Z,,,,55.4,,,
2017-11-08T07:30:13.876Z,,38.9,,,,52,
2017-11-08T07:30:23.894Z,,,,55.1,,,
2017-11-08T07:30:33.867Z,,38.9,,55,,52,
2017-11-08T07:30:43.802Z,,38.9,,54.9,,52,
2017-11-08T07:30:53.805Z,,38.9,,,,52,
2017-11-08T07:31:03.801Z,,,,54.6,,,
2017-11-08T07:31:23.878Z,,39.1,,54.5,,52,
2017-11-08T07:31:33.800Z,,38.9,,54.4,,52,
2017-11-08T07:31:43.802Z,,38.9,,54.1,,52,
2017-11-08T07:31:53.799Z,,38.9,,53.9,,52,
2017-11-08T07:32:03.798Z,,39.1,,,,52,
2017-11-08T07:32:13.801Z,,,,53.7,,,
2017-11-08T07:32:33.798Z,,39.1,,53.4,,52,
2017-11-08T07:32:43.845Z,,39.1,,53.2,,52,
2017-11-08T07:32:53.798Z,,,,52.9,,,
2017-11-08T07:33:03.798Z,,38.9,,,,52,
2017-11-08T07:33:13.798Z,,,,52.8,,,
2017-11-08T07:33:33.803Z,,38.9,,52.4,,52,
2017-11-08T07:33:43.812Z,1,38.9,,52,0,52,44
2017-11-08T07:33:53.800Z,,38.9,,52.1,,52,
2017-11-08T07:34:03.803Z,,,,53.1,,,43
2017-11-08T07:34:13.799Z,,,,56,,,40
2017-11-08T07:34:23.879Z,,,,57.7,,,35
2017-11-08T07:34:33.798Z,,38.9,,58.6,,52,29
2017-11-08T07:34:43.798Z,,38.9,,58.7,,52,
2017-11-08T07:34:53.798Z,,,,,,,29
2017-11-08T07:35:03.811Z,,38.9,,,,52,
2017-11-08T07:35:23.878Z,,38.9,,58.8,,52,
2017-11-08T07:35:35.933Z,,38.9,,58.9,,52,30
2017-11-08T07:35:43.798Z,,38.8,,59,,52,29
2017-11-08T07:35:53.798Z,,,,58.9,,,
2017-11-08T07:36:13.798Z,,38.8,,59,,52,30
2017-11-08T07:36:23.877Z,,38.9,,,,52,29
2017-11-08T07:36:33.799Z,,,,59,,,30
2017-11-08T07:36:43.798Z,,38.8,,59.1,,52,
2017-11-08T07:36:53.798Z,,38.8,,59.3,,52,29
2017-11-08T07:37:03.808Z,,38.8,,,,52,
2017-11-08T07:37:13.798Z,,,,59.4,,,
2017-11-08T07:37:33.798Z,,38.8,,59.6,,52,30
2017-11-08T07:37:43.799Z,,38.8,,59.9,,52,29
2017-11-08T07:37:53.801Z,,,,60,,,30
2017-11-08T07:38:03.797Z,,38.8,,,,52,
2017-11-08T07:38:13.798Z,,,,60.1,,,29
2017-11-08T07:38:33.797Z,,38.9,,60.4,,52,30
2017-11-08T07:38:43.850Z,,38.9,,60.5,,52,
2017-11-08T07:38:53.838Z,,38.9,,60.8,,52,29
2017-11-08T07:39:03.799Z,,38.9,,,,52,
2017-11-08T07:39:13.797Z,,,,60.9,,,
2017-11-08T07:39:23.906Z,,38.9,,,,52,
2017-11-08T07:39:33.803Z,,,,61.2,,,30
2017-11-08T07:39:43.905Z,,38.9,,61.3,,52,29
2017-11-08T07:39:53.892Z,,38.9,,61.4,,52,
2017-11-08T07:40:03.870Z,,38.9,,,,52,
2017-11-08T07:40:13.858Z,,,,61.5,,,
2017-11-08T07:40:23.962Z,,38.9,,61.8,,52,30
2017-11-08T07:40:33.899Z,,38.9,,61.9,,52,29
2017-11-08T07:40:43.870Z,1,38.9,,58.5,0,52,0
2017-11-08T07:40:53.852Z,,38.9,,56.9,,52,
2017-11-08T07:41:03.850Z,,,,56.5,,,
2017-11-08T07:41:13.800Z,,38.9,,55.9,,52,
2017-11-08T07:41:23.883Z,,38.9,,55.6,,52,
2017-11-08T07:41:33.805Z,,,,55.2,,,
2017-11-08T07:41:43.798Z,,39.1,,54.9,,52,
2017-11-08T07:41:53.798Z,,39.1,,,,52,
2017-11-08T07:42:03.799Z,,,,54.8,,,
2017-11-08T07:42:13.798Z,,39.1,,,,52,
2017-11-08T07:42:33.801Z,,39.1,,54.5,,52,
2017-11-08T07:42:43.800Z,,39.1,,54.4,,52,
2017-11-08T07:42:53.797Z,,,,54.1,,,
2017-11-08T07:43:03.798Z,,39.1,,53.9,,52,
2017-11-08T07:43:23.881Z,,39.1,,53.7,,52,
2017-11-08T07:43:33.801Z,,39.1,,,,52,
2017-11-08T07:43:43.802Z,,39.1,,53.2,,52,
2017-11-08T07:43:53.802Z,,39.1,,53,,52,
2017-11-08T07:44:03.804Z,,,,52.9,,,
2017-11-08T07:44:23.877Z,,39.1,,52.7,,52,
2017-11-08T07:44:33.797Z,,39.1,,,,52,
2017-11-08T07:44:43.819Z,,39.1,,52,,52,
2017-11-08T07:44:53.799Z,,39.1,,51.9,,52,
2017-11-08T07:45:03.798Z,1,,,52.1,0,,44
2017-11-08T07:45:13.910Z,,,,55.5,,,40
2017-11-08T07:45:23.909Z,,38.9,,56.3,,52,38
2017-11-08T07:45:33.799Z,,,,58.5,,,29
2017-11-08T07:45:43.798Z,,38.9,,58.6,,52,
2017-11-08T07:45:53.797Z,,,,58.7,,,30
2017-11-08T07:46:03.797Z,,38.9,,,,52,
2017-11-08T07:46:13.798Z,,,,,,,29
2017-11-08T07:46:23.878Z,,38.9,,,,52,
2017-11-08T07:46:33.799Z,,38.9,,58.8,,52,29
2017-11-08T07:46:43.802Z,,38.9,,59,,52,29
2017-11-08T07:46:53.797Z,,38.9,,58.9,,52,
2017-11-08T07:47:13.797Z,,38.9,,,,52,
2017-11-08T07:47:33.798Z,,38.9,,59,,52,
2017-11-08T07:47:43.816Z,,38.9,,,,52,30
2017-11-08T07:47:53.797Z,,,,59.1,,,29
2017-11-08T07:48:03.797Z,,38.9,,59.4,,52,
2017-11-08T07:48:23.878Z,,38.9,,59.5,,52,
2017-11-08T07:48:33.798Z,,38.9,,,,52,
2017-11-08T07:48:43.840Z,,38.9,,59.8,,52,29
2017-11-08T07:48:53.839Z,,38.9,,59.9,,52,
2017-11-08T07:49:03.797Z,,,,60,,,
2017-11-08T07:49:23.877Z,,38.9,,60.1,,52,
2017-11-08T07:49:33.800Z,,38.9,,,,52,
2017-11-08T07:49:43.801Z,,38.9,,60.6,,52,30
2017-11-08T07:49:53.797Z,,38.9,,,,52,
2017-11-08T07:50:03.797Z,,38.9,,60.7,,52,29
2017-11-08T07:50:13.801Z,,,,60.8,,,
2017-11-08T07:50:23.877Z,,38.9,,,,52,
2017-11-08T07:50:33.799Z,,,,60.9,,,
2017-11-08T07:50:43.797Z,,38.9,,61.1,,52,
2017-11-08T07:50:53.798Z,,,,61.2,,,
2017-11-08T07:51:03.797Z,,38.9,,61.4,,52,
2017-11-08T07:51:23.877Z,,38.9,,,,52,
2017-11-08T07:51:33.797Z,,38.9,,,,52,
2017-11-08T07:51:43.800Z,,38.9,,61.8,,52,29
2017-11-08T07:51:53.797Z,,39.1,,61.9,,52,30
2017-11-08T07:52:03.797Z,1,,,,0,,0
2017-11-08T07:52:13.805Z,,39.1,,59.3,,52,
2017-11-08T07:52:23.880Z,,,,56.9,,,
2017-11-08T07:52:33.797Z,,39.1,,56.8,,52,
2017-11-08T07:52:43.878Z,,39.1,,55.3,,52,
2017-11-08T07:52:53.856Z,,39.1,,55,,52,
2017-11-08T07:53:03.872Z,,,,54.9,,,
2017-11-08T07:53:23.966Z,,39.1,,,,52,
2017-11-08T07:53:33.803Z,,39.1,,,,52,
2017-11-08T07:53:43.801Z,,39.1,,54.6,,52,
2017-11-08T07:53:53.826Z,,39.1,,54.5,,52,
2017-11-08T07:54:03.797Z,,39.1,,,,52,
2017-11-08T07:54:13.945Z,,,,54.4,,,
2017-11-08T07:54:23.885Z,,39.1,,,,52,
2017-11-08T07:54:33.797Z,,,,54,,,
2017-11-08T07:54:43.804Z,,39.1,,53.8,,52,
2017-11-08T07:54:53.797Z,,39.1,,53.6,,52,
2017-11-08T07:55:03.823Z,,,,53.2,,,
2017-11-08T07:55:13.796Z,,39.1,,,,52,
2017-11-08T07:55:23.894Z,,,,53,,,
2017-11-08T07:55:33.811Z,,39.1,,52.9,,52,
2017-11-08T07:55:43.797Z,,39.1,,52.7,,52,
2017-11-08T07:55:53.828Z,,39.1,,52.3,,52,
2017-11-08T07:56:03.822Z,,39.1,,52,,52,
2017-11-08T07:56:13.797Z,1,,,52,0,,44
2017-11-08T07:56:23.877Z,,39.1,,53.5,,52,43
2017-11-08T07:56:33.836Z,,,,56.3,,,38
2017-11-08T07:56:43.813Z,,39.1,,58.5,,52,29
2017-11-08T07:56:53.820Z,,39.1,,,,52,
2017-11-08T07:57:03.797Z,,,,58.7,,,
