Time,HwTSet,HwActive,ActPow,PrimT,PrimTSet,ChActive,HwTOutlet
2017-12-08T12:52:50.536Z,50,,,37.5,,,33.8
2017-12-08T12:53:00.536Z,50,,,,,,33.8
2017-12-08T12:53:10.556Z,50,,,,,,33.8
2017-12-08T12:53:20.541Z,50,,,,,,33.8
2017-12-08T12:53:30.537Z,50,,,37.4,,,33.7
2017-12-08T12:53:40.540Z,50,,,,,,33.7
2017-12-08T12:53:50.548Z,50,,,,,,33.6
2017-12-08T12:54:00.540Z,50,,,,,,33.6
2017-12-08T12:54:10.541Z,50,0,,37.3,5,0,33.6
2017-12-08T12:54:20.578Z,50,,,,,,33.6
2017-12-08T12:54:30.538Z,50,,,,,,33.5
2017-12-08T12:54:40.540Z,50,,,,,,33.5
2017-12-08T12:54:50.545Z,50,,,,,,33.5
2017-12-08T12:55:00.537Z,50,,,,,,33.4
2017-12-08T12:55:10.540Z,50,,,37.2,,,33.4
2017-12-08T12:55:20.536Z,50,,,,,,33.4
2017-12-08T12:55:30.541Z,50,,,,,,33.4
2017-12-08T12:55:40.538Z,50,,,,,,33.3
2017-12-08T12:55:50.544Z,50,0,,37.1,59,2,33.3
2017-12-08T12:56:00.537Z,50,,,,,,33.3
2017-12-08T12:56:10.544Z,50,,,,,,33.3
2017-12-08T12:56:20.624Z,50,,,,,,33.2
2017-12-08T12:56:30.552Z,50,,,,,,33.2
2017-12-08T12:56:40.544Z,50,,,,,,33.2
2017-12-08T12:56:50.536Z,50,,,36.9,,,33.2
2017-12-08T12:57:00.536Z,50,,,36.9,,,33.1
2017-12-08T12:57:10.547Z,50,,,,,,33.1
2017-12-08T12:57:20.537Z,50,,,,,,33.1
2017-12-08T12:57:30.544Z,50,,,,,,32.9
2017-12-08T12:57:40.551Z,50,,,,,,32.9
2017-12-08T12:57:50.537Z,50,,,,,,32.9
2017-12-08T12:58:00.536Z,50,,,,,,32.9
2017-12-08T12:58:10.569Z,50,,,36.8,,,32.9
2017-12-08T12:58:20.549Z,50,,,36.9,,,32.8
2017-12-08T12:58:30.539Z,50,,,36.8,,,32.8
2017-12-08T12:58:40.536Z,50,,,,,,32.8
2017-12-08T12:58:50.536Z,50,,,,,,32.8
2017-12-08T12:59:00.588Z,50,,,,,,32.7
2017-12-08T12:59:10.537Z,50,,,,,,32.7
2017-12-08T12:59:20.552Z,50,,,,,,32.7
2017-12-08T12:59:30.538Z,50,,,,,,32.7
2017-12-08T12:59:40.549Z,50,,,,,,32.6
2017-12-08T12:59:50.547Z,50,,,,,,32.6
2017-12-08T13:00:00.560Z,50,,,,,,32.6
2017-12-08T13:00:10.546Z,50,,,36.7,,,32.6
2017-12-08T13:00:20.563Z,50,,,,,,32.5
2017-12-08T13:00:30.537Z,50,,,,,,32.5
2017-12-08T13:00:40.539Z,50,,,,,,32.5
2017-12-08T13:00:50.563Z,50,,,,,,32.5
2017-12-08T13:01:00.588Z,50,,,,,,32.4
2017-12-08T13:01:10.540Z,50,,,,,,32.4
2017-12-08T13:01:20.558Z,50,,,,,,32.4
2017-12-08T13:01:30.560Z,50,,,,,,32.4
2017-12-08T13:01:40.566Z,50,,,,,,32.4
2017-12-08T13:01:50.571Z,50,,,,,,32.3
2017-12-08T13:02:00.568Z,50,,,,,,32.3
2017-12-08T13:02:10.535Z,50,,,,,,32.3
2017-12-08T13:02:20.561Z,50,,,36.6,,,32.3
2017-12-08T13:02:30.548Z,50,,,,,,32.3
2017-12-08T13:02:40.544Z,50,,,,,,32.2
2017-12-08T13:02:50.549Z,50,,,,,,32.2
2017-12-08T13:03:00.585Z,50,,,,,,32.2
2017-12-08T13:03:10.552Z,50,,,,,,32.2
2017-12-08T13:03:20.538Z,50,,,,,,32.2
2017-12-08T13:03:30.544Z,50,0,,,5,0,32.2
2017-12-08T13:03:40.552Z,50,,,,,,32.1
2017-12-08T13:03:50.537Z,50,,,,,,32.1
2017-12-08T13:04:00.536Z,50,,,,,,32.1
2017-12-08T13:04:10.536Z,50,0,,36.5,59,2,32.1
2017-12-08T13:04:20.535Z,50,,,,,,32
2017-12-08T13:04:30.535Z,50,,,,,,32
2017-12-08T13:04:40.554Z,50,,,,,,32
2017-12-08T13:04:50.555Z,50,,,,,,32
2017-12-08T13:05:00.572Z,50,,,,,,31.9
2017-12-08T13:05:10.544Z,50,,,,,,31.9
2017-12-08T13:05:20.548Z,50,0,,,5,0,31.9
2017-12-08T13:05:30.549Z,50,0,,,59,2,31.9
2017-12-08T13:05:40.535Z,50,0,,,5,0,31.9
2017-12-08T13:05:50.535Z,50,,,36.4,,,31.9
2017-12-08T13:06:00.535Z,50,,,,,,31.8
2017-12-08T13:06:10.599Z,50,0,,,59,2,31.8
2017-12-08T13:06:20.535Z,50,,,,,,31.8
2017-12-08T13:06:30.574Z,50,,,,,,31.8
2017-12-08T13:06:40.551Z,50,,,,,,31.8
2017-12-08T13:06:50.563Z,50,,,,,,31.8
2017-12-08T13:07:00.535Z,50,0,,,5,0,31.6
2017-12-08T13:07:10.535Z,50,0,,,59,2,31.6
2017-12-08T13:07:20.535Z,50,,,,,,31.6
2017-12-08T13:07:30.535Z,50,,,,,,31.6
2017-12-08T13:07:40.539Z,50,,,36.3,,,31.6
2017-12-08T13:07:50.535Z,50,,,,,,31.6
2017-12-08T13:08:00.548Z,50,,,,,,31.5
2017-12-08T13:08:10.571Z,50,,,,,,31.5
2017-12-08T13:08:20.541Z,50,,,,,,31.5
2017-12-08T13:08:30.536Z,50,,,,,,31.5
2017-12-08T13:08:40.535Z,50,,,,,,31.5
2017-12-08T13:08:50.535Z,50,,,,,,31.4
2017-12-08T13:09:00.535Z,50,,,,,,31.4
2017-12-08T13:09:10.536Z,50,,,,,,31.4
2017-12-08T13:09:20.540Z,50,,,,,,31.4
2017-12-08T13:09:30.535Z,50,,,36.2,,,31.4
2017-12-08T13:09:40.535Z,50,,,36.3,,,31.4
2017-12-08T13:09:50.536Z,50,,,36.2,,,31.3
2017-12-08T13:10:00.535Z,50,,,,,,31.3
2017-12-08T13:10:10.546Z,50,,,,,,31.3
2017-12-08T13:10:20.538Z,50,,,,,,31.3
2017-12-08T13:10:30.539Z,50,,,,,,31.3
2017-12-08T13:10:40.642Z,50,,,,,,31.3
2017-12-08T13:10:50.535Z,50,,,,,,31.2
2017-12-08T13:11:00.553Z,50,,,,,,31.2
2017-12-08T13:11:10.535Z,50,,,,,,31.2
2017-12-08T13:11:20.535Z,50,,,,,,31.2
2017-12-08T13:11:30.672Z,50,,,,,,31.2
2017-12-08T13:11:40.539Z,50,,,,,,31.2
2017-12-08T13:11:50.547Z,50,,,36.1,,,31
2017-12-08T13:12:00.535Z,50,,,,,,31
2017-12-08T13:12:10.535Z,50,,,,,,31
2017-12-08T13:12:20.536Z,50,,,,,,31
2017-12-08T13:12:30.619Z,50,,,,,,31
2017-12-08T13:12:40.614Z,50,,,,,,31
2017-12-08T13:12:50.665Z,50,,,,,,30.9
2017-12-08T13:13:00.535Z,50,,,,,,30.9
2017-12-08T13:13:10.538Z,50,,,,,,30.9
2017-12-08T13:13:20.537Z,50,,,,,,30.9
2017-12-08T13:13:30.534Z,50,,,,,,30.9
2017-12-08T13:13:40.548Z,50,,,,,,30.9
2017-12-08T13:13:50.546Z,50,0,42,38.6,,2,30.9
2017-12-08T13:14:00.557Z,50,,32,42.2,,,30.9
2017-12-08T13:14:10.542Z,50,,29,38.6,,,30.8
2017-12-08T13:14:20.547Z,50,,,36.5,,,30.8
2017-12-08T13:14:30.535Z,50,,30,34.4,,,30.8
2017-12-08T13:14:40.549Z,50,,,33.5,,,30.8
2017-12-08T13:14:50.554Z,50,,29,33.7,,,30.8
2017-12-08T13:15:00.540Z,50,,30,34.2,,,30.8
2017-12-08T13:15:10.542Z,50,,,34.7,,,30.8
2017-12-08T13:15:20.541Z,50,,29,35.1,,,30.8
2017-12-08T13:15:30.536Z,50,,,35.4,,,30.7
2017-12-08T13:15:40.535Z,50,,30,35.6,,,30.7
2017-12-08T13:15:50.558Z,50,,29,35.7,,,30.7
2017-12-08T13:16:00.536Z,50,,,36,,,30.7
2017-12-08T13:16:10.535Z,50,,,36.2,,,30.7
2017-12-08T13:16:20.551Z,50,,,36.5,,,30.7
2017-12-08T13:16:30.535Z,50,,,36.7,,,30.7
2017-12-08T13:16:40.541Z,50,,30,36.9,,,30.7
2017-12-08T13:16:50.535Z,50,,30,37.2,,,30.6
2017-12-08T13:17:00.536Z,50,,,37.4,,,30.6
2017-12-08T13:17:10.535Z,50,,,37.6,,,30.6
2017-12-08T13:17:20.534Z,50,,,37.8,,,30.6
2017-12-08T13:17:30.536Z,50,,29,38,,,30.6
2017-12-08T13:17:40.539Z,50,,,38.1,,,30.6
2017-12-08T13:17:50.560Z,50,,,38.3,,,30.6
2017-12-08T13:18:00.542Z,50,,30,38.5,,,30.6
2017-12-08T13:18:10.534Z,50,,,38.6,,,30.6
2017-12-08T13:18:20.544Z,50,,,38.8,,,30.6
2017-12-08T13:18:30.542Z,50,,29,38.9,,,30.6
2017-12-08T13:18:40.589Z,50,1,29,39.3,0,0,34.4
2017-12-08T13:18:50.584Z,50,,68,42.2,,,31.4
2017-12-08T13:19:00.620Z,50,,67,42.1,,,38.9
2017-12-08T13:19:10.548Z,50,,103,46.4,,,41.1
2017-12-08T13:19:20.540Z,50,,104,50.3,,,45.3
2017-12-08T13:19:30.544Z,50,,98,53.2,,,48.7
2017-12-08T13:19:40.558Z,50,,96,55.2,,,50.7
2017-12-08T13:19:50.535Z,50,,78,55.6,,,51.3
2017-12-08T13:20:00.541Z,50,0,0,53.2,,0,50.8
2017-12-08T13:20:10.550Z,50,,,52.7,,,50.5
2017-12-08T13:20:20.549Z,50,,,52.6,,,50.3
2017-12-08T13:20:30.539Z,50,,,,,,50.2
2017-12-08T13:20:40.535Z,50,,,,,,50
2017-12-08T13:20:50.538Z,50,,,,,,49.8
2017-12-08T13:21:00.557Z,50,0,,52.6,59,2,49.6
2017-12-08T13:21:10.535Z,50,,,52.4,,,49.3
2017-12-08T13:21:20.543Z,50,,,,,,49.2
2017-12-08T13:21:30.537Z,50,,,,,,48.9
2017-12-08T13:21:40.537Z,50,,,,,,48.8
2017-12-08T13:21:50.538Z,50,,,,,,48.6
2017-12-08T13:22:00.539Z,50,,,,,,48.4
2017-12-08T13:22:10.538Z,50,,,52.3,,,48.3
2017-12-08T13:22:20.547Z,50,,,,,,48.1
2017-12-08T13:22:30.536Z,50,,,,,,47.9
2017-12-08T13:22:40.559Z,50,,,,,,47.7
2017-12-08T13:22:50.542Z,50,,,,,,47.6
2017-12-08T13:23:00.539Z,50,,,,,,47.4
2017-12-08T13:23:10.539Z,50,,,,,,47.3
2017-12-08T13:23:20.543Z,50,,,52.2,,,47.1
2017-12-08T13:23:30.572Z,50,,,,,,47
2017-12-08T13:23:40.538Z,50,,,,,,46.8
2017-12-08T13:23:50.575Z,50,,,,,,46.6
2017-12-08T13:24:00.538Z,50,,,52.1,,,46.5
2017-12-08T13:24:10.539Z,50,,,,,,46.3
2017-12-08T13:24:20.541Z,50,,,,,,46.2
2017-12-08T13:24:30.538Z,50,,,,,,46
2017-12-08T13:24:40.555Z,50,,,52,,,45.8
2017-12-08T13:24:50.563Z,50,,,,,,45.7
2017-12-08T13:25:00.556Z,50,,,,,,45.6
2017-12-08T13:25:10.534Z,50,,,51.9,,,45.4
2017-12-08T13:25:20.534Z,50,,,,,,45.3
2017-12-08T13:25:30.535Z,50,,,,,,45.2
2017-12-08T13:25:40.538Z,50,,,51.8,,,45
2017-12-08T13:25:50.541Z,50,,,,,,44.9
2017-12-08T13:26:00.534Z,50,,,,,,44.7
2017-12-08T13:26:10.538Z,50,,,51.7,,,44.6
2017-12-08T13:26:20.546Z,50,,,,,,44.4
2017-12-08T13:26:30.536Z,50,,,51.6,,,44.2
2017-12-08T13:26:40.537Z,50,,,,,,44.1
2017-12-08T13:26:50.535Z,50,1,,,0,0,44
2017-12-08T13:27:00.547Z,50,0,0,50,,0,49.6
2017-12-08T13:27:10.546Z,50,0,,49.4,,0,49.2
2017-12-08T13:27:20.540Z,50,,,49.2,,,49
2017-12-08T13:27:30.534Z,50,,,,,,48.8
2017-12-08T13:27:40.538Z,50,,,49.1,,,48.6
2017-12-08T13:27:50.538Z,50,,,,,,48.5
2017-12-08T13:28:00.551Z,50,0,,,59,2,48.3
2017-12-08T13:28:10.559Z,50,,,49,,,48.2
2017-12-08T13:28:20.623Z,50,,,,,,48
2017-12-08T13:28:30.542Z,50,,,48.9,,,47.8
2017-12-08T13:28:40.558Z,50,,,,,,47.7
2017-12-08T13:28:50.651Z,50,,,,,,47.5
2017-12-08T13:29:00.558Z,50,,,,,,47.4
2017-12-08T13:29:10.554Z,50,,,48.8,,,47.2
2017-12-08T13:29:20.536Z,50,,,,,,47.1
2017-12-08T13:29:30.555Z,50,,,,,,46.9
2017-12-08T13:29:40.579Z,50,,,,,,46.7
2017-12-08T13:29:50.548Z,50,,,,,,46.6
2017-12-08T13:30:00.539Z,50,,,48.7,,,46.4
2017-12-08T13:30:10.569Z,50,,,,,,46.3
2017-12-08T13:30:20.534Z,50,,,,,,46.2
2017-12-08T13:30:30.533Z,50,,,,,,46
2017-12-08T13:30:40.534Z,50,,,,,,45.9
2017-12-08T13:30:50.540Z,50,,,48.6,,,45.7
2017-12-08T13:31:00.545Z,50,,,,,,45.6
2017-12-08T13:31:10.545Z,50,,,,,,45.4
2017-12-08T13:31:20.534Z,50,,,,,,45.3
2017-12-08T13:31:30.534Z,50,,,,,,45.2
2017-12-08T13:31:40.543Z,50,,,48.5,,,45
2017-12-08T13:31:50.533Z,50,,,,,,44.9
2017-12-08T13:32:00.534Z,50,,,,,,44.8
2017-12-08T13:32:10.534Z,50,,,,,,44.6
2017-12-08T13:32:20.534Z,50,,,48.4,,,44.4
2017-12-08T13:32:30.533Z,50,,,,,,44.3
2017-12-08T13:32:40.534Z,50,,,,,,44.1
2017-12-08T13:32:50.534Z,50,,,,,,44
2017-12-08T13:33:00.534Z,50,,,48.3,,,43.9
2017-12-08T13:33:10.558Z,50,,,,,,43.8
2017-12-08T13:33:20.535Z,50,,,,,,43.7
2017-12-08T13:33:30.539Z,50,,,,,,43.5
2017-12-08T13:33:40.534Z,50,,,48.2,,,43.4
2017-12-08T13:33:50.534Z,50,,,,,,43.3
2017-12-08T13:34:00.533Z,50,,,,,,43.2
2017-12-08T13:34:10.533Z,50,,,,,,43.1
2017-12-08T13:34:20.683Z,50,,,48.1,,,43
2017-12-08T13:34:30.655Z,50,,,,,,42.9
2017-12-08T13:34:40.567Z,50,,,,,,42.7
2017-12-08T13:34:50.534Z,50,,,48,,,42.6
2017-12-08T13:35:00.535Z,50,,,,,,42.5
2017-12-08T13:35:10.534Z,50,,,,,,42.4
2017-12-08T13:35:20.533Z,50,,,47.9,,,42.3
2017-12-08T13:35:30.534Z,50,,,,,,42.2
2017-12-08T13:35:40.533Z,50,,,,,,42.1
2017-12-08T13:35:50.533Z,50,,,,,,42
2017-12-08T13:36:00.537Z,50,,,47.8,,,41.9
2017-12-08T13:36:10.540Z,50,,,,,,41.8
2017-12-08T13:36:20.534Z,50,,,,,,41.7
2017-12-08T13:36:30.543Z,50,,,47.7,,,41.6
2017-12-08T13:36:40.534Z,50,,,,,,41.5
2017-12-08T13:36:50.534Z,50,,,,,,41.4
2017-12-08T13:37:00.543Z,50,,,47.6,,,41.3
2017-12-08T13:37:10.533Z,50,,,,,,41.2
2017-12-08T13:37:20.534Z,50,,,,,,41.1
2017-12-08T13:37:30.553Z,50,,,,,,40.9
2017-12-08T13:37:40.545Z,50,,,47.4,,,40.8
2017-12-08T13:37:50.549Z,50,,,,,,40.7
2017-12-08T13:38:00.533Z,50,,,,,,40.6
2017-12-08T13:38:10.538Z,50,,,47.3,,,40.5
2017-12-08T13:38:20.653Z,50,,,,,,40.4
2017-12-08T13:38:30.672Z,50,,,,,,40.3
2017-12-08T13:38:40.562Z,50,,,,,,40.3
2017-12-08T13:38:50.650Z,50,,,47.2,,,40.2
2017-12-08T13:39:00.534Z,50,,,,,,40.1
2017-12-08T13:39:10.534Z,50,,,,,,40
2017-12-08T13:39:20.534Z,50,,,,,,39.9
2017-12-08T13:39:30.534Z,50,,,47.1,,,39.8
2017-12-08T13:39:40.540Z,50,,,,,,39.8
2017-12-08T13:39:50.629Z,50,,,,,,39.7
2017-12-08T13:40:00.534Z,50,,,,,,39.6
2017-12-08T13:40:10.533Z,50,,,47,,,39.5
2017-12-08T13:40:20.538Z,50,,,,,,39.5
2017-12-08T13:40:30.581Z,50,,,,,,39.4
2017-12-08T13:40:40.533Z,50,,,,,,39.3
2017-12-08T13:40:50.729Z,50,,,46.9,,,39.2
2017-12-08T13:41:00.625Z,50,,,,,,39.1
2017-12-08T13:41:10.542Z,50,,,,,,39.1
2017-12-08T13:41:20.534Z,50,,,,,,38.9
2017-12-08T13:41:30.571Z,50,,,,,,38.8
2017-12-08T13:41:40.706Z,50,,,46.8,,,38.7
2017-12-08T13:41:50.543Z,50,,,,,,38.6
2017-12-08T13:42:00.599Z,50,,,,,,38.6
2017-12-08T13:42:10.600Z,50,,,,,,38.5
2017-12-08T13:42:20.572Z,50,,,,,,38.4
2017-12-08T13:42:30.588Z,50,,,46.7,,,38.4
2017-12-08T13:42:40.537Z,50,,,,,,38.3
2017-12-08T13:42:50.534Z,50,,,,,,38.2
2017-12-08T13:43:00.544Z,50,,,,,,38.2
2017-12-08T13:43:10.535Z,50,,,,,,38.1
2017-12-08T13:43:20.543Z,50,,,46.6,,,38
2017-12-08T13:43:30.565Z,50,,,,,,37.9
2017-12-08T13:43:40.533Z,50,,,,,,37.9
2017-12-08T13:43:50.541Z,50,,,,,,37.8
2017-12-08T13:44:01.122Z,50,,,46.5,,,37.8
2017-12-08T13:44:10.545Z,50,,,,,,37.7
2017-12-08T13:44:20.535Z,50,,,,,,37.6
2017-12-08T13:44:30.533Z,50,,,,,,37.6
2017-12-08T13:44:40.596Z,50,,,,,,37.5
2017-12-08T13:44:50.586Z,50,,,46.4,,,37.5
2017-12-08T13:45:00.578Z,50,,,,,,37.4
2017-12-08T13:45:10.565Z,50,,,,,,37.3
2017-12-08T13:45:20.555Z,50,,,,,,37.3
2017-12-08T13:45:30.547Z,50,0,0,46.4,59,2,37.2
2017-12-08T13:45:40.541Z,50,,,,,,37.1
2017-12-08T13:45:50.533Z,50,,,46.3,,,37.1
2017-12-08T13:46:00.555Z,50,,,,,,36.9
2017-12-08T13:46:10.534Z,50,,,,,,36.8
2017-12-08T13:46:20.549Z,50,,,,,,36.8
2017-12-08T13:46:30.576Z,50,,,,,,36.7
2017-12-08T13:46:40.674Z,50,0,40,50.1,,2,36.7
2017-12-08T13:46:50.555Z,50,,29,47.3,,,36.6
2017-12-08T13:47:00.602Z,50,,29,39.8,,,36.6
2017-12-08T13:47:10.538Z,50,,29,36.7,,,36.5
2017-12-08T13:47:20.533Z,50,,,34.2,,,36.5
2017-12-08T13:47:30.535Z,50,,30,33.5,,,36.4
2017-12-08T13:47:40.538Z,50,,,33.4,,,36.4
2017-12-08T13:47:50.533Z,50,,29,34,,,36.3
2017-12-08T13:48:00.546Z,50,,,34.3,,,36.2
2017-12-08T13:48:10.533Z,50,,,34.4,,,36.2
2017-12-08T13:48:20.533Z,50,,30,34.5,,,36.1
2017-12-08T13:48:30.534Z,50,,29,34.7,,,36.1
2017-12-08T13:48:40.545Z,50,,,34.9,,,36
2017-12-08T13:48:50.533Z,50,,30,35.2,,,36
2017-12-08T13:49:00.540Z,50,,29,35.5,,,35.9
2017-12-08T13:49:10.533Z,50,,,35.7,,,35.9
2017-12-08T13:49:20.532Z,50,,,36,,,35.8
2017-12-08T13:49:30.533Z,50,,,36.3,,,35.8
2017-12-08T13:49:40.532Z,50,,30,36.5,,,35.7
2017-12-08T13:49:50.539Z,50,,29,36.7,,,35.7
2017-12-08T13:50:00.532Z,50,,,36.9,,,35.6
2017-12-08T13:50:10.533Z,50,,,37.2,,,35.6
2017-12-08T13:50:20.532Z,50,,,37.4,,,35.5
2017-12-08T13:50:30.536Z,50,,,37.7,,,35.5
2017-12-08T13:50:40.540Z,50,,,37.9,,,35.4
2017-12-08T13:50:50.532Z,50,,29,38.1,,,35.4
2017-12-08T13:51:00.533Z,50,,,38.3,,,35.3
2017-12-08T13:51:10.532Z,50,,,38.5,,,35.3
2017-12-08T13:51:20.533Z,50,,30,38.7,,,35.3
2017-12-08T13:51:30.538Z,50,,,38.8,,,35.2
2017-12-08T13:51:40.532Z,50,,30,39.1,,,35.2
2017-12-08T13:51:50.532Z,50,,29,39.2,,,35.1
2017-12-08T13:52:00.534Z,50,,,39.4,,,35.1
2017-12-08T13:52:10.538Z,50,,,39.5,,,34.9
2017-12-08T13:52:20.533Z,50,,,39.6,,,34.9
2017-12-08T13:52:30.532Z,50,,,39.8,,,34.9
2017-12-08T13:52:40.542Z,50,,30,39.9,,,34.8
2017-12-08T13:52:50.547Z,50,,30,40,,,34.8
2017-12-08T13:53:00.533Z,50,,,40.2,,,34.7
2017-12-08T13:53:10.532Z,50,,29,40.3,,,34.7
2017-12-08T13:53:20.532Z,50,,,40.5,,,34.7
2017-12-08T13:53:30.534Z,50,,,40.6,,,34.6
2017-12-08T13:53:40.533Z,50,,,40.7,,,34.6
2017-12-08T13:53:50.537Z,50,,,40.9,,,34.6
2017-12-08T13:54:00.535Z,50,,30,41.1,,,34.5
2017-12-08T13:54:10.532Z,50,,29,41.2,,,34.5
2017-12-08T13:54:20.543Z,50,,,41.4,,,34.5
2017-12-08T13:54:30.531Z,50,,,41.5,,,34.4
2017-12-08T13:54:40.532Z,50,,,41.7,,,34.4
2017-12-08T13:54:50.532Z,50,,30,41.9,,,34.4
2017-12-08T13:55:00.532Z,50,,29,42,,,34.3
2017-12-08T13:55:10.541Z,50,,,42.2,,,34.3
2017-12-08T13:55:20.557Z,50,,,42.3,,,34.3
2017-12-08T13:55:30.549Z,50,,,42.6,,,34.2
2017-12-08T13:55:40.562Z,50,,,42.7,,,34.2
2017-12-08T13:55:50.608Z,50,,,42.9,,,34.2
2017-12-08T13:56:00.612Z,50,,30,43,,,34.2
2017-12-08T13:56:10.568Z,50,,29,43.1,,,34.1
2017-12-08T13:56:20.532Z,50,,30,43.3,,,34.1
2017-12-08T13:56:30.542Z,50,,29,43.5,,,34.1
2017-12-08T13:56:40.532Z,50,,,43.6,,,34.1
2017-12-08T13:56:50.538Z,50,,,43.7,,,34
2017-12-08T13:57:00.553Z,50,,,43.9,,,34
2017-12-08T13:57:10.604Z,50,,,44,,,34
2017-12-08T13:57:20.631Z,50,,,44.1,,,34
2017-12-08T13:57:30.534Z,50,,,44.3,,,33.9
2017-12-08T13:57:40.531Z,50,,,44.4,,,33.9
2017-12-08T13:57:50.557Z,50,,,44.6,,,33.9
2017-12-08T13:58:00.532Z,50,,30,44.7,,,33.9
2017-12-08T13:58:10.532Z,50,,29,44.9,,,33.8
2017-12-08T13:58:20.534Z,50,,,45,,,33.8
2017-12-08T13:58:30.532Z,50,,,45.1,,,33.8
2017-12-08T13:58:40.531Z,50,,,45.3,,,33.8
2017-12-08T13:58:50.533Z,50,,,45.4,,,33.8
2017-12-08T13:59:00.531Z,50,,,45.5,,,33.8
2017-12-08T13:59:10.531Z,50,,,45.7,,,33.8
2017-12-08T13:59:20.575Z,50,,,45.8,,,33.7
2017-12-08T13:59:30.567Z,50,,30,45.9,,,33.7
2017-12-08T13:59:40.579Z,50,,29,46.1,,,33.7
2017-12-08T13:59:50.597Z,50,0,0,44.4,,2,33.7
2017-12-08T14:00:00.570Z,50,,,42.6,,,33.7
2017-12-08T14:00:10.542Z,50,,,41.5,,,33.7
2017-12-08T14:00:20.533Z,50,,,41.2,,,33.6
2017-12-08T14:00:30.583Z,50,,,41.1,,,33.6
2017-12-08T14:00:40.532Z,50,,,,,,33.6
2017-12-08T14:00:50.531Z,50,,,,,,33.6
2017-12-08T14:01:00.561Z,50,,,,,,33.6
2017-12-08T14:01:10.531Z,50,,,41,,,33.6
2017-12-08T14:01:20.532Z,50,,,40.8,,,33.6
2017-12-08T14:01:30.536Z,50,,,40.7,,,33.5
2017-12-08T14:01:40.540Z,50,,,40.6,,,33.5
2017-12-08T14:01:50.553Z,50,,,,,,33.5
2017-12-08T14:02:00.558Z,50,,,,,,33.5
2017-12-08T14:02:10.651Z,50,,,,,,33.5
2017-12-08T14:02:20.605Z,50,,,40.5,,,33.5
2017-12-08T14:02:30.569Z,50,,,40.4,,,33.5
2017-12-08T14:02:40.561Z,50,,,,,,33.5
2017-12-08T14:02:50.583Z,50,,,40.3,,,33.5
2017-12-08T14:03:00.635Z,50,,,,,,33.4
2017-12-08T14:03:10.599Z,50,,,,,,33.4
2017-12-08T14:03:20.602Z,50,,,,,,33.4
2017-12-08T14:03:30.579Z,50,,,40.2,,,33.4
2017-12-08T14:03:40.551Z,50,,,,,,33.4
2017-12-08T14:03:50.537Z,50,,,,,,33.4
2017-12-08T14:04:00.531Z,50,,,,,,33.4
2017-12-08T14:04:10.531Z,50,,,,,,33.4
2017-12-08T14:04:20.536Z,50,,,,,,33.3
2017-12-08T14:04:30.538Z,50,,,,,,33.3
2017-12-08T14:04:40.542Z,50,,,,,,33.3
2017-12-08T14:04:50.531Z,50,,,,,,33.3
2017-12-08T14:05:00.537Z,50,,,,,,33.3
2017-12-08T14:05:10.537Z,50,,,,,,33.3
2017-12-08T14:05:20.531Z,50,,,40.3,,,33.3
2017-12-08T14:05:30.530Z,50,,,,,,33.3
2017-12-08T14:05:40.531Z,50,0,,,5,0,33.2
2017-12-08T14:05:50.531Z,50,,,,,,33.2
2017-12-08T14:06:00.534Z,50,,,40.4,,,33.2
2017-12-08T14:06:10.531Z,50,,,,,,33.2
2017-12-08T14:06:20.531Z,50,,,,,,33.2
2017-12-08T14:06:30.541Z,50,,,,,,33.2
2017-12-08T14:06:40.562Z,50,,,40.5,,,33.2
2017-12-08T14:06:50.535Z,50,0,,,59,2,33.2
2017-12-08T14:07:00.536Z,50,,,,,,33.1
2017-12-08T14:07:10.531Z,50,,,,,,33.1
2017-12-08T14:07:20.531Z,50,,,,,,33.1
2017-12-08T14:07:30.544Z,50,,,,,,33.1
2017-12-08T14:07:40.531Z,50,,,40.6,,,33.1
2017-12-08T14:07:50.536Z,50,,,,,,33.1
2017-12-08T14:08:00.534Z,50,0,,,5,0,33.1
2017-12-08T14:08:10.532Z,50,,,,,,32.9
2017-12-08T14:08:20.531Z,50,,,,,,32.9
2017-12-08T14:08:30.535Z,50,,,,,,32.9
2017-12-08T14:08:40.534Z,50,,,,,,32.9
2017-12-08T14:08:50.533Z,50,,,,,,32.9
2017-12-08T14:09:00.537Z,50,,,,,,32.9
2017-12-08T14:09:10.534Z,50,,,,,,32.9
2017-12-08T14:09:20.532Z,50,,,,,,32.9
2017-12-08T14:09:30.536Z,50,,,,,,32.8
2017-12-08T14:09:40.531Z,50,,,,,,32.8
2017-12-08T14:09:50.531Z,50,,,,,,32.8
2017-12-08T14:10:00.529Z,50,,,,,,32.8
2017-12-08T14:10:10.536Z,50,,,,,,32.8
2017-12-08T14:10:20.664Z,50,,,,,,32.8
2017-12-08T14:10:30.530Z,50,,,40.5,,,32.8
2017-12-08T14:10:40.530Z,50,,,,,,32.7
2017-12-08T14:10:50.530Z,50,,,,,,32.7
2017-12-08T14:11:00.532Z,50,,,,,,32.7
2017-12-08T14:11:10.530Z,50,,,,,,32.7
2017-12-08T14:11:20.531Z,50,,,,,,32.7
2017-12-08T14:11:30.531Z,50,,,,,,32.7
2017-12-08T14:11:40.536Z,50,,,,,,32.7
2017-12-08T14:11:50.534Z,50,,,,,,32.7
2017-12-08T14:12:00.536Z,50,,,,,,32.6
