Time,PrimT,HwActive,PrimTSet,HwTOutlet,ActPow,HwTSet,ChActive
2017-11-25T03:52:01.183Z,37.9,,,,,,
2017-11-25T03:52:11.178Z,,,,29.7,,52,
2017-11-25T03:52:21.178Z,,,,29.7,,52,
2017-11-25T03:52:31.182Z,,,,29.7,,52,
2017-11-25T03:52:41.179Z,,,,29.7,,52,
2017-11-25T03:52:51.183Z,,,,29.7,,52,
2017-11-25T03:53:01.182Z,,,,29.7,,52,
2017-11-25T03:53:11.178Z,,,,29.7,,52,
2017-11-25T03:53:21.181Z,,,,29.7,,52,
2017-11-25T03:53:31.179Z,,,,29.7,,52,
2017-11-25T03:53:51.178Z,,,,29.7,,52,
2017-11-25T03:54:01.180Z,,,,29.7,,52,
2017-11-25T03:54:11.178Z,,,,29.7,,52,
2017-11-25T03:54:31.178Z,,,,29.8,,52,
2017-11-25T03:54:41.183Z,38,,,,,,
2017-11-25T03:54:51.180Z,38,,,,,,
2017-11-25T03:55:01.178Z,37.9,,,29.8,,52,
2017-11-25T03:55:11.178Z,38,,,,,,
2017-11-25T03:55:21.178Z,,,,29.8,,52,
2017-11-25T03:55:31.178Z,,,,29.8,,52,
2017-11-25T03:55:41.178Z,38.1,,,29.8,,52,
2017-11-25T03:55:51.178Z,,,,29.8,,52,
2017-11-25T03:56:01.178Z,,,,29.8,,52,
2017-11-25T03:56:11.178Z,38.2,,,,,,
2017-11-25T03:56:21.178Z,,,,29.8,,52,
2017-11-25T03:56:31.178Z,38.3,,,29.8,,52,
2017-11-25T03:56:41.177Z,38.2,,,,,,
2017-11-25T03:56:51.178Z,,,,29.8,,52,
2017-11-25T03:57:01.178Z,,,,29.8,,52,
2017-11-25T03:57:11.182Z,,,,29.8,,52,
2017-11-25T03:57:21.178Z,,,,29.8,,52,
2017-11-25T03:57:31.178Z,38.3,,,29.8,,52,
2017-11-25T03:57:41.178Z,,,,29.8,,52,
2017-11-25T03:58:01.178Z,,,,29.8,,52,
2017-11-25T03:58:11.180Z,,,,29.8,,52,
2017-11-25T03:58:21.235Z,,,,29.8,,52,
2017-11-25T03:58:31.233Z,,,,29.8,,52,
2017-11-25T03:58:51.177Z,,,,29.8,,52,
2017-11-25T03:59:01.178Z,,,,29.8,,52,
2017-11-25T03:59:21.179Z,,,,29.8,,52,
2017-11-25T03:59:31.178Z,,,,29.8,,52,
2017-11-25T03:59:41.178Z,,,,29.8,,52,
2017-11-25T03:59:51.177Z,38.2,,,30,,52,
2017-11-25T04:00:01.178Z,,,,29.8,,52,
2017-11-25T04:00:11.178Z,,,,29.8,,52,
2017-11-25T04:00:21.177Z,,,,29.8,,52,
2017-11-25T04:00:31.178Z,,,,29.8,,52,
2017-11-25T04:00:41.178Z,,,,29.8,,52,
2017-11-25T04:00:51.179Z,,,,29.8,,52,
2017-11-25T04:01:01.178Z,,,,29.8,,52,
2017-11-25T04:01:11.178Z,,,,29.8,,52,
2017-11-25T04:01:21.177Z,,,,29.8,,52,
2017-11-25T04:01:31.178Z,38.1,,,29.8,,52,
2017-11-25T04:01:51.178Z,,,,29.8,,52,
2017-11-25T04:02:01.178Z,,,,29.8,,52,
2017-11-25T04:02:21.178Z,,,,29.8,,52,
2017-11-25T04:02:31.178Z,,,,29.8,,52,
2017-11-25T04:02:41.177Z,38,,,,,,
2017-11-25T04:02:51.178Z,,,,29.8,,52,
2017-11-25T04:03:01.178Z,,,,29.8,,52,
2017-11-25T04:03:31.179Z,37.9,,,29.8,,52,
2017-11-25T04:03:41.177Z,37.9,,,,,,
2017-11-25T04:03:51.177Z,38,,,29.8,,52,
2017-11-25T04:04:01.177Z,37.9,,,,,,
2017-11-25T04:04:11.178Z,,,,29.8,,52,
2017-11-25T04:04:21.177Z,,,,29.8,,52,
2017-11-25T04:04:31.178Z,,,,29.8,,52,
2017-11-25T04:04:51.178Z,,,,29.8,,52,
2017-11-25T04:05:01.177Z,37.8,,,29.8,,52,
2017-11-25T04:05:11.177Z,37.8,,,,,,
2017-11-25T04:05:21.177Z,,,,29.8,,52,
2017-11-25T04:05:31.188Z,,,,29.8,,52,
2017-11-25T04:05:41.177Z,,,,29.8,,52,
2017-11-25T04:05:51.177Z,38.1,0,,,45,,2
2017-11-25T04:06:01.178Z,39.1,,,29.8,43,52,
2017-11-25T04:06:11.177Z,42.4,,,,38,,
2017-11-25T04:06:21.177Z,43.8,,,29.8,32,52,
2017-11-25T04:06:31.177Z,39.6,,,29.8,29,52,
2017-11-25T04:06:41.181Z,37.9,,,29.8,,52,
2017-11-25T04:06:51.177Z,36.9,,,29.8,30,52,
2017-11-25T04:07:01.178Z,,,,,30,,
2017-11-25T04:07:11.177Z,37.1,,,29.8,,52,
2017-11-25T04:07:21.177Z,37.5,,,29.8,29,52,
2017-11-25T04:07:31.178Z,36.1,0,,29.8,0,52,2
2017-11-25T04:07:41.177Z,34.2,,,,,,
2017-11-25T04:07:51.177Z,33.9,,,29.8,,52,
2017-11-25T04:08:01.178Z,33.5,,,29.8,,52,
2017-11-25T04:08:11.177Z,33.3,,,,,,
2017-11-25T04:08:21.177Z,,,,29.8,,52,
2017-11-25T04:08:31.177Z,33.2,,,29.8,,52,
2017-11-25T04:08:41.178Z,,,,29.8,,52,
2017-11-25T04:08:51.177Z,,,,29.8,,52,
2017-11-25T04:09:01.177Z,33.1,,,29.7,,52,
2017-11-25T04:09:11.177Z,,,,29.8,,52,
2017-11-25T04:09:21.177Z,32.9,,,,,,
2017-11-25T04:09:31.177Z,,,,29.7,,52,
2017-11-25T04:09:41.177Z,,,,29.7,,52,
2017-11-25T04:09:51.178Z,32.8,,,29.7,,52,
2017-11-25T04:10:01.177Z,,,,29.7,,52,
2017-11-25T04:10:21.177Z,,,,29.7,,52,
2017-11-25T04:10:31.177Z,32.7,,,29.7,,52,
2017-11-25T04:10:51.178Z,,,,29.7,,52,
2017-11-25T04:11:01.177Z,,,,29.7,,52,
2017-11-25T04:11:21.177Z,,,,29.7,,52,
2017-11-25T04:11:31.177Z,,,,29.7,,52,
2017-11-25T04:11:51.177Z,,,,29.7,,52,
2017-11-25T04:12:01.177Z,,,,29.7,,52,
2017-11-25T04:12:21.177Z,,,,29.7,,52,
2017-11-25T04:12:31.177Z,,,,29.7,,52,
2017-11-25T04:12:51.177Z,,,,29.7,,52,
2017-11-25T04:13:01.177Z,,,,29.7,,52,
2017-11-25T04:13:21.177Z,,,,29.7,,52,
2017-11-25T04:13:31.177Z,,,,29.7,,52,
2017-11-25T04:13:41.177Z,,,,29.7,,52,
2017-11-25T04:13:51.242Z,,,,29.6,,52,
2017-11-25T04:14:01.237Z,32.7,,,29.7,,52,
2017-11-25T04:14:11.225Z,,,,29.6,,52,
2017-11-25T04:14:21.177Z,,,,29.6,,52,
2017-11-25T04:14:31.177Z,,,,29.6,,52,
2017-11-25T04:14:51.177Z,32.8,,,29.6,,52,
2017-11-25T04:15:01.177Z,,,,29.6,,52,
2017-11-25T04:15:21.177Z,,,,29.6,,52,
2017-11-25T04:15:31.177Z,,,,29.6,,52,
2017-11-25T04:15:41.177Z,,,,29.6,,52,
2017-11-25T04:15:51.177Z,,,,29.6,,52,
2017-11-25T04:16:01.177Z,,,,29.6,,52,
2017-11-25T04:16:11.176Z,,,,29.6,,52,
2017-11-25T04:16:21.177Z,,,,29.6,,52,
2017-11-25T04:16:31.177Z,,,,29.6,,52,
2017-11-25T04:16:41.177Z,32.9,,,29.6,,52,
2017-11-25T04:16:51.177Z,,,,29.5,,52,
2017-11-25T04:17:01.177Z,,,,29.5,,52,
2017-11-25T04:17:11.177Z,,,,29.5,,52,
2017-11-25T04:17:21.177Z,,,,29.5,,52,
2017-11-25T04:17:31.176Z,33.1,,,29.5,,52,
2017-11-25T04:17:41.177Z,32.9,,,,,,
2017-11-25T04:17:51.177Z,33.1,,,,,,
2017-11-25T04:18:01.178Z,33.1,,,29.5,,52,
2017-11-25T04:18:11.177Z,,,,29.5,,52,
2017-11-25T04:18:21.177Z,,,,29.5,,52,
2017-11-25T04:18:31.177Z,,,,29.5,,52,
2017-11-25T04:18:51.177Z,,,,29.5,,52,
2017-11-25T04:19:01.177Z,,,,29.5,,52,
2017-11-25T04:19:21.177Z,,,,29.3,,52,
2017-11-25T04:19:31.177Z,33.2,,,29.3,,52,
2017-11-25T04:19:41.177Z,,,,29.3,,52,
2017-11-25T04:19:51.177Z,,,,29.3,,52,
2017-11-25T04:20:11.177Z,,0,,29.3,,52,2
2017-11-25T04:20:21.177Z,36.1,,,,41,,
2017-11-25T04:20:31.177Z,39.5,,,29.3,29,52,
2017-11-25T04:20:41.176Z,37.9,,,29.3,,52,
2017-11-25T04:20:51.177Z,36.9,,,29.3,29,52,
2017-11-25T04:21:01.176Z,36,,,29.3,30,52,
2017-11-25T04:21:11.178Z,35.2,,,,29,,
2017-11-25T04:21:21.177Z,,,,29.3,,52,
2017-11-25T04:21:31.177Z,35.2,,,29.3,29,52,
2017-11-25T04:21:41.176Z,,,,29.2,,52,
2017-11-25T04:21:51.177Z,36,,,,,,
2017-11-25T04:22:01.176Z,,,,29.2,30,52,
2017-11-25T04:22:11.176Z,,,,29.2,,52,
2017-11-25T04:22:21.176Z,,,,29.2,,52,
2017-11-25T04:22:31.176Z,36.5,,,29.2,29,52,
2017-11-25T04:22:41.177Z,36.7,,,29.2,,52,
2017-11-25T04:22:51.176Z,36.9,,,29.2,,52,
2017-11-25T04:23:01.177Z,37.2,,,,,,
2017-11-25T04:23:11.177Z,37.3,,,29.2,,52,
2017-11-25T04:23:21.290Z,,,,29.2,,52,
2017-11-25T04:23:31.176Z,37.6,,,29.2,29,52,
2017-11-25T04:23:41.177Z,37.7,,,29.2,,52,
2017-11-25T04:23:51.177Z,37.9,,,29.2,,52,
2017-11-25T04:24:01.176Z,38,,,,,,
2017-11-25T04:24:11.177Z,38.2,,,29.2,,52,
2017-11-25T04:24:21.177Z,,,,29.2,,52,
2017-11-25T04:24:31.176Z,38.5,,,29.2,,52,
2017-11-25T04:24:41.176Z,38.6,,,29.2,,52,
2017-11-25T04:24:51.176Z,38.8,,,29.2,30,52,
2017-11-25T04:25:01.177Z,38.9,,,29.2,29,52,
2017-11-25T04:25:11.176Z,39.2,,,29.2,,52,
2017-11-25T04:25:21.177Z,39.3,,,29.2,,52,
2017-11-25T04:25:31.176Z,39.5,,,29.2,30,52,
2017-11-25T04:25:41.176Z,,,,29.2,,52,
2017-11-25T04:25:51.181Z,39.8,,,29.2,29,52,
2017-11-25T04:26:01.177Z,40,,,29.2,,52,
2017-11-25T04:26:11.177Z,40.1,,,,,,
2017-11-25T04:26:21.176Z,40.3,,,29.2,30,52,
2017-11-25T04:26:31.178Z,40.6,,,29.2,30,52,
2017-11-25T04:26:41.177Z,,,,29.2,,52,
2017-11-25T04:26:51.176Z,40.7,,,,29,,
2017-11-25T04:27:01.176Z,41,,,29.2,29,52,
2017-11-25T04:27:11.176Z,,,,29.2,,52,
2017-11-25T04:27:21.176Z,,,,29.3,,52,
2017-11-25T04:27:31.177Z,41.3,,,29.2,29,52,
2017-11-25T04:27:41.177Z,41.5,,,29.3,,52,
2017-11-25T04:27:51.176Z,41.6,,,29.3,,52,
2017-11-25T04:28:01.176Z,41.7,,,29.3,,52,
2017-11-25T04:28:11.176Z,41.9,,,29.3,30,52,
2017-11-25T04:28:21.176Z,42,,,,29,,
2017-11-25T04:28:31.176Z,42.2,,,29.3,,52,
2017-11-25T04:28:41.176Z,42.3,,,,,,
2017-11-25T04:28:51.176Z,42.7,,,29.3,30,52,
2017-11-25T04:29:01.176Z,,,,29.3,,52,
2017-11-25T04:29:11.177Z,43,,,,29,,
2017-11-25T04:29:21.176Z,,,,,30,,
2017-11-25T04:29:31.186Z,43.3,,,29.5,29,52,
2017-11-25T04:29:41.237Z,43.5,,,29.5,30,52,
2017-11-25T04:29:51.176Z,43.7,,,29.5,0,52,
2017-11-25T04:30:01.226Z,42,0,,,,,2
2017-11-25T04:30:21.176Z,41.6,,,29.5,,52,
2017-11-25T04:30:31.184Z,39.2,,,29.5,,52,
2017-11-25T04:30:41.177Z,39.1,,,29.5,,52,
2017-11-25T04:30:51.176Z,38.8,,,,,,
2017-11-25T04:31:01.176Z,38.7,,,29.6,,52,
2017-11-25T04:31:11.176Z,,,,29.6,,52,
2017-11-25T04:31:31.180Z,,,,29.6,,52,
2017-11-25T04:31:41.237Z,38.2,,,29.6,,52,
2017-11-25T04:31:51.305Z,38.5,,,29.6,,52,
2017-11-25T04:32:01.176Z,38.2,,,29.6,,52,
2017-11-25T04:32:11.176Z,38.3,,,29.6,,52,
2017-11-25T04:32:21.176Z,,,,29.7,,52,
2017-11-25T04:32:31.176Z,38.2,,,29.7,,52,
2017-11-25T04:32:41.176Z,,,,29.7,,52,
2017-11-25T04:33:01.176Z,38.1,,,29.7,,52,
2017-11-25T04:33:11.176Z,38,,,29.7,,52,
2017-11-25T04:33:31.176Z,,,,29.8,,52,
2017-11-25T04:33:41.179Z,38,,,,,,
2017-11-25T04:33:51.176Z,,,,29.8,,52,
2017-11-25T04:34:01.176Z,37.9,,,,,,
2017-11-25T04:34:11.176Z,,,,29.8,,52,
2017-11-25T04:34:21.176Z,,,,29.8,,52,
2017-11-25T04:34:31.176Z,,,,29.8,,52,
2017-11-25T04:34:41.176Z,,,,29.8,,52,
2017-11-25T04:34:51.176Z,,,,29.8,,52,
2017-11-25T04:35:01.176Z,,,,29.8,,52,
2017-11-25T04:35:21.176Z,38,,,,,,
2017-11-25T04:35:31.176Z,37.9,,,29.8,,52,
2017-11-25T04:35:41.176Z,38,,,,,,
2017-11-25T04:35:51.176Z,,,,29.8,,52,
2017-11-25T04:36:01.176Z,,,,29.8,,52,
2017-11-25T04:36:11.176Z,,,,29.8,,52,
2017-11-25T04:36:31.176Z,38.1,,,29.8,,52,
2017-11-25T04:36:41.176Z,,,,30,,52,
2017-11-25T04:36:51.176Z,,,,30,,52,
2017-11-25T04:37:01.176Z,,,,30,,52,
2017-11-25T04:37:11.176Z,38.2,,,30,,52,
2017-11-25T04:37:21.175Z,,,,30,,52,
2017-11-25T04:37:31.176Z,,,,30,,52,
2017-11-25T04:37:41.176Z,,,,30,,52,
2017-11-25T04:37:51.175Z,38.3,,,30,,52,
2017-11-25T04:38:01.176Z,,,,30,,52,
2017-11-25T04:38:11.176Z,,,,30,,52,
2017-11-25T04:38:21.175Z,,,,30,,52,
2017-11-25T04:38:31.176Z,,,,30,,52,
2017-11-25T04:38:41.176Z,,,,30,,52,
2017-11-25T04:38:51.176Z,,,,30,,52,
2017-11-25T04:39:01.176Z,,,,30,,52,
2017-11-25T04:39:11.176Z,,,,30,,52,
2017-11-25T04:39:21.176Z,,,,30,,52,
2017-11-25T04:39:31.176Z,,,,30,,52,
2017-11-25T04:39:51.176Z,,,,30,,52,
2017-11-25T04:40:01.177Z,,,,30,,52,
2017-11-25T04:40:21.176Z,,,,30,,52,
2017-11-25T04:40:31.176Z,,,,30,,52,
2017-11-25T04:40:51.175Z,,,,30,,52,
2017-11-25T04:41:01.176Z,,,,30,,52,
2017-11-25T04:41:11.175Z,38.2,,,,,,
2017-11-25T04:41:21.176Z,,,,30,,52,
2017-11-25T04:41:31.176Z,38.3,,,30,,52,
2017-11-25T04:41:51.176Z,38.2,,,30,,52,
2017-11-25T04:42:01.175Z,,,,30,,52,
2017-11-25T04:42:21.176Z,,,,30,,52,
2017-11-25T04:42:31.176Z,,,,30,,52,
2017-11-25T04:42:41.176Z,38.1,,,,,,
2017-11-25T04:42:51.175Z,38.2,,,30,,52,
2017-11-25T04:43:01.178Z,,,,30,,52,
2017-11-25T04:43:11.175Z,,,,30,,52,
2017-11-25T04:43:21.176Z,,,,30,,52,
2017-11-25T04:43:31.176Z,38.1,,,30,,52,
2017-11-25T04:43:51.176Z,,,,30,,52,
2017-11-25T04:44:01.176Z,38,,,30,,52,
2017-11-25T04:44:11.176Z,38.1,,,30,,52,
2017-11-25T04:44:21.175Z,,,,30,,52,
2017-11-25T04:44:31.177Z,,,,30,,52,
2017-11-25T04:44:41.176Z,38,,,,,,
2017-11-25T04:44:51.176Z,,,,30,,52,
2017-11-25T04:45:01.176Z,,,,30,,52,
2017-11-25T04:45:11.176Z,,,,30,,52,
2017-11-25T04:45:31.176Z,,,,30,,52,
2017-11-25T04:45:41.175Z,37.9,,,,,,
2017-11-25T04:45:51.179Z,,,,30,,52,
2017-11-25T04:46:01.176Z,,,,30,,52,
2017-11-25T04:46:11.175Z,,,,29.8,,52,
2017-11-25T04:46:31.176Z,,,,29.8,,52,
2017-11-25T04:46:41.175Z,,,,29.8,,52,
2017-11-25T04:46:51.176Z,,,,29.8,,52,
2017-11-25T04:47:01.176Z,37.8,,,29.8,,52,
2017-11-25T04:47:11.175Z,,,,29.8,,52,
2017-11-25T04:47:21.176Z,,,,29.8,,52,
2017-11-25T04:47:31.175Z,,,,29.8,,52,
2017-11-25T04:47:51.175Z,,,,29.8,,52,
2017-11-25T04:48:01.175Z,,,,29.8,,52,
2017-11-25T04:48:21.177Z,,,,29.8,,52,
2017-11-25T04:48:31.176Z,37.7,,,29.8,,52,
2017-11-25T04:48:41.175Z,,,,29.8,,52,
2017-11-25T04:48:51.175Z,,,,29.8,,52,
2017-11-25T04:49:01.176Z,,,,29.8,,52,
2017-11-25T04:49:11.175Z,37.7,0,58,29.8,0,52,2
2017-11-25T04:49:21.176Z,,,,29.8,,52,
2017-11-25T04:49:31.175Z,,,,29.8,,52,
2017-11-25T04:49:41.176Z,37.6,,,,,,
2017-11-25T04:49:51.176Z,,,,29.8,,52,
2017-11-25T04:50:01.175Z,,,,29.8,,52,
2017-11-25T04:50:11.175Z,,,,29.8,,52,
2017-11-25T04:50:21.176Z,,,,29.8,,52,
2017-11-25T04:50:31.176Z,37.5,0,,29.7,,52,2
2017-11-25T04:50:41.175Z,41.7,,,,39,,
2017-11-25T04:50:51.175Z,43.2,,,29.7,35,52,
2017-11-25T04:51:01.176Z,42.7,,,,29,,
2017-11-25T04:51:11.175Z,,,,29.7,,52,
2017-11-25T04:51:21.175Z,40.9,,,29.7,,52,
2017-11-25T04:51:31.175Z,37.8,,,29.7,29,52,
2017-11-25T04:51:41.175Z,36.8,,,29.8,29,52,
2017-11-25T04:51:51.175Z,37.5,,,29.7,,52,
2017-11-25T04:52:01.177Z,37.7,,,29.7,30,52,
2017-11-25T04:52:11.175Z,36.4,,,29.7,,52,
2017-11-25T04:52:21.175Z,36.8,,,,29,,
2017-11-25T04:52:31.175Z,37.3,,,29.7,,52,
2017-11-25T04:52:41.175Z,37.5,,,,,,
2017-11-25T04:52:51.176Z,37.8,,,29.7,29,52,
2017-11-25T04:53:01.175Z,,,,29.7,,52,
2017-11-25T04:53:11.175Z,38,,,,30,,
2017-11-25T04:53:21.177Z,38.1,,,,,,
2017-11-25T04:53:31.176Z,38.3,,,29.7,,52,
2017-11-25T04:53:41.176Z,38.5,,,,,,
2017-11-25T04:53:51.175Z,38.9,,,29.7,29,52,
2017-11-25T04:54:01.175Z,39.1,,,29.7,,52,
2017-11-25T04:54:11.176Z,,,,29.7,30,52,
2017-11-25T04:54:21.175Z,39.3,,,29.7,29,52,
2017-11-25T04:54:31.176Z,39.5,,,29.7,,52,
2017-11-25T04:54:41.175Z,39.6,,,29.7,,52,
2017-11-25T04:54:51.176Z,39.8,,,29.7,30,52,
2017-11-25T04:55:01.179Z,39.9,,,29.7,29,52,
2017-11-25T04:55:11.175Z,40.1,,,,29,,
2017-11-25T04:55:21.175Z,,,,29.7,,52,
2017-11-25T04:55:31.176Z,40.5,,,29.7,29,52,
2017-11-25T04:55:41.175Z,,,,29.8,,52,
2017-11-25T04:55:51.175Z,40.6,,,,30,,
2017-11-25T04:56:01.175Z,40.9,,,29.8,,52,
2017-11-25T04:56:11.176Z,41,,,29.8,29,52,
2017-11-25T04:56:21.176Z,41.2,,,29.8,,52,
2017-11-25T04:56:31.175Z,41.4,,,29.8,30,52,
2017-11-25T04:56:41.175Z,40.4,0,,,0,,2
2017-11-25T04:56:51.176Z,39.8,,,29.8,,52,
2017-11-25T04:57:01.175Z,38,,,,,,
2017-11-25T04:57:11.175Z,37.1,,,29.8,,52,
2017-11-25T04:57:31.176Z,36.7,,,29.8,,52,
2017-11-25T04:57:41.176Z,36.6,,,29.8,,52,
2017-11-25T04:57:51.175Z,,,,29.8,,52,
2017-11-25T04:58:11.175Z,,,,29.8,,52,
2017-11-25T04:58:21.175Z,,,,29.8,,52,
2017-11-25T04:58:31.175Z,36.5,,,29.8,,52,
2017-11-25T04:58:41.175Z,36.3,,,,,,
2017-11-25T04:58:51.176Z,36.2,,,29.8,,52,
2017-11-25T04:59:01.175Z,,,,29.8,,52,
2017-11-25T04:59:11.175Z,,,,29.8,,52,
2017-11-25T04:59:31.175Z,36.1,,,30,,52,
2017-11-25T04:59:41.175Z,,,,30,,52,
2017-11-25T04:59:51.175Z,36,,,,,,
2017-11-25T05:00:11.175Z,,,,30,,52,
2017-11-25T05:00:21.176Z,,,,30,,52,
2017-11-25T05:00:31.175Z,,,,30,,52,
2017-11-25T05:00:41.175Z,,,,30,,52,
2017-11-25T05:00:51.175Z,36,,,,,,
2017-11-25T05:01:01.175Z,,,,30,,52,
2017-11-25T05:01:21.175Z,36,,,,,,
2017-11-25T05:01:31.175Z,,,,30,,52,
2017-11-25T05:01:41.175Z,36,,,,,,
2017-11-25T05:01:51.175Z,35.9,,,30,,52,
2017-11-25T05:02:01.175Z,36,,,,,,
2017-11-25T05:02:11.175Z,,,,30,,52,
2017-11-25T05:02:21.175Z,,,,30,,52,
2017-11-25T05:02:31.175Z,,,,30,,52,
2017-11-25T05:02:41.175Z,36.1,,,,,,
2017-11-25T05:02:51.175Z,36,,,30,,52,
2017-11-25T05:03:01.175Z,,,,30,,52,
2017-11-25T05:03:11.175Z,36.1,,,30,,52,
2017-11-25T05:03:21.176Z,,,,30,,52,
2017-11-25T05:03:31.175Z,,,,30,,52,
2017-11-25T05:03:41.175Z,,,,30,,52,
2017-11-25T05:03:51.175Z,36.2,,,30,,52,
2017-11-25T05:04:01.184Z,,,,30,,52,
2017-11-25T05:04:11.175Z,,,,30,,52,
2017-11-25T05:04:21.190Z,,,,30,,52,
2017-11-25T05:04:31.175Z,,,,30,,52,
2017-11-25T05:04:41.175Z,36.3,,,,,,
2017-11-25T05:04:51.176Z,,,,30,,52,
2017-11-25T05:05:01.175Z,,,,30,,52,
2017-11-25T05:05:21.175Z,,,,30,,52,
2017-11-25T05:05:31.180Z,36.4,,,30,,52,
2017-11-25T05:05:41.175Z,,,,30,,52,
2017-11-25T05:05:51.175Z,,,,30,,52,
2017-11-25T05:06:01.175Z,,,,30,,52,
2017-11-25T05:06:11.178Z,,,,29.8,,52,
2017-11-25T05:06:21.175Z,,,,29.8,,52,
2017-11-25T05:06:31.175Z,,,,29.8,,52,
2017-11-25T05:06:51.175Z,,,,29.8,,52,
2017-11-25T05:07:01.175Z,,,,29.8,,52,
2017-11-25T05:07:21.183Z,,,,29.8,,52,
2017-11-25T05:07:31.175Z,,,,29.8,,52,
2017-11-25T05:07:51.175Z,,,,29.8,,52,
2017-11-25T05:08:01.175Z,,,,29.8,,52,
2017-11-25T05:08:21.178Z,,,,29.8,,52,
2017-11-25T05:08:31.175Z,,,,29.8,,52,
2017-11-25T05:08:41.175Z,36.3,,,29.8,,52,
2017-11-25T05:08:51.178Z,,,,29.8,,52,
2017-11-25T05:09:01.175Z,,,,29.8,,52,
2017-11-25T05:09:11.179Z,,,,29.8,,52,
2017-11-25T05:09:21.175Z,,,,29.8,,52,
2017-11-25T05:09:31.175Z,,,,29.8,,52,
2017-11-25T05:09:41.176Z,,,,29.8,,52,
2017-11-25T05:09:51.175Z,,,,29.8,,52,
2017-11-25T05:10:01.175Z,,,,29.8,,52,
2017-11-25T05:10:11.177Z,,,,29.8,,52,
2017-11-25T05:10:21.180Z,,,,29.7,,52,
2017-11-25T05:10:31.175Z,,,,29.8,,52,
2017-11-25T05:10:41.177Z,36.2,,,,,,
2017-11-25T05:10:51.174Z,,,,29.8,,52,
2017-11-25T05:11:01.175Z,,,,29.8,,52,
2017-11-25T05:11:21.175Z,,,,29.7,,52,
2017-11-25T05:11:31.175Z,,,,29.7,,52,
2017-11-25T05:11:41.175Z,,,,29.7,,52,
2017-11-25T05:11:51.174Z,,,,29.7,,52,
2017-11-25T05:12:01.175Z,,,,29.7,,52,
2017-11-25T05:12:11.175Z,,,,29.7,,52,
2017-11-25T05:12:21.175Z,,,,29.7,,52,
2017-11-25T05:12:31.175Z,36.1,,,29.7,,52,
2017-11-25T05:12:51.175Z,,,,29.7,,52,
2017-11-25T05:13:01.175Z,,,,29.7,,52,
2017-11-25T05:13:11.175Z,,,,29.7,,52,
2017-11-25T05:13:21.174Z,,,,29.7,,52,
2017-11-25T05:13:31.175Z,37.9,0,,,42,,2
2017-11-25T05:13:41.175Z,39.6,,,29.6,40,52,
2017-11-25T05:13:51.175Z,42.4,,,,29,,
2017-11-25T05:14:01.175Z,40.6,,,29.6,30,52,
2017-11-25T05:14:11.175Z,39.5,,,,29,,
2017-11-25T05:14:21.175Z,,,,29.6,,52,
2017-11-25T05:14:31.175Z,36.4,,,29.6,30,52,
2017-11-25T05:14:41.175Z,,,,29.6,,52,
2017-11-25T05:14:51.175Z,36,,,,29,,
2017-11-25T05:15:01.175Z,36.6,,,29.6,,52,
2017-11-25T05:15:11.180Z,,,,29.6,,52,
2017-11-25T05:15:21.179Z,37.1,,,29.6,,52,
2017-11-25T05:15:31.176Z,37.3,,,29.6,30,52,
2017-11-25T05:15:41.179Z,37.5,,,29.6,29,52,
2017-11-25T05:15:51.175Z,37.6,,,29.6,,52,
2017-11-25T05:16:01.174Z,37.7,,,29.6,,52,
2017-11-25T05:16:11.175Z,37.9,,,29.6,30,52,
2017-11-25T05:16:21.175Z,38.1,,,,29,,
2017-11-25T05:16:31.175Z,38.2,,,29.6,,52,
2017-11-25T05:16:41.175Z,38.4,,,29.6,,52,
2017-11-25T05:16:51.175Z,38.6,,,29.6,,52,
2017-11-25T05:17:01.218Z,38.8,,,29.6,,52,
2017-11-25T05:17:11.175Z,38.9,,,29.6,,52,
2017-11-25T05:17:21.175Z,39.2,,,,29,,
2017-11-25T05:17:31.175Z,39.3,,,29.6,30,52,
2017-11-25T05:17:41.175Z,39.5,,,29.6,29,52,
2017-11-25T05:17:51.174Z,39.6,,,29.6,,52,
2017-11-25T05:18:01.175Z,39.8,,,29.6,30,52,
2017-11-25T05:18:11.175Z,39.9,,,29.6,,52,
2017-11-25T05:18:21.175Z,40,,,,29,,
2017-11-25T05:18:31.175Z,40.2,,,29.6,30,52,
2017-11-25T05:18:41.175Z,40.4,,,29.6,29,52,
2017-11-25T05:18:51.175Z,40.5,,,29.6,,52,
2017-11-25T05:19:01.174Z,40.6,,,29.6,,52,
2017-11-25T05:19:11.175Z,40.7,,,29.6,,52,
2017-11-25T05:19:21.175Z,,,,29.6,,52,
2017-11-25T05:19:31.219Z,41.1,,,,29,,
2017-11-25T05:19:41.174Z,41.2,,,29.7,30,52,
2017-11-25T05:19:51.175Z,41.3,,,29.7,29,52,
2017-11-25T05:20:01.175Z,41.5,,,29.7,30,52,
2017-11-25T05:20:11.174Z,41.6,,,29.7,29,52,
2017-11-25T05:20:21.174Z,,,,29.7,,52,
2017-11-25T05:20:31.175Z,42,,,29.7,29,52,
2017-11-25T05:20:41.175Z,,,,29.7,,52,
2017-11-25T05:20:51.175Z,,,,29.7,,52,
2017-11-25T05:21:01.175Z,42.6,,,,30,,
2017-11-25T05:21:11.178Z,43.3,,,29.7,29,52,
2017-11-25T05:21:21.174Z,42.7,,,29.7,,52,
2017-11-25T05:21:31.176Z,43,,,29.7,30,52,
