Time,PrimT,HwActive,PrimTSet,HwTOutlet,ActPow,HwTSet,ChActive
2017-11-25T10:28:31.169Z,,,,36.4,,52,
2017-11-25T10:28:41.169Z,38.1,0,,,44,,2
2017-11-25T10:28:51.168Z,41.1,,,36.3,38,52,
2017-11-25T10:29:01.169Z,42.2,,,,31,,
2017-11-25T10:29:11.173Z,39.6,,,36.2,30,52,
2017-11-25T10:29:21.169Z,38.8,,,,29,,
2017-11-25T10:29:31.169Z,38.4,,,36.1,,52,
2017-11-25T10:29:41.170Z,36.1,,,36.1,,52,
2017-11-25T10:29:51.169Z,35.9,,,36,,52,
2017-11-25T10:30:01.168Z,,,,35.8,30,52,
2017-11-25T10:30:11.169Z,36,,,,30,,
2017-11-25T10:30:21.173Z,36.3,,,35.8,29,52,
2017-11-25T10:30:31.169Z,36.7,,,35.7,30,52,
2017-11-25T10:30:41.173Z,36.9,,,35.6,29,52,
2017-11-25T10:30:51.169Z,37.1,,,,30,,
2017-11-25T10:31:01.214Z,37.2,,,35.5,,52,
2017-11-25T10:31:11.170Z,,,,35.4,29,52,
2017-11-25T10:31:21.170Z,37.4,,,35.3,,52,
2017-11-25T10:31:31.168Z,37.6,,,35.3,,52,
2017-11-25T10:31:41.170Z,37.7,,,35.2,30,52,
2017-11-25T10:31:51.169Z,37.9,,,35.2,29,52,
2017-11-25T10:32:01.169Z,38.1,,,,30,,
2017-11-25T10:32:11.168Z,38.2,,,34.9,29,52,
2017-11-25T10:32:21.174Z,38.4,,,34.9,30,52,
2017-11-25T10:32:31.169Z,38.5,,,,29,,
2017-11-25T10:32:41.169Z,38.7,,,34.8,,52,
2017-11-25T10:32:51.169Z,38.9,,,34.7,30,52,
2017-11-25T10:33:01.169Z,39.1,,,34.7,29,52,
2017-11-25T10:33:11.169Z,39.3,,,34.6,30,52,
2017-11-25T10:33:21.168Z,39.5,,,34.6,,52,
2017-11-25T10:33:31.168Z,39.6,,,,29,,
2017-11-25T10:33:41.169Z,,,,34.4,,52,
2017-11-25T10:33:51.170Z,39.9,,,34.4,,52,
2017-11-25T10:34:01.666Z,40.1,,,,,,
2017-11-25T10:34:11.169Z,40.3,,,34.3,,52,
2017-11-25T10:34:21.172Z,40.4,,,,,,
2017-11-25T10:34:31.168Z,40.5,,,,30,,
2017-11-25T10:34:41.169Z,40.7,,,34.2,,52,
2017-11-25T10:34:51.169Z,40.8,,,34.1,,52,
2017-11-25T10:35:01.171Z,41,,,,30,,
2017-11-25T10:35:11.173Z,41.1,,,34,29,52,
2017-11-25T10:35:21.169Z,41.3,,,34,,52,
2017-11-25T10:35:31.172Z,41.4,,,,,,
2017-11-25T10:35:41.172Z,,,,33.9,,52,
2017-11-25T10:35:51.168Z,41.7,,,33.9,,52,
2017-11-25T10:36:01.169Z,41.8,,,33.9,,52,
2017-11-25T10:36:11.169Z,42,,,33.8,30,52,
2017-11-25T10:36:21.169Z,42.1,,,33.8,29,52,
2017-11-25T10:36:31.169Z,42.3,,,33.8,,52,
2017-11-25T10:36:41.173Z,42.6,,,33.7,,52,
2017-11-25T10:36:51.169Z,,,,33.7,,52,
2017-11-25T10:37:01.169Z,42.8,,,,,,
2017-11-25T10:37:11.169Z,43,,,33.6,30,52,
2017-11-25T10:37:21.168Z,,,,33.6,29,52,
2017-11-25T10:37:31.169Z,,,,33.6,,52,
2017-11-25T10:37:41.169Z,43.5,,,33.5,30,52,
2017-11-25T10:37:51.172Z,,,,33.5,,52,
2017-11-25T10:38:01.172Z,44.3,,,,29,,
2017-11-25T10:38:11.169Z,43.9,,,33.5,29,52,
2017-11-25T10:38:21.169Z,44,,,33.4,,52,
2017-11-25T10:38:41.169Z,44.2,,,33.4,,52,
2017-11-25T10:38:51.174Z,44.3,,,33.4,,52,
2017-11-25T10:39:01.169Z,44.5,,,33.3,30,52,
2017-11-25T10:39:11.168Z,44.6,,,33.3,29,52,
2017-11-25T10:39:21.168Z,44.7,,,33.3,,52,
2017-11-25T10:39:31.169Z,,,,33.3,,52,
2017-11-25T10:39:41.169Z,45,,,33.2,29,52,
2017-11-25T10:39:51.169Z,,,,33.2,,52,
2017-11-25T10:40:01.173Z,45.1,,,33.2,30,52,
2017-11-25T10:40:11.169Z,45.3,,,33.2,29,52,
2017-11-25T10:40:21.169Z,45.4,,,33.1,30,52,
2017-11-25T10:40:31.170Z,45.5,,,33.1,29,52,
2017-11-25T10:40:41.169Z,45.7,,,33.1,,52,
2017-11-25T10:40:51.168Z,,,,33.1,,52,
2017-11-25T10:41:01.169Z,46,,,,,,
2017-11-25T10:41:11.169Z,,,,33.1,30,52,
2017-11-25T10:41:21.169Z,46.1,,,33.1,,52,
2017-11-25T10:41:31.168Z,46.2,,,32.9,29,52,
2017-11-25T10:41:41.169Z,46.6,,,32.9,29,52,
2017-11-25T10:41:51.169Z,,,,32.9,,52,
2017-11-25T10:42:01.168Z,45.2,0,,,0,,2
2017-11-25T10:42:11.168Z,44.9,,,32.9,,52,
2017-11-25T10:42:21.169Z,43.2,,,,,,
2017-11-25T10:42:31.169Z,,,,32.9,,52,
2017-11-25T10:42:41.168Z,42.1,,,32.9,,52,
2017-11-25T10:42:51.168Z,41.9,,,,,,
2017-11-25T10:43:01.172Z,,,,32.8,,52,
2017-11-25T10:43:11.169Z,,,,32.8,,52,
2017-11-25T10:43:21.168Z,41.8,,,,,,
2017-11-25T10:43:31.169Z,,,,32.8,,52,
2017-11-25T10:43:41.169Z,,,,32.8,,52,
2017-11-25T10:43:51.168Z,41.6,,,,,,
2017-11-25T10:44:01.168Z,41.4,,,32.8,,52,
2017-11-25T10:44:11.168Z,,,,32.8,,52,
2017-11-25T10:44:21.169Z,41.3,,,32.7,,52,
2017-11-25T10:44:31.169Z,41.2,,,32.7,,52,
2017-11-25T10:44:41.179Z,41.1,,,32.7,,52,
2017-11-25T10:44:51.168Z,,,,32.7,,52,
2017-11-25T10:45:01.168Z,41,,,,,,
2017-11-25T10:45:11.168Z,,,,32.7,,52,
2017-11-25T10:45:21.168Z,40.9,,,,,,
2017-11-25T10:45:41.168Z,,,,32.7,,52,
2017-11-25T10:45:51.168Z,,,,32.7,,52,
2017-11-25T10:46:01.169Z,,,,32.6,,52,
2017-11-25T10:46:21.179Z,,,,32.6,,52,
2017-11-25T10:46:31.233Z,,,,32.6,,52,
2017-11-25T10:46:41.218Z,40.8,,,32.6,,52,
2017-11-25T10:46:51.212Z,,,,32.6,,52,
2017-11-25T10:47:01.169Z,,,,32.6,,52,
2017-11-25T10:47:11.185Z,,,,32.6,,52,
2017-11-25T10:47:21.179Z,,,,32.6,,52,
2017-11-25T10:47:31.169Z,,,,32.5,,52,
2017-11-25T10:47:41.172Z,40.9,,,32.5,,52,
2017-11-25T10:47:51.174Z,,,,32.5,,52,
2017-11-25T10:48:01.230Z,,,,32.5,,52,
2017-11-25T10:48:11.174Z,40.9,,,,,,
2017-11-25T10:48:21.168Z,41,,,,,,
2017-11-25T10:48:31.169Z,,,,32.5,,52,
2017-11-25T10:48:41.171Z,,,,32.5,,52,
2017-11-25T10:48:51.169Z,41.1,,,32.4,,52,
2017-11-25T10:49:01.171Z,,,,32.4,,52,
2017-11-25T10:49:11.168Z,,,,32.4,,52,
2017-11-25T10:49:21.168Z,,,,32.4,,52,
2017-11-25T10:49:31.169Z,,,,32.4,,52,
2017-11-25T10:49:41.169Z,41.2,0,58,32.4,0,52,2
2017-11-25T10:49:51.169Z,,,,32.4,,52,
2017-11-25T10:50:01.169Z,,,,32.4,,52,
2017-11-25T10:50:11.171Z,,,,32.4,,52,
2017-11-25T10:50:21.171Z,,,,32.3,,52,
2017-11-25T10:50:31.169Z,,,,32.3,,52,
2017-11-25T10:50:41.170Z,,,,32.3,,52,
2017-11-25T10:50:51.168Z,,0,5,32.3,,52,0
2017-11-25T10:51:01.169Z,,,,32.3,,52,
2017-11-25T10:51:11.169Z,,,,32.3,,52,
2017-11-25T10:51:21.169Z,,,,32.3,,52,
2017-11-25T10:51:41.170Z,,0,58,32.3,,52,2
2017-11-25T10:51:51.170Z,,,,32.3,,52,
2017-11-25T10:52:01.170Z,,,,32.2,,52,
2017-11-25T10:52:11.170Z,,,,32.2,,52,
2017-11-25T10:52:21.171Z,,,,32.2,,52,
2017-11-25T10:52:31.169Z,,,,32.2,,52,
2017-11-25T10:52:41.174Z,,0,,32.2,,52,0
2017-11-25T10:52:51.170Z,41.1,,5,,,,
2017-11-25T10:53:01.171Z,,,,32.1,,52,
2017-11-25T10:53:11.172Z,,,,32.2,,52,
2017-11-25T10:53:31.172Z,,,,32.1,,52,
2017-11-25T10:53:41.169Z,,,,32.1,,52,
2017-11-25T10:53:51.168Z,41,,,32.1,,52,
2017-11-25T10:54:11.172Z,,,,32.1,,52,
2017-11-25T10:54:21.173Z,,,,32.1,,52,
2017-11-25T10:54:41.168Z,,,,32.1,,52,
2017-11-25T10:54:51.173Z,41,,,32,,52,
2017-11-25T10:55:01.168Z,40.9,,,32,,52,
2017-11-25T10:55:21.168Z,,,,32,,52,
2017-11-25T10:55:31.174Z,,,,32,,52,
2017-11-25T10:55:41.169Z,40.8,,,32,,52,
2017-11-25T10:55:51.168Z,40.9,,,31.9,,52,
2017-11-25T10:56:01.168Z,40.8,,,32,,52,
2017-11-25T10:56:11.173Z,,,,31.9,,52,
2017-11-25T10:56:31.168Z,,,,31.9,,52,
2017-11-25T10:56:41.168Z,,,,31.9,,52,
2017-11-25T10:57:01.172Z,40.7,,,31.9,,52,
2017-11-25T10:57:11.183Z,,,,31.9,,52,
2017-11-25T10:57:31.169Z,,,,31.8,,52,
2017-11-25T10:57:41.168Z,40.6,,,31.8,,52,
2017-11-25T10:57:51.168Z,40.7,,,,,,
2017-11-25T10:58:01.173Z,40.6,,,31.8,,52,
2017-11-25T10:58:11.168Z,,,,31.8,,52,
2017-11-25T10:58:31.170Z,,,,31.8,,52,
2017-11-25T10:58:41.169Z,,,,31.8,,52,
2017-11-25T10:58:51.168Z,,,,31.8,,52,
2017-11-25T10:59:01.168Z,40.5,,,31.8,,52,
2017-11-25T10:59:11.170Z,,,,31.8,,52,
2017-11-25T10:59:21.169Z,,,,31.6,,52,
2017-11-25T10:59:31.168Z,,,,31.6,,52,
2017-11-25T10:59:41.168Z,,,,31.6,,52,
2017-11-25T11:00:01.168Z,40.4,,,31.6,,52,
2017-11-25T11:00:11.169Z,,,,31.6,,52,
2017-11-25T11:00:31.168Z,,,,31.5,,52,
2017-11-25T11:00:41.168Z,,,,31.5,,52,
2017-11-25T11:01:01.168Z,,,,31.5,,52,
2017-11-25T11:01:11.168Z,,,,31.5,,52,
2017-11-25T11:01:21.168Z,40.3,,,,,,
2017-11-25T11:01:31.168Z,,,,31.5,,52,
2017-11-25T11:01:41.168Z,,,,31.5,,52,
2017-11-25T11:01:51.168Z,,,,31.5,,52,
2017-11-25T11:02:11.226Z,40.2,,,31.4,,52,
2017-11-25T11:02:21.217Z,,,,31.4,,52,
2017-11-25T11:02:31.168Z,,,,31.4,,52,
2017-11-25T11:02:41.168Z,,,,31.4,,52,
2017-11-25T11:02:51.185Z,,,,31.4,,52,
2017-11-25T11:03:01.375Z,,,,31.4,,52,
2017-11-25T11:03:11.168Z,,,,31.4,,52,
2017-11-25T11:03:21.168Z,40.1,,,31.4,,52,
2017-11-25T11:03:31.173Z,,,,31.4,,52,
2017-11-25T11:03:41.168Z,,,,31.4,,52,
2017-11-25T11:04:01.168Z,,,,31.3,,52,
2017-11-25T11:04:11.168Z,40,,,31.3,,52,
2017-11-25T11:04:21.168Z,40.1,,,,,,
2017-11-25T11:04:31.168Z,,,,31.3,,52,
2017-11-25T11:04:41.168Z,40,,,31.3,,52,
2017-11-25T11:05:01.173Z,,,,31.3,,52,
2017-11-25T11:05:12.396Z,,,,31.2,,52,
2017-11-25T11:05:21.172Z,,,,31.2,,52,
2017-11-25T11:05:41.168Z,40,,,31.2,,52,
2017-11-25T11:05:51.173Z,39.9,,,,,,
2017-11-25T11:06:01.170Z,40,,,31.2,,52,
2017-11-25T11:06:11.168Z,39.9,,,,,,
2017-11-25T11:06:21.168Z,,,,31.2,,52,
2017-11-25T11:06:31.168Z,,,,31.2,,52,
2017-11-25T11:06:41.169Z,39.8,,,31,,52,
2017-11-25T11:06:51.168Z,39.9,,,,,,
2017-11-25T11:07:01.167Z,,,,31,,52,
2017-11-25T11:07:11.168Z,,,,31,,52,
2017-11-25T11:07:31.168Z,,,,31,,52,
2017-11-25T11:07:41.168Z,39.8,,,31,,52,
2017-11-25T11:07:51.169Z,,,,31,,52,
2017-11-25T11:08:01.167Z,,,,31,,52,
2017-11-25T11:08:11.168Z,,,,30.9,,52,
2017-11-25T11:08:21.168Z,,,,30.9,,52,
2017-11-25T11:08:31.168Z,,,,30.9,,52,
2017-11-25T11:08:41.169Z,,,,30.9,,52,
2017-11-25T11:08:51.170Z,,,,30.9,,52,
2017-11-25T11:09:01.167Z,39.7,,,30.9,,52,
2017-11-25T11:09:11.168Z,,,,30.9,,52,
2017-11-25T11:09:21.169Z,,,,30.8,,52,
2017-11-25T11:09:31.173Z,,,,30.8,,52,
2017-11-25T11:09:41.171Z,,,,30.8,,52,
2017-11-25T11:10:01.168Z,,,,30.8,,52,
2017-11-25T11:10:11.171Z,,,,30.8,,52,
2017-11-25T11:10:31.167Z,,,,30.8,,52,
2017-11-25T11:10:41.168Z,,,,30.8,,52,
2017-11-25T11:10:51.170Z,39.6,,,,,,
2017-11-25T11:11:01.172Z,,,,30.8,,52,
2017-11-25T11:11:11.168Z,,,,30.7,,52,
2017-11-25T11:11:31.167Z,,,,30.7,,52,
2017-11-25T11:11:41.168Z,,,,30.7,,52,
2017-11-25T11:12:31.846Z,,,,30.7,,52,
2017-11-25T11:12:31.847Z,39.5,,,30.7,,52,
2017-11-25T11:12:31.857Z,,,,30.7,,52,
2017-11-25T11:12:41.169Z,,,,30.6,,52,
2017-11-25T11:12:51.167Z,,,,30.6,,52,
2017-11-25T11:13:01.176Z,,,,30.6,,52,
2017-11-25T11:13:11.173Z,,,,30.6,,52,
2017-11-25T11:13:21.168Z,,,,30.6,,52,
2017-11-25T11:13:31.168Z,,,,30.6,,52,
2017-11-25T11:13:41.168Z,,,,30.6,,52,
2017-11-25T11:14:01.167Z,,,,30.6,,52,
2017-11-25T11:14:11.168Z,,,,30.6,,52,
2017-11-25T11:14:21.167Z,39.4,,,,,,
2017-11-25T11:14:31.168Z,,,,30.4,,52,
2017-11-25T11:14:41.168Z,,,,30.4,,52,
2017-11-25T11:15:01.169Z,,,,30.4,,52,
2017-11-25T11:15:11.173Z,,,,30.4,,52,
2017-11-25T11:15:21.173Z,,,,30.4,,52,
2017-11-25T11:15:31.168Z,,,,30.4,,52,
2017-11-25T11:15:41.168Z,,,,30.4,,52,
2017-11-25T11:15:51.168Z,39.3,,,,,,
2017-11-25T11:16:01.168Z,,,,30.4,,52,
2017-11-25T11:16:11.167Z,,,,30.4,,52,
2017-11-25T11:16:31.168Z,,,,30.3,,52,
2017-11-25T11:16:41.168Z,,,,30.3,,52,
2017-11-25T11:16:51.168Z,,,,30.3,,52,
2017-11-25T11:17:01.168Z,,,,30.3,,52,
2017-11-25T11:17:11.168Z,39.2,,,30.3,,52,
2017-11-25T11:17:21.167Z,39.3,,,30.3,,52,
2017-11-25T11:17:31.170Z,,,,30.3,,52,
2017-11-25T11:17:41.168Z,39.2,,,30.3,,52,
2017-11-25T11:18:01.220Z,,,,30.3,,52,
2017-11-25T11:18:11.209Z,,,,30.3,,52,
2017-11-25T11:18:21.197Z,,,,30.2,,52,
2017-11-25T11:18:31.167Z,,,,30.2,,52,
2017-11-25T11:18:41.183Z,,,,30.2,,52,
2017-11-25T11:18:51.168Z,,0,58,30.2,,52,2
2017-11-25T11:19:11.171Z,39.1,,,30.2,,52,
2017-11-25T11:19:21.168Z,,,,30.2,,52,
2017-11-25T11:19:41.167Z,,,,30.2,,52,
2017-11-25T11:19:51.171Z,,,,30.2,,52,
2017-11-25T11:20:01.167Z,,,,30.1,,52,
2017-11-25T11:20:11.167Z,,,,30.1,,52,
2017-11-25T11:20:21.169Z,,,,30.1,,52,
2017-11-25T11:20:31.215Z,,,,30.1,,52,
2017-11-25T11:20:41.167Z,39.1,,,30.1,,52,
2017-11-25T11:20:51.167Z,38.9,,,30.1,,52,
2017-11-25T11:21:01.168Z,,,,30.1,,52,
2017-11-25T11:21:11.167Z,39.4,0,,,45,,2
2017-11-25T11:21:21.168Z,42.6,,,30,41,52,
2017-11-25T11:21:31.168Z,43.6,,,30,29,52,
2017-11-25T11:21:41.168Z,39.5,,,30,30,52,
2017-11-25T11:21:51.167Z,37.3,,,,30,,
2017-11-25T11:22:01.172Z,35.8,,,30,29,52,
2017-11-25T11:22:11.167Z,34.1,,,,30,,
2017-11-25T11:22:21.167Z,33.3,,,30,30,52,
2017-11-25T11:22:41.172Z,,,,30,,52,
2017-11-25T11:22:51.171Z,34,,,30,29,52,
2017-11-25T11:23:01.167Z,34.4,,,30,,52,
2017-11-25T11:23:11.168Z,34.7,,,30,,52,
2017-11-25T11:23:21.167Z,34.8,,,30,,52,
2017-11-25T11:23:31.168Z,34.9,,,,,,
2017-11-25T11:23:41.168Z,35.1,,,30,,52,
2017-11-25T11:23:51.350Z,35.3,,,30,30,52,
2017-11-25T11:24:01.168Z,35.5,,,30,29,52,
2017-11-25T11:24:11.168Z,36,,,29.8,29,52,
2017-11-25T11:24:21.167Z,36.1,,,29.8,,52,
2017-11-25T11:24:31.168Z,36.3,,,,,,
2017-11-25T11:24:41.171Z,36.7,,,29.8,,52,
2017-11-25T11:24:51.167Z,37.1,,,29.8,29,52,
2017-11-25T11:25:01.168Z,37.4,,,29.8,29,52,
2017-11-25T11:25:11.168Z,,,,29.8,,52,
2017-11-25T11:25:21.168Z,37.6,,,,0,,
2017-11-25T11:25:31.464Z,35.9,0,,,,,2
2017-11-25T11:25:41.168Z,33.8,,,29.8,,52,
2017-11-25T11:25:51.168Z,,,,29.8,,52,
2017-11-25T11:26:01.171Z,33.2,,,,,,
2017-11-25T11:26:11.170Z,32.9,,,,,,
2017-11-25T11:26:21.167Z,,,,29.8,,52,
2017-11-25T11:26:31.169Z,,,,29.8,,52,
2017-11-25T11:26:41.167Z,,,,29.8,,52,
2017-11-25T11:26:51.172Z,32.8,,,29.8,,52,
2017-11-25T11:27:01.168Z,32.7,,,29.8,,52,
2017-11-25T11:27:11.167Z,32.6,,,29.8,,52,
2017-11-25T11:27:21.167Z,32.5,,,29.8,,52,
2017-11-25T11:27:31.167Z,,,,29.8,,52,
2017-11-25T11:27:41.171Z,,,,29.7,,52,
2017-11-25T11:27:51.171Z,,,,29.7,,52,
2017-11-25T11:28:11.167Z,32.4,,,29.8,,52,
2017-11-25T11:28:21.168Z,,,,29.7,,52,
2017-11-25T11:28:51.172Z,,,,29.7,,52,
2017-11-25T11:29:01.173Z,,,,29.7,,52,
2017-11-25T11:29:21.167Z,,,,29.7,,52,
2017-11-25T11:29:31.168Z,,,,29.7,,52,
2017-11-25T11:29:41.168Z,,,,29.7,,52,
2017-11-25T11:30:01.168Z,,,,29.7,,52,
2017-11-25T11:30:11.170Z,,,,29.7,,52,
2017-11-25T11:30:31.168Z,,,,29.6,,52,
2017-11-25T11:30:41.167Z,,,,29.6,,52,
2017-11-25T11:31:01.168Z,,,,29.6,,52,
2017-11-25T11:31:11.167Z,32.5,,,29.6,,52,
2017-11-25T11:31:21.167Z,32.4,,,,,,
2017-11-25T11:31:31.167Z,,,,29.6,,52,
2017-11-25T11:31:51.167Z,32.5,,,29.6,,52,
2017-11-25T11:32:01.167Z,,,,29.6,,52,
2017-11-25T11:32:11.167Z,,,,29.6,,52,
2017-11-25T11:32:21.167Z,,,,29.6,,52,
2017-11-25T11:32:31.167Z,,,,29.6,,52,
2017-11-25T11:32:41.167Z,32.7,,,29.5,,52,
2017-11-25T11:32:51.170Z,32.6,,,,,,
2017-11-25T11:33:01.172Z,,,,29.5,,52,
2017-11-25T11:33:11.167Z,32.8,,,29.5,,52,
2017-11-25T11:33:21.167Z,32.6,,,,,,
2017-11-25T11:33:31.228Z,,,,29.5,,52,
2017-11-25T11:33:41.167Z,32.7,,,29.5,,52,
2017-11-25T11:34:01.199Z,32.8,,,29.5,,52,
2017-11-25T11:34:11.167Z,,,,29.5,,52,
2017-11-25T11:34:31.167Z,,,,29.5,,52,
2017-11-25T11:34:41.167Z,32.9,,,29.3,,52,
2017-11-25T11:34:51.167Z,,,,29.3,,52,
2017-11-25T11:35:01.172Z,,,,29.3,,52,
2017-11-25T11:35:11.172Z,33.1,,,,,,
2017-11-25T11:35:21.167Z,,,,29.3,,52,
2017-11-25T11:35:31.167Z,33.2,,,29.3,,52,
2017-11-25T11:35:41.167Z,33.1,0,,29.3,,52,2
2017-11-25T11:35:51.167Z,34.5,,,29.3,43,52,
2017-11-25T11:36:01.168Z,39.1,,,,34,,
2017-11-25T11:36:11.172Z,39.8,,,29.3,30,52,
2017-11-25T11:36:21.167Z,37.8,,,,29,,
2017-11-25T11:36:31.168Z,37.3,,,29.3,,52,
2017-11-25T11:36:41.167Z,35.6,,,29.2,29,52,
2017-11-25T11:36:51.169Z,35.7,,,29.2,0,52,
2017-11-25T11:37:01.168Z,34.8,0,,,,,2
2017-11-25T11:37:11.167Z,33.5,,,,,,
2017-11-25T11:37:21.167Z,31.9,,,29.2,,52,
2017-11-25T11:37:41.167Z,31.5,,,29.2,,52,
2017-11-25T11:37:51.167Z,31.4,,,,,,
2017-11-25T11:38:01.167Z,,,,29.2,,52,
2017-11-25T11:38:11.167Z,,,,29.2,,52,
2017-11-25T11:38:31.167Z,,,,29.2,,52,
2017-11-25T11:38:41.167Z,31.3,,,29.2,,52,
2017-11-25T11:38:51.167Z,31.2,,,,,,
2017-11-25T11:39:01.167Z,,,,29.2,,52,
2017-11-25T11:39:11.167Z,31.1,,,29.2,,52,
2017-11-25T11:39:21.167Z,,,,29.1,,52,
2017-11-25T11:39:41.167Z,,,,29.1,,52,
2017-11-25T11:39:51.173Z,30.9,,,,,,
2017-11-25T11:40:01.167Z,,,,29.1,,52,
2017-11-25T11:40:21.170Z,,,,29.1,,52,
2017-11-25T11:40:31.167Z,,,,29.1,,52,
2017-11-25T11:40:41.169Z,,,,29.1,,52,
2017-11-25T11:40:51.167Z,,,,29.1,,52,
2017-11-25T11:41:01.167Z,,,,29.1,,52,
2017-11-25T11:41:11.167Z,,,,29.1,,52,
2017-11-25T11:41:21.167Z,,,,29.1,,52,
2017-11-25T11:41:31.172Z,,,,29,,52,
2017-11-25T11:41:41.167Z,,,,29,,52,
2017-11-25T11:41:51.167Z,,,,29,,52,
2017-11-25T11:42:01.167Z,,,,29,,52,
2017-11-25T11:42:11.170Z,,,,29,,52,
2017-11-25T11:42:21.167Z,,,,29,,52,
2017-11-25T11:42:31.167Z,,,,29,,52,
2017-11-25T11:42:41.167Z,,,,29,,52,
2017-11-25T11:42:51.167Z,,,,29,,52,
2017-11-25T11:43:01.167Z,,,,29,,52,
2017-11-25T11:43:11.167Z,,,,29,,52,
2017-11-25T11:43:41.169Z,,,,28.9,,52,
2017-11-25T11:43:51.167Z,30.9,,,,,,
2017-11-25T11:44:01.167Z,31.1,,,28.9,,52,
2017-11-25T11:44:21.167Z,,,,28.9,,52,
2017-11-25T11:44:31.167Z,,,,28.9,,52,
2017-11-25T11:44:41.167Z,,,,28.9,,52,
2017-11-25T11:44:51.167Z,,,,28.9,,52,
2017-11-25T11:45:01.167Z,,,,28.9,,52,
2017-11-25T11:45:11.305Z,31.2,,,28.9,,52,
2017-11-25T11:45:21.441Z,,,,28.9,,52,
2017-11-25T11:45:31.437Z,,,,28.9,,52,
2017-11-25T11:45:41.290Z,,,,28.9,,52,
2017-11-25T11:45:51.167Z,31.3,,,28.7,,52,
2017-11-25T11:46:01.167Z,31.4,,,28.7,,52,
2017-11-25T11:46:11.167Z,,,,28.7,,52,
2017-11-25T11:46:21.168Z,,,,28.7,,52,
2017-11-25T11:46:31.166Z,32,0,,,44,,2
2017-11-25T11:46:41.168Z,38.1,,,28.7,32,52,
2017-11-25T11:46:51.167Z,38.4,,,28.7,30,52,
2017-11-25T11:47:01.167Z,36.5,,,,29,,
2017-11-25T11:47:11.167Z,36.1,,,28.7,,52,
2017-11-25T11:47:21.167Z,34.9,,,,30,,
2017-11-25T11:47:31.167Z,,,,,29,,
2017-11-25T11:47:41.167Z,34.7,,,28.7,,52,
2017-11-25T11:47:51.168Z,35.1,,,28.7,29,52,
2017-11-25T11:48:01.167Z,35.2,,,28.7,30,52,
2017-11-25T11:48:11.167Z,35.6,,,28.7,29,52,
2017-11-25T11:48:21.167Z,35.8,,,28.7,,52,
2017-11-25T11:48:31.167Z,35.9,,,,30,,
2017-11-25T11:48:41.167Z,36,,,28.6,30,52,
2017-11-25T11:48:51.167Z,36.2,,,28.6,29,52,
2017-11-25T11:49:01.167Z,36.3,,,28.7,,52,
2017-11-25T11:49:11.228Z,36.5,,,28.6,,52,
2017-11-25T11:49:21.220Z,36.7,,,28.6,,52,
2017-11-25T11:49:31.167Z,,,,28.6,,52,
2017-11-25T11:49:41.202Z,37.1,,,,30,,
2017-11-25T11:49:51.190Z,37.2,0,58,28.6,30,52,2
2017-11-25T11:50:01.179Z,37.3,,,28.6,,52,
2017-11-25T11:50:11.169Z,37.4,,,28.6,29,52,
2017-11-25T11:50:21.167Z,38.4,,,28.6,30,52,
2017-11-25T11:50:31.167Z,,,,28.6,,52,
2017-11-25T11:50:41.167Z,37.9,,,28.6,30,52,
2017-11-25T11:50:51.167Z,38.9,,,28.6,29,52,
2017-11-25T11:51:01.167Z,38.2,,,28.7,,52,
2017-11-25T11:51:11.167Z,38.5,,,,29,,
2017-11-25T11:51:21.167Z,39.5,,,28.6,,52,
2017-11-25T11:51:31.167Z,38.7,,,28.6,30,52,
2017-11-25T11:51:41.167Z,39.1,,,35.5,29,52,
2017-11-25T11:51:51.177Z,38.7,0,,35.7,0,52,2
2017-11-25T11:52:01.167Z,37.5,1,0,,,,0
2017-11-25T11:52:11.168Z,40.2,1,,35.5,30,52,0
2017-11-25T11:52:21.167Z,39.1,0,,31.5,0,52,0
2017-11-25T11:52:31.167Z,38.9,0,,39.6,,52,0
2017-11-25T11:52:41.167Z,38.2,1,,,,,0
2017-11-25T11:52:51.167Z,39.2,,,38.9,31,52,
2017-11-25T11:53:01.167Z,39.3,0,,39.1,0,52,0
2017-11-25T11:53:11.167Z,39.1,,,38.8,,52,
2017-11-25T11:53:21.167Z,,,,38.7,,52,
2017-11-25T11:53:31.167Z,39.3,1,,39.6,,52,0
2017-11-25T11:53:41.167Z,39.9,1,,,30,,0
2017-11-25T11:53:51.167Z,40.7,0,,39.7,0,52,0
2017-11-25T11:54:01.167Z,40.1,0,,,,,0
2017-11-25T11:54:11.176Z,39.3,,,41.3,,52,
2017-11-25T11:54:21.167Z,39.2,,,40.9,,52,
2017-11-25T11:54:41.167Z,39.1,,,40.8,,52,
2017-11-25T11:54:51.167Z,,,,40.7,,52,
2017-11-25T11:55:01.167Z,39.2,0,,40.6,,52,2
2017-11-25T11:55:11.167Z,,,,40.5,,52,
2017-11-25T11:55:21.167Z,,,,40.4,,52,
2017-11-25T11:55:31.167Z,,,,40.3,,52,
2017-11-25T11:55:41.272Z,,,,40.1,,52,
2017-11-25T11:55:51.167Z,39.2,,,39.9,,52,
2017-11-25T11:56:01.177Z,38.4,1,0,39.9,76,52,0
2017-11-25T11:56:11.167Z,41.5,,,36.9,85,52,
2017-11-25T11:56:21.167Z,46.3,,,38.5,122,52,
2017-11-25T11:56:31.167Z,48.3,,,42.4,122,52,
2017-11-25T11:56:41.167Z,52.8,,,47.2,124,52,
