Time,HwTOutlet,ChActive,HwActive,PrimTSet,ActPow,PrimT,HwTSet
2017-12-27T01:18:55.903Z,25.4,,,,,,50
2017-12-27T01:19:05.903Z,25.3,,,,,,50
2017-12-27T01:19:15.903Z,25.4,,,,,,50
2017-12-27T01:19:25.905Z,25.3,,,,,,50
2017-12-27T01:19:35.903Z,25.3,,,,,,50
2017-12-27T01:19:45.903Z,25.3,,,,,,50
2017-12-27T01:19:55.903Z,25.3,,,,,,50
2017-12-27T01:20:05.903Z,25.3,,,,,,50
2017-12-27T01:20:15.907Z,25.3,,,,,,50
2017-12-27T01:20:25.903Z,25.3,,,,,34.8,50
2017-12-27T01:20:35.903Z,25.3,,,,,,50
2017-12-27T01:20:45.903Z,25.3,,,,,,50
2017-12-27T01:20:55.902Z,25.3,,,,,,50
2017-12-27T01:21:05.905Z,25.3,,,,,,50
2017-12-27T01:21:15.903Z,25.3,,,,,,50
2017-12-27T01:21:25.903Z,25.3,,,,,,50
2017-12-27T01:21:35.903Z,25.3,,,,,,50
2017-12-27T01:21:45.903Z,25.3,,,,,,50
