Time,ActPow,ChActive,HwActive,PrimTSet,HwTSet,PrimT,HwTOutlet
2018-02-03T13:06:38.826Z,,,,,50,42.9,43.2
2018-02-03T13:06:58.809Z,,,,,50,42.8,43.1
2018-02-03T13:07:08.809Z,,,,,50,,42.9
2018-02-03T13:07:18.832Z,,,,,50,,42.8
2018-02-03T13:07:28.813Z,45,1,0,59,50,43.3,42.7
2018-02-03T13:07:38.826Z,31,,,,50,46.6,42.5
2018-02-03T13:07:48.827Z,30,,,,50,38.6,42.4
2018-02-03T13:07:58.810Z,29,,,,50,34.9,42.3
2018-02-03T13:08:08.810Z,29,,,,50,31.9,42.2
2018-02-03T13:08:18.819Z,29,,,,50,30.5,42.1
2018-02-03T13:08:28.811Z,,,,,,29.6,
2018-02-03T13:08:38.810Z,,,,,50,29.8,41.9
2018-02-03T13:08:48.813Z,,,,,,30.1,
2018-02-03T13:08:58.836Z,,,,,50,30.4,41.7
2018-02-03T13:09:08.830Z,,,,,50,,41.5
2018-02-03T13:09:18.818Z,,,,,,30.5,
2018-02-03T13:09:28.812Z,30,,,,50,30.6,41.2
2018-02-03T13:09:38.811Z,29,,,,50,30.7,41.1
2018-02-03T13:09:48.810Z,0,0,0,0,50,31.1,40.8
2018-02-03T13:09:58.815Z,,0,0,,50,31.5,38
2018-02-03T13:10:08.811Z,,,,,50,31.9,38.6
2018-02-03T13:10:18.819Z,61,0,2,,50,31.9,31.9
2018-02-03T13:10:28.811Z,59,,,,50,33.6,28.6
2018-02-03T13:10:38.819Z,119,,,,50,38,33.8
2018-02-03T13:10:48.842Z,118,,,,50,44,36.4
2018-02-03T13:10:58.831Z,116,,,,50,49.3,42
2018-02-03T13:11:08.814Z,114,,,,50,52.1,46.3
2018-02-03T13:11:18.813Z,109,,,,50,54.4,49
2018-02-03T13:11:28.815Z,107,,,,50,55.7,50.6
2018-02-03T13:11:38.810Z,85,,,,50,56.3,51.4
2018-02-03T13:11:48.810Z,0,0,0,,50,54.8,50.6
2018-02-03T13:11:58.828Z,,,,,50,53.3,50.2
2018-02-03T13:12:08.813Z,,,,,,53.1,
2018-02-03T13:12:18.811Z,,,,,50,53,49.8
2018-02-03T13:12:38.809Z,,,,,50,,49.3
2018-02-03T13:12:48.834Z,,1,0,59,50,53.7,49.1
2018-02-03T13:12:58.836Z,33,,,,50,54,49
2018-02-03T13:13:08.866Z,29,,,,50,41,49.3
2018-02-03T13:13:18.811Z,29,,,,50,37.7,49.4
2018-02-03T13:13:28.853Z,29,,,,50,34.8,49.2
2018-02-03T13:13:38.841Z,,,,,50,33.5,49
2018-02-03T13:13:48.841Z,30,,,,,32.8,
2018-02-03T13:13:58.809Z,29,0,0,0,50,33.3,48.6
2018-02-03T13:14:08.809Z,0,0,0,,50,35.6,46.7
2018-02-03T13:14:18.811Z,,,,,,34.4,
2018-02-03T13:14:28.809Z,,,,,50,34.2,46.3
2018-02-03T13:14:38.810Z,,,,,50,,46.1
2018-02-03T13:14:48.809Z,,,,,,34.1,
2018-02-03T13:14:58.809Z,,,,,50,,45.3
2018-02-03T13:15:08.820Z,0,0,0,0,50,34.6,42.2
2018-02-03T13:15:18.809Z,,,,,50,36.1,26.9
2018-02-03T13:15:28.809Z,,,,,,35.7,
2018-02-03T13:15:38.810Z,,,,,50,35.6,26.6
2018-02-03T13:15:58.809Z,,,,,50,,26.6
2018-02-03T13:16:08.813Z,,0,2,,50,35.7,26.7
2018-02-03T13:16:18.837Z,0,0,0,,50,32.9,32.3
2018-02-03T13:16:28.812Z,,,,,50,32.9,32.4
2018-02-03T13:16:38.828Z,,,,,50,,32.3
2018-02-03T13:16:48.824Z,,,,,50,,32.3
2018-02-03T13:16:58.825Z,,0,2,,50,33.1,32.3
2018-02-03T13:17:08.814Z,68,0,2,,50,34.2,31.4
2018-02-03T13:17:18.810Z,0,0,0,,50,34.6,32.4
2018-02-03T13:17:28.814Z,,,,,,34.2,
2018-02-03T13:17:38.813Z,,,,,50,,32.3
2018-02-03T13:17:58.814Z,,,,,50,,32.2
2018-02-03T13:18:08.809Z,,,,,50,,32.2
2018-02-03T13:18:18.809Z,44,1,0,59,50,35.2,32.1
2018-02-03T13:18:28.843Z,37,,,,50,38.9,32.1
2018-02-03T13:18:38.811Z,29,,,,50,36.6,32.1
2018-02-03T13:18:48.812Z,29,,,,50,35.4,32
2018-02-03T13:18:58.811Z,,,,,50,34,32
2018-02-03T13:19:08.820Z,,,,,,33.5,
2018-02-03T13:19:18.822Z,,,,,50,,31.9
2018-02-03T13:19:28.870Z,,,,,50,,31.9
2018-02-03T13:19:38.864Z,,,,,50,33.9,31.9
2018-02-03T13:19:48.834Z,,,,,,34.3,
2018-02-03T13:19:58.847Z,,,,,50,34.7,31.8
2018-02-03T13:20:08.823Z,,,,,50,34.9,31.8
2018-02-03T13:20:18.821Z,29,,,,,35.2,
2018-02-03T13:20:28.813Z,,,,,50,35.5,31.6
2018-02-03T13:20:38.817Z,,,,,50,35.7,31.6
2018-02-03T13:20:48.828Z,,,,,50,35.9,31.6
2018-02-03T13:20:58.816Z,30,,,,,36.1,
2018-02-03T13:21:08.812Z,29,,,,50,36.4,31.5
2018-02-03T13:21:18.813Z,,,,,50,,31.5
2018-02-03T13:21:28.839Z,,,,,,36.8,
2018-02-03T13:21:38.812Z,,,,,50,37.1,31.4
2018-02-03T13:21:48.816Z,,,,,,37.2,
2018-02-03T13:21:58.817Z,,,,,50,37.4,31.4
2018-02-03T13:22:08.825Z,,,,,50,,31.4
2018-02-03T13:22:18.821Z,29,,,,,37.7,
2018-02-03T13:22:28.820Z,,,,,50,37.9,31.3
2018-02-03T13:22:38.814Z,30,,,,50,38,31.3
2018-02-03T13:22:48.809Z,29,,,,,38.2,
2018-02-03T13:22:58.810Z,,,,,50,38.3,31.2
2018-02-03T13:23:08.809Z,,,,,50,,31.2
2018-02-03T13:23:18.818Z,29,,,,,38.6,
2018-02-03T13:23:28.810Z,30,,,,50,38.8,31.2
2018-02-03T13:23:38.815Z,,,,,50,39.1,31.2
2018-02-03T13:23:48.809Z,0,1,0,,50,37.9,31
2018-02-03T13:23:58.809Z,,0,2,0,50,35.2,31
2018-02-03T13:24:08.822Z,0,0,0,,50,36.1,28.9
2018-02-03T13:24:18.809Z,,,,,50,37.1,24.4
2018-02-03T13:24:28.810Z,,0,2,,50,34,33.7
2018-02-03T13:24:38.822Z,0,0,0,,50,36.2,33.7
2018-02-03T13:24:48.809Z,,,,,50,35.5,33.7
2018-02-03T13:25:08.809Z,,,,,50,35.4,33.6
2018-02-03T13:25:18.810Z,,,,,,35.5,
2018-02-03T13:25:28.809Z,,,,,50,,33.5
2018-02-03T13:25:38.809Z,,1,0,59,50,,33.5
2018-02-03T13:25:58.809Z,,,,,50,,33.4
2018-02-03T13:26:08.809Z,,,,,50,,33.4
2018-02-03T13:26:28.809Z,,,,,50,,33.3
2018-02-03T13:26:38.809Z,,,,,50,,33.2
2018-02-03T13:26:48.809Z,,,,,50,,33.2
2018-02-03T13:26:58.809Z,,,,,,35.6,
2018-02-03T13:27:08.809Z,,,,,50,,33.1
2018-02-03T13:27:18.809Z,,,,,50,,33.1
2018-02-03T13:27:38.809Z,,,,,50,35.7,32.9
2018-02-03T13:27:48.809Z,,,,,50,,32.8
2018-02-03T13:28:08.810Z,,,,,50,35.8,32.8
2018-02-03T13:28:18.809Z,,0,0,5,,,
2018-02-03T13:28:28.809Z,,,,,50,,32.7
2018-02-03T13:28:38.809Z,,,,,50,35.9,32.7
2018-02-03T13:28:48.809Z,,1,0,59,50,,32.6
2018-02-03T13:28:58.809Z,,0,0,5,50,,32.6
2018-02-03T13:29:08.809Z,,,,,,36,
2018-02-03T13:29:18.809Z,,,,,50,,32.5
2018-02-03T13:29:28.809Z,,1,0,59,,,
2018-02-03T13:29:38.810Z,,,,,50,,32.4
2018-02-03T13:29:48.809Z,,,,,50,,32.4
2018-02-03T13:29:58.810Z,,,,,,36.1,
2018-02-03T13:30:08.809Z,,,,,50,,32.3
2018-02-03T13:30:18.809Z,,,,,50,,32.3
2018-02-03T13:30:28.809Z,,,,,,36.2,
2018-02-03T13:30:38.811Z,,,,,50,,32.3
2018-02-03T13:30:48.809Z,,,,,50,,32.2
2018-02-03T13:31:08.809Z,,,,,50,,32.1
2018-02-03T13:31:18.809Z,,,,,50,,32.1
2018-02-03T13:31:38.810Z,,,,,50,,32
2018-02-03T13:31:48.809Z,,,,,50,,32
2018-02-03T13:32:08.809Z,,,,,50,,32
2018-02-03T13:32:18.810Z,,,,,50,,31.9
2018-02-03T13:32:38.809Z,,,,,50,,31.9
2018-02-03T13:32:48.809Z,,,,,50,,31.8
2018-02-03T13:33:08.810Z,,,,,50,,31.8
2018-02-03T13:33:18.810Z,,,,,50,,31.6
2018-02-03T13:33:38.809Z,,,,,50,,31.6
2018-02-03T13:33:48.809Z,,,,,50,,31.6
2018-02-03T13:34:08.809Z,,,,,50,,31.5
2018-02-03T13:34:18.809Z,,,,,50,,31.5
2018-02-03T13:34:38.809Z,,,,,50,,31.4
2018-02-03T13:34:48.809Z,,,,,50,,31.4
2018-02-03T13:34:58.809Z,,,,,,36.1,
2018-02-03T13:35:08.809Z,,,,,50,,31.4
2018-02-03T13:35:18.808Z,,,,,50,,31.4
2018-02-03T13:35:38.859Z,,,,,50,,31.3
2018-02-03T13:35:48.809Z,,,,,50,,31.3
2018-02-03T13:36:08.809Z,,,,,50,,31.2
2018-02-03T13:36:18.809Z,,,,,50,,31.2
2018-02-03T13:36:28.810Z,,,,,,36,
2018-02-03T13:36:38.810Z,,,,,50,,31.2
2018-02-03T13:36:48.809Z,,,,,50,,31
2018-02-03T13:36:58.809Z,,0,0,5,,,
2018-02-03T13:37:08.810Z,,,,,50,,31
2018-02-03T13:37:18.809Z,,1,0,59,50,,31
2018-02-03T13:37:28.810Z,,,,,50,35.9,30.9
2018-02-03T13:37:38.809Z,,,,,50,,30.9
2018-02-03T13:37:48.809Z,,,,,50,,30.9
2018-02-03T13:37:58.809Z,,0,0,5,,,
2018-02-03T13:38:08.809Z,,,,,50,,30.9
2018-02-03T13:38:18.808Z,,,,,50,,30.8
2018-02-03T13:38:38.810Z,,,,,50,35.8,30.8
2018-02-03T13:38:48.810Z,,,,,50,,30.8
2018-02-03T13:38:58.809Z,,,,,50,,30.8
2018-02-03T13:39:08.808Z,,1,0,59,,,
2018-02-03T13:39:18.808Z,,,,,50,,30.7
2018-02-03T13:39:28.809Z,,,,,50,,30.7
2018-02-03T13:39:38.809Z,,0,0,5,50,,30.7
2018-02-03T13:39:48.809Z,,1,0,59,,35.7,
2018-02-03T13:39:58.809Z,,,,,50,,30.6
2018-02-03T13:40:08.809Z,,,,,50,,30.6
2018-02-03T13:40:28.809Z,,,,,50,,30.6
2018-02-03T13:40:38.809Z,,0,0,5,50,,30.4
2018-02-03T13:40:48.808Z,,1,0,59,,,
2018-02-03T13:40:58.980Z,,,,,50,35.6,30.4
2018-02-03T13:41:08.809Z,,,,,50,,30.4
2018-02-03T13:41:28.809Z,,,,,50,,30.4
2018-02-03T13:41:38.809Z,,,,,50,,30.3
2018-02-03T13:41:48.809Z,,,,,50,,30.3
2018-02-03T13:42:08.809Z,,,,,50,35.5,30.3
2018-02-03T13:42:18.809Z,,,,,50,,30.3
2018-02-03T13:42:38.809Z,,,,,50,,30.2
2018-02-03T13:42:48.809Z,,,,,50,,30.2
2018-02-03T13:42:58.810Z,,0,0,0,50,34.8,32.4
2018-02-03T13:43:08.809Z,,,,,50,34.1,32.5
2018-02-03T13:43:28.809Z,,0,0,,50,33.9,32.8
2018-02-03T13:43:38.809Z,0,0,0,0,50,33.1,32.1
2018-02-03T13:43:48.808Z,,,,,,32.9,
2018-02-03T13:43:58.809Z,,,,,50,32.8,32
2018-02-03T13:44:08.809Z,,,,,,32.9,
2018-02-03T13:44:18.809Z,,,,,50,32.8,32
2018-02-03T13:44:28.809Z,,,,,50,,31.9
2018-02-03T13:44:38.809Z,,1,0,59,50,,31.9
2018-02-03T13:44:58.809Z,,,,,50,,31.9
2018-02-03T13:45:08.809Z,,,,,50,,31.8
2018-02-03T13:45:28.808Z,,,,,50,,31.8
2018-02-03T13:45:38.809Z,,,,,50,,31.6
2018-02-03T13:45:48.809Z,,,,,50,,31.6
2018-02-03T13:46:08.809Z,,,,,50,,31.5
2018-02-03T13:46:18.809Z,,,,,50,,31.5
2018-02-03T13:46:38.963Z,,,,,50,,31.5
2018-02-03T13:46:48.809Z,,,,,50,,31.4
2018-02-03T13:47:08.809Z,,,,,50,32.7,31.4
2018-02-03T13:47:18.809Z,,,,,50,,31.3
2018-02-03T13:47:28.809Z,,,,,,32.7,
2018-02-03T13:47:38.809Z,,,,,50,32.8,31.3
2018-02-03T13:47:48.809Z,,,,,50,,31.3
2018-02-03T13:48:08.808Z,,,,,50,,31.2
2018-02-03T13:48:18.809Z,,,,,50,,31.2
2018-02-03T13:48:38.809Z,,,,,50,,31
2018-02-03T13:48:48.809Z,,0,0,5,50,,31
2018-02-03T13:48:58.809Z,,1,0,59,,,
2018-02-03T13:49:08.809Z,,,,,50,,31
2018-02-03T13:49:18.813Z,,,,,50,,30.9
2018-02-03T13:49:28.809Z,,,,,50,,30.9
2018-02-03T13:49:38.809Z,,0,0,5,50,,30.9
2018-02-03T13:49:48.809Z,,1,0,,,,
2018-02-03T13:49:58.809Z,,,,,50,,30.8
2018-02-03T13:50:08.808Z,,,,,50,,30.8
2018-02-03T13:50:28.809Z,,,,,50,,30.7
2018-02-03T13:50:38.809Z,,,,,50,,30.7
2018-02-03T13:50:48.809Z,,,,,50,,30.7
2018-02-03T13:51:08.864Z,,,,,50,,30.6
2018-02-03T13:51:18.809Z,,,,,50,,30.6
2018-02-03T13:51:38.838Z,,,,,50,,30.6
2018-02-03T13:51:48.809Z,,,,,50,,30.6
2018-02-03T13:52:08.809Z,,,,,50,,30.4
2018-02-03T13:52:18.817Z,,,,,50,,30.4
2018-02-03T13:52:28.809Z,,,,,,32.7,
2018-02-03T13:52:38.810Z,,,,,50,,30.3
2018-02-03T13:52:48.809Z,,,,,50,,30.3
2018-02-03T13:53:08.808Z,,,,,50,,30.3
2018-02-03T13:53:18.809Z,,,,,50,,30.3
2018-02-03T13:53:38.824Z,,,,,50,,30.2
2018-02-03T13:53:48.809Z,,,,,50,,30.2
2018-02-03T13:54:08.809Z,,,,,50,,30.1
2018-02-03T13:54:18.809Z,,,,,50,,30.1
2018-02-03T13:54:38.809Z,,,,,50,,30.1
2018-02-03T13:54:48.809Z,,,,,50,,30.1
2018-02-03T13:55:08.810Z,,,,,50,32.6,30
2018-02-03T13:55:18.808Z,,,,,50,,30
2018-02-03T13:55:38.809Z,,,,,50,,30
2018-02-03T13:55:48.809Z,44,1,0,,50,33.4,29.8
2018-02-03T13:55:58.809Z,37,,,,50,37.8,29.8
2018-02-03T13:56:08.808Z,29,,,,50,36.7,29.8
2018-02-03T13:56:18.808Z,,,,,50,35.4,29.8
2018-02-03T13:56:28.809Z,,,,,,32.7,
2018-02-03T13:56:38.809Z,,,,,50,31.7,29.7
2018-02-03T13:56:48.809Z,30,,,,,31.5,
2018-02-03T13:56:58.809Z,29,,,,50,31.9,29.7
2018-02-03T13:57:08.809Z,,,,,,32.4,
2018-02-03T13:57:18.809Z,,,,,50,32.8,29.7
2018-02-03T13:57:28.809Z,,,,,,33.1,
2018-02-03T13:57:38.829Z,,,,,50,33.2,29.6
2018-02-03T13:57:48.808Z,,,,,50,,29.6
2018-02-03T13:57:58.809Z,30,,,,,33.5,
2018-02-03T13:58:08.809Z,29,,,,50,33.7,29.6
2018-02-03T13:58:18.809Z,,,,,50,34,29.6
2018-02-03T13:58:28.809Z,,,,,,34.2,
2018-02-03T13:58:38.809Z,30,,,,50,34.4,29.5
2018-02-03T13:58:48.809Z,,,,,50,,29.5
2018-02-03T13:58:58.808Z,29,,,,,34.8,
2018-02-03T13:59:08.808Z,,,,,50,35.1,29.5
2018-02-03T13:59:18.809Z,29,,,,,35.2,
2018-02-03T13:59:28.810Z,30,,,,50,35.4,29.5
2018-02-03T13:59:38.809Z,29,,,,50,35.5,29.5
2018-02-03T13:59:48.809Z,,,,,50,,29.3
2018-02-03T13:59:58.809Z,,,,,50,35.9,29.3
2018-02-03T14:00:08.809Z,29,,,,,36.1,
2018-02-03T14:00:18.819Z,,,,,50,36.2,29.3
2018-02-03T14:00:28.810Z,,,,,50,,29.3
2018-02-03T14:00:38.810Z,,,,,50,36.5,29.3
2018-02-03T14:00:48.808Z,,,,,,36.7,
2018-02-03T14:00:58.809Z,,,,,50,36.9,29.3
2018-02-03T14:01:08.809Z,,,,,,37.1,
2018-02-03T14:01:18.809Z,,,,,50,37.3,29.3
2018-02-03T14:01:28.811Z,,,,,50,,29.3
2018-02-03T14:01:38.809Z,,,,,50,37.6,29.3
2018-02-03T14:01:48.809Z,,,,,,37.8,
2018-02-03T14:01:58.809Z,,,,,50,38,29.2
2018-02-03T14:02:08.808Z,,,,,50,38.2,29.2
2018-02-03T14:02:18.808Z,,,,,50,,29.2
2018-02-03T14:02:28.809Z,30,,,,,38.5,
2018-02-03T14:02:38.809Z,29,,,,50,38.6,29.2
2018-02-03T14:02:48.809Z,,,,,50,,29.2
2018-02-03T14:02:58.808Z,30,,,,50,39.1,29.2
2018-02-03T14:03:08.810Z,29,,,,,39.2,
2018-02-03T14:03:18.809Z,,,,,50,39.4,29.2
2018-02-03T14:03:28.809Z,,,,,50,,29.2
2018-02-03T14:03:38.809Z,29,,,,50,39.7,29.2
2018-02-03T14:03:48.809Z,30,,,,50,39.9,29.2
2018-02-03T14:03:58.809Z,29,,,,,40,
2018-02-03T14:04:08.810Z,,,,,50,40.2,29.2
2018-02-03T14:04:18.809Z,,,,,50,,29.2
2018-02-03T14:04:28.809Z,,,,,,40.5,
2018-02-03T14:04:38.808Z,,,,,50,40.6,29.2
2018-02-03T14:04:48.809Z,,,,,50,,29.2
2018-02-03T14:04:58.809Z,,,,,50,41,29.2
2018-02-03T14:05:08.809Z,30,,,,,41.1,
2018-02-03T14:05:18.809Z,29,,,,50,41.3,29.2
2018-02-03T14:05:28.809Z,0,1,0,,50,39.9,29.2
2018-02-03T14:05:38.809Z,,,,,50,37.8,29.2
2018-02-03T14:05:48.823Z,,,,,50,36.8,29.2
2018-02-03T14:05:58.808Z,,,,,,36.4,
2018-02-03T14:06:08.808Z,,,,,50,,29.2
2018-02-03T14:06:18.809Z,,,,,50,,29.2
2018-02-03T14:06:28.809Z,,,,,,36.4,
2018-02-03T14:06:38.809Z,,,,,50,,29.2
2018-02-03T14:06:48.869Z,,,,,50,,29.2
2018-02-03T14:06:58.849Z,,,,,,36.2,
2018-02-03T14:07:08.810Z,,,,,50,36.1,29.3
2018-02-03T14:07:18.834Z,,,,,50,35.9,29.2
2018-02-03T14:07:28.809Z,,,,,50,36,29.3
2018-02-03T14:07:38.820Z,,,,,50,35.9,29.3
2018-02-03T14:07:58.809Z,,,,,50,,29.3
2018-02-03T14:08:08.809Z,,,,,50,,29.2
2018-02-03T14:08:18.808Z,,,,,50,35.8,29.3
2018-02-03T14:08:38.809Z,,,,,50,,29.3
2018-02-03T14:08:48.809Z,,,,,50,,29.3
2018-02-03T14:09:08.808Z,,,,,50,35.7,29.3
2018-02-03T14:09:18.808Z,,,,,50,,29.3
2018-02-03T14:09:38.809Z,,,,,50,,29.3
2018-02-03T14:09:48.830Z,,,,,50,,29.3
2018-02-03T14:10:08.809Z,,,,,50,,29.3
2018-02-03T14:10:18.808Z,,,,,50,,29.3
2018-02-03T14:10:38.808Z,,,,,50,,29.3
2018-02-03T14:10:48.809Z,,,,,50,,29.3
2018-02-03T14:10:58.808Z,,,,,,35.8,
2018-02-03T14:11:08.809Z,,,,,50,,29.3
2018-02-03T14:11:18.808Z,,,,,50,,29.3
2018-02-03T14:11:38.809Z,,,,,50,35.9,29.3
2018-02-03T14:11:48.809Z,,,,,50,,29.3
2018-02-03T14:12:08.808Z,,,,,50,,29.3
2018-02-03T14:12:18.808Z,,,,,50,36,29.3
2018-02-03T14:12:38.808Z,,,,,50,,29.3
2018-02-03T14:12:48.808Z,,,,,50,,29.3
2018-02-03T14:12:58.809Z,,,,,,36.1,
2018-02-03T14:13:08.808Z,,,,,50,,29.3
2018-02-03T14:13:18.808Z,,,,,50,,29.3
2018-02-03T14:13:38.808Z,,,,,50,,29.3
2018-02-03T14:13:48.808Z,,,,,50,,29.3
2018-02-03T14:13:58.809Z,,,,,,36.2,
2018-02-03T14:14:08.809Z,,,,,50,,29.3
2018-02-03T14:14:18.808Z,,,,,50,,29.3
2018-02-03T14:14:39.938Z,,,,,50,,29.3
2018-02-03T14:14:48.808Z,,,,,50,,29.3
2018-02-03T14:15:08.808Z,,,,,50,,29.3
2018-02-03T14:15:18.808Z,,,,,50,,29.3
2018-02-03T14:15:38.809Z,,,,,50,,29.3
2018-02-03T14:15:48.808Z,,,,,50,,29.3
2018-02-03T14:16:08.808Z,,,,,50,,29.3
2018-02-03T14:16:18.808Z,,,,,50,,29.3
2018-02-03T14:16:38.809Z,,,,,50,,29.3
2018-02-03T14:16:48.808Z,,,,,50,,29.3
2018-02-03T14:16:58.810Z,,,,,,36.1,
2018-02-03T14:17:08.808Z,,,,,50,,29.3
2018-02-03T14:17:18.808Z,,,,,50,,29.3
2018-02-03T14:17:38.808Z,,,,,50,,29.3
2018-02-03T14:17:48.808Z,,,,,50,,29.3
2018-02-03T14:18:08.808Z,,,,,50,,29.3
2018-02-03T14:18:18.808Z,,,,,50,,29.3
2018-02-03T14:18:38.809Z,,,,,50,36,29.3
2018-02-03T14:18:48.808Z,,,,,50,,29.3
2018-02-03T14:19:08.808Z,,,,,50,,29.3
2018-02-03T14:19:18.808Z,,,,,50,,29.3
2018-02-03T14:19:38.808Z,,,,,50,,29.3
2018-02-03T14:19:48.809Z,,,,,50,,29.3
2018-02-03T14:19:58.808Z,,,,,50,36,29.3
2018-02-03T14:20:08.808Z,,,,,,35.9,
2018-02-03T14:20:18.808Z,,,,,50,,29.3
2018-02-03T14:20:28.809Z,,,,,50,,29.2
2018-02-03T14:20:38.810Z,,,,,50,,29.2
2018-02-03T14:20:58.808Z,,,,,50,,29.2
2018-02-03T14:21:08.808Z,43,1,0,,50,37.6,29.2
2018-02-03T14:21:18.808Z,35,,,,50,41.3,29.2
2018-02-03T14:21:28.810Z,30,,,,50,40.6,29.2
2018-02-03T14:21:38.809Z,,,,,50,39.3,29.2
2018-02-03T14:21:48.808Z,29,,,,50,37.1,29.2
2018-02-03T14:21:58.808Z,30,,,,50,36.5,29.2
2018-02-03T14:22:08.808Z,0,1,0,,50,34.8,29.2
2018-02-03T14:22:18.809Z,,0,0,0,50,33.3,34
2018-02-03T14:22:28.872Z,,,,,50,34.1,32.2
2018-02-03T14:22:38.808Z,,,,,50,33.7,32.1
2018-02-03T14:22:48.808Z,,,,,50,,32.1
2018-02-03T14:23:08.833Z,,,,,50,,32
2018-02-03T14:23:18.822Z,,1,0,,50,,32
2018-02-03T14:23:28.811Z,,,,59,,33.6,
2018-02-03T14:23:38.808Z,,,,,50,,32
2018-02-03T14:23:48.808Z,,,,,50,,31.9
2018-02-03T14:24:08.808Z,,,,,50,,31.9
2018-02-03T14:24:18.808Z,,,,,50,,31.9
2018-02-03T14:24:38.808Z,,,,,50,,31.8
2018-02-03T14:24:48.808Z,,,,,50,,31.8
2018-02-03T14:24:58.808Z,,,,,,33.5,
2018-02-03T14:25:08.808Z,,,,,50,,31.8
2018-02-03T14:25:18.808Z,,,,,50,,31.6
2018-02-03T14:25:28.808Z,,,,,50,,31.6
2018-02-03T14:25:38.809Z,43,1,0,,50,34,31.6
2018-02-03T14:25:48.808Z,34,,,,50,38.3,31.6
2018-02-03T14:25:58.808Z,29,,,,50,38.8,31.5
2018-02-03T14:26:08.808Z,29,,,,50,38,31.5
2018-02-03T14:26:18.808Z,30,,,,,36.6,
2018-02-03T14:26:28.808Z,29,,,,50,36.4,31.5
2018-02-03T14:26:38.809Z,,,,,50,,31.5
2018-02-03T14:26:48.808Z,,,,,50,,31.4
2018-02-03T14:26:58.808Z,29,,,,,37.1,
2018-02-03T14:27:08.808Z,,,,,50,37.5,31.4
2018-02-03T14:27:18.808Z,,,,,50,,31.4
2018-02-03T14:27:28.809Z,,,,,50,38,31.3
2018-02-03T14:27:38.808Z,0,1,0,,50,36.5,31.4
2018-02-03T14:27:48.808Z,,,,,50,34.5,31.3
2018-02-03T14:27:58.808Z,,,,,50,33.6,31.3
2018-02-03T14:28:08.808Z,,,,,,33.3,
2018-02-03T14:28:18.808Z,,,,,50,33.2,31.3
2018-02-03T14:28:28.808Z,,,,,50,,31.2
2018-02-03T14:28:38.809Z,,,,,50,33.1,31.2
2018-02-03T14:28:58.809Z,,,,,50,32.9,31.2
2018-02-03T14:29:18.808Z,,,,,50,32.8,31.2
2018-02-03T14:29:28.808Z,,,,,50,,31.2
2018-02-03T14:29:38.809Z,,,,,50,32.7,31
2018-02-03T14:29:48.809Z,,,,,,32.6,
2018-02-03T14:29:58.808Z,,,,,50,32.7,31
2018-02-03T14:30:08.808Z,,,,,50,,31
2018-02-03T14:30:18.808Z,,,,,,32.6,
2018-02-03T14:30:28.808Z,,0,0,,50,,30.9
2018-02-03T14:30:38.808Z,,,,5,50,32.5,30.9
2018-02-03T14:30:48.808Z,,,,,,32.6,
2018-02-03T14:30:58.808Z,,,,,50,32.5,30.9
2018-02-03T14:31:08.808Z,,,,,50,,30.9
2018-02-03T14:31:18.808Z,,,,,50,,30.9
2018-02-03T14:31:28.808Z,,1,0,59,50,,30.8
2018-02-03T14:31:38.808Z,,0,0,5,50,,30.8
2018-02-03T14:31:58.808Z,,,,,50,,30.8
2018-02-03T14:32:08.808Z,,,,,50,,30.8
2018-02-03T14:32:28.808Z,,,,,50,,30.7
2018-02-03T14:32:38.808Z,,,,,50,,30.7
2018-02-03T14:32:48.808Z,,,,,50,,30.7
2018-02-03T14:33:08.808Z,,,,,50,,30.7
2018-02-03T14:33:18.808Z,,,,,50,,30.7
2018-02-03T14:33:38.808Z,,,,,50,32.6,30.6
2018-02-03T14:33:48.808Z,,,,,50,,30.6
2018-02-03T14:34:08.808Z,,,,,50,,30.6
2018-02-03T14:34:18.808Z,,,,,50,,30.6
2018-02-03T14:34:38.808Z,,,,,50,,30.4
2018-02-03T14:34:48.808Z,,,,,50,,30.4
2018-02-03T14:34:58.808Z,,,,,,32.7,
2018-02-03T14:35:08.808Z,,,,,50,,30.4
2018-02-03T14:35:18.808Z,,,,,50,,30.4
2018-02-03T14:35:38.808Z,,,,,50,,30.3
2018-02-03T14:35:48.808Z,,,,,50,,30.3
2018-02-03T14:35:58.808Z,,,,,,32.8,
2018-02-03T14:36:08.808Z,,,,,50,,30.3
2018-02-03T14:36:18.808Z,,,,,50,,30.3
2018-02-03T14:36:38.808Z,,,,,50,,30.3
2018-02-03T14:36:48.808Z,,,,,50,,30.2
2018-02-03T14:37:08.808Z,,,,,50,,30.2
2018-02-03T14:37:18.809Z,,,,,50,,30.2
2018-02-03T14:37:38.812Z,,,,,50,32.9,30.2
2018-02-03T14:37:48.808Z,,,,,50,,30.2
2018-02-03T14:38:08.808Z,,,,,50,,30.1
2018-02-03T14:38:18.864Z,,,,,50,,30.1
2018-02-03T14:38:38.846Z,,,,,50,,30.1
2018-02-03T14:38:48.810Z,,,,,50,,30.1
2018-02-03T14:39:08.808Z,,,,,50,,30
2018-02-03T14:39:18.809Z,,,,,50,,30
2018-02-03T14:39:38.811Z,,,,,50,,30
2018-02-03T14:39:48.808Z,,,,,50,,30
2018-02-03T14:39:58.808Z,,,,,,32.8,
2018-02-03T14:40:08.808Z,,,,,50,32.9,30
