Time,HwTSet,PrimTSet,ChActive,ActPow,PrimT,HwTOutlet,HwActive
2017-11-22T04:53:21.274Z,52,,,,,24.9,
2017-11-22T04:53:41.353Z,52,,,,,24.9,
2017-11-22T04:54:01.273Z,52,,,,,24.9,
2017-11-22T04:54:11.273Z,52,,,,,24.9,
2017-11-22T04:54:21.274Z,52,,,,,24.9,
2017-11-22T04:54:41.352Z,52,,,,,24.9,
2017-11-22T04:54:51.273Z,52,,,,,24.9,
2017-11-22T04:55:01.273Z,52,,,,,24.8,
2017-11-22T04:55:11.273Z,52,,,,,24.9,
2017-11-22T04:55:21.273Z,52,,,,35.1,24.8,
2017-11-22T04:55:41.368Z,52,,,,,24.8,
2017-11-22T04:55:51.273Z,52,,,,,24.8,
2017-11-22T04:56:01.273Z,52,,,,,24.8,
2017-11-22T04:56:11.273Z,52,,,,,24.8,
2017-11-22T04:56:21.273Z,52,,,,,24.8,
2017-11-22T04:56:41.353Z,52,,,,,24.8,
2017-11-22T04:56:51.273Z,52,,,,,24.8,
2017-11-22T04:57:01.275Z,52,,,,,24.8,
2017-11-22T04:57:11.272Z,52,,,,,24.8,
2017-11-22T04:57:21.273Z,52,,,,35.1,24.8,
2017-11-22T04:57:31.279Z,,,,,34.9,,
2017-11-22T04:57:41.353Z,52,,,,35.1,24.8,
2017-11-22T04:57:51.272Z,,,,,34.9,,
2017-11-22T04:58:01.273Z,52,,,,,24.8,
2017-11-22T04:58:11.273Z,52,,,,,24.8,
2017-11-22T04:58:21.272Z,52,,,,,24.8,
2017-11-22T04:58:41.352Z,52,,,,,24.8,
2017-11-22T04:58:51.273Z,52,,,,,24.8,
2017-11-22T04:59:01.274Z,52,,,,,24.8,
2017-11-22T04:59:11.274Z,52,,,,,24.8,
2017-11-22T04:59:21.273Z,52,,,,,24.8,
2017-11-22T04:59:41.364Z,52,,,,,24.8,
2017-11-22T05:00:01.273Z,52,,,,,24.8,
2017-11-22T05:00:11.273Z,52,,,,,24.8,
2017-11-22T05:00:21.272Z,52,,,,34.8,24.8,
2017-11-22T05:00:41.352Z,52,,,,,24.8,
2017-11-22T05:00:51.273Z,52,,,,,24.8,
2017-11-22T05:01:01.273Z,52,,,,,24.8,
2017-11-22T05:01:11.273Z,52,,,,,24.8,
2017-11-22T05:01:21.272Z,52,,,,,24.8,
2017-11-22T05:01:41.353Z,52,,,,,24.8,
2017-11-22T05:01:51.272Z,52,,,,,24.8,
2017-11-22T05:02:01.272Z,52,,,,,24.8,
2017-11-22T05:02:11.273Z,52,,,,,24.8,
2017-11-22T05:02:21.275Z,52,,,,,24.8,
2017-11-22T05:02:41.353Z,52,,,,34.7,24.7,
2017-11-22T05:03:01.273Z,52,,,,,24.8,
2017-11-22T05:03:11.272Z,52,,,,,24.7,
2017-11-22T05:03:21.273Z,52,,,,,24.7,
2017-11-22T05:03:41.404Z,52,,,,,24.7,
2017-11-22T05:04:01.273Z,52,,,,,24.7,
2017-11-22T05:04:11.272Z,52,,,,,24.7,
2017-11-22T05:04:21.273Z,52,,,,,24.7,
2017-11-22T05:04:41.353Z,52,,,,,24.7,
2017-11-22T05:04:51.325Z,52,,,,,24.7,
2017-11-22T05:05:01.276Z,52,,,,,24.7,
2017-11-22T05:05:11.273Z,52,,,,,24.7,
2017-11-22T05:05:21.301Z,52,,,,34.6,24.7,
2017-11-22T05:05:41.373Z,52,,,,34.7,24.7,
2017-11-22T05:05:51.275Z,,,,,34.6,,
2017-11-22T05:06:01.274Z,52,,,,,24.7,
2017-11-22T05:06:11.273Z,52,,,,,24.7,
2017-11-22T05:06:21.285Z,52,,,,,24.7,
2017-11-22T05:06:41.353Z,52,,,,,24.7,
2017-11-22T05:07:01.273Z,52,,,,,24.7,
2017-11-22T05:07:11.272Z,52,,,,,24.7,
2017-11-22T05:07:21.281Z,52,,,,,24.7,
2017-11-22T05:07:41.353Z,52,,,,,24.7,
2017-11-22T05:07:51.272Z,52,,,,,24.7,
2017-11-22T05:08:01.278Z,52,,,,34.5,24.7,
2017-11-22T05:08:11.272Z,52,,,,,24.7,
2017-11-22T05:08:21.272Z,52,,,,,24.7,
2017-11-22T05:08:41.804Z,52,,,,,24.7,
2017-11-22T05:08:51.273Z,52,,,,,24.7,
2017-11-22T05:09:01.272Z,52,,,,,24.5,
2017-11-22T05:09:11.277Z,52,,,,,24.7,
2017-11-22T05:09:21.273Z,52,,,,,24.7,
2017-11-22T05:09:41.353Z,52,,,,,24.7,
2017-11-22T05:10:01.274Z,52,,,,,24.5,
2017-11-22T05:10:11.273Z,52,,,,,24.5,
2017-11-22T05:10:21.273Z,52,,,,,24.5,
2017-11-22T05:10:41.352Z,52,,,,34.4,24.5,
2017-11-22T05:10:51.272Z,52,,,,,24.5,
2017-11-22T05:11:01.272Z,52,,,,,24.5,
2017-11-22T05:11:11.272Z,52,,,,,24.5,
2017-11-22T05:11:21.273Z,52,,,,,24.5,
2017-11-22T05:11:41.358Z,52,,,,,24.5,
2017-11-22T05:12:01.272Z,52,,,,,24.5,
2017-11-22T05:12:11.272Z,52,,,,,24.5,
2017-11-22T05:12:21.272Z,52,,,,,24.5,
2017-11-22T05:12:41.355Z,52,,,,,24.5,
2017-11-22T05:13:01.273Z,52,,,,34.3,24.5,
2017-11-22T05:13:11.272Z,52,,,,,24.5,
2017-11-22T05:13:21.272Z,52,,,,,24.5,
2017-11-22T05:13:41.352Z,52,,,,,24.5,
2017-11-22T05:14:01.272Z,52,,,,,24.5,
2017-11-22T05:14:11.272Z,52,,,,,24.5,
2017-11-22T05:14:21.272Z,52,,,,,24.5,
2017-11-22T05:14:41.352Z,52,,,,,24.5,
2017-11-22T05:14:51.272Z,52,,,,,24.5,
2017-11-22T05:15:01.272Z,52,,,,,24.5,
2017-11-22T05:15:11.272Z,52,,,,,24.5,
2017-11-22T05:15:21.272Z,52,,,,,24.5,
2017-11-22T05:15:41.352Z,52,,,,,24.5,
2017-11-22T05:16:01.272Z,52,,,,34.2,24.5,
2017-11-22T05:16:11.279Z,52,,,,,24.5,
2017-11-22T05:16:21.273Z,52,,,,,24.5,
2017-11-22T05:16:41.352Z,52,,,,,24.5,
2017-11-22T05:16:51.272Z,52,,,,,24.5,
2017-11-22T05:17:01.272Z,52,,,,,24.5,
2017-11-22T05:17:11.274Z,52,,,,,24.5,
2017-11-22T05:17:21.272Z,52,,,,,24.5,
2017-11-22T05:17:41.352Z,52,,,,,24.5,
2017-11-22T05:17:51.272Z,52,,,,,24.5,
2017-11-22T05:18:01.273Z,52,,,,,24.5,
2017-11-22T05:18:11.272Z,52,,,,,24.5,
2017-11-22T05:18:21.276Z,52,,,,34.1,24.4,
2017-11-22T05:18:41.352Z,52,,,,,24.5,
2017-11-22T05:18:51.272Z,52,,,,,24.4,
2017-11-22T05:19:01.272Z,52,,,,,24.5,
2017-11-22T05:19:11.272Z,52,,,,,24.4,
2017-11-22T05:19:21.272Z,52,,,,,24.4,
2017-11-22T05:19:41.355Z,52,,,,,24.4,
2017-11-22T05:20:01.272Z,52,,,,,24.4,
2017-11-22T05:20:11.272Z,52,,,,,24.4,
2017-11-22T05:20:21.272Z,52,,,,,24.4,
2017-11-22T05:20:41.417Z,52,,,,,24.4,
2017-11-22T05:21:01.276Z,52,,,,34,24.4,
2017-11-22T05:21:11.287Z,52,,,,,24.4,
2017-11-22T05:21:21.279Z,52,,,,,24.4,
2017-11-22T05:21:41.354Z,52,,,,,24.4,
2017-11-22T05:22:01.275Z,52,,,,,24.4,
2017-11-22T05:22:11.272Z,52,,,,,24.4,
2017-11-22T05:22:21.272Z,52,,,,,24.4,
2017-11-22T05:22:41.362Z,52,,,,,24.4,
2017-11-22T05:22:51.277Z,52,,,,,24.4,
2017-11-22T05:23:01.272Z,52,,,,,24.4,
2017-11-22T05:23:11.273Z,52,,,,,24.4,
2017-11-22T05:23:21.272Z,52,,,,,24.4,
2017-11-22T05:23:31.277Z,,,,,34,,
2017-11-22T05:23:41.356Z,52,,,,34,24.4,
2017-11-22T05:23:51.273Z,,,,,34,,
2017-11-22T05:24:01.272Z,52,,,,33.9,24.4,
2017-11-22T05:24:11.272Z,52,,,,,24.4,
2017-11-22T05:24:21.277Z,52,,,,,24.4,
2017-11-22T05:24:41.352Z,52,,,,,24.4,
2017-11-22T05:25:01.273Z,52,,,,,24.4,
2017-11-22T05:25:11.271Z,52,,,,,24.4,
2017-11-22T05:25:21.272Z,52,,,,,24.4,
2017-11-22T05:25:41.352Z,52,,,,,24.4,
2017-11-22T05:25:51.272Z,52,,,,,24.4,
2017-11-22T05:26:01.279Z,52,,,,,24.4,
2017-11-22T05:26:11.523Z,52,,,,,24.4,
2017-11-22T05:26:21.546Z,52,,,,,24.4,
2017-11-22T05:26:41.352Z,52,,,,33.8,24.4,
2017-11-22T05:26:51.272Z,52,,,,,24.4,
2017-11-22T05:27:01.272Z,52,,,,,24.4,
2017-11-22T05:27:11.272Z,52,,,,,24.4,
2017-11-22T05:27:21.305Z,52,,,,,24.4,
2017-11-22T05:27:41.352Z,52,,,,,24.4,
2017-11-22T05:28:01.272Z,52,,,,,24.4,
2017-11-22T05:28:11.286Z,52,,,,,24.4,
2017-11-22T05:28:21.272Z,52,,,,,24.4,
2017-11-22T05:28:41.834Z,52,,,,,24.4,
2017-11-22T05:29:01.518Z,52,,,,,24.4,
2017-11-22T05:29:11.542Z,52,,,,,24.4,
2017-11-22T05:29:21.512Z,52,,,,,24.4,
2017-11-22T05:29:41.847Z,52,,,,33.7,24.4,
2017-11-22T05:30:01.271Z,52,,,,,24.4,
2017-11-22T05:30:11.272Z,52,,,,,24.4,
2017-11-22T05:30:21.276Z,52,,,,,24.4,
2017-11-22T05:30:41.352Z,52,,,,,24.4,
2017-11-22T05:30:51.277Z,52,,,,,24.3,
2017-11-22T05:31:01.273Z,52,,,,,24.3,
2017-11-22T05:31:11.272Z,52,,,,,24.3,
2017-11-22T05:31:21.272Z,52,,,,,24.3,
2017-11-22T05:31:41.352Z,52,,,,,24.3,
2017-11-22T05:32:01.276Z,52,,,,,24.3,
2017-11-22T05:32:11.273Z,52,,,,,24.3,
2017-11-22T05:32:21.307Z,52,,,,,24.3,
2017-11-22T05:32:41.352Z,52,,,,33.6,24.3,
2017-11-22T05:32:51.272Z,52,,,,,24.3,
2017-11-22T05:33:01.272Z,52,,,,,24.3,
2017-11-22T05:33:11.303Z,52,,,,,24.3,
2017-11-22T05:33:21.272Z,52,,,,,24.3,
2017-11-22T05:33:41.352Z,52,,,,,24.3,
2017-11-22T05:33:51.272Z,52,,,,,24.3,
2017-11-22T05:34:01.272Z,52,,,,,24.3,
2017-11-22T05:34:11.272Z,52,,,,,24.3,
2017-11-22T05:34:21.272Z,52,,,,,24.3,
2017-11-22T05:34:41.352Z,52,,,,,24.3,
2017-11-22T05:35:01.274Z,52,,,,,24.3,
2017-11-22T05:35:11.272Z,52,,,,,24.3,
2017-11-22T05:35:21.271Z,52,,,,,24.3,
2017-11-22T05:35:41.351Z,52,,,,33.5,24.3,
2017-11-22T05:36:01.272Z,52,,,,,24.3,
2017-11-22T05:36:11.330Z,52,,,,,24.3,
2017-11-22T05:36:21.317Z,52,,,,,24.3,
2017-11-22T05:36:41.352Z,52,,,,,24.3,
2017-11-22T05:36:51.289Z,52,,,,,24.3,
2017-11-22T05:37:01.272Z,52,,,,,24.3,
2017-11-22T05:37:11.272Z,52,,,,,24.3,
2017-11-22T05:37:21.272Z,52,,,,,24.3,
2017-11-22T05:37:41.352Z,52,,,,,24.3,
2017-11-22T05:38:01.274Z,52,,,,,24.3,
2017-11-22T05:38:11.276Z,52,,,,,24.3,
2017-11-22T05:38:21.272Z,52,,,,33.4,24.3,
2017-11-22T05:38:41.351Z,52,,,,,24.3,
2017-11-22T05:38:51.271Z,52,,,,,24.3,
2017-11-22T05:39:01.277Z,52,,,,,24.3,
2017-11-22T05:39:11.272Z,52,,,,,24.3,
2017-11-22T05:39:21.275Z,52,,,,,24.3,
2017-11-22T05:39:41.352Z,52,,,,,24.3,
2017-11-22T05:39:51.273Z,52,,,,,24.3,
2017-11-22T05:40:01.272Z,52,,,,,24.3,
2017-11-22T05:40:11.273Z,52,,,,,24.3,
2017-11-22T05:40:21.272Z,52,,,,,24.3,
2017-11-22T05:40:41.365Z,52,,,,,24.3,
2017-11-22T05:40:51.281Z,52,,,,,24.3,
2017-11-22T05:41:01.280Z,52,,,,33.3,24.3,
2017-11-22T05:41:11.271Z,52,,,,,24.3,
2017-11-22T05:41:21.274Z,52,,,,,24.3,
2017-11-22T05:41:41.357Z,52,,,,,24.3,
2017-11-22T05:42:01.272Z,52,,,,,24.3,
2017-11-22T05:42:11.272Z,52,,,,,24.3,
2017-11-22T05:42:21.285Z,52,,,,,24.2,
2017-11-22T05:42:41.351Z,52,,,,,24.3,
2017-11-22T05:43:01.271Z,52,,,,,24.3,
2017-11-22T05:43:11.297Z,52,,,,,24.2,
2017-11-22T05:43:21.278Z,52,,,,,24.3,
2017-11-22T05:43:41.352Z,52,5,0,0,33.3,24.2,0
2017-11-22T05:43:51.271Z,,,,,33.2,,
2017-11-22T05:44:01.286Z,52,,,,33.3,24.2,
2017-11-22T05:44:11.294Z,52,,,,,24.2,
2017-11-22T05:44:21.285Z,52,,,,33.2,24.2,
2017-11-22T05:44:41.351Z,52,,,,,24.2,
2017-11-22T05:45:01.271Z,52,,,,,24.2,
2017-11-22T05:45:11.272Z,52,,,,,24.2,
2017-11-22T05:45:21.271Z,52,,,,,24.2,
2017-11-22T05:45:41.362Z,52,,,,,24.2,
2017-11-22T05:46:01.273Z,52,,,,,24.2,
2017-11-22T05:46:11.276Z,52,,,,,24.2,
2017-11-22T05:46:21.271Z,52,,,,,24.2,
2017-11-22T05:46:41.352Z,52,,,,,24.2,
2017-11-22T05:47:01.271Z,52,,,,,24.2,
2017-11-22T05:47:11.271Z,52,,,,,24.2,
2017-11-22T05:47:21.276Z,52,,,,33.1,24.2,
2017-11-22T05:47:41.351Z,52,,,,,24.2,
2017-11-22T05:47:51.271Z,52,,,,,24.2,
2017-11-22T05:48:01.271Z,52,,,,,24.2,
2017-11-22T05:48:11.277Z,52,,,,,24.2,
2017-11-22T05:48:21.272Z,52,,,,,24.2,
2017-11-22T05:48:41.351Z,52,,,,,24.2,
2017-11-22T05:48:51.273Z,52,,,,,24.2,
2017-11-22T05:49:01.271Z,52,,,,,24.2,
2017-11-22T05:49:11.271Z,52,,,,,24.2,
2017-11-22T05:49:31.276Z,52,,,,,24.2,
2017-11-22T05:49:51.281Z,52,,,,,24.2,
2017-11-22T05:50:01.271Z,,,,,32.9,,
2017-11-22T05:50:11.271Z,,,,,33.1,,
2017-11-22T05:50:21.272Z,,,,,32.9,,
2017-11-22T05:50:31.272Z,52,,,,,24.2,
2017-11-22T05:50:41.413Z,52,,,,,24.2,
2017-11-22T05:50:51.275Z,52,,,,,24.2,
2017-11-22T05:51:01.271Z,52,,,,,24.2,
2017-11-22T05:51:21.271Z,52,,,,,24.2,
2017-11-22T05:51:41.351Z,52,,,,,24.2,
2017-11-22T05:51:51.329Z,52,,,,,24.2,
2017-11-22T05:52:01.273Z,52,,,,,24.2,
2017-11-22T05:52:11.271Z,52,,,,,24.2,
2017-11-22T05:52:21.271Z,52,,,,,24.2,
2017-11-22T05:52:41.372Z,52,,,,,24.2,
2017-11-22T05:53:01.272Z,52,,,,,24.2,
2017-11-22T05:53:11.272Z,52,,,,,24.2,
2017-11-22T05:53:21.271Z,52,,,,,24.2,
2017-11-22T05:53:41.351Z,52,,,,32.9,24.2,
2017-11-22T05:53:51.274Z,52,,,,32.8,24.2,
2017-11-22T05:54:01.271Z,52,,,,,24.2,
2017-11-22T05:54:11.279Z,52,,,,,24.2,
2017-11-22T05:54:21.271Z,52,,,,,24.2,
2017-11-22T05:54:41.363Z,52,,,,,24.2,
2017-11-22T05:54:51.271Z,52,,,,,24.2,
2017-11-22T05:55:01.271Z,52,,,,,24.2,
2017-11-22T05:55:11.271Z,52,,,,,24.2,
2017-11-22T05:55:21.271Z,52,,,,,24.2,
2017-11-22T05:55:41.357Z,52,,,,,24,
2017-11-22T05:55:51.280Z,52,,,,,24.2,
2017-11-22T05:56:01.271Z,52,,,,,24,
2017-11-22T05:56:11.271Z,52,,,,,24.2,
2017-11-22T05:56:21.274Z,52,,,,,24,
2017-11-22T05:56:41.355Z,52,,,,32.7,24,
2017-11-22T05:56:51.286Z,52,,,,,24,
2017-11-22T05:57:01.284Z,52,,,,,24,
2017-11-22T05:57:11.271Z,52,,,,,24,
2017-11-22T05:57:21.276Z,52,,,,,24,
2017-11-22T05:57:41.351Z,52,,,,,24,
2017-11-22T05:57:51.277Z,52,,,,,24.2,
2017-11-22T05:58:01.273Z,52,,,,,24,
2017-11-22T05:58:11.276Z,52,,,,,24,
2017-11-22T05:58:21.274Z,52,,,,,24,
2017-11-22T05:58:41.351Z,52,,,,,24,
2017-11-22T05:58:51.276Z,52,,,,,24,
2017-11-22T05:59:01.276Z,52,,,,,24,
2017-11-22T05:59:11.271Z,52,,,,,24,
2017-11-22T05:59:21.272Z,52,,,,,24,
2017-11-22T05:59:41.311Z,52,,,,,24,
2017-11-22T06:00:01.271Z,52,,,,32.6,24,
2017-11-22T06:00:11.272Z,52,,,,,24,
2017-11-22T06:00:21.271Z,52,,,,,24,
2017-11-22T06:00:41.352Z,52,,,,,24,
2017-11-22T06:00:51.271Z,52,,,,,24,
2017-11-22T06:01:11.278Z,,0,0,,31.8,,0
2017-11-22T06:01:21.271Z,52,,,,32.1,29.3,
2017-11-22T06:01:31.270Z,52,,,,32,29.3,
2017-11-22T06:01:41.357Z,52,,,,32,29.2,
2017-11-22T06:01:51.271Z,,,,,31.9,,
2017-11-22T06:02:01.271Z,52,,,,,29.1,
2017-11-22T06:02:21.273Z,52,,,,,29.1,
2017-11-22T06:02:41.351Z,52,5,,,,29,
2017-11-22T06:03:01.271Z,52,,,,,28.9,
2017-11-22T06:03:11.271Z,52,,,,,28.9,
2017-11-22T06:03:21.271Z,52,,,,,28.9,
2017-11-22T06:03:41.351Z,52,,,,,28.7,
2017-11-22T06:03:51.271Z,52,,,,31.8,28.6,
2017-11-22T06:04:01.272Z,52,,,,,28.6,
2017-11-22T06:04:11.271Z,52,,,,,28.5,
2017-11-22T06:04:21.272Z,52,,,,,28.5,
2017-11-22T06:04:41.350Z,52,,,,,28.4,
2017-11-22T06:04:51.271Z,52,,,,,28.4,
2017-11-22T06:05:01.273Z,52,,,,,28.3,
2017-11-22T06:05:11.272Z,52,,,,,28.3,
2017-11-22T06:05:21.271Z,52,,,,,28.3,
2017-11-22T06:05:41.360Z,52,,,,31.7,28.1,
2017-11-22T06:06:01.273Z,52,,,,,28,
2017-11-22T06:06:11.271Z,52,,,,,28,
2017-11-22T06:06:21.271Z,52,,,,,28,
2017-11-22T06:06:41.351Z,52,,,,,27.9,
2017-11-22T06:06:51.270Z,52,,,,,27.9,
2017-11-22T06:07:01.271Z,52,,,,,27.9,
2017-11-22T06:07:11.271Z,52,,,,,27.8,
2017-11-22T06:07:21.296Z,52,,,,,27.8,
2017-11-22T06:07:41.361Z,52,,,,,27.7,
2017-11-22T06:07:51.271Z,52,,,,,27.7,
2017-11-22T06:08:01.270Z,52,,,,,27.7,
2017-11-22T06:08:11.305Z,52,,,,,27.7,
2017-11-22T06:08:21.271Z,52,,,,,27.5,
2017-11-22T06:08:41.352Z,52,,,,31.7,27.5,
2017-11-22T06:08:51.270Z,52,,,,31.6,27.5,
2017-11-22T06:09:01.271Z,52,,,,,27.4,
2017-11-22T06:09:11.271Z,52,,,,,27.4,
2017-11-22T06:09:21.271Z,52,,,,,27.4,
2017-11-22T06:09:41.355Z,52,,,,,27.3,
2017-11-22T06:10:01.276Z,52,,,,,27.3,
2017-11-22T06:10:11.271Z,52,,,,,27.2,
2017-11-22T06:10:21.271Z,52,,,,,27.2,
2017-11-22T06:10:41.351Z,52,,,,,27.2,
2017-11-22T06:10:51.305Z,52,,,,,27.2,
2017-11-22T06:11:01.350Z,52,,,,,27.1,
2017-11-22T06:11:15.388Z,52,,,,,27.1,
2017-11-22T06:11:21.278Z,52,,,,,27.1,
2017-11-22T06:11:41.351Z,52,,,,,27.1,
2017-11-22T06:11:51.271Z,52,,,,31.5,26.9,
2017-11-22T06:12:01.273Z,52,,,,,26.9,
2017-11-22T06:12:11.270Z,52,,,,,26.9,
2017-11-22T06:12:21.271Z,52,,,,,26.9,
2017-11-22T06:12:41.363Z,52,,,,,26.8,
2017-11-22T06:13:01.276Z,52,,,,,26.8,
2017-11-22T06:13:11.288Z,52,,,,,26.8,
2017-11-22T06:13:21.273Z,52,,,,,26.8,
2017-11-22T06:13:41.353Z,52,,,,,26.7,
2017-11-22T06:13:51.326Z,52,,,,,26.7,
2017-11-22T06:14:01.270Z,52,,,,,26.7,
2017-11-22T06:14:11.443Z,52,,,,,26.7,
2017-11-22T06:14:21.271Z,52,,,,,26.7,
2017-11-22T06:14:41.351Z,52,,,,31.4,26.6,
2017-11-22T06:15:01.271Z,52,,,,,26.6,
2017-11-22T06:15:11.275Z,52,,,,,26.6,
2017-11-22T06:15:21.272Z,52,,,,,26.6,
2017-11-22T06:15:41.352Z,52,,,,,26.5,
2017-11-22T06:15:51.274Z,52,,,,,26.5,
2017-11-22T06:16:01.271Z,52,,,,,26.5,
2017-11-22T06:16:11.270Z,52,,,,,26.5,
2017-11-22T06:16:21.272Z,52,,,,,26.5,
2017-11-22T06:16:41.351Z,52,,,,,26.3,
2017-11-22T06:17:01.349Z,52,,,,,26.3,
2017-11-22T06:17:11.271Z,52,,,,,26.3,
2017-11-22T06:17:21.295Z,52,,,,,26.3,
2017-11-22T06:17:41.350Z,52,,,,,26.2,
2017-11-22T06:17:51.270Z,52,,,,31.3,26.2,
2017-11-22T06:18:01.272Z,52,,,,,26.2,
2017-11-22T06:18:11.286Z,52,,,,,26.2,
2017-11-22T06:18:21.274Z,52,,,,,26.2,
2017-11-22T06:18:41.351Z,52,,,,,26.1,
2017-11-22T06:19:01.270Z,52,,,,,26.1,
2017-11-22T06:19:11.270Z,52,,,,,26.1,
2017-11-22T06:19:21.270Z,52,,,,,26.1,
2017-11-22T06:19:41.350Z,52,,,,,26.1,
2017-11-22T06:19:51.271Z,52,,,,,26.1,
2017-11-22T06:20:01.278Z,52,,,,,26.1,
2017-11-22T06:20:11.276Z,52,,,,,26.1,
2017-11-22T06:20:21.270Z,52,,,,,26,
2017-11-22T06:20:41.350Z,52,,,,,26,
2017-11-22T06:20:51.285Z,52,,,,,26,
2017-11-22T06:21:01.297Z,52,,,,,26,
2017-11-22T06:21:11.276Z,52,,,,31.2,26,
2017-11-22T06:21:21.270Z,52,,,,,26,
2017-11-22T06:21:41.350Z,52,,,,,25.9,
2017-11-22T06:21:51.275Z,52,,,,,25.9,
2017-11-22T06:22:01.270Z,52,,,,,25.9,
2017-11-22T06:22:11.288Z,52,,,,,25.9,
2017-11-22T06:22:21.275Z,52,,,,,25.9,
2017-11-22T06:22:41.350Z,52,,,,,25.9,
2017-11-22T06:22:51.278Z,52,,,,,25.9,
2017-11-22T06:23:01.270Z,52,,,,,25.7,
2017-11-22T06:23:11.327Z,52,,,,,25.7,
2017-11-22T06:23:21.323Z,52,,,,,25.7,
2017-11-22T06:23:31.335Z,52,,,,,25.7,
2017-11-22T06:23:41.351Z,52,0,0,,,25.7,2
2017-11-22T06:23:51.271Z,,,0,,31.5,,2
2017-11-22T06:24:01.277Z,52,,0,0,32.1,31.2,0
2017-11-22T06:24:11.270Z,,,0,,32.3,,0
2017-11-22T06:24:21.270Z,52,,,,,31.5,
2017-11-22T06:24:31.270Z,,,,,32.2,,
2017-11-22T06:24:41.353Z,52,,,,32.1,31.3,
2017-11-22T06:24:51.303Z,52,,0,,32.2,31.2,2
2017-11-22T06:25:01.271Z,52,,0,51,33.1,32,2
2017-11-22T06:25:11.270Z,52,,,84,36.2,33.2,
2017-11-22T06:25:21.269Z,,,,100,39.4,,
2017-11-22T06:25:31.275Z,52,,,98,41.3,36.1,
2017-11-22T06:25:41.349Z,52,,0,0,44,40.3,0
2017-11-22T06:25:51.345Z,,,,,43.4,,
2017-11-22T06:26:01.294Z,52,,,,,40.1,
2017-11-22T06:26:11.270Z,,,,,43.2,,
2017-11-22T06:26:31.270Z,52,,,,,40,
2017-11-22T06:26:41.349Z,52,,,,43.1,39.7,
2017-11-22T06:26:51.272Z,52,5,,,43,39.6,
2017-11-22T06:27:01.279Z,52,,,,,39.3,
2017-11-22T06:27:21.269Z,52,,,,,39.2,
2017-11-22T06:27:41.349Z,52,,,,42.9,38.7,
2017-11-22T06:28:01.315Z,52,,,,42.8,38.5,
2017-11-22T06:28:11.269Z,52,,,,,38.3,
2017-11-22T06:28:21.274Z,52,,,,,38.3,
2017-11-22T06:28:41.349Z,52,,,,42.7,37.9,
2017-11-22T06:29:01.269Z,52,,,,42.6,37.8,
2017-11-22T06:29:11.270Z,52,,,,,37.6,
2017-11-22T06:29:21.274Z,52,,,,,37.6,
2017-11-22T06:29:41.350Z,52,,,,42.4,37.2,
2017-11-22T06:30:01.280Z,52,,,,42.3,37.1,
2017-11-22T06:30:11.316Z,52,,,,,36.8,
2017-11-22T06:30:21.270Z,52,,,,,36.8,
2017-11-22T06:30:41.349Z,52,,,,42.2,36.5,
2017-11-22T06:31:01.269Z,52,,,,42.1,36.4,
2017-11-22T06:31:11.269Z,52,,,,,36.2,
2017-11-22T06:31:21.273Z,52,,,,,36.2,
2017-11-22T06:31:31.275Z,52,,,,,36.1,
2017-11-22T06:31:41.349Z,52,,,,42,35.9,
2017-11-22T06:31:51.269Z,52,,,,,35.8,
2017-11-22T06:32:01.273Z,,,,,42,,
2017-11-22T06:32:11.269Z,52,,,,41.9,35.7,
2017-11-22T06:32:31.274Z,52,,,,,35.6,
2017-11-22T06:32:41.350Z,52,,,,,35.4,
2017-11-22T06:32:51.270Z,52,,,,41.8,35.3,
2017-11-22T06:33:01.274Z,52,,,,,35.2,
2017-11-22T06:33:11.269Z,,,,,41.7,,
2017-11-22T06:33:21.274Z,52,,,,,35.1,
2017-11-22T06:33:41.354Z,52,,,,41.6,34.8,
2017-11-22T06:33:51.269Z,52,,,,,34.7,
2017-11-22T06:34:01.292Z,52,,,,,34.6,
2017-11-22T06:34:11.269Z,52,,,,,34.6,
2017-11-22T06:34:21.270Z,52,,,,41.5,34.5,
2017-11-22T06:34:41.352Z,52,,,,,34.3,
2017-11-22T06:34:51.268Z,52,,,,41.4,34.2,
2017-11-22T06:35:01.269Z,52,,,,,34.2,
2017-11-22T06:35:11.354Z,52,,,,,34.1,
2017-11-22T06:35:21.269Z,52,,,,41.3,34,
2017-11-22T06:35:41.349Z,52,,,,,33.8,
2017-11-22T06:36:01.272Z,52,,,,41.2,33.7,
2017-11-22T06:36:11.269Z,52,,,,,33.6,
2017-11-22T06:36:21.278Z,52,,,,,33.6,
2017-11-22T06:36:41.349Z,52,,,,41.1,33.4,
2017-11-22T06:36:51.304Z,52,,,,,33.4,
2017-11-22T06:37:01.275Z,52,,,,,33.3,
2017-11-22T06:37:11.269Z,52,,,,,33.2,
2017-11-22T06:37:21.275Z,,,,,41,,
2017-11-22T06:37:41.349Z,52,,,,40.9,32.9,
2017-11-22T06:37:51.269Z,52,,,,,32.8,
2017-11-22T06:38:11.269Z,52,,,,,32.8,
2017-11-22T06:38:31.269Z,52,,,,,32.7,
2017-11-22T06:38:41.352Z,52,,,,40.8,32.6,
2017-11-22T06:38:51.333Z,52,,,,,32.5,
2017-11-22T06:39:01.337Z,52,,,,,32.5,
2017-11-22T06:39:11.312Z,52,,,,,32.4,
2017-11-22T06:39:21.301Z,52,,,,,32.3,
2017-11-22T06:39:31.292Z,,,,,40.7,,
