Time,HwActive,PrimT,ActPow,HwTSet,ChActive,HwTOutlet,PrimTSet
2018-02-10T04:54:58.630Z,,,,50,,32,
2018-02-10T04:55:08.630Z,,40,,50,,32,
2018-02-10T04:55:18.629Z,,39.8,,,,,
2018-02-10T04:55:28.630Z,,39.7,,50,,32.1,
2018-02-10T04:55:38.630Z,,,,50,,32.1,
2018-02-10T04:55:48.629Z,,39.6,,,,,
2018-02-10T04:55:58.630Z,,,,50,,32.1,
2018-02-10T04:56:08.630Z,,,,50,,32.1,
2018-02-10T04:56:18.634Z,,39.5,,,,,
2018-02-10T04:56:28.630Z,,39.4,,50,,32.1,
2018-02-10T04:56:38.629Z,,39.3,,50,,32.1,
2018-02-10T04:56:58.630Z,,,,50,,32.1,
2018-02-10T04:57:08.630Z,,,,50,,32.1,
2018-02-10T04:57:18.630Z,0,39.3,0,,2,,59
2018-02-10T04:57:28.630Z,,,,50,,32.1,
2018-02-10T04:57:38.630Z,,,,50,,32.1,
2018-02-10T04:57:48.629Z,,39.2,,,,,
2018-02-10T04:57:58.630Z,,,,50,,32.1,
2018-02-10T04:58:08.630Z,,,,50,,32.1,
2018-02-10T04:58:28.630Z,,,,50,,32.1,
2018-02-10T04:58:38.630Z,,,,50,,32.1,
2018-02-10T04:58:58.653Z,,,,50,,32.1,
2018-02-10T04:59:08.633Z,,,,50,,32.1,
2018-02-10T04:59:28.630Z,,39.3,,50,,32.1,
2018-02-10T04:59:38.629Z,,,,50,,32.1,
2018-02-10T04:59:58.630Z,,,,50,,32.1,
2018-02-10T05:00:08.631Z,,,,50,,32.1,
2018-02-10T05:00:18.630Z,,39.4,,,,,
2018-02-10T05:00:28.629Z,,,,50,,32.1,
2018-02-10T05:00:38.631Z,,,,50,,32.1,
2018-02-10T05:00:48.629Z,,39.5,,,,,
2018-02-10T05:00:58.630Z,,,,50,,32,
2018-02-10T05:01:08.630Z,,,,50,,32,
2018-02-10T05:01:28.630Z,,,,50,,32,
2018-02-10T05:01:38.630Z,,,,50,,32.1,
2018-02-10T05:01:48.630Z,,39.6,,,,,
2018-02-10T05:01:58.630Z,,,,50,,32,
2018-02-10T05:02:08.630Z,,,,50,,32,
2018-02-10T05:02:28.629Z,,,,50,,32,
2018-02-10T05:02:38.630Z,,,,50,,32,
2018-02-10T05:02:58.630Z,,,,50,,32,
2018-02-10T05:03:08.631Z,,,,50,,32,
2018-02-10T05:03:28.629Z,,,,50,,32,
2018-02-10T05:03:38.630Z,,,,50,,32,
2018-02-10T05:03:58.630Z,,,,50,,32,
2018-02-10T05:04:08.629Z,,,,50,,32,
2018-02-10T05:04:28.631Z,,,,50,,32,
2018-02-10T05:04:38.630Z,,,,50,,31.9,
2018-02-10T05:04:58.630Z,,39.5,,50,,31.9,
2018-02-10T05:05:08.630Z,,,,50,,31.9,
2018-02-10T05:05:28.631Z,,,,50,,31.9,
2018-02-10T05:05:38.630Z,,,,50,,31.9,
2018-02-10T05:05:58.631Z,,,,50,,31.9,
2018-02-10T05:06:08.630Z,,,,50,,31.9,
2018-02-10T05:06:28.629Z,,,,50,,31.9,
2018-02-10T05:06:38.630Z,,,,50,,31.9,
2018-02-10T05:06:48.629Z,0,39.4,,50,2,31.9,
2018-02-10T05:06:58.640Z,,44.4,36,50,,31.9,
2018-02-10T05:07:08.712Z,,43.6,30,50,,31.9,
2018-02-10T05:07:18.630Z,,42.4,30,50,,31.9,
2018-02-10T05:07:28.630Z,,40.8,29,50,,31.9,
2018-02-10T05:07:38.629Z,,39.7,,,,,
2018-02-10T05:07:48.629Z,,39.3,,50,,31.8,
2018-02-10T05:07:58.630Z,,39.5,,50,,31.8,
2018-02-10T05:08:08.629Z,,40,,50,,31.8,
2018-02-10T05:08:18.630Z,,40.3,,,,,
2018-02-10T05:08:28.629Z,,40.6,,50,,31.8,
2018-02-10T05:08:38.630Z,,,,50,,31.8,
2018-02-10T05:08:48.630Z,,40.8,,,,,
2018-02-10T05:08:58.630Z,,41,,50,,31.8,
2018-02-10T05:09:08.630Z,,41.1,,,,,
2018-02-10T05:09:18.629Z,,41.3,,50,,31.8,
2018-02-10T05:09:28.630Z,,,,50,,31.8,
2018-02-10T05:09:38.629Z,,41.7,29,,,,
2018-02-10T05:09:48.629Z,,41.9,30,50,,31.8,
2018-02-10T05:09:58.629Z,,42,29,50,,31.8,
2018-02-10T05:10:08.629Z,,42.2,,,,,
2018-02-10T05:10:18.630Z,,42.3,30,50,,31.8,
2018-02-10T05:10:28.629Z,,,,50,,31.8,
2018-02-10T05:10:38.629Z,,42.7,29,,,,
2018-02-10T05:10:48.630Z,,42.9,,50,,31.8,
2018-02-10T05:10:58.630Z,,43,,50,,31.8,
2018-02-10T05:11:08.629Z,,43.1,,,,,
2018-02-10T05:11:18.630Z,,43.3,,50,,31.8,
2018-02-10T05:11:28.632Z,,,,50,,31.8,
2018-02-10T05:11:38.630Z,,43.5,,,,,
2018-02-10T05:11:48.630Z,,43.7,30,50,,31.8,
2018-02-10T05:11:58.629Z,,43.8,,50,,31.8,
2018-02-10T05:12:08.629Z,,43.9,29,50,,31.8,
2018-02-10T05:12:18.629Z,,44,,,,,
2018-02-10T05:12:28.630Z,,44.2,,50,,31.8,
2018-02-10T05:12:38.630Z,,,,50,,31.8,
2018-02-10T05:12:48.629Z,,44.4,30,,,,
2018-02-10T05:12:58.630Z,,44.6,29,50,,31.8,
2018-02-10T05:13:08.629Z,,,,50,,31.8,
2018-02-10T05:13:18.629Z,,44.8,29,,,,
2018-02-10T05:13:28.629Z,,45,,50,,31.8,
2018-02-10T05:13:38.629Z,,45.1,29,,,,
2018-02-10T05:13:48.631Z,,45.2,,50,,31.9,
2018-02-10T05:13:58.629Z,,45.4,,50,,31.9,
2018-02-10T05:14:08.629Z,,,,50,,31.9,
2018-02-10T05:14:18.676Z,,45.6,,,,,
2018-02-10T05:14:28.629Z,,45.7,30,50,,31.9,
2018-02-10T05:14:38.629Z,,45.9,,50,,31.9,
2018-02-10T05:14:48.631Z,,46,29,,,,
2018-02-10T05:14:58.630Z,,46.1,,50,,31.9,
2018-02-10T05:15:08.646Z,,,,50,,31.9,
2018-02-10T05:15:18.632Z,,46.4,,,,,
2018-02-10T05:15:28.630Z,,46.5,,50,,32,
2018-02-10T05:15:38.629Z,,,,50,,32,
2018-02-10T05:15:48.630Z,,46.7,30,,,,
2018-02-10T05:15:58.629Z,,46.8,29,50,,32,
2018-02-10T05:16:08.759Z,,47,30,50,,32,
2018-02-10T05:16:18.629Z,,47.1,29,,,,
2018-02-10T05:16:28.629Z,,47.2,,50,,32,
2018-02-10T05:16:38.629Z,,,,50,,32,
2018-02-10T05:16:48.631Z,,47.4,29,,,,
2018-02-10T05:16:58.630Z,,47.6,,50,,32.1,
2018-02-10T05:17:08.629Z,,,,50,,32.1,
2018-02-10T05:17:18.630Z,,47.8,,,,,
2018-02-10T05:17:28.629Z,,48,,50,,32.1,
2018-02-10T05:17:48.629Z,,48.2,30,50,,32.1,
2018-02-10T05:17:58.630Z,,48.3,0,50,,32.1,
2018-02-10T05:18:08.629Z,0,46.7,,50,2,32.2,
2018-02-10T05:18:18.629Z,,45,,50,,32.2,
2018-02-10T05:18:28.629Z,,43.8,,50,,32.2,
2018-02-10T05:18:38.629Z,,43.4,,,,,
2018-02-10T05:18:48.629Z,,,,50,,32.2,
2018-02-10T05:18:58.630Z,,43.3,,50,,32.2,
2018-02-10T05:19:08.629Z,,,,50,,32.2,
2018-02-10T05:19:28.629Z,,43.2,,50,,32.3,
2018-02-10T05:19:38.631Z,,43,,50,,32.3,
2018-02-10T05:19:48.629Z,,42.9,,,,,
2018-02-10T05:19:58.629Z,,42.8,,50,,32.3,
2018-02-10T05:20:08.630Z,,,,50,,32.3,
2018-02-10T05:20:18.629Z,,42.6,,,,,
2018-02-10T05:20:28.629Z,,,,50,,32.3,
2018-02-10T05:20:38.630Z,,,,50,,32.3,
2018-02-10T05:20:48.629Z,,42.4,,,,,
2018-02-10T05:20:58.629Z,,42.3,,50,,32.3,
2018-02-10T05:21:08.630Z,,42.2,,50,,32.3,
2018-02-10T05:21:28.630Z,,,,50,,32.4,
2018-02-10T05:21:38.629Z,,,,50,,32.3,
2018-02-10T05:21:58.630Z,,,,50,,32.4,
2018-02-10T05:22:08.630Z,,,,50,,32.4,
2018-02-10T05:22:18.629Z,,42.1,,,,,
2018-02-10T05:22:28.653Z,,,,50,,32.4,
2018-02-10T05:22:38.629Z,,,,50,,32.4,
2018-02-10T05:22:58.629Z,,,,50,,32.4,
2018-02-10T05:23:08.631Z,,,,50,,32.4,
2018-02-10T05:23:28.629Z,,,,50,,32.4,
2018-02-10T05:23:38.629Z,,,,50,,32.4,
2018-02-10T05:23:48.629Z,,42.2,,,,,
2018-02-10T05:23:58.629Z,,,,50,,32.4,
2018-02-10T05:24:08.629Z,,,,50,,32.4,
2018-02-10T05:24:28.629Z,,42.3,,50,,32.4,
2018-02-10T05:24:38.629Z,,,,50,,32.4,
2018-02-10T05:24:58.629Z,,42.4,,50,,32.4,
2018-02-10T05:25:08.629Z,,,,50,,32.4,
2018-02-10T05:25:28.629Z,,,,50,,32.4,
2018-02-10T05:25:38.650Z,,,,50,,32.4,
2018-02-10T05:25:48.629Z,,42.6,,,,,
2018-02-10T05:25:58.629Z,,,,50,,32.4,
2018-02-10T05:26:08.629Z,,,,50,,32.4,
2018-02-10T05:26:28.629Z,,,,50,,32.4,
2018-02-10T05:26:38.629Z,,,,50,,32.4,
2018-02-10T05:26:58.629Z,,,,50,,32.4,
2018-02-10T05:27:08.629Z,,,,50,,32.4,
2018-02-10T05:27:28.629Z,,,,50,,32.4,
2018-02-10T05:27:38.628Z,,,,50,,32.4,
2018-02-10T05:27:58.629Z,,42.4,,50,,32.4,
2018-02-10T05:28:08.630Z,,,,50,,32.4,
2018-02-10T05:28:28.629Z,,,,50,,32.4,
2018-02-10T05:28:38.629Z,,,,50,,32.4,
2018-02-10T05:28:58.629Z,,,,50,,32.4,
2018-02-10T05:29:08.629Z,,,,50,,32.4,
2018-02-10T05:29:28.629Z,,,,50,,32.4,
2018-02-10T05:29:38.690Z,,,,50,,32.4,
2018-02-10T05:29:48.683Z,,42.3,,,,,
2018-02-10T05:29:58.629Z,,,,50,,32.4,
2018-02-10T05:30:08.662Z,,,,50,,32.4,
2018-02-10T05:30:28.641Z,,,,50,,32.4,
2018-02-10T05:30:38.629Z,,,,50,,32.4,
2018-02-10T05:30:48.629Z,,42.2,,,,,
2018-02-10T05:30:58.629Z,,,,50,,32.4,
2018-02-10T05:31:08.629Z,,,,50,,32.4,
2018-02-10T05:31:28.629Z,,,,50,,32.4,
2018-02-10T05:31:38.632Z,,,,50,,32.3,
2018-02-10T05:31:48.629Z,,42.1,,,,,
2018-02-10T05:31:58.629Z,,,,50,,32.3,
2018-02-10T05:32:08.629Z,,,,50,,32.3,
2018-02-10T05:32:28.629Z,,,,50,,32.3,
2018-02-10T05:32:38.629Z,,,,50,,32.3,
2018-02-10T05:32:48.629Z,,42,,,,,
2018-02-10T05:32:58.629Z,,,,50,,32.3,
2018-02-10T05:33:08.630Z,,,,50,,32.3,
2018-02-10T05:33:28.629Z,,,,50,,32.3,
2018-02-10T05:33:38.720Z,,42,,50,,32.3,
2018-02-10T05:33:48.630Z,,41.9,,50,,32.3,
2018-02-10T05:33:58.629Z,,,,50,,32.3,
2018-02-10T05:34:18.629Z,,,,50,,32.3,
2018-02-10T05:34:28.800Z,,,,50,,32.3,
2018-02-10T05:34:48.629Z,,,,50,,32.2,
2018-02-10T05:34:58.629Z,,41.8,,50,,32.2,
2018-02-10T05:35:08.629Z,,,,50,,32.2,
2018-02-10T05:35:28.629Z,,,,50,,32.2,
2018-02-10T05:35:38.629Z,,,,50,,32.2,
2018-02-10T05:35:58.630Z,,41.7,,50,,32.2,
2018-02-10T05:36:08.629Z,0,44.4,42,50,2,32.2,
2018-02-10T05:36:18.629Z,,47.4,34,50,,32.2,
2018-02-10T05:36:28.629Z,,44.6,29,50,,32.2,
2018-02-10T05:36:38.629Z,,42.8,,50,,32.2,
2018-02-10T05:36:48.629Z,,40.4,,50,,32.2,
2018-02-10T05:36:58.630Z,,39.3,,50,,32.2,
2018-02-10T05:37:08.629Z,,39.2,30,,,,
2018-02-10T05:37:18.629Z,,39.6,29,50,,32.2,
2018-02-10T05:37:28.629Z,,40.1,29,,,,
2018-02-10T05:37:38.629Z,,40.4,30,50,,32.2,
2018-02-10T05:37:48.631Z,,,,50,,32.1,
2018-02-10T05:37:58.630Z,,40.7,29,50,,32.1,
2018-02-10T05:38:08.629Z,,40.9,30,,,,
2018-02-10T05:38:18.629Z,,41,29,50,,32.2,
2018-02-10T05:38:28.629Z,,41.2,30,50,,32.1,
2018-02-10T05:38:38.629Z,,,,50,,32.1,
2018-02-10T05:38:48.629Z,,41.7,30,,,,
2018-02-10T05:38:58.631Z,,41.9,29,50,,32.1,
2018-02-10T05:39:08.635Z,,42.1,,,,,
2018-02-10T05:39:18.629Z,,42.3,,50,,32.1,
2018-02-10T05:39:28.666Z,,,,50,,32.1,
2018-02-10T05:39:38.652Z,,42.8,30,,,,
2018-02-10T05:39:48.629Z,,43,29,50,,32.1,
2018-02-10T05:39:58.630Z,,43.1,,50,,32.1,
2018-02-10T05:40:08.629Z,,,,50,,32.1,
2018-02-10T05:40:18.629Z,,43.4,,,,,
2018-02-10T05:40:28.629Z,,43.5,,50,,32.1,
2018-02-10T05:40:38.629Z,,,,50,,32.1,
2018-02-10T05:40:48.629Z,,43.8,30,,,,
2018-02-10T05:40:58.630Z,,43.9,,50,,32.1,
2018-02-10T05:41:08.630Z,,44,29,,,,
2018-02-10T05:41:18.636Z,,44.1,,50,,32.1,
2018-02-10T05:41:28.629Z,,,,50,,32.1,
2018-02-10T05:41:38.629Z,,44.3,30,,,,
2018-02-10T05:41:48.629Z,,44.4,29,50,,32.1,
2018-02-10T05:41:58.629Z,,44.5,,50,,32.1,
2018-02-10T05:42:08.629Z,,,,50,,32.2,
2018-02-10T05:42:18.629Z,,44.8,29,,,,
2018-02-10T05:42:28.630Z,,44.9,30,50,,32.2,
2018-02-10T05:42:38.629Z,,45,29,,,,
2018-02-10T05:42:48.629Z,,45.2,30,50,,32.2,
2018-02-10T05:42:58.629Z,,45.3,,50,,32.2,
2018-02-10T05:43:08.630Z,,,,50,,32.2,
2018-02-10T05:43:18.629Z,,45.6,29,,,,
2018-02-10T05:43:28.629Z,,45.7,,50,,32.2,
2018-02-10T05:43:38.629Z,,,,50,,32.2,
2018-02-10T05:43:48.630Z,,46,30,,,,
2018-02-10T05:43:58.629Z,,46.1,,50,,32.2,
2018-02-10T05:44:08.629Z,,,,50,,32.2,
2018-02-10T05:44:18.629Z,,46.3,29,,,,
2018-02-10T05:44:28.629Z,,46.5,30,50,,32.2,
2018-02-10T05:44:38.629Z,,,,50,,32.3,
2018-02-10T05:44:48.629Z,,46.7,29,,,,
2018-02-10T05:44:58.630Z,,46.8,30,50,,32.3,
2018-02-10T05:45:08.628Z,,46.9,,50,,32.3,
2018-02-10T05:45:18.693Z,,47,29,,,,
2018-02-10T05:45:28.683Z,,47.2,,50,,32.3,
2018-02-10T05:45:38.816Z,,,,50,,32.3,
2018-02-10T05:45:48.628Z,,47.4,,,,,
2018-02-10T05:45:58.628Z,,47.6,,50,,32.3,
2018-02-10T05:46:08.629Z,,,,50,,32.3,
2018-02-10T05:46:18.629Z,,47.8,,,,,
2018-02-10T05:46:28.629Z,,47.9,30,50,,32.4,
2018-02-10T05:46:38.629Z,,48,29,,,,
2018-02-10T05:46:48.653Z,,48.1,,50,,32.4,
2018-02-10T05:46:58.634Z,,48.2,30,50,,32.4,
2018-02-10T05:47:08.649Z,,,,50,,32.4,
2018-02-10T05:47:18.633Z,,48.5,29,,,,
2018-02-10T05:47:28.629Z,,48.6,,50,,32.4,
2018-02-10T05:47:38.629Z,,,,50,,32.4,
2018-02-10T05:47:48.629Z,,48.8,30,50,,32.5,
2018-02-10T05:47:58.629Z,0,46.6,0,50,2,32.5,
2018-02-10T05:48:08.630Z,,45,,50,,32.5,
2018-02-10T05:48:18.629Z,,44,,50,,32.5,
2018-02-10T05:48:28.628Z,,43.9,,,,,
2018-02-10T05:48:38.629Z,,43.8,,50,,32.5,
2018-02-10T05:48:48.629Z,,,,50,,32.5,
2018-02-10T05:48:58.628Z,,,,50,,32.5,
2018-02-10T05:49:08.630Z,,43.7,,,,,
2018-02-10T05:49:18.628Z,,43.6,,50,,32.6,
2018-02-10T05:49:28.629Z,,,,50,,32.6,
2018-02-10T05:49:38.631Z,,43.3,,,,,
2018-02-10T05:49:48.628Z,,43.2,,50,,32.6,
2018-02-10T05:49:58.629Z,,43.1,,50,,32.6,
2018-02-10T05:50:08.629Z,,,,50,,32.6,
2018-02-10T05:50:28.629Z,,43,,50,,32.6,
2018-02-10T05:50:38.629Z,,42.9,,,,,
2018-02-10T05:50:48.628Z,,42.8,,50,,32.6,
2018-02-10T05:50:58.629Z,,,,50,,32.7,
2018-02-10T05:51:18.629Z,,42.7,,50,,32.7,
2018-02-10T05:51:28.629Z,,,,50,,32.7,
2018-02-10T05:51:48.628Z,,,,50,,32.7,
2018-02-10T05:51:58.629Z,,,,50,,32.7,
2018-02-10T05:52:08.630Z,,,,50,,32.7,
2018-02-10T05:52:18.628Z,,42.6,,,,,
2018-02-10T05:52:28.629Z,,,,50,,32.7,
2018-02-10T05:52:38.629Z,,,,50,,32.7,
2018-02-10T05:52:58.629Z,,,,50,,32.7,
2018-02-10T05:53:08.628Z,,,,50,,32.7,
2018-02-10T05:53:18.629Z,,42.7,,,,,
2018-02-10T05:53:28.629Z,,,,50,,32.7,
2018-02-10T05:53:38.628Z,,,,50,,32.7,
2018-02-10T05:53:58.628Z,,42.8,,50,,32.7,
2018-02-10T05:54:08.628Z,,,,50,,32.7,
2018-02-10T05:54:28.628Z,,42.9,,50,,32.7,
2018-02-10T05:54:38.629Z,,,,50,,32.7,
2018-02-10T05:54:58.630Z,,,,50,,32.7,
2018-02-10T05:55:08.628Z,,43,,,,,
2018-02-10T05:55:18.629Z,,,,50,,32.7,
2018-02-10T05:55:28.628Z,,,,50,,32.7,
2018-02-10T05:55:48.628Z,,,,50,,32.7,
2018-02-10T05:55:58.629Z,,,,50,,32.7,
2018-02-10T05:56:08.628Z,,,,50,,32.7,
2018-02-10T05:56:28.628Z,,,,50,,32.7,
2018-02-10T05:56:38.628Z,,,,50,,32.7,
2018-02-10T05:56:58.628Z,,,,50,,32.7,
2018-02-10T05:57:08.628Z,,,,50,,32.7,
2018-02-10T05:57:18.628Z,0,43,0,,2,,59
2018-02-10T05:57:28.628Z,,,,50,,32.7,
2018-02-10T05:57:38.628Z,,,,50,,32.7,
2018-02-10T05:57:58.629Z,,,,50,,32.7,
2018-02-10T05:58:08.628Z,,,,50,,32.7,
2018-02-10T05:58:18.628Z,,42.9,,50,,32.7,
2018-02-10T05:58:28.629Z,,43,,50,,32.7,
2018-02-10T05:58:38.628Z,,42.9,,,,,
2018-02-10T05:58:48.628Z,,,,50,,32.7,
2018-02-10T05:58:58.628Z,,,,50,,32.7,
2018-02-10T05:59:08.628Z,,,,50,,32.7,
2018-02-10T05:59:28.628Z,,,,50,,32.7,
2018-02-10T05:59:38.628Z,,,,50,,32.7,
2018-02-10T05:59:48.629Z,,42.8,,,,,
2018-02-10T05:59:58.628Z,,,,50,,32.7,
2018-02-10T06:00:08.628Z,,,,50,,32.7,
2018-02-10T06:00:28.629Z,,,,50,,32.6,
2018-02-10T06:00:38.695Z,,,,50,,32.7,
2018-02-10T06:00:48.628Z,,42.7,,,,,
2018-02-10T06:00:58.630Z,,,,50,,32.6,
2018-02-10T06:01:08.628Z,,,,50,,32.6,
2018-02-10T06:01:28.663Z,,,,50,,32.6,
2018-02-10T06:01:38.628Z,,,,50,,32.6,
2018-02-10T06:01:58.628Z,,42.6,,50,,32.6,
2018-02-10T06:02:08.628Z,,,,50,,32.6,
2018-02-10T06:02:28.628Z,,,,50,,32.6,
2018-02-10T06:02:38.628Z,,,,50,,32.6,
2018-02-10T06:02:48.628Z,,42.4,,,,,
2018-02-10T06:02:58.628Z,,,,50,,32.6,
2018-02-10T06:03:08.628Z,,,,50,,32.6,
2018-02-10T06:03:28.630Z,,,,50,,32.5,
2018-02-10T06:03:38.628Z,,,,50,,32.5,
2018-02-10T06:03:48.628Z,,42.3,,,,,
2018-02-10T06:03:58.628Z,,,,50,,32.5,
2018-02-10T06:04:08.628Z,,,,50,,32.5,
2018-02-10T06:04:28.629Z,,,,50,,32.5,
2018-02-10T06:04:38.628Z,,,,50,,32.5,
2018-02-10T06:04:58.628Z,,42.2,,50,,32.5,
2018-02-10T06:05:08.634Z,,,,50,,32.5,
2018-02-10T06:05:28.629Z,,,,50,,32.5,
2018-02-10T06:05:38.628Z,,,,50,,32.5,
2018-02-10T06:05:58.628Z,,42.1,,50,,32.5,
2018-02-10T06:06:08.628Z,,,,50,,32.5,
2018-02-10T06:06:28.628Z,,,,50,,32.4,
2018-02-10T06:06:38.628Z,,,,50,,32.4,
2018-02-10T06:06:58.629Z,,42,,50,,32.4,
2018-02-10T06:07:08.628Z,,,,50,,32.4,
2018-02-10T06:07:28.628Z,,,,50,,32.4,
2018-02-10T06:07:38.629Z,,,,50,,32.4,
2018-02-10T06:07:58.628Z,,42,,50,,32.4,
2018-02-10T06:08:08.651Z,,42,,50,,32.4,
2018-02-10T06:08:18.628Z,,41.9,,,,,
2018-02-10T06:08:28.628Z,,,,50,,32.3,
2018-02-10T06:08:38.629Z,0,45.2,41,50,2,32.3,
2018-02-10T06:08:48.628Z,,47.6,34,50,,32.3,
2018-02-10T06:08:58.628Z,,44.2,29,50,,32.3,
2018-02-10T06:09:08.628Z,,41.7,29,50,,32.3,
2018-02-10T06:09:18.628Z,,39.6,29,50,,32.3,
2018-02-10T06:09:28.627Z,,38.6,,,,,
2018-02-10T06:09:38.630Z,,38.4,,50,,32.3,
2018-02-10T06:09:48.628Z,,38.8,30,50,,32.3,
2018-02-10T06:09:58.628Z,,39.4,29,50,,32.3,
2018-02-10T06:10:08.628Z,,39.7,,,,,
2018-02-10T06:10:18.628Z,,39.9,,50,,32.3,
2018-02-10T06:10:28.628Z,,40,30,,,,
2018-02-10T06:10:38.629Z,,40.1,29,50,,32.3,
2018-02-10T06:10:48.628Z,,,,50,,32.3,
2018-02-10T06:10:58.628Z,,40.5,,50,,32.3,
2018-02-10T06:11:08.628Z,,40.8,,,,,
2018-02-10T06:11:18.628Z,,41,,50,,32.3,
2018-02-10T06:11:28.627Z,,41.2,,50,,32.3,
2018-02-10T06:11:38.629Z,,,,50,,32.3,
2018-02-10T06:11:48.628Z,,41.6,,,,,
2018-02-10T06:11:58.628Z,,41.9,30,50,,32.3,
2018-02-10T06:12:08.628Z,,42.1,29,,,,
2018-02-10T06:12:18.628Z,,42.3,,50,,32.2,
2018-02-10T06:12:28.628Z,,,,50,,32.3,
2018-02-10T06:12:38.629Z,,42.7,,,,,
2018-02-10T06:12:48.627Z,,42.9,30,50,,32.2,
2018-02-10T06:12:58.628Z,,43,29,50,,32.2,
2018-02-10T06:13:08.627Z,,43.1,,,,,
2018-02-10T06:13:18.628Z,,43.2,,50,,32.2,
2018-02-10T06:13:28.627Z,,,,50,,32.2,
2018-02-10T06:13:38.628Z,,43.4,,,,,
2018-02-10T06:13:48.628Z,,43.5,30,50,,32.2,
2018-02-10T06:13:58.628Z,,43.7,29,50,,32.2,
2018-02-10T06:14:08.628Z,,,,50,,32.3,
2018-02-10T06:14:18.628Z,,43.9,30,50,,32.2,
2018-02-10T06:14:28.628Z,,44,29,,,,
2018-02-10T06:14:38.628Z,,44.2,,50,,32.3,
2018-02-10T06:14:48.629Z,,,,50,,32.3,
2018-02-10T06:14:58.628Z,,44.4,,50,,32.3,
2018-02-10T06:15:08.627Z,,44.5,,,,,
2018-02-10T06:15:18.627Z,,44.6,,50,,32.3,
2018-02-10T06:15:28.628Z,,,,50,,32.3,
2018-02-10T06:15:38.628Z,,44.9,,50,,32.3,
2018-02-10T06:15:48.629Z,,45,,,,,
2018-02-10T06:15:58.628Z,,45.2,,50,,32.3,
2018-02-10T06:16:08.628Z,,,,50,,32.3,
2018-02-10T06:16:18.628Z,,45.4,,,,,
2018-02-10T06:16:28.628Z,,45.6,,50,,32.3,
2018-02-10T06:16:38.697Z,,,,50,,32.3,
2018-02-10T06:16:48.629Z,,45.8,30,,,,
2018-02-10T06:16:58.628Z,,46,,50,,32.3,
2018-02-10T06:17:08.628Z,,46.1,29,,,,
2018-02-10T06:17:18.628Z,,46.2,,50,,32.3,
2018-02-10T06:17:28.645Z,,,,50,,32.3,
2018-02-10T06:17:38.628Z,,46.4,,,,,
2018-02-10T06:17:48.628Z,,46.6,,50,,32.3,
2018-02-10T06:17:58.628Z,,46.7,,50,,32.3,
2018-02-10T06:18:08.628Z,,,,50,,32.4,
2018-02-10T06:18:18.677Z,,46.9,,50,,32.4,
2018-02-10T06:18:28.627Z,,47,,,,,
2018-02-10T06:18:38.627Z,,47.1,,50,,32.4,
2018-02-10T06:18:48.629Z,,,,50,,32.4,
2018-02-10T06:18:58.627Z,,47.4,29,50,,32.4,
2018-02-10T06:19:08.627Z,,47.6,30,,,,
2018-02-10T06:19:18.627Z,,47.7,29,50,,32.4,
2018-02-10T06:19:28.628Z,,47.8,30,50,,32.4,
2018-02-10T06:19:38.628Z,0,45.8,0,50,2,32.4,
2018-02-10T06:19:48.629Z,,44.1,,50,,32.4,
2018-02-10T06:19:58.628Z,,43.2,,50,,32.4,
2018-02-10T06:20:08.628Z,,42.9,,,,,
2018-02-10T06:20:18.628Z,,42.8,,50,,32.5,
2018-02-10T06:20:28.627Z,,,,50,,32.5,
2018-02-10T06:20:48.628Z,,,,50,,32.5,
2018-02-10T06:20:58.628Z,,42.7,,50,,32.5,
2018-02-10T06:21:08.628Z,,,,50,,32.5,
2018-02-10T06:21:18.628Z,,42.3,,,,,
2018-02-10T06:21:28.628Z,,42.1,,50,,32.5,
2018-02-10T06:21:38.628Z,,,,50,,32.5,
2018-02-10T06:21:58.628Z,,42,,50,,32.6,
2018-02-10T06:22:08.628Z,,,,50,,32.6,
2018-02-10T06:22:18.628Z,,41.9,,,,,
2018-02-10T06:22:28.628Z,,41.8,,50,,32.6,
2018-02-10T06:22:48.628Z,,41.7,,50,,32.6,
2018-02-10T06:22:58.627Z,,,,50,,32.6,
2018-02-10T06:23:08.628Z,,,,50,,32.6,
2018-02-10T06:23:28.627Z,,,,50,,32.6,
2018-02-10T06:23:38.628Z,,,,50,,32.6,
2018-02-10T06:23:58.628Z,,41.6,,50,,32.6,
2018-02-10T06:24:08.628Z,,,,50,,32.6,
2018-02-10T06:24:18.628Z,,41.6,,,,,
2018-02-10T06:24:28.627Z,,,,50,,32.6,
2018-02-10T06:24:38.627Z,,,,50,,32.6,
2018-02-10T06:24:48.627Z,,41.7,,,,,
2018-02-10T06:24:58.628Z,,,,50,,32.6,
2018-02-10T06:25:08.627Z,,,,50,,32.6,
2018-02-10T06:25:28.628Z,,,,50,,32.6,
2018-02-10T06:25:38.627Z,,,,50,,32.6,
2018-02-10T06:25:48.627Z,,41.8,,,,,
2018-02-10T06:25:58.628Z,,,,50,,32.6,
2018-02-10T06:26:08.628Z,,,,50,,32.6,
2018-02-10T06:26:18.628Z,,41.9,,,,,
2018-02-10T06:26:28.627Z,,,,50,,32.6,
2018-02-10T06:26:38.627Z,,,,50,,32.6,
2018-02-10T06:26:48.627Z,,42,,,,,
2018-02-10T06:26:58.628Z,,,,50,,32.6,
2018-02-10T06:27:08.628Z,,,,50,,32.6,
2018-02-10T06:27:28.628Z,,,,50,,32.6,
