Time,HwActive,ActPow,ChActive,PrimTSet,PrimT,HwTSet,HwTOutlet
2018-01-15T00:00:01.326Z,,,,,37.5,50,30
2018-01-15T00:00:11.326Z,,,,,,50,30
2018-01-15T00:00:21.326Z,,,,,,50,30
2018-01-15T00:00:31.326Z,,,,,,50,30
2018-01-15T00:00:41.326Z,,,,,,50,30
2018-01-15T00:00:51.326Z,,,,,,50,30
2018-01-15T00:01:01.327Z,,,,,,50,30
2018-01-15T00:01:11.326Z,,,,,,50,30
2018-01-15T00:01:21.326Z,,,,,37.4,50,30
2018-01-15T00:01:31.326Z,,,,,,50,30
2018-01-15T00:01:41.326Z,,,,,,50,30
2018-01-15T00:01:51.326Z,,,,,,50,30
2018-01-15T00:02:01.327Z,,,,,,50,30
2018-01-15T00:02:11.326Z,,,,,,50,30
2018-01-15T00:02:21.326Z,,,,,,50,30
2018-01-15T00:02:31.329Z,,,,,,50,29.8
2018-01-15T00:02:41.327Z,0,0,2,59,37.3,50,29.8
2018-01-15T00:02:51.326Z,,,,,,50,29.8
2018-01-15T00:03:01.326Z,,,,,,50,29.8
2018-01-15T00:03:11.326Z,,,,,,50,29.8
2018-01-15T00:03:21.327Z,,,,,,50,29.8
2018-01-15T00:03:31.326Z,,,,,,50,29.8
2018-01-15T00:03:41.326Z,,,,,,50,29.8
2018-01-15T00:03:51.326Z,,,,,,50,29.8
2018-01-15T00:04:01.327Z,,,,,,50,29.8
2018-01-15T00:04:11.326Z,,,,,37.2,50,29.8
2018-01-15T00:04:21.326Z,,,,,,50,29.8
2018-01-15T00:04:31.326Z,,,,,,50,29.8
2018-01-15T00:04:41.326Z,,,,,,50,29.8
2018-01-15T00:04:51.326Z,,,,,,50,29.8
2018-01-15T00:05:01.326Z,,,,,,50,29.7
2018-01-15T00:05:11.327Z,,,,,,50,29.7
2018-01-15T00:05:21.326Z,,,,,,50,29.7
2018-01-15T00:05:31.326Z,,,,,,50,29.7
2018-01-15T00:05:41.326Z,,,,,,50,29.7
2018-01-15T00:05:51.326Z,,,,,,50,29.7
2018-01-15T00:06:01.326Z,,,,,,50,29.7
2018-01-15T00:06:11.326Z,,,,,37.1,50,29.7
2018-01-15T00:06:21.326Z,,,,,,50,29.7
2018-01-15T00:06:31.326Z,,,,,,50,29.7
2018-01-15T00:06:41.326Z,,,,,,50,29.7
2018-01-15T00:06:51.326Z,,,,,,50,29.7
2018-01-15T00:07:01.327Z,,,,,,50,29.7
2018-01-15T00:07:11.326Z,,,,,,50,29.7
2018-01-15T00:07:21.326Z,,,,,,50,29.7
2018-01-15T00:07:31.326Z,,,,,36.9,50,29.7
2018-01-15T00:07:41.326Z,,,,,37.1,50,29.7
2018-01-15T00:07:51.327Z,,,,,36.9,50,29.6
2018-01-15T00:08:01.326Z,,,,,,50,29.6
2018-01-15T00:08:11.327Z,,,,,,50,29.6
2018-01-15T00:08:21.326Z,,,,,,50,29.6
2018-01-15T00:08:31.326Z,,,,,,50,29.6
2018-01-15T00:08:41.326Z,,,,,,50,29.6
2018-01-15T00:08:51.326Z,,,,,,50,29.6
2018-01-15T00:09:01.326Z,,,,,,50,29.6
2018-01-15T00:09:11.328Z,,,,,,50,29.6
2018-01-15T00:09:21.326Z,,,,,,50,29.6
2018-01-15T00:09:31.326Z,,,,,,50,29.6
2018-01-15T00:09:41.353Z,,,,,36.8,50,29.6
2018-01-15T00:09:51.344Z,,,,,,50,29.6
2018-01-15T00:10:01.336Z,,,,,,50,29.6
2018-01-15T00:10:11.326Z,,,,,,50,29.6
2018-01-15T00:10:21.326Z,,,,,,50,29.6
2018-01-15T00:10:31.326Z,,,,,,50,29.6
2018-01-15T00:10:41.326Z,,,,,,50,29.5
2018-01-15T00:10:51.326Z,,,,,,50,29.5
2018-01-15T00:11:01.327Z,,,,,,50,29.5
2018-01-15T00:11:11.326Z,,,,,,50,29.5
2018-01-15T00:11:21.326Z,,,,,,50,29.5
2018-01-15T00:11:31.326Z,,,,,,50,29.5
2018-01-15T00:11:41.326Z,,,,,36.7,50,29.5
2018-01-15T00:11:51.327Z,,,,,,50,29.5
2018-01-15T00:12:01.326Z,,,,,,50,29.5
2018-01-15T00:12:11.326Z,,,,,,50,29.5
2018-01-15T00:12:21.326Z,0,39,2,,40.9,50,29.5
2018-01-15T00:12:31.326Z,,30,,,41.9,50,29.5
2018-01-15T00:12:41.326Z,,30,,,38.9,50,29.5
2018-01-15T00:12:51.328Z,,29,,,35.9,50,29.5
2018-01-15T00:13:01.326Z,,29,,,33.9,50,29.5
2018-01-15T00:13:11.326Z,,,,,33.6,50,29.3
2018-01-15T00:13:21.326Z,,,,,33.5,50,29.3
2018-01-15T00:13:31.327Z,,30,,,34,50,29.3
2018-01-15T00:13:41.326Z,,29,,,34.3,50,29.3
2018-01-15T00:13:51.326Z,,,,,34.7,50,29.3
2018-01-15T00:14:01.326Z,,,,,35.1,50,29.3
2018-01-15T00:14:11.326Z,,30,,,35.3,50,29.3
2018-01-15T00:14:21.326Z,,29,,,35.4,50,29.3
2018-01-15T00:14:31.327Z,,30,,,35.6,50,29.3
2018-01-15T00:14:41.326Z,,29,,,36,50,29.3
2018-01-15T00:14:51.385Z,,,,,36.1,50,29.3
2018-01-15T00:15:01.327Z,,30,,,36.3,50,29.3
2018-01-15T00:15:11.326Z,,29,,,36.5,50,29.3
2018-01-15T00:15:21.326Z,,30,,,36.7,50,29.3
2018-01-15T00:15:31.326Z,,29,,,37.1,50,29.3
2018-01-15T00:15:41.326Z,,30,,,37.3,50,29.3
2018-01-15T00:15:51.326Z,,,,,37.4,50,29.3
2018-01-15T00:16:01.326Z,,,,,37.6,50,29.3
2018-01-15T00:16:11.327Z,,,,,37.8,50,29.3
2018-01-15T00:16:21.326Z,,29,,,38,50,29.3
2018-01-15T00:16:31.326Z,,30,,,38.1,50,29.3
2018-01-15T00:16:41.326Z,,29,,,38.3,50,29.3
2018-01-15T00:16:51.326Z,,,,,38.5,50,29.3
2018-01-15T00:17:01.326Z,,,,,38.7,50,29.3
2018-01-15T00:17:11.326Z,,,,,38.8,50,29.3
2018-01-15T00:17:21.326Z,,,,,39.1,50,29.3
2018-01-15T00:17:31.326Z,,,,,39.2,50,29.3
2018-01-15T00:17:41.327Z,,,,,39.3,50,29.3
2018-01-15T00:17:51.326Z,,,,,39.5,50,29.3
2018-01-15T00:18:01.327Z,,,,,39.6,50,29.3
2018-01-15T00:18:11.326Z,,,,,39.8,50,29.3
2018-01-15T00:18:21.326Z,,,,,40,50,29.3
2018-01-15T00:18:31.326Z,,,,,40.1,50,29.3
2018-01-15T00:18:41.326Z,0,0,2,,38.7,50,29.3
2018-01-15T00:18:51.326Z,,,,,36.8,50,29.3
2018-01-15T00:19:01.326Z,,,,,35.8,50,29.3
2018-01-15T00:19:11.326Z,,,,,35.4,50,29.3
2018-01-15T00:19:21.326Z,,,,,35.3,50,29.3
2018-01-15T00:19:31.326Z,,,,,,50,29.3
2018-01-15T00:19:41.326Z,,,,,,50,29.3
2018-01-15T00:19:51.326Z,,,,,,50,29.3
2018-01-15T00:20:01.326Z,,,,,35.2,50,29.3
2018-01-15T00:20:11.326Z,,,,,34.9,50,29.3
2018-01-15T00:20:21.326Z,,,,,,50,29.3
2018-01-15T00:20:31.326Z,,,,,34.8,50,29.3
2018-01-15T00:20:41.410Z,,,,,,50,29.3
2018-01-15T00:20:51.326Z,,,,,,50,29.3
2018-01-15T00:21:01.363Z,,,,,,50,29.5
2018-01-15T00:21:11.326Z,,,,,,50,29.5
2018-01-15T00:21:21.326Z,,,,,,50,29.5
2018-01-15T00:21:31.326Z,,,,,34.7,50,29.5
2018-01-15T00:21:41.326Z,,,,,34.6,50,29.5
2018-01-15T00:21:51.326Z,,,,,34.7,50,29.5
2018-01-15T00:22:01.326Z,,,,,34.6,50,29.5
2018-01-15T00:22:11.326Z,,,,,,50,29.5
2018-01-15T00:22:21.326Z,,,,,,50,29.5
2018-01-15T00:22:31.326Z,,,,,,50,29.5
2018-01-15T00:22:41.326Z,,,,,,50,29.5
2018-01-15T00:22:51.326Z,,,,,,50,29.5
2018-01-15T00:23:01.326Z,,,,,,50,29.5
2018-01-15T00:23:11.326Z,,,,,,50,29.5
2018-01-15T00:23:21.326Z,,,,,,50,29.3
2018-01-15T00:23:31.326Z,,,,,,50,29.5
2018-01-15T00:23:41.326Z,,,,,,50,29.5
2018-01-15T00:23:51.326Z,,,,,,50,29.5
2018-01-15T00:24:01.326Z,,,,,,50,29.5
2018-01-15T00:24:11.326Z,,,,,,50,29.5
2018-01-15T00:24:21.326Z,,,,,34.7,50,29.5
2018-01-15T00:24:31.326Z,,,,,,50,29.5
2018-01-15T00:24:41.390Z,,,,,,50,29.5
2018-01-15T00:24:51.389Z,,,,,,50,29.5
2018-01-15T00:25:01.326Z,,,,,,50,29.5
2018-01-15T00:25:11.326Z,,,,,,50,29.5
2018-01-15T00:25:21.326Z,,,,,34.8,50,29.5
2018-01-15T00:25:31.326Z,,,,,,50,29.5
2018-01-15T00:25:41.326Z,,,,,,50,29.5
2018-01-15T00:25:51.326Z,,,,,,50,29.5
2018-01-15T00:26:01.327Z,,,,,34.9,50,29.5
2018-01-15T00:26:11.326Z,,,,,,50,29.3
2018-01-15T00:26:21.326Z,,,,,,50,29.3
2018-01-15T00:26:31.326Z,,,,,,50,29.3
2018-01-15T00:26:41.326Z,,,,,,50,29.3
2018-01-15T00:26:51.326Z,,,,,35.1,50,29.3
2018-01-15T00:27:01.326Z,,,,,,50,29.3
2018-01-15T00:27:11.326Z,,,,,,50,29.3
2018-01-15T00:27:21.329Z,,,,,,50,29.3
2018-01-15T00:27:31.326Z,,,,,,50,29.3
2018-01-15T00:27:41.325Z,,,,,,50,29.3
2018-01-15T00:27:51.326Z,,,,,,50,29.3
2018-01-15T00:28:01.326Z,,,,,,50,29.3
2018-01-15T00:28:11.326Z,,,,,,50,29.3
2018-01-15T00:28:21.325Z,,,,,,50,29.3
2018-01-15T00:28:31.326Z,,,,,,50,29.3
2018-01-15T00:28:41.326Z,,,,,,50,29.3
2018-01-15T00:28:51.326Z,,,,,,50,29.3
2018-01-15T00:29:01.326Z,,,,,,50,29.3
2018-01-15T00:29:11.326Z,,,,,,50,29.3
2018-01-15T00:29:21.326Z,,,,,,50,29.3
2018-01-15T00:29:31.326Z,,,,,,50,29.3
2018-01-15T00:29:41.325Z,,,,,,50,29.3
2018-01-15T00:29:51.327Z,,,,,,50,29.3
2018-01-15T00:30:01.326Z,,,,,,50,29.3
2018-01-15T00:30:11.326Z,,,,,,50,29.3
2018-01-15T00:30:21.326Z,,,,,,50,29.3
2018-01-15T00:30:31.326Z,,,,,,50,29.3
2018-01-15T00:30:41.326Z,,,,,,50,29.2
2018-01-15T00:30:51.326Z,,,,,,50,29.2
2018-01-15T00:31:01.328Z,,,,,,50,29.2
2018-01-15T00:31:11.326Z,,,,,34.9,50,29.2
2018-01-15T00:31:21.326Z,,,,,,50,29.2
2018-01-15T00:31:31.326Z,,,,,,50,29.2
2018-01-15T00:31:41.325Z,,,,,,50,29.2
2018-01-15T00:31:51.326Z,,,,,,50,29.2
2018-01-15T00:32:01.326Z,,,,,,50,29.2
2018-01-15T00:32:11.326Z,,,,,,50,29.2
2018-01-15T00:32:21.326Z,,,,,,50,29.2
2018-01-15T00:32:31.326Z,,,,,,50,29.2
2018-01-15T00:32:41.326Z,,,,,,50,29.2
2018-01-15T00:32:51.326Z,,,,,,50,29.2
2018-01-15T00:33:01.347Z,,,,,,50,29.2
2018-01-15T00:33:11.326Z,,,,,34.8,50,29.2
2018-01-15T00:33:21.326Z,,,,,,50,29.2
2018-01-15T00:33:31.326Z,,,,,,50,29.2
2018-01-15T00:33:41.325Z,,,,,,50,29.2
2018-01-15T00:33:51.327Z,,,,,,50,29.2
2018-01-15T00:34:01.326Z,,,,,,50,29.2
2018-01-15T00:34:11.326Z,0,40,2,,38.3,50,29.2
2018-01-15T00:34:21.326Z,,32,,,41.1,50,29.2
2018-01-15T00:34:31.326Z,,29,,,38.9,50,29.2
2018-01-15T00:34:41.326Z,,,,,37.6,50,29.2
2018-01-15T00:34:51.326Z,,,,,35.9,50,29.2
2018-01-15T00:35:01.326Z,,,,,35.7,50,29.2
2018-01-15T00:35:11.325Z,,30,,,35.6,50,29.1
2018-01-15T00:35:21.325Z,,29,,,36,50,29.2
2018-01-15T00:35:31.325Z,,,,,36.5,50,29.1
2018-01-15T00:35:41.326Z,,,,,37.1,50,29.1
2018-01-15T00:35:51.326Z,,,,,37.2,50,29.1
2018-01-15T00:36:01.326Z,,,,,37.4,50,29.1
2018-01-15T00:36:11.325Z,,31,,,37.5,50,29.1
2018-01-15T00:36:21.328Z,,29,,,37.7,50,29.1
2018-01-15T00:36:31.325Z,,,,,38,50,29.1
2018-01-15T00:36:41.326Z,,,,,38.1,50,29.1
2018-01-15T00:36:51.325Z,,,,,38.3,50,29.1
2018-01-15T00:37:01.326Z,,30,,,38.5,50,29.1
2018-01-15T00:37:11.326Z,,,,,38.7,50,29.1
2018-01-15T00:37:21.325Z,,29,,,38.8,50,29.1
2018-01-15T00:37:31.326Z,,29,,,39.1,50,29.1
2018-01-15T00:37:41.325Z,,,,,39.2,50,29.1
2018-01-15T00:37:51.326Z,,,,,39.3,50,29.1
2018-01-15T00:38:01.326Z,,,,,39.5,50,29.1
2018-01-15T00:38:11.326Z,,,,,39.6,50,29.1
2018-01-15T00:38:21.325Z,,,,,39.8,50,29.2
2018-01-15T00:38:31.326Z,,30,,,40,50,29.1
2018-01-15T00:38:41.325Z,,29,,,40.1,50,29.2
2018-01-15T00:38:51.326Z,,,,,40.3,50,29.2
2018-01-15T00:39:01.326Z,,,,,40.4,50,29.2
2018-01-15T00:39:11.325Z,,30,,,40.5,50,29.2
2018-01-15T00:39:21.326Z,,29,,,40.7,50,29.2
2018-01-15T00:39:31.325Z,,,,,40.8,50,29.2
2018-01-15T00:39:41.325Z,1,,0,0,41.4,50,35.4
2018-01-15T00:39:51.326Z,0,0,0,,41,50,32.4
2018-01-15T00:40:01.328Z,,,,,41.1,50,40.8
2018-01-15T00:40:11.326Z,,,,,,50,40.9
2018-01-15T00:40:21.332Z,,,,,,50,40.8
2018-01-15T00:40:31.326Z,,,,,,50,40.6
2018-01-15T00:40:41.326Z,,,,,,50,40.5
2018-01-15T00:40:51.366Z,0,,2,59,41,50,40.3
2018-01-15T00:41:01.326Z,,,,,,50,40.2
2018-01-15T00:41:11.350Z,,,,,,50,40.1
2018-01-15T00:41:21.326Z,0,45,2,,42.2,50,39.9
2018-01-15T00:41:31.326Z,,35,,,46,50,39.8
2018-01-15T00:41:41.326Z,,29,,,43.9,50,39.7
2018-01-15T00:41:51.326Z,,30,,,42.8,50,39.5
2018-01-15T00:42:01.326Z,,29,,,41.9,50,39.4
2018-01-15T00:42:11.325Z,,30,,,40.9,50,39.3
2018-01-15T00:42:21.326Z,,,,,,50,39.2
2018-01-15T00:42:31.325Z,,29,,,41,50,39.1
2018-01-15T00:42:41.326Z,,,,,41.4,50,38.9
2018-01-15T00:42:51.326Z,1,,0,0,42.1,50,41.3
2018-01-15T00:43:01.337Z,,30,,,42.3,50,33.2
2018-01-15T00:43:11.326Z,0,0,0,,41.7,50,41.9
2018-01-15T00:43:21.326Z,0,44,0,,40.7,50,42.2
2018-01-15T00:43:31.326Z,0,0,0,,40.2,50,41.4
2018-01-15T00:43:41.326Z,,,,,40.1,50,41.3
2018-01-15T00:43:51.325Z,,,,,40,50,41.2
2018-01-15T00:44:01.326Z,,,,,,50,41.1
2018-01-15T00:44:11.325Z,,,,,,50,40.9
2018-01-15T00:44:21.326Z,0,,2,59,,50,40.8
2018-01-15T00:44:31.325Z,,,,,,50,40.7
2018-01-15T00:44:41.325Z,,,,,,50,40.6
2018-01-15T00:44:51.325Z,,,,,,50,40.5
2018-01-15T00:45:01.393Z,,,,,,50,40.4
2018-01-15T00:45:11.325Z,,,,,,50,40.3
2018-01-15T00:45:21.326Z,,,,,,50,40.3
2018-01-15T00:45:31.325Z,1,,0,0,39.6,50,40.2
2018-01-15T00:45:41.325Z,,50,,,40.1,50,38.8
2018-01-15T00:45:51.326Z,0,0,0,,41.9,50,40.4
2018-01-15T00:46:01.325Z,,,,,41.3,50,41.2
2018-01-15T00:46:11.326Z,,,,,41.2,50,41.1
2018-01-15T00:46:21.325Z,,,,,,50,40.9
2018-01-15T00:46:31.328Z,,,,,,50,40.8
2018-01-15T00:46:41.326Z,1,,0,,40.8,50,41.7
2018-01-15T00:46:51.325Z,,38,,,41.2,50,40.9
2018-01-15T00:47:01.336Z,0,0,0,,41,50,40.5
2018-01-15T00:47:11.325Z,,,,,40.9,50,40.3
2018-01-15T00:47:21.326Z,,,,,,50,40.3
2018-01-15T00:47:31.325Z,,,,,40.8,50,40.2
2018-01-15T00:47:41.325Z,,,,,,50,40.1
2018-01-15T00:47:51.325Z,0,,2,59,,50,40
2018-01-15T00:48:01.326Z,,,,,,50,39.9
2018-01-15T00:48:11.325Z,,,,,,50,39.8
2018-01-15T00:48:21.326Z,,,,,,50,39.8
2018-01-15T00:48:31.325Z,,,,,,50,39.7
2018-01-15T00:48:41.325Z,,,,,,50,39.6
2018-01-15T00:48:51.326Z,,,,,,50,39.5
2018-01-15T00:49:01.326Z,,,,,,50,39.4
2018-01-15T00:49:11.325Z,,,,,,50,39.4
2018-01-15T00:49:21.326Z,,,,,,50,39.3
2018-01-15T00:49:31.329Z,,,,,40.7,50,39.2
2018-01-15T00:49:41.325Z,,,,,,50,39.1
2018-01-15T00:49:51.326Z,,,,,40.8,50,39.1
2018-01-15T00:50:01.325Z,,,,,40.7,50,38.9
2018-01-15T00:50:11.325Z,,,,,,50,38.8
2018-01-15T00:50:21.325Z,,,,,,50,38.7
2018-01-15T00:50:31.325Z,,,,,,50,38.7
2018-01-15T00:50:41.325Z,,,,,40.8,50,38.6
2018-01-15T00:50:51.325Z,,,,,,50,38.5
2018-01-15T00:51:01.325Z,,,,,,50,38.5
2018-01-15T00:51:11.325Z,,,,,,50,38.4
2018-01-15T00:51:21.326Z,,,,,,50,38.3
2018-01-15T00:51:31.325Z,,,,,,50,38.2
2018-01-15T00:51:41.325Z,,,,,,50,38.2
2018-01-15T00:51:51.325Z,,,,,,50,38.1
2018-01-15T00:52:01.325Z,,,,,,50,38
2018-01-15T00:52:11.327Z,,,,,,50,37.9
2018-01-15T00:52:21.327Z,,,,,,50,37.9
2018-01-15T00:52:31.325Z,,,,,,50,37.8
2018-01-15T00:52:41.326Z,,,,,,50,37.7
2018-01-15T00:52:51.325Z,,,,,,50,37.7
2018-01-15T00:53:01.326Z,,,,,,50,37.6
2018-01-15T00:53:11.325Z,,,,,,50,37.5
2018-01-15T00:53:21.325Z,,,,,40.7,50,37.5
2018-01-15T00:53:31.325Z,,,,,,50,37.4
2018-01-15T00:53:41.326Z,,,,,,50,37.3
2018-01-15T00:53:51.325Z,,,,,,50,37.3
2018-01-15T00:54:01.325Z,,,,,,50,37.2
2018-01-15T00:54:11.325Z,,,,,,50,37.1
2018-01-15T00:54:21.325Z,,,,,,50,37.1
2018-01-15T00:54:31.328Z,,,,,,50,36.9
2018-01-15T00:54:41.325Z,,,,,,50,36.9
2018-01-15T00:54:51.325Z,,,,,,50,36.8
2018-01-15T00:55:01.325Z,,,,,40.6,50,36.7
2018-01-15T00:55:11.326Z,,,,,,50,36.7
2018-01-15T00:55:21.325Z,,,,,,50,36.6
2018-01-15T00:55:31.325Z,,,,,,50,36.5
2018-01-15T00:55:41.325Z,,,,,,50,36.5
2018-01-15T00:55:51.325Z,,,,,,50,36.4
2018-01-15T00:56:01.325Z,,,,,40.5,50,36.4
2018-01-15T00:56:11.380Z,,,,,,50,36.3
2018-01-15T00:56:21.374Z,,,,,,50,36.3
2018-01-15T00:56:31.362Z,,,,,,50,36.2
2018-01-15T00:56:41.352Z,,,,,,50,36.2
2018-01-15T00:56:51.341Z,0,,0,,,50,36.1
2018-01-15T00:57:01.333Z,,,,5,40.4,50,36
2018-01-15T00:57:11.331Z,,,,,,50,36
2018-01-15T00:57:21.325Z,,,,,,50,35.9
2018-01-15T00:57:31.326Z,,,,,,50,35.9
2018-01-15T00:57:41.325Z,,,,,,50,35.8
2018-01-15T00:57:51.325Z,0,,2,59,40.4,50,35.8
2018-01-15T00:58:01.326Z,0,,0,,40.3,50,35.7
2018-01-15T00:58:11.327Z,,,,5,,50,35.7
2018-01-15T00:58:21.325Z,,,,,,50,35.6
2018-01-15T00:58:31.325Z,0,,2,59,,50,35.6
2018-01-15T00:58:41.325Z,,,,,,50,35.5
2018-01-15T00:58:51.327Z,,,,,40.2,50,35.5
2018-01-15T00:59:01.332Z,,,,,,50,35.4
2018-01-15T00:59:11.325Z,,,,,,50,35.4
2018-01-15T00:59:21.328Z,,,,,,50,35.3
2018-01-15T00:59:31.326Z,,,,,,50,35.3
2018-01-15T00:59:41.329Z,,,,,,50,35.2
2018-01-15T00:59:51.332Z,,,,,40.1,50,35.2
2018-01-15T01:00:01.325Z,,,,,,50,35.1
2018-01-15T01:00:11.331Z,,,,,,50,35.1
2018-01-15T01:00:21.326Z,,,,,,50,34.9
2018-01-15T01:00:31.325Z,,,,,,50,34.9
2018-01-15T01:00:41.328Z,,,,,40,50,34.9
2018-01-15T01:00:51.325Z,,,,,,50,34.8
2018-01-15T01:01:01.327Z,,,,,,50,34.8
2018-01-15T01:01:11.330Z,,,,,,50,34.7
2018-01-15T01:01:21.335Z,,,,,,50,34.7
2018-01-15T01:01:31.335Z,,,,,,50,34.6
2018-01-15T01:01:41.330Z,,,,,39.9,50,34.6
2018-01-15T01:01:51.326Z,,,,,,50,34.5
2018-01-15T01:02:01.327Z,,,,,,50,34.5
2018-01-15T01:02:11.326Z,,,,,,50,34.5
2018-01-15T01:02:21.327Z,,,,,,50,34.4
2018-01-15T01:02:31.325Z,,,,,,50,34.4
2018-01-15T01:02:41.332Z,0,0,2,59,39.8,50,34.3
2018-01-15T01:02:51.330Z,,,,,,50,34.3
2018-01-15T01:03:01.326Z,,,,,,50,34.3
2018-01-15T01:03:11.325Z,,,,,,50,34.2
2018-01-15T01:03:21.327Z,,,,,,50,34.2
2018-01-15T01:03:31.327Z,,,,,39.7,50,34.1
2018-01-15T01:03:41.327Z,,,,,,50,34.1
2018-01-15T01:03:51.325Z,,,,,,50,34.1
2018-01-15T01:04:01.325Z,,,,,,50,34
2018-01-15T01:04:11.330Z,,,,,,50,34
2018-01-15T01:04:21.330Z,,,,,,50,34
2018-01-15T01:04:31.334Z,0,39,2,,43.6,50,33.9
2018-01-15T01:04:41.327Z,,30,,,43.5,50,33.9
2018-01-15T01:04:51.327Z,0,0,0,5,39.6,50,33.8
2018-01-15T01:05:01.336Z,,,,,33.7,50,33.8
2018-01-15T01:05:11.327Z,,,,,30.8,50,33.8
2018-01-15T01:05:21.330Z,0,,2,59,29.4,50,33.7
2018-01-15T01:05:31.325Z,,,,,29.2,50,33.7
2018-01-15T01:05:41.325Z,,,,,29.3,50,33.7
2018-01-15T01:05:51.328Z,0,,0,5,29.8,50,33.6
2018-01-15T01:06:01.329Z,0,,2,59,30.1,50,33.6
2018-01-15T01:06:11.338Z,,,,,,50,33.6
2018-01-15T01:06:21.335Z,0,,0,5,,50,33.5
2018-01-15T01:06:31.325Z,0,,2,59,30,50,33.5
2018-01-15T01:06:41.336Z,,,,,29.9,50,33.4
2018-01-15T01:06:51.329Z,,,,,29.8,50,33.4
2018-01-15T01:07:01.337Z,,,,,,50,33.4
2018-01-15T01:07:11.330Z,,,,,,50,33.3
2018-01-15T01:07:21.325Z,,,,,,50,33.3
2018-01-15T01:07:31.326Z,,,,,,50,33.3
2018-01-15T01:07:41.330Z,,,,,,50,33.2
2018-01-15T01:07:51.330Z,,,,,,50,33.2
2018-01-15T01:08:01.326Z,,,,,29.9,50,33.2
2018-01-15T01:08:11.330Z,,,,,,50,33.1
2018-01-15T01:08:21.472Z,,,,,,50,33.1
2018-01-15T01:08:31.325Z,,,,,,50,33.1
2018-01-15T01:08:41.326Z,,,,,,50,32.9
2018-01-15T01:08:51.325Z,,,,,,50,32.9
2018-01-15T01:09:01.327Z,0,,0,5,,50,32.8
2018-01-15T01:09:11.327Z,0,,2,59,,50,32.8
2018-01-15T01:09:21.327Z,,,,,,50,32.8
2018-01-15T01:09:31.358Z,,,,,30,50,32.7
2018-01-15T01:09:41.325Z,,,,,,50,32.7
2018-01-15T01:09:51.325Z,,,,,30.2,50,32.7
2018-01-15T01:10:01.325Z,,,,,30.4,50,32.6
2018-01-15T01:10:11.325Z,,,,,30.6,50,32.6
2018-01-15T01:10:21.326Z,,,,,31.1,50,32.5
2018-01-15T01:10:31.335Z,,,,,31.2,50,32.5
2018-01-15T01:10:41.328Z,,,,,31.5,50,32.5
2018-01-15T01:10:51.326Z,,,,,31.8,50,32.4
2018-01-15T01:11:01.335Z,,,,,32.1,50,32.4
2018-01-15T01:11:11.339Z,,,,,32.4,50,32.4
2018-01-15T01:11:21.384Z,,,,,32.7,50,32.3
2018-01-15T01:11:31.327Z,,,,,33.1,50,32.3
2018-01-15T01:11:41.327Z,,,,,33.4,50,32.3
2018-01-15T01:11:51.352Z,,,,,33.7,50,32.2
2018-01-15T01:12:01.330Z,,,,,34,50,32.2
2018-01-15T01:12:11.329Z,,,,,34.1,50,32.2
2018-01-15T01:12:21.396Z,,,,,34.3,50,32.1
2018-01-15T01:12:31.330Z,,,,,34.5,50,32.1
2018-01-15T01:12:41.330Z,,,,,34.7,50,32
2018-01-15T01:12:51.330Z,,,,,34.9,50,32
2018-01-15T01:13:01.326Z,,,,,35.1,50,32
2018-01-15T01:13:11.344Z,,,,,35.2,50,31.9
2018-01-15T01:13:21.325Z,,,,,35.3,50,31.9
2018-01-15T01:13:31.330Z,,,,,,50,31.9
2018-01-15T01:13:41.330Z,,,,,35.4,50,31.8
2018-01-15T01:13:51.325Z,,,,,,50,31.8
2018-01-15T01:14:01.325Z,,,,,35.3,50,31.8
2018-01-15T01:14:11.325Z,,,,,,50,31.6
2018-01-15T01:14:21.336Z,,,,,,50,31.6
2018-01-15T01:14:31.375Z,,,,,35.2,50,31.6
2018-01-15T01:14:41.326Z,,,,,,50,31.5
2018-01-15T01:14:51.325Z,,,,,35.1,50,31.5
2018-01-15T01:15:01.325Z,,,,,34.9,50,31.5
2018-01-15T01:15:11.340Z,,,,,,50,31.5
2018-01-15T01:15:21.332Z,,,,,34.8,50,31.4
2018-01-15T01:15:31.327Z,,,,,34.7,50,31.4
2018-01-15T01:15:41.350Z,,,,,,50,31.4
2018-01-15T01:15:51.336Z,,,,,34.6,50,31.3
2018-01-15T01:16:01.343Z,,,,,34.5,50,31.3
2018-01-15T01:16:11.344Z,,,,,34.4,50,31.3
2018-01-15T01:16:21.325Z,,,,,,50,31.3
2018-01-15T01:16:31.325Z,,,,,34.3,50,31.2
2018-01-15T01:16:41.325Z,,,,,34.2,50,31.2
2018-01-15T01:16:51.325Z,,,,,,50,31
2018-01-15T01:17:01.325Z,,,,,34.1,50,31
2018-01-15T01:17:11.325Z,,,,,34,50,31
2018-01-15T01:17:21.325Z,,,,,33.9,50,31
2018-01-15T01:17:31.325Z,,,,,,50,30.9
2018-01-15T01:17:41.325Z,,,,,33.8,50,30.9
2018-01-15T01:17:51.324Z,,,,,,50,30.9
2018-01-15T01:18:01.325Z,,,,,33.7,50,30.9
2018-01-15T01:18:11.325Z,,,,,33.6,50,30.8
2018-01-15T01:18:21.325Z,,,,,,50,30.8
2018-01-15T01:18:31.325Z,,,,,33.5,50,30.8
2018-01-15T01:18:41.324Z,,,,,,50,30.7
2018-01-15T01:18:51.325Z,,,,,33.4,50,30.7
2018-01-15T01:19:01.325Z,,,,,33.3,50,30.7
