Time,HwTSet,PrimTSet,ActPow,HwTOutlet,ChActive,PrimT,HwActive
2017-11-16T06:07:13.499Z,52,,,30.2,,,
2017-11-16T06:07:33.484Z,52,,,30.2,,,
2017-11-16T06:07:43.481Z,,,,,,32.5,
2017-11-16T06:07:53.482Z,52,,,30.1,,,
2017-11-16T06:08:13.486Z,52,,,30.1,,,
2017-11-16T06:08:33.485Z,52,,,30,,,
2017-11-16T06:08:53.486Z,52,,,29.8,,,
2017-11-16T06:09:13.545Z,52,,,29.8,,,
2017-11-16T06:09:33.511Z,52,,,29.7,,,
2017-11-16T06:09:43.484Z,,,,,,32.4,
2017-11-16T06:09:53.568Z,52,,,29.7,,,
2017-11-16T06:10:03.567Z,52,,,29.6,,,
2017-11-16T06:10:13.482Z,52,,,29.6,,,
2017-11-16T06:10:33.500Z,52,,,29.6,,,
2017-11-16T06:10:53.493Z,52,,,29.5,,,
2017-11-16T06:11:13.512Z,52,,,29.5,,,
2017-11-16T06:11:33.482Z,52,,,29.3,,,
2017-11-16T06:11:43.491Z,,,,,,32.3,
2017-11-16T06:11:53.487Z,52,,,29.2,,,
2017-11-16T06:12:03.567Z,52,,,29.2,,,
2017-11-16T06:12:13.488Z,52,,,29.2,,,
2017-11-16T06:12:33.482Z,52,,,29.2,,,
2017-11-16T06:12:53.481Z,52,,,29.1,,,
2017-11-16T06:13:13.485Z,52,,,29.1,,,
2017-11-16T06:13:33.483Z,52,,,29,,,
2017-11-16T06:13:43.482Z,,,,,,32.3,
2017-11-16T06:13:53.481Z,52,,,29,,32.2,
2017-11-16T06:14:13.489Z,52,,,29,,,
2017-11-16T06:14:33.481Z,52,,,28.9,,,
2017-11-16T06:14:53.481Z,52,,,28.9,,,
2017-11-16T06:15:13.481Z,52,,,28.7,,,
2017-11-16T06:15:33.481Z,52,,,28.7,,,
2017-11-16T06:15:53.481Z,52,,,28.6,,32.1,
2017-11-16T06:16:03.568Z,52,,,28.6,,,
2017-11-16T06:16:13.481Z,52,,,28.6,,,
2017-11-16T06:16:33.482Z,52,,,28.6,,,
2017-11-16T06:16:53.481Z,52,,,28.5,,,
2017-11-16T06:17:13.481Z,52,,,28.5,,,
2017-11-16T06:17:43.504Z,52,,,28.5,,,
2017-11-16T06:17:53.496Z,52,,,28.4,,,
2017-11-16T06:18:13.484Z,52,,,28.4,,,
2017-11-16T06:18:43.481Z,52,,,28.4,,32,
2017-11-16T06:18:53.481Z,52,,,28.3,,,
2017-11-16T06:19:13.495Z,52,,,28.3,,,
2017-11-16T06:19:43.481Z,52,,,28.1,,,
2017-11-16T06:19:53.481Z,52,,,28.1,,,
2017-11-16T06:20:13.481Z,52,,,28.1,,,
2017-11-16T06:20:43.498Z,52,,,28,,,
2017-11-16T06:20:53.500Z,52,,,28,,,
2017-11-16T06:21:03.587Z,52,,,28,,31.9,
2017-11-16T06:21:13.499Z,52,,,28,,31.9,
2017-11-16T06:21:23.535Z,,,,,,32,
2017-11-16T06:21:33.516Z,,,,,,31.9,
2017-11-16T06:21:43.497Z,52,,,28,,,
2017-11-16T06:21:53.495Z,52,,,27.9,,32,
2017-11-16T06:22:03.591Z,,,,,,31.9,
2017-11-16T06:22:13.496Z,52,,,27.9,,,
2017-11-16T06:22:33.481Z,52,,,27.9,,,
2017-11-16T06:22:43.481Z,52,,,27.9,,,
2017-11-16T06:22:53.502Z,52,,,27.9,,,
2017-11-16T06:23:03.694Z,52,,,27.8,,,
2017-11-16T06:23:23.482Z,52,,,27.8,,,
2017-11-16T06:23:43.555Z,52,,,27.8,,,
2017-11-16T06:23:53.486Z,52,,,27.7,,,
2017-11-16T06:24:13.481Z,52,,,27.7,,,
2017-11-16T06:24:43.549Z,52,,,27.7,,,
2017-11-16T06:24:53.494Z,52,,,27.7,,,
2017-11-16T06:25:03.621Z,52,,,27.7,,31.8,
2017-11-16T06:25:13.521Z,52,,,27.5,,,
2017-11-16T06:25:43.501Z,52,,,27.5,,,
2017-11-16T06:25:53.484Z,52,,,27.5,,,
2017-11-16T06:26:03.561Z,52,,,27.5,,,
2017-11-16T06:26:13.481Z,52,,,27.5,,,
2017-11-16T06:26:43.481Z,52,,,27.5,,,
2017-11-16T06:26:53.481Z,52,,,27.4,,,
2017-11-16T06:27:13.480Z,52,,,27.4,,,
2017-11-16T06:27:43.486Z,52,,,27.4,,,
2017-11-16T06:27:53.660Z,52,,,27.4,,,
2017-11-16T06:28:03.520Z,52,,,27.4,,,
2017-11-16T06:28:13.483Z,52,,,27.3,,,
2017-11-16T06:28:23.485Z,52,,,27.3,,31.7,
2017-11-16T06:28:33.481Z,52,0,46,30.3,0,32,2
2017-11-16T06:28:43.481Z,,,85,,,33.4,
2017-11-16T06:28:53.482Z,52,,0,32.8,0,37.2,0
2017-11-16T06:29:03.562Z,52,,,33.4,0,37.4,0
2017-11-16T06:29:13.482Z,,,,,,37.3,
2017-11-16T06:29:23.490Z,52,,,33.3,,,
2017-11-16T06:29:33.483Z,52,,,36.4,,37.4,
2017-11-16T06:29:43.486Z,,,,,,36.2,
2017-11-16T06:29:53.499Z,52,,,36.5,,36,
2017-11-16T06:30:03.578Z,52,,,36.5,0,36.1,2
2017-11-16T06:30:13.483Z,52,,72,34.5,0,37.5,2
2017-11-16T06:30:23.482Z,52,,103,38.2,,42,
2017-11-16T06:30:33.498Z,,,103,,,47.6,
2017-11-16T06:30:43.481Z,52,,98,43.6,,51.2,
2017-11-16T06:30:53.483Z,52,,85,51.5,,54.8,
2017-11-16T06:31:03.660Z,,,0,,0,56.3,0
2017-11-16T06:31:13.481Z,,,,,0,56.1,0
2017-11-16T06:31:23.578Z,52,,,53.3,,54.4,
2017-11-16T06:31:33.498Z,52,,,52.7,,54.1,
2017-11-16T06:31:43.481Z,,,,,,54,
2017-11-16T06:31:53.484Z,52,,,52.5,,53.9,
2017-11-16T06:32:03.562Z,52,,,52.2,,,
2017-11-16T06:32:13.481Z,52,,,52,,,
2017-11-16T06:32:23.481Z,52,5,0,51.7,0,53.9,0
2017-11-16T06:32:43.481Z,52,,,51.4,,53.8,
2017-11-16T06:32:53.481Z,52,,,50.9,,,
2017-11-16T06:33:03.584Z,52,,,50.7,,53.7,
2017-11-16T06:33:13.482Z,52,,,50.2,,,
2017-11-16T06:33:23.513Z,52,,,50.2,,53.6,
2017-11-16T06:33:43.481Z,52,,,49.9,,,
2017-11-16T06:33:53.495Z,52,,,49.4,,53.5,
2017-11-16T06:34:03.561Z,52,,,49.2,,,
2017-11-16T06:34:13.481Z,,,,,,53.4,
2017-11-16T06:34:23.497Z,52,,,48.8,,,
2017-11-16T06:34:43.481Z,52,,,48.5,,53.3,
2017-11-16T06:34:53.481Z,52,,,48.1,,53.2,
2017-11-16T06:35:03.561Z,52,,,48,,53.1,
2017-11-16T06:35:13.482Z,52,,,47.5,,,
2017-11-16T06:35:23.481Z,52,,,47.5,,53,
2017-11-16T06:35:43.480Z,52,,,47.4,,52.9,
2017-11-16T06:35:53.481Z,52,,,47,,,
2017-11-16T06:36:03.562Z,52,,,46.4,,52.8,
2017-11-16T06:36:13.481Z,,,,,,52.7,
2017-11-16T06:36:23.481Z,52,,,46.3,0,52.6,2
2017-11-16T06:36:33.481Z,,,0,,0,50.2,0
2017-11-16T06:36:43.481Z,52,,,46.9,,49.7,
2017-11-16T06:36:53.481Z,52,,,46.4,,50.1,
2017-11-16T06:37:03.561Z,,,,,,49.9,
2017-11-16T06:37:23.481Z,52,,,46.1,,,
2017-11-16T06:37:33.481Z,,,,,,49.8,
2017-11-16T06:37:43.480Z,52,,,46,,,
2017-11-16T06:37:53.493Z,52,,,45.7,0,,0
2017-11-16T06:38:03.560Z,52,,,45.6,,,
2017-11-16T06:38:13.500Z,52,,,45.4,,49.6,
2017-11-16T06:38:23.481Z,52,,,45.3,,,
2017-11-16T06:38:43.481Z,52,,,45.1,,,
2017-11-16T06:38:53.492Z,52,,,44.9,,49.5,
2017-11-16T06:39:03.561Z,52,,,44.7,,,
2017-11-16T06:39:13.481Z,,,,,,49.4,
2017-11-16T06:39:23.486Z,52,,,44.3,,,
2017-11-16T06:39:43.481Z,52,,,44.2,,,
2017-11-16T06:39:53.481Z,52,,,43.9,,49.3,
2017-11-16T06:40:03.561Z,52,,,43.8,,,
2017-11-16T06:40:13.481Z,,,,,,49.2,
2017-11-16T06:40:23.486Z,52,,,43.5,,,
2017-11-16T06:40:43.481Z,52,,,43.4,,,
2017-11-16T06:40:53.522Z,52,,,43.1,,49.1,
2017-11-16T06:41:03.604Z,52,,,43,,,
2017-11-16T06:41:13.481Z,52,,,42.7,,,
2017-11-16T06:41:23.487Z,52,,,42.7,,49,
2017-11-16T06:41:43.481Z,52,,,42.6,,,
2017-11-16T06:41:53.481Z,52,58,,42.3,1,48.9,0
2017-11-16T06:42:03.561Z,52,,,42.1,,,
2017-11-16T06:42:13.481Z,52,,,41.9,,,
2017-11-16T06:42:23.481Z,,5,,,0,48.8,0
2017-11-16T06:42:33.481Z,52,,,41.8,,,
2017-11-16T06:42:43.481Z,,5,,,0,,0
2017-11-16T06:42:53.481Z,52,58,,41.6,1,48.7,0
2017-11-16T06:43:13.491Z,52,,,41.3,,,
2017-11-16T06:43:23.481Z,52,,,41.2,,,
2017-11-16T06:43:33.481Z,,,,,,48.6,
2017-11-16T06:43:43.481Z,52,,,41.1,,,
2017-11-16T06:43:53.481Z,52,,,40.8,,48.5,
2017-11-16T06:44:03.561Z,52,,,40.7,,,
2017-11-16T06:44:13.481Z,,,,,,48.4,
2017-11-16T06:44:23.481Z,52,,,40.4,,,
2017-11-16T06:44:43.482Z,52,,,40.3,,,
2017-11-16T06:44:53.481Z,52,,,40.1,,48.3,
2017-11-16T06:45:03.561Z,52,,,40,,,
2017-11-16T06:45:13.481Z,52,,,39.9,,48.2,
2017-11-16T06:45:23.481Z,52,5,,39.8,0,,0
2017-11-16T06:45:53.481Z,52,,,39.5,,48.1,
2017-11-16T06:46:03.584Z,52,,,39.3,,,
2017-11-16T06:46:13.481Z,,,,,,48,
2017-11-16T06:46:23.591Z,52,,,39.2,,,
2017-11-16T06:46:43.480Z,52,,,39.1,,,
2017-11-16T06:46:53.485Z,52,,,38.8,,47.9,
2017-11-16T06:47:03.561Z,52,,,38.7,,,
2017-11-16T06:47:13.480Z,52,,,38.6,,,
2017-11-16T06:47:23.481Z,52,,,38.5,,,
2017-11-16T06:47:33.481Z,,,,,,47.8,
2017-11-16T06:47:43.481Z,52,,,38.4,,,
2017-11-16T06:47:53.481Z,52,,,38.3,,47.7,
2017-11-16T06:48:03.561Z,52,,,38.2,,,
2017-11-16T06:48:13.491Z,52,,,38.1,,,
2017-11-16T06:48:23.491Z,52,,,38,,,
2017-11-16T06:48:33.480Z,,,,,,47.6,
2017-11-16T06:48:43.481Z,52,,,37.9,,,
2017-11-16T06:48:53.481Z,52,,,37.7,,47.4,
2017-11-16T06:49:03.561Z,52,,,37.6,,,
2017-11-16T06:49:23.482Z,52,,,37.5,,,
2017-11-16T06:49:43.481Z,52,,,37.4,,,
2017-11-16T06:49:53.512Z,52,,,37.2,,47.3,
2017-11-16T06:50:03.561Z,52,,,37.2,,,
2017-11-16T06:50:23.484Z,52,,,36.8,,47.2,
2017-11-16T06:50:33.483Z,52,58,,36.7,1,47.6,0
2017-11-16T06:50:43.501Z,52,,32,36.6,,50.2,
2017-11-16T06:50:53.498Z,52,,29,36.6,,40.2,
2017-11-16T06:51:03.561Z,,,29,,,36.3,
2017-11-16T06:51:13.481Z,52,,,36.5,,,
2017-11-16T06:51:23.501Z,,,,,,33.8,
2017-11-16T06:51:33.480Z,52,,,36.4,,32.9,
2017-11-16T06:51:43.481Z,,,30,,,30.2,
2017-11-16T06:51:53.484Z,52,,30,36.2,,29.4,
2017-11-16T06:52:03.582Z,,,29,,,,
2017-11-16T06:52:13.481Z,52,,29,36.1,,30,
2017-11-16T06:52:23.481Z,,,30,,,,
2017-11-16T06:52:33.481Z,52,,,36,,,
2017-11-16T06:52:43.531Z,,,29,,,30.1,
2017-11-16T06:52:53.482Z,52,,30,35.8,,30.3,
2017-11-16T06:53:03.561Z,52,,,35.8,,30.4,
2017-11-16T06:53:13.481Z,52,,,35.7,,30.6,
2017-11-16T06:53:23.481Z,52,,,35.6,,,
2017-11-16T06:53:33.481Z,,,29,,,31.1,
2017-11-16T06:53:43.481Z,52,,,35.6,,31.2,
2017-11-16T06:53:53.504Z,52,,29,35.4,,31.7,
2017-11-16T06:54:03.561Z,52,,,35.4,,31.9,
2017-11-16T06:54:13.481Z,52,,29,35.3,,32.2,
2017-11-16T06:54:23.488Z,52,,,35.3,,32.4,
2017-11-16T06:54:43.488Z,52,,,35.2,,33.1,
2017-11-16T06:54:53.481Z,52,,29,35.1,,33.3,
2017-11-16T06:55:03.561Z,52,,,34.9,,33.6,
2017-11-16T06:55:13.481Z,52,,,34.8,,33.8,
2017-11-16T06:55:23.526Z,,,30,,,34.1,
2017-11-16T06:55:35.994Z,52,,29,34.7,,34.3,
2017-11-16T06:55:43.481Z,52,,,34.6,,34.5,
2017-11-16T06:55:53.481Z,52,,0,34.6,1,32.9,0
2017-11-16T06:56:03.561Z,52,,,34.5,,31.7,
2017-11-16T06:56:13.490Z,,,,,,30.5,
2017-11-16T06:56:33.481Z,52,,,34.4,,30.2,
2017-11-16T06:56:43.481Z,52,,,34.4,,30.1,
2017-11-16T06:56:53.482Z,52,,,34.3,,29.9,
2017-11-16T06:57:03.588Z,52,,,34.2,,,
2017-11-16T06:57:13.495Z,52,,,34.2,,,
2017-11-16T06:57:23.483Z,,,,,,29.8,
2017-11-16T06:57:33.481Z,52,,,34.1,,,
2017-11-16T06:57:43.481Z,,,,,,29.6,
2017-11-16T06:57:53.481Z,52,,,33.9,,29.5,
2017-11-16T06:58:03.561Z,,,,,,29.4,
2017-11-16T06:58:13.480Z,52,,,33.9,,,
2017-11-16T06:58:23.481Z,52,,,33.8,,,
2017-11-16T06:58:33.480Z,,,,,,29.5,
2017-11-16T06:58:43.481Z,52,,,33.7,,,
2017-11-16T06:58:53.482Z,52,,,33.6,,29.4,
2017-11-16T06:59:03.561Z,52,,,33.6,,,
2017-11-16T06:59:23.486Z,52,,,33.5,,,
2017-11-16T06:59:33.481Z,,,,,,29.5,
2017-11-16T06:59:43.484Z,52,,,33.4,,,
2017-11-16T06:59:53.483Z,52,,,33.3,,,
2017-11-16T07:00:03.718Z,52,,,33.3,,,
2017-11-16T07:00:13.481Z,52,,,33.2,,,
2017-11-16T07:00:23.564Z,52,,,33.2,,,
2017-11-16T07:00:43.481Z,52,,,33.1,,30,
2017-11-16T07:00:53.481Z,52,,,32.9,,30.4,
2017-11-16T07:01:03.561Z,52,,,32.9,,31.2,
2017-11-16T07:01:13.482Z,52,,,32.8,,,
2017-11-16T07:01:23.481Z,,5,,,0,31.5,0
2017-11-16T07:01:33.481Z,,,,,,32,
2017-11-16T07:01:43.485Z,52,,,32.8,,32.4,
2017-11-16T07:01:53.481Z,52,58,,32.7,1,33.3,0
2017-11-16T07:02:03.561Z,52,,,32.6,,33.7,
2017-11-16T07:02:13.481Z,52,,,32.6,,34,
2017-11-16T07:02:23.481Z,,,,,,34.1,
2017-11-16T07:02:33.481Z,52,5,,32.5,0,34.4,0
2017-11-16T07:02:43.481Z,52,,,32.5,,34.7,
2017-11-16T07:02:53.481Z,52,58,,32.4,1,35.1,0
2017-11-16T07:03:03.562Z,52,5,,32.3,0,35.4,0
2017-11-16T07:03:36.204Z,52,,,32.3,,35.8,
2017-11-16T07:03:43.481Z,52,,,32.2,,35.9,
2017-11-16T07:03:53.483Z,52,,,32.1,,36,
2017-11-16T07:04:03.561Z,,,,,,35.9,
2017-11-16T07:04:13.494Z,52,,,32.1,,,
2017-11-16T07:04:23.480Z,52,,,32,,,
2017-11-16T07:04:33.481Z,,,,,,35.8,
2017-11-16T07:04:43.484Z,52,,,32,,,
2017-11-16T07:04:53.481Z,52,,,31.9,,35.6,
2017-11-16T07:05:03.562Z,52,,,31.9,,,
2017-11-16T07:05:13.481Z,52,,,31.8,,35.4,
2017-11-16T07:05:23.486Z,52,,,31.8,,35.3,
2017-11-16T07:05:43.481Z,52,,,31.6,,35.2,
2017-11-16T07:05:53.481Z,52,,,31.6,,34.9,
2017-11-16T07:06:03.560Z,52,,,31.5,,34.8,
2017-11-16T07:06:13.497Z,52,,,31.5,,,
2017-11-16T07:06:23.480Z,,,,,,34.6,
2017-11-16T07:06:33.483Z,52,,,31.5,,,
2017-11-16T07:06:43.491Z,,,,,,34.5,
2017-11-16T07:06:53.520Z,52,,,31.3,,34.4,
2017-11-16T07:07:03.561Z,52,,,31.3,,34.3,
2017-11-16T07:07:13.481Z,52,,,31.2,,34.2,
2017-11-16T07:07:23.481Z,,,,,,34.1,
2017-11-16T07:07:33.480Z,52,,,31.2,,,
2017-11-16T07:07:43.482Z,,,,,,34,
2017-11-16T07:07:53.481Z,52,,,31.2,,33.9,
2017-11-16T07:08:03.567Z,52,,,31,,33.8,
2017-11-16T07:08:13.481Z,52,,,31,,,
2017-11-16T07:08:23.482Z,,,,,,33.7,
2017-11-16T07:08:33.481Z,52,,,30.9,,,
2017-11-16T07:08:43.480Z,,,,,,33.6,
2017-11-16T07:08:53.489Z,52,,,30.8,,33.5,
2017-11-16T07:09:03.561Z,,,,,,33.4,
2017-11-16T07:09:13.481Z,52,,,30.8,,33.3,
2017-11-16T07:09:23.480Z,52,,,30.7,,,
2017-11-16T07:09:43.552Z,52,,,30.7,,33.2,
2017-11-16T07:09:53.482Z,52,,,30.7,,33.1,
2017-11-16T07:10:03.699Z,52,,,30.6,,32.9,
2017-11-16T07:10:13.506Z,52,,,30.6,,,
2017-11-16T07:10:23.481Z,52,,,30.6,,,
2017-11-16T07:10:33.481Z,,,,,,32.8,
2017-11-16T07:10:43.481Z,52,,,30.4,,,
2017-11-16T07:10:53.491Z,52,,,30.4,,32.7,
2017-11-16T07:11:03.590Z,52,,,30.3,,,
2017-11-16T07:11:13.493Z,,,,,,32.6,
2017-11-16T07:11:23.481Z,52,,,30.3,,,
2017-11-16T07:11:33.481Z,,,,,,32.5,
2017-11-16T07:11:43.481Z,52,,,30.3,,,
2017-11-16T07:11:53.567Z,52,,,30.2,,32.4,
2017-11-16T07:12:03.631Z,52,,,30.2,,,
2017-11-16T07:12:13.567Z,52,,,30.1,,32.3,
2017-11-16T07:12:23.481Z,52,,,30.1,,,
2017-11-16T07:12:43.487Z,52,,,30.1,,,
2017-11-16T07:12:53.524Z,52,,,30.1,,32.2,
2017-11-16T07:13:03.604Z,52,,,30,,32.1,
2017-11-16T07:13:13.530Z,52,,,30,,,
2017-11-16T07:13:23.509Z,52,,,30,,,
2017-11-16T07:13:33.485Z,52,,,30,,,
2017-11-16T07:13:43.491Z,,,,,,32,
2017-11-16T07:13:53.481Z,52,,,29.8,,,
2017-11-16T07:14:03.561Z,52,,,29.8,,31.9,
2017-11-16T07:14:23.482Z,52,,,29.7,,,
2017-11-16T07:14:43.481Z,52,,,29.7,,,
2017-11-16T07:14:53.481Z,52,,,29.7,,31.8,
2017-11-16T07:15:03.562Z,52,,,29.6,,,
2017-11-16T07:15:13.480Z,,,,,,31.7,
2017-11-16T07:15:23.481Z,52,,,29.6,,,
2017-11-16T07:15:43.525Z,52,,,29.6,,,
2017-11-16T07:15:53.492Z,52,,,29.5,,31.6,
2017-11-16T07:16:03.576Z,52,,,29.5,,,
2017-11-16T07:16:23.504Z,52,,,29.5,,,
2017-11-16T07:16:43.495Z,52,,,29.3,,,
2017-11-16T07:16:53.579Z,52,,,29.3,,31.5,
2017-11-16T07:17:03.650Z,52,,,29.3,,,
2017-11-16T07:17:23.552Z,52,,,29.2,,,
2017-11-16T07:17:33.588Z,,,,,,31.4,
2017-11-16T07:17:43.593Z,52,,,29.2,,,
2017-11-16T07:17:53.549Z,52,,,29.2,,,
2017-11-16T07:18:03.530Z,52,,,29.2,,,
2017-11-16T07:18:13.547Z,52,,,29.1,,31.3,
2017-11-16T07:18:23.518Z,52,,,29.1,,,
2017-11-16T07:18:43.507Z,52,,,29.1,,,
2017-11-16T07:18:53.521Z,52,,,29.1,,,
2017-11-16T07:19:03.562Z,52,,,29,,,
2017-11-16T07:19:13.526Z,52,,,29,,31.2,
2017-11-16T07:19:23.484Z,52,,,29,,,
2017-11-16T07:19:43.498Z,52,,,29,,,
2017-11-16T07:19:53.503Z,52,,,29,,,
2017-11-16T07:20:03.692Z,52,,,28.9,,,
2017-11-16T07:20:13.546Z,,,,,,31.1,
2017-11-16T07:20:23.514Z,52,,,28.9,,,
2017-11-16T07:20:43.551Z,52,,,28.9,,,
2017-11-16T07:20:53.525Z,52,,,28.7,,,
2017-11-16T07:21:03.520Z,52,,,28.7,,,
2017-11-16T07:21:13.484Z,52,,,28.7,,,
2017-11-16T07:21:23.574Z,,,,,,30.9,
2017-11-16T07:21:33.530Z,52,,,28.7,,,
2017-11-16T07:21:53.492Z,52,,,28.6,,,
2017-11-16T07:22:13.536Z,52,,,28.6,,,
2017-11-16T07:22:27.113Z,52,,,28.6,,,
2017-11-16T07:22:43.483Z,52,,,28.6,,,
2017-11-16T07:22:53.521Z,52,,,28.6,,30.8,
2017-11-16T07:23:03.566Z,52,,,28.5,,,
2017-11-16T07:23:23.486Z,52,,,28.5,,,
2017-11-16T07:23:43.480Z,52,,,28.5,,,
2017-11-16T07:23:53.480Z,52,,,28.5,,,
2017-11-16T07:24:03.563Z,52,,,28.4,,,
2017-11-16T07:24:13.481Z,52,,,28.4,,,
2017-11-16T07:24:23.480Z,52,,,28.4,,,
2017-11-16T07:24:43.480Z,52,,,28.4,,,
2017-11-16T07:24:53.525Z,52,,,28.4,,30.7,
2017-11-16T07:25:03.560Z,52,,,28.3,,,
2017-11-16T07:25:23.480Z,52,,,28.3,,,
2017-11-16T07:25:43.490Z,52,,,28.3,,,
2017-11-16T07:25:53.485Z,52,,,28.3,,,
2017-11-16T07:26:03.561Z,52,,,28.3,,,
2017-11-16T07:26:23.480Z,52,,,28.1,,,
2017-11-16T07:26:43.480Z,52,,,28.1,,,
2017-11-16T07:26:53.493Z,52,,,28.1,,30.6,
2017-11-16T07:27:03.561Z,52,,,28.1,,,
2017-11-16T07:27:23.481Z,52,,,28.1,,,
2017-11-16T07:27:43.480Z,52,,,28,,,
2017-11-16T07:27:53.501Z,52,,,28,,,
2017-11-16T07:28:03.561Z,52,,,28,,,
2017-11-16T07:28:13.519Z,52,,,28,,,
2017-11-16T07:28:23.521Z,52,,,28,,,
2017-11-16T07:28:43.538Z,52,,,28,,,
2017-11-16T07:28:53.480Z,52,,,27.9,,,
2017-11-16T07:29:03.560Z,52,,,27.9,,,
2017-11-16T07:29:13.489Z,52,,,27.9,,,
2017-11-16T07:29:23.486Z,52,58,,27.9,1,30.5,0
2017-11-16T07:29:33.480Z,52,,43,27.9,1,32.3,0
2017-11-16T07:29:43.480Z,52,,41,27.9,,34,
2017-11-16T07:29:53.522Z,52,,30,27.8,,33.3,
2017-11-16T07:30:03.561Z,52,,0,27.8,0,31.9,0
2017-11-16T07:30:13.481Z,52,,,27.8,0,31.6,0
2017-11-16T07:30:23.493Z,,,,,,27.7,
2017-11-16T07:30:33.480Z,52,,,27.8,,27.3,
2017-11-16T07:30:43.484Z,,,,,,25.3,
2017-11-16T07:30:53.483Z,52,,,27.8,,24.7,
2017-11-16T07:31:03.561Z,52,,,27.8,,25.1,
2017-11-16T07:31:13.481Z,,58,,,1,25.2,0
2017-11-16T07:31:23.484Z,,,,,,25.3,
2017-11-16T07:31:33.480Z,52,,,27.8,,,
2017-11-16T07:31:43.480Z,52,,,27.8,,25.4,
2017-11-16T07:31:53.481Z,52,,,27.7,,25.2,
2017-11-16T07:32:03.561Z,52,,,27.7,,24.9,
2017-11-16T07:32:23.481Z,52,58,0,27.7,1,24.9,0
2017-11-16T07:32:33.480Z,,5,,,0,,0
2017-11-16T07:32:43.482Z,52,,,27.7,,25.1,
2017-11-16T07:32:53.483Z,52,58,,27.7,1,25.2,0
2017-11-16T07:33:03.704Z,52,,,27.5,,,
2017-11-16T07:33:13.489Z,52,,,27.7,,,
2017-11-16T07:33:23.481Z,52,,,27.7,,,
2017-11-16T07:33:43.494Z,52,,,27.5,,,
2017-11-16T07:33:53.505Z,52,,,27.5,,25.1,
2017-11-16T07:34:03.565Z,52,,,27.5,,,
2017-11-16T07:34:13.481Z,52,,,27.5,,,
2017-11-16T07:34:23.481Z,52,,,27.5,,,
2017-11-16T07:34:53.481Z,52,,,27.5,,,
2017-11-16T07:35:13.480Z,52,,,27.4,,,
2017-11-16T07:35:23.481Z,52,,,27.4,,,
2017-11-16T07:35:43.480Z,52,,,27.4,,,
2017-11-16T07:35:53.481Z,52,,,27.4,,25.2,
2017-11-16T07:36:03.560Z,52,,,27.4,,,
2017-11-16T07:36:23.480Z,52,,,27.4,,,
2017-11-16T07:36:43.480Z,52,,,27.4,,,
2017-11-16T07:36:53.480Z,52,,,27.3,,,
2017-11-16T07:37:03.560Z,52,,,27.3,,,
2017-11-16T07:37:23.481Z,52,,,27.3,,,
2017-11-16T07:37:43.498Z,52,,,27.3,,,
2017-11-16T07:37:53.481Z,52,,,27.3,,25.3,
2017-11-16T07:38:03.566Z,52,,,27.2,,,
2017-11-16T07:38:13.480Z,52,,,27.2,,,
2017-11-16T07:38:23.516Z,52,,,27.2,,,
2017-11-16T07:38:43.480Z,52,,,27.2,,,
2017-11-16T07:38:53.486Z,52,,,27.2,,25.4,
2017-11-16T07:39:03.586Z,52,,,27.2,,,
2017-11-16T07:39:13.515Z,,,,,,25.5,
2017-11-16T07:39:23.541Z,52,,,27.1,,,
2017-11-16T07:39:43.497Z,52,,,27.1,,,
2017-11-16T07:39:53.487Z,52,,,27.1,,25.7,
2017-11-16T07:40:03.579Z,52,,,27.1,,,
2017-11-16T07:40:13.496Z,52,,,27.1,,,
2017-11-16T07:40:23.551Z,52,,,27.1,,25.8,
2017-11-16T07:40:43.511Z,52,,,27.1,,,
2017-11-16T07:40:53.483Z,52,,,26.9,,,
2017-11-16T07:41:03.625Z,52,,,26.9,,,
2017-11-16T07:41:13.578Z,,,,,,25.9,
2017-11-16T07:41:23.496Z,52,,,26.9,,,
2017-11-16T07:41:43.483Z,52,,,26.9,,,
2017-11-16T07:41:53.492Z,52,,,26.9,,26,
2017-11-16T07:42:13.481Z,52,,,26.9,,,
2017-11-16T07:42:23.573Z,52,,,26.8,,,
2017-11-16T07:42:43.540Z,52,,,26.8,,,
2017-11-16T07:42:53.526Z,52,,,26.8,,26.1,
2017-11-16T07:43:03.583Z,52,,,26.8,,,
2017-11-16T07:43:13.480Z,,,,,,26.3,
2017-11-16T07:43:23.485Z,52,,,26.8,,,
2017-11-16T07:43:43.573Z,52,,,26.8,,,
2017-11-16T07:43:53.591Z,52,,,26.7,,26.4,
2017-11-16T07:44:03.597Z,52,,,26.7,,,
2017-11-16T07:44:13.506Z,,,,,,26.5,
2017-11-16T07:44:23.514Z,52,,,26.7,,,
2017-11-16T07:44:43.482Z,52,,,26.7,,,
2017-11-16T07:44:53.489Z,52,,,26.7,,26.6,
2017-11-16T07:45:03.564Z,52,,,26.7,,,
2017-11-16T07:45:13.495Z,,,,,,26.7,
2017-11-16T07:45:23.531Z,52,,,26.7,,,
2017-11-16T07:45:43.500Z,52,,,26.7,,26.9,
2017-11-16T07:45:53.499Z,52,,,26.6,,,
2017-11-16T07:46:03.683Z,52,,,26.6,,,
2017-11-16T07:46:13.535Z,,,,,,27,
2017-11-16T07:46:23.511Z,52,,,26.6,,,
2017-11-16T07:46:43.538Z,52,,,26.6,,,
2017-11-16T07:46:53.514Z,52,,,26.6,,27.2,
2017-11-16T07:47:03.536Z,52,,,26.5,,,
