Time,ActPow,HwTSet,PrimT,PrimTSet,HwActive,HwTOutlet,ChActive
2018-01-29T04:05:48.949Z,,50,,,,28.9,
2018-01-29T04:05:58.948Z,,50,,,,28.9,
2018-01-29T04:06:08.948Z,,50,,,,28.9,
2018-01-29T04:06:18.948Z,,50,36.2,,,28.9,
2018-01-29T04:06:28.948Z,,50,,,,28.9,
2018-01-29T04:06:38.948Z,,50,,,,28.9,
2018-01-29T04:06:48.948Z,,50,,,,28.9,
2018-01-29T04:06:58.948Z,,50,,,,28.9,
2018-01-29T04:07:08.948Z,,50,,,,28.9,
2018-01-29T04:07:18.950Z,,50,,,,28.9,
2018-01-29T04:07:28.948Z,,50,,,,28.9,
2018-01-29T04:07:38.948Z,,50,,,,28.9,
2018-01-29T04:07:48.948Z,,50,,,,28.9,
2018-01-29T04:07:58.948Z,,50,,,,28.9,
2018-01-29T04:08:08.948Z,,50,,,,28.9,
2018-01-29T04:08:18.949Z,,50,36.1,,,28.9,
2018-01-29T04:08:28.948Z,,50,,,,28.7,
2018-01-29T04:08:38.948Z,,50,,,,28.7,
2018-01-29T04:08:48.948Z,,50,,,,28.9,
2018-01-29T04:08:58.948Z,,50,,,,28.7,
2018-01-29T04:09:08.954Z,,50,,,,28.7,
2018-01-29T04:09:18.948Z,,50,,,,28.7,
2018-01-29T04:09:28.948Z,,50,,,,28.7,
2018-01-29T04:09:38.948Z,,50,,,,28.7,
2018-01-29T04:09:48.952Z,,50,36,,,28.7,
2018-01-29T04:09:58.948Z,,50,,,,28.7,
2018-01-29T04:10:08.948Z,,50,,,,28.7,
2018-01-29T04:10:18.948Z,,50,,,,28.7,
2018-01-29T04:10:28.948Z,,50,,,,28.7,
2018-01-29T04:10:38.948Z,,50,,,,28.7,
2018-01-29T04:10:48.948Z,,50,,,,28.7,
2018-01-29T04:10:58.948Z,,50,,,,28.7,
2018-01-29T04:11:08.948Z,,50,36,,,28.7,
2018-01-29T04:11:18.948Z,,50,,,,28.7,
2018-01-29T04:11:28.948Z,,50,35.9,,,28.6,
2018-01-29T04:11:38.948Z,,50,,,,28.6,
2018-01-29T04:11:48.948Z,,50,,,,28.6,
2018-01-29T04:11:58.949Z,,50,,,,28.6,
2018-01-29T04:12:08.948Z,,50,,,,28.6,
2018-01-29T04:12:18.948Z,,50,,,,28.6,
2018-01-29T04:12:28.948Z,,50,,,,28.6,
2018-01-29T04:12:38.948Z,,50,,59,0,28.6,2
2018-01-29T04:12:48.956Z,,50,,,,28.6,
2018-01-29T04:12:58.948Z,,50,35.8,,,28.6,
2018-01-29T04:13:08.948Z,,50,,,,28.6,
2018-01-29T04:13:18.948Z,,50,,,,28.6,
2018-01-29T04:13:28.948Z,,50,,,,28.6,
2018-01-29T04:13:38.962Z,,50,,,,28.6,
2018-01-29T04:13:48.949Z,,50,,,,28.6,
2018-01-29T04:13:58.948Z,,50,,,,28.6,
2018-01-29T04:14:08.948Z,,50,,,,28.6,
2018-01-29T04:14:18.948Z,,50,,,,28.6,
2018-01-29T04:14:28.948Z,,50,,,,28.6,
2018-01-29T04:14:38.948Z,,50,35.7,,,28.5,
2018-01-29T04:14:48.948Z,,50,,,,28.5,
2018-01-29T04:14:58.948Z,,50,,,,28.5,
2018-01-29T04:15:08.948Z,,50,,,,28.5,
2018-01-29T04:15:18.948Z,,50,,,,28.5,
2018-01-29T04:15:28.948Z,,50,,,,28.5,
2018-01-29T04:15:38.950Z,,50,,,,28.5,
2018-01-29T04:15:48.948Z,,50,,,,28.5,
2018-01-29T04:15:58.948Z,,50,,,,28.5,
2018-01-29T04:16:08.949Z,,50,,,,28.5,
2018-01-29T04:16:18.948Z,,50,,,,28.5,
2018-01-29T04:16:28.948Z,,50,35.6,,,28.5,
2018-01-29T04:16:38.948Z,,50,,,,28.5,
2018-01-29T04:16:48.948Z,,50,,,,28.5,
2018-01-29T04:16:58.948Z,,50,,,,28.5,
2018-01-29T04:17:08.948Z,,50,,,,28.5,
2018-01-29T04:17:18.948Z,,50,,,,28.5,
2018-01-29T04:17:28.948Z,,50,,,,28.5,
2018-01-29T04:17:38.948Z,,50,,,,28.5,
2018-01-29T04:17:48.948Z,,50,,,,28.5,
2018-01-29T04:17:58.948Z,,50,,,,28.4,
2018-01-29T04:18:08.948Z,,50,,,,28.4,
2018-01-29T04:18:18.948Z,,50,,,,28.4,
2018-01-29T04:18:28.948Z,,50,35.5,,,28.4,
2018-01-29T04:18:38.948Z,,50,,,,28.4,
2018-01-29T04:18:48.948Z,,50,,,,28.4,
2018-01-29T04:18:58.948Z,,50,,,,28.4,
2018-01-29T04:19:08.948Z,,50,,,,28.4,
2018-01-29T04:19:18.948Z,,50,,,,28.4,
2018-01-29T04:19:28.948Z,,50,,,,28.4,
2018-01-29T04:19:38.948Z,,50,,,,28.4,
2018-01-29T04:19:48.950Z,,50,,,,28.4,
2018-01-29T04:19:58.948Z,,50,35.4,,,28.4,
2018-01-29T04:20:08.948Z,,50,35.5,,,28.4,
2018-01-29T04:20:18.948Z,,50,35.4,,,28.4,
2018-01-29T04:20:28.948Z,,50,,,,28.3,
2018-01-29T04:20:38.948Z,,50,,,,28.4,
2018-01-29T04:20:48.948Z,,50,,,,28.4,
2018-01-29T04:20:58.948Z,,50,,,,28.3,
2018-01-29T04:21:08.948Z,,50,,,,28.3,
2018-01-29T04:21:18.948Z,,50,,,,28.3,
2018-01-29T04:21:28.948Z,,50,,,,28.3,
2018-01-29T04:21:38.948Z,,50,,,,28.3,
2018-01-29T04:21:48.947Z,44,50,36.2,,0,28.3,2
2018-01-29T04:21:58.948Z,34,50,41.1,,,28.3,
2018-01-29T04:22:08.948Z,29,50,37.9,,,28.3,
2018-01-29T04:22:18.948Z,,50,35.9,,,28.3,
2018-01-29T04:22:28.948Z,,50,32.9,,,28.3,
2018-01-29T04:22:38.948Z,0,50,29.6,5,0,28.3,0
2018-01-29T04:22:48.948Z,,50,27.7,59,0,28.3,2
2018-01-29T04:22:58.974Z,,50,26.5,,,28.3,
2018-01-29T04:23:08.948Z,,50,26.4,,,28.3,
2018-01-29T04:23:18.948Z,,50,26.5,,,28.3,
2018-01-29T04:23:28.948Z,,50,26.6,,,28.3,
2018-01-29T04:23:38.948Z,,50,,,,28.3,
2018-01-29T04:23:48.949Z,,50,,,,28.3,
2018-01-29T04:23:58.948Z,,50,,,,28.1,
2018-01-29T04:24:08.948Z,,50,26.5,,,28.1,
2018-01-29T04:24:18.948Z,,50,26.3,,,28.1,
2018-01-29T04:24:28.948Z,,50,26.1,,,28.1,
2018-01-29T04:24:38.948Z,,50,,,,28.1,
2018-01-29T04:24:48.948Z,,50,26.4,,,28.1,
2018-01-29T04:24:58.948Z,,50,26.5,,,28.1,
2018-01-29T04:25:08.948Z,,50,26.6,,,28.1,
2018-01-29T04:25:18.949Z,,50,,,,28.1,
2018-01-29T04:25:28.948Z,,50,,,,28.1,
2018-01-29T04:25:38.948Z,,50,,,,28.1,
2018-01-29T04:25:48.948Z,,50,26.5,,,28.1,
2018-01-29T04:25:58.949Z,,50,,,,28.1,
2018-01-29T04:26:08.948Z,,50,,,,28.1,
2018-01-29T04:26:18.948Z,,50,,,,28.1,
2018-01-29T04:26:28.948Z,,50,,,,28,
2018-01-29T04:26:38.949Z,,50,,,,28,
2018-01-29T04:26:48.948Z,43,50,27.1,,0,28,2
2018-01-29T04:26:58.948Z,33,50,32,,,28,
2018-01-29T04:27:08.948Z,29,50,32.5,,,28,
2018-01-29T04:27:18.948Z,,50,32.6,,,28,
2018-01-29T04:27:28.948Z,30,50,32.5,,,28,
2018-01-29T04:27:38.948Z,,50,32.4,,,28,
2018-01-29T04:27:48.948Z,29,50,,,,28,
2018-01-29T04:27:58.948Z,0,50,30.9,,0,28,2
2018-01-29T04:28:08.948Z,,50,29.8,,,28,
2018-01-29T04:28:18.948Z,,50,28.7,,,28,
2018-01-29T04:28:28.950Z,,50,28.3,,,28,
2018-01-29T04:28:38.948Z,,50,28.2,,,28,
2018-01-29T04:28:48.948Z,,50,,,,27.9,
2018-01-29T04:28:58.948Z,,50,28.3,,,27.9,
2018-01-29T04:29:08.975Z,,50,,,,27.9,
2018-01-29T04:29:18.948Z,,50,,,,27.9,
2018-01-29T04:29:28.952Z,,50,28.2,,,27.9,
2018-01-29T04:29:38.948Z,,50,,,,27.9,
2018-01-29T04:29:48.948Z,,50,28.1,,,27.9,
2018-01-29T04:29:58.948Z,,50,,,,27.9,
2018-01-29T04:30:08.948Z,,50,28,,,27.9,
2018-01-29T04:30:18.948Z,,50,,,,27.9,
2018-01-29T04:30:28.948Z,,50,,,,27.9,
2018-01-29T04:30:38.949Z,,50,,,,27.9,
2018-01-29T04:30:48.948Z,,50,27.8,,,27.9,
2018-01-29T04:30:58.948Z,,50,28,,,27.8,
2018-01-29T04:31:08.950Z,,50,27.8,,,27.8,
2018-01-29T04:31:18.948Z,,50,28,,,27.8,
2018-01-29T04:31:28.948Z,,50,,,,27.8,
2018-01-29T04:31:38.948Z,,50,,,,27.8,
2018-01-29T04:31:48.948Z,44,50,28.1,,0,27.8,2
2018-01-29T04:31:58.948Z,31,50,35.4,,,27.8,
2018-01-29T04:32:08.948Z,29,50,34.9,,,27.8,
2018-01-29T04:32:18.948Z,,50,34.4,,,27.8,
2018-01-29T04:32:28.948Z,30,50,33.9,59,0,27.8,2
2018-01-29T04:32:38.947Z,29,50,33.7,,,27.8,
2018-01-29T04:32:48.947Z,,50,33.6,,,27.8,
2018-01-29T04:32:58.948Z,,50,,,,27.8,
2018-01-29T04:33:08.948Z,29,50,33.9,,,27.8,
2018-01-29T04:33:18.947Z,29,,34.1,,,,
2018-01-29T04:33:28.947Z,,50,34.4,,,27.8,
2018-01-29T04:33:38.948Z,,50,,,,27.8,
2018-01-29T04:33:48.948Z,30,,34.8,,,,
2018-01-29T04:33:58.950Z,29,50,34.9,,,27.7,
2018-01-29T04:34:08.948Z,,50,35.2,,,27.7,
2018-01-29T04:34:18.948Z,30,,35.3,,,,
2018-01-29T04:34:28.965Z,29,50,35.4,,,27.7,
2018-01-29T04:34:38.956Z,,50,,,,27.7,
2018-01-29T04:34:48.948Z,29,,35.6,,,,
2018-01-29T04:34:58.947Z,31,50,35.8,,,27.7,
2018-01-29T04:35:08.948Z,30,50,36,,,27.7,
2018-01-29T04:35:18.948Z,,,36.1,,,,
2018-01-29T04:35:28.948Z,29,50,36.3,,,27.7,
2018-01-29T04:35:38.948Z,,50,,,,27.7,
2018-01-29T04:35:48.948Z,30,,36.5,,,,
2018-01-29T04:35:58.947Z,29,50,36.7,,,27.7,
2018-01-29T04:36:08.948Z,30,50,36.9,,,27.7,
2018-01-29T04:36:18.948Z,29,,37.2,,,,
2018-01-29T04:36:28.948Z,,50,37.3,,,27.7,
2018-01-29T04:36:38.948Z,,50,,,,27.7,
2018-01-29T04:36:48.948Z,,50,37.8,,0,27.8,2
2018-01-29T04:36:58.948Z,,50,35.3,,,27.8,
2018-01-29T04:37:08.948Z,,50,33.6,,,27.8,
2018-01-29T04:37:18.948Z,,50,32.9,,,27.8,
2018-01-29T04:37:28.947Z,,,32.8,,,,
2018-01-29T04:37:38.949Z,,50,,,,27.8,
2018-01-29T04:37:48.948Z,,50,,,,27.8,
2018-01-29T04:37:58.947Z,,,32.8,,,,
2018-01-29T04:38:08.948Z,,50,,,,27.8,
2018-01-29T04:38:18.948Z,,50,,,,27.8,
2018-01-29T04:38:28.947Z,,,32.6,,,,
2018-01-29T04:38:38.948Z,,50,,,,27.8,
2018-01-29T04:38:48.947Z,,50,,,,27.8,
2018-01-29T04:38:58.948Z,,,32.5,,,,
2018-01-29T04:39:08.948Z,,50,,,,27.8,
2018-01-29T04:39:18.947Z,,50,,,,27.8,
2018-01-29T04:39:38.949Z,,50,,,,27.8,
2018-01-29T04:39:48.948Z,,50,32.4,,,27.8,
2018-01-29T04:40:08.947Z,,50,,,,27.8,
2018-01-29T04:40:18.947Z,,50,,,,27.8,
2018-01-29T04:40:38.948Z,,50,,,,27.8,
2018-01-29T04:40:48.948Z,,50,,,,27.9,
2018-01-29T04:41:08.948Z,,50,,,,27.8,
2018-01-29T04:41:18.948Z,,50,,,,27.8,
2018-01-29T04:41:38.947Z,,50,,,,27.9,
2018-01-29T04:41:48.947Z,,50,,,,27.9,
2018-01-29T04:42:08.948Z,,50,,,,27.9,
2018-01-29T04:42:18.948Z,,50,,,,27.9,
2018-01-29T04:42:28.948Z,,,32.5,,,,
2018-01-29T04:42:38.948Z,,50,,,,27.9,
2018-01-29T04:42:48.948Z,,50,,,,27.9,
2018-01-29T04:43:08.948Z,,50,,,,27.9,
2018-01-29T04:43:18.948Z,,50,,,,27.9,
2018-01-29T04:43:28.952Z,,,32.6,,,,
2018-01-29T04:43:38.948Z,,50,,,,27.9,
2018-01-29T04:43:48.948Z,,50,,,,27.9,
2018-01-29T04:44:08.976Z,,50,,,,27.9,
2018-01-29T04:44:18.948Z,,50,,,,27.9,
2018-01-29T04:44:29.000Z,,,32.7,,,,
2018-01-29T04:44:38.956Z,,50,,,,27.9,
2018-01-29T04:44:48.983Z,,50,,,,27.9,
2018-01-29T04:45:08.948Z,,50,,,,27.9,
2018-01-29T04:45:18.948Z,,50,,,,27.9,
2018-01-29T04:45:28.948Z,,,32.8,,,,
2018-01-29T04:45:38.947Z,,50,,,,27.9,
2018-01-29T04:45:48.948Z,,50,,,,27.9,
2018-01-29T04:46:08.948Z,,50,,,,27.9,
2018-01-29T04:46:18.948Z,,50,,,,27.9,
2018-01-29T04:46:38.948Z,,50,,,,27.9,
2018-01-29T04:46:48.948Z,,50,,,,27.9,
2018-01-29T04:47:08.949Z,,50,,,,27.9,
2018-01-29T04:47:18.947Z,,50,,,,27.9,
2018-01-29T04:47:38.947Z,,50,,,,27.9,
2018-01-29T04:47:48.947Z,,50,,,,27.9,
2018-01-29T04:48:08.947Z,,50,,,,27.9,
2018-01-29T04:48:18.949Z,,50,,,,27.9,
2018-01-29T04:48:38.947Z,,50,,,,27.9,
2018-01-29T04:48:48.947Z,,50,,,,27.9,
2018-01-29T04:49:08.948Z,,50,,,,27.9,
2018-01-29T04:49:18.948Z,,50,,,,27.9,
2018-01-29T04:49:28.947Z,,,32.7,,,,
2018-01-29T04:49:38.947Z,,50,,,,27.8,
2018-01-29T04:49:48.950Z,,50,,,,27.8,
2018-01-29T04:50:08.948Z,,50,,,,27.9,
2018-01-29T04:50:18.947Z,,50,,,,27.8,
2018-01-29T04:50:38.947Z,,50,,,,27.8,
2018-01-29T04:50:48.949Z,,50,,,,27.8,
2018-01-29T04:50:58.949Z,,,32.6,,,,
2018-01-29T04:51:08.947Z,,50,,,,27.8,
2018-01-29T04:51:18.947Z,,50,,,,27.8,
2018-01-29T04:51:38.950Z,,50,,,,27.8,
2018-01-29T04:51:48.947Z,,50,,,,27.8,
2018-01-29T04:52:08.947Z,,50,,,,27.8,
2018-01-29T04:52:18.947Z,,50,,,,27.8,
2018-01-29T04:52:38.948Z,,50,,,,27.8,
2018-01-29T04:52:48.947Z,,50,,,,27.8,
2018-01-29T04:52:58.948Z,,,32.5,,,,
2018-01-29T04:53:08.948Z,,50,,,,27.8,
2018-01-29T04:53:18.947Z,,50,,,,27.8,
2018-01-29T04:53:38.947Z,,50,,,,27.8,
2018-01-29T04:53:48.948Z,,50,,,,27.8,
2018-01-29T04:54:08.947Z,,50,,,,27.8,
2018-01-29T04:54:18.947Z,,50,,,,27.8,
2018-01-29T04:54:28.947Z,,,32.4,,,,
2018-01-29T04:54:38.948Z,,50,,,,27.8,
2018-01-29T04:54:48.947Z,,50,,,,27.8,
2018-01-29T04:55:08.948Z,,50,,,,27.8,
2018-01-29T04:55:18.948Z,,50,,,,27.8,
2018-01-29T04:55:38.947Z,,50,,,,27.8,
2018-01-29T04:55:48.947Z,,50,,,,27.8,
2018-01-29T04:56:08.947Z,,50,,,,27.8,
2018-01-29T04:56:18.947Z,,50,,,,27.8,
2018-01-29T04:56:28.947Z,,,32.3,,,,
2018-01-29T04:56:38.947Z,,50,,,,27.7,
2018-01-29T04:56:48.948Z,,50,,,,27.7,
2018-01-29T04:57:08.947Z,,50,,,,27.7,
2018-01-29T04:57:18.947Z,,50,,,,27.7,
2018-01-29T04:57:38.947Z,,50,,,,27.7,
2018-01-29T04:57:48.948Z,,50,,,,27.7,
2018-01-29T04:57:58.947Z,,,32.3,,,,
2018-01-29T04:58:08.947Z,,50,32.2,,,27.7,
2018-01-29T04:58:18.949Z,,50,,,,27.7,
2018-01-29T04:58:38.948Z,,50,,,,27.7,
2018-01-29T04:58:48.960Z,,50,,,,27.7,
2018-01-29T04:59:08.963Z,,50,,,,27.7,
2018-01-29T04:59:18.947Z,,50,,,,27.7,
2018-01-29T04:59:28.947Z,,50,,,,27.7,
2018-01-29T04:59:38.947Z,45,50,32.1,,0,27.7,2
2018-01-29T04:59:48.948Z,35,50,37.6,,,27.7,
2018-01-29T04:59:58.947Z,29,50,37.4,,,27.7,
2018-01-29T05:00:09.001Z,30,50,35.7,,,27.7,
2018-01-29T05:00:18.947Z,29,50,34,,,27.7,
2018-01-29T05:00:28.947Z,,50,33.1,,,27.7,
2018-01-29T05:00:38.947Z,29,,32.8,,,,
2018-01-29T05:00:48.949Z,29,50,33.2,,,27.7,
2018-01-29T05:00:58.947Z,,50,33.8,,,27.7,
2018-01-29T05:01:08.948Z,,50,34.1,,,27.7,
2018-01-29T05:01:18.947Z,30,,34.3,,,,
2018-01-29T05:01:28.977Z,,50,34.5,,,27.5,
2018-01-29T05:01:38.947Z,,50,,,,27.7,
2018-01-29T05:01:48.947Z,29,,34.8,,,,
2018-01-29T05:01:58.947Z,30,50,35.1,,,27.7,
2018-01-29T05:02:08.947Z,29,50,35.2,,,27.7,
2018-01-29T05:02:18.956Z,,,35.5,,,,
2018-01-29T05:02:28.948Z,30,50,35.7,,,27.7,
2018-01-29T05:02:38.947Z,30,,36,,,,
2018-01-29T05:02:48.947Z,29,50,36.1,,,27.7,
2018-01-29T05:02:58.947Z,,50,,,,27.7,
2018-01-29T05:03:08.952Z,30,50,36.3,,,27.7,
2018-01-29T05:03:18.947Z,29,,36.5,,,,
2018-01-29T05:03:28.947Z,,50,36.6,,,27.7,
2018-01-29T05:03:38.947Z,,50,36.9,,,27.7,
2018-01-29T05:03:48.947Z,,,37.1,,,,
2018-01-29T05:03:58.946Z,,50,37.3,,,27.7,
2018-01-29T05:04:08.947Z,,50,37.4,,,27.7,
2018-01-29T05:04:18.951Z,,50,,,,27.7,
2018-01-29T05:04:28.952Z,30,50,37.8,,,27.7,
2018-01-29T05:04:38.950Z,29,,38,,,,
2018-01-29T05:04:48.947Z,,50,38.1,,,27.7,
2018-01-29T05:04:58.947Z,,50,,,,27.7,
2018-01-29T05:05:08.947Z,,50,38.5,,,27.7,
2018-01-29T05:05:18.949Z,,,38.7,,,,
2018-01-29T05:05:28.947Z,30,50,38.8,,,27.7,
2018-01-29T05:05:38.947Z,30,,39.2,,,,
2018-01-29T05:05:48.948Z,29,50,39.3,,,27.8,
2018-01-29T05:05:59.004Z,,50,,,,27.8,
2018-01-29T05:06:08.948Z,,50,39.6,,,27.8,
2018-01-29T05:06:18.947Z,,,39.8,,,,
2018-01-29T05:06:28.947Z,,50,39.9,,,27.8,
2018-01-29T05:06:38.950Z,,,40.1,,,,
2018-01-29T05:06:48.947Z,,50,40.3,,,27.8,
2018-01-29T05:06:58.947Z,,50,,,,27.9,
2018-01-29T05:07:08.961Z,29,50,40.5,,,27.9,
2018-01-29T05:07:18.947Z,,,40.7,,,,
2018-01-29T05:07:28.953Z,,50,40.8,,,27.9,
2018-01-29T05:07:38.947Z,,,41,,,,
2018-01-29T05:07:48.947Z,,50,41.2,,,27.9,
2018-01-29T05:07:58.947Z,,50,,,,27.9,
2018-01-29T05:08:08.971Z,30,50,41.6,,,27.9,
2018-01-29T05:08:18.952Z,29,,41.7,,,,
2018-01-29T05:08:28.948Z,,50,41.8,,,28,
2018-01-29T05:08:39.013Z,30,50,41.9,,,28,
2018-01-29T05:08:48.947Z,29,,42.1,,,,
2018-01-29T05:08:58.949Z,,50,42.3,,,28,
2018-01-29T05:09:08.957Z,,50,42.4,,,28,
2018-01-29T05:09:18.952Z,0,50,42.6,,0,28,2
2018-01-29T05:09:28.947Z,,50,40.5,,,28.1,
2018-01-29T05:09:38.953Z,,,38.5,,,,
2018-01-29T05:09:48.947Z,,50,37.8,,,28.1,
2018-01-29T05:09:58.947Z,,,37.6,,,,
2018-01-29T05:10:08.947Z,,50,,,,28.1,
2018-01-29T05:10:18.952Z,,50,,,,28.1,
2018-01-29T05:10:28.950Z,,,37.5,,,,
2018-01-29T05:10:38.949Z,,50,,,,28.3,
2018-01-29T05:10:48.949Z,,50,,,,28.3,
2018-01-29T05:10:58.947Z,,,37.4,,,,
2018-01-29T05:11:08.958Z,,50,37.2,,,28.3,
2018-01-29T05:11:18.947Z,,50,,,,28.3,
2018-01-29T05:11:28.950Z,,,37.1,,,,
2018-01-29T05:11:38.949Z,,50,,,,28.3,
2018-01-29T05:11:48.952Z,,50,,,,28.3,
2018-01-29T05:12:08.950Z,,50,36.9,,,28.4,
2018-01-29T05:12:18.948Z,,50,,,,28.4,
2018-01-29T05:12:38.947Z,,50,36.8,,,28.4,
2018-01-29T05:12:48.947Z,,50,,,,28.4,
2018-01-29T05:13:08.949Z,,50,,,,28.5,
2018-01-29T05:13:18.951Z,,50,,,,28.5,
2018-01-29T05:13:38.990Z,,50,,,,28.5,
2018-01-29T05:13:48.947Z,,50,,,,28.5,
2018-01-29T05:14:08.947Z,,50,,,,28.5,
2018-01-29T05:14:18.949Z,,50,,,,28.5,
2018-01-29T05:14:38.947Z,,50,,,,28.5,
2018-01-29T05:14:48.947Z,,50,,,,28.6,
2018-01-29T05:15:08.947Z,,50,,,,28.6,
2018-01-29T05:15:18.947Z,,50,,,,28.6,
2018-01-29T05:15:39.005Z,,50,36.9,,,28.6,
2018-01-29T05:15:48.947Z,,50,,,,28.6,
2018-01-29T05:16:08.947Z,,50,37.1,,,28.6,
2018-01-29T05:16:18.966Z,,,37.1,,,,
2018-01-29T05:16:28.955Z,,50,,,,28.6,
2018-01-29T05:16:38.947Z,,50,,,,28.6,
2018-01-29T05:16:58.947Z,,50,37.2,,,28.7,
2018-01-29T05:17:08.947Z,,50,,,,28.7,
2018-01-29T05:17:18.947Z,,50,,,,28.7,
2018-01-29T05:17:38.950Z,,50,,,,28.7,
2018-01-29T05:17:48.948Z,,,,5,0,,0
2018-01-29T05:17:58.947Z,,50,,59,0,28.7,2
2018-01-29T05:18:08.950Z,,50,,,,28.7,
2018-01-29T05:18:18.947Z,,50,,,,28.7,
2018-01-29T05:18:38.965Z,,50,,,,28.7,
2018-01-29T05:18:48.958Z,,,,5,0,,0
2018-01-29T05:18:58.956Z,,50,,,,28.7,
2018-01-29T05:19:08.949Z,,50,,,,28.7,
2018-01-29T05:19:18.947Z,,50,,,,28.7,
2018-01-29T05:19:38.948Z,,50,,,,28.7,
2018-01-29T05:19:48.947Z,,50,,,,28.7,
2018-01-29T05:20:08.947Z,,50,,,,28.9,
2018-01-29T05:20:18.947Z,,50,,,,28.7,
2018-01-29T05:20:38.948Z,,50,37.1,,,28.7,
2018-01-29T05:20:48.947Z,,50,,,,28.9,
2018-01-29T05:21:08.947Z,,50,,,,28.9,
2018-01-29T05:21:18.947Z,,50,,,,28.9,
2018-01-29T05:21:38.947Z,,50,,,,28.9,
2018-01-29T05:21:48.947Z,,50,36.9,,,28.9,
2018-01-29T05:22:08.948Z,,50,,,,28.9,
2018-01-29T05:22:18.947Z,,50,,,,28.9,
2018-01-29T05:22:38.947Z,,50,,,,28.9,
2018-01-29T05:22:48.947Z,,50,,,,28.9,
2018-01-29T05:23:08.947Z,,50,36.8,,,28.9,
2018-01-29T05:23:18.947Z,,50,,,,28.9,
2018-01-29T05:23:38.947Z,,50,,,,28.9,
2018-01-29T05:23:48.947Z,,50,,,,28.9,
2018-01-29T05:23:58.947Z,,,36.7,,,,
2018-01-29T05:24:08.947Z,,50,,,,28.9,
2018-01-29T05:24:18.950Z,,50,,,,28.9,
2018-01-29T05:24:38.947Z,,50,,59,0,28.9,2
2018-01-29T05:24:48.949Z,,50,,5,0,28.9,0
2018-01-29T05:24:58.976Z,,50,,,,28.9,
2018-01-29T05:25:08.947Z,,50,36.6,,,28.9,
2018-01-29T05:25:18.947Z,,50,,,,28.9,
2018-01-29T05:25:38.947Z,,50,,,,28.9,
2018-01-29T05:25:48.947Z,,50,,,,28.9,
2018-01-29T05:26:08.948Z,,50,,,,28.9,
2018-01-29T05:26:18.947Z,,50,,,,28.9,
2018-01-29T05:26:28.947Z,,,36.5,,,,
2018-01-29T05:26:38.947Z,,50,,,,28.9,
2018-01-29T05:26:48.965Z,,50,,,,28.9,
2018-01-29T05:27:08.947Z,,50,,,,28.9,
2018-01-29T05:27:18.946Z,,50,,,,28.9,
2018-01-29T05:27:28.949Z,,,36.4,,,,
2018-01-29T05:27:38.947Z,,50,,,,28.9,
2018-01-29T05:27:48.947Z,,50,,,,28.9,
2018-01-29T05:28:08.947Z,,50,,,,28.9,
2018-01-29T05:28:18.947Z,,50,,,,28.9,
2018-01-29T05:28:38.952Z,,50,36.3,,,28.9,
2018-01-29T05:28:48.947Z,,50,,,,28.9,
2018-01-29T05:29:08.947Z,,50,,,,28.9,
2018-01-29T05:29:18.947Z,,50,,,,28.9,
2018-01-29T05:29:38.947Z,,50,,,,28.9,
2018-01-29T05:29:48.948Z,,50,,,,28.9,
2018-01-29T05:29:58.948Z,,,36.2,,,,
2018-01-29T05:30:08.947Z,,50,,,,28.9,
2018-01-29T05:30:18.946Z,,50,,,,28.9,
2018-01-29T05:30:38.947Z,,50,,,,28.9,
2018-01-29T05:30:48.954Z,,50,,,,28.9,
2018-01-29T05:31:08.952Z,,50,36.1,,,28.9,
2018-01-29T05:31:18.947Z,,50,,,,28.9,
2018-01-29T05:31:38.947Z,,50,,,,28.9,
2018-01-29T05:31:48.963Z,,50,,,,28.9,
2018-01-29T05:32:09.041Z,,50,,,,28.9,
2018-01-29T05:32:18.947Z,,50,,,,28.7,
2018-01-29T05:32:28.947Z,0,,36,5,0,,0
2018-01-29T05:32:38.947Z,,50,,,,28.7,
2018-01-29T05:32:48.947Z,,50,,,,28.7,
2018-01-29T05:33:08.947Z,,50,,,,28.7,
2018-01-29T05:33:18.947Z,,50,,,,28.7,
2018-01-29T05:33:38.960Z,,50,35.9,,,28.7,
2018-01-29T05:33:48.947Z,,50,36,,,28.7,
2018-01-29T05:33:58.947Z,,,35.9,,,,
2018-01-29T05:34:08.947Z,,50,,,,28.7,
2018-01-29T05:34:18.948Z,,50,,,,28.7,
2018-01-29T05:34:38.947Z,,50,,,,28.7,
2018-01-29T05:34:48.947Z,,50,,,,28.7,
2018-01-29T05:34:58.946Z,,,,59,0,,2
2018-01-29T05:35:08.947Z,,50,35.8,5,0,28.7,0
2018-01-29T05:35:18.946Z,,,35.9,59,0,,2
2018-01-29T05:35:28.955Z,,50,35.8,,,28.7,
2018-01-29T05:35:38.946Z,,50,,,,28.7,
2018-01-29T05:35:58.947Z,,50,,,,28.7,
2018-01-29T05:36:08.948Z,,50,,,,28.7,
2018-01-29T05:36:18.950Z,,50,,,,28.7,
2018-01-29T05:36:38.947Z,,50,,,,28.7,
2018-01-29T05:36:48.947Z,,50,,,,28.7,
2018-01-29T05:36:58.947Z,,,35.7,,,,
2018-01-29T05:37:08.946Z,,50,,,,28.6,
2018-01-29T05:37:18.958Z,,50,,,,28.6,
2018-01-29T05:37:28.947Z,,,,5,0,,0
2018-01-29T05:37:38.947Z,,50,,,,28.6,
2018-01-29T05:37:48.947Z,,50,,,,28.6,
