Time,HwTSet,PrimT,HwActive,ChActive,PrimTSet,HwTOutlet,ActPow
2017-11-02T12:24:27.109Z,,45.1,,,,,
2017-11-02T12:24:37.104Z,52,,,,,30.2,
2017-11-02T12:24:57.104Z,52,,,,,30.1,
2017-11-02T12:25:17.104Z,52,,,,,30,
2017-11-02T12:25:37.033Z,52,,,,,30,
2017-11-02T12:25:47.036Z,,45,,,,,
2017-11-02T12:25:57.051Z,52,,,,,29.8,
2017-11-02T12:26:17.039Z,52,,,,,29.8,
2017-11-02T12:26:27.036Z,52,,,,,29.8,
2017-11-02T12:26:37.034Z,,44.9,,,,,
2017-11-02T12:26:47.041Z,52,45,,,,29.7,
2017-11-02T12:26:57.036Z,52,44.9,,,,29.7,
2017-11-02T12:27:07.048Z,52,,,,,29.7,
2017-11-02T12:27:27.035Z,52,,,,,29.6,
2017-11-02T12:27:47.034Z,52,44.8,,,,29.6,
2017-11-02T12:27:57.073Z,52,,,,,29.6,
2017-11-02T12:28:07.044Z,52,,,,,29.5,
2017-11-02T12:28:17.034Z,52,,,,,29.5,
2017-11-02T12:28:37.041Z,52,,,,,29.5,
2017-11-02T12:28:57.037Z,52,,,,,29.3,
2017-11-02T12:29:07.038Z,52,,,,,29.3,
2017-11-02T12:29:17.040Z,52,,,,,29.3,
2017-11-02T12:29:27.034Z,,44.7,,,,,
2017-11-02T12:29:37.037Z,52,,,,,29.3,
2017-11-02T12:29:57.034Z,52,,,,,29.2,
2017-11-02T12:30:17.033Z,52,,,,,29.2,
2017-11-02T12:30:37.062Z,52,,,,,29.1,
2017-11-02T12:30:47.033Z,,44.6,,,,,
2017-11-02T12:30:57.050Z,52,,,,,29.1,
2017-11-02T12:31:17.040Z,52,,,,,29,
2017-11-02T12:31:37.034Z,52,,,,,29,
2017-11-02T12:31:57.049Z,52,44.5,,,,28.9,
2017-11-02T12:32:17.033Z,52,,,,,28.9,
2017-11-02T12:32:37.052Z,52,,,,,28.9,
2017-11-02T12:32:57.058Z,52,,,,,28.7,
2017-11-02T12:33:07.035Z,,44.4,,,,,
2017-11-02T12:33:17.040Z,52,,,,,28.7,
2017-11-02T12:33:37.033Z,52,,,,,28.7,
2017-11-02T12:33:57.033Z,52,,,,,28.6,
2017-11-02T12:34:07.038Z,52,,,,,28.6,
2017-11-02T12:34:17.033Z,52,,,,,28.6,
2017-11-02T12:34:27.033Z,,44.3,,,,,
2017-11-02T12:34:37.033Z,52,,,,,28.6,
2017-11-02T12:34:57.033Z,52,,,,,28.5,
2017-11-02T12:35:07.033Z,52,,,,,28.5,
2017-11-02T12:35:17.037Z,52,,,,,28.5,
2017-11-02T12:35:37.049Z,52,,,,,28.5,
2017-11-02T12:35:47.039Z,,44.2,,,,,
2017-11-02T12:35:57.033Z,52,,,,,28.4,
2017-11-02T12:36:17.033Z,52,,,,,28.4,
2017-11-02T12:36:37.033Z,52,,,,,28.4,
2017-11-02T12:36:57.038Z,52,44.1,,,,28.3,
2017-11-02T12:37:17.033Z,52,,,,,28.3,
2017-11-02T12:37:37.033Z,52,,,,,28.3,
2017-11-02T12:37:57.033Z,52,,,,,28.1,
2017-11-02T12:38:17.033Z,52,,,,,28.1,
2017-11-02T12:38:27.035Z,,44,,,,,
2017-11-02T12:38:37.037Z,52,,,,,28.1,
2017-11-02T12:38:57.033Z,52,,,,,28,
2017-11-02T12:39:07.033Z,52,,,,,28,
2017-11-02T12:39:27.033Z,,44,,,,,
2017-11-02T12:39:37.046Z,52,,,,,28,
2017-11-02T12:39:47.076Z,,43.9,,,,,
2017-11-02T12:39:57.039Z,52,,,,,28,
2017-11-02T12:40:17.034Z,52,,,,,27.9,
2017-11-02T12:40:37.036Z,52,,,,,27.9,
2017-11-02T12:40:57.036Z,52,43.8,,,,27.9,
2017-11-02T12:41:17.033Z,52,,,,,27.8,
2017-11-02T12:41:37.038Z,52,,,,,27.8,
2017-11-02T12:41:57.037Z,52,43.7,,,,27.8,
2017-11-02T12:42:07.038Z,52,,,,,27.8,
2017-11-02T12:42:17.037Z,52,,,,,27.8,
2017-11-02T12:42:37.037Z,52,,,,,27.8,
2017-11-02T12:42:57.032Z,52,,,,,27.7,
2017-11-02T12:43:17.033Z,52,,,,,27.7,
2017-11-02T12:43:37.037Z,52,,,,,27.7,
2017-11-02T12:43:47.037Z,,43.6,,,,,
2017-11-02T12:43:57.032Z,52,,,,,27.7,
2017-11-02T12:44:17.092Z,52,,,,,27.5,
2017-11-02T12:44:37.050Z,52,,,,,27.5,
2017-11-02T12:44:57.033Z,52,43.5,,,,27.5,
2017-11-02T12:45:07.033Z,52,,,,,27.5,
2017-11-02T12:45:17.033Z,52,,,,,27.5,
2017-11-02T12:45:37.033Z,52,,,,,27.5,
2017-11-02T12:45:57.038Z,52,,,,,27.4,
2017-11-02T12:46:07.035Z,,43.4,,,,,
2017-11-02T12:46:17.052Z,52,,,,,27.4,
2017-11-02T12:46:37.033Z,52,,,,,27.4,
2017-11-02T12:46:57.034Z,52,,,,,27.4,
2017-11-02T12:47:07.033Z,52,,,,,27.3,
2017-11-02T12:47:17.033Z,52,,,,,27.3,
2017-11-02T12:47:37.035Z,52,,,,,27.3,
2017-11-02T12:47:47.038Z,,43.3,,,,,
2017-11-02T12:47:57.040Z,52,,,,,27.3,
2017-11-02T12:48:17.035Z,52,,,,,27.3,
2017-11-02T12:48:37.032Z,52,,,,,27.3,
2017-11-02T12:48:57.033Z,52,,,,,27.2,
2017-11-02T12:49:07.040Z,,43.2,,,,,
2017-11-02T12:49:17.052Z,52,,,,,27.2,
2017-11-02T12:49:37.052Z,52,,,,,27.2,
2017-11-02T12:49:57.033Z,52,,,,,27.2,
2017-11-02T12:50:07.033Z,52,,,,,27.2,
2017-11-02T12:50:17.090Z,52,,,,,27.1,
2017-11-02T12:50:27.033Z,,43.1,,,,,
2017-11-02T12:50:37.034Z,52,,,,,27.1,
2017-11-02T12:50:57.112Z,52,,,,,27.1,
2017-11-02T12:51:07.067Z,52,,,,,27.1,
2017-11-02T12:51:17.062Z,52,,,,,27.1,
2017-11-02T12:51:37.033Z,52,,,,,27.1,
2017-11-02T12:51:57.043Z,52,43,,,,27.1,
2017-11-02T12:52:17.034Z,52,,,,,26.9,
2017-11-02T12:52:37.033Z,52,,,,,26.9,
2017-11-02T12:52:47.038Z,52,,,,,26.9,
2017-11-02T12:52:57.039Z,52,43,1,0,0,26.9,
2017-11-02T12:53:07.034Z,52,44.1,,,,39.1,
2017-11-02T12:53:17.038Z,,44.1,1,0,,,44
2017-11-02T12:53:27.037Z,52,44.2,0,0,,42.3,42
2017-11-02T12:53:37.045Z,,43.9,0,0,,,0
2017-11-02T12:53:47.041Z,52,43.7,,,,42.5,
2017-11-02T12:53:57.061Z,52,43.6,,,,42.3,
2017-11-02T12:54:17.033Z,52,,,,,42,
2017-11-02T12:54:27.033Z,,43.5,,,,,
2017-11-02T12:54:37.032Z,52,,,,,41.8,
2017-11-02T12:54:47.034Z,,,,,5,,
2017-11-02T12:54:57.032Z,52,43.4,,,,41.3,
2017-11-02T12:55:17.034Z,52,,,,,40.9,
2017-11-02T12:55:37.040Z,52,,,,,40.8,
2017-11-02T12:55:47.039Z,,43.3,,,,,
2017-11-02T12:55:57.033Z,52,,,,,40.4,
2017-11-02T12:56:17.032Z,52,,,,,40.1,
2017-11-02T12:56:37.039Z,52,,,,,40,
2017-11-02T12:56:47.038Z,,43.2,,,,,
2017-11-02T12:56:57.068Z,52,,,,,39.6,
2017-11-02T12:57:17.033Z,52,,,,,39.3,
2017-11-02T12:57:37.056Z,52,,,,,39.2,
2017-11-02T12:57:57.032Z,52,,,,,38.8,
2017-11-02T12:58:07.034Z,,43.1,,,,,
2017-11-02T12:58:17.033Z,52,,,,,38.5,
2017-11-02T12:58:37.033Z,52,,,,,38.4,
2017-11-02T12:58:57.034Z,52,,,,,38.1,
2017-11-02T12:59:07.034Z,52,,,,,38,
2017-11-02T12:59:17.042Z,52,,,,,37.9,
2017-11-02T12:59:27.039Z,,43,,,,,
2017-11-02T12:59:37.037Z,52,,,,,37.7,
2017-11-02T12:59:57.034Z,52,,,,,37.3,
2017-11-02T13:00:07.032Z,,42.9,,,,,
2017-11-02T13:00:27.038Z,52,,,,,37.2,
2017-11-02T13:00:47.032Z,52,,,,,36.9,
2017-11-02T13:00:57.034Z,52,,,,,36.8,
2017-11-02T13:01:07.049Z,52,,,,,36.6,
2017-11-02T13:01:17.033Z,52,,,,,36.6,
2017-11-02T13:01:37.033Z,52,,,,,36.5,
2017-11-02T13:01:47.033Z,,42.8,,,,,
2017-11-02T13:01:57.033Z,52,,,,,36.2,
2017-11-02T13:02:07.033Z,,,0,0,,,
2017-11-02T13:02:17.033Z,52,,,,,36,
2017-11-02T13:02:27.033Z,,42.7,,,,,
2017-11-02T13:02:37.033Z,52,,,,,35.9,
2017-11-02T13:02:57.035Z,52,,,,,35.7,
2017-11-02T13:03:07.051Z,52,42.6,,,,35.6,
2017-11-02T13:03:17.032Z,52,,,,,35.5,
2017-11-02T13:03:37.032Z,52,,,,,35.4,
2017-11-02T13:03:57.033Z,52,,,,,35.2,
2017-11-02T13:04:07.032Z,,42.4,,,,,
2017-11-02T13:04:17.032Z,52,,,,,34.9,
2017-11-02T13:04:37.039Z,52,,,,,34.9,
2017-11-02T13:04:47.032Z,52,,,,,34.8,
2017-11-02T13:04:57.042Z,52,42.3,,,,34.6,
2017-11-02T13:05:07.032Z,52,,,,,34.5,
2017-11-02T13:05:27.058Z,52,42.3,0,0,5,34.5,0
2017-11-02T13:05:47.034Z,52,,,,,34.3,
2017-11-02T13:05:57.032Z,52,,,,,34.2,
2017-11-02T13:06:07.036Z,52,,,,,34.1,
2017-11-02T13:06:17.032Z,52,,,,,34.1,
2017-11-02T13:06:27.033Z,,42.2,,,,,
2017-11-02T13:06:37.051Z,52,,,,,34,
2017-11-02T13:06:57.050Z,52,42.1,,,,33.8,
2017-11-02T13:07:07.033Z,52,,,,,33.7,
2017-11-02T13:07:17.034Z,52,,,,,33.6,
2017-11-02T13:07:37.065Z,52,,,,,33.6,
2017-11-02T13:07:47.032Z,,42,,,,,
2017-11-02T13:07:57.033Z,52,,,,,33.4,
2017-11-02T13:08:07.032Z,52,,,,,33.3,
2017-11-02T13:08:17.033Z,52,,,,,33.3,
2017-11-02T13:08:37.033Z,,41.9,,,,,
2017-11-02T13:08:47.036Z,52,,,,,33.2,
2017-11-02T13:08:57.047Z,52,,,,,33.1,
2017-11-02T13:09:07.035Z,52,,,,,32.9,
2017-11-02T13:09:17.033Z,52,,,,,32.8,
2017-11-02T13:09:37.033Z,52,,,,,32.8,
2017-11-02T13:09:49.406Z,,41.8,,,,,
2017-11-02T13:09:57.033Z,52,,,,,32.6,
2017-11-02T13:10:17.035Z,52,,,,,32.5,
2017-11-02T13:10:37.032Z,52,,,,,32.4,
2017-11-02T13:10:47.046Z,,41.7,,,,,
2017-11-02T13:10:57.033Z,52,,,,,32.3,
2017-11-02T13:11:17.032Z,52,,,,,32.2,
2017-11-02T13:11:37.032Z,52,,,,,32.1,
2017-11-02T13:11:47.032Z,,41.6,,,,,
2017-11-02T13:11:57.103Z,52,,,,,32,
2017-11-02T13:12:17.047Z,52,,,,,31.9,
2017-11-02T13:12:37.032Z,52,,,,,31.8,
2017-11-02T13:12:57.034Z,52,41.5,,,,31.6,
2017-11-02T13:13:17.032Z,52,,,,,31.5,
2017-11-02T13:13:37.032Z,52,,,,,31.5,
2017-11-02T13:13:57.032Z,52,,,,,31.3,
2017-11-02T13:14:07.032Z,52,41.4,,,,31.3,
2017-11-02T13:14:17.032Z,52,,,,,31.2,
2017-11-02T13:14:37.032Z,52,,,,,31.2,
2017-11-02T13:14:57.032Z,52,,,,,31,
2017-11-02T13:15:17.033Z,52,,,,,30.9,
2017-11-02T13:15:27.032Z,,41.3,,,,,
2017-11-02T13:15:37.034Z,52,,,,,30.8,
2017-11-02T13:15:57.037Z,52,,,,,30.7,
2017-11-02T13:16:17.036Z,52,,,,,30.6,
2017-11-02T13:16:37.032Z,52,,,,,30.6,
2017-11-02T13:16:47.031Z,,41.2,,,,,
2017-11-02T13:16:57.075Z,52,,,,,30.4,
2017-11-02T13:17:07.032Z,52,,,,,30.3,
2017-11-02T13:17:17.038Z,52,,,,,30.3,
2017-11-02T13:17:37.036Z,52,,,,,30.3,
2017-11-02T13:17:57.032Z,52,41.1,,,,30.2,
2017-11-02T13:18:07.032Z,52,,,,,30.1,
2017-11-02T13:18:17.032Z,52,,,,,30.1,
2017-11-02T13:18:37.032Z,52,,,,,30.1,
2017-11-02T13:18:57.033Z,52,,,,,30,
2017-11-02T13:19:17.032Z,52,,,,,29.8,
2017-11-02T13:19:27.055Z,,41,,,,,
2017-11-02T13:19:37.034Z,52,,,,,29.8,
2017-11-02T13:19:57.032Z,52,,,,,29.7,
2017-11-02T13:20:07.032Z,52,,,,,29.6,
2017-11-02T13:20:27.032Z,52,,,,,29.6,
2017-11-02T13:20:37.032Z,,41,,,,,
2017-11-02T13:20:47.032Z,,40.9,,,,,
2017-11-02T13:20:57.033Z,52,,,,,29.5,
2017-11-02T13:21:07.034Z,52,,,,,29.3,
2017-11-02T13:21:17.032Z,52,,,,,29.3,
2017-11-02T13:21:37.032Z,52,,,,,29.3,
2017-11-02T13:21:57.033Z,52,,,,,29.2,
2017-11-02T13:22:07.032Z,,40.8,,,,,
2017-11-02T13:22:17.032Z,52,,,,,29.1,
2017-11-02T13:22:37.038Z,52,,,,,29.1,
2017-11-02T13:22:57.032Z,52,,,,,29,
2017-11-02T13:23:17.032Z,52,,,,,29,
2017-11-02T13:23:37.032Z,52,,,,,28.9,
2017-11-02T13:23:47.033Z,,40.7,,,,,
2017-11-02T13:23:57.032Z,52,,,,,28.9,
2017-11-02T13:24:07.032Z,52,,,,,28.7,
2017-11-02T13:24:17.033Z,52,,,,,28.7,
2017-11-02T13:24:37.032Z,52,,,,,28.7,
2017-11-02T13:24:57.032Z,52,,,,,28.6,
2017-11-02T13:25:07.036Z,52,40.6,,,,28.6,
2017-11-02T13:25:17.032Z,52,,,,,28.6,
2017-11-02T13:25:37.032Z,52,,,,,28.5,
2017-11-02T13:25:57.077Z,52,,,,,28.5,
2017-11-02T13:26:17.032Z,52,,,,,28.4,
2017-11-02T13:26:37.033Z,52,,,,,28.4,
2017-11-02T13:26:47.038Z,,40.5,,,,,
2017-11-02T13:26:57.034Z,52,,,,,28.3,
2017-11-02T13:27:07.051Z,52,,,,,28.3,
2017-11-02T13:27:17.040Z,52,,,,,28.3,
2017-11-02T13:27:37.032Z,52,,,,,28.1,
2017-11-02T13:27:57.032Z,52,,,,,28.1,
2017-11-02T13:28:07.032Z,,40.4,,,,,
2017-11-02T13:28:17.033Z,52,,,,,28,
2017-11-02T13:28:37.034Z,52,,,,,28,
2017-11-02T13:28:57.034Z,52,,,,,28,
2017-11-02T13:29:17.034Z,52,,,,,27.9,
2017-11-02T13:29:37.033Z,52,,,,,27.9,
2017-11-02T13:29:47.125Z,,40.3,,,,,
2017-11-02T13:29:57.033Z,52,,,,,27.8,
2017-11-02T13:30:07.033Z,52,,,,,27.8,
2017-11-02T13:30:17.032Z,52,,,,,27.8,
2017-11-02T13:30:37.032Z,52,,,,,27.8,
2017-11-02T13:30:57.034Z,52,,,,,27.7,
2017-11-02T13:31:17.041Z,52,,,,,27.7,
2017-11-02T13:31:37.032Z,52,,,,,27.7,
2017-11-02T13:31:47.033Z,,40.2,,,,,
2017-11-02T13:31:57.032Z,52,,,,,27.5,
2017-11-02T13:32:17.034Z,52,,,,,27.5,
2017-11-02T13:32:37.032Z,52,,,,,27.5,
2017-11-02T13:32:47.034Z,,40.1,,,,,
2017-11-02T13:32:57.032Z,52,40.2,,,,27.4,
2017-11-02T13:33:07.032Z,,40.1,,,,,
2017-11-02T13:33:17.037Z,52,,,,,27.4,
2017-11-02T13:33:37.033Z,52,,,,,27.3,
2017-11-02T13:33:57.032Z,52,,,,,27.3,
2017-11-02T13:34:17.034Z,52,,,,,27.3,
2017-11-02T13:34:27.032Z,,40,,,,,
2017-11-02T13:34:37.032Z,52,,,,,27.2,
2017-11-02T13:34:57.033Z,52,,,,,27.2,
2017-11-02T13:35:17.064Z,52,,,,,27.2,
2017-11-02T13:35:37.034Z,52,,,,,27.1,
2017-11-02T13:35:47.033Z,52,,,,,27.1,
2017-11-02T13:35:57.032Z,,40,,,,,
2017-11-02T13:36:07.032Z,52,39.9,,,,27.1,
2017-11-02T13:36:27.032Z,52,,,,,27.1,
2017-11-02T13:36:47.032Z,52,,,,,26.9,
2017-11-02T13:36:57.032Z,52,,,,,26.9,
2017-11-02T13:37:07.077Z,52,,,,,26.9,
2017-11-02T13:37:17.033Z,52,,,,,26.9,
2017-11-02T13:37:37.032Z,52,,,,,26.9,
2017-11-02T13:37:57.032Z,52,,,,,26.8,
2017-11-02T13:38:07.033Z,,39.8,,,,,
2017-11-02T13:38:17.032Z,52,,,,,26.8,
2017-11-02T13:38:37.032Z,52,,,,,26.8,
2017-11-02T13:38:57.032Z,52,,,,,26.7,
2017-11-02T13:39:07.032Z,52,,,,,26.7,
2017-11-02T13:39:17.032Z,52,,,,,26.7,
2017-11-02T13:39:37.032Z,52,,,,,26.7,
2017-11-02T13:39:47.032Z,,39.7,,,,,
2017-11-02T13:39:57.033Z,52,,,,,26.7,
2017-11-02T13:40:17.033Z,52,,,,,26.6,
2017-11-02T13:40:37.032Z,52,,,,,26.6,
2017-11-02T13:40:57.033Z,52,,,,,26.6,
2017-11-02T13:41:07.032Z,52,,,,,26.6,
2017-11-02T13:41:17.033Z,52,,,,,26.5,
2017-11-02T13:41:27.068Z,,39.6,,,,,
2017-11-02T13:41:37.032Z,52,,,,,26.5,
2017-11-02T13:41:57.033Z,52,,,,,26.5,
2017-11-02T13:42:17.037Z,52,,,,,26.5,
2017-11-02T13:42:37.033Z,52,,,,,26.5,
2017-11-02T13:42:57.032Z,52,39.5,,,,26.3,
2017-11-02T13:43:07.038Z,52,,,,,26.3,
2017-11-02T13:43:17.032Z,52,,,,,26.3,
2017-11-02T13:43:37.032Z,52,,,,,26.3,
2017-11-02T13:43:57.045Z,52,,,,,26.3,
2017-11-02T13:44:17.037Z,52,,,,,26.2,
2017-11-02T13:44:37.039Z,52,,,,,26.2,
2017-11-02T13:44:57.033Z,52,39.4,,,,26.2,
2017-11-02T13:45:17.032Z,52,,,,,26.1,
2017-11-02T13:45:37.033Z,52,,,,,26.1,
2017-11-02T13:45:57.033Z,52,,,,,26.1,
2017-11-02T13:46:07.033Z,52,39.3,,,,26.1,
2017-11-02T13:46:17.033Z,52,,,,,26.1,
2017-11-02T13:46:37.032Z,52,,,,,26.1,
2017-11-02T13:46:57.033Z,52,,,,,26,
2017-11-02T13:47:07.032Z,52,,,,,26,
2017-11-02T13:47:17.034Z,52,,,,,26,
2017-11-02T13:47:37.032Z,52,,,,,26,
2017-11-02T13:47:57.032Z,52,,,,,26,
2017-11-02T13:48:07.032Z,52,39.3,,,,26,
2017-11-02T13:48:17.037Z,52,,,,,26,
2017-11-02T13:48:27.033Z,,39.2,,,,,
2017-11-02T13:48:37.032Z,52,,,,,26,
2017-11-02T13:48:57.039Z,52,,,,,25.9,
2017-11-02T13:49:07.033Z,52,,,,,25.9,
2017-11-02T13:49:17.032Z,52,,,,,25.9,
2017-11-02T13:49:37.032Z,52,,,,,25.9,
2017-11-02T13:49:57.034Z,52,,,,,25.9,
2017-11-02T13:50:07.037Z,52,39.1,,,,25.9,
2017-11-02T13:50:17.034Z,52,,,,,25.9,
2017-11-02T13:50:37.033Z,52,,,,,25.7,
2017-11-02T13:50:57.033Z,52,,,,,25.7,
2017-11-02T13:51:07.033Z,52,,,,,25.7,
2017-11-02T13:51:17.033Z,52,,,,,25.7,
2017-11-02T13:51:27.032Z,52,,,,,25.7,
2017-11-02T13:51:37.033Z,,39.1,,,,,
2017-11-02T13:51:57.033Z,52,38.9,,,,25.7,
2017-11-02T13:52:07.033Z,52,,,,,25.7,
2017-11-02T13:52:17.040Z,52,,,,,25.6,
2017-11-02T13:52:37.033Z,52,,,,,25.6,
2017-11-02T13:52:57.140Z,52,,,,,25.6,
2017-11-02T13:53:07.033Z,52,,,,,25.6,
2017-11-02T13:53:17.032Z,52,,,,,25.6,
2017-11-02T13:53:37.034Z,52,,,,,25.6,
2017-11-02T13:53:47.042Z,,38.8,,,,,
2017-11-02T13:53:57.032Z,52,,,,,25.6,
2017-11-02T13:54:07.033Z,52,,,,,25.6,
2017-11-02T13:54:17.037Z,52,,,,,25.5,
2017-11-02T13:54:37.035Z,52,,,,,25.5,
2017-11-02T13:54:57.032Z,52,,,,,25.5,
2017-11-02T13:55:07.035Z,52,38.7,,,,25.5,
2017-11-02T13:55:17.033Z,52,,,,,25.5,
2017-11-02T13:55:27.032Z,,38.8,,,,,
2017-11-02T13:55:37.033Z,52,,,,,25.5,
2017-11-02T13:55:47.038Z,,38.7,,,,,
2017-11-02T13:55:57.032Z,52,,,,,25.5,
2017-11-02T13:56:07.033Z,52,,,,,25.5,
2017-11-02T13:56:17.033Z,52,,,,,25.4,
2017-11-02T13:56:37.047Z,52,,,,,25.4,
2017-11-02T13:56:57.032Z,52,,,,,25.4,
2017-11-02T13:57:07.033Z,52,38.6,,,,25.4,
2017-11-02T13:57:17.033Z,52,,,,,25.4,
2017-11-02T13:57:37.034Z,52,,,,,25.4,
2017-11-02T13:57:57.033Z,52,,,,,25.4,
2017-11-02T13:58:07.033Z,52,,,,,25.4,
2017-11-02T13:58:17.142Z,52,,,,,25.3,
2017-11-02T13:58:37.034Z,52,,,,,25.3,
2017-11-02T13:58:57.033Z,52,,,,,25.3,
2017-11-02T13:59:07.033Z,52,38.5,,,,25.3,
2017-11-02T13:59:17.047Z,52,,,,,25.3,
2017-11-02T13:59:37.032Z,52,,,,,25.3,
2017-11-02T13:59:57.041Z,52,,,,,25.3,
2017-11-02T14:00:07.032Z,52,,,,,25.3,
2017-11-02T14:00:17.033Z,52,,,,,25.3,
2017-11-02T14:00:37.033Z,52,,,,,25.3,
2017-11-02T14:00:57.034Z,52,38.4,,,,25.1,
2017-11-02T14:01:07.033Z,52,,,,,25.1,
2017-11-02T14:01:17.035Z,52,,,,,25.1,
2017-11-02T14:01:37.068Z,52,,,,,25.1,
2017-11-02T14:01:57.107Z,52,,,,,25.1,
2017-11-02T14:02:07.057Z,52,,,,,25.1,
2017-11-02T14:02:17.068Z,52,,,,,25.1,
2017-11-02T14:02:37.113Z,52,,,,,25.1,
2017-11-02T14:02:47.110Z,,38.3,,,,,
2017-11-02T14:02:57.144Z,52,,,,,25.1,
2017-11-02T14:03:07.078Z,52,,,,,25.1,
2017-11-02T14:03:17.079Z,52,,,,,25,
2017-11-02T14:03:37.074Z,52,,,,,25,
2017-11-02T14:03:57.047Z,52,,,,,25,
2017-11-02T14:04:07.101Z,52,,,,,25,
2017-11-02T14:04:17.046Z,52,,,,,25,
2017-11-02T14:04:37.039Z,52,,,,,25,
2017-11-02T14:04:47.079Z,,38.2,,,,,
2017-11-02T14:04:57.054Z,52,,,,,25,
2017-11-02T14:05:07.072Z,52,,,,,25,
2017-11-02T14:05:17.034Z,52,,,,,25,
2017-11-02T14:05:27.034Z,,38.2,0,0,5,,0
2017-11-02T14:05:37.033Z,52,,,,,25,
2017-11-02T14:05:57.047Z,52,,,,,25,
2017-11-02T14:06:07.040Z,52,,,,,24.9,
2017-11-02T14:06:17.034Z,52,,,,,24.9,
2017-11-02T14:06:37.037Z,52,,,,,24.9,
2017-11-02T14:06:47.033Z,,38.1,,,,,
2017-11-02T14:06:57.033Z,52,,,,,24.9,
2017-11-02T14:07:07.033Z,52,,,,,24.9,
2017-11-02T14:07:17.036Z,52,,,,,24.9,
2017-11-02T14:07:37.052Z,52,,,,,24.9,
2017-11-02T14:07:57.033Z,52,,,,,24.9,
2017-11-02T14:08:07.033Z,52,,,,,24.9,
2017-11-02T14:08:17.033Z,52,,,,,24.9,
2017-11-02T14:08:37.040Z,52,,,,,24.9,
2017-11-02T14:08:47.090Z,,38,,,,,
2017-11-02T14:08:57.033Z,52,,,,,24.8,
2017-11-02T14:09:07.033Z,52,,,,,24.8,
2017-11-02T14:09:17.033Z,52,,,,,24.8,
2017-11-02T14:09:37.036Z,52,,,,,24.8,
2017-11-02T14:09:47.033Z,52,,,,,24.8,
2017-11-02T14:09:57.033Z,52,38,,,,24.8,
2017-11-02T14:10:07.033Z,52,38,,,,24.8,
2017-11-02T14:10:17.033Z,,37.9,,,,,
2017-11-02T14:10:27.033Z,52,,,,,24.8,
2017-11-02T14:10:47.033Z,52,,,,,24.8,
2017-11-02T14:10:57.033Z,52,,,,,24.8,
2017-11-02T14:11:07.033Z,52,,,,,24.8,
2017-11-02T14:11:17.035Z,52,,,,,24.8,
2017-11-02T14:11:37.033Z,52,,,,,24.8,
2017-11-02T14:11:57.041Z,52,,,,,24.7,
2017-11-02T14:12:07.033Z,52,37.9,,,,24.7,
2017-11-02T14:12:17.033Z,52,,,,,24.7,
2017-11-02T14:12:27.034Z,,37.8,,,,,
2017-11-02T14:12:37.035Z,52,,,,,24.7,
2017-11-02T14:12:57.034Z,52,,,,,24.7,
2017-11-02T14:13:07.033Z,52,,,,,24.7,
2017-11-02T14:13:17.033Z,52,,,,,24.7,
2017-11-02T14:13:37.051Z,52,,,,,24.7,
2017-11-02T14:13:57.092Z,52,,,,,24.7,
2017-11-02T14:14:07.034Z,52,37.7,,,,24.7,
2017-11-02T14:14:17.040Z,52,,,,,24.7,
2017-11-02T14:14:37.033Z,52,,,,,24.7,
2017-11-02T14:14:57.034Z,52,,,,,24.5,
2017-11-02T14:15:07.033Z,52,,,,,24.5,
2017-11-02T14:15:17.035Z,52,,,,,24.5,
2017-11-02T14:15:37.041Z,52,,,,,24.5,
2017-11-02T14:15:57.035Z,52,,,,,24.5,
2017-11-02T14:16:07.034Z,52,37.7,,,,24.5,
2017-11-02T14:16:17.033Z,52,,,,,24.5,
2017-11-02T14:16:27.036Z,,37.6,,,,,
2017-11-02T14:16:37.044Z,52,,,,,24.5,
2017-11-02T14:16:57.043Z,52,,,,,24.5,
2017-11-02T14:17:07.039Z,52,,,,,24.5,
2017-11-02T14:17:17.034Z,52,,,,,24.5,
2017-11-02T14:17:47.083Z,52,,,,,24.5,
2017-11-02T14:17:57.033Z,52,,,,,24.5,
2017-11-02T14:18:07.034Z,52,37.5,,,,24.5,
2017-11-02T14:18:17.035Z,52,,,,,24.5,
2017-11-02T14:18:47.034Z,52,,,,,24.5,
2017-11-02T14:18:57.034Z,52,,,,,24.5,
2017-11-02T14:19:07.034Z,52,,,,,24.4,
2017-11-02T14:19:17.034Z,52,,,,,24.4,
2017-11-02T14:19:47.043Z,52,,,,,24.4,
2017-11-02T14:19:57.108Z,52,,,,,24.4,
2017-11-02T14:20:07.075Z,52,37.5,,,,24.4,
2017-11-02T14:20:17.034Z,52,,,,,24.4,
2017-11-02T14:20:27.033Z,,37.4,,,,,
2017-11-02T14:20:47.034Z,52,,,,,24.4,
2017-11-02T14:20:57.035Z,52,,,,,24.4,
2017-11-02T14:21:07.033Z,52,,,,,24.4,
2017-11-02T14:21:17.033Z,52,,,,,24.4,
2017-11-02T14:21:47.035Z,52,,,,,24.4,
2017-11-02T14:21:57.033Z,52,,,,,24.4,
2017-11-02T14:22:07.038Z,52,37.4,,,,24.4,
2017-11-02T14:22:17.034Z,52,,,,,24.4,
2017-11-02T14:22:27.033Z,,37.3,,,,,
2017-11-02T14:22:47.035Z,52,,,,,24.4,
2017-11-02T14:22:57.034Z,52,,,,,24.4,
2017-11-02T14:23:07.034Z,52,,,,,24.3,
2017-11-02T14:23:17.047Z,52,,,,,24.3,
