Time,HwTSet,PrimT,HwActive,ChActive,PrimTSet,HwTOutlet,ActPow
2017-11-02T05:41:47.050Z,52,,,,,23.4,
2017-11-02T05:42:07.050Z,52,,,,,23.4,
2017-11-02T05:42:27.050Z,52,,,,,23.4,
2017-11-02T05:42:37.049Z,,28,,,,,
2017-11-02T05:42:47.050Z,52,,,,,23.4,
2017-11-02T05:43:07.054Z,52,,,,,23.4,
2017-11-02T05:43:27.050Z,52,,,,,23.4,
2017-11-02T05:43:47.050Z,52,,,,,23.4,
2017-11-02T05:43:57.050Z,52,,,,,23.4,
2017-11-02T05:44:07.049Z,52,,,,,23.4,
2017-11-02T05:44:27.049Z,52,,,,,23.4,
2017-11-02T05:44:47.050Z,52,,,,,23.4,
2017-11-02T05:45:07.064Z,52,,,,,23.4,
2017-11-02T05:45:27.050Z,52,,,,,23.4,
2017-11-02T05:45:47.049Z,52,,,,,23.4,
2017-11-02T05:45:57.057Z,52,,,,,23.4,
2017-11-02T05:46:07.050Z,52,,,,,23.4,
2017-11-02T05:46:17.050Z,52,28,,,,23.4,
2017-11-02T05:46:27.193Z,52,28,,,,23.4,
2017-11-02T05:46:37.050Z,52,28,,,,23.4,
2017-11-02T05:46:47.052Z,52,27.8,,,,23.4,
2017-11-02T05:46:57.072Z,,28,,,,,
2017-11-02T05:47:07.049Z,,27.8,,,,,
2017-11-02T05:47:17.050Z,52,,,,,23.4,
2017-11-02T05:47:37.049Z,52,,,,,23.4,
2017-11-02T05:47:47.050Z,52,,,,,23.4,
2017-11-02T05:47:57.049Z,52,,,,,23.4,
2017-11-02T05:48:07.050Z,52,,,,,23.3,
2017-11-02T05:48:27.049Z,52,,,,,23.4,
2017-11-02T05:48:47.049Z,52,,,,,23.3,
2017-11-02T05:48:57.050Z,52,,,,,23.3,
2017-11-02T05:49:07.049Z,52,,,,,23.3,
2017-11-02T05:49:27.049Z,52,,,,,23.3,
2017-11-02T05:49:47.051Z,52,,,,,23.3,
2017-11-02T05:49:57.049Z,52,,,,,23.3,
2017-11-02T05:50:07.064Z,52,,,,,23.3,
2017-11-02T05:50:27.060Z,52,,,,,23.3,
2017-11-02T05:50:47.051Z,52,,,,,23.3,
2017-11-02T05:51:07.050Z,52,,,,,23.3,
2017-11-02T05:51:27.049Z,52,,,,,23.3,
2017-11-02T05:51:37.060Z,,27.8,,,,,
2017-11-02T05:51:47.113Z,52,,,,,23.3,
2017-11-02T05:51:57.071Z,,27.7,,,,,
2017-11-02T05:52:07.064Z,52,,,,,23.3,
2017-11-02T05:52:27.095Z,52,,,,,23.3,
2017-11-02T05:52:47.068Z,52,,,,,23.3,
2017-11-02T05:52:57.055Z,52,,,,,23.3,
2017-11-02T05:53:07.049Z,52,,,,,23.3,
2017-11-02T05:53:27.049Z,52,,,,,23.3,
2017-11-02T05:53:47.055Z,52,,,,,23.3,
2017-11-02T05:54:07.054Z,52,,,,,23.3,
2017-11-02T05:54:27.054Z,52,,,,,23.3,
2017-11-02T05:54:47.049Z,52,,,,,23.3,
2017-11-02T05:54:57.050Z,52,,,,,23.3,
2017-11-02T05:55:07.059Z,52,,,,,23.3,
2017-11-02T05:55:27.049Z,52,,,,,23.3,
2017-11-02T05:55:47.067Z,52,,,,,23.3,
2017-11-02T05:56:07.049Z,52,,,,,23.3,
2017-11-02T05:56:27.049Z,52,,,,,23.3,
2017-11-02T05:56:37.134Z,,27.6,,,,,
2017-11-02T05:56:47.049Z,52,,,,,23.3,
2017-11-02T05:57:07.050Z,52,,,,,23.3,
2017-11-02T05:57:27.049Z,52,,,,,23.3,
2017-11-02T05:57:47.054Z,52,,,,,23.2,
2017-11-02T05:57:57.054Z,52,,,,,23.3,
2017-11-02T05:58:07.164Z,52,,,,,23.2,
2017-11-02T05:58:27.098Z,52,,,,,23.2,
2017-11-02T05:58:47.055Z,52,,,,,23.2,
2017-11-02T05:59:07.049Z,52,,,,,23.2,
2017-11-02T05:59:27.049Z,52,,,,,23.2,
2017-11-02T05:59:47.087Z,52,,,,,23.2,
2017-11-02T06:00:07.050Z,52,,,,,23.2,
2017-11-02T06:00:27.050Z,52,,,,,23.2,
2017-11-02T06:00:47.166Z,52,,,,,23.2,
2017-11-02T06:01:07.050Z,52,,,,,23.2,
2017-11-02T06:01:17.066Z,,27.5,,,,,
2017-11-02T06:01:27.049Z,52,,,,,23.2,
2017-11-02T06:01:47.049Z,52,,,,,23.2,
2017-11-02T06:01:57.049Z,52,,,,,23.2,
2017-11-02T06:02:07.075Z,52,,,,,23.2,
2017-11-02T06:02:27.049Z,52,,,,,23.2,
2017-11-02T06:02:47.054Z,52,,,,,23.2,
2017-11-02T06:03:07.049Z,52,,,,,23.2,
2017-11-02T06:03:27.058Z,52,,,,,23.2,
2017-11-02T06:03:47.055Z,52,,,,,23.2,
2017-11-02T06:04:07.049Z,52,,,,,23.2,
2017-11-02T06:04:27.049Z,52,,,,,23.2,
2017-11-02T06:04:47.050Z,52,,,,,23.2,
2017-11-02T06:04:57.052Z,52,27.5,0,0,5,23.2,0
2017-11-02T06:05:07.059Z,52,,,,,23.2,
2017-11-02T06:05:27.049Z,52,,,,,23.2,
2017-11-02T06:05:47.050Z,52,,,,,23.2,
2017-11-02T06:06:07.055Z,52,,,,,23.2,
2017-11-02T06:06:27.055Z,52,,,,,23.2,
2017-11-02T06:06:37.049Z,,27.3,,,,,
2017-11-02T06:06:47.067Z,52,,,,,23.2,
2017-11-02T06:06:57.049Z,52,,,,,23.1,
2017-11-02T06:07:07.049Z,52,,,,,23.2,
2017-11-02T06:07:27.049Z,52,,,,,23.1,
2017-11-02T06:07:47.057Z,52,,,,,23.1,
2017-11-02T06:07:57.049Z,52,,,,,23.1,
2017-11-02T06:08:07.074Z,52,,,,,23.1,
2017-11-02T06:08:27.053Z,52,,,,,23.1,
2017-11-02T06:08:47.049Z,52,,,,,23.1,
2017-11-02T06:09:07.049Z,52,,,,,23.1,
2017-11-02T06:09:27.049Z,52,,,,,23.1,
2017-11-02T06:09:47.049Z,52,,,,,23.1,
2017-11-02T06:10:07.049Z,52,,,,,23.1,
2017-11-02T06:10:27.053Z,52,,,,,23.1,
2017-11-02T06:10:47.049Z,52,27.2,,,,23.1,
2017-11-02T06:10:57.083Z,,27.2,,,,,
2017-11-02T06:11:07.051Z,52,,,,,23.1,
2017-11-02T06:11:27.049Z,52,,,,,23.1,
2017-11-02T06:11:47.061Z,52,,,,,23.1,
2017-11-02T06:12:07.049Z,52,,,,,23.1,
2017-11-02T06:12:27.049Z,52,,,,,23.1,
2017-11-02T06:12:47.051Z,52,,,,,23.1,
2017-11-02T06:13:07.055Z,52,,,,,23.1,
2017-11-02T06:13:27.049Z,52,,,,,23.1,
2017-11-02T06:13:47.049Z,52,,,,,23.1,
2017-11-02T06:13:57.061Z,52,,,,,23.1,
2017-11-02T06:14:07.049Z,52,,,,,23.1,
2017-11-02T06:14:27.049Z,52,,,,,23.1,
2017-11-02T06:14:47.070Z,52,,,,,23.1,
2017-11-02T06:15:07.049Z,52,,,,,23.1,
2017-11-02T06:15:27.050Z,52,,,,,23.1,
2017-11-02T06:15:47.049Z,52,27.1,,,,23.1,
2017-11-02T06:15:57.050Z,,27.1,,,,,
2017-11-02T06:16:07.049Z,52,,,,,23.1,
2017-11-02T06:16:17.048Z,,27.2,,,,,
2017-11-02T06:16:27.052Z,52,,,,,23,
2017-11-02T06:16:37.115Z,,27.1,,,,,
2017-11-02T06:16:47.054Z,52,,,,,23,
2017-11-02T06:16:57.051Z,52,,,,,23,
2017-11-02T06:17:07.049Z,52,,,,,23,
2017-11-02T06:17:27.049Z,52,,,,,23,
2017-11-02T06:17:47.049Z,52,,,,,23,
2017-11-02T06:18:07.049Z,52,,,,,23,
2017-11-02T06:18:27.049Z,52,,,,,23,
2017-11-02T06:18:47.049Z,52,,,,,23,
2017-11-02T06:18:57.048Z,52,,,,,23,
2017-11-02T06:19:07.049Z,52,,,,,23,
2017-11-02T06:19:27.050Z,52,,,,,23,
2017-11-02T06:19:47.050Z,52,,,,,23,
2017-11-02T06:20:07.049Z,52,,,,,23,
2017-11-02T06:20:27.049Z,52,,,,,23,
2017-11-02T06:20:37.056Z,,27.1,,,,,
2017-11-02T06:20:47.049Z,52,,,,,23,
2017-11-02T06:20:57.048Z,,27.1,,,,,
2017-11-02T06:21:07.049Z,52,,,,,23,
2017-11-02T06:21:17.049Z,,27,,,,,
2017-11-02T06:21:27.102Z,52,,,,,23,
2017-11-02T06:21:47.071Z,52,,,,,23,
2017-11-02T06:22:07.055Z,52,,,,,23,
2017-11-02T06:22:27.056Z,52,,,,,23,
2017-11-02T06:22:47.060Z,52,,,,,23,
2017-11-02T06:23:07.123Z,52,,,,,23,
2017-11-02T06:23:27.097Z,52,,,,,23,
2017-11-02T06:23:47.054Z,52,,,,,23,
2017-11-02T06:23:57.048Z,52,,,,,23,
2017-11-02T06:24:07.049Z,52,,,,,23,
2017-11-02T06:24:27.048Z,52,,,,,23,
2017-11-02T06:24:47.053Z,52,,,,,23,
2017-11-02T06:25:07.049Z,52,,,,,22.8,
2017-11-02T06:25:27.049Z,52,,,,,22.8,
2017-11-02T06:25:37.048Z,52,27,,,,22.8,
2017-11-02T06:25:47.055Z,52,27,,,,22.8,
2017-11-02T06:25:57.053Z,,26.9,,,,,
2017-11-02T06:26:07.080Z,52,,,,,22.8,
2017-11-02T06:26:17.048Z,52,,,,,22.8,
2017-11-02T06:26:27.048Z,,27,,,,,
2017-11-02T06:26:37.081Z,,26.9,,,,,
2017-11-02T06:26:47.049Z,52,,,,,22.8,
2017-11-02T06:27:07.049Z,52,,,,,22.8,
2017-11-02T06:27:27.056Z,52,,,,,22.8,
2017-11-02T06:27:47.074Z,52,,,,,22.8,
2017-11-02T06:28:07.048Z,52,,,,,22.8,
2017-11-02T06:28:27.051Z,52,,,,,22.8,
2017-11-02T06:28:47.049Z,52,,,,,22.8,
2017-11-02T06:29:07.053Z,52,,,,,22.8,
2017-11-02T06:29:27.048Z,52,,,,,22.8,
2017-11-02T06:29:47.081Z,52,,,,,22.8,
2017-11-02T06:30:07.050Z,52,,,,,22.8,
2017-11-02T06:30:27.051Z,52,,,,,22.8,
2017-11-02T06:30:47.069Z,52,,,,,22.8,
2017-11-02T06:31:07.051Z,52,,,,,22.8,
2017-11-02T06:31:17.074Z,,26.7,,,,,
2017-11-02T06:31:27.057Z,52,,,,,22.8,
2017-11-02T06:31:37.075Z,,26.9,,,,,
2017-11-02T06:31:47.084Z,52,26.7,,,,22.8,
2017-11-02T06:31:57.077Z,52,,,,,22.8,
2017-11-02T06:32:07.075Z,52,,,,,22.8,
2017-11-02T06:32:27.075Z,52,,,,,22.8,
2017-11-02T06:32:47.072Z,52,,,,,22.8,
2017-11-02T06:33:07.055Z,52,,,,,22.8,
2017-11-02T06:33:27.068Z,52,,,,,22.8,
2017-11-02T06:33:47.080Z,52,,,,,22.8,
2017-11-02T06:34:07.053Z,52,,,,,22.8,
2017-11-02T06:34:27.059Z,52,,,,,22.8,
2017-11-02T06:34:47.054Z,52,,,,,22.7,
2017-11-02T06:35:07.064Z,52,,,,,22.7,
2017-11-02T06:35:27.060Z,52,,,,,22.7,
2017-11-02T06:35:47.054Z,52,,,,,22.7,
2017-11-02T06:35:57.048Z,52,,,,,22.7,
2017-11-02T06:36:07.069Z,52,,,,,22.7,
2017-11-02T06:36:27.054Z,52,,,,,22.7,
2017-11-02T06:36:37.052Z,,26.6,,,,,
2017-11-02T06:36:47.053Z,52,,,,,22.7,
2017-11-02T06:36:57.061Z,52,,,,,22.7,
2017-11-02T06:37:07.106Z,52,,,,,22.7,
2017-11-02T06:37:27.093Z,52,,,,,22.7,
2017-11-02T06:37:47.048Z,52,,,,,22.7,
2017-11-02T06:38:07.062Z,52,,,,,22.7,
2017-11-02T06:38:27.054Z,52,,,,,22.7,
2017-11-02T06:38:47.127Z,52,,,,,22.7,
2017-11-02T06:39:07.097Z,52,,,,,22.7,
2017-11-02T06:39:27.048Z,52,,,,,22.7,
2017-11-02T06:39:47.065Z,52,,,,,22.7,
2017-11-02T06:39:57.053Z,52,,,,,22.7,
2017-11-02T06:40:07.053Z,52,,,,,22.7,
2017-11-02T06:40:27.208Z,52,,,,,22.7,
2017-11-02T06:40:47.250Z,52,,,,,22.7,
2017-11-02T06:40:57.613Z,52,,,,,22.7,
2017-11-02T06:41:07.196Z,52,,,,,22.7,
2017-11-02T06:41:27.242Z,52,,,,,22.7,
2017-11-02T06:41:47.048Z,52,,,,,22.7,
2017-11-02T06:42:07.048Z,52,,,,,22.7,
2017-11-02T06:42:17.067Z,,26.5,,,,,
2017-11-02T06:42:27.048Z,52,,,,,22.7,
2017-11-02T06:42:47.051Z,52,,,,,22.7,
2017-11-02T06:42:57.048Z,52,,,,,22.7,
2017-11-02T06:43:07.048Z,52,,,,,22.7,
2017-11-02T06:43:27.054Z,52,,,,,22.7,
2017-11-02T06:43:47.055Z,52,,,,,22.7,
2017-11-02T06:43:57.048Z,52,,,,,22.7,
2017-11-02T06:44:07.059Z,52,,,,,22.7,
2017-11-02T06:44:27.060Z,52,,,,,22.7,
2017-11-02T06:44:47.050Z,52,,,,,22.7,
2017-11-02T06:45:07.048Z,52,,,,,22.7,
2017-11-02T06:45:27.048Z,52,,,,,22.6,
2017-11-02T06:45:47.048Z,52,,,,,22.6,
2017-11-02T06:46:07.054Z,52,,,,,22.6,
2017-11-02T06:46:27.069Z,52,,,,,22.6,
2017-11-02T06:46:47.146Z,52,,,,,22.6,
2017-11-02T06:46:57.047Z,52,,,,,22.6,
2017-11-02T06:47:07.048Z,52,,,,,22.6,
2017-11-02T06:47:27.048Z,52,,,,,22.6,
2017-11-02T06:47:47.050Z,52,26.4,,,,22.6,
2017-11-02T06:47:57.048Z,52,,,,,22.6,
2017-11-02T06:48:07.055Z,52,,,,,22.6,
2017-11-02T06:48:27.048Z,52,,,,,22.6,
2017-11-02T06:48:47.062Z,52,,,,,22.6,
2017-11-02T06:49:07.053Z,52,,,,,22.6,
2017-11-02T06:49:27.051Z,52,,,,,22.6,
2017-11-02T06:49:47.048Z,52,,,,,22.6,
2017-11-02T06:49:57.053Z,52,,,,,22.6,
2017-11-02T06:50:07.049Z,52,,,,,22.6,
2017-11-02T06:50:27.049Z,52,,,,,22.6,
2017-11-02T06:50:47.053Z,52,,,,,22.6,
2017-11-02T06:51:07.052Z,52,,,,,22.6,
2017-11-02T06:51:27.048Z,52,,,,,22.6,
2017-11-02T06:51:47.051Z,52,,,,,22.6,
2017-11-02T06:52:07.049Z,52,,,,,22.6,
2017-11-02T06:52:27.047Z,52,,,,,22.6,
2017-11-02T06:52:37.069Z,,26.3,,,,,
2017-11-02T06:52:47.048Z,52,26.4,,,,22.6,
2017-11-02T06:52:57.064Z,,26.3,,,,,
2017-11-02T06:53:07.048Z,52,,,,,22.6,
2017-11-02T06:53:17.051Z,,26.4,,,,,
2017-11-02T06:53:27.048Z,52,,,,,22.6,
2017-11-02T06:53:37.051Z,,26.3,,,,,
2017-11-02T06:53:47.051Z,52,,,,,22.6,
2017-11-02T06:54:07.051Z,52,,,,,22.6,
2017-11-02T06:54:27.053Z,52,,,,,22.6,
2017-11-02T06:54:47.099Z,52,,,,,22.6,
2017-11-02T06:54:57.087Z,52,,,,,22.6,
2017-11-02T06:55:07.077Z,52,,,,,22.6,
2017-11-02T06:55:27.092Z,52,,,,,22.6,
2017-11-02T06:55:47.047Z,52,,,,,22.5,
2017-11-02T06:56:07.052Z,52,,,,,22.5,
2017-11-02T06:56:27.048Z,52,,,,,22.5,
2017-11-02T06:56:47.048Z,52,,,,,22.5,
2017-11-02T06:56:57.047Z,52,,,,,22.5,
2017-11-02T06:57:07.048Z,52,,,,,22.6,
2017-11-02T06:57:27.055Z,52,,,,,22.5,
2017-11-02T06:57:47.053Z,52,,,,,22.5,
2017-11-02T06:58:07.048Z,52,,,,,22.5,
2017-11-02T06:58:17.048Z,,26.1,,,,,
2017-11-02T06:58:27.047Z,52,,,,,22.5,
2017-11-02T06:58:37.048Z,,26.3,,,,,
2017-11-02T06:58:47.048Z,52,,,,,22.5,
2017-11-02T06:58:57.049Z,,26.1,,,,,
2017-11-02T06:59:07.047Z,52,,,,,22.5,
2017-11-02T06:59:27.058Z,52,,,,,22.5,
2017-11-02T06:59:47.051Z,52,,,,,22.5,
2017-11-02T06:59:57.081Z,52,,,,,22.5,
2017-11-02T07:00:07.048Z,52,,,,,22.5,
2017-11-02T07:00:27.047Z,52,,,,,22.5,
2017-11-02T07:00:47.048Z,52,,,,,22.5,
2017-11-02T07:01:07.047Z,52,,,,,22.5,
2017-11-02T07:01:27.082Z,52,,,,,22.5,
2017-11-02T07:01:47.066Z,52,,,,,22.5,
2017-11-02T07:02:07.052Z,52,,,,,22.5,
2017-11-02T07:02:27.051Z,52,,,,,22.5,
2017-11-02T07:02:47.053Z,52,,,,,22.5,
2017-11-02T07:02:57.047Z,52,,,,,22.5,
2017-11-02T07:03:07.047Z,52,,,,,22.5,
2017-11-02T07:03:27.054Z,52,,,,,22.5,
2017-11-02T07:03:47.049Z,52,,,,,22.5,
2017-11-02T07:04:07.048Z,52,,,,,22.5,
2017-11-02T07:04:27.093Z,52,,,,,22.5,
2017-11-02T07:04:37.049Z,,26,,,,,
2017-11-02T07:04:47.047Z,52,,,,,22.5,
2017-11-02T07:04:57.061Z,52,26,0,0,5,22.5,0
2017-11-02T07:05:07.081Z,52,,,,,22.5,
2017-11-02T07:05:27.047Z,52,,,,,22.5,
2017-11-02T07:05:47.047Z,52,,,,,22.5,
2017-11-02T07:06:07.060Z,52,,,,,22.5,
2017-11-02T07:06:27.251Z,52,,,,,22.5,
2017-11-02T07:06:47.047Z,52,,,,,22.5,
2017-11-02T07:07:07.047Z,52,,,,,22.5,
2017-11-02T07:07:27.047Z,52,,,,,22.4,
2017-11-02T07:07:47.047Z,52,,,,,22.4,
2017-11-02T07:08:07.047Z,52,,,,,22.4,
2017-11-02T07:08:27.111Z,52,,,,,22.4,
2017-11-02T07:08:37.056Z,52,,,,,22.4,
2017-11-02T07:08:47.055Z,52,,,,,22.4,
2017-11-02T07:09:07.048Z,52,,,,,22.4,
2017-11-02T07:09:17.125Z,,26,,,,,
2017-11-02T07:09:27.079Z,52,26,,,,22.4,
2017-11-02T07:09:37.052Z,52,25.9,,,,22.4,
2017-11-02T07:09:47.055Z,52,26,,,,22.4,
2017-11-02T07:09:57.080Z,,25.9,,,,,
2017-11-02T07:10:07.083Z,52,25.9,,,,22.4,
2017-11-02T07:10:17.064Z,52,25.9,,,,22.4,
2017-11-02T07:10:27.221Z,,25.9,,,,,
2017-11-02T07:10:37.160Z,52,26,,,,22.4,
2017-11-02T07:10:47.084Z,52,25.9,,,,22.4,
2017-11-02T07:10:57.120Z,52,,,,,22.4,
2017-11-02T07:11:17.057Z,52,,,,,22.4,
2017-11-02T07:11:37.051Z,52,,,,,22.4,
2017-11-02T07:11:47.055Z,52,,,,,22.4,
2017-11-02T07:11:57.063Z,52,,,,,22.4,
2017-11-02T07:12:07.055Z,52,,,,,22.4,
2017-11-02T07:12:27.104Z,52,,,,,22.4,
2017-11-02T07:12:47.072Z,52,,,,,22.4,
2017-11-02T07:13:07.067Z,52,,,,,22.4,
2017-11-02T07:13:27.104Z,52,,,,,22.4,
2017-11-02T07:13:47.066Z,52,,,,,22.4,
2017-11-02T07:14:07.100Z,52,,,,,22.4,
2017-11-02T07:14:27.059Z,52,,,,,22.4,
2017-11-02T07:14:47.072Z,52,,,,,22.4,
2017-11-02T07:14:57.093Z,52,,,,,22.4,
2017-11-02T07:15:07.126Z,52,,,,,22.4,
2017-11-02T07:15:27.113Z,52,,,,,22.4,
2017-11-02T07:15:47.143Z,52,,,,,22.4,
2017-11-02T07:16:07.100Z,52,,,,,22.4,
2017-11-02T07:16:17.401Z,,25.8,,,,,
2017-11-02T07:16:27.090Z,52,,,,,22.4,
2017-11-02T07:16:47.165Z,52,,,,,22.4,
2017-11-02T07:17:07.117Z,52,,,,,22.4,
2017-11-02T07:17:27.120Z,52,,,,,22.4,
2017-11-02T07:17:47.108Z,52,,,,,22.4,
2017-11-02T07:17:57.105Z,52,,,,,22.4,
2017-11-02T07:18:07.120Z,52,,,,,22.4,
2017-11-02T07:18:27.124Z,52,,,,,22.4,
2017-11-02T07:18:47.146Z,52,,,,,22.2,
2017-11-02T07:19:07.138Z,52,,,,,22.4,
2017-11-02T07:19:27.118Z,52,,,,,22.4,
2017-11-02T07:19:47.105Z,52,,,,,22.4,
2017-11-02T07:19:57.095Z,52,,,,,22.4,
2017-11-02T07:20:07.106Z,52,,,,,22.2,
2017-11-02T07:20:27.087Z,52,,,,,22.2,
2017-11-02T07:20:47.088Z,52,,,,,22.2,
2017-11-02T07:20:57.107Z,52,,,,,22.2,
2017-11-02T07:21:07.137Z,52,,,,,22.2,
2017-11-02T07:21:27.081Z,52,,,,,22.2,
2017-11-02T07:21:47.090Z,52,,,,,22.2,
2017-11-02T07:21:57.100Z,,25.7,,,,,
2017-11-02T07:22:07.079Z,52,,,,,22.2,
2017-11-02T07:22:17.082Z,,25.8,,,,,
2017-11-02T07:22:27.090Z,52,,,,,22.2,
2017-11-02T07:22:47.061Z,52,25.7,,,,22.2,
2017-11-02T07:23:07.078Z,52,,,,,22.2,
2017-11-02T07:23:27.134Z,52,,,,,22.2,
2017-11-02T07:23:47.063Z,52,,,,,22.2,
2017-11-02T07:23:57.079Z,52,,,,,22.2,
2017-11-02T07:24:07.057Z,52,,,,,22.2,
2017-11-02T07:24:27.064Z,52,,,,,22.2,
2017-11-02T07:24:47.068Z,52,,,,,22.2,
2017-11-02T07:25:07.046Z,52,,,,,22.2,
2017-11-02T07:25:27.047Z,52,,,,,22.2,
2017-11-02T07:25:47.052Z,52,,,,,22.2,
2017-11-02T07:25:57.071Z,52,,,,,22.2,
2017-11-02T07:26:07.053Z,52,,,,,22.2,
2017-11-02T07:26:27.079Z,52,,,,,22.2,
2017-11-02T07:26:47.051Z,52,,,,,22.2,
2017-11-02T07:26:57.063Z,52,,,,,22.2,
2017-11-02T07:27:07.047Z,52,,,,,22.2,
2017-11-02T07:27:27.071Z,52,,,,,22.2,
2017-11-02T07:27:47.047Z,52,,,,,22.2,
2017-11-02T07:27:57.046Z,,25.5,,,,,
2017-11-02T07:28:07.047Z,52,,,,,22.2,
2017-11-02T07:28:17.046Z,,25.7,,,,,
2017-11-02T07:28:27.060Z,52,,,,,22.2,
2017-11-02T07:28:38.133Z,,25.5,,,,,
2017-11-02T07:28:47.119Z,52,,,,,22.2,
2017-11-02T07:29:07.118Z,52,,,,,22.2,
2017-11-02T07:29:27.100Z,52,,,,,22.2,
2017-11-02T07:29:47.063Z,52,,,,,22.2,
2017-11-02T07:30:07.056Z,52,,,,,22.2,
2017-11-02T07:30:27.047Z,52,,0,2,58,22.2,
2017-11-02T07:30:37.053Z,,30.8,0,2,,,40
2017-11-02T07:30:47.049Z,52,29.8,,,,22.2,29
2017-11-02T07:30:57.074Z,,25.2,,,,,30
2017-11-02T07:31:07.047Z,,,,,,,29
2017-11-02T07:31:17.047Z,52,24.8,,,,22.2,
2017-11-02T07:31:27.053Z,52,23.9,,,,22.2,30
2017-11-02T07:31:37.055Z,,23.9,,,,,30
2017-11-02T07:31:47.047Z,52,24.1,,,,22.2,30
2017-11-02T07:31:57.047Z,52,24.8,,,,22.2,29
2017-11-02T07:32:07.046Z,,25.1,,,,,
2017-11-02T07:32:17.049Z,52,,,,,22.2,
2017-11-02T07:32:27.058Z,52,25.8,,,,22.2,31
2017-11-02T07:32:37.046Z,,26.5,,,,,37
2017-11-02T07:32:47.048Z,52,28,,,,22.2,43
2017-11-02T07:32:57.053Z,52,30.9,,,,22.2,55
2017-11-02T07:33:07.134Z,52,,,,,22.2,
2017-11-02T07:33:17.077Z,,32.3,,,,,61
2017-11-02T07:33:27.074Z,52,33.7,,,,22.2,68
2017-11-02T07:33:37.092Z,52,35.2,,,,22.2,73
2017-11-02T07:33:47.081Z,52,37.1,,,,22.2,82
2017-11-02T07:33:57.124Z,52,39.8,,,,22.4,91
2017-11-02T07:34:07.102Z,52,,,,,22.4,
2017-11-02T07:34:17.148Z,,41.1,,,,,96
2017-11-02T07:34:27.062Z,52,42.3,,,,22.4,100
2017-11-02T07:34:37.082Z,52,43,,,,22.4,99
2017-11-02T07:34:47.068Z,52,44,,,,22.4,100
2017-11-02T07:34:57.059Z,52,44.6,,,,22.4,
2017-11-02T07:35:07.050Z,,45,,,,,
2017-11-02T07:35:17.061Z,52,,,,,22.5,
2017-11-02T07:35:27.077Z,52,46,,,,22.5,
2017-11-02T07:35:37.080Z,52,46.1,,,,22.5,
2017-11-02T07:35:47.086Z,52,47.4,,,,22.5,
2017-11-02T07:35:57.114Z,52,49.2,,,,22.6,
2017-11-02T07:36:17.131Z,52,50,,,,22.6,
2017-11-02T07:36:27.091Z,52,50.9,,,,22.6,
2017-11-02T07:36:37.092Z,52,51.7,,,,22.7,
2017-11-02T07:36:47.189Z,52,52.6,,,,22.7,100
2017-11-02T07:36:57.121Z,52,54,,,,22.8,
2017-11-02T07:37:07.120Z,,54.1,,,,,
2017-11-02T07:37:17.129Z,52,55,,,,22.8,
2017-11-02T07:37:27.073Z,52,55.7,,,,22.8,
2017-11-02T07:37:37.072Z,52,56.6,,,,23,100
2017-11-02T07:37:47.056Z,52,57.3,,,,23,99
2017-11-02T07:38:04.183Z,52,58.1,,,,23.2,100
2017-11-02T07:38:07.074Z,52,58.7,,,,23.2,97
2017-11-02T07:38:17.147Z,,59,,,,,94
2017-11-02T07:38:27.090Z,52,,,,,23.2,92
2017-11-02T07:38:37.117Z,,58.9,,,,,85
2017-11-02T07:38:47.075Z,52,58.6,,,,23.4,79
2017-11-02T07:38:57.084Z,52,58.3,,,,23.6,73
2017-11-02T07:39:07.074Z,52,,,,,23.7,
2017-11-02T07:39:17.094Z,,58.5,,,,,71
2017-11-02T07:39:27.076Z,52,,,,,23.7,
2017-11-02T07:39:37.067Z,,58.7,,,,,62
2017-11-02T07:39:47.072Z,52,58.6,,,,23.9,58
2017-11-02T07:39:57.100Z,52,58.4,,,,23.9,51
2017-11-02T07:40:07.123Z,52,,,,,24.2,
2017-11-02T07:40:17.157Z,,58.3,,,,,48
2017-11-02T07:40:27.137Z,52,,,,,24.3,
2017-11-02T07:40:37.150Z,,58.4,,,,,42
2017-11-02T07:40:47.112Z,52,58.3,,,,24.4,39
2017-11-02T07:40:57.121Z,52,,,,,24.5,35
2017-11-02T07:41:07.120Z,52,,,,,24.7,
2017-11-02T07:41:17.115Z,,,,,,,34
2017-11-02T07:41:27.112Z,52,,,,,24.8,
2017-11-02T07:41:37.154Z,,58.2,,,,,31
2017-11-02T07:41:47.078Z,52,,,,,25,30
2017-11-02T07:41:57.096Z,52,58.4,,,,25.3,30
2017-11-02T07:42:07.123Z,52,,,,,25.3,
2017-11-02T07:42:17.158Z,,58.5,,,,,29
2017-11-02T07:42:27.120Z,52,58.7,,,,25.4,30
2017-11-02T07:42:37.103Z,52,58.8,,,,25.5,29
2017-11-02T07:42:47.061Z,52,58.9,,,,25.7,
2017-11-02T07:42:57.103Z,52,59.1,,,,25.9,29
2017-11-02T07:43:07.149Z,52,,,,,26,
2017-11-02T07:43:17.145Z,,,,,,,30
2017-11-02T07:43:27.082Z,52,,,,,26.1,
2017-11-02T07:43:37.131Z,,59.4,,,,,29
2017-11-02T07:43:47.163Z,52,59.5,,,,26.2,
2017-11-02T07:43:57.086Z,52,59.6,,,,26.3,30
2017-11-02T07:44:07.193Z,52,,,,,26.6,
2017-11-02T07:44:17.081Z,,59.7,,,,,
2017-11-02T07:44:27.108Z,52,,,,,26.7,
