Time,ActPow,HwActive,ChActive,PrimTSet,HwTOutlet,HwTSet,PrimT
2017-12-17T04:37:50.233Z,29,,,,29.8,50,43
2017-12-17T04:38:00.233Z,30,,,,29.8,50,43.1
2017-12-17T04:38:10.233Z,,,,,29.8,50,43.3
2017-12-17T04:38:20.234Z,29,,,,29.8,50,43.4
2017-12-17T04:38:30.234Z,30,,,,29.8,50,43.5
2017-12-17T04:38:40.234Z,29,,,,30,50,43.6
2017-12-17T04:38:50.233Z,30,,,,30,50,43.8
2017-12-17T04:39:00.237Z,0,0,2,,30,50,43.9
2017-12-17T04:39:10.234Z,,,,,30,50,40.9
2017-12-17T04:39:20.233Z,,,,,30,50,39.9
2017-12-17T04:39:30.233Z,,,,,30,50,39.3
2017-12-17T04:39:40.233Z,,,,,30,50,38.9
2017-12-17T04:39:50.233Z,,,,,30,50,
2017-12-17T04:40:00.234Z,,,,,30,50,
2017-12-17T04:40:10.233Z,,,,,30,50,
2017-12-17T04:40:20.233Z,,,,,30,50,
2017-12-17T04:40:30.233Z,,,,,30,50,38.7
2017-12-17T04:40:40.233Z,,,,,30,50,38.6
2017-12-17T04:40:50.233Z,,,,,30.1,50,38.5
2017-12-17T04:41:00.233Z,,,,,30.1,50,38.4
2017-12-17T04:41:10.233Z,,,,,30.1,50,38.3
2017-12-17T04:41:20.233Z,,,,,30.1,50,
2017-12-17T04:41:30.233Z,,,,,30.1,50,
2017-12-17T04:41:40.233Z,,,,,30.1,50,
2017-12-17T04:41:50.233Z,,,,,30.1,50,38.2
2017-12-17T04:42:00.233Z,,,,,30.1,50,38.1
2017-12-17T04:42:10.233Z,,,,,30.1,50,
2017-12-17T04:42:20.233Z,,,,,30.1,50,
2017-12-17T04:42:30.233Z,,,,,30.1,50,
2017-12-17T04:42:40.233Z,,,,,30.1,50,
2017-12-17T04:42:50.233Z,,,,,30.1,50,38
2017-12-17T04:43:00.232Z,,,,,30.1,50,
2017-12-17T04:43:10.233Z,,,,,30.1,50,
2017-12-17T04:43:20.233Z,,,,,30.2,50,
2017-12-17T04:43:30.234Z,,,,,30.2,50,
2017-12-17T04:43:40.233Z,,,,,30.2,50,
2017-12-17T04:43:50.233Z,,,,,30.2,50,
2017-12-17T04:44:00.233Z,,,,,30.2,50,
2017-12-17T04:44:10.233Z,,,,,30.2,50,
2017-12-17T04:44:20.233Z,,,,,30.2,50,
2017-12-17T04:44:54.779Z,,,,,30.2,50,
2017-12-17T04:44:54.788Z,,,,,30.2,50,38.1
2017-12-17T04:45:00.233Z,,,,,30.2,50,
2017-12-17T04:45:10.232Z,,,,,30.2,50,
2017-12-17T04:45:20.232Z,,,,,30.2,50,
2017-12-17T04:45:30.232Z,,,,,30.2,50,38.2
2017-12-17T04:45:40.232Z,,,,,30.2,50,
2017-12-17T04:45:50.233Z,,,,,30.2,50,
2017-12-17T04:46:00.233Z,,,,,30.2,50,
2017-12-17T04:46:10.233Z,,,,,30.2,50,38.3
2017-12-17T04:46:20.232Z,,,,,30.2,50,
2017-12-17T04:46:30.233Z,,,,,30.2,50,
2017-12-17T04:46:40.233Z,,,,,30.2,50,
2017-12-17T04:46:50.244Z,,,,,30.2,50,
2017-12-17T04:47:00.232Z,,,,,30.2,50,38.4
2017-12-17T04:47:10.232Z,,,,,30.2,50,
2017-12-17T04:47:20.233Z,,,,,30.2,50,
2017-12-17T04:47:30.233Z,,,,,30.2,50,
2017-12-17T04:47:40.233Z,,,,,30.2,50,
2017-12-17T04:47:50.233Z,,,,,30.2,50,
2017-12-17T04:48:00.232Z,,,,,30.2,50,
2017-12-17T04:48:10.233Z,,,,,30.2,50,
2017-12-17T04:48:20.233Z,,,,,30.2,50,
2017-12-17T04:48:30.233Z,,,,,30.2,50,
2017-12-17T04:48:40.232Z,,,,,30.2,50,
2017-12-17T04:48:50.233Z,,,,,30.2,50,
2017-12-17T04:49:00.233Z,,,,,30.2,50,
2017-12-17T04:49:10.232Z,,,,,30.2,50,
2017-12-17T04:49:20.233Z,,,,,30.2,50,
2017-12-17T04:49:30.233Z,,,,,30.2,50,
2017-12-17T04:49:40.232Z,,,,,30.2,50,
2017-12-17T04:49:50.233Z,,,,,30.2,50,
2017-12-17T04:50:00.233Z,,,,,30.2,50,
2017-12-17T04:50:10.233Z,,,,,30.2,50,
2017-12-17T04:50:20.235Z,,,,,30.2,50,
2017-12-17T04:50:30.233Z,,,,,30.2,50,38.3
2017-12-17T04:50:40.233Z,,,,,30.2,50,
2017-12-17T04:50:50.233Z,,,,,30.2,50,
2017-12-17T04:51:00.233Z,,,,,30.2,50,
2017-12-17T04:51:10.233Z,,,,,30.2,50,
2017-12-17T04:51:20.232Z,,,,,30.2,50,
2017-12-17T04:51:30.233Z,,,,,30.2,50,
2017-12-17T04:51:40.232Z,,,,,30.2,50,
2017-12-17T04:51:50.233Z,,,,,30.2,50,
2017-12-17T04:52:05.253Z,,,,,30.2,50,
2017-12-17T04:52:10.234Z,,,,,30.2,50,38.2
2017-12-17T04:52:20.234Z,,,,,30.2,50,
2017-12-17T04:52:30.234Z,,,,,30.1,50,
2017-12-17T04:52:40.234Z,,,,,30.1,50,
2017-12-17T04:52:50.234Z,,,,,30.1,50,
2017-12-17T04:53:00.234Z,,,,,30.1,50,
2017-12-17T04:53:10.234Z,,,,,30.1,50,
2017-12-17T04:53:20.234Z,,,,,30.1,50,38.1
2017-12-17T04:53:30.236Z,,,,,30.1,50,
2017-12-17T04:53:40.233Z,,,,,30.1,50,
2017-12-17T04:53:50.233Z,,,,,30.1,50,
2017-12-17T04:54:00.234Z,,,,,30.1,50,
2017-12-17T04:54:10.234Z,,,,,30.1,50,
2017-12-17T04:54:20.237Z,,,,,30.1,50,
2017-12-17T04:54:30.233Z,,,,,30.1,50,
2017-12-17T04:54:40.232Z,,,,,30.1,50,
2017-12-17T04:54:50.234Z,,,,,30.1,50,38
2017-12-17T04:55:00.234Z,,,,,30.1,50,
2017-12-17T04:55:10.233Z,,,,,30.1,50,
2017-12-17T04:55:20.233Z,,,,,30.1,50,
2017-12-17T04:55:30.233Z,,,,,30.1,50,
2017-12-17T04:55:40.236Z,,,,,30.1,50,
2017-12-17T04:55:50.234Z,,,,,30.1,50,38
2017-12-17T04:56:05.253Z,,,,,30,50,37.9
2017-12-17T04:56:10.234Z,,,,,30,50,
2017-12-17T04:56:20.234Z,,,,,30,50,
2017-12-17T04:56:30.234Z,,,,,30,50,
2017-12-17T04:56:40.234Z,,,,,30,50,
2017-12-17T04:56:50.233Z,,,,,30,50,
2017-12-17T04:57:00.234Z,,,,,30,50,
2017-12-17T04:57:10.233Z,,,,,30,50,37.8
2017-12-17T04:57:20.233Z,,,,,30,50,
2017-12-17T04:57:30.233Z,,,,,30,50,
2017-12-17T04:57:40.232Z,,,,,30,50,
2017-12-17T04:57:50.233Z,,,,,30,50,
2017-12-17T04:58:00.233Z,,,,,30,50,
2017-12-17T04:58:10.233Z,,,,,30,50,
2017-12-17T04:58:20.233Z,,,,,30,50,
2017-12-17T04:58:30.233Z,,,,,30,50,37.7
2017-12-17T04:58:40.233Z,,,,,30,50,
2017-12-17T04:58:50.233Z,,,,,30,50,
2017-12-17T04:59:00.233Z,,,,,30,50,
2017-12-17T04:59:10.233Z,,,,,30,50,
2017-12-17T04:59:20.232Z,,,,,29.8,50,
2017-12-17T04:59:30.232Z,,,,,29.8,50,
2017-12-17T04:59:40.233Z,,,,,29.8,50,
2017-12-17T04:59:50.233Z,43,0,2,,29.8,50,39.6
2017-12-17T05:00:00.232Z,36,,,,29.8,50,43.1
2017-12-17T05:00:10.233Z,29,,,,29.8,50,40.7
2017-12-17T05:00:20.233Z,30,,,,29.8,50,38.9
2017-12-17T05:00:30.233Z,29,,,,29.8,50,36.8
2017-12-17T05:00:40.238Z,30,,,,29.8,50,35.9
2017-12-17T05:00:50.232Z,,,,,29.8,50,35.7
2017-12-17T05:01:00.233Z,29,,,,29.8,50,36.1
2017-12-17T05:01:10.232Z,,,,,29.8,50,36.5
2017-12-17T05:01:20.233Z,29,,,,29.8,50,37.1
2017-12-17T05:01:30.233Z,30,,,,29.8,50,
2017-12-17T05:01:40.233Z,29,,,,29.8,50,37.2
2017-12-17T05:01:50.233Z,,,,,29.8,50,37.3
2017-12-17T05:02:00.233Z,30,,,,29.8,50,37.5
2017-12-17T05:02:10.233Z,,,,,29.8,50,37.7
2017-12-17T05:02:20.256Z,29,,,,29.8,50,38
2017-12-17T05:02:30.233Z,30,,,,29.8,50,38.2
2017-12-17T05:02:40.232Z,29,,,,29.8,50,38.4
2017-12-17T05:02:50.233Z,,,,,29.8,50,38.6
2017-12-17T05:03:00.233Z,29,0,2,59,29.8,50,38.8
2017-12-17T05:03:10.233Z,29,,,,29.8,50,39.1
2017-12-17T05:03:20.232Z,,,,,29.8,50,39.2
2017-12-17T05:03:30.233Z,,,,,29.8,50,39.4
2017-12-17T05:03:40.233Z,30,,,,29.8,50,39.5
2017-12-17T05:03:50.233Z,,,,,29.8,50,39.7
2017-12-17T05:04:00.232Z,29,,,,29.8,50,39.8
2017-12-17T05:04:10.233Z,,,,,29.8,50,40
2017-12-17T05:04:20.326Z,,,,,29.8,50,40.1
2017-12-17T05:04:30.327Z,,,,,29.8,50,40.3
2017-12-17T05:04:40.348Z,30,,,,29.8,50,40.4
2017-12-17T05:04:50.327Z,29,,,,29.8,50,40.5
2017-12-17T05:05:00.232Z,30,,,,29.8,50,40.7
2017-12-17T05:05:10.232Z,,,,,29.8,50,40.8
2017-12-17T05:05:20.233Z,29,,,,29.8,50,41
2017-12-17T05:05:30.232Z,,,,,29.8,50,41.1
2017-12-17T05:05:40.233Z,30,,,,29.8,50,41.2
2017-12-17T05:05:50.233Z,,,,,29.8,50,41.3
2017-12-17T05:06:00.233Z,,,,,29.8,50,41.5
2017-12-17T05:06:10.232Z,29,,,,29.8,50,41.6
2017-12-17T05:06:20.233Z,,,,,29.8,50,41.8
2017-12-17T05:06:30.233Z,30,,,,29.8,50,42
2017-12-17T05:06:40.233Z,29,,,,29.8,50,42.1
2017-12-17T05:06:50.233Z,,,,,29.8,50,42.2
2017-12-17T05:07:00.233Z,30,,,,30,50,42.3
2017-12-17T05:07:10.233Z,29,,,,30,50,42.6
2017-12-17T05:07:20.232Z,,,,,30,50,42.7
2017-12-17T05:07:30.233Z,30,,,,30,50,43
2017-12-17T05:07:40.232Z,29,,,,30,50,
2017-12-17T05:07:50.232Z,30,,,,30,50,43.1
2017-12-17T05:08:00.232Z,,,,,30,50,43.3
2017-12-17T05:08:10.233Z,29,,,,30,50,43.4
2017-12-17T05:08:20.233Z,,,,,30,50,43.6
2017-12-17T05:08:30.233Z,,,,,30,50,43.7
2017-12-17T05:08:40.232Z,,,,,30,50,43.8
2017-12-17T05:08:50.232Z,,,,,30,50,44
2017-12-17T05:09:00.232Z,,,,,30.1,50,44.1
2017-12-17T05:09:10.232Z,,,,,30.1,50,44.2
2017-12-17T05:09:20.232Z,30,,,,30.1,50,44.3
2017-12-17T05:09:30.232Z,29,,,,30.1,50,44.4
2017-12-17T05:09:40.232Z,,,,,30.1,50,44.6
2017-12-17T05:09:50.232Z,,,,,30.1,50,44.7
2017-12-17T05:10:00.232Z,0,0,2,,30.1,50,44.9
2017-12-17T05:10:10.232Z,,,,,30.1,50,42.8
2017-12-17T05:10:20.232Z,,,,,30.1,50,40.9
2017-12-17T05:10:30.233Z,,,,,30.1,50,40.2
2017-12-17T05:10:40.232Z,,,,,30.1,50,40.1
2017-12-17T05:10:50.233Z,,,,,30.2,50,40
2017-12-17T05:11:00.232Z,,,,,30.2,50,39.9
2017-12-17T05:11:10.232Z,,,,,30.2,50,
2017-12-17T05:11:20.233Z,,,,,30.2,50,
2017-12-17T05:11:30.232Z,,,,,30.2,50,39.8
2017-12-17T05:11:40.233Z,,,,,30.2,50,39.6
2017-12-17T05:11:50.232Z,,,,,30.2,50,39.5
2017-12-17T05:12:00.232Z,,,,,30.2,50,39.4
2017-12-17T05:12:10.232Z,,,,,30.3,50,
2017-12-17T05:12:20.233Z,,,,,30.3,50,39.3
2017-12-17T05:12:30.232Z,,,,,30.3,50,
2017-12-17T05:12:40.232Z,,,,,30.3,50,
2017-12-17T05:12:50.233Z,,,,,30.3,50,39.2
2017-12-17T05:13:00.233Z,,,,,30.3,50,39.1
2017-12-17T05:13:10.233Z,,,,,30.3,50,
2017-12-17T05:13:20.232Z,,,,,30.3,50,39.1
2017-12-17T05:13:30.233Z,,,,,30.3,50,38.9
2017-12-17T05:13:40.232Z,,,,,30.3,50,
2017-12-17T05:13:50.232Z,,,,,30.3,50,
2017-12-17T05:14:00.232Z,,,,,30.3,50,
2017-12-17T05:14:10.233Z,,,,,30.4,50,
2017-12-17T05:14:20.233Z,,,,,30.4,50,
2017-12-17T05:14:30.232Z,,,,,30.4,50,
2017-12-17T05:14:40.232Z,,,,,30.4,50,
2017-12-17T05:14:50.232Z,,,,,30.4,50,
2017-12-17T05:15:00.233Z,,,,,30.4,50,
2017-12-17T05:15:10.232Z,,,,,30.4,50,
2017-12-17T05:15:20.240Z,,,,,30.4,50,
2017-12-17T05:15:30.232Z,,,,,30.4,50,
2017-12-17T05:15:40.232Z,,,,,30.4,50,
2017-12-17T05:15:50.232Z,,,,,30.4,50,
2017-12-17T05:16:00.233Z,,,,,30.4,50,39.1
2017-12-17T05:16:10.232Z,,,,,30.4,50,
2017-12-17T05:16:20.232Z,,,,,30.4,50,
2017-12-17T05:16:30.232Z,,,,,30.4,50,39.2
2017-12-17T05:16:40.232Z,,,,,30.4,50,
2017-12-17T05:16:50.233Z,,,,,30.4,50,
2017-12-17T05:17:00.232Z,,,,,30.4,50,
2017-12-17T05:17:10.232Z,,,,,30.4,50,39.3
2017-12-17T05:17:20.233Z,,,,,30.4,50,
2017-12-17T05:17:30.235Z,,,,,30.4,50,
2017-12-17T05:17:40.232Z,,,,,30.4,50,
2017-12-17T05:17:50.232Z,,,,,30.4,50,
2017-12-17T05:18:00.232Z,,,,,30.4,50,39.4
2017-12-17T05:18:10.232Z,,,,,30.4,50,
2017-12-17T05:18:20.233Z,,,,,30.4,50,
2017-12-17T05:18:30.233Z,,,,,30.4,50,
2017-12-17T05:18:40.232Z,,,,,30.4,50,
2017-12-17T05:18:50.232Z,,,,,30.4,50,
2017-12-17T05:19:00.231Z,,,,,30.4,50,
2017-12-17T05:19:10.232Z,,,,,30.4,50,
2017-12-17T05:19:20.232Z,,,,,30.4,50,
2017-12-17T05:19:30.232Z,,,,,30.4,50,
2017-12-17T05:19:40.232Z,,,,,30.4,50,
2017-12-17T05:19:50.232Z,,,,,30.4,50,
2017-12-17T05:20:00.232Z,,,,,30.4,50,
2017-12-17T05:20:10.232Z,,,,,30.4,50,
2017-12-17T05:20:20.232Z,,,,,30.4,50,
2017-12-17T05:20:30.234Z,,,,,30.4,50,
2017-12-17T05:20:40.232Z,,,,,30.4,50,
2017-12-17T05:20:50.232Z,,,,,30.4,50,
2017-12-17T05:21:00.232Z,,,,,30.4,50,
2017-12-17T05:21:10.232Z,,,,,30.4,50,39.3
2017-12-17T05:21:20.232Z,,,,,30.4,50,
2017-12-17T05:21:30.232Z,,,,,30.4,50,
2017-12-17T05:21:40.232Z,,,,,30.4,50,
2017-12-17T05:21:50.231Z,,,,,30.4,50,
2017-12-17T05:22:00.232Z,,,,,30.4,50,
2017-12-17T05:22:10.232Z,,,,,30.4,50,
2017-12-17T05:22:20.232Z,,,,,30.4,50,
2017-12-17T05:22:30.232Z,,,,,30.4,50,
2017-12-17T05:22:40.232Z,,,,,30.4,50,39.2
2017-12-17T05:22:50.232Z,,,,,30.4,50,
2017-12-17T05:23:00.232Z,,,,,30.4,50,
2017-12-17T05:23:10.232Z,,,,,30.4,50,
2017-12-17T05:23:20.232Z,,,,,30.4,50,
2017-12-17T05:23:30.232Z,,,,,30.4,50,
2017-12-17T05:23:40.231Z,,,,,30.4,50,39.1
2017-12-17T05:23:50.232Z,,,,,30.4,50,
2017-12-17T05:24:00.232Z,,,,,30.4,50,
2017-12-17T05:24:10.232Z,,,,,30.4,50,
2017-12-17T05:24:20.232Z,,,,,30.4,50,
2017-12-17T05:24:30.232Z,,,,,30.4,50,
2017-12-17T05:24:40.232Z,,,,,30.4,50,
2017-12-17T05:24:50.232Z,,,,,30.4,50,38.9
2017-12-17T05:25:00.232Z,,,,,30.3,50,
2017-12-17T05:25:10.232Z,,,,,30.4,50,
2017-12-17T05:25:20.232Z,,,,,30.4,50,
2017-12-17T05:25:30.233Z,,,,,30.3,50,
2017-12-17T05:25:40.232Z,,,,,30.3,50,
2017-12-17T05:25:50.232Z,,,,,30.3,50,
2017-12-17T05:26:00.240Z,,,,,30.3,50,
2017-12-17T05:26:10.231Z,,,,,30.3,50,38.8
2017-12-17T05:26:20.232Z,,,,,30.3,50,
2017-12-17T05:26:30.232Z,,,,,30.3,50,
2017-12-17T05:26:40.232Z,,,,,30.3,50,
2017-12-17T05:26:50.232Z,,,,,30.3,50,
2017-12-17T05:27:00.232Z,,,,,30.3,50,
2017-12-17T05:27:10.232Z,,0,2,,30.3,50,38.7
2017-12-17T05:27:20.232Z,35,,,,30.3,50,44.2
2017-12-17T05:27:30.232Z,30,,,,30.3,50,43.6
2017-12-17T05:27:40.232Z,29,,,,30.3,50,41.6
2017-12-17T05:27:50.232Z,30,,,,30.3,50,38.7
2017-12-17T05:28:00.232Z,29,,,,30.3,50,37.9
2017-12-17T05:28:10.232Z,,,,,30.3,50,37.4
2017-12-17T05:28:20.232Z,,,,,30.3,50,37.5
2017-12-17T05:28:30.232Z,,,,,30.3,50,38
2017-12-17T05:28:40.232Z,0,,,,30.3,50,38.5
2017-12-17T05:28:50.232Z,,0,2,,30.3,50,36.8
2017-12-17T05:29:00.232Z,,,,,30.2,50,34.9
2017-12-17T05:29:10.232Z,,,,,30.2,50,33.9
2017-12-17T05:29:20.232Z,,,,,30.3,50,33.7
2017-12-17T05:29:30.232Z,,,,,30.3,50,
2017-12-17T05:29:40.232Z,,,,,30.2,50,33.6
2017-12-17T05:29:50.231Z,,,,,30.3,50,
2017-12-17T05:30:00.232Z,,,,,30.2,50,33.7
2017-12-17T05:30:10.231Z,,,,,30.2,50,33.6
2017-12-17T05:30:20.232Z,,,,,30.2,50,
2017-12-17T05:30:30.232Z,,,,,30.2,50,33.5
2017-12-17T05:30:40.231Z,,,,,30.2,50,
2017-12-17T05:30:50.236Z,,,,,30.2,50,33.4
2017-12-17T05:31:00.233Z,,,,,30.2,50,
2017-12-17T05:31:10.232Z,,,,,30.2,50,33.3
2017-12-17T05:31:20.232Z,,,,,30.2,50,
2017-12-17T05:31:30.232Z,,,,,30.2,50,
2017-12-17T05:31:40.232Z,,,,,30.2,50,33.2
2017-12-17T05:31:50.231Z,,,,,30.2,50,
2017-12-17T05:32:00.232Z,,,,,30.2,50,33.3
2017-12-17T05:32:10.232Z,,,,,30.2,50,33.2
2017-12-17T05:32:20.232Z,,,,,30.2,50,
2017-12-17T05:32:30.232Z,,,,,30.2,50,
2017-12-17T05:32:40.231Z,,,,,30.2,50,
2017-12-17T05:32:50.232Z,,,,,30.2,50,
2017-12-17T05:33:00.233Z,,,,,30.2,50,
2017-12-17T05:33:10.232Z,,,,,30.1,50,
2017-12-17T05:33:20.232Z,,,,,30.1,50,
2017-12-17T05:33:30.232Z,,,,,30.1,50,
2017-12-17T05:33:40.257Z,,,,,30.1,50,
2017-12-17T05:33:50.246Z,,,,,30.1,50,
2017-12-17T05:34:00.232Z,,,,,30.1,50,
2017-12-17T05:34:10.232Z,,,,,30.1,50,
2017-12-17T05:34:20.232Z,,,,,30.1,50,
2017-12-17T05:34:30.232Z,,,,,30.1,50,
2017-12-17T05:34:40.232Z,,,,,30.1,50,
2017-12-17T05:34:50.232Z,,,,,30.1,50,33.3
2017-12-17T05:35:00.232Z,,,,,30.1,50,
2017-12-17T05:35:10.231Z,,,,,30,50,
2017-12-17T05:35:20.232Z,,,,,30,50,
2017-12-17T05:35:30.232Z,,,,,30,50,
2017-12-17T05:35:40.232Z,,,,,30,50,33.4
2017-12-17T05:35:50.231Z,,,,,30,50,
2017-12-17T05:36:00.232Z,,,,,30,50,
2017-12-17T05:36:10.232Z,,,,,30,50,33.5
2017-12-17T05:36:20.464Z,,,,,30,50,
2017-12-17T05:36:30.232Z,,,,,30,50,33.6
2017-12-17T05:36:40.232Z,,,,,30,50,
2017-12-17T05:36:50.462Z,,,,,30,50,
2017-12-17T05:37:00.232Z,,,,,30,50,33.7
2017-12-17T05:37:10.232Z,,,,,29.8,50,
2017-12-17T05:37:20.232Z,,,,,29.8,50,33.8
2017-12-17T05:37:30.338Z,,,,,29.8,50,
2017-12-17T05:37:40.232Z,,,,,29.8,50,
2017-12-17T05:37:50.231Z,,,,,29.8,50,33.9
2017-12-17T05:38:00.232Z,,,,,29.8,50,
2017-12-17T05:38:10.231Z,,,,,29.8,50,34
2017-12-17T05:38:20.232Z,,,,,29.8,50,
2017-12-17T05:38:30.232Z,,,,,29.8,50,
2017-12-17T05:38:40.231Z,,,,,29.8,50,34.1
2017-12-17T05:38:50.232Z,43,0,2,,29.8,50,35.1
2017-12-17T05:39:00.232Z,33,,,,29.8,50,40.1
2017-12-17T05:39:10.231Z,30,,,,29.7,50,38.8
2017-12-17T05:39:20.234Z,29,,,,29.7,50,37.9
2017-12-17T05:39:30.232Z,30,,,,29.7,50,36.8
2017-12-17T05:39:40.231Z,29,,,,29.7,50,36.2
2017-12-17T05:39:50.231Z,,,,,29.7,50,36.1
2017-12-17T05:40:00.232Z,30,,,,29.7,50,36.3
2017-12-17T05:40:10.232Z,29,,,,29.7,50,37.1
2017-12-17T05:40:20.233Z,,,,,29.7,50,37.2
2017-12-17T05:40:30.231Z,,,,,29.7,50,37.4
2017-12-17T05:40:40.232Z,,,,,29.7,50,37.5
2017-12-17T05:40:50.231Z,,,,,29.7,50,37.6
2017-12-17T05:41:00.232Z,30,,,,29.7,50,37.8
2017-12-17T05:41:10.231Z,29,,,,29.7,50,38
2017-12-17T05:41:20.232Z,,,,,29.7,50,38.1
2017-12-17T05:41:30.231Z,30,,,,29.7,50,38.3
2017-12-17T05:41:40.231Z,29,,,,29.7,50,38.5
2017-12-17T05:41:50.231Z,,,,,29.7,50,38.6
2017-12-17T05:42:00.232Z,,,,,29.7,50,38.7
2017-12-17T05:42:10.239Z,30,,,,29.7,50,38.8
2017-12-17T05:42:20.231Z,29,,,,29.7,50,39.1
2017-12-17T05:42:30.231Z,,,,,29.6,50,39.2
2017-12-17T05:42:40.233Z,,,,,29.7,50,39.3
2017-12-17T05:42:50.232Z,,,,,29.7,50,39.4
2017-12-17T05:43:00.231Z,,,,,29.6,50,39.6
2017-12-17T05:43:10.231Z,,,,,29.6,50,39.7
2017-12-17T05:43:20.231Z,30,,,,29.7,50,40
2017-12-17T05:43:30.232Z,29,,,,29.6,50,
2017-12-17T05:43:40.231Z,30,,,,29.7,50,40.2
2017-12-17T05:43:50.232Z,29,,,,29.6,50,40.4
2017-12-17T05:44:00.231Z,30,,,,29.7,50,40.5
2017-12-17T05:44:10.231Z,,,,,29.7,50,40.7
2017-12-17T05:44:20.232Z,,,,,29.7,50,40.8
2017-12-17T05:44:30.232Z,29,,,,29.7,50,41
2017-12-17T05:44:40.232Z,,,,,29.7,50,41.1
2017-12-17T05:44:50.231Z,,,,,29.7,50,41.3
2017-12-17T05:45:00.231Z,,,,,29.7,50,41.4
2017-12-17T05:45:10.231Z,,,,,29.7,50,41.6
2017-12-17T05:45:20.231Z,,,,,29.7,50,41.7
2017-12-17T05:45:30.232Z,30,,,,29.7,50,41.9
2017-12-17T05:45:40.231Z,29,,,,29.7,50,42
2017-12-17T05:45:50.232Z,30,,,,29.7,50,42.2
2017-12-17T05:46:00.231Z,29,,,,29.7,50,42.3
2017-12-17T05:46:10.231Z,,,,,29.7,50,42.4
2017-12-17T05:46:20.231Z,,,,,29.7,50,42.7
2017-12-17T05:46:30.232Z,30,,,,29.7,50,42.8
2017-12-17T05:46:40.232Z,29,,,,29.7,50,43
2017-12-17T05:46:50.231Z,30,,,,29.7,50,43.1
2017-12-17T05:47:00.231Z,29,,,,29.7,50,43.2
2017-12-17T05:47:10.232Z,30,,,,29.7,50,43.3
2017-12-17T05:47:20.231Z,29,,,,29.8,50,43.4
2017-12-17T05:47:30.232Z,,,,,29.8,50,43.6
2017-12-17T05:47:40.232Z,,,,,29.8,50,43.7
2017-12-17T05:47:50.231Z,,,,,29.8,50,43.8
2017-12-17T05:48:00.232Z,30,,,,29.8,50,44
2017-12-17T05:48:10.231Z,29,,,,29.8,50,44.1
2017-12-17T05:48:20.231Z,30,,,,29.8,50,44.2
2017-12-17T05:48:30.231Z,29,,,,30,50,44.4
2017-12-17T05:48:40.231Z,30,,,,29.8,50,44.5
2017-12-17T05:48:50.230Z,29,,,,30,50,44.6
2017-12-17T05:49:00.231Z,0,0,2,,30,50,44.7
2017-12-17T05:49:10.232Z,,,,,30,50,42.8
2017-12-17T05:49:20.231Z,,,,,30,50,40.9
2017-12-17T05:49:30.232Z,,,,,30,50,40.1
2017-12-17T05:49:40.242Z,,,,,30,50,39.9
2017-12-17T05:49:50.232Z,,,,,30,50,
2017-12-17T05:50:00.232Z,,,,,30,50,39.8
2017-12-17T05:50:10.231Z,,,,,30,50,
2017-12-17T05:50:20.231Z,,,,,30.1,50,
2017-12-17T05:50:30.231Z,,,,,30.1,50,39.7
2017-12-17T05:50:40.231Z,,,,,30.1,50,39.6
2017-12-17T05:50:50.231Z,,,,,30.1,50,39.5
2017-12-17T05:51:00.231Z,,,,,30.1,50,39.4
2017-12-17T05:51:10.230Z,,,,,30.1,50,39.3
2017-12-17T05:51:20.231Z,,,,,30.1,50,
2017-12-17T05:51:30.232Z,,,,,30.1,50,39.2
2017-12-17T05:51:40.231Z,,,,,30.2,50,
2017-12-17T05:51:50.231Z,,,,,30.1,50,39.1
2017-12-17T05:52:00.232Z,,,,,30.2,50,38.9
2017-12-17T05:52:10.231Z,,,,,30.2,50,
2017-12-17T05:52:20.231Z,,,,,30.2,50,
2017-12-17T05:52:30.231Z,,,,,30.2,50,
2017-12-17T05:52:40.231Z,,,,,30.2,50,
2017-12-17T05:52:50.231Z,,,,,30.2,50,
2017-12-17T05:53:00.231Z,,,,,30.2,50,38.8
2017-12-17T05:53:10.232Z,,,,,30.2,50,
2017-12-17T05:53:20.231Z,,,,,30.2,50,
2017-12-17T05:53:30.232Z,,,,,30.2,50,
2017-12-17T05:53:40.232Z,,,,,30.2,50,
2017-12-17T05:53:50.231Z,,,,,30.2,50,
2017-12-17T05:54:00.231Z,,,,,30.2,50,
2017-12-17T05:54:10.231Z,,,,,30.3,50,
2017-12-17T05:54:20.231Z,,,,,30.3,50,
2017-12-17T05:54:30.232Z,,,,,30.3,50,
2017-12-17T05:54:40.231Z,,,,,30.3,50,38.9
2017-12-17T05:54:50.231Z,,,,,30.3,50,
2017-12-17T05:55:00.232Z,,,,,30.3,50,
2017-12-17T05:55:10.231Z,,,,,30.3,50,
2017-12-17T05:55:20.231Z,,,,,30.3,50,39.1
2017-12-17T05:55:30.230Z,,,,,30.3,50,
2017-12-17T05:55:40.231Z,,,,,30.3,50,
2017-12-17T05:55:50.231Z,,,,,30.3,50,
2017-12-17T05:56:00.231Z,,,,,30.3,50,39.2
2017-12-17T05:56:10.231Z,,,,,30.3,50,
2017-12-17T05:56:20.231Z,,,,,30.3,50,
2017-12-17T05:56:30.231Z,,,,,30.3,50,
2017-12-17T05:56:40.231Z,,,,,30.3,50,
2017-12-17T05:56:50.231Z,,,,,30.3,50,39.3
2017-12-17T05:57:00.231Z,,,,,30.3,50,
2017-12-17T05:57:10.230Z,,,,,30.3,50,
